-0.00119437+0.00896666j -0.00930532-0.00946609j -0.00368354-0.0126957j 0.00861054+0.0170713j 0.00650704+0.0182701j 0.00140996-0.00171864j -0.000494783+0.0222845j -0.00541165-0.0127344j 0.000456067+0.00660999j -0.00149238-0.0242775j 0.00187996-0.00860999j 0.00192735+0.00483148j 0.00412773-0.00602935j -0.00615703+0.0292648j -0.0134612+0.00935573j -0.00430343-0.0014007j 0.00182336-0.00194309j -0.00191576+0.00185886j 0.0136334-0.00907966j 0.00974576-0.00758336j 0.00331134-0.00177262j 0.0149705-0.00324024j 0.00483453-0.00502546j 0.0108088-0.00504604j 0.0141234-0.00301728j -0.0193804+0.00233705j -0.00795034-0.000403127j 0.00492773+0.000871694j 0.00464012-0.00455994j -0.0109714-0.00029532j 0.0103631+0.000404247j 0.0176177+0.00110324j -0.00846375-0.00234264j 0.00238862+0.00066433j -0.00795383+0.000781243j -0.0232568-0.00690099j -0.00147102-0.0101543j 0.00519411+0.0071041j 0.00937394-0.00458632j 0.00696826+0.000771832j -0.00549049+0.00620618j 0.00211103+0.00176854j 0.00389747+0.00573621j 0.0044948+0.00242211j 0.000664518-0.00519453j 0.00639995-0.00329653j 0.00232502+0.00457972j 0.00594118+0.00251093j 0.00379658-0.00508031j -0.0042425+0.00247665j -0.00408215-0.00821818j -0.00557339-0.00106324j 0.00110561+0.00328145j 0.00615398-0.00509586j -0.00142006+0.00782026j -0.00421573-0.00274842j -0.00489268+0.00785021j 0.00409701-0.000112864j -0.00889249+0.0012903j 0.00138138+0.00548101j 0.000209019-0.00210079j -0.00410232-0.000162897j -0.00788754-0.00380644j 0.00997959+0.00450536j 0.00489579+0.0030273j -0.00388295-0.00435697j -0.00152559+0.00154961j 0.0025088+0.000743611j -0.00365483-0.000116698j 0.00554289-0.00655146j -0.00900748+0.00536429j -0.00291886+0.000828552j -0.00532267+0.000590327j -0.00066988-0.00260362j -0.0040634+0.00536717j -0.00918196-0.00241496j 2.5098e-06-0.00438627j -0.00527303-0.00255009j -0.00262985+0.00362778j -0.00696006-0.00775487j -0.00255539-0.0046727j -0.00503285-0.00372726j 0.0048601-0.0035026j 0.0010031-0.0103776j 0.00557811+0.00294344j -0.00296803-0.000826475j -0.00754093-0.002275j 0.00614739-0.00293684j 0.00487273+0.00411999j 0.00159199-0.00626369j -0.00183845+0.00788564j 0.0109078+0.00394498j 0.00352295-0.00507437j 0.00471934+0.000584553j 0.00124934-0.00864467j 0.00317963+0.000561988j -0.000258246+0.0083784j 
0.000776372+0.00800608j -0.032424+0.00163206j -0.00838685+0.00541859j -0.007909-0.014054j -0.0231118+4.1852e-05j -0.0049707-0.0076622j 0.015301-0.0213888j 0.0206983-0.0300173j 0.0146983-0.0184162j 0.0227338-0.0225869j 0.00571355+0.00539532j 0.0583459-0.0196721j 0.00684186+0.0202471j 0.0190391-0.0186968j -0.0094114+0.0125686j 0.0142414+0.00347903j -0.00794388-0.00364456j 0.000378986+0.00497642j -0.000673424+0.00501428j -0.00632022-0.00779229j -0.00354012+0.00250063j 0.00145061+0.00712342j -0.00280478+0.000959244j -0.00461181+0.0141622j 0.00214771+0.00215418j -0.00541853-0.00185163j -0.0200214-0.0025933j 0.00716745+0.0176786j 0.0123914+0.0043389j -0.00154751+0.000362912j -0.00570569-0.000844345j -0.00614279-0.0191956j 0.0109214-9.36262e-05j 0.00673362+0.00552289j -0.00212658-0.00688597j 0.00155557+0.00182385j -0.000607928-0.00435526j -0.00140428+0.00484149j 0.00129266-0.00323812j -0.00262835-0.000687188j 0.00796053-0.000703729j 0.00130606-0.00304292j -0.00263474-0.000149879j -0.00862791-0.00117434j -0.00421514-0.00488157j -0.00128758+0.00349629j -0.00617696-0.00273631j -0.000491054+0.00235709j 0.00556179+0.00233838j -0.00109891+0.00887256j -0.000997659-0.00519355j 0.000847153-0.00219977j 0.00794215+0.000714058j -0.00313009+0.000788063j -0.00113523+0.00222243j -0.00202431+0.00312399j 0.000211244-0.00527131j 0.000755596+0.0037462j 0.00233111-0.00390102j -0.00555273-0.00595664j 0.00521317+0.00264795j 0.00159555+0.00130221j -0.00196255-0.00595728j -0.000228559-0.00197223j 0.00657726+0.00824525j 0.00320043+0.00299057j -0.00914589+0.00074302j 0.00568525+0.00160452j 0.000452816+0.00259269j 0.00256385+6.18001e-05j -0.00241396+0.00102809j -0.00285891+0.0060306j -0.00452642-0.00130019j -0.00413576-0.000369106j 0.00175994+0.000923935j 0.00631085+0.00407367j -0.00571801+0.00460263j 0.00280695+0.0049202j -0.00276815-0.00487407j -0.000194754+0.00741396j -0.000670255+0.00305486j -0.00246427+0.00167791j -0.00564804+0.00434268j 0.00110029-0.0067652j -0.00185813+0.000662776j -0.000484604+0.000424845j -0.00386189-0.00133505j -0.000643922-0.00143116j 0.00103953+0.00313566j -0.00219296+0.00757383j -0.00266453+0.00256262j 0.00260211-0.00102941j 0.000718116-0.000526697j -0.00214005-0.00633313j 0.00116584+0.00213196j 0.00132296+0.00116475j 0.000753248-0.00239485j 
0.000824452-0.00346673j 0.0186128+0.00265456j -0.000393565+0.00639218j -0.00605849+0.00877051j 0.00408112-0.0178878j 0.0229139-0.0125458j -0.00400268+0.0101276j 0.0259186-0.0241568j 0.0134551-0.0228137j -0.00358433-0.00526359j -0.00280831+0.0189716j 0.0115812-0.0212677j 0.0110115-0.00662925j -0.00989509+0.00172254j -0.000282203+0.00335563j -0.0132581+0.000691228j 0.0135528-0.00150333j 0.00485923-0.00207394j 0.00376187-0.00259746j 0.0014113+0.00331041j 0.00954431-0.00239384j -0.00744328+0.00604207j -0.0114482+0.00433647j 0.00189011-0.0108828j 0.00169927+0.00571571j 0.00504544+0.00345035j -0.00701992+0.00530206j 0.0151501-0.00346634j 0.0079165-0.00131871j -0.00693435-0.0126822j -0.00198744+0.0057145j -0.00600344-0.00896373j 0.00718284+0.00735993j 0.003111+0.00035852j 0.000761995+0.00316705j -0.00285224-0.00295702j -0.000940507-0.00243664j -2.33029e-05-0.0020084j -0.000497921+0.00102452j 0.000483756+0.000691526j -0.00544656-0.000485294j 0.00400316+0.000973158j 0.000564646+0.00165547j 0.00165514+0.0027214j -0.00845293+0.004857j 0.003493-0.00350559j 0.00319128+0.00187079j 0.00371957-0.003356j -0.000394782+0.00110454j 0.0136452-0.00760124j 0.00137242+0.00183996j -0.0105877+0.0108923j -0.0090883+0.00768093j -0.0160874-0.0070442j -0.00137953-4.76291e-05j 0.00261449-0.00780068j -0.0123434+0.00144054j -0.00570587+0.0163277j -0.0162788+0.00132719j 0.00359155-0.0209265j -0.00259763-0.011453j 0.00165479-0.000507309j 0.00565677+0.00589184j -0.00683057+0.00779896j 0.0157003-0.00579776j 0.00191367+0.00171153j 0.0065383-0.00532096j 0.00159128-0.0128059j -0.0056018-0.00427305j 0.0184784-0.0151248j 0.0094611-0.0119538j -0.00813022+0.00753119j 0.0178164-0.0111849j 0.0135586-0.00149923j 0.00181933+0.00949589j -0.00160829-0.00258957j -0.00135031+0.00537185j -0.0016804-0.00153652j 0.00579074-0.0029012j -0.00439433+0.00345156j 0.0091309-0.00291975j 0.00740239-0.00261178j -0.000883847-0.00274366j -0.00289297-0.00290206j 0.00281543-0.00222681j 0.00463259+0.00010887j 2.77172e-05+0.000198791j -0.00343737-0.0013583j 0.00443373+0.000921114j 0.00390572+0.000336201j 0.00275844+0.000802911j 0.000231276+0.00262173j 0.00152944-0.000595133j 0.00149032-0.0022018j -0.000864566-3.42897e-05j -0.00448927-0.00028266j -0.000612398-0.000346604j 
-0.00561616+0.0151803j -0.0441937-0.00148951j 0.0155242-0.0039672j -0.0117883+0.0126317j -0.0264496+0.0202738j 0.0296204-0.00141472j 0.0267308+0.0022j -0.00644035+0.0145036j 0.0210306+0.00218676j -0.0237024+0.006486j -0.00872273-0.00278912j -0.00694354-0.00999787j 0.0135349-0.0143013j -0.000356483+0.000573894j 0.002615+0.000757529j 0.026085-0.00168773j -0.0205906+0.00682959j 0.00789278+0.00066037j 0.00619089+0.00147273j -0.00130383+0.00290588j 0.00135937-0.0105055j -0.0021399+0.000562393j 0.00337101-0.00118157j 0.00645433-0.0096974j -0.00346025-0.00130646j -0.00412036-0.00114344j 0.0121553+0.013864j 0.00519418-0.0154126j -0.00273227-0.00251246j 0.000784337+0.000826097j -0.00803337+0.00500555j -0.00753792+0.00923593j -0.00337569-0.00490138j -0.00119971-0.00198345j 0.00544977+0.00112487j 0.000424885-0.00296594j -0.000819226+0.000552559j 0.000973779+0.00260716j 0.00166226-0.00364492j -0.00707888+0.00313808j 0.0129135-0.00171911j 0.0068099-0.00209361j -0.00172398+0.00994684j -0.00732088-0.000570651j 0.00350931-0.00574699j -0.00902032+0.00253168j -0.00349862+0.000722395j -0.00161871+0.00276516j 0.000327103+0.00392331j 3.64397e-05+0.0010701j 0.0149872+0.00588035j -0.00409011-0.00586131j 0.00605143+0.0125867j -0.00753082+0.000169358j -0.00304652-0.000522824j -0.00156838+0.0123717j -0.00380831-0.00137942j 0.00597395+0.00851047j 0.0031917-0.00521439j 0.00144768+0.00301982j 0.010984+0.000390911j 0.00194748+0.00164825j -0.00475382+0.00892471j -0.000359395-0.00657214j 0.00782786+0.00118947j 0.000939417+0.00883295j -0.000430447+0.00107698j -0.00305196-0.00486551j -0.00738937+0.00867665j 0.00980626-0.0083247j 0.00605729+0.00419852j 0.0088042-0.00854607j 0.00647796-0.00681699j 0.000191408+0.00756144j 0.00529903-0.00268845j -0.00940343-0.0038188j -0.00721232+0.000643706j -0.00149901-0.00249806j 0.00557237-0.00254365j 0.000536321-0.00277664j -0.00185502+0.00324744j 0.00745802-0.00137435j 0.000202813+0.00491888j 0.000795275+0.0022575j 0.00501069-0.000236656j -0.00185833+0.000552387j -0.00223761+0.00327076j -0.00313533+0.00133098j 0.00161081-0.0010876j 0.00702875-0.00200236j 0.0018095-0.00536053j 0.00383991-0.000609491j 0.00197523-0.000268509j 0.00502071+0.00151147j -0.00154707+0.00128033j -0.002398+0.00335656j -0.000343415+0.00134073j 
0.00635011+0.00633405j -0.0439297+0.00875714j -0.0123022-0.00633142j 0.00405822-0.0106133j 0.0148612-0.0396754j 0.00217708+0.00443271j 0.0202447+0.0030644j 0.0120356+0.00898696j 0.00776117+0.00441533j -0.00383847+0.0347843j -0.00457483+0.0154763j 0.00755898+0.0232824j -0.00248869-0.0294806j 0.00645958+0.0330197j 0.00392741-0.0144663j 0.0286048-0.0113142j -0.0181431+0.0168036j -0.0052626+0.00517188j -0.0084334+0.0040593j -0.00430214+0.00366494j -0.00145672+0.0128583j 0.00440635-0.00964269j 0.00986361-0.0021594j -0.00657746-0.00397212j -0.0116469-0.00669873j 0.00432427+0.00347674j -0.00496006+0.00100028j -0.00395089-3.23583e-05j 0.000237889+0.00440682j 0.00145848-0.00488875j 0.0102375-0.000472124j 0.0114295+0.00821204j 0.000418717+0.00834986j -0.00167228-0.00412589j -0.00235802+0.00368033j -0.000468857-0.00917826j 0.00200353+0.0104848j -0.00434593+0.0022148j 0.00306138+0.00120319j -0.00190616-0.000759964j 0.011455-0.00320598j -0.00658106-0.00214733j -0.00443758+0.0021149j -0.00448326-0.00497771j -0.00154111-0.00105098j -0.00925909+0.00777094j 0.00122998-0.0106348j 0.00679505-0.00238348j 0.00274206-0.00108046j -0.00548088+0.00901574j -0.00709922-0.00240037j 0.000379331+0.00956015j 0.00711354-0.00693319j -0.00231124-0.00549284j 0.00137232+0.00970483j -0.00638645+0.00246178j 0.00734993+0.00475471j -2.26874e-06-0.00568887j 0.000222021+0.00748808j 0.00358925-0.00229003j 0.00228727+0.00042743j 0.00907299+0.00384837j 0.00120673-0.0034275j -0.000465538+0.00610376j -0.00565223-0.00688854j 0.00222805-0.00224336j 0.00330367-0.00568662j -0.00182038+0.00885571j 0.00906429-0.0111756j 0.0037054+0.00714472j -0.00699005-0.00603086j -0.00785111-0.000489982j -0.0050313-0.00325739j 0.0110052-0.000324575j -0.00443948+0.000936119j 0.00318022+0.00472922j 0.00639933-0.00751316j -0.00386726+0.000285161j -0.00565746-0.00543814j -0.00310876+0.00113073j 0.00138833+9.90001e-05j -0.00295457-0.00136561j 0.00562421-0.00433415j 0.000308049+0.00187108j -0.0017141-0.00318012j 0.00061438+0.00265622j -0.00181541-0.00297231j -0.000833489+0.00567367j 0.00270362+0.00198379j 0.00251221+0.000765508j 0.00458071+0.00162365j -0.000887712+0.00347025j 0.0030202+0.00507825j 0.00144882+0.00397402j 0.00480725-0.000633535j 0.0040278+0.00239329j -0.00320618+0.00235726j 
-0.0335979+0.0102801j -0.0157022-0.0165173j 0.0319046-0.0324797j -0.00265148+0.0180767j -0.00308685+0.000448257j -0.00281331-0.0142482j -0.00641653+0.0156312j 0.00538741-0.0242133j -0.00849836-0.00825093j -0.00238761-0.0126931j 0.00157507-0.000520564j -0.00788651-0.0127825j -0.0088445+0.0152348j 0.00540225-0.0177213j 0.00546139+0.00376025j -0.00483442+0.0159769j -0.0299459+0.000563967j -0.00181129-0.00948901j 0.00346442+0.00644732j -0.000777983+0.00784447j -0.000996983+0.0058118j -0.00806063-0.0110075j 0.0043316-0.00492482j 0.00128462+0.0083075j 0.00471207+0.000624488j 0.000100021-0.00263723j 0.00587914+0.00543495j 0.000647508+0.0151485j -0.00805852-0.00556132j -0.00145151-0.00207519j 0.00302365+0.00302519j -0.00689711-0.00810569j -0.00480141-0.00599206j -0.000785333+0.00191057j -0.00279166-0.00363118j 0.00391334+0.00266984j 0.00180394-0.00318976j 0.0070198+0.00364223j 0.00152605-0.0113252j -0.0101484-0.00330538j 0.00459963+0.000280839j -0.00126243-0.00618836j -3.82581e-05-0.00345291j -0.000400517-0.00884018j 0.00741376+0.00252407j -0.00879476+0.00638621j -0.000589404+0.00242592j 0.0135742-0.0105526j 0.00510026-0.00299422j -0.010679-0.000379943j 0.000464495-0.00411767j -0.00628584+0.00497461j 0.00259955+0.00331765j 0.00545833-0.00338569j 0.000306814+0.00987757j -0.00506666-0.00210569j 0.00292066+0.00596001j -0.00539397+0.00104836j 0.00708616-0.000864256j 0.00475701-0.00343453j 0.00499179+0.00276892j -0.000570044-0.00562146j 0.00688507+0.00190892j 0.00434559+0.00456561j -0.00785071-0.000461278j 0.00202055-0.00256352j 0.00265977-0.00167613j -0.00673559-0.00590422j 0.00815239-0.00505841j -0.00518459+0.00244926j -0.0066152-0.000371527j -0.00482176+0.00586267j 0.00365787-0.00217095j 0.00558902-0.000885087j -0.00338951+0.00269415j 0.0074401-0.00437623j 0.00428289+0.00203532j -0.00367661+0.000745615j -0.00405938-0.00106841j -0.000442938+0.00278277j -0.00318158-0.000478573j 0.000505542+0.00412364j 0.0013644+0.00478206j 0.000291962-0.000582451j 0.00110104+0.00482627j -0.00013872+0.0012779j 0.000838309-0.00148585j 0.00176325-0.00241529j -0.0012305-0.00346499j -0.00633801-0.000855896j -0.00223784-0.00308259j -0.000590708-0.00217865j -0.00355811-2.69186e-05j -0.00572415-0.00191518j 0.000387897+0.00238843j 0.00221762+0.000573006j -0.000497285-0.0014811j 
0.00653275+0.00503701j -0.0130914-0.00251753j -0.0325239+0.0191922j 0.00615377-0.0024633j 0.02272-0.00483134j -0.0184434+0.00241689j -0.00119963-0.000649956j -0.0269642-0.0307183j -0.014769-0.0126904j -0.00934737-0.0211513j 0.00641484+0.00184221j -0.0164986-0.0423276j -0.00107851-0.00739136j 0.00177852-0.00146841j 0.00432785-0.00013363j 0.0145501+0.00626369j -0.0103167-0.00477141j -0.0131338+0.00472132j -0.0029541-0.00488745j 0.000618288-0.00382826j -0.00751769+0.00387377j 0.00674508+0.00353807j 0.00653943+0.011374j 0.0187336+0.0175692j 0.0118488-0.00564213j 0.00963301+0.00677308j 0.00473806+0.0160712j 0.00772128+0.0134538j -0.010581-0.0106544j 0.0012843-0.00417172j 0.00600849+0.00733069j -0.0117074-0.00208021j -0.00803505-0.0131427j -0.00150628-0.00970067j 0.00372441+0.00418381j 0.00141687+0.00470946j -0.00244888+0.00250402j -0.00254018+0.00505413j 0.00095509+0.0056231j 0.00666965+0.00288429j 0.00443473+0.00438519j -0.0013798+0.00190784j -0.00103486+0.00243844j -0.00109719+0.0065809j 0.00210878-0.0013123j 0.000325395+0.00456191j 0.00339468-0.00490765j -0.00220196+0.00734319j -0.00317303+0.00249053j 0.00660637-0.0012273j 0.00754906+0.00156977j -0.000356362+0.000726339j -0.00390735-0.0201952j -0.00735685-0.003322j -0.00797585+0.00115982j -0.00744188+0.00523691j 0.00166821+0.00024133j 0.00892399-0.00573336j -0.00508528+0.00206297j -0.00016996+0.00357909j -0.00161324-0.00226837j -0.00724976-0.00611619j -0.00512717+0.00636254j 0.00373139+0.00287306j -0.00566591-0.00757337j -0.00126072-0.00335071j -0.001374+0.0070707j -0.00743184-0.00604937j 0.00294738-0.0134075j -0.00443325-0.0025926j 0.00157851+0.00134001j -0.000139183+0.00338462j 0.0054329-0.000296181j 0.00760256+0.00362925j 0.00520884+0.00038101j -0.00409851-0.0074234j 0.00515784+0.00215945j -0.0028384-0.00329398j 0.00264826-0.000820563j -0.00356351+0.00372747j 0.00067726-0.00229289j 0.000632934+0.00488008j -0.00131489+0.00357391j 0.00586828+0.00194672j 0.00735848+0.007327j -0.00294093-0.000790481j 0.0029046+0.00614428j 0.000277365+0.00364578j -0.00608363-0.00175375j -0.00596658+0.000570938j 0.000373085-0.00024772j 0.00113958-0.00367735j -0.00129069-0.00152003j -0.00222568+0.00189731j 0.00110001-0.00260652j 0.00330833-0.000743432j -0.00124212+0.00162374j 
0.00470848-0.0165953j 0.0267628-0.0115813j 0.00477073-0.015728j 0.00816799+0.0125167j 0.00914654+0.00718754j 0.00819341-0.0192866j -0.00290988+0.0104827j 0.0128352-0.00128243j 0.00726594-0.00412815j -0.00367198+0.00521159j -0.00663602-0.000274475j 0.00205515+0.0100815j 0.00776021+0.00293704j -0.0125376-0.00214182j 0.00023763+0.00719134j -0.0300567+0.00852183j 0.0105342-0.0181137j -0.000942549+9.25201e-05j 0.0122969+0.00152902j -0.0051262-0.00233189j -0.00125074+0.00457483j -0.00780217-0.0138104j 0.0081631-0.00509876j -0.0189555+0.00376743j -0.00475962-0.00206945j -0.0105689-0.00729863j 0.00378969+0.00103133j -0.0124635+0.00507729j -0.00179274-0.00205291j -0.001737-0.00135713j -0.00227006-0.00222972j 0.00245913-0.000853266j -0.000477093+0.000358467j 0.000584029+0.00558296j -0.00383187-0.00631415j 0.00607885+0.00143856j 0.00424558+0.00241945j 0.0120811+0.00984044j 0.00893796-0.000569865j 0.00910775-0.00688646j 0.00840557+0.00424743j 0.00493569+0.0178854j -0.00201085+0.00503632j -0.0105443+0.00727665j 0.000472456-0.00643379j -0.0035966+0.000263427j 0.00574466+0.00079856j -0.00780168+0.00326256j -0.0101938-0.00763101j 0.00176711+0.00386339j -0.00532471+0.0161863j 0.0200231-0.00330931j 0.0112019-0.0126859j 0.00563998+0.00110488j -0.00949869+0.000420739j -0.00963504-4.58874e-05j 0.00823742-0.00389458j 0.0144075+0.00543719j -0.00289769+0.00126863j 0.00104292-0.00314532j 0.00213381-0.000260668j -0.00536086-0.00117657j -0.00821544-0.00077094j 0.00256649-0.000499021j -0.0100434-1.16133e-05j -0.000412235-0.000904349j 0.00247465-0.00132488j 0.00634794+0.00270632j 0.00286586+0.00358525j -0.00178109+0.00130632j -0.00833316-0.00338699j -0.00762485-0.00445048j -0.00440916-0.00139919j -0.00687166-0.00465136j -0.00845936-0.00205302j 0.00574435+0.00234051j 0.00341777+0.00272147j 0.00418143+0.00418955j -0.00368614-0.00174721j 0.00394979+0.00222412j -0.000849962-0.000848326j -0.00572244-0.0020413j 0.00389181+0.000523186j -0.0025677+0.00164931j -0.00172411-0.00137306j 0.00311675-0.00237221j -0.000157681+9.88802e-05j 0.0035518-0.00187477j 0.00199667+0.000745418j -1.25054e-05+0.00280446j -0.00112016-0.00220143j -0.00439118-0.0025432j 0.00116522-0.00194169j -0.00107451-0.000246201j -0.000525545+0.0023355j -0.000480199+0.00394519j 0.0010628+0.000190552j 
0.0174485-0.0202325j 0.0240322+0.00511182j 0.0117012-0.00236723j 0.000852196-0.00475195j -0.0197881-0.0333057j -0.0167864+0.0174461j -0.0109607+0.0179633j -0.0305495+0.00358176j -0.0221816+0.0135027j 0.00411491-0.00052687j 0.00917898+0.0006549j -0.0155115+0.00989538j -0.00503058+0.00485057j -0.00151753-0.00140444j -0.00467245+0.00276429j -0.0126356-0.0128634j 0.0275904-0.0080445j -0.00206698+0.00339425j 0.00584187+0.00250749j -0.0109891-0.00328414j 0.00350127-4.17087e-05j -0.00914699-0.0130364j -0.0160373-0.0199059j 0.0303356+0.0106246j 0.00480786+0.00810126j 0.0149388+0.013035j -0.00700532-0.0173877j 0.025211+0.0144156j 0.00509188+0.0123003j -0.00257449+0.000188503j -0.000942229+0.00184815j -0.00649302-0.00239226j 0.000684064+0.00519721j -0.00452019+6.75835e-05j 0.000204166-0.00148399j -0.000907494-0.00338062j 0.00531462+0.000140252j 0.0146284+0.000840261j 0.000596436-0.00473039j -0.00100633-0.00898578j 0.00618123-0.00164316j -0.00337969+0.00668015j 0.00165785+0.00235591j -0.00363781-0.00236336j -0.0085269-0.00873764j -0.00317276-0.00192369j -0.000341887+0.000607341j 0.00347466-0.000629083j 0.000824758-0.00510174j 0.00543082+0.00872556j 0.00861761+0.00608819j -0.00779403-0.00219497j 0.00189898+0.00589817j -0.0122856-0.00663986j 0.000337969+0.00804957j -0.00243213+0.00351924j -0.00499203-0.00670439j 0.00493636+0.0109458j -0.00436452-0.000990885j -0.0103181-0.00914899j 0.00228098+0.00435109j 0.0020606+0.005478j 0.000460769-0.00853066j 0.00015229+6.84337e-05j 0.00689972+0.00208539j -0.000830176+0.000822812j -0.00323345-0.00520621j -0.0118005-0.00657269j -0.00648155-0.00429563j 0.00617705+0.00574718j -0.00159713-0.00305879j 0.00307782+0.00379999j -0.000294697+0.00235223j 0.00564101+0.00711026j 0.00134729+0.00327085j -0.00328339-0.00240692j -0.00164627-0.00267319j -0.00228836+0.000946526j -0.00151084-0.000459935j 0.00100018+3.55736e-05j 0.00424971+0.00535533j -0.00125442+0.00180856j 0.00208266-0.00028423j -0.00248421-3.12141e-05j 0.00158049+0.00197158j 0.00349843+0.00271382j 0.00247964-0.000336785j 0.000745899+0.00017643j 0.00382317+0.00199902j -0.000197563+0.00215938j -0.00237558-0.00197529j -0.00130795+0.00027865j 0.000894475-0.000560742j 0.00374895+0.00373896j -0.00150223+0.000478035j -0.00164975-0.00151463j 0.00184757-7.68281e-05j 
0.0121165+0.0193775j -0.025288+0.00720803j 0.030938-0.0231961j 0.0168988+0.00108109j -0.0231152-0.00586532j -8.28692e-05-0.00233988j 0.0367441-0.00201471j 0.00205396-0.0185946j 0.00449166-0.00432101j -0.00743756-0.00267365j -0.000772763+0.00564731j 0.00798909-0.00866809j 0.0112305-0.00290793j -0.000971006+0.00428278j -0.000480757-0.00542826j 0.0274762+0.00222788j -0.00780298+0.0149161j 0.0297391-0.00156187j -0.00717637+0.00630774j 0.00726857+0.00357119j -0.00909678-0.0193861j -0.00082149-0.019129j 0.00388392-0.0209366j 0.00688964+0.0187812j -0.00037475+0.0205321j 0.00464237+0.0125145j 0.000654532-0.00143949j 0.00301081+0.0103576j -0.00150345+0.0058037j -0.00232662-0.00564063j 0.00274306-0.000797719j 0.00207157-0.00149735j 0.00136081+0.00230953j 0.0016294-0.00570125j 0.0022146+0.00341821j 0.00300579-0.000233622j -0.00584389+0.0013756j -0.0170642-0.00242701j 0.00581557+0.0082251j 0.00940857+0.00230764j -0.00435462-0.00198764j 0.00128309+0.00990397j -0.0127711-0.00529756j 0.00504973+0.000851159j 0.00120902-0.00113671j 0.00517167-0.00682316j 0.0085216+0.00329577j -0.0108707-0.00508393j -0.00749101-0.00771423j 0.00020685+0.00383683j -0.00941443+0.00430897j 0.00928941-0.00646628j -0.00403714+0.00168301j 0.00304155+0.00361834j -0.00375978-0.0100338j -3.88594e-05-0.0130725j 0.00275084-0.00334559j -0.00095047+0.00899182j -0.00187842-5.46721e-05j -0.00421438-0.0109723j -0.00329701+0.000496877j -0.00526078+0.00217271j 0.00600482-0.0109358j 0.00155494-0.000755451j 0.00125597-0.000587209j -0.00544313-0.00129979j 0.000713715-0.00253872j 0.00312724-0.00562202j -0.00253559+0.00703766j -0.00583643-0.00158788j 0.000187607-0.000370951j -0.000251968+0.0070576j -0.00440156+0.00626489j -0.00521853+0.00147445j 0.00217827+0.00542592j -0.000149904-0.00132692j -0.00118667+0.00494125j 0.000864803+0.00227461j -7.42259e-05+0.00271752j 0.00145812-0.00143481j -7.81124e-05-0.00796002j -0.00240162-0.0015556j -0.00117912-0.00123489j -0.00176997+0.000676497j -0.000946538-0.000558489j 0.000145411+5.31363e-05j 0.00197151+0.000394862j -0.00166503-0.00254831j 0.000142063+0.00156583j -0.000199277-0.000887975j -0.000473869+0.00262894j -0.00192404+0.0052547j -0.0015498+0.000102614j 0.00477078-0.000128135j -0.00172368-0.000933012j -0.00295166-3.98864e-05j -0.000276628+0.00322651j 
0.0474787-0.0223755j 0.0112147+0.0200889j 0.00137913+0.0170389j 0.00117664+0.000349389j 0.0239068+0.0120302j 0.0126366-0.00346807j -0.000135313-0.0108333j -0.00489234-0.00732736j 0.00806054-0.00856948j -0.0199731-0.00671698j -0.00684186-0.0022996j -0.00765409-0.0213156j 0.0175711-0.0077816j -0.00891206-0.00217423j -0.00751701+0.00357117j 0.0114991-0.0105145j 0.0370226-0.0145749j -0.00611938+0.0112026j -0.0171104+0.00149187j 0.00648675+0.00933517j 0.0132958+0.00668228j 0.0139133+0.00387867j 0.0173591+0.00954398j -0.00433512-0.00352965j -0.00428008-0.00126504j -0.00324783-0.00387035j 0.00462459+0.0102733j -0.0058499-0.00773511j -0.00845919-0.00578744j 0.000621361+0.00222129j 0.00636097+0.00132791j 0.00259373-0.00222586j -0.0050917-0.00791455j -0.000108651-0.00497064j -0.00398496+0.00416603j -0.00268813-0.00161024j 0.000849526-0.0005828j 0.00499103-0.00534765j -0.0126592-0.00699122j -0.00242898-0.0127717j 0.000981948-0.00967913j -0.0138519+0.00219429j 0.00212876-0.00260156j 0.00154074+0.000308133j 0.00270522-0.00829906j -0.0010678-0.00308916j 0.00334136+0.00686941j 0.00086119-0.0132399j 0.00277705-0.00738753j -0.00322839+0.00416138j -0.00013301+0.0032362j -0.00374069-0.00371926j 0.00309402+0.0167515j 0.00456867+0.00436251j 0.00193978+0.00470845j 0.000877207-0.0110024j 0.00122582+0.00241176j 0.00226489+0.0175794j 0.00492318-0.00718084j 0.00284554-0.0124152j 0.00620817+0.00426092j -0.0027753-0.00258797j 0.00128008-0.00902276j 0.00158898-0.0065817j -0.00148994-6.71653e-05j -0.0019376+0.00403967j 0.00721609-0.00211361j -0.000204295-0.00748519j 0.00203856+0.0123344j -0.00423274-0.00127809j -0.00354975+0.00268303j -0.0054261+0.00610692j -0.000665024+0.00162311j 0.00141538-0.000159221j -0.00205923+0.00507493j 0.00325306-0.00504138j -0.00253048+0.00839376j -0.00495527+0.00232781j -0.00584911+0.00267493j 0.000407562-0.00316985j 0.00286502-0.00693874j 0.000938594-0.0002527j 0.00410237+0.00707303j 0.00141388+0.000542756j 0.00186339-0.000166275j -0.000496533+0.00483269j -0.000120013-0.00032169j 0.00400135-0.00369684j 0.000586147-0.0039383j -0.00100376-0.00239329j -0.00106909-0.00225626j -0.00309233+0.00193623j 1.78445e-05+0.00213167j 0.00130405-2.91425e-05j -0.00177144+0.00170639j 0.000340482-0.00105868j 0.00102306-0.000130504j 
