-0.00425245+0.002009j -0.0143176+0.00158899j -0.028278+0.00232244j -0.00360691+0.00207663j 0.0144916-0.00571876j 0.0174654+0.00672765j -0.0169117+0.00753015j -0.0247767+0.00172163j -0.00707105-0.000648805j -0.00926322+0.000503782j 0.0156789-0.0030425j -0.00212003-0.012448j -0.0348014+0.00181729j -0.000267975+0.0053975j -0.00139819+0.00133756j -0.0101294-0.00346078j -0.00655635+0.00318402j -0.0237977-0.00263546j -0.00602736+0.0115736j 0.0118791-0.00817608j -0.0126345+0.00375608j 0.0304602+0.00467204j -0.0083988-0.000139886j 0.00879057-0.0152587j 0.00440501+0.0055021j 0.0113906-0.000119099j -0.0189033-0.00162956j -0.0337272-0.00139604j 0.00635853-0.00744124j -0.0102804-0.00590412j -0.00255287+0.00893238j -0.00366977+0.0081236j 0.0294374+0.00122432j 0.000269873+0.00620354j -0.0402486+0.00553558j 0.00185157-0.00355223j -0.0105713-0.00600741j 0.0408769-0.0135854j 0.00633012-0.0190955j 0.038386-0.00859936j 0.10876+0.00867527j 0.0723249-0.0252049j -0.0322464-0.0384935j -0.0643821+0.0335591j 0.294227+0.0551729j -0.246897+0.119611j -0.119807+0.0108305j -0.12111-0.0267201j 0.0523261-0.0729157j 0.18696-0.0110582j -0.00358128-0.0123336j 0.0259237-0.0015386j 0.04146+0.007547j -0.00381473+0.0309953j -0.0528072-0.0055691j 0.0694379-0.0207823j 0.0136425+0.00184502j 0.0282808-0.00273618j -0.0142799+0.00339332j -0.0241988+0.0019966j -0.0333462-0.00953174j -0.00814253+0.00381506j 0.00187391+0.00407021j -0.0169696+0.0137606j -0.0388549-0.00110464j 0.0245131-0.00361262j -0.0120554+0.00343917j -0.0197497+0.00630134j 0.00483107-0.0117074j -0.0167188+0.000362672j -0.00722041-0.00237472j 0.00531257-0.0124364j 0.0117668-0.0125627j 0.0153721-0.00623402j -0.00843847+0.00170236j 0.00311447-0.000894607j -0.0324645-0.00342123j -0.0048255-0.00603421j -0.00589915+0.00309293j -0.0169556+0.00599036j -0.0185087+0.00523481j -0.000188484+0.00207539j 0.00249958+0.00194936j 0.0107575+0.00743733j -0.0148795-0.00251361j -0.00633523+0.00216537j -0.000319472+0.0107061j 0.0273541-0.0143184j 0.028654+0.0106154j -0.0220217+0.00986304j -0.00274732+0.000977237j -0.00620828-0.0129021j -0.00453856-0.0193315j 0.00723672+0.00805792j -0.000971397+0.0176859j 0.0310736+0.00989855j -0.0855782+0.0160131j -0.275343-0.0047601j 
0.010764-0.000444577j 0.00289042-0.00352693j 0.00684781+0.00697897j -0.0095963+0.00139306j -0.00160691+0.00731255j -0.00738812+0.0129895j 0.0188334-0.00378051j 0.00255674+0.0035766j 0.0118003+0.000110361j -0.00687492-0.00896422j -0.0118144+0.0135631j -0.00426021-0.00417124j -0.0167869-0.00100191j -0.00663503-0.0132022j 0.0159919+0.0133377j 0.00381821-0.0142362j 0.00981983-0.0188583j -0.0043824-0.00256256j -0.00701677-0.000545149j 0.00876318-0.0157048j 0.0177356+0.0171522j -0.00442414-0.011142j 0.0029901+0.00578713j 0.0107173+0.00974275j -0.00557456-0.0307787j 0.0100766-0.0291466j 0.00877324-0.00835707j -0.018823-0.0275292j -0.0133049+0.0614827j -0.000192206-0.0316302j 0.00809533+0.0366996j -0.00493674+0.044345j 0.0127235-0.0319107j -0.00723125-0.00713286j 0.00174513+0.0139219j -0.00488475-0.0106703j -0.0191805+0.0317268j -0.0113348+0.00638023j 0.0130881+0.00803136j 0.00772743-0.0190052j -0.00554836+0.0133523j -0.0252669+0.00610262j 0.0038022-0.0170378j -0.0126292-0.0109939j 0.0204339+0.0089336j 0.0380122-0.00270485j -0.0147183-0.00934455j 0.00986589-0.0199895j -0.02177+0.00344193j 0.0176972+0.00444175j -0.00369571-0.000960525j 0.0067407+0.00211392j -0.0216732+0.0101004j -0.00176046-0.00122058j -0.00512601+0.00630294j 0.00238886-0.000453185j -0.0100919+0.00493172j -0.0131039-0.00384168j -0.00398433-0.00746769j 0.00616862-0.0063499j 0.00486716+9.20012e-05j -0.00992738+0.0119291j 0.00666153+0.00130566j -0.00322897+8.5661e-05j 0.00079217+0.00102059j 0.00960584-0.00479129j 0.00341259+0.00865198j 0.0174714-0.00936374j -0.012425-0.0103945j 0.016922-0.00796689j 0.0383274-0.00306897j -0.0427893-0.00154905j 0.0106838-0.00305692j 0.0121565+0.00457263j -0.0143585+0.0048566j 0.0134021-0.00148466j -0.00231881+0.00574967j -0.00346416-0.011776j 0.00847014+0.00110129j -0.0304706-0.00369308j 0.00960798-0.000805445j 0.0164369+0.000436584j 0.0111062+0.0107035j -0.00304574-0.00633494j 0.00340977-0.00630476j 0.023434-0.00587883j 0.000865753-0.00300307j 0.0142102+0.00420521j 0.00889821+0.00733839j -0.000212116-0.0035848j 0.00547959-0.00059171j 0.00724868+0.00319952j 0.00229378-9.35106e-05j 0.0146681+0.00371005j -0.0251053+0.00392427j 0.00475999-0.00332464j -0.0301901-0.0030699j 0.0192204-0.00157774j 
0.00253247-0.00507221j -0.0120962+0.000506114j -0.00881339-0.000744789j 0.00283046-0.00400628j 0.00622838+0.00206134j 0.00193331-0.00496996j -0.000532412-0.00533374j -0.0047608-0.00203497j 0.00231821+0.00311379j -0.00830893-0.00478402j 0.00721616+0.000685586j 0.00360127+0.0225532j 0.000475963-0.00460536j -0.00199902-0.0128942j 0.00130149+0.00446242j 0.00444829+0.0131188j 0.00207667-0.00211406j -0.00109944-0.0137335j -0.00375908+0.0400625j 0.0129427+0.0179719j 0.00441896-0.0285605j -0.00996483-0.0191889j -0.000430099+0.0478744j -0.0036661-0.00420459j -0.0108554+0.0131396j -0.00592248+0.0450525j -0.00499804+0.0396379j 0.0140541+0.00191391j -0.00251022+0.079625j -0.00998229-0.00475546j 0.00466966+0.00625186j 0.0114947-0.0347425j -0.00316318+0.0417058j 0.0169246-0.00456097j -0.00955134+0.0255361j 0.00460344+0.0103009j -0.00655273+0.00333178j 0.00340153-0.00909178j -0.00501+0.0204992j 0.00445338+0.00549059j 0.00998723-0.00855044j 0.00921439+0.00528388j -0.00168272+0.012084j -0.0393446+0.00577135j 0.0196377-0.0283289j -0.0726596-0.0184869j -0.0174647+0.00158605j -0.0126922+0.0165868j 0.0297184+0.0172106j 0.0171233-0.00192216j -0.00324723+0.00511806j -0.00675484+0.00448593j 0.00457755-0.00942101j 0.00233977-0.0126748j -0.00962473+0.00685396j -0.00143394+0.00482073j -0.00700989+0.00311907j 0.00665655-0.00795218j -0.00861664+0.00059275j 0.028052-0.00721291j 0.00734752+0.000282436j 0.0190528-0.00718868j 0.0154666-0.00592151j 0.0105244-0.0126857j 0.000619686+0.00576128j 0.0286937-0.010139j 0.00015479-0.00988123j -0.0217257+0.0054984j 0.0109217+0.00471807j -0.00282227+0.00361103j 0.0111061-0.00446466j 0.00218496-0.0041362j -0.0186865+0.00284133j 0.0188486+0.00358464j -0.0110875-0.004879j 0.0392703-0.00192663j -0.013906+0.00403673j 0.0110311-0.00419873j 0.00207985-0.00164231j -0.0211752-0.00358112j -0.00987274-0.0102892j -0.0113775-0.00501883j 0.00131189-0.00250405j -0.0171989-0.00738595j 0.00653476+0.00900127j 0.00805777+0.00293521j 0.00144055-0.00582084j -0.0138702-0.00345724j -0.0140233-0.0103221j 0.00974864+0.0020943j 0.00125111-0.000799232j 0.000488388+0.00139537j 0.00786204+0.00171974j -0.00703533-0.00354736j -0.00345771-0.0103296j -0.00330161+0.00244494j 0.00771073+0.00564591j -0.0643496-0.0035505j 
0.00713003+0.000854254j 0.00524003-0.00395621j 0.00179289-0.0027134j 0.00554932+0.000367935j -0.0014087+0.00133183j 0.00777746+0.0142353j 0.00743523-0.006004j -0.00652101-0.00208921j -0.00550443-0.00234756j -0.00515106-0.00709579j 0.00245343+0.0114009j -0.00246208-0.00795949j -0.00448609-0.0183065j -0.00111794+0.0270426j -0.000185525+0.0137086j -0.000987149+0.0277334j -0.0204134-0.0243635j 0.000268996+0.012532j -0.0064795-0.0242955j 0.00226776+0.00502804j -0.0143618-0.0214108j 0.00415009-0.0587391j 0.0095441+0.0315621j 0.0159367-0.047355j 0.00958203+0.0439819j -0.00762866+0.0332642j 0.010525-0.0275233j 0.017789-0.0312334j -0.00139368-0.000488106j 0.0134752-0.062788j 0.00574603-0.0215701j 0.00576162-0.0444925j 0.00924837-0.0105704j -0.00339835-0.0144912j 0.0116943-0.0190625j -0.0108052-0.00976225j -0.00232643+0.00789449j -0.0031267+0.0257973j 0.0133142+0.00364507j -0.00131027-0.011385j 0.00118677+0.00259168j -0.0170052+0.0034998j -0.0285469+0.00547754j 0.0015971-0.014241j 0.062186+0.0095531j 0.0196723-0.0195043j -0.0194311-0.0069179j -0.0149623-0.0171016j -0.0148531+0.0075484j 0.00830503+0.015373j -0.0104679+0.00114855j 0.00528253+0.00487922j -0.000799008+0.0100188j 0.000197091-0.00454506j 0.0153196-0.0154029j 0.000842801+0.00360098j 0.00454815+0.000117208j 0.00412933+0.00333023j 0.0351733-0.0151771j -0.0100987+0.00231693j 0.00468495+0.00870974j 0.00393705+0.000405567j 0.00288424-0.002495j 0.00448647-0.00912048j -0.0122635-0.00449559j 0.0146775-0.00571831j -0.0271533+0.00213656j 0.000565368+0.00639763j -0.0137216-0.00424496j -0.00408354-0.00855138j 0.000344078-0.0037534j -0.0303604+0.00134238j -0.00250251+0.00225013j 0.026417+0.00287655j -0.000625585+0.00355028j -0.00629126+0.00104432j -0.00381925-0.00847754j 0.00592242+0.00577369j 0.00732521+0.00476549j 0.00738301-0.00774198j 0.0109967+0.0094666j -0.0328268-0.0144791j 0.0125711+0.00066621j 0.00326459-0.0011224j 0.015073+0.000242741j -0.00214353-0.00693932j -0.00558031-2.32565e-05j -0.000401055+0.0074324j -0.00540673+0.000488556j -0.00592848-0.00475461j -0.00401621-0.00219543j -0.00949908+0.00271579j 0.011179+0.00456139j 0.00995901+0.00253733j -0.003892-0.00226574j -0.01007-0.00710704j -0.04995-0.00333982j -0.00355301-0.00428231j 
0.00454903-0.004038j -0.00832885-0.000605074j -0.00613814+0.000698618j 0.000217052-0.0036322j 0.00690181+0.00136849j -0.00295556-0.000746396j 0.00388373-0.00402948j -0.00510032-0.00349939j -0.000503559-0.00945955j -0.00984528-0.0249667j 0.00670473+0.0121577j -0.000821941+0.0254327j 0.000782983-0.0121068j -0.0113345+0.00842858j 0.00257219+0.00215266j 0.01132+0.0339005j 0.0039111+0.0307871j 0.0117779+0.0247366j -0.00442386-0.000615546j 0.00884938-0.0560678j 0.00616569+0.00813406j -0.00404122+0.037245j 0.00227727+0.0213919j -0.008737+0.0482378j 0.0149857-0.0140073j -0.00685653-0.0764524j -0.000252104-0.0175119j 0.0134549-0.033817j 0.0038897-0.0158j -0.00764409+0.0226205j 0.00044158-0.00769104j -0.00017124-0.00725832j 0.0125273+0.00674556j 0.0015747-0.0113586j -0.003419+0.0068982j 0.0050867-0.00355956j -0.0105628+0.0121948j 0.00478399-0.0098707j -0.00424689+0.0135403j 0.00258421-0.00262408j 0.00128591-0.00396182j 0.000962044+0.00558887j -0.00340813+0.00477848j -0.0355481+0.00232529j 0.0188885-0.0197568j -0.0479041-0.014985j -0.0169788+0.00118756j -0.0143195+0.00977433j 0.0213713+0.0114133j 0.0118198+0.00172474j -0.0170323+0.0125534j -0.000313742+0.0107608j -0.0139831+0.000491031j -0.00119963-0.0161299j -0.00217729+0.00342503j -0.0162513+0.00708312j 0.010815-0.00275091j 0.00187723-0.0113407j -0.00204191+0.00276142j -0.0129872+0.0122402j 0.00766189+0.00383546j -0.00993976-0.00169462j -0.0275851-0.00711831j -0.00847399+0.00311217j -0.0304358-0.00287774j 0.0160782-0.00448507j 0.0369639-0.00568815j 0.00178865-0.00516522j 0.00915513-0.00494236j -0.00982451-0.000667569j -0.0158569+0.00200876j 0.00337876+0.00246018j 0.0190757+0.00708975j -0.00656437+0.00682511j -0.0304141-0.0107499j 0.00777712+0.00669606j 0.00421853+0.00808586j -0.0225758-0.00509318j -0.022932-0.00167902j 0.00714716+0.00303473j 0.0205558+0.00219375j -0.0125213-0.00173264j -0.010267-0.00398264j 0.00821539-3.17655e-05j 0.00527537+0.00452863j 0.00122404-0.000740915j -0.00512957-0.00593533j -0.000598686-2.58684e-05j -0.00890478-0.00649459j 0.00257344-0.000414839j 0.00250992-0.00109737j 0.0014532+0.000918131j 0.0040298+0.00138529j -0.00213029-0.00138449j -0.00750205-0.00773791j -0.00646246+0.00145433j 0.000214699+0.00358445j -0.0444064-0.00306216j 
0.00262306+0.00183579j 0.00491974-0.00252767j 0.00273959-0.0079324j 0.0144239+0.00195502j -0.00724356+0.00169899j 0.014962+0.0114539j 0.0018281-0.00042554j 0.000361727-0.00661014j -0.00332977+0.0253047j 0.00627409+0.0203065j 0.0144174+0.0180597j 0.00658647+0.00522383j -0.00586016+0.0203239j 0.0067904-0.0139175j -0.0178075-0.0184009j -0.00991206-0.0277777j -0.0118205+0.0263941j -0.00697232-0.0124681j -0.00239955-0.0146771j -0.0223122-0.00676097j -0.0114125+0.0134309j -0.0127211+0.0353776j -0.00587495+0.0579618j 0.0182916-0.0197964j 0.00231056-0.0303588j 0.00647687-0.0135283j 0.000445464-0.0484373j -0.00256557-0.00419065j -0.00268895+0.0285688j -0.00748531+0.0159415j -0.00201184+0.0197221j 0.00248181+0.00453618j -0.0200371+0.0202235j -0.00126084-0.0104499j 0.0089767-0.015512j -0.000454279+0.0170364j 0.00191632-0.00183421j 0.000354761+0.0199271j 0.0111758-0.00676175j -0.00443078+0.000373351j 0.0133502-0.000952759j -0.00613952-0.000807322j -0.0266736+0.0107785j 0.0188103-0.0108516j 0.0558858+0.0139341j 0.0243587-0.0185867j -0.009707-0.00627227j -0.00954812-0.0143362j -0.0102638+0.00381534j 0.00668743+0.0168106j 0.024329-0.0193105j -0.0117057-0.00313103j 0.00732586+0.000704326j 0.0191015-0.00432963j 0.00554296+0.000333359j -0.00519808+0.00477855j 0.0183456-0.000427765j -0.00140094+0.00998008j -0.0251251+0.0032947j -0.00327705-0.000842183j 0.00961461-0.00890319j 0.00571924-0.000800356j 0.0200494+0.00739199j 0.0263279-0.006103j -0.0339471-0.00828347j 0.00327915-0.00322646j -0.0169087+0.0032235j 0.0186229-0.00752221j 0.0334436+0.00130233j 0.00369817-0.00313894j -0.0102584-0.00518159j -0.0167886-0.00541117j 0.00110347+0.00579047j -0.0163068+0.00568551j -0.023211-0.00861626j 0.00510921-0.00790552j -0.00341245+0.00198267j 0.014163+0.00722941j -0.00492966-0.00558122j 0.00515936-0.00735959j 0.0134049+0.0023459j 0.0129402+0.000775815j 0.00882816-0.00139189j -0.0202233-0.0065125j -0.0067911-0.00248972j -0.00568391-0.00354714j 0.00571761+0.00526878j -0.00266445+0.00411411j -0.0153992-0.00144123j 0.00180967-0.000204269j -0.00739276-0.000690181j -0.0127152+0.00127023j 0.00576582+0.00430335j 0.00745504+0.00266409j 0.00782421-0.00133705j -0.00340547-0.00777128j -0.0450879-0.00333924j 0.00127338-0.00342017j 
0.00528824+0.00352824j 0.0109081-0.00381326j 0.00596166-0.00442348j 0.00705102+0.00268796j -0.00351055-0.00225489j 0.00103981+0.0157247j 0.00450876+0.00566774j -0.00024639-0.0115273j -0.0127809-0.0101831j 0.00320514-0.0106963j 0.018277+0.011972j -0.00304215-0.0085646j 0.00611981+0.00715777j -0.0106705-0.0440718j -0.00829461-0.0157663j -0.00119189+0.042234j -0.0182971-0.0264123j 0.00358389+0.0396098j -0.00435109+0.0268185j -0.00278649-0.0204843j -0.0114029+0.0396054j -0.00741384+0.0731208j 0.00304732-0.028042j -0.000276644-0.00554264j 0.00239423+0.0133605j -0.00214735-0.0156182j 0.00513124-0.0100849j 0.00257119-0.0104293j -0.00274762+0.00809895j -0.00283023+0.0095488j 0.0066477-0.0051312j 0.000554438-0.00750907j -0.00297826-0.00444936j -0.00354088-0.00711596j 0.00591956-0.0139231j -0.00054757-0.000912307j -0.00535401+0.00268525j -0.000484626+0.0144933j 0.00627261-0.00403714j -0.00906418-0.0068783j -0.00790281+0.00607322j -0.0118762-0.00028126j -0.0342398+0.00107799j 0.0169603-0.010424j 0.0416716+0.0218948j 0.0508764-0.010429j -0.00576531-0.00363452j -0.0195892-0.0182821j -0.0127149-0.00810421j -0.00723326+0.0215463j -0.00206151+0.000274591j 0.0104136+0.00138922j -0.00426579+0.0158721j -0.0037869+0.00220124j -0.00154422-0.00333948j -0.0139302+0.0101222j -0.00451738+0.000521242j 0.0279319-0.0122923j -0.0134825-0.00817842j 0.0252383+0.00123605j -0.0514179+0.00279969j 0.00567851-0.00508137j -0.0208597+0.00793048j -0.00101747+0.0114282j 0.0148204-0.0117549j -0.0118699+0.00281507j -0.0297412-0.00316206j 0.0043572-0.00488459j -0.0547087-0.00768644j -0.00262688-0.00570332j 0.000601838+0.000265454j 0.0143456+0.00124395j 0.0124793+0.0112873j -0.00683948+0.00243475j 0.0104762-0.00047846j 0.0134905-0.00133241j 0.00378604-0.0046562j 0.00656211+0.00326555j -0.0213086-0.00281037j 0.00366541-0.00488408j 0.00086731+0.00082345j -0.00539806-0.0036652j -0.0038605-0.00134239j -0.0065145-0.00147438j 0.000321415-0.00250385j -0.00609416-0.00446664j -0.00496834+0.00144106j 0.0024668+0.00310575j -0.00930045+0.00202618j -0.00175837-0.00257253j -0.000922255-0.00049811j -0.00879851-0.000417007j 0.000314389+0.00261783j 0.00754538+0.00360404j 0.00639013+0.00245945j -0.0141086-0.00791193j -0.0430201-0.00531515j 0.0245415-0.00189216j 
-0.00157141+0.00407832j 0.0101468-0.00103654j 0.00313359-0.0017294j 0.000927206+0.00160377j -0.00518587-0.00998051j -0.00289076+0.0178493j 0.00558043+0.0136155j -0.00295554-0.0129323j -0.0125495-0.012142j 0.00290871-0.0307688j 0.0202548+0.000656946j 0.00409854+0.0368786j 0.00983089+0.0472964j 0.00200281+0.0474608j 0.00240518+0.0558041j -0.020322-0.0186329j -0.0160249-0.0229754j 0.000737187-0.031176j -0.0137114+0.0622407j 0.0014401+0.0427803j 0.00482391-0.0156314j 3.76129e-05-0.0138917j 0.00251769-0.0117929j 0.00282438-0.0154916j -0.00322675+0.0154253j 0.000121179-0.00812442j 0.00958683-0.00206811j 0.00657536-0.00606963j -0.00128231+0.0108089j -0.00118217-0.0146336j 0.00813359-0.00313846j 0.0015372-0.00886655j -0.00241212+0.00227414j -0.000199908-0.00688048j 0.00489877-0.0112162j 0.00359569-0.00144344j -0.00463787+0.000145154j 0.00727216+0.00418923j 0.00229599-0.0111129j -0.0116578-0.00376973j -0.0151082+0.00558301j -0.00240146-0.00334859j -0.0187937-0.00296916j 0.0197056-0.00555177j 0.00677646+0.0150356j 0.0492272+0.00108345j -0.00281508+0.00838034j -0.0139803-0.0166996j 0.00475749-0.0181641j -0.0183223+0.0177705j -0.0118658+0.00645316j -0.00836319+0.0126468j -0.00131173-0.000568342j 0.010858-0.00409597j -0.0231741-0.00425255j 0.0120483-0.0170991j 0.00226577+0.0125599j -0.0250069-0.00102475j 0.0241657-0.00882776j 0.0217338-0.0122721j -0.00411817-0.00686419j -0.0113622-0.00405212j -0.0113996+0.00296421j 0.0282706+0.00179327j -0.02192-0.00553185j -0.0253276-0.000658219j 0.021554-0.00643946j -0.0070223+0.000919041j 0.0253541-0.00117926j -0.00658911-0.00866052j 0.0296476+0.00563556j -0.0107956-0.00525598j 0.00147499+0.00459012j -0.0163075+0.000985967j 0.012833+0.00337314j 0.0105788-0.00133628j -0.00936884-0.00591791j -0.00320071+0.000798828j -0.00957225-0.000143734j -0.0055977-0.00474324j -0.000836991+0.00112516j -0.0153556-0.00492033j 0.00454474+0.00192234j -0.00608498-0.000289785j 0.00226799-0.000387653j -0.00545521-0.00135335j -0.00658629+0.000803458j 0.00375353-0.000351545j -0.00856626+0.00197671j -0.000381413-0.00139626j 0.000878391+1.43363e-05j -0.00731656-0.00182604j -0.00469763+0.00139057j 0.00591926+0.00217096j 0.00929349+0.0044178j -0.0116281-0.00379447j -0.0155325-0.00397509j 0.0304412+0.0009169j 
-0.0140211+0.0041304j 0.0068562+0.00441924j 1.77054e-05+0.010822j -0.0202544+6.64012e-05j -0.0094315-0.011157j -0.000412882+0.0241005j 0.0115269+0.0105551j -0.00698855+0.00976504j 0.00428072-0.0101075j 0.0115698+0.0368876j -0.00306475+0.0171641j 0.00605071+0.0126149j -0.0362869+0.00373654j 0.0041569-0.00690632j 0.00179671+0.0105669j -0.00684938+0.0514684j -0.00636106+0.0197038j 0.0049178-0.0325059j -0.00187464+0.0233597j 0.00325437-0.0536839j 0.00266394+0.0216906j -0.00226102-0.00872983j 0.00671445+0.00706717j 0.012023-0.00223701j 0.000105866-0.019492j -0.000468405+0.00637665j 0.0138859-0.0133243j -0.00501942-0.000117258j -0.00238038+0.0094241j 0.00563917-0.0147751j 0.000143383+0.0144456j -0.00718229+0.0191689j -0.00715636-0.0137387j -0.0133847+0.0137572j 0.00451396-0.0145734j -0.00130064-0.000148008j -0.00379793+0.000261975j 0.00871485-0.00329575j 0.0143101-0.0187773j -0.00259298-0.00509611j -0.0262151+0.00570992j -0.00521775-0.00472438j 0.0309193-0.0146156j 0.0160492+0.000129497j -0.0566247-0.0042807j 0.037733+0.027736j -0.00405401+0.0175568j 0.0376881-0.0194934j 0.00775604-0.0239706j -0.00178575-0.0106478j 0.0151395-0.00783209j 0.0192521-0.0172713j 0.00152224+0.00156791j 0.00482621+0.00146796j 0.0140641-0.00109174j -0.0213916-0.0183179j 0.0227214-0.0079102j -0.0214288-0.0146878j 0.0180612-0.00932222j 0.0131481+0.00611872j 0.0191248-0.00624379j -0.0352474+0.0142916j -0.00204995+0.00222628j 0.0126525+0.0041998j 0.00957419-0.00547985j -0.000135077+0.00368667j -0.00311931+0.00589127j -0.00599631-0.00036935j 0.00827882-0.00789433j -0.0147379-0.0126049j -0.0223883-0.0065309j 0.0124192-0.00649586j -0.00710617-0.00696091j -0.0105926-0.00533677j -0.00592864+0.00320735j 0.016577-0.0036485j -0.00486844-0.00309772j -0.00678929-0.00114324j 0.0115831+0.00365892j -0.00125425+0.000434417j 0.00957131+0.00710045j 0.000523859+0.00300357j 0.009928+0.0043549j -0.00868085+0.000238072j -0.00212568-0.00321314j 0.000257917-0.000576826j 0.00920064+0.00386002j 0.00736427-0.00112947j 0.0110431+0.00674707j 0.00182678-0.000549598j -0.000227503+2.78147e-05j -0.000420318-7.54877e-05j -0.0045266-0.00117852j 0.0110983-0.0017141j -0.00722749+0.00842726j 0.00173414+0.00588332j 0.0367197-0.00109129j 0.0399251+0.00604139j 
0.00902213-0.00157146j -0.000705488-0.0029907j 0.00539377+0.00244412j -0.00188987+0.00197848j -0.000313113+0.0131067j 0.00866221+0.0156976j 0.00218981-0.0278147j -0.00118196+0.015885j 0.00672223+0.0203898j -0.0174203-0.00240725j -0.0288336-0.053681j 0.0135044-0.00356821j 0.000421827-0.0121435j -0.00700379+0.0477691j -0.019647+0.0243167j -0.00283536+0.0138806j 0.01172-0.0793735j 9.51447e-05-0.019655j 0.0030079-0.0211002j -0.00266066+0.0110392j 0.000827854-0.00595368j -0.00198906+0.0130014j -0.00365383+0.0266748j -0.00235759+0.00454898j 0.00401226-0.0174472j 0.00480852+0.0101395j -0.00273319-0.000346102j -0.000203127+0.0178988j -0.00260554-0.00910657j 0.00331604+0.00292203j -0.00054033-0.0030899j 0.00203775-0.00460581j 0.00049967+0.000921672j 0.000562721-0.00285474j -0.00192705-0.00076655j -0.00766358+0.00127563j -0.00615812+0.00549452j -0.0013911+0.0027006j 0.00979368+0.0069029j 0.00731076-0.00674719j -0.000717043+0.00189236j -0.0237432+0.00558246j -0.00476467+0.000453702j -0.0197812-0.00350663j 0.0303953-0.00212071j -0.00909231-0.00297928j -0.0197073-0.0147639j 0.0201834-0.0157762j -0.0122202+0.0262937j 0.00545911-0.00267412j -0.00948956-0.000398467j -0.0106617+0.00490506j 0.0216596-0.0106109j -0.0342051+0.0133282j -0.00769671-0.0102193j -0.0293749+0.00258692j 0.0498568-0.0104697j -0.00144973+0.0092326j -0.0116825-0.0129917j -0.0154194-0.00236955j -0.0249392+0.0156785j 0.0106034+0.00592727j -0.00178522+0.00294567j -0.0151515-0.00880214j -0.0153243-0.00559504j -0.0355429-0.00606755j -0.00708216+0.00441599j -0.0119644-0.00606175j 0.0123625+0.000543j 0.000531857+0.00293908j -0.0114144+0.00281394j 0.018753+0.00489503j -0.00951309-0.000999341j 0.000298902-0.000164443j -0.00888089-0.00627306j -0.00496241+0.000209507j 0.00965093+0.0026638j 0.00716629+0.00287958j 0.0100581+0.00178057j 0.00606949+0.00143707j -0.00272773-0.000708179j 0.00853614+0.000869884j 0.00950224+0.000680541j 0.00281815-0.000680848j 0.00829068-0.000773021j 0.00190961-0.00162808j 0.00117071-0.000611948j -0.00831046+0.000467448j 0.00360746+8.28123e-05j -0.00130847-0.00167376j -0.000736917-0.00160584j 0.00107294+0.00227985j 0.00628752+0.00039002j 0.00382307+0.000505913j -0.0175673-0.00247594j -0.00482723-0.00203784j -0.0176432-0.000351485j -0.00979224-0.00255166j 
0.00706216-0.00868997j -0.0207859-8.83405e-05j -0.0166909+0.00798024j -0.0079125-0.015036j 0.0190959+0.0152907j -0.0108585+4.43148e-05j 0.040883+0.00842862j 0.00127925-0.0494695j 0.0318765-0.0203794j -0.00870512-0.00291497j -0.00943462-0.0157455j -0.00755993+0.0605409j -0.00169678+0.0202421j 0.00380649-0.0345724j 0.00479702+0.00836201j 0.00268034-0.00412953j 0.000779284-0.0188181j 0.00514776-0.0011866j -0.000499689-0.00371686j 0.0111329-0.00981502j 0.00161426+0.012227j 0.00636779-0.0213513j 0.00241519-0.0126726j 0.000460332+0.000276154j 0.00166538-0.0122069j -0.00322252+0.002947j 0.00563802-0.0055251j -0.00435969+0.00478014j 0.00409823-0.00443083j -0.00122081-0.0111113j 0.00416128-0.00102072j -0.000638184+0.00434185j 0.00324809-0.00262979j -0.00445073+0.0180426j -0.0131657+0.0165817j -0.00133243+0.00963195j -0.0162074+0.0195158j 0.00276949-0.0144329j -0.00755403+0.00958105j 0.00713846-0.00484595j 0.00593978+0.00337981j 0.00637165+0.00423994j 0.0226725-0.0175622j -0.0678002+0.008469j 0.00590742-0.0347049j -0.0483981-0.0189838j -0.0231443+0.0062909j -0.00192002+0.0178067j 0.0243821+0.0175657j 0.00866036+0.0110988j 0.0200041+0.0165965j 0.00509525-0.00647585j 0.0165552-0.0203746j -0.0253558-0.0167679j 0.0137043+0.0133204j 0.0212509-0.00296387j -0.016864-0.00370784j 0.0163175-0.0189594j -0.0109083-0.00362834j -0.00402674+0.00085255j -0.0100183+0.00935624j 0.0149158+0.0145868j 0.00165354-0.00213573j 0.0252342+0.000664493j -0.00302319+0.0104291j -0.0152407+9.55442e-05j -0.014644+0.00534749j 0.00705856+0.0045452j 0.00866751+0.00212682j 0.00188485-7.37783e-05j -0.00727524+0.00159033j 0.0161088+0.00264868j 0.00280293-0.000956492j 0.00535092-0.00396715j 0.0068499+0.00270852j -0.000219305+0.00235058j -0.00776023+0.00447171j -0.00930828+0.000530362j 0.010056+0.00114508j -0.00139628+0.00287364j 0.012986-0.00106762j -0.00180028-0.00134241j -0.000802336+0.000235882j 0.00232943+0.00303658j 0.00471003+0.00520238j 0.004579-0.00249281j 0.00441897-0.00383638j -0.00309446-0.00379128j 0.00746059-0.000818722j 0.0116967+2.54894e-05j 0.00103637-0.000605537j 0.0121582+0.00151156j 0.000395177+0.000490853j 0.00215534-0.000868547j -0.0220423-0.00926366j 0.00187685+0.00483786j 0.0100616+0.00559984j -0.0496079-0.00272159j 
