-0.00425245+0.002009j -0.0143176+0.00158899j -0.028278+0.00232244j -0.00360691+0.00207663j 0.0144916-0.00571876j 0.0174654+0.00672765j -0.0169117+0.00753015j -0.0247767+0.00172163j -0.00707105-0.000648805j -0.00926322+0.000503782j 0.0156789-0.0030425j -0.00212003-0.012448j -0.0348014+0.00181729j -0.000267975+0.0053975j -0.00139819+0.00133756j -0.0101294-0.00346078j -0.00655635+0.00318402j -0.0237977-0.00263546j -0.00602736+0.0115736j 0.0118791-0.00817608j -0.0126345+0.00375608j 0.0304602+0.00467204j -0.0083988-0.000139886j 0.00879057-0.0152587j 0.00440501+0.0055021j 0.0113906-0.000119099j -0.0189033-0.00162956j -0.0337272-0.00139604j 0.00635853-0.00744124j -0.0102804-0.00590412j -0.00255287+0.00893238j -0.00366977+0.0081236j 0.0294374+0.00122432j 0.000269873+0.00620354j -0.0402486+0.00553558j 0.00185157-0.00355223j -0.0105713-0.00600741j 0.0408769-0.0135854j 0.00633012-0.0190955j 0.038386-0.00859936j 0.10876+0.00867527j 0.0723249-0.0252049j -0.0322464-0.0384935j -0.0643821+0.0335591j 0.294227+0.0551729j -0.246897+0.119611j -0.119807+0.0108305j -0.12111-0.0267201j 0.0523261-0.0729157j 0.18696-0.0110582j -0.00358128-0.0123336j 0.0259237-0.0015386j 0.04146+0.007547j -0.00381473+0.0309953j -0.0528072-0.0055691j 0.0694379-0.0207823j 0.0136425+0.00184502j 0.0282808-0.00273618j -0.0142799+0.00339332j -0.0241988+0.0019966j -0.0333462-0.00953174j -0.00814253+0.00381506j 0.00187391+0.00407021j -0.0169696+0.0137606j -0.0388549-0.00110464j 0.0245131-0.00361262j -0.0120554+0.00343917j -0.0197497+0.00630134j 0.00483107-0.0117074j -0.0167188+0.000362672j -0.00722041-0.00237472j 0.00531257-0.0124364j 0.0117668-0.0125627j 0.0153721-0.00623402j -0.00843847+0.00170236j 0.00311447-0.000894607j -0.0324645-0.00342123j -0.0048255-0.00603421j -0.00589915+0.00309293j -0.0169556+0.00599036j -0.0185087+0.00523481j -0.000188484+0.00207539j 0.00249958+0.00194936j 0.0107575+0.00743733j -0.0148795-0.00251361j -0.00633523+0.00216537j -0.000319472+0.0107061j 0.0273541-0.0143184j 0.028654+0.0106154j -0.0220217+0.00986304j -0.00274732+0.000977237j -0.00620828-0.0129021j -0.00453856-0.0193315j 0.00723672+0.00805792j -0.000971397+0.0176859j 0.0310736+0.00989855j -0.0855782+0.0160131j -0.275343-0.0047601j 
0.00386618+0.00625674j -0.00101606+0.000476313j 0.0124447-0.0199374j 0.0100288+0.0122219j 0.0229427+0.0671106j 0.00540174+0.0723752j 0.0786656-0.0248341j 0.0417676-0.443946j 0.0871761+0.0812355j -0.0156312-0.111047j 0.0761367-0.0896904j -0.143596-0.104411j -0.301951+0.0883496j 0.0451062+0.00272638j -0.0150483+0.00477091j 0.062394+0.0499449j -0.00125749-0.0195648j 0.0260446+0.00879037j -0.0290726-0.0346855j 0.00163186+0.0188377j -0.00821136-0.0167946j -0.0405943-0.0106633j -0.0104945+0.00077153j 0.0283269+0.00533513j -0.0244315-0.00523575j 0.00273462-0.0147456j -0.0120384-0.0200113j 0.0178971+0.0506466j 0.0149768+0.0284629j 0.0140437+0.00341028j -0.0251719-0.0270317j -0.00941303+0.0136051j -0.0162728-0.0203031j -0.00200646+0.027371j 0.0076698+0.00362005j 0.0115287+0.00149516j 0.015539+0.0232355j -0.000445228-0.0218166j 0.00189272-0.0231493j 0.00115294-0.0325424j -0.00856109-0.0635423j 0.0178875-0.00344352j 0.015011+0.0219276j -0.00746514+0.00863254j -0.0159186-0.0437195j 0.00919655+0.0932742j -0.000846363+0.0405176j -0.00290713+0.0488594j -0.00112449+0.0546167j 0.0139348+0.17261j -0.00507722+0.0420099j -0.00378454-0.0115502j 0.0067853-0.00344918j -0.00685532-0.0166371j 0.00996581-0.0627589j -0.0262212+0.0448763j -0.00661314-0.00224698j -0.0150556+0.0126074j 0.0184629-0.00253517j -0.00666592-0.00274516j -0.00854249-0.0112906j 0.00285615+0.00444397j 0.0424478-0.0114082j 0.0159262-0.00945015j 0.00971366-0.013244j -0.018989+0.00686281j 0.013384-0.00920658j 0.0237767-0.00471209j -0.0171539+0.00757193j -0.0197571-0.00541489j 0.00485343-0.00112775j -0.0177496+0.00621445j -0.0202922+0.00537682j -0.0159529+0.00394902j 0.00140698+0.00270018j 0.000222623-0.00760188j -0.00173929+9.21788e-05j 0.00626078+0.00217509j -0.0154637-0.000164473j 0.00604475-0.00895043j 0.00838542+0.00133933j -0.000590748-0.00147966j 0.00747383-0.00137715j 0.00338667+0.00316066j -0.00992656-8.2362e-05j -0.0072776+0.00172913j 0.00224577+0.00539189j -0.0181397-0.00157521j 0.000948259+0.00231068j 0.0109031-0.00124594j -0.0029099-0.000535389j 0.00531797-0.00105196j -0.00552419-0.000492836j 0.00901743+0.00461203j -0.0054337-0.0030401j 0.00600943+0.00634077j -0.00782766-0.000828125j -0.00450814-0.00872967j 
0.00382164-0.000360937j -0.00800809+0.0161191j -0.0146337+0.029235j -0.00939317+0.0215611j 0.000507894-0.0300308j -0.0843508-0.10535j -0.0996389+0.46216j 0.100522-0.0375878j -0.0319499-0.102544j 0.115805+0.0421364j 0.101779+0.142916j 0.0313841+0.0741156j -0.12577-0.00967404j -0.00298722-0.0180216j 0.0421525-0.0221579j 0.0315444-0.027333j 0.0736932-0.0744862j -0.0280277-0.0206634j 0.0304376-0.0482873j -0.00704881-0.0220116j 0.033872-0.0641243j -0.000414899+0.0113071j 0.00658372-0.00358893j -0.0203641+0.0442768j -0.00521459+0.0222846j 0.00368955-0.00277448j 0.00706972-0.0188492j -0.0139141+0.0227347j -0.00634541+0.0117976j 0.000230408-0.0196846j 0.00590374-0.00823072j 0.00116338+0.00241977j -0.00108636-0.00292211j -0.00400782+0.0148682j -0.00154282+0.00323683j -0.00348092+0.0243543j 0.00141993-0.00391757j -0.00115263+0.0106756j -0.00352928+0.012366j -0.00237983-0.0232654j 0.00416277-0.0437103j -0.00699663+0.0556407j -0.00815157-0.024421j 0.00852399-0.0369724j 0.00959719-0.0904076j 0.0044919-0.107527j -0.00457505+0.0238173j 0.00545312+0.0648446j -0.00571175-0.250345j -0.00823419+0.0915003j -0.00188942-0.0047413j -0.00994273+0.00282409j -0.00180176-0.0165776j -0.00926939+0.0182424j -0.0243312-0.0458667j 0.0245901+0.017625j 0.00142591+0.00694016j 0.00523987+0.008254j 0.011184-0.00408725j 0.00128586-0.000756533j -0.00946864-0.00169107j 0.00706645+0.00199926j 0.0102821-0.00554696j 0.00896344+0.00182767j -0.00416497-0.000473253j -0.00896696-0.00161338j -0.00326385-0.00135743j -0.00359703-0.00129438j -0.00320325+0.000489092j 0.00578888+0.00350777j 0.00150023-0.0010658j -0.00151949-0.000991471j -0.000316241-0.00105077j 0.00207449-0.00349282j 0.00302553+6.43654e-05j -0.0014928+0.00317083j -0.00361075-0.00126444j -0.0022065+0.000871005j -0.00507967-0.00204231j -0.00275596+0.00271573j -0.000262913-0.000327215j -0.00120788-0.000930711j 0.00235723+0.0041731j 0.0031327-0.000405874j -0.00222671+0.00257181j 0.00159489-0.00308304j 0.00168409-0.00280634j -0.000569584-0.00338893j 0.0026494-0.00155442j -0.000688545+0.00477334j 0.000609044-2.63192e-06j 0.000699494+0.00376031j -0.00110783+0.00321654j 0.00383695+0.000486705j -0.00163557-0.0066409j 0.00447612+0.00637174j -0.000251581-0.00781039j -0.00113793+0.00397762j 
-0.00967845+0.0139016j -0.000931889+0.00240286j 0.00904219+0.00311114j -0.00683564+0.00909862j -0.065785-0.0937595j -0.113805+0.444588j 0.090896+0.142427j 0.00263417+0.0312244j -0.0918644+0.00715378j -0.0666177-0.026093j -0.208826-0.0891945j 0.0844768+0.125654j -0.0108479+0.0229491j 0.00859549-0.0482552j 0.0148376-0.0268484j -0.0235894+0.0145988j -0.0581591+0.0188073j -0.033157-0.0129878j -0.00618089-0.0269458j -0.00685562+0.0215916j -0.0122576-0.017372j 0.0259136-0.0137226j -0.0147155+0.00285651j -0.010054+0.0660916j 0.0186474+0.00603034j -0.0124034+0.0191834j -0.0079414+0.00579181j -0.0083275+0.0129776j 0.00483686+0.00527109j -0.0182757+0.0219007j 0.00990036-0.0246261j 0.00617412-0.000477843j 0.0120993-0.0179538j 0.00580519+0.00154727j -0.0067019-0.00590228j 0.00802537-0.0259624j 0.00190293-0.0203888j 0.00906244-0.0064721j -0.00473056+0.0340621j -0.01117+0.0411309j -0.00547287-0.0268025j 0.0122652-0.0507402j -0.0123227+0.0275867j -0.00942234-0.0232913j 0.00741292-0.142721j -0.0144204+0.0176259j 0.00815346+0.0582838j 0.0076838-0.261295j -0.0193066-0.00575652j 0.00751072+0.0914814j 0.00773955-0.0235907j -0.0142223-0.0196733j 0.00615027+0.00233016j -0.0282097-0.00271087j 0.0216836-0.00583001j 0.00577531+0.0168803j 0.00404349+0.00334999j 0.00667197+0.00106041j -0.0159281+0.00226975j -0.0153-0.000519728j 0.00648345-0.00914188j -0.0175593+0.0050491j -0.00243427-0.00269688j 0.00722232+0.00100191j 0.0131928-0.00154574j 0.000369141+0.00435788j 0.0101932-0.00278252j 0.00282396+0.00283965j -0.00351584+0.00234448j 0.0118844-0.00231086j 0.00126096-0.00342248j -0.00124439+0.00136345j 0.009288-0.000937551j -0.00107739+0.000830069j -0.00553986-0.00253125j 0.00760333-0.00335788j 0.00209805-0.00135707j -4.92569e-05+0.00160892j -0.00218927+0.0046124j 0.00410427+0.00281246j -0.00651616+0.000154442j -0.00613963+0.00629213j 0.00523333+0.000355463j -0.00137307+0.00245444j -0.000801815+0.00120286j -0.00267004+0.000801643j -0.00328725-0.000502469j 0.00112955-0.0031543j -0.00135652+0.00276074j -0.000239883-0.00225322j -0.00248702+0.000629822j 0.000471269+0.00326316j 0.00602415-0.00314467j 0.000620619-0.00819005j -0.00281715+0.00759648j 0.00336751+0.00239895j -6.0694e-05-0.00621524j 0.00299136-0.00407518j 
0.0143259-0.0049536j 0.00734335+0.00367007j 0.000552783+0.00956005j 0.00401642-0.000106108j -0.0576354+0.0946614j 0.0221287+0.0757655j -0.0195754+0.0643139j 0.014733+0.195586j -0.0692923-0.0475301j 0.0319491+0.0824806j -0.0042535-0.10811j -0.575301-0.0558522j -0.0108116+0.0149691j -0.0848025+0.0118511j 0.00550972-0.0145564j 0.0802065+0.0149736j 0.0105209-0.00984512j 0.0108343-0.0469057j -0.0748049-0.0076631j 0.0726347+0.00365481j -0.00508758-0.0262549j -0.030554+0.0193149j -0.0118353-0.00465649j 0.0734944+0.0189515j -0.0120728+0.00267778j -0.00597498+0.00468109j -0.00282365-0.0208819j 0.0111004-0.0145857j 0.0358511+0.0166842j 0.0155757+0.000555949j -0.026605-0.0136093j -0.0203538-0.00089132j -0.00787223+0.0045526j -0.0245808+0.00100686j -0.0122601-0.0193301j 0.0102556+0.0019634j -0.00394832+0.00333422j 0.00772481+0.0048804j 0.00497451+0.00411691j 0.0157898+0.0166098j 0.000892263+0.0232727j -0.00170831+0.00116818j 0.0176432-0.0163622j -0.0142564-0.00467991j -0.0155541-0.0672055j -0.0124305-0.031787j 0.0092175-0.094753j -0.00951185-0.0348907j -0.0101534-0.0188308j -0.00687587-0.0409581j 0.00300581+0.00313788j 0.0052826-0.0180369j -0.0274836+0.00806303j -0.00816542+0.0647803j -0.00275116-0.0184618j -0.012159-0.0159678j -0.00748417-0.00261592j -0.0300249+0.0136849j 0.00799233+0.00166506j 0.0142877-0.00212696j 0.0265108-0.0177476j 0.0262914-0.00865519j -0.00917623+0.00866583j 0.0184692+0.00175624j 0.0330354-0.00955565j -0.00697838+0.00813255j -0.0111851-0.00249794j 0.0271609-0.00201057j 0.0143859+0.00120232j -0.0160889-0.00769455j 0.00247807-0.000758947j -0.00217582-0.00576281j -0.0231684+0.000340682j -0.0128379-0.00679764j -0.00362613+0.00365483j 0.00796927-0.00243088j 1.00485e-06-0.00572923j -0.0116671+0.0042763j -1.70636e-05+2.72241e-05j 0.020069-0.003823j 0.0120914+0.00314386j 0.00244358+0.000895943j -0.00341822-0.00101451j -0.0090201+0.000901502j 0.00233607-0.000856229j 0.00216807-0.00465392j -0.012113+3.71941e-05j 0.00444649-0.002965j -0.011014+0.000375343j 0.00676824-0.000442675j 0.0107235-0.00185192j 0.00696724+0.00114137j -0.00757667-0.00287704j -0.0106082+0.000153937j 0.00360279-1.56884e-05j 0.00485169-0.00288847j -0.00932435-0.00234857j 0.00455448-0.000620099j 
-0.00154219+0.0103331j -0.0135948+0.00179023j 0.00477597+0.017742j 2.76076e-05+0.0257248j -0.0767906+0.18424j 0.0333949+0.16904j 0.00400401-0.0141182j 0.0394435+0.129819j -0.0213145-0.120773j -0.226806-0.0321518j 0.478551+0.0565815j 0.108486-0.0379068j -0.00345676+0.0320982j 0.0609187+0.00701477j 0.0121234-0.0109513j 0.000584812+0.0631934j 0.0443505+0.0189852j 0.061301+0.026871j 0.0471008-0.020607j -0.0103374+0.0337911j 0.0659997+0.00310199j -0.0396926-0.0299721j 0.0199617+0.000154503j -0.0375463+0.00681959j -0.0422436-0.0185957j 0.00859823-0.007933j 0.0258709+0.00910281j 0.00679913+0.0281778j -0.0237992+0.0139475j 0.015835+0.0312059j 0.0159084-0.0294622j -0.0104664-0.0135181j -0.00928493-0.00453691j -0.0100701-0.00569165j 0.0220508+0.00549254j 0.00281293-0.00545435j -0.00335993+0.0201949j 0.0107655-0.00710126j 0.0136363-0.0113216j 0.00507313+0.0222573j 0.0139803+0.0238974j -0.010314-0.0263295j 0.00121807+0.0193216j 0.00572727+0.0133573j -0.00430554-0.0830987j 0.00837162+0.0585943j 0.00468009-0.139784j -0.0249806-0.0654013j 0.0013217+0.00755564j -0.00254963+0.0274893j 0.0154924+0.0450808j -0.005192+0.0172284j -0.014727+0.0602743j 0.0222848-0.0275598j -0.0154553+0.0112866j -0.00466963+0.00840808j -0.0324564+0.00335255j 0.0149072-0.00376263j 0.017673-0.00631858j 0.00624588-0.00204121j -0.0381193+0.0147584j 0.0266863-0.00941147j -0.0118375+0.00315348j 0.0160459-0.00274252j -0.0226132+0.00011021j 0.000433872-0.0021738j -0.00862256+0.00362423j -0.0248528-0.00270891j 0.0095913-0.00796688j -0.0219919+0.00135227j -0.0175628+0.00709022j 0.000304609-0.00247452j -0.00393433+0.00307442j -0.00374733+0.00185107j 0.00810157+0.000222547j -0.0101752+0.00237521j -0.0112658-0.000745885j 0.00436697+0.00266837j 0.0131849-0.00152139j -0.00694182+0.000163668j 0.00707315-0.000591779j 0.0101085+0.000950643j 0.00234068-0.00207697j -0.00116704-0.000634378j -0.00328785-0.00166379j -0.000773891-0.00487871j 0.010761-0.000863993j -0.00833972-0.00473887j 0.000366988+0.000903166j 0.00119521-0.000405101j -0.00170216-0.00397231j -0.00856841+0.00199309j -0.00280057-0.00568209j -0.00162681+0.00279318j 0.0120036+0.000681187j -0.00622026-0.00346113j 0.000934665-0.000517808j -0.00664467-0.00214388j 
-0.00332646+0.00134957j 0.0109858-0.00755087j -0.0107401+0.00979902j 0.0114988+0.0477592j -0.083769+0.404535j 0.078274+0.012003j -0.0128397+0.0044521j 0.100813+0.0691379j -0.00666268+0.0114725j 0.189099+0.0502498j -0.255608-0.0107971j 0.1735+0.0328279j -0.0990702+0.0642114j -0.0256357+0.0207819j -0.00122675-0.00887007j -0.0159693+0.00465164j -0.0355213+0.0119091j -0.053654+0.0188746j -0.0141251+0.0184235j -0.0128463-0.0112886j -0.0175171+0.000497499j 0.0261146-0.00866732j 0.00342819-0.0156189j 0.0219839-0.0348187j 0.0241733-0.00300167j 0.00318818-0.00909976j -0.0020486-0.0139265j -0.0207643+0.0337454j 0.0023394+0.00203343j -0.014414+0.00826975j 0.00845698-0.0318635j 0.0100286+0.00414482j 0.00238297-0.00665402j 0.00279214+0.0248677j -0.0189306+0.0227276j -0.0089731-0.000399429j -0.00739161+0.0530803j -0.00068394-0.0295544j -0.000411385-0.0429798j -0.000598961-0.0125883j -0.00780529+0.0302249j -0.0102048+0.0204616j -0.0108795-0.00379809j -0.00219298+0.0545908j 0.00147374-0.0669144j -0.00411309+0.0729348j -0.0131588-0.288507j -0.0112364+0.0700656j -0.00114106+0.0132378j -0.00835652+0.0715813j 0.0127704+0.034488j 0.00678533+0.000348048j -0.00234762-0.0491409j -0.0160168-0.0112078j -0.0123783+0.00370651j 0.0130488+0.00654654j 0.0176844-0.0020723j -0.0152186-0.00220304j -0.0112935-0.00140645j -0.0126375-0.00115278j 0.00134548+0.000982994j -0.0141138+0.00778549j 0.0126943-0.00265903j -0.0151066+0.000281884j -0.000657102+0.0022231j -0.00513492+0.000122294j -4.44296e-05+0.00209202j 0.0100939+0.00287165j -0.00771333-0.000447063j 0.0153778+0.00185327j 0.00749525+0.00137757j 0.00322116-0.00287724j 0.00834009-0.00174237j 0.0106623+0.000906601j -0.0055224+0.0019799j -0.00179018-0.0023798j 0.00310195+0.00218459j 0.00273279-0.00106532j -0.00898409-0.00553405j -0.00445668-0.000508833j -0.00576201+0.000239692j -0.00388387-0.002578j -0.000739359-0.000545849j 0.00322944+0.00104572j -0.00230069-0.00350645j 0.000867322-0.000929273j -0.00115627+0.00150749j 0.00328386-0.00569985j 0.00209338-0.00192751j -0.00521382+0.0010135j -0.00353366-0.00575094j 0.0039952+0.000307541j 0.00278268-0.00655912j 0.00479517+0.00984387j -0.0056997-0.00484194j 0.00502422-0.00243343j 0.000826478-0.00108296j 0.00118962-0.00307513j 
-0.000372252-0.00184389j 0.00819083-0.00184789j -0.0121826+0.0163845j -0.0238809+0.0110875j -0.00467479-0.0822098j -0.0020382+0.127648j 0.0445413-0.10817j -0.0163278-0.0109429j -0.0480268+0.0465832j 0.568911+0.0813775j 0.259158+0.0196932j 0.0243919+0.035463j -0.00509366-0.0328881j -0.0421781+0.0205252j 0.0179489+0.00252552j 0.0122805-0.000857437j -0.0104991+0.00318192j -0.0308265+0.00470569j -0.0239265+8.57606e-06j 0.014707-0.00266515j -0.0107058-0.00614661j 0.0164698-0.00672238j 0.000706164-0.00166487j 0.0217097+0.0166607j 0.0228196+0.00599776j -0.0052015+0.00998775j 0.00139709+0.00526783j -0.0191783-0.003148j 0.0115936-0.00673442j -0.0154355+0.00738313j -0.000609223+0.00124084j 0.00287604+0.00587693j 0.00146661-0.00577674j -0.0016562+0.000411965j -0.026118+0.00293j -0.00942808-0.0172679j -0.0224212-0.00664736j -0.0197473-0.0157749j -0.0144685+0.0187096j 0.00304921+0.0172002j -0.00856363-0.00917781j -0.0306598-0.0170521j -0.00446616+0.0289098j 0.0195524-0.0252273j 0.0102547+0.0117028j -0.00144229+0.0422001j 0.00683103+0.0499298j -0.00724754-0.0908696j 0.0150457+0.0616033j 0.000246687+0.00438996j 0.0109966-0.0321535j 0.0269245-0.0445345j -0.00465627+0.00389138j 0.0187355-0.0427846j 0.00727761+0.013902j 0.0266373-0.0184252j 0.022197-0.00925369j -0.0408832+0.00539902j 0.0386316+0.000579277j 0.023998-0.00531842j -0.0289637+0.0116558j 0.0215835+0.000453636j 0.0103895-0.000924338j -0.0369818+0.00331637j -0.0373224+0.00740508j -0.00567084-0.00432943j -0.0315218+0.00160852j 0.00439531-0.00371385j 0.0113539-0.000526195j 0.00470325+0.00040469j 0.00381178+0.00139137j 0.00994752-0.00570845j 0.00283747-0.00282816j 0.0153918-0.0022529j 0.00252869-0.00237326j -0.0134851-0.000245137j -0.000893298-6.99694e-05j 0.00324222+0.00138442j -0.00783482-0.00124718j -0.015392+0.00165702j -0.000164916-0.00161108j 0.00479871+0.000457444j -0.0182486-0.000558572j 0.0103487-0.000185244j 0.008017-0.000160313j 0.0142572-0.00166198j -0.00197313-0.00213243j 0.0179097-0.000905916j 0.000416088-0.00164051j -0.0140455-0.00305324j 0.0120829-0.000473321j -0.00196432-0.000561615j -0.00471208-0.00279424j -0.00759922-0.00257625j 0.00423172+0.00455603j 0.0023797-0.0017751j 0.00287809+0.00114956j -0.000219278+0.000186513j 
-0.0122358+0.00402377j 0.00390096-0.00567513j 0.010039-0.0221862j 0.0324249-0.0158647j -0.00961981-0.00991532j -0.00890413+0.0587513j -0.0122264+0.0708561j 0.0193132+0.14639j 0.639858+0.0715016j 0.0579496-0.0679775j 0.0256347+0.00127387j -0.0216576+0.00642519j -0.0470701-0.00297867j 0.0126311+0.024181j -0.0116432+0.00438733j -0.059152+0.0109207j -0.024411+0.00827292j -0.0163514+0.00433454j 0.0308833+0.00234746j -0.0584532+0.000539403j -0.0359867+0.0140988j 0.0137497-0.000818214j -0.00789542+0.00912603j -0.00563851-0.00719064j 0.0164654-0.0100838j 0.0184025+0.00672048j -0.0261006+0.00832784j -0.0150235-0.00711745j -0.0187408-0.0103616j -0.00434857+0.00484371j -0.00543254+0.0122612j 0.0117055-0.00228812j -0.00592525+0.00555591j 0.0192055-0.0036851j 0.0188181-0.000276498j -0.00124536+0.00599622j 0.00986817-0.00887552j -0.0269991+0.0156145j 0.0187783+0.0151829j 0.00485217+0.0156444j 0.00118232+0.0216944j 0.0383397-0.0117093j 0.0218289-0.00823129j -0.0129826+0.0169915j -0.0105202-0.0353555j 0.00431745-0.035725j -0.014177-9.48871e-05j -0.005301-0.0603849j -0.0040635-0.0208872j 0.00319492-0.0396781j 0.00533978-0.0412101j 0.00988933+0.0571679j 0.028887-0.00752745j 0.00370157+0.0143073j -0.00497182-0.00177581j -0.022892+0.0102003j 0.00300382+0.0143728j -0.0204529+0.00108673j 0.0354029-0.00374519j -0.013028+0.00651449j 0.0337912-0.00835282j -0.0184768-0.000792716j -0.0165973+0.00613778j -0.0270009-0.00552529j 0.0087742-0.0092164j -0.0139313-0.00314838j 0.00187679-0.00390725j -0.0122932+0.00710711j -0.0224166+0.00168994j -0.0159789-0.00198406j 0.00722468+0.00285235j -0.0155589+0.00451276j -0.00908753-0.00100933j -0.0102709+0.00513008j -0.000313287+0.00193415j 0.0123522-0.00287831j -0.00405061+0.000826j 0.00127866-0.00259891j 0.0119409-0.000920047j 0.0108279-0.00238824j 0.00745649+0.00399804j 0.0104919-0.0020604j -0.00793294-0.00216243j -0.0120353+0.00173992j -0.0045174+0.00216943j -0.0216699+0.00246468j -0.00553828+0.00062524j -0.000668136+0.00294985j 0.0157645+0.00195834j 0.0153402+0.000168273j -0.00340842+0.00373823j 0.0157567-0.000422366j -0.00384056-0.000308342j 0.000702609-0.00252657j -0.00670535+0.000218186j -0.0105457-1.41873e-05j -0.000660436-0.00137535j 0.00340298-0.000885209j 
-0.00321686+0.00482393j -0.00746098+0.0172718j 0.0825964+0.195788j -0.128009+0.315898j -0.0853041-0.139847j 0.00557064-0.0121143j -0.0882627-0.160724j 0.0787275+0.0603384j 0.064961-0.0814937j -0.0240233+0.00146741j -0.0487134+0.0285882j -0.0346853+0.0393413j -0.0443851+0.0365131j 0.0118678-0.0163206j 0.00545664-0.0217762j -0.0104566-0.0137337j 0.0126671-0.0303774j -0.0038361-0.0126387j 0.0177136-0.0120478j 0.00254076-0.0364329j 0.0169002-0.0603363j 0.0118035-0.00626551j 0.00839869-0.0255492j -0.00663257+0.00676905j 0.00232317-0.00366912j 0.00611954+0.0110038j 0.00822493-0.0520107j -0.0203384+0.0374635j -0.0112845+0.00976128j 2.84623e-06+0.0205565j 0.0148312-0.0522944j -0.00233646+0.00383629j 0.00611122+0.0286904j -0.0139589+0.046019j -0.00726532+0.0535344j -0.00787867+0.0133829j -0.0116117+0.0921232j 0.0176847-0.0692518j 0.0180129+0.036172j 0.00927674+0.0171587j 0.0262555-0.0943943j 0.00350676+0.187114j -0.030337+0.228951j -0.0317897-0.24051j 0.00965146+0.0479926j 0.0173634+0.0995989j 0.0335544-0.0351932j 0.00122007+0.00712412j 0.0154874-0.0381623j 0.0117638+0.0261054j 0.0240115+0.00162549j -0.012251+0.00992979j -0.0126768+0.00151791j -0.00893107+0.012098j -0.0230097+0.00539309j 0.00531212-0.00855835j -0.00790424+0.00575347j 0.00267388-0.00818841j -0.000426935-0.0010217j -0.00986824+0.0032055j 0.00636033+0.000993191j -0.00335508+0.00494006j -0.0131161+0.000650169j 0.00278198-0.00152678j 0.0101435+0.0042352j -0.00258214+0.00193685j -0.00312844+0.00568957j -0.00495176+0.00444958j 0.00071269-0.00379272j -0.00482539-0.00128477j -0.00153868+0.00574515j -0.00202484-0.00474431j 0.000540421-0.00315967j -0.00164731-0.00303907j -0.00621849+0.00468756j 0.00430619+0.000120456j -0.00590444+0.00259402j 0.00126956+0.000928323j 0.00404639-0.00397853j 0.00275604+0.00581227j -0.00108472+0.00257819j 0.00400303+0.00190385j -0.00110644+0.00172684j -0.00597607-0.00444517j -0.00386329-0.00353834j -0.00614422-0.00756747j -0.00268418-0.00642332j 0.00456111-0.0122476j 0.000546753-0.00418643j -0.00184979+0.00332851j -0.00306259-0.00860027j 0.00386801+0.0112585j 0.00246481-0.010164j -0.00337098+0.00346401j 0.00128467-0.00632959j -0.000901391-0.000583306j 0.00250884-0.0106223j 0.00416142+0.00634821j 
0.00829147-0.0174768j -0.000760776+0.00673165j -0.141322+0.314688j -0.0875345-0.209403j -0.0268618+0.00131039j -0.00842377+0.0430682j -0.05172-0.0638139j -0.14664-0.145001j 0.0747401-0.0298474j -0.0215291+0.0453297j -0.0291493+0.0283423j -0.00170813-0.00258228j 0.0104611-0.0285634j -0.0186134+0.0414691j 0.0276474-0.050188j 0.00487627-0.0253199j 0.000510146+0.00675695j 0.0109466-0.0119335j 0.00033729+0.0197162j -0.00946304+0.0164809j 0.0206601-0.0264356j -0.015252+0.0420095j 0.00351433+0.00375506j -0.0083018-0.00845263j -0.00177972-0.00404408j -0.00795428+0.0235815j 0.00831626-0.00966222j 0.00584205-0.0126398j 0.000247293-0.0156083j -0.00942674+0.0389486j 0.0105805-0.0235137j 0.00722701-0.03361j -0.0154625+0.0543562j 0.00182585-0.0421886j -4.93107e-05-0.0185556j -0.000971006-0.0385029j -0.00735061-0.00288739j 2.10435e-05+0.088286j -0.0144051+0.0763172j -0.0181983+0.0778457j -0.00460056+0.22286j -0.0215885+0.105903j -0.0277021-0.226577j 0.0399728-0.223979j -0.0165053-0.116703j -0.000757181+0.0802117j -0.00213228-0.0433897j 0.0193509+0.0163623j -0.00803087-0.0319179j 0.031863-0.0059435j -0.00614353+0.0012546j 0.00629865-0.0128415j -0.0134307-0.00225215j 0.0138641-0.012272j 0.00793835+0.00498395j 0.0130221-0.00503639j 0.0136141-0.00469471j 0.00407402+0.00074238j -0.00715263+0.00373344j 0.00189068-0.00159096j -0.00240926+0.00630872j -0.00550182-0.00431023j 0.005792-0.00380121j 0.00584859-0.00319838j -0.00404029+0.00830375j -0.00206414+0.000346434j -0.00130983+0.00418998j 0.000786439-0.00586118j -0.0023425-0.00134551j -0.00215326-0.00336398j -0.00302389+0.00131394j 0.000826778-0.00857429j -0.00192981+0.000203308j 0.00302947-0.00754393j -0.00180699-0.00670906j -0.00201308+0.00305643j 0.00155509-0.00109046j -0.00322674+0.0111419j 0.00173096-0.00340768j -0.0020249+0.000855195j -0.00184953-0.00677581j -0.00225447+0.00394427j 0.000518877-0.00156036j 0.00486212-0.00151558j 0.000489745+0.000199083j 0.00437385-0.0100607j 0.00264662-0.0059254j 0.00330873+7.17301e-06j 0.00634275-0.0041768j 0.000359441-0.00844851j 0.00508187-0.00868332j -0.00274936+0.00343477j 0.00298771+0.00363084j -0.000491384-0.00705424j -6.80412e-05+0.000363743j 0.00209399-0.00584125j 0.00296006+0.00535257j -0.00336943+0.0102713j 
