0.0142359+0.0301485j 0.0233521+0.0784643j -0.0312154+0.0476603j -0.00296171-0.0696216j 0.0235022-0.0128081j -0.0199614+0.073866j -0.0204299+0.0533461j 0.0504426-0.00804301j -0.0233996+0.00995386j 0.0193264-0.0151856j 0.00850476-0.00388688j -0.0452127+0.0731687j 0.0349043+0.027952j 0.0230191-0.0143458j 0.00828993+0.000603839j -0.00686391+0.00303243j 0.0292338-0.00555948j 0.0255222-0.0260817j 0.0244564-0.0193744j -0.0157891-0.0205776j -0.0264271+0.0122623j -0.0283254+0.00429939j -0.00952192-0.000900538j -0.034731+0.016183j -0.0185086+0.0215289j -0.00240163-0.00959663j -0.0243155-0.0104877j -0.00492191-0.00783807j 0.00245871-0.00170271j -0.00964487+0.00487035j -0.023428+0.0137992j 0.0201891-0.00647882j -0.0286257-0.0307619j -0.00344071-0.0188418j -0.00191241-0.0136478j 0.0280165-0.00223341j -0.0213753-0.0286567j 0.0244519+0.0551225j 0.00114386-0.0420727j 0.0102776-0.0732341j -0.0552397+0.0276929j 0.0116972-0.0876019j -0.0346405-0.0480514j -0.191315+0.141487j 0.0183236-0.20766j -0.311703+0.188134j 0.0542859+0.0180843j 0.013296-0.135021j -0.170293+0.13913j 0.027009+0.0540307j 0.0208347-0.0246911j 0.00640678+0.00564143j -0.000424196-0.0462808j 0.0710424-0.0662874j -0.0149097+0.0328493j -0.0385559+0.0185271j -0.00400813+0.00964521j 0.00816361+0.00661241j -0.0132167+0.00297445j 0.00551609+0.0113136j 0.0197861-0.0279669j -0.0149996+0.00890441j 0.00230052-0.00259467j -0.031629+0.0218419j 0.00437505+0.013691j -0.0123459-0.00117894j 0.00196727+0.0020725j 0.0189693+4.1386e-05j 0.0167912-0.0177824j -0.0182833+0.00424659j 0.0053698-0.00600023j -0.0168497+0.0215691j -0.0192139+0.0075264j 0.0080507-0.0044074j -0.00174613+0.000128678j -0.00153872+0.00254252j -0.00227745+0.0185109j 0.0149437-0.0111048j 0.0156584-0.0123475j -0.0135857+0.00153742j 0.0132819-0.0115051j 0.00287549-0.00192842j -0.00263113+0.00442457j 0.0126576-0.0095934j -0.00693556-0.00765125j -0.00112941-0.00302026j 0.0215459-0.0286671j 0.0202927-0.0167457j 0.0084757-0.00604729j 0.0183917-0.00315969j -0.0025325+0.00931358j -0.0231722+0.0150474j 0.0119953-0.0369771j 9.65904e-05+0.0057193j -0.0644026+0.125781j -0.0907689-0.0151369j -0.0840515+0.125488j 0.0640148-0.0223207j 
0.0155398-0.0332863j 0.0074306-0.00128242j -0.0382061-0.0133398j 0.00146927-0.0235067j -0.0324533-0.0185522j 0.0703751-0.0239019j 0.0442105+0.0548779j -0.0366491+0.0138203j 0.0521256+0.00267373j -0.0618947-0.0148727j 0.063541-0.00457989j -0.0297092+0.0174178j -0.00699451-0.100068j 0.0308198+0.0147628j -0.0523964+0.0140931j 0.0722864-0.0645823j -0.0598657+0.0110157j -0.0647241+0.06633j 0.0506733+0.0654803j 0.0571355-0.00311092j 0.0150528-0.0464251j -0.0250017+0.0178754j -0.0450474-0.100886j 0.0480219+0.00966634j -0.0663726-0.0129304j 0.0328406+0.0442145j 0.0851412-0.0705247j 0.00117397+0.00295868j 0.109315-0.0513782j 0.035276+0.0580187j 0.122745-0.00560828j -0.142118-0.00785232j 0.037837+0.0820453j 0.0780448-0.0212689j -0.0929553+0.252901j -0.0939223+0.109347j -0.0102549+0.0326168j 0.120339+0.00593079j 0.0137019+0.100247j -0.0712777-0.0889601j 0.145083-0.0620134j -0.123606-0.22474j 0.0907214-0.0344862j 0.055911+0.104272j 0.070944-0.0092019j 0.00342683+0.0633539j -0.0187088+0.0348591j -0.0362558-0.0307525j 0.0129883+0.0334402j 0.0364968+0.0202967j -0.0133011-0.0155405j 0.00277036+0.0051028j -0.0105846-0.0186497j 0.00313491-0.00466345j 0.000308092+0.00911689j -0.00932076-0.0230632j -0.000157562-0.000303398j -0.0100384+0.0154084j 0.00127564+0.000636268j -0.00400867+0.0112468j -0.018676-0.0109242j 0.0145944+0.00497914j -0.00873013-0.00231136j -0.00536894+0.000310283j 6.14211e-05+0.00510008j -0.00550562+0.00658294j -0.00897196-7.13999e-05j -0.000242019+0.00236454j -0.00616686+0.00958019j 0.000430079-0.00436195j -0.00847002-0.00236511j 0.00902115-0.0055687j -0.0145568-0.0194282j 0.00280781-0.00247772j -0.00828809+0.0206697j -0.00391607-0.00210658j 0.03418+0.00907625j -0.00400132+0.0276304j 0.00433223-0.000757883j 0.00448294-0.031498j -0.00977169-0.0227389j -0.00880633-0.00414276j -0.00534351+0.0114862j 0.00417715+0.0265962j -0.0175002-0.00910055j -0.0303138-0.0129957j -0.00230944+0.0360602j -0.0104365-0.00830842j 0.0104101-0.00697199j 0.0109884-0.0273251j 0.0104894+0.0113301j -0.0191955+0.00461764j -0.019457-0.0236237j 0.00901803-0.0107255j 0.00173325+0.0178807j 0.0236242+0.0063464j 0.00262286+0.0145573j 0.00163032-0.00157506j 
0.00369359+0.0203222j 0.00437318+0.0378197j 0.020917-0.00408445j -0.0256436+0.0153687j 0.00930242-0.0552621j 0.0560631+0.0102894j -0.0148236-0.0101269j -0.0407914-0.0934166j 0.0297091-0.0100884j -0.0292451+0.0599359j 0.041891+0.0181011j 0.0407727-0.0767316j -0.0935431+0.0424611j -0.0805617-0.0210613j -0.0209111-0.0305945j -0.00690526-0.0153786j -0.0328379-0.0386765j 0.104998+0.029892j 0.00934969-0.00167678j 0.0299355-0.0224911j -0.0205609-0.00125805j 0.0547812-0.000701954j -0.0192283+0.0653529j 0.00214284-0.0734681j -0.0474412-0.0343567j -0.0128044-0.0209478j -0.00453607+0.124945j 0.0159637-0.0246693j 0.0268532-0.132911j -0.0608931-0.0804163j 0.0868348-0.000926077j -0.20128+0.11092j 0.0454573+0.0292087j -0.0221867+0.0925598j -0.0451869+0.0252529j 0.0695558+0.072995j 0.0399491-0.0745191j 0.168995+0.148825j -0.124178+0.135897j -0.0179249+0.116736j -0.00532207-0.0818858j 0.0264505-0.044938j 0.079722-0.00803231j -0.0116654+0.0995911j -0.0149883+0.0241752j 0.0601017-0.00390594j -0.0028639+0.0102119j -0.0315169+0.0282303j 0.0143023-0.0383219j 0.0219524+0.0385282j -0.0110704+0.0174936j -0.000485225-0.0212943j -0.00702747+0.00530524j -0.00642329+0.0185659j 0.0104583-0.00476767j -0.00969032-0.00542901j 0.0147906+0.00187305j 0.0130245+0.00623331j -0.0054386-0.00797011j 0.00843397-0.0182341j 0.00164838+0.00396387j -0.00829373-0.000497313j 0.00268103+0.0155548j 0.00522339-0.00855446j 0.0071438+0.00522754j 0.0253078+0.00146319j 0.0188117-0.00441597j 0.00615108+0.00993337j -0.0148851+0.00689224j -0.0117204+0.00320536j -0.00485989+0.00168485j 0.0104085-0.0122982j 0.0340703-0.0184822j 0.00100773+0.0012215j 0.00894962+0.0187013j 0.0152951+0.0136178j 0.000607455-0.0141056j 0.0204901+0.019518j 0.0197694+0.0164405j -0.0220146-0.0138553j 0.00322023+0.013171j 0.0102598-0.021343j 0.0181026+0.00451145j -0.0172172+0.00640981j 0.00835432+0.00437979j -0.0135853-0.0208031j -0.0113786+0.00338623j -0.0025409+0.00107661j -0.00813987-0.0136899j -0.0152798+0.00830205j -0.0066967-0.0104011j -0.025879+0.00964398j -0.0120763-0.0165759j 0.00341667-0.00700851j -0.00666727+0.0107659j 0.0116548+0.00361234j 0.0203824-0.0209246j 0.00372066+0.0132315j 
-0.0152845-0.003789j 0.000260295+0.0072932j -0.0150271+0.011849j 0.0490557+0.00122576j -0.00427847-0.0432215j -0.0138727+0.0158134j -0.0264671+0.0222111j -0.0134968-0.0705466j -0.0360203-0.0437761j -0.00911704+0.0308162j -0.0172429-0.0504247j 0.0482607-0.0969646j -0.052223+0.00621834j -0.0233809+0.00928389j -0.0544728-0.0552233j -0.00999691+0.0115373j 0.015472+0.0195505j -0.00209247+0.0266087j 0.077238-0.0417603j 0.00713473-0.0370951j 0.0101752-0.0280227j 0.0728372-0.0337565j 0.0468992+0.00389498j 0.0907353+0.0658287j -0.0303608+0.0662379j 0.0024338+0.0399178j 0.108727-0.0869459j -0.0888754-0.0562292j 0.0107728+0.181429j 0.038562-0.0886435j 0.0104013+0.0460482j 0.109252-0.195636j 0.0189073+0.124286j -0.0493488-0.0568312j 0.059225+0.0648206j -0.151434-0.0438526j -0.00620249-0.181843j 0.0350382-0.0670155j 0.110251-0.0322333j 0.00785576+0.0876876j -0.00150736-0.0600866j 0.0724075-0.0683244j -0.016532-0.0572201j -0.014673+0.0967924j -0.019208+0.0489687j -0.0184811+0.0268975j 0.0151543-0.0205133j 0.0122966+0.0158336j -0.00893521+0.00585865j 0.00866709+0.0176792j -0.00474544+0.0195981j 8.45405e-05-0.0197666j -0.00920038+0.0225342j -0.00685729+0.00797028j 0.015504-0.0164498j -0.0216501+0.0124146j 0.00339938+0.00699122j 0.0188959-0.0115314j -0.0065815+0.00270098j -0.00313668-0.00681941j -0.00148599-0.00352822j 0.00136593-0.00682579j 0.0157199-0.00591829j -0.00595207-0.00161379j -0.000938794-0.0108476j -0.00203243-0.000827927j -0.0127585-0.000353603j 0.00210378-0.000309397j -0.00368598-0.011615j -0.0156639+0.0227512j 0.00529995-0.00816401j 0.000882809+0.00651895j -0.000891348+0.00937312j -0.0108355+0.00553471j 0.0180453-0.00940491j 0.00302525+0.0446605j 0.0312746-0.00995623j -0.0127809+0.0297408j -0.000342959+0.0040732j -0.00677743+0.00644106j 0.00255126+0.0307171j -0.00760986-0.0182304j 0.0148813-0.00686532j -0.00927122-0.00353428j 0.0351349+0.0131634j -0.0141233-0.0114559j -0.00897095+0.00421764j 0.00479979+0.000226255j -0.00230168-0.0063847j -0.0137122+0.00844021j -0.0121887+0.00918276j 0.0136815+0.00161407j 0.000748862+0.0141831j -0.00285221+0.00653964j -0.0159244+0.00818911j -0.0108946+0.0156948j 0.00115064-0.0138008j 0.0133398-0.0133022j 
0.00746369-0.00141938j 0.0238716+0.00374871j 0.0423049-0.0194092j -0.00702567+0.00242936j 0.0459676+0.017772j 0.0944246-0.0218168j -0.0302788-0.0196671j 0.0266387+0.0227524j 0.0897384+0.0122801j -0.0364397-0.00400551j 0.0755891+0.0709141j -0.0792441-0.0716032j 0.0597777+0.0908929j -0.0397512+0.0256246j -0.00598383-0.0652819j -0.0108359-0.012021j -0.0324965+0.0489986j 0.134318+0.0745083j -0.0162032-0.00552036j -0.073484-0.00346092j 0.0111376+0.0196767j 0.0365718+0.00723429j 0.0642568-0.0743192j -0.0822414-0.0516299j 0.137511-0.0915284j -0.167072-0.04772j -0.0230391-0.0625589j 0.236202-0.0479109j 0.0622746+0.149065j -0.0567895-0.00397417j 0.0640841-0.0227518j 0.0303626-0.115317j -0.0318595+0.1038j 0.132811+0.0370198j -0.0194823-0.0464048j -0.085257+0.0202211j -0.0614335+0.0995823j 0.194276-0.00645028j 0.144714+0.209753j -0.0849405-0.00166094j -0.0373047-0.0317952j -0.0664903+0.0427602j 0.0321443-0.0224304j 0.08496-0.0419994j -0.00438378-0.0131203j 0.0213675-0.0439917j -0.013193+0.0198687j -0.0664015+0.0128404j -0.0206478-0.034888j 0.0136218-0.0084339j -0.0092529-0.00497512j 0.0247438+0.0167345j -0.00351511+0.00554549j 0.0264197+0.0376427j -0.0121345-0.0339371j 0.00735114+0.00882815j 0.000795934-0.00711441j -0.00630835-0.0134785j -0.000709689-0.00788961j 0.00782272-0.0208862j 0.0079548+0.0299454j 0.00512231+0.0116101j 0.00168871+0.00869672j 0.0102736-0.00216074j -0.00638072-0.00209338j 0.0073398+0.0103118j 0.0174617+0.000795051j 0.00353814+0.0010458j 0.00814817-0.0132349j -0.00145195+0.00685916j -0.00537661-0.0143633j -0.00215748-0.00477907j -0.00733957+0.00322688j -0.00471646-0.0108593j -0.00568847-0.0122369j 0.0362243-0.00864326j -0.0212236-0.000643982j -0.0187547-0.0154423j 0.00535852-0.00260397j -0.0112206-0.0111345j -0.000541021-0.00205375j -0.00940217+0.00881792j -0.00567196-0.0103698j 0.0324235+0.0201845j 0.00133962+0.0111559j -0.0113423+0.019794j -0.00931007+0.00602557j 0.0050115+0.0129748j -0.0156796-0.0192823j 0.00541789+0.0153411j -0.00565888+0.00081221j 0.00047656+0.00816988j -0.0182167-0.00276122j -0.00407628-0.0128615j 0.0317987-0.00682689j -0.000179557-0.0307913j -0.00489592-0.0189422j 0.0105876+0.00145215j 
-0.00394445-0.0157569j 0.00109445+0.000204151j 0.000955069-0.041118j 0.0424422+0.0128706j 0.080503+0.00757076j 0.061116+0.050907j 0.00520634+0.053131j 0.0215745+0.000858859j 0.0359312+0.0170709j -0.0564192+0.0486346j -0.0364069-0.0260943j 0.0212631-0.0330584j 0.0616908+0.0373978j -0.0131409+0.108659j -0.0105321-0.0715021j -0.0288151-0.0648759j 0.00792698+0.0657471j 0.052365+0.0363912j -0.00870654-0.0228292j 0.0550349-0.0321429j -0.0254264+0.0518466j 0.0145814-0.0318416j 0.0445448+0.187219j -0.141768+0.073623j -0.0498543+0.0222163j -0.00643913-0.0507255j 0.114504+0.241929j 0.0954474-0.0602705j -0.0593482+0.0426969j -0.112212-0.107113j -0.035288+0.0597752j -0.0340444+0.109043j 0.0755038+0.0773477j -0.071747+0.00251698j -0.013455-0.0108229j 0.0409001-0.0838914j 0.0737498+0.117096j -0.083264+0.113987j 0.114662-0.062209j -0.0182824-0.015052j 0.0314542-0.119998j -0.0390672-0.0354401j -0.0354498-0.0785277j 0.0506233-0.0192434j -0.00994619+0.0415334j -0.0163653+0.0289753j -0.0357012+0.000425059j -0.0391816-0.0269949j -0.0112689+0.0171303j 0.00608035+0.000862358j 0.00174958-0.0170329j 0.0159976-0.0125459j -0.00219467+0.0118953j -0.0044697-0.00512714j 0.00332922-0.0257138j -0.0117759+0.0299368j -0.00544867+0.00445023j 0.000670049-0.0228955j -0.00366471-0.00850019j 0.00622645-0.00323367j -0.0193141+0.00505905j -0.00939183+0.0103598j -0.0103816+0.00483221j 0.00701017-0.00526011j -0.0146588+0.00412096j 0.00742456-0.00729211j -0.00946144-0.00148224j 0.00749672+0.013511j 0.0189525-0.0145568j -0.0153138-0.0166272j 0.028209+0.00788575j -0.0138238+0.0345838j -0.00285205-0.00395993j 0.00443909+0.00323703j -0.00517051-0.00699918j -0.0220474+0.0134363j -0.0163786-0.0102142j -0.00973331+0.0167003j 0.00143093-1.47902e-05j 0.00894388+0.0152541j 0.020509-0.0071557j -0.00705198+0.010904j -0.0155814+0.00570672j -0.00822261-0.00208864j 0.0222097-0.00412487j -0.00664151+0.0235193j -0.00297792+0.0258113j 0.00916679+0.00871521j -0.0281607-0.000465801j 0.0104746+0.0168939j 0.00509474+0.00501771j -0.00305474-0.0193443j 0.0054924-0.0179512j 0.00468082-0.00286226j 0.0141889+0.00983792j 0.00388171-0.0152606j -0.00508706-0.000103341j 0.00358058-0.0125943j 
0.0095056-0.0165758j 0.000863767-0.038785j -0.010689+0.0655402j 0.047817+0.00874211j -0.0502454+0.000199634j -0.038746-0.0369182j -0.0754036-0.00340981j 0.00503524+0.0431881j -0.0671624-0.0200138j 0.0110627-0.0864317j 0.0117924-0.0320915j -0.077118+0.056545j -0.0351273+0.0240087j 0.0325928+0.00407108j -0.00893446-0.0473811j -0.0920004+0.060201j -0.0762369+0.0047168j 0.0938158+0.0215884j -0.0371491+0.0172061j -0.0566614+0.104423j -0.00852155+0.0455545j -0.03868+0.0596999j 0.0794432+0.0741087j -0.0356355-0.143127j -0.108657+0.112782j -0.0709471-0.0453326j 0.190859+0.0538437j 0.0455804-0.0080599j 0.0908461-0.0409991j -0.0913703+0.0192743j 0.01662+0.0880993j 0.00185622+0.0659274j 0.00935875-0.0118576j -0.0263401+0.0892682j -0.0155292-0.127592j -0.0496034+0.14248j 0.0587987-0.00157634j 0.04707-0.0596493j 0.0129342+0.0699625j -0.0582549+0.113315j -0.0156122-0.0422473j 0.0401183-0.0243858j -0.0809186-0.0780399j -0.0164317+0.0729708j -0.035397-0.0312042j -0.019827+0.00607952j 0.0449746+0.00525936j 0.00855444+0.00119452j -0.032526+0.00019571j 0.0120874-0.00546443j 0.00702747+0.00654632j -7.02125e-05+0.0145914j 0.00105352-0.00218474j 0.0294574+0.0022949j -0.013536-0.000405975j -0.0118378-0.0125003j 0.00899286+0.00717462j 0.00952876+0.0026597j -0.0076469-0.00734258j 0.00178462-0.00188362j -0.00259047-0.00176925j 0.000803885+0.0114822j 0.0117203+0.00391167j -0.00558388+0.0216739j 0.00223207-0.0181978j -0.00246031-0.0148434j 0.00253359+0.00026978j 0.0154535-0.0181161j 0.0107589+0.00669964j -0.00650818+0.00316745j 0.0144909-0.00848035j -0.0111571-0.0162117j 0.0102711+0.019681j 0.013915-0.00190139j -0.00878197+0.0153636j -0.0146793-0.027836j -0.00335081-0.00991948j -0.0258046-0.0209141j -0.00419044+0.00320455j -0.00174719+0.00353185j 0.00717278+0.00356346j -0.00977902-0.0132508j 0.0165021-0.00348849j 0.000984126+0.00140849j 0.0130901+0.00652451j 0.0100412+0.0108274j -0.0033309-0.0242172j -0.000865017+0.00131845j -0.00615281+0.00671563j 0.016989-0.0127183j 0.0187325+0.0116707j 0.024066+0.00147723j -0.0148744+0.014975j -0.00675682-0.0228814j 0.00266438+0.00424215j -0.0176964+0.00322418j -0.00281618-0.00144767j 0.0141645-0.00192927j 
-0.00736507-0.00652873j -0.00322752+0.00855502j -0.00716057-0.0276573j 0.0426648+0.0241861j 0.0523377-0.016196j -0.0324177+0.0503393j -0.0551377+0.0193952j 0.0111036-0.0206754j -0.0326591+0.0389677j -0.0375403+0.0217151j -0.0044156+0.0347476j 0.046333+0.0740656j 0.00788889-0.0212099j -0.0399515-0.0305897j -0.0654012+0.0774546j -0.0218137-0.0875438j 0.0881715+0.0132953j 0.141627+0.169614j 0.0390197-0.0288523j -0.0687969+0.164132j -0.0319751-0.0298476j -0.113399-0.0985308j -0.0810272-0.0175922j -0.0302311-0.076346j -0.0602128-0.0104204j 0.136779+0.0878116j -0.0272477+0.0739971j 0.0641461-0.0345829j 0.121404-0.0793857j 0.126128+0.00417271j 0.00247451-0.018363j -0.151905-0.22948j 0.00733583-0.146741j 0.0343429-0.0682613j -0.00870025-0.0698258j 0.00776565+0.0452325j -0.0820618+0.0424361j -0.0190556-0.124749j 0.046473-0.0753744j 0.0735757+0.0555769j 0.0507856-0.0555264j -0.0110893+0.00357215j -0.058431-0.103938j 0.00859417-0.0285952j -0.0472596+0.0318426j -0.0288461+0.0570249j -0.023322-0.00404648j -0.00824376-0.00115486j -0.0309762+0.00573077j -0.0101118-0.0178468j 0.0210219-0.00244115j -0.00316414-0.00327701j -0.0130145-0.0115162j 0.00553631+0.00173425j -0.00388718-0.0129304j -0.0147002+0.0162364j 0.000543611-0.00146519j 0.00888663+0.00379863j -0.00390226+0.00394404j -0.00132537-0.0040094j 0.00683581+0.0167838j -0.00344018-0.0186913j -0.0133796-0.0111576j 0.00343934+0.00787234j -0.0216176-0.018263j 0.00787398+0.0125077j -0.00166463-0.00153748j 0.0045563-0.0109199j 0.00375513+0.00761525j -0.0325334-0.0131068j -0.0203097+0.012838j 0.00080682-0.00111875j -0.00218292+0.0490266j -0.0249736-0.0123583j -0.0175305+0.00440691j 0.0282621-0.014722j -0.00487111-0.0195899j 0.00421799-0.00915988j 0.00324762-0.0125038j 0.0114311-0.0129844j 0.0253051-0.000100338j -0.00179983+0.00603196j 0.00311132-0.00199744j -0.0109553-0.00331406j 0.00835703-0.00400084j 0.00226469-0.00471349j -0.00214858+0.00450865j 0.0157055-0.0095215j 0.000927724-0.00189068j 0.00052286+0.0101199j -0.00167183+0.00800239j 0.0186008-0.0031938j 0.00908604+0.0125347j -0.000928622-0.00404367j 0.0119692+0.00609294j -0.00257556-0.0152196j -0.00680335-0.00525188j 0.00706688-0.0225331j 
-0.020017+0.0408095j 0.0198544-0.0143215j 0.0541396+0.011149j -0.0171591-0.0452923j -0.0219791+0.0455249j 0.00628144-0.0238308j 0.0289418-0.0171896j -0.00984139-0.0191214j 0.0570767-0.00949779j 0.0272255-0.0309063j -0.026249-0.0674782j 0.0075708-0.0366585j -0.112359+0.00610058j -0.0264319+0.0148186j 0.0559961-0.0199668j -0.0531454+0.046794j -0.0198758-0.0402485j 0.00379368-0.033873j -0.0132697-0.0709584j 0.0654533+0.127036j 0.0309461-0.0612714j -0.0958315-0.146601j 0.0731451+0.0521911j -0.0520127-0.0315398j 0.0474652+0.0392506j 0.0914493-0.0137254j -0.011442+0.0311968j -0.0865487+0.109261j -0.0659327-0.0267303j -0.0134609-0.218185j -0.0330898-0.0359173j -0.0843111-0.108543j 0.0338064+0.148848j -0.0849676+0.0380026j 0.031855+0.0180863j -0.113151+0.155233j -0.0565402-0.0726989j -0.1096-0.0167377j 0.0626785-0.00720354j -0.15089-0.0147584j -0.0651684+0.0242544j 0.118029+0.00363318j -0.00608621+0.078675j -0.0049405+0.00285798j 0.00588265+0.0233926j 0.0290241-0.0677661j 0.0216844-0.0371712j 0.0203983+0.0290378j 0.0208149-0.0215137j -0.00267297+0.00289227j -0.0191852+0.0164684j 0.00457422+0.0102451j 0.0113421+0.0275884j -0.00466331+0.00622103j 0.00922976-0.00169443j -0.00830685-0.0175036j -0.00715458+0.0133515j 0.0106543-0.00103268j 0.0131186-0.00256468j 0.0112399+0.00390543j 0.0032547-0.00918152j 0.000418333-0.0250366j 0.00370546-0.00229273j 0.00475615-0.0109062j -0.00128829-0.00931359j 0.00326484-0.000574615j -0.00329869+0.0138949j -0.0182278-0.01108j 0.00238958+0.0232468j 0.016061+0.0123726j 0.0112909+0.0150697j -0.017773-0.0171257j 0.0427999+0.00166437j -0.00124044+0.0263211j 0.00614448-0.000214856j 0.00431167+2.86772e-05j -0.0116095-0.00710717j 0.00804729+0.0236486j -0.012324-0.000404914j 0.00287846-0.00252802j -0.000932724-0.00241564j -0.035176+0.000922054j -0.00909433-0.0260768j 0.00729973-0.00182919j -0.00509232-0.0135132j -0.014125+0.00841525j -0.00646926+0.00223617j -0.0128783+0.012284j -0.00125967-0.0122633j -0.00925375+0.000441132j -0.0118621-0.00461817j 0.00337229-0.00159632j 0.00664583+0.00643327j 0.00318985+0.00878973j -0.0105383-0.0108663j -0.0206982+0.0189924j 0.00739382-0.0178862j -0.00773073+0.0161508j 
-0.017212+0.0144188j -0.000724634+0.000439175j -0.0331807+0.0190553j -0.0226717-0.020692j -0.0362615-0.010853j -0.0329063-0.0171959j 0.031042-0.0314029j 0.0405547-0.0265968j 0.0703218-0.0287041j 0.0284366+0.00288282j 0.071644-0.0607733j -0.0477382-0.0499602j -0.007451+0.138691j 0.0513533-0.0383702j -0.0870967-0.0292705j -0.106574+0.0896323j -0.0619294-0.0183395j -0.0497315+0.0510633j -0.0477753+0.0348582j 0.00904651+0.0391592j -0.0511574+0.0156955j -0.0203263+0.128539j -0.0233133-0.177207j -0.0208208+0.130429j -0.065815+0.112993j 0.0408762-0.0321862j 0.164724-0.0997314j -0.000786486+0.139151j -0.154997+0.158882j -0.0947029+0.00735849j -0.0209092+0.0220174j -0.046391-0.0203675j -0.0937941-0.170731j 0.0738188+0.0554724j -0.0352274+0.0148258j -0.0147895+0.0359704j -0.0165689-0.0991752j 0.0287105-0.214264j 0.0926117-0.013691j 0.0668395+0.0658778j 0.0422767+0.0759896j 0.0183775-0.0559296j 0.0284246+0.0180778j 0.0123202+0.017285j -0.00685026+0.00267976j -0.000721461-0.0326949j 0.023333-0.0228234j 0.0314089+0.0132142j 0.0184442-0.0109188j -0.0025874-0.00733091j -0.00978659+0.0277567j -0.0107371+0.0171782j 0.00688096+0.000765386j 0.00790269+0.00712416j -0.00810526+0.00916136j 0.00271213+0.0183689j 0.00502131+0.00949616j -0.000326309+0.000727284j 0.00831019+0.00377809j -0.00530121-0.0283628j -0.00744483-0.0102566j 0.00823378-0.0241081j 0.00507466-0.00325886j -0.0164154+0.00587272j -0.00553892+0.0167958j -0.0065745+0.00754205j -0.0158546+0.00939148j 0.0205163-0.0191423j 0.0121765+0.0209452j 0.0012268+0.014596j 0.0258233-0.0149009j 0.00812135-0.00922849j -0.00275228+0.00784565j -0.0141232+0.00792753j 0.0240478+0.00379452j 0.000934032+0.00757781j 0.00830365-0.00964719j -0.00410107-0.0112474j -0.00162804-0.0153937j 0.021412-0.0106715j -0.0146211+0.000634792j 0.0123763+0.0101172j -0.0142843+0.00565105j -0.000816675+0.00414971j -0.00121288-0.00305025j -0.0215548-0.020791j -0.0107183+0.0205843j -0.0013718+0.00226268j 0.00148481-0.016275j -0.00885842+0.0013776j -0.00344679+0.00046721j 0.00406779+0.000569698j 0.00393528+0.0137457j -0.00933872+0.00211427j -0.0110683-0.00116314j 0.00621333+0.014308j -0.000849899-0.00323938j -0.000681797+0.000893468j 
-0.0157428+4.70547e-05j 0.00526461+0.0222519j 0.00654997-0.0484734j -0.00197554-0.0144752j 0.0150363-0.00707337j -0.0169419+0.0470496j -0.0114409+0.00248978j -0.0116487-0.0420904j -0.0332736+0.00241143j 0.0277323-0.012351j 0.000849169+0.0356688j 0.0509541+0.0109667j -0.0284117-0.0652735j 0.0403543-0.0582318j 0.013605+0.0768546j -0.0483627-0.0122335j -0.0369662+0.00393506j -0.0695994+0.100407j -0.0342765+0.0717987j -0.0444556+0.0477964j 0.0868799+0.0126788j 0.0593488-0.00767687j 0.266802+0.0508818j -0.0533857-0.0626736j 0.0296237-0.028713j -0.287566+0.012166j 0.0309877+0.0222656j 0.0424507-0.0707636j 0.00979391-0.132111j 0.0213118+0.15242j 0.177269-0.0199357j 0.19161+0.214543j -0.0350004+0.073163j -0.0688096-0.104659j 0.0603734-0.0997211j -0.060067+0.11167j -0.194902+0.0762234j -0.199407-0.0748708j -0.0203836-0.113314j -0.0698901-0.0245841j 0.044383-0.00074798j 0.0374204-0.00186071j -0.0133846+0.00454488j -0.0121139-0.0439968j -0.00580827+0.0366225j 0.011528+0.0379391j -0.0255107-0.00699581j -0.00726139-0.00882814j 0.0130889-0.0119623j -0.00184143+0.00245955j 0.0096413+0.00533404j -0.00533083+0.00161344j -0.00337586+0.00537224j -0.00727742+0.00840243j -0.00672392+0.0134182j -0.00404116-0.00407775j 0.00325993-0.00195337j -0.00938017+0.00750867j 0.0136628+0.00834811j 0.00402153-0.00829411j -0.0211582+0.0131336j -0.007596-0.00765158j -0.0122013+0.0052927j 0.0251281+0.00680578j 0.0035841-0.0162564j -0.0168455-0.00422194j -0.0140359+0.00829686j 0.0115356-0.0162139j -0.00692381-0.0121912j -0.0165184-0.00574611j 0.00888904-0.0113633j 0.0281453-0.00883966j 2.19187e-05-0.0146349j 0.012161-0.0086518j -0.00551638+0.0157125j -0.00534809-0.0141563j -0.00726317-0.00623436j -0.00313568+0.00768739j -0.00722311+0.020655j -0.0230515-0.000414469j 0.0128901+0.00467635j 0.000908473-0.0150563j 0.000279802-0.0043382j 0.00565332+0.0344882j 0.00273807+0.00876024j 0.00146284+0.00819907j -0.00196911-0.00761342j -0.0166509-0.00898181j 0.00424318-0.0153466j -0.00662917+0.00923805j -0.0101547+0.0133842j 0.0107705-0.00609875j 0.0152752+0.000111304j 0.0176751+0.00713098j 0.00414654-0.0024559j -0.00510306-0.00387878j 0.00409851-0.00897507j 0.000106063-0.00504559j 
