0.0142359+0.0301485j 0.0233521+0.0784643j -0.0312154+0.0476603j -0.00296171-0.0696216j 0.0235022-0.0128081j -0.0199614+0.073866j -0.0204299+0.0533461j 0.0504426-0.00804301j -0.0233996+0.00995386j 0.0193264-0.0151856j 0.00850476-0.00388688j -0.0452127+0.0731687j 0.0349043+0.027952j 0.0230191-0.0143458j 0.00828993+0.000603839j -0.00686391+0.00303243j 0.0292338-0.00555948j 0.0255222-0.0260817j 0.0244564-0.0193744j -0.0157891-0.0205776j -0.0264271+0.0122623j -0.0283254+0.00429939j -0.00952192-0.000900538j -0.034731+0.016183j -0.0185086+0.0215289j -0.00240163-0.00959663j -0.0243155-0.0104877j -0.00492191-0.00783807j 0.00245871-0.00170271j -0.00964487+0.00487035j -0.023428+0.0137992j 0.0201891-0.00647882j -0.0286257-0.0307619j -0.00344071-0.0188418j -0.00191241-0.0136478j 0.0280165-0.00223341j -0.0213753-0.0286567j 0.0244519+0.0551225j 0.00114386-0.0420727j 0.0102776-0.0732341j -0.0552397+0.0276929j 0.0116972-0.0876019j -0.0346405-0.0480514j -0.191315+0.141487j 0.0183236-0.20766j -0.311703+0.188134j 0.0542859+0.0180843j 0.013296-0.135021j -0.170293+0.13913j 0.027009+0.0540307j 0.0208347-0.0246911j 0.00640678+0.00564143j -0.000424196-0.0462808j 0.0710424-0.0662874j -0.0149097+0.0328493j -0.0385559+0.0185271j -0.00400813+0.00964521j 0.00816361+0.00661241j -0.0132167+0.00297445j 0.00551609+0.0113136j 0.0197861-0.0279669j -0.0149996+0.00890441j 0.00230052-0.00259467j -0.031629+0.0218419j 0.00437505+0.013691j -0.0123459-0.00117894j 0.00196727+0.0020725j 0.0189693+4.1386e-05j 0.0167912-0.0177824j -0.0182833+0.00424659j 0.0053698-0.00600023j -0.0168497+0.0215691j -0.0192139+0.0075264j 0.0080507-0.0044074j -0.00174613+0.000128678j -0.00153872+0.00254252j -0.00227745+0.0185109j 0.0149437-0.0111048j 0.0156584-0.0123475j -0.0135857+0.00153742j 0.0132819-0.0115051j 0.00287549-0.00192842j -0.00263113+0.00442457j 0.0126576-0.0095934j -0.00693556-0.00765125j -0.00112941-0.00302026j 0.0215459-0.0286671j 0.0202927-0.0167457j 0.0084757-0.00604729j 0.0183917-0.00315969j -0.0025325+0.00931358j -0.0231722+0.0150474j 0.0119953-0.0369771j 9.65904e-05+0.0057193j -0.0644026+0.125781j -0.0907689-0.0151369j -0.0840515+0.125488j 0.0640148-0.0223207j 
-0.0137599-0.03089j 0.00144539-0.00998842j -0.0107163-0.0736017j 0.0471344-0.0591599j -0.0486556+0.0350682j 0.0340875+0.0662653j -0.0991406-0.137315j -0.0752244-0.00016934j 0.0500956-0.0638595j -0.0984488+0.00576206j 0.0663554-0.117007j -0.0125421-0.0704713j 0.0391619-0.0614966j -0.0203334+0.0541314j -0.0650547-0.119563j 0.0555573-0.192878j 0.0965179-0.0593574j -0.0882605+0.0127847j -0.128885+0.161493j 0.0433799+0.0448337j 0.0493476+0.0127898j -0.0787181+0.0161515j -0.00242437-0.14725j 0.120095+0.0328598j 0.0576444-0.0199505j 0.0193747-0.0829934j -0.0263452+0.0342186j -0.0415388-0.0764755j -0.0346232+0.0823399j -0.0273535+0.0354253j -0.0930974+0.0510831j 0.00178003-0.077587j 0.0549522+0.0906233j -0.00124523+0.0705326j 0.0438835-0.0412581j 0.0128167+0.0272662j -0.0572119-0.0625832j -0.0705516+0.0143453j -0.0714744+0.0633815j -0.0101069-0.0297348j 0.0503099-0.00507667j -0.0265498-0.00252475j -0.0472964+0.00398778j 0.0202712-0.0642278j -0.00183513-0.011903j 0.0296535+0.0532598j -0.0133409+0.0222885j -0.0198868-0.031817j -0.0442997-0.0371914j 0.0146514-0.0163619j -0.00411012+0.0410305j -0.00218039-0.0160299j 0.0046368+0.00036342j 0.00314614-0.0361839j -0.0171623-0.0273289j -0.0100537+0.0037674j 0.011722+0.0203536j 0.00237104+0.00776917j -0.00718116+0.00338012j -0.00100202-0.0175118j 0.00529025-0.00613018j -0.0159106+0.00703208j -0.00896662-0.00832904j -0.0119764+0.000548174j -0.0111178-0.0187215j -0.0161038+0.014802j 0.00129172-0.0154292j -0.00594707-0.00631731j 0.00432663+0.00695623j -0.0155238+0.0100078j 0.0321816+0.00387105j -0.00479837-0.013347j -0.00060894+6.98128e-05j -0.0173935-0.00167004j 0.00481596+0.00492531j -0.0111437-0.00565695j 0.00277778-0.000421114j 0.00461633+0.00457833j -0.00601223+0.00632022j -0.0076533+0.00207197j -0.0040269+0.000954882j 0.00790605+0.00204101j -0.00224027-0.000311835j 0.00116393-0.0013761j 0.000348404+0.000575609j 0.00153922-0.00190447j -0.00272525-0.00678556j -0.0069346-0.00117144j -0.00680785-0.00489883j 0.00187848+0.00848309j 0.00330766+0.00603912j -0.00200995-0.00414271j 0.00385935-0.0104721j 0.00861765-0.00140138j 0.0090706-0.00357521j -0.000818737-0.0109761j -0.00372015-0.000385446j 0.00385468-0.00835175j 
-0.0154438+0.0154643j 0.00744693-0.0257673j -0.0147238-0.105228j 0.108403+0.0518422j -0.0377436+0.104208j -0.183163+0.00752422j -0.098109+0.109738j 0.0334321+0.103625j -0.0493789+0.0534936j 0.068156+0.051333j 0.0292666-0.076457j 0.0577294-0.111886j -0.214805-0.00637432j 0.0668376+0.120202j -0.143201+0.0189357j 0.0928077+0.000981622j -0.0897143+0.103829j 0.0519453+0.00373934j -0.199782-0.0634833j -0.0592978+0.0283924j -0.0895806+0.0439297j 0.0136522+0.0747488j 0.000568681+0.100384j 0.0160579-0.02781j 0.14339-0.0293909j 0.0346628-0.0264138j -0.0608644-0.00995194j -0.0671376+0.0227797j 0.104423+0.0179848j -0.0224854+0.0613814j -0.0985835+0.0792309j 0.0898729-0.000748972j 0.0712096-0.0304876j -0.105587+0.00813601j -0.0580404+0.0541316j -0.0185247-0.0125154j -0.0561063+0.0204919j -0.0678744+0.00527671j -0.0478629+0.0453452j -0.0408231+0.0397496j 0.0307321+0.0361522j 0.0564294-0.043277j -0.0914398-0.061654j -0.00362179-0.0792742j -0.0283203+0.0173626j -0.00716065-0.0370843j -0.00435568-0.0181559j 0.0810362-0.0278759j -0.0194741+0.0381285j -0.0491138-0.0142273j 0.00407409-0.00475725j -0.0324773-0.000994694j 0.0104095+0.0294102j 0.0224719-0.02033j 0.00313848-0.0251846j -0.0146475+0.0226526j -0.00114615-0.00117504j -0.0258003-0.0230131j 0.00886896+0.0105346j -0.00268156+0.0143857j 0.0108391+0.018187j -0.0256448-0.00394494j -0.0352016+0.0123122j -0.00650376-0.0102072j 0.0206517+0.0105531j -0.0161096+0.00432823j -0.00501733+0.0152644j 0.00411885+0.0022783j -0.001883+0.00032045j 0.00630103-0.00503102j -0.00851364+0.00776457j 0.00682246-0.0110634j -0.00921192+0.00441887j 0.0108145-0.00457393j 0.00396657+0.00547382j -0.0195347-0.00370756j -0.00582953-0.00411645j 0.00834237-0.000234925j 0.00521617+0.00255922j 0.00811829+0.00949107j 0.00470951-0.0219927j 0.000359472+0.00264258j -0.000610209-0.00080089j 0.00624739-0.00891293j -0.00314321+0.00521719j 0.000515628-0.00447912j -0.000454805+0.00216387j 0.000528272+0.00774338j -0.00265602-0.0105448j -0.00776016+0.00857477j -0.00584463+0.00345884j 0.00667348-0.00721492j 0.0183432+0.0023031j 0.00642482+0.00897317j 0.00053146-0.00194656j -0.00942915-0.00488579j -0.0128069+0.00151664j -0.0065377-0.00662672j 
-0.0218582-0.0161892j -0.0196794-0.0442428j 0.0342113+0.0387093j -0.040978-0.0669851j -0.0562686+0.0545976j -0.072564-0.10394j -0.0506591+0.0252132j 0.075517-0.154827j 0.139467-0.087712j 0.0812574+0.0486533j 0.042708+0.0413514j 0.0262759-0.0162365j 0.0495259+0.0869193j -0.00684476+0.276393j 0.126052+0.0986704j 0.0387127-0.0472413j -0.026612+0.00657169j -0.0169687-0.0626465j 0.0199337-0.0558941j -0.0226438+0.0964346j -0.0512448+0.0235875j 0.0553544+0.00458466j 0.0609344+0.0321302j 0.00267818+0.072259j 0.0195625+0.0128308j 0.0653021+0.0409444j -0.0616921+0.0220915j 0.0211591-0.062312j 0.0251885-0.0171054j -0.00354393+0.0402868j 0.0431211+0.0162662j -0.0647478-0.0205933j 0.0103421+0.106906j 0.0407362+0.136936j -0.00804874+0.041555j 0.0139279-0.00635885j 0.00907957-0.0872367j -0.0224561+0.00859458j 0.0247008-0.0366268j -0.0148789-0.0370983j -0.00379732-0.0296348j -0.0621386+0.00151827j 0.010433+0.0425356j 0.040244+0.0112759j -0.0321803-0.0479856j -0.0239552-0.0190848j 0.0409625-0.0497553j 0.0180265+0.031103j -0.0229396+0.0250709j -0.0233409+0.0218674j -0.0214248+0.0232585j -0.00391313-0.00808951j -0.00736027-0.0216682j -0.0189915-0.0134808j -0.0291208-0.0290309j -0.0168238-0.0168596j 0.00484639+0.0177188j -0.00583445-0.00802893j 0.00281748-0.0231893j -0.00764931+0.0107472j 0.00168822-0.0363167j -0.013+0.00284863j -0.0051397-0.0039934j 0.0126571-0.00588337j 0.0204684-0.0193025j 0.0119541+0.00571775j -0.00494756-0.00534831j 0.00630811-0.00838392j 0.00160664-0.00251534j -0.00284204-0.00391175j 0.00228349+0.0074582j 0.00306901-0.00670949j -0.0028437-0.00179479j 0.0066383-0.00191147j 0.0027884-0.0109181j -0.00873579+0.00910267j 0.00452572-0.00294854j 0.000622249+0.00072272j -0.000872199+0.00505776j 0.00637685+0.00513863j -0.00226229-0.000335642j 0.000771874-0.00694599j 0.00309894-0.00298985j 0.00453837-0.00646624j -0.00129588+0.000106329j -0.000891691-0.00385795j -0.00384455+0.00178155j 0.00731075-0.000184864j 0.000330057+0.00147627j -0.00166426-0.00379944j 0.00229501-0.00533407j 0.00253256-0.00161958j 0.000568492+0.000654439j -0.00205299-0.000606961j 0.00550373-0.00315345j -0.00117408+0.00629436j -0.00224827+0.00534778j 0.00375121+0.00261683j 
0.0107949+0.0372916j -0.0419321-0.0375226j -0.0310045+0.0208471j -0.0279244-0.0254217j 0.0167917+0.145965j -0.141795+0.0732031j 0.139604+0.0649254j 0.0462736-0.143109j -0.0924269+0.0806721j -0.0507372+0.0339561j 0.0633736-0.0138763j -0.044275-0.0915723j -0.0490575-0.0145985j -0.114495-0.156991j -0.113054-0.096101j 0.06786-0.0188542j 0.0897187-0.0749464j -0.0424165+0.0180792j 0.0700687+0.139276j 0.0496366-0.0648441j -0.0473049-0.0974501j -0.0430566+0.0787421j -0.0395119-0.046472j -0.0199591-0.111873j 0.0937366-0.0082658j -0.0394546-0.0633436j -0.0816122+0.0375201j -0.0479279-0.0300176j 0.0583384-0.0152293j -0.00640955-0.00509227j 0.00770117+0.028878j -0.00656025+0.00172232j 0.0645898+0.0290639j 0.00797126+0.0750036j -0.0295326+0.0466103j -0.0023016+0.0273759j 0.006707-0.0553958j -0.0518927+0.0122875j 0.0197413-0.0365628j -0.0169706-0.0108624j 0.00441446-0.0226253j -0.0055076+0.0302047j -0.00652636+0.0249988j -0.0535039-0.0322153j -0.0105473-0.0431966j -0.0481048-0.0293611j 0.00658463-0.0726021j 0.0478086-0.0495735j 0.0534912+0.0171446j -0.0206941+0.043175j 0.029565-0.0107357j 0.0124898+0.0107378j 0.00438185+0.0264966j 0.0155866+0.00150231j -0.0132778+0.0244471j 0.00403486-0.0160845j 0.00960022+0.0160078j 0.00938065+0.0214675j -0.0223327-0.000701184j -0.0160742-0.0104543j 0.0115141-0.0149314j -0.0111645+0.00979245j 0.0245177+0.000961185j -0.0164084+0.00205656j -0.00115835+0.00228142j 0.0146408-0.0033152j -0.00135386+0.00516871j 0.0120652+0.0119252j 0.00298516-0.0106531j 0.0105889+0.000128853j -0.00248859+0.00240848j 0.0100911+0.00064076j 0.00551183-0.0011296j 0.0069502+0.00419093j 0.0172799+0.00210344j -0.00657116+0.000656527j 0.00051846+0.00394696j 0.00757513-0.0100844j 0.011836+0.00177506j 0.0181756+0.00446283j -0.00209135-0.0113941j 0.00128563-0.00356169j -0.00645411-0.00610593j 0.00332671-0.00922206j -0.00728497-0.0032985j -0.0126152-0.00381917j 0.00367981+0.00725997j -0.00617722+0.00285156j -0.000218729-0.0146793j -0.0138664-0.00227815j 0.00401536-0.011932j -0.00912403-0.00658916j 0.0114877+0.00139752j -0.00756703+0.00600384j -0.0107467-0.00788237j -0.00404+0.00825857j 0.00205653+0.0155707j -0.00811699+0.0114677j 
0.0204246-0.00127219j 0.0230365-0.0139922j 0.122898-0.0234152j -0.0381561+0.159298j -0.0801491-0.0708118j 0.129326-0.136573j 0.00147715-0.0221801j 0.032879-0.124863j 0.0175915+0.132221j -0.0759635-0.158631j -0.0701383-0.16023j -0.0410271+0.148824j 0.157107+0.0199781j 0.18429+0.0172218j -0.00401874-0.0170117j -0.107215-0.109933j 0.0236858+0.01787j 0.0703028-0.00963431j -0.0548149+0.0494718j -0.0304203-0.0179866j 0.0118717-0.0129949j -0.0778247+0.00670138j 0.0452632-0.091851j -0.00206458-0.0347047j 0.0998747+0.0123675j -0.00679145-0.0276315j 0.00962379-0.0971928j -0.104787-0.00784807j 0.00720194+0.00430548j -0.0128052+0.00567614j 0.0463925+0.0465489j -0.0156798+0.00940072j -0.114029+0.0105342j 0.00465996-0.0357858j 0.0379564+0.0136164j 0.0361793-0.0136818j -0.0608543+0.03634j 0.079783+0.0802692j 0.0313761-0.017287j -0.0659842+0.0195704j -0.0431802+0.0696514j 0.08385-0.0209393j 0.0334308-0.0930026j 0.0418209-0.0222485j 0.0195083+0.00652557j -0.0302973-0.0196958j 0.0397539+0.0194362j -0.0434156+0.0807395j -0.0154549-0.0292577j 0.0242356+0.0318713j -0.0125937+0.00177832j 0.00346901+0.00493857j 0.00311177+0.0148808j -0.0163065+0.00953748j -0.028758-0.00118796j -0.000249016-0.0275273j 0.0176996-0.00513182j -0.00322043+0.010629j -0.00950572-0.0122215j -0.0114174+0.0024216j 0.0103882-0.0176962j 0.0082705-0.00450859j 0.00489234+0.018938j -0.0180568-0.00262333j 0.00654302+0.0053113j -0.00964562+0.0207006j -0.00724573-0.00944926j 0.00346884-0.0111553j 0.00190521-0.00323625j 0.00264447-0.0102661j 0.00433675-0.00428593j -0.00850203-0.0110428j 0.00995167+0.00553542j 0.0125939+0.00209945j -0.000451738+0.0119699j 0.0123798-0.00545375j -0.0160213+0.00470815j 0.00800975+0.00475612j 0.000669571+0.00703608j -0.00431726-0.0119801j -0.000812637-0.0114987j -0.00170762-0.00605805j -0.00126485-0.00381955j -0.00100679+0.00220993j -0.00487849-0.00222815j 0.00546829+0.000505956j -0.00411519-0.00363561j 0.00167223-0.00112066j 0.00232209-0.00412631j -0.000862633+0.0044671j -0.012798-0.00186561j 0.00381313+0.00901313j -0.0110811+0.000799692j 0.0059232-0.0058048j 0.00491234-0.00686858j -0.0171613+0.000320317j 0.00506231-0.0084915j 0.00609198+0.0133011j 
-0.0250892-0.0323134j -0.00395034-0.0235404j -0.0518459+0.0916926j -0.171835-0.00763215j -0.0274712-0.0702853j 0.00859785-0.0513823j -0.076743+0.0813903j 0.103203+0.174927j -0.0247018+0.0280039j -0.0909587+0.0566828j -0.108187+0.0294776j -0.0894718-0.0309792j -0.0101242-0.142263j 0.026194+0.0269135j 0.0557709-0.0648505j -0.104728-0.036329j 0.0594866-0.0535093j 0.0560827-0.0215965j 0.0312383+0.0442155j 0.0427032+0.0271457j -0.0422515+0.0530883j 0.0294651+0.0163472j 0.0337822-0.065379j 0.0293064+0.0686328j 0.00179513+0.0153696j 0.0777129+0.0750195j -0.0845334-0.0188154j 0.00814086+0.0287768j -0.0953482+0.00830701j 0.0362168+0.0149184j -0.0622632+0.0331024j 0.015547+0.0243475j 0.0580775+0.0587631j 0.0382952+0.0231699j 0.00330792+0.0145697j -0.0919537+0.0715209j -0.0502137+0.049844j -0.0731341-0.011181j -0.0235773-0.0476503j 0.0463155+0.0291807j 0.0326512+0.0332487j -0.0621217+0.037434j 0.0988583+0.0252367j -0.0204581+0.0345559j -0.0610324-0.0428769j 0.0297704-0.0390831j 0.055984+0.0645j -0.0254971+0.00437177j -0.0102813+0.0622017j -0.0318551-0.0125171j 0.0122157-0.0407569j 0.00464273-0.0215835j 0.0185066+0.00698404j 0.0232474+0.0159538j 0.00850564+0.0110878j -0.0330379-0.0115062j 0.00590496-0.00136793j -0.00366221+0.00697548j 0.00674176-0.00802961j 0.00597025+0.00232684j -0.0158793-0.0154222j 0.0051753-0.000138202j 0.015966-0.0119252j 0.00658003-0.00571351j 0.00664507+0.00384746j 0.0137753-0.00381801j -0.0112063+0.00331822j 0.00803151-0.0224727j -0.0104283+0.00411666j 0.00974132-0.00959361j 0.0250901+0.00274322j -0.00695741-0.0107493j 0.00876145+0.00715775j 0.00483966-0.00778707j 0.0010378-0.00939624j -0.00408485+0.000929955j 0.00137989+0.010998j 0.0033137-0.00177525j 0.00368086+0.0062141j 0.00323672-0.00143238j 0.00266814-0.00818179j 0.00365243+0.00189065j -0.00138892-0.00203624j -0.000422939-0.000137609j -0.00408055+0.00111752j -0.00695418+0.00121459j 0.00119456-0.00330876j -0.00905317+0.000714378j 0.00119215-0.01264j -0.00924012-0.000595255j 0.00748445-0.0010917j -0.00225883-0.00905101j 0.00682986+0.00329385j -0.0102106-0.00448066j -0.00876839-0.012461j 0.00960252+0.012391j 0.0110226+0.0185759j -0.00310508+0.00950036j 
-0.0745196-0.00643307j -0.0369139-0.0498036j 0.11348-0.0125762j 0.0227813+0.0721386j 0.0558767-0.105259j 0.0656285+0.0296844j 0.0819404+0.0802496j 0.0369581+0.0967895j -0.033653+0.0903147j -0.114222-0.120852j -0.0763844-0.141871j 0.061278-0.102559j 0.100866+0.0613383j -0.0552945-0.0947368j -0.0629497+0.0756449j -0.0581673-0.0131844j 0.126487+0.0366013j 0.203201+0.0182094j -0.00464848+0.0647984j -0.103656-0.0700002j -0.240709+0.0119056j 0.013531+0.141259j 0.00268146+0.0542385j -0.0242652+0.0417271j 0.112169-0.10079j 0.0445115+0.0420884j -0.0094538+0.0277995j 0.00754693+0.0321671j -0.00329445-0.0144015j 0.0242516+0.0092397j -0.0199588+0.0712434j -0.0443501+0.0167497j -0.0221607+0.0174019j 0.0437354+0.0649375j 0.0652025+0.102833j -0.043568+0.00290717j 0.0454921-0.0398834j 0.016365+0.0299348j 0.0204484-0.0570141j 0.0203479-0.0134835j -0.0286071+0.0283457j -0.0304438-0.0278763j -0.0118321-0.0430525j 0.0807436+0.0316066j 0.00879066+0.0576455j -0.0386469+9.04148e-07j -0.0394583+0.0320847j -0.0267861-0.00861847j 0.0089461-0.00032282j 0.00766783-0.0166253j 0.00133801-0.0068114j 0.0384551+0.0258744j 0.001168+0.0180635j -0.0206413-0.00414108j 0.0101278+0.0135583j -0.00497843+0.00648315j -0.0168722-0.0148042j -0.00212651-0.0117061j -0.00600545+0.0129426j 0.018642+0.00672367j -0.00227058+0.00578796j 0.00405256+0.000438346j -0.00709179+0.0254868j -0.00150004+0.0118539j 0.0226459+0.00744841j 0.0196065-0.000662989j 0.00205412-0.000870274j 0.00585357-0.00366832j -0.0118161-0.00488624j -0.0031623-0.00541266j -0.00533186+0.00170579j -0.0107729-0.00730274j 0.00484116-0.0103841j 0.0214711+0.000737463j 0.00522012-0.00377758j -0.008451+0.0119209j 0.00565333+0.000156675j -0.00696288+0.0127601j -0.00244976+0.00519548j 0.011283+0.000147417j -0.0025505-0.00642264j -0.000710424+0.00150161j 0.00191235+0.0100028j 0.0014072-0.0150128j 0.00676819+0.00790357j 0.0116175+0.000799073j -0.00160313+0.000974994j 0.0220301-0.00671991j 0.00798911+0.012883j 0.00118876-0.00476186j -0.00424288+0.001201j 0.0152814-0.00486798j 0.00768757-0.00105887j 0.0117095+0.00571721j 0.0193663+0.0088093j -2.78554e-07-0.00130113j -0.00534793-0.00445277j -0.000912692-0.000607213j 
-0.0377588-0.0600738j 0.0957376+0.0004261j -0.0456835+0.0124594j -0.00826233+0.0442264j 0.0118275+0.0132779j -0.0979238-0.0145315j 0.0741177+0.166495j 0.124288-0.0820452j -0.0135145+0.15633j -0.103222+0.0288782j -0.0891442+0.152897j -0.0433831+0.0542663j 0.0248163-0.028806j 0.00650165+0.000941018j 0.052166-0.0530526j -0.0865396+0.110285j 0.0219966-0.0416396j 0.010195-0.0911227j -0.0508837-0.0217714j 0.0437291-0.116509j 0.0077225+0.0390484j 0.0531209-0.0547729j -0.0607089-0.0651909j 0.214668+0.0429992j -0.115524-0.0842499j 0.0404158+0.0588204j -0.0252828+0.0688106j -0.0804229+0.0795481j -0.0191702+0.084593j -0.0467148+0.0421256j 0.0393472+0.0673663j -0.0922753-0.0327428j 0.0453017-0.0167921j 0.0786462-0.0239309j -0.00396592+0.000167983j 0.00393644+0.0601112j -0.0536509+0.0911877j 0.0843009-0.0285914j 0.0671478+0.0131504j -0.00869888-0.0200629j 0.00932951-0.0456329j 0.018029+0.0110248j -0.00280732-0.0491005j -0.0240814-0.0360505j 0.023743+0.043461j -0.0187556+0.0106169j -0.00225269-0.0222901j 0.0296413+0.038444j 0.035289+0.0121061j -0.0166774+0.0430472j -0.0404516-0.0359428j 0.0341582-0.00200222j -0.00285644+0.00156614j -0.0169968+0.00620276j -0.00671007-0.00290351j 0.0116675+0.00889566j -0.00302549+0.00450328j 0.00505911+0.00585204j 0.0162294-0.0137522j -0.0115619+0.00788759j -0.003189-0.0354538j 0.0223454+0.0104183j 0.00834069+0.00598918j 0.0162979-0.0179108j -0.00231733+0.00235337j -0.00221775-0.00658702j -0.0064285+0.000434848j -0.0041643-0.00416296j -0.00533506-0.0071989j 0.00457781-0.00442558j 0.0102297+0.00640739j 0.00377703-0.00591986j 0.00850568-0.00339129j 0.00464242-0.00265487j 0.00805444-0.00425012j -0.00850509+0.00215717j 0.00651913-0.00321993j 0.00200281-0.00130774j 0.00403039+0.00472416j -0.00652911+0.00228128j -0.0109688-0.00119991j -0.00427394-0.00861453j 0.00202445-0.00533348j 0.00811805-0.000864572j 0.00288108+0.0135338j -0.0146687-0.00343076j -0.00497096+0.0129301j 0.00746481-0.00457464j 6.23684e-05-0.00197094j -0.00353826+0.000763392j -0.00777395+0.00514512j 0.00502625-0.00389138j -0.00374222+0.00214404j -0.00122396-0.00671511j -0.00675911-0.0103668j -0.00574774-0.00359371j -0.00544654+0.00173331j -0.00621856-0.00684946j 
0.0543915+0.00395273j -0.0244292+0.0617212j 0.0281713+0.0579082j 0.00686605+0.0218012j -0.0680641-0.0314501j 0.100762-0.00784327j 0.088734+0.132436j 0.157689-0.131175j 0.113589+0.080056j -0.0638756+0.123788j 0.123629+0.033144j 0.1506+0.0565275j 0.0329359+0.0418444j 0.179841-0.0298911j -0.0865644-0.190426j -0.0876128-0.0336572j -0.102493+0.0821424j 0.0717436+0.126373j 0.00758675-0.0297907j -0.00550524-0.0128139j 0.044482-0.090675j -0.0277092-0.1179j 0.0117099-0.0543555j -0.12119-0.0882125j 0.0351915+0.107411j -0.0451727-0.0411396j -0.0241713+0.0300951j -0.0670927+0.0310256j 0.0260144-0.0221096j -0.0485144+0.033147j -0.027412+0.0459575j 0.000748306+0.0124311j -0.058682-3.40898e-05j -0.0156349-0.0761638j 0.00352497-0.0428253j -0.0820109+0.0728426j 0.0378386-0.0108868j -0.00868593+0.019924j 0.043072-0.013227j 0.0647417-0.0325859j -0.011841-0.0214305j 0.00168062-0.00430931j 0.0140379-0.00678856j 0.0278897+0.0659078j 0.0491599+0.0300434j 0.022347-0.0108559j 0.0312052-0.00657263j -0.0480194+0.0213825j 0.0191842-0.0108136j -0.00146443+0.014894j -0.0470943-0.0136284j 0.0110069-0.0277079j -0.00743769+0.00100018j -0.00578865+0.0009007j -0.0129691-0.000541329j -0.0103067-0.00605905j 0.000761259-0.00313255j 0.00560442+0.0045598j 0.00645124-0.0230321j -0.00348455-0.00567454j -0.00803249-0.00470464j 0.00288056-0.00616516j 0.00817717-0.0112077j -0.0180478+0.0117027j -0.0189286-0.00288621j -0.000825698+0.0244338j -0.00396186-0.00625729j -0.000748097+0.00640544j 0.00634809+0.000854818j -0.00338014+0.0127528j -0.00161631-0.00112224j -0.0010215+0.00199056j 0.00557131-0.000311884j -0.00306395+0.00784401j -0.00191625+0.00293415j 0.0113437-0.00191835j 0.0116852+0.0116168j -0.0131738-0.00296713j -0.00812228-0.00248636j 0.0059352-0.0090172j -0.00785213+0.00434189j 0.0059182-0.00527787j -0.00530706+0.00640336j 0.000469715-0.00898903j 0.00379415+0.00729681j 0.00517392+0.00156431j 0.00414742-0.00793701j 0.00217513-0.00628141j 0.00544076+0.000695785j -0.0124208-0.00125865j -0.00378562-0.00121384j 0.00277149+0.00789171j -0.00381142+0.00255805j -0.00272241+0.00035261j 0.00262634+0.00444399j -0.00261111-0.00154627j 0.00571397-0.00887316j -0.00482709-7.27963e-05j 
-0.0474787-0.00986656j 0.0330306-0.0553311j 0.0313258-0.0660381j 0.107523+0.0709922j -0.0579937+0.115766j 0.050389+0.104549j 0.139049-0.102537j -0.0992334-0.0884121j -0.0260394+0.0766434j 0.0687355-0.109864j -0.0246743-0.0394428j -0.129943+0.0280912j 0.0353546+0.0680945j -0.0315876+0.0641634j 0.0146182+0.0528449j 0.095692+0.0050333j 0.0252782+0.0680892j 0.0140298-0.0685384j -0.127167+0.047703j 0.0421323-0.0626668j -0.0484627+0.10449j 0.0890148+0.0153839j -0.0241268+0.0522825j 0.0540351-0.00842258j 0.0338602-0.028784j 0.00984125+0.0749349j 0.0152165+0.0381242j 0.0256573+0.00992737j 0.0219076+0.0380742j 0.00404148+0.0208411j 0.00116559+0.0478509j -0.0533798-0.0142158j 0.00381492-0.0388351j -0.0161855-0.0226882j -0.0266981+0.0132651j -0.053506+0.0664949j -0.0531994+0.0933525j -0.0436819+0.0236692j 0.0420851+0.0354319j -0.027995+0.0515199j 0.00961212+0.0462142j 0.0607781-0.00743563j -0.0984245-0.0114731j 0.0450112-0.0617677j 0.0603568-0.00797354j -0.0180738+0.0391902j -0.00179507-0.0441499j -0.0219386-0.010883j -0.0202897-0.0425566j 0.0396261-0.0261793j 0.0250132-0.00205423j -0.00349658+0.020376j 0.0126173-0.0055503j -0.00778413+0.00568097j 0.00250066+0.00816447j 0.00589945-0.00569553j -0.00264164+0.0243548j -0.000910847-0.0244733j 0.0233009+1.51405e-05j 0.00142268+0.00690651j 0.0113711+0.00698872j -0.0207072+0.0144614j -0.0117048+0.00752187j 0.00931979+0.00758193j 0.00121219+0.000323638j -0.00299482-0.0044479j -0.00277561-0.00374024j 0.000528843+0.0135135j -0.0120067+0.00320356j 0.00475387-0.00831265j -0.00201252-0.00591045j -0.00340176-0.0102031j -0.00128498+0.00515801j -0.00448746+0.00207257j -0.00312718+2.37107e-05j -0.010715+0.00456036j 0.000408846-0.00841669j 0.00865472-0.00586013j 0.000103697-0.00351276j -0.00465561+0.00826786j 0.000316648-0.00226388j 0.00495029+0.000170783j -0.00499527-0.0064943j -0.000931088+0.00715643j 0.0115833+0.00440187j -0.00982621-0.00222612j -0.000630121+0.00146817j -0.00552261+6.17216e-05j -0.00621985-0.00848985j -0.00140039+0.00861312j -0.00467562+0.00937362j 0.0107175-0.00520116j 0.00983475+0.00505071j 0.00266082+0.00188676j 0.00273854-0.00328j -0.00628636-0.000156009j -0.00938801-0.000439107j 0.00243752-0.00725438j 
