-0.0663108-0.0218719j -0.0640032-0.0112671j 0.0441697+0.0790939j -0.00413416-0.0211753j 0.0103223+0.029494j -0.0118785+0.0312355j -0.0303774+0.030398j 0.00721073-0.0396555j 0.0322063+0.0128351j -0.018103-0.023545j -0.0400702+0.0125448j 0.0044344+0.0291597j -0.0375752+0.00725964j 0.034375+0.00515414j 0.00696263-0.0104972j -0.017855+0.0082599j -0.0126823+0.00664226j -0.0188567-0.0075591j -0.0164799+0.00686767j 0.0499598-0.0497976j 0.00512222-0.0010107j -0.0131313-0.00393077j -0.0240506-0.00471583j 0.0386706+0.00886555j -0.00545271-0.00799769j -0.0230162+0.0148724j -0.0147322+0.00540248j -0.00330581-0.00275798j 0.0161317-0.0632555j -0.0271801+0.0477278j 0.0152204-0.0313438j 0.00735665-0.0041614j -0.010952+0.00520975j 0.0112223-0.0024628j 0.0162601-0.024814j -0.020178+0.00391618j -0.0267316-0.00516656j -0.0113437-0.0278549j 0.00185356-0.0110131j -0.0204617-0.00518777j 0.0106484-0.0319238j -0.0162572+0.00834113j -0.0101761+0.00701204j 0.00505415-0.000488884j -0.0163326+0.0015814j -0.0240861+0.0109255j -0.0277464-0.0191488j -0.0078612+0.00912666j -0.0230063+0.0111369j -0.00417176-0.0605837j 0.0542878+0.00213695j -0.0602403-0.0232475j 0.00983132-0.0329504j -0.0387152+0.0122529j -0.0104534-0.0163668j -0.0500707+0.0604543j 0.0366793-0.00948355j -0.0719628-0.0158874j -0.147811+0.0779822j 0.0655632+0.0081369j 0.00230422-0.173899j -0.0316999+0.105257j 0.0633206+0.00242219j 0.0763227-0.0741285j -0.0736638+0.00338665j 0.0697776-0.0188929j -0.113101+0.0909153j 0.235478+0.163722j 0.092338+0.22065j 
0.0374529-0.0388872j 0.0532036-0.0428417j 0.00106801+0.0592483j -0.0154028-0.0348051j -0.051479+0.0286218j 0.0439795+0.0593325j 0.055203-0.0779437j -0.0476631-0.0616227j 0.086788-0.0639793j 0.0154795+0.0190573j -0.0364933-0.0489405j 0.0608236-0.034291j -0.0511205-0.0518047j -0.0630385-0.0253981j -0.0334418+0.0143005j -0.0220865+0.00201741j 0.0193792-0.0173124j -0.0638848-0.00809401j 0.0385433+0.0330232j -0.0638207+0.0559656j -0.0479823+0.00562559j -0.0373678+0.0154192j 0.0315547+0.0174554j -0.0367796-0.0901039j 0.0210743+0.00658252j 0.048072+0.0288566j 0.00300225+0.0629014j -0.0177992-0.039749j -0.0430479-0.0241267j -0.00761775+0.0527187j -0.0133197-0.0566025j 0.0663947-0.118958j -0.0754172+0.0469325j -0.131042-0.115694j -0.0495216-0.0412437j -0.0594378-0.0182251j -0.0380161+0.0412579j 0.0570314-0.00300763j -0.0320307+0.00869159j 0.0671416+0.0381744j 0.00502516+0.0849267j 0.0107708-0.00561768j -0.0681251+0.0353817j -0.0180203-0.10828j 0.0221536+0.166557j 0.0490001+0.0877466j -0.0663202-0.00720467j -0.0515799-0.108821j 0.0315445-0.0297392j -0.0596954-0.139611j 0.064241+0.0679154j 0.0925625+0.0579807j -0.0615573-0.102112j -0.0453863-0.0708046j -0.0246425-0.00624437j -0.0751701+0.0373953j -0.0296953-0.0557258j 0.0307808-0.171666j -0.148561-0.0166213j -0.000520197+0.0545763j 0.0792946-0.153596j -0.0750039+0.162232j 0.009609+0.115705j -0.0562161+0.0968079j -0.0340308-0.0495765j -0.000534638+0.0144464j -0.00735023-0.00970686j 0.0115767-0.0894517j 0.141869+0.203479j 
0.0421081-0.0491375j 0.0163768+0.0495463j 0.0436052-0.00629381j -0.0103105+0.0399059j -0.0257581+0.0216147j 0.028067+0.0124183j 0.0225199-0.0555957j -0.0417567-0.00286913j -0.011956-0.0176782j 0.00717325-0.0361361j 0.0234221-0.00861364j -0.0355497-0.00251997j -0.0576317-0.0394443j -0.030852-0.0108063j 0.0224885+0.00220983j -0.0342062-0.0387284j -0.00560611-0.023123j 0.0512265+0.0338157j 0.0060099+0.0567455j -0.00534572+0.0447274j -0.0662815-0.052297j -0.0379302-0.0455763j 0.0050663-0.0575332j 0.0629774-0.0473521j 0.00914834-0.0298444j 0.0474801-0.0410783j 0.00384076-0.000720148j 0.0102683+0.015842j 0.0191194-0.0865711j 0.0286248-0.0447453j -0.0580028-0.0106764j -0.00862033+0.0905371j -0.0485205+0.00342793j 0.0110765+0.0128889j -0.0404902+0.0214981j -0.0413888+0.0171882j -0.0352151-0.0276202j -0.0179379-0.0335682j 0.00789191+0.0395644j 0.0427811-0.0269074j -0.0215032-0.0821113j -0.0290699-0.0804977j -0.023835-0.00946993j -0.105063-0.127062j -0.0427687+0.0285206j 0.0365799+0.0536633j -0.0736955+0.0484182j 0.0121585-0.022954j 0.0519994-0.0638271j -0.0141448-0.0589845j -0.0416714+0.037159j 0.0557634+0.110877j -0.0990662-0.0356936j -0.209349-0.193774j -0.122315-0.0640631j -0.0262239-0.0672232j -0.143424+0.111171j -0.0752789-0.031399j 0.196418-0.276992j 0.00629411-0.0949322j -0.051866+0.151751j -0.0539246+0.0741927j -0.0860957-0.0538013j -0.00157452-0.142317j 0.16254+0.0294797j -0.0516898+0.0455721j 0.0633946+0.025796j -0.0889606-0.0768721j -0.0156374-0.0882098j 
-0.025867+0.039696j 0.0211122-0.0536141j -0.0212453-0.00370059j -0.0192352-0.0412863j 0.00571484-0.0167683j 0.0321256-0.0182933j 0.00100784-0.00414854j -0.00208125+0.0251076j 0.0311779+0.0348513j -0.0427622+0.0809708j -0.0256087+0.00603031j 0.0665517-0.0365333j 0.0521505-0.0405774j -0.0089926-0.00809239j -0.0231373+0.0174474j 0.0383643-0.0194007j 0.0265196-0.0218021j 0.0109029-0.0288271j 0.0101686-0.00958557j -0.0731132+0.000893075j 0.0658508-0.00448949j -0.0300624+0.0101968j 0.0220141+0.0154961j 0.0239899-0.0147124j -0.0246552+0.073062j 0.0433364-0.0455887j 0.0470015-0.0351062j 0.0420503-0.0184386j -0.0845714-0.0151051j 0.030997+0.00800835j 0.0273037-0.00811566j -0.0720021-0.0321301j 0.0152578-0.0690342j -0.0222142-0.0166491j -0.0229109-0.0313829j -0.022603-0.0316299j -0.0194164-0.0340439j 0.0282695-0.00532265j -0.00984247-0.0568614j -0.00476608-0.0483377j 0.0381464+0.118862j 0.00669174+0.000490399j -0.0884054+0.0551755j 0.018925-0.000601365j -0.0170673-0.0224064j 0.0438319+0.0863966j 0.0347979-0.0122285j -0.0262704-0.00729576j 0.116403-0.0454445j 0.111286+0.0451497j -0.0418008+0.141578j 0.0681174-0.00341404j -0.0648278+0.0990362j 0.0460878+0.151958j -0.131945+0.127469j -0.0477204+0.201836j 0.115221+0.0721876j 0.114799+0.015706j 0.105056+0.128176j -0.0905052-0.178435j 0.187789-0.015194j -0.111382-0.115587j -0.0568001-0.0691213j 0.0630544+0.0290923j 0.0020663+0.0727885j 0.0336017-0.0176835j 0.0429439-0.0752372j -0.0148533-0.0167207j 0.0134403-0.044214j 
-0.00565087+0.0209892j 0.0245681-0.0281235j 0.00202499+0.0336762j -0.0237188+0.0122425j -0.0217341+0.00717448j -0.0201677+0.0428703j -0.027859+0.0194545j 0.00930692-0.0125365j 0.00864741+0.0122707j 0.00676044+0.0165874j -0.035798+0.0124101j -0.0457044-0.000537019j 0.0272114-0.00327584j -0.030921-0.0433124j -0.0103491+0.0103519j -0.00548285+0.013182j 0.00843892+0.00207143j -0.00458284+0.00608252j 0.0404236-0.0136154j 0.0243125-0.0564823j -0.0335726-0.0468269j 0.0694102+0.0169166j 0.065327+0.0162126j -0.0350095-0.033627j -0.0103623+0.0477566j -0.00642559-0.0178322j 0.039735+0.0247795j 0.0324761+0.0275434j 0.0637063+0.031641j 0.00760811+0.0228316j 0.0517799+0.0125163j -0.0500658-0.0490136j -0.0632952+0.0445829j -0.0420573-0.082522j -0.0414017-0.0240726j -0.0498082-0.0184282j -0.0533398+0.0718898j 0.0115403+0.109246j -0.0353067-0.0636479j -0.0395759+0.0105106j 0.0157483+0.00524907j 0.0128788+0.0924738j 0.0124242+0.00154776j -0.0111108-0.00529256j 0.050188+0.149772j 0.0405559+0.0827266j 0.0414923+0.0619788j -0.113996+0.0465408j -0.0448785+0.0600706j 0.0824838-0.156202j 0.0941073-0.0739897j 0.108562-0.0313841j 0.118604+0.0980196j -0.0878181-0.0975119j 0.0170124+0.0453472j 0.0367796+0.0364882j -0.0359439-0.0561318j -0.23835+0.0392373j 0.064523+0.00333903j 0.0836707-0.146052j -0.238848-0.151133j -0.103513+0.0232174j 0.0389352-0.0119061j 0.0175577-0.07288j 0.0415059-0.0141945j -0.0473123+0.0293593j -0.0112591-0.0558555j 0.115658+0.204507j -0.0737037+0.0606858j 
-0.0332801+0.00732679j -0.0120822+0.0354156j 0.0340222-0.0290662j -0.0144971-0.0258164j 0.00152254-0.0145798j -0.0348857+0.0036444j -0.0405691-0.0484869j 0.0220973+0.000460821j 0.0121773+0.0371379j 0.0252123+0.0337466j 0.0196388-0.0519129j -0.10636+0.0420029j 0.0736912+0.0434698j -0.0345642-0.0134423j -0.0488594+0.0112927j 0.0335875+0.00455822j 0.0721388-0.00196076j 0.0229893-0.0399635j 0.0496274+0.0150484j 0.0411345+0.0275548j -0.00534223-0.000902614j 0.0660629-0.0640529j -0.00384613+0.0210056j -0.0541564-0.00822196j 0.0140034+0.00214687j 0.0220782-0.00916912j 0.0117992+0.0032577j 0.0103871+0.0207216j -0.0508399-0.0172081j -0.0139639+0.00196606j 0.0181313-0.0594935j -0.0561641+0.0247588j -0.0293644+0.00450081j -0.102162-0.024861j -0.0141866-0.116863j -0.0956983+0.0245712j -0.0123463+0.0109811j -0.108166+0.0981858j -0.0606604+0.0229367j 0.112617-0.0600202j 0.110767+0.0448506j 0.0851874+0.0927545j 0.0585033+0.0637787j 0.0074417-0.0329319j -0.0219997+0.0252328j 0.0351627-0.0512993j 0.265686-0.0278567j -0.197762+0.00531596j -0.106624+0.0273563j 0.0108932+0.00220394j 0.258232-0.0777223j -0.0973011+0.0173226j 0.243814-0.0204015j -0.110325+0.0510841j 0.1605-0.102238j 0.0505744-0.0970742j 0.0268787-0.133312j -0.00148833+0.0599092j -0.00238764+0.0540428j 0.0779798+0.0183769j 0.191224+0.102836j -0.0881646-0.0194046j -0.0565827+0.0651681j 0.117474+0.0401979j -0.0413024-0.01124j 0.0641287-0.0138134j 0.0472388-0.00135843j -0.0233842-0.0973461j 0.0446699+0.0216134j 
-0.015523+0.0159149j 0.00246489-0.045951j 0.0162534+0.0392926j -0.00394738-0.0120294j -0.0169395+0.0301028j -0.00203264+0.0283131j -0.000739966-0.0141746j 0.0286292-0.0482901j -0.0191423+0.0345119j -0.028144-0.012735j 0.00427766-0.0215839j -0.00918702+0.0353571j 0.0497437-0.00314103j 0.0377533-0.0085603j 0.0106219+0.040333j 0.00408173+0.0227565j 0.00789951+0.0235702j 0.0293667-0.0401809j -0.0236502+0.00870418j -0.0424326+0.00425041j -0.0108887-0.0217499j 0.0199915+0.00506311j -0.0109274-0.0206165j -0.027686+0.0522509j 0.00277857+0.0508216j 0.0368476-0.0435457j 0.0355179+0.0135713j 0.0204524-0.011409j -0.0294627+0.0222275j 0.0400363+0.0695899j 0.0358888-0.0441335j -0.0134787-0.0413547j -0.000265116+0.0587912j 0.0376236+0.0208091j 0.0977156-0.00266852j 0.00668471+0.00726357j -0.0110769-0.00270224j -0.0396889+0.00304646j -0.0489294-0.0740657j 0.0122461+0.0474253j -0.0027218+0.0716895j 0.0575399-0.0306072j -0.0256743-0.00566932j 0.0487521-0.0506633j 0.129041-0.225224j -0.0166886+0.0989624j 0.0245966+0.0313049j 0.100391+0.0655225j 0.0588909+0.0127453j 0.0103353-0.0447076j -0.147865-0.0869949j -0.225187-0.149571j 0.000629301-0.148207j -0.175981+0.00732522j -0.0124661-0.156396j -0.109636+0.071225j -0.108047+0.109467j 0.0140749+0.0147j -0.116145+0.0318875j 0.133663+0.00518619j 0.0572511-0.00487974j -0.0770449-0.0137609j -0.00802606-0.0478957j 0.0335092-0.00449786j -0.0508179-0.0182236j 0.0490678+0.000853032j -0.0261307-0.025327j 0.10937+0.0481869j 0.0511891+0.145282j 
0.016295+0.0484826j -0.0313683+0.0109115j 0.0276314-0.0293215j 0.0309536+0.0301593j -0.0404404-0.00947601j 0.0953225-0.0659387j -0.0169934-0.0249974j 0.0906008+0.0256451j 0.0320997-0.0525603j 0.0012972+0.0781867j 0.00958548-0.0485395j 0.02728-0.00841087j -0.0264977+0.0650411j -0.00571494+0.0180702j -0.016269+0.0477293j -0.0148489-0.0137909j -0.0302255-0.000424691j -0.00470976-0.0198471j 0.00198813+0.0128322j -0.00822853-0.00630734j 0.032546+0.0207401j 0.0211645+0.0270327j -0.0234251+0.0329578j 0.0237892-0.0325448j 0.0254628+0.0251961j -0.0159921-0.0162169j 0.041916-3.62996e-05j -0.0286955+0.0044456j -0.00610493+0.0241079j -0.0448878-0.0733634j 0.0779429+0.0336474j -0.0608452+0.000160072j -0.0867466-0.00317306j -0.0543164-0.00587806j 0.0534754-0.00344377j 0.0405696+0.0291577j -0.0371436-0.0295119j 0.031352+0.100179j 0.0151556+0.0110287j 0.0818864-0.0609459j -0.00159654+0.0904448j 0.0267076-0.0310958j -0.0798709+0.135599j -0.0377853-0.0961564j 0.13333-0.0566722j -0.0456067-0.0661646j -0.0297301+0.0875104j 0.116367+0.0283525j 0.0591754-0.0198557j -0.0423417-0.0801886j -0.0140699-0.0689775j 0.0105971-0.240422j 0.0217611-0.0732646j 0.0106294+0.0721851j 0.114304+0.0514335j 0.0388518+0.0643267j -0.132167-0.0935284j 0.0767318+0.120352j 0.15267+0.0669459j -0.0967427-0.0361953j 0.0371294+0.0230207j 0.0772546-0.040908j 0.0169281+0.0219271j -0.0734095+0.0191423j -0.0110454+0.0366012j 0.0289128-0.0277916j -0.00588541-0.0554289j -0.0304237+0.0321717j -0.123877-0.157915j 
-0.000261162-0.0621013j 0.0238897+0.0250455j -0.0281832+0.00328052j -0.0679676-0.0348622j 0.0097702-0.0343675j 0.0167761-0.02988j 0.00255484+0.0784159j -0.0846741-0.0220966j 0.0170164-0.0441419j -0.00061443-0.0421052j 0.00544374+0.00265235j -0.0157927+0.0395229j -0.0653516-0.0404479j -0.0268427-0.00759489j -0.0129131-0.023393j -0.0405442+0.00318488j -0.0180229+0.030374j -0.0216209-0.00867127j 0.00546867-0.0168334j 0.0325811-0.00167401j 0.00359676-0.0297115j 0.0107897-0.0386702j 0.00471122-0.0170615j 0.0581438+0.0309003j 0.0075762-0.033072j -0.0205248+0.0231403j 0.0046294-0.0372892j -0.0464045-0.0341901j 0.0137567+0.0582286j 0.0412735-0.00489717j -0.0141836-0.0233945j 0.0233356+0.00347681j -0.0240688+0.0429368j 0.00235499+0.0397528j -0.00583028+0.030182j -0.0783504+0.0268248j -0.0743398+0.0480294j -0.077322-0.0269116j -0.102638+0.021831j -0.00911049+0.0996005j -0.0946665-0.0138942j 0.0264074+0.034666j 0.0260832-0.0693676j 0.119636+0.0449427j 0.144917-0.155382j 0.0370165-0.0693755j -0.279229+0.0283916j -0.0596199+0.0899528j 0.15346-0.0892447j 0.205194+0.0868202j -0.0738624-0.131667j 0.0973107-0.28167j -0.00123064+0.0451274j 0.102964-0.130421j -0.0390951+0.0848799j -0.0248656-0.103134j 0.00886539-0.0261816j 0.0981484-0.0995499j -0.0217235+0.0012007j -0.2508+0.104666j 0.0548369+0.00913886j -0.0652059+0.0305745j 0.027728-0.00387533j -0.0532293-0.0782365j 0.0101511-0.00882911j -0.0542932+0.0142406j 0.0304029+0.0420461j -0.0757306-0.0508326j 0.0535117+0.0189286j 
0.00032273+0.00250415j 0.00531914+0.0121759j 0.00273756+0.0523124j -0.0252461+0.004527j -0.0270859+0.00479437j 0.0158433+0.072542j 0.0354794-0.0247062j -0.0469138-0.00775139j -0.00162603-0.032427j 0.0211425-0.0652484j 0.0243544-0.0289706j 0.0214084-0.0160369j -0.0417619+0.000594624j -0.00435787-0.00418568j 0.0109107-0.0195769j -0.0251802+0.0115965j 0.0212721+0.00619499j 0.0216128+0.0208801j 0.00206618+0.0128573j -0.00721903+0.00235353j 0.0173262+0.0300942j -0.0174558-0.0188398j -0.00535317-0.0400541j -0.00735621-0.0208606j 0.0236678-0.00477652j -0.0314814+0.0253609j -0.0594648-0.0573155j 0.00404925-0.0339763j 0.0154506+0.02046j -0.0136977+0.0662219j -0.0773051+0.00338765j -0.00297248-0.0069392j -0.0413106-0.0185876j 0.0391869-0.0508697j -0.0265245+0.076383j -0.0161222+0.00573773j -0.0321518+0.024625j 0.0235532+0.0353186j -0.00185141-0.00593181j -0.0087954+0.052207j 0.0128559-0.0646063j 0.0152105+0.0124627j -0.0172905-0.133068j -0.00129341-0.0272168j -0.0381511+0.0027741j 0.000965513+0.00178898j -0.0640495-0.00891939j -0.00108954+0.021464j -0.00380664+0.0792592j 0.0726627-0.0400359j -0.0054847+0.0467114j 0.00701424+0.0647185j 0.0201947-0.0139096j -0.0595805-0.0833743j -0.00360331-0.0152953j -0.0583749-0.0112957j -0.0051192+0.00949424j -0.0799587+0.0302401j -0.0350831-0.0660544j -0.0311731-0.0871374j -0.0375193+0.040711j -0.058655+0.0339769j 0.0047635-0.0129733j -0.00207137-0.0217603j 0.0430832+0.0122718j -0.0262696-0.00331554j -0.0192476-0.018113j 0.0292493+0.0714346j -0.0254149+0.0254784j 
-0.0264122+0.0373655j -0.0188319+0.00379458j 0.0429585+0.00216176j 0.0158274+0.000236361j -0.0333365-0.0131084j 0.0542357-0.00338946j -0.0187306-0.0301531j 0.0525624+0.0245843j -0.0374764+0.0634427j -0.0148581-0.0344297j 0.0348131-0.00329194j -0.0083223-0.0226462j 0.00952971+0.0417217j 0.0448057+0.00361754j 0.0484197+0.00232364j -0.0283352-0.0126818j -0.0318301-0.029079j 0.0761438+0.00746632j -0.0182309-0.0261147j -0.0155539-0.0214854j -0.00957681+0.0548853j 0.050376+0.00486965j 0.00315959-0.00353669j 0.0256337+0.000353295j 0.00847034+0.0204808j -0.0167473-0.0267078j 0.00678299-0.070382j -0.0901998-0.0312484j 0.0166638+0.0104355j -0.028132+0.0511772j 0.0399667+0.029453j -0.030713-0.0423954j -0.0444132-0.00485861j 0.0191931-0.041769j 0.0615431+0.0635689j -0.0337942+0.0422993j -0.0675398-0.114006j 0.0372292+0.163985j 0.0853177-0.0161083j -0.117518-0.0145033j -0.080556-0.0745321j -0.115109+0.105057j -0.0193142-0.0542916j 0.0347881+0.0240539j -0.00660703+0.0226718j 0.0117855-0.0684082j -0.0180052+0.0387345j 0.124687+0.0246697j -0.0379278+0.0205205j -0.0742999-0.00505904j 0.0364691+0.0450545j -0.013907-0.0192786j -0.0407345-0.0180128j 0.0159874+0.0852147j 0.103427-0.0723053j 0.00643399+0.0381019j 0.0441642-0.0416952j -0.000606369+0.0494403j -0.0153615+0.00317419j -0.0742537-0.0183198j 0.00752457-0.0996494j 0.0984889+0.0598857j 0.0222964+0.0265136j -0.0298591-0.00281582j 0.0124398+0.0213789j 0.0185423-0.0896894j -0.0436459-0.0118582j 0.0320512+0.0575634j -0.0233804-0.00582323j 
0.0274389-0.0548464j -0.078078+0.00279494j -0.00801349-0.00555199j 0.0347309-0.0097665j 0.0909029-0.0320884j 0.0503753-0.066476j -0.0303149-0.0088712j 0.0316894+0.104744j -0.0442767-0.0486569j 0.0435488-0.0157578j -0.000250367-0.0769195j 0.0128653-0.000295291j -0.0450836-0.0407516j -0.0439056-0.00760085j 0.0253871+0.0375264j 0.00654539+0.0128512j -0.000763754-0.00652398j 0.010426+0.00728629j -0.0271044-0.010565j -0.0433876-0.00112802j 0.0327062-0.0297204j 0.0105514-0.0357205j -0.0381087-0.0102696j 0.0422523-0.0397905j 0.0188555+0.019667j -0.0088758+0.00414758j 0.0636018-0.00282802j 0.0520827+0.0467031j 0.000410242+0.0196004j -0.0157537-0.0800773j 0.00764526-0.0292617j 0.0522676-0.0270503j 0.0929501-0.0571403j 0.0534438-0.0100583j -0.037181-0.0455685j 0.0415769+0.0451921j 0.113461+0.0521768j -0.0916017-0.0727113j -0.0960171+0.118603j 0.0249483-0.0334286j 0.0226447+0.011959j -0.0252277-0.119447j -0.00190932+0.0562333j 0.0328718-0.0456564j -0.0722666+0.0209538j -0.0254113+0.0339181j 0.00164955-0.0582087j 0.11842+0.113677j 0.00898261-0.032187j 0.0465658-0.184497j -0.0695263-0.0472821j 0.0457231+0.134115j 0.0704762-0.0477901j 0.0591198+0.0411528j -0.0444882+0.114723j -0.00778645+0.0109355j 0.131638-0.151003j -0.0574-0.00437753j 0.0281882+0.028966j 0.0568659+0.114541j -0.0230376-0.0715232j -0.00384119+0.0557317j 0.0191988+0.00454403j -0.0289341-0.00991421j -0.108664-0.00473003j 0.0669723+0.0524547j -0.0171885-0.0240942j 0.0611817-0.0252533j -0.0265788+0.0153632j 
0.0286758+0.0171591j 0.0438081-0.0161799j -0.0197299-0.0487515j 0.0241044+0.0340882j -0.00173794+0.0384712j -0.0164155+0.011536j 0.0340517-0.0130111j -0.0679368+0.0126584j 0.0137401-0.0622531j 0.0514104-0.0121994j -0.0111484-0.0412204j 0.00431803+0.0166617j 0.0459617-0.0119565j -0.0420531-0.0301853j -0.0418183+0.0284632j -0.0122388-0.0206662j 0.0358221+0.0412488j 0.0109286-0.0572299j 0.0110666+0.0380783j -0.0178327-0.00211922j 0.0149951+0.0338594j 0.00478306+0.000398017j 0.0106373+0.0103173j -0.0193598-0.0161408j -0.0181089+0.00198257j -0.00878687-0.00284239j -0.0558245-0.0136171j 0.0292387+0.0362514j 0.0270728+0.00143667j -0.00850351+0.00451641j -0.1067-0.0108916j -0.019481+0.0825794j 0.0337461+0.0118552j -0.034034+0.0386025j -0.0759919+0.0032722j 0.0118815+0.0090413j -0.0782785+0.0502951j 0.0599764-0.0832654j -0.144303-0.0223997j 0.139356+0.0657429j 0.115679+0.135013j 0.0959425-0.119462j 0.0412516+0.123291j -0.116805-0.0635278j 0.104519-0.0677236j -0.0716181-0.024205j 0.0643321+0.0916586j -0.0101214-0.0881036j 0.056301+0.0498389j -0.0321421+0.00384555j 0.1143-0.0207458j -0.0210034+0.0830236j -0.0602569+0.0503301j 0.0242738-0.00278638j -0.0732616+0.0429733j 0.0886433+0.0291866j -0.00529659+0.0368531j -0.012791-0.0212828j 0.0274107-0.044267j -0.0257294+0.0679399j -0.115595+0.0199767j 0.0559298-0.0525472j 0.0133338-0.0207813j 0.0478837+0.0254356j 0.0377524-0.0327481j -0.0796914+0.04659j 0.0277607+0.016496j -0.0221892-0.0140593j -0.0293757-0.0277978j 
0.004542+0.0222529j 0.00153937+0.0681927j -0.0325675+0.0447287j -0.0857088+0.0228432j -0.0124599-0.0313537j -0.0990122+0.0518935j 0.00364952+0.0797042j -0.0284943+0.0357843j -0.0295945-0.0188937j 0.0446738-0.0381973j 0.0315023+0.0477054j -0.0402043+0.0164829j 0.00585863-0.0381835j 0.00797292+0.0112713j -0.0515993-0.0194496j -0.0349639+0.0138085j 0.0371355+0.0327948j -0.0193739+0.0424404j -0.0137002-0.0247675j -0.00672536-0.00518277j 0.0107454-0.0106782j -0.0253851+0.0163816j 0.0178729-0.0166632j -0.00826155+0.00982306j -0.0227117+0.0512089j 0.00426185+0.0216357j -0.0379357+0.0342059j -0.0666241-0.0801866j -0.00487091-0.029144j -0.0204175+0.00423877j -0.00278464+0.0548568j -0.0142426-0.0404991j -0.00568585-0.0182116j -0.0261644-0.0116812j -0.00974328+0.0177286j -0.0154266-0.0105289j -0.0179881+0.0243031j -0.0384389+0.0449432j -0.0877575+0.0552757j 0.0911826+0.0152671j 0.155083+0.0455202j 0.0764761-0.0368291j -0.0776748-0.212544j -0.0706335-0.0524627j -0.0927409-0.0878903j -0.0512811+0.000495756j 0.0383989+0.0754532j -0.0459005-0.0330782j 0.103899+0.201877j 0.0887777-0.0731505j 0.012556+0.0587937j -0.0505037+0.21527j 0.0296793-0.110929j 0.0682644-0.000469073j 0.0550134+0.0673563j -0.0482505-0.102717j -0.0159109-0.0854497j -0.0533538+0.103496j -0.0704295+0.0602258j -0.0899271-0.0920326j 0.0489942+0.126441j -0.0433228+0.0812814j 0.0585174+0.092841j -0.0634936+0.0262144j 0.0308271+0.0210193j -0.0682055-0.0395029j -0.0186676+0.0307628j -0.0311862+0.0556568j -0.0668807-0.0464767j 
-0.0162256+0.037803j 0.0169563+0.0292076j -0.0220557-0.0288849j 0.0273065+0.0258228j 0.0314434+0.00696153j -0.0467876+0.0217103j 0.0157392+0.00279703j -0.0363966+0.0203123j -0.00826899-0.0021167j 0.00230252+0.0109296j -0.0219416-0.0162111j 0.0598593-0.0193481j 0.00339008-0.0319111j 0.0178511-0.00325524j 0.0012485-0.012805j -0.0171808-0.0604063j -0.0111148+0.00901686j -0.0161258+0.000141834j 0.00245942-0.0304868j -0.00644416+0.00356405j 0.00219106+0.0335601j 0.0501134+0.0321557j 0.00561543-0.0436554j 0.00758466-0.0283057j -0.0237383+0.0290216j -0.00319373+0.0113682j -0.0332237+0.0272496j 0.000549901+0.0130487j 0.00889783-0.00536548j 0.00243179-0.0114808j 0.0124464+0.00688155j -0.00384998+0.0137508j 0.0597868-0.0223959j -0.00749485+0.0284331j -0.00292299+0.0292359j 0.0219197-0.0239595j -0.0107915-0.0813123j 0.0442232-0.136393j -0.00570069-0.210071j -0.0348008+0.181821j -0.14821+0.135449j 0.123926-0.0275713j -0.073852-0.0278783j 0.139397-0.0252663j 0.121268+0.219499j -0.0929042-0.00746927j -0.0625178-0.0544137j 0.081947+0.0485843j -0.106368+0.189971j 0.081204+0.0566584j 0.0383965+0.0364813j 0.00666974+0.111151j 0.0826563-0.042048j 0.0418249-0.0439452j -0.0866885+0.00894933j -0.0679638+0.0144833j 0.0685679-0.0050558j -0.0499154-0.0494887j -0.0459942-0.114982j 0.0292106-0.0129342j -0.023956+0.0304701j 0.0621206-0.054774j 0.0165914+0.0486142j 4.48822e-05+0.0692818j -0.00446376-0.0316706j -0.00512308+0.0198655j 0.0225336-0.0156747j -0.0164555-0.00105583j -0.0344298-0.0474115j 
