-0.0663108-0.0218719j -0.0640032-0.0112671j 0.0441697+0.0790939j -0.00413416-0.0211753j 0.0103223+0.029494j -0.0118785+0.0312355j -0.0303774+0.030398j 0.00721073-0.0396555j 0.0322063+0.0128351j -0.018103-0.023545j -0.0400702+0.0125448j 0.0044344+0.0291597j -0.0375752+0.00725964j 0.034375+0.00515414j 0.00696263-0.0104972j -0.017855+0.0082599j -0.0126823+0.00664226j -0.0188567-0.0075591j -0.0164799+0.00686767j 0.0499598-0.0497976j 0.00512222-0.0010107j -0.0131313-0.00393077j -0.0240506-0.00471583j 0.0386706+0.00886555j -0.00545271-0.00799769j -0.0230162+0.0148724j -0.0147322+0.00540248j -0.00330581-0.00275798j 0.0161317-0.0632555j -0.0271801+0.0477278j 0.0152204-0.0313438j 0.00735665-0.0041614j -0.010952+0.00520975j 0.0112223-0.0024628j 0.0162601-0.024814j -0.020178+0.00391618j -0.0267316-0.00516656j -0.0113437-0.0278549j 0.00185356-0.0110131j -0.0204617-0.00518777j 0.0106484-0.0319238j -0.0162572+0.00834113j -0.0101761+0.00701204j 0.00505415-0.000488884j -0.0163326+0.0015814j -0.0240861+0.0109255j -0.0277464-0.0191488j -0.0078612+0.00912666j -0.0230063+0.0111369j -0.00417176-0.0605837j 0.0542878+0.00213695j -0.0602403-0.0232475j 0.00983132-0.0329504j -0.0387152+0.0122529j -0.0104534-0.0163668j -0.0500707+0.0604543j 0.0366793-0.00948355j -0.0719628-0.0158874j -0.147811+0.0779822j 0.0655632+0.0081369j 0.00230422-0.173899j -0.0316999+0.105257j 0.0633206+0.00242219j 0.0763227-0.0741285j -0.0736638+0.00338665j 0.0697776-0.0188929j -0.113101+0.0909153j 0.235478+0.163722j 0.092338+0.22065j 
-0.00720202+0.0282469j 0.038843-0.0221655j -0.0199161-0.00747857j -0.00707719-0.0136354j 0.00222021-0.00420181j -0.0252376+0.0188866j 0.0102722-0.00178056j 0.0212406-0.00667227j 0.0114565-0.00976865j 0.0222808+0.0211376j 0.0262902-0.0128738j -0.0113868-0.0338689j 0.0159016+0.0284786j 0.022645-0.0224049j -0.0158053-0.0215406j -0.00655254+0.0147927j -0.00463891+0.0162392j -0.00199532-0.00677742j -0.0171625-0.00353777j -0.00975632+0.00256338j 0.00891674+0.0128825j 0.0247129-0.0156383j -0.00405768-0.00944845j 0.00322205-0.0131492j -0.00562798+0.015977j -0.00888102-0.0167481j 0.00467359+0.0112744j 0.0104484-0.00584165j -0.00449342-0.00346301j -0.0100145-0.00718216j 0.01066-0.00333459j -0.0255847-0.019775j -0.010881-0.018873j -0.0323105-0.0216481j 0.0128444-0.00966174j 0.012028-0.00847872j -0.005599-0.0100139j 0.00215672+0.0112009j -0.00956403-0.0254725j 0.0402269+0.0274622j -0.0200125+0.0351957j 0.0441561+0.00400355j -0.0446806-0.00467404j -0.00784429-0.0301839j 0.0186114-0.00367593j -0.0400519+0.0128515j 0.0193359+0.00903981j 0.000710784+0.00453308j -0.000680028+0.0436615j -0.01597-0.00935737j 0.00333192+0.026222j 0.00331523+0.00142674j -0.0128885-0.015467j -0.0272874+0.027225j -0.00750165-0.00669169j -0.0208603+0.00359087j -3.27112e-05+0.0102436j 0.0223985-0.0135623j 0.00687726-0.00781587j 0.00926833-0.008798j 0.033309-0.00568219j 0.00693228-0.0261704j 0.00673598+0.00415466j 0.00112691+0.0149051j 0.00164392-0.00853055j 0.0018798-0.00353442j 0.0216312-0.0245726j -0.0258493-0.0151212j 0.0217745-0.000930872j 
0.00117439-0.00609623j -0.00853793+0.0102234j 0.0165428-3.04475e-05j 0.0129492-5.0024e-05j -0.0129028-0.0024735j 0.0200786+0.00594226j -0.00682689-0.0213792j -0.010448-0.016046j 0.0242321-0.000378852j -0.0222904+0.0233572j -0.0020357-0.0112131j 0.00306833-0.0033053j -0.00243834-0.0183165j 0.00987602-0.0101563j -0.00362688+0.0194418j 0.00997943+0.00329934j -0.0106814-0.00524295j -0.0356713+0.00952831j -0.00328269+0.00731173j -0.0229499+0.00303455j 0.00837103-0.00596161j 0.00930384-0.00703533j -0.003917-0.00187561j -0.0200289+9.1708e-05j -0.00863577+0.00983404j -0.00241893-0.00821852j 0.0112818-0.000109309j 0.000404346-0.00267234j -0.00533266+0.00273659j 0.00854892+0.00210664j 0.00944003-0.00567376j -0.00388076-0.012132j -0.00685146+0.00857241j -0.000121285-0.0110129j 0.0195366+0.00868657j 0.00489573+0.0119429j -0.00741218-0.00972811j -0.0124573-0.00627483j -0.0031383-0.0204777j 0.00318025+0.0113518j 0.00779865+0.0124894j 0.00975948-0.00480988j -0.00329509+0.0192432j 0.0209441-0.0226465j 0.0230269-0.00704504j -3.29495e-05+0.0033936j -0.0265452-0.00781402j 0.000819719+0.00155291j 0.00937471-0.0163104j 0.00398558+0.00567733j -0.0150592-0.0294954j 0.00277914-0.00352363j 0.00228331-0.000480157j 0.00948338-0.014509j -0.0140909-0.000224436j 0.0148405+0.00472921j -0.00286467-0.00358061j -0.00436993-0.0114649j 0.000436198-0.00395415j 0.00872323+0.000605572j 0.00218175-0.0030132j -0.00116959+0.00791146j 0.00178692+0.00329031j -0.00999155-0.00114645j -0.00549726+0.00370312j 0.00210732-0.000786526j -0.0048511+0.00374933j 0.00437436-0.00494327j -0.00313406+0.000791906j 
0.0684317-0.0543444j 0.0181947-0.0659141j -0.0265619+0.00432086j 0.0362392+0.00317734j 0.0351668-0.0218854j 0.0228872-0.0388389j 0.0155973+0.000655298j -0.0171564-0.00513259j -0.0379756-0.00294165j -0.00471328+0.011049j -0.0372974+0.0136941j 0.0509009-0.00612971j -0.00265227+0.00304257j -0.0318448-0.0208538j 0.00838498-0.00642994j 0.0311808+0.0148493j 0.00511257+0.0197926j -0.0145971+0.000627143j -0.00976551+0.0180559j -0.0102903-0.0268932j 0.0130253-0.00127196j 0.00753319+0.0193238j 0.00944257-0.0025437j 0.0063583-0.00220208j 0.00618377+0.00516932j -0.0107901+0.0111228j -0.00523548-0.00411579j 0.00665107+0.00631099j 0.0103369+0.00802851j 0.00239804-0.0105159j 0.00193152-0.012778j 0.0209476-0.0160734j 0.0293098-0.0231377j 0.0208134-0.0305824j -0.0174872-0.034033j 0.00943341-0.00864479j 0.0469026+0.0118305j -0.0224253-0.0025809j -0.0113777+0.0164408j 0.00696973+0.0045713j -0.0199694-0.0246902j 0.015255+0.00543914j 0.0391102-0.00381006j 0.0248808-0.0231231j -0.0192557+0.000847412j -0.00166206+0.0386144j 0.00382258-0.0034001j 0.0158061+0.0117152j 0.0138208+0.00942816j -0.0348317-0.00904473j -0.0159176-0.00932602j 0.00142232+0.0183053j 0.00487217-0.0101445j -0.00569246+0.0271923j -0.0162888-0.0112127j -0.00850997+0.0125499j 0.00397458-0.0129039j 0.0289632+0.000136011j 0.00667761+0.0311085j 0.00492462+0.00732531j 0.016161+0.00488702j 0.00915966+0.00450578j -0.00447861-0.0319644j 0.00578296+0.00242045j -0.00789627+0.00730528j -0.00315101+0.0184206j 0.00330773-0.00142317j -0.0293794-0.022775j -0.0104149-0.00554531j 
0.00190094-0.0127164j -0.00995399+0.00910651j 0.0165415-0.0206586j 0.0237605+0.00703573j 0.00700195+0.0128183j 0.00605121+0.0155388j 0.0044145-0.0155079j -0.0269991+0.00490913j 0.00952896+0.00206386j -0.0107105-0.0150467j -0.00450518+8.07656e-05j -0.00622012-0.0136791j -0.000262533-0.0156411j -0.00393028+0.00295112j 0.00774105+0.00820627j 0.00107457-0.00346283j 0.00342812-0.0317602j -0.0149343+0.0047229j -0.000594518+0.00115845j -0.0127606+0.00761358j 0.0204983+0.00143086j -0.0119369-0.0138724j 3.97533e-05+0.017518j -0.00295847-0.00135316j -0.0070878+0.0048561j -0.00420758-0.00671709j -0.0109984-0.000692799j 0.00270948+0.00337237j -0.00402415-0.00510419j -0.000670066+0.0104927j -0.00558344+0.00951003j 0.0080491-0.00162744j 0.0150768-0.00984012j 0.0134305-0.0258498j 0.0143278+0.0257758j -0.00103012+0.00619707j -0.0248369-0.0167296j -0.0296686+0.0121623j -0.0273102+0.0103882j 0.0299596+0.00235503j -0.00720252-0.0182241j -0.004198-0.0320332j -0.0067048-0.0183817j -0.0177602-0.0227334j -0.0408024-0.010322j -0.00734107+0.00825996j -0.0023772-0.00358559j -0.00866592-0.0408608j -0.00433065+0.0104933j 0.00752799+0.00213274j -0.00452341+0.0148989j 0.00835534+0.0420804j -0.0253054-0.0134206j -0.00751746-0.0206195j -0.0169983-0.0176529j -0.0069447-0.0139654j -0.0165356+0.00645919j 0.0140286+0.0108147j 0.00215947-0.0212997j -0.0162041-0.0243792j -0.0175516-0.00578783j 0.0140423+0.00278677j 0.00496195-0.00258517j 0.0163663-0.0111758j 0.0109745-0.00927953j -0.0138838+0.0136404j -0.00592884+0.00888405j 0.00298153-0.00491053j -0.0091006-0.00689746j 
-0.0187452+0.0468287j 0.0274251-0.0294454j -0.0120432-0.0317226j -0.00740942-0.0119282j -0.0387013+0.0285575j 0.0285374-0.00112011j 0.0335735-0.0425301j -0.0197892+0.033607j 0.00151473+0.0108214j -0.00118406-0.00638315j 0.00326514+0.00619664j 0.00710057-0.0118448j 0.0196788-0.00316556j -0.01747+0.0182988j -0.00567424+0.00791742j -0.00754398-0.0213091j 0.0162159+0.00979598j -0.00538395+0.0090939j 0.0159015+0.0203283j -0.0114416+0.0117176j -0.000979324-0.00178465j 0.0103226-0.00894824j -0.00682984+0.00313669j 0.0152633-0.0175044j 0.0132849+0.00303656j 0.0156701-0.0183022j 0.00887875+0.00039195j 0.011987-0.00352244j 0.00771164-0.0116087j 0.0106373+0.0166998j -0.00611437+0.011532j 0.0283413+0.000948856j 0.00993111+0.00252221j -0.000321818-0.00230406j -0.0253901+0.0479369j -0.0122865+0.017096j -0.0221607+0.00422284j 0.0468082-0.0105501j -0.0104822+0.00268538j -0.00926634+0.00417273j -0.00460732+0.00678173j -0.0139771-0.00716524j 0.0145833+0.0179242j 0.00444376-0.00388158j 0.0184456+0.00114683j -0.0260339-0.00698217j 0.00481479+0.00757886j -0.000384712-0.0146874j -0.00385446+0.00666933j 0.0104631-0.0171081j 0.00180711-0.00135911j 0.00797279+0.00249185j -0.0281148+0.0124215j -0.00323708-0.00511451j -0.0174506-0.00768659j -0.00674839+0.00850449j -0.00943872+0.0162126j 0.00530173+0.0155092j -0.00346946-0.0165398j 0.0191674+0.00450362j -0.0166885-0.012595j -0.0258777-0.0108664j -0.00604143-0.0180796j -0.00250351+0.00815313j -0.000881087-0.011187j -0.00175708+0.0100567j -0.00873101-0.0121995j 0.00528954-0.00116403j 0.00989713+0.00730004j 
-0.0173893+0.0106791j -0.0169647+0.0161147j 0.0211985-0.000737772j -0.00945505+0.00913516j -0.0160479+0.0172486j -0.0124696-0.00173718j 0.00861208+0.0202038j -0.0237016-0.0164688j 0.00434009+0.00283193j -0.0218168-0.0134938j -0.0123353-0.00816031j 0.00934121+0.030832j 0.00649967-0.0169102j 0.00412536+0.00161834j -0.0136933-0.0063209j 0.00211291-0.0285373j -0.0221202+0.010452j 0.00800123+0.00935319j 0.0181824-0.0139459j 0.0157972+0.00278647j -0.00360471+0.00553656j 0.00301509+0.00609975j -0.0152807-0.0007825j 0.0101332+0.0130511j -0.0041086-0.00247959j 0.00523778-0.00769912j 0.00395467-0.00217517j -0.00249207-0.0133816j -0.0116225-0.00572822j -0.0058217+0.0112329j 0.0106271+0.0196061j 0.00200727-0.00183123j -0.00931158+0.000261547j 0.00505981+0.0138827j 0.00186051+0.0451936j -0.00607036+0.00384879j -0.0135015-0.0170347j 0.0157827-0.00594905j 0.0159422+0.0019803j -0.0371483+0.00883211j 0.00100016-0.0124881j -0.0163539-0.00688672j 0.0047378+0.00108853j -0.00320784+0.021917j 0.0160526+0.000369313j 0.0250246-0.024984j -0.0293665-0.000215292j 0.00406818+0.00309979j 0.0096749-0.0275201j 0.0144576+0.00818229j 0.0003938-0.0107568j -0.00219923-0.0195062j -0.00725111+0.0037791j 0.0156024-0.0145701j -0.00490341+0.00168397j 0.00583822+0.00811047j -0.0106684+0.00708388j -0.0155541+0.0105122j -0.0101769-0.014141j -0.01334+0.00461419j -0.023614-0.00943963j -0.00662726+0.00937903j -0.00378616-0.0026681j 0.00175487-0.003848j 0.0112016+0.000576021j -0.00669873-0.00591373j -0.0138091+0.0142241j 0.0262779+0.0186255j -0.00246254+0.00380856j 
0.00120938+0.0163748j 0.00696419-0.000978599j 0.00570318+0.0152843j -0.00345111-0.00779323j 0.0157863+0.00294138j -0.0363313-0.0277505j 0.0108584+0.0137656j 0.0127053-0.00123391j 0.00332559-0.0140424j 0.012213+0.00694834j 0.0187973+0.01854j -2.98716e-05-0.00100505j -0.00790338+0.0116628j 0.0134912+0.0151001j -0.011388+0.00736322j -0.0182771-0.0156333j -0.00115783+0.00438944j 0.00611351-0.00335281j 0.0176613+0.0125649j 0.00132557-0.00392559j -0.0105391-0.00685634j -0.00312693+0.00948466j -0.00100093-0.00141286j 0.00281117-0.00730102j -0.0112976-0.00370101j 0.00174325+0.00302384j 0.013304+0.0254094j -0.00825266+0.00599151j -0.0108429-0.0151526j -0.014442-0.00708523j 0.0153845+0.00304487j -0.0163471+0.00249515j -0.00304701-0.000213037j -0.0111982+0.0022175j 0.0250542-0.0052474j 0.0302618+0.00300725j 0.00785349-0.00594256j -0.0149557+0.0137527j -0.0164757-0.00254199j 0.0276936+0.00214412j 0.00518461+0.0352951j 0.0503255-0.0175969j -0.0303276+0.0147273j -0.0129268-0.0269198j -0.0252487-0.0409952j -0.03369+0.00130607j 0.005703+0.0160031j -0.00541197+0.00607847j 0.00988114-0.00946529j -0.00331924-0.0225275j -0.00618877+0.00214515j -0.0242721-0.00598368j 0.00861972+0.0154568j 0.0129582+0.01998j -0.00489288+0.00913081j -0.0109674-0.0110381j 0.00554359-0.015903j 0.0214055+0.0070469j 0.00988866-0.000779113j 0.0208597+0.00193692j 0.0287816+0.0122333j 0.0048632-0.00367773j -0.00642312+0.00362635j -0.00826035+0.00874865j 0.00585588+0.00671281j -0.00582244-0.00773795j 0.0171753-0.00407539j -0.0136687+0.000966103j -0.00368777-0.0125507j 
0.0171335-0.0478149j -0.0413998+0.0118811j 0.0136142+0.0175494j 0.0336502-0.00212133j 0.0567922-0.0105025j 0.00875592-0.0167592j 0.00397014+0.0459428j -0.0378251-0.00693748j -0.00950406-0.024044j -0.00534186-0.041775j -0.033471-0.00691058j 0.0217034+0.00181311j -0.0141047-0.036333j -0.0164083-0.000105334j 0.031785+0.0119943j -0.00534567+0.00389628j 0.000681046-0.0156362j -0.0179718+6.01993e-05j 0.00335005-0.0170438j 0.00205273-0.000802643j 0.0222839+0.00243579j -0.0181154-0.0016111j -0.0143833-0.00607953j 0.0204281+0.0145473j 0.00611602+0.00174216j 0.0165128+0.0113523j -0.00109946-0.0241616j 0.0135381+7.92932e-05j 0.00764286+0.0181204j 0.0112951-0.0308132j -0.00400139-0.00656893j 0.0380057+0.00253923j 0.034098-0.0143949j 0.0485688+0.0258393j -0.0236609-0.00989897j -0.00156091+0.003388j 0.0317402+0.0203306j -0.0297037-0.051763j -0.0177268+0.0158597j -0.0224433-0.0130617j -0.0463269-0.0261188j -0.0230894-0.0135873j 0.0371685-0.0152898j 0.0301007+0.0264457j -0.0207009+0.0177444j 0.021923+0.0189889j -0.0288917-0.0333174j 0.011782+0.0184823j 0.00826282-0.000392307j 0.0135364+0.017194j -0.00142035-0.00150885j -0.00256681+0.00972563j -0.00680446-0.0210815j 0.0107782-0.000713604j -0.0224564+0.0158011j 0.00957614+0.00287832j 0.00906796+0.000612416j -0.0124919-0.0240182j -0.00770842+0.00875348j -0.0200426+0.025723j -0.031957+0.00135097j 0.0233261+0.00414119j 0.00809862-0.00385392j 0.009763-0.00441722j -0.00453994+0.00806373j -0.00049882+0.00635295j -0.0157756+0.0166537j 0.0215944+0.0107188j -0.0243978-0.00366139j 
-0.0150411+0.0341575j 0.038398-0.01957j -0.0193024+0.00838358j -0.0194856-0.00191335j -0.0283512+0.00764267j -0.0571877+0.00543031j 0.0136783+0.0154288j -0.0184296-0.00522181j -0.004893-0.0158113j 0.0325646-0.00514569j 0.000664596+0.0359991j -0.0143298+0.00725462j 0.0313182+0.015011j 0.0165423+0.0139045j -0.0340343-0.0159891j -0.0109767+0.016247j -0.00150945-0.00521776j -0.00998067-0.0178902j 0.0258178+0.00842029j -0.0105743-0.0123791j -0.0132539+0.0204361j -0.00984205+0.00458986j -0.014282-0.00317798j -0.01182+0.0111989j -0.0110109-0.00278228j 0.0087147+0.0105967j -0.0102827+0.0349682j -0.00160047+0.0126307j -0.00372271-0.0125598j -0.0276457+0.0333047j -0.00202222+0.0198619j -0.0102803+0.00052349j -0.0156994+0.0111449j -0.0285773-0.00940413j -0.0132995+0.0175687j -0.00161622-0.00559897j -0.00133098-0.0150746j 0.0548347+0.0245354j 0.0330492-0.0314244j -0.0201464+0.0184111j 0.0675923+0.011398j 0.00338281+0.00213846j -0.0148653-0.00717621j -0.0483054+0.0237139j 0.0344549+0.00714528j 0.00136043-0.0331908j 0.0369226+0.0259348j -0.00329491-0.0191612j -0.0167819+0.0135987j -0.00292187-0.010674j 0.00993885+0.0338542j 0.00644336+0.00501756j 0.00698853+0.00583477j -0.0133403+0.00816034j 0.0180539+0.00815975j -0.00600763+0.018065j -0.00397258+0.0174575j -0.00659753+0.0322446j -0.0177681+0.00375819j -0.00813459-0.00963513j 0.0141837+0.00203828j -0.0376155-0.00947734j -0.0156913-0.0168732j 0.030001-0.00170309j 0.018566-0.00220307j -0.00355636-0.0133379j 0.00711888-0.00359173j -0.0180597+0.00226155j 0.0293351+0.00658133j 
0.0346856-0.039779j -0.0142006-0.00102803j -0.0233081-0.00286296j 0.012432+0.0248554j -0.0242319-0.00742916j 0.000748169+0.00312319j 0.00571374+0.0130195j -0.0105735-0.0201457j 0.0100587-0.0217811j -0.00445593+0.0167212j 0.0212586+0.00457961j 0.01982+0.0216492j -0.0111264+0.0103032j 0.0338277-0.0135051j -0.00989827-0.00777205j 0.00570845+0.0384592j -0.0115778-0.00317232j -0.0213932-0.00565241j 0.00137277+0.0044325j -0.027633-0.0109035j 0.00331256+0.0153008j -0.00729567+0.00140805j -0.00508159+0.000738761j 4.63441e-05+0.0132431j -0.00268868+0.00899494j 0.0213707+0.016089j -0.010139-0.0240016j -0.000809623+0.00291432j -0.00462227+0.0197637j 0.00234217+0.0323833j 0.00507809-0.018167j 0.00252333+0.00632128j -0.0166881+0.0268711j 0.0191281+0.0059152j 0.0399664-0.0062659j 0.00109596+0.00348705j -0.0107931+0.0151863j 0.00584522+0.024118j 0.0213867+0.0120676j 0.00691965-0.00243824j 0.0190216+0.00432326j -0.0150242+0.00775229j -0.0039482-0.0082989j -0.011733-0.00594371j 0.0258041-0.0207671j 0.027309-0.00810377j -0.0107758+0.0304099j 0.0025386+0.0093443j 0.00149463-0.0106824j -0.00266277+0.0353081j 0.0138165+0.0149344j 0.00166521-0.0236869j -0.0244915+0.0203477j -0.0227701+0.0145724j -0.000690954-0.0118932j -0.0130456+0.00603827j 0.00115821-0.00467224j -0.0113045+0.00060661j 0.0215475-0.0216036j -0.0381026+0.0163647j -0.00464457-0.00646479j -0.00518606-0.00369314j -0.00365418-0.0337331j 0.0019219-0.0103003j 0.0197982+0.00256248j -0.0162865+0.00914087j -0.0118184+0.0170546j -0.0183926-0.00461216j -0.00907798-0.0125622j 
0.0206162-0.0257042j -0.00889902+0.00572687j -0.015985-0.0112278j 0.00607364-0.00348689j 0.00281375-0.00127177j 0.0315491-0.0249207j 0.0278147-0.011467j -0.0102854+0.0145229j -0.0183907-0.0431438j 0.0205173-0.0070447j 0.0139137-0.0353019j 0.00714143+0.0203647j -0.0126819-0.0159765j -0.0212756-0.0150018j 0.000117781+0.00974513j 0.00934083+0.00501268j 0.00855022+0.0139574j 0.00015124-0.0139679j 1.10138e-05+0.0194403j -0.0120271+0.00391448j 0.0163599-0.00519515j 0.00639583+0.00412907j -0.000579435-0.00449593j -0.00582162+0.00172548j 0.00138164+0.00191175j -0.000502996+0.0166958j -0.00604496-0.00940952j 0.0113892+0.0185086j 0.000951025+0.0033537j -0.00426372-0.00751482j -0.0178679-0.00886297j 0.0164095+0.0296299j 0.0284941+0.00943836j 0.0041908+0.0210474j -0.034419-0.0186464j 0.00129945+0.017995j 0.0247752+0.0494607j 0.0108043-0.0372845j 0.0146384+0.0034857j -0.00258225-0.0229112j -0.00590564+0.024905j 0.0129534+0.0236013j 0.0309729+0.0426129j 0.00350154-0.00510905j 0.0100839+0.0150361j -0.0187209+0.0101708j 0.0047873+0.0299271j 0.00757188-0.00117853j -0.00370362-0.016684j -0.0036018+0.010306j -0.000244933-0.00659313j 0.00985637-0.0295214j -0.0168067+0.0241625j 0.00565449+0.0139512j 0.00111718+0.0312651j -0.00432582-0.00214289j -0.0046235-8.94763e-05j 0.0104727-0.00769382j 0.0218987+0.0114529j -0.00460307+0.0197645j 0.00170448+0.0179776j 0.00758174-0.0153698j 1.57404e-05-0.0130567j -0.00602716-0.00661059j -0.000144742+0.00229324j -0.00844832+0.0176897j 0.00290108-0.0025309j -0.024478-0.0134836j -0.018981-0.018426j 
-0.0503512+0.0231553j -0.0299173+0.0472738j 0.0234377+0.0134481j -0.0119329-0.00164114j -0.00159311-0.00443817j -0.0137525+0.0117906j -0.00987226-0.0473288j 0.0230507+0.00637595j 0.0366519-0.0149894j 0.0176094+0.0295909j 0.0461696-0.015367j -0.0146962-0.0259462j -0.0171011+0.00399357j 0.0251623+0.00292578j 0.00339633-0.00854795j 0.00341494+0.00360082j 0.0128216-0.0128992j 0.00117797-0.00264571j 0.00177001+0.00351606j 0.00847661+0.00388589j -0.00426386-0.00818339j 0.0215188-0.00625748j -0.0100196+0.00101199j -0.000677633-0.00720136j -0.00203321-0.0149097j -0.0181036+0.0130611j 0.023358+0.000445072j 0.00419451-0.00136675j -0.0173563-0.000140937j 0.0041471-0.0050502j 0.00504107+0.00678502j -0.0155813+0.0002225j -0.00537146-0.0363177j -0.0183293+0.00210994j 0.02137+0.0188952j 0.0100578-0.00959316j -0.0129278-0.0318641j -0.0315624-0.0282527j 0.00343845-0.0105577j 0.0152711+0.00515646j -0.0100315+0.0139165j 0.0237363-0.0188272j -0.0113847-0.0175124j -0.00260327-0.0226438j -0.0196141+0.0131903j -0.0143306+0.00837815j 0.00479257-0.0317819j -0.00574692-0.00433058j -0.0231045+0.0132019j -0.00390654-0.00975103j -0.00453918+0.002272j -0.00710803+0.0332726j -0.00471924-0.0215488j 0.0072761-0.00696793j -0.00720662+0.00156106j -0.00193633-0.0118611j -0.012586-0.00456934j -0.00408525-0.0115176j -0.00502575+0.00484318j 0.0443488-0.0345109j 0.00800038+0.00285247j 0.0139746-0.000897149j 0.00648582+0.0466841j -0.0227385+0.00687028j -0.0107466-0.000915428j 0.00748055-0.0166453j 0.00699737-0.0159589j 0.0243138+0.00726191j 0.000965953+0.00129226j 
0.0391061-0.0332229j 0.0265916-0.0673053j 0.0169593-0.034497j 0.0244596-0.00732077j -0.000362621+0.0071584j 0.00861814-0.0245623j 0.00525523-0.00502417j -0.0100524-0.0313549j 0.0072818-0.00349589j -0.0211686+0.0242747j -0.0341445-0.0092634j -0.00541302-0.00376421j 0.0145192+0.0355655j -0.0245444-0.00624216j 0.00869468-0.00348051j 0.00817182+0.00641483j -0.0175934-0.0131139j -0.0107843-0.0212464j -6.40037e-05-0.0075572j -0.00129333-0.0155029j -0.000861977+0.0104775j 0.00516949+0.00370091j 0.0134177+0.0240751j -0.00423949+0.00552637j -0.0144558+0.00201107j 0.00789783-0.0285837j -0.0149832-0.0130486j 0.0079638+0.0159196j 0.0173698+0.00356203j 0.00310686-0.0163787j 0.00157977-0.014717j 0.0164079-0.0154858j 0.00706458+0.0122106j 0.00827718-0.021814j -0.023748-0.0164575j -0.0193825+0.00750232j 0.00610134-0.00133281j -0.0338104+0.0337536j -0.029394-0.0286795j 0.00471252+0.00370874j -0.0322438-0.0114645j 0.00466488+0.00362623j 0.006595+0.036063j 0.012946+0.0214803j -0.00478207-0.0108975j -0.00563918-0.0193919j 0.037292-0.0095233j -0.0153534-0.0306125j -0.0407746-0.0270035j -0.0104638-0.0179709j 0.0041332-0.0184892j 0.00377476-0.0182453j 0.0119406+0.0237348j -0.0142783-0.00842429j -0.0119596-0.0281966j 0.00650354-0.00383457j -0.0113567-0.00157165j 0.0373086+0.0102278j 2.47773e-07-0.00369397j 0.029891+0.0292882j 0.00977469-0.010336j -0.0196211-0.000782692j -0.0264982-0.0313525j 0.0130308-0.016325j -0.00460977-0.00566503j 0.00049897+0.0164864j 0.0188919-0.0044373j -0.0210466-0.0225504j 0.0110166+0.00372476j 
0.0337639-0.0575539j -0.0425694+0.0431746j 0.00916467-0.00427521j -0.00658359+0.0178079j 0.0387345-0.0112684j -0.0463163+0.0276574j -0.00222159+0.0201625j 0.000855559-0.0252252j 0.0106479-0.0314313j 0.0223811+0.00466761j 0.0131232-0.0462717j -0.0107082+0.0302497j -0.0115497-0.023756j 0.000950661-0.0226285j -0.00881781+0.0108201j 0.0142453+0.0107759j 0.00807283-0.00715428j 0.00119297+0.00593822j 0.00573292-0.0155271j -0.0118704+0.00707367j 0.00157808-0.00197961j -0.0035725-0.00669933j -0.00575499+0.0133204j -0.00852248+0.0206528j -0.00926688+0.00160684j 0.00327819+0.0213606j -0.00587378-0.0179788j 0.0137294+0.00991947j -0.00700962+0.0268292j -0.0144507-0.0290048j -0.00858431-0.00124831j -0.00437937+0.0280269j 0.000562484+0.0101032j -0.0240421+0.0424342j -0.0275492-0.045078j -0.00840317+0.0167417j 0.00767569+0.0662819j -0.0180277-0.0430231j -0.00575964-0.0285853j 0.0580836-0.000657601j 0.00712103+0.00983716j 0.00683609+0.00587654j -0.00898783+0.00443115j -0.0156425-0.0192203j 0.00468959+0.0128724j 0.00821109+0.0137253j -0.00112354+0.0311401j 0.0421933-0.0345925j 0.0130158+0.00695108j 0.000124295+0.0270148j 0.00897644-0.01586j 0.0365286+0.0242957j -0.00745009+0.0025654j 0.00795938-0.0206115j 0.0245495+0.0499906j 0.0136658-0.0230398j -0.0152921+0.00135736j -0.0308678-0.00138383j 0.0169066-0.00842742j -0.0272323+0.00403595j -0.00268015+0.0378327j 0.0267838-0.00437284j 0.0182832+0.00539656j 0.0154549-0.0113233j 0.0158057+0.00128677j -0.0173052+0.013857j 0.00344097+0.0134646j -0.0179446-0.013449j -0.0231682-0.0175573j 
