0.0137592+0.00403836j 0.00172593+0.00939735j 0.00544625-0.00481656j 0.0187858+0.00208122j -0.00703842-0.00580121j -0.00870281-0.00537595j -0.00235062+0.00597098j -0.00086002+0.00339554j -0.0010351+0.00242655j 0.00833108+0.00923217j 0.00671606+0.0062751j -0.000933588+1.92095e-05j -0.00516859+0.00741697j 0.00496724-0.00793641j 0.0054245-0.0040077j -0.0033443+0.0069758j 0.00565759-0.0044371j -0.00646721+0.00233516j 0.0111729-0.00921855j -0.0068154-0.0152383j 0.000456839+0.0106149j -0.00221248+0.00427623j 0.00761747+0.00407928j 0.000790292-0.00620621j 0.00461851-0.000130604j -0.000927319+0.00566048j -0.00151232+0.00383952j 0.0023505+0.000840531j 0.0060069+0.00487972j 0.00165281+0.000266641j -0.000963795+0.000249594j -0.00305492-0.000324389j 0.00366211-0.00222324j -0.0033214+0.010303j -0.00250738-0.00332208j 0.000616918-0.0150262j -0.000564281-0.00696425j 0.00190623-0.014499j 0.0026889+0.00407771j 0.00184439+0.00671332j 0.00219617+0.0056357j -0.0019469-0.0111983j -0.00210131+0.00402567j -0.0101325+0.00350119j 0.00151144-0.00338264j 0.000498082+0.00319153j 8.18213e-05-0.00572233j -0.000495612+0.00149197j -0.00685911+0.0026548j 0.000944798-0.00189656j -0.00417584+0.00821103j 0.00387467-0.00019804j -0.00178683+0.00303322j -0.000386441+0.00265339j 0.00394473-0.00820064j -0.00350596-0.00432237j 0.00245482-0.00505539j -0.00129759-0.00806729j -2.16466e-05+0.0118609j 0.00831519-0.00523723j 0.00273597-0.00928707j -0.00129965-0.00527966j 0.00463908+0.00556713j 0.00257724-0.00103498j 0.00227859+0.000768684j -0.00353422+0.00053686j 0.00907078+0.00168612j 0.000773641-0.00512075j 0.000495124+0.00316765j -0.00312758+0.000196884j 0.00296079+0.00213937j -0.00291164-4.40968e-05j 0.000349784-0.00307946j -0.00161335-0.000573877j -0.000497399-0.000559663j -0.00212377+0.00102859j -0.00144596-0.000211859j 0.00267151+0.000385165j 0.00194448+0.00274207j 0.00247845+0.00630383j 1.92856e-05-0.00580149j -0.00276226-0.00584163j 0.00165567+0.00325145j -0.00307316-0.0057604j 0.00745196-0.00559791j 0.00390185+0.00762181j 0.000227012+0.0165364j 0.00185217-0.00408479j 0.00247616+0.000475974j -0.0110594+0.0440385j 0.00152564+0.00256773j -0.00443751-0.0212408j 0.00951626+0.0209707j -0.0481131+0.0298368j 0.0452411+0.0280126j 
-0.00271072+0.00275291j 0.00564704+0.00300184j 0.00311156+0.00143322j -0.00344978+0.00638469j -0.00355044-0.00614961j 0.00515333+0.005816j 0.0114892-0.0112494j -0.00925706-0.0286079j -0.0080344+0.0184473j -0.00478118-0.0149792j -0.00782021-0.0159987j -0.00736535-0.00185682j -0.014073+0.0144607j -0.00915327-0.00135285j 0.010273-0.00259286j 0.00450915+0.00443465j 0.00571699+0.00704381j 0.00690012+0.00448611j 0.00392438-0.00175189j -0.00784636-0.0127785j 0.00506892-0.0253173j -0.00637849-0.00305693j 0.00673637+0.00335584j 0.00626868+0.0129038j 0.0110641-0.00196106j -0.0111542-0.0190934j -0.00054266+0.00897675j 0.00479963-0.00907955j 0.00469552-0.00649509j 0.00421514+0.00289214j 0.00733942-0.00412604j 0.000251872-0.01232j -0.00640815+0.0149057j 0.00856929-0.0114186j -0.000747585-0.0123984j -0.00860591-0.0150893j -0.0160275+0.00624889j 0.00590509+0.0027835j -0.0159002-0.0123009j -0.000189836+0.0114885j -0.0186391-0.00168j -0.00598283+0.0154055j 0.00714379-0.00941373j 0.00865619+0.00421756j 0.00125408+0.0189329j 0.00373186+0.00369261j -0.0165673+0.0028876j 0.00434025+0.0177021j 0.00075392-0.00465499j -0.000872642-0.00625114j -0.00728139+0.009176j -0.00489311+0.006899j -0.00379173+0.001356j 3.55334e-05-0.00441277j -0.00155007+0.00547791j -0.00039883+0.00130506j -0.00797613+0.00628852j 0.0107015+0.00911649j 0.000708619-0.0133256j -0.0167573-0.0117104j -0.0216489+0.00845535j -0.0123441+0.00787898j -0.00667317-0.00242402j 0.00219871+0.0148462j 0.00998994+0.00245773j -0.0147678-0.00353926j -0.00512101-0.00898648j -0.000669977-0.00746262j -0.00501353+0.0236005j -0.0105399+0.00659337j 0.00252544-0.0123013j -0.00912022+0.00614744j 0.000835082-0.00135649j 0.00517476+0.00606187j -0.00187791-0.0170768j 0.000206091-0.00220515j -0.00410524-0.00710552j -0.0107872-0.00337966j -0.0144005+0.000589978j 0.00826331-0.0139025j -0.00611266-0.0147391j -0.000247605-0.00303222j -0.00918426+0.00171081j 0.0119902+0.00461238j -0.0188959+0.0118979j -0.00636199-0.0101238j 0.0110393-0.00115299j 0.00097676+4.18926e-05j 2.94263e-05+0.00418409j -0.00923919+0.000987481j 0.0081096-0.0134445j 0.0123147-0.0105149j -0.0115537-0.00978712j -0.00055887-0.0042744j 0.00937937+0.0111594j 
-0.000902652+0.0122348j 0.00535593-0.010675j 0.0139715+0.00716244j -0.007269+0.00741676j 0.000405173+0.023948j -0.0028257-0.00183301j -0.00712856-0.0126547j 0.0103304-0.0123966j -0.016634-0.00674517j 0.0131607+0.00627789j 0.0214919+0.0106913j -0.00116379-0.00219045j 0.0123666+0.0141608j -0.0021551-0.0087603j -0.000575374-0.000384722j 0.00446655-0.00264293j 0.014702-0.00151178j 0.00651372-0.0100185j 0.00756073+0.0098897j 0.00109814+0.010394j -0.0133402+0.00103144j -0.0179919-0.010996j -0.00616972-0.00192344j -0.0183819+0.000434416j -0.00497398+0.00850767j -0.00356974-0.0142845j -0.0088092+0.0144106j 0.000165001-0.0226547j -0.00314748-0.0216207j -0.00360039-0.00195913j -0.00314533+0.00716625j 0.00756478-0.000214532j -0.00494509-0.00587437j -0.000518635-0.00769641j -0.000317735-0.0154237j -0.00821069-0.0044675j 0.000459785+0.00735228j 0.0175659-0.000500491j -0.00683659+0.00256213j -0.00626903-0.00154937j 0.0440613-0.00538276j -0.00845882-0.0150391j -0.0132155-0.0172219j -0.0125382-0.00524353j 0.00714588-0.0547221j -0.00284217-0.0149941j 0.0223147-0.00739314j 0.00448995-0.00403223j -0.0075588+0.00479698j 0.00157295+0.0131451j 0.0198128-0.00469951j -0.0098452-0.00771412j 0.0100313-0.00341103j 0.00251933+0.00423918j -0.0108756+0.00854073j 0.00222444-0.000270246j 0.0114333-0.00288894j 0.00535817-0.0160516j -0.00404862-0.0149004j -0.00766174+0.00467552j -0.00635333+0.0135633j 0.0106777+0.0081501j 0.00971486+0.00748814j -0.00824297-0.0043338j -0.0103853-0.00114005j 0.0166124+0.0134145j -0.00222591-0.00607799j -0.00600299+0.0164827j 0.0133518-0.0192153j 0.00626568-0.00906405j -0.00322353-0.00556975j -0.00160128+0.00867022j 3.56084e-05-0.00813252j 0.0116502+0.00474036j -0.00101989-0.00202137j 0.00227155+0.00494128j 0.00127665+0.00357029j -0.00583076-0.00570506j -0.00674236-0.00230762j 0.00239372-0.00431419j 0.000767493-0.000977085j 0.000693673-0.00984137j -0.00416394-0.00190996j -0.00205066+0.00374305j -0.0086277+0.000344996j 0.00120402-0.00500273j -0.00200319+0.00466939j -0.00126417-0.000100039j 0.000414496+0.00227638j -0.000800891+0.00655212j -0.00342486+0.00117365j -0.00448951-0.00591106j -0.00617018+0.00290386j -0.00589328-0.00461236j 0.00779976+0.00381605j 
0.00510537-0.000511643j 0.00337506-0.00203109j 0.00869015-0.000472739j -0.0125476+0.00226008j 0.000786955+0.015269j 0.0174746+0.00537173j -0.0223024+0.0210676j 0.00131187+0.0233855j 0.00141335-0.00649481j 0.00466016-0.00799775j -0.0162633+0.0018551j 0.00352891+0.0120201j -0.00606397-0.00987419j 0.00322562+0.00888782j 0.000185477+0.00398521j 0.00110509+0.00456255j -0.0237902-0.0151457j -0.0097816+0.00218389j -0.00923405+0.00166479j -0.0135357-0.00318057j 0.0142545+0.00728119j -0.00795983-0.00589755j 0.00874397-0.00718468j 0.0150271+0.0117676j 0.000841709+0.0125833j -0.00923192-0.0109764j -0.00665971+0.034849j 0.00196557-0.00932648j 0.00569646+0.022583j 0.000255116-0.00213701j 0.0102493+0.00591388j -0.00265391-0.00564969j 6.83214e-05+0.00889597j 0.000265666+0.00712601j 0.00913781+0.0134153j 0.0126545-0.0115552j -0.00352378-0.0121795j -0.000223892-0.00185386j -0.0274955+0.00425336j 0.0014779+0.00381959j 0.00776908+0.00713178j -0.0016083+0.0188215j -0.00366299-0.030196j -0.000482077-0.000578918j 0.00104998-0.00391809j -0.00391313-0.0100165j 0.000815548-0.00639968j 0.00411857+0.00868395j -0.000565703+0.00265609j -0.000512517+0.00325083j -0.0020633-0.00105455j -0.0107588-0.00442022j 0.000934457-0.0093086j 0.00199658-0.00478938j -0.0100149+0.00746244j 0.000770841+0.00100638j -0.00755071-0.00354876j 0.00195702+0.0162791j -0.00410362+0.00316134j 0.00683527-0.00124439j -0.0225025-0.00216271j 0.00799647+0.00406828j -0.00441452+0.0106098j -0.0019743+0.00653479j 0.0053426+0.0149567j -0.00782112+0.00862638j -0.00487466-0.00414129j -0.00894817+0.00251536j -0.00761001+0.0016157j 0.00587773+0.0114161j 0.000184121-0.00176271j 0.00610986-0.00758404j -0.000139645-0.00372026j 0.00338929-0.00125705j 0.00145488+0.0101623j -0.00362872-0.00664234j 0.0123334+0.0137514j -3.31369e-05-0.00256198j -0.00171453+0.00441141j -0.00581645+0.0216615j -0.00536401-0.00571115j 0.011555-0.00222185j 0.00757333-0.00399595j -0.0131528-0.00958086j 0.0134828-0.00135437j 0.0130215-0.00617965j 0.00247972-0.00625159j 0.00200281+0.000289125j 0.00350458+0.00270087j -0.00530909-0.00718523j 0.0103027-0.00599439j 0.00472082+0.00201409j -0.00893808-0.00643468j 0.00393271+0.00134918j -0.00826177+0.00353828j 
0.00661263-0.00842968j 0.0147082+0.00437088j -0.0274415+0.00680614j 0.0135641-0.00840962j -0.00243761+0.0132105j -0.00593228-0.00106053j -0.00730169+0.0179213j 0.0125683+0.0157721j 0.00617334-0.00671659j -0.00527611-0.00434868j 0.010663+0.00110244j 0.00510561+0.00728767j 0.00606154-0.0038308j 0.0191459+0.0055367j 0.00711474-0.00167302j 0.00366783+0.00225392j -0.00133348-0.010809j -0.0101131+0.00045448j -0.0038324-0.00294974j -0.00568146-0.00249148j -0.0165034-0.00307456j -0.00533964+0.00283175j 0.00251931+0.00202763j -0.000251466+0.0174102j 0.00657929+0.0168744j -0.00442394+0.00548264j -0.00511616+0.0187147j -0.00558515-0.0119741j -0.000258974-0.00807819j 0.00244394+0.00055199j 0.00706875+0.00127025j 0.00096756-0.00977833j -0.00469776+0.0103871j 0.00694029-0.00680065j -0.00600459+0.00235527j -0.00321218+0.00364618j 0.00960498-0.0103546j 0.000464196+0.00813019j 0.00668387-0.00228518j -0.0209068+0.0145186j -0.0222237-0.00344499j -0.00701705-0.0237246j -0.00102247+0.00600541j -0.00461782-0.00695326j 0.00161735+0.0186502j -0.00464827+0.00380855j -0.00540014+0.00635014j -0.00265317+0.005617j -0.00575273+0.00758047j -0.00191249-0.00200506j -0.00536547+0.00470786j -0.000435783+0.00655607j 0.00550322+0.00696828j -0.00807268-0.00875041j 0.00112525-0.00154211j -0.00994994-0.00487675j 0.00567149-0.0148624j -0.00126555+0.00560335j -0.00254572-0.0109766j -0.00524221-0.00561648j 0.00117928-0.00521344j -0.0265018-0.00207362j 0.00252226+0.00400872j -0.00469167+0.000808996j -0.00114949-0.0180675j 0.00569368-0.00172527j -0.00712474-0.00866835j -0.00463105-0.000455781j 0.0104204+0.0178702j -0.0108923-0.0141988j 0.00327711+0.0189653j -0.015256+0.00837706j 0.00661643+0.00356281j -0.0117409+0.0114663j 0.00440454-0.021583j -0.00718614+0.0112866j -0.0180272-0.00145284j -0.00263923-0.0196988j -0.00199969-0.0135326j 0.0154822-0.0177971j 0.00693867+0.00523652j 0.00550367+0.00859225j -0.00422963-0.00324645j -0.0111752+0.0127244j -0.0277688-0.00429122j -0.0110887-0.00045977j -0.00326794+0.00521394j -0.00597564-0.00504314j -0.0112524+0.00255844j 0.00464049+0.00626035j -0.00731076+0.00572404j 0.00742741+0.0028717j 0.0144232+0.000746887j -0.00967137+0.000476005j 0.000723002-0.00350695j 
0.0076079-0.0074438j -0.00722703-0.0141291j 0.0166421-0.00972078j -0.017645-0.00243547j -0.0271001-0.00644499j -0.0101398-0.0266446j 0.0158244+0.0117484j -0.0188733+0.00523223j -0.0135088-0.00706569j 0.0127487+0.000716993j 0.0170618+0.0044362j 0.00909527-0.000846748j -0.0105427-0.00827775j 0.0118561+0.00070856j 0.00212629-0.00486707j -0.00958502-0.00753114j 0.00451809-0.00125425j 0.00198245+0.00401761j -0.00253587-0.00870767j -0.000598864+0.0093705j -0.000103868-0.00674133j 0.000132667-0.0196904j -0.00692079+0.00166225j 0.00696253+0.0129946j -0.0126212+0.0136094j -0.00342013-0.00776333j 0.00255929+0.00343131j -0.00656874-0.00398604j -0.00867585-0.0040697j -0.00349348-0.00173028j 0.00213923+0.0067318j -0.00052133-0.00709585j 0.000317139+0.00358909j -0.00161526-0.0127333j -0.00379068+0.00133318j 0.00204857+0.00501081j -0.0185678-0.00737137j 0.00470305-0.0099644j -0.0135978+0.00228461j 0.0129303-0.0117067j -0.00785047+0.0202077j 0.00323556+0.0134448j -0.00142523-0.00876393j -0.00831236+0.00168158j 0.0153516+0.0106701j 0.00621322+0.00622698j -0.0076679+0.00193628j 0.00607914+0.0211959j 0.00209661+0.000645519j -0.0132033+0.00527901j -0.0166236+0.018005j 0.00542677+0.00925965j -0.00733561-0.00302157j -0.00536313+0.00390656j 0.00883318-0.00522653j 0.0191003+0.0050419j 0.005171+0.0160479j -0.00597654-0.0155908j -0.0127708-0.0119834j -0.0166536+0.019908j -0.00156014+0.00559508j 0.0105991-0.00834395j -0.00630852-0.00022106j -0.00182984+0.0116895j 0.00889274+0.011008j -0.00995073-0.00852364j -0.00181913+0.000434439j 0.00146928-0.00152521j -0.0124919+0.00415865j -0.00216179+0.0135351j 0.0024439-0.00136498j 0.00300623-0.00706345j -0.000916036+0.00642595j -0.00119206+0.00300901j 0.00698999+0.00593885j 0.0083135-0.00644906j 0.000863856-0.00746479j 0.00377932-0.00797138j 0.00887491+0.00473246j -0.00577827-0.000447412j 0.00228923+0.012776j -0.00844399+0.00420473j -0.00805623-0.000735701j -0.00978789+0.00395311j 0.000334754-0.0105187j -0.00491852+0.0107795j -0.00569605+0.00378638j -0.00437763-0.00244567j -0.00437806-0.000265697j 0.00626213+0.00556558j -0.0111697+0.00942289j -0.0106179+0.00204733j 0.0104306+0.0106673j -0.00421191+4.52924e-05j 0.000422002-0.00782704j 
0.01431-0.0295368j -0.00488848-0.00467224j 0.00925899+0.0129878j -0.0122523+0.00438697j 0.0089618+0.015083j -0.0289582+0.00911968j 0.00471298+0.00072364j -0.0110799+0.00220226j -0.00339806-0.0106448j -0.00694939+0.00369177j 0.00129059+0.0080759j 0.00602115+0.00152599j 0.00101051-0.0038536j 0.00597268+0.00307963j 0.00479794+0.00057508j -0.000616806-0.00501625j -0.00566899+0.00402971j -8.77632e-06-0.00244812j 0.0115824-0.000620607j 0.00145834+0.0109847j -0.00548843+0.0148597j -0.00867067-0.00600784j 0.00738622+0.00592776j -0.0155644-0.00395838j 0.0144339-0.00772803j -0.00213008+0.0152647j 0.00368065-0.00326943j 0.01184+0.00333551j 0.0160502+0.00583625j 0.00197734-0.000417577j -0.0170124+0.0032787j -0.000517252-0.00333361j -0.000354694-0.0120866j 0.00742719+0.0199828j -0.0113006-0.00648988j -0.0115168+0.0146155j 0.00119067-0.00294393j 0.015209+0.0129916j 0.00304476-0.0012533j 0.00684775-0.00156069j 0.00910516-0.00820018j 0.00117391-0.00820744j 0.00419038+0.0108612j -0.00362077-0.0209786j -0.00161757-0.0024665j 0.0138274+0.00172399j -0.00525836-0.0129508j -0.0115241+0.00689071j 0.00753623-0.00647835j -0.00353717+0.00371133j -0.0111896+0.00100621j -0.00496241-4.01231e-05j -0.0046743+0.00632003j -0.00142184-0.0100561j -0.00559301+0.00475387j 0.00506757+0.00622236j 0.00408003+0.0195151j 0.0103397-0.0110656j 0.0106078-0.022226j -0.0179066-0.0114697j -0.00675361+0.00416041j -0.000674478+0.0055101j -0.00275744+0.00526339j -0.00480994+0.00592948j -0.00902669-0.00661569j 0.00656676+0.0111826j 0.00827332-0.00303416j 0.00363185-0.0136919j 0.000971268-0.00720137j 0.0110677+0.0013397j 0.00284185+0.00391637j -0.00263846-0.0105957j -0.00104863-0.0024186j -0.00837906+0.0039602j -0.00125264+0.00792162j -0.0108145+0.00207823j 0.00196926+0.00850304j -0.000793963-0.00580303j 0.00242221-0.0104102j -0.00489169+0.00683226j -0.00459638+0.00737562j 0.00412442-0.00309665j 0.0124393-0.00460443j -0.00822032-0.00656502j 0.00331361+0.00537927j 0.00579632-0.00840797j -0.00437761-0.00142312j 0.000634463-0.00422136j -0.00180803+0.00037273j -0.00453215-0.0017133j 0.00171415-0.0133777j 0.00728279+0.00500381j -0.00823156-0.00857985j 0.00592086-0.0135372j -0.00556186+0.00132114j 
0.00670086-0.0146149j 0.0151477+0.00843336j 0.0179695-0.0137037j -0.00374434+0.00195119j -0.0230647-0.0234598j 0.00731866+0.0042361j 0.00140773+0.00187999j -0.0206921-0.000132989j 0.00265121+0.00950771j 0.00622397-0.00309179j -0.00487535-0.00947029j -0.00511736-0.000893553j -0.0112208-0.00244858j -0.0120151-0.0021458j 0.000627885+0.00113745j 0.00477847+0.00758776j -0.00522675-0.000813101j 0.0096953+0.000949464j -0.00298334-0.00666393j -0.00428169-0.00847626j 0.00543717-0.00766298j -0.00719379+0.00238646j -0.0218876+0.00835425j 0.0157735-0.00504643j 0.0113357-0.0179201j -0.00960013+0.00188582j -0.0172738-0.0154794j -0.00198985+0.0121944j -0.00524614+0.0055324j 0.00101326-0.000686435j 0.0251797-0.014723j -0.00876351+0.00202817j 0.0164207+0.035499j -0.000841891-0.00929118j 0.00655962+0.00577724j 0.0118205-0.0217294j -0.0161838-0.0115326j -0.000213767+0.0079992j 0.000163369+0.00921376j -0.00178855+0.00523518j -0.00892544+0.0138249j -0.000779664+0.0234021j -0.00126204+0.00394097j -0.00168203+0.000594912j 0.00367128+0.00743996j -0.00421502+0.00335428j -0.00476516+0.00408936j 0.00834203+0.0170153j -0.00256285+0.000786521j -0.00267757-0.00247146j -0.00546226-0.00460065j -0.0050443+0.00696004j -0.00384378-0.00353324j 0.00151284-0.00687842j 0.000193389-0.00299777j -0.00940032-0.0106589j 0.000419573-0.0108561j -0.00017369+0.00910314j -0.0059677-0.00685464j 0.00661968-0.00729146j -0.0300002-0.0066525j 0.00866308-0.000680882j 0.0232082+0.0170932j -0.0211252+0.00282334j 0.00186819+0.0153615j -0.00166313+0.016551j -0.00996011-0.0236884j -0.0204655+0.0288546j 0.00657581-0.00145333j -0.00339282+0.00464406j 0.000382916+0.0110706j -0.0019536+0.00507331j 0.000585926-0.0054941j 0.00242533+0.00409972j -0.000375942-0.0142506j 0.00163161+0.0044113j -0.00644448+0.0190891j -0.00897981-0.0263628j -0.00059507-0.00530863j 0.0104965+0.00220643j 0.0089234+0.00750306j 0.0106991-0.0155508j 0.00134799+0.00177477j -0.0274769+0.00657951j -0.0207672-0.00665609j 0.0150469-0.0089814j -0.0151089+0.0115903j 0.00593619+0.00711224j 0.00704892-0.00284997j -0.000598702-0.00150112j 0.00216688+0.00675258j -0.00395762-0.00246624j -0.000250108+0.00293665j -0.00995763+0.00174747j 0.00214247+0.000267053j 
0.00596955+0.0112358j -0.0172613-0.00657236j -0.000851542+0.00188003j -0.00140346+0.00446951j 0.0121037-0.00356139j 0.000761937+0.0143818j 0.0046596+0.00132673j -0.000516582+0.00313733j 0.0230624-0.00661812j 0.00591001+0.00439081j 0.0047017+0.00288443j 0.000296595+0.00270625j 0.00090061+0.00601736j 0.00869333-0.000377509j 0.00714202-0.0067241j 0.00579621-0.00346982j -0.00346455+0.00197536j 0.00652791-0.00413895j 0.0087191-0.0030036j 0.0023327-0.0021217j -0.0176157+0.0103202j -0.0112997+0.019042j 0.0106845+0.00446279j -0.00175319+0.0169074j -0.00712078-0.0147162j 0.00419976+0.00877373j 0.00632563+0.00735798j 0.00527179-0.0125362j -0.00587767-0.00892024j -0.00246301-0.0042332j -0.0205968-0.00155266j -0.00379823-0.00240096j 0.0102851-0.00992655j 0.00644223+0.0160461j -0.00122001-0.0230233j 0.0140644+0.00725932j 0.00312172+0.00043176j -0.00738436+0.0231485j 0.00494515+0.00556707j -0.00672114-0.00402974j -0.00431273+0.000402798j 0.00101737-0.00978001j 0.000603821+0.0103885j -0.0067417-0.00265229j -0.00116943+0.0031424j 0.0068546+0.0104993j -0.00590001-0.00897906j -0.0150961-0.00234416j 0.00389996-0.00299819j 0.00715626-0.00117089j -0.00625359-0.00310043j -0.00573579-0.0202936j -0.00818604+0.00480081j 0.00380286-0.00195135j -0.0122646+0.00166197j 0.00585172-0.0116112j 0.00746042+0.00387657j -0.00657308+0.00903981j 0.00886939-0.00335817j -0.00202691-0.00113683j -0.00598232-0.0167874j -0.0130769-0.0170286j 0.00431184+0.014684j -0.00412709+0.0105056j 0.00133741-0.00701962j 0.000452988+0.00808013j 0.0191194-0.0110607j -0.000109547-0.0158095j -0.000299079-0.00682751j 0.00283355+0.000247721j 0.00407614+0.00465083j -0.00337096+0.000712208j 0.0106648-0.00648297j -0.00337099+0.00911011j 0.00702407-0.00495647j -0.00534306-0.00353215j 0.00734115+0.0137472j 0.000977516+0.00711284j 0.00854522-0.0147565j 0.00836651+0.0148987j 0.0283219+0.00891593j 0.0138185-0.00415951j 0.0136774+0.00207065j -0.01+0.0031274j 0.000471486-0.0167469j 0.0174918-0.0158362j -0.010459+0.0113323j -0.0011943+0.00490061j 0.00118948+0.0074445j 0.0134257-0.0108202j -0.00120371+0.0104873j -0.00224957-0.0211323j -0.0207385-0.000235217j -0.0108239+0.00542706j 0.00919748+0.00389207j 
0.0145425+0.0216361j -0.000427167+0.0229883j -0.00542972+0.000743942j -0.00823581-0.00175693j 0.00354218+0.00886591j -0.00558712-0.00334196j 0.00946525-0.00590187j 0.00510482-0.00989602j -0.0101952+0.0044242j -0.0128336-0.00619854j -0.00441733-0.0055223j 0.00430862+0.000141841j 0.0052575+0.00709524j -0.00867047+0.00136275j -0.000662549-0.00220876j -0.0015297+0.00748997j 0.00477264-0.0021401j -0.011975+0.0029862j -0.0102502+0.0045451j -0.0134452-0.0062551j -0.00913708-0.0148857j 0.00300271+0.0126625j 0.0123672-0.00732848j 0.00557639-0.00241533j -0.00648188+0.00263243j 0.00611116-0.00887423j -0.00175647+0.0128873j 0.00141986-0.0148554j 0.0115788-0.00938743j 0.00264504-0.00471734j -0.00781589-0.00444635j -0.0048921+0.00956482j 0.0020353-0.00260838j 0.00412573+0.00884527j 0.00252949+0.00973259j -0.00278743+0.00188996j 0.012441+0.00793869j 0.00389467-0.00166863j 0.00293758-0.00363427j -0.0036675+0.0123443j -0.0118959-0.0175489j -0.00635899-0.0106498j -0.00291148+0.00424794j -0.00665019+0.011295j -0.00438486+0.00509711j -0.00357971+0.000281847j -0.0104397+0.00414323j -0.00819189+0.00204445j 0.00115384-0.00428444j 0.00984863-0.00457743j 0.00619947+0.00431633j -0.00721388-0.0222223j 0.00385787+0.00438714j 0.00140314-0.0021406j -0.0155529+0.00274981j 0.00359717+0.000493409j 0.00397235-0.0116149j -0.00668069-8.33075e-05j 0.00315108-0.00333477j -0.0053534-0.00553828j 0.00523793-0.00978728j -0.00714646-0.010143j 0.0128208+0.00493477j -0.0149774+0.011945j 0.0107337-0.000926827j -0.00657831-0.0102902j 0.00651583-0.0135019j -0.00403809+0.00386813j -0.00615832-0.00478737j -0.00294285+0.00587403j -0.00517424-0.00894037j 0.00194426+0.00368918j -0.00545069-0.00024471j 0.00905618-0.00539859j -0.00106782+0.00119667j 0.00800449-0.00447896j 0.00171921+0.0256922j -0.0088218+0.0223083j -0.00277436-0.00224923j -0.00148049+0.0250203j 0.00487249+0.0203322j -0.00365639-0.0311381j 0.0294882+0.00826891j -0.00314795-0.0219477j 0.0271113-0.00230552j 0.024488-0.00247529j -0.0266333-0.00174477j 0.00260165+0.00617118j 0.00891835-0.000281989j -0.00234108-0.0136285j 0.00792627+0.00557901j -0.0196288+0.0102481j -0.0112248+0.00886872j 0.00762244-0.00195251j -0.0136725-0.00623317j 
-0.00937681-0.00426441j 0.000373768-0.00798278j -0.00151012+0.00026083j 0.00258379-0.00124364j -0.00242087+0.000373149j 0.00118969-0.00144709j -0.00373009+0.000546894j -0.000719979+0.00211251j 0.00128633-0.00338666j -0.00204569+0.00141321j 0.00909397+0.00378349j 0.0187323-0.00146316j -0.00661704-0.00276428j -0.00765233+0.00262702j 0.00163318+0.000820232j -0.00328479+0.00364649j 0.00367343+0.00125745j 0.00646551-0.00165286j -0.00153425-0.000433018j 0.00082152+0.00413074j -0.00170151+0.0084601j 0.00248428+0.0070717j 0.00106228-0.00716643j -0.00365855-0.00665265j 0.00264761+0.0075283j -0.00140412-0.0109651j -0.00534415+0.00273988j -0.0093016+0.000742622j 0.000404711-0.0128967j -0.00257034+0.0537411j -0.00184724-0.00539323j 0.00511419-0.0175068j -0.00802966+0.000594829j -0.00121605-0.00919499j -0.00109405-0.00319528j -0.00601185+0.0146108j -0.0001648+0.0040817j 0.00366899+0.00163479j 0.0044719+0.00492179j -0.00225602+0.00041399j -0.00456547+0.00436061j 0.0034593-0.00626642j -0.00313554+0.00219626j -0.00297111+0.00410816j 0.00151921+0.0084443j -0.000853602-0.00648604j -0.000849923+0.00299754j -0.00104281+0.00614983j 0.0061646+0.00516191j -0.00461378+0.00784371j -0.00154808+0.00286199j 0.0033563+0.00927781j 0.000771745-0.0117239j -0.0042073-0.0333329j -0.00155044-0.0192322j 0.00291765+1.47894e-05j -0.00451889+0.00100003j -0.000502024-0.00483901j -0.000380676+0.00169631j -0.00347816-0.00129503j 0.0131601+0.00296891j -0.00658425-0.00143191j 0.00326493+0.00673499j -0.00865122-0.0020299j 0.0117541-0.00507475j -0.00683789-0.019315j -0.000877082-0.00196055j -0.00313167+0.00968616j -0.00413819+0.00566267j -0.00417407+9.77984e-06j -0.00978593-0.0157082j -0.0012045+0.00232378j -0.00971247+0.00127982j 0.0213668-0.0102258j -0.00274938-0.0171579j 0.00757578-0.0165361j 0.00738044+0.0236333j -0.0125961+0.00625306j -0.017035-0.0175341j 0.01529+0.00956088j -0.00350364+0.0135575j 0.00667148-0.029467j 0.0308652-0.00966998j -0.00429311-0.0105815j -0.00211812-0.00163309j 0.0160804-0.00223699j -0.0203612-0.00191906j -0.00262211-0.0168801j -0.0172162+0.00529412j 0.00135384+0.00201576j 0.00252759+0.00830047j -0.00901078+0.00179333j -0.00343279-0.000342812j -0.00747131-0.00112834j -0.00326669+0.00624141j 
