-0.0508361-0j -0.00517216-0j -0.00522576-0j -0.00297678-0j -0.000429662-0j -0.00368358-0j -0.000531679-0j -0.00214876-0j -0.000310146-0j -0.0020983-0j -0.000370931-0j -0.00244802-0j -3.09109e-05-0j -0.0014991-0j -0.000432752-0j -0.00214202-0j -0.000265006-0j -3.60627e-05-0j -0.000883536-0j -2.20838e-05-0j -0.000378658-0j -0.000156189-0j -3.15549e-05-0j -1.30157e-05-0j -0.00162024-0j -0.00027004-0j -0.00183025-0j -0.000165365-0j -3.3755e-05-0j -0.0014944-0j -1.98903e-06-0j -0.000305042-0j -0.00150988-0j -0.0001868-0j -0.0013076-0j -0.000249066-0j -3.81303e-05-0j -0.00107871-0j -0.000152521-0j -0.000251647-0j -2.24685e-06-0j -0.000344654-0j -3.11333e-05-0j -0.000217933-0j -0.000154102-0j -0.000133456-0j -3.14559e-05-0j -0.000179785-0j -1.83454e-06-0j -2.72416e-05-0j -0.000110096-0j -5.74423e-05-0j -1.85356e-06-0j -3.51761e-05-0j -1.60523e-06-0j -2.24732e-05-0j -7.18029e-06-0j -1.32424e-06-0j -4.23102e-07-0j 
0.000836379-0j 0.00491144-0j -0.00479038-0j 0.00282673-0j 0.000408003-0j 6.0604e-05-0j 8.74744e-06-0j -0.00397482-0j -0.000573716-0j 0.00199253-0j 0.000352233-0j 4.02759e-05-0j 2.93527e-05-0j 0.00142353-0j 7.11985e-06-0j -0.00196356-0j 0.000251647-0j 5.93321e-07-0j -0.00245885-0j 2.09706e-05-0j -0.000347111-0j -0.000434667-0j -2.89259e-05-0j -3.62223e-05-0j 0.00153856-0j 0.000256427-0j 3.01122e-05-0j 0.000157029-0j 3.20534e-05-0j 0.00141907-0j 1.88877e-06-0j 5.0187e-06-0j -0.00138409-0j 3.07331e-06-0j 2.15132e-05-0j 0.000236511-0j 6.27338e-07-0j -0.00199543-0j 0.000144833-0j -0.000230682-0j 3.69662e-08-0j -0.00128077-0j 2.95639e-05-0j 3.58553e-06-0j -0.000141263-0j 2.19568e-06-0j -2.88352e-05-0j -0.000332572-0j 1.74207e-06-0j 4.48192e-07-0j -0.000203658-0j -0.000213462-0j -1.69913e-06-0j -0.000130718-0j 2.641e-08-0j -4.15714e-05-0j -2.66827e-05-0j -2.44962e-06-0j -1.57229e-06-0j 
-0.000128044-0j 0.0354532-0j -0.0345794-0j -0.000432752-0j 0.0059528-0j -9.27806e-06-0j 0.000127626-0j 0.000608518-0j -0.00837057-0j -0.000305042-0j 0.00254259-0j -6.16597e-06-0j 0.000644635-0j -0.000217933-0j 5.13946e-05-0j 0.000300607-0j 0.00181651-0j 1.30303e-05-0j 0.000376433-0j 0.000460549-0j -0.00250562-0j -0.00313765-0j -0.000635262-0j -0.000795502-0j -0.000235544-0j 0.00185102-0j -4.60997e-06-0j -2.40401e-05-0j 0.000467662-0j -0.000217249-0j 5.54037e-05-0j 3.62275e-05-0j 0.000211894-0j -4.70503e-07-0j -3.29352e-06-0j 0.00170725-0j 9.15291e-06-0j 0.000305487-0j -2.21729e-05-0j -0.00166517-0j 1.08434e-06-0j 0.000196077-0j 0.00043134-0j 2.58822e-05-0j 2.16264e-05-0j -3.36144e-07-0j -0.000420708-0j -0.00240067-0j 5.11006e-05-0j 6.53916e-06-0j 3.11786e-05-0j -0.00154087-0j -4.9841e-05-0j 2.0012e-05-0j 7.7469e-07-0j -0.000606531-0j -0.000389303-0j -7.18554e-05-0j -4.61205e-05-0j 
-9.67921e-05-0j -0.000568389-0j 0.000554379-0j 0.0312753-0j -4.72172e-05-0j 0.000670531-0j -1.01232e-06-0j -0.043978-0j 6.63947e-05-0j -0.00023059-0j 0.00389715-0j -4.66104e-06-0j -3.39692e-06-0j -0.000164742-0j 7.8775e-05-0j 0.000227238-0j 0.00278426-0j -6.86635e-08-0j 0.000284557-0j -2.42687e-06-0j -0.00384048-0j -0.00480922-0j 3.34752e-06-0j 4.19191e-06-0j -0.000178054-0j -2.96757e-05-0j -3.48481e-06-0j 0.00349296-0j 0.000354644-0j -0.000164225-0j -2.18582e-07-0j -5.80802e-07-0j 0.000160177-0j 6.83628e-05-0j -2.48967e-06-0j -2.73708e-05-0j 6.94095e-06-0j 0.000230926-0j 0.00322166-0j 2.66962e-05-0j -4.27801e-09-0j 0.00014822-0j 0.000327099-0j -4.14945e-07-0j -0.00314225-0j 4.88408e-05-0j -0.000319037-0j 3.84877e-05-0j -2.01605e-07-0j 4.95886e-06-0j -0.00453016-0j 2.47034e-05-0j 1.96636e-07-0j -0.00290769-0j -3.05636e-09-0j -0.000459952-0j -0.000295221-0j 2.83489e-07-0j 1.81958e-07-0j 
1.39707e-05-0j -0.00781857-0j 0.00762586-0j 4.72172e-05-0j 0.0302966-0j 1.01232e-06-0j 0.000649548-0j -6.63947e-05-0j -0.0426018-0j 3.32829e-05-0j -0.000560722-0j 6.72762e-07-0j 0.0066795-0j 2.37784e-05-0j -1.13342e-05-0j -3.27989e-05-0j -0.000400599-0j 0.000135016-0j -4.10722e-05-0j 0.00477207-0j 0.000552569-0j 0.000691951-0j -0.00658238-0j -0.00824274-0j 2.56999e-05-0j -0.000408209-0j 5.02989e-07-0j 2.62299e-06-0j 0.00238016-0j 2.37038e-05-0j 0.000865661-0j -7.98932e-06-0j -2.31196e-05-0j 5.13361e-08-0j 3.59353e-07-0j -0.000376504-0j 4.65835e-05-0j -3.33313e-05-0j 2.41926e-06-0j 0.000367224-0j 1.69424e-05-0j -2.13937e-05-0j 0.00219529-0j -5.70784e-06-0j -2.35963e-06-0j 3.66763e-08-0j -0.00214118-0j 0.000529424-0j 0.000798426-0j 3.32809e-05-0j -3.40186e-06-0j 0.000339811-0j -0.000778746-0j -2.18349e-06-0j 1.21042e-05-0j -0.00308692-0j -0.00198135-0j -0.00112271-0j -0.000720614-0j 
-8.53626e-05-0j -0.000501272-0j 0.000488917-0j -0.000288502-0j -4.16416e-05-0j -6.18537e-06-0j -8.92781e-07-0j 0.000405679-0j 5.85547e-05-0j 0.029358-0j -3.59496e-05-0j 0.000593428-0j -2.9958e-06-0j 0.0209744-0j -7.26667e-07-0j -0.0289311-0j -2.56836e-05-0j -6.05555e-08-0j -0.0362288-0j -2.1403e-06-0j 3.54269e-05-0j 4.43631e-05-0j 2.95224e-06-0j 3.69692e-06-0j -0.000157029-0j 0.00377821-0j -3.07331e-06-0j -1.60267e-05-0j -3.27144e-06-0j -0.000144833-0j -1.92771e-07-0j 7.39458e-05-0j 0.000141263-0j -3.13669e-07-0j -2.19568e-06-0j 0.00348476-0j -6.40274e-08-0j 0.000203658-0j -1.47819e-05-0j -0.00339887-0j -3.77285e-09-0j 0.000130718-0j -3.01735e-06-0j 5.28294e-05-0j 1.44176e-05-0j -2.24096e-07-0j 2.94298e-06-0j -0.00490013-0j -1.77799e-07-0j -4.57434e-08-0j 2.07857e-05-0j -0.00314515-0j 1.73417e-07-0j 1.33413e-05-0j -2.69545e-09-0j 4.24287e-06-0j 2.72329e-06-0j 2.50013e-07-0j 1.60471e-07-0j 
-8.09821e-05-0j -0.000475548-0j 0.000463827-0j -0.000273697-0j -3.95047e-05-0j -5.86796e-06-0j -8.46967e-07-0j 0.000384861-0j 5.55498e-05-0j -0.000192926-0j -3.41048e-05-0j -3.8997e-06-0j -2.84206e-06-0j -0.000137833-0j -6.89376e-07-0j 0.000190121-0j -2.43656e-05-0j -5.7448e-08-0j 0.000238077-0j -2.03047e-06-0j 3.36089e-05-0j 4.20865e-05-0j 2.80074e-06-0j 3.50721e-06-0j 0.0288151-0j -2.48285e-05-0j 0.000563959-0j -1.52043e-05-0j -3.10356e-06-0j 0.0265771-0j -1.82879e-07-0j -4.85934e-07-0j -0.025922-0j -2.97572e-07-0j 0.000402912-0j -2.29001e-05-0j -6.07417e-08-0j -0.0373716-0j -1.40234e-05-0j 2.23356e-05-0j -3.57924e-09-0j -0.023987-0j -2.86251e-06-0j -3.47168e-07-0j 1.36777e-05-0j -2.12596e-07-0j 2.79196e-06-0j 3.22011e-05-0j -1.68675e-07-0j -4.3396e-08-0j 1.97191e-05-0j 2.06683e-05-0j 1.64518e-07-0j 1.26567e-05-0j -2.55713e-09-0j 4.02514e-06-0j 2.58354e-06-0j 2.37184e-07-0j 1.52237e-07-0j 
1.50901e-05-0j -0.0041782-0j 0.00407522-0j -0.00487589-0j -0.000701544-0j -0.000104537-0j -1.50409e-05-0j 0.00685627-0j 0.000986481-0j 3.59496e-05-0j 0.0286478-0j 7.26667e-07-0j -7.5971e-05-0j 2.56836e-05-0j 0.000579072-0j -3.54269e-05-0j 0.020467-0j -1.53564e-06-0j -4.43631e-05-0j -5.42763e-05-0j -0.0282312-0j -0.0353524-0j 7.48663e-05-0j 9.37508e-05-0j 2.77591e-05-0j -0.000218145-0j 5.4329e-07-0j -0.00054456-0j 0.00526923-0j 2.56031e-05-0j -6.52939e-06-0j -4.26945e-06-0j -2.4972e-05-0j -1.06579e-05-0j 3.88145e-07-0j -0.000201202-0j 0.000103127-0j -3.60019e-05-0j -0.000502265-0j 0.000196243-0j -1.27791e-07-0j -2.31079e-05-0j 0.00485998-0j -3.05024e-06-0j 0.000489885-0j -7.61439e-06-0j -0.00474019-0j 0.000282921-0j -6.02226e-06-0j 7.36778e-05-0j 0.000706263-0j 0.000181593-0j 5.87382e-06-0j 0.000453316-0j -9.12981e-08-0j -0.00683389-0j -0.00438634-0j 8.46824e-06-0j 5.43535e-06-0j 
-1.25751e-06-0j 0.00105932-0j -0.00103321-0j -4.25003e-06-0j -0.00835702-0j -9.11191e-08-0j -0.000179171-0j 5.97621e-06-0j 0.0117513-0j -2.9958e-06-0j 7.5971e-05-0j -6.05555e-08-0j 0.0277387-0j -2.1403e-06-0j 1.53564e-06-0j 2.95224e-06-0j 5.42763e-05-0j 0.000560695-0j 3.69692e-06-0j 0.0198175-0j -7.48663e-05-0j -9.37508e-05-0j -0.0273353-0j -0.0342305-0j -2.31326e-06-0j 5.53073e-05-0j -4.52742e-08-0j -2.36096e-07-0j -0.000656542-0j -2.13359e-06-0j 0.00737338-0j 1.08245e-06-0j 2.081e-06-0j -4.62078e-09-0j -3.23455e-08-0j 5.10117e-05-0j -1.28496e-05-0j 3.00016e-06-0j -2.17758e-07-0j -4.97543e-05-0j 0.000144309-0j 1.92566e-06-0j -0.000605549-0j 7.73343e-07-0j 2.12391e-07-0j -3.30124e-09-0j 0.000590624-0j -7.17304e-05-0j 0.0068007-0j -9.1802e-06-0j 3.06203e-07-0j -4.60403e-05-0j -0.00663308-0j 1.96537e-07-0j 0.000103099-0j 0.000851497-0j 0.000546535-0j -0.00956285-0j -0.00613793-0j 
1.3497e-05-0j -0.0037371-0j 0.00364499-0j 4.56161e-05-0j -0.00062748-0j 9.77993e-07-0j -1.34529e-05-0j -6.41434e-05-0j 0.000882336-0j -0.00464191-0j -0.000268013-0j -9.38292e-05-0j -6.79505e-05-0j -0.00331634-0j -5.41747e-06-0j 0.00457441-0j -0.000191477-0j -1.37352e-06-0j 0.00572828-0j -4.85462e-05-0j 0.000264116-0j 0.000330737-0j 6.69625e-05-0j 8.38533e-05-0j 2.48285e-05-0j 0.0281675-0j 4.85934e-07-0j 2.53405e-06-0j -4.9296e-05-0j 2.29001e-05-0j -5.84006e-06-0j 0.000551283-0j -2.23356e-05-0j 4.95954e-08-0j 3.47168e-07-0j 0.0259797-0j -9.64802e-07-0j -3.22011e-05-0j 2.33723e-06-0j -0.0253394-0j -1.143e-07-0j -2.06683e-05-0j -4.54672e-05-0j 0.000393856-0j -2.27962e-06-0j 3.54327e-08-0j 4.43465e-05-0j -0.0365316-0j -5.38647e-06-0j -6.89288e-07-0j -3.28651e-06-0j -0.0234478-0j 5.25371e-06-0j -2.10945e-06-0j -8.16595e-08-0j 6.3934e-05-0j 4.10361e-05-0j 7.57422e-06-0j 4.86153e-06-0j 
9.24077e-06-0j -0.00255862-0j 0.00249555-0j 3.12312e-05-0j -0.000429606-0j 6.69586e-07-0j -9.2106e-06-0j -4.3916e-05-0j 0.000604094-0j 2.20145e-05-0j -0.000183496-0j 4.44991e-07-0j -4.65225e-05-0j 1.57279e-05-0j -3.70909e-06-0j -2.16944e-05-0j -0.000131096-0j -9.40382e-07-0j -2.71667e-05-0j -3.32373e-05-0j 0.000180828-0j 0.00022644-0j 4.58461e-05-0j 5.74104e-05-0j -0.00659312-0j -0.000133586-0j -0.000129038-0j 1.73494e-06-0j -3.37506e-05-0j -0.00608104-0j -3.99842e-06-0j -2.61449e-06-0j 0.00593116-0j 3.39557e-08-0j -9.21893e-05-0j -0.00012321-0j -6.60555e-07-0j 0.0085509-0j 1.60019e-06-0j 0.000120174-0j -7.82555e-08-0j 0.00548841-0j -3.11293e-05-0j -1.86788e-06-0j -1.56075e-06-0j 2.42591e-08-0j 3.0362e-05-0j 0.000173253-0j -3.68786e-06-0j -4.71923e-07-0j -2.25012e-06-0j 0.000111203-0j 3.59697e-06-0j -1.44424e-06-0j -5.59085e-08-0j 4.37726e-05-0j 2.80955e-05-0j 5.18572e-06-0j 3.32846e-06-0j 
8.2652e-06-0j 4.85354e-05-0j -4.73391e-05-0j -0.00536921-0j 4.03193e-06-0j -0.000115114-0j 8.64432e-08-0j 0.00754995-0j -5.66953e-06-0j 1.96904e-05-0j -0.000669046-0j 3.98012e-07-0j 2.90067e-07-0j 1.40675e-05-0j -1.35238e-05-0j -1.94041e-05-0j -0.000477989-0j 5.86327e-09-0j -2.42986e-05-0j 2.07234e-07-0j 0.000659318-0j 0.000825626-0j -2.85849e-07-0j -3.57953e-07-0j 1.52043e-05-0j 2.53405e-06-0j 2.97572e-07-0j 0.028366-0j -6.08837e-05-0j 1.40234e-05-0j 1.8665e-08-0j 4.95954e-08-0j -1.36777e-05-0j 0.000555169-0j 2.12596e-07-0j 2.33723e-06-0j -1.19159e-06-0j -1.97191e-05-0j 0.0261629-0j -2.27962e-06-0j 3.65305e-10-0j -1.26567e-05-0j -5.61549e-05-0j 3.54327e-08-0j -0.025518-0j 0.000396632-0j 5.47708e-05-0j -3.28651e-06-0j 1.72153e-08-0j -8.51315e-07-0j -0.0367891-0j -2.10945e-06-0j -1.6791e-08-0j -0.0236131-0j 2.60986e-10-0j 7.89626e-05-0j 5.06823e-05-0j -2.42074e-08-0j -1.55376e-08-0j 
-1.68713e-06-0j 0.000944182-0j -0.00092091-0j 0.000545142-0j -0.00365866-0j 1.16876e-05-0j -7.84404e-05-0j -0.000766555-0j 0.00514465-0j -4.01929e-06-0j -0.00647377-0j -8.12438e-08-0j -0.000806627-0j -2.87152e-06-0j -0.000130857-0j 3.96084e-06-0j -0.00462508-0j -1.63047e-05-0j 4.95994e-06-0j -0.000576282-0j 0.00637964-0j 0.00798886-0j 0.000794898-0j 0.000995406-0j -3.10356e-06-0j 4.9296e-05-0j -6.07417e-08-0j 6.08837e-05-0j 0.0274799-0j -2.86251e-06-0j -0.000104538-0j 9.64802e-07-0j 2.79196e-06-0j 1.19159e-06-0j -4.3396e-08-0j 4.54672e-05-0j 0.000537826-0j 4.02514e-06-0j 5.61549e-05-0j -4.43465e-05-0j -2.04599e-06-0j 2.58354e-06-0j 0.0253455-0j 6.89288e-07-0j -5.47708e-05-0j 8.51315e-07-0j -0.0247208-0j -6.3934e-05-0j -9.6419e-05-0j 0.000384241-0j -7.89626e-05-0j -4.10361e-05-0j 9.40425e-05-0j -5.06823e-05-0j -1.46172e-06-0j -0.0356398-0j -0.0228755-0j 0.00013558-0j 8.70224e-05-0j 
1.06703e-05-0j 6.2659e-05-0j -6.11146e-05-0j -0.00344778-0j 5.2052e-06-0j -7.39191e-05-0j 1.11598e-07-0j 0.00484812-0j -7.31933e-06-0j -0.00366975-0j -0.00042962-0j -7.41785e-05-0j 3.74475e-07-0j -0.0026218-0j -8.68413e-06-0j 0.00361639-0j -0.000306936-0j 7.56944e-09-0j 0.0045286-0j 2.67538e-07-0j 0.000423374-0j 0.000530167-0j -3.6903e-07-0j -4.62115e-07-0j -0.00379673-0j -0.000472277-0j -7.43081e-05-0j -0.000385062-0j -3.90958e-05-0j -0.00350184-0j 2.40964e-08-0j -9.24322e-06-0j 0.00341553-0j -7.53629e-06-0j -5.30883e-05-0j -0.000435595-0j -7.65168e-07-0j 0.00492414-0j -0.000355155-0j 0.000424859-0j 4.71606e-10-0j 0.00316056-0j -3.60593e-05-0j -6.60368e-06-0j 0.000346401-0j -5.38419e-06-0j 3.51705e-05-0j 0.000612516-0j 2.22249e-08-0j -5.46662e-07-0j 0.000499403-0j 0.000393144-0j -2.16771e-08-0j 0.000320543-0j 3.36932e-10-0j 5.0705e-05-0j 3.25451e-05-0j -3.12517e-08-0j -2.00589e-08-0j 
9.94149e-08-0j -0.000111857-0j 0.0001091-0j 3.35994e-07-0j 0.00133065-0j 7.2036e-09-0j 2.85287e-05-0j -4.72461e-07-0j -0.00187111-0j 2.36839e-07-0j -8.022e-06-0j 4.78734e-09-0j -0.00905893-0j 1.69206e-07-0j -1.62153e-07-0j -2.33395e-07-0j -5.73119e-06-0j -0.000183112-0j -2.92267e-07-0j -0.00647201-0j 7.90536e-06-0j 9.89943e-06-0j 0.00892721-0j 0.011179-0j 1.82879e-07-0j -5.84006e-06-0j 3.57924e-09-0j 1.8665e-08-0j 0.000104538-0j 1.68675e-07-0j 0.0265953-0j -1.143e-07-0j -1.64518e-07-0j 3.65305e-10-0j 2.55713e-09-0j -5.38647e-06-0j 2.04599e-06-0j -2.37184e-07-0j 1.72153e-08-0j 5.25371e-06-0j 0.000520513-0j -1.52237e-07-0j 9.6419e-05-0j -8.16595e-08-0j -1.6791e-08-0j 2.60986e-10-0j -9.40425e-05-0j 7.57422e-06-0j 0.0245297-0j 1.46172e-06-0j -2.42074e-08-0j 4.86153e-06-0j -0.0239251-0j -1.55376e-08-0j 0.000371873-0j -0.00013558-0j -8.70224e-05-0j -0.0344926-0j -0.0221391-0j 
4.10701e-06-0j 2.41175e-05-0j -2.3523e-05-0j 1.38805e-05-0j 2.00348e-06-0j 2.97594e-07-0j 4.2954e-08-0j -1.95182e-05-0j -2.81721e-06-0j -0.00425703-0j 1.72963e-06-0j -8.60495e-05-0j 1.44135e-07-0j -0.00304137-0j 3.49618e-08-0j 0.00419513-0j 1.2357e-06-0j 2.91348e-09-0j 0.00525333-0j 1.02975e-07-0j -1.70448e-06-0j -2.13442e-06-0j -1.4204e-07-0j -1.77868e-07-0j 7.55507e-06-0j -0.000547857-0j 1.47865e-07-0j 7.71086e-07-0j 1.57397e-07-0j 6.96827e-06-0j 9.27472e-09-0j -1.07224e-05-0j -6.79652e-06-0j 1.50914e-08-0j 1.0564e-07-0j -0.000505305-0j 3.08052e-09-0j -9.79848e-06-0j 7.11196e-07-0j 0.00049285-0j 1.81521e-10-0j -6.28917e-06-0j 1.45172e-07-0j -7.66048e-06-0j -6.93667e-07-0j 1.07818e-08-0j -1.41594e-07-0j 0.000710538-0j 8.55436e-09-0j 2.20083e-09-0j -1.00005e-06-0j 0.00045606-0j -8.34352e-09-0j -6.41886e-07-0j 1.29685e-10-0j -2.04135e-07-0j -1.31024e-07-0j -1.20288e-08-0j -7.72069e-09-0j 
-1.54013e-06-0j 0.000861916-0j -0.000840672-0j -5.2052e-06-0j -0.00333989-0j -1.11598e-07-0j -7.1606e-05-0j 7.31933e-06-0j 0.00469641-0j 0.000529683-0j 6.18138e-05-0j 1.07067e-05-0j -0.000736346-0j 0.000378424-0j 1.24947e-06-0j -0.000521981-0j 4.41619e-05-0j -1.48841e-05-0j -0.000653647-0j -0.000526071-0j -6.0915e-05-0j -7.62804e-05-0j 0.000725639-0j 0.000908677-0j 0.00054801-0j -0.00649648-0j 1.07255e-05-0j -2.89157e-07-0j -0.000262387-0j 0.000505447-0j -9.54301e-05-0j -0.000127147-0j -0.000492989-0j -5.65928e-09-0j 7.66263e-06-0j -0.00599191-0j -5.13535e-06-0j -0.000710738-0j -2.66699e-07-0j 0.00584422-0j -1.86772e-06-0j -0.000456188-0j -0.000242008-0j -9.0838e-05-0j 2.60125e-07-0j -4.04318e-09-0j 0.000236043-0j 0.00842556-0j -8.80181e-05-0j -3.66887e-06-0j 3.7502e-07-0j 0.00540796-0j 8.58487e-05-0j 2.40707e-07-0j -1.33437e-06-0j 0.000340301-0j 0.000218423-0j 0.000123767-0j 7.94402e-05-0j 
-1.33379e-06-0j 0.000369304-0j -0.000360202-0j 0.000866452-0j 6.20083e-05-0j 1.85764e-05-0j 1.32944e-06-0j -0.00121837-0j -8.71934e-05-0j -3.17752e-06-0j -0.00509075-0j -6.42289e-08-0j 6.71495e-06-0j -2.27013e-06-0j -0.000102902-0j 3.13132e-06-0j -0.00363701-0j 1.35733e-07-0j 3.92118e-06-0j 4.79739e-06-0j 0.00501673-0j 0.00628216-0j -6.61731e-06-0j -8.28648e-06-0j 0.000474591-0j 1.92815e-05-0j 9.28852e-06-0j -0.00457755-0j -0.000936349-0j 0.00043773-0j 5.77122e-07-0j 3.7737e-07-0j -0.000426941-0j -8.959e-05-0j 6.63604e-06-0j 1.77839e-05-0j -1.83259e-05-0j -0.000615517-0j -0.00422201-0j -1.73456e-05-0j 1.12952e-08-0j -0.00039507-0j -0.000863623-0j 2.69606e-07-0j 0.00411795-0j -6.40062e-05-0j 0.000842337-0j -2.5007e-05-0j 5.32297e-07-0j -1.30926e-05-0j 0.00593681-0j -1.60507e-05-0j -5.19177e-07-0j 0.00381055-0j 8.06969e-09-0j 0.00121439-0j 0.000779458-0j -7.48494e-07-0j -4.80422e-07-0j 
-1.25751e-06-0j 0.000348184-0j -0.000339602-0j 0.000406325-0j 5.8462e-05-0j 8.71145e-06-0j 1.2534e-06-0j -0.000571356-0j -8.22068e-05-0j 0.000867964-0j -0.00238732-0j 1.75446e-05-0j 6.33091e-06-0j 0.000620104-0j -4.8256e-05-0j -0.000855344-0j -0.00170558-0j 1.2797e-07-0j -0.0010711-0j 4.52302e-06-0j 0.0023526-0j 0.00294603-0j -6.23886e-06-0j -7.81257e-06-0j -2.31326e-06-0j -0.00526688-0j -4.52742e-08-0j 4.538e-05-0j -0.000439103-0j -2.13359e-06-0j 5.44116e-07-0j -0.000103081-0j 2.081e-06-0j 8.88161e-07-0j -3.23455e-08-0j -0.0048578-0j -8.59395e-06-0j 3.00016e-06-0j 4.18554e-05-0j 0.00473807-0j 1.06492e-08-0j 1.92566e-06-0j -0.000404998-0j -7.36449e-05-0j -4.08238e-05-0j 6.34533e-07-0j 0.000395016-0j 0.00683083-0j 5.01855e-07-0j -6.13982e-06-0j -5.88553e-05-0j 0.00438438-0j -4.89485e-07-0j -3.77763e-05-0j 7.60818e-09-0j 0.000569491-0j 0.000365528-0j -7.05687e-07-0j -4.52946e-07-0j 
1.57189e-07-0j -0.000132415-0j 0.000129151-0j -5.07906e-05-0j 0.00104463-0j -1.08893e-06-0j 2.23964e-05-0j 7.14195e-05-0j -0.00146891-0j 3.74475e-07-0j 0.000907901-0j 7.56944e-09-0j -0.00346733-0j 2.67538e-07-0j 1.83519e-05-0j -3.6903e-07-0j 0.000648636-0j -7.00869e-05-0j -4.62115e-07-0j -0.00247718-0j -0.0008947-0j -0.00112038-0j 0.00341692-0j 0.00427881-0j -5.59311e-05-0j -6.91342e-06-0j -1.09466e-06-0j -5.6725e-06-0j -0.0078461-0j -5.1587e-05-0j -0.000921673-0j -1.35307e-07-0j 5.03155e-05-0j -1.1102e-07-0j -7.82064e-07-0j -6.37646e-06-0j -0.000153561-0j 7.25394e-05-0j -5.23192e-06-0j 6.21929e-06-0j -1.80386e-05-0j 4.65595e-05-0j -0.0072367-0j -9.66678e-08-0j 5.10297e-06-0j -7.93166e-08-0j 0.00705833-0j 8.9663e-06-0j -0.000850087-0j -0.000109709-0j 7.35691e-06-0j 5.75503e-06-0j 0.000829134-0j 4.72204e-06-0j -1.28874e-05-0j 0.0101759-0j 0.00653144-0j 0.00119536-0j 0.000767241-0j 
-6.28755e-07-0j -3.69222e-06-0j 3.60121e-06-0j 0.000613737-0j -3.0672e-07-0j 1.31583e-05-0j -6.57596e-09-0j -0.00086301-0j 4.31296e-07-0j 0.000216242-0j 7.64765e-05-0j 4.37101e-06-0j -2.20661e-08-0j 0.000154491-0j 1.54586e-06-0j -0.000213098-0j 5.46374e-05-0j -4.46034e-10-0j -0.00026685-0j -1.57648e-08-0j -7.53645e-05-0j -9.43746e-05-0j 2.17453e-08-0j 2.72304e-08-0j -1.15663e-06-0j 2.78292e-05-0j -2.26371e-08-0j -0.00654182-0j 6.95942e-06-0j -1.06679e-06-0j -1.4199e-09-0j 5.44662e-07-0j 1.0405e-06-0j -0.000128034-0j -1.61727e-08-0j 2.56677e-05-0j 1.36207e-07-0j 1.50008e-06-0j -0.00603372-0j -2.50351e-05-0j -2.77897e-11-0j 9.62829e-07-0j 6.41889e-06-0j 3.89125e-07-0j 0.005885-0j -9.14719e-05-0j -6.26067e-06-0j -3.60928e-05-0j -1.30961e-09-0j 9.7311e-08-0j 0.00848436-0j -2.31662e-05-0j 1.27733e-09-0j 0.0054457-0j -1.98539e-11-0j -9.02596e-06-0j -5.79332e-06-0j 1.84152e-09-0j 1.18198e-09-0j 
1.04793e-07-0j -8.82766e-05-0j 8.61008e-05-0j 3.54169e-07-0j 0.000696418-0j 7.59326e-09-0j 1.4931e-05-0j -4.98018e-07-0j -0.000979273-0j -7.23304e-05-0j -6.33091e-06-0j -1.46205e-06-0j -0.00231155-0j -5.16753e-05-0j -1.2797e-07-0j 7.12787e-05-0j -4.52302e-06-0j -4.67246e-05-0j 8.92582e-05-0j -0.00165145-0j 6.23886e-06-0j 7.81257e-06-0j 0.00227794-0j 0.00285254-0j 1.92771e-07-0j 0.00133534-0j 3.77285e-09-0j 1.96747e-08-0j 5.47119e-05-0j 1.77799e-07-0j -0.000614448-0j 2.61347e-05-0j -1.73417e-07-0j 3.85065e-10-0j 2.69545e-09-0j 0.00123162-0j 1.0708e-06-0j -2.50013e-07-0j 1.81465e-08-0j -0.00120127-0j -1.20258e-05-0j -1.60471e-07-0j 5.04624e-05-0j 1.86715e-05-0j -1.76993e-08-0j 2.75104e-10-0j -4.92186e-05-0j -0.00173185-0j -0.000566725-0j 7.65016e-07-0j -2.55169e-08-0j -0.00111159-0j 0.000552756-0j -1.6378e-08-0j -8.59161e-06-0j -7.09581e-05-0j -4.55446e-05-0j 0.000796904-0j 0.000511494-0j 
-7.17465e-09-0j 1.01012e-05-0j -9.85226e-06-0j -2.42483e-08-0j -0.000160612-0j -5.19875e-10-0j -3.44347e-06-0j 3.40969e-08-0j 0.000225846-0j -1.70924e-08-0j 7.24428e-07-0j -3.45496e-10-0j 0.00165176-0j -1.22114e-08-0j 1.46432e-08-0j 1.68438e-08-0j 5.17556e-07-0j 3.33879e-05-0j 2.10926e-08-0j 0.00118008-0j -7.13894e-07-0j -8.93969e-07-0j -0.00162774-0j -0.00203833-0j 2.55289e-06-0j 5.27388e-07-0j 4.99643e-08-0j -1.34703e-09-0j -1.2618e-05-0j 2.35461e-06-0j -0.0100219-0j 1.03218e-08-0j -2.29658e-06-0j -2.63636e-11-0j 3.56962e-08-0j 4.86426e-07-0j -2.46954e-07-0j -3.31095e-06-0j -1.24241e-09-0j -4.74437e-07-0j -0.000196145-0j -2.12514e-06-0j -1.16379e-05-0j 7.37428e-09-0j 1.21179e-09-0j -1.88351e-11-0j 1.13511e-05-0j -6.83991e-07-0j -0.00924351-0j -1.76433e-07-0j 1.74702e-09-0j -4.39021e-07-0j 0.00901568-0j 1.12133e-09-0j -0.000140133-0j 1.63648e-05-0j 1.05038e-05-0j 0.0129978-0j 0.00834267-0j 
