0.115222+0.193019j 0.0766969-0.481475j 0.403788-0.169506j -0.402304-0.190437j 0.0114386+0.289689j 0.0524311+0.00733019j 0.0266363-0.0490138j -0.0120352-0.016605j 0.0284266+0.0307641j -0.00319573-0.0424667j 0.0447022-0.00324417j -0.0191618+0.056553j 0.0186893+0.0120327j -0.00094408+0.032845j -0.0183493-0.00489327j 0.0245771-0.00400739j -0.0217779+0.0226593j -0.0559571+0.00301617j 0.0162577+0.0280996j -0.0145573-0.088863j -0.0725087-0.0697976j -0.0163164+0.0237429j 0.00750584-0.0302975j -0.0175465-0.0184707j -0.0138097+0.015613j -0.0137029+0.0147055j -0.00168219+0.00597698j -0.0230964-0.0201193j 0.0159721+0.00335148j 0.0108966+0.00168296j 0.0323442+0.0327944j 0.0152485+0.0284496j 0.00466723+0.0223662j -0.0352519+0.0173208j -0.0052725+0.0130926j -0.00747894-0.00995631j 0.0351809+0.00616407j -0.0179168+0.0178651j 0.0302104-0.00913173j 0.00970456-0.0040649j -0.0216878-0.0234411j -0.00893442+0.00640962j 0.00953984-0.038597j 0.041859+0.00481682j 0.00441613-0.0219701j 0.00625008-0.0236473j 0.0243051+0.0274866j -0.0197684+0.0147773j 0.00204213+0.0180252j 0.0059926+0.0222836j 0.0323702+0.0107545j -0.0213339-0.026528j 0.0369202-0.0215319j 0.0142496+0.0205808j 0.0118542-0.0200751j 0.0305303-0.0197948j -0.0151878+0.0191822j -0.00226712-0.0559608j 0.019575+0.0362397j 0.0144268+0.0102448j -0.0247757-0.0086356j 0.00400172+0.00329703j 0.0138982+0.00512675j 0.00552622+0.00315543j -0.014985-0.00237336j 0.00302423-0.00168235j 0.0128602-0.000732146j 0.0129702-0.0134893j 0.0133395+0.00598321j -0.00491843-0.0083227j 0.0190815+0.0127065j 0.00547088-0.000419296j -0.0023696-0.00190331j -0.00058329-0.000884762j 0.00724428-0.0161092j 0.0379305+0.0194295j -0.0110011+0.00998428j -0.000162534-0.00520777j -0.00250651+0.00221843j 0.00300879-0.0217556j -0.00454661+0.00391222j 0.0263578+0.0355059j 0.0057194+0.00291128j 0.00727338+0.019258j -0.000150545+0.00694985j -0.013232+0.00350316j 0.00588437+0.00146759j 0.0116119+0.00620482j -0.00475883+0.00358535j 0.0212048+0.00772572j -0.00484918-0.0190178j 0.0136154+0.00609356j 
-0.0285222-0.00497542j -0.0270645+0.0224944j 0.00795023+0.0341101j 0.0432278-0.0485789j 0.0200582-0.00014405j 0.10498-0.0641415j 0.0470691-0.106193j 0.081365+0.119767j 0.0118161-0.0782967j 0.0465159-0.0807181j 0.0819666+0.0363355j -0.127819-0.0912037j 0.151825+0.139677j -0.0366322-0.109107j -0.0475696-0.012654j 0.061927-0.129373j 0.0915647+0.185495j -0.0595663+0.0268779j -0.0199559-0.115123j -0.0410172-0.0568297j 0.0431277-0.095242j 0.0634717-0.0180745j 0.026648+0.0322824j 0.0794518-0.0251171j -0.0376441-0.0517539j 0.104508-0.034362j 0.0141476+0.0322391j 0.0200276-0.0021735j 0.0726561+0.0670414j 0.0340634+0.00676473j -0.0476272+0.038994j 0.0375844-0.0301438j -0.0373952+0.0631151j -0.0158293+0.0483839j -0.0148035-0.098282j 0.0308866-0.015004j -0.0203898+0.0283911j 0.0305484-0.0415849j 0.0172448+0.0223597j -0.0690339-0.113092j -0.00890452-0.0549523j 0.0700357-0.0333881j -0.0167069-0.0201765j 0.0868646-0.0694563j -0.00453146+0.00896604j 0.0329404-0.0097442j 0.0318116-0.0580181j -0.0463868+0.0668966j -0.131096+0.00926241j 0.0174134-0.0449361j 0.0350756-0.0706356j 0.0888106+0.0162182j -0.00745449-0.0309054j 0.0712841+0.0212877j 0.0312818-0.016882j -0.0126954+0.02407j -0.0728898-0.0444117j -0.0773611-0.0126113j 0.0208043+0.0265873j -0.00923811+0.0112089j 0.00380127-0.00602384j 0.0261822-0.00662147j -0.0268287-0.0190172j 0.0624951+0.0284688j -0.0528511+0.0433705j -0.115693+0.0213917j 0.0927038+0.0089366j -0.0194695+0.0300829j -0.0439199-0.00475726j -0.0451954-0.0246356j -0.0417387+0.0265185j -0.0495702+0.0225393j 0.0244196+0.0767881j 0.0464439+0.0376876j 0.0407233+0.00798559j 0.0433113+0.0715975j -0.0329994-0.0640163j 0.0125839+0.0520957j -0.00741568+0.0164967j -0.0216706-0.0202671j 0.0586721-0.0351344j 0.0175977-0.0107067j -0.0315829+0.000552696j -0.0194441+0.00814732j -0.0323254+0.0368815j -0.0150461-0.0237355j 0.00113224-0.0110569j 0.0079453-0.0142291j 0.0100104+0.0163249j 0.00279732-0.0112546j 0.0146071-0.000242931j -0.00706553-0.0125661j 
-0.0306556+0.00280167j -0.0121706+0.00542528j -0.01231-0.00814085j -0.0176725+0.0124127j 0.0114184+0.00571463j 0.0346587-0.0654878j 0.0303347-0.163986j -0.0129935+0.0976537j -0.0508872-0.10266j -0.0550054+0.130548j -0.137116+0.0842667j -0.00988369+0.0770873j -0.000694756-0.118949j 0.0136624+0.0311117j -0.022682+0.0354533j -0.0535971-0.0188051j -0.0447288-0.125017j 0.0136465+0.0552922j -0.0445514-0.164833j 0.0437408-0.0340664j -0.0768181-0.107857j 0.0203272-0.0164515j 0.0224626-0.032203j 0.0400208-0.102389j -0.0606952+0.01821j 0.0918885+0.0276553j -0.0098952-0.037676j 0.0790325+0.0131055j -0.0399984+0.0485039j 0.0656156+0.102947j -0.0667505-0.0189344j 0.0251778-0.0100111j 0.0340247+0.111242j -0.0323506+0.0559136j -0.0549709-0.0565725j -0.00926054-0.0270225j -0.0190987-0.0340318j -0.0318309-0.0827955j -0.0147603-0.0155341j 0.107881+0.045832j -0.0410538-0.0738226j 0.0181745-0.0085437j -0.01082+0.0830404j -0.0393554+0.0537348j 0.0242292-0.0224304j 0.0732445+0.0574206j -0.00614068-0.0595602j -0.0296847+0.0164031j -0.107128-0.00975818j 0.0203447-0.0501107j 0.0399504-0.0466736j 0.0407226-0.0309608j -0.0583034-0.0253678j 0.0379681+0.0288093j -0.00633843+0.0106525j -0.00113395+0.00783974j -0.117741-0.021225j -0.0861522-0.0486405j 0.0357484+0.0346383j -0.0425322-0.00599699j 0.0450532+0.0507606j 0.031624-0.0380837j -0.0571453-0.0213808j -0.0347689+0.0298953j -0.146234-0.0256422j -0.115176+0.0322287j 0.0447793+0.000844596j -0.0205001+0.0398185j -0.0644605-0.0458702j -0.0335352+0.0213957j -0.0532635-0.00196658j 0.0368341-0.00576415j 0.0411032+0.0378095j 0.0639071-0.0307659j 0.0418448-0.0182538j 0.0907676-0.00161256j -0.0231891-0.00747218j 0.0324218-0.0273307j -0.0411072+0.0423449j 0.00809001-0.0396136j 0.0572662-0.0604254j -0.00790316-0.028171j -0.0656501-0.00578073j -0.0058442-0.0112848j -0.00459177+0.0236055j -0.0254962-0.0423152j 0.0354393-0.0501168j 0.0417682+0.0424128j 0.00036975-0.00914377j 0.0151893-0.000819114j -0.00472715+0.00539202j 0.0117285-0.00253009j 
0.0121788-0.0127319j -0.0199175+0.0042191j 0.00852089+0.0283672j 0.04146-0.0379206j -0.00121852-0.00101272j 0.0183946+0.0112673j -0.0111615+0.0446624j 0.0122158-0.0138935j -0.0273218-0.0326676j -0.0304849+0.134748j 0.030385+0.119289j -0.0906183+0.206137j 0.140599-0.268263j 0.0270875+0.0137264j 0.107236+0.0706103j 0.1115-0.0166083j 0.009066-0.181536j -0.137299-0.0239595j -0.05691+0.0548582j -0.035791-0.0154745j 0.0117112-0.0254702j 0.0235091-0.00887709j -0.00451177+0.0147193j -0.00261906-0.0470262j 0.00320277+0.00476794j 0.0156377+0.0704986j -0.0158264-0.0296254j -0.00656987-0.0253336j 0.0142875-0.0912537j 0.0348966+0.0302084j 0.00539036+0.00348806j -0.00555858+0.0380965j 0.00917694-0.0674149j 0.061163-0.0328215j -0.0108154+0.00625501j 0.0298499+0.0113345j -0.0169069-0.0545078j -0.0631484-0.0351657j -0.00260478-0.0387004j 0.105329-0.0659566j -0.0303818-0.0191139j -0.0535566+0.0392855j 0.0731746-0.0402894j -0.0135127+0.0754621j -0.015986-0.0191818j 0.00521932+0.0167443j -0.0138491+0.0568647j 0.0269989-0.0211638j -0.00946045+0.0128772j -0.00319868+0.0115423j 0.0397541-0.00113594j -0.00706547+0.0489138j 0.0752114-0.0251176j -0.0287567+0.0498049j -0.0810731+0.047439j -0.0130091-0.00163401j 0.003411-0.0174459j -0.0201319-0.014362j -0.0141083-0.0132642j 0.00110701+0.0131434j 0.0503657-0.022131j 0.0249668-0.00507442j 0.0462052+0.00175387j 0.0275726+0.0322777j 0.0807335+0.0890935j -0.00147926-0.010739j 0.0985969+0.0142434j -0.00324945+0.0210489j 0.0066779-0.0167389j -0.018784-0.00480464j 0.00423499+0.00505704j 0.0171299+0.026994j 0.041861+0.0335888j 0.0327572+0.0542568j 0.0396485+0.0270375j -0.0150165+0.00838866j -0.00769162-0.0134622j 0.0149166+0.00417629j -0.0074433-0.0158142j -0.0572765+0.0218703j -0.0077455+0.00892701j -0.000588244-0.00989636j 0.015688-0.0141918j 0.00782118+0.00627502j -0.0271966-0.00359655j -0.00615742+0.00275324j -0.00904549+0.0211818j -0.0189864-0.0129711j 0.000178945+0.0215744j 0.015239+0.00300643j 0.00303514+0.00012658j 0.00913299-0.00485018j 
0.0383141-0.0337105j -0.0173671-0.00810665j 0.0223638-0.00881711j 0.0263322+0.015727j -0.021282+0.00786365j 0.00232575+0.0520376j -0.00437446+0.131101j -0.115137-0.0346504j -0.00398645+0.112146j 0.0871823-0.155007j -0.0464611-0.0450282j 0.0492678-0.0368395j 0.0161187-0.131056j -0.0125983+0.0530561j -0.0483305-0.00867236j -0.100064-0.0706863j -0.0420075+0.126641j 0.00306248-0.0979342j -0.0582221+0.00807341j -0.0104293+0.0214068j -0.00440454+0.102112j -0.0571348+0.0408539j -0.0391292+0.0322895j 0.0227733+0.075436j 0.0290213+0.00357891j -0.0318634-0.0355844j 0.0129252+0.00583726j 0.0184203-0.0564517j -0.134301-0.0534097j -0.0517626-0.0645759j -0.045078+0.0485999j -0.0502199-0.0154011j -0.143363-0.0630843j -0.0524655+0.0720511j -0.158073+0.0263751j -0.0316677-0.0358131j 0.0454485+0.0972763j -0.0105891-0.0903093j -0.00466138+0.00510102j 0.071002-0.0551364j 0.0418052-0.14672j 0.0874328+0.0169099j 0.045829+0.0022112j -0.0169281-0.063195j 0.0424238+0.0703494j -0.0509911+0.0273611j 0.043203+0.0463583j 0.00150989+0.0239447j -0.0471161+0.0388654j 0.00435574-0.0814405j -0.0705784-0.0587034j -0.103065+0.00996187j 0.00989432-0.0109338j 0.0477382+0.00190849j -0.0706431-0.0322706j -0.0782457-0.00530204j -0.0451358+0.0196979j -0.0548815-0.0416903j -0.072781-0.0339998j 0.0140662+0.0429184j 0.055449-0.0722895j -0.0062408-0.0412008j 0.0247217-0.0144931j -0.00516543+0.00251365j 0.00705813+0.0550253j -0.0316211-0.0404623j 0.0907775+0.0217404j -0.125707+0.0718892j 0.022188-0.0480175j -0.0347008-0.0384157j -0.0335225+0.0151403j 0.162836-0.0201466j 0.0502095+0.0323236j 0.0682987+0.0712265j -0.0087965-0.0214815j -0.0632501+0.0275081j -0.078881-0.0571882j 0.0897228+0.0027137j -0.075888+0.00137221j -0.0407408-0.0180958j -0.0399141-0.0202123j -0.0618441-0.0792927j 0.0173964+0.0432008j -0.0244224-0.0040335j -0.0146922+0.0414101j -0.0253736-0.0357369j 0.00400129+0.00524062j -0.0239917+0.0145303j -0.00389983+0.0389503j 0.0327477-0.00568256j 0.0270726-0.014679j 0.0175661-0.0142112j 
0.0118727-0.00766925j 0.0372361-0.00398411j 0.0326282+0.026525j 0.0272458+0.00750733j 0.00483731+0.000517274j 0.0315357+0.0347745j -0.0506608+0.101539j 0.0117366+0.0226987j 0.0572285+0.0926948j 0.0791562-0.0232801j 0.050244-0.0883123j -0.00563253-0.0637711j 0.0141498+0.203041j 0.0249082-0.0685737j -0.011074-0.0540456j 0.0121397+0.0413543j 0.0376391+0.0924801j 0.0192509+0.0227138j 0.0135492+0.0261781j -0.0587433-0.0478981j -0.00462271-0.0176436j -0.0432555+0.0182611j 0.00941754+0.00966691j -0.00957684-0.0102808j 0.0678259+0.0339851j 0.0297075+0.0104561j -0.0105378+0.0951313j 0.039788-0.0864132j 0.00929571-0.140561j 0.0120969-0.0842205j -0.0305264-0.0564492j 0.0443225+0.0791086j 0.111901+0.0116168j 0.0213493-0.0181305j -0.0576482+0.0323238j -0.0495761-0.00685172j -0.103921+0.0882702j 0.038725-0.0580861j -0.0524371-0.0777612j 0.0438351-0.101655j 0.164907+0.0627245j 0.0584483-0.0186517j 0.12156+0.0692993j 0.0635861+0.0166612j -0.0333715-0.0981809j 0.00215807-0.0080535j 0.0386503-0.0774053j 0.0422199-0.0453903j 0.0412342-0.0495088j 0.0833642+0.0283127j -0.0359479-0.0539704j -0.0318213+0.0672458j 0.0347639+0.029839j -0.0175673-0.0719594j 0.0236733+0.0130601j 0.0342103+0.0249624j -0.0723092-0.0194716j -0.00506156-0.000111104j 0.0141206+0.0219161j -0.031526+0.0307688j 0.0737446+0.0298638j 0.0324774+0.00990945j -0.0250986+0.0150383j -0.0704288+0.0524207j -0.069569+0.067709j 0.0166288+0.0328905j 0.00263572-0.024355j 0.0122996+0.0230398j -0.0739905-0.0614986j -0.015062+0.0326135j -0.0445142-0.0207826j -0.0537254+0.0179048j -0.0503696+0.0252817j 0.072403+0.0127578j 0.00447101-0.0252453j -0.00116017-0.026852j -0.00633042+0.0562576j -0.0237545+0.0130662j 0.00345848+0.0410515j -0.00158843-0.0218135j 0.0332283-0.00144173j -0.00190815-0.00499072j -0.0156622+0.00350272j -0.0275547-0.00563797j 0.00294115+0.0156287j -0.0160201+0.0203696j 0.0235626-0.0288645j 0.00232182+0.0048723j 0.00340263-0.0265551j 0.0254619+0.00569126j 0.0133177-0.011604j 0.000181562+0.0087269j 
-0.00524956-0.0060677j -0.00567624+0.0463095j 0.0194233+0.00962369j 0.00740333-0.0549334j -0.00429187-0.0284831j 0.0113735-0.0226285j -0.00480497+0.0368644j -0.0700147+0.215069j -0.0403758+0.115557j 0.0567558-0.106289j 0.0515267+0.0273844j -0.103421+0.0573629j 0.0318355-0.21032j -0.0526581+0.13065j -0.0218307-0.029694j 0.0637835-0.105515j -0.0129167+0.136721j 0.0224011+0.0148308j -0.0524321-0.105645j 0.0475766+8.54633e-05j 0.0897297-0.115694j 0.0160781+0.0422653j -0.0493583+0.131554j -0.0493414-0.01357j -0.0467048+0.0247283j 0.0184222+0.0512097j 0.00245293+0.014127j -0.0586038+0.00133268j 0.0684042-0.0433069j 0.0122457+0.0350636j 0.0313433-0.0890756j -0.0579052+0.0339489j 0.114066-0.0621239j -0.0678632+0.110686j -0.0333389+0.0522312j -0.0357417-0.00914925j 0.155506+0.0297343j -0.153873+0.137119j 0.0330375-0.0192797j 0.0647138+0.00726399j 0.0729189-0.00302322j 0.0995517+0.026501j -0.0143522+0.0103562j -0.0273071+0.0551387j 0.0578815-0.05175j -0.0240757+0.018879j -0.00978593-0.0128296j -0.0835391+0.0110375j -0.0364215-0.041965j -0.0152629-0.0287293j 0.0626211-0.0220072j 0.071047-0.0535896j 0.0386098+0.0222699j 0.0195543+0.00231643j -0.00998354+0.0531696j 0.0422009+0.00466877j 0.126796+0.0140686j -0.0653254+0.0422655j 0.0297573+0.0325422j 0.0205838-0.0288288j -0.0249036+0.00256542j 0.012638-0.0162389j 0.0371421+0.0182124j 0.002834-0.0168173j 0.125821+0.0293233j 0.049416+0.0102915j -0.0511215+0.0943582j 0.0826039+0.020007j 0.00535877+0.0316213j 0.0194146+0.0247225j -0.00336661+0.0106619j -0.0123477+0.110214j -0.00313848+0.0110561j -0.0720336-0.0433248j 0.00571292+0.0166432j 0.00381883-0.00140958j 0.058376+0.0425532j -0.0140177-0.0207309j 0.0349151-0.0100527j -0.0316306+0.00636551j -0.00159597+0.00388926j 0.0229233+0.0317597j 0.0189251-0.0151919j -0.00692796+0.0045309j -0.00979561-0.0420844j 0.0098072+0.0284673j -0.0389498+0.0308151j -0.0151929-0.0340838j 0.0253779-0.0150818j 0.00210831+0.00438765j -0.01213-0.00115492j -0.00961162+0.0141694j 
0.00793766+0.000462504j 0.0109789-0.0207738j 0.0218743+0.011385j -0.000472281-0.0313602j -0.0116321+0.0334475j -0.01353+0.025707j -0.0673904+0.0386201j -0.0170941+0.0141128j -0.0293957-0.0355317j -0.0557204+0.0556843j 0.0465975+0.0402645j 0.0143773+0.0191109j 0.034396-0.0110206j -0.0469297+0.0771039j -0.0188737+0.0688975j 0.0499905-0.0443996j -0.0629752-0.0695817j -0.0467023+0.0705116j 0.0135431-0.00274277j -0.0147651-0.00905895j -0.0178359-0.0023441j -0.00060259-0.0539463j 0.00231808+0.0394916j 0.0365679+0.010618j -0.0364555+0.052993j 0.024263-0.0272482j -0.0401973+0.0529156j -0.00125771-0.0821301j -0.0201729+0.0106511j 0.0597236+0.0538947j -0.0152019-0.00400304j -0.00425353-0.00157996j -0.0403242+0.196574j 0.0871253-0.032758j -0.0224161-0.00560193j -0.124264-0.0174595j -0.094625-0.0128695j 0.101128-0.081086j 0.092138-0.0369337j 0.109781+0.0686438j 0.0865748+0.181017j 0.0512495+0.0349105j -0.0248314-0.0291864j 0.0952074+0.0526771j 0.0289195+0.073614j -0.0381912-0.0615861j -0.00716991-0.016575j 0.0241291-0.0613028j -0.0045037+0.0257888j -0.0126789-0.00193571j -0.0363862-0.0125899j 0.0491448+0.0550041j 0.0248761+0.0150196j -0.0513394-0.00887567j 0.0368775+0.00426822j -0.0621776+0.00762265j 0.0295027+0.0398192j -0.00674494-0.0123968j -0.0743115+0.0224143j -0.0461801+0.0266443j -0.0873948+0.0320669j 0.0260486+0.0454341j -0.0514364+0.059496j -0.0302218-0.0700395j -0.100092+0.0900677j -0.00252007+0.0347821j -0.0209803+0.00787485j 0.0445338-0.00757553j 0.0397552-0.00287453j 0.020167+0.0902195j 0.00642852+0.00612346j -0.0212863+0.091819j -0.022383-0.0733093j 0.0179088+0.0397998j 0.0319692-0.0155847j 0.0226171+0.00781367j 0.0257614+0.0264687j 0.0424056-0.0809001j -0.00379792-0.0632497j 0.0171465+0.0387747j -0.00946885+0.0280169j 0.018954+0.0190217j 0.0453361+0.0297934j -0.0146615-0.00993579j 0.0155629-0.0387147j -0.00923052-0.0299332j 0.0221785-0.042893j 0.0321813+0.0117823j 0.00509665-0.00481361j 0.0183954-0.00131616j -0.0356165-0.00600149j 0.0124733+0.0108072j 
0.0173237+0.0366906j 0.0138548+0.0442507j 0.09251-0.00879975j 0.0129562+0.0326393j 0.0301171+0.00570829j 0.0653199-0.01836j -0.0655639+0.0356378j -0.116208-0.0582777j 0.0178579+0.0365953j 0.0365908-0.134339j 0.0100352-0.00834843j -0.0341332+0.034934j -0.0448696-0.0489084j -0.0883888-0.110448j -0.125132-0.0460945j -0.0242657+0.0315085j 0.0688763+0.066659j -0.0585424-0.0813917j -0.0102664-0.0191386j -0.0601419+0.00798267j 0.028931+0.0128733j -0.0677229-0.0278651j -0.0634947+0.0372776j 0.00901699+0.0484509j 0.0230366+0.0364885j -0.125379+0.0468706j -0.0544189-0.05826j -0.0197648+0.100583j -0.0702847-0.0417616j -0.0196964+0.075478j 0.0346823-0.0812916j -0.00363006-0.0284008j 0.0527597+0.0741231j -0.0556455+0.144675j -0.0373016-0.0769091j -0.023976-0.082965j 0.0519239-0.122616j -0.0435454-0.0381822j -0.0478783-0.0791872j -0.0300006+0.102996j -0.0696377+0.00224047j 0.0284189+0.153094j 0.0237213-0.0528269j -0.00144294+0.178061j 0.0165625-0.0129851j -0.0112335-0.0286615j -0.070554+0.00480983j -0.0364769+0.0921764j 0.0656209+0.0834443j -0.0104018-0.0702753j -0.0779275-0.0195584j -0.00812993-0.0245081j -0.0333932-0.023464j 0.0396871+0.0146517j 0.0394883+0.013612j 0.0408646-0.0876108j 0.00132229-0.00137276j 0.0348278+0.00317781j 0.0308689-0.0379238j 0.0012322-0.0274465j 0.0522064+0.112321j -0.0244827+0.0647931j -0.0340973-0.0526605j -0.127083+0.0739332j -0.163874-0.0734106j 0.0383538+0.101487j -0.145935-0.0829448j -0.0301294+0.00155603j -0.0160165-0.0402404j 0.00412281-0.00195567j -0.047396-0.0545172j -0.173064+0.01301j -0.0427661-1.40896e-05j -0.00163019+0.00631596j -0.0153737-0.00246032j -0.0946975+0.102315j -0.0366275-0.0528312j 0.00981865+0.0358157j 0.0131071+0.0346664j -0.0487436-0.079385j -0.00791435+0.0496563j -0.0422364-0.00867381j -0.0330865-0.0339908j 0.012992-0.00619462j 0.0509971-0.0461153j -0.013632-0.00446033j 0.00416149+0.00352912j 0.0338479+0.038891j 0.0125816-0.00938018j 0.00267015+0.0191644j -0.0127034+0.00592815j 0.00684424+0.0207789j 
0.00642883+0.0231667j 0.0066388-0.0343028j -0.029955-0.0111426j -0.00929292+0.0181047j 0.00653841-0.0120464j -0.0268727+0.0521109j 0.047301-0.0781232j -0.0251771-0.104557j -0.00275026-0.074656j 0.0327869-0.00576029j -0.0527199-0.0285375j 0.0619302-0.100582j 0.0197141+0.0419122j -0.0874089-0.060769j -0.0385052-0.0217593j -0.109677-0.0148784j -0.00366772+0.0641696j -0.0522116-0.0168326j -0.0482937-0.0419325j 0.0252216-0.0500495j -0.0205569+0.035657j 0.0404705-0.0564639j 0.0270588-0.0885864j 0.0671277-0.0918999j 0.031279-0.0426473j -0.0191649+0.0355372j -0.117179+0.015135j 0.133349-0.0487737j 0.0452147-0.174347j 0.0741501-0.0495424j 0.0968609-0.048485j -0.0546957+0.00201129j -0.0193376-0.0351501j 0.0950036-0.115904j 0.0246286-0.0837362j 0.0697756+0.0179723j -0.0766869+0.0733498j -0.0424396-0.106818j -0.0484603-0.0659609j -0.0859247+0.042853j -0.0538904-0.0468843j 0.167382-0.0166263j 0.0346009-0.0460344j 0.0589475-0.0154476j -0.108948+0.06168j -0.062803-0.00404001j 0.0191532-0.092002j 0.00964164+0.0270829j -0.0194011+0.0264318j -0.068554+0.0203086j -0.0204806+0.0160176j 0.00675034+0.0533964j -0.0237008-0.0305877j -0.0047806+0.0635145j -0.0204876+0.0900827j -0.0408042-0.0152044j 0.00272874-0.0480543j 0.0316063+0.00596086j 0.0422081-0.0614232j -0.119179+0.0835857j -0.0169097+0.0769316j -0.0396739-0.0180863j 0.0119069+0.00411547j 0.0127515-0.01362j 0.155904-0.0281084j 0.0534882+0.0234549j 0.00838552+0.0140142j 0.102644+0.0388623j -0.0121087-0.0153171j 0.055043+0.0434533j -0.100406+0.0662699j 0.116329-0.0503951j 0.0272213+0.00695482j -0.0625537-0.0445205j 0.0369307+0.0369719j 0.0485538-0.0143039j 0.0129798+0.0381626j 0.0448526-0.00265247j -0.0208433-0.0033993j -0.110356-0.0286178j -0.0148822+0.0191451j 0.00798359+0.0192811j -0.0155062-0.0369112j 0.035217-0.00600413j -0.0408286-0.0520837j -0.0120621+0.0145966j -0.048258+0.0246877j 0.00963254-0.0312069j 0.0598577-0.0112244j -0.00699634+0.0122475j -0.0373411+0.0151836j -0.019689+0.0162992j 
-0.0218458+0.0227781j 0.0359628+0.0166263j -0.00808764-0.000166776j -0.00753958+0.0273217j 0.0254025-0.0427382j -0.0150102-0.0277042j 0.0281033-0.0472801j 0.00415302+0.0200226j -0.00612228+0.029923j 0.101087-0.0627202j -0.00316812+0.0384655j 0.0554752-0.0438001j -0.125571-0.0154834j 0.000508313+0.0554372j -0.00425708-0.0490059j -0.0142492+0.0205592j -0.0749841-0.0309932j -0.0218011+0.0864108j -0.0364755-0.0730152j 0.00509494-0.0825656j 0.0281362-0.101545j -0.0177935+0.00897826j -0.0039351+0.0108883j -0.142019+0.0833847j 0.00348497+0.0261301j 0.0968037-0.0755564j 0.0797878+0.0214257j 0.0483232-0.00940991j -0.0694922+0.106431j -0.18272-0.0159957j -0.0251644+0.079507j -0.039087+0.0129111j -0.0414473-0.00515366j -0.106815+0.000159033j 0.00498919+0.0613189j -0.018247+0.0140351j 0.0357262-0.0246273j 0.155406+0.0437777j 0.0660728+0.011056j -0.0102175-0.0423733j -0.0844674+0.0385882j -0.0106123-0.00232327j -0.0559835+0.0306164j -0.0168818-0.0756568j 0.0171795+0.0338575j -0.039457-0.00562712j -0.0417814+0.0514002j -0.0515914+0.0144869j 0.014125-0.0179955j -0.0966908+0.0110182j -0.0153214-0.0593633j 0.0784133-0.0239965j 0.0210489-0.0572313j 0.0221654-0.053886j 0.00399253-0.0597094j -0.0495543+0.0041691j -0.00887337+0.0665087j -0.0292672+0.0640896j 0.0121014-0.0216025j -0.00382564+0.0271177j -0.0971332-0.0181081j -0.0190405-0.0284218j -0.0304632-0.0383931j 0.0115076-0.0365833j -0.0242854+0.0204377j -0.0413845-0.053101j -0.0270924-0.00900627j -0.0066256+0.0303559j 0.0833263-0.0136783j -0.0218497+0.0593051j -0.01734+0.0601531j 0.0132321+0.00682297j 0.0410821-0.0082289j -0.0607637+0.00863474j 0.0364148-0.00870234j -0.0101466+0.0204513j -0.0340882+0.00374505j 0.0668722-0.0519623j -0.0159373-0.0448802j -0.0460739-0.0287883j -0.0635861+0.0719671j 0.111415-0.000965751j 0.0473995+0.0526505j -0.0241608+0.00976342j 0.0219887+0.00302298j 0.0333818-0.00394664j -0.0208529-0.000228781j 0.0274019-0.0427554j 0.0723064-0.0440939j 0.0033192-0.00167146j -0.0188675+0.0174003j -0.0531389+0.0170501j 
