0.137302-0.0901711j 0.0259561+0.178813j 0.0374961-0.0103277j 0.020624-0.0958933j 0.0320163+0.0350487j 0.0243808-0.00535751j -0.0949765-0.00768463j 0.000215354-0.0205694j 0.0285926+0.0110282j -0.00328996+0.0284875j -0.0561697+0.00262672j 0.112204-0.048898j -0.0437181-0.00393727j 0.076028-0.00490705j 0.0351822+0.0567045j -0.0276272-0.0120409j -0.209618-0.0130512j 0.0784511+0.0142018j -0.00221429-0.0166439j 0.00938578+0.0238605j 0.101311+0.0624108j 0.0510571-0.00350338j 0.0208607+0.059193j 0.087947-0.031812j 0.0173103+0.00278266j -0.0721777+0.00343026j -0.0148643+0.0912335j -0.0452658+0.00825408j -0.0286209-0.010855j 0.0124557+0.0177728j 0.052439+0.0137182j 0.0744418+0.037042j -0.0349826+0.00616346j -0.0436246-0.0366302j 0.0135486-0.00881241j 0.0361742-0.00434712j 0.03173-0.00716613j -0.0222052-0.0380746j 0.0249112-0.0191334j -0.0241574+0.0256208j -0.0341654+0.00108275j -0.00787259-0.0130987j -0.0453695-0.0188192j -0.0515525-0.0105105j -0.0117107+0.0185103j -0.017771-0.0210525j 0.0058034-0.0057746j -0.0442847+0.00637313j -0.0588428+0.01183j 0.0720651+0.0445855j 0.00671872-0.0307367j -0.0211072-0.00415034j 
0.0242579-0.0175509j 0.00655157+0.0102101j -0.0102121-0.00471187j 0.0100488-0.000346588j 0.0248519+0.00226939j -0.0745959-0.0134095j 0.00139504+0.000681932j 0.0347785-0.0239992j -0.0328783-0.0178395j -0.0241551+0.00220162j 0.0178158-0.0713594j 0.00259951+0.00545671j 0.0273183+0.0197842j 0.000835928+0.0348135j -0.0205532-0.0428991j 0.00662564-0.0586054j 0.00497665+0.021575j -0.00604402+0.0665634j -0.0340935+0.00207075j -0.0143262+0.020696j 0.0216149-0.0170279j -0.0405906-0.00935896j -0.0110713-0.0564578j -0.00486513+0.0474765j -0.00786594-0.0288683j 0.0481001+0.0764088j 0.0358955+0.0646924j -0.00123456+0.00161658j 0.0321341-0.00864871j -0.01574-0.0383509j -0.00826437+0.031155j -0.0343912+0.0130958j 0.0232754-0.00146037j 0.0295844+0.0175785j -0.0316054-0.0304259j -0.0270459-0.00220831j -0.00841029-0.0561928j -0.0347924-0.0470198j 0.0105274+0.0124076j -0.0414429-0.0295715j -0.011629+0.00936139j -0.00243619-0.0251406j -0.0563108-0.0277924j 0.0266704+0.0262714j 0.0263448+0.0410078j -0.0383562-0.0523355j -0.0519344-0.0280566j 0.0193302-0.028135j 0.0198301+0.0207405j -0.019732-0.0114165j 0.0126488+0.0156959j 0.0192228-0.0105401j 
0.00526196-0.0156374j 0.0146915+0.0280786j 0.0189868-0.00140995j -0.0327979-0.00243284j -0.00762438-0.0092812j 0.0140568-0.0399082j -0.0384451+0.00794898j -0.0146528+0.00229906j 0.0327708-0.0691818j -0.018587-0.00908907j 0.0126223+0.0541092j -0.0253976+0.0317343j -0.00364805+0.0163402j -0.0171112+0.0563662j -0.0156863+0.00964418j -0.023901-0.110356j 0.0247977+0.0110131j -0.0136243+0.00771563j -0.0348153+0.00501693j -0.0734057+0.034881j 0.0571187-0.00430845j -0.0565687-0.0737615j -0.00935814-0.0800401j -0.00206251+0.0999805j 0.00802782-0.000436239j 0.067381+0.00982611j -0.0276877+0.0115483j 0.0263335-0.0089945j 0.0322216-0.00172106j -0.00154867-0.0349912j -0.0477428+0.0152965j -0.0559435+0.0332271j -0.0424349+0.0133174j -0.00373885-0.037641j 0.0573469+0.0360425j -0.00790097-0.0355062j 0.00345328-0.065803j -0.00253862+0.0234864j 0.0211217+0.100072j 0.091559+0.0255275j -0.0916953+0.0619754j 0.0909957-0.0815296j -0.094893-0.05621j 0.0668533+0.00374771j 0.0359313+0.0585995j -0.0426952-0.0239683j -0.0352103+0.0188149j 0.00530842-0.0044338j 0.0142716+0.0281765j -0.0563911-0.0702847j 0.00357738+0.0358883j 0.0208016-0.00662919j 
-0.0405093-0.013973j -0.0200032-0.00418404j -0.0458648+0.00533175j 0.0555651-0.0108398j 0.036629-0.00189248j -0.0505564-0.0362657j -0.0274539+0.00283721j -0.00670675+0.0186579j -0.00880688-0.00741676j -0.0544984-0.0537172j 0.0206104-0.0414106j -0.00878454-0.0310103j -0.0623429-0.0453995j 0.0285841+0.0489489j 0.0373824+0.0161469j 0.0519445-0.0262975j 0.0335813+0.032441j 0.0798038+0.138727j 0.0955312+0.0873775j -0.0477741-0.0136358j -0.00327741+0.00912324j -0.0457632-0.096766j 0.0348496+0.111616j -0.0164836+0.013551j 0.0493143+0.0573073j 0.0243663+0.194282j 0.0704256+0.134781j 0.0151381-0.0280942j 0.0256511+0.0294238j -0.0464608+0.0188636j -0.000100086+0.0370855j -0.00471408-0.0633457j 0.0639291-0.0667512j -0.126884+0.00738675j -0.212172-0.0241736j -0.070388+0.0257638j -0.0390627+0.0297922j -0.0498088-0.146717j 0.0655721+0.074435j -0.131235+0.00447825j -0.000311406+0.0205958j -0.148963-0.0211319j -0.0864576-0.057427j -0.00368887-0.00225664j -0.0346557-0.0303667j 0.0165776+0.0164786j -0.00560402-0.171205j 0.00566807+0.0118368j -0.0558349-0.0227774j 0.0094078+0.0502334j -0.0508084-0.0251989j -0.00532691+0.0153584j 
-0.00612303+0.0104169j -0.0289506+0.00148385j 0.0632463-0.0313141j 0.0247783-0.00435738j -0.0701568+0.0340061j 0.00433079-0.00170963j 0.0508854+0.0024636j 0.0213996-0.0225692j -0.0307986-0.00442765j -0.0281001-0.000808934j -0.0212697+0.101219j 0.026251-0.0907654j -0.0196576-0.0810882j -0.00471619+0.0022219j -0.0460511-0.072048j -0.000210404+0.0226309j -0.00430959-0.0527749j 0.0320537+0.0372394j -0.0243159+0.0414751j 0.0122071-0.0605751j -0.0178992+0.0161767j -0.0234718-0.125128j 0.0747091+0.11712j 0.0334363+0.142852j 0.00911413+0.0958842j 0.0337263+0.0901782j 0.131646+0.0719858j 0.032439+0.0313319j 0.0233883+0.00957071j -0.0174201-0.0162366j -0.00291658+0.0523376j -0.01671-0.0312883j 0.0970413-0.0261699j -0.0371519+0.043758j -0.0975133-0.0843088j -0.0264731+0.00729684j -0.0146735-0.0460677j -0.11973-0.0453744j 0.0710223+0.0333412j -0.0400094-0.057576j -0.00703195-0.031419j -0.0105033+0.0409173j -0.0201393-0.0471605j -0.035176+0.0303329j 0.0138571-0.0110365j -0.00993289+0.0178877j 0.0222999-0.0379135j -0.00533095+0.00319083j 0.0163568+0.0307285j 0.0256946+0.00247331j -0.0321308+0.0326305j -0.0063397+0.0152846j 
0.00697981+0.0447653j -0.0219752-0.0415872j 0.0887727+0.0376206j 0.0371991+0.030873j -0.0231929+0.0228005j 0.0435971+0.00559617j 0.0455522-0.0102491j 0.0314225+0.0202456j 0.0194988-0.0125129j -0.0360103+0.0639034j -0.0147827-0.0223542j 0.0270987+0.0515982j -0.000762014+0.0635219j -0.0791439-0.0210505j -0.0479375+0.00398674j 0.0518339+0.0085383j -0.0347887-0.0316532j -0.0529534+0.00147974j -0.0715787-0.0118263j -0.0802153+0.104757j 0.0126724-0.0172828j 0.0744698+0.00599947j 0.0265061+0.0938402j -0.0817834-0.0175237j 0.0153421-0.0819395j 0.0229989+0.0533705j -0.0527579+0.0740018j -0.0127725-0.0780921j 0.00392809+0.0420104j -0.0132274+0.0159135j -0.0140064-0.0205233j 0.0440167+0.00106453j 0.0214772-0.00862782j -0.0118678-0.0632089j -0.00538211-0.0143872j 0.0253333-0.0552348j -0.0257006+0.0465115j -0.0822432+0.086059j -0.0253192+0.0869653j -0.00158732+0.0360821j -0.0436368+0.0544473j -0.0231772+0.111857j 0.00132731+0.0350255j -0.00844331+0.0746798j -0.0475835-0.053083j 0.0112777+0.105313j -0.00944077-0.014283j -0.00881316+0.0823449j -0.088041+0.0741035j 0.0694682+0.122087j -0.117183+0.0759716j -0.0149355+0.0173455j 
-0.010343-0.00288275j 0.00794792+0.0141445j -0.0102387+0.010825j 0.016297-0.00985378j 0.0185711-0.00562189j -0.0569931-0.0353979j -0.0210707-0.00142041j -0.00415394+0.0133849j -0.00799672+0.0471499j 0.0247226-0.0215058j -0.00496856+0.044401j -0.0650672+0.123795j -0.0755828-0.0167816j 0.0177035-0.0828778j 0.0047696+0.0660351j -0.0114124+0.0446837j 0.00388294-0.0797617j 0.0445966-0.135908j 0.094786+0.0178047j 0.0321107+0.0695496j -0.0710368-0.133973j 0.0367265+0.00910578j -0.0451652+0.0170566j 0.0636975-0.096615j -0.00617216-0.000574238j -0.0154749-0.167542j -0.0287666-0.0314726j 0.00521172-0.00869676j -0.0424952-0.0414377j 0.0768919-0.00534073j -0.0274967-0.0600384j -0.0195401+0.0176444j -0.128513+0.0306656j 0.0149992-0.0124003j -0.23223-0.00435111j -0.0100393+0.0506617j 0.0766304+0.0171986j 0.0765084+0.063235j -0.00142774-0.0712322j -0.0971737-0.00161579j 0.0491483-0.0257085j 0.0273337-0.0609169j -0.039494-0.01749j 0.0418668+0.00605443j 0.0415422-0.0119313j -0.0233149+0.0162847j 0.0124111-0.176019j -1.89098e-05-0.00449481j 0.0133303+0.0502172j -0.0103082+0.00292675j -0.0172691+0.0449178j 0.00911953-0.00259439j 
0.0127985+0.00216255j -0.0322621+0.00100367j -0.00692681-0.00556123j 0.016574-0.0116677j -0.00691328+0.0257273j 0.00172197+0.00852626j -0.0199677+0.00814485j 0.0425024-0.0859909j 0.0406718-0.033303j -0.0149888-0.0411996j -0.0302832-0.0734461j -0.0231884-0.0595932j 0.0694291-0.0466374j 0.0422656+0.00281395j 0.0769978-0.0446173j -0.0134429-0.0198709j 0.0149564+0.0280405j -0.0173968+0.176038j -0.0577347+0.0151587j 0.0053423-0.152214j -0.00415111+0.0693853j -0.0816317+0.0364117j 0.0920274-0.0111578j 0.0348592+0.00200607j -0.00504443+0.0349829j 0.0698947+0.123612j 0.0637041+0.057849j -0.00306239-0.00563722j -0.00879646-0.0699667j 0.0218471-0.0329508j -0.00550929-0.026397j 0.00723086+0.0901676j 0.0747828-0.0325824j 0.000390659+0.00354571j -0.0275423-0.0136632j -0.0128919+0.0200216j 0.0199928-0.071358j -0.0338724+0.119709j 0.0342351+0.00782903j -0.0209013-0.096351j -0.0156751+0.0262106j 0.00227354-0.0380264j 0.00180055+0.00246925j -0.0205314-0.0432122j 0.0247326-0.0114794j -0.0220592+0.0140922j 0.0223272-0.0319046j 0.00509312+0.00876713j 0.0690413+0.0141447j 0.0254171-0.0119813j 0.0775341+0.0291654j 0.00294095-0.0326694j 
0.00205687-0.00433711j 0.0151991+0.00586166j 0.00430059-0.00327807j 0.0167053-0.00246452j 0.0266521+0.0331202j -0.0649081+0.0165818j 0.0331029+0.0305568j -0.0462923+0.0637357j -0.0298683+0.0096325j 0.00740101+0.0597092j 0.0300628+0.0013472j 0.0454326-0.00614197j 0.00452985-0.0133025j 0.00511873-0.0486445j -0.0227845+0.00704195j 0.0196308+0.137613j -0.047633-0.033134j -0.0169098-0.0673395j -0.0267451+0.0177475j 0.105453+0.0116992j -0.0309131-0.00848291j 0.0356283+0.0851471j -0.00778785+0.0306599j -0.00333415-0.0475716j 0.011933+0.00401604j -0.0168589-0.0651392j 0.0363388-0.0444909j 0.0423298-0.0224578j 0.039941+0.00590686j 0.0860657+0.0477758j -0.0219641+0.0309254j 0.00103569-0.0616935j 0.0563333-0.0218652j -0.0390983+0.0947846j -0.0674024-0.108072j -0.0443004+0.0110267j 0.0172914+0.0743153j -0.0607562-0.0464065j -0.0146871-0.0810164j 0.000741628-0.000803562j 0.111775-0.0580833j 0.0196097+0.0537798j 0.0846785+0.0409066j -0.00868549+0.00764913j -0.0125258+0.0172131j 0.0423215-0.00445132j -0.0120412-0.00230875j 0.0103771+0.00646847j -0.0279385-0.0617617j -0.0417941+0.00406671j -0.033129-0.0404687j 0.0045596+0.0303725j 
-0.0191571+0.017241j -0.0164056+0.0143034j 0.0573075-0.00794254j -0.00905679+0.0022074j -0.0425938-0.0157603j 0.101145-0.0204147j 0.00409015-0.0193851j 0.00722557+0.0532562j 0.051376-0.0483j -0.00512656-0.00753579j -0.0765642+0.265668j -0.0293649+0.0435349j -0.0799934-0.138501j -0.00773703+0.0117181j -0.0227919+0.0162903j -0.0798254-0.0589604j 0.0568318-0.0067378j 0.0301091-0.198169j -0.00536048-0.0163572j 0.0241943+0.0102155j -0.0202817-0.0514982j 0.0681264-0.105596j 0.00217508+0.155801j 0.04113+0.170175j 0.0344935+0.128149j -0.0404696-0.0911637j -0.0123741-0.0425462j 0.0123643+0.0115255j 0.00803419+0.013698j -0.046776+0.0240661j 0.0183972+0.000470069j -0.0141285-0.0103164j -0.0357431+0.0142231j -0.0192471-0.0400894j 0.0457494+0.0709663j 0.0623137-0.00615486j 0.000214827+0.0147068j 0.0554381+0.0238457j -0.0210289+0.0113738j 0.041735+0.0231264j -0.0146676+0.0103654j -0.0166285+0.00686605j 0.016562+0.00654704j 0.0185335+0.00280042j -0.0157252-0.0166679j 0.0238894+0.0213586j 0.0100561+0.044837j -0.0106134+0.036982j -0.0306473+0.00516668j -0.00779952+0.010796j -0.00636985+0.00837264j -0.0133817+0.0127225j 
-0.0216221-0.00122417j -0.000573644-0.0123066j -0.0386949-0.00170768j 0.0349571+0.0184429j 0.0122557-0.0389521j -0.046578-0.00257764j 0.0572899-0.0161975j 0.0747603-0.0375438j -0.10393+0.114491j -0.0237843+0.0225161j 0.0313024-0.144844j 0.0397894+0.0136284j -0.0458839+0.156343j 0.0153602-0.0297819j -0.0618931+0.00922664j 0.0321748+0.107928j 0.00617813-0.0302588j 0.0246494+0.0756868j 0.0915046-0.175662j -0.0333113+0.105126j -0.026769-0.0271814j 0.0290488-0.0284543j -0.0679379-0.101903j -0.0222049-0.172871j -0.0676022-0.119588j -0.0962929-0.00074036j 0.110034+0.020986j -0.000510625+0.0258626j 0.0283287+0.0545194j -0.0357274+0.0824357j 0.0404654+0.0943412j 0.00373204-0.0422809j -0.0444827-0.0226999j 0.0375499+0.00336601j -0.0866152-0.00357528j -0.0107814+0.00100201j -0.0225763+0.0516237j 0.0507869-0.0982365j 0.0536825-0.0660593j -0.0139853+0.0139268j 0.011329-0.0619061j -0.0516403+0.0424042j 0.0030739-0.00405147j 0.0345944+0.0502953j -0.0447182+0.0182362j 0.0316204+0.0104444j 0.0105937+0.00608009j -0.0104+0.0368949j -0.043772-0.00218437j 0.00433107+0.0119559j -0.0121725+0.00104054j -0.0349016+0.0215744j 
-0.020864+0.021618j 0.00311907-0.0161704j -0.0609391+0.0319601j 0.0217386+0.0219477j 0.0199168-0.0554964j -6.6714e-06-0.013225j -0.00389911+0.00163224j 0.0334228-0.0130129j 0.0501545+0.0135446j 0.0348644-0.0187653j -0.036293+0.0124612j -0.0640582+0.0600836j 0.0390948+0.0789637j 0.0277+0.048623j 0.0171201+0.0673223j -0.0838852-0.113475j 0.0623899+0.0250576j 0.0454586+0.0417762j 0.0515174-0.0555822j -0.0445143+0.0556605j 0.0267594-0.0274378j -0.019074-0.0743207j 0.0193198-0.0552926j 0.0440868-0.0411679j -0.00647665-0.0380099j -0.0319077-0.0115395j -0.0670316+0.00494948j 0.0262628-0.0470214j 0.0529271-0.0321605j -0.0540286+0.0258471j 0.0170438+0.0276072j 0.0208366+0.0248103j -0.124986+0.000362069j 0.0088043+0.0215684j -0.0522403+0.103121j 0.0162578+0.0156886j -0.0217158-0.0426698j 0.119885+0.0791448j 0.0129198-0.0741805j 0.0303525+0.0245169j -0.0708439+0.054803j -0.0852415-0.0455953j -0.0325259+0.0446015j -0.044627-0.0178379j 0.0253749-0.028895j -0.0235429+0.0142155j 0.042112-0.0966306j 0.00277261+0.00661122j 0.0250557+0.0313125j 0.0652236+0.0585767j -0.0385938+0.0334468j 0.0185306-0.00763725j 
0.00476988+0.007545j -0.0114435-0.00890932j 0.0222839-0.0327998j -0.0136596+0.0186892j -0.0541067+0.0202992j 0.0227447+0.0172871j 0.0452529-0.0305465j -0.0244716+0.0791914j 0.00934148+0.0432003j 0.0760128+0.0574335j -0.0458668+0.119095j 0.0321546-0.113517j 0.045116-0.0877984j -0.0195644-0.0916008j -0.0958563+0.0185468j -0.0233426-0.0526342j 0.0122186-0.0890106j -0.0339494-0.166034j -0.0809985-0.041124j 0.0906555-0.0124229j -0.000633969-0.0596889j 0.0651444-0.0510588j 0.0524004+0.162559j 0.0277256+0.116176j -0.0389484+0.0124191j -0.00455772-0.048065j -0.0212369-0.0121088j -0.0332734+0.0164731j 0.00714633-0.0372113j -0.051464-0.0569181j 0.038719+0.0437516j 0.0225612+0.0676475j 0.058696-0.0341221j 0.0269819+0.0458891j -0.0720247-0.0418313j 0.0105448+0.0100177j -0.020866-0.0621591j 0.0273437-0.0299556j 0.0480022-0.0655326j -0.0954464-0.0269958j -0.0176569+0.0240312j -0.0612514-0.0345866j -0.0368922+0.0438185j -0.00932-0.00145814j 0.0106398+0.0416524j -0.0302536-0.0419256j -0.013181-0.0811224j 0.0311-0.0420629j 0.0541033+0.00370337j 0.04152-0.012689j 0.0734177-0.0195495j 0.00391473-0.0466251j 
0.0319611-0.0285186j 0.0181702-0.0107978j -0.0506418+0.0333813j 0.0112231-0.00611166j 0.0629106-0.00272038j -0.0789549+0.0114594j 0.0405985+0.00146386j -0.0708023+0.0425865j -0.0716672+0.121538j -0.0164532+0.13066j 0.057006+0.00764993j 0.094416-0.0526684j 0.0457489+0.116144j -0.0497172-0.0389411j -0.157527+0.041541j 0.0260599+0.0617287j -0.031128-0.0726583j -0.0538489-0.0042294j -0.0616922+0.0680623j 0.0237868+0.146572j 0.0513882+0.0385891j 0.0531834+0.0419347j 0.0230643+0.0416897j -0.0352751-0.0649232j 0.00723121-0.0489229j 0.0583828+0.0260218j -0.0245242-0.0275587j -0.0431878+0.00315611j -0.00693249-0.0311773j -0.0218148-0.0627688j -0.0159064+0.0299074j -0.0540537-0.0191877j 0.0512898-0.062472j -0.0951082+0.105708j -0.180561-0.0227311j -0.0716993-0.0501077j -0.0511135-0.0138645j -0.0254043-0.0277274j 0.0807557+0.0344541j -0.114609+0.0141256j -0.00635214+0.0457114j -0.0280178-0.00918882j -0.0518555-0.0408263j 0.0157003-0.0117432j 0.0171954-0.0124392j -0.0189521-0.00405504j -0.0594626-0.140908j 0.0286041-0.0100513j -0.0203409+0.00103307j -0.0517128-0.0379544j 0.0184662-0.015507j 0.00192927+0.00210347j 
-0.0071982-0.0246499j 0.0335385-0.0133888j -0.0132955+0.0330463j 0.0279506+0.0303912j 0.00593515-0.0185041j -0.0270862-0.0283558j 0.0814274-0.0160431j 0.0904912-0.104759j 0.00661975-0.104181j -0.044674+0.0190561j 0.0333443+0.00153593j -0.0152152+0.0949059j 0.0496337-0.136455j -0.00908573-0.0266707j -0.0352025+0.0629752j 0.0509722-0.0253571j -0.0245044+0.0417194j -0.0832062+0.0735779j -0.0012308-0.0374234j 0.00113323-0.019481j 0.0340302-0.0296239j 0.0606533-0.0507391j -0.0336499-0.0458931j -0.064561+0.0407957j 0.000681208-0.0485143j -0.0149909-0.0360793j 0.0316766-0.00812552j 0.0505981-0.013129j 0.0404097+0.100201j 0.084959+0.0757224j -0.0347247+0.0193955j -0.018053-0.0119297j -0.146427+0.0394514j -0.0230985-0.0446757j -0.184732-0.0206495j 0.00475892-0.0631142j 0.0752979+0.0438767j 0.116762-0.0934747j 0.00955634-0.0602022j -0.0239941+0.0661919j 0.0550038-0.0527247j 0.0591213-0.015525j 0.00167044-0.0223745j 0.0659293+0.0313789j -0.0529047+0.0478547j 0.0298815+0.0411584j -0.0271316-0.12241j 0.0188441+0.0254038j -0.0219307-0.0693364j -0.0531624-0.00998625j -0.0120283-0.000378532j -0.000396009+0.0199096j 
0.0467705-0.0346315j 0.0237096-0.0377245j -0.0080561+0.0537036j -0.000738617+0.0287455j 0.0245633-0.0226052j -0.0463571+0.00465728j 0.0435911-0.0145174j 0.127937-0.153338j 0.0117236-0.12882j -0.0278284-0.0415752j -0.0173419-0.0299443j -0.0338796+0.0584148j 0.118823-0.0875596j 0.00533683+0.0513031j -0.0177546-0.0635381j -0.00125897-0.0931344j -0.0573672+0.0613354j -0.0744837+0.15774j -0.0496348+0.0497038j -0.0110097-0.0475986j 0.0183831-0.0200597j 0.00346606-0.0567752j 0.00651752-0.0575262j -0.080351+0.0650412j 0.0367775-0.0568892j -0.0165487+0.0313257j -0.0474814+0.0445041j -0.0438955+0.00882409j -0.0224949+0.039941j 0.0282281-0.0459728j -0.00638976-0.0575474j 0.00089009-0.0168074j -0.0846456+0.104359j 0.0388178-0.020044j -0.0987158-0.00196761j 0.0232382-0.0250296j -0.00244506-0.020156j 0.116326+0.0141103j -0.106282-0.0616461j -0.0348973+0.0582031j 0.0180738-0.0107648j -0.0237739+0.0132061j 0.0403314+0.0484371j -0.0490922+0.00818838j 0.0190589-0.000469912j -0.0176925-0.0342574j -0.0254774-0.0774936j 0.00104781-0.0333867j -0.0247614+0.047929j 0.0135982+0.0430974j -0.0245374-0.00120924j 0.0108449+0.00273398j 
0.0357094-0.0032695j 0.0128947+0.024594j -0.00816401+0.0293009j -0.028456+0.00136536j 0.00896725-0.0117088j -0.0516883-0.0566244j 0.00850577+0.0127629j 0.0523496+0.0240865j -0.0179653-0.0072976j -0.00975243+0.0471027j -0.100584+0.0354168j -0.0124204+0.0337711j 0.033311+0.106219j 0.0267764+0.0642851j -0.130076-0.0568355j -0.0879807-0.104489j 0.0283096+0.0447572j -0.014025+0.0244502j -0.0600911-0.113853j 0.0279702+0.0550827j -0.0001858-0.0268699j -0.0292808-0.0837074j 0.0232075-0.0407993j 0.00325324+0.0245038j 0.00509144-0.0607071j -0.0471251-0.0353392j 0.0786784+0.0550416j 0.0178248-0.0628862j 0.154605-0.00291053j -0.0649759+0.0467472j 0.0260507+0.128495j -0.0541283+0.0136317j 0.000137164-0.0475834j 0.00449182+0.0970686j -0.0316943+0.0407469j 0.0212225+0.010375j -0.0690341-0.00363989j 0.0642246+0.0573735j -0.00057796-0.0409284j 0.0764939+0.00145435j -0.00407378+0.0655392j -0.0424707+0.00576468j 0.0339312+0.0462611j 0.0612321+0.0139939j 0.00714277+0.0603495j 0.00525845-0.0126875j -0.085945+0.0521493j 0.0103631+0.0795346j -0.0523175+0.037288j -0.0727069+0.0256357j 0.0272245+0.0389943j 0.000719434+0.0149118j 
-0.00408212+0.0332304j -0.0166752+0.0216924j 0.0620454-0.0475239j -0.00765701+0.0148419j 0.00322632+0.0461886j -0.000125193+0.0144319j -0.0677794+0.0416793j -0.122484+0.169637j 0.0991286-0.0138812j 0.0365501+0.0814582j 0.0633661-0.129133j 0.00198279+0.0216155j -0.0143834+0.151746j -0.0469969+0.0572608j 0.0633174+0.0794363j 0.0216899-0.0327121j 0.0160168+0.0377299j 0.0300323-0.0426806j -0.0315336-0.0120531j -0.0327529+0.0223623j 0.0656222-0.0170662j -0.0561089+0.000704122j -0.0158267+0.00384102j -0.000374751+0.00492497j -0.0156612-0.022632j 0.0373234+0.0113666j -0.0976788+0.00990417j 0.0337601-0.154682j 0.099609-0.000393103j -0.00812254+0.00856457j 0.0328306-0.000689791j 0.0327291-0.0192776j 0.0501601-0.0481303j -0.0146466-0.0116531j 0.0944235-0.0600539j -0.00612659+0.0138557j -0.00438267+0.0453663j -0.126004+0.017781j -0.0343164+0.0475862j 0.0337703+0.0133104j -0.0591876+0.0629368j -0.0175066+0.00179645j -0.0547247+0.020621j -0.00590965+0.0181759j -0.00140286+0.088159j 0.00605228-0.0304662j 0.0439547+0.0227416j -0.0166274-0.00238362j 0.0276106-0.0411115j 0.0260245+0.0457455j -0.0325982+0.0139591j 0.0265537+0.0174395j 
0.0578149-0.0223621j -0.00558904-0.00245029j -0.0316769+0.00935461j -0.0168587+0.00807888j 0.0349144+0.0204134j -0.0221899-0.0109809j 0.0419001-0.0563037j 0.0169409-0.0234004j 0.0281142-0.0329854j -0.00832281+0.00435486j 0.0379591-0.0178042j 0.006081-0.0166859j 0.018643+0.017262j -0.0254348+0.106857j 0.0120632+0.0263312j -0.0343599-0.0680419j -0.0174016+0.0764102j 0.0457879+0.0502448j -0.00153175-0.0110414j -0.0482016+0.0416151j 0.096879+0.0365698j 0.00882881-0.0529626j -0.0537233-0.047103j 0.0378913+0.0632783j 0.0199197+0.0455096j -0.0755404+0.016498j 0.0191415-0.0473885j -0.0806045-0.00359627j -0.00618501+0.0916673j -0.0923069-0.0639965j 0.094046+0.000757773j -0.0636436-0.061325j -0.0189605+0.0719294j 0.0489483-0.0747358j 0.0127579-0.0105794j 0.0280349-0.02067j -0.0546438+0.0405206j 0.0622242+0.0220684j -0.0222776-0.00675171j 0.00289532+0.014319j -0.0810836-0.0262325j -0.0158337-0.0103844j 0.0230089-0.00205608j 0.00879979+0.00515006j 0.00593873+0.0739114j 0.0209143-0.110556j 0.0702691+0.0400808j -0.0574698+0.028592j 0.0233942-0.00152638j -0.0144808-0.0235228j 0.0556925+0.0167998j -0.02042+0.039234j 
0.00581972-0.0297863j 0.00690152-0.0132671j -0.0376142+0.0194064j -0.0211543-0.00684374j 0.00992964-0.0158412j -0.0573568+0.00640352j -0.0114077-0.00291099j 0.0588646+0.0151664j -0.0751172-0.011517j 0.0275231-0.0514543j 0.00423514+0.0204852j 0.0429278-0.0577165j 0.025912+0.0129675j 0.0285417+0.0450738j -0.00729865-0.0935704j -0.0641922-0.0017838j -0.0395074-0.0407765j 0.0365111+0.0466222j 0.0055967+0.0224389j 0.0608398+0.0177729j -0.0125443+0.0446545j -0.0434042-0.0153044j -0.00491842-0.0702548j -0.00927127-0.00714921j 0.0329357-0.0120313j -0.0178377-0.0124807j 0.0170077+0.0305641j -0.0118938+0.0680401j -0.0156194-0.0142607j -0.0247415-0.0461528j -0.0411296+0.0578165j -0.0543221-0.0417781j -0.00695022+0.0632178j 0.0235456+0.102007j -0.0106302+0.000707816j 0.0139003+0.033433j -0.0757726-0.0893065j -0.0348092-0.0471536j 0.00642614-0.0236511j 0.0568817+0.0210436j 0.0211338-0.0143377j 0.00685441-0.0184837j -0.00365558+0.0204982j -0.0514621+0.0167285j 0.0855208-0.0538281j -0.06634-0.123738j -0.0400258+0.0291728j 0.0128011-0.0814538j 0.0227771+0.00621487j -0.0294816-0.0249719j -0.0354172-0.0455482j 0.0783988-0.0185832j 
0.00174283-0.00371194j 0.0106935+0.00578074j 0.0540986-0.0029038j -0.0333284-0.0163215j -0.0270729+0.00102054j 0.00802701-0.0391102j -0.0116264+0.0125205j -0.0195056+0.114819j -0.0696049-1.90621e-05j 0.0228394+0.0166311j -0.0506114+0.102978j 0.0266313+0.00660089j -0.0376105-0.018608j -0.0258404+0.0427754j -0.0389993-0.103885j -0.0361182+0.0113791j -0.0292439-0.0257797j 0.0444102-0.043424j -0.0171774+0.01948j 0.00831054+0.1007j -0.014329-0.0452271j -0.00637752-0.00927282j -0.0156882+0.0212517j -0.0339893+0.0444617j 0.0844884+0.0105652j -0.00485606-0.0552618j -0.0120826+0.0499773j 0.006327+0.0201483j 0.00266298+0.0223232j -0.039749-0.0353615j -0.0397031+0.0271714j -0.0396166-0.0770864j 0.043937+0.00191191j 0.0357286+0.0635022j 0.025232+0.0414664j 0.00835657+0.0176517j -0.0513289-0.0119468j -0.058239-0.0289585j -0.0191527+0.0682022j 0.0702502+0.0294167j 0.0308717+0.011525j 0.00908193+0.0545333j 0.0135294+0.00813061j -0.0194453+0.0386778j 0.044596-0.0565625j -0.0457626-0.0630273j -0.109668+0.0581961j 0.0157307-0.00958325j -0.0769007+0.0445121j -0.0504327+0.0251337j -0.0847177-0.00827166j 0.0392337+0.0242083j 
