-0.17795-0.0128158j -0.2107-0.0281821j -0.117687+0.124644j 0.223497+0.0131143j 0.0701459+0.106811j -0.104034-0.10557j -0.157416-0.21042j 0.153354-0.0667197j -0.0732155+0.393076j -0.255428+0.0699056j 0.00684034+0.0708461j 0.171619+0.0178979j 0.0563272-0.000514881j -0.00550343-0.036059j 0.00866505+0.0707158j 0.0334182-0.00410166j -0.00973484+0.0270162j 0.0102393+0.0666878j 0.0414361+0.00710312j 0.0221853+0.00689952j -0.063361-0.00520896j 0.034175+0.0470164j 0.0187461-0.00682954j -0.00907666+0.0626429j -0.00494468-0.0293525j 0.00783581+0.06124j 0.0071185+0.0124293j -0.0272514+0.0261816j -0.0337369-0.0480265j 0.0216977-0.0215286j 0.00481451+0.0567535j 0.00730789-0.0638497j -0.098493+0.0754672j 0.144902-0.0102112j 0.0281083-0.0203566j -0.0248263+0.0147626j 0.0287211-0.0470626j 0.016875+0.033317j 0.0148773-0.00464282j -0.00582042+0.0627184j -0.0145452-0.00237899j 0.0371316+0.0451112j -0.0155311-0.0161982j 0.0368681+0.00404459j -0.0441812-0.0141444j -0.0154053-0.00461497j 0.00615083-0.00698413j 0.0554987+0.03012j -0.0193085-0.00521847j 0.0329151-0.0475965j -0.0152936-0.0650496j 0.0112605-0.030563j 0.0544252+0.0295411j 0.000192388+0.0171799j 0.0406125+0.0349568j -0.00370493-0.0397327j 0.0289438-0.0521752j 0.0852394-0.0895587j 0.011682+0.0139232j 0.0515511-0.0297533j -0.0122032-0.0115514j 0.00351359+0.0179086j -0.00248925+0.0531059j 0.0192204-0.0402351j -0.010073-0.00681239j 0.0256253+0.0073673j -0.00478396+0.0692341j -0.0684241+0.0425139j 0.00839809-0.0380825j 
-0.00111865+0.00873927j -0.000667847+0.00890958j -0.0439274-0.0253091j -0.0388217-0.0579103j -0.128101-0.043134j -0.165004-0.0640454j -0.086502-0.101977j -0.0999167+0.0185899j 0.0185215-0.0714052j -0.0591299+0.13164j -0.0292703+0.0199822j -0.00991626+0.076791j 0.0125211-0.0278023j -0.00266289+0.00858731j -0.0568598+0.048923j 0.0208613+0.077394j 0.0943424-0.0590653j -0.105627-0.0743521j 0.0756786+0.0899087j 0.00326271-0.00644955j 0.0205473-0.0618879j 0.152358-0.00265494j 0.0345231+0.0363465j -0.0470274-0.0243244j 0.0878014+0.0695093j 0.0581949+0.0639436j 0.0250413+0.0473151j -0.0852355+0.0783184j -0.0539261+0.0715816j 0.0632193-0.0570659j -0.0104307-0.0423994j 0.0157955-0.21581j 0.029468+0.0932522j 0.0738856-0.0217705j 0.0203436-0.117911j -0.0288644-0.0217395j -0.00566352-0.0535343j -0.0558088-0.0949921j -0.0192166-0.0248545j -0.0537284-0.0862782j -0.0460194+0.0320282j -0.0230582+0.0792699j 0.0573357+0.0175139j 0.0553431+0.0322741j -0.0340515+0.180921j 0.0131698+0.0694331j -0.086398-0.0194867j 0.0899051-0.000660056j -0.0230872-0.0812044j -0.0416493-0.0213998j 0.0822666+0.051461j 0.0109656-0.0385378j -0.0421485-0.0332429j -0.0519391-0.0487888j 0.0567206-0.172559j -0.0288414+0.0100312j 0.00780685-0.0109595j 0.00884473+0.00621102j 0.0221577+0.0245543j 0.00499272+0.0463708j -0.0200045-0.035464j -0.0218533-0.000598928j 0.0283673-0.0518778j -0.0278678+0.0423715j -0.0233483-0.0140618j -0.0325379-0.0423389j 0.0161766-0.0329397j -0.000926445-0.000695769j -0.000748491+0.028342j 
0.0370517+0.0262974j 0.0298401+0.0677819j -0.0101386-0.0443121j -0.00199595+0.151644j -0.00535598-0.0515038j -0.0091928+0.0572793j -0.0260707+0.0270373j -0.0423251-0.00295562j -0.0128568+0.0615296j -0.0807777-0.000870417j -0.00771944-0.0209666j 0.00625658-0.0495985j 0.00549659-0.0635798j 0.0737426-0.0477357j 0.0111-0.170199j 0.148677+0.056933j 0.0102341-0.0103146j -0.0141561-0.0907202j -0.116135+0.0165386j 0.0247712+0.0229777j 0.0724761-0.0678258j -0.00546502+0.0534358j -0.0115505-0.0928023j 0.116425-0.135541j -0.0232224-0.0484002j 0.0550846+0.0756882j -0.121181+0.0401128j 0.069683+0.0229742j 0.00214209+0.15391j 0.121207+0.00510432j -0.0974787+0.0266249j 0.0113352-0.0557322j -0.0603777-0.00456593j -0.0380358-0.00972014j 0.0639904+0.0167553j 0.0236794-0.115407j -0.0946287+0.0839137j 0.00998855+0.106252j -0.086599+0.013244j 0.0231536+0.088061j -0.00167289-0.0308588j -0.00631858-0.037617j 0.0721402-0.0510471j 0.077353-0.0161917j -0.0516675+0.0586891j -0.111473+0.0598527j -0.0174882-0.112719j 0.0277328-0.125921j -0.0733877-0.0259321j 0.0790277-0.037708j -0.00868785-0.0422826j 0.109496+0.0232423j 0.0301688+0.0559795j -0.094048-0.0045671j -0.0053922+0.0433231j -0.0412932-0.0826508j 0.00714494-0.0220152j -0.0273725+0.0397625j 0.0170607-0.079153j -0.00387809-0.00117484j -0.00515838-0.000163635j 0.00564257+0.00299884j 0.0230405+0.0465631j -0.0065964-0.017084j 0.0220025-0.00218781j -0.00111687+0.00883591j -0.0112544+0.00708219j -0.0143547-0.0137781j 0.0049305-0.00422873j 
0.00914539+0.00403495j -0.00395645+0.0445764j 0.038176-0.0474824j -0.135046+0.0733117j -0.106068-0.0384214j -0.20376-0.0207482j -0.226197+0.0469767j -0.12472+0.0126657j -0.217636+0.0103164j 0.0091388+0.0607633j 0.0401118-0.0341071j -0.0217525+0.0451805j -0.0286154-0.0378399j 0.0365443-0.0176784j 0.0773728-0.0814955j 0.048336+0.025566j 0.0677091-0.061972j 0.0135729-0.0555748j -0.000914188-0.0919332j 0.00945248+0.0461399j -0.0540861-0.0268067j -0.0669298-0.0772838j -0.0483279+0.0820675j 0.0333112+0.117231j -0.0434887-0.102895j -0.0251466-0.0888746j -0.0220096+0.0037287j 0.0505651+0.0589767j -0.0266396+0.0876636j 0.00756535+0.0120108j -0.0350076-0.0205984j -0.00859781-0.0477633j -0.0328994-0.0396789j -0.0362792-0.0429919j -0.00653705+0.0944294j 0.00105555-0.0016504j -0.0485583+0.0111318j 0.0079923+0.0832387j -0.004592-0.0038668j -0.00863527+0.0989387j 0.0654342-0.0312606j -0.00412523-0.0472909j 0.0282964-0.0322436j 0.00611264-0.0309051j -0.0052756-0.0155749j 0.0458756-0.000862724j 0.0404532-0.0234975j 0.00242203-0.0261742j -0.0313493+0.00121247j 0.00655164-0.0177472j -0.0570876-0.0268358j 0.0114516+0.00324069j 0.0172271+0.0237856j 0.00945333+0.0185858j -0.013011+0.0457154j -0.01589-0.0380147j -0.00562763-0.0231803j -0.0159017+0.0292517j -0.0047874-0.0250824j -0.00772519-0.0335428j 0.0155573+0.0155608j 0.0121216-0.000708127j -0.00111964+0.0287606j 0.0139769-0.0219147j 0.0174032-0.00605386j 0.00883818-0.0105078j -0.0105288+0.0107254j -0.00518049+0.0200648j 0.00450445-0.00856921j 
-0.0345837-0.0272093j -0.0180813-0.0409122j -2.24442e-05-0.0108365j -0.0450932-0.0370802j 0.0262126+0.110644j -0.0960447+0.0435017j -0.0337279+0.00861247j -0.0268401+0.0198128j -0.0507613+0.0103465j 0.00261089+0.0140622j -0.0187578-0.0131582j -0.0366019+0.00253205j 0.0439085-0.0133732j -0.0603572-0.018002j -0.104045-0.0302842j -0.047494+0.0160981j 0.00740742-0.0517833j 0.00114513+0.0310512j -0.0615555-0.0793446j -0.0181404-0.135953j -0.028755-0.00726144j 0.013811-0.0471519j 0.0815081+0.0258006j 0.0537874+0.0340696j 0.0715629-0.128282j -0.0778005+0.0486582j 0.111376-0.168021j 0.137649+0.00474994j 0.0864159+0.00931402j 0.0514081-0.0315101j -0.0268185-0.0235924j 0.0206593+0.00545613j 0.0501501-0.0485916j 0.0545324-0.022636j -0.0384837-0.0268663j -0.00511808+0.0696619j 0.0879341-0.00685521j 0.0135057-0.0532418j 0.00100404-0.0726134j 0.0221113-0.102055j -0.0437741-0.0123907j 0.0166837+0.068202j 0.0134747-0.0368917j -0.0865356+0.0710117j 0.0944934+0.0604253j 0.109633-0.230677j 0.034169-0.0608819j 0.0661814-0.0251992j -0.0524084+0.0038259j -0.0901317+0.0768759j 0.014765+0.0298598j -0.0223422+0.0254112j 0.0234221-0.000869799j -0.0152461-0.0976146j -0.0131001-0.0480158j -0.0198121+0.0051039j -0.0396026+0.103331j 0.00606094+0.0262276j -0.0101565+0.0455095j 0.0169117+0.0309285j -0.046701+0.000185453j -0.0150328+0.000952732j 0.0143748-0.0316009j -0.00653813+0.0381677j -0.024788+0.00207363j -0.0118952+0.0281998j 0.0191707+0.0044907j -0.0087944-0.0240393j -0.0112087+0.000876407j 
-0.07158-0.0307132j -0.0766357-0.0249751j 0.112795+0.114192j -0.121751-0.0672131j 0.227623+0.0557016j 0.132617+0.050758j 0.0967334+0.0564076j 0.130684+0.0689032j -0.0568952-0.0419265j 0.186344-0.0517673j 0.120909+0.0745411j 0.0618495+0.0100482j 0.084676+0.0375313j 0.0258101+0.0969019j -0.0343453-0.00448998j 0.0750868+0.0376065j 0.0186937-0.114341j -0.0376395-0.0608869j -0.0334387+0.015378j 0.112105+0.222258j -0.0357809-0.109383j 0.0760258-0.0111736j -0.00532059+0.0996196j 0.127456-0.0280338j -0.0611917-0.0613613j 0.107636+0.038446j -0.036147-0.0237968j -0.0869092+0.00465525j -0.0250974-0.0414919j -0.0228784-0.011025j -0.0112834-0.0783099j -0.0486779-0.0360341j -0.0237405+0.138618j 0.0134546+0.0733119j 0.0749549-0.00194298j -0.0678481+0.0104895j -0.0477027-0.0896016j -0.0182455+0.0503269j -0.00636641+0.0127873j -0.0469227+0.0702758j -0.0189584-0.0342324j 0.067284-0.0751597j 0.0143543-0.0472141j 0.0323808+0.0614095j 0.0748343-0.104822j -0.111741-0.183818j -0.010271-0.140767j 0.0393311-0.0735906j -0.1083-0.00335983j 0.0347875+0.0257888j -0.00354405+0.0568019j -0.0427241-0.0415663j -0.00606986-0.0319538j 0.00529355-0.00639711j 0.0103728-0.0151196j 0.00155642+0.0137669j 0.00556493-0.0330073j -0.0197537+0.0594923j -0.0263191+0.043214j -0.0125152-0.00120232j 0.0178699-0.00121738j -0.00716916-0.00713924j 0.00185571+0.0241448j 0.00903186-0.0113317j 0.00197638-0.015988j -0.00695461-0.0196209j 0.0226072+0.0202085j -0.0259124+0.0327754j 0.00492584-0.0068771j 
-0.0499326-0.00653184j -0.028911-0.0987196j -0.11738-0.0505342j -0.084712-0.0549825j -0.118238-0.00625985j -0.102953-0.0704582j -0.0196348+0.0977802j 0.0326093+0.0359168j 0.129311+0.0304545j 0.0442508+0.119244j -0.00611112-0.0523604j 0.00418117+0.0679398j -0.0861833-0.000617939j -0.030785+0.0722788j -0.0266452+0.00681615j -0.00394212-0.00294962j 0.0386127-0.0468303j 0.0109843-0.051881j -0.0146262+0.044974j -0.126233-0.0199612j 0.0398826+0.0473761j 0.0866319+0.024837j 0.0268556-0.0795592j -0.0364057-0.0220623j -0.124257+0.0624471j -0.0209678-0.0517127j -0.0598695-0.0413309j 0.0482484-0.00212056j 0.0295736+0.16588j 0.0484095+0.0240134j -0.041234+0.00873573j 0.0295111+0.0237502j -0.0587328+0.0394647j -0.0193698+0.0331949j 0.0810882+0.0404843j 0.0637235+0.122338j 0.0432064-0.0258968j -0.0492383-0.000710926j 0.0141654-0.00661978j -0.0488336-0.0157729j -0.0541788+0.0641224j -0.0758602+0.00827705j 0.0103297-0.0101234j 0.135308-0.0291711j -0.0928839-0.0468353j -0.135108+0.0509119j 0.0268119-0.0955771j -0.00558813-0.0497749j 0.0453022+0.0871421j 0.0648973+0.0547749j -0.00033323+0.116581j 0.0474703+0.074504j -0.010451-0.0452164j -0.139868-0.0566569j -0.00651992+0.00752911j -0.0367673-0.0305731j -0.0308269+0.182149j -0.00142033+0.149595j 0.0141539+0.0161326j -0.00926516+0.0373572j -0.020094-0.00311621j -0.0128317-0.00242523j -0.00391207+0.00600779j 0.0228029+0.043039j 0.00899917+0.0073411j 0.0111314+0.063545j 0.0380251+0.0545628j -0.0552687-0.0190317j -0.00167145-0.0363266j 
0.00885491-0.0460003j -0.168895+0.0399176j -0.0645736+0.017036j -0.178617+0.165806j -0.0185469-0.013378j -0.163879-0.00872212j -0.0168028+0.0323565j -0.0813444-0.10122j 0.0391974+0.0396309j -0.0611444+0.0199997j -0.0240699-0.146744j 0.0656164-0.049153j 0.0555411+0.0616362j -0.0264-0.0281166j -0.0128893+0.0122191j -0.027939+0.0246353j 0.000412479-0.118011j -0.0128017-0.0435489j -0.0643918-0.137702j -0.0261534+0.0206144j -0.017888+0.0585816j -0.0702723-0.178725j 0.00608236-0.0614392j 0.045669+0.0876956j 0.00996909+0.0353689j -0.0248406+0.0217099j -0.0901931-0.0653628j -0.0130326+0.0143072j -0.0676195-0.114302j 0.00912723-0.0503889j 0.0307712-0.0706216j -0.0358552-0.0423333j 0.00196163+0.0289091j -0.0102957-0.021922j 0.00170841-0.0747049j 0.0241039-0.00531406j -0.00255111-0.074432j -0.086462+0.00219161j -0.0122769+0.043661j 0.00251787-0.0388629j 0.00829616+0.101101j -0.0287746-0.0856304j 0.0147034+0.0218332j -0.0291681-0.0186483j 0.00742173-0.147573j -0.0531323+0.0791504j -0.062638-0.0285408j 0.0328069+0.0185445j -0.0427922+0.0764632j 0.0108348+0.0560391j 0.0334565+0.112792j -0.00908862+0.0455702j 0.020032-0.0238569j -9.14725e-05+0.0908217j 0.0305026+0.00395824j 0.00804629+0.0807265j 0.0848269-0.042409j 0.0143204-0.0869993j 0.0176482+0.000692242j -0.00823373+0.0167514j -0.00893667+0.00949027j -0.0130449-0.019291j -0.00853201-0.02803j -0.0103174+0.0448011j 0.012453-0.00885665j -0.0127794-0.0578557j -0.026907-0.00175495j 0.0352682-0.0124328j -0.000964695+0.0233887j 
-0.0346649-0.0474845j -0.155595-0.0115866j 0.0714884+0.099382j -0.0920371-0.0524122j 0.0758998-0.0272891j -0.0103927-0.0829807j 0.0361751-0.00507494j -0.0273086+0.0286949j -0.0607321+0.0257709j 0.00333902+0.0118874j 0.0255814-0.0771152j 0.0823201+0.125654j -0.115621-0.0139915j 0.146068+0.134142j 0.0840921-0.0645179j -0.0212521-0.0482617j 0.0898688+0.0762939j 0.0456829+0.022749j 0.0874952-0.0100271j 0.0664667+0.0814757j 0.0273618-0.111828j 0.0458728+0.0216885j 0.0305384+0.000173161j -0.0478768+0.0210331j -0.0781091-0.0620232j 0.0333361-0.0693035j 0.047227+0.133393j -0.0168935-0.104698j -0.0208216-0.050126j -0.054948+0.0729896j 0.0662972-0.0153364j 0.0249387-0.0224502j 0.0700846-0.0221786j -0.0123901-0.0736189j -0.0291946+0.0561555j 0.026648-0.0480178j -0.0375835+0.0803276j 0.0175827+0.00514122j -0.0525219-0.030677j 0.0103814-0.0535511j 0.0397938+0.0390067j -0.0728462+0.115347j -0.0243903-0.00331885j 0.0792282-0.0319033j 0.0514876+0.0743454j -0.103216-0.0637456j 0.050967+0.07658j -0.0922536-0.00576582j -0.0149852+0.0340376j 0.00776183+0.0568517j 0.0272461-0.0636771j -0.00953236+0.0272447j 0.0299657+0.0589672j 0.0567883-0.0220104j -0.0136257+0.0581846j -0.0454754+0.0274157j 0.011413+0.0333811j 0.0532923-0.114831j 0.0552911-0.0779947j -0.00131031-0.0259136j -0.00580414-0.0216836j -0.000231938-0.00409039j -0.022647-0.00666947j -0.00713384+0.0242951j 0.0108159+0.00281786j 0.0479804-0.0094619j -0.0734376-0.0146479j 0.0751609-0.0234359j -0.0140833+0.00434528j 
0.0618855-0.0443023j 0.103155+0.134347j 0.0639056-0.0472483j 0.0126087+0.0946321j -0.145332-0.0461571j -0.0246386+0.181805j -0.0927314+0.0783088j -0.0540893+0.0615564j -0.0300041+0.0644671j -0.00875077-0.00465816j -0.062116+0.026832j 0.165926+0.204329j -0.048717-0.0717915j 0.0773925+0.035094j 0.0174601+0.190519j -0.000164227+0.00622821j -0.0946734+0.0572219j -0.117229+0.0429895j 0.0111818+0.0621672j 0.163148+0.0205482j -0.0732825+0.125732j -0.0512531+0.12009j 0.07233+0.112685j 0.0137989+0.0498105j -0.0749929+0.113031j -0.113266-0.0545779j 0.000123441+0.0691539j -0.0707649-0.081279j -0.0132249-0.037551j -0.0331722-0.0045123j 0.00902311+0.0716164j -0.0328595-0.0535054j 0.0667539+0.0707974j -0.000261666-0.0671032j 0.126441+0.0239636j 0.102122+0.0122074j -0.0464652-0.094096j -0.0293902-0.102537j 0.0242141-0.0428506j 0.00608935-0.0353731j -0.0471061-0.0560355j 0.0137481+0.090311j -0.0543893+0.0332258j 0.0401559+0.0434223j -0.0732124+0.105492j -0.111737-0.0878235j 0.00693843+0.113572j 0.0336591+0.1114j 0.0203446-0.034228j 0.00212942+0.00342375j -0.0441912-0.0527894j -0.0515424-0.0366372j -0.0528476-0.0192052j -0.025955-0.0347268j -0.0113076-0.0260901j 0.024919+0.0250102j 0.064682+0.0383297j 0.0196673-0.0341225j 0.0781074+0.0666098j -0.0183349-0.0154868j -0.0159344+0.0429058j 0.00992526+0.0113522j 0.0171137-0.0699382j 0.000976093-0.0151834j -0.0112602+0.00900189j -0.0407254+0.0211616j 0.022907-0.0227333j -0.00113323-0.00438812j 0.0053352+0.0263381j 
0.020483-0.0241187j 0.119488-0.0152259j -0.120423-0.165836j 0.0239484-0.105154j -0.102212+0.0117136j -0.08646-0.0832481j -0.0430931+0.0434593j -0.0471886-0.0188085j 0.0234594+0.0401276j -0.0129216+0.100632j 0.154521+0.0959468j -0.0940339-0.0307964j 0.00690059+0.0394561j -0.0492532+0.00758514j -0.0290432-0.0509687j 0.121108+0.129314j -0.0287516-0.0753244j 0.0427816+0.0104326j 0.0397477+0.13355j -0.0681889-0.025627j -0.0907068+0.0763904j 0.00738839-0.0354162j 0.0208795-0.115098j -0.0571724+0.110452j 0.010162-0.0142562j -0.00864268-0.0018243j 0.0148702+0.0339943j 0.0698215-0.0432919j -0.0266824-0.079764j -0.0573419+0.0592314j 0.0308317-0.0138393j 0.0182591-0.0340023j 0.0600579+0.025963j 0.0690083-0.0303551j 0.0669543+0.088375j -0.0693305+0.0236937j 0.00474659+0.0228941j 0.00388324+0.0485108j -0.0170843+0.0411944j -0.0327427+0.161148j 0.0109128-0.111312j 0.04922-0.05862j 0.00267534+0.0289329j -0.0280778+0.0547752j -0.0576079-0.0962298j -0.0708406-0.0425596j -0.0448963+0.0704778j 0.0218491-0.0803112j 0.0176461-0.0859222j 0.018023-0.0615299j -0.0288678-0.090134j 0.0225941+0.028654j -0.0645325+0.0783405j 0.0107083+0.0551972j -0.00639455+0.0410382j -0.00453341+0.0243714j -0.0296236+0.0775627j 0.118878-0.0641113j 0.0399625+0.0748595j 0.0198075-0.0655471j -0.0170711+0.00670522j 0.0133466-0.00973903j -0.00654065+0.0792216j 0.0038322-0.0438285j 0.0493926-0.0135439j 0.0709711-0.0247838j -0.0497935+0.042216j 0.0570917+0.0673361j -0.035741-0.0113213j 
-0.0289069+0.0166037j -0.0271213+0.0685496j 0.0200212+0.0972j -0.0230065+0.0806103j -0.0316038-0.0173783j 0.0162878+0.054836j 0.0227318-0.146661j 0.020785+0.0723226j 0.00943111-0.0748605j 0.0616059+0.0634821j -0.154442+0.0305415j -0.0129774+0.0285525j 0.00459206+0.035141j 0.0961631+0.00211766j -0.0163929-0.0558546j -0.0377577+0.0978588j -0.0508501-0.0124684j -0.00326797+0.0383773j -0.00484776+0.0320428j -0.0454102+0.039961j -0.00556376+0.00285644j -0.0495653+0.0226151j -0.121334-0.109871j -0.0356495+0.0280392j 0.0631003+0.0102133j 0.0705644-0.0810747j -0.00233387-0.0114279j 0.0515604-0.103072j -0.0383836+0.0493827j -0.0398421+0.0489558j 0.086791+0.00409976j -0.0781219-0.0491202j 0.0276966-0.00440093j 0.0225616-0.0432766j -0.0900941+0.0286974j 0.0736453-0.0390534j -0.0404716+0.012233j -0.00759887+0.00731416j 0.00880954+0.0483837j -0.0163717-0.0800982j -0.0130852+0.0253901j 0.0202625+0.0580473j -0.0421204+0.0189159j -0.0725242+0.0005588j -0.0726518-0.00765027j -0.0183652-0.0332101j -0.0144535+0.0332074j 0.00426705-0.0688054j 0.0116563+0.00635311j 0.0123422+0.0268907j -0.0113847+0.0725164j -0.0350889-0.0200048j 0.0415821-0.0423543j 0.00831253+0.00796161j -0.0163537-0.112746j -0.0598896-0.0244883j -0.0689452-0.00940603j -0.046968+0.0831903j -0.0201647+0.15891j -0.10641+0.00888986j -0.0191407-0.0194948j -0.0202901-0.0259599j -0.0014302+0.0945771j -0.0630978+0.0217676j -0.0671313+0.0061536j 0.155638+0.000706442j 0.0687754+0.0425918j 0.111557+0.0652886j -0.101608-0.0227878j 
-0.0104948+0.0118562j 0.0228745+0.0146831j 0.0180889-0.0147569j 0.0359186-0.0282962j -0.0143139-0.0143371j 0.00974864+0.00928938j -0.03684+0.0500367j -0.00859829-0.0320196j -0.063719-0.0269991j 0.0417262+0.0482176j -0.0589371-0.0348498j -0.0409846+0.022451j -0.0245171-0.0220378j 0.00691404-0.00416907j 0.00710085+0.0637422j -0.0557449+0.00580084j 0.0808888-0.0199077j 0.00922253+0.00242363j -0.00933103+0.0223449j -0.0404328-0.0462847j 0.0552786-0.0389565j -0.0222999+0.0322834j 0.0149683+0.113966j -0.0688608+0.0313106j -0.0902418-0.0544261j 0.0190232+0.0803661j -0.00362777+0.00228159j 0.0209025+0.0188165j 0.0421709+0.0446798j 0.0110739+0.00160525j 0.0906966-0.0684874j -0.0668331-0.0208977j -0.0231977-0.0679731j -0.0529094+0.0618038j -0.0464347+0.00572717j 0.0420601+0.0514469j 0.0147694+0.00943356j 0.0397393+0.017712j 0.019273-0.119439j -0.0235651-0.0294939j 0.0353179+0.0993347j -0.0178078-0.0386297j 0.00840654+0.0627155j 0.0588706+0.0324418j 0.0377748-0.0460509j 0.0404684+0.0499333j -0.0206449-0.0552549j -0.0603243-0.0114982j 0.0330063+0.120655j 0.00739433+0.0633967j 0.0457139+0.025516j -0.0626588-0.0185378j 0.0021374+0.0517002j 0.0509041+0.0346897j 0.0628671+0.0133628j -0.0358372-0.107185j -0.0262421-0.131316j 0.0458661-0.0810985j -0.00587478+0.0452172j -0.0898695+0.00967321j 0.0530839-0.0539065j -0.0126161+0.00824861j -0.0221917+0.0426991j 0.0279387-0.00125898j -0.0927577-0.0980998j 0.0682787-0.22361j -0.150981+0.0697323j 0.0503566+0.192192j 0.00305517+0.000656039j 
-0.0240238+0.00216347j -0.0129184-0.0365188j -0.0232475+0.0209708j -0.0106859+0.00342089j -0.0196003-0.0419508j -0.0292512+0.0392305j -0.023549+0.0249485j 0.0114043-0.0214505j -0.0311925-0.0385833j 0.0182373-0.0535209j -0.00314152+0.00927539j -0.0651432-0.00272495j -0.0484667+0.0218773j -0.0208495-0.0516311j -0.0239235-0.0715965j 0.0356088+0.014407j -0.0372578-0.0116517j -0.0083542-0.0561395j 0.000211562-0.0218893j 0.0250377+0.060686j -0.0133911+0.02615j 0.0463472+0.0142577j 0.082073-0.0134115j -0.00926998+0.0647172j 0.00698694+0.0514848j 0.0180162+0.0392239j -0.0165553+0.0291442j 0.00419021+0.0128449j 0.0993336+0.0137269j 0.00678275+0.0571163j 0.0424676-0.0839112j -0.0606665+0.0417084j 0.0195064+0.0423842j -0.00578002+0.0283239j 0.0796774+0.00469016j 0.0307542-0.03365j -0.00896825+0.0770784j -0.0625149-0.0703403j -0.0501849-0.00679229j -0.0487131-0.011119j -0.0310136+0.0449141j -0.10394+0.0121927j 0.0500431+0.0593638j -0.0169232-0.0325417j 0.0236158-0.0517585j 0.145888-0.0129116j -0.0340063+0.016671j -0.036125-0.0213397j -0.0523684-0.0795211j 0.221772+0.0439652j -0.0468105+0.0550868j -0.0525712-0.0297092j -0.0121357-0.0384913j -0.0222014-0.0293618j -0.0100081-0.0546479j -0.0401322-0.102222j -0.0165316-0.101797j 0.0756472-0.0510682j -0.0542139-0.00543831j -0.0207539-0.0182982j 0.00110845-0.050224j -0.0451277+0.0710158j -0.0673437+0.0895696j -0.0496517-0.184893j -0.0501931+0.0354611j -0.148544-0.0424832j -0.126784-0.103376j -0.108588+0.106574j 0.0888116+0.0664412j 
0.0219803-0.0151987j -0.0173405+0.0255642j -0.00129213-0.0284677j 0.0175042+0.025521j -0.0307177+0.00107682j -0.0115284+0.0232889j 0.0166181-0.00454418j -0.00321901+0.0165765j -0.060356-0.0284265j 0.0137422-0.015271j -0.0281933-0.0255348j -0.0033172+0.0287781j 0.0590427-0.00376913j 0.00784718-0.042513j -0.0175328+0.0542655j 0.00411335+0.020788j -0.0014922-0.0524476j 0.00545488+0.00486029j 0.0140532+0.0662183j -0.0405973-0.0293133j 0.0508102+0.0325364j -0.0100497+0.000363887j -0.00221904-0.00137948j -0.0288851+0.0201429j -0.0522181+0.00104669j 0.00109471+0.0603316j -0.0324052-0.00527354j 0.0505727+0.146977j 0.0348711+0.00457035j -0.0773505-0.0296966j -0.0613947+0.0341813j -0.0411228-0.00404352j 0.0281838-0.0582401j 0.0960837-0.000728722j -0.0140621-0.0347344j 0.0110518-0.0461439j 0.0295613+0.0070879j -0.0372463-0.0509392j 0.0381214-0.00451911j -0.0637649-0.0759422j -0.0653761+0.135939j -0.00527726+0.0577495j 0.0748688-0.00584664j -0.0368659+0.0206997j 0.0409221-0.146649j -0.137274-7.46445e-05j 0.00524914-0.0131994j 0.0366882-0.056155j 0.040973-0.16009j -0.0784202-0.0496445j -0.0766136-0.00114745j 0.116533-0.00904479j 0.0439225-0.0324349j 0.0482557-0.0355771j -0.050269-0.0611607j 0.0523419-0.00910654j -0.0471017+0.0888536j 0.0904974-0.0911775j 0.0458093-0.191762j 0.0454266-0.028159j 0.0346473+0.0696857j -0.0448004+0.128501j 0.0761874+0.0154527j 0.165106-0.111184j 0.0579173+0.0351538j -0.0488082+0.120158j 0.0331263-0.0111891j 0.0822775-0.0171925j -0.00836943-0.0368185j 
