-0.17795-0.0128158j -0.2107-0.0281821j -0.117687+0.124644j 0.223497+0.0131143j 0.0701459+0.106811j -0.104034-0.10557j -0.157416-0.21042j 0.153354-0.0667197j -0.0732155+0.393076j -0.255428+0.0699056j 0.00684034+0.0708461j 0.171619+0.0178979j 0.0563272-0.000514881j -0.00550343-0.036059j 0.00866505+0.0707158j 0.0334182-0.00410166j -0.00973484+0.0270162j 0.0102393+0.0666878j 0.0414361+0.00710312j 0.0221853+0.00689952j -0.063361-0.00520896j 0.034175+0.0470164j 0.0187461-0.00682954j -0.00907666+0.0626429j -0.00494468-0.0293525j 0.00783581+0.06124j 0.0071185+0.0124293j -0.0272514+0.0261816j -0.0337369-0.0480265j 0.0216977-0.0215286j 0.00481451+0.0567535j 0.00730789-0.0638497j -0.098493+0.0754672j 0.144902-0.0102112j 0.0281083-0.0203566j -0.0248263+0.0147626j 0.0287211-0.0470626j 0.016875+0.033317j 0.0148773-0.00464282j -0.00582042+0.0627184j -0.0145452-0.00237899j 0.0371316+0.0451112j -0.0155311-0.0161982j 0.0368681+0.00404459j -0.0441812-0.0141444j -0.0154053-0.00461497j 0.00615083-0.00698413j 0.0554987+0.03012j -0.0193085-0.00521847j 0.0329151-0.0475965j -0.0152936-0.0650496j 0.0112605-0.030563j 0.0544252+0.0295411j 0.000192388+0.0171799j 0.0406125+0.0349568j -0.00370493-0.0397327j 0.0289438-0.0521752j 0.0852394-0.0895587j 0.011682+0.0139232j 0.0515511-0.0297533j -0.0122032-0.0115514j 0.00351359+0.0179086j -0.00248925+0.0531059j 0.0192204-0.0402351j -0.010073-0.00681239j 0.0256253+0.0073673j -0.00478396+0.0692341j -0.0684241+0.0425139j 0.00839809-0.0380825j 
0.0032146-0.00397374j 0.0261614-0.00305035j -0.0166319+0.00556279j 0.0237967+0.0112914j -0.0188524-0.0010636j 0.00217603-0.0229517j -0.0126814-0.00290678j -0.00348455+0.00737566j -0.000701527+0.00212789j 0.00435766-0.00284562j 0.01519+0.0471682j 0.0205319-0.0056286j 0.0637302+0.0932185j -0.0508227-0.016642j -0.0292767+0.0224816j 0.06869+0.00994303j 0.0154879+0.0270263j 0.0193963+0.0302687j 0.0302562+0.0191216j 0.0237974+0.00316893j 0.0226192+0.0427468j -0.0257622+0.00656587j 0.0208478-0.00989341j -0.0201486-0.0253762j 0.0365167-0.00545485j 0.00618633+0.00164926j -0.0307009-0.0219616j -0.00764493-0.00761266j -0.0163751-0.0221153j -0.0301528-0.0230024j -0.00216584-0.0266558j -0.000101223-0.0201083j -0.0020766+0.0468352j -0.00521849-0.00944235j 0.020222-0.0315092j 0.0264873+0.00227942j -0.0118582-0.00276183j -0.0138699+0.0409471j 0.0286269+0.0712824j 0.00627089+0.0925405j -0.0165832+0.0296739j -0.048105-0.107119j -0.0608738+0.0424394j 0.0534256-0.0557579j -0.00922665-0.0489136j 0.0360284-0.00377805j -0.0115622-0.0384167j 0.0127684+0.00358138j -0.0377804-0.00535436j 0.025825+0.0459876j -0.00706849+0.0671629j -0.0495957-0.0341687j -0.00277002-0.00353297j -0.00517705+0.0129923j 0.0223653-0.0573726j -0.02634+0.00262988j 0.0181995-0.022715j -0.0109153-0.0101089j 0.0222855+0.00785479j -0.0248362+0.00433357j 0.0169302-0.0194691j -0.103691-0.019081j -6.67158e-05-0.0291063j -0.0288456+0.0409207j 0.0430369+0.0571105j -0.0189153-0.00746611j -0.012584+0.00154379j -0.0142595-0.0169056j -0.00433206+0.0136268j 
0.00215045+0.00384999j 0.00762054+0.00640585j -0.00367609-0.0100891j -0.00613121+0.00109582j -0.00166362-0.000453327j 0.00606336+0.00514924j -0.0120106-0.026321j 6.18854e-06-0.000719219j -0.0153427-0.00500278j 0.0120463+0.0143619j -0.0110634-0.0238039j -0.00909596-0.00944257j 0.00465097-0.0194588j -0.0128972-0.0148848j -0.0229269-0.00346315j -0.00573369-0.0225656j -0.0200221+0.0136303j -0.012478-0.0326073j -0.0125874-0.00753998j -0.0110466-0.00545173j -0.0183618-0.00726135j 0.0421344+0.0246227j -0.000483259+0.0197079j 0.041021-0.0142635j -0.0315726-0.00162196j 0.0159389+0.0195677j 0.017198-0.0164218j -0.00900111+0.01181j -0.0381825+0.0393174j 0.00544233-0.00990517j 8.10835e-05-0.00259423j -0.00559646-0.03108j 0.027104-0.00586568j 0.00532816+0.0199724j -0.0100661+0.044803j 0.00892848-0.0245955j -0.0033269-0.0263724j 0.0478439-0.00416708j -0.000686023+0.0424786j 0.00555172-0.00777542j -0.0146808-0.0801792j 0.00104743+0.028623j 0.0310213+0.0114389j -0.0235434+0.0679935j 0.0127425+0.0471276j -0.0352547+0.0012752j 0.0138775+0.00743109j 0.0194324-0.0218467j 0.0358721-0.0230327j -0.0113529-0.0346232j -0.0139884-0.0465378j 0.0601104-0.0256015j 0.0120077+0.0421666j -0.0216387+0.00705058j -0.0332682-0.0443156j 0.0178193+0.0212531j -0.0250142+0.0245826j 0.00748369-0.0165114j -0.0409443+0.00382888j 0.0408136+0.0183017j -0.0223633+0.0588792j 0.0364897+0.0800148j -0.0182285+0.0272713j -0.106367+0.0247036j 0.0186289-0.039753j 0.00375486-0.0906289j 0.0288447+0.0134587j 0.0165165+0.0615783j 0.0790463+0.0118065j 
-0.00588186-0.00582252j -0.0126387+0.00542866j -0.00745202+0.0148135j 0.00057325-0.00155253j 0.0172448+0.0169223j -0.0187426+0.0163725j -0.00155273+0.00655188j 0.00358916-0.0174636j 0.0123969-0.00795921j -0.0148022+0.00265359j -0.0155726-0.0444266j 0.011097-0.0491208j -0.0183016-0.000727816j -0.0212686-0.0153572j -0.00158505+0.00850176j -0.0128379-0.0158197j -0.00950022+0.0242073j 0.00465807+0.0164976j -0.0223014+0.0108915j 0.0101011-0.0103209j 0.0273167-0.00411802j 0.00129757-0.0129929j 0.000428142+0.00673723j -0.00151191+0.0132816j -0.0180961+0.0151926j 0.0199415+0.0071165j 0.0026624-0.018899j -0.0339049-0.00772145j -0.00513047+0.00291055j -0.016677-0.0202537j -0.00397714-0.030726j 0.00981458+0.0359464j 0.0336751+0.0108649j -0.00649315+0.046228j -0.00790513+0.0437007j 0.0349646+0.0663915j -0.0322679+0.0332734j -0.0260087+0.0342447j -0.00495095-0.0258324j -0.0170744-0.0577942j -0.0145722+0.00816345j 0.0452659+0.0105195j 0.0132125-0.00351441j -0.0241465+0.0419357j 0.0019161-0.0283908j -0.0134709+0.0113659j -0.0100496+0.0040439j -0.0205349-0.00276174j -0.0155598-0.0125633j -0.0346057-0.0269007j 0.00194666+0.00458396j 0.0317425-0.0203182j -0.0256224-0.0216378j -0.0036809+0.010518j 0.00542813-0.00242618j 0.0639574+0.0400419j 0.00469652-0.0333541j 0.0503745-0.0620192j -0.0179493+0.0144201j 0.0396177+0.0507269j -0.0447254+0.0438317j -0.0295478-0.0505794j 0.107093-0.0146185j -0.0556848-0.0214947j -0.0965913+0.0417977j -0.051075-0.01209j -0.0591528-0.0560306j 0.00181241+0.0405764j 0.0346988+0.0319902j 
0.00274898+0.00165291j -0.0155807+0.0272797j -0.00117716-0.0348484j -0.0279769-0.0289327j 0.00329661-0.00961904j -0.00925225+0.00190747j -0.010704+0.00330385j 0.00689944+0.0100923j 0.00653685+0.00415116j -0.00129249+0.00248079j -0.0490585+0.00534795j 0.0220826+0.0129972j -0.0344854+0.0109522j -0.0130537-0.00287494j -0.00961285-0.0585426j -0.0408684+0.0517546j 0.0224047+0.0519185j 0.0359448-0.000724469j -0.0259219+0.014015j -0.0179251+0.00516164j -0.00277127-0.0372385j 0.0364684-0.00227163j 0.0181069-0.0360777j -0.00466677+0.00361404j -0.048419-0.00961231j 0.017127-0.0123506j 0.0107536+0.0143189j -0.00163971-0.0361951j -0.011183+0.032569j -0.00870812-0.0534562j 0.00516316-0.0208532j 0.00459322+0.0756178j -0.00915271+0.0206888j 0.0241259-0.0356172j 0.00357764-0.00713152j -0.00495161+0.111134j -0.0081085+0.112622j -0.0801686-0.0320182j 0.0134326-0.0573482j 0.027238-0.00609918j -0.0545629-0.00219955j -0.00424033+0.103472j -0.0125095+0.0384061j 0.04533-0.0313493j 0.020903+0.0332044j 0.030063-0.002789j 0.00961435-0.00756285j -0.000954894-0.00316125j 0.00803399-0.00742089j 0.0838651+0.0191033j 0.073531-0.0603718j -0.00766613-0.0328681j -0.0126735-0.0157881j -0.0051864-0.0298018j -0.025151+0.0896386j 0.00140048+0.00876019j 0.0156155-0.0411379j 0.0205536-0.0358671j 0.0198286-0.00373187j -0.0302933+0.00884386j -0.0350063+0.0602308j 0.0662135+0.0510215j 0.0884387+0.0653589j 0.00563205+0.0126138j -0.0370893-0.0444498j -0.0519473-0.00781934j -0.0513481-0.00839205j 0.0164951-0.0146897j -0.0461684+0.0139151j 
-0.00227225+0.00691399j -0.0249967+0.0124804j 0.0168159+0.00418892j -0.0258421-0.0242759j 0.023516-0.00496326j -0.00964722+0.0303396j 0.0128539+0.0111518j -0.0266202-0.00429246j -0.0254982-0.0196908j 0.00339108-0.00300559j -0.0550104-0.00427567j 0.00585846+0.0460438j -0.0659888-0.0723769j 0.0738191+0.024528j 0.00514906-0.0499657j -0.0750095+0.0220808j 0.0174249-0.00169263j -0.00500578-0.0224411j -0.0254127-0.0280149j -0.0148327+0.0183295j -0.0269964-0.0678983j 0.0353104+0.00867837j -0.0179074-0.0298842j 0.0276021+0.0106108j -0.02482-0.00977057j -0.0132214-0.0176172j 0.0188264+0.0242042j 0.00566334-0.0103466j 0.00606314+0.0248822j 0.0324295+0.000628781j 0.00508417+0.00865211j -0.00517521+0.0409282j -0.0299816-0.0528392j 0.0323555+0.0038166j 0.000335568-0.0403939j -0.0367426+0.0232615j 0.0357352+0.0605766j -0.0306481-0.0827868j -0.0237716-0.12641j -0.00394804-0.0104413j -0.00675379-0.0386935j 0.0219549+0.123269j 0.0506144-0.0337612j 0.0148406+0.00232823j 0.0326384+0.0354448j 0.0080396+0.00761788j -0.00287613+0.00343434j -0.00894641-0.015563j 0.065455+0.005577j 0.0512723-0.0409694j 0.0494361-0.106716j 0.0221763+0.0396599j 0.015653-0.0262591j 0.00785833-0.0238421j -0.0373083+0.111577j -0.000363746-0.0163095j 0.0236241+0.00799131j -0.0186259+0.00915706j 0.00938815-0.0423361j -0.049186-0.0210216j 0.010363+0.0294917j 0.177618+0.113167j -0.0151569+0.105j 0.0619986-0.00679247j 0.0190442-0.130823j -0.0072644+0.00108744j 0.0160495+0.036891j 0.00668072-0.0185172j -0.0308821-0.01234j 
0.000269578-0.000621147j 0.017956+0.0127482j -0.00312831-0.017968j 0.0122269+0.0159854j 0.0004947+0.0156551j 0.0186731+0.0226404j -0.0156446-0.00950995j 0.00335446-0.00476694j -0.00145562-0.0167155j 0.0077838+0.00317083j -0.00475589+0.0164537j 0.00523822+0.0116869j 0.0266224-0.013106j 0.0370065+0.00156838j -0.0234628+0.00477689j 0.00435959+0.0177652j 0.00304549-0.00434193j -0.00247966+0.000626109j -0.00212725-0.0218455j 0.00662923-0.0205589j -0.0180239+0.00209409j -0.0080802+0.00541567j -0.0273078+0.00478956j 0.00224626-0.00303429j 0.0252608+0.0152028j -0.0120808-0.0134302j -0.00823875-0.0102984j -0.018504-0.00268943j 0.000784032+0.00358746j 0.0237294+0.00144686j -0.0116412+0.000376575j -0.0149036-0.00335189j -0.0107293-0.0190909j 0.0186011+0.050046j 0.0117262-0.0643717j -0.00705322-0.0216712j 0.00435099-0.0237999j 0.00372341-0.00731406j 0.00115585-0.0453239j -0.0159467+0.0645451j -0.00988869-0.00521035j 0.0191109-0.00101073j 0.0283731-0.0176419j 0.033159-0.0194708j 0.0269165-0.0268488j 0.0175133-0.0125939j -0.0287914+0.0151016j -0.0193636+0.00549577j 0.0144753-0.0233155j 0.0273663-0.0261195j 0.00962474-0.000314949j -0.000558916+0.00921941j 0.0115967-0.0461886j 0.0116638-0.016216j 0.00281563+0.000733179j 0.0131471-0.018469j 0.0363943+0.00566758j -0.0239099+0.00129982j 0.0049582-0.0366418j -0.0358335+0.0073886j 0.0305995-0.027163j 0.0324607+0.0157516j -0.0275131+0.0256242j 0.051582-0.0130788j 0.0295229-0.0464479j -0.0267454+0.0268412j 0.00186643+0.0211685j -0.0351347-0.0177229j 0.0100229-0.00385712j 
-0.00336025-0.00236795j -0.00114344-0.0148029j -0.00827004+0.0357524j -0.016796+0.0328856j 0.00931539-0.00656914j -0.0198809+0.0201639j 0.00681368-0.0274183j -0.00771106+0.0043548j 0.0191244-0.0267444j -0.000566134+0.00714014j 0.0525094-0.0781311j -0.0356237-0.0400327j -0.0069854-0.0256549j 0.0407465-0.00484102j -0.0252204+0.0199948j -0.0521594-0.0222439j -0.0616368-0.00569587j -0.0802737+0.000838394j -0.00702468-0.00771645j -0.0113443-0.0343447j 0.0190355-0.0352795j 0.0211201+0.00830282j 0.00504563+0.0353306j 0.0176728+0.0114765j 0.0138155+0.0502244j 0.0148783+0.0308052j 0.0129685-0.0126504j 0.0209907-0.00489598j -0.0189921+0.0248478j 0.0117043+0.0251736j 0.0261901-0.00577719j 0.00838522+0.00913748j 0.0171537-0.0169382j -0.0279588-0.034116j 0.0276735+0.136703j 0.0572614-0.0774679j 0.0414652-0.0344091j 0.0552601+0.00406035j -0.0631759+0.047866j 0.022873-0.136112j 0.0710329+0.00872391j -0.0407869+0.0400286j -0.0185986+0.0245031j -0.0492347+0.0306814j -0.058542+0.0641034j -0.04531+0.00155809j 0.0713512+0.0122794j 0.076454+0.00417454j -0.0263537+0.0891132j 0.00220204+0.0219333j -0.019549-0.0398924j 0.00169039+0.0429j 0.0430502+0.0921422j -0.0615419+0.00609491j -0.0280849+0.0245504j 0.0238318+0.0339705j -0.0806162+0.095267j 0.0370971+0.0365424j -0.0881318+0.0264271j 0.148112-0.033682j -0.0575215+0.0124501j 0.0536012-0.0217917j -0.0798857-0.0577348j -0.0528237-0.0735441j -0.116551-0.00958386j 0.0517586-0.0433973j 0.0455515-0.0319371j 0.00120545+0.0946888j 0.117414-0.0176916j 
-0.0101818-0.00107941j -0.0321724-0.0231303j -0.00360098+0.0108635j 0.0393357+0.0255757j 0.00160108-0.0186711j 0.00838389+0.017762j -0.0225669-0.0134139j -0.00610279+0.00186502j -0.00449858-0.0237975j 0.000468559-0.00426313j 0.014492-0.0787362j -0.0653673+0.0337385j 0.0131866-0.0173519j 0.0131716-0.0196316j -0.026158+0.0490031j 0.0672988+0.00180744j -0.0149485-0.000846052j -0.038735+0.0108634j 0.0128323-0.038502j 0.0220808+0.00121204j -0.0450987-0.030137j 0.0428195+0.00737319j -0.00474672+0.0177858j 0.0281994+0.000850748j 0.0299851+0.0326796j -0.0365595-0.000742104j -0.00166341-0.0273255j -0.0112323-0.00155081j -0.0200211+0.0241084j 0.0273326-0.000112087j 0.0135249+0.00242722j -0.0239224-0.0176394j 0.0361711-0.0152206j -0.01962-0.0214647j 0.0460412-0.027437j -0.0257632-0.136986j 0.0402877-0.096631j -0.00470927-0.0166563j -0.036373-0.0446041j -0.0249654+0.0320046j 0.0290951+0.0523326j -0.0126257-0.0559966j 0.0662012-0.0304074j 0.0352275-0.0251635j -0.00876104+0.00660728j 0.0171255-0.00593414j -0.0152047+0.00402431j -0.0149882+0.0297653j -0.0148832-0.0744019j 0.020611-0.00260282j 0.00274312-0.0107779j -0.0044032+0.0139891j 0.0279988-0.0437169j -0.0107864-0.0751212j -0.0150929-0.0124113j 0.0837011+0.0651884j -0.00974772+0.071571j -0.0398298+0.0532766j -0.0117427-0.0066947j 0.0667144+0.00697318j 0.0961263-0.0833992j 0.0860213-0.0263054j -0.100142-0.0772648j 0.0689945-0.143585j -0.0556293-0.0374177j 0.00457219+0.0205857j 0.0235146+0.0074958j -0.0275116+0.0673946j 0.12669+0.0220033j 
-0.00541041-0.0126028j -0.00492686-0.0749128j -0.035167-0.00362175j -0.0271326-0.00209506j -0.00166542+0.0140071j -0.00293838-0.0262705j 0.0239506+0.00468266j 0.00572249-0.00367561j 0.0129663+0.0321981j 0.001314-0.00678848j 0.0276538-0.0192635j -0.0109015-0.0578698j -0.0356658-0.0439791j -0.00887865+0.0250821j 0.0350439-0.025959j 0.0076662-0.0225721j -0.0107726-0.0502895j 0.0200671+0.0153116j 0.00973854+0.0189633j -0.00729019-0.00810507j -0.0148238+0.0397191j -0.0175515-0.00625149j 0.0117001-0.0181969j -0.00713738-0.00536716j -0.00897174-0.0235975j 0.0206416-0.000579919j 0.0111007+0.0331578j 0.013643+0.0191348j 0.015574-0.0158074j 0.0075501+0.0205472j 0.00677768+0.0173323j 0.0125543+0.0152623j -0.0179071+0.00544367j 0.0119632-0.0226361j 0.00510007+0.0304122j 0.0156031-0.0347784j 0.00360072-0.0599042j 0.0698187-0.0222874j 0.00244749+0.0686827j 0.0286787-0.0489325j 0.0189781-0.0238939j -0.0184985-0.008651j -0.0113612-0.0163727j -0.0644015+0.0135976j 6.48997e-05+0.0159779j -0.0461133-0.000715582j 0.0316133+0.0363568j 0.0318054+0.04829j 0.0357972+0.0467828j -0.0332408+0.0320409j -0.0326616+0.00686751j -0.00273252+0.0391813j -0.0240519+0.0484369j -0.00362482+0.0200499j 0.00341509-0.00418401j -0.0653553-0.0324423j -0.0056882+0.00110123j 0.0063875+0.058504j -0.0421933-0.0277684j 0.019895-0.0524718j -0.0653088-0.0260493j -0.0321057+0.0153234j -0.0447058-0.0129846j 0.029692+0.0533744j 0.0841465+0.0320087j 0.0102787+0.0397213j 0.0308165+0.0102919j -0.038387-0.0712464j -0.0328834-0.0615641j 
-2.99928e-05-0.00249849j -0.0182317-0.00787851j 0.0011515-0.00333211j 0.0489727-0.0206805j -0.0036703-0.00866268j 0.00348683+0.00342914j -0.019427+0.00572074j -0.00264559+0.0086852j -0.00609449+0.000633504j 0.0102185+0.0112331j 0.00275036+0.0024111j -0.0557978+0.00579938j 0.0222286+0.04853j -0.039576-0.0226733j 0.024426+0.00510326j 0.0500891+0.0339168j 0.00823913+0.00786295j 0.0070979-0.0179746j -0.0117267-0.0105297j 0.0280672-0.0138667j -0.00649889-0.00183665j -0.00247443-0.0104373j -0.0104944-0.00519945j -0.0047514-0.00830852j 0.00302397+0.0149619j -0.0220782-0.0050064j -0.0131888-0.0178941j 0.00214983-0.00874213j 0.00180905+0.00724943j -0.014092-0.0181608j 0.0012099-0.0118759j -0.00511893-0.00656657j 0.00880923+0.0117757j -0.0234814-0.0278872j 0.00627728-0.047791j -0.0679605-0.0337208j -0.0131701-0.0335772j -0.0625687+0.00418534j 0.0116885-0.00798464j -0.0393925+0.0483822j -0.00645904+0.0323149j 0.0186243-0.0756866j 0.0363188-0.0050908j 0.0271722-0.0113278j -0.00182806-0.0189072j 0.0133127+0.0110716j -0.0451389-0.0124272j -0.0505236-0.00858841j -0.0211873-0.0743049j 0.00259162-0.0187545j 0.00703683+0.0260384j -0.0208289-0.030915j -8.47871e-06-0.0872295j 0.0193159-0.0483976j -0.00155994-0.0204601j 0.0436757+0.0489536j 0.0109769-0.0133644j -0.0239255+0.0226519j 0.0666605+0.031716j -0.0285435+0.0199737j 0.0865287-0.0515639j 0.0197337-0.0487973j 0.0173272-0.0507471j 0.0391678-0.075806j -0.0188203-9.14022e-05j -0.000878567+0.00568182j -0.032828-0.00592413j 0.0360211+0.032829j 0.000414192+0.0446273j 
-0.00808632+0.00423744j -0.066064+0.0176228j 0.0036171+0.0414379j 0.0191306+0.0130047j -0.00550926-0.00257111j -0.0162298+0.00668621j 0.00128228-0.0151122j 0.000210268+0.00622507j 0.00590494-0.00156724j -0.00665799+0.00698654j -0.0319312-0.0411536j 0.0183417+0.0279555j 0.00818225-0.006669j -0.0407189+0.00297669j -0.0385208-0.0415393j 0.0164618+0.0150126j 0.0254218+0.00902401j -0.0181476+0.0115855j -0.00236913+0.0154815j 0.0266968+0.00713199j -0.00675617+0.00237116j 0.0186532+0.00259846j -0.00698909-0.0138695j 0.0177587+0.00429577j 0.0383461-0.00496008j -0.0275067-0.00768945j -0.0260034+0.00548425j -0.0229217+0.000623757j -0.0101711-0.0111999j 0.0047909+0.0432332j -0.0243715+0.0268159j -0.0188759-0.0536011j -0.00126195-0.0077329j 0.0212269+0.00597991j 0.00322701+0.00852528j 0.00213409+0.0488493j 0.0398143+0.0881258j -0.0185352-0.0391582j 0.0061745-0.063896j -0.00657385+0.073305j 0.0274212+0.0230348j -0.0186446+0.00830153j 0.0348311-0.00885972j 0.0193959-0.00196416j 0.0411818+0.00046726j 0.0018489-0.00117699j -0.0666178-0.026181j -0.0580044-0.00657316j -0.0243042+0.0021804j -0.0544779-0.0213084j -0.0143271-0.0132056j 0.00776754+0.00133041j -0.00171585-0.0462142j 0.0186031+0.00549811j 0.0139977-0.00648281j 0.0716941+0.00161387j -0.0100938+0.0499444j -0.0554499-0.0794203j 0.0994906-0.0891893j -0.0326511+0.0250506j 0.0689234+0.0152605j -0.030293-0.00121453j -0.034897-0.000119781j -0.06514+0.0508166j -0.00241704+0.0548926j 0.00409755-0.0110361j -0.0472725+0.008032j -0.00453799-0.00648659j 0.122368+0.114842j 
-0.00158894-0.00270853j -0.0201073-0.0147051j -0.0366465-0.00394201j -0.00132946+0.00448081j -0.019648+0.00909548j -0.0137395-0.0138459j 0.00269343-0.00324164j 0.00253461+0.00334775j 0.00711825+0.016927j -0.00600737-0.000854177j 0.0438536+0.0123884j 0.00409202+0.0299131j 0.0567846-0.0274335j 0.0174198+0.0515831j -0.0391337-0.00339703j 0.0154281-0.00897468j 0.0147729-0.0164034j -0.00827853+0.0151911j 0.0151377+0.00215245j -0.00253246-0.0177043j -0.0147452-0.00233218j 0.0116397-0.00111061j 0.00813442-0.0120766j -0.00712895+0.000947929j -0.00110005-0.00847062j -0.0244442-0.00752651j 0.00398243+0.0207409j -0.00278426+0.00984207j -0.0114215-0.00556376j -0.00916931+0.0282823j -0.00532729+0.0311555j 0.00639441-0.0149339j 0.0155451-0.0177805j -0.00937338+0.00390663j 0.0520249+0.00484307j 0.0116537+0.0376893j 0.0333235-0.00710977j 0.0250086+0.00333924j 0.036642-0.00656475j 0.00345222+0.0369044j 0.00155843-0.0084209j -0.0267281+0.00884372j 0.0140858-0.0297793j 0.0504432+0.0123167j 0.0288392+0.00527282j 0.00769145+0.0181408j -0.0223089+0.0103218j -0.0180464+0.0184943j -0.00696252+0.0156053j -0.01072+0.0246753j -0.0146951-0.0093353j 0.0106266+0.0145273j 0.034345+0.0348215j 0.0174149-0.0148554j 0.025185+0.0194713j 0.0218612-0.0421074j 0.0149985+0.0674611j -0.0516955-0.0417068j 0.0213683-0.112742j 0.012583-0.0470732j 0.00866542-0.022752j -0.0265307+0.0396405j -0.0825969-0.0271077j -0.00651073+0.0940983j 0.0985804-0.000556562j -0.00911323+0.0101884j -0.00101141+0.0570323j -0.0470304-0.0429973j 0.0782205+0.0345336j 
-0.00427488+0.00160061j -0.0145692+0.00272013j -0.00707063+0.00304705j 0.0171928-0.0199766j 0.00361607-0.00600883j 0.00460186-0.00251273j -0.00383802+0.0143811j -0.00907755-0.0053476j -0.0079164+0.00278239j -0.00598603+0.00597895j 0.0124421-0.0322826j -0.0159288+0.0252067j -0.000605405+0.0191761j 0.0654646+0.00540145j 0.0478862+0.0318435j 0.0356212+0.0171621j -0.00929032-0.0110472j 0.0117086+0.0191642j 0.0223693-0.0061991j -0.00698393-0.00919364j -0.0196783-0.00412008j -0.0258388-0.0207729j -0.0226192-0.0091344j -0.00897135-0.00560428j -0.0231373-0.0119006j -0.00966241+0.0118385j 0.0211416+0.00313358j 0.027527+0.0229181j 0.0199435+0.00798886j -0.00853404+0.00441719j 0.00344868+0.0100343j 0.0132499-0.0150715j 0.0204186-0.00220081j -0.0204612-0.0121851j -0.019366-0.0826947j -0.0119261-0.0572665j 0.0234013-0.0420179j -0.0393819-0.0134851j -0.0231727-0.0131821j 0.00636748+0.0294385j -0.00310617+0.0537301j 0.0159198-0.0341512j 0.0292151-0.00684987j 0.0132209+0.00128507j 0.0294951+0.0186335j -0.00914498-0.030897j -0.0118344+0.0517373j -0.00859901+0.036639j 0.0525821+0.0159562j -0.00330283-0.00608679j 0.00996106-0.0380064j 0.0152448+0.047888j -0.00599068+0.00467607j 0.0492824-0.0106564j 0.0148833-0.00775244j -0.0469182+0.003181j -0.03939+0.0277068j -0.0237538+0.0852987j 0.110313-0.0233874j 0.0187352-0.0014622j 0.0246077-0.0837902j 0.0460562+0.0275568j -0.0552096-0.0783829j 0.114678-0.102559j 0.0496091-0.0228991j 0.0376957+0.0242102j -0.0631465+0.043667j 0.0209237+0.0482378j -0.026241+0.0102937j 
-0.00628867-0.002941j 0.00570371-0.0252437j -0.0215567+0.0084483j 0.00241023+0.00910456j 0.005451+0.0022525j -0.0107511+0.00765264j -0.0142107+0.00261798j 0.00353677-0.00142462j -0.00505694-0.0034904j 0.00810072+0.0072081j 0.010105-0.0110082j 0.00407054-0.038125j -0.00942557+0.00373208j 0.00448026+0.00639593j -0.00525645-0.00206997j 0.000400138-0.0142573j -0.0141962-0.000114582j 0.0189847-0.00194901j -0.0266136-0.00435054j -0.00991314-0.000623463j 0.00648635-0.0052694j 0.00835686-0.00475423j 0.00763899+0.00413002j 0.00452284+0.00187079j -0.000141276-0.00253604j 0.0194832+0.0138459j -0.00891458-0.00273139j -0.00359049+0.0226563j -0.00167909+0.0018456j 0.00736234+0.00439558j 0.00234809-0.00435532j 0.0114391+0.0364253j 0.0302186+0.0100727j -0.00140529+0.0379309j 0.0269399+0.00874463j 0.0185169-0.00348937j 0.0116965-0.00893315j 0.0155957-0.00402229j -0.012322+0.00884973j 0.000164996-0.0173087j 0.00414305-0.00727944j -0.00718207+0.0002093j 0.0155668+0.0160533j -0.00126599+0.010499j -0.0048971-0.0130066j -0.000588805-0.00294878j -0.00125881+0.0191161j -0.00525567+0.0117821j -0.00893825-0.00460285j -0.00755003+0.00432358j -0.0045453-0.0016177j 0.00103575-0.0122144j 0.00325871-0.0493828j -0.0109664+0.0019317j -0.0135089-0.00448469j 0.0140911+0.0150503j 0.0354855+0.00158224j 0.0163741+0.00499235j -0.0278885-0.00831525j 0.0189216-0.0439174j -0.068071-0.0190261j 0.0029514-0.00103804j 0.0129522-0.0118712j 0.00457935-0.0171061j 0.00053824-0.00900269j -0.0772166+0.00718473j -0.0616384-0.00569431j -0.0283433-0.0148009j 0.0040746+0.00557194j 
