-0.168338-0.00198977j -0.0225317-0.0150294j 0.0338708-0.00435771j 0.00929117+0.00854908j 0.026374-0.00177863j 0.0450021-0.00181073j 0.0222001+0.00549719j 0.00437372-0.00342425j 0.00794946+0.000545578j -0.00282353+0.000871297j 0.00181809+0.00107996j 0.00116921+5.58199e-05j -0.00293015-0.00100395j 0.00872841-0.000401332j -0.00709291-0.00011886j 0.00116791-0.000411552j -0.00506086+0.000697045j 0.00917203+0.000222818j -0.0044441+0.000515496j 0.0018738-0.0011626j 0.000769931-0.00172815j 0.00282796-0.000921329j -0.00077724+0.00102265j 0.0105476-0.00149189j 0.0121489+0.00223864j 0.021938-0.00312468j -9.43376e-05+0.00509018j 0.0110613+0.0033895j -0.00380006+0.000877158j -0.00851114+0.000609185j 0.00298235-0.00147114j 0.00456531-0.00192322j 0.0024734-0.00115243j 0.001775-0.00187425j 0.0018832-0.000651718j -0.00427484-5.26109e-06j 0.00801663+0.000929014j -0.00356006+0.00120225j 0.000560006+0.000133353j 0.00835787+0.000996108j 0.0179795+0.00187695j -0.00699191-0.000228888j 0.0239896-0.00247856j -0.0131139-0.00485563j -0.00704355-0.00119359j -0.00303737+0.00102103j -0.000486846-9.22673e-05j -0.0150454-0.00195521j -0.00313412+0.00157747j 0.00356748-0.0044882j -0.011646-0.001786j 0.00191266-0.000622228j 
0.00179343-0.000452782j 0.0164082+0.000782012j -0.0048134-0.0011057j 0.0013942+0.000545137j 0.000952906-5.8504e-05j -0.00294848-0.00030569j -0.00543278-0.004094j -0.00127126+0.000557949j -0.00926032-0.000396419j 0.013516+0.00632168j 0.000849417-0.000108602j -0.00850726+0.00040245j 0.000529642-0.00422495j 0.0131665+3.59253e-05j 0.00943191-0.000607958j -0.00202114+0.000158355j 0.0114941-0.000481666j -0.00791473-0.000533145j 0.0157744-0.000126012j -0.0189283-0.000918612j 0.00750816-0.00106355j 0.00512294+0.0027718j -0.00392058-0.00176753j 0.00562669-0.00472794j 0.006409-0.00303303j 0.00107966+0.00127565j 0.0174983-0.0013294j -0.0453432-0.00459586j 0.0372408-3.32799e-05j 0.024897+0.00339264j 0.0557621+0.00261568j -0.0112868-0.00336521j -0.0225579-0.00668654j -0.0156722-0.00803842j 0.0135413-0.00170073j 0.0312557+0.000491791j 0.0204907-0.00617706j 0.00102749+0.00142354j -0.0922375+0.00381408j 0.10267-0.00345278j 0.0145321+0.0154433j -0.0756161-0.00296897j -0.0132199+0.00479587j -0.0322813-0.00798896j -0.0365142+0.00372749j 0.0026244+0.00757836j -0.027684-0.00103313j -0.00833732+0.00492862j -0.0373161-0.000334247j 0.00564625-0.00357138j 0.00726457+0.000677793j 0.0218653+0.00419943j 
7.16499e-06+7.23231e-05j 0.000766527+7.95474e-07j -0.000221959+0.000184551j -0.000320889+7.37424e-05j -0.000127776-9.56047e-05j -0.000136644-5.47779e-05j 0.00114663-0.000238407j -0.00179427+0.00019143j 0.000514518-0.000113738j -0.00036689+0.0003959j -0.00155077+0.000620986j -0.000243193+0.00010272j -0.000800814+0.00083098j 0.000384957-0.000152521j 5.02096e-06+0.000182154j 0.00064635-0.000329907j 0.000622466-9.53053e-06j -0.000389271-0.000420126j -0.000234476+0.000527222j -0.000920868-0.000270406j -0.000409082-0.000189705j 0.00073043+0.000894297j 0.000823881+0.000226745j 0.000444787-0.00044282j 0.000783745-0.00121061j 0.00021966-0.000778j -0.00185267+0.000421766j -0.001639-0.000255231j 0.00106696-5.06053e-05j 0.0012939-0.000430981j -0.00144538-0.000139465j 0.00111749-0.000288055j 0.00192983-0.00035292j 0.00395307-0.000320239j -0.00867204+0.0130057j 0.000949356-0.000952621j 0.00106721+0.000499196j 0.00837942+0.00308414j 0.00470707+0.0039774j 0.00263862+0.00272968j -0.00117357+0.000360949j -0.0006705-0.000588746j -0.000688476+0.000579659j -0.000343055-0.000143606j -0.000989677+5.21232e-05j 5.50385e-05-0.000119888j 0.00335178+0.000106536j 0.000386696-0.000235259j -0.000928511-0.000169493j 1.81047e-05-0.000171016j -0.000958453-3.95746e-05j 0.000738333+3.44091e-05j 
-0.00386807+0.000413182j 0.00297844-0.000954575j -0.000324223+0.000530973j -0.00185603-0.000225572j -0.00266782-0.000174684j 0.00625822+0.000370442j -0.0388475+0.00305851j -0.0185963+0.00145245j 0.0114159+0.000249953j -0.0117034+0.00341693j 0.0163098+0.00120848j 2.09425e-06+0.000920739j 0.0113901-0.00199766j 0.00300995+0.00189233j -0.00268275-0.000176729j 0.000563827+1.52128e-05j -0.015234-0.00150228j 0.00954382+0.000489697j -0.014837-0.000656755j 0.0136001-3.08996e-05j 0.0144808+0.00028429j -0.00251582+0.00212694j -0.00978782-0.000899245j 0.00408029-0.00253495j 0.00702256-0.00191431j 0.00180951+0.00166722j -0.0428977+0.000521253j -0.0122304+0.00205809j -0.00407308+0.00188545j -0.024385-0.00191197j 0.0369521+0.00595181j -0.0673346+0.00230357j -0.0120014+0.00478003j -0.0141698+0.00294761j -0.0213944+0.000883371j 0.0209403+0.00143882j 0.209428+0.00442762j -0.0118676-0.00301122j 0.0789299+0.00283529j -0.0810081-0.00549595j -0.00772293-0.00388718j -0.0134701+0.00425118j -0.0466214+4.30863e-05j -0.0336682+0.00541786j 0.00502438-0.00961648j 0.0164364-0.00639463j -0.0101948+0.00084483j 0.00317342-0.00669831j -0.010939+0.00819323j -0.0153824+0.00127695j 0.0638742+0.0127033j -0.00380145-0.00111092j 
-0.00336045+0.000692488j 0.0155875-0.00126668j -0.00785302-0.000365878j 0.00828741+0.000263492j -0.00496759+0.000312319j -0.00341488-0.000312888j -0.0197952-0.00498783j -0.00742469+0.00298286j -0.0197215+0.00686605j 0.013842-0.00209424j 0.00672504-0.000770296j -0.00764903+0.000322412j 0.00357679-0.00131836j -0.00527297+0.00271485j 0.00387027+0.000173494j -0.00847569+0.0043j 0.00640631+0.00135579j -0.00373801-0.000224399j 0.0107029-0.000723897j -0.00236464-0.0012204j 0.00166537+0.00291017j -0.00844876+0.00350417j -0.00558586-0.000417915j -0.00375789+0.00185115j -0.00825873+0.00421956j -0.0127945+0.005367j 0.00911612-0.000492519j -0.034494-0.000750535j 0.00645511+0.00561927j -0.0373613-0.000313616j -0.00539798-0.0152896j 0.00664002-0.00286567j -0.0158088+0.00641924j -0.0102438+0.00259912j 0.0140854-0.000122787j 0.0169269-0.00315677j 0.0165471+0.00236034j -0.0108825+0.000134154j -0.0603287-0.0042353j 0.0368353+0.0107422j 0.0886415-0.000131109j 0.0209669-0.00606565j -0.00448818-0.00332654j -0.0119422-0.00467017j -0.0192857+0.00247174j 0.0203413+0.00358363j 0.0478908-0.00160849j -0.000411056+0.00881219j -0.0222181+0.0011974j -0.0196868-0.00293111j 0.0139015+0.00480996j 0.00873417+0.00177824j 
0.00395435+0.000345729j -0.0113211+0.000827118j 0.00472706+0.000769635j -0.00767882-0.000229585j 0.0048437-0.000127691j 0.00235389+0.000178688j 0.034301+0.00288173j 0.0167832+0.00142964j 0.00622227+0.00118846j -0.00403779+0.00528197j -0.0161179+0.00195896j 0.00530595+0.000272214j -0.00845863-0.00535216j 0.00794847+0.000399962j 0.00439242-0.000499187j -0.000358507+0.000594113j -0.00186039-0.000864792j -0.00197586-0.000242305j 0.000242319-0.000591215j -0.00908715-0.00153506j -0.00851062-0.00133568j 0.00735146+0.00333209j 0.00992297-0.00172652j 0.000847146-0.00617156j -0.00149692-0.00152577j 0.00467831+0.00135061j 0.00588887+0.000879988j 0.0237696+0.00145809j -0.0114896-0.00655617j 0.0105473-0.000378605j 0.0206614+0.00756531j 0.035233-0.000760785j -0.0135512+0.00462542j -0.0300492-0.00222537j -0.00795918+0.000569809j -0.037235+0.000626192j -0.125203+0.000841065j 0.0228331-0.000629144j 0.0168285+0.00197189j 0.00771036-0.00556494j -0.0550877-0.000795272j 0.0030563+0.0037047j 0.0126289-0.00217055j 0.0124178+0.000822563j 0.00484709+0.00571769j -0.0218275-2.38803e-05j -0.0201051+0.000652327j -0.00716936-0.00469958j 0.0194384-0.00575078j 0.0310185+0.000660372j -0.03622-0.0106519j -0.00223585+0.000543618j 
-0.00219007-0.00066514j 0.0197468-0.00099091j -0.00350605-0.00174999j 0.00718709+6.26043e-05j 0.00875718+0.000148631j -0.00243187+0.000688606j 0.0161998-0.00710934j -0.0392631+0.00489127j 0.00325394-0.0035825j 0.000206437+0.00118747j -0.0289327-0.000868902j -0.0063899-0.00110547j -0.0134877-0.000166599j 0.000456623+0.00284982j -0.00209788+0.0049876j 0.0102553+0.000610899j 0.00872415+0.00179923j -0.00734901-0.0010634j 0.00332757+0.002769j -0.0174267-0.0032109j -0.00936115+0.00332548j 0.015429-0.000263948j 0.0139999+0.000137378j 0.00361+0.00101871j 0.00247022-0.00202132j 0.00133664-0.001532j -0.0316815+0.00481213j -0.0445048-0.00313169j 0.0234549+0.00154218j 0.0232136-0.000826486j -0.0296937-0.00139438j 0.0219153-0.00166123j 0.0194322-0.0015728j 0.0558419-0.00261011j -0.0751651-0.00163036j 0.0301615-0.0012949j 0.00225451-0.00471368j 0.159037+0.00170375j 0.068589-0.00214401j 0.0623044+0.00387258j 0.0156187+0.0031511j -0.00510501-0.0035012j -0.008183+0.000610991j -0.0149729-0.00426736j -0.0228615+0.00310888j 0.00948427+0.00223156j 0.0104146-0.00175562j 0.0132885+0.00396124j -0.0243942-0.000310217j -0.00310403-0.000867562j -0.0123225+0.000813449j 0.0183705+0.00187804j 
0.00302782+0.000184624j -0.00750128+0.00184713j 0.0108065-0.000524769j 0.00231169+0.000613484j -0.000821173-0.000145388j -0.00735628-0.00048745j 0.0143893+0.000576016j -0.0085597+0.00098077j 0.010851+0.00135527j -0.00982426+0.00106066j 0.0158613-0.00076511j 0.00559097+0.00044512j 0.00265537-0.0022379j -0.0216002+0.00192596j -0.0228469+0.00164123j 0.0221007-0.00126224j 0.0113484-0.000867874j 0.00592339-0.000976827j -0.0109442+0.00112262j 0.0211735-0.00301426j 0.00134972-0.00196297j -0.00675852+0.00122266j -0.00504699+0.00134263j 0.00479877-0.00364485j 0.0136286+0.000158076j 0.00789564-0.00221238j 0.0209301+0.00378053j 0.0421578-9.57022e-05j -0.000527586+0.0062083j 0.0479587+0.00436681j -0.111403+0.00100268j -0.0364869+0.00777103j 0.0894671-0.006141j 0.14634-0.0123676j 0.0284137-0.00228224j 0.0392793-0.00247082j 0.067963-0.00870806j -0.0495165+0.00700567j -0.0181833-0.00402979j -0.0136831+0.00749241j -0.0586402+0.00917719j 0.00498064+0.00165884j 0.0359748+0.0122798j 0.0512805+0.00492344j 0.0293405-0.0117778j -0.0100417-0.00259746j -0.0110344+0.00131402j 0.0170412+1.26179e-05j 0.0177069+0.00313565j -0.0264572+0.00276455j -0.0224886+0.00189314j -0.0163693-0.00631675j 
-8.01203e-05+0.000211133j 0.00120699-0.0021786j -0.00243002+0.00149153j -0.000987977-0.0016317j 0.00273273-0.00136859j 0.000883038+0.00214451j 0.00732427-0.00246395j -0.00439376+0.00628555j -0.00542199+0.00814871j 0.00754684-0.0121665j -0.00674111+0.00278373j -0.000215376+0.00103058j -0.00175224+0.0040006j 0.00615666+0.00217785j 1.08499e-05+0.00568529j -0.00550109-0.00291358j -0.00564646-0.00653932j -0.000235369+0.00362062j 0.000269111-0.0013385j -0.00441654-0.0031815j 0.00141125-0.00460467j 0.00384168+0.00315943j 0.000693689+0.00399104j 0.00344975-0.00183179j -0.000860806+0.00114174j 0.00407251-0.00137998j -0.00649338-0.00207236j -0.00678471+0.00235049j 0.00640511-0.000354796j -0.00808988+0.00595034j 0.0458135+0.00456707j -0.00438889+0.000168303j -0.0101599-0.00361778j -0.00525743-0.00362402j -0.00438607+9.28843e-05j 0.0196752-0.000640369j -0.0179689+0.00174902j 0.023295-0.000542715j 0.00232402+0.00334949j -0.00415541-0.00873453j 0.00162854+0.0043953j -0.00611943+0.0100454j -0.0112057-0.0030692j -0.0134411-0.00091618j -0.00312582+0.00158014j -0.000476789+0.00492481j -0.0613165+0.0119995j -0.00736046+0.00510058j -0.00389342+0.00369002j 0.0143164+0.00264996j 0.000481828-0.0014887j 0.00572055+0.0011914j 
0.0147803+0.000560405j -0.0205315+0.00505077j 0.00382625+0.000107561j -0.00430698-3.55983e-05j 0.00116193+0.000163894j 0.00677708-0.000750529j 0.0245479+0.00139526j -0.0052108-0.00281714j 0.00369164-0.000483714j 0.0217622+0.000843068j -0.0084948+0.000622854j 0.000678761-0.00139493j 0.0276649-0.0011019j 0.0394368+0.00039749j -0.0233101-0.000853153j -0.0138176-0.000723067j -0.0182906+0.00190743j 0.00457915-0.00263985j -0.00817041+0.00142231j 0.00485988-0.002785j 0.00644134-0.00158272j 0.0160819-0.00241133j -0.00147557+0.000689616j 0.0324584-0.00244535j 0.0108824+0.00511988j 0.0314545-0.0060567j -0.0157485+0.00673839j 0.0360078+0.00952268j 0.0773786+0.00168078j -0.0771532-0.00256133j 0.15551-0.00243861j -0.0544587+0.00646552j 0.046953+0.00108662j 0.0851121+0.00169685j 0.016512-0.000733275j 0.0260602+0.000170711j -0.0463259+0.00873928j -0.00991192+0.000462821j 0.0144188-0.00164658j -0.0441586+0.00299703j -0.0265061+0.00436577j -0.00996243-0.00453659j -0.0594692+0.0137124j -0.0334297+0.00331343j 0.0370769-0.0014328j -0.0181839+0.0103016j 0.0301639-0.00194228j -0.0504465-0.000146596j -0.0137103+0.00763698j 0.0529255+0.00196036j 0.00348367-0.00417817j 0.0181614+0.00132282j 
-0.00180219-0.00259411j -0.0118752-0.000723565j -0.0162017-0.00125887j 0.0153299+0.000916207j -0.0030241-0.000576022j -0.00203391+0.000219121j -0.0338293-0.00694411j -0.0052972+0.0020732j -0.0283099-0.0025579j 0.0305957-0.000768197j -0.00323009-0.00169925j -0.00557249+0.00173297j 0.019437-0.00330805j 0.00899515-0.00506441j -0.0103387+0.00296958j -0.00236398+0.00156302j 0.0136053+0.000585013j -0.000229505-0.000495916j 0.00581548+0.00056155j 0.00988044+0.00154267j 0.000249553-0.000716204j 0.00559577+1.41343e-05j -0.00137872+0.000133665j 0.0144981-0.0043151j -0.0164916-0.00556487j 0.0172793+3.68411e-05j -0.01847-0.00465432j -0.0192289-0.00197488j 0.0937196+0.00663422j -0.123549+0.0172797j -0.0677499-0.0124594j 0.0196588+0.0052301j 0.0333273-0.0051081j 0.0310003-0.00962034j 0.00152267-0.000465411j -0.0297058+0.000734371j -0.0265631-0.00387697j -0.0165114+0.00227982j 0.00786378-0.00172314j 0.00276778+0.00257085j 0.0252411-0.00248091j -0.0387888+0.00895462j -0.0432779-0.00923515j -0.0366302+0.00090834j 0.0148279+0.00367353j 0.0112553-0.00903734j -0.0353243+0.00115785j -0.00300394-0.0152561j -0.0562045-0.0102863j -0.0102613-0.00992891j 0.038623+0.00870445j 0.0355947+0.00524955j 
-0.0152505+0.00223887j -0.0509433-0.00501277j -0.0192926+0.00141442j 0.00408109-0.000334676j -0.00197723+0.000489736j 0.00780977-0.000255584j -0.0826129+0.0111979j 0.0486667+0.00267093j -0.0048996+0.00146265j -0.0191385+0.000552549j -0.0196251+0.00134983j 0.00843852-0.000337803j 0.00232294+0.00269906j -0.00368208+0.00302449j 0.0144302-0.00235075j 0.00810343-0.000337562j -0.00635705-0.00141853j -0.00750029+0.00245698j -0.00100897-0.00166215j 0.00451452+0.0014886j 0.00887575+0.00220008j 0.0108122+0.00161872j 4.01135e-05-0.000938591j 0.00322435+0.00595355j -0.0109267-0.000436808j 0.02917+0.00579511j -0.0342945-0.000338534j -0.0265343-0.0154168j 0.124121-0.0135306j 0.101506-0.00753091j -0.0597003+0.00729804j 0.00768128-0.00180638j -0.00434612+0.0030184j 0.00204026+0.00553124j 0.0109493+0.00102981j -0.00868466-0.00185405j -0.0371657-0.00976203j -0.0179949-0.00100437j 0.0105372+0.000634931j -0.0479397-0.00104255j 0.046766-0.00126972j -0.0350013-0.00360766j -0.0586342-0.000665502j -0.067953-0.00199386j 0.0157414+0.000108742j 0.0182291+0.00199894j 0.00860702-0.000162286j 0.0800459+0.00275561j -0.0319763+0.00566592j 0.039489+0.0171223j 0.0624164+0.00781493j 0.0499394+0.0090215j 
0.0106022-6.87191e-05j -0.0441808+0.00350998j 0.00464886+0.0004205j 0.00695153-8.72647e-05j -0.00219447-0.00016045j -0.00501595-0.000271107j 0.0435033+0.00214716j 0.0374729-0.00231163j -0.0039012+0.000129993j 0.00918639-0.000932457j 0.0224407+0.000460545j -0.00810619-0.000572435j 0.0160021-0.00185023j -0.00673654-0.00169293j -0.0241018-0.000506273j 0.00112276-0.000376099j -0.00258145+0.000628044j 0.0182729-0.0017961j -0.0150273+0.000402826j 0.0185359-0.00158668j 0.00960498-0.0024731j 0.0059984-0.00144938j -0.0124533+0.000620301j 0.0308422-0.00366223j -0.00812928+0.00294333j 0.0396928-0.00433771j -0.0189004+0.00263603j -0.167994+0.00801195j -0.135685+0.00268567j 0.0124512+0.00162734j -0.0565482+0.000664729j -0.081159+0.0094197j 0.0044917+0.000411427j 0.01929+2.92368e-05j 0.00596264+7.45263e-08j -0.00321487+0.00124917j -0.0357752+0.00744903j -0.0153875-0.000509342j 0.0140901-0.00077255j -0.0329029+0.00138315j 0.0343467-0.00232539j -0.0306788+0.00256217j -0.0664189+0.00396292j -0.0378502+0.00240199j 0.00722347+0.0115194j -0.0639334+0.0119253j 0.000254757+2.16121e-05j 0.0295773-0.0124999j -0.0765397+0.00540682j 0.0744154+0.00417762j -0.0828169-0.00494921j 0.0816932+0.00491038j 
0.00750443-3.07218e-05j -0.0183912+0.00211278j 0.00607425+0.000350193j 0.00481055-0.000384221j -0.000993475+2.6347e-05j -0.00540825-1.5525e-05j 0.0683397+0.000734605j 0.0201693-0.00124421j -0.0049033+0.000204324j -0.00566915-0.000635089j 0.00654911+0.000103194j -0.00353861-0.000269654j -0.00311674-0.000942833j -0.00710274-0.000625555j -0.00777084+9.93844e-05j -0.00129738-0.000134481j -0.00267703+0.000293114j 0.00135126-0.000952884j -0.00496484+0.000309797j 0.00202175-0.000948284j 0.000923566-0.00105325j -0.00398389-0.000724757j -0.00413689+0.000261238j 0.0037499-0.00189503j -0.00540732+0.00147474j 0.00475757-0.00241821j 0.00934826+0.00139256j -0.0760507+0.00800915j -0.0163214-0.00139802j 0.0257547-6.72892e-05j -0.0111492+0.000792098j 0.101891+0.00249199j 0.0301248+0.000396673j 0.043852+0.000499371j 0.0138788+9.60005e-05j 0.00347237+0.000181877j -0.00487959+0.000940778j -0.0247039-0.000150506j 0.00685261-0.000146902j -0.032199+0.000176218j -0.0246385-0.000810896j 0.0161298+0.000547981j 0.00742444+0.00140893j -0.0362392+0.00160771j -0.167036-0.00524101j 0.00834562+0.00354269j 0.00223668-1.47747e-05j -0.1005-0.00101771j 0.0243166-0.000256693j 0.0554996-0.00284625j 0.245785+0.00257872j -0.0278238+0.0215238j 
-0.00317027+0.000358364j -0.0156506-0.00145001j 0.00356062+0.000693742j -0.00538453-0.000679367j 0.00230321+0.000465132j 0.00305116+7.62701e-05j 0.0221773+0.00624242j 0.0159379+0.00129558j -0.00444296-0.000560499j -0.0224796-0.0024298j -0.00746768-0.000110783j -0.000597575-0.000613097j -0.0108958-0.000344637j -0.0193463-0.000810248j 0.0175614+0.00164645j 0.0144773+0.000949327j 0.00202587+0.000130212j 0.0025347+0.000255503j -0.00087039+0.000119145j 0.00576597-3.99476e-05j 0.0131382+0.00168086j 0.00330207+2.91867e-06j -0.0116246-0.00112611j 0.00202909+0.00118646j -0.0290525-0.00209692j 0.0158962+0.000941008j -0.0191151-0.000316275j 0.0377103+0.00513108j -0.0332718-0.00467235j 0.0136163-0.00319161j 0.0371347+0.0066468j 0.0480223+0.0113015j 0.0052341+0.00280802j 0.00627647+0.00543701j 0.00785012+0.00151584j 0.00753468+0.00158837j -0.0335005-0.000644264j -0.00632236-0.00139313j 0.00452343-0.000784845j -0.0129726-0.00189609j -0.025563+0.00152846j 0.00123451+0.0014492j -0.0350826+0.00111145j 0.0487783+0.00278903j -0.0260314-0.00820834j -0.0629496+0.00445713j 0.00809426-0.000809713j 0.0503283+0.0180632j -0.183839-0.0185401j -0.200029-0.0187325j 0.0371552+0.0245101j 0.0704331+0.00934215j 
0.000270255-0.000610737j 0.00329723+0.000497175j -0.00110909-0.000335209j 0.00167228+0.000555745j -0.000884608-0.000238192j -0.000562902-0.000133665j -0.00681581-0.00147345j -0.00318262-0.00105888j 0.000890624-0.00156856j 0.00515634+0.000864238j 0.0014759-0.000380923j -6.09096e-05+0.000231075j 0.00179894-0.000146187j 0.00348608-0.00175054j -0.00346654-0.000164485j -0.00232831-0.000738661j 0.000639742-0.000636497j -0.000605597-3.41715e-06j 5.32086e-05+0.000226304j -0.000437773+0.000946927j -0.00336248-0.000135472j -0.000664573-0.000733379j 0.00212787-9.97879e-05j -0.00122554-0.000731563j 0.00452944-0.00152427j -0.00299119-0.000752142j 0.0026673-0.00104257j -0.00835808-0.00186839j 0.00816941-8.1922e-05j -0.00169446-0.000736016j -0.0106338+0.00168487j -0.00941055-0.00305431j -0.0020001+0.000992333j -0.00499499+0.00651785j -0.00188624+0.00236438j -0.0016387+0.0102739j 0.00638638-0.00147187j 0.00105938+0.00339281j 0.000465726-0.00880013j 0.00242417+0.00153229j 0.000772679+0.0136991j -0.00114723+0.0186337j 0.00465728-0.00447039j -0.008633+0.000481197j 0.00872151+0.00151612j 0.00861064+0.00125793j 0.00402215-0.00420055j -0.0190384-0.00349591j 0.0324695+0.002898j 0.0356769+0.00126299j -0.00961817-0.00446165j -0.0144299-0.00220078j 
0.00147863-0.000167948j -0.00173207-1.64683e-05j 0.00159203+0.000309362j -0.00213077-0.000592243j 0.00135128+0.000125795j 0.000176288+0.000244382j 0.00996781+0.000270696j 0.00121152+0.00104409j -0.000421613+0.00155103j -0.00210957-0.00158674j 0.000319229-0.000567945j -0.00058712+0.000548308j 0.000864202-0.000953448j 0.00121247+0.000361339j 0.00124881+0.000501708j 0.000125944+0.000133691j -0.000667521-0.00143481j 0.00071757-0.000576751j 0.000297306-0.000254696j -0.000998514-0.00131773j 0.0026644+0.000363139j 0.000353823+0.000614185j -0.00076919+6.14711e-05j 0.00305767-0.000416479j -0.000125657+0.00208563j 0.00113827+0.000310063j 0.00146786+0.00106985j 0.00690562+0.00274079j -0.00771837+0.00196011j -0.0100667+0.0225594j 0.00761548+0.0112196j 0.00581194-0.00440839j 0.00281443-0.000455801j 0.00418118+0.00586663j 0.000446409+0.00219868j -0.00130969+0.0102591j -0.00262587-0.000404282j -0.00135636+0.00244323j 0.00153327-0.00452276j -0.00207627-0.00166594j 0.0039476+0.00148658j -0.00565467-0.0018286j 0.00540618+0.000912995j 0.00273915-0.00218639j -0.0141742-0.000858583j 0.00292936-0.00475518j -0.00352276+0.00256049j 0.0366592+0.00106329j -0.00706174-0.000237809j -0.00949404+0.00419758j 0.00835005+0.00149599j 0.00783097+0.0018696j 
0.00771943-5.24603e-05j -0.0254279+0.00285039j -0.00339667+0.000142979j 0.00419611-0.000117076j 0.00195202-0.000238258j -0.00131368-7.10316e-05j 0.0224333-0.000429143j 0.0061181-0.00104598j -0.00343201-0.000549503j 0.0189833+0.000514597j -0.00696347+0.000957451j 0.00952985-0.000430131j 0.0224722-0.000744334j 0.0363745-0.000583266j 0.00241527-0.000789926j -0.00889464-0.000773417j -0.0124471+0.000425901j 0.0155413-0.00145821j -0.000438452+0.000373607j 0.0113508-0.00122224j 0.0218061-0.00210495j 0.0102209-0.00101197j 0.000509727+0.000719259j 0.0350779-0.00286955j -0.0221692+0.00295475j 0.0285126-0.00350724j -0.00117087+0.00135787j -0.0470782+0.00688958j 0.0763791-0.00355981j -0.0339318+0.00113393j 0.0258825-0.00589758j -0.0317569-0.000999717j -0.00817941+0.0005643j -0.0133892+0.000939985j -0.00629594+0.000174312j -0.00240193-0.000525848j 0.0201885-0.000553701j 0.00949329-0.000926355j 0.00446877+0.000952834j -0.00746628-0.00183627j 0.0296149+0.00251739j 0.000675234-0.00132355j 0.065541-0.00524412j 0.0546752-0.00840558j -0.106694-0.00847781j -0.192499+0.00283082j -0.00293904-0.000215112j 0.171598-0.00756026j 0.0398213-0.00933028j -0.0508538+0.0193675j -0.0162102+0.00283463j -0.155671-0.00377703j 
0.0111542+0.000344129j 0.00781021+0.00508983j 0.0137532-4.06481e-05j -0.01739+0.00026457j 0.00766959-0.000476775j 0.00199412-0.000367027j 0.0574372+0.00272762j 0.00342693-0.00186601j 0.00686499-0.0025354j -0.0196269+0.00305747j 0.00920705+0.00182606j -0.0121662-9.10367e-05j 0.000435688+0.000205636j 0.00555296+0.0022617j 0.00372119-0.000856817j 0.00188241-0.00274028j 0.00425206-0.000231423j -0.00602788-0.00186298j 0.00195595+0.00116834j -0.0156873-0.00208616j 0.00140109-0.00234558j -0.00407292-0.0013902j -0.00275201+0.00174773j 0.00307486-0.00328429j 0.0219597+0.00395758j -0.0137317-0.00565654j 0.018975+0.00326264j 0.0766985+0.0100573j -0.0793259+0.00424471j -0.0371181+0.000143628j 0.0391728-0.00864337j 0.0383206+0.000942297j 0.0182565-0.00118373j 0.0408088-0.00241378j 0.00461883-0.000803863j -0.0138092-6.44042e-05j -0.0157031+0.0073912j -0.0103192-0.000246935j 0.00548577+0.00116517j -0.0106403-0.00242243j 0.0234974+0.00807785j -0.0466096+0.000485847j 0.0172562+0.0012764j -0.0244076-0.0111225j -0.0483009-0.0028169j 0.104362-0.0327338j -0.00650228-0.000753459j 0.176453+0.00223793j -0.0242995+0.00636698j 0.0177531+0.0234762j 0.0555413+0.00185641j 0.118516+0.0135087j 
-0.00210237+0.000959077j -0.066027-9.90315e-05j -0.00557375+0.000561284j 0.00511154+4.64728e-05j 0.00322275+0.000158391j 0.00147519-0.000452724j -0.0432531+0.0119504j 0.0165904+0.00170859j 0.0219535-0.00252808j -0.0116771-0.000253492j -0.0173749+0.00114942j 0.0040978-0.000595125j 0.00983138+7.32971e-05j -0.00749553+0.00154714j -0.00141048+0.00124299j 0.0174117-0.000803893j -0.00202767-0.00020495j 0.022023-0.000288746j -0.0122311+0.000791115j 0.0259044-0.00140561j 0.0229977+0.000935053j 0.0139867-0.00018712j -0.0128904+7.41032e-05j 0.0399408+0.000773637j -0.0374535-0.000594189j 0.057614-0.000743693j -0.0283485+0.00220203j -0.140057-0.000222085j 0.0056058+0.00442291j -0.0263041+0.000682839j 0.0393059+0.00381995j -0.041549+0.0193996j 0.00420451-3.07266e-05j 0.00514906-0.000307201j 0.000265654+0.000125157j -0.00875663+0.00136521j -0.0358761+0.00942411j 0.00349194-0.000751513j -0.00564352-0.000719595j 0.0204769-0.000205822j -0.0473295+0.00317663j 0.00429513+0.00104592j 0.0093218+0.00865441j 0.0742644-0.00316842j 0.00722837+0.0247197j 0.188854-0.0232463j -0.000420189-0.000214931j -0.019017+0.0178801j 0.0432421-0.00307829j -0.087739-0.00102126j -0.0329948+0.0100859j -0.121417-0.0114346j 
