0.0104279-0.000954342j 0.0108478-0.00992075j -0.000505041-0.00571811j 0.0069435-0.0136546j 0.00285298-0.00694215j -0.0100994+0.0139023j -0.00427831+0.0180009j -0.0110476+0.0289736j 0.00101264+0.00182763j -0.00595134+0.000320904j 0.00144194-0.00324565j -0.00383462+0.0230963j 0.00794585+0.00228015j -0.0008714+0.0150876j 0.00203846-0.00486941j -0.00787234-0.0221918j -9.16605e-05+0.00257183j -8.79299e-05-0.00449267j 0.00504134+0.00816923j -0.00223253-0.000631759j 0.00192175+0.000219926j 0.00618422+0.0134234j 0.00469713-0.00493066j 0.010306+0.00654077j -0.00303246-0.00779768j -0.0133438-0.0102811j 0.0017083+0.00505558j 0.0097948+0.00578313j -0.00823224+0.0032189j 0.00421925+0.00153086j 0.0190387-0.000666588j 0.00366527+0.0126482j -0.000178207+0.00853449j -0.00628114+0.00725358j -0.00530341-0.00200723j 0.00501737-0.0039325j -0.0167524-0.0159322j 0.00374266+0.00242509j 0.0143168+0.00639628j -0.00347261-0.00508709j -0.00069411-0.00736602j 0.00530226+0.00269637j -0.0140364-0.00117207j -0.012126-0.00232782j 0.00751341-0.00133015j -0.00688372-0.00462297j -0.00384212+0.00103023j -0.0163664-0.00271074j 0.00179269+0.00109822j 0.00698237-0.00116514j 0.000411385+0.0033885j 0.0092653-0.000606915j 0.0009286+0.00257558j -0.00109569+0.00209037j 0.00381274+0.0014494j -0.00961147+0.00392231j -0.014763+0.00275712j -0.00387038+0.0018455j -0.000343115-0.00186757j 0.000167125-0.00200374j 0.00822509-0.000538465j -0.00372768-0.000169475j -0.00882038+0.00273563j 0.00429435-0.00308641j 0.00095952-0.0056863j -0.00903755+0.002724j -0.00903457+0.00180907j 0.00544946-0.00393789j -0.000222361-0.000640379j 0.00894091-0.00364292j 0.00651999-0.00857622j 0.0183551+0.00069481j 
0.000880303+0.0078828j 0.00413586-0.00155943j -0.00356907-0.00385431j -0.00376445-0.00399738j -0.00315682-0.00521845j 0.0034618+0.00868711j -0.00403934-0.00891418j 0.00341896+0.00206878j 0.00724741-0.0057708j 0.000212671-0.0110586j -0.0142491-0.00256668j -0.0133919-0.00376302j -0.00194043+0.00793932j 0.00107196-0.00329632j 0.0106037+0.00223563j -0.00281102+0.00262325j 0.000410222-0.00201035j 0.0129344-0.000486719j 0.00136284-0.00230527j -0.00922211-0.00145601j -0.00304363+0.0022718j 0.0022232-0.00116753j -0.00384143+0.00193483j 0.00181503-0.00242225j -0.00496842+0.00404486j -0.000218306-0.000170471j -0.00648328-0.00294951j -0.00038313-0.00621428j 0.00865014+0.00727066j -0.0026102-0.00247849j 0.00687241+0.00520823j 0.00222872+0.00292281j 0.00143517+0.00249265j 0.00518551+0.00371195j -0.00730219-0.00739096j -0.00426199-0.0023724j 0.00631257+0.00382827j -0.00363013-0.00280015j 0.00327465+0.000931244j 0.00669202+0.00921023j -0.000657717-0.00114351j -4.73351e-05-0.00595645j -0.00726846-0.00135271j 0.00875352-0.00048007j -0.00623195-0.00633196j -0.00392921-0.00162085j 0.00431401-0.00024085j 0.00690994-0.00656768j -0.00152704+0.0029577j 0.00120628-0.00646603j 0.00431598-0.00417655j 0.00111226-0.000696633j 0.00150822-0.000407553j -8.01088e-05+0.000532795j -0.000526793+0.00104632j -0.00480504+0.00121904j -0.00377109+0.000298939j -0.00317917+0.00141535j -0.00324464+0.0025614j 0.00195358-0.00118849j -0.00460141+0.00468682j 0.00321189-0.00110965j -0.00119142-0.000501846j 0.00308544-1.93432e-05j 0.00101328+0.00236001j -0.00129014+0.00121885j 0.000890231-0.00175531j -0.0043252-0.000130894j 0.00297539-0.000319061j -0.00187114+0.00183114j 0.00212093-0.0023781j -0.000187554-0.00128789j 
0.000716781+0.000918207j 0.00283804-0.0073016j 0.00630687-0.00433583j -0.00609415+0.0082008j -0.00108073-0.00277637j -0.00587474+0.0105527j 0.0020934-0.00651085j -0.00675082+0.000159615j 0.0149314-0.0012652j 0.00772073-0.00276838j -0.00270733-0.00424165j -0.0017735+0.000427244j -0.00547311+0.00762837j 0.00957204-0.000856371j -0.00975569+0.00459282j -0.00697066+0.00232228j -0.00232904-0.00613629j 0.00585114-0.00571534j -0.00533437+0.0037646j 0.0089086-0.00750351j -0.000691245+0.00122494j 0.000479384-0.00716593j -0.00601705+0.00302479j -0.00758042-0.00555197j 0.000929596+0.00789068j 0.00442649-0.0039519j 0.00790546+0.000671772j 0.00599355-0.00230502j 0.00402172+0.00309313j 0.00562476+0.00432309j 0.0113126+0.0031256j -0.000686026-0.00138929j -0.004877+0.00531698j -0.00739021+0.00137966j -0.00253228-0.00261388j -0.0121848+0.00185816j -0.00939261+0.00598291j -0.000554242-0.00112618j 0.0113149-0.00341374j -0.0040013+0.00333904j 0.00867577+0.00020039j 0.0108635-0.00885342j 0.00918147-0.00129538j 0.00561397-0.00155429j -0.00699935-0.00564938j 0.00851963-0.00750725j -0.00988213+0.0119925j 0.0022898+0.000841695j -0.0115804+0.012455j 0.00348072-0.00443792j 0.00326738+0.00283936j -0.00713198-0.000305957j -0.00248151-0.00478242j -0.00392659+0.0104063j -0.00605398+0.00680311j -0.00564263+0.00102781j 0.00337308-0.00322596j -0.00347756-0.00411838j 0.00565183-0.00591787j 0.00643392+2.4733e-05j -0.0038326+0.000334964j -0.00304225+0.0029712j 0.00687259-0.0140993j -0.00412935+0.00865102j 0.00538597+0.00228165j 0.00118395+0.00109319j 0.00176922-0.00710639j -0.00273044-0.00315299j -0.000456865+0.00793862j 0.00233733+0.00413975j -0.0015747-0.00457575j -0.000249545-0.00108988j 
-0.00273097+0.00279008j 0.00011945+0.00245378j -0.0031719+0.0024146j -0.00126546-0.0034076j 0.000896994-0.00046688j -0.00144062+0.00285466j 2.58762e-05-0.00217831j 0.00334357+0.00151788j -0.00369008+0.00223187j -0.00189153-0.00304897j -0.00369736-0.0054069j -0.00199998-0.000946896j 6.50329e-05+0.00381324j 0.00161092+0.00142257j 0.00244063+0.00251883j -0.00143451-0.0010636j -0.000500064+0.000488676j -0.00275777+0.000934784j 0.00258722+0.00211137j -0.00297281+0.00259432j -0.00667163-0.00333892j -0.00086068-0.000438682j 0.00589413-0.00124507j 0.00177729+0.00781727j 0.00184106+0.0055177j -0.000438964+0.00768179j -0.00401383-0.00553766j -0.000428192-0.00287641j 0.00280872+0.00691258j -0.00904842+0.00378729j -0.0054439-0.00294951j -0.00774785+0.0053354j -0.001183-0.00047859j -0.00307741-0.00105703j -0.0021898+0.00416048j 0.000510194-0.000885657j 0.00392319-0.000554133j 0.00127486+0.000391111j -0.0013712+0.00398469j -0.00322897+0.00574546j -0.00486198+0.00326381j -0.00222185-0.00512595j 0.00170423+0.00177385j -0.00169243-0.00161373j -0.00322664+0.00853147j -0.0019073-9.6494e-05j 0.000499547-0.00349795j -0.000183842-0.0018034j 0.00567287-0.00326364j -0.0122603+0.00120047j 0.00043449-0.000449696j -0.0013855-0.000491909j 0.00586976+0.0059191j 0.00634157+0.00528198j 0.0103741+0.00250417j -0.000959846+0.00336166j 0.00667857+0.00242155j -0.00837265+0.00646077j -0.00324718-0.00879856j 0.0046079+6.66765e-05j 0.00144323-0.0082044j 0.0123173-0.00100504j -0.00642509-0.00126123j 0.0145144-0.0100254j 0.00389269+0.00497288j 0.011269-0.000588605j -0.0147133-0.00676136j 0.0147759+0.00952765j 0.00785906+0.00321054j -0.0021261-0.00379667j 0.0046005-0.000581435j 0.000471596-0.00407562j 
-0.00565818-0.000387771j -0.007628+0.0125612j 0.0021855-0.00081381j -0.00106384+0.00228893j -0.0104119+0.00911072j 0.00430518-0.0175832j 0.000865038+0.00353531j -0.0145521+0.00821208j 0.0159609-0.0191187j 0.00291428+0.00642976j -0.00359794+0.0192761j -0.00254613+0.0131511j -0.00447997-0.003542j -0.00136173-0.00862779j -0.000131208-0.00214074j 0.000224781+0.00126508j 0.00577482-0.00417059j 0.00202481-0.00791823j 0.00163788-0.00133419j -0.00102967-0.00459477j 0.00559365-0.00199428j 0.00449141-0.000762472j -0.0018715-0.0011259j -0.000615304+0.00855346j -0.00680941+0.000693843j -0.00149686-0.00334162j -0.00880339+0.00463654j 0.00236505+0.00141457j 0.00236193-0.0100142j -0.0040368-0.0022403j 0.00252025-0.00735004j 0.00197383-0.00823282j -0.00363345+0.00327379j 0.00408692+0.00789292j 0.0014152-0.0136839j -0.00102018-0.00127777j -0.00650118-0.00232302j 0.00572097-0.0150234j -0.00629152+0.00656924j -0.00406195+0.00832589j -0.0025915-0.000778843j 0.000897289+0.0134256j 0.000784324-0.0115102j 8.63144e-05+0.0180865j 0.00037369-0.010263j -0.00182641-0.00744653j 0.00471299+0.00327776j 0.000909148+0.00153696j -0.00249232+0.000559302j 0.00547089+0.00390359j 0.0014436-0.00635489j -0.00192314+0.00475879j -0.000152216+0.00135738j -0.0032478-0.00850002j -0.00360226+0.00111452j -0.00673333-0.00302715j 0.0024605+0.00133151j -0.00150681+0.000778992j -0.00543308-0.00684246j 0.00174957-0.000169848j -0.0047377-0.00169736j 0.00111418+0.00549144j 0.00110913-0.00303851j 0.00665303-0.00100013j -0.000934904+0.00141466j -0.00184074+0.0114672j 0.00371313-0.00169688j -0.00165082-0.000867628j 0.000652441-0.00643611j -0.00151202-0.00539376j -0.000896121+0.00519348j 0.000656452-0.000985394j 
0.00804766-0.00783479j -0.000565409-0.00287247j 0.00455881-0.000372795j -0.00739232+0.0125098j -0.00207272+0.00882283j 0.0039362-0.00279502j 0.00128896+0.00606136j 0.00105665-0.00305031j 0.00426811-0.00773946j -0.00569896+0.00149386j 0.00284733+0.0179727j 0.0020775+0.0128103j 0.00737273+0.00165011j 0.00165143+0.00261702j -0.00320618-0.0153118j 0.00461643+0.00276293j -0.0044003+0.00246036j -0.00662992-0.0211999j -0.00625319-0.00257663j 0.000266078+0.00833677j 0.00275686+0.000585641j -0.00375468-0.00740076j 0.00384789+0.0027872j -0.00328905-0.00582166j 0.00778607+0.00784763j -0.000159926+0.00201602j 0.0026719+0.00498736j 0.00139594+0.00726395j 0.000660105-0.000380241j 0.00651279+0.0150277j 2.93242e-05+0.00322472j -0.00431615-0.00184674j 0.000495898+0.00218877j -0.00232555+0.00262919j -0.0036767-0.00732646j -0.00393963-0.0019704j 0.00142653-0.00328264j -0.00850709+0.00359586j 0.00176373-0.00180121j 0.0199204-0.00386976j 0.00113262+0.00532737j -0.00096997+0.00874199j -0.01204-0.00612644j 0.0103617-0.0031245j -0.00787825+0.00177002j -0.00870307+0.00703365j 0.00986529+0.00299556j 0.00118964+0.0170243j 0.0019823-0.000944234j 0.0056386+0.00310695j 0.00593484-0.00221472j -0.00314248+0.00162347j 0.000865309-0.00808824j 0.00206547+0.00447855j -0.000598772+0.000661312j -0.00027759+0.00167553j -0.00254176-0.00136028j -0.00419137-0.0031476j 0.00265439+0.000502831j 0.00401528+0.00492117j -0.00269954-0.00832328j 0.00948204+0.000251871j -0.00234777+0.00423263j 0.00394776-0.00059313j -0.000157106-0.00217668j 0.00295131-0.0105108j -0.0036367+0.00479759j 0.0040005-0.000236367j 0.0018203+0.00810934j -0.00104169+0.00289712j 0.00239951-0.00298439j -0.00184991+0.00216734j 
0.00645327-0.00377432j -0.00372709-0.0045324j 0.00487949+0.00423245j -0.00842+0.00410918j -0.00675718+0.000822715j 0.00766955+0.00136371j -0.00322724+0.00651313j 9.73014e-05-0.00601325j 0.00837565+0.0103554j -0.00693986+0.00254201j -0.0130105+0.00107748j -0.00771514+0.00415055j 0.00179261-0.000496245j -2.66195e-05+0.0039925j 0.0055671-0.00432673j 0.000190443+0.00255536j -0.000721127+0.000424834j 0.0108935-0.00691318j 0.000522785-0.00213885j -0.000548359+0.00249448j 0.00120871+0.00101219j 0.00289552-0.00337968j -0.000418939+0.00145678j -0.000168435-0.00554631j -0.000969744+0.00245286j 0.000123277-0.00110504j -0.00304559+0.000404001j -0.00510373+0.0058871j 0.000482251+0.00022117j -0.00503686+0.00517183j -0.00169532+0.00579998j 0.0059109-0.00137428j -0.00293627-0.00178003j -0.00976808+0.000552426j 0.0182269-0.000496453j 0.00432666-0.00425702j 0.000322155-0.00472412j 0.00732663+0.00214863j -0.00675665-0.000816857j -0.00888036+0.00121009j 0.00066627+0.00147105j -0.013638+0.00820487j 0.014291-0.00178718j -0.0126278+0.00486754j 0.0137098-0.00203057j 0.00580107-0.00127975j -0.010236+0.00849852j -0.0118233+0.0104234j 0.00293414-0.0012837j -0.00809864+0.0137449j 0.00273639+0.00670229j -0.00240241-0.00283279j 0.00549323-0.000309941j 0.00104364+0.00174804j 0.003076-0.00557462j 0.0029161-0.00744674j 0.00023569-0.00366169j 0.00267602-0.00365337j 0.00207422-0.00200161j -0.00489015+0.00616117j 0.00944765-0.0126649j -0.00414077+0.00582051j -0.00159705+0.00253106j -0.00371213+0.00526061j -0.00194735+0.000805266j 0.000533996-0.00314952j -0.000999247+0.00553553j 0.00318424-0.00414338j -0.00368985+0.00505818j 0.000192264+0.000640604j -0.000405156-0.000225485j -0.00200821+0.0013792j 
-0.000931181+0.00421559j 0.00344483+0.000861212j 0.00262786+0.00405011j -0.00203718-0.000276861j -0.000709732+0.00120149j 0.0014023+0.00111j -0.000287656+0.00132939j -0.00151014-0.000947635j 0.00347515+0.00413877j 0.000431457+0.000962198j -0.00397683+0.00125174j -0.000286279+0.00104029j 0.00204827+0.000569667j 0.00398779-0.0013057j -0.00327324-0.000150884j -0.00197943+2.50534e-05j 0.00202625+0.000370498j -0.000965288+0.00434453j 0.0016971-0.00150694j 0.00388935-0.000158238j -0.00151705+0.00446065j -0.00463988+0.00277937j 0.00254195-0.00512924j 0.00668337+0.00102407j 0.0041196-0.00437445j 0.00369529+0.00639086j -0.00467503-0.00160933j 0.00445303-0.0011966j 0.0103727+0.00217462j -0.0023502+0.0151099j -0.00560119+0.00147349j 0.00222073+0.00992349j -0.00583793+0.00529099j -0.000920608+0.00237386j 0.000660317+0.00474108j -0.000185364-0.00227685j 0.00255346-0.000918006j 0.00497564-0.00217966j 0.00777106+0.00316031j -0.000798909+0.00301128j 0.00648998+0.0110219j -0.00258144-0.00203091j 0.00590154-0.00232791j -0.00411111+0.00189557j 0.00323452+0.00257141j 0.00263439-0.000279901j -0.00405598-0.000590104j 0.0030675+0.000676742j -0.00184642-0.000630727j -0.0051755-0.00113245j 0.00195688+0.00155932j -0.00634526-0.000151239j -0.00466795-0.00382581j -0.00205018-0.0077661j -0.00441499-3.26335e-05j 0.0096782+0.00436931j 0.00385906+0.00106893j 0.00939226+0.00373551j -0.00575175+0.00155615j -0.006803+0.000364469j 0.00204746+0.00408969j -0.0142277-0.00234709j -0.00753629+0.0037629j -9.85723e-05-0.00347208j 0.00652802-0.00581579j -0.0060941-0.0147775j -0.0140675+0.00778957j 0.0108327+0.000891542j 0.0134659-0.00620697j -0.00737591-0.00272341j 0.00279353-0.00410825j -0.0077735-0.00109197j 
-0.000501063-0.00308866j -0.00252267-0.00240322j -0.000280796-0.00372118j -0.00153423-0.000139006j 0.000887474-0.000885498j -0.00267204-0.00233484j 0.00106701-0.00188555j 0.00265101+0.000112515j 0.00227719+4.59693e-05j -0.00262708+0.00310131j -0.00297212+0.00458244j 0.00123731-0.000478124j 0.00448135-0.0023144j 0.00160333-0.00299261j -0.000452071+0.0019598j -0.000241033+0.00288034j -0.00294479+0.00485275j -0.00016272+0.000917947j -0.00257561+0.00334465j 0.00451431+0.00254366j -0.00441181+0.00584398j -0.00076028+0.00580716j 0.00394676+0.00231214j 0.0113159+0.0121433j 0.00485101+0.00201968j 0.00825464+0.0123685j -0.0126298+0.00953703j 0.0026454+0.00354648j 0.00434777+0.0073227j -0.00719436+0.00631756j -0.000830845-0.00523761j -0.00825785+0.0122891j -0.00443524-0.00569185j 0.00203323+0.0104774j -0.00240389+6.92457e-05j 0.00779762+0.00486812j -0.000657514+0.000922396j 0.00618956+0.00811977j -0.00385494-0.00220461j 0.00241813-0.00139564j 0.000861053+5.11747e-05j 0.00119983-0.000580135j -0.00114946-0.00409383j -0.000308256-0.00225615j 0.00283813+0.00407008j -0.000126015-0.00209865j 0.0014165+0.00125756j 0.00516866+1.2541e-06j -0.00604682-0.0029873j 0.00567604+0.0122091j 0.00200328-0.00450309j 0.000618171+0.00284697j 0.00679223-0.000377176j -0.00291349-0.00349114j 0.00170983-0.00430897j -0.0021828-0.00244658j 0.000715507-0.0014203j 0.00139184+0.00547567j -0.00554317-0.000895024j 0.00466725+0.00259344j -0.011498-0.0160818j 0.00627899-0.00357652j 0.00880148+0.0117768j -0.0132609-0.0174983j 0.0014741+0.00082817j -0.000735762-0.00846684j -0.012963+0.00718194j 0.0158391-0.000972813j 0.00786925-0.00518871j -0.00201262-0.00138834j -0.000151086-0.00527426j -0.0077472+0.00417063j 
-0.00206142+0.000794211j 0.00154929+0.00355898j 0.000480502+0.00553749j -0.00279711-0.00155891j 0.000501774+0.00348775j 0.00108392+0.00598408j -0.0015463+0.00140952j 0.000583226-0.000755872j 0.00203329+0.00106347j 0.000968632-0.0027477j 6.60064e-05-0.00189017j 0.00114526+0.00322952j 0.000893125+0.00370488j 0.00159846+0.0029233j -0.00151357-0.00233193j 0.000479775-0.00296731j 0.00576859-1.18877e-05j -0.00185241-0.00589571j 0.00245134-0.000895264j -0.000320567+0.00333376j 0.00681452+0.00120827j 0.00253856+0.00178122j 0.00470668-0.00785917j 0.00123175-0.0188991j 0.00216385+0.00680029j 0.0120095+0.0105258j 0.00502778+0.00330275j 0.00952303-0.00585126j 0.0134934-0.0053001j 0.00218114+0.0185721j -0.00685477+0.00842419j 0.00122089+0.00435046j -0.000311139+0.0138669j 0.0030466-0.00374147j 0.00325865+0.00775669j -0.00494811-0.0121751j 0.000925869-0.00933716j -0.00444933-0.0142016j 0.00616572+0.00227502j -0.00188511+0.00133319j 0.00689578+0.00587098j -0.00131342+0.0021773j -0.00366621-0.004213j 0.002827+0.00393475j 0.00820389+0.013506j -0.00274237+0.00433859j -0.00308888-0.00333048j -0.00322687-0.00629721j -0.00192069-0.00274604j 0.00170691+0.00721394j -0.00499839-0.000614905j 0.00316954+0.00883643j 0.000369535+0.00555381j -0.00286652+0.00417225j 0.000236123+0.00396376j 0.00185811-0.000601251j 0.00329282-0.00373413j -1.26517e-05+0.00440194j -0.000422841+0.00457433j -0.000300506+0.000298899j 0.000152865-0.00262701j 0.00395505+0.017885j 0.00175215+0.00305833j 0.00219959-0.00406069j -0.00247627-0.0024637j -0.00658146+0.00210444j 0.0060734+0.0113103j 0.0105174-0.00349961j 0.00251802-0.00831229j -0.0168146+0.0038724j -0.0074794+0.00369361j 0.00318852+0.00313447j 
0.000236119-0.00356814j 0.000506453-0.00426748j 0.00458934-0.00642585j 0.000251351+0.00182759j 0.00241063-0.00329245j 9.98124e-05-0.000467757j 0.000604894+0.0013499j -0.000150911-0.00323842j 0.00241007-0.00215557j -0.00128963+0.00754757j 0.00413341+0.00137333j 0.00166041-0.000399677j -0.000134927-0.00529197j -0.00299147-0.00242206j -0.00159255+0.00347911j 0.00120902-0.00228433j 0.00251549+0.00270262j 0.00601884-0.0017029j -0.00343509+0.00350128j -0.0062348+0.00146831j 0.00769793+0.0109052j 0.00370742+0.0104756j -0.0071238+0.00945371j -0.00204345-0.0015323j -0.0123411+0.00505831j 0.00298148+0.00255604j -0.000173193+0.00263842j -0.00215031+0.00638707j 0.00178391-0.00970291j 0.00840982-0.00402853j -0.00307826-0.000253806j 0.00532293+0.00686271j -0.00201477-0.00411109j 0.00519147+0.00730036j 0.000954589-0.00299883j 0.00734537+0.00259459j 0.00069186-0.00153753j 0.00473563+0.00325564j -0.000674476-0.00626749j -0.00416882-0.0084141j 0.00386433-0.00530773j 0.00815294+0.00411337j -0.00167416-0.00114821j 0.000571421-0.000614198j -0.00534382-0.00049609j 0.00653033-0.00328722j -0.00393869+0.00292103j 0.00331883-0.00034112j -4.10196e-05+0.00151913j -0.00292512+0.0049491j -0.00353369-0.00557106j -0.00312222+0.00176931j -5.18807e-06+5.47943e-05j -0.00679686-0.00254976j -0.000260357-0.00139213j 0.00301447-0.000966191j -0.00193843+0.00262209j -0.00772892-0.0117343j 0.00362222+0.00529094j -0.00457355+0.00589469j 0.0162995-4.0271e-05j 0.00253356+0.0187776j -0.00773492+0.00331706j 0.016416+0.00273364j -0.0200485-0.00359869j -0.0138517+0.00346525j 0.0120003+0.00774226j 0.0105975+0.00211788j -0.00610607+0.00307418j -0.00628565+0.000695355j -0.00594876-0.00127154j -0.012977+0.00432011j 
-0.00328795-0.00512955j -0.00281377+0.00268678j -0.00313743-0.00047044j 0.000203248-0.000792438j -0.00198558-0.0011399j -0.0006296+0.00436375j 9.23003e-05-0.00273548j 0.00269023-0.00169552j 0.000986042+0.0011031j -0.00193855-9.04417e-05j -0.00109429-0.00135144j -0.00101613+0.00179845j -0.000769423+0.00414779j 0.000383655+0.00302239j 0.00260476-0.00553785j 0.00253774-0.00114371j -0.00396197+0.00646974j -0.00211869-0.00390571j -0.00226269+0.00168988j 0.00402358-0.000594664j -0.00440868+0.00360208j -0.0060003-0.00915556j 0.00633073+0.00221116j 0.00431578-0.00834277j 0.000306228-0.00271948j -0.00933099+0.00775158j -0.000868825+0.0143595j -0.00137014+0.00143903j 0.00126229+0.0116807j -0.010185-0.0035123j -0.00321884-0.00661291j -0.0083496-0.00387495j -0.00344094-0.00535491j -0.00504923+0.0033653j -0.00112587-0.00371401j 0.00325311+0.000919702j -0.00237838-0.00150283j -8.6199e-05-0.00474755j -0.00400036+0.00185604j -0.00399366-0.00283444j -0.00483309-0.00192953j 0.00412239+0.00313593j 0.00352374+0.00132096j -0.00548833-0.000593606j 0.00517215+0.00818821j 0.00143538+0.00138919j -0.00672828-0.00298415j 0.00291034+0.00307876j -0.00645929-0.00120593j 0.00532703+0.00683388j -0.00377246+0.000894602j -0.000684732+0.00207516j 0.00822604-0.00386289j 0.00831144+0.00200624j -0.00234191-0.00295215j 0.00244634+0.00665191j -0.00353976+0.00176031j 0.00880539-0.00110365j -0.00773239+0.00120286j -0.00780648+0.00498887j -0.0152007+0.00971786j 0.00180988+0.00298405j -0.0084906-0.00532525j 0.00321999-0.00578873j -0.0056563+0.00149306j 0.0085782-0.00322262j 0.00650624-0.00848334j 0.00833158-0.00488956j -0.00581225+0.000610372j 0.00187824-0.00461973j 0.00157933+0.000596718j 0.00539119+0.00242666j 
0.00289567-0.000505288j -0.00224099-0.00152424j -0.00387793+0.00238644j 0.00441708-0.00423946j -0.00290428+0.00242508j -0.00382478-0.000330859j -0.00307115+7.2417e-05j -0.00111853+0.00394798j -0.0046743+0.00349451j 0.00284845-0.00534288j 0.00125831-0.00469323j -0.00209562+0.00327389j -0.00207121+0.00849152j -0.00359513+0.00512152j 0.000589329-0.00352514j 0.00226299-0.00114969j -0.00205201+0.000250248j 0.00312734-0.00522554j -0.00168035-0.0019596j -0.00618571+0.00486893j 0.000166528+0.000591212j -0.00121004+0.000551724j 0.00209589+0.00680658j 1.76111e-05-0.000567802j -0.013454+0.0129508j -0.0134664+0.0216002j -0.00385615-0.00751964j 0.000772239+0.0204664j -0.00826499+0.0118334j -0.0214289-0.0172372j 0.0042018+0.00291816j -0.016594-0.0213555j -0.00126116-0.00190667j -0.00429679-0.00169911j -0.00290741+0.00425903j -0.00110759-0.000281715j 0.00237424-0.000591738j -0.00227314+0.000482987j -0.00115598+0.0032076j 0.000351952+0.00202356j -0.00338862+0.00787344j -0.00206861-0.000387337j 0.000397666-0.00304773j 0.000733599+0.00169579j -0.00605176+0.00715132j -0.00124405+0.000209992j 0.00305299-0.000926104j -0.00357298+0.00152896j 0.00596767-0.00305076j -0.00478315+0.00199358j -0.00152868+0.00250493j -0.000247519-0.000737547j -0.00357601+0.00624427j -0.0035239-0.00348699j 0.00173143+0.00281031j -0.00220369+0.00118896j 0.00185584+0.001912j -0.0032735+0.00489704j 0.00493199-0.000408509j 0.000123281+0.000320396j 0.0125977-0.00880164j 0.00114355+0.00802689j -0.00225082+0.00421932j 0.00780533+0.00330056j 0.00122879-0.000174021j -0.00160884+0.0023665j 0.00556709-0.00900492j -0.00534183+0.0124151j 0.00722297+0.00850006j -0.0079637-0.00775148j -0.00601323+0.00201573j -0.00324682-0.00378476j 
-0.000704386-0.00378035j -0.00298954+0.00215745j -0.00317358+0.00197923j -0.000804345+0.000390058j -0.000316215+0.00221103j -0.000783109+0.00483007j -0.00359758-0.00406637j 0.00491008-0.00237376j 0.00301739-0.00196266j -0.00402598-0.000624589j 0.00107215+0.00263952j -0.00156276+0.00115639j 0.00014651-0.00179885j -0.000279719-0.000389299j 0.00199603+0.00190556j 0.00400729-0.00343306j -0.00163097+0.00942189j 0.0053127-0.00167377j 0.000251983+0.00688363j -0.00118737-0.0115925j -0.00709337+0.00423244j -0.000570795+0.00192652j 0.00152972-0.00909875j 0.0110739-0.0141903j -0.000442076-0.00549277j 7.47468e-06-0.00173165j 0.0105087+0.0262997j 0.00010951-0.00714355j 0.020027+0.0104159j -0.00228527+0.0138642j -0.0112282-0.0115396j -0.0031837+0.00322124j -0.00330431-0.000569182j 0.00432501+0.0075934j 0.00116826+0.00419685j 0.0023064-0.00493532j 0.00299372+0.000550945j 0.00585264+0.00037566j -4.17404e-05+0.00459389j 0.00507445-0.00192292j -0.0015113+0.00107664j -0.00307265+0.00151326j 0.00131642-0.0017795j -0.000235819-0.000754688j -0.00478778-0.00319158j -0.00126508+0.0017385j 0.0030293-0.000581383j -0.00312385-0.004031j 0.00289693+0.00252352j -0.00175038-0.00289666j 0.00257371-0.0051646j 0.000960423-0.000270727j -0.00336853+0.00164164j 0.0018859+0.00325094j 0.0003913+0.00120259j -0.00565018-0.00189524j -0.000328942-0.000895648j -0.000568958-0.00431776j -0.00164982+0.0002125j 0.00336225-0.00677301j -0.00416422+0.00598154j -0.00797299-0.00413685j 0.00232437-0.00857363j 0.00222128+0.0174097j 0.00227466-0.000363313j 0.0019849-0.000280149j 0.0015282+0.00527192j -0.00529806+0.00243179j -0.00694269-0.00344345j 0.00150386-0.00276598j -0.00714143-0.00704671j 0.00631491-0.000454453j 
