0.0104279-0.000954342j 0.0108478-0.00992075j -0.000505041-0.00571811j 0.0069435-0.0136546j 0.00285298-0.00694215j -0.0100994+0.0139023j -0.00427831+0.0180009j -0.0110476+0.0289736j 0.00101264+0.00182763j -0.00595134+0.000320904j 0.00144194-0.00324565j -0.00383462+0.0230963j 0.00794585+0.00228015j -0.0008714+0.0150876j 0.00203846-0.00486941j -0.00787234-0.0221918j -9.16605e-05+0.00257183j -8.79299e-05-0.00449267j 0.00504134+0.00816923j -0.00223253-0.000631759j 0.00192175+0.000219926j 0.00618422+0.0134234j 0.00469713-0.00493066j 0.010306+0.00654077j -0.00303246-0.00779768j -0.0133438-0.0102811j 0.0017083+0.00505558j 0.0097948+0.00578313j -0.00823224+0.0032189j 0.00421925+0.00153086j 0.0190387-0.000666588j 0.00366527+0.0126482j -0.000178207+0.00853449j -0.00628114+0.00725358j -0.00530341-0.00200723j 0.00501737-0.0039325j -0.0167524-0.0159322j 0.00374266+0.00242509j 0.0143168+0.00639628j -0.00347261-0.00508709j -0.00069411-0.00736602j 0.00530226+0.00269637j -0.0140364-0.00117207j -0.012126-0.00232782j 0.00751341-0.00133015j -0.00688372-0.00462297j -0.00384212+0.00103023j -0.0163664-0.00271074j 0.00179269+0.00109822j 0.00698237-0.00116514j 0.000411385+0.0033885j 0.0092653-0.000606915j 0.0009286+0.00257558j -0.00109569+0.00209037j 0.00381274+0.0014494j -0.00961147+0.00392231j -0.014763+0.00275712j -0.00387038+0.0018455j -0.000343115-0.00186757j 0.000167125-0.00200374j 0.00822509-0.000538465j -0.00372768-0.000169475j -0.00882038+0.00273563j 0.00429435-0.00308641j 0.00095952-0.0056863j -0.00903755+0.002724j -0.00903457+0.00180907j 0.00544946-0.00393789j -0.000222361-0.000640379j 0.00894091-0.00364292j 0.00651999-0.00857622j 0.0183551+0.00069481j 
0.00221499+5.32092e-05j 0.00134205+0.000287679j -0.00227883+0.00103383j -0.000598593-0.000553945j -0.000985124+0.000361169j -0.00144197+0.000626459j 0.0102337+0.00785349j -0.00748373-0.00381265j -0.0017492+0.00333251j 0.000907238+0.00549031j -0.000328232-0.00255174j 0.0135019+0.00847144j 0.00295379+0.0062144j 0.00904206+0.0047482j -0.0034368-0.0145776j 0.00896409+0.0136126j -0.0037698-0.0114845j -0.00616148-0.00390424j 0.00363446+0.00274637j -0.0151146-0.0135894j 0.0167147+0.0222366j -0.00456598-0.00662085j -0.0201665-0.0156999j 0.00998313+0.00816195j 0.0210079+0.0254696j 0.00374853+0.001969j -0.00986862-0.00178888j -0.000577722+0.00372302j -0.00247412-0.00258939j -0.000496647+0.00407181j -0.000850819+0.00272203j -0.00155211+0.000493282j -0.00229286-0.00264307j -0.00163376-0.00198109j 0.00126012+0.000847775j 0.00549936+0.00107667j 0.000946696-0.00199189j -0.00380058+0.00130927j 0.00381319+0.00677428j 0.00749274+0.00485938j 9.21897e-05-0.00317042j 0.0110403+0.00441646j 0.00576867+0.00573662j -0.00987102+0.00400181j -0.00151435+0.000506148j 0.00477926+0.000956121j 0.01632+0.00773163j -0.00411617+0.00881084j 0.00142293+0.00469454j -0.00235374-0.00443459j -0.00141185-0.00959657j 0.0158173+0.011129j -0.0179309-0.00920308j -0.00189908-0.000550407j 0.00345792+0.00046158j 0.0010404+0.00589533j -0.00131996-0.00749709j 0.0142348+0.000391615j -0.00625297-0.00834166j 0.000583855-0.0018702j -0.00529872+0.00413171j -0.00660688-0.00140342j 0.00414086-0.00320792j -0.00692776-0.00589659j 0.000738746+0.000873878j 0.00108192+0.00200248j -0.00309614-0.00559581j -8.56743e-05-0.00118254j -0.000243803-0.00210159j 0.000863209+0.000200858j 0.000430162-0.00126097j 0.000697528-0.00163019j 
-8.64813e-05-0.00068842j 0.00102051-0.000243122j -0.00281312-0.00836428j 0.00385344-0.000171452j -0.00230636+0.00499754j 0.00756019-0.00501788j 0.00343689+0.00757512j 0.00810773+0.00465131j 0.00575382-0.00846803j 0.00384667-0.00573562j -0.00730176+0.00141801j -0.00723007+0.0118065j 0.00573789-0.007641j -0.012762+0.0214075j -0.00853496+0.0346364j 0.00617322-0.00501733j -0.00310039-0.00665797j 0.00364994-0.0120707j -0.00642974-0.000696715j -0.0031768+0.0125889j -0.000606948+0.0152734j 0.014672-0.0298833j 0.0019091-0.00288993j 0.00723502-0.000597256j -0.00244632-0.00660256j -0.00722601+0.00388697j 0.000846483+0.00811375j -0.00495229+0.00666697j 0.00367944+0.00373225j -0.00518581-0.0124684j -0.00291021-0.00297747j -0.00447822-0.0107469j -0.00124925-0.00214307j -0.00690738-0.00406051j -0.00488448-0.00251333j -0.00317445+0.00168912j -0.00639587-0.000509796j 0.0143015+0.00253856j 0.0025099+0.00439228j 0.00236096-0.00858558j -0.00148452-0.00250806j -0.000434132-0.00463908j -0.00132298-0.00682089j 0.00708674+0.00861257j -0.0044086-0.00878565j 0.00962004+0.00431478j -0.00922203-0.000478406j 0.00123472+0.000909358j 0.00320417+0.00747974j -0.00210404+0.00628968j -0.00837684-0.00162274j 0.00616217-0.00743282j 0.000784554+0.00153999j 0.0090002+0.000651839j 0.00500517+0.00217084j 0.0104355-0.00788644j 0.00363067-0.00662534j 0.00178277+0.0078505j -0.00775933+0.0037876j 0.000190372-0.00329032j -0.00432896-0.000520899j -0.000665254-0.00837575j 0.00365648+0.00194768j -0.00550314+0.00751669j 0.00345326-0.00202009j 0.0011075+0.00347936j 0.000690176-0.000577926j 0.00218503-0.00745917j -0.00351838-0.00468396j 0.00267327-0.00189085j 0.00150472+0.000770714j -0.00154209+0.00316208j 
-0.000278954+0.000811204j -0.00548245-0.0015406j 0.00438668+0.0100432j 0.00404703+0.00507686j 0.00498988+0.00325426j 0.00162406-0.00190284j -0.003045-0.0136986j -0.00565678-0.0136323j 0.0022725+0.00389059j 0.00383128-0.0116239j -0.00909412+0.0120069j 0.00176032+0.030146j 0.00058744-0.00892709j 0.00764546+0.0241167j -0.00839706+0.0164441j 0.0107147+0.0114034j 7.1433e-06-0.0136571j 0.0117481+0.00849798j 0.00345222+0.000802416j -0.0176978+6.97397e-05j 0.00908478+0.0122095j -0.0020303-0.0173126j -0.0110355-0.0055349j 0.010112+0.00420187j 0.0166697-0.0161872j 0.00146529-0.00940941j -0.00432926+0.0015707j 0.00114154-0.00774711j -0.00240616-0.000472462j 0.00422599+0.00823417j 0.00474121+0.00195381j 0.00486829+0.00343791j 0.00531255+0.00131375j 0.0106595+0.00476675j -0.00197456-0.00187223j 0.00109925+0.000527121j 0.00314538-0.00706831j -0.00970052-0.00085427j -0.00597851+0.00031772j -0.00436145-0.000753908j 0.00301039+0.000400746j 0.00071506-0.0100267j 0.00812094-0.00714074j -0.00542015+0.00624451j 0.00358539+0.0076808j -0.00833099+0.00142415j 0.00560627-0.00287605j 0.00189637+0.0112712j -0.00287263+0.00612997j -0.00048776+0.00238178j -0.000884808-0.00860137j 0.00671488-0.0106038j -0.00501098+0.0100592j -0.0101114+0.00882093j -0.00267159+0.00539215j 0.00164993+0.00427341j -0.00860398-0.00424715j 0.00101331-0.00249875j 0.000166339+0.00360509j 0.00209779-0.00578052j 0.0033398-0.00300394j 0.0011818-0.00021194j -0.00582585+0.00225121j -0.00263645+0.00935923j -1.73882e-05+0.00207575j 0.00103309+0.00226152j -0.00281839+0.00329378j 0.000225605+0.00107617j 0.000409515+0.00387137j -5.20157e-05-0.000196309j -0.00245035+0.00300508j -0.000735926-0.00155727j 
0.000756375-0.00127071j -0.00119305-0.000421395j -0.00143318-0.00205405j 0.00177043+0.000285101j -0.0016862+0.000355672j -1.15843e-05-0.00104011j 0.00600932+0.00518133j 0.00171932+0.00467032j 0.0154377-0.00430558j 0.00311324-0.00262639j -0.00241188-0.00380514j -0.0124733-0.00418779j -0.00745379+0.00732131j 0.00144458-0.0153738j -0.00845767-0.00525431j -0.00431839+0.00199863j -0.0011991+0.00935368j 0.0195292-0.000536867j 0.00100988-0.00142012j -0.000870613-0.0130357j 0.00608747-0.0189045j -0.00316901+0.00815056j -0.0111484+0.0175097j 0.00551095-0.0126959j 0.0106935-0.0154542j -5.54292e-07-0.0105557j -0.00710582+0.003185j -0.000121294-0.00246379j 0.00199452+0.00218543j 0.00304014-0.00426882j 0.00451106-0.00559913j 0.00707207-0.00478307j 0.00203451+0.00107731j -0.00502047-0.00107814j 0.00213554+0.00491466j -0.0046492+0.000827822j 0.00128977+0.0035884j 0.00655661-0.00218349j 0.00545929-0.000244401j 0.0123958-0.00303657j -0.00924025+0.00164545j 0.00542983+0.00477263j 0.0143418-0.00201733j 0.00192195-0.00630431j 0.000457433+0.000786724j -0.000728827-0.00311448j 0.00733804-0.00687431j 0.00211777-0.00561348j 0.00406389-0.0103931j 0.000249193+0.00128859j 0.0023682+0.00764982j 0.0242687-0.0107952j -0.0180332+0.0136626j -0.00901032+0.000472951j -0.00151239+0.000606263j 0.0152535-0.00422379j -0.0046928+0.00829631j 0.00532003-0.010419j -0.00440825+0.0100925j 0.00705204+0.000905298j 0.000240983+0.00122347j 0.00152994+0.00356476j -0.00568821-0.00133314j -0.00479961+0.0124531j 0.00377239-0.00813368j -0.0017082+0.0044639j -0.00219138+0.00321661j -0.00335898-0.00122794j 0.00363437-0.000897045j 1.08451e-05-0.000362186j 0.000596215+0.00233223j -0.00159639+0.000300864j 
-0.00141358-0.00154631j -0.00205367-0.00127236j -0.00309759+0.00699983j -0.00442991-0.00561322j -0.002421-0.0028547j -0.000649794+0.00235319j -0.00442762-0.0220862j -0.00720484-0.00242271j -0.0103222+0.00436712j 0.000688136+0.00501675j -0.0048855+0.00254139j 0.00213567-0.00528308j 0.011484-0.00924223j -0.00468983+0.00964343j -0.0094185+0.0166722j 0.00310079-0.0142218j 0.00202444-0.00663039j -0.00302135+0.000927607j 0.00206041-0.00299133j -0.00942429+0.0268744j -0.00538374+0.00803101j 0.0105552+0.00140347j 0.00137294-0.00175235j 0.00063838+0.00576238j -0.00062154-0.0163098j 0.00226816-0.00370207j 0.00310345+0.00556326j 0.00105079-0.00157251j -0.0015748+0.00751249j -0.000424999+0.00141482j -0.000685278+0.00241282j -0.000749475-0.00247631j -0.00467812-0.00694508j 0.00786872+0.00735162j -0.00513581-0.000639459j 0.00160972+0.00249141j 0.00211678+0.00971806j -0.00256552-0.00970009j -0.00971078+0.00642477j -0.00492823+0.0062741j 0.00591329-0.00683618j -0.00673662+0.00726559j -0.000527196-0.00352764j -0.00642216-0.00743648j -0.00194645+0.000854566j 0.000658546+0.00958201j -0.00614198+0.0140998j -0.012747+0.000708952j -0.00355847+0.00343885j 0.00627165+0.00452744j 0.00665741-0.00324665j -0.00279813+0.00444837j 0.00222323-0.0176346j -0.00755129+0.00442912j 0.00487205+0.0103862j -0.00311747-0.00345796j 0.00658125+0.0057153j 0.00608191+0.0114788j 0.00504953+0.00224848j 0.0113206-0.00130632j -0.00756265-0.0042109j -0.00200223-0.0102521j -0.0037124+0.00441073j 2.99994e-05+0.00113673j -0.00722818+0.00332682j 0.00451627+0.00484475j 0.00505841-0.000457349j 0.00413291-0.00348675j -0.00215276+0.00245327j 0.00170963-0.000326649j -0.000616855+0.0010237j -0.000209961+0.00330133j 
-0.00440212-0.00146657j -0.00514904-6.47439e-05j -0.00315776-0.000239088j 0.00281931+0.0101468j 0.00425313+0.0021242j -0.0050729+0.00329932j 0.0127834-0.0017666j 0.00971634-0.0193054j -0.000486395+0.00168906j 0.00427137+0.000518879j 0.000768001-0.000471322j -0.00326373+0.00274454j -0.00877438-0.00649145j -0.000429421+0.0186995j 0.00167613-0.0105259j 0.00462049-0.00224126j 0.00486579+0.014621j -0.00128031+0.00940139j 0.00308463+0.00630902j -0.000423884-0.00188174j 0.00301476-0.00254734j -0.0200602-0.000995609j 0.00126769-0.0044715j 0.00630637+0.00894067j 0.00547283-0.0043732j -0.0034372+0.00357524j 0.000108375-0.00693808j 0.00922355+0.00131357j -0.00268619+0.00195874j 0.00747178-0.000213567j -0.00275338-0.00817961j 0.00892776+0.00402162j -0.00586377+0.00762067j -0.0105993-0.00713744j -0.00457137-0.00330792j 0.00976735-0.00529054j 0.00477808-0.00184464j 0.00741284-0.00381199j -0.00189825+0.000135451j -0.00174451-0.004281j -0.0045157+0.00319408j -0.000724183+0.0113057j -5.01042e-05+0.00130075j 0.00504899-0.00406597j -0.00581862-0.00575595j -0.0043061+0.00426877j 0.00386087-0.00186438j -0.00101903-0.00745676j 0.010836-0.000417711j -0.0038631-0.0039871j 0.000594479+0.00306439j -0.00201516+0.0134327j -0.0044788-0.00711462j 0.00118254+0.00229223j -0.000404321-0.000144646j 0.00572872+0.00820679j -0.00172927+0.00943525j -0.00186574-0.00441298j -0.00755192-0.0063284j 0.00347674+0.00739447j -0.000394384-0.00270856j -0.00610409-0.00363264j -0.00358671-0.0105752j -0.00445684+0.00569115j -0.000211437+0.0020296j -0.00074839-0.00162648j -0.00120002+0.00336203j 0.00533377+0.00796391j -0.00411037+0.00310999j 0.0039954-0.00542905j 0.000408853-0.00245434j -0.00200684-0.000138768j 
-0.00475682-0.00134614j -0.00924912-0.00623949j 0.019479+0.022453j -0.0102473+0.00315491j 0.020053+0.010328j -0.0157142-0.00134413j 0.00373117-0.0194541j 0.00717416-0.00949769j -0.0085371+0.00300796j 0.00366831-0.00291288j -0.0134367+0.000917315j -0.00638425+0.0086995j 0.00596517-0.00320773j -0.00504332+0.0118169j -0.000994403+0.00205951j -0.00153291-0.00560914j 0.00406135-0.0055123j -0.00271365+0.00863524j 0.00253188-0.00358846j -0.00925079+0.0100894j -0.00487916-0.00553428j 0.00490985+0.00276649j -0.00295719-0.00555251j 0.00251896-0.0010671j 0.000846021-0.0145967j 0.00516233-0.00351046j -0.00567494+9.9959e-05j 0.0155163-0.00175938j 0.00426538-0.000714344j 0.0105016+0.0138682j 0.00104937+0.00638575j -0.00686896-0.000671938j 0.00798064+0.00424374j -0.00688713+0.00655162j 0.0147549+0.0132555j 0.00732754+0.00346001j -0.000912209-0.0072881j 0.00609814+0.00363276j 0.00500473-0.0012443j -0.00171094+0.00871122j -0.00247419-0.00869886j 0.00890133-0.00723285j -0.000826891+0.00373818j 0.00201347-0.000474567j -0.00159428+0.00315695j 0.00723852+0.00389107j -0.0020495-0.00394816j 0.0054605+0.00699765j -0.00181026-0.00458332j 0.00629358+0.00519104j -0.00727377-0.0095778j 0.00906808+0.00281586j -0.00178389-0.00173767j 0.00387392-0.0077524j 0.00172679+0.00228132j 0.00930857-0.00447751j 0.00400166-0.00313251j 0.000443621+0.0020267j -0.000153676+0.0017194j 0.00353538-0.00171654j -0.00522759-0.00124462j -0.00114293-0.002384j -0.00172572+0.0038569j 0.0060207-0.00236234j 0.00308882-0.00602962j -0.00164075+0.00422537j -0.000699329-0.000638831j 0.0011508+0.00469319j -0.00314653+0.000283048j -0.00339056+0.00136134j -0.000166764-0.00046376j 0.000102032-0.00289448j 
-0.00632523-0.000776389j 0.00225483+0.00436909j 0.0127141-0.00824232j 0.0136461+0.0241862j 0.00540712+0.0101074j 0.0154952+0.00477943j -0.00703772+0.0206766j 0.0157822+0.0117729j 0.0119254+0.00125483j 0.00564243-0.00665512j -0.0013334+0.00984242j -0.00510864+0.014088j -0.00344079-0.00477974j -0.0120071+0.00579509j 0.00588919+0.00891525j 0.0079066+0.0140125j -0.00843872-0.00563102j -0.00397835-0.0017281j -0.00426054+0.000215584j 0.00517382-0.0103618j 0.0114555+0.00743522j 0.00150966-0.0233771j 0.0058047-0.00252193j 0.00276072+0.00380013j 0.00253241+0.0114444j -0.00919342+0.00487016j 0.00656831-7.21117e-05j -0.0058911+0.00344142j -0.00629771-0.013803j 0.00180243+0.00336851j -0.0053301-0.0043049j -0.00173819+0.00410435j 0.00479971+0.0102498j -0.00487109-0.0112429j 0.0135647-0.000718411j -0.00462865+0.00215607j 0.00569876-0.0101732j 0.00435497-0.00370968j 0.00880848-0.00748072j -0.00275768-0.00400917j -0.011037+0.00589671j -0.000556317-0.00324069j -0.000661974-0.00299615j 0.00166692+0.00278287j -3.05059e-05+0.00201141j -0.00233302-0.00340936j 0.0019887+0.00257651j -0.000274284-0.00075216j 0.00364021+0.00453977j 0.002823-0.00132568j -0.00355291-0.00145255j -0.00710185-0.00796744j 0.00280695+0.00353985j 0.00538973-0.00439536j 0.000997559-0.000660919j -0.00625793-0.00302638j -0.00447151-0.000588063j 0.000188013+0.00572459j 0.00447316-0.00187039j -0.00590745+0.000703249j 0.00460676-0.000580146j -0.00373618-0.000533981j 0.00415645-0.00386489j -0.00165146-7.81718e-05j 0.00179488-0.00140386j 0.00210659-0.00488035j -0.000852732+0.00687617j -0.00156816+0.00682565j 0.00406503+0.000311691j 0.00230977+0.00153114j -0.00118133-0.00210374j 0.00474195-0.00354702j 
0.00539002+0.00214933j 0.00491558+0.0054022j -0.00621659-0.00706434j -0.0105297-0.0125449j -0.00476087-0.00895693j 0.000510544-0.00497973j 0.0192793-0.000459801j 0.00524604-0.0116226j -0.00612906-0.00359443j 0.00564518+0.000464052j -0.00783519-0.00680539j -0.00437005+0.0145331j 0.0151697-0.00197172j -0.0140717+0.019001j -0.0202323-0.00549729j 0.00829636+0.0138735j 0.00518179+0.00168386j -0.0194021+0.00737375j -0.0025229+0.000161897j -0.0126803-0.00819978j -0.00334081+0.0038608j 0.00914357-0.0164758j 0.00454074-0.00472005j -0.00572089+0.00250117j 0.0163169+0.00502414j 0.00124514+0.00617148j -0.00214495-0.00176663j 0.00369896+0.000597674j 0.00342866-0.000500091j -0.00426703-0.00173288j -0.00208535+0.00626076j -0.00763215+0.0105367j 0.00251819-0.0028312j -0.00356441+0.000145835j 0.00188322+0.00121781j -0.00405521-1.55701e-05j 0.00578366-0.00551934j -0.000918912-0.0034311j -0.00345622+0.00654356j -0.00121479+0.00754237j 0.0123692-0.00135155j 0.00253573-0.00604069j 0.0049356+0.00193102j -0.0103476+0.00284252j -0.00387375+5.10759e-05j -0.00119159+0.00162049j 0.00130792-0.00185016j -0.0138013+0.00696732j -0.00121583-0.00335174j -0.00839866-0.00229479j 0.0115893-0.0116723j 0.00336265-0.0045456j 0.000228921+0.00428277j 0.00429235-0.00838037j -0.00814926+0.00588238j -0.00132457-0.00634644j 0.00308375-0.00852169j -0.00792137+0.00914159j -0.000283128-0.000625805j 0.000372254-0.00267594j 0.00321659+0.000882238j 0.00285257-0.00644209j 0.00191355-0.000899844j -0.000227263+0.00188806j 0.00323512-0.005051j -0.00415971+5.69306e-05j -0.00511173+0.00152532j -0.00662891+0.00505975j 0.0032873-0.00222996j -0.00376129+0.00235341j -0.000695754-0.00285433j 0.00404138-0.00379343j 
0.000227275-0.00358533j 0.0114996+0.00589953j -0.00391244-0.00779859j 0.00516132+0.00378867j 0.00461593+0.00609846j 0.0115121-0.00222996j 0.00522718+0.0054434j 0.0106557+0.00608216j 0.000151769-0.00149306j 0.00232405-0.00697415j -0.00944634-0.0121971j 0.00377394-0.0182183j -0.00331153-0.00420559j 0.0135344+0.00192265j 0.0102895+0.0046672j 0.00412405-0.016381j -0.00167956+0.0146269j -0.0089394+0.0234648j 0.00435452-0.00123646j 0.00595947+0.00408534j 0.017068-0.0248893j -0.0123029-0.00207396j -0.00156432+0.00659624j 0.0020558-0.00219439j 0.0116227-0.0141833j 0.0188275+0.0101207j 0.00498405-0.00103081j 0.00855004+0.00110323j 0.00142464-0.00330759j -0.00770552-0.00685008j 0.00102403+0.000450999j -0.00398661+0.0119757j 0.00837967-0.000147515j -0.00156978+0.000770661j -0.00382489-0.000948562j -0.00414359+0.00410944j -0.00159516-0.00215428j -0.00394522+0.00200998j 0.0052853+0.00704285j -0.000705144+0.00553538j 0.00508482-0.0130806j -0.00575418+0.0119578j -0.00342907-0.00218267j 0.0135195+0.00125095j -0.00578164+0.00305128j 0.00512312+0.00786092j -0.00362371+0.00542877j -0.00794334+0.00945083j 0.0129999-0.00570288j 0.000831977+0.00717523j -0.00497218-0.00340298j -0.000379057+0.00636613j -0.00134963-0.00601746j -0.00214551-0.00597673j 0.00926916+0.0073092j 0.00155693+0.000909394j -0.00458941+0.00728232j 0.0120496+0.0055982j -0.00673209+0.00202442j 0.00360878+0.00261372j -0.00238627-0.00232193j -0.00960448-0.00374936j -0.00405096-0.00639108j -0.00131008+0.00967306j -0.00195576-0.00763579j 0.000249812+0.00117798j -0.000891534+0.00344252j 0.0044311+0.00469895j -0.00412391-0.00408643j 0.00208189-0.00211511j -0.00193119+0.00228555j 0.00133885-0.00554257j 
0.00340619+0.00412378j 0.00329672+0.00507553j -0.00279704+0.00328211j 0.00833715+0.00347636j -0.00188038+0.00409605j 0.00861722+0.00477043j 0.00590957-0.00143606j 0.00429899+0.0097667j -0.00136189-0.00392622j 0.00764051+0.00675596j 0.000289411-0.00872528j -0.00687148-0.0066508j 0.00794484+0.00479584j -0.0178899-0.0109228j -0.00733201+0.000991658j -0.00405068+0.0019456j 0.000190216+4.29896e-05j -0.0145672-0.00317054j 0.000261939+0.000530895j -0.00188478-0.00614194j 0.000832456+0.000193167j 0.0142664+0.0108388j 0.000565686+0.002793j -0.0078527-0.000576211j 0.00686883+0.00336845j 0.00317638+0.00711664j 0.000842402+0.0022052j -6.87968e-05+0.00178373j 0.000301386-0.000923302j -0.00196634-0.00361925j -0.000333558+0.000721208j -0.000405271+0.00690526j -0.00224169-0.00406456j 0.00259933-0.00122857j -0.0022306-0.00367154j -0.00370447+0.00370348j 0.00550637+0.000133873j 0.00540047+0.00642093j -0.00448085-0.00384503j 0.00499798+0.00667408j 0.00385407-0.00981666j -0.00205666+0.00130433j 0.00508826+0.00611993j -0.00561467-0.00424674j -1.10044e-05-0.00346948j -0.00319856+0.00437028j -0.00358377-0.000817906j -0.0131593-0.00530534j 0.00017424+0.00355754j -0.00363007+0.00015385j 0.0105769-0.00989355j -0.00144109+0.00247034j 0.00506794-0.00480222j -0.00081824-0.000788933j -0.00751763+0.000531102j 0.00264514+0.00473656j 0.00355487+0.00202368j -0.0133981-0.00281757j -0.00339594+0.000593018j 0.00416836+0.00324277j -0.00146614-0.00310982j 0.00649674-0.00668576j 0.00319565-0.000192196j -0.0102768-0.00139789j -0.00737281+0.000109918j -0.00314861+0.000330144j -0.000796651+0.00333223j 0.00307784+0.00499936j -0.00305-0.00175806j 0.00264107-0.000818353j 0.0036564-0.00157742j -0.00140202-0.000400542j 
-0.0154408-0.011194j 0.00677787-0.00138626j 0.0140784+0.00328818j 0.00639832+0.0230477j 0.0157833+0.0116107j 0.00781004+0.00907879j -0.0125518-0.005017j 0.0108118+0.0170093j -0.00483479+0.00127176j 0.00279751+0.00657794j -0.0147864+0.0055859j -0.00878525-0.00887558j 0.00684827+0.00217767j -0.0109196-0.0216842j -0.000731388+0.00212236j -0.00304653-0.00170023j 0.00320887-0.0113663j -0.000382841-0.00144834j 0.00208358-0.00342892j -0.00797741+0.00183437j -0.00395573+0.00174278j 0.0148+0.00985534j 0.00212918+0.00367687j 0.0015546+0.00735704j 0.00116096-0.00425386j 0.00665148-0.00645876j 0.00292323+0.00720054j 0.00655016+0.00334724j -0.0103548-0.0107777j 0.00658291+0.011219j -0.003426-0.00580931j -0.00595079-0.00629341j 0.00362889+0.00968581j 0.00336735+0.000423813j 0.00778986+0.00633892j -0.00952239-0.00908668j 0.00407202+0.00228455j 0.00154915-0.00068947j 0.000310344-0.00154031j -0.00183151-0.00525135j 0.00176748+0.00258745j 0.00732941-0.00260049j 0.00131894+0.00205204j -0.00498269-0.00160137j -0.00240924+0.00113609j 0.000939532-0.0021537j 0.000343854-0.000563911j -0.00561368+0.00469371j -0.00400261-0.00593925j 0.00214165-0.00117626j 0.00786869-0.00290563j 0.00398385+0.000971654j 0.00132809-0.00210423j -0.0026939-0.00402873j -0.00607338-0.000254758j -0.00146302-0.00251058j 0.00369069-0.00515266j -0.00606844+0.00161958j 0.00319791+0.00116842j 0.000974603-0.00432814j 0.00299817+0.00462276j 0.000462767-0.00132207j 3.22749e-05+0.00322975j 0.00122303-0.00429317j 0.000322034+0.00156294j -0.00180011+0.0044752j -0.00596065-0.00354659j -0.000875951-0.000893836j -0.00100472+0.00107986j -0.00186002+0.00106435j -0.001217-0.000621069j 0.00119964-0.000424143j 
-0.00488251-0.00231356j 0.00253137-0.00453633j -0.00267568-0.00107931j -0.00468554-0.0136143j 0.00615892+0.00185283j -0.00112532-0.01428j 0.00176221+0.00813044j 0.000848387-0.0201919j -0.00177292-0.020349j -0.00761774-0.00487155j -0.0114989-0.0148072j -0.0108961+0.0297728j -0.00231843+0.0146118j 0.0169051+0.0181614j 0.00610383-0.00825405j -0.0111172+0.0160757j 0.0172524-0.000430521j 0.00724658-0.0093343j 0.00411955+0.00225441j -5.25442e-05-0.0372892j -0.0103858+0.00162987j -0.00400254-0.00244881j 0.00410823-0.0172133j 0.00442556-0.00184341j -0.00256467+0.0185099j 0.00806944+0.00421632j -0.00469534-0.00932958j 0.00505747+0.00381949j 0.00571157+0.00089924j -0.0131415-0.00170678j -0.00135214+0.00472693j -0.00791187+0.00211521j 0.00675023-0.0109137j 0.0097859+0.00526851j -0.00775022-0.00307082j -0.00373041+0.00809748j 0.00533974-0.00168258j -0.00624386+0.000848157j 0.00830997+0.00155644j -0.012674+0.00237185j 0.0131205-0.000154448j 0.010466+0.00345719j -0.0149849+0.00280909j 0.0044398-0.00434485j -0.00648629+0.00629793j 0.00239827-0.000337018j -0.00359136+0.00359709j 5.97174e-05-0.00180332j -0.00592787+0.0014259j -0.00262762+0.00710281j 0.0066618+0.0022917j 0.00233885-0.00223293j 0.00440147+0.00755249j 0.00724863-0.000324413j 0.0051156-0.0110263j -0.00335492+0.00517571j 0.00670566-0.00241869j 0.0032803-0.00919558j -0.00412369+0.00537652j 0.00149146+0.0033507j -0.00393774-0.00377735j 0.00520652+0.0079772j -0.00450007+0.00518181j 0.00542457-0.00545495j -0.00135391-0.00120389j -0.00260002-0.00592609j 0.00305924-0.00272892j 0.00170277-0.00390491j -0.00351355+0.000247638j -0.00123342-0.0016377j 0.000759718+0.00234324j 0.00248352+0.00121759j 
