-0.0116946-0.00760558j 0.00116308+0.0148672j 0.00185329+0.0172079j 0.010921+0.0053731j 0.00508276-0.00114081j -0.00403598-0.00739438j 0.00136089-0.00739993j 0.00689696-0.00303272j 0.000259357-0.00625452j -0.0001755+0.00128236j -0.000125348+0.00401142j -0.00378356+0.00077589j 0.00189241+0.00261674j 0.00233163+0.000889088j -0.00365758-0.012435j -0.000501042-0.000987043j 0.00376618+0.00458874j 0.00495188+0.00504784j -0.000225894+0.00460869j -0.00717939+0.00414175j -0.00266653-0.00300732j -0.0011625-0.00495572j 0.000623674-0.00201837j 0.00259728+0.0111913j 0.00610588+0.00169065j -0.00399744+0.00034026j 7.3331e-05+0.00651973j -0.00973392-0.00853149j -0.0079581-0.0172336j -0.00125682+0.00116593j 0.00213802+0.00483671j 0.00282242-0.00185131j -0.00348046+0.00129387j -0.0015708-0.0083981j 0.000791423-0.00474513j 0.00218956-0.00385502j -0.000614211+0.00410873j -0.00253937-0.00200446j 0.00844066+0.00133737j 0.00208311+0.0121875j -0.0044127-0.00270024j 0.00647014-0.0100131j -0.00143186-0.00433288j 0.00477497+0.00308041j 0.0038783+6.23247e-06j -0.00245067-0.00171787j 0.0014345+0.00336622j -0.00534346+0.000921082j 0.00157211-0.00402428j -0.00415941-0.00323735j -0.00113432+0.00606042j 0.00216418-0.00721082j 0.00273441-0.00622288j 0.00117277-0.00205787j -0.00202974-0.003556j -0.0011894-0.0035695j -0.0102879+0.00180624j 0.00644258-0.00669675j 0.00105985-0.00562326j 0.000182502-0.00263149j -0.00299122+0.00335302j -0.00190637+0.00253219j -0.00754857+0.00580466j -0.00268708+0.00581283j 0.00180802-0.0087689j -0.0106789-0.00330531j 0.00280196+0.00370959j 0.00602343+0.00365397j -0.00679406+0.00520927j -0.00326099+0.00175399j -6.72354e-05+0.00379555j 0.00471953+0.0017752j 0.00490513-0.00445127j 0.00429649-0.0136131j -0.0139259-0.000979382j -0.0173195-0.00169599j 0.00968831-0.0174661j 
0.0028555+0.00255013j 0.000219652+0.00013368j 0.000643208-0.00158278j -0.0013365-0.00124728j -0.00392502-0.000717465j 0.00270333+0.00661417j -0.00663983+0.00186348j -0.000747303-8.50559e-05j 0.00101773+0.00195386j -0.00367828-0.000961192j -0.000726633-0.00265767j -0.00537862+0.00214112j 0.00157118+0.00104178j 0.0054906+0.00577991j 0.00841872-0.0077943j 0.00592053-0.00581468j -0.00651946+0.00477772j 0.0014381-0.00339817j -0.00150828-0.00533486j 0.00560619+0.00259344j -0.00119574+0.00298849j -0.00361599+0.00666021j 0.00740125+0.00254558j 0.00320259-0.0129154j 0.00720454+0.00802555j -0.00571358-0.0159626j -0.00137358+0.000177153j -0.0053782+0.00506464j 0.0062484+0.00406677j 0.000859276+0.00337233j 0.00211362+0.00400625j -0.00255828+0.00927421j -0.00100445+0.00574717j -0.00320585-0.000468765j 0.00147275-0.00542664j -0.00105201+0.0111303j 0.00100435+0.00538149j 0.00383299+0.00757226j -0.00429129-0.00205235j 0.00322165+0.00348696j -0.00535129-0.0090831j -0.00347234+0.00620709j 0.0131325-0.00749277j -0.00477014-0.00259475j 0.005533-0.00151264j 0.0014064-0.0116047j 1.2315e-06-0.00855897j 0.00207502-0.00607343j 0.00189256-0.00330793j 0.00245906+0.00735599j 0.00253368-0.00184696j -0.00314923-0.011854j -0.00386955+0.0013831j -0.00175243+0.00539821j -0.00326217+0.0111092j -0.00336005-0.00368008j -0.0065755-0.000457919j 0.00389369-0.00107013j 0.00335901-0.00101906j -0.00143308+0.00597343j 0.000416535+0.00430924j 0.000993166-0.00241697j -0.00130418-0.00102644j -0.00808321-0.00431019j -0.0087186-0.000935958j 0.00339696-0.00243176j -0.00160989-0.00202082j 0.000797901-2.88582e-06j 0.00182535+0.00141591j 0.00263264-0.000699902j -0.0027984-0.000248196j 0.000233827+0.00607439j -0.00398226-5.47431e-05j -0.00381479+0.00194844j -0.0018396+0.00256942j -0.00096069+0.00109709j 0.00108026-0.00228661j 
-0.00112187+0.00127752j -0.00152885-3.5367e-06j -0.000706049+9.75735e-05j 0.000711542+0.000657219j 0.002084+0.000204346j 0.00317019-0.00314614j 0.000998009-0.00252679j -0.00166368+0.00314054j -0.00119563+0.000698813j 0.00145697-0.00515011j 0.000771991-0.00355804j -0.000175196-0.0031682j -0.00317354-0.00924306j 0.00228655-0.000503131j -0.00725022+0.00284868j -0.00369219-0.0038708j 0.0034619-0.00539587j 0.00730951+0.00183619j -0.000573019-0.00444365j -0.00201446+0.00500961j -0.000652001-0.00257746j 0.00335672+0.00470377j -0.000200721-0.0111763j -0.00124854+0.0113407j -0.00029849+0.00469749j -0.00148502+0.0127285j 0.00297466-0.00180255j -0.00460379-0.00159635j -0.000202303+0.00439113j -0.00103542+0.00791823j -0.00187693-0.000417072j 0.00602858+0.00694565j -0.000675897+0.00861759j -0.00197232-0.00947482j -0.00833142-0.00597432j 0.00542491+0.00473367j -0.00178069-0.0163056j 0.000259303+0.00550792j -0.00727761+0.0037599j -0.00979218+0.00033105j -0.0120905-0.00352967j -0.00303518-0.000904194j -0.0050514+0.00201531j 0.00151852-0.012686j -0.0102385+0.00894703j -0.00716224+0.0153317j -0.00183792+0.016822j 0.00288941+0.00229799j -6.85393e-05+0.00229823j 0.00235658+0.000971576j 0.00211337-0.00145623j 0.00069546+0.00340658j -0.00265131+0.00350031j 0.000682904-0.0059512j 0.00149621+0.00326456j 0.00458999+0.00169503j 0.00322848-0.00126359j 0.00359453+0.00183141j -0.00326855+0.00873002j -0.000942964+0.00618214j -0.00193575+0.00116585j -0.012036+0.00742928j -0.00204485-0.00199268j 0.00306239-0.00723312j 0.00673016-0.00214229j -0.00407198+0.00685735j 0.00133784-0.00071456j -0.0076994+0.00641087j -0.00433127-0.000126664j -0.00173108+0.000128892j 0.00204157+0.00451634j -0.00175591+0.00247333j 0.00265406+0.00158972j 0.000415514+0.00044237j 0.000839621-0.00179131j -9.80333e-05+0.0026648j -0.00110188+0.00159494j 
6.62702e-05-0.00144485j 0.000740649-0.000791838j -0.00229346+0.00212943j 0.00155529+0.00240513j 0.00611566+0.00197203j 0.00807569-0.0073595j -0.00378591+0.00118996j -0.00161433+0.000847923j 0.000378777-0.00117341j 0.000447546+2.75409e-05j 0.000587635-0.000661063j -0.00818833-0.00158915j 0.00115313-0.000211471j -0.00295926-0.00277867j 0.00683305+0.00624141j 0.00584437+0.0102672j -0.00681426-0.00700198j 0.00794047-0.00895062j 0.00565234-0.000376746j 0.012799+0.00274392j -0.00464299-0.00416248j -0.00520241-0.00234921j 0.00783319-0.00423421j -0.00246601-0.000797606j -0.00262532+0.00270951j 0.00235942+0.0103221j 0.00367771-0.00211509j -0.00688363-0.00601856j 0.00169124-0.00208781j -0.00757549+0.00221971j -0.00232763-0.0067125j -0.00320906-0.0095361j -0.00942187+0.0058698j 0.00125794+0.000491035j 0.0088903+0.0206265j -0.00225146-0.012075j 0.00579626+0.00893519j -0.00282994+0.00829762j -0.00475328+0.00529257j -0.00082434+0.00757836j -0.0106163+0.00842869j 0.00296525-0.00156496j 0.00963769+0.0111291j -0.00424416-0.001606j -0.000382744+6.78882e-05j -0.00480058+0.00862266j -0.00137057+0.00485858j 0.00572962+0.00352627j -0.00339992+0.0043145j 0.000902628+0.00517928j 0.00274208+0.00796429j -0.00900256-0.00803674j -0.00972584-0.000866116j -0.00227717-0.0124675j 0.00426263-0.00129846j -0.00135021-0.00315235j 0.000564927-0.0092363j 0.00651416+0.0023916j 0.00600224+0.000631512j 0.00446333-0.00508657j 0.00447165-0.00454443j -6.8088e-05-0.00433214j -0.00372253-0.00277847j -0.00257175-0.00384294j 0.000558036-0.00293618j 0.00116867+0.000722956j -0.00140677-0.00429038j 0.00163905+0.00108082j -0.00236802+0.00116613j 0.000575335+0.00186968j 0.00746862+0.00187871j 0.00286104-0.00148854j 0.00361643+0.000142334j 0.00344781+0.000239536j 0.00208403-0.000823971j 0.00205679-0.000611328j -0.00199258+0.00139203j 
-0.000258471-0.0017308j 0.00399769+0.000652129j 0.00798458-0.00121675j 0.00692308+0.00045758j 0.00568356+0.0029992j 0.00425322-2.50885e-05j 0.00605781-0.00109799j -0.00454777+0.00508071j 0.00877306-0.000119512j 0.00370539+0.00267458j -0.00802965+0.00413853j 0.0050398-0.00206334j -0.00604158+0.00499651j 0.00451765+0.000423784j 0.00521176-0.000737997j -0.0076341-0.00225081j 0.00748601-0.00688165j 0.014164-0.000314395j 0.00324138+0.0053909j -0.00438461-0.00233058j -0.00640867+0.00233105j -0.00339921-0.0067281j -0.00271291+0.00421034j 0.000323229-0.000970877j -0.00166702-0.0118004j 0.00743192-0.00226515j 0.00786216+0.00842325j -0.00263279-0.00654448j 0.0168384+0.00306515j -0.00545054-0.00460216j 0.000451944+0.000595313j 0.00587314-0.00119833j 0.00623475-0.00123543j 0.00732366-0.0039839j -5.78828e-05+0.00678802j -0.00144061-0.00119681j 0.0004945+0.00810634j 0.0131691-0.00299794j -0.00152402+0.000471829j -2.58808e-05-0.0047856j 0.00231787-0.00174789j -0.00344688-0.0102638j -0.00171072+0.00410201j -0.0138552+0.00252785j 0.00288428+0.00823483j 0.00558785-0.00148385j 0.00858474+0.000169316j -0.00224932+0.00296768j -0.00410563-0.00308716j -0.00217957+0.00174233j 0.00657319-0.00373569j 0.00309458-0.00582108j 0.00384989-0.00493907j 0.00266855+0.000744343j 0.000119129-0.000853623j 0.000648858+0.00417419j 0.00023789+0.000957362j -0.00748917+0.00573582j 0.00236569+0.00537602j 0.000926231+0.00521203j 0.00476153+0.00131525j -0.0011282-0.00121763j 0.00115632-0.000134208j 0.00123908+0.00248725j 0.00388975+0.00132852j -0.001028+0.00424386j 0.00497418-0.00386211j 0.00108682-0.000959514j 0.00496628+0.00690797j 0.00296133-0.000721708j -0.00226819-0.00205608j -0.00231134-0.00237997j 0.00277201+0.00631926j -0.00136688+0.00369809j -0.00211976+0.00123324j 0.00124363-0.00239441j -0.00341259-0.000184344j 
-0.00250183-0.00127262j -0.000904855-0.00238447j -0.00476715-0.000581467j -0.00318736-0.00013412j -0.00350305-0.00184669j -0.00580571-0.00272399j -0.0039034+0.00081211j 0.00146498-0.000536391j -0.00434308+0.00249252j -0.00821534+0.00814055j -0.000409527-0.00115666j -0.0034338-0.00908042j -0.00313723+0.00579468j -0.00184471-0.00636768j 0.000479668+0.00418459j -0.000484086+0.00355565j -0.0130166-0.00127207j -0.0110909+0.00222943j -0.0045829-0.00479148j 0.00590177-0.00251088j -0.00560912+0.00711349j -0.00376704-0.00109664j -0.00346545-0.00228761j 0.00549281+0.00220946j 0.00218319-0.0128058j 0.00096875+0.00462194j -0.001818+0.00514084j 0.00176759-0.00468517j 0.000190528-0.00194462j 0.00445124-0.00745705j 0.00547361+0.00189944j -0.00196759-0.00550855j -0.00186655-0.010301j -0.0044294-0.00640253j 0.0032354+0.00131747j 0.00145008-0.00706904j -0.0079702-0.00355716j 0.00588203-0.003002j 0.00282495+0.0030198j 0.00583994+0.00347017j 0.0068968-0.00829392j 0.0017083-0.00708801j 0.00287577+0.00980835j -0.00859878+0.00705703j 0.012181+0.00611098j 0.00905742-0.00614666j 0.00587033-0.00383144j -0.0041907-2.71644e-05j 0.0029421+0.0019268j 0.00123435-0.00134501j 0.00290897-0.00612516j 0.00422954-0.000795048j 0.00388125-0.00225372j -0.000421051+0.00411053j 0.00313664+0.000559745j -0.0015456-0.00183092j -0.00232133+0.000969638j -0.00801358+0.00456756j -0.0106286+0.00598142j 0.000190766+0.00354705j 0.000861221-0.00456982j 0.0105638-2.22903e-05j 0.00190085-0.00337943j -0.00258735-0.00477323j -0.00412315-0.00502251j 0.000207441+0.000439264j 0.00620283-0.00269296j 0.00743496+0.000231369j -0.00308067+0.000160462j -0.000217733-0.000158683j -0.00291536+0.00102847j 0.00101938+0.00181278j 0.000750517-0.00521774j 0.00496254-0.00470274j 0.00215794-0.00228648j -0.0008055-0.000538392j -0.0010641+0.00276547j 
-0.0017706+7.91192e-06j 0.00240217-0.00187212j 0.00377536-0.00176581j 0.00452018-0.00400912j -0.00210247-0.000401414j -0.00327079+0.00441374j -0.000884416-0.00221756j 0.000480909-0.00259675j 0.00131068+0.00440657j -0.00395965+0.00709407j -0.00432544-0.00156456j 0.0100581-0.0108581j -0.00401545-0.00349563j 0.000578898-0.00336278j 0.000897754-0.0112568j -0.00665427+0.010014j 0.0014034-0.00238391j -0.00167128-2.97704e-05j -0.00173823+0.00314003j -0.00584902+0.00123263j -0.00367982-0.00117743j -0.00533712+0.0139394j -0.000808867-0.000646981j 0.00522544-0.00528484j -0.000521025+0.000897261j 0.00432847+0.00935752j -0.000814372-0.00415809j 0.000770187+0.00382927j 0.00645214-0.0241677j -0.00033865+0.00486966j 0.00503668-0.0113567j -0.00251562+0.000763102j 0.00204839+0.0034037j 0.0080545-0.00671977j -0.0109865+0.017328j 0.00695499-0.00456801j 0.00266167-0.00212077j -0.0084684+0.0160813j 0.00151246+0.00431453j -0.0105845+0.0116759j 0.00162202+0.00930102j -0.0151294+0.011837j -0.00117471-0.00773897j -0.00152551-0.00824555j 0.00132184-0.00582861j -0.000616092-0.00587001j -0.00282553+0.00204177j -0.00184102-0.00400303j 0.00439962+0.00790596j -0.00338665+0.0061711j -0.00408178-0.00333325j -0.00483004+0.00627404j -0.00371024+0.00186173j 0.0103557-0.00540891j -0.00236198-0.0043079j -0.00220711+0.00310228j 0.00576791-0.000629402j 0.000337836-0.00458092j 0.00371012-0.000642623j 0.00600478-0.00314309j -0.00655454+0.00315796j 0.0107853-0.00142852j 0.00137294+4.149e-05j 0.0026225-0.000984075j -0.00832628+0.00246185j -0.00386765+0.00606428j 0.00717003+0.000942333j 0.00269705-0.00111221j 0.00294469+0.00422801j -0.000128161-0.00153082j -0.00975528-0.00090245j -0.00286014+0.00225798j 0.000474523-0.00019071j 0.00415902+0.0009043j 0.00191748-0.00106102j -0.00491275-0.00219299j -9.61384e-05-0.0011013j 
0.0021486+4.18383e-05j 0.00251922+0.000831016j 0.00463062+0.00358303j -0.00118589-0.00121233j 0.000966705-0.00650287j -2.8335e-05+2.29401e-05j 0.00616529-0.000711182j 0.00457358+0.00579102j 0.00927249+0.0020975j 0.00184042+0.00807921j -0.00183231-0.00660067j -0.00843604+0.00233548j -0.00238803-0.00112454j -0.00819131+0.00843578j 0.0045759-0.00358539j -0.000875719-0.0101854j 0.00191741+0.00459388j 0.00240363+0.0102285j -0.00122859+0.00439236j 0.0033084-0.0105206j 0.00704034+0.00550232j 0.00598876+0.0116186j -0.00333011-0.00295013j -0.00283688-0.00581024j -0.00525561-0.00707932j 0.00418523+0.00270622j 0.00311167+0.00405747j -0.00277781+0.00394656j 0.00157559-0.00516787j -0.00570257+0.0101968j -0.00089602-0.00545556j -0.000416499+0.00190047j -0.00642016+0.00888379j -0.00525497-0.00744264j 0.00740414-0.00821052j 0.00156724-0.004624j 0.000928775-0.00396493j -0.00194538+0.00181791j 0.00532687+0.00468601j -0.00174006-0.00360086j -0.00288407-0.00601165j 0.000514595-0.000958994j 0.00941094-0.00439688j 0.00229857+0.00732553j -0.00424506-0.0083624j -0.00226017-0.0128362j -0.000740807+0.00208147j 0.00128327+0.000899428j 0.000984431+0.000748822j -0.00477609+0.00614249j 0.00426301-0.00490054j -0.0011301+0.00139723j -0.0029521-0.00108565j 0.000313316-5.16564e-05j 0.0024156-0.00200178j 0.00232521+0.00134798j 0.00288069+0.00318245j 0.00181702+0.00103978j 0.00349707+0.0116945j 0.00234139-0.00312919j 0.00446579+0.00370428j 0.00226113-0.0103999j 0.0018186-0.00257874j 0.00264146+0.00219337j 0.000272793+0.00115674j 0.000841443+3.98353e-05j 0.00302582-0.00827352j -0.000598306-0.00147511j 0.00189098+0.00186528j 0.000534664-0.00520351j -0.000690505-0.00117997j -0.00168742-0.000631666j 0.00158382-0.00134673j 0.00190635-0.00307477j -0.0017261-0.000302884j 0.00181981-0.000743122j -0.000239301-0.0011555j 
-0.00619036-0.000320985j -0.000769321-0.000620511j -0.00574243+0.00125716j 0.00234042-0.000283261j -0.00420684-0.00143813j -0.00223133-9.88381e-05j -0.00400514+0.00235916j -0.0071127+0.000333385j -0.00900469-0.00147267j 0.010112-0.00278046j -0.00641385+0.0110508j 0.00522224-0.000678532j 0.00452328+0.00390712j 0.00966401-0.00127153j -0.0071076-0.00730459j -0.00630258+0.00381587j -0.000853581+0.00398806j 0.00373793-0.00511528j 0.00296858-0.00299316j -0.0131973-0.00670219j -0.000359165+0.00590874j -0.00479307+0.00178244j 0.00855214+0.0019831j -0.00072305+0.000316811j -0.00988852-0.002683j -0.00669806-0.00390155j 0.0105093+0.00527115j -0.00088921+0.00283679j -0.000260933-0.00470143j 0.000325609+0.00560148j 0.00245547+0.00276074j -0.00448647-0.00295768j -0.00314201-0.00612842j 0.00567404+0.00305691j -0.00588622-0.00542532j 0.00213985+0.0017037j 0.00562202-0.000385134j 0.0026567-0.00616828j -0.0114932-0.00483556j 0.00217362+0.00441316j -0.00511807-0.000647405j -0.0074156-0.007711j -0.00625308-0.00873266j 0.00112321+0.0085712j 0.00551406-0.00482231j -0.0059833-0.00810159j -0.00554024-0.00770489j -0.000659906+0.000219497j 0.00247604+0.000933286j 0.00223678-0.000872011j -0.00146292-0.00198125j -0.00431779-0.00241029j -0.00253804-0.0016298j -8.65107e-05+0.00249213j 0.00179029+0.000596756j -0.00226988+0.00109852j -0.00439992+0.00106824j 0.00175271+0.00739398j 0.000502434-0.00162141j 0.00149036-0.000798453j -0.00371192-0.00827027j -0.00176549-0.000619259j -0.00325188-0.00379074j -0.00655963-0.0025638j -0.00216714+0.00295174j 0.00261992+0.00177384j -0.000812483-0.0025889j -0.000547136-0.00363391j 3.22682e-05-0.00471223j 0.000864503+0.00129774j 0.00189672+0.00589725j 0.00105937-0.000230536j -0.000256707-0.00120497j -0.00135846-0.00316547j 0.000621377+0.00160848j -0.00161155-0.00194084j 0.00149234+0.00294178j 
-0.00275626+0.000443743j -0.00293241+0.00299023j -0.00609838+0.00257118j -0.00236604+0.00223751j -0.000997-0.00758466j -0.00493475+0.000415914j 0.0028876-0.0030791j -0.00521672+0.00783772j -0.000997246+0.00065431j 0.00507373-0.00272823j -0.00700309+0.00196948j -4.7385e-07-0.00238463j -0.00125507-0.00145547j 0.00186532+0.00719765j -0.00343009-0.00432495j 0.00584318-0.0010695j 0.000342443-0.00214595j -0.000896834-0.00154221j -0.000892377+0.000230247j 0.00283899-0.00729313j -0.00294316+0.00339096j 0.000825209+0.00980383j 0.00133616+0.00188373j -0.00454226+0.00341531j 0.00546172-0.00195576j 0.00274455-0.00204542j 0.00108999+0.00545731j -0.00199506+0.0122522j -0.000427667-0.0061454j -0.002828+0.0150266j -0.00472374-0.000969632j 0.00832436-0.000474019j 0.00305791+0.00397303j 0.00318464-0.00212449j 0.0140818-0.00284544j -0.000332327+0.00306202j 0.00258637-0.00811907j 0.013501+0.00800802j 0.00705818+0.000793048j 0.00885699+0.0139288j 0.00642908+0.00589376j -0.00118022+0.00192636j 0.00273569-0.00866267j -0.0073048-0.00190802j -0.00421647-0.000228303j 0.00755774-0.00012535j 0.00265147+0.00091756j -0.00236504-0.00116647j -0.00268708+0.000556585j -0.00505691+0.00271263j 0.00384371-0.00140169j -0.00146605+0.00613907j 0.00504625+0.00557806j -0.00199272-0.00273931j 0.000751306+0.00543967j 0.000926341-0.00168345j -0.00531727-0.00274788j 0.00136325-0.00398261j -0.00244896-0.00514785j 0.00212163-0.00409415j 0.00103396+0.00113941j 0.00646876+0.000738352j 0.00103189-0.00577599j 0.00132381-0.00335944j 0.00495941+0.003636j 0.00177233+0.0019161j 0.00466994-0.00164905j -0.00549928+0.00218821j -0.00144515-0.00466078j 0.0028165+0.000263001j 0.00543974+0.00200055j -0.00189474-0.00076357j 0.000797625-0.00203092j -0.00297342-0.00459192j -0.00333781+0.000535915j 0.00378674+0.000815948j 0.00230256+0.00291202j 
-0.00123763+0.00411021j -0.000709511+0.000782951j -0.000462707+0.00287058j 0.00323221-0.00412017j -0.000203839-0.00405975j -0.00295867+0.00785383j -0.00142792-0.00540473j -0.00195321-0.00587905j -2.51725e-05+0.00257153j 0.00761705-0.00302794j -0.00418169-0.00284697j -0.000228921-0.00496924j 0.00210076+0.00196874j 0.000501552+0.00835406j 0.0031277+0.0132859j 0.00450548+0.0026423j 0.00247172+0.000740342j 0.00805573+0.0159547j 0.00117641+0.00864632j -0.00303256+0.00763223j 0.00160699-0.0054458j -0.00578499-0.00425387j 0.00322082+0.015761j 0.00684682-0.00242692j -0.00393202+0.00317296j 0.00644517-0.00947568j 0.00193737+0.00530981j -0.00402341-0.00135841j -9.2545e-05+0.0118418j -0.00622385-0.00292457j -1.6331e-05+0.00552403j 0.00278456-0.00369898j -0.0068999-0.00410506j -0.000188434+0.00964376j 0.000457787-0.00133383j -0.00761481+0.0037669j -0.00816106+0.0111569j -0.00346222+0.00643179j 0.00544391-0.00470967j -0.00254476+0.00122091j 0.000692223-0.00962939j -0.00549797-0.0026857j 0.000938203+0.0106959j 0.0028674-0.0124343j 0.00189565-0.000743113j 0.00272995-0.00457336j 0.00378705+0.00117445j -0.000943795+0.00344335j -0.00590803-0.00276789j -0.00824387-0.000963767j -0.00699786+0.00954912j 0.00959646-0.00806286j -0.000149085-0.00880231j 0.00331887-0.00421409j -0.00854341-0.000468742j 0.00553179-0.0045943j 0.00627525-0.00641928j 0.00195986+0.000522657j -0.00206784+0.00634791j 0.000700483+4.23168e-05j -0.00396525+0.00311679j 0.00557444+0.000336828j 0.000797055-0.00403984j 0.00701386-0.00739938j 0.00517199-0.0027339j 0.00576088+0.00165623j 0.00101219-0.00220458j -0.00257049-0.00189157j 0.00123359+0.000197414j -0.00226934+0.00148087j 0.000915335+0.00316156j -0.00340912+0.000465945j 0.00270744-0.00257183j 0.00168675-0.00246283j -0.00126347-0.00175216j -0.00297615+0.000434311j 0.0044173-0.000867294j 
0.00140042-0.00161707j -0.0021002+0.00187868j -0.00462683-0.00358927j -0.00655548+0.00830555j 0.000627836-0.00206759j -0.00310801+0.00193616j 0.00449007-0.0106331j 0.00283616+0.011659j 0.000704517-0.00430778j -0.00299969-0.00769294j 0.0057287+0.00279707j 0.000566954-0.000168198j 0.00411257-0.00105309j -0.00202777+0.00157626j 0.00439698-0.00215603j 0.00068817+0.0070247j 0.000323641-0.015054j -0.000643276-0.0141335j 0.00112653-0.00375578j 0.00518282+0.00284726j 0.00316897-0.000529228j -0.00636788-9.44465e-05j 0.00140153+0.00442776j -0.00369108+0.006788j -0.00123535+0.00224627j -0.00653522-0.00339564j 0.00479467-0.00469859j -0.00316071+0.00483047j 0.0118031-0.00971318j -0.00702906+0.00949051j 0.00187079-0.00470627j 0.00582167-0.00313631j -0.00377997+0.000597207j 0.00562458-0.00413635j -0.000966843+0.000587554j 0.00341539+0.00394623j 0.00387396-0.00311681j -0.0067115-0.00833479j 0.00588604-0.00328531j -0.00594139+0.00331915j -0.00375599+0.00279385j -0.00970862+0.00109102j 0.0083523-7.99258e-05j 0.00321924+0.00621757j -0.00284243+0.000474729j 0.0068997+0.00305255j -0.000279423-0.00726225j 0.00271536+0.00322801j -0.00879101+0.00048328j -0.00982894+0.00440687j 0.00199061-0.00832509j -0.00279677-0.00277363j 0.00195397-0.00142632j 0.00598833+0.00239467j 0.000660908+0.00551864j -7.19185e-05-0.0024095j -0.00257479-0.000493032j 0.00329129+0.00441687j 0.00463133-0.00611422j 0.00288639+0.000203933j 0.00530089-0.000435789j 0.00348715+0.00290387j 0.00177345-0.00421419j 0.00507148+0.000880032j 0.00467481-0.00326223j -0.0037322-0.00184383j 0.00194208+0.00130948j -0.00565646+0.00490003j -0.00280932-0.00439435j 0.00297026+0.00093557j 0.00345029-0.00238378j -0.00321129+0.000418612j -0.00229923+0.000421374j -0.00856008+0.00105093j -0.00390982+0.00378076j 0.0073014+4.03386e-05j -0.000535776+0.00267987j 
0.000570171+0.000642254j -0.00339211-0.00214326j 0.000245301-0.00631962j -0.00615923+0.00483864j -0.00662082+0.0141516j 0.00563304+0.0109516j 0.000467595-0.00627919j 0.00189425+0.00131386j 0.00225659+0.000236069j -0.00168496+0.00648691j 0.00652777+0.00806133j -0.00321365-0.0102767j 0.00297294+0.00554219j 0.00169257-0.00654298j -0.00590134-0.00141337j -0.00287989+0.015661j 0.00434951-0.0114647j 0.00513574-0.00208665j 0.00512977+0.000966207j -0.00156444+0.00654029j 0.000363251-0.00244682j 0.00765516-0.00366341j -0.000684854+0.0052295j -0.00847058+0.00296441j -0.00238166+0.000155243j -0.00158191+0.00118589j 0.00067284-0.000497843j 0.00481008-0.0106337j -0.00958762-0.00731689j 0.00206403-0.00805472j -0.0029609-0.0088259j 0.00169896-0.000200154j -0.00305274-0.00652064j -0.000215314-0.00397655j -0.000169286+0.0137389j -0.00256736-0.00397296j -0.00570713+0.00198429j 0.00408155+0.000562919j 0.00507489-0.00812789j 0.0032541+0.00395309j -0.000713282-0.00599681j 0.00494902+0.0132502j -0.00441347+0.00429264j -0.00118554+0.00256536j -0.00402269-0.00133883j -0.00698351+0.00270192j -0.00309167-0.00153827j -0.0055375+0.00861016j -0.00135928-0.00193499j -0.00242517+0.00604955j -0.00773503-0.00146778j 0.00590011-0.00209328j 0.00612246-0.00522052j 0.00606764-0.0051492j 7.55157e-05+0.00242082j -0.00297243+0.00373083j 0.00200781-0.00247831j -0.00721706+0.00644027j 0.00174116-0.00273783j 0.000139481-0.000772673j 0.00413853+0.00275227j 0.00011175-0.0109543j 0.00162301-0.00299237j 0.00217809+0.00033383j -0.00295208+0.00420853j -0.00437079+0.00353939j 0.00264173-0.00285328j -0.00144581-0.00365959j -0.00129136-0.00154027j -0.00312578-0.000792621j -0.00657667+0.00733111j 0.0012413+0.00536025j -0.00685271+0.00380682j -0.00775666+0.00113805j -0.00025774+0.00193824j 0.000459172+0.00304688j -0.00165265+0.00185939j 
