-0.0116946-0.00760558j 0.00116308+0.0148672j 0.00185329+0.0172079j 0.010921+0.0053731j 0.00508276-0.00114081j -0.00403598-0.00739438j 0.00136089-0.00739993j 0.00689696-0.00303272j 0.000259357-0.00625452j -0.0001755+0.00128236j -0.000125348+0.00401142j -0.00378356+0.00077589j 0.00189241+0.00261674j 0.00233163+0.000889088j -0.00365758-0.012435j -0.000501042-0.000987043j 0.00376618+0.00458874j 0.00495188+0.00504784j -0.000225894+0.00460869j -0.00717939+0.00414175j -0.00266653-0.00300732j -0.0011625-0.00495572j 0.000623674-0.00201837j 0.00259728+0.0111913j 0.00610588+0.00169065j -0.00399744+0.00034026j 7.3331e-05+0.00651973j -0.00973392-0.00853149j -0.0079581-0.0172336j -0.00125682+0.00116593j 0.00213802+0.00483671j 0.00282242-0.00185131j -0.00348046+0.00129387j -0.0015708-0.0083981j 0.000791423-0.00474513j 0.00218956-0.00385502j -0.000614211+0.00410873j -0.00253937-0.00200446j 0.00844066+0.00133737j 0.00208311+0.0121875j -0.0044127-0.00270024j 0.00647014-0.0100131j -0.00143186-0.00433288j 0.00477497+0.00308041j 0.0038783+6.23247e-06j -0.00245067-0.00171787j 0.0014345+0.00336622j -0.00534346+0.000921082j 0.00157211-0.00402428j -0.00415941-0.00323735j -0.00113432+0.00606042j 0.00216418-0.00721082j 0.00273441-0.00622288j 0.00117277-0.00205787j -0.00202974-0.003556j -0.0011894-0.0035695j -0.0102879+0.00180624j 0.00644258-0.00669675j 0.00105985-0.00562326j 0.000182502-0.00263149j -0.00299122+0.00335302j -0.00190637+0.00253219j -0.00754857+0.00580466j -0.00268708+0.00581283j 0.00180802-0.0087689j -0.0106789-0.00330531j 0.00280196+0.00370959j 0.00602343+0.00365397j -0.00679406+0.00520927j -0.00326099+0.00175399j -6.72354e-05+0.00379555j 0.00471953+0.0017752j 0.00490513-0.00445127j 0.00429649-0.0136131j -0.0139259-0.000979382j -0.0173195-0.00169599j 0.00968831-0.0174661j 
0.00360264-0.00189094j -0.00292819-0.000402944j -0.00320487-0.00111543j -0.00190167+0.00170106j -0.000968468+0.00213404j 0.00430689-0.0013071j -0.00438116+0.00314339j 0.00281147-0.000313026j 9.56577e-05-0.00151009j 0.000695239-0.000268136j -0.00257443+0.000844063j -0.00816408+0.00149587j 0.0142492-0.00626537j -0.000776769-0.00249297j -0.0169283+0.00348355j -0.00664843+0.00285049j 0.00123197+0.00299854j 0.0104031-0.00184183j 0.0109381-0.00750467j -0.00904738+0.00778131j 0.0062413-0.00556027j -0.00715859+0.00511854j -0.000233626-0.0022699j 0.00169353+0.0017958j 0.0107526-0.00157863j 0.0114587-0.00405148j 0.00399482-0.00414699j 0.00460263+0.00113966j 0.013569+0.00320713j -0.00260234-0.00366162j -0.0109512+0.00505341j 0.000252319-0.00270397j 0.00629452-0.00142156j 0.00725309-0.00436837j 0.00521455+8.72092e-05j 0.00832572+0.00293998j 0.00880502-0.000271849j -0.00196209+0.00161266j 0.0285332+0.00101485j 0.00687793-0.000990159j -0.00761773+0.000470013j -0.0151484+0.0054409j 0.00474147-0.00305605j 0.00981691+0.00110712j 0.00225381+0.00125968j 0.000708855-0.00337642j -0.00358724-0.000170482j -0.00567207-0.00239548j -0.00756786-0.000765718j -0.00327804+0.00174661j -0.00990681-0.0110047j 0.0102191+0.00331705j 0.00742818-0.00109539j -0.0130795-0.00538718j -0.0112267-0.00654548j 0.00261443+6.21312e-05j 0.00360831+0.00492866j 0.00445666+0.00412463j -0.00354328-0.00750762j 0.00360642+0.000560993j 0.00516142+0.00168652j -0.0053022-0.00739096j 0.00943838-0.000214886j -0.00692692-0.00507519j -0.0083032-0.0135008j -0.00363846+0.000665977j 0.00653237+0.00470805j 0.00607307+0.000360449j -0.00371475+0.00195396j 0.00426328+0.00661523j 0.011192+0.00188094j -0.00532767-0.0077418j 0.00392699+0.00158461j -0.0006024+0.00201448j 0.00122844-0.000231915j 0.00151187+0.000867983j 0.000376528+0.0033712j 
0.00172325-0.00136653j -0.00266111+8.80593e-05j -0.00248859+0.00098326j 0.00273349+0.00015736j 0.00192923+0.00142063j 0.0059896-0.0042099j -0.00904106+0.00584709j -0.00511526+0.000800938j -0.00126422-0.000617819j 0.0042885-0.000869555j 0.000654378+0.0020656j -0.015576+0.00606113j 0.00854551-0.00340653j 0.00217509-0.00200583j -6.07676e-05-0.00277796j -0.00604927+0.00263808j -0.00138826+0.00315694j -0.0105838-0.000369884j -0.0110705+0.00460538j 0.00586944-0.000853678j 0.00698276-0.00348781j 0.0123255-0.00015268j 0.0118531-0.000480276j 0.00831484-0.00349907j -0.00337944+0.000401416j 0.0043948-0.00315535j -0.00726886+0.00501934j -0.00684765-0.00243325j -0.00484273+0.000952183j 0.0132587-0.00420623j -0.0152563+0.00314327j 0.0151129-0.00216406j -0.0215371+0.00327167j -0.0171314+0.00560156j -0.019694+0.00156838j -0.00897156+0.00161229j -0.000647904+0.00391777j -0.00474146+0.00175386j 0.00341905-0.000196819j 1.2567e-05-0.000598441j -0.00263801+0.00295267j 0.00309043+0.00281363j -0.00679509+0.000379396j -0.00931955-0.00659462j 0.00796749+0.00433482j 0.0164377+0.00179191j -0.00433696-0.00612485j -0.00833909-0.00166277j 0.00162544-0.000922487j -0.000203976-0.00255777j -0.00575238-0.00357141j -0.00899428-0.0037884j -0.00818861-0.00944106j -0.00737371-0.000222256j 0.00199667-0.000530718j -0.008987-0.00462385j -0.00355711-0.00225334j 0.000681133-2.37994e-05j 0.00450412+0.00236292j -0.0112766-0.00775486j -0.00840377-0.00793097j -0.00506865-0.00631901j 0.00555418+0.00837735j 0.00407464-0.000458794j 0.00632219+0.00344281j -0.00368517-0.000213687j 0.00980752+0.00649004j -0.00726682+0.000528423j -0.00070576+0.000109635j 0.00445546+0.000506969j 0.00393024-0.00405028j -0.00997-0.00874004j 0.00630299+0.00147333j 0.00104739-0.000292489j -0.00084175-0.00215874j 0.00119431+6.84618e-05j 0.0002729+0.00217298j 
0.00105963-0.000704333j -0.000491398-0.000556181j -0.00492079+0.00457708j 0.00738783-0.00115847j 0.00204401+0.00164792j 0.0064757-0.00501854j -0.0130649+0.00584126j -0.00722955+0.00126243j -0.00168349+0.000627839j -0.00236776+0.00127967j 0.00065373+0.000989038j 0.00105016-0.00203084j 0.000633143-0.00371931j -0.0118181+0.00427405j -0.00450524-0.00290474j -0.00331328+0.000447565j -0.0184612+0.00618756j 0.00441672-0.00291997j 0.00412072-0.00402478j 0.0031985-0.000631499j 0.00720035+0.0014099j 0.0370515-0.00547651j 0.0138349-0.00440706j 0.00750151+0.00150847j -0.00709877+0.000831014j -0.00376885-0.00314741j -0.00250427+0.0014111j -0.0218233-0.00428892j -0.00236858+0.00220414j 0.00391081-0.00249869j 0.0192369-0.00564026j 0.00648383+0.00173542j 0.0181999-0.00370018j 0.0134819-0.000832945j -0.00817508-0.00304344j -0.00655921-0.00259889j -0.00268221+0.0040744j -0.0115417+0.00377817j 0.000500957-0.0016469j 0.00433976-0.00156075j 0.00718529+0.00552843j 0.00193055-0.00115146j 0.0130505+0.00239779j -0.00260636-0.0043994j -0.00116967-0.00440336j -0.00411673-0.00207955j -0.00326229-0.00694601j 0.00533009+0.0025089j -0.00216065+5.12391e-05j -0.00477559-0.00133968j -0.000448756-0.00137972j -0.00316162-0.0001838j 0.0178813+0.00504816j 0.00464974+0.00439936j 0.000229136-0.003771j 0.00446375-0.00015166j 0.00566391+0.000186867j -0.00474796-0.00776098j -0.00758923-0.00392287j 0.00545083+0.00365407j -0.00378289-0.000767559j 0.00137449-0.00313645j 0.00460037-0.00386168j -0.00454308-0.0069973j 0.00606968+9.446e-05j -0.000660459-0.00453833j -0.003864-0.00100434j -0.00532012-0.00421763j 0.006418+0.00556356j 0.00543116+0.0012436j 0.00337917-0.00202628j -0.00711642-0.00873979j 0.00943572+0.00457171j 0.00485837-0.000223146j -0.00265487-0.00497233j 0.00125703+0.000609969j -0.000545558+0.000538934j 
0.000901559+0.00357509j 0.0088368-0.00431609j -0.00691046+0.00613399j 0.00517655-0.00280415j 0.00184702+0.00218962j 0.00549973-0.000446438j 0.00237825-0.000424999j -0.00645344+0.00451606j 0.00588927+0.000198305j -0.0153881+0.00707869j -0.00848404+0.00420141j -0.00307213+0.000199588j -0.00993027+0.00371817j -0.00104843+0.000924986j -0.00218441+0.00270392j -0.0134291+0.00357414j -0.00174365+0.00231524j -0.00579862+0.00459631j 0.0133534-0.00237693j 0.00615502-0.00580692j -0.00846031+0.00176893j 0.00635707+0.00531397j 0.00883541-0.000250478j 0.0112329+0.00101827j 0.0149276-0.00629057j 0.00436428+0.00463691j -0.00971663+0.0014546j 0.000617951+0.00229776j 0.0120138+0.00184019j 0.00305543-0.000555504j -0.00528081+0.000651954j -0.0128402-0.00357369j -0.00971858-0.00157839j 0.00479081-0.00199094j -0.0193644-0.00273289j 0.00741942+0.00094183j 0.0107061-0.000708772j 0.00521152+0.00341297j -0.000927761-0.00154338j 0.0153968+0.00327067j 0.00992373+0.00428905j 0.00790469-0.00229393j -0.00102584+0.000392725j 0.00938031+0.00158813j -0.0004678-0.00567198j -0.00118691+0.000388946j -0.00335569-0.00583219j -0.0115377-0.00411742j 0.0009978-0.00238283j -0.00478104-0.00405521j 0.00800185+0.00229735j 0.00328908+0.00332859j -0.0122304-0.00316649j -4.352e-06+0.00151533j -0.0028477+0.00247036j 0.010478+0.00444421j -0.00389363-0.00279124j 0.00649113+0.00600986j 0.00153539-0.0021955j 0.00678391+0.00476941j 0.0074943-0.00026723j -0.00676205-0.00160862j 0.000876411-0.00384471j 0.0065518+0.00607969j 0.00468966+0.00471456j -0.00435568-0.00269867j -0.00787002-0.00474792j -0.00234616-0.00183309j 0.00867002-0.000882605j -0.00322645-0.000740027j -0.0041123+0.000416532j 0.00312903+0.000531944j 0.00385181+0.0022355j 0.00821076+0.00171331j -0.00520553-0.00662916j -0.00197762+0.00346181j -0.00492223-0.00434111j 
0.00122949+0.000758171j 0.00305253-0.00236632j -0.00298043+0.00152109j 0.000716391-0.000642739j 0.00273805-0.00140499j -0.00399147+0.00175194j 0.00730641-0.00282348j -0.00259883+0.00335564j -0.000795409+0.0023623j -0.00588497+0.00073018j 0.00419462-0.00271895j 0.00671754-0.000613035j 0.012359-0.00577578j -0.00407344+0.000651339j 0.00870415-0.00445297j -0.0216943+0.00909964j 0.000396611+0.00187526j 0.00416372-0.00316931j -0.00557155+0.00280887j -0.00326146+0.00247488j 0.00236596-0.000612604j -0.0025245+0.00584945j 0.011727-0.00278579j 0.0124539-0.00365494j -0.00708673+0.00558843j -0.00558922+0.00580846j 0.001128-0.00377155j -0.00491246+0.0014516j 0.020182+0.00134218j -0.0166398+0.0040513j 0.0104285+0.00126391j 0.00437731-0.00224749j 0.00588917+0.00137167j -0.0114157+0.00236333j 0.00525477+0.0014958j -0.0134059-0.000619106j -0.000820184+0.00408871j 0.00128219-0.00246976j 0.00689304+0.0028338j 0.0165691+0.00184187j -0.00247081-0.000498326j 0.005203-0.00251044j -0.00993703-0.00524857j -0.00153426+0.00107603j -0.0168485-0.0027238j -0.0034493+0.00160451j -0.000122914-0.000752403j 0.00649938+0.00454786j 0.0180417+0.0059538j 0.000484644-9.11132e-05j -0.00876225-0.00198976j -0.00134297+0.000136444j 0.00890565+0.00312166j -0.0124069-0.00502189j -0.00637695-0.000293886j -0.00541435-0.0027397j -0.00819476-0.00459718j -0.00360312-0.00275024j -0.00256231-0.00531003j -0.00989846-0.00568539j 0.00494596+0.000898435j 0.00788485-0.000458878j -0.00148548-0.000696132j 0.0107221+0.00398849j 0.00641376+0.00932478j 0.00349488+0.0055016j 0.00877949+0.00138771j 0.00321936+0.00481549j 0.000562497-0.000919204j -0.00340501-0.00243624j -0.00546947-0.0012211j 0.00199067+0.00294404j -0.000759394-0.000352099j 0.00255819+0.000808557j -0.00157745-0.0019958j -0.000292117+0.0014253j -0.0025306-0.00118826j 
-0.00359002-0.000333698j -0.00530393+0.00498899j 0.00957515-0.00367972j -0.000487654-0.000521689j 0.00143884-0.000400484j 0.0116611-0.00693697j -0.00271925+0.00348316j -0.00878646+0.00255259j 0.00363916-0.00112139j 0.00377576+0.00141284j -0.013762+0.00605854j 0.00472762-0.00361189j -0.00248279-0.00104665j 0.00344896-0.00383555j 0.0103398-0.00698467j 0.0106261-0.00320097j 0.011901-0.00335383j 0.0175706-0.00642774j -0.00266901-0.00210768j 0.00632136-0.00633736j 0.00270203-0.00089325j -0.0349355+0.000437987j -0.00906465-0.00417971j -0.0141822-0.000919375j -0.00318655-0.00116081j 0.0102454+0.000223916j 0.00463933+0.00160417j 0.00349148+0.00294276j 0.00901244-0.00695417j 0.00536521-0.00300124j 0.00579711-0.00262309j 4.42597e-05+0.000409718j 0.00562684+0.00270496j -0.00557752+0.00159028j -0.00777529-0.00232635j 0.00677947-0.000813403j -0.00384841-0.00659443j -0.0143957-0.00214072j 0.000303537+0.00163669j 0.0119088+0.00187526j 0.0178022-3.85842e-05j 0.00735974+0.00731046j -0.00223122+0.00152761j 0.00294484-0.00126992j 0.000963026-0.00178485j -0.00327011-0.00688005j -0.00622672-0.00143638j -0.00571516-0.00354993j 0.0100451+0.00365644j 0.0065334-0.000980771j 0.00317939+0.00123461j -0.000201265-0.00079082j 0.00540767-2.98097e-05j -0.00379303-0.0046152j 0.00369194+0.00102435j -0.00203021-0.00206631j 0.00214473+0.00167717j -0.00362451-0.00517295j -0.00152776-0.00378819j 0.000299797+8.12428e-05j 0.00134789+0.00140973j -0.00120604-0.00563336j 0.0085763+0.00584898j 0.00347885+0.00146484j 0.00827682+0.000344004j -0.000242392-0.00422728j -0.00707081-0.00385119j -0.0116071-0.00625028j -0.00030842-0.00133362j 0.00458255-0.000644097j 0.00209146-0.00413002j -0.0104489-0.00664129j 0.00112048-0.00150689j -0.00547034-0.00324395j 0.00102197+0.00296028j -0.000477487-0.00281331j 0.00516645+0.00170786j 
0.00490386-0.00296213j 0.00139323-0.00306815j -0.00506442+0.00487997j 0.0120168-0.0061206j -0.0133847+0.0074799j -0.00457589+0.00269409j 0.00499958-0.00340687j -0.00708558+0.00453888j -0.00768358+0.00427367j 0.00461252-0.00947305j -0.00413996+0.00806573j 0.00458079-0.00370267j 0.00365594-0.00021706j 0.00759083-0.000826345j -0.00197184+0.00233925j 0.00310395+0.00272282j -0.00297353-0.00129782j -0.00116659+0.000411331j -0.00479182+0.001056j 0.00704464+0.00212847j 0.00291722+0.00294558j -0.00640955-0.00126328j -0.0151702+0.00104049j -0.0168091+0.00124286j 0.00142589+0.000223465j -0.00698168-0.00391528j 0.00909595+0.0017507j -0.0269063-0.00149098j 0.00649411+0.00122907j 0.00998813+0.00255265j -0.00505592-0.0058674j -0.0207637-0.00293475j -0.0100272+0.0057338j 0.00251359+0.000323684j 0.00282202-0.00143114j -0.00878069-0.00152836j -0.010721-0.0046594j -0.00334594+0.000408006j 0.0077783+0.00104204j 0.00411028+0.00361198j -0.00281122-0.000933794j 0.00362622-0.00184152j -0.000834423-0.00838445j 0.000377338+0.00237324j -0.00486246-0.00128073j 0.00583661+0.00359223j -0.00321343-0.0023421j 0.000261157+4.76278e-05j -0.00159354-0.00368924j -0.00661756-0.00577707j -0.00476565-0.00257403j 0.00764866+0.00642457j 0.000218105-0.00168438j 0.00125995+0.00434745j 0.0108618-0.00116974j -0.00016292-0.000493968j 0.00941738+0.00162627j -0.00440284-0.00129887j 0.00734763+0.00429478j 0.00110648+0.000817958j 0.00710063+0.00228697j -0.00582848+0.000612884j 0.00301967-0.0017767j 0.00582542+0.00254883j -0.00434356+0.00107741j 0.00305573+0.00476141j 0.00539262+0.00123913j 0.00334059+0.000756279j 0.0107994+0.00439794j -0.00769897-0.0037888j -0.000774534+0.00262478j 0.00415785-0.000108934j 0.0080871+0.00380989j 0.00568201+0.000329939j -0.00512207-0.00462347j 0.00341068+0.00228383j -0.00267337+0.000221271j 
-0.0121611+0.00156376j 0.00556561-0.00324439j 0.00252273+0.000706026j 0.00446541+0.0030702j -0.00357412+0.00198835j 0.000741756-0.00261226j -0.00087799-0.00138664j -1.34107e-06+0.00347857j 0.00701011-0.00677124j -0.00226028-0.00120684j -0.00257368-0.00274159j 0.000161589+2.5749e-05j -0.000339263+0.00108575j -0.00366996+0.00136995j 0.00692426+0.000804502j 0.00499982-0.000824565j 0.00704938-0.00270718j 5.88863e-05-0.000590407j -0.00214596+0.000234289j -0.01113+0.000855351j -0.0057445+0.00294667j -0.00870474+0.00214019j 0.000733308-0.000456564j -0.000241803-0.000266734j 0.0037654-0.00274199j -0.00119982+0.00538448j -0.00543758+0.000553908j 0.00605046+0.00440759j -0.00364085+0.000898621j 0.00130003-0.00181238j 0.00353732-3.56815e-05j 0.000908742+0.000787359j 0.00314198+0.000242713j 0.005593+0.000728665j -0.0089966-0.00194533j -0.0119908+0.0033378j 0.00180321+0.00408419j 0.000872215+0.00324111j 0.00227504-0.000999062j -0.00444166+0.00093934j -0.000152358-0.00168263j 0.0090234+0.0048174j 0.010668+0.00312179j 0.00467483+0.00482686j -0.00152081-0.00499879j 0.00376257+0.00651972j 0.000965381-0.00697939j -0.00360812+0.00415067j -0.00397622-0.000515774j -0.00732804+0.00302885j -0.0176628+0.00107025j -0.00226387+0.00235113j 0.00648986+0.000488124j -0.00805701+0.00372976j 0.00727736+0.00294374j 0.00759928+2.05667e-05j -0.0122532-0.00378005j 0.0163309+0.000361758j -0.00283882+0.00323523j 0.000365474+0.00168297j 0.00170907+0.00793415j -0.000128582+0.00119567j -0.00511763+0.000972043j -0.00540533-0.00331555j 0.00245364+0.00331233j 0.0121182-0.00074484j -0.00770335+0.0047918j -0.00554208+0.00198707j 0.00743777+0.00167144j -0.0108364-0.00246086j 0.0010899+0.00410464j -0.00941262-0.00166857j -0.00461281-0.00473338j 0.00424391+0.0025017j 0.0125022-0.000308174j 0.00648688-0.00149425j -0.0136131-0.00327302j 
0.00553922-0.00372067j 0.0109033-0.000586336j 0.00323478+0.0038139j -0.00855912+0.00305436j -0.00697659+0.000797421j -0.00284031+4.8447e-05j -0.00178532-0.0017797j -0.00562813+0.000294436j -0.000468267+0.000504419j -0.00453246-8.91267e-05j -0.00141723-0.000665176j -0.00468068+0.000621954j 0.0021694+0.000541679j -0.00551183+0.000678604j 0.00169406-0.00210672j -0.00622229+0.0030354j 0.00123636+0.00226007j -0.000436008+0.00292201j 0.00195351-0.000777762j -0.00163549-0.00206697j -0.00365387-0.00156648j 0.0038361+0.00361022j -0.000377709+0.00161566j -0.000245374+0.00389716j -0.0021338+0.00322643j 5.84432e-05-0.000769045j -0.00543146-0.000381733j 0.0107983-0.00537946j 0.00494906-0.00107942j 0.000655013-0.00218868j -0.00257085+0.00278631j -0.00625092-0.000615301j 0.00288582-0.0024773j -3.98235e-05-0.00438615j -0.00372625-2.84817e-05j -0.00454907+0.00576917j 0.0104689+0.00306974j 0.00837908+0.00231143j -0.00866602+0.00223846j 0.000389583+0.00596788j 0.00586945-0.00108875j -0.0136938-0.00388531j 0.00368336-0.0045367j -0.010853+0.00216637j -0.00747223-0.00193834j 0.0108105+0.00171782j -0.0125735+0.000483402j 0.011834+0.00235338j -0.0025868+0.000741146j 0.00915146-0.000262149j -0.0054011+0.00457997j 0.00261737+0.00370215j -0.00255053-0.00865079j -0.00284416-0.00309544j 0.0100301-0.00854824j 0.00164004+0.00129546j 0.0147717+0.00174923j 0.00383295+0.00556232j -0.0091378-0.00930436j -0.00311354-0.000680349j 0.00129356-0.000702744j -0.000231671+0.00269536j 0.0054276+0.00162645j -0.00209219+0.00210998j 0.00443287-0.00142292j -0.000185774+0.00346696j -0.00643665+5.2991e-05j -0.0186186-0.00373695j -0.00921715+0.00890146j 0.00420894-0.00199614j -0.00960511-9.65288e-05j 0.010034+0.00205394j 0.00624976-0.00217645j 0.00851766+0.000256864j 0.0066464+0.00242824j 0.0152578+0.00328501j 0.00862668-5.5797e-05j 
-0.00448734+0.00178083j -0.00261288-0.00471355j -0.000311349-0.0035098j 0.00108733-0.00145108j 0.0014179-0.00020226j 0.00368682-0.000857671j 0.00256828+0.00373457j -2.39441e-05-0.0012193j 0.00437904+0.00511789j 0.00181251+0.00196153j 0.00205007-0.000305096j 0.00359789-3.0691e-05j -0.00236024-0.00180257j 3.23091e-05+0.00177553j -0.00164919+0.00367561j 0.00462872+0.000825426j 0.00570046+0.000358432j 0.000607961-0.000323115j -0.00253446-0.00010453j -0.00592838-0.00893913j -0.00275566-0.000618138j 1.71098e-05+0.00459792j 0.00271324+0.00517406j 0.00494375+0.00460467j 0.00191442+0.00803914j -0.00301528+0.000425797j 0.00227013+0.00104013j -0.00262152-0.00136401j -0.00169632+0.00457851j 4.19441e-05+0.00315497j 0.00354122+0.00263294j 0.00747787-0.00657491j -0.00469877-0.00383545j 0.00299967-0.00949228j -0.00189839+0.00872369j -0.00505487+0.00498987j 0.00888158+0.00412878j 0.00416595-0.00420651j 0.00992202-0.0012985j -0.00642196-0.00551152j 0.00337143+0.00842121j -0.0010121-0.00158725j 0.00440997+0.000828272j 0.0048963-0.000704867j -0.00286444-0.00156213j -3.28633e-05+0.00242387j -0.00250508-0.0110455j -0.00212541+0.000455938j 0.00618633+0.00263954j 0.00171981-0.000133302j 0.00819664+0.00380409j 0.00470318+0.0105892j -0.000377037-0.00478656j -0.00406701-0.0103387j 0.00508178-0.0145543j -0.000592359+0.000155659j -0.00133499-0.00661653j -0.000255319+0.00911777j -0.000503878-0.00343649j 0.00254081+0.0044951j -0.00174601-0.00908364j -0.00614361+0.00210041j -0.00906746-0.00331497j 0.00906525-0.0042853j -0.00487969+0.00222788j 0.0118122-0.00428321j -0.00478771+0.00285585j 0.00226654+0.00776654j -0.011984+0.00597842j 0.0166408-0.00443434j -2.01586e-05-0.00376301j 0.000546831-0.00277223j -0.00136836+0.0080378j 0.00357504-0.00563423j -0.00911077+0.000611954j -0.00399449+0.00211228j -0.0121544+0.00195429j 
-0.00826969-0.00291577j -0.000456103+0.00037767j -0.0120993+0.00118554j 0.00251171+0.000950991j -0.00263778-0.00455404j 0.00379155-0.0016641j 0.00478944-0.0017848j 0.00259296+0.00416635j 0.00715665+0.00516205j -0.00279782+0.00183655j -0.00159086+0.00233134j -0.00451686-7.7861e-06j -0.000167992+0.00585422j -0.00183988+0.0030378j 0.00538065+0.00218795j 0.000432668-0.000856485j -0.000791467+0.000512242j 0.000355068-0.00091202j -0.000976199+0.00313451j -0.0110446+0.00232357j -0.00434274+0.0027533j -0.000468037-0.00023697j 0.00325219-0.00223654j -0.00628959-0.00172856j -0.00169895+0.00396211j -0.00374469-0.00672653j -0.0070319-0.00433149j 0.00592702-0.00162897j -0.00106895+0.000694042j 0.00324859-0.00344096j 0.00271627-0.00696975j -0.00262389-0.000922771j 0.00414084+0.00530348j -0.00576405-4.45682e-05j -0.0061664-0.000316005j -0.000708952+0.0029748j 0.00955398-0.00381867j 0.00333318-0.00154811j 0.00731875-0.00667859j -0.0019677+0.00707487j -0.00324933-0.00215935j 0.000848902-0.00291127j 0.00718544-0.00153734j -0.00432904-0.00776216j -0.00450443+0.00318939j 0.0107694-0.00129887j -0.00385745+0.0057214j 0.00458543-0.00103614j -0.00176733+0.00365655j -0.0046754-0.00284682j -0.000884792+0.0100022j 0.0101378-0.00266887j 0.00322817+0.00260367j 0.00340649+0.00509308j -0.00669362+0.0112972j -0.000690097-0.00182006j -0.00369214+0.0135128j 0.00208329-0.00317296j 0.0152515-0.00354591j -0.000933774-0.00644969j -0.00135633+3.90731e-05j -0.00189792+0.00212306j -0.00208846+0.00231845j -0.0101289+0.000541865j 0.00809516-4.15673e-05j -0.00279877-0.00779318j 7.37645e-05+0.000326624j 0.00204163-0.00874573j -1.68793e-05-0.0110386j 0.00364976-0.00586757j -0.00806099-0.00198482j -0.000853226+0.00864618j 0.00463975+0.0113079j 0.00628275+0.000771918j -0.00836996+0.00554985j 0.00656001-0.00911494j 0.00169003+0.0111466j 
-0.00173767+0.00284229j 0.00233929-0.000138476j 0.00387249-0.00062583j 0.00222821-0.00253037j -0.00265878-0.0015954j -0.0067084+0.00266234j -0.0046022-0.000735991j 0.000344511-0.00231912j -0.00491464+0.00179402j -0.00366232+0.00136463j -0.00480306+0.00242982j -0.0055173+0.00252161j 0.00615748+0.000559895j -0.00502238-0.000671401j 0.000817073-0.00168765j -0.00123021+0.00243442j 0.0019728-0.000119825j 7.01838e-05-0.00145478j 0.00143139-0.00255505j -0.00108316-0.000979921j -0.00282517-0.00184794j 0.00676413-0.000635234j 0.000342959-0.000542061j 0.000549579+0.00168512j -0.000200759+0.00177292j 0.00187472-0.00215571j -0.00286945+0.00270445j 0.00219793-0.00350797j 0.00563865+0.0054854j -0.00176742+0.00167345j 0.00192929-0.00500177j -0.00385421+0.000612993j -0.00246016-0.00111131j -0.00278858-8.28052e-05j -0.00059682+0.00685234j 0.00496407+0.00512586j 0.00512905-0.00647644j 0.00610688-0.00444499j -0.00190323+0.00328957j 0.00580961-0.00187974j 0.00404101-0.00428933j -0.011281+0.00470241j -0.0035731-0.0041316j -0.00102545+0.00296873j -0.00645819+0.00250021j 0.00369948-0.00145127j -0.00393541+0.00431756j 0.00764025-0.00216211j -0.00475943-0.00104679j 0.00548581-0.00231675j -0.0031102-0.000891482j 0.000935517+0.00242344j -0.0108112-0.000873064j -0.0109094+0.00177659j -0.0175532-0.00927752j 0.00716469-0.00189795j -0.00437994-0.00123504j 0.00828233-0.00820742j -0.0102568+0.0110913j 0.00379043+0.00312042j 0.0104536+3.30845e-05j -0.00279267+0.00140534j 0.00867509+0.00356781j 0.00668083-0.00363569j -0.000253433-0.00267684j -0.00779887-0.00285776j 0.00955597+0.0148498j 0.00746184+0.0131764j 0.0135858+0.00104624j 0.00511649-0.00242865j 0.00329302+0.00559223j 0.00546216-0.00198945j -0.0048078+0.00609465j -0.00547287-0.00961983j -0.00803886-0.00185173j -0.00788076-0.0104301j 0.00407697-0.00775553j 
