-0.932604+1.29494e-16j 0.100643-0.00169733j -0.12019-0.00023256j -0.0398541-0.00142036j 0.0186268+0.000471427j -0.104479+0.000300626j -0.0809896+0.000443033j 0.0113057+0.000173945j 0.0503391-7.33999e-05j -0.00707031+0.000146866j -0.0058658+8.46066e-05j 0.000442188+7.48782e-05j 0.00455294-0.000230561j 0.0307999-6.84552e-05j 0.0289564+6.96418e-05j -0.00676319-5.54406e-05j 0.00425635-0.000109618j -0.0103002+9.68951e-05j -0.0147204-5.244e-05j 0.00227575-0.000208661j -0.00765966-0.000179797j -0.0219075-0.000126472j 0.00674316+0.000198561j -0.0373135-0.000251024j 0.0471529-0.000360668j 0.0597174+0.000174609j 0.0280789-0.000306351j -0.0226862+0.000361793j 0.01233+5.01263e-05j -0.0342667-7.66003e-05j -0.0117425-0.000101345j -0.00414294-0.000178684j 0.0148595+0.000112232j 0.00918247+0.000112026j 0.000669316-3.69472e-06j -0.0165479+5.45056e-06j -0.0179339+9.25136e-05j 0.00258763-3.46639e-05j -0.00543836-1.33275e-05j 0.0261849-0.000119057j -0.0489823+0.000163732j 0.0239294-0.000173664j 0.0571412+6.54656e-05j -0.0322869+0.000422861j -0.011935+0.000110326j 0.0115852+4.34886e-05j 0.00220733+9.36285e-05j -0.0327852+0.000216834j 0.00679089+0.000129125j -0.00454098-0.000313763j 0.0176959-0.000186626j 0.00208944+4.37419e-05j 
-0.0117425+0.000101345j 0.0703425+5.20007e-05j -0.0289741-2.93314e-05j -0.0485856-8.03992e-05j -0.0264463-6.17753e-05j -0.0183152+1.05527e-05j -0.0127172+0.000435015j 0.0139562+0.000114057j 0.0233167-6.59309e-05j -0.0689625-4.24984e-05j 0.0325575-0.000383393j -0.0397776-0.00020646j 0.0136433-0.000228464j 0.0162067+0.000191244j -0.0543016-0.000306875j -0.0763872-0.000540264j -0.0372293-0.000542102j -0.0318447-0.000297639j 0.00322903+0.000173775j 0.00193145-9.75745e-05j -0.0909608-0.000739225j -0.0495897+4.39129e-05j -0.0198957-3.23222e-05j -0.0728198-0.000692527j 0.00363918+0.00011171j 0.109149+8.7969e-05j -0.0678662+0.000262027j -0.0635903-0.000346264j 0.016761+3.34974e-06j -0.0710953+0.000307466j 0.0503877+3.26055e-15j 0.0641256+0.00151335j -0.0506908+0.00103508j -0.162548+0.00148231j 0.00642561+1.59575e-05j 0.0348186+0.000481081j -0.0766578-0.00157466j -0.0417076+0.000595118j 0.134133-0.000489699j 0.295166-0.000261315j 0.704662+2.88949e-05j 0.140049+0.00138021j -0.20293+0.000532615j -0.111946+0.000124168j 0.0209334-0.000577459j 0.0954039-0.000431262j -0.0591098+0.00124767j 0.128286+0.000446811j -0.0183534-0.000476814j -0.123889+0.00131547j -0.082718+0.000598275j 0.00760935-0.000860301j 
-0.00414294+0.000178684j 0.0774944+0.00128543j 0.0305396-0.000252538j 0.0141622-0.000508969j -0.00587007-0.000358613j -0.00304241-0.000183082j 0.245124+0.00112335j -0.0474134-0.000496253j 0.0211851+0.00053576j 0.0866777-0.000266176j 0.00851803-0.000441296j -0.0406182+0.000370566j -0.0871202+3.22196e-05j 0.0868456-0.00103396j -0.00502269+0.00040523j -0.013009-0.000790064j 0.0301082-0.00072364j -0.073019-0.000440871j -0.0154117-0.000257092j -0.0824145-0.00012009j -0.0798132+0.000567039j -0.0438893-0.00011557j 0.0214485-0.000103802j -0.096608-0.000469557j -0.0928411+0.000580296j 0.0802182+0.000185429j -0.0794105+0.000406021j -0.18609+0.00017765j 0.35511+0.00182519j -0.00177894-0.000986257j 0.0641256-0.00151335j 0.263435+1.47008e-14j -0.00672421+0.000353711j 0.0382693+0.000636166j -0.0226725+0.000122087j -0.0295347+5.78329e-05j 0.267724+0.000272338j -0.101247+0.000329679j 0.0260112-0.000492972j 0.126173-0.00105963j -0.204665+0.00109412j -0.0425764-0.000605022j -0.00743723+0.000352007j -0.0971907+0.00408726j 0.289762-0.000401013j 0.113381+0.00306054j 0.0219211-0.00018219j 0.0298122+0.000234122j -0.106379-0.000656281j 0.0720321-0.00209106j -0.359334+0.00459259j -0.10672-0.000327533j 
0.0148595-0.000112232j -0.0447197+6.52793e-05j 0.00679135+0.000109599j 0.000129848-0.000205999j 0.0164667+3.34238e-06j 0.017715-0.00018198j 0.0157468-0.000306443j -0.00778512+0.000629993j -0.00444462-0.00099292j 0.0265889-0.000178883j -0.0246106-0.000121692j 0.0191128-0.000109338j -0.0388547-0.000390958j 0.0471454+0.000550126j 0.0108369-0.000437429j -0.0420877-0.000396217j -0.0360851+0.000126691j 0.0418927+0.000437365j 0.0406302+0.000185433j 0.0447926+8.18094e-05j 0.0373654-0.000549537j -0.0224759+0.000559796j 0.0109773-0.000658058j -0.0200719-0.000483963j -0.0384659+8.59958e-05j -0.0767081-0.00137385j 0.0332125+0.000242848j 0.0806737-0.000418189j -0.044106+0.000297004j 0.0608385+0.000664542j -0.0506908-0.00103508j -0.00672421-0.000353711j -0.0832881+1.73515e-14j -0.0355543-0.000156947j -0.112143+0.000223069j 0.291235-3.69424e-05j 0.0382526-0.00055561j 0.454132+2.27402e-07j -0.291654-0.000408998j 0.66065-0.00125132j -0.186176+0.00127477j 0.0983153-0.000348877j 0.0387826+0.000319161j -0.0389166+0.000621382j -0.0636264-0.000790533j -0.012091-7.48444e-05j 0.0238645+0.000198351j -0.0186876+0.000238959j 0.0456839-0.000998618j 0.0181156-0.00116401j -0.00208921+0.000261384j 0.0167508-0.000427988j 
0.00918247-0.000112026j -0.077107-0.000120393j 0.0177982+0.000152165j 0.0236182-8.223e-05j -0.00381021-0.000216293j 0.0161468-4.11343e-05j 0.0244969-0.000668386j -0.0317721+0.000521346j -0.0375363-0.00104759j 0.0773194+3.78903e-05j -0.00936908+0.000320315j 0.0560832+0.000347624j -0.00302005+0.00024538j 0.0356582+0.000425848j -0.0327326-0.00093499j 0.0238213+0.000442458j -0.0739593-0.000231957j 0.026309+0.000803923j 0.0680204+0.000602249j 0.0328921+0.000197464j -0.0273954-0.00148923j 0.0129044+0.001256j 0.0194662+0.000981929j 0.0143146-0.000266231j 0.0128186-9.00748e-05j -0.00992946-0.00050933j 0.0839166+0.00162295j 0.132818-0.000596566j -0.0734291+0.000639872j 0.069758-0.000254578j -0.162548-0.00148231j 0.0382693-0.000636166j -0.0355543+0.000156947j 0.115768+7.91099e-15j 0.0755796+0.000307435j -0.195843+0.00016158j -0.127187-0.000615237j -0.205492+0.000515416j 0.682247-0.00114477j 0.311866-0.00155193j -0.223864+0.00135967j 0.145409-0.00169775j -0.0183912-4.09953e-05j -0.0691867+0.00127471j -0.0838385-0.0013185j -0.00568246+0.000481312j 0.028292+0.00063631j -0.0599135-0.000412493j 0.101216-0.00120112j 0.028041-0.00175386j -0.00910588+0.000662015j 0.0336935-0.000779831j 
0.000669316+3.69472e-06j -0.0300697-6.31085e-05j -0.0163511-0.000128695j 0.0134123-2.52051e-05j -0.0122723+0.000158646j 0.00732771-0.000158336j -0.0109904-0.00057644j -0.0526424-0.000249118j 0.0317039+0.000282336j -0.00946273-0.000615014j 0.0118245-0.000495042j -0.0182047-8.73376e-05j -0.0336765-0.00071263j -0.0222076-8.01402e-05j -0.0004365-2.88111e-05j 0.0152654+0.000504082j 0.00708271+0.000704813j 0.0468609-0.000344589j 0.00613482-0.0006126j 0.0449892+0.0002608j 0.00239949+0.000652074j -0.0885106-0.00081624j -0.0380622-0.000602788j 0.00930548+0.000368567j -0.0308288-0.000533512j -0.0343372-0.000361368j -0.0454479-0.000403795j 0.0502703-0.0001192j -0.0229125+6.82963e-05j 0.00585886+5.31298e-05j 0.00642561-1.59575e-05j -0.0226725-0.000122087j -0.112143-0.000223069j 0.0755796-0.000307435j 0.67242+3.69058e-14j 0.0991861-5.46992e-05j -0.0730913-6.34043e-05j -0.495239+0.00102012j -0.363555+0.00057737j 0.200173-0.00048331j -0.0479039+0.000173182j 0.00280468-0.00028589j -0.0129216+4.52297e-05j -0.0278875+0.000271079j -0.0288278-0.000272038j -0.0200015+0.000139235j -0.00404053+2.65021e-05j 0.00740514-0.000395374j 0.0170519-2.063e-05j 0.000470648-0.000156951j 0.00350397+0.000158931j 0.0108941-0.00016782j 
-0.0165479-5.45056e-06j 0.000718539-0.000372321j 0.0026602+0.000163647j 0.00608632+0.000267169j -0.00700717+5.01934e-05j 0.00645544+0.000186216j -0.0143186-6.44667e-05j 0.00203935+5.39589e-06j -0.0478806-0.000606063j 0.0152663+0.00110212j 0.0118132-0.000696999j -0.0348323-0.000360835j 0.0441107-1.90384e-05j -0.0725352+0.000107801j -0.00503977+0.000182102j 0.0303366+0.00010565j 0.0558177-0.000566666j -0.0127065-0.000513357j 0.0320691+0.000443996j 0.0292668+0.000421884j -0.0457303-0.000111728j -0.00384239-0.000328093j -0.0242006-0.000386549j -0.0114477-0.000338597j 0.0435748+0.00079306j 0.0358207+0.000375338j 0.0561982+0.000647635j -0.000580634+0.000119897j -0.0182276+0.000111657j 0.00428564-1.88211e-05j 0.0348186-0.000481081j -0.0295347-5.78329e-05j 0.291235+3.69424e-05j -0.195843-0.00016158j 0.0991861+5.46992e-05j 0.761236-1.79565e-12j 0.228818-7.49596e-06j -0.100225+6.78597e-05j 0.301-0.000413815j -0.111022-0.000392685j -0.0403971+0.000352528j 0.00349943-0.000314656j 0.0471691-0.000124816j 0.0077211+0.000183355j -0.0129169-0.000166063j -0.0367809+0.000740911j -0.0701809-9.98932e-05j 0.0546408-0.00144037j -0.0323856+0.000552149j -0.0324305+0.000982402j 0.0261833-0.000616554j 0.00300993-5.79275e-05j 
-0.0179339-9.25136e-05j -0.0445329+0.000254431j 0.0107085-0.000200149j 0.00896453-0.000232758j 0.011973-8.64474e-05j -0.00974705-7.71948e-05j 0.158413-0.000823381j -0.0688053-0.000208163j 0.0107085-0.000465816j -0.00340486-0.000763259j -0.063034-0.000416479j 0.0107361-0.00017355j -0.0277311-0.000472386j -0.00931841-0.000400665j -0.00429883-0.000154871j 0.00835915-0.000195307j 0.0370595-0.000105061j -0.0296977-0.00029094j -0.0161885+1.80709e-05j -0.0409877-0.000409135j -0.0621214-0.000457734j 0.0174706+0.000239934j 0.0293672-4.11811e-06j -0.00277911-0.000587454j 0.0284842-9.00115e-05j -0.00338731+0.000219702j -0.10148-0.00100703j 0.0608831-0.000968626j 0.0494343-0.000156459j -0.058783+0.000689558j -0.0766578+0.00157466j 0.267724-0.000272338j 0.0382526+0.00055561j -0.127187+0.000615237j -0.0730913+6.34043e-05j 0.228818+7.49596e-06j -0.68826+5.76622e-14j 0.0233202+0.000176709j -0.054969+0.000464308j -0.154683+0.00118344j -0.121763+0.00126991j 0.0779486-0.00034506j -0.14599-0.00199175j -0.0884809+0.00135877j 0.0191348+0.00127782j -0.0778308-0.000380396j -0.00834793-0.000173298j 0.0289806+0.000537509j 0.0552563+0.00102118j 0.0828316-0.00197529j -0.163696+0.00412372j -0.000445878+0.000133918j 
0.00258763+3.46639e-05j -0.0522754-0.000180903j 0.00577506-3.99963e-05j 0.0224159-3.2622e-05j -0.0365777-6.25311e-05j -0.00849277-2.13925e-06j -0.027365-0.000958063j -0.0718231-0.000309148j 0.0401346+0.000223927j 0.0256083+0.000154808j 0.0653372+0.00032543j 0.0492827-3.43105e-05j 0.03137+0.000447242j 0.0469301+0.000429411j -0.0300985+0.000425737j -0.0121065-0.000374197j -0.0255666+0.000404413j 0.0211022+0.000238885j 0.0422739-0.000375394j 0.0353734-0.000294204j 0.0376523+5.48095e-05j -0.0354521+8.59731e-05j -0.0486258-0.00039376j 0.0153138+0.000236565j -0.00665365+0.000493082j -0.0136378-0.000224227j -0.115425-0.000692685j 0.0879911-0.000232668j -0.026361+7.64961e-05j 0.0474977+0.000508786j -0.0417076-0.000595118j -0.101247-0.000329679j 0.454132-2.27402e-07j -0.205492-0.000515416j -0.495239-0.00102012j -0.100225-6.78597e-05j 0.0233202-0.000176709j -0.495065+1.32364e-13j -0.223705-0.000330381j 0.16122-0.000822028j -0.0617051+3.02902e-05j 0.0247457-0.000156929j -0.0430124+0.000839704j -0.0535507+0.000327163j -0.0486929-0.00100269j -0.0129019-8.99635e-05j 0.0200742-0.00012245j -0.00209385-3.82849e-05j 0.0363991-0.000765877j -0.00667176-0.000557767j 0.013287-9.39545e-06j 0.0212737-0.000467237j 
-0.00543836+1.33275e-05j -0.0167905-0.000312319j 0.00613691+0.000186984j 0.00195708+0.000144987j -0.0132346-0.000221479j 0.00681332+0.000355472j -0.0542602-0.00100183j -0.0984863-0.00205598j -0.0374302-0.000112836j -0.0211094+0.000149974j 0.0667276+0.00124496j -0.0161987+0.000579383j 0.0484472+0.000614941j -0.0134889-0.00053395j 0.0598437+0.00199037j -0.0562384-0.00116845j -0.00381664-0.000268816j -0.0198384-1.81594e-05j -0.047612-0.00115713j 0.0283144-0.000441781j -0.0070168-0.00062591j 0.00702109+0.000138479j -0.00769955+0.0004063j -0.0460506-0.000990814j 0.0621726+0.000703044j 0.0349226+0.00105246j -0.0162386-0.000985261j -0.0102643+3.29823e-05j -0.0219404+0.00024058j 0.0894733+5.90898e-06j 0.134133+0.000489699j 0.0260112+0.000492972j -0.291654+0.000408998j 0.682247+0.00114477j -0.363555-0.00057737j 0.301+0.000413815j -0.054969-0.000464308j -0.223705+0.000330381j -0.0164794+9.37735e-14j 0.0190981-3.07974e-05j 0.104985+0.000750324j -0.0117085+8.07645e-05j 0.0314686-0.0012238j 0.0362752-0.000423194j 0.00707568+0.000871303j 0.00821851+9.56723e-05j -0.0172743+0.000463824j 0.01348-5.38286e-05j -0.00630387+0.000499322j 0.0172852+0.000463529j 0.0274886-0.000242746j -0.00399041+0.000384972j 
0.0261849+0.000119057j 0.0230334+0.000410173j -0.0375242-0.000228777j 0.0197898-8.95816e-05j 0.00139911-0.000232431j 0.0220938+0.000132655j -0.0290652-3.68631e-05j -0.00167093+0.000212286j 0.0759666+0.0013093j 0.00707031+0.000385525j -0.0711653+0.000159549j 0.0176391-0.000431715j -0.059293+0.000592887j -0.0228624-0.000437268j 0.0666138+0.000814537j -0.0574881-0.000923479j -0.0711942-0.000475177j 0.0150957+0.000459474j 0.0126193-0.000230142j -0.0695935-0.00100114j 0.0196629-0.000227487j -0.0077023-0.000279285j 0.014895+0.000301447j -0.00446278-0.000178992j 0.0016075+0.000794451j 0.00410141+0.00117612j 0.0598213-0.00111697j -0.0864779-0.000460764j -0.0338015+1.37548e-05j 0.160751+0.000723695j 0.295166+0.000261315j 0.126173+0.00105963j 0.66065+0.00125132j 0.311866+0.00155193j 0.200173+0.00048331j -0.111022+0.000392685j -0.154683-0.00118344j 0.16122+0.000822028j 0.0190981+3.07974e-05j 0.12774+1.68225e-14j 0.0928158+0.00142946j 0.0116781+0.0015242j 0.106783-0.00144039j 0.0926301-0.00103048j 0.0566757+0.00185671j 0.0281241-0.000749326j 0.0333188+0.000743774j 0.0149304+0.00164987j -0.0112459-7.67163e-05j 0.0628946-7.18989e-05j 0.0274182-0.000177375j -0.0194258+0.000870478j 
-0.0489823-0.000163732j -0.0654623-0.000522678j 0.0241384+7.63721e-05j 0.0283378-9.23777e-05j 0.0102492-4.98521e-06j 0.0229214-9.26227e-06j 0.097933+0.000166349j -0.0181081-0.000512175j -0.0689853-0.000301241j -0.0285013-0.000707863j -0.0177448-0.00014646j -0.0044577+0.000183982j 0.0714673+0.000121379j -0.126988-0.000528014j -0.0456763-0.000198003j -0.025163+0.000465889j -0.0632669+2.28003e-05j 0.000870197+1.94207e-05j 0.0225135+6.8018e-05j -0.00136507+0.000496721j 0.00644055+0.000300978j 0.0580339+0.000628875j -0.0153557-4.31161e-05j 0.0885303+0.00057106j -0.0313511+0.000436703j -0.0755049-0.00101795j 0.0244683+0.000910092j 0.0908159-0.000852057j 0.172277+0.000433727j -0.0838292+0.000582774j 0.704662-2.88949e-05j -0.204665-0.00109412j -0.186176-0.00127477j -0.223864-0.00135967j -0.0479039-0.000173182j -0.0403971-0.000352528j -0.121763-0.00126991j -0.0617051-3.02902e-05j 0.104985-0.000750324j 0.0928158-0.00142946j -0.0609176-1.94181e-15j -0.0664353-0.000115973j 0.0903538+0.00124942j 0.0603334-3.90397e-05j -0.0673677+4.60109e-05j -0.0821986-0.000380296j -0.0635434+0.00100378j 0.116803+0.000854819j -0.0254721-0.00154847j 0.124772-0.00177031j -0.00599343+0.000512947j -0.023352+0.000266086j 
0.0239294+0.000173664j -0.00515504+0.000209139j 0.0267019+6.4472e-05j 0.0382106-5.86044e-05j 0.00734758-0.000234302j 0.00842746+0.00011125j -0.0057622-0.00136875j -0.0819683-0.000137048j -0.0961727-0.00108782j 0.139474+0.00116287j -0.00603955+0.00021148j 0.0291575+1.52287e-05j -0.0872707-0.000257674j 0.0668371+0.000590735j 0.0739139+0.000752201j 0.03621+3.23552e-05j -0.0457719-0.000270718j -0.0106732+5.34589e-05j 0.0189197-8.51513e-05j -0.0283748-0.000279473j 0.00221642-0.000881339j -0.00464311+0.00026781j -0.00293767-3.45295e-06j -0.0676562-0.00115771j -0.0313115+0.000427885j 0.0323627+0.000505282j -0.0217914+9.3409e-05j 0.0120496+0.000129046j -0.236963+0.00091573j -0.797599-0.00349353j 0.140049-0.00138021j -0.0425764+0.000605022j 0.0983153+0.000348877j 0.145409+0.00169775j 0.00280468+0.00028589j 0.00349943+0.000314656j 0.0779486+0.00034506j 0.0247457+0.000156929j -0.0117085-8.07645e-05j 0.0116781-0.0015242j -0.0664353+0.000115973j 0.0369727+8.73e-16j -0.0954419-2.93238e-05j -0.0587012+0.000397401j 0.0482179-0.00071773j 0.00861982-0.00154802j -0.0832785+0.00214712j -0.0932995+0.00185091j 0.105165-0.00115589j -0.0045978-0.00143742j -0.0311372+0.00122369j 0.0401813-0.000526765j 
0.0571412-6.54656e-05j -0.12916-0.000281842j -0.0722696+0.000298478j -0.0222398+0.000490885j -0.00917167-0.000300922j 0.021626+0.00055611j -0.297115-0.00117201j -0.107783-0.00240617j 0.0296949-0.000207688j 0.0415411+0.000171132j -0.0936956-0.000136097j 0.0491637+0.00101571j -0.000179903-0.000633151j 0.0086564-0.00100503j 0.0434039+0.000679583j 0.0259957-2.19433e-05j -0.0175761-0.000510717j -0.0192617-0.000976675j 0.00116761-0.000215273j 0.0193632-0.000107308j 0.0188759-0.000160441j 0.0424524-0.00014053j 0.0072444+0.000990675j 0.0120586-0.00158131j 0.0490633-0.000571001j -0.106459+0.00122078j 0.120524+0.000160189j -0.0504805+0.00312546j 0.590854+0.0020918j -0.270861-0.00179082j -0.20293-0.000532615j -0.00743723-0.000352007j 0.0387826-0.000319161j -0.0183912+4.09953e-05j -0.0129216-4.52297e-05j 0.0471691+0.000124816j -0.14599+0.00199175j -0.0430124-0.000839704j 0.0314686+0.0012238j 0.106783+0.00144039j 0.0903538-0.00124942j -0.0954419+2.93238e-05j 0.175042+5.45842e-16j 0.142591-0.00106031j -0.0643408+0.00076788j 0.0890194-0.000859653j -0.0230301+0.000770938j -0.187356+0.00145015j -0.0927808+0.000372205j 0.0563176+0.000354254j 0.123769-0.00384121j -0.0812929+0.00149059j 
-0.0322869-0.000422861j -0.161958-0.000182971j 0.0103703+0.000328319j -0.0255597-0.000289746j -0.0045053-4.61132e-05j -0.0169297-0.000305473j 0.164349+0.00226769j -0.125544+0.00105579j 0.0089118-0.000759394j -0.0160776-0.000551285j 0.0510493+0.000105169j -0.0254372+7.02999e-05j 0.0441707+0.000875018j 0.0185596-0.00017059j -0.0631012-0.00152416j 0.00651366-0.000367174j -0.00774002-0.000689503j 0.0548054+0.000966169j 0.0424484+0.000852678j 0.0547365+0.00127783j 0.0357653+0.000320944j 0.0213709+0.000345225j -0.0388552-0.000755794j 0.10551+0.00144661j 0.0487121+0.000479725j -0.132892-0.00202655j 0.0482668+0.00120324j -0.602415-0.00373393j -0.303827-0.00339901j -0.0420873+0.00122319j -0.111946-0.000124168j -0.0971907-0.00408726j -0.0389166-0.000621382j -0.0691867-0.00127471j -0.0278875-0.000271079j 0.0077211-0.000183355j -0.0884809-0.00135877j -0.0535507-0.000327163j 0.0362752+0.000423194j 0.0926301+0.00103048j 0.0603334+3.90397e-05j -0.0587012-0.000397401j 0.142591+0.00106031j 0.100711-1.30538e-16j 0.0704877+0.00310361j -0.145972-0.00114593j -0.00196042+3.65703e-05j -0.036792+0.00070165j -0.170276-0.00071353j 0.20068-0.00173521j -0.0731191-0.00124279j -0.127325+0.0020536j 
-0.011935-0.000110326j -0.0319389+0.000307953j 0.0090094+4.13306e-05j -0.00826366-0.000132389j -0.000140749-2.31116e-05j -0.00939169-0.000122597j 0.130718+0.00109878j -0.0314317+0.000388923j 0.0107539-9.46508e-05j 0.0167214-0.000395666j 0.00351306-0.000143602j -0.00370014+2.10709e-05j -0.00907003-0.000118298j 0.00768935-0.000342872j -7.7073e-05-0.000428963j -0.00113311-0.000551704j -0.00654673-0.000309717j 0.000509987-0.000215265j 0.00406961+4.37123e-06j -0.000615475-0.000216217j 0.0089651-0.000429457j -0.00781251-0.000113527j -0.00819007+0.000177842j 0.00620124-0.000419349j 0.0215791-0.000382373j -0.00283172+0.000319421j -0.0229414-0.000940569j -0.105131-0.000927668j 0.0271756+0.000902335j -0.0448071-0.000112374j 0.0209334+0.000577459j 0.289762+0.000401013j -0.0636264+0.000790533j -0.0838385+0.0013185j -0.0288278+0.000272038j -0.0129169+0.000166063j 0.0191348-0.00127782j -0.0486929+0.00100269j 0.00707568-0.000871303j 0.0566757-0.00185671j -0.0673677-4.60109e-05j 0.0482179+0.00071773j -0.0643408-0.00076788j 0.0704877-0.00310361j 0.327995+1.30495e-15j 0.0263692+0.00120072j 0.00270373-5.63041e-05j 0.210605+0.00155025j 0.0967935+0.000532762j 0.0210764+0.00448481j 0.636229-0.00649961j 0.0882112+0.00421372j 
0.0115852-4.34886e-05j -0.0400141+5.44476e-05j 0.0037867+0.00013418j 0.00640338+7.16269e-05j 0.00324659-8.19858e-05j 0.00595793+8.41581e-05j 0.0322382-0.000491326j -0.0349103+0.000264785j 0.0126104-0.000458646j 0.0516887-0.000196125j -0.0236953+0.000249623j 0.00113326+0.00025263j -0.0298449+0.000237889j 0.057196-0.000210068j 0.0429633-0.000554154j 0.0377085-0.000215691j 0.00422147-0.000334217j 0.0104143+0.000165798j 0.00311762+0.000296214j 0.0203716+0.000163059j 0.0348674-0.000355723j 0.0102178+3.79237e-05j -0.0320859+0.000348299j 0.00672822+3.76718e-05j 0.0850184-0.00088133j -0.0482662+2.28552e-05j 0.0569377+9.18047e-05j 0.0589356-0.000695252j -0.0668314-1.03024e-05j -0.0279171-0.000865111j 0.0954039+0.000431262j 0.113381-0.00306054j -0.012091+7.48444e-05j -0.00568246-0.000481312j -0.0200015-0.000139235j -0.0367809-0.000740911j -0.0778308+0.000380396j -0.0129019+8.99635e-05j 0.00821851-9.56723e-05j 0.0281241+0.000749326j -0.0821986+0.000380296j 0.00861982+0.00154802j 0.0890194+0.000859653j -0.145972+0.00114593j 0.0263692-0.00120072j -0.134217-1.23773e-15j 0.0055637-0.00020233j -0.0348378+0.000104956j -0.514327+0.00716137j -0.595827+0.00755015j 0.0760347-0.00603116j -0.113621+0.00188566j 
0.00220733-9.36285e-05j 0.00591622+9.25294e-05j -0.00590611-7.4319e-06j -0.00497434-4.74795e-05j 0.0084713+2.156e-05j -0.00517506-7.46533e-05j 0.00459007+0.000233286j 0.0103001+0.000275065j 0.0213719+0.000189542j -0.0202803-0.000327605j 0.00180543+0.00013291j 0.00175188-0.000105177j -0.00522805+0.000149687j 0.0077514-0.000172812j -0.00391793-0.00024667j -0.0040699-1.50553e-05j 0.00372598+0.000277705j 0.00369888+0.000104099j -0.00240681-4.5508e-05j 0.0016227-8.01278e-05j -0.000100978+7.27723e-05j -0.00175514-9.54921e-06j -1.71652e-05+6.98822e-06j -0.0060275+0.00026242j 0.010788-0.000201644j -0.000495627-9.62941e-05j -7.32818e-05-0.000388542j -0.00230978-0.000141435j -0.00651787-0.00021332j 0.0924686+0.00242422j -0.0591098-0.00124767j 0.0219211+0.00018219j 0.0238645-0.000198351j 0.028292-0.00063631j -0.00404053-2.65021e-05j -0.0701809+9.98932e-05j -0.00834793+0.000173298j 0.0200742+0.00012245j -0.0172743-0.000463824j 0.0333188-0.000743774j -0.0635434-0.00100378j -0.0832785-0.00214712j -0.0230301-0.000770938j -0.00196042-3.65703e-05j 0.00270373+5.63041e-05j 0.0055637+0.00020233j -0.940025-1.68402e-14j 0.0033238+4.95022e-05j -0.00470446-4.22351e-05j -0.00668058-0.00014559j 0.00131578-2.03057e-05j -0.000353047+1.48595e-05j 
-0.0327852-0.000216834j -0.0436048-0.00023286j 0.0179422-3.59154e-05j 0.0263312-0.000183575j 0.0201134+7.00269e-05j 0.0020989-0.000166931j 0.135067+0.000464258j -0.0209642+0.000310224j -0.0161905+3.52783e-05j 0.0107859-0.000694963j 0.0040355+9.11186e-05j -0.00969627-0.000179759j 0.0455414+0.000484045j -0.0791268-0.000477082j 0.0126042-0.000300161j -0.00798785+0.000104704j -0.0104579+0.000367306j 0.0167092+0.000385551j -0.00297444-5.04791e-05j -0.0111561+0.00021042j 0.0437416+0.000256862j 0.0120965+0.000255049j -0.00430024-0.000141308j 0.0777787+0.000944441j -0.0058605+0.000405007j -0.0291627-0.00070036j -0.0373694-0.000208631j 0.0266218-0.00219263j 0.000988141+5.70206e-05j 0.134731+0.00328196j 0.128286-0.000446811j 0.0298122-0.000234122j -0.0186876-0.000238959j -0.0599135+0.000412493j 0.00740514+0.000395374j 0.0546408+0.00144037j 0.0289806-0.000537509j -0.00209385+3.82849e-05j 0.01348+5.38286e-05j 0.0149304-0.00164987j 0.116803-0.000854819j -0.0932995-0.00185091j -0.187356-0.00145015j -0.036792-0.00070165j 0.210605-0.00155025j -0.0348378-0.000104956j 0.0033238-4.95022e-05j -0.749497+1.51704e-14j 0.133019+0.00175698j -0.0115041-0.00163245j 0.0720607-0.00127441j 0.0609478+0.000925273j 
0.00679089-0.000129125j -0.0561545-0.000532979j -0.0278248-1.99873e-06j -0.0374688+4.4766e-05j -0.010105+6.88524e-05j -0.00647978+2.78013e-06j -0.0625905+0.00165131j -0.000692046-0.000861694j 0.0149903+0.000570435j -0.0641184-0.000236788j -0.029547-0.000104152j 0.0400744+0.000338269j 0.0320514+0.000190035j -0.0436171-0.000683689j -0.0028513+0.000529884j -0.0151309-0.000195218j -0.0287127-0.000440224j 0.0400778+0.000268463j 0.00656864-7.64731e-05j 0.0509357+0.000127238j 0.0342805+0.000635881j 0.0236258+0.000299913j 0.00396256+6.6823e-05j 0.0518015+0.000569416j 0.0831436+0.000887761j -0.0742964-0.000677869j 0.0352746+0.000349325j -0.222371-0.00118527j 0.260758+0.000907369j -0.0119475-0.00170848j -0.0183534+0.000476814j -0.106379+0.000656281j 0.0456839+0.000998618j 0.101216+0.00120112j 0.0170519+2.063e-05j -0.0323856-0.000552149j 0.0552563-0.00102118j 0.0363991+0.000765877j -0.00630387-0.000499322j -0.0112459+7.67163e-05j -0.0254721+0.00154847j 0.105165+0.00115589j -0.0927808-0.000372205j -0.170276+0.00071353j 0.0967935-0.000532762j -0.514327-0.00716137j -0.00470446+4.22351e-05j 0.133019-0.00175698j 0.166436-5.67255e-16j -0.169544+0.000731052j -0.0829093+0.00436176j 0.376448-0.00409508j 
