-0.131323-4.38885e-16j -0.0801928-0.00707183j 0.00527348+0.00426445j 0.00288341-0.00272133j -0.15746+0.00234935j -0.227144-0.00134195j 0.113351+0.00584386j 0.0797473-0.00405616j -0.0310991+0.0020151j -0.396392-0.00379413j -0.0159085+0.000509999j 0.0997554-0.0110105j -0.0848565-0.0106562j 0.0342704+0.00695016j 0.0272121+0.0183509j -0.0166329-0.000445137j 0.0167713+0.0304196j 0.0564868-0.0259497j -0.0199937+0.0119747j 0.019205+0.0134026j -0.0444421+0.0126485j 0.0282555-0.00493676j 0.0438297-0.021281j -0.00707869+0.0275423j 0.0431514-0.018494j 0.0294489-0.00608549j -0.0175095+0.00199282j -0.0764162+0.0178339j 0.0357379+0.0240485j 0.0457793+0.00693535j -0.00524704-0.00182148j 0.00607681+0.0255013j -0.00678408+0.0114611j -0.023464+0.0307563j -0.00195365-0.0348025j -0.00343261-0.0129875j -0.0317042+0.0102907j 0.0470199+0.0151798j -0.0110832-0.00723585j 0.0161884-0.00350093j -0.0174815-0.021166j -0.00030833+0.0417108j -0.00121902+0.0531873j 0.0238588-0.00574695j -0.0360759-0.0321312j -0.0190298+0.0114074j -0.0111659+0.0729514j 0.00112247-0.0377989j 0.0815921+0.00466767j -0.00494966+0.00823363j -0.00690235-0.00241955j -0.0107274-6.16389e-05j 0.00554836-0.00610701j -0.00142031+0.00376677j 0.0176471+0.00771918j 0.003065-0.015587j 0.0145527-0.00247056j -0.000766916+0.0118851j 0.0105681+0.000465372j 0.00121385+0.0383067j -0.00979036-0.0323137j 0.00709576-0.00717593j 0.0147227-0.0168314j 0.00952917-0.00510418j 0.0298929-0.00725987j -0.0125022+0.00372794j -0.00972883-0.0307161j 0.000181446-7.26381e-05j -0.0205466+0.00421706j 0.0241043-0.00451305j 0.0423651-0.00111145j 0.00570293+0.0597031j 0.00453137-0.0127371j -0.00177369+0.0045304j -0.0506333+0.0383672j 0.0207164+0.0202594j -0.0272318-0.0120305j 0.00724433-0.0254809j -0.00531877-0.00654524j -0.00586483+0.0171313j -0.00814851+0.00833454j 0.00710707-0.0174155j 0.000761689+0.00320309j 0.00558959-0.0166609j -0.00530831+0.0217564j -0.00815018+0.0155081j -0.00677514+0.00914557j -0.0158488+0.0262499j -0.00395263-0.00142253j 0.0177035+0.0137489j 0.0325559+0.0400312j 0.0457675+0.00983306j -0.0301206+0.00665171j -0.008889+0.00895567j -0.0265071-0.00856314j 
0.0815921-0.00466767j 0.0337957-0.0370369j -0.0309852-0.0137645j -0.0106893+0.0316353j -0.0157668-0.00800163j -0.0165612-0.0104847j 0.000331827+0.011881j 0.0102669-0.00282591j -0.011887+0.00073056j 0.00099095-0.0119936j 0.0440803+0.0169074j 0.0106603-0.0319546j -0.0142556-0.0015645j 0.0533485-0.0128423j -0.036656+0.0145476j -0.0234341-0.00433803j -0.0105546+0.0307401j 0.00119254-0.0288663j 0.011142+0.00522169j -0.00553444+0.00580672j -0.0082949+0.0278087j -0.0432636+0.00243749j -0.000659262-0.0290038j 0.0505597-0.0110617j -0.0194497-0.0132136j -0.00979958-0.0123576j 0.0263378-0.00330689j 0.056273+0.0325989j 0.0791786-0.0249994j -0.114445+0.0152121j 0.00764619+0.0026816j -0.142268-0.0165603j 0.0190535-0.162736j 0.00499609-0.193951j 0.109009+0.082748j -0.0371216+0.00665592j 0.0513085-0.000779458j -0.0811413+0.0205652j -0.00624472-0.0361802j 0.0153721-0.0141233j -0.0203573-0.0181648j -0.0274638+0.00414919j -0.00371034+0.027867j 0.0605224+0.00771275j -0.0203969-0.0136621j 0.00423659+0.000316051j -0.0200314+0.0115681j -0.0477934-0.000279564j 0.0223374-2.55004e-16j -0.0341456-0.0239306j -0.0365643+0.00984313j 0.0748144-0.0370168j 0.0690749+0.000474257j -0.0529247-0.0112845j -0.0138692-0.0895349j 0.0317105-0.00426826j 0.000311078+0.0445826j -0.0330702-0.0218603j 0.00651218-0.0425288j -0.00633177-0.0774868j -0.051937+0.0772385j -0.037082-0.00514047j 0.00843758-0.00983775j -0.0401997-0.0169441j -0.0758117+0.0194279j 0.0147953-0.000109848j 0.0218576+0.0298463j -0.0193315+0.0317401j -0.00739761+0.0198824j -0.0613545+0.0073548j -0.0632614-0.0193976j -0.0474135-0.0429609j -0.0124076+0.0226926j -0.0030402-0.00840205j 0.0322654-0.0431613j -0.0183383-0.0526513j 0.0843247+0.00657639j 0.0147423+0.00178938j 0.00781895+0.0341357j 0.0044074-0.0077424j 0.0175222-0.00292222j -0.0141268+0.00669735j 0.00308927-0.00315244j -0.00863556-0.00803044j 0.00714829+0.0217685j -0.0106278+0.0323489j 0.0065328-0.0166311j 0.0238267-0.00631458j 0.0178811+0.0252623j 0.0201004-0.00264579j -0.0248793-0.0286337j -0.0391809+0.00487428j 0.035149+0.0140558j -0.0087678+0.00400359j -0.00719111+0.00228636j 
-0.00494966-0.00823363j -0.0293704+0.00914918j 0.0174992+0.00175198j -0.000863009-0.0150646j 0.0188081-0.00405658j 0.00706585+0.000137324j -0.00288996-0.00939989j -0.0159124-0.00338905j 0.0383679-0.000649759j 0.0223621+0.00369794j 0.0262589-0.00185765j -0.0211454-0.0081247j 0.0300001-0.00607474j -0.0162806+0.00632931j -0.0415027+0.00905304j 0.0531059+0.00779113j -0.00893941+0.017366j 0.0111784-0.0151015j 0.0689957+0.00966025j -0.0140419+0.00321614j -0.0237298+0.00954171j -0.0120172-0.000306717j -0.00585205-0.0101791j 0.0187594+0.00960438j -0.0603789-0.0127013j -0.0166135-0.00315584j -0.0422067-0.0100848j 0.00633366+0.0013329j -0.0703796+0.00280422j 0.025018-0.0047196j -0.0250431-0.0040391j 0.0433816+0.00237748j -0.0145825+0.0789984j 0.00417917+0.0666956j -0.0524734-0.0204894j 0.0131331+0.00233219j 0.0125291+0.0259936j -0.0506696-0.0316906j 0.0281503-0.00871823j -0.0105062+0.0113002j 0.00658141+0.0255211j 0.0127097-0.0325354j 0.02629-0.0531408j -0.0468865-0.0251603j -0.0313938+0.0123404j -0.0364614-0.0111088j 0.0157224-0.0277834j 0.0575212+0.0103948j -0.0341456+0.0239306j 0.076393-7.00828e-16j -0.0158422-0.048875j -0.0376481+0.0139924j 0.0174677-0.00561094j 0.0395739-0.00395995j -0.00161333+0.0171727j -0.0378672+0.0164914j -0.0112131-0.0129362j 0.0394895-0.00253761j 0.0167674+0.0388531j 0.0241941-0.00219127j -0.000518682-0.0151395j -0.00237392+0.0340135j -0.0197989+0.0165575j -0.0191184+0.00692162j -0.0294855+0.0322133j 0.0165487-0.0206203j -0.0227826-0.00885592j 0.0191218+0.0107821j 0.0192647-0.0551358j -0.00532871+0.00940321j -0.0353786+0.0152402j 0.0245975+0.0379229j 0.0684148+0.00416402j -0.0183788-0.00328975j 0.0290709-0.19894j 0.0559148-0.232015j 0.154903+0.0780617j 0.230645+0.0147807j -0.0390729-0.0221757j -0.0227531+0.00764159j 0.0154453+0.00954948j -0.00415735+0.00465817j -0.00366373+0.00205823j -0.00685166+0.000342289j 0.0162562-0.0145284j 0.0370138-0.0137566j 0.0154094-0.00518323j 0.0426601-0.0334376j -0.0315898+0.0237287j -0.0217058-0.0249471j -0.0647538-0.0284809j -0.111938-0.032227j -0.0192824+0.0275945j 0.0164576+0.0106096j -0.00201595+0.00824909j 
-0.00690235+0.00241955j 0.00670509-0.0253696j 0.00066992+0.0126767j -0.00838832-0.00594838j -0.00566211+0.00769548j -0.0048818+0.00239556j -0.000593491+0.0114392j -8.09037e-05-0.0069367j -0.0123399+0.00845191j -0.0156526-0.00546116j -0.00813623+0.0326703j 0.0378512-0.00223164j -0.000425348+0.0105632j -0.00800386-0.00428961j -0.00201563-0.0308456j -0.000629864+0.0374879j 0.000406887+0.00176196j 0.00862182+0.00910506j 0.00364421+0.0430723j -0.00115082+0.00776598j -0.00351398-0.01981j 0.0129942-0.0139137j -0.00269262-0.00534296j -0.0235739+0.0364288j -0.00621333-0.0411448j 0.018146+0.00990714j -0.0341995-0.0298374j -0.06327-0.020726j 0.0106627-0.073589j -0.0153149+0.00347463j 0.0453655+0.0111301j 0.0213489+0.0312144j -0.0592309-0.0193576j -0.0407621+0.00717649j 0.00775835-0.0291962j -0.0145949-0.000865328j -0.0633989-0.00353815j 0.12567-0.00114465j -0.0310766+0.00479244j 0.0288041+0.000735203j -0.0336678-0.0074085j -0.00842506+0.0100148j 0.00414145+0.0142612j 0.0664955-0.0184738j 0.0474691-0.0271953j 0.0488974-0.0132374j 0.027276+0.0146141j 0.0248543+0.0416315j -0.0365643-0.00984313j -0.0158422+0.048875j 0.0512778-4.85723e-17j 0.00478218-0.0178475j -0.0406434+0.000562467j -0.0161284+0.00683976j -0.02094+0.0106451j -0.0013512-0.0229622j -0.00698372-0.00245877j 0.0123665+0.0114167j -0.0161228+0.00624841j -0.00874439+0.00420553j 0.00281101+0.00632058j -0.015527+0.0136021j -0.0217794-0.0150701j -0.0101138-0.00514771j -0.0446903+0.000315023j 0.00704114+0.0142058j 0.0241146+0.00226102j 0.000539349+0.0176513j 0.0236076+0.0100728j -0.0585006+0.00430769j -0.0377825-0.022162j -0.017613-0.0124864j -0.0223219+0.0455683j 0.00726906-0.0374201j 0.282422+0.0527314j 0.295287+0.0408949j -0.0889182+0.182038j -0.0238209+0.234909j 0.00614682-0.0531319j 0.0129381-0.0194288j -0.00241624+0.0134578j -0.0241038-0.0120004j 0.00555805-0.00136168j -0.0198504-0.0154703j 0.0620678+0.0282273j 0.0776138+0.0434543j 0.0219296+0.0136722j 0.0941809+0.0571323j -0.0516316-0.0400055j 0.0393751-0.0569457j 0.0116661-0.102226j 0.100576-0.168845j -0.0228802-0.0777278j 0.0360952+0.0307137j 0.012075+0.0611009j 
-0.0107274+6.16389e-05j -0.0103225+0.0101463j 0.000506179-0.00712453j 0.00670088+0.00865516j -0.00217066+0.0070753j 0.00799574+0.0102968j -0.00300468+0.0127388j 0.0100555+0.0115911j -0.00975386+0.000926009j 0.0138249+0.015137j 0.0250801-0.00575028j -0.0171613-0.00447526j 0.0862968+0.0163711j -0.0453326-0.00677542j -0.00501157+0.0043316j -0.00648653-0.00833962j -0.025785-0.00707073j -0.011821-0.00899404j 0.0285208-0.00769272j -0.00600403-0.00424196j 0.00402211+0.00676118j -0.0372998-0.00946328j -0.0411708+1.51009e-05j 0.0212003-0.00099051j -0.00326918+0.00408251j -0.00649138+0.00866291j 0.0238637+0.0169984j 0.0110757-0.0166798j -0.00857465+0.018791j -0.00542213+0.00889654j -0.00863656-0.00858936j 0.0486971-0.0107189j 0.0125741+0.0365675j 0.00943118+0.0218166j -0.0123143-0.0119787j -0.0310436-0.0119466j -0.0528624-0.00169881j 0.140701+0.00494799j -0.064088+0.00648137j 0.0533983-0.00871745j -0.00196851-0.00719732j -0.0164546+0.0292774j -0.0435672+0.0115344j 0.0569088-0.00554327j 0.039399-0.034343j 0.0260944-0.00130174j -0.000781221+0.0618319j 0.0780443-0.0562538j 0.0748144+0.0370168j -0.0376481-0.0139924j 0.00478218+0.0178475j -0.0710343+3.44169e-15j -0.0180349-0.0185692j -0.0238645-0.00771425j 0.00251529+0.057789j 0.0182152-0.00633813j 0.0149246+0.0172372j 0.0483827-0.0009627j 0.00273156-0.01948j -0.0124455+0.0354159j -0.0114053-0.0258629j 0.0242282+0.0369916j -0.00150609-0.0131672j 0.0233061+0.0490808j 0.0459111+0.015206j -0.0453558-0.00868564j 0.0208582+0.00362597j -0.000565166-0.0239913j -0.0173396+0.00393116j 0.0142137+0.0504938j 0.031823+0.0417297j 0.0746032-0.177838j -0.0957069+0.141303j 0.0219505-0.0971878j 0.133855+0.0815491j -0.212392-0.0298429j 0.0171841-0.0342951j -0.0343826-0.0866696j -0.02262+0.00798411j 0.0294422+0.0120141j 0.0187224-0.021189j -0.0133801-0.00575506j 0.00863679-0.00536768j -0.00257347-0.0134356j 0.0191186-0.0185504j 0.0190544-0.0593885j 0.0221409-0.051278j 0.00584623-0.00103094j 0.0349479+0.0176617j -0.0602663-0.0491714j 0.0175897-0.00568527j -0.0183362+0.0244254j 0.0433794-0.00601281j 0.0889876-0.122698j 0.157513+0.0834348j 
0.00554836+0.00610701j 0.0100921+0.000540228j -0.00716998-0.0054791j -0.00740896+0.00627151j -0.0101911+0.00819546j -0.00112939+0.0146225j -0.00361186+0.0194117j -0.000844771+0.00495865j 0.00250304+0.0128225j 7.39254e-06+0.0123808j -0.0105198+0.0077952j 0.0310819-7.09234e-07j -0.0346122-0.010289j 0.00304487+0.00194515j 0.0171035+0.000195206j -0.00987108-0.00401992j 0.00706966+0.00728339j 0.00960374-0.00131232j 0.0291418+0.00938573j 0.0242248+0.00692144j -0.0247499-0.0072417j 0.0168777+0.00142323j -0.0193435+0.00263114j 0.00492976-0.0041919j -0.0166794-0.00859747j 0.0339966-0.0107378j 0.000376454-0.00675355j -0.043493+0.014692j -0.00862127-0.00231115j 0.0230096+0.00460808j -0.0385843+0.00698j -0.0448612+0.00885964j 0.00255944-0.0190681j -0.0333386-0.00570277j 0.0371104-4.24293e-05j 0.0483255+0.0180973j 0.0599824-0.00204903j -0.186693-0.00762452j 0.0646348+0.0108125j -0.0388634+0.0234432j 0.0266038+0.00903892j 0.0821297-0.0131539j 0.0456433-0.0188947j -0.0346105-0.0190858j -0.0741509-0.0200777j -0.0909057+0.00828528j -0.00810743+0.0359549j -0.010025+0.00279363j 0.0690749-0.000474257j 0.0174677+0.00561094j -0.0406434-0.000562467j -0.0180349+0.0185692j 0.108309-1.34753e-14j 0.0586692+0.00906309j 0.0111014-0.0393964j 0.00200049+0.00206273j 0.00183451-0.0352554j -0.0574691+0.00328218j -0.0237861+0.00390346j 0.0210774+0.0543051j 0.0246034-0.0485716j 0.0261027-0.0679156j 0.00899185-0.0169754j -0.0278044+0.0288007j 0.0704341-0.0138848j -0.0271953-0.0318966j 0.0426467-0.0493052j 0.0261359-0.0398301j -0.0133829+0.00810479j 0.0808965+0.0599034j 0.00687865+0.130658j -0.00690164-0.142972j -0.0156532+0.177461j 0.060529-0.0537741j 0.238044+0.0125161j -0.0763215-0.015038j -0.0197826+0.0201705j 0.00258473+0.0286121j 0.0127857-0.0184539j -0.0239942-0.00916639j -0.00560173+0.0133213j 0.00391148+0.0182843j 0.00106793-0.00482482j -0.00266459+0.0282983j 0.00511738-0.0156995j -0.00482338+0.00658946j 0.0178287-0.0236796j 0.0250969+0.0268386j 0.0325399-0.00138617j -0.0671511+0.0225592j 0.00162388+0.0388749j -0.0445826-0.0382732j -0.0754492+0.0360054j -0.082179+0.138214j -0.166172-0.0909884j 
-0.00142031-0.00376677j -0.00636519-0.0113768j 0.00312516+0.0124402j 0.0051837-0.00411766j -0.00466139-0.00804222j 0.00877402-0.0133556j -0.00513972-0.0268391j -0.00522482-0.00920094j 0.00336821-0.0156128j 0.000201498-0.0131541j 0.0110025+0.00503958j 0.0230565-0.00987042j 0.0215964+0.0134418j -0.0198263-0.00275908j -0.0292844-0.00544181j -0.0213134+0.00160108j 0.00580976-0.0093363j -0.00538966+0.00203673j 0.0336277+0.000358534j 0.038967+0.0127884j 0.0105795+0.00179467j -0.00441496+0.0104548j -0.0413889-0.0170093j -0.000423261+0.00597604j 0.0066709+0.00820165j 0.0079984+0.00757753j 0.0237622+0.00273818j -0.0349021-0.0131944j -0.0046412-0.00806469j 0.0139646+0.0034942j -0.0178609-0.000331705j -0.0259667-0.00404808j -0.0124587+0.00421671j -0.0143458+0.00797998j -0.0170564-0.00370019j 0.0162403+0.00164921j -0.00112787-0.00220316j -0.028347-0.00253592j 0.00399399-0.0132376j -0.0375737-0.0337457j 0.0387457-0.0260094j -0.0293622+0.0139076j 0.000944814-0.0101779j -0.0190238+0.0105357j -0.0513608-0.000955909j -0.0332816-0.0234594j -0.0326343-0.0437243j -0.0245976+0.0110917j -0.0529247+0.0112845j 0.0395739+0.00395995j -0.0161284-0.00683976j -0.0238645+0.00771425j 0.0586692-0.00906309j 0.0242531+1.94289e-15j 0.00216518-0.00598448j 0.0184279-0.0119534j -0.0158727-0.0136413j -0.0309785+0.00971503j -0.018767-0.0067672j -0.00214372+0.0238731j -9.95962e-05-0.0324809j 0.00123388-0.0172156j -0.0143547+0.000641727j 1.37623e-05-0.0177261j -0.0181472+0.0626688j 0.0101039+0.0223784j 0.0650284-0.0777302j -0.007432-0.0644261j -0.0217656+0.0416584j -0.095879+0.237617j 0.0903053-0.237582j 0.0642033-0.0538672j -0.167007-0.116224j -0.305389-0.0893858j -0.00299532+0.0274693j -0.00603783+0.00493612j -0.036778+0.000194965j -0.0264758-0.0237104j -0.00221452-0.0101022j 0.00549181+0.000219278j -0.00269388+0.0049168j 0.00160072-0.00724832j 0.0178055-0.0136205j 0.0161253-0.00336843j 0.0280626+0.00342629j 0.0212335-0.0380634j -0.0313607+0.0518653j -0.032015-0.0462045j -0.0822194-0.0121819j -0.00966464-0.00699218j -0.0191846+0.0103844j -0.0476834-0.0412246j -0.0472485+0.0222981j -0.00136194+0.0369213j -0.0340945-0.00884596j 
0.0176471-0.00771918j 0.0116348-0.00214317j -0.0142298-0.000993782j 0.0166596+0.00707747j 0.016024+0.00030626j 0.0173502-0.00444561j 0.0249168+0.00959824j 0.0146595+0.00731924j 0.0197005-0.00858154j 0.0289406+0.00469692j -0.00682518+0.0127705j 0.00186031-0.00125166j -0.0202722+0.0297278j 0.010395-0.0202032j -0.000289446+0.00436571j 0.00534116-0.008526j 0.00312177-0.0160889j -0.00548104-0.0107225j 0.00253661+0.0284747j -0.00632617+0.00654342j -0.000788775-0.00366192j 0.000896741-0.0147286j 0.0205827-0.0301244j -0.0150221+0.0149864j -0.0210553-0.0135159j 0.000372946+0.0256556j 0.000959751+0.0397394j 0.0052312-0.0220483j -0.00530387-0.0178091j -0.011628+0.00443001j 0.0153385-0.00427857j 0.00746836+0.00971489j -0.0110117+0.00110239j -0.0187892-0.0152091j 0.0202443+0.0133405j 0.00837283+0.00598264j 0.0050065-0.0194458j -0.000990856+0.0158497j -0.00455737-0.0102977j 0.00694097+0.0296875j 0.000676757+0.0177459j -0.0120092+0.0226754j -0.00756504-0.0034787j 0.0154468+0.0233983j 0.0528666-0.0210439j 0.00319399-0.0289305j -0.0673631-0.00635962j 0.0411996+0.0381418j -0.0138692+0.0895349j -0.00161333-0.0171727j -0.02094-0.0106451j 0.00251529-0.057789j 0.0111014+0.0393964j 0.00216518+0.00598448j -0.0304514-1.30451e-15j 0.00937724+0.0193943j -0.00219774+0.00616405j -0.0244393+0.0012675j 0.0105766-0.0134684j -0.0518263+0.0018577j 0.0516824+0.0193528j 0.0118984+0.00140139j 0.0294412+0.00305027j -0.0487445+0.00790652j 0.00336563+0.0672754j 0.0119368-0.0453129j 0.0318231+0.0599188j 0.0489533+0.020238j -0.0015927-0.0653827j -0.112101+0.0315091j -0.130035+0.0557923j 0.319338+0.0610431j -0.237026-0.07483j 0.17119+0.0321157j -0.0925849+0.277827j 0.0151098-0.209151j 0.0185246+0.00134399j 0.041706-0.0574325j -0.00909377+0.000614825j -0.00348575+0.0209335j 0.0161199+0.0120599j -0.00561716-0.00631273j 0.00674425+0.00836193j -0.00638611-0.00169405j 0.0307273+0.0237749j 0.0582173+0.0310657j 0.0539328+0.0105741j 0.00417178+0.0223434j 0.0065157+0.0313857j 0.0440799-0.0790556j -0.00432976+0.015513j 0.00972128-0.0469172j -0.023396+0.0118036j -0.00572815+0.0506048j -0.0490467+0.0092991j 
0.003065+0.015587j 0.0174095+0.00721085j -0.0181403-0.00892747j 0.00526101+0.00962573j 0.00175688+0.0122132j 0.00171994+0.0161755j 0.00704217+0.0162093j 0.0183221+0.0172204j 0.00167743+0.01482j 0.0112425+0.016191j -0.00444696-0.00408258j 0.000980855+0.00384554j 0.0227202-0.0012882j 0.00543023+0.0120985j 0.0238864+0.00954982j -0.000438854+0.00127534j -0.00806995-0.0119092j -0.0105817+0.0214793j -0.011258-0.0145507j -0.00697766-0.020712j -0.0106705+0.0015794j 0.010197+0.0213707j 0.00404809+0.00868673j -0.00251673-0.00629431j -0.0249508-0.0149461j -0.0168026-0.00177806j -0.00581851-0.0135524j 0.000428523+0.0124074j -0.0102635+0.00435385j -0.0151676-0.000214638j -0.00853235+0.00038989j -0.00672896-0.00842311j 0.0415051-0.0167444j -0.00718588-0.0178371j 0.0472553+0.0111359j 0.00613704+0.00853469j 0.0247375-0.0261457j 0.0195901+0.00525796j 0.010764+0.0501143j -0.0295442+0.0112077j -0.00781348-0.0098032j 0.02597+0.0225902j -0.0204566+0.0354707j -0.00601899+0.0210246j -0.000565178+0.00927j 0.039933+0.0164684j -0.0299605+0.00714386j -0.026234-0.0146908j 0.0317105+0.00426826j -0.0378672-0.0164914j -0.0013512+0.0229622j 0.0182152+0.00633813j 0.00200049-0.00206273j 0.0184279+0.0119534j 0.00937724-0.0193943j 0.0317723+3.89966e-15j 0.0174345-0.0216074j -0.0384165+0.0115973j -0.0261777-0.039794j -0.0110083+0.0133088j -0.0433943+0.0659971j -0.0188201-0.0320664j 0.027177-0.0099718j 0.0243756+0.0975934j -0.0191938-0.0507681j -0.0963107-0.018754j 0.0523458+0.0395065j 0.0298871-0.102149j 0.235104-0.291372j 0.130513+0.101853j -0.122745-0.127736j 0.168899+0.115096j 0.142989+0.118786j -0.1588+0.0485701j -0.00189644-0.0179507j 0.0320268+0.0419656j -0.0113213+0.00824811j -0.0186637+0.0221672j 0.00252406+0.000993809j 0.000867101+0.000532774j 0.0190992-0.00568617j -0.0102741+0.0145061j 0.0232366-0.0288998j 0.00117709+0.000818075j 0.0282174+0.0101315j -0.0436803-0.0141034j 0.0166814-0.0309165j -0.00305828+0.0325j 0.0411576+0.0237326j -0.0295723+0.00927116j 0.0175665+0.0127609j 0.00880298+0.0150292j -6.45984e-05-0.000994579j 0.000616748-0.013445j 0.0107712-0.00429382j 
0.0145527+0.00247056j -0.00655688-0.00363293j 0.00807587-0.00427149j -0.00532292+0.00280186j -4.74393e-05+0.0137692j -0.00738785+0.00788289j -0.0254952+0.00966433j -0.0117986+0.00689088j -0.0147782+0.00117558j -0.00538914+0.00503796j -0.0133513+0.0127626j 0.0072522+0.0104333j -0.0144631+0.0207093j 0.0167933-0.012978j 0.0165785-0.0115554j 0.00940876-0.0204858j -0.000419222+0.00951091j 0.00827586-0.00805231j -0.0167889+0.011694j 0.00952575+0.0280144j -0.0125453+0.00539469j 0.0331048-0.00319286j -0.0194461-0.0258742j 0.0199977+0.00308066j 0.0106657+0.0143947j -0.00164347+0.00818275j -0.0147426+0.0343518j 0.0164359-0.0240309j -0.00485789-0.0145561j -0.0149856+0.000238474j 0.0194971+0.00791223j 0.0171346-0.0105752j 0.00507712-0.00868599j -0.000665512-0.0120166j 0.0209192-0.0049343j -0.000362619+0.000439204j 0.00474781-0.0180961j 0.0247736+0.0233805j -0.00131452+0.00468988j 0.0351677-0.0200451j 0.0183466+0.0282233j -0.0144927-0.0304464j -0.0037707-0.00728281j -0.00509326-0.00659207j 0.0108032-0.034037j 0.0298738+0.00505812j 0.0457459-0.0179657j -0.000255638-0.0173821j 0.000311078-0.0445826j -0.0112131+0.0129362j -0.00698372+0.00245877j 0.0149246-0.0172372j 0.00183451+0.0352554j -0.0158727+0.0136413j -0.00219774-0.00616405j 0.0174345+0.0216074j -0.00138019-5.55112e-17j -0.0481471-0.0143455j 0.00828125-0.01761j -0.0285136-0.0268906j 0.00130967+0.019328j -0.0126212-0.0123253j -0.0305769-0.000917893j 0.00674141+0.0474975j -0.0696813-0.0913832j -0.041971+0.00580479j 0.126299+0.038983j 0.134542-0.0547538j 0.0542885-0.0487425j -0.222947-0.0170252j 0.339347+0.0838026j 0.0753658+0.0959202j 0.167354-0.0953197j 0.0583463-0.352385j -0.00107964-0.0335267j -0.0495036+0.019143j 0.00666453-0.036864j 0.0149442-0.0395302j 0.00366478+0.000891861j -0.0126879+0.00608255j -3.50974e-05+0.010154j 0.00226638+0.0041237j 0.0250197+0.0106595j 0.00790555+0.0219016j 0.0151524+0.0322935j 0.0517634+0.0172503j -0.0218064-0.0346432j 0.0442533-0.0142997j 0.0311459-0.0531006j 0.0124784-0.0276531j -0.00982208-0.00447127j 0.0351359-0.0236126j -0.00328563-0.0295521j 0.00203769+0.0259998j -0.0182015+0.012183j 
-0.000766916-0.0118851j -0.0133418-0.0140249j -0.00205599-0.00236676j -0.000165697-0.0157054j 0.00525441-0.00163578j 0.00212644+0.00101238j 0.0170035-0.00505753j 0.0036622+0.00395732j 0.0122898+0.0014286j -0.000350502+0.00132613j 0.0126796-0.0024292j -0.017143-0.026588j -0.0151963-0.0140244j 0.0358372+0.0186663j -0.0357403-0.0107831j 0.005505+0.00443788j -0.0207246+0.00726495j -0.0350167-0.0136926j -0.00862458-0.0045375j 0.0638539+0.0308907j -0.0330649-0.000937744j 0.03526+0.0196234j 0.0290616-0.00111286j -0.0112889-0.00536372j 0.00410229-0.00127185j -0.0194243+0.00368534j -0.00759103-0.0157715j 0.00850845-0.00971379j 0.0116983+0.00495921j 0.00501086+0.00173766j 0.0171636+3.60953e-05j 0.000959871+0.00807895j -0.0286484-0.00616376j 0.0160407+0.0226447j -0.00695798-0.00354222j 0.00838733-0.0365152j -0.0278894+0.0108331j 0.00670949-0.00784339j 0.00441762-0.0141078j 0.0108847+0.00980061j -0.00942141+0.00156195j 0.00246482-0.0152834j 0.0127071-0.0103374j -0.00335115-0.00745803j 0.00829078+0.016763j -0.0245478+0.00251954j -0.00352882-0.00719522j 0.0128348+0.0330307j -0.0330702+0.0218603j 0.0394895+0.00253761j 0.0123665-0.0114167j 0.0483827+0.0009627j -0.0574691-0.00328218j -0.0309785-0.00971503j -0.0244393-0.0012675j -0.0384165-0.0115973j -0.0481471+0.0143455j -0.0363177+3.30291e-15j 0.00393141+0.0461957j -0.00189528-0.0837571j -0.120147+0.0525082j -0.0930362+0.0648501j -0.128069-0.0195296j -0.0394145+0.0435226j 0.0184449-0.246129j 0.000597386+0.0727928j 0.196033-0.0796028j 0.159587-0.117304j -0.099119+0.0595368j 0.219736+0.172862j 0.00681889+0.128317j 0.00566954-0.00986638j -0.0923188-0.0543729j 0.0151469+0.101684j -0.0276077+0.0286092j 0.0198649-0.0230297j -0.00695333+0.0148391j -0.00611046-0.00441363j -0.00900515+0.00939735j -0.0378479+0.00581456j -0.0204492+0.020052j 0.0253109+0.00665277j 0.00823574-0.0137978j 0.0146841+0.0399314j 0.00215461-0.00338997j -0.0293272+0.0220972j 0.0238123+0.0171178j 0.0353839-0.00746514j -0.0166077+0.0329091j 0.053535+0.014055j -0.0134635-0.0470665j -0.0286014+0.00109735j 0.0300998+0.0228361j 0.00791715-0.0260504j 0.0227954+0.0157925j 
