-0.131323-4.38885e-16j -0.0801928-0.00707183j 0.00527348+0.00426445j 0.00288341-0.00272133j -0.15746+0.00234935j -0.227144-0.00134195j 0.113351+0.00584386j 0.0797473-0.00405616j -0.0310991+0.0020151j -0.396392-0.00379413j -0.0159085+0.000509999j 0.0997554-0.0110105j -0.0848565-0.0106562j 0.0342704+0.00695016j 0.0272121+0.0183509j -0.0166329-0.000445137j 0.0167713+0.0304196j 0.0564868-0.0259497j -0.0199937+0.0119747j 0.019205+0.0134026j -0.0444421+0.0126485j 0.0282555-0.00493676j 0.0438297-0.021281j -0.00707869+0.0275423j 0.0431514-0.018494j 0.0294489-0.00608549j -0.0175095+0.00199282j -0.0764162+0.0178339j 0.0357379+0.0240485j 0.0457793+0.00693535j -0.00524704-0.00182148j 0.00607681+0.0255013j -0.00678408+0.0114611j -0.023464+0.0307563j -0.00195365-0.0348025j -0.00343261-0.0129875j -0.0317042+0.0102907j 0.0470199+0.0151798j -0.0110832-0.00723585j 0.0161884-0.00350093j -0.0174815-0.021166j -0.00030833+0.0417108j -0.00121902+0.0531873j 0.0238588-0.00574695j -0.0360759-0.0321312j -0.0190298+0.0114074j -0.0111659+0.0729514j 0.00112247-0.0377989j 0.0815921+0.00466767j -0.00494966+0.00823363j -0.00690235-0.00241955j -0.0107274-6.16389e-05j 0.00554836-0.00610701j -0.00142031+0.00376677j 0.0176471+0.00771918j 0.003065-0.015587j 0.0145527-0.00247056j -0.000766916+0.0118851j 0.0105681+0.000465372j 0.00121385+0.0383067j -0.00979036-0.0323137j 0.00709576-0.00717593j 0.0147227-0.0168314j 0.00952917-0.00510418j 0.0298929-0.00725987j -0.0125022+0.00372794j -0.00972883-0.0307161j 0.000181446-7.26381e-05j -0.0205466+0.00421706j 0.0241043-0.00451305j 0.0423651-0.00111145j 0.00570293+0.0597031j 0.00453137-0.0127371j -0.00177369+0.0045304j -0.0506333+0.0383672j 0.0207164+0.0202594j -0.0272318-0.0120305j 0.00724433-0.0254809j -0.00531877-0.00654524j -0.00586483+0.0171313j -0.00814851+0.00833454j 0.00710707-0.0174155j 0.000761689+0.00320309j 0.00558959-0.0166609j -0.00530831+0.0217564j -0.00815018+0.0155081j -0.00677514+0.00914557j -0.0158488+0.0262499j -0.00395263-0.00142253j 0.0177035+0.0137489j 0.0325559+0.0400312j 0.0457675+0.00983306j -0.0301206+0.00665171j -0.008889+0.00895567j -0.0265071-0.00856314j 
0.0997554+0.0110105j 0.050471-0.0140492j 0.0451987+0.00884785j -0.0138941-0.00476548j 0.0817674-0.0045048j 0.174483-0.00342019j -0.0223963+0.0115421j 0.0185771-0.00232248j -0.128483-0.00527633j 0.119175+8.80353e-05j -0.054002+0.0265278j 0.0802513-4.05925e-16j -0.00947899-0.0178437j -0.0312777+0.018823j 0.0150289-0.00833949j 0.00543946+0.0204893j 0.0437138+0.00399904j 0.0087139+0.0221007j 0.0174906+0.00977139j 0.065892-0.00264657j -0.00936383-0.0178584j 0.0342151-0.00553324j -0.0230303+0.0140878j -0.0312904+0.0285644j -0.0711893-0.00425041j 0.0509728+0.0180222j -0.268941+0.012557j -0.290089-4.62919e-05j 0.067383+0.0373017j 0.0336323+0.0145008j 0.0309333-0.0122415j 0.0044618+0.0211449j -0.0450673+0.000604196j -0.0599531-0.000512792j 0.0421589-0.0292394j 0.0100651+0.00492039j -0.0146538-0.00621137j 0.00287703+0.0246194j -0.0166254+0.00946201j 0.0206949+0.0034485j 0.000115482-0.00529123j -0.0233965+0.017129j -0.0257071+0.00893033j 0.0226097-0.00834509j 0.0985839-0.0320076j -0.040556+0.00606713j -0.0411913+0.0523012j 0.0136479-0.00999251j 0.0106603+0.0319546j -0.0211454+0.0081247j 0.0378512+0.00223164j -0.0171613+0.00447526j 0.0310819+7.09234e-07j 0.0230565+0.00987042j 0.00186031+0.00125166j 0.000980855-0.00384554j 0.0072522-0.0104333j -0.017143+0.026588j -0.0223456+0.00609012j 0.0168033+0.0603203j 0.0335749-0.0734102j 0.0254531-0.0313344j 0.00470941+0.000710836j 0.00928906+0.0243071j 0.0895407+0.00867541j -0.0173619-0.0224641j -0.00180848-0.0376111j -0.0102584-0.0382116j 0.0109131+0.00582564j 0.0464027+0.00113736j 0.0618787+0.0314167j 0.00926181+0.0571224j 0.00820875-0.0472231j 0.00404479+0.0203726j -0.0755553-0.0112507j 3.14836e-06+0.0206513j -0.0447738-0.0241682j 0.0550669-0.0323426j -0.0252287-0.0452705j -0.0291111+0.020895j -0.0161828+0.0134273j 0.0193419-0.0157418j -0.0014256+0.00310155j 0.0136817-0.00426233j -0.0215431+0.0138941j -0.0219989+0.0132965j -0.00628207+0.0169076j -0.0162983+0.0133236j -0.0157231-0.00524057j 0.00848034+0.0472601j 0.0177032+0.136288j 0.0581381-0.00962296j -0.119236-0.0269321j -0.0013017+0.0262957j -0.0483868-0.0257341j 
-0.0848565+0.0106562j 0.033759-0.0074911j 0.00698887+0.00653154j -0.0628171-0.00747097j -0.113033-0.0124302j 0.0948175-0.00576742j -0.0512774+0.00782868j -0.0260495-0.0023597j -0.0123656+0.000138889j -0.0310802-0.00754161j -0.0814495+0.0230546j -0.00947899+0.0178437j -0.14334-2.73306e-15j 0.102635+0.0132456j -0.00668061-0.0300484j 0.0151743+0.035504j -0.00827661-0.0307548j -0.0170007+0.044788j -0.127328+0.00649177j -0.0733258-0.0156311j 0.0790284-0.0387284j 0.0641029-0.000338538j 0.136662+0.0328639j -0.0889953+0.0121516j -0.00644404+0.00761711j 0.169381+0.0284913j 0.267112+0.000693506j -0.0402058-0.0347307j -0.141442+0.025309j -0.028847-0.0018826j 0.176439-0.0142001j -0.0097071+0.0131371j 0.00168727-0.00556563j -0.00892277-0.0195684j 0.0281258+0.000109285j 0.00592918-0.0192197j -0.014374-0.0125007j 0.0394765+0.00234274j -0.014442+0.00848955j -0.0139426-0.0151459j 0.00918356-0.0204401j 0.00107734+0.00784429j 0.0355443-0.0109675j 0.0252693+0.00869023j -0.045051+0.00148226j 0.00794909-0.0200883j -0.00101034+0.00278146j 0.000116058+0.0287864j -0.0142556+0.0015645j 0.0300001+0.00607474j -0.000425348-0.0105632j 0.0862968-0.0163711j -0.0346122+0.010289j 0.0215964-0.0134418j -0.0202722-0.0297278j 0.0227202+0.0012882j -0.0144631-0.0207093j -0.0151963+0.0140244j -0.00228628-0.0131818j 0.0363835-0.0373389j -0.0323601+0.0382854j -0.0366812-0.00670292j 0.0162802-0.0281956j -0.0244337-0.0115402j -0.019035-0.0232906j -0.0183149-0.0171802j 0.0103646+0.0105584j -0.0180134-0.0114779j -0.00245448+0.0124834j 0.012634-0.0518845j 0.0142027+0.031227j -0.0267599+0.0579627j 0.0357618-0.0299949j 0.0623882+0.0231762j -0.0578602-0.0506623j 0.0341984-0.03562j 0.0373544+0.0109083j 0.0480044-0.0113293j 0.00721751+0.00270496j -0.0249779+0.0271052j -0.00869394+0.0181198j 0.00471251-0.0134299j -0.000167709+0.00660538j 0.00566405-0.00965715j -0.00357553+0.02848j 0.0101511+0.0399431j 0.0123658-0.00328474j -0.01067-0.00722093j 0.0127603-0.00309117j 0.0550763+0.0348343j -0.0125122-0.0515297j -0.0123335+0.0108206j 0.0203588+0.0574345j -0.0126001+0.00575861j -0.0186516-0.00646671j 
0.0342704-0.00695016j -0.0441453-0.000872678j -0.00290265+0.00136046j 0.036391-4.27532e-05j -0.00955052-0.0074743j -0.0246385+0.0044546j 0.050597+0.00176996j -0.0255947-0.0038639j -0.00204087-0.00163753j -0.0304744-0.0105284j 0.0688686-0.00407261j -0.0312777-0.018823j 0.102635-0.0132456j -0.0267243+2.88842e-15j 0.004649+0.0314175j 0.0994214-0.0167272j -0.0339035+0.0471623j -0.00331728-0.0479436j 0.126275+0.00939555j 0.02939+0.0208797j -0.0210501+0.0286539j -0.10595-0.00511057j 0.080857-0.0425004j 0.021918+0.0219368j 0.0400682-0.0174175j -0.137667-0.0182445j 0.0536521-0.00717707j 0.106782+0.0346428j 0.05927-0.000708878j -0.00037474+0.00157439j -0.104607+0.00286929j 0.00383362+0.00133762j 0.0211326+0.0128164j 0.00709824+0.0155344j -0.024028-0.00679716j 0.00265011+0.0106463j 0.00925887-0.00418799j -0.00981748-0.0130377j 0.0232981+0.012925j -0.0193332+0.0225127j 0.000993676-0.00448867j 0.0224862-0.0132099j 0.0216889-0.0669818j 0.0226096-0.030975j 0.00331766-0.0350224j -0.0389595+0.013175j 0.052261+0.0817678j 0.0999091-0.0246639j 0.0533485+0.0128423j -0.0162806-0.00632931j -0.00800386+0.00428961j -0.0453326+0.00677542j 0.00304487-0.00194515j -0.0198263+0.00275908j 0.010395+0.0202032j 0.00543023-0.0120985j 0.0167933+0.012978j 0.0358372-0.0186663j 0.0146105-0.0162495j -0.0217372+0.0132644j 0.00670462-0.0113944j 0.0133553+0.0192414j 0.00826289-0.0105973j -0.00200441-0.000277156j -0.00821674+0.00683121j -0.00158438-0.00285392j 0.0107675+0.0238717j -0.00356845-0.00348522j 0.0095645-0.00760555j -0.0155551-0.00014796j -0.00788339-0.018041j -0.000360871+0.0321449j 0.012378-0.0244124j -0.0210832+0.00199112j -0.0269922-0.0224958j 0.0442139-0.0118268j 0.00193395+0.00769487j 0.0186155+0.0161086j -0.00852523+0.000678784j 0.0131541-0.0330188j 0.018294+0.00581067j 0.00888408+0.00966935j 0.00950117-0.0037023j -0.00489296-0.00176203j 0.0103379+7.17616e-05j 0.00077519-0.0229292j -0.00493986-0.00362086j -0.00326451-0.00729969j -0.0116019-0.00781746j -0.0133974-0.0140227j -0.00376523-0.0127019j -0.0027914-0.0118298j -3.86351e-05-0.0178531j 0.00682908-0.00594638j 0.0112173+0.0087956j 
0.0272121-0.0183509j -0.0155344+0.0161046j -0.000102336-0.00632438j -0.0116954+0.00988888j 0.0487227+0.00451726j -0.0532129+0.00625917j -0.0856258-0.0118224j 0.0144723+0.00818356j 0.0141317+0.000162254j 0.0226813-0.0068951j 0.0249404-0.0391876j 0.0150289+0.00833949j -0.00668061+0.0300484j 0.004649-0.0314175j -0.178266+1.00649e-14j -0.188101-0.0327116j -0.0729175-0.0323963j -0.0837317-0.000281791j -0.0262091-0.032808j 0.0242967-0.00926868j 0.176384+0.0101284j -0.0798946+0.0110413j -0.0268386+0.00127943j -0.0800785-0.0611789j -0.373337+0.0335038j -0.0544198-0.0135389j 0.0404096-0.00746045j 0.14572-0.012127j 0.0517561-0.0454449j 0.0422163-0.00853197j -0.0737726+0.0214528j 0.0349486-0.0167931j 0.0425639-0.0181055j 0.0260197+0.000668476j 0.0302453+0.0195246j -0.0206585-0.00268097j 0.0134289-0.0086176j -0.0180388-0.00651121j -0.0293418+0.00211267j -0.00230895-0.0248049j 0.0104877-0.0328778j -0.0373526+0.0214573j -0.011144-0.0229041j 0.0112805-0.00157209j -0.0217549+0.00267745j -0.0359687+0.0111637j 0.0170387-0.00612462j -0.00633396-0.0141211j -0.036656-0.0145476j -0.0415027-0.00905304j -0.00201563+0.0308456j -0.00501157-0.0043316j 0.0171035-0.000195206j -0.0292844+0.00544181j -0.000289446-0.00436571j 0.0238864-0.00954982j 0.0165785+0.0115554j -0.0357403+0.0107831j -0.0178866-0.0306643j -0.029995+0.0278466j -0.00722606+0.0171854j -0.0174468-0.0286982j 0.0223999-0.00616644j 0.029396+0.00330183j -0.00738392-0.0178361j 0.00871934+0.0196247j 0.0331071-0.00394481j -0.0139793-0.020646j -0.0236009+0.0628948j 0.000744451+0.0107551j 0.0308655-0.00922112j -0.0410807-0.00230568j -0.0416634-0.0303223j -0.00436758+0.0178051j -0.00900103+0.0476471j 0.0121386+0.0319062j -0.0486791+0.00113249j -0.0307313+0.00655724j 0.00551827-0.0133087j -0.0243145+0.0297946j -0.0206577+0.00390385j -0.0169617+0.00353799j 0.00405828-0.00376457j 0.00795922+0.0192032j -0.00397801-0.00964369j -0.00920424+0.00778138j 0.0453899+1.22934e-05j -0.0155708-0.041989j -0.018147-0.0581272j 0.0162177+0.0240639j -0.00380609-0.00246615j 0.0163837-0.0168786j -0.0140269-0.0224776j -0.00182385+0.00582123j -0.00714199+0.00013877j 
-0.0166329+0.000445137j -0.0310543-0.00970744j 0.0152987-0.00225928j -0.0326006-0.0033326j -0.0296284-0.0100997j -0.0261386-0.00799548j 0.0305413+0.000942063j -0.0189041-0.000342974j 0.0271008+0.00772104j -0.0353688+0.00274452j 0.0837797+0.0142338j 0.00543946-0.0204893j 0.0151743-0.035504j 0.0994214+0.0167272j -0.188101+0.0327116j 0.12604+5.51642e-16j 0.125651+0.069924j -0.0178796-0.044611j 0.251612+0.0278724j -0.113787+0.0280938j 0.0509665+0.0325884j 0.186044-0.0161154j -0.0315519-0.0402864j -0.388626+0.0481915j -0.319245-0.0313953j 0.0780111-0.0107925j -0.0687749-0.00345241j -0.147161+0.0471164j 0.17+0.0291184j -0.0355353+0.00565784j -0.0768409-0.0106114j -0.0157113+0.0131734j 0.076813+0.0175504j -0.0812769+0.00692922j -0.0345193-0.00540509j -0.0163934+0.0124735j -0.0391835+0.0145681j 0.0136162+0.000823864j -0.00243935-0.0349443j 0.0661372-0.0122493j 0.0476647-0.0200244j -0.0340096-0.0141526j -0.00063072-0.0209953j -0.0270038+0.012303j 0.0731293-0.00437459j -0.120405-0.0166792j 0.0124288-0.0116754j -0.0298379+0.00377777j -0.0234341+0.00433803j 0.0531059-0.00779113j -0.000629864-0.0374879j -0.00648653+0.00833962j -0.00987108+0.00401992j -0.0213134-0.00160108j 0.00534116+0.008526j -0.000438854-0.00127534j 0.00940876+0.0204858j 0.005505-0.00443788j 0.00662442-0.00737347j 0.000137653-0.0063597j -0.0239925+0.0186144j 0.0189701+0.0203212j -0.0252716+0.0187134j 0.00313426+0.00938851j -0.00622461+0.00712323j -0.00576565-0.00355393j 0.00348072+0.00880096j 0.023982+0.00937746j -0.0131988-0.0317229j -0.0231488-0.0059374j -0.0282748+0.00130266j 0.0203839+0.00769829j 0.0590556+0.00758821j -0.00389463-0.000298238j 0.00932416-0.00931146j 0.0134229+0.00678631j 0.0191973-0.036439j -0.00992751-0.0125333j -0.0104668+0.0206292j 0.012944-0.0158616j 0.0158288-0.029798j -0.0229485+0.0270821j 0.00209208-0.00281795j 0.00821407+0.0175586j -0.00791959-0.00549221j -0.0137539+0.017541j 0.0332693-0.0168033j -0.0155369-0.0320227j 0.0147943-0.0118376j -0.000495839+0.0331736j -0.00770374-0.0192319j -0.00218974-0.00282684j 0.0233648-0.0166924j -0.00737058+7.55831e-05j 0.00573251-0.00592908j 
0.0167713-0.0304196j -0.0430912+0.023567j 0.00921536-0.0123388j -0.0476428+0.0135484j -0.0289463+0.0171323j 0.0109166+0.0124181j -0.0187846-0.0203988j 0.0261573+0.00676087j 0.00527027-0.000778947j -0.0468753-0.00309895j 0.0204464-0.0628917j 0.0437138-0.00399904j -0.00827661+0.0307548j -0.0339035-0.0471623j -0.0729175+0.0323963j 0.125651-0.069924j -0.126842-1.42143e-14j -0.133674-0.0540176j -0.0592961-0.0369517j -0.109777+0.0132857j 0.117172+0.0549523j 0.00352464+0.0149387j -0.340746-0.0332464j 0.190233-0.0717136j -0.0208548+0.0178764j -0.0616381-0.0489213j 0.0814544-0.0143102j 0.322739+0.018798j 0.0444288-0.0637805j 0.0904511-0.0156727j -0.0715914+0.0354943j -0.0235157-0.0216155j 0.0785878+0.00762854j -0.00310479+0.044516j -0.0436642+0.00642894j 0.00258872+0.0192939j 0.00441994+0.0122702j 0.0115784-0.000720829j -0.00583979-0.0140449j 0.0124395-0.00286299j -0.0123283+0.00652671j -0.0104468+0.00958058j 0.0116946+0.00486338j -0.00377056-0.0141775j -0.0579327-0.00825418j 0.0455581+0.0129547j 0.053173+0.00804327j 0.04738-0.0312249j -0.0105546-0.0307401j -0.00893941-0.017366j 0.000406887-0.00176196j -0.025785+0.00707073j 0.00706966-0.00728339j 0.00580976+0.0093363j 0.00312177+0.0160889j -0.00806995+0.0119092j -0.000419222-0.00951091j -0.0207246-0.00726495j -0.00672515+0.00909732j 0.00742984+0.00454638j 0.000291953-0.0281081j -0.00521011-0.0284048j 0.004171+0.00497537j -0.0176813+0.0063092j 0.00626561-0.0415295j 0.00847821-0.00583974j -0.0123784-0.0298623j 0.0321454-0.00503544j -0.00809449-0.037566j 0.0486025-0.002134j 0.0138489+0.043982j 0.0333019+0.0435547j 0.0355315-0.0308423j 0.0184552+0.0274644j -0.0181705+0.00111178j 0.0526736-0.018641j -0.00958009+0.0232209j 0.0392513+0.0201187j -0.000457491-0.0282061j -0.0126209+0.00581212j -0.00439866-0.0190266j -0.0131036+0.0100694j -0.00559455-0.00145743j 0.0169812+0.0135437j -0.00507722-0.00577041j 0.00834774+0.0181922j 0.000931868+0.0180749j -0.00208043+0.0208719j 0.0010387-0.0058848j 0.0186679+0.00895628j 0.00302648-0.0110555j 0.0291335-0.0348471j -0.0349967-0.00953007j -0.00247196+0.0129885j -0.022807+0.00228087j 
0.0564868+0.0259497j -0.0190585-0.0286103j 0.027831+0.0104842j -0.0458295-0.0124759j 0.0533869-0.0104411j -0.00982977-0.0151295j -0.0233304+0.0151814j -0.0150722-0.00649695j -0.0889069+0.00660794j -0.0153648+0.00384654j 0.0217069+0.0593264j 0.0087139-0.0221007j -0.0170007-0.044788j -0.00331728+0.0479436j -0.0837317+0.000281791j -0.0178796+0.044611j -0.133674+0.0540176j -0.0483551-1.05992e-14j -0.0344736+0.0474341j 0.00564143+0.0228287j -0.084529-0.0144253j -0.329518-0.0186185j 0.48046-0.0086263j -0.0335273+0.0849322j -0.0341216-0.0455067j -0.0278638+0.0252507j 0.254179+0.00418805j 0.0740512+0.0185226j -0.0422737+0.0596172j 0.0186586+0.00860731j 0.00436928-0.0257631j 0.0393433+0.0324174j -0.00635055+0.0171319j -0.00935415-0.0110878j -0.00650196-0.0204363j -0.0228186+0.0289697j 0.0150488+0.00773956j -0.013547+0.0135263j -0.0219431-0.0122244j -0.0152564-0.00516041j -0.0226236-0.01856j -0.0131092+0.00476636j 0.0162842+0.00909332j 0.044221+0.00268903j -0.0800553-0.00653883j 0.038805-0.00524858j -0.0277115+0.0080919j 0.0574737+0.0145769j 0.00119254+0.0288663j 0.0111784+0.0151015j 0.00862182-0.00910506j -0.011821+0.00899404j 0.00960374+0.00131232j -0.00538966-0.00203673j -0.00548104+0.0107225j -0.0105817-0.0214793j 0.00827586+0.00805231j -0.0350167+0.0136926j -0.00390635+0.0156418j -0.0102863+0.0128206j 0.0249468-0.0134984j -0.0226796-0.0209152j -0.0323409+0.0326903j 0.0172226+0.0124514j 0.00931012-0.0195001j 0.0236554+0.00558195j -0.00866916-0.0279448j 0.00932654-0.0103967j 0.00375501-0.0051492j 0.0371323+0.0416859j 0.0352403+0.00483848j 0.0153945+0.009355j -0.0060275+0.0109514j -0.034603-0.0361512j 0.0187628-0.0160516j -0.0240409+0.00172824j -0.0119248+0.00921674j 0.00312004-0.00374566j 0.00485329-0.00964694j -0.00232596+0.0138064j -0.00665348+0.0114323j 0.00569655-0.00941262j 0.0026455+0.000156793j -0.0124254-0.0044286j 0.0110478-0.00552092j 0.00394004-0.0160836j 0.0225054-0.0125423j -0.0140927-0.0160329j 0.00344987-0.0176066j -0.00683818+0.00289451j -0.00763614-0.0095949j -0.0123674-0.000216988j -0.013224+0.0148518j 0.00810134-0.00540269j 0.00283765+0.00427998j 
-0.0199937-0.0119747j 0.0305301+0.00584893j 0.0615588-0.00311474j -0.043346+0.00198361j 0.0248771+0.00262572j -0.0227402+0.00268886j 0.0480029-9.10979e-05j -0.00856394+0.00227178j -0.0253504+0.00300985j -0.0422501-0.00362086j -0.00996735-0.015094j 0.0174906-0.00977139j -0.127328-0.00649177j 0.126275-0.00939555j -0.0262091+0.032808j 0.251612-0.0278724j -0.0592961+0.0369517j -0.0344736-0.0474341j 0.0720799-1.86986e-14j -0.0430093+0.018172j 0.276657+0.0351554j 0.119583-0.00659506j 0.00119593-0.0372266j -0.0834327+0.00180873j -0.159131-0.00903781j 0.0773779-0.0247283j 0.177364-0.0132297j 0.0594701+0.0327818j 0.0164885-0.0077608j 0.0234452-0.00666665j 0.0661615+0.0056129j -0.0276278+0.0018116j 0.0832654+0.0163393j -0.0547766+0.0124798j 0.0263888-0.00671522j -0.00141571-0.0222398j -0.034525-0.0148906j 0.0602213+0.00100565j -0.0100696+0.0255276j 0.0346703+0.00835087j -0.00129983+0.0217899j 0.0138918+0.00248516j 0.02375+0.012279j -0.0295369-0.00983876j -0.0207563-0.0162773j -0.00567172+0.00421352j 0.0304153+0.0140656j 0.0453156-0.0116449j 0.011142-0.00522169j 0.0689957-0.00966025j 0.00364421-0.0430723j 0.0285208+0.00769272j 0.0291418-0.00938573j 0.0336277-0.000358534j 0.00253661-0.0284747j -0.011258+0.0145507j -0.0167889-0.011694j -0.00862458+0.0045375j 0.00232593+0.00962521j 0.0204822+0.0275865j -0.0136296-0.0160007j 0.0105146-0.0204302j 0.0132702+0.000938227j 0.0120489+0.0101913j 0.0348744+0.0290064j -0.00858671+0.00245482j -0.0085959-0.0192792j 0.00122972-0.00596332j -0.0204083+0.0201058j -0.00644794+0.0381509j 0.0209044-0.0027208j -0.00104128-0.0300391j -0.0184129+0.00409939j -0.0354581-0.00257055j 0.0375264-0.0131185j -0.000166195-0.0260241j 0.0146261-0.000361004j 0.0222073-0.00840406j 0.00407441-0.0134016j -0.00280227-0.00631411j 0.00348935+0.000415324j 0.00660278+0.00185208j 0.00293589-0.00171112j -0.000566108-0.00606035j 0.00986855+0.00787935j 0.0120721+0.00648732j 0.0235501-0.0102469j -0.0287192-0.00921102j 0.00483141-0.0180051j -0.000827792+0.0328496j -0.00602293-0.0283659j -0.00055916-0.0228627j -0.0166989+0.019801j 0.00108256+0.00684083j -0.00932463-0.0012094j 
0.019205-0.0134026j 0.0272379+0.00952213j -0.00638582-0.00688029j 0.0834868+0.00795828j -0.0347651+0.00630448j 0.0523283+0.00555705j 0.080279-0.00947289j -0.00550597+0.00345513j -0.0136541+0.00143727j -0.0255892+0.000118966j -0.0119025-0.0278553j 0.065892+0.00264657j -0.0733258+0.0156311j 0.02939-0.0208797j 0.0242967+0.00926868j -0.113787-0.0280938j -0.109777-0.0132857j 0.00564143-0.0228287j -0.0430093-0.018172j 0.281864-1.02876e-12j 0.244756+0.0217805j -0.205455+0.000553898j 0.215695-0.0116086j 0.0808057-0.0306321j -0.218937+0.0141902j -0.0485549-0.0181732j 0.0332791-0.00514925j 0.0264022+0.0127168j 0.00171666-0.0307627j 0.0733433-0.00649855j 0.0146643+0.0125955j 0.033817-0.0191992j -0.0228798-0.00572499j 0.0259027+0.00319408j 0.0330057+0.00242807j -0.0108479-0.00471557j 0.0184743+0.00723981j -0.0292891+4.00984e-05j -0.0210503-0.0112931j 0.00793164-0.0149185j -0.0196077-0.00548661j -0.0324326+0.0111883j -0.00307412-0.00289619j 0.0528826-0.0075681j -0.0216529+0.00270043j 0.022951-0.0075056j -0.01592-0.00231328j -0.00335936-0.0037038j -0.00553444-0.00580672j -0.0140419-0.00321614j -0.00115082-0.00776598j -0.00600403+0.00424196j 0.0242248-0.00692144j 0.038967-0.0127884j -0.00632617-0.00654342j -0.00697766+0.020712j 0.00952575-0.0280144j 0.0638539-0.0308907j 0.0105212+0.0153141j 0.0211941+0.0217067j 0.0294089-0.0382406j 0.0274568+0.0182824j 0.0310714-0.0322884j -0.0101028-0.00178428j 0.023468+0.037967j -0.0228406-0.0348596j -0.0268475+0.0387159j -0.0292497+0.0247436j 0.00595473-0.0388126j -0.0253517-0.0344938j -0.0199306-0.00381709j 0.0188491-0.00876876j 0.0367502+0.0221654j 0.014477+0.00465008j 0.0144365+0.00128692j -0.0109504-0.0144729j 0.0121083+0.0179944j 0.0139018+0.00748395j 0.00645979-0.00907062j 0.0115359+0.00666851j -0.0179224+0.00866887j 0.000176382-0.0192418j 0.00131394+0.000938809j -0.0494637-0.0257215j 0.0221866+0.00899467j -0.0121318-0.00418466j 0.0263983-0.0221694j -0.0071673-0.00846581j 0.0036731-0.0408463j -0.00694104-0.000497856j 0.0173099+0.0156557j 0.0139957+0.0048293j -0.00563051-0.00267152j -0.000694328+0.00277258j -0.00499514-0.000513739j 
-0.0444421-0.0126485j -0.00629361+0.0217454j -0.0222371-0.00620867j -0.0113814+0.00941985j -0.0450143+0.0148052j 0.0189136+0.0141754j -0.0802022-0.0138737j -0.0352657+0.00456423j 0.0103853-0.00784135j -0.0100656+0.00398609j -0.0222139-0.0430135j -0.00936383+0.0178584j 0.0790284+0.0387284j -0.0210501-0.0286539j 0.176384-0.0101284j 0.0509665-0.0325884j 0.117172-0.0549523j -0.084529+0.0144253j 0.276657-0.0351554j 0.244756-0.0217805j 0.247362-8.94562e-14j -0.179084+0.0184548j 0.338194+0.0187552j -0.23296-0.0739274j -0.119637+0.0364604j -0.171221-0.00501501j -0.0509686-0.00430866j -0.0697039-0.028479j 0.0225754-0.0464584j -0.00479342-0.00664734j -0.0184728+0.0197521j -0.0434165-0.0180262j 0.00853399-0.00737235j -0.000399857+0.0116468j 0.000849309+0.0122721j 0.0109993-0.00688496j -0.0091341-0.00397259j 0.00257943-0.00595065j 0.00854004+0.0115589j 0.0233288+0.00948944j -0.00228815+0.0220613j 0.0385268-0.0115183j -0.0096654+0.00938096j -0.0355417-2.5204e-05j 0.0502477+0.0112742j -0.0121945+0.014238j 0.00802262-0.0223584j -0.0353015-0.0113739j -0.0082949-0.0278087j -0.0237298-0.00954171j -0.00351398+0.01981j 0.00402211-0.00676118j -0.0247499+0.0072417j 0.0105795-0.00179467j -0.000788775+0.00366192j -0.0106705-0.0015794j -0.0125453-0.00539469j -0.0330649+0.000937744j 0.0186664+0.0253491j 0.0272092-0.0395218j 0.00271248+0.0193477j -0.0136635-0.012494j -0.0304602+0.0227644j -0.0198423-0.0157871j -0.0249271-0.0392337j 0.0275498-0.00980535j 0.00870574-0.00927927j 0.0301777-0.00828671j -0.0101522-0.0102133j 0.0181822+0.00206901j 0.00258493+0.0187709j 0.0162054+0.0189492j 0.0215457-0.00201861j 0.0156177-0.000523902j 0.00787544+0.0171498j 0.00429242+0.0112751j -0.000673455-0.0090675j -0.0167908+0.00238613j -0.000972281+0.00630721j 0.0114949-0.0303604j 0.0120532+0.0314654j 0.048712-0.00755571j -0.00180196+0.00216154j -0.0246632-0.0132596j 0.00545498+0.011083j -0.0169682+0.0115306j 0.0262161-0.0137735j -0.00290834-0.0106334j -0.00344758-0.0198233j 0.0122466+0.00973009j 0.00605532+0.00123455j 0.0134793-0.000470431j 0.00934598-0.012106j -0.00784687+0.00468628j -0.00515134-0.00307999j 
