0.654501+3.98336e-16j 0.546318-0.00122357j -0.164119+0.00200729j 0.141128+0.000240756j -0.0756617-0.00129319j -0.0381197+0.000224217j 0.00329995-0.000314887j 0.02278-0.000667778j 0.0582007+0.000559783j 0.00480888+0.000200041j 0.0480893+0.000136488j 0.0137105+0.0012339j 6.50799e-05+0.000481645j -0.0634063-0.000188534j -0.090061-6.61854e-05j 0.106016-0.000766748j -0.141573+0.000879483j -0.0115821-0.000397503j -0.0515518+0.000489403j 0.0378722-0.000238526j 0.0327267+4.33058e-05j 0.00133836+0.000343489j 0.0538351+0.000100994j 0.043382+0.000127825j 0.0401616-0.000158351j 0.00243319-0.000529337j -0.0132362+6.25366e-05j -0.015344-0.000188702j -0.0370347-0.000111844j 0.00445329+7.97039e-05j -0.0115093+0.000143852j 0.0110485+0.000120937j -0.0265418-7.71099e-05j -0.00463822+2.02819e-05j -0.0036406+0.000231948j 0.0285119-0.000507683j 0.0316126-0.000493702j 0.0288957+0.000573071j -0.0553437-6.72227e-05j -0.0177395+0.000393168j 0.108201+7.63481e-05j 0.0483302-0.000278591j -0.0572307+0.000499079j -0.0130793-1.18324e-05j -0.0598777-0.000160341j 0.00565505+4.46126e-05j -0.0198307-0.000386161j 0.0054559+7.47485e-05j 0.0027994+1.53351e-05j -0.0101434-0.000126025j 0.00299845-3.63929e-05j -0.0221191+9.2058e-05j -0.0259876+0.000316181j 0.0234422-5.04881e-05j 0.00596741-5.46713e-05j 0.0205129-0.000179046j 0.00845919-3.04012e-05j -0.0830143+0.000326205j 0.0141317+0.000517617j -0.0945673+9.47885e-05j 0.057721-0.000700778j 0.0428915-0.000365589j -0.017881-5.23812e-05j 0.00320574-4.79417e-05j 0.00649056-7.74468e-05j 0.0426692-0.000513938j -0.0707396+0.000118463j -0.0100491-0.000745655j -0.0490986+0.000591861j 0.0101965+0.000148267j 
0.00243319+0.000529337j -0.0149315+0.000364798j 0.123611+0.000266151j 0.0407361+0.000580604j -0.107974+0.000173868j 0.0241523+0.000889201j -0.0105222+0.000541111j -0.0293859+0.000550285j -0.054987-0.000777361j -0.0391984-0.000409153j -0.0197862-0.000106931j -0.0552183+0.000196067j 0.013348+0.000198478j -0.00487351+4.67606e-06j -0.00428135-0.000656225j -0.0379451+0.000706499j -0.165346+0.000181133j -0.125088+0.000476849j 0.0477338+0.00152373j 0.0170859+4.59614e-05j -0.193655-8.82553e-05j -0.114758-0.000656784j -0.0698826-0.00067471j 0.14698+0.00033566j 0.118603-0.000564732j 0.153759-3.78256e-14j 0.0962564+3.14142e-05j -0.0878333+0.000167615j -0.360192+0.000427042j 0.149727-0.00110945j 0.0462685-0.000558761j -0.17187+0.00068379j 0.0153147-0.000600267j 0.480393-0.000904373j -0.054877-0.000342038j -0.223068+0.000171512j 0.0210743+0.000404928j -0.0319158+0.0010473j 0.0980513-3.06131e-05j 0.0781732-0.000337987j 0.0751635+7.53896e-05j -0.199506+0.000983269j -0.0903427+0.00186275j 0.0518321+0.000380199j 0.0239136+0.00027215j -0.0590198+0.00032915j 0.125453-0.00084161j -0.0267372+7.57562e-05j -0.0398569+0.000453188j 0.0358357-3.80828e-05j 0.01508+0.000107474j 0.0616182-0.000847922j -0.00379009+0.000419447j -0.0438991+0.000160081j -0.0399454-0.000350917j 0.11577-0.00180864j -0.0205462+0.000521137j 0.0131578+0.00105635j -0.0665499-0.00011938j -0.0056099+0.00228557j 0.143811-0.00295559j 0.0228172+0.0003019j 0.0566858+0.000228611j -0.00775305+0.000101797j 0.00834473-0.000379239j 0.0482159-0.0010905j 0.0527484+0.0010447j 0.176292-0.00167381j -0.020303-0.000867159j -0.0629182+0.00117549j 
-0.0132362-6.25366e-05j 0.016802+1.19855e-05j 0.0588124+0.000264348j -0.0310294+0.000288062j 0.0676597-0.000126478j -0.00449407+0.000501123j -0.030806+0.000526074j 0.0464852+0.000274807j -0.0134274-0.000527083j 0.0234072-0.000297539j -0.0117359+0.00024585j 0.0562764+3.41647e-06j 0.0151786+0.000575443j 0.0617726+0.000256618j -0.037797-0.000303744j 0.0412848+0.000525943j -0.0747455+0.00010794j -0.0562088+0.000267853j -0.0602906+0.000118908j -0.00121953+2.38326e-05j -0.022656-4.69993e-05j -0.0169574-0.000552778j 0.0597494+3.73051e-05j 0.0151266+0.000505298j 0.0486078-0.000196264j 0.0962564-3.14142e-05j -0.152435+8.07635e-14j -0.0195534-2.45572e-06j -0.168263+0.00083831j 0.0758434-0.000859945j 0.063927+0.00017182j -0.225621-0.000115636j -0.524773-0.000232085j -0.304463+0.000267139j 0.561887-0.000434878j -0.0209737+0.000613521j -0.10276+0.00134414j -0.0657622+2.40861e-05j 0.114321-0.000284449j 0.0442242+0.000869517j -0.0679129-0.000577713j -0.0168967+0.000274865j -0.0458276+0.00100327j 0.0290676+0.000354953j -0.00997178-1.3365e-05j -0.0930807+0.000652268j 0.0674413+0.000349687j -0.0125478-0.000153934j 0.00690584-0.000691304j -0.014928+0.00021189j 0.0511252-0.000552591j 0.0279793+9.25664e-05j -0.0335216+0.000249116j 0.0348261-0.0001148j 0.0375844+0.00030298j -0.000624605-0.000193447j 0.00329347-0.000276177j 0.00827246+0.000402575j 0.034294+0.000379579j 0.0459334-0.00083295j -0.0338812+0.000822158j -0.0200837+0.000634805j 0.0249531+0.000192797j -0.00577738-0.000144029j 0.00318228+0.000146348j 0.0257227-0.000422686j -0.0096225-0.000432213j 0.0195256-3.16975e-05j -0.00809147-7.00068e-05j -0.0110344+0.000334523j 
-0.015344+0.000188702j 0.00352143+0.000167046j 0.0560708+8.32716e-05j 0.0211615+6.75495e-05j -0.032153+7.64492e-05j -0.0654906-8.39044e-05j 0.0105522+0.000623683j -0.0145459-8.41366e-05j -0.0279122-0.000713324j -0.00202675-0.000105412j 0.0221141+0.000474707j 0.0056422+5.25343e-05j -0.0252615+0.00026655j -0.0459414+0.000398512j 0.0235724+3.199e-05j -0.0359344-0.000101737j -0.0784135+0.000153447j -0.0870033-0.000232555j -0.0626334-8.25256e-05j 0.00743297+7.78863e-05j -0.17649+0.00048491j -0.0797678-0.000432907j -0.0296028-0.000321303j 0.0447487+0.000221207j 0.0185609-0.000734623j -0.0878333-0.000167615j -0.0195534+2.45572e-06j -0.295316-1.20786e-13j -0.204225+0.000361175j -0.0404136+8.81355e-05j 0.0676601-0.000384333j -0.0803113+0.000473444j 0.465362-0.000312893j -0.654204-6.29733e-05j -0.0427035-0.000361547j -0.0560902-0.000638472j 0.0393064-0.000404167j 0.00106268+0.000552733j 0.00607615+0.000355154j 0.0925059-0.000653656j -0.0171215+0.000567282j -0.0884246+0.000346399j -0.0163614+0.000146344j 0.0534403+0.000321674j 0.00808203-0.000361741j -0.000888332+0.000198546j 0.078376-0.000199096j 0.0486973-0.000293773j 0.020361-3.47257e-05j 0.0318805+0.000311086j -0.0188243+0.000589942j 0.0510497-0.000520699j -0.0138268+0.000197047j -0.0651037+5.79464e-05j -0.0760003-0.000250173j 0.0148827-1.08083e-05j 0.0304033-0.000221811j -0.0246494+8.27903e-05j -0.00361364+8.18337e-05j -0.012367+0.0011584j 0.0859-0.00149178j 0.012626+5.56871e-05j -0.00158762-0.000170963j -0.00230631-1.87698e-05j -0.000899447-4.77901e-05j 0.0500229-0.000499328j -0.0266479+0.00038832j 0.0806487-0.00118412j -0.0199879-0.000146539j -0.0287709+0.000555552j 
-0.0370347+0.000111844j -0.0230512+0.000209064j 0.0353908+4.01879e-05j 0.015657-0.000261941j 0.00430577+0.000666198j -0.0487676+0.000127127j -0.021671+0.00032365j 0.0225249-0.000429505j 0.0675918+2.47783e-05j -0.0026313-0.000166369j 0.00711364+0.000444036j 0.0196114-7.56549e-05j 0.0689412+0.000208286j -0.0485198+0.000748022j -0.00393671+0.000354845j 0.0296264-0.000700274j -0.0256699+0.000226648j -0.0526064-0.000751628j -0.193372-0.000855186j -0.0668969-0.00109721j -0.0974289-0.000625656j -0.113393-9.04007e-05j -0.11581-0.000126728j 0.134293+7.08466e-05j -0.170278-0.000525296j -0.360192-0.000427042j -0.168263-0.00083831j -0.204225-0.000361175j -0.121441-2.70479e-13j -0.116694+0.00069938j -0.135728+0.00141605j 0.203916+8.3092e-05j -0.417422-9.98962e-05j 0.049956+0.000109151j -0.330948+0.000699063j 0.0441592-0.000904696j 0.214861-0.000332959j -0.230516+0.000858908j 0.045765+7.98806e-06j 0.0254713-0.000720156j -0.145045-0.000382786j -0.0171722+0.000603558j -0.0154425-0.00115078j 0.0949932-0.000675076j -0.0726886+3.37267e-05j 0.0204344+0.000398814j 0.0540372+0.000534067j 0.0292993-0.000551391j -0.00640206-0.000254243j -0.0227623+0.000880123j 0.0104637+0.000674598j 0.0619012-1.15442e-05j -0.0168895-0.000133416j -0.0176437+0.000354516j -0.018712-0.00137066j 0.0124588-0.000235989j 0.0374376-0.000111263j -0.111166+0.000353539j 0.0481757+0.00112073j 0.0238058-0.000207213j 0.0259911-0.00033402j 0.00334006-0.000288387j -0.044972-0.000511927j -0.00130238-1.90988e-05j -0.00199517+0.000168708j 0.0568583-0.000157448j -0.0575035-0.000263533j 0.00180758-0.000847576j 0.000133569+0.00031437j -0.011839+4.68021e-05j 
0.00445329-7.97039e-05j 0.00796669-2.23751e-05j -0.0230662-0.000162331j 0.0395756+0.000261363j -0.0112962-0.000301882j -0.0183791-0.000130538j -0.00490723-0.000309779j 0.00452219+4.6714e-05j -0.0122657+0.000167861j -0.012814+7.5488e-06j -0.069505-0.000592071j -0.00280708+0.000165021j -0.00516529-0.000243718j 0.00533367-0.000277334j 0.037313-0.000213248j -0.0371724+0.000261382j 0.0320622-7.18592e-05j 0.00553267+0.000361575j 0.0649643-0.0010958j 0.00980361-0.000444289j -0.0408734+8.3044e-05j -0.0236478+0.000325145j 0.0124366-0.000182952j -0.0309119+0.000221329j -0.0029081+0.000157282j 0.149727+0.00110945j 0.0758434+0.000859945j -0.0404136-8.81355e-05j -0.116694-0.00069938j -0.891667+3.13983e-12j 0.0415172-5.21934e-05j -0.0171475-0.000478088j -0.0500894+0.000301196j 0.0791187+0.000683972j 0.0966795+0.000729864j -0.0200848-0.000777914j 0.0187961-0.0010134j 0.0837561-0.00062161j -0.0125826+0.000903581j 0.0478646+0.000746693j 0.0613108-0.000434757j -0.0402312+0.000331941j -0.0229382+0.000120307j 0.00352772+3.4281e-05j -0.000893445-0.000464884j 0.0326043-0.000126817j -0.0140045+0.000201869j 0.0376544+0.000240916j -0.014351+0.000351263j -0.00651115-0.000476485j 0.0079307-0.000799806j -0.00462668+0.000259475j 0.0417559-0.000595598j -0.000502154+4.56051e-05j -0.0420912+0.000947174j 0.0184582-7.50068e-05j 0.0497855-0.000111738j 0.0526354-0.000255907j 0.0146537-0.000171915j 0.00523257-0.000171803j 0.00581888+0.000126386j 0.00216158-7.35241e-05j -0.0095439-0.000122221j -0.0101724+6.67136e-05j -0.0150771-3.58454e-05j -0.0181483+0.00021276j 0.000357998+2.92289e-05j -0.00621741+0.00010959j 0.00574186-5.91859e-05j 0.00438486-0.000116627j 
-0.0115093-0.000143852j 0.0110303-9.4556e-05j -0.01818-0.000424316j 0.0706747+0.000266153j 0.00331286-0.000385255j -0.0483987-0.000312602j 0.0621329+0.000195158j 0.0275933-0.000161635j -0.0385516-3.67773e-05j 0.0618969+9.00357e-05j 0.00273747+0.00032555j -0.00206972+0.000180187j -0.0102437-6.12923e-05j 0.0507021-3.72802e-05j 0.0832483+3.62936e-05j -0.0517791+0.00020555j 0.0642574-0.000186392j 0.0335191-4.65785e-05j 0.0920331-0.000238171j -0.0445805-0.000612084j -0.0400466+0.000325538j -0.0218496+2.87121e-06j -0.0161541-0.000356684j 0.0234854+4.17463e-05j 0.00780715+8.68999e-05j 0.0462685+0.000558761j 0.063927-0.00017182j 0.0676601+0.000384333j -0.135728-0.00141605j 0.0415172+5.21934e-05j -0.88244-8.05054e-13j -0.0324501-0.000255231j -0.0233273+0.00128931j -0.0970132+0.000246576j 0.0584611+0.000204556j -0.0832689-2.04121e-05j -0.0617638-0.000740647j 0.109013-0.000109805j -0.0165799-9.96054e-05j 0.037613-0.000377001j 0.0760008+0.000114189j 0.0129285-0.000264859j -0.0295976+0.000136023j 0.00793677-0.000862039j -0.0104963+0.000694376j 0.0304137+4.94894e-05j -0.0397267-0.000225959j 0.0544724+0.000288468j -0.0333268+0.000293503j 0.0560552-0.000667534j 0.0162034+0.000227637j 0.0165432-0.000418567j 0.0049028+0.000132573j -0.00782075+0.000100097j 0.0144932-0.000774279j 0.0319213-0.000152378j 0.054781-0.000125703j 0.00336998+9.56942e-05j 0.0492595-0.00143479j 0.00436607-0.00085948j 0.0118508-0.000330124j 0.0101619-0.000189973j 0.00152709-0.000532169j -0.00257691+0.000104875j -0.0149778+8.59718e-05j -0.0402154+0.000568528j 0.030362-5.01016e-05j -0.0131321+0.000108267j 0.0239945-0.000217023j 0.00452472-0.000302895j 
0.0110485-0.000120937j 0.0171954+4.25581e-05j -0.0557349+8.59558e-06j 0.0410596+0.00011019j -0.0833561+2.04161e-05j 0.0608537+0.000123578j 0.00457129+0.000329131j -0.0798543-0.000376237j -0.0461895-0.000150099j -0.0342011-0.000115507j -0.0639977-5.95982e-05j -0.0752442-5.48112e-05j -0.0128597+0.000207586j 0.0486841+0.000543259j 0.0338475+8.576e-05j -0.0181257-0.000179095j 0.0654782+0.000192372j 0.0105823-0.000119797j 0.0313182-0.0002961j -0.0697928-0.000379135j -0.0369534-0.000453555j -0.00020159+0.000128583j -0.0656507+7.82259e-05j -0.034003-7.58004e-05j -0.247306+0.000133982j -0.17187-0.00068379j -0.225621+0.000115636j -0.0803113-0.000473444j 0.203916-8.3092e-05j -0.0171475+0.000478088j -0.0324501+0.000255231j -0.779275-3.02279e-13j -0.0201342-0.000483922j 0.0645461-0.000151838j -0.0623293+0.000102829j 0.0300584-2.93957e-05j 0.0851502-0.000584244j 0.0282026-0.000499067j -0.102373-9.4728e-05j -0.0351093-2.34767e-05j 0.0656771+6.5027e-06j 0.0197658+0.000205766j 0.000721444-0.000862262j 0.0114419-0.000856163j 0.0124751-0.000650689j 0.0865609-0.000228404j -0.0372084-0.000186486j -0.0438177+0.000194134j -0.0356979+0.000562946j 0.00246547+0.000513128j 0.054706-0.000665808j 0.0202985-0.00023499j 0.0468211-0.00127215j 0.00654914-9.42316e-05j -0.0592239+0.000835094j 0.0225086+0.000289878j -0.0341575+7.11447e-05j 0.00582526-0.000817687j -0.0356652+0.000966793j -0.0418279+0.000513933j 0.0141342-0.000466187j 0.00973425-0.000385983j -0.0401784-0.000226826j 0.00455765+0.000207874j 0.007624-0.000243436j -0.0031214+0.000320196j -0.00870835+0.000104275j -0.0381388+6.78832e-05j 0.0126478+0.000301014j 0.00670109-0.000354628j 
-0.0265418+7.71099e-05j -0.0311214-1.13311e-06j -0.0232453-0.000272722j -0.0294969+9.83438e-05j -0.0136179-7.519e-05j -0.0414946-0.000221557j 0.0869609+0.000429784j -0.0298808-1.5612e-05j 0.102605+0.00010763j 0.00115823+4.45136e-05j 0.00363239-0.00023341j 0.0390843+0.000173558j -0.0361175-2.86182e-05j -0.0592007+1.50145e-05j -0.0691279-0.000332686j 0.0013655-0.000198773j -0.0343143+0.000590818j 0.0444527+0.000511733j -0.120493-0.000170629j -0.000642585+0.00128975j 0.0629521+0.000138519j 0.0768268+0.000473622j 0.0300704+0.000183026j -0.199511-0.000832602j -0.132598-0.00081239j 0.0153147+0.000600267j -0.524773+0.000232085j 0.465362+0.000312893j -0.417422+9.98962e-05j -0.0500894-0.000301196j -0.0233273-0.00128931j -0.0201342+0.000483922j 0.176664+6.34572e-14j 0.0516846-0.00021882j -0.0507635-0.000415832j -0.0890907+8.71707e-05j -0.0123007-2.99369e-05j -0.0245403-0.000282591j 0.0321139+0.000485445j -0.00803802+0.000678318j -0.0383732+0.00107375j 0.0129016+0.000106488j 0.127788+0.000416261j -0.073406+0.00161578j -0.0818802-0.0003661j -0.0135879-0.00010661j 0.0302373-0.000237845j 0.0330216+0.000234128j 0.00686038+0.0002203j -0.0859778-7.79786e-05j 0.032028-0.000292789j 0.0130807+0.000340677j 0.00705739+0.000118067j 0.0294845-0.000293752j 0.0603805+0.000609747j -0.052675+0.000447348j -0.0356826+0.000242372j -0.0492333-0.000109053j 0.0272878-0.000488173j -0.0165107+0.0014205j 0.033825-0.000363785j -0.00130204+4.05994e-05j -0.00803886+0.00017835j -0.00553141-9.09271e-05j 0.0077281-4.81832e-05j 0.0367039-0.000600701j -0.0508627+0.000450437j 0.0384483-0.000442205j -0.0455426+0.000126121j 6.09018e-05+0.000455389j 
-0.00463822-2.02819e-05j -0.0395274-0.000119967j -0.0530224-0.000422679j 0.00834806+4.76144e-05j 0.0117982-0.000223361j -0.0223194-0.000233298j 0.0190346+0.00013034j 0.0584949+2.04792e-05j 0.0904538+0.000368297j 0.0145132-5.60807e-05j 0.0371825+0.000260274j 0.0295772+8.46049e-05j 0.0269232+9.66779e-05j -0.0429913-0.000191154j -0.0235786-0.00014496j 0.0122563+0.000518747j 0.0338401+0.000545866j 0.114566+3.76048e-05j -0.0373057-0.000151634j 0.042804-3.30828e-05j 0.11221+0.000369737j 0.0830238+0.000298632j -0.0700831-0.000153943j -0.173047-0.000238119j -0.125149-0.000434968j 0.480393+0.000904373j -0.304463-0.000267139j -0.654204+6.29733e-05j 0.049956-0.000109151j 0.0791187-0.000683972j -0.0970132-0.000246576j 0.0645461+0.000151838j 0.0516846+0.00021882j 0.161333-1.9578e-15j 0.0243711+4.50821e-05j 0.00432422-0.000168916j 0.0102101-0.000196227j 0.00173226-7.2554e-05j 0.0150256+0.000521229j 0.0441192+4.41161e-05j -0.0168008-0.000301815j 0.0344568-0.000408734j 0.0820383+0.000387013j -0.037575+0.000595246j -0.0318649-3.00818e-06j -0.0327202+0.000150477j -0.00106772-0.000244677j 0.0568144-0.000272833j 0.0512792-0.000387673j -0.0439086+0.000312923j -0.00922486+0.000274012j -0.0289652+0.000335135j -0.00470044+0.000308306j -0.0205386-1.31592e-05j 0.0324992+0.000313142j -0.0360001+0.000148397j 0.0353618-0.000146456j -0.00821707-7.04869e-05j 0.0147832-0.000196888j -0.0157845+0.000288894j -0.0327286+0.000809738j -0.0186208+0.000300225j -0.0175964+0.00010363j 0.00141115-0.000156111j -0.00416071+0.000100854j -0.00454725+7.86452e-05j -0.053249+0.0002189j -0.0277785+0.000216931j -0.0107825+0.000137002j 0.0205199-0.000136742j 
-0.0036406-0.000231948j 0.0157124-2.35818e-05j -0.0537057-0.000137628j -0.00923406+0.000392825j 0.0210413-0.000158463j -0.0744128-0.000244805j -0.0460135-0.000271542j 0.000415067+0.000252306j -0.00250463+4.30052e-05j 0.00911783+0.00013564j -0.0177683-0.00057108j 0.0219753+0.000111032j 0.00586811-0.000172913j -0.0127191-0.000570258j -0.0209192-0.000361169j 0.0541868+0.000354017j 0.0170061+0.000694612j 0.0257979+0.000362499j -0.103173-0.000175623j -0.000752745-0.000119754j 0.0378921+0.000991196j 0.0771706-0.00026017j 0.064055-0.000164469j -0.384723+7.97607e-05j -0.51279-0.0012042j -0.054877+0.000342038j 0.561887+0.000434878j -0.0427035+0.000361547j -0.330948-0.000699063j 0.0966795-0.000729864j 0.0584611-0.000204556j -0.0623293-0.000102829j -0.0507635+0.000415832j 0.0243711-4.50821e-05j 0.0304693-1.36643e-14j -0.000398082+0.00048711j 0.0141343-0.000190808j 0.00412407-0.00027241j -0.0211956-0.000512473j 0.00825524+0.000178792j -0.0510954+0.000351415j 0.0208059-0.000179213j 0.0395616+0.000495286j -0.0417286-5.5218e-05j -0.0325235-0.000358076j 0.00160202+0.000409595j -0.0100196-0.000307171j 0.0296862+0.000211727j 0.024144-0.000266572j -0.022331+0.000289143j -0.0341691+0.000723376j -0.00214219-0.000337078j 0.043305-0.000735389j 0.0256718-0.000605647j -0.0280912+0.000308026j -0.0260747+0.000791104j 0.0145516-0.000168712j -0.00922465-0.000417604j 0.0135472-1.92361e-05j -0.0105291-2.11255e-05j -0.0219929+0.000662113j -0.0125571+0.000219354j -0.035934-0.00020282j 0.00128227-3.2408e-06j 0.000352189-3.20257e-05j 0.020763-7.58217e-05j -0.0364816-3.66348e-05j -0.031993+0.000269629j -0.0111338+0.000395854j 0.00739657-7.05143e-05j 
0.0285119+0.000507683j -0.00336243+0.000137965j 0.0289524+0.000485252j -0.0179415-0.000867942j -0.0908449-0.000229844j 0.0627233+0.000315668j -0.0265577+0.000139186j 0.0243976-0.000100977j 0.00547569-0.000153023j -0.0303792-0.000148142j -0.00865272-0.000405549j 0.0286171-0.000235724j 0.0440705+0.000270989j 0.0238869+0.000633027j -0.00703594+0.000500763j 0.0233884-0.000224833j -0.0854549-0.000433921j -0.0397971-0.000746933j 0.120415+0.000741774j 0.0794187+0.00208302j -0.0857944-3.80231e-05j -0.0419015-0.000274331j -0.293989+0.000271753j -0.69819-0.00146568j 0.414938+0.000998808j -0.223068-0.000171512j -0.0209737-0.000613521j -0.0560902+0.000638472j 0.0441592+0.000904696j -0.0200848+0.000777914j -0.0832689+2.04121e-05j 0.0300584+2.93957e-05j -0.0890907-8.71707e-05j 0.00432422+0.000168916j -0.000398082-0.00048711j 0.0571663+4.6058e-15j 0.0449959+0.000628026j -0.00706418+0.000257939j -0.0750152+4.84167e-05j -0.0106312+0.000696342j 0.014327+0.000187566j -0.0318483+0.000209843j 0.0078294+0.000359759j -0.014305+0.000820602j 0.0303239-5.0293e-05j -0.0190606+0.000480653j 0.0501815+0.000468323j -0.0793547+9.39217e-05j 0.0382962-0.000387786j -0.0347274+0.000692943j 0.019015-0.000294122j -0.00967087+1.41562e-05j 0.0660267-0.000713303j -0.0303717-3.90093e-05j -0.0225788+0.000941564j -0.0159084+0.000186967j 0.021391+0.000133527j 0.0267288+0.000285817j -0.0694046-6.92364e-05j -0.0339086+0.00122952j 0.0265958-0.000547246j 0.0119709+0.000209216j 0.0436448+0.00100884j -0.00209695-1.59822e-05j 0.00632731-0.00019522j 0.0373285-0.000834523j 0.0229677+0.000246106j 0.0550274-0.000136449j -0.0411163+0.000177627j -0.0193758+0.000605611j 
0.0316126+0.000493702j -0.0291228-2.81516e-05j 0.0703606+0.00030969j -0.0145016-0.00142557j -0.0671395-0.000445425j 0.0373096-0.000211554j 0.00570707-9.89582e-05j 0.0619053-0.000131299j 0.023854-0.000114731j 0.0341735+0.000168454j 0.00418403-0.00026354j -0.0622602-0.000359675j 0.026943+5.40015e-05j -0.0322135+0.000173121j -0.0142329+0.000468865j -0.00333475+0.000136406j -0.0761557-0.00152556j -0.0331255-0.000930812j 0.179148+0.000804899j 0.279363+0.00120965j -0.241232-0.000422644j -0.366652+0.000352736j 0.606692+0.00124325j -0.169993-0.00181466j -0.243719+0.00033349j 0.0210743-0.000404928j -0.10276-0.00134414j 0.0393064+0.000404167j 0.214861+0.000332959j 0.0187961+0.0010134j -0.0617638+0.000740647j 0.0851502+0.000584244j -0.0123007+2.99369e-05j 0.0102101+0.000196227j 0.0141343+0.000190808j 0.0449959-0.000628026j 0.0197597+3.40288e-15j -0.0067454+0.000255878j 0.0531861+0.000262851j 0.0700038+0.000502391j 0.0306743-0.000280874j -0.0804115+0.000110595j 0.0132371-0.000461515j 0.0382558+0.00073085j 0.0265485+0.00055333j 0.00118363+0.00027978j 0.0356366+0.00090595j -0.0324445-0.000247895j -0.00257127-0.0002775j -0.0330088+0.000434387j -0.0299725+0.000157095j 0.0412315+0.000192799j 0.0538955-0.000444009j -0.0329997+0.000435304j -0.0485423-1.02275e-06j -0.0080998-0.000396796j -0.00936322+0.000344295j 0.0310675+0.000283512j 0.0166053-0.00062061j 0.0172638+0.000777658j 0.0304427-0.000785091j 0.0192764+7.17584e-05j 0.077644+0.00099143j -0.014902-2.91797e-05j 0.00430994+5.41234e-05j -0.00215921-0.000227466j 0.0281252-0.000140344j 0.0632613-0.000270484j -0.0254111-0.000197476j -0.00969635+0.000395131j 
0.0288957-0.000573071j 0.0341439-0.00010695j -0.105239+0.000205085j -0.0928184-0.000371808j 0.0734692-0.00012214j -0.0228148-0.000541244j -0.0618727-4.30651e-05j -0.0588741-0.000634675j -0.0709869-0.000194231j 0.024911+9.03719e-05j -0.0110606+8.91584e-05j -0.0403166-0.000187383j -0.0577647+8.3457e-05j 0.0613175+0.000675804j 0.0501747+0.000537491j -0.0775942-0.000870215j 0.146575-0.00033465j 0.0896102-6.45794e-05j 0.0702288-0.000193124j 0.381893+0.000331861j 0.203546+0.000919687j -0.543124-0.000963054j -0.307721-0.000103056j 0.0529031-0.000695864j -0.0377053+0.000302179j -0.0319158-0.0010473j -0.0657622-2.40861e-05j 0.00106268-0.000552733j -0.230516-0.000858908j 0.0837561+0.00062161j 0.109013+0.000109805j 0.0282026+0.000499067j -0.0245403+0.000282591j 0.00173226+7.2554e-05j 0.00412407+0.00027241j -0.00706418-0.000257939j -0.0067454-0.000255878j 0.18593+8.65589e-15j 0.0101627-0.000531809j 0.0756853+2.09593e-05j 0.0534516+0.00021015j 0.0811148-0.000829784j -0.0400698-0.0015379j 0.0674741-8.47212e-05j 0.0106105-0.000171037j 0.0756543-0.000382465j -0.0451243+9.46707e-05j -0.0421005+0.000326181j 0.0165191-0.000292704j 0.0372652-0.000797259j 0.00927097+0.000252257j 0.0109081+0.000446162j -0.0102648-1.89891e-05j -4.81583e-05-8.54336e-05j -0.0614613+1.78328e-06j 0.00174768+0.000800642j -0.0107351-0.000403913j 0.0668469-0.00112077j 0.0433769-7.68099e-05j -0.0224366-0.00185186j -0.103571+0.00175129j -0.0290495+6.55633e-05j -0.00401795-8.35085e-05j 0.00554925-1.39195e-05j -0.000716357+0.000220599j -0.096998+0.00152913j -0.0120094-0.000761469j -0.156178+0.0013825j 0.0718996+0.000167198j 0.0525466-0.00133921j 
-0.0553437+6.72227e-05j -0.0380644+4.70185e-05j -0.0594959-0.000821316j 0.00613027-0.000682866j -0.127674-0.000225881j -0.0286355-0.000645679j 0.0048069+9.4603e-05j 0.00769708-0.000366152j 0.0123484+6.57995e-05j 0.020741-9.23056e-05j 0.0108482+0.000262418j 0.00776011-2.3095e-05j 0.0608025+1.39091e-05j 0.0425889+0.000528159j 0.018458+0.000224373j -0.0180829+3.92344e-05j 0.0801179+0.00110424j 0.0547325+0.000898625j -0.442359-0.00024504j -0.378087-0.00177929j 0.173272-0.000373404j -0.458041-0.00119122j 0.279054-0.000734017j -0.144028+0.000471077j 0.297805-0.000302479j 0.0980513+3.06131e-05j 0.114321+0.000284449j 0.00607615-0.000355154j 0.045765-7.98806e-06j -0.0125826-0.000903581j -0.0165799+9.96054e-05j -0.102373+9.4728e-05j 0.0321139-0.000485445j 0.0150256-0.000521229j -0.0211956+0.000512473j -0.0750152-4.84167e-05j 0.0531861-0.000262851j 0.0101627+0.000531809j -0.00897649+4.35101e-15j 0.018989-0.000547745j -0.0177736+8.23239e-05j 0.0401295+0.000306087j 0.0494341+5.71572e-05j 0.0233222-0.000998295j -0.105648-0.00027372j -0.0111884-0.000248373j -0.00619554-0.00113931j -0.0523465+0.000208198j -0.0104695+0.000383718j -0.0546263-0.000264913j -0.0300811+0.000316017j 0.014429-0.000111389j -0.0286998+0.000603719j 0.0186454-3.10786e-05j 0.0267927-0.000558255j 0.0671732-0.00121116j 0.0340171-0.00041728j -0.101814+0.000276158j 0.00317161+0.00122601j -0.0153618+0.000269615j 0.0239788-0.000405518j -0.0192742-8.24821e-05j -0.0739435-0.000934958j 0.0111854+4.51642e-05j 0.00402513-8.01877e-05j -0.00595322+0.000356379j -0.0742062+0.00069604j -0.0333657-0.000682738j 0.0302573-0.00026345j 0.0167727-0.000411274j 
