0.00808953+2.16493e-15j 0.0591227+0.0360918j 0.0209591+0.0723308j 0.00575325+0.103857j -0.00956596-0.0749264j -8.04192e-05+0.0573575j 0.0555349-0.0509778j 0.154445-0.110811j -0.107626+0.0923016j -0.0675475-0.0073338j -0.080916+0.0705181j 0.186183-0.163508j -0.0438808-0.116038j -0.0941579-0.108238j -0.052379-0.0359117j -0.230994-0.0789561j -0.187173+0.0373415j -0.279928+0.0585415j -0.0458937-0.0830286j -0.137689+0.0842328j -0.0812874+0.102149j 0.0180121-0.23615j 0.0886178-0.0395194j -0.121335-0.0629999j 0.162788-0.0539297j 0.0186034-0.0246922j -0.0890064+0.47871j -0.647177-0.266778j 0.0847695-0.0710656j 0.862053-0.289917j -0.191768-0.162951j 0.161341-0.0978438j -0.058822-0.0386499j 0.090517+0.224198j 0.110444+0.0816365j -0.164803-0.172601j 0.0149755-0.0126872j -0.0840669+0.0384078j 0.16843+0.099043j -0.0177635+0.157876j 0.0689705+0.0982241j 0.0932292-0.193278j 0.118813-0.204874j -0.0296863-0.0792415j -0.0487475-0.107705j -0.0351288-0.244396j -0.0821962-0.132327j -0.144183-0.33922j 0.469557+0.208257j -0.0272106+0.0392632j 0.291347+0.0351704j 0.169509-0.0930049j 0.304171+0.0589612j -0.132629+0.487049j 0.12059-0.181862j 0.161734-0.162j 0.0247408+0.587472j 0.210592+0.326366j 0.233276+0.199488j 0.425765+0.130501j 0.330828-0.457697j 0.166637-0.0351576j 0.0184613+0.575222j 0.428823+0.136431j 0.554462+0.514993j -0.105375+0.593873j -0.292418+0.630837j 1.23203+0.495309j 0.710134+0.542692j 
-0.647177+0.266778j 0.339257+0.584408j -0.590267+0.615032j 0.341518-0.30384j 0.0309547+0.400235j -0.593492+0.0774069j -0.180577-0.351934j -0.3187+0.265718j 0.198574-0.0665241j -0.0364998+0.163945j -0.138327-0.416441j 0.106922-0.272811j -0.103377+0.280132j 0.0228206+0.00162063j 0.0463942+0.0383854j 0.248886+0.267889j 0.214065+0.123978j 0.0977709+0.189915j -0.102074-0.210033j 0.10956+0.0869334j 0.136837+0.0312087j -0.0495867+0.122478j -0.0234922-0.149877j 0.00147647+0.142776j -0.197007-0.0215792j -0.113227+0.108533j 0.0291584-0.00517457j 0.593323+4.60743e-15j -0.79849-0.787119j 0.421531+0.212291j -0.00220773-0.68118j 0.712651+0.61889j 0.675719-0.175749j -1.24411-0.724584j 0.314398+0.447038j 0.665301+0.868061j 0.215681-0.262616j 0.172246+0.201044j 0.22916+0.164114j 0.43556+0.536628j -0.252122+0.667387j -0.325621-0.150473j 0.0980736+0.614946j -0.286879+0.0586597j 0.102227+0.125535j -0.041073+0.0201861j -0.0512944+0.146995j -0.41596+0.177254j 0.36373-0.151331j 0.141037+0.596676j 0.166036+0.02166j 0.0480641-0.162285j 0.213239+0.140775j 0.0624412+0.0791717j -0.0293284-0.179378j -0.299665+0.0316792j 0.316169-0.0186912j 0.203742+0.166594j 0.143578-0.0713244j 0.29085+0.0539599j 0.113903+0.0662517j 0.0555167-0.017673j -0.0403244-0.160447j 0.0321144+0.0694825j 0.135573-0.0881665j -0.034778-0.131431j 0.10641-0.0422687j -0.206324+0.188696j -0.430171-0.0742428j 
0.0847695+0.0710656j 0.177681+0.165074j 0.107483+0.0132821j 0.045104+0.0304003j -0.260705-0.0521113j -0.19127+0.0331775j -0.0308237-0.0887679j -0.167526-0.164087j 0.0525336+0.0983177j -0.0256502+0.143565j 0.232722+0.194098j 0.0276962-0.291394j -0.126844+0.195738j -0.0507518+0.224018j -0.080291+0.11203j -0.184383+0.445017j 0.125195+0.272419j -0.139743+0.532459j 0.0217476+0.152286j 0.0205962+0.123519j 0.231486+0.148832j -0.675625-0.0198435j 0.186287-0.29444j -0.330081+0.37255j -0.0422469-0.34213j 0.0729297+0.391564j -0.0375157+0.400392j -0.79849+0.787119j -0.151025-2.49523e-14j -1.0234-0.772975j 0.0134777-0.175604j 0.00417674-0.128303j 0.027348+0.310849j -0.0201302+0.0780842j 0.0961825-0.100355j -0.0962147+0.339423j -0.00324642-0.0316688j 0.0872748-0.0700987j 0.0678757+0.00823631j 0.154015+0.064096j 0.0486383+0.326301j -0.190347+0.0280625j -0.161364+0.100041j -0.0213375+0.145424j -0.00767946+0.00556791j -0.330437-0.0265739j -0.0355514+0.142054j -0.393661+0.0687617j 0.0636034-0.228382j 0.199544+0.387154j 0.0423102-0.10747j -0.118395-0.272237j 0.0424462-0.120047j 0.546998+0.38524j -0.260439-0.18178j -0.433148-0.289133j 0.890272+0.221498j 0.27007+0.143725j 0.473105-0.275331j 0.661623-0.196647j -0.168706-0.954963j 0.132767-0.207023j -0.11444+0.195631j 0.928634+0.322116j 0.534622+0.212986j -0.105035+0.505518j -0.133236+1.61266j -0.687949+0.510385j 2.25374+0.211427j 
0.862053+0.289917j -0.587975-0.083026j -0.210665-0.770556j 0.0151935+0.367221j 0.213748+0.200988j 0.499979+0.025425j 0.0473082-0.166599j 0.104493-0.429542j 0.268293+0.151273j 0.0173332-0.0243497j -0.0266523-0.0985428j -0.377195-0.0526867j -0.243729-0.0105653j -0.283451+0.147369j -0.0391111+0.0432729j -0.0575891+0.118757j -0.0216287+0.121836j 0.179819+0.135532j -0.0324111+0.104862j 0.14438+0.044522j 0.0134249+0.0683961j -0.099001-0.107556j 0.0197883-0.0537952j -0.0532952-0.00661768j -0.100351+0.171966j -0.159251+0.141003j 0.0482534-0.174692j 0.421531-0.212291j -1.0234+0.772975j 0.138464-1.42109e-14j 1.29723-0.514141j -0.558447-0.889778j -0.0799799+0.70097j 0.660242-0.539201j -0.527842-0.0540144j 0.119719+0.549208j 0.0712777+0.0688591j -0.156266-0.637316j 0.504039-0.0526399j -0.219477-0.0290698j 0.286251-0.386711j 0.207703-0.415207j 0.0111551-0.197147j -0.00970174-0.154018j -0.0709961-0.579898j -0.171987+0.0119465j -0.176777-0.197113j -0.273473+0.0231198j 0.415168-0.138371j -0.00637577-0.138184j 0.143174-0.239332j 0.0844437-0.0336289j 0.11885-0.316021j -0.00704555+0.152674j 0.0593705-0.0424076j -0.0275383-0.101801j 0.0458308+0.184868j 0.033874-0.120534j 0.0191795+0.143411j 0.151339-0.115738j 0.042612+0.0335452j 0.0239435+0.0254833j 0.19079-0.099937j -0.124025+0.0457966j 0.0467924-0.187875j 0.162637+0.0126186j 0.249291+0.183625j -0.108995+0.24122j -0.157776-0.0888209j 
-0.191768+0.162951j -0.256817+0.142835j -0.0307715+0.149314j -0.166248-0.0763296j 0.241953-0.115109j -0.197835-0.142236j -0.00929587+0.0346531j -0.0335674+0.0944965j -0.157254-0.241908j -0.0744458+0.114746j -0.117665-0.0460048j 0.328072+0.284449j 0.0898944+0.292993j 0.185189+0.321376j -0.027741-0.0232903j 0.023399-0.13106j 0.363659-0.0695358j -0.346666-0.301547j 0.184727+0.0859476j 0.0521258-0.197641j 0.226395-0.0627101j -0.398667+0.193003j 0.462541+0.162594j -0.357071+0.180655j 0.254693+0.70904j 0.0485114+0.370254j 0.644637+0.0249655j -0.00220773+0.68118j 0.0134777+0.175604j 1.29723+0.514141j 0.244167+9.99201e-16j 0.168357+0.147555j -0.166011-0.158369j -0.168766-0.00276498j 0.0396154-0.119378j 0.0926673-0.0400635j 0.00998983+0.0696263j -0.117688+0.0919197j -0.0427978+0.374215j -0.10153-0.173887j -0.0748142+0.09494j 0.181657+0.287508j 0.058517+0.378421j 0.383161+0.152391j 0.11362+0.248293j 0.123379-0.226863j 0.442076+0.0192776j 0.409547-0.298411j -0.864315+0.362914j 0.596601+0.326385j -0.60444+0.303242j -0.243281+0.0906084j -0.316959+0.389909j -0.0403464+0.0119111j -0.313897+0.213831j -0.0684241-0.466229j 0.17461-0.361107j 0.103637+0.893503j 0.0292662-0.577471j -0.174883+0.336263j 0.0695965-0.0625197j -0.132501-0.253758j 0.0881858-0.602698j 0.657752-0.141174j 0.704076+0.941349j 0.64386-0.538162j 0.991769+1.00024j -0.0745736+1.1879j 0.696943-0.0672739j 
0.161341+0.0978438j 0.153858+0.0645732j 0.121459-0.107807j 0.174838-0.179856j -0.109674+0.0589127j -0.205218+0.068484j -0.293489-0.0819491j -0.578424-0.0223787j -0.0577835+0.0807953j -0.0479453+0.181205j 0.115179-0.312852j 0.0754371-0.0912875j -0.0782658+0.161831j 0.250863+0.189009j 0.0307031-0.0345589j -0.254146+0.193988j -0.232347+0.268551j -0.0512673-0.0866867j 0.411668-0.56906j -0.211846+0.123479j -0.240961+0.270341j 0.266131-0.386841j -0.241321+0.272796j -0.151897-0.74152j 0.540501-0.480529j -0.47383-0.607304j -0.453331-0.996251j 0.712651-0.61889j 0.00417674+0.128303j -0.558447+0.889778j 0.168357-0.147555j -0.250097-1.34337e-14j -0.0102449+0.0196205j -0.0155133+0.0496069j -0.241063-0.425551j 0.197931+0.0177269j -0.133073+0.0660781j 0.203805+0.56043j 0.0413756+0.104268j 0.502447-0.309298j 0.198038+0.0643098j -0.320635+0.419868j 0.198534+0.314207j -0.144759+0.243277j -0.337806+0.779378j -0.0866948-0.0741939j -0.0590609+0.302864j -0.399326-0.0396259j 0.421818-0.240593j 0.325392+0.116989j 0.134965+0.164478j 0.0856107-0.172957j 0.254687+0.545041j 0.147293-0.361388j 0.0118978-0.32121j 0.256571+0.123607j -0.113253+0.551739j -0.224873-0.399904j 0.234784+0.356466j 0.919107+0.230123j 0.660897+0.858118j 0.537706+0.0544348j -0.0813623+0.565098j -0.293477+0.830587j -1.17102+0.797797j 0.488107+0.300914j 0.3056+0.963646j 1.16863+0.782305j 0.100967-1.43624j 
-0.058822+0.0386499j 0.0698189+0.114291j -0.064321-0.126882j -0.0775391+0.581344j -0.145945+0.0608375j 0.146356+0.111566j 0.110179-0.110526j 0.186613-0.17438j 0.063098-0.235075j 0.222222+0.142061j 0.121575+0.153777j -0.1505-0.256862j 0.429654+0.315436j 0.186761+0.102369j -0.0203676+0.113769j 0.0642197-0.043301j 0.146315-0.185066j 0.357079-0.259848j -0.073863-0.309488j -0.544384-0.124201j 0.065861+0.15889j -0.571969-0.429103j -1.16141+0.567687j -0.591445-0.668548j 0.243002-0.301421j 0.328466+1.32057j 0.685983+0.89171j 0.675719+0.175749j 0.027348-0.310849j -0.0799799-0.70097j -0.166011+0.158369j -0.0102449-0.0196205j 0.318038+2.40918e-14j 0.0252403-0.0339377j 0.684506+0.28497j 0.0813352+0.161257j 0.243069+0.1255j -1.2108-0.369151j 0.0997795-0.0480926j -1.07697-0.308952j 0.140878-0.0565152j 1.05383+0.38375j 0.562181-0.171793j 1.29127+0.0771277j -0.0171722-0.0156183j -0.244623+0.307106j 0.838848-0.0497297j 0.751911-0.00937779j -1.62226+0.0339148j 1.2224-0.556011j -0.530784+0.0874286j -0.796962-0.0432039j -0.171058+0.562991j 1.05343+0.0711004j -0.732016+0.0707228j 0.39256-0.366181j 1.01496+0.906723j -0.619132-0.571292j 1.30694+0.460701j 0.203767+1.00448j 1.47215-0.548323j 0.473212-0.46j -0.326891+0.431297j 0.341977+0.592947j -0.0763827-0.0650646j 0.45452-0.811521j -0.685061-0.105282j -0.475873+0.720061j 0.0729593+0.192734j 
0.090517-0.224198j 0.157188-0.0675641j -0.151653+0.00953508j 0.160035+0.0376128j -0.0421752-0.158285j 0.225998+0.0327461j -0.397852+0.0779896j -0.0176954+0.021293j -0.1768-0.0125478j 0.144999+0.512228j -0.29367+0.309208j -0.227936-0.133507j -0.0828373+0.025858j 0.305301+0.147431j -0.0273038-0.282855j -0.193084-0.206808j 0.478432-0.0173208j 0.113073-0.250681j -0.419642-0.182841j 0.315338-0.212305j -0.0249813-0.0487592j 0.236455+0.460352j 0.807518-0.147159j -0.156203+0.291989j 0.823975+1.34124j 0.392565-0.622206j 0.375309-0.459736j -1.24411+0.724584j -0.0201302-0.0780842j 0.660242+0.539201j -0.168766+0.00276498j -0.0155133-0.0496069j 0.0252403+0.0339377j -0.168669-5.66214e-15j -0.24108-0.0362226j -0.297742-0.197663j -0.182844+0.217893j 0.317394+0.126786j -0.0597217-0.0655082j 0.368381-0.417589j -0.443562-0.135308j -0.468943-0.526034j -0.161225-0.325159j -0.0208499-0.0491174j -0.351285+0.0993043j -0.181531-0.376537j 0.122315-0.245803j -0.732223-0.0189369j 0.319922-0.230378j -0.811208-0.228889j -0.271867+0.306426j 0.535618-0.117345j 0.338015+0.0396345j 0.1692+0.0916178j 0.255558+0.189457j 0.0742178-0.0693991j -1.1935-0.863748j -0.238496-0.234714j -0.454048-0.0374356j 0.433053-0.186266j 0.455461+0.526074j -0.0170711-0.0201172j -0.475894-0.961015j 0.670388+0.212218j 0.837559+1.26027j -0.367942-0.00939038j -1.0985+0.679221j 0.413372+0.65489j -0.435838-0.119268j 
0.110444-0.0816365j -0.028696-0.168623j -0.251498-0.260742j 0.13962-0.0272617j 0.0356153+0.272558j 0.0691047-0.248378j 0.0377455+0.112977j -0.278841+0.236688j 0.21339-0.281275j 0.0961927-0.221992j -0.147805-0.070517j 0.032855-0.0571811j 0.288229-0.0245168j -0.311559-0.269634j -0.276099+0.101632j -0.29041+0.184684j 0.411233+0.0363947j -0.867392-0.0092082j -0.16542+0.0258904j 0.104338+0.148729j -0.448397-0.22615j -0.0830668+0.327698j 0.279242-0.683378j -0.192061-1.3157j 0.30097-0.297565j -0.14537+0.605603j 0.690033+0.138425j 0.314398-0.447038j 0.0961825+0.100355j -0.527842+0.0540144j 0.0396154+0.119378j -0.241063+0.425551j 0.684506-0.28497j -0.24108+0.0362226j -0.858992+1.44107e-13j 0.0173482-0.0829277j -0.443103-0.0738369j 1.82118+0.419593j -1.30828-0.0448196j 1.69925+0.184114j -0.00625521-0.18997j -1.75336+0.317491j -1.3321-0.395143j -1.62677-0.0597639j -0.993985-0.106992j -0.23902+0.0440567j -1.47324+0.065952j -1.35399-0.397007j 3.04492+0.0648034j -1.87525+0.292232j 1.14847+0.397969j 1.22632+0.0909339j 0.732869-0.4189j -0.710038+0.524211j 1.81956+0.639497j 0.273424+0.184507j -2.55102-1.27147j 0.358341+0.429122j -0.961082+1.51227j -0.876773+0.777972j -1.64402-0.637752j 0.160317+1.2611j 0.0254542+0.0543625j -0.0298146+0.803507j -0.598683+0.0198426j 0.116181+0.631854j 0.350861-0.529024j -0.30999+0.0874j 0.370031+0.209025j 
-0.164803+0.172601j 0.042397+0.180256j -0.0485828+0.105434j 0.061445+0.322898j -0.0989624-0.185842j -0.0505328-0.144101j -0.221173+0.180424j -0.051955+0.145302j -0.164979-0.394713j 0.180709-0.0825919j 0.0972735+0.436388j 0.0684248+0.148422j 0.0689441+0.300977j -0.0849392+0.2542j 0.0699046-0.0371792j 0.0748515+0.457428j 0.0432377+0.694423j 0.155477+0.0343356j 0.283059+0.389586j 0.0501593+0.7512j -0.0558198+0.247888j -0.269481+0.589948j -0.678947-0.508046j 0.221635-1.03017j -0.756597-1.13075j 0.319483-0.856547j -0.262645+0.741189j 0.665301-0.868061j -0.0962147-0.339423j 0.119719-0.549208j 0.0926673+0.0400635j 0.197931-0.0177269j 0.0813352-0.161257j -0.297742+0.197663j 0.0173482+0.0829277j -0.142619+3.71925e-15j 0.151117+0.290217j -0.196645-0.298204j -0.104436+0.65967j -0.774044-0.557114j -0.153446+0.37963j 0.583206+0.418484j 0.0941077-0.0194415j 0.125625+0.063978j 0.181742+0.00419692j 0.195473-0.369526j -0.147733-0.172302j 0.140837-0.173079j -0.471514-0.258559j 0.681741+0.828365j -0.603805-0.463871j -0.462531+0.172688j 0.0966391-0.244878j 0.750856-0.445427j -0.523471-0.063439j -0.173444-0.14716j 1.0271+0.0980118j -0.13801-0.556095j -0.123228+0.609721j 0.966601-1.23553j -0.0994856+1.07114j 0.725215+0.215002j -0.331124+0.591727j -0.00508641-0.020424j 0.612344+0.856116j -0.391058+0.404347j -0.0493529-0.179491j 0.115408+0.463619j 0.021506+0.10558j 
0.0149755+0.0126872j 0.0499982-0.0186628j 0.0577638-0.0546671j -0.00448385+0.0235009j 0.133058+0.0224565j 0.207543+0.0831462j -0.086644-0.0837011j -0.0299185-0.0284914j -0.00440056+0.0560721j 0.0773997+0.0157636j 0.178489+0.0123685j 0.231862+0.597941j 0.0350733-0.0224067j 0.162071-0.0493474j 0.0603748-0.138026j 0.0907377-0.174537j -0.0154173-0.000104261j -0.191045+0.850161j -0.402002+0.0392005j 0.357214+0.424437j -0.15831-1.10399j -0.598894-0.215585j -0.722098+0.47908j -0.396841-0.475088j 0.369135+0.384168j 0.187391-0.478001j -0.484294+0.200273j 0.215681+0.262616j -0.00324642+0.0316688j 0.0712777-0.0688591j 0.00998983-0.0696263j -0.133073-0.0660781j 0.243069-0.1255j -0.182844-0.217893j -0.443103+0.0738369j 0.151117-0.290217j -0.183426-1.26565e-14j 0.479488+0.194647j -0.367796-0.0721549j 0.672445+0.00331942j -0.202243+0.51407j -0.989637+0.0840655j -0.601281+0.329777j -0.757223+0.023663j 0.049882-0.284756j 0.248938-0.129614j -0.441643+0.0166463j -0.396237-0.253694j 1.57161-0.176272j -0.675549-0.421567j 0.451086-0.208634j -0.159416+0.290152j 0.0767532-0.426904j 0.364399-0.0257242j 0.801126+0.416788j 0.377967-0.387193j -1.07858-0.379491j -0.243889+0.288565j -0.452236+0.809845j -0.114065+0.530532j -0.228148+0.107913j 0.283491-3.34638j -0.691006-0.154785j -0.165111-0.74035j -0.0611239+0.111322j -0.329619+0.442486j 0.287426-0.0509569j -0.110593-0.0928024j -0.0357248+0.104448j 
-0.0840669-0.0384078j -0.102879+0.0606796j 0.413337+0.357603j -0.0107221-0.318227j 0.160285-0.328049j -0.00141752-0.324332j 0.187974-0.332211j -0.099674-0.177388j 0.167972+0.0517616j 0.172872+0.153375j -0.0121291+0.220223j -0.144174-0.350818j 0.449416-0.00954037j -0.0447809+0.0625426j 0.085191+0.313679j 0.467449-0.181689j 0.500634-0.199957j -0.0271034+0.499372j -0.0196871-0.138112j -0.935654+0.385299j 0.278464-0.300104j 0.507149+0.376276j 0.709697+0.0858272j -0.672979-1.28258j 0.968922+0.075691j -0.0154498-0.347208j -0.116643+0.72948j 0.172246-0.201044j 0.0872748+0.0700987j -0.156266+0.637316j -0.117688-0.0919197j 0.203805-0.56043j -1.2108+0.369151j 0.317394-0.126786j 1.82118-0.419593j -0.196645+0.298204j 0.479488-0.194647j -1.26743+7.00152e-14j 0.852577-0.318166j -2.03206+0.038677j 0.150766+0.23608j 2.87997+0.0145954j 1.21679+0.152904j 2.36162-0.504168j 1.65704-0.165244j -0.191858+0.65452j 1.97881-0.0942374j 1.46513+0.161j -3.56879-0.339369j 3.0028-0.237296j -1.49627-0.97483j -2.07235-0.0820582j -0.00038881-0.378721j 0.948691-0.763033j -1.87381+0.348834j -0.493412-0.366786j 3.10259-0.489138j 0.299471-0.0288234j 1.221+0.740728j 0.91493+0.673677j 1.98758+0.147508j 0.0254257+0.189296j -0.146048+0.822676j -1.26633-0.955575j -0.136784-0.180267j 1.29297-0.592337j -0.593863-0.626651j -0.0543013+0.189559j -0.151297-0.696498j 
0.16843-0.099043j 0.33666+0.0163175j -0.0505911+0.12499j 0.155899-0.180242j -0.0419757-0.18545j 0.0700537+0.371261j -0.393361+0.00133312j -0.0882783-0.0883275j -0.0921385-0.00223775j -0.317734-0.184012j -0.0167757-0.161155j 0.238666+0.378642j 0.0683324-0.187995j -0.810212+0.271051j 0.115821+0.585731j 0.406057-0.42503j -0.12284+0.249862j -0.18356-0.86763j 0.693697+0.0102341j 1.12674-0.0260821j 0.202172-0.183618j -0.532317+0.612573j -0.491216-0.0668202j 0.355601-0.791896j -0.0793034-1.25842j -0.0855102-0.407931j -0.387737-0.715359j 0.22916-0.164114j 0.0678757-0.00823631j 0.504039+0.0526399j -0.0427978-0.374215j 0.0413756-0.104268j 0.0997795+0.0480926j -0.0597217+0.0655082j -1.30828+0.0448196j -0.104436-0.65967j -0.367796+0.0721549j 0.852577+0.318166j -0.231766+5.5167e-13j 1.39456-0.0727418j -0.134471+0.260895j -1.50287+0.0663771j -0.959111-0.396616j -1.40934-0.156129j -1.30933+0.0933632j 0.444855+0.295123j -1.54061+0.85836j -0.551623-0.655514j 1.98326+0.22995j -1.24244+0.253269j 0.967627-0.637311j 0.296998-0.285718j -0.777847-0.270606j -1.53787-0.34364j 1.20101-0.20761j 0.637873+0.490627j -1.14077-0.699819j -0.198034-0.427205j -0.761676-0.517283j 0.0858702+1.58844j -0.974038-0.849552j -0.142473+0.475943j -0.963301+0.680614j 1.2316-1.07997j 0.30346-0.0287576j -0.516715-0.591972j 0.728999+0.435455j 0.021509-0.000593399j -0.472401+0.137219j 
-0.0177635-0.157876j -0.159586+0.0490622j -0.342784+0.266113j -0.0179781-0.1541j -0.31268-0.1956j -0.315429-0.292311j -0.030025+0.221985j -0.2099-0.131389j 0.288076-0.0201623j -0.175824+0.219298j 0.117731+0.147552j 0.323098-0.402393j -0.40471+0.575144j -0.0120537-0.136882j 0.366278+0.145241j 1.02175+0.289151j -0.59367+0.10246j -0.508967+0.0794503j -0.178392-0.499645j -0.121837+0.253894j -0.181851-0.278364j -0.0437895-0.468151j -0.675031+0.291186j -0.145144+0.947877j 0.308774+0.328909j -0.36745-0.754372j -0.0568138+0.153483j 0.43556-0.536628j 0.154015-0.064096j -0.219477+0.0290698j -0.10153+0.173887j 0.502447+0.309298j -1.07697+0.308952j 0.368381+0.417589j 1.69925-0.184114j -0.774044+0.557114j 0.672445-0.00331942j -2.03206-0.038677j 1.39456+0.0727418j -2.63056+7.79488e-13j 0.523429+0.148188j 3.34098+0.0482535j 2.24867-0.380107j 3.01018+0.081377j 2.23169+0.390175j -0.0544839+0.22885j 2.06115+0.138653j 2.21328+0.7809j -4.76616-0.362947j 3.268-0.220683j -1.84412-1.20154j -0.669595+0.503682j -0.924144+0.366705j 2.11711+0.315975j -1.97037+0.240018j -0.845784-0.0770988j 4.44267+0.213471j 0.459264+0.361365j 2.69699+1.10309j 0.588729+0.65028j 1.67936+0.688372j 0.570347-0.0132711j -0.237738+1.07968j -0.690065+1.03156j 0.473884-0.215823j 1.48456-0.172329j -0.20695-0.371495j -0.0858866+0.538268j 0.27638-0.312992j 
0.0689705-0.0982241j 0.226475+0.147659j -0.200394+0.0978373j -0.00280766+0.144229j -0.0780917-0.365508j 0.289176+0.00653548j -0.128809-0.185899j -0.442499+0.393998j 0.11049+0.1914j -0.273115-0.419965j -0.505204+0.0719312j -0.176207+0.478382j 0.107002+0.280623j 0.463618+0.125433j -0.136982+0.135458j -0.0682114+0.314031j 0.10797-0.289617j -0.539084+0.272735j 1.00375+0.351373j -0.54423-0.401622j 0.167996-0.0153139j 0.178293+0.187899j 0.202581+0.0908535j 0.494061-0.141052j 0.0733863-0.502999j -0.343284-0.218589j 0.977797+0.233245j -0.252122-0.667387j 0.0486383-0.326301j 0.286251+0.386711j -0.0748142-0.09494j 0.198038-0.0643098j 0.140878+0.0565152j -0.443562+0.135308j -0.00625521+0.18997j -0.153446-0.37963j -0.202243-0.51407j 0.150766-0.23608j -0.134471-0.260895j 0.523429-0.148188j -0.799716+1.77636e-15j -0.0558136+0.308205j 0.349698+0.150289j -0.60473+0.0489975j -0.154553+0.543017j -0.278273-0.13672j -0.133021+0.233427j -0.388395+0.0180489j -0.17592+0.00852871j 0.00303741-0.227064j 0.450893+0.522686j -0.166139-0.0800239j 0.478168+0.0773842j -1.3472-0.361927j 0.212132-0.155391j -0.693866-0.425323j 0.0135768+0.35491j 2.08618+0.808093j -0.570743-0.527117j -0.0818451-0.254803j -0.149067-0.0205391j -0.352024+0.285594j 0.0562888+0.440695j -0.14552-0.307208j -0.0869567-0.168791j 0.386672+0.514037j -0.159932+0.0101412j 0.00422912+0.682737j -0.226047-0.0104502j 
0.0932292+0.193278j 0.377034+0.0147288j 0.319018-0.0165987j 0.480213+0.197228j -0.0630483-0.0464946j -0.0142426-0.329731j 0.121784-0.317305j 0.0713292+0.152199j 0.19677+0.224811j 0.0547716-0.452158j -0.0201313-0.459684j -0.206754+0.210438j -0.564068+0.212456j -0.272258-0.603809j -0.351617-0.687659j -0.360537-0.284201j 1.08352+0.0901075j 0.163609-0.300061j -0.62842-0.639486j -0.259237-1.01776j -0.371947-0.16964j 0.899524-0.246459j 0.245641-0.118823j 0.0846812+0.531231j 0.361696+0.173236j 0.721556+1.35009j 0.489701-0.337889j -0.325621+0.150473j -0.190347-0.0280625j 0.207703+0.415207j 0.181657-0.287508j -0.320635-0.419868j 1.05383-0.38375j -0.468943+0.526034j -1.75336-0.317491j 0.583206-0.418484j -0.989637-0.0840655j 2.87997-0.0145954j -1.50287-0.0663771j 3.34098-0.0482535j -0.0558136-0.308205j -4.80695+3.20854e-14j -2.46086-0.493999j -3.82303+0.401688j -2.40043-0.201064j -0.0685262-0.445851j -3.38521-0.325399j -2.26368+0.172531j 4.70489-0.284043j -3.37851-0.0563342j 2.72726+0.0846428j 2.98923+0.248427j 1.52709+0.48076j -3.00006+0.542927j 1.74584+0.580255j 1.94051+0.762969j -5.55171-0.750246j -0.0339394+0.086672j -3.72561-0.475284j -0.246364-0.442307j -3.02524+0.336674j -1.09233-0.278871j -0.592869+0.0798809j 2.05505+0.684574j -1.02662-0.703566j -1.16472-0.674097j 0.0417454+0.495849j 0.273029-0.392248j -0.631812-0.0836183j 
0.118813+0.204874j 0.398161+0.00338585j 0.123511+0.227148j 0.043383-0.0579061j -0.221041-0.114425j 0.0279091-0.0404649j 0.188983+0.142644j -0.362831-0.273216j 0.413816-0.392276j -0.261272-0.0204046j 0.211708-0.351274j -0.427228+0.223636j 0.149038-0.185356j -0.141684+0.156209j -0.375064+0.213911j -0.169754+0.802455j -0.621346-0.364726j 0.0267879-0.34184j -0.851928-0.831455j 0.423285-0.31774j -0.784152-0.565795j 0.241372+0.14586j -0.66934-0.0940216j 0.46256+0.251037j 0.136832+0.100622j -0.100095+0.42725j -0.0978887+0.0181826j 0.0980736-0.614946j -0.161364-0.100041j 0.0111551+0.197147j 0.058517-0.378421j 0.198534-0.314207j 0.562181+0.171793j -0.161225+0.325159j -1.3321+0.395143j 0.0941077+0.0194415j -0.601281-0.329777j 1.21679-0.152904j -0.959111+0.396616j 2.24867+0.380107j 0.349698-0.150289j -2.46086+0.493999j -2.15481+2.22045e-15j -1.27391+0.253395j -1.58757+0.875702j 0.208958+0.688797j -0.492016+0.0347542j -0.764354+0.42665j 3.80999-0.484698j -2.80469+0.0133678j 2.12103+0.158028j 0.920982+0.166667j 0.843126-0.514596j -0.865677-0.483901j 1.95821+0.281741j 0.822409+1.21085j -2.89808-1.04832j 0.65285+0.468911j -1.5202-0.302096j -0.525281-0.808097j -0.889359-0.359266j -0.584915+0.341702j -0.0171804+0.13211j 0.64851-0.0743843j -0.364487-0.00669157j 0.126337-0.401531j -0.273295-0.0149053j 0.180053+0.241527j -0.39791-0.265323j 
