-0.210257-6.07153e-18j 0.235708-0.0121125j -0.0370402-0.000619809j -0.254697-0.00194834j -0.276619+0.0064297j 0.00646804-0.00250116j -0.0538003+0.00124189j -0.0498936-0.000510761j 0.048541+0.00102371j 0.0133742-0.000537089j -4.93187e-05-0.000640495j -0.018897-0.000498283j -0.0058573-0.00130842j 0.00991449-0.000963056j -0.00591012-0.000391014j 0.01306+0.00107198j -0.00277721+0.00108208j -0.068474-0.00262389j -0.0713058+0.005535j -0.0148855-0.00226715j 0.0625549-0.0032546j -0.00596649-0.00042936j -0.0251223+0.00102412j 0.0136357-0.00073188j -0.000312492-0.00258897j -0.000714147+0.00137956j 0.00235419-0.000185552j -0.0276479-0.00418468j -0.0130777+0.00237862j 0.0141308+0.00179205j -0.0196386-0.00015802j 0.0010438+0.00143728j -0.00590709+0.00159385j 0.00507447-0.000839762j 0.00203794+0.000209789j 0.0207346+0.00125791j 0.00159043+0.000430041j -0.0112146+0.00210451j 0.00242243+0.00107121j -0.00420127+0.00182034j 0.008738-0.000523496j -0.000582939+0.00107398j -0.00142033-0.00251575j -0.00365747-0.000158966j 0.0162079-4.46377e-05j 0.0143166-0.000525091j -0.0167437-0.000215378j -0.0082318+0.0013005j -0.0483886-0.000230635j -0.0151933+0.00238803j -0.00364031+0.000616284j -0.00785494-0.0019645j 0.025891-0.00365193j -0.034008+0.00165002j -0.00781554+0.000172902j -0.0314545+0.00149525j 0.0608062-0.00284527j -0.052553+0.000521825j -0.0432566+0.0038207j -0.0203675+0.000384264j 0.0122621-0.0015458j -0.00555217+0.003341j -0.0099597+0.00147908j -0.00201657+0.00102394j 0.0316055+0.000776265j -0.00703822+0.000568232j -0.00406624-0.000207887j -0.0018442-0.00133516j -0.00841261+0.000289108j 0.000308081-0.000153024j -0.00578168+0.00174265j 0.0017539-0.00078454j -0.00382905+0.00116815j 0.00564115+0.00125511j 0.0120716+0.00121986j 0.00871045-0.00136912j -0.0114947+0.000460312j 0.0249648-0.00369874j -0.0296276+0.00087385j -0.0219628-0.00344829j 0.00681691-0.00427441j 0.000198525+0.000399904j -0.0014442+0.00215512j 0.0110906-0.001759j 0.00326539-0.00184516j -0.00366194+0.000303727j 0.00267211+0.000913852j -0.000670371-0.00322315j -0.00346578-0.00147766j 0.00599447-5.78362e-05j 0.0121307+0.00188301j 0.00167865+6.51536e-05j 
0.0017539+0.00078454j -0.00835688+0.000675039j 0.000743031-0.000230575j 0.00897307-0.000484707j -0.00577465-9.14971e-05j 0.00601563-0.000470326j -0.0101277+0.000379297j -0.00044026+7.85911e-05j 0.00203591-0.000292374j -0.00158578-0.000805654j -0.00344739+1.43992e-05j -0.00102694+8.19665e-07j 0.00124115+9.06844e-05j 0.00554807-0.000220977j -0.00568569+0.000938608j 0.00509778-0.000413727j -0.00802008+2.9536e-05j 0.00543171-0.000773665j -0.00277561+0.000230249j 0.00798934-0.000963812j 0.00606042-0.000361881j 0.00815078+0.000307993j 0.00401494-0.00146678j 0.00841888+0.000521163j -0.0147867+0.00332628j 0.00925098+0.001516j 0.0127016+0.000670428j -0.0146528+0.00190568j 0.00447419+0.0013912j -0.0122419-1.5061e-05j -0.0117649-0.00139776j 0.014784+0.000102214j 0.0261093-0.00101045j 0.0307848+0.000199294j 0.00736641-0.00125648j -0.019235+0.000295595j 0.0125595-0.00127705j 0.0163045-0.000586908j -0.0230704-0.000340675j 0.00403871+0.000720845j 0.002166+0.000770479j 0.028644-0.000271393j 0.00698817+0.00117542j -0.0152781+1.59928e-05j -0.0249756-0.0018234j -0.034187+0.00109102j -0.0133851+0.00136256j 0.0160866+0.000655485j -0.0217015+0.00352035j 0.0270426-0.000923791j 0.000633481-0.0004907j 0.00385569+0.00239985j -0.0129521-0.00288035j 0.00210844-0.00102009j 0.00750665-0.00142186j -0.0125124-0.00104902j 0.0222071-0.00114979j 0.00385744+0.00289032j 0.00953661-0.000435755j 0.00956885+0.00177046j 0.0123248-0.000282611j -0.039836+0.000837266j 0.154127+0.00351344j 0.0997672+0.00469646j 0.266557+0.00499378j -0.011975+0.000316489j 0.795298+0.000318814j 0.233834-0.0053931j 0.0864663+0.00191123j 0.00155168-0.000308552j 0.0543105-0.000605538j 0.017267+1.24132e-13j 0.00374429+0.00303045j -0.000820156+0.00490446j 0.0413854+0.00163035j 0.136605-0.00412196j 0.000993343-0.00148187j -0.000180833+0.00531702j -0.0113913+0.000691369j -0.021344-0.00111936j 0.0210122-4.46706e-05j 0.010869+0.000980049j 0.0186101+0.000198652j 0.0165273+9.14113e-05j -0.00474694+0.00164032j 0.00122734-0.00248938j -0.0154897+0.00850759j 0.00465018+0.00284031j -0.00668564-0.00238964j -0.003157-0.00166556j 0.00075453-0.000239182j -0.00178084-6.652e-05j 
-0.00382905-0.00116815j 0.0115874+1.69156e-05j -0.00324984-0.000281411j 0.00377406-0.000130573j 0.0215716+0.000387506j -0.0189715+0.00156164j 0.0100557-0.00029065j -0.0165696+0.000351784j 0.0102289+0.0019257j -0.000649215+0.000861038j -0.00666516+0.00066069j -0.01636-0.00226542j 0.00432931-0.00269379j 0.00384033+0.00215789j -0.0113897+0.000504728j 0.00162893-0.000134358j 0.00329397+0.000614848j -0.0210481+0.00400576j -0.00302152+0.000956806j -0.020593-0.000123306j -0.00532596-0.00124236j -0.0262053-0.000291225j 0.0313044+2.30724e-06j -0.0127153+0.00436414j -0.0132699-0.0011689j 0.0134268-0.00190102j -0.0453887+0.00222891j 0.00828702-0.00107486j 0.0173608-0.0015906j 0.040816+0.00390183j -0.00079841+0.00089159j -0.0319782-0.000311649j -0.0297932+0.00132019j 0.0469377-0.00277115j -0.0464779-0.000784352j 0.00860625+0.00240175j -0.0139265+0.00130774j -0.0288912+0.000454717j 0.0223226-0.00227536j 0.0288414+0.000145462j 5.3157e-05-0.00204926j -0.0122046+0.0039324j -0.0457237-0.000794387j 0.00666701-0.00311495j 0.0116103-0.0013091j -0.0149138+0.0017915j 0.0214379-0.00238301j 0.00530547-0.000331985j 0.0215716-0.00416074j -0.032121+0.0030752j 0.0147949+0.00192653j 0.0154795-0.00156436j 0.0318452+0.00356047j 0.0442423-0.00211116j -0.0472285+0.00375579j -0.00818455+0.00400958j -0.0587635+0.000835904j -0.016815-0.00612389j 0.0241137+0.00170049j -0.0336994-0.00493822j 0.0218844-0.000287308j -0.0216748-0.00265553j 0.0400327+0.00130995j -0.0739891-0.00465468j 0.101111-0.00108799j 0.0907651+0.00145994j 0.208978-0.000134057j 0.111585+4.60905e-05j -0.0887712-0.00833732j 0.00640498-0.00053375j -0.104163-0.00260103j 0.00374429-0.00303045j -0.091511-2.02009e-15j -0.00285383-0.00192751j -0.0606274-0.00390532j 0.00799354-0.000108502j -0.0636628+0.000672425j 0.0175611-0.00730392j -0.0223816+0.00338141j 0.0585244+0.00560524j 0.0188644+0.00336771j -0.100942-0.00232153j -0.11467-8.43524e-05j -0.0729786-0.00142506j -0.0150027-0.00192836j -0.0179767+0.000817804j -0.00347035+0.00366243j -0.00866543-0.00300162j 0.0233744+0.00341341j -0.0180921+0.00494792j -0.0004638+0.00310983j 0.0245402+0.000747152j 
0.00564115-0.00125511j 0.00746291+0.00123386j 0.00310689-0.000379297j 0.00559416-0.000519594j 0.0144847+0.00171808j 0.00274184+0.00165891j -0.000450059+0.000707616j -0.00227863+0.00557365j 0.00344634+0.00368477j -0.0049251-0.00142022j 0.00929124-0.0014115j 0.00317644-0.0052866j -0.00077798+0.000486516j -0.000779913+0.00775625j 0.0119238-4.34623e-05j -0.0061769+0.0024877j -0.00284723-0.00188467j 0.00766237+0.00229875j 0.00835685+0.000584791j 0.00694638+0.000282321j -0.00286774-0.000965293j -0.0369797-0.00110223j -0.0194261+0.000124922j 0.00077712-0.00465365j 0.0499277+0.00143723j 0.00488715-0.00161584j 0.056516-0.00206975j -0.0056455+0.00139682j -0.00698107-0.00315677j -0.0110732-0.000549422j 0.00769334+0.000745002j 0.010434-0.00321373j 0.0137998+7.85394e-05j -0.0429679-0.00539438j 0.0202106-0.00456779j 0.00199872-0.00316837j 0.0128674-0.00421144j 0.0179381-0.00109292j -0.0374262-0.000303363j -0.00977083+0.00183095j 0.0115868-0.00111438j 0.0127452-0.00252444j 0.019773-0.00269216j -0.0225776-0.00344452j -0.0119627-0.000907682j -0.0103009-0.000679078j -0.0206028+0.00130049j -0.0136345-0.000341106j -0.00940972+0.0023405j 0.0183037-0.00325107j -0.00989647-0.00132499j 0.00301265+0.000310128j -0.0398275+0.00138131j -0.0041321+0.00244315j 0.0104252-0.00499198j 0.00556114-0.00277887j 0.00229998+0.00134318j 0.0359686+0.00280908j 0.0158528-0.00292203j 0.0455124+0.00437486j -0.0215196-0.00161187j 0.0426055+0.00259899j -0.0522716-0.00887637j 0.0266359-0.000845434j 0.156544-6.69754e-06j -0.0579222+0.00171766j -0.13878-0.000304025j -0.0616996-0.00185169j 0.0407925+0.00487802j -0.00784332+0.000925387j 0.000346046-0.00190891j -0.000820156-0.00490446j -0.00285383+0.00192751j 0.0947149+3.67393e-15j 0.0849399-0.00168657j 0.0279341-0.00147365j 0.00996326+0.00304496j 0.142758-0.00195307j -0.117056-0.00332485j 0.0846084-0.00135957j 0.0948644-0.00479124j -0.0106995+0.00208533j 0.0143607+0.00189021j 0.0686175+0.000719427j 0.0106849-0.00358341j -0.0021272+0.00161716j 0.0060956+0.00019379j -0.0391217-0.00534252j 0.0180893-0.00334514j -0.00198118-0.00240296j 0.00347054+0.00295624j 0.00195259-0.000322696j 
0.0120716-0.00121986j 0.0107117-4.81766e-05j 0.00462546+0.000495903j -0.0034135+0.000953938j 0.0207256+0.00124466j -0.0270911+0.00638021j 0.0107607-0.00146122j -0.00316648-0.00639786j 0.00467628-0.000613854j 0.0016202+9.37337e-05j -0.0020295-0.00189843j 0.00241629-0.00337223j -0.00307895-0.0031802j -0.000516789-0.00215605j 0.00509283-0.00142913j -0.006795+0.000287086j 0.0119478-0.00191013j -0.00634053-0.000463165j 0.00732747-0.00438573j -0.00390342-0.00538953j 0.000267847-0.00264986j -0.020611-0.00308481j -0.0098107-0.000605002j 0.0163344-0.00456487j 0.0292353+0.00348881j -0.0034328+0.000937415j 0.0321652-0.0020793j 0.0196346+0.00170785j -0.0312673+0.00151642j 0.0115939-0.00423865j 0.00399668-7.02063e-05j -0.0133911+0.000137125j 0.0187372-0.00268669j 0.013362+0.00162532j -0.0358442-0.000688442j -0.0211519-0.00154055j -0.000812972+0.000511996j 0.00236232-0.000951603j -0.0171185+0.00154609j -0.000721193+0.00148243j -0.0647664+0.00268863j 0.000147174-0.00250459j -0.0192039-8.95494e-05j 0.0214831+0.00267004j -0.00844311+0.00118694j 0.00424103+0.000457922j -0.0675998+0.00487076j 0.0424595-0.00306577j 0.0135239+0.00321047j -0.00338832-0.00184295j -0.0179909-0.000873558j -0.01227+0.000178608j -0.0120826-0.00376544j -0.0156802+0.000524319j 0.00544545-0.00626038j 0.00744968-0.000896859j -0.0073666-0.00205851j 0.02094+0.00394773j 0.0314258-0.000597555j -0.0128708+0.00135612j -0.00631828-0.000981353j 0.0368544+0.00307032j -0.032695-0.00646546j -0.0907959-0.000438426j 0.146849+0.00656074j -0.0446143+0.00332277j -0.130669+0.000564926j -0.0613767-0.00234425j -0.0603336-0.0001935j 0.022332+0.000846643j -0.0971014+0.000180787j 0.0413854-0.00163035j -0.0606274+0.00390532j 0.0849399+0.00168657j 0.0322455-2.74954e-16j 0.01715+0.00320216j -0.0233441-0.000550859j 0.0173165+0.00155834j -0.130046-0.00284853j 0.109614+0.0027324j 0.133297-0.00284162j -0.0597134+0.00171549j -0.0551446+0.00273765j 0.00628823-0.000953533j 0.0163243-0.00773456j -0.0442586+0.00173074j 0.00364429-0.0010493j -0.0535496-0.00437116j 0.0109394-0.00321998j -0.0135433-0.00108734j -0.000429957+0.00290457j 0.0150393+0.000452067j 
0.00871045+0.00136912j 0.0180625-0.00150334j 0.013015+0.00150663j -0.000381895+0.001771j 0.0216282+0.000586547j 0.00433803-0.00197101j 0.00484063-0.00273584j 0.0021631-0.00399926j -0.0180659+0.00037636j -0.0161788-0.00175532j -0.00489108-0.0038266j 0.00876409-0.000320818j 0.00513048+0.00183633j -0.00364216+0.000325426j 0.0191297-0.00345884j -0.00745907+0.00406117j -0.000786888-0.00549282j -0.0100909-0.00164465j 0.0120419-0.0038976j 0.00348143+0.00365938j -0.0232651+0.000733768j -0.0243794-0.00230482j -0.0251467+0.000998399j -0.00993025-0.00065385j 0.063411-0.00172658j 0.00895355-0.000797822j 0.0209294-0.00103813j -0.0177529-0.000279366j 0.029986-0.00313285j -0.0100257-0.00319388j -0.0218072+0.00202871j 0.00895692+0.000205654j 0.00146575+0.00150719j 0.032761+0.0021127j 0.00469405+0.0024327j -0.0149014-0.00136956j 0.0161415+0.00214236j 0.0092685+0.00170039j -0.0295472-0.000316654j 0.00177398-0.000580639j 0.0100442+0.00047709j -0.00235248-0.000226403j 0.00291766+0.000325152j 0.0046723+0.00148914j -0.0186855+0.00264157j -0.0142861-0.00337436j 0.00332077-0.00257889j -0.0168705-2.03686e-05j -0.00491842-0.00257737j -0.00201396-0.00366982j 0.0014798-0.00477833j 0.0273275-0.00307477j -0.00612718+0.00668962j 0.0341107+0.00194315j -0.0142651+0.00448361j -0.0199916-0.000761178j -0.046432+0.00237631j -0.01117-0.0028441j 0.0240995-0.00485088j 0.0428923+0.000647129j -0.110417-6.08383e-05j -0.06559-0.00263661j -0.0264928-0.00426278j -0.0260678-0.00184642j 0.165967-0.000306445j 0.0579398+0.0035303j 0.122604+0.0052381j -0.0142696-0.000566021j 0.111806+0.00471838j 0.00896158+0.001049j 0.0210298-0.00626859j 0.136605+0.00412196j 0.00799354+0.000108502j 0.0279341+0.00147365j 0.01715-0.00320216j -0.130252-4.91816e-15j -0.0305466+0.00456366j 0.33773-0.00281372j -0.128722-0.00301737j 0.224516+0.00387364j -0.165609-0.00164795j -0.0404018-0.000313232j -0.0165691-0.00109262j -0.0196811+0.00208465j 0.0537309-0.00390777j 0.0261618+0.0106201j 0.0039822+0.00314972j -0.0100517-0.0153656j 0.0341925+0.00891042j 0.0426953+0.0056405j -0.00740383-0.000552337j -0.0137944+0.000552218j 
-0.0114947-0.000460312j -0.00528104-0.000726035j -0.00141616-0.000506103j 0.0035811-0.000749231j -0.0128301-0.00216318j 0.0182832-0.00280171j -0.0125224+0.00249343j 0.00438282+0.00130837j -0.00431749+0.000178803j 0.00505245+0.000182996j -0.00223618+0.000110594j -0.00357097+0.000623563j 0.0125854+0.000658389j 0.00249952-0.000603883j -0.010114-9.7711e-05j 0.00788696-0.000259453j -0.00153842+0.00111416j -0.00413684-0.000668203j 0.00960282+0.000970127j 0.00849166-0.000959055j -0.0172206-0.00074082j 0.0190367+0.00303417j -0.00521846+0.00179775j -0.0372556-0.00363489j -0.0196769-0.00398154j 0.00112647+0.00161667j 0.0085891-0.00425137j -0.0553709+0.00113643j -0.0494729+0.00201489j -0.0255432+0.00113685j 0.0086135+0.00316827j 0.00117135-0.00282499j 0.0383404-0.0032191j -0.00451058+0.00221659j 0.0244479-0.00111481j -0.00446965+0.000130998j 0.00240617-0.0025827j -0.0316349-0.00159832j -0.00479072+0.00384523j 0.00158544+0.00197419j 0.0234263+0.00216086j -0.0413139-0.00237528j -0.0341875-0.00333601j 0.00851206+0.000523186j 0.0322463+0.00170169j -0.0258654-0.00228852j -0.0519365+0.00164613j -0.0257673-0.00130641j 0.000939915+0.00238729j -0.00387161-0.00395669j -0.000806364-0.00092007j 0.00423886-0.000737842j 0.0172505+0.00126853j 0.00279001+0.000854312j 0.00959771-0.00470797j -0.0307159-0.00184216j -0.00296744+0.000363807j -0.0452319+0.0029286j -0.0651602-0.00424938j 0.00464007-0.00254392j -0.0580226+0.00114107j 0.0247856-0.0057534j 0.0851178+0.00317568j -0.145383-0.00272999j -0.0595296-0.00364984j 0.0149482-0.006597j 0.0605741+0.000296542j 0.0310076+0.00119728j 0.0108743-0.00215474j -0.00818315-0.000662923j 0.00308336+0.00248821j 0.000993343+0.00148187j -0.0636628-0.000672425j 0.00996326-0.00304496j -0.0233441+0.000550859j -0.0305466-0.00456366j -0.0121647+2.86143e-14j -0.232111-0.00155013j 0.107366+0.004622j 0.325325+0.00379064j -0.0976602-0.00181079j 0.0411966-0.00049765j 0.0169802+0.00488837j -0.205785-0.00444392j 0.00509676-0.00342042j -0.0832382+0.00370477j -0.00684763+0.00112607j -0.0512953+0.00588532j -0.0560937+0.00583784j 0.0387331+0.0100878j -0.0234726-0.0110109j -0.0243262+0.00530203j 
0.0249648+0.00369874j -0.0280287+0.00128872j 0.00837176+0.000502173j 0.00668969+0.000801128j -0.0351107+0.00110834j -0.0238666-0.00493333j -0.00306388-0.0016549j 0.00693643-6.5776e-05j 0.010656+0.00318983j 0.00834792-0.000437625j -0.0027858-0.000431826j 0.000736651-8.31771e-05j 0.00383614+0.000468656j 0.00508151+0.00240633j -0.00504884+0.000938093j 0.00385833+0.00040308j -0.00194193-0.00144973j 0.0126174-0.000665591j 0.00687338-0.000139283j 0.00242508-0.00182086j 0.0090992+0.00492789j 0.0668865-0.00401449j -0.00493957-0.00353357j 0.0699797+0.00740575j -0.0323188+0.0047468j 0.0352918+0.00024071j 0.0156347+0.00605476j 0.0578439+0.00152173j -0.0184812-9.20356e-05j 0.0162455+0.00324774j -0.0134168+0.00175207j -0.0048558+0.000567301j -0.0247088-3.61577e-05j 0.0261922-0.00109197j -0.0022932+0.00163114j 0.0595988+0.00237418j 0.00106283+0.00105455j -0.0192948+0.00167291j -0.00933571-0.00358613j -0.00622584-0.00170411j 0.0285764-0.000838191j 0.0212917+0.00186362j 0.0237873+0.00301159j -0.0337773+6.285e-05j -0.00438081-0.000108509j 0.0152572+0.000173446j -0.00529364-0.00366037j 0.0249077+0.00127758j 0.0371717+0.00110925j -0.0222784-0.000272827j 0.00153194-0.000834598j 0.0317549+0.00244692j -0.0265386+0.000179349j -0.0267438+0.000520576j 0.0184121+0.00271639j -0.0483006-0.00113155j -0.0623646+0.000470814j -0.0725443-0.0014003j -0.0225012+0.00481372j -0.0588792-0.00423754j 0.143895+0.00365622j 0.242369+0.0179951j 0.0738428-0.00882408j 0.204015+0.00634762j 0.0940348+0.00873055j 0.381288+0.00522699j -0.13807+0.00129978j -0.0165453-0.00421331j -0.0557747+0.00144407j 0.0113453+0.000341366j -0.0824029+0.00127836j -0.000180833-0.00531702j 0.0175611+0.00730392j 0.142758+0.00195307j 0.0173165-0.00155834j 0.33773+0.00281372j -0.232111+0.00155013j 0.0633165-9.75522e-15j 0.172122-0.00736467j 0.0176765+0.00365867j 0.054616-0.00853535j 0.151679-0.0109083j -0.101364-0.00284857j -0.117903-0.00394782j -0.15884+0.00963281j 0.106476-0.00514282j 0.0101938-0.00134586j -0.0386853+0.017512j -0.00816177+0.00346832j 0.00635617+0.00459674j -0.00698194-0.0072556j 0.00275903+0.00194035j 
-0.0296276-0.00087385j 0.0222127+0.00109296j -0.00218107+0.000348237j -0.00306541-0.000230167j 0.0211317+0.000796812j 0.0552327-0.000942231j -0.0162556+0.0018617j 0.0117943+0.00228839j -0.0158457-0.000255656j -0.0106485-0.000323765j 0.00807984+0.0011705j 0.000537498+0.00103335j 0.00699294-0.000284095j 0.000626877+0.000573131j 0.0101478+0.00232322j -0.00722626-0.00103539j 0.0108318+0.00172697j -0.0225756+0.000224836j 0.0183795+0.0039888j 0.00722519+0.000900141j -0.036842-0.00547803j -0.0394507-0.00147645j -0.00585468-0.000307519j -0.0219004+0.00496185j 0.0326869-0.000103853j -0.00839418+0.00215065j 0.00608112+0.000291523j -0.0426137+0.00173974j -0.0015837+0.00275925j 0.0252799+0.00449026j 0.00332124-0.0016818j 0.014054+0.00175774j 0.0194653-0.00123922j -0.024248-0.00198829j 0.0135456+0.000975221j 0.0162714+0.00272692j 0.0220528+0.000344509j -0.00673637+0.00186363j -0.0200346-0.0041288j 0.00296964-0.000806794j -0.015076+0.000661791j -0.00770562+0.00213134j -0.0226154+0.00477928j 0.018154-0.00203934j -0.0275145-0.00379959j 0.0247622+0.00207248j 0.0228771+0.000943126j -0.0329682+0.00259422j -0.00791641+0.00869626j 0.0292878-0.00249835j 0.0415562-0.00243713j -0.0257591+0.00471888j 0.013199-0.0011257j -0.00551898-0.00202577j -0.0065683+0.00572888j 0.0110334-0.00309684j -0.0546385-0.00335869j -0.0582601+0.0046764j 0.00623743-0.00482529j 0.10576+0.00288375j -0.0604582+0.00125267j -0.0990137+0.000469942j -0.0399743+0.00406645j -0.0170121+0.00209662j -0.182611-0.000379064j 0.110145+0.00439681j -0.0201154-0.00383096j 0.0487447+0.00147553j -0.00283557+0.0013862j 0.00537413+0.000413323j -0.064897-0.00105865j -0.0113913-0.000691369j -0.0223816-0.00338141j -0.117056+0.00332485j -0.130046+0.00284853j -0.128722+0.00301737j 0.107366-0.004622j 0.172122+0.00736467j 0.127018-5.13966e-16j 0.146688+0.0112514j -0.152819+0.00278195j -0.211493+0.00232404j -0.0247445-0.00388012j -0.0965962+0.00120238j -0.0161967+0.00921034j 0.0268577+0.00171955j 0.0089874-0.00111082j 0.0397541-0.0100951j 0.0280808+0.00985675j 0.009624+0.0129014j -0.00341088+0.00440572j -0.00189037+0.00184204j 
-0.0219628+0.00344829j -0.0034029-0.00611069j 0.011268+0.000466257j 0.00856552+0.00107467j 0.00288805-0.0103938j 0.0808301+0.0014908j -0.0524581-0.00115862j 0.000639674+0.00268342j 0.0139022+1.65821e-08j -0.00732715-0.000992039j -0.00381607-0.000309745j -0.00088466+0.0013162j 0.00597775+0.00074049j -0.0018645-0.0015265j 0.00282712+0.00104246j 0.00189327+8.76126e-05j 0.00605991-0.000631269j 0.00918335+0.00288093j 0.00797304+0.0012394j 0.0478055+0.006072j -0.0571599-0.00605125j -0.0226321+0.0158515j -0.00670809-0.00774334j 0.0342476+0.00730984j 0.030468-0.001442j 0.0381193-0.000680113j 0.0162115+0.00183102j -0.0420548-0.000712782j -0.0224471-0.00242495j 0.0692173+0.00548226j 0.0225667+0.00159711j 0.000747706-0.0013536j -0.0165313-0.00129914j 0.025903+0.00302493j 0.0206441+0.00142342j 0.0257926+0.00594112j 0.00822604+0.00108217j -0.034107-0.00289914j 0.0291386+0.00127619j 0.00715582-7.48715e-05j -0.000887496-9.47434e-05j 0.0251939+0.00256227j -0.0429489-0.00266116j -3.25838e-05-0.000206787j -0.0334688-4.93075e-05j 0.0357736+0.00225092j 0.0156155-0.000606417j -0.0127474+0.000439988j -0.0455948-0.00360019j 0.0545056+0.0024332j 0.0714696+0.00425583j -0.0444102-0.00195751j -0.0554503+0.000256926j -0.0784012-0.000835308j -0.0604324+0.0011103j -0.00323538+0.00120673j 0.0861738-0.00127601j 0.0689028+0.000686653j -0.0463321-0.00261153j 0.252736+0.0136129j -0.103481+0.00234978j 0.0853614+0.00648589j 0.00957939-0.00328852j 0.234611-0.000487586j 0.0486319+0.0033925j -0.144764+0.00069555j -0.0539103+0.00148259j -0.0280489+0.000762786j 0.0511742-0.00338222j 0.000107174+0.000827411j 0.00847156-0.00764375j -0.021344+0.00111936j 0.0585244-0.00560524j 0.0846084+0.00135957j 0.109614-0.0027324j 0.224516-0.00387364j 0.325325-0.00379064j 0.0176765-0.00365867j 0.146688-0.0112514j 0.304669+8.5652e-16j 0.205628-0.00552572j -0.187477+0.00658415j 0.1838+0.00125727j 0.00614126-0.000304609j -0.0676826+0.01049j -0.00394339-0.01152j 0.000539199-0.000776958j -0.0604378+0.00262479j -0.0388672-0.00139334j 0.00763094+0.0066911j -0.00237321+0.00393471j -0.030149+0.00131558j 
0.00681691+0.00427441j 0.00371799+9.19756e-05j -0.00343918-0.000427099j -0.004452-0.00030347j -0.0101901-0.000830136j -0.016836-0.00772482j 0.0234004+0.00562858j 0.0140872+0.00141076j -0.0101412-0.00105108j -0.00930823-0.000947136j 0.000569643+0.000231988j 0.00899708+0.00136602j 8.13191e-05+0.000163701j -0.00865722-0.000490961j 0.00813937+0.00293222j -0.000687536-0.0013811j -0.00756518+5.30569e-05j 0.00182279+0.00175786j 0.000414563+0.00145514j -0.00921141+0.000385496j -0.0108747+0.00157086j 0.0417235+0.00545275j -0.0364566-0.00501897j -0.0334545+0.0010816j 0.00459944+0.00598564j -0.00821773-0.00246264j -0.0115477+0.00132933j -0.00434814+0.00303991j 0.0352789+0.00294913j -0.0416851+0.00427407j -0.00544791-0.00315253j -0.00938922-0.00123672j -0.0137674-0.00308925j -0.0178371+0.00102002j -0.0120005+0.00023022j -0.0731506+0.00647773j -0.0166729+0.000390914j 0.0229515+0.000826512j -0.00173293-0.00293122j -0.0041807-0.00033782j 0.0035622+0.000165356j -0.0317563+0.00353507j 0.026091+0.00247802j 0.013876-0.00215349j -0.00673798-0.00231301j -0.0171276+0.00283982j -0.0152676-0.0010507j -0.040517+0.00218842j 0.0107146-9.07486e-05j -0.0150855-0.00249387j -0.0331365+0.000182033j 0.04097+0.00270057j -0.00527313+0.000433411j 0.0287302-0.00484854j -0.0336042+0.00339111j -0.0490394-0.00122806j 0.0286888-0.000913016j 0.0517304-0.00319825j -0.0167812-0.000906152j -0.042359-0.000601764j -0.124283-0.00337243j 0.0225406-0.000933896j -0.0399121-0.00727511j -0.108411-0.000732437j 0.0979059+0.00587455j -0.0892124+0.000452671j -0.0762424-0.0011791j -0.105237-0.000963308j 0.164059+0.00616717j -0.0076479+0.00106017j 0.147922-0.00368636j 0.0210122+4.46706e-05j 0.0188644-0.00336771j 0.0948644+0.00479124j 0.133297+0.00284162j -0.165609+0.00164795j -0.0976602+0.00181079j 0.054616+0.00853535j -0.152819-0.00278195j 0.205628+0.00552572j -0.145235+9.1073e-15j 0.195926-0.000761859j 0.0583469+0.00423273j 0.00450951-0.000306042j 0.0812168-0.0119975j -0.0565719+0.0130418j 0.0043582-0.000243673j -0.0383076-0.00323756j 0.00379162-0.00173014j 0.0400973-0.00255579j 0.000742248-0.00723204j -0.0179295+0.00189284j 
