-0.210257-6.07153e-18j 0.235708-0.0121125j -0.0370402-0.000619809j -0.254697-0.00194834j -0.276619+0.0064297j 0.00646804-0.00250116j -0.0538003+0.00124189j -0.0498936-0.000510761j 0.048541+0.00102371j 0.0133742-0.000537089j -4.93187e-05-0.000640495j -0.018897-0.000498283j -0.0058573-0.00130842j 0.00991449-0.000963056j -0.00591012-0.000391014j 0.01306+0.00107198j -0.00277721+0.00108208j -0.068474-0.00262389j -0.0713058+0.005535j -0.0148855-0.00226715j 0.0625549-0.0032546j -0.00596649-0.00042936j -0.0251223+0.00102412j 0.0136357-0.00073188j -0.000312492-0.00258897j -0.000714147+0.00137956j 0.00235419-0.000185552j -0.0276479-0.00418468j -0.0130777+0.00237862j 0.0141308+0.00179205j -0.0196386-0.00015802j 0.0010438+0.00143728j -0.00590709+0.00159385j 0.00507447-0.000839762j 0.00203794+0.000209789j 0.0207346+0.00125791j 0.00159043+0.000430041j -0.0112146+0.00210451j 0.00242243+0.00107121j -0.00420127+0.00182034j 0.008738-0.000523496j -0.000582939+0.00107398j -0.00142033-0.00251575j -0.00365747-0.000158966j 0.0162079-4.46377e-05j 0.0143166-0.000525091j -0.0167437-0.000215378j -0.0082318+0.0013005j -0.0483886-0.000230635j -0.0151933+0.00238803j -0.00364031+0.000616284j -0.00785494-0.0019645j 0.025891-0.00365193j -0.034008+0.00165002j -0.00781554+0.000172902j -0.0314545+0.00149525j 0.0608062-0.00284527j -0.052553+0.000521825j -0.0432566+0.0038207j -0.0203675+0.000384264j 0.0122621-0.0015458j -0.00555217+0.003341j -0.0099597+0.00147908j -0.00201657+0.00102394j 0.0316055+0.000776265j -0.00703822+0.000568232j -0.00406624-0.000207887j -0.0018442-0.00133516j -0.00841261+0.000289108j 0.000308081-0.000153024j -0.00578168+0.00174265j 0.0017539-0.00078454j -0.00382905+0.00116815j 0.00564115+0.00125511j 0.0120716+0.00121986j 0.00871045-0.00136912j -0.0114947+0.000460312j 0.0249648-0.00369874j -0.0296276+0.00087385j -0.0219628-0.00344829j 0.00681691-0.00427441j 0.000198525+0.000399904j -0.0014442+0.00215512j 0.0110906-0.001759j 0.00326539-0.00184516j -0.00366194+0.000303727j 0.00267211+0.000913852j -0.000670371-0.00322315j -0.00346578-0.00147766j 0.00599447-5.78362e-05j 0.0121307+0.00188301j 0.00167865+6.51536e-05j 
-0.0483886+0.000230635j 0.00965377-0.0022177j 0.00102651+0.00182635j 0.00892772+0.00153822j -0.0154667-0.00178223j 0.0419094+0.00386135j -0.0330855-0.0072714j -0.0236791+0.00255405j -0.00786463+0.000796862j 0.0474689+0.00295288j 0.00374702-0.000639745j 0.0106886+0.00127725j 0.00100792+0.00279435j -0.027405+0.00300007j -0.0470567-0.00257236j 0.00940831+0.000986415j 0.00879005+0.00195895j -0.046466-0.00388293j -0.0291278+0.00405359j 0.0113245-0.00333327j 0.0140016+0.00334449j 0.0419267+0.000224631j 0.0984311+0.00170557j -0.0354369+0.00391319j -0.148127+0.000298085j -0.00474073+0.00307441j -0.0863993-0.000521983j -0.0291601-0.00115164j -0.0769038-0.000186702j -0.0504206+0.00278158j 0.043521-0.00262914j -0.01883-0.000954284j 0.0949642-0.000596957j 0.185973+0.00104874j -0.0578148-0.000654564j -0.175101-0.00232664j -0.139661-0.00232688j -0.0551092+0.000814584j 0.093022+0.00225118j 0.0285282-0.00100768j -0.121494-4.65231e-05j -0.0739745+0.000232986j -0.17421+0.00106095j 0.077181-0.00193004j 0.14675-0.000591207j -0.0745324-0.00124785j -0.109652-0.00259713j 0.0483418-0.00109371j -0.0729935+1.70943e-14j 0.0563865+6.0918e-05j 0.0472352-0.00171056j -0.0101661+0.00110591j 0.095311-0.000638254j 0.186912-0.00203969j -0.0425878+0.002007j 0.187975-0.00102407j -0.0429304-0.00461765j 0.0919908-0.00103876j 0.214549-0.000368968j 0.0304179-0.00191795j -0.0863255-0.000576882j 0.123076-0.00671013j 0.0575006+0.00699762j -0.024549-0.000917826j -0.00447448-0.00111733j -0.0368893-0.0011831j -0.00913074-0.0024073j -0.00218691-0.00181114j -0.012998+0.00377458j 0.00541757-0.00047618j -0.00109482-0.000833017j -0.0217015-0.00352035j 0.0215716+0.00416074j -0.00940972-0.0023405j 0.0135239-0.00321047j -0.00491842+0.00257737j 0.000939915-0.00238729j 0.0371717-0.00110925j -0.00791641-0.00869626j -0.0455948+0.00360019j 0.0107146+9.07486e-05j 0.00177156+0.00753938j -0.00563311-0.00226748j 0.0399212+0.00494198j 0.027615+0.00125627j 0.00384997+0.00318075j -0.00163578+0.00208811j -0.00791065+0.000651396j 0.0101217-0.00633775j -0.00308217-0.00225576j 0.0139603+0.000506007j 0.00716558+0.00084103j 
-0.0151933-0.00238803j 0.0341474+0.000699238j -0.00353345+0.000825513j -0.00976724+0.000481417j 0.0405431+0.00245899j -0.014151+0.00234382j 0.024399-0.0012559j 0.0347491+0.000999408j 0.0111632-0.00079303j -0.0296305+0.00373599j 0.00516827-0.000612848j 0.0372388-0.00248046j -0.00749916+0.000732135j -0.0151813+0.00359962j -0.0490038-0.0010116j 0.018494+0.0007127j 0.0144155+0.00188002j -0.0512463-0.000663711j -0.00537499+0.000940255j -0.0537859-0.00145064j -0.00986659+0.00109523j -0.0386797+0.000309222j 0.0364256+0.000675184j -0.0379921-0.00254513j -0.0134189-0.0011296j -0.037863+0.00158981j 0.018172-0.00182614j 0.0343763+0.000460001j -0.030255+0.00270217j -0.210182+0.00087116j -0.0370975+0.00255266j 0.105657-0.000690978j 0.0700153-0.00201056j -0.105405+0.000481398j 0.0419337-0.00034352j -0.15463-0.00270984j -0.0373572-0.000969095j 0.110142+0.00315346j -0.070176+0.00184092j -0.0774531-0.000142937j 0.0394306-0.00155071j -0.0621417+0.00291715j 0.121655+0.00011503j -0.0298925-0.000858487j -0.0220033-0.00130135j -0.0346372-0.000398828j -0.00389784+0.000935644j -0.00393475+6.26964e-05j 0.0563865-6.0918e-05j 0.00587852+2.59502e-15j -0.138193-0.000163431j 0.0712041-0.000979247j -0.072991+0.00160565j 0.0505622+9.11524e-05j 0.0373878+0.000518567j -0.0522718+0.00186824j 0.107025-0.000444902j 0.193319+0.00222143j -0.0906404-0.00106934j 0.0778202-0.00443516j 0.124477-0.00458585j 0.0287241-0.00624035j 0.0298674-0.00367071j 0.0115729-0.000777955j -0.0460715+0.00165803j 0.0152294+0.00566236j 0.0127152-0.00130768j 0.0158577+0.000818931j 0.0609484+0.00399451j 0.00230982+0.00164498j -0.0169641-0.00389085j 0.0270426+0.000923791j -0.032121-0.0030752j 0.0183037+0.00325107j -0.00338832+0.00184295j -0.00201396+0.00366982j -0.00387161+0.00395669j -0.0222784+0.000272827j 0.0292878+0.00249835j 0.0545056-0.0024332j -0.0150855+0.00249387j 0.0153146+0.00069533j 0.051971+0.0016401j -0.0209293-0.00357409j -0.0300643+0.00043125j 0.00243155-0.00481818j 0.000313708-0.00254855j -0.00816238+0.00425661j -0.011364+0.00412252j -0.00178951+0.00416597j -0.0144099-0.00138259j -0.01153+0.00058323j 
-0.00364031-0.000616284j 0.0268092+0.00049337j -0.00602452+0.00180723j -0.0192079+0.00227165j 0.0464888+0.00440175j -0.0314735+0.00305742j 0.0455984+0.000764403j 0.0185572+0.00402685j 0.0171122+0.000185686j 0.018059+0.000892247j 0.0283715+0.003545j -0.0237067+0.00161568j -0.00450293+0.0012835j 0.00600756+0.00107842j -0.00942024+0.000227116j 0.0018386+0.00245983j 0.0414386-0.000366644j -0.0415148-0.00317833j -0.000980981+9.12379e-05j -0.0671963+0.00240731j -0.0217346+0.00130953j -0.0520075-0.00079019j 0.0194159+0.000936026j -0.0443264-0.00476027j -0.000354223+0.00128266j -0.0117927+0.000402192j -0.0164681+0.000159734j 0.0850368+0.00141533j -0.167296-0.00380044j -0.0901991+0.00018263j 0.0249095-0.00120631j -0.118096-0.0014787j -0.0283087+0.000393901j -0.166196-0.001152j -0.0327262+0.0016157j -0.0799664-5.42255e-06j -0.0820867+0.00121825j -0.0305739-0.000915237j 0.00854675+0.00205208j 0.112983+1.10313e-05j 0.00853084+0.00113787j -0.0581634+0.000858419j 0.0549833+0.000184401j -0.0507684-0.000875794j 0.0580287+0.003498j -0.116677-0.00137438j -0.0976075-0.00259164j -0.0165719+0.00159816j 0.0472352+0.00171056j -0.138193+0.000163431j -0.197324-9.50759e-15j -0.0148148-0.000357816j -0.0339724-0.00138858j -0.0222261-0.00210442j -0.0435227+0.000808367j -0.0320841-0.000384715j -0.0058663-0.00169598j 0.218749-0.00226393j -0.129264+0.000620835j 0.0320465-0.00141043j 0.0675568-0.00337349j 0.00281378-0.00272533j 0.0298047+8.54232e-05j -0.0232782-0.0038693j -0.00587693+0.00125048j -0.0169313-0.000384431j 0.0172818-0.0013422j 0.00915062+0.000850889j 0.00329341+0.00502215j 0.0151596-0.0013832j -0.0212432-0.00405993j 0.000633481+0.0004907j 0.0147949-0.00192653j -0.00989647+0.00132499j -0.0179909+0.000873558j 0.0014798+0.00477833j -0.000806364+0.00092007j 0.00153194+0.000834598j 0.0415562+0.00243713j 0.0714696-0.00425583j -0.0331365-0.000182033j 0.00963021-0.000503594j 0.0438782+0.00326204j -0.0176337-0.00356783j -0.0172655-0.000604198j -0.00718914-0.00303218j 0.00122841-0.00736326j -0.00791761+0.000804102j -0.00665619+0.00459475j -0.00111799+0.00487957j -0.015663-0.000740915j -0.00846732+0.000827018j 
-0.00785494+0.0019645j -0.0226756+2.90231e-05j -0.00356884+0.000245226j -0.00596567-0.000445524j -0.00679553-0.00118952j 0.0375962-0.0035035j -0.00239408-0.00145259j 0.00908378+0.000932576j -0.0136923-0.00179339j 0.0103271+0.000142387j 0.00149802-0.00014819j -0.0104184+0.0040501j -0.00954757+0.00263471j -0.00574737+0.000224289j 0.01499+0.00143356j -0.0108246-0.00117888j 0.0177992-0.00349889j 0.0339131-0.000873505j -0.0147241+0.00238231j 0.0102378+0.00454511j 0.00149344-0.000320261j -0.0331845-0.00078645j 0.0384669+0.00317827j -0.0411993+0.00122775j 0.00457935+0.00122903j -0.0699214+0.00156762j 0.122065-0.00137053j -0.133785-0.00378511j -0.328205-0.00791117j -0.167255-0.00086472j 0.116114+0.00204665j -0.00516595-0.00389401j 0.129391+0.00378462j -0.113068-4.17605e-05j 0.0706011+0.00319811j -0.0221995-0.00106992j -0.0389063+0.00261834j -0.0961851+0.0015768j 0.0483102+0.00188233j -0.0500856-0.00331693j 0.059945-0.000943564j -0.15358+0.00276045j -0.144212-0.000224196j -0.0155475-0.00338061j 0.0827555+0.000637799j -0.129044+0.000273159j -0.23251+0.00157559j 0.0264038+0.00287854j -0.0101661-0.00110591j 0.0712041+0.000979247j -0.0148148+0.000357816j -0.0688659-2.58127e-15j -0.173123-0.00390277j -0.002902+0.00265729j 0.0780339+0.000959821j 0.00646524-0.00393729j -0.0131053-0.00126718j -0.11136+0.00126376j -0.0445993-0.00330416j 0.00996706-0.00302313j 0.0541967+0.000412622j 0.0803201-0.00329436j 0.0866838+0.00152066j -0.056125+0.000474181j 0.0103919-0.0013181j -0.0446322+0.00246268j -0.00142025-0.00115029j -0.0074852-0.00049716j 0.0411448+0.000705578j 0.00779354-0.000413418j -0.0160104+2.76952e-05j 0.00385569-0.00239985j 0.0154795+0.00156436j 0.00301265-0.000310128j -0.01227-0.000178608j 0.0273275+0.00307477j 0.00423886+0.000737842j 0.0317549-0.00244692j -0.0257591-0.00471888j -0.0444102+0.00195751j 0.04097-0.00270057j 0.0343873-0.000557009j -0.0152699-0.000756449j 0.002043+0.000216656j 0.0015647-0.00092148j -0.00495289+0.00150045j 0.00235078-0.00860656j -0.00535591+0.0013016j -0.00341754-0.00300318j -0.00345644-0.00279142j 0.00740837+0.000269625j 0.00224356-0.00032298j 
0.025891+0.00365193j 0.0231626-0.00267481j 0.016737+0.00314952j -0.0190325+0.00412454j 0.00432797-9.18002e-06j 0.00909672+0.00386255j 0.0151668-0.000877052j 0.0451082+0.00390125j 0.000781905+0.00134829j -0.0285909+0.0051828j 0.0199855+0.00118801j 0.0440757-0.00078689j -0.00541919+0.000665426j -0.0351894+0.00218169j 0.0688438-0.0014246j -0.0388122-0.000230721j 0.0245561+0.00224923j 0.0412029+0.00132059j 0.0477633+0.00158976j 0.0485649-0.000483415j 0.00054752+0.00203159j -0.0484439+0.000366348j -0.128583-0.000786391j 0.000975031-0.000681953j 0.229225+0.00406445j 0.0293155-0.00444225j 0.216113-0.00195018j 0.0968295+0.00257976j -0.129045-0.00484919j 0.0916151+0.00132804j 0.050835+0.00235447j -0.0123202-0.00260082j 0.0977917+0.000463928j -0.0397129+0.00130106j 0.026489+0.000319477j 0.210718-3.44276e-05j 0.0473591+0.00153462j 0.0206057+0.00274269j -0.163532-0.000912674j 0.037776-0.000876382j -0.0744914-0.00149884j 0.141311+0.00266137j -0.0834276+0.00191318j -0.0842105-0.000733057j -0.0974968-0.000450287j 0.0188667+0.000126693j -0.0685323-0.000816544j 0.162575+0.00163165j 0.095311+0.000638254j -0.072991-0.00160565j -0.0339724+0.00138858j -0.173123+0.00390277j -0.0878736-4.25981e-14j -0.203649+0.00176713j 0.138396-0.00224054j 0.0571398-0.00128316j -0.17569-0.000324537j -0.173657+0.0002267j 0.0320086+0.00246103j 0.0152892+0.000378887j -0.0338589+0.000102854j -0.170871+0.00482888j -0.0212549-0.00495038j -0.0751194+0.00143078j -0.0151578-0.00176024j 0.000745657-0.000563772j 0.0271275+0.00186513j 0.00670022+0.000737781j 0.0468191-0.00600767j 0.0156877-0.00489529j 0.00120894+0.00454469j -0.0129521+0.00288035j 0.0318452-0.00356047j -0.0398275-0.00138131j -0.0120826+0.00376544j -0.00612718-0.00668962j 0.0172505-0.00126853j -0.0265386-0.000179349j 0.013199+0.0011257j -0.0554503-0.000256926j -0.00527313-0.000433411j -0.016899-0.000239521j -0.0302204-0.00137251j -0.00991997+0.00243401j 0.0267637+0.000262171j -0.00291577+0.00389085j -0.000594594-0.00988326j 0.0264476-0.00360769j 0.00579443-0.000852938j 0.00363287-0.00114876j 0.00841361+0.000392003j 0.0039857-0.000154312j 
-0.034008-0.00165002j 0.072404+0.000795892j 0.00953118+0.000397245j -0.0116528-0.00032088j 0.0237065+0.00091218j 0.045812-0.00149008j -0.0175218+0.00207852j 0.0475997+0.00297045j 0.00253759-0.00142909j -0.0316954-0.0025641j 0.00585464-0.00215667j -0.00329029+0.00162012j 0.0231139+0.0033036j 0.0192607-0.00121413j 0.0225568+0.002567j -0.00223807-0.000116873j 0.0206627-0.000458648j -0.0352132+0.00277133j 0.0129705+0.00161645j -0.0407903+0.00635072j -0.0266074-0.00616717j -0.0199709-0.00356279j 0.00533548-0.00140228j 0.192984-0.000267137j 0.105824-0.00458109j -0.104101-0.00187008j -0.029531-0.00178857j 0.046568+0.00328591j 0.0543128-0.00333132j 0.107357-0.00156814j 0.182439+0.000733863j -0.0208428+0.00290783j -0.0731623+3.23652e-05j -0.0318894-0.000683574j 0.0646897+0.0016117j -0.024466+3.50092e-05j -0.147267+0.000153587j 0.034534-5.61102e-05j 0.0589777-0.00269183j 0.00024742+0.000364697j -0.00214057+0.00067821j 0.0383565+0.00030619j 0.0019166-0.000215504j -0.0159194+0.00167342j -0.028559-0.000601543j 0.014379+0.00017998j 0.0519676+0.000221411j 0.0573661-0.00238981j 0.186912+0.00203969j 0.0505622-9.11524e-05j -0.0222261+0.00210442j -0.002902-0.00265729j -0.203649-0.00176713j 0.12673-1.56111e-14j 0.245971-0.00492781j 0.127749+0.000185603j -0.182691-0.0054047j 0.0965309-0.000844017j 0.10356+0.00200952j -0.0476376-0.00145875j -0.152727+1.53227e-05j 0.0163626+0.00203704j 0.0323521-0.00440727j 0.0774393-8.5909e-05j -0.0394212-0.00329217j 0.0101414+0.00245381j 0.0173827+0.00286069j 6.51289e-05-0.000364441j 0.0269624+0.00242952j -0.00136425-0.000195375j 0.0273205+0.0011019j 0.00210844+0.00102009j 0.0442423+0.00211116j -0.0041321-0.00244315j -0.0156802-0.000524319j 0.0341107-0.00194315j 0.00279001-0.000854312j -0.0267438-0.000520576j -0.00551898+0.00202577j -0.0784012+0.000835308j 0.0287302+0.00484854j 0.0860701+0.00702179j 0.0101923-0.00205546j 0.0189918+0.00286217j 0.0117055+0.00354257j 0.0176047+0.00155545j 0.00105923-0.00623276j 0.00937898+0.00465193j 0.00542589-0.00603452j -0.00480753-0.00267232j 0.0140136-0.00121677j -0.00589743+0.000648872j 
-0.00781554-0.000172902j 0.0149332-0.00250834j 0.0089023+0.00086511j 0.0163833+0.00173861j 0.0276735-0.00129924j -0.000180891+0.00626728j -0.05539-0.00445942j -0.025098+0.000576116j 0.0101476+0.00372494j -0.00908099+0.00375236j 0.000911789+0.00275214j 0.00800511-0.000314365j 0.00102304-0.00437139j 0.016481+0.000242759j -0.0121575-0.00373545j 0.000552991+0.000998542j 0.00661714+0.000339815j 0.0132819+0.00113632j -0.00319-0.003241j 0.0205529-0.000951946j 0.0215302-0.000434635j -0.116307-0.00291618j 0.0429988-0.00341966j 0.221417+0.00708646j -0.0342415-0.00331795j -0.0761615+0.000936496j 0.0687647-0.00140926j -0.182484-0.000681942j 0.0549613-0.00243049j 0.0742754-0.000695626j 0.0414381-0.00303308j 0.0369425+0.00144088j 0.00205597-0.00186028j -0.0289293-0.000432457j 0.0811161-0.00106784j -0.0984393+0.000404387j 0.114476+0.00120588j 0.0556758+0.000434475j 0.00564733-0.000219647j -0.0594985+0.00122466j 0.00777726-0.000743441j 0.0103814+0.000693416j 0.0713697+0.000889943j -0.0210636-0.000249742j 0.0488853-0.00222962j -0.0773391+0.0020016j -0.115434+0.00593229j 0.00226755+0.000689655j -0.0425878-0.002007j 0.0373878-0.000518567j -0.0435227-0.000808367j 0.0780339-0.000959821j 0.138396+0.00224054j 0.245971+0.00492781j 0.332941+1.57123e-15j -0.00658719-0.00264917j 0.0273642-0.00101128j -0.110516-0.00214259j -0.028057-0.00199295j 0.00338233-0.004859j -0.113775-0.0033168j 0.0359259-0.0035941j 0.00839783-0.00106833j 0.0142309+0.0026042j -0.0289233+0.00114905j -0.0229306+0.00576328j -0.00738181-0.00123302j 0.00868745+0.000297854j 0.0563594-0.00197057j -0.00660032+0.00116492j -0.00924037+0.0036595j 0.00750665+0.00142186j -0.0472285-0.00375579j 0.0104252+0.00499198j 0.00544545+0.00626038j -0.0142651-0.00448361j 0.00959771+0.00470797j 0.0184121-0.00271639j -0.0065683-0.00572888j -0.0604324-0.0011103j -0.0336042-0.00339111j 0.0528205+0.00150962j 0.0222107-0.000866088j -0.0133356+0.00150346j 0.025681-0.000171211j 0.000200062+0.00357242j -0.00191774+0.00323787j 0.00364705+0.000834243j 0.0112464-0.00289386j 0.00220315-0.00168376j 0.00493168-0.00160977j -0.00937506+0.000613245j 
-0.0314545-0.00149525j 0.0494395-0.00514233j 0.00781524+0.00217909j -0.00551908+0.00243264j 0.0647177-0.00304362j 0.0357879+0.00979257j -0.0203925-0.0052844j -0.0114893-0.00624345j 0.00983343-0.00114344j -0.00496362+0.00415246j -0.0111704-0.00254905j 0.0037884-0.00164906j -0.0130002+0.000284826j 0.0128571-0.00290611j 0.00416281-0.00280193j -0.00676028-0.000109085j 0.00807854+0.000367762j 0.00555473+0.000822209j 0.00279318-0.000257529j 0.00809021+0.00083879j -0.0235749-0.00351972j -0.245415-0.00390569j 0.0103385+0.00580805j -0.0961436-0.00414259j 0.120451+0.000818992j 0.120417+0.00195521j 0.0330471-6.62411e-05j -0.10481+0.00295644j 0.119613-0.000137028j 0.0127136-0.00370683j 0.114711+0.00183511j 0.0717354+0.00145339j 0.053288+0.00204488j 0.00321235+0.00139091j 0.140685-0.00124322j -0.0128915+0.00564189j 0.0618809+0.00120333j 0.0922771-0.00289584j -0.102779-0.00381415j -0.00799241+0.00112115j 0.0673185+0.00230482j -0.0493751-0.00175465j -0.0226529-0.000628928j 0.0574979-0.00181736j -0.0400676+0.00124327j -0.0660279+0.000553522j 0.071833-0.000260025j -0.148405+0.00208668j 0.187975+0.00102407j -0.0522718-0.00186824j -0.0320841+0.000384715j 0.00646524+0.00393729j 0.0571398+0.00128316j 0.127749-0.000185603j -0.00658719+0.00264917j -0.119515+5.89112e-15j -0.160081+0.000483128j -0.0191068-0.0051786j -0.079243+0.000453733j 0.0641998-0.00504001j 0.0740823-0.00415025j -0.0329358-0.00368958j -0.0381923-0.00136564j 0.0241246-0.00233689j -0.0108587+0.002175j -0.0298213+0.000602376j 0.000454865-0.00127481j 0.00168139-0.00118174j 0.00459671+0.00209815j -0.0119855+0.0024932j 0.0313027-0.00160602j -0.0125124+0.00104902j -0.00818455-0.00400958j 0.00556114+0.00277887j 0.00744968+0.000896859j -0.0199916+0.000761178j -0.0307159+0.00184216j -0.0483006+0.00113155j 0.0110334+0.00309684j -0.00323538-0.00120673j -0.0490394+0.00122806j 0.0893006-0.000774738j -0.00147493+0.000735024j -0.0407632-0.00213426j 0.00346983-0.00298463j 0.00118517-0.00157726j -0.00254528+0.00107869j -0.00420093+0.00484086j -0.0087948+0.00244736j 0.00117943+0.000353625j -0.00628938-0.00375549j -0.0227081+0.0001491j 
0.0608062+0.00284527j -0.022198+0.00243662j -0.00490533+0.000228169j -0.0215905+0.000227777j -0.0301065+0.00325054j -0.112157-0.00580756j 0.0613979+0.000863819j 0.0010003+0.00271207j -0.0523071-0.000144438j -0.00993996+0.00333645j -0.0131553-0.000164767j 0.0243075+0.00195526j 0.00312786+0.00126559j -0.0290565+0.000711204j 0.0319189-0.00125533j -0.0010361-0.0002461j -0.0183146-0.00102138j 0.0333453+0.00176593j 0.0187356-0.000475501j 0.0197056-0.00149646j -0.0631576+0.00477679j 0.154518-0.000818211j -0.079616-0.00836565j 0.225203+0.00865099j -0.0121975-0.00189819j -0.102847-0.00395128j -0.0623291-0.000644317j 0.0697641-0.004445j 0.0156278-0.00199217j 0.0452342+0.007083j 0.0224703+0.00322943j -0.0229243+0.00178893j -0.105648-0.00241587j 0.0237122+0.0016833j 0.0196396+0.00283074j -0.106995-0.000494788j -0.0863183-0.000108012j 0.062429-0.00229141j 0.0209772+0.00119423j -0.0366039+0.000759275j -0.057451+0.00196333j 0.0656662-0.000195299j 0.0868303-0.0033875j 0.000765058+0.000458053j -0.174464+0.000990787j 0.0762144-0.00131077j -0.0570621-0.00152301j -0.022524-6.58668e-06j -0.0429304+0.00461765j 0.107025+0.000444902j -0.0058663+0.00169598j -0.0131053+0.00126718j -0.17569+0.000324537j -0.182691+0.0054047j 0.0273642+0.00101128j -0.160081-0.000483128j 0.197411+8.93209e-15j -0.0549151+0.00443028j -0.119244-0.00248399j -0.180694+0.000316465j -0.0341635+0.00182147j -0.0257756+0.00246484j -0.0105168-0.00323379j -0.0213847-0.0023181j -0.0088005+0.000628603j -0.0445194-0.000993786j 0.0157129+0.00146841j 0.0172313-0.000275303j 0.00431398-0.00466246j 0.00913851-0.000700653j -0.0575233+0.00205292j 0.0222071+0.00114979j -0.0587635-0.000835904j 0.00229998-0.00134318j -0.0073666+0.00205851j -0.046432-0.00237631j -0.00296744-0.000363807j -0.0623646-0.000470814j -0.0546385+0.00335869j 0.0861738+0.00127601j 0.0286888+0.000913016j -0.03023-0.00342181j -0.00675457+0.00120879j -0.0142864-0.00114319j 0.0091304-0.00834747j -0.0558816+0.000186701j -0.00198971-0.00309986j -0.0181156-0.00162077j -0.00795535+0.00359348j -0.00538066+0.000507714j -0.0210888-0.000790533j 0.00549931+9.49447e-05j 
-0.052553-0.000521825j -0.0159689-0.0029623j -0.00473349+0.000341585j 0.00672956+0.000770536j -0.0251177-0.00637888j 0.140507+0.00186627j -0.0252134-0.00183388j 0.0255736-0.000727934j -0.000797499+0.00384311j -0.0454493-0.00229784j 0.00344281+0.00121913j 0.00608708+0.000753972j 0.0133616-0.00160965j -0.0347816-0.000409193j 0.0163367+0.00121254j 0.00830911+0.000775846j -0.0285222+0.00129534j 0.0486338-0.000467676j -0.0452072+0.0016326j 0.0639161+0.0018971j 0.0204111-0.00351008j -0.03935+0.000148071j 0.0283659+0.00871988j -0.200329-0.00170049j -0.00170371-0.000318916j 0.0129719+0.00320288j 0.0778145+0.00239314j -0.132917-0.00127085j 0.0477534+0.00415755j -0.0373931+0.00409204j 0.134789+0.00809514j 0.0454174-0.00396045j 0.136694+0.00012827j -0.0625085+0.00189636j 0.0213112-0.000490449j -0.0962896+0.00381908j 0.104036+0.000822942j -0.0697727-0.000853843j 0.035813+0.00136196j 0.0296536+0.000763136j -0.0235603-0.00101853j -0.0573083+0.000875011j -0.14753-0.00270673j 0.101841+0.000918456j -0.0312323+0.000398567j 0.00332932+0.000518816j 0.141208+0.0017833j -0.0990938+0.000921132j 0.0919908+0.00103876j 0.193319-0.00222143j 0.218749+0.00226393j -0.11136-0.00126376j -0.173657-0.0002267j 0.0965309+0.000844017j -0.110516+0.00214259j -0.0191068+0.0051786j -0.0549151-0.00443028j -0.153719+1.33357e-15j 0.135349+7.3303e-05j 0.0398936-0.00403045j 0.0254894+0.0017694j 0.0686107-0.0053306j 0.0321102+0.000338216j -0.0277556+0.00147952j 0.0262764+0.00100679j -0.0390043-0.00176418j -0.00695204-0.000722559j -0.0321997-0.000328302j 0.00426516-0.000473801j -0.00176579+0.000940895j 0.0242016-0.00145233j 0.00385744-0.00289032j -0.016815+0.00612389j 0.0359686-0.00280908j 0.02094-0.00394773j -0.01117+0.0028441j -0.0452319-0.0029286j -0.0725443+0.0014003j -0.0582601-0.0046764j 0.0689028-0.000686653j 0.0517304+0.00319825j 0.0354642+0.00224416j -0.0480312-0.00062393j -0.0417218+0.00557385j 0.00475604-0.0074755j -0.0501312+0.000851975j -0.0029217+0.00174874j -0.0398513+0.00599195j 0.00467414+0.00127427j -0.00338908+0.000943663j -0.0122577-0.00636663j 0.00642727+0.0022303j 
