-0.16985+5.01335e-16j -0.0272573+0.016319j 0.051396+0.0889038j -0.0346563-0.0835198j -0.0248757+0.0273286j -0.0273805-0.0159774j -0.00409047+0.0632596j -0.00799272+0.0347759j 0.0076438+0.0317241j -0.0133442-0.00153764j 0.000699519+0.0212953j 0.00759073+0.0247522j -0.053792-0.0118621j -0.0142501+0.0457406j 0.000364811-0.0196818j 0.00791718-0.0172142j 0.0020301-0.00520058j 0.00962334-0.0202277j -0.0141726+0.0133386j -0.00158507-0.0118107j 0.00191382+0.0208575j -0.00826894+0.0260368j 0.00139555+0.00162942j -0.0106652+0.0138053j -0.0264307+0.0114814j -0.00104908+0.0251589j -0.015197+0.0467951j -0.0383877-0.027157j -0.016086-0.000838978j 0.00417645-0.018193j 0.0401822-0.0108757j 0.00812193-0.00734647j -0.0111168-0.0425782j -0.000954063-0.00860295j -0.00188866+0.0124985j -0.0209718-0.00139893j -0.00976021-0.010719j -0.000948851+0.00998639j 0.00247179-0.0331757j -0.0364828+0.00260545j 0.00572097-0.00726952j 0.0159598+0.00393124j -0.0102894+0.036527j -0.00751412+0.00947277j -0.00168693+0.00487654j 0.00461026+0.00197542j 0.0144471-0.0196283j -0.00850716-0.00350134j 0.0149457+0.00130174j 0.00641474-0.010858j -0.022197+0.00391343j 0.0284221-0.000991551j -0.0104035-0.00866478j -0.013143+0.0128463j 0.0188241-0.039401j -0.008522-0.00707199j -0.000582847+0.00722891j -0.028263+0.0406179j 0.00937956+0.0157883j 0.0151348+0.0420027j -0.0151445+0.024265j -0.0158029+0.0143111j 0.0223684-0.00482837j -0.00523808-0.0088016j 0.0314911-0.0125768j 0.0199424-0.00283932j 0.028643-0.0323037j 0.0315055+0.0225025j -0.0115376-0.0316987j -0.0170432-0.000109823j 0.0419523+0.0062154j 0.0223073-0.00261074j 0.0218925+0.0251874j 0.0257607+0.000386888j -0.0373043-0.00291173j -0.011264+0.0518009j -0.0433507+0.0332348j 0.00545798+0.0380242j -0.0150482-0.043998j 0.0203655-0.0471747j -0.0100774+0.00409089j 0.0456833+0.00828712j 0.00334689-0.00153179j 0.117159-0.052392j 0.0434784-0.106813j -0.0248388-0.311359j -0.366311-0.0769218j -0.0053387-0.163582j -0.0107847+0.166786j 0.124812+0.00958465j -0.01548-0.0046264j -0.180787-0.0238217j 
-0.00850716+0.00350134j -0.0052245+0.0221463j 0.0219569-0.016003j 0.0304088+0.00634659j 0.00898586+0.0253482j -0.00409574-0.0186081j -0.036752+0.0365062j 0.0152471-0.0253941j 0.0066307-0.0461971j 0.0469915-0.0643431j -0.0671428-0.0377402j -0.00479432-0.0596843j -0.0533549-0.00774071j 0.0340571+0.141839j 0.0219617+0.0603552j 0.0363504-0.0135875j 0.0487958-0.0926692j -0.0430714+0.0367835j -0.020785-0.000604648j 0.034446+0.113332j -0.12935-0.0675646j 0.0698234-0.0733298j -0.0973598+0.188803j -0.0691238-0.184718j -0.0221599+0.0288821j -0.0691156+0.0146221j 0.0236301+0.048097j -0.030443-0.0150349j 0.0738549-0.0775838j 0.111686+0.0138395j -0.100747-0.107346j 0.0986247-0.0202802j 0.0112773-0.0595153j 0.00180373+0.00298308j 0.0946539+0.165584j 0.0762672-0.024908j 0.0281202+0.0274122j -0.123645+0.0019814j 0.00624812-0.0248342j -0.112319-0.0237654j -0.0618992+0.0118294j -0.150235-0.0380116j 0.0435356-0.0638629j -0.112483+0.032193j -0.00721205+0.00537235j -0.00625247-0.0392182j -0.128683-0.0626553j 0.0663486-1.15533e-15j -0.044926-0.00657164j -0.0210315+0.0397021j -0.0760766-0.00650699j 0.0730077+0.0913438j 0.122247+0.0597401j -0.0333765-0.0619075j 0.0865705+0.00561821j 0.0182156-0.156972j 0.0495967-0.00974535j -0.0350984-0.0227805j -0.153172+0.0324926j 0.0847481-0.0131975j 0.0110588-0.0529138j -0.0951278+0.0673014j -0.00731058-0.0161068j 0.00945254-0.0158977j -0.0385579-0.0249238j 0.014462+0.00561313j -0.0311523-0.0273225j -0.0481705-0.00589553j -0.0197043+0.0247539j 0.0167753-0.0556286j 0.0117294+0.067839j 0.0155434+0.0727145j -0.0512057-0.0558046j 0.0535416+0.0163943j -0.0561832+0.0279287j 0.0282709+0.0100634j 0.00146572-0.0209995j -0.0128375+0.0380362j -0.00480074+0.0144396j -0.00866399-0.00200186j -0.0163299+0.00209246j 0.0909497+0.0227725j 0.0436127+0.0125827j -0.025045-0.0378357j 0.0679253-0.0281987j 0.0123073+0.100313j -0.0418897-0.0117696j -0.0166922-0.0539901j 0.0209554+0.000785169j 0.00308896-0.0854713j 0.00276965+0.00352891j -0.0469957-0.0079339j 
0.0149457-0.00130174j -0.00693532+0.0313849j 0.0387581-0.0428583j 0.0205014+0.00648769j -0.000822249+0.00786489j -0.0639504+0.0484775j 0.0152217+0.0488752j 0.0360124-0.0356113j -0.107163-0.127176j 0.000760731+0.0540372j -0.0634335+0.0410647j -0.0198364+0.0471237j 0.0110929-0.0182558j -0.0762137-0.0342813j 0.0467644-0.0455317j -0.0465467+0.0795259j 0.00568643+0.0196907j 0.0570413+0.221622j 0.0194966+0.112238j -0.033013+0.127653j -0.0100637+0.0720594j -0.0770574-0.0951279j 0.00865708-0.0255995j 0.0383895-0.0118294j -0.0847879+0.119051j 0.0282956-0.00211015j 0.0623163-0.0169444j -0.0587148+0.0302307j 0.0434896+0.0196944j 0.00796311+0.00522992j -0.104562+0.00834429j 0.0795567-0.00934409j -0.0221917-0.0597965j 0.00126052+0.0124253j -0.0128561-0.0352155j -0.0523565-0.0271117j 0.00401866+0.020942j -0.150278+0.00948475j -0.0794836-0.0304926j -0.0328075+0.0055736j 0.0401893+0.00583321j 0.0350217+0.079589j -0.0835735-0.0390703j 0.091554-0.0575267j 0.0817181-0.0870206j -0.00192268+0.034164j 0.0710267+0.0512186j -0.044926+0.00657164j -0.000634394-1.05471e-15j -0.0175285+0.0471704j -0.0814462-0.0305468j 0.0119734+0.0177579j 0.00855013-0.0635589j -0.00162135-0.0224097j -0.00255646-0.0307696j 0.00169152-0.0342125j 0.0294043+0.0712198j 0.0443849+0.0279304j -0.0443666-0.0185068j 0.00147769-0.00647646j 0.0186932-0.000351502j 0.0423368+0.0359662j 0.0172161-0.0243205j 0.139879-0.0186848j -0.015163+0.062281j 0.00913855+0.0950941j 0.015038-0.0537994j -0.115427-0.0297535j -0.0315532+0.015069j -0.00486769-0.0798223j -0.0240703+0.0320267j -0.0127112+0.0153429j -0.0820259+0.014755j 0.0132048+0.0105264j -0.00422019+0.0563131j 0.000269514-0.0673595j 0.0718187-0.0308307j -0.0182247+0.0968507j -0.059656+0.0132445j 0.0747749-0.00554365j -0.045366+0.0228238j 0.0456355-0.0171746j 0.0188304+0.0134446j -0.0570689+0.0260393j 0.0626466+0.011733j 0.0222042+0.122705j -0.0469104-0.0164197j 0.0472105-0.0625568j 0.057112-0.0575807j 0.0222601-0.0641807j 0.0062464+0.00348153j -0.0584198-0.00530772j 
0.00641474+0.010858j -0.0210674+0.0464061j 0.0301685+0.0491135j -0.00685451+0.0713266j 0.0397353+0.00562043j -0.0124842+0.00383224j 0.0169044+0.0248479j -0.0605478+0.00697015j 0.0523992+0.0920953j -0.0204861-0.0414734j -0.00106661+0.121242j 0.0242731+0.0648741j 0.0888902-0.112278j -0.0116459-0.0335719j 0.0785682+0.0144747j -0.0467163+0.0712589j -0.0454486+0.11717j -0.0481851+0.00251163j -0.0106543-0.00329023j -0.0593626-0.0295527j 0.0922337-0.0615301j -0.0108+0.0852679j -0.0196764+0.0824411j 0.0820438+0.0452478j -0.0878281+0.0238092j -0.0437303+0.0535189j -0.0968403-0.0840556j 0.0435038-0.0823243j -0.015193-0.0733697j 0.152393-0.0159426j 0.0305899+0.0465615j 0.00606582-0.0511506j -0.00220796-0.0825762j 0.0654713+0.0480298j -0.0695517-0.0569959j -0.0139315-0.00322096j 0.107042+0.150492j 0.104607-0.109195j -0.0670557-0.0239425j 0.117632+0.0798353j 0.145774+0.0541898j 0.0506807+0.0584694j 0.0309467-0.0329763j -0.0207248-0.10279j -0.103913-0.0451367j -0.0401173+0.0672211j 0.111695+0.0385911j -0.0210315-0.0397021j -0.0175285-0.0471704j 0.0944847+5.4956e-15j -0.0175844+0.0443862j -0.0285097-0.0383705j 0.0578822+0.059339j -0.0587983+0.00993281j 0.0731067-0.0991745j -0.00884427-0.120924j -0.0602832+0.054465j 0.0750374-0.0169437j -0.123759+0.0428936j -0.0348973-0.0978157j -0.0626705-0.00231446j -0.0711748-0.0348948j -0.0524606+0.0537812j 0.0511516+0.0635993j -0.0145068-0.0187859j -0.0360016+0.0174901j -0.0277507+0.00902552j -0.00456494+0.0314927j -0.0528787+0.0150831j -0.0332691+0.0533309j 0.0136232+0.082544j -0.00989984+0.133839j -0.0187509-0.097831j 0.0821345-0.0328751j -0.0105421+0.0363292j 0.0226702-0.0125246j 0.000248901-0.0371913j 0.03673-0.0172964j -0.0227917-0.00683175j -0.0385901-0.0911579j 0.0678783-0.00473733j -0.00178246-0.0119603j 0.0326565+0.0503591j 0.0204277-0.0407054j 0.0048203-0.0562133j -0.0177336+0.0417022j -0.0351036-0.0348967j -0.0751807-0.00917164j -0.015694+0.0553758j 0.0177878-0.0708577j -0.047273+0.00435091j -0.026877+0.024489j 
-0.022197-0.00391343j -0.00318206-0.0260811j 0.0102584-0.0418801j 0.00597935+0.00315149j -0.0191588+0.0223901j -0.0494178+0.0946959j -0.0297536-0.108778j 0.0176723-0.0295971j 0.0364555+0.206589j -0.0303888+0.120263j -0.0331496+0.0136693j 0.0498978+0.0521959j -0.0269247-0.0444145j -0.104508+0.0608505j 0.0117139+0.0176859j 0.166849+0.0510965j -0.0547649-0.027875j -0.0528209+0.0337088j -0.0154298-0.0186762j 0.0325793-0.107498j 0.0274751-0.00123482j -0.0209295+0.00861949j 0.0784322-0.0761232j 0.0154669-0.00628599j 0.07336+0.150285j 0.0158405-0.0145534j 0.0173357+0.0739861j -0.0411749+0.00684805j 0.0396566-0.0586336j -0.0859493+0.023694j -0.0265229-0.00358853j 0.0399312+0.0911346j -0.0326041+0.0652611j -0.00329757+0.058034j -0.0401403+0.0605733j 0.123866+0.0365235j 0.174138+0.0195727j 0.232589+0.135575j 0.0877547+0.0447446j -0.0829608+0.02849j 0.0972549+0.0144662j -0.0295008-0.0318604j -0.109487-0.0137513j 0.0651005-0.0142272j -0.00925691+0.0374873j 0.0526176+0.109217j 0.00108923-0.0527338j -0.0760766+0.00650699j -0.0814462+0.0305468j -0.0175844-0.0443862j 0.0181372+7.63278e-17j 0.0656782+0.0428039j 0.0521414-0.0201137j 0.0153773+0.0565947j 0.0117058-0.0101178j 0.0245678+0.0552448j 0.0114823-0.0249867j 0.00625366+0.0189951j -0.0351398+0.0235082j 0.0802869+0.010956j 0.0187399-0.00545683j -0.028866-0.0385987j -0.0229811-0.0545285j 0.0209992-0.0719722j -0.0234655-0.0145843j -0.0683502-0.112529j -0.0280639+0.018002j -0.033623+0.0168272j 0.0293466-0.00544387j -0.044439-0.0401221j 0.0786171+0.0877371j -0.0472004-0.00228727j -0.0335848-0.0416513j -0.0387526+0.0441507j -0.0506538+0.0461652j 0.0243008+0.00754842j 0.0322748-0.0799276j -4.48395e-05+0.0201977j 0.0616203-0.0812871j -0.0186573-0.0226222j -0.0656462-0.0295946j 0.0575411-0.00711369j 0.0533277-0.0183763j -0.074481+0.029517j 0.0270262+0.0454726j 0.0264627+0.0127407j 0.0562375+0.0491281j -0.022647-0.0362762j 0.0143488-0.0190131j -0.0327784-0.0291786j 0.0294528-0.00401247j -0.00557863-0.0447445j 
0.0284221+0.000991551j 0.00787822+0.0432796j 0.0131015+0.0129575j -0.0142001+0.0102576j -0.00344066-0.0641581j 0.0046285-0.0258311j 0.056604-0.05519j 0.0989671+0.0581032j -0.0465448-0.00120604j 0.0214036+0.00499696j -0.097234+0.046406j 0.0243663+0.0042988j 0.0648719-0.122757j 0.0376484-0.0769952j -0.0616801-0.0160155j 0.068226-0.0450894j 0.10786+0.084436j -0.00203385-0.0423183j -0.0386994-0.0859043j 0.124586+0.00701416j -0.137127-0.0810518j 0.0248003+0.0523058j 0.0120265-0.052433j 0.0747148+0.0948369j 0.0328395-0.0136493j -0.032249-0.045376j 0.0118549-0.0418085j 0.00711739+0.0435524j -0.0332412-0.0363188j 0.0346668-0.00841583j -0.0608114-0.0133699j 0.00142239-0.0394789j -0.00237758+0.0594855j -0.0826376-0.00158939j 0.0486031+0.15333j -0.0540285-0.0078166j 0.0815264+0.0460372j 0.0624505+0.0654933j 0.0466282+0.109338j -0.00783884-0.0743386j -0.10531-0.0446201j -0.125002-0.0923247j 0.00262463-0.0331221j 0.0236574+0.0027359j -0.154212+0.0332136j 0.0099154-0.0987491j 0.0485857-0.0728054j 0.0730077-0.0913438j 0.0119734-0.0177579j -0.0285097+0.0383705j 0.0656782-0.0428039j 0.0484661+8.47933e-15j -0.00267021+0.0504261j 0.0300144-0.0263161j 0.0926873-0.0149414j -0.0170615+0.0976421j -0.116992+0.0750864j 0.0502596-0.0711979j -0.0371948+0.0141197j -0.0349285-0.00267008j -0.0126024+0.000755938j 0.00582548+0.00718265j 0.0078029+0.0449444j 0.0381678+0.0720288j 0.0402754+0.0340631j -0.0622298+0.0767928j 0.0923987+0.00717323j 0.035899-0.0333762j -0.0740809+0.0309215j -0.0150723-0.0610308j -0.00911765+0.000106166j -0.0253494-0.0715681j -0.0567441-0.0284609j -0.00801862-0.041761j 0.0102404-0.0555496j 0.0245108-0.0380521j -0.0194356+0.0837546j 0.0332162+0.0554246j -0.0798005+0.0818759j 0.055039-0.0206337j -0.0179255+0.0323149j -0.0316804-0.0214231j -0.0478676+0.00262171j 0.00398523-0.00522554j 0.026931+0.00439704j -0.0207424+0.0494696j -0.0216047-0.0113167j 0.0132134+0.000188013j 0.00325038-0.0021032j 0.0603059+0.021686j -0.0274493+0.0015641j -0.00408925+0.0441426j 
-0.0104035+0.00866478j 0.002909-0.00889942j -0.00763058-0.0101852j -0.0354919-0.0565367j 0.00210672-0.0169051j 0.0377372+0.025746j 0.015502-0.0314807j -0.0179354-0.0390917j 0.000293353+0.0550837j -0.00691621-0.0209729j 0.114038-0.0802569j -0.00112021-0.101874j -0.0205168-0.0277281j -0.0295297-0.0548859j 0.0769403-0.0062903j 0.0806219-0.172672j -0.0553841-0.0674036j -0.0281511-0.00776328j 0.0185129-0.0215005j 0.0604389+0.0552037j -0.0304251+0.051446j 0.0558111+0.108756j 0.0210826-0.0200772j -0.0579793+0.0360654j 0.0217378+0.0222347j 0.0410567-0.00311045j 0.0302969+0.00170708j -0.0546059-0.0526924j -0.0398619-0.0574171j 0.108889+0.105081j 0.0370809-0.0885718j 0.0563383+0.0272576j -0.0332731+0.0268807j -0.0476075-0.0699222j 0.0134222+0.0490414j -0.0142426+0.0152044j -0.0217784+0.0201402j 0.0363842+0.0475298j 0.0609864+0.111615j -0.00803807-0.0506328j 0.00793163+0.00278532j 0.0650022+0.0126969j 0.0536563-0.0190929j -0.0368015+0.105691j -0.0996851-0.0198009j 0.0354426+0.106216j 0.0998319-0.0207303j 0.122247-0.0597401j 0.00855013+0.0635589j 0.0578822-0.059339j 0.0521414+0.0201137j -0.00267021-0.0504261j -0.0419611+3.15373e-15j 0.0300326+0.0102082j 0.0509819+0.0481475j -0.0240397+0.0331203j 0.0503239+0.0640093j -0.0780529+0.0380752j -0.0712575-0.109717j -0.0184855-0.00970008j -0.130752-0.0172006j 0.0140574+0.00541449j 0.0441287-0.0737757j 0.0117115+0.00148755j -0.016752-0.0511757j 0.0479727+0.059882j 0.0512786-0.0558484j 0.0228652+0.038448j 0.0159685+0.0279386j 0.0144501-0.00648906j -0.00210012+0.0518026j 0.13185-0.0110328j -0.0240062+0.0114848j 0.0515305+0.0553087j -0.0954203-0.0277863j -0.030946-0.0114112j 0.0323169+0.00924931j 0.00373059+0.00339088j -0.0724584-0.0137348j 0.000888083-0.00172429j -0.016733+0.0938514j 0.0374342+0.028396j 0.0136721+0.137928j 0.0534892-0.0211904j -0.0763688-0.00212278j 0.0101846-0.0942778j 0.0573346-0.0223162j 0.0191606-0.0689132j -0.0159213+0.00896947j -0.0325278+0.0129964j -0.00616316-0.00521545j -0.0509966+0.00326179j 
-0.013143-0.0128463j 0.00290351+0.0154187j -0.0268154+0.0133449j 0.0443533-0.0216195j -0.044518+0.0924744j 0.0280644-0.0179622j 0.0549633+0.0140165j -0.00901958+0.0220146j 0.0658232+0.0927334j -0.0250088-0.0491006j -0.0557775+0.0690032j 0.104428-0.0655644j -0.0995964-0.03603j -0.0158518-0.106826j 0.0151927-0.0588261j -0.00249829-0.0107303j 0.0835537-0.0645571j -0.0711702-0.0136353j -0.00118322-0.0216206j 0.0392154-0.00606221j 0.0382381+0.0355366j 0.015984+0.0048144j -0.00483087+0.0200177j 0.0667364+0.0368859j -0.000754582+0.0656697j -0.00264558+0.018664j -0.00586252-0.0471384j -0.0175672+0.00395689j -0.0652597-0.00625622j 0.0291821+0.032012j -0.116237-0.0220932j 0.0480347-0.000669216j 0.0532784+0.0182393j -0.0640685+0.0461711j 0.05593-0.0574402j -0.0562644-0.0301776j -0.0354758-0.0383502j 0.0404935+0.0249135j -0.00568722+0.0749008j 0.134895+0.177626j 0.0486832-0.0428085j -0.00974739+0.0703145j 0.11363+0.0590804j 0.0555541-0.00718976j -0.00235279+0.0228562j -0.0718885-0.0503482j 0.0839819-0.102041j -0.0333765+0.0619075j -0.00162135+0.0224097j -0.0587983-0.00993281j 0.0153773-0.0565947j 0.0300144+0.0263161j 0.0300326-0.0102082j 0.0617545+7.96585e-15j 0.0573462-0.0128677j 0.0346284+0.119031j -0.0455087-0.0175874j 0.0507814+0.10379j -0.00480639-0.109507j 0.0239713-0.00508077j 0.00962452+0.060658j 0.0573383-0.0228335j -0.00806375-0.0323883j 0.0482577-0.0371499j -0.0188026+0.0250211j 0.0463101-0.0529336j -0.0776036-0.13081j 0.0384438-0.0301929j -0.014858-0.00858108j -0.0418902+0.0158094j 0.0604832+0.039267j -0.0121201-0.0558807j 0.0113196-0.0277945j -0.0176742-0.0448628j -0.0655329+0.0150683j 0.104556-0.043962j -0.0529199-0.065213j -0.0136134+0.0962146j 0.0245993-0.0355449j -0.0735939+0.0327042j 0.0787355-0.0905173j 0.0499378+0.0170756j -0.0695044+0.0371019j 0.0504626-0.0116889j 0.032276-0.0156301j 0.0272268-0.0227663j -0.065303-0.0226076j 0.041814+0.0575263j -0.0113656+0.0644616j 0.038619-0.0385922j -0.000994508-0.014364j 0.0210591+0.0150787j 
0.0188241+0.039401j -0.00472617+0.0100804j -0.00147171-0.00201686j 0.0395898-0.0133585j -0.0191564+0.0801173j -0.00886273-0.0718133j 0.0845468+0.0554863j -0.0528866+0.0162161j -0.0770861-0.0142228j -0.0497477-0.0551476j -0.00321648+0.0670412j -0.0283241+0.0203748j -0.0803713-0.126643j -0.0689426-0.0382565j -0.0026267-0.0389153j -0.0343385-0.0458293j -0.0134045-0.0242388j 0.00271981+0.120674j 0.0820022+0.0213339j -0.0334794-0.052368j -0.0109002+0.0722668j -0.0642542+0.0626176j 0.0807662+0.00598221j -0.0303716-0.000510012j -0.0427766-0.0773621j -0.051222+0.123755j -0.0839471-0.0574048j 0.0199929+0.034115j -0.0316034+0.000755193j 0.00299475-0.0914818j 0.0829183-0.0148764j -0.0761798-0.0740836j -0.0542087+0.0119371j -0.0313133-0.0614349j 0.0492458+0.107416j 0.00276498+0.0385116j 0.0427718-0.0161942j -0.0375707+0.0354526j -0.0112926+0.0424531j -0.19927-0.113331j -0.15334-0.0963863j 0.052657+0.025973j 0.0740699-0.0515732j -0.0322777+0.0783039j 0.0577742-0.050243j -0.0313029+0.0652924j 0.0390323-0.0320135j 0.0865705-0.00561821j -0.00255646+0.0307696j 0.0731067+0.0991745j 0.0117058+0.0101178j 0.0926873+0.0149414j 0.0509819-0.0481475j 0.0573462+0.0128677j -0.120488-4.54498e-15j -0.0523444+0.0503031j -0.0523775+0.0312859j 0.0733677-0.0324061j 0.122098+0.0324666j -0.0286202-0.0140777j 0.0152844-0.0338609j 0.131221-0.0648302j 0.0260662+0.032204j 0.0940318+0.0155679j -0.0163722+0.0144367j 0.067538+0.0222167j -0.0894464+0.0577017j -0.0723474-0.0404844j 0.0411959-0.0844364j -0.0252098-0.0509282j 0.0160105+0.00963098j -0.0620071+0.00249485j 0.113443+0.0256399j -0.0218471+0.0260538j -0.0154434+0.0275301j -0.0151964-0.118284j 0.0516998+0.03041j -0.0391534-0.0832511j 0.0523474-0.0204583j -0.032123-0.0232412j 0.0881736-0.0544852j -0.0529091-0.0253335j 0.0381105-0.00446818j 0.0193648+0.0279246j -0.0152514-0.0337369j -0.0249413-0.0113194j -0.0314606+0.0311901j 0.0298881-0.00626537j -0.0363217+0.0163317j -0.0166496-0.0168871j 0.039574-0.0178683j -0.0255351-0.0233949j 
-0.008522+0.00707199j 0.0232807-0.0155046j 0.00586825-0.0704717j 0.0196351+0.0081152j -0.00554224-0.0693347j 0.0185675+0.00526383j -0.0494749+0.0356175j -0.0158798-0.110201j -0.059926-0.0326795j 0.0280485+0.107191j -0.0683149+0.0782165j 0.0229886+0.125063j 0.0949879-0.0546585j -0.0755085+0.0870402j 0.028334+0.0278426j -0.132582+0.032904j -0.0140951+0.0984791j -0.00528977-0.0688287j -0.0500833+0.0879494j 0.0307579+0.0776312j 0.108866+0.0339785j -0.076226-0.051123j -0.0405253-0.072752j 0.0134127-0.0722022j -0.0565527+0.0424742j 0.0174129+0.163047j -0.0354818+0.0450362j 0.0321666-0.119546j 0.00117678-0.0350429j -0.0146671-0.0308712j 0.0559709+0.0507536j -0.042176+0.00371552j -0.00505473+0.0934308j -0.0625405-0.0395711j 0.0228176+0.0976482j -0.131963+0.0826542j 0.0692248-0.0120216j 0.0301749+0.00127099j -0.0166972+0.00435008j 0.00854749-0.029238j -0.0308159-0.022662j 0.0543699+0.0823627j 0.126613-0.100147j 0.0509226-0.00334277j -0.027668+0.000376561j 0.0970924-0.0736821j -0.0936676+0.0104554j 0.0182156+0.156972j 0.00169152+0.0342125j -0.00884427+0.120924j 0.0245678-0.0552448j -0.0170615-0.0976421j -0.0240397-0.0331203j 0.0346284-0.119031j -0.0523444-0.0503031j -0.022026-3.53884e-15j -0.0208068-0.0870673j -0.101454-0.0245577j 0.00608171+0.121189j -0.0417919+0.095348j -0.0540054-0.0498437j -0.00508009-0.101148j 0.0298375-0.0223679j -0.0367423-0.0739156j -0.000464956-0.0014546j 0.0349762-0.00349163j -0.0300877-0.0271082j 0.010871+0.0248978j -0.0208202-0.0139734j -0.0246305+0.0449914j -0.0292652-0.0578335j -0.057093-0.0253694j -0.049436-0.0579132j 0.00786957+0.048865j 0.0364685+0.0232809j -0.0306667-0.0291567j -0.0615462+0.00964373j 0.024116+0.0295646j -0.0227556+0.074645j -0.00208047+0.0801071j 0.0592953+0.0140507j -0.00471944+0.042686j -0.0860571-0.0138841j 0.0380387+0.0548523j 0.00364158-0.038587j -0.0165269-0.00618875j -0.0172915+0.0288676j 0.0194044+0.0413726j 0.0238613+0.00218452j -0.0323051+0.0424442j 0.0344218-0.000619123j 0.00999532+0.0085493j 
-0.000582847-0.00722891j 0.00304797-0.00807582j 0.0172219+0.0346123j 0.000156524-0.0059469j 0.0605486+0.106894j -0.0907016+0.0115197j 0.0595351+0.0824378j -0.0885259-0.0372651j -0.116958-0.161542j -0.0214962+0.0213441j -0.00148416-0.031548j 0.0617897+0.113967j 0.0234846-0.0203557j -0.0550667+0.000377809j -0.0310742+0.0249099j -0.0904123+0.0770437j -0.0111539+0.0472274j 0.136358-0.0184605j 0.0543397+0.0551127j -0.0120962-0.136402j -0.0473402-0.0321174j 0.0163785-0.0292347j 0.102932-0.0301776j -0.0452942+0.0248899j -0.0815059-0.0210681j -0.0388705+0.0288949j -0.0283077-0.0198459j 0.0455931+0.0636156j -0.022839+0.0345151j 0.0622645-0.0403633j 0.0143686+0.0514196j 0.0313022+0.0194474j -0.0189151-0.0128425j -0.0684885-0.0938261j 0.164219+0.15557j 0.0104908+0.0213024j -0.104234-0.0941412j -0.164431-0.0590554j -0.0357421-0.0206095j 0.0788514+0.0882741j 0.0318999-0.054083j -0.052475+0.0118587j -0.0231429+0.0898323j -0.0154006+0.0284195j -0.0461058+0.0317766j 0.0065686-0.0401564j 0.0533637-0.0793878j 0.0495967+0.00974535j 0.0294043-0.0712198j -0.0602832-0.054465j 0.0114823+0.0249867j -0.116992-0.0750864j 0.0503239-0.0640093j -0.0455087+0.0175874j -0.0523775-0.0312859j -0.0208068+0.0870673j 0.0672072-5.55112e-15j 0.0875871-0.0373357j -0.00519868-0.0538013j -0.00739109-0.0340818j -0.12823-0.0465781j -0.0610315-0.0344331j 0.0258618+0.00701716j 0.0397441+0.0562715j 0.0106036-0.0683414j -0.00444711-0.0720405j 0.0533095+0.0365446j 0.0131769-0.0105194j 0.0530625+0.0432243j -0.0477175+0.00819994j 0.0626866+0.0548582j -0.00167875-0.028609j -0.00294609-0.0848472j 0.0733906+0.0110637j -0.0118297-0.0185846j -0.0797265-0.0285449j 0.00412058-0.00854347j 0.0801736+0.0282038j 0.0669679-0.0429028j 0.02078-0.0742676j -0.0602264-0.00907383j 0.00417227+0.120162j -0.00200391-0.0200762j -0.0522895+0.0412208j 0.0352031+0.0253735j 0.0278672-0.0322679j 0.0106489+0.0728873j 0.0330792+0.00468487j 0.00173714+0.0125412j 0.00672693+0.0333754j -0.00431759+0.023062j 0.00393155-0.0036311j 
