-0.16985+5.01335e-16j -0.0272573+0.016319j 0.051396+0.0889038j -0.0346563-0.0835198j -0.0248757+0.0273286j -0.0273805-0.0159774j -0.00409047+0.0632596j -0.00799272+0.0347759j 0.0076438+0.0317241j -0.0133442-0.00153764j 0.000699519+0.0212953j 0.00759073+0.0247522j -0.053792-0.0118621j -0.0142501+0.0457406j 0.000364811-0.0196818j 0.00791718-0.0172142j 0.0020301-0.00520058j 0.00962334-0.0202277j -0.0141726+0.0133386j -0.00158507-0.0118107j 0.00191382+0.0208575j -0.00826894+0.0260368j 0.00139555+0.00162942j -0.0106652+0.0138053j -0.0264307+0.0114814j -0.00104908+0.0251589j -0.015197+0.0467951j -0.0383877-0.027157j -0.016086-0.000838978j 0.00417645-0.018193j 0.0401822-0.0108757j 0.00812193-0.00734647j -0.0111168-0.0425782j -0.000954063-0.00860295j -0.00188866+0.0124985j -0.0209718-0.00139893j -0.00976021-0.010719j -0.000948851+0.00998639j 0.00247179-0.0331757j -0.0364828+0.00260545j 0.00572097-0.00726952j 0.0159598+0.00393124j -0.0102894+0.036527j -0.00751412+0.00947277j -0.00168693+0.00487654j 0.00461026+0.00197542j 0.0144471-0.0196283j -0.00850716-0.00350134j 0.0149457+0.00130174j 0.00641474-0.010858j -0.022197+0.00391343j 0.0284221-0.000991551j -0.0104035-0.00866478j -0.013143+0.0128463j 0.0188241-0.039401j -0.008522-0.00707199j -0.000582847+0.00722891j -0.028263+0.0406179j 0.00937956+0.0157883j 0.0151348+0.0420027j -0.0151445+0.024265j -0.0158029+0.0143111j 0.0223684-0.00482837j -0.00523808-0.0088016j 0.0314911-0.0125768j 0.0199424-0.00283932j 0.028643-0.0323037j 0.0315055+0.0225025j -0.0115376-0.0316987j -0.0170432-0.000109823j 0.0419523+0.0062154j 0.0223073-0.00261074j 0.0218925+0.0251874j 0.0257607+0.000386888j -0.0373043-0.00291173j -0.011264+0.0518009j -0.0433507+0.0332348j 0.00545798+0.0380242j -0.0150482-0.043998j 0.0203655-0.0471747j -0.0100774+0.00409089j 0.0456833+0.00828712j 0.00334689-0.00153179j 0.117159-0.052392j 0.0434784-0.106813j -0.0248388-0.311359j -0.366311-0.0769218j -0.0053387-0.163582j -0.0107847+0.166786j 0.124812+0.00958465j -0.01548-0.0046264j -0.180787-0.0238217j 
0.00759073-0.0247522j 0.0251489+0.000452858j -0.0320539+0.0296215j -0.0504293+0.0296638j 0.0119488+0.0131723j 0.0293939-0.0158189j 0.0270922+0.0422908j 0.00991439+0.00837613j 0.00565988-0.0294538j -0.065893+0.00604794j -0.0154072-0.00927783j -0.0693927+1.44676e-15j -0.0115492-0.00082061j 0.0677531+0.0539145j 0.0588073+0.0127854j 0.083421-0.0252533j -0.0580397-0.100601j -0.0735031+0.119818j 0.0557687+0.114707j 0.0333824+0.0101735j 0.0213964+0.100774j 0.000461313+0.102506j 0.0297085+0.0859648j 0.0190364-0.13802j 0.0080673+0.0519795j 0.0124861+0.106685j 0.0432911+0.0203909j 0.00775983-0.0253955j -0.104355-0.0405278j 0.041425-0.0607646j -0.0572846-0.0162845j 0.0167988-0.0301077j -0.00462039+0.0794707j 0.0955137+0.0579181j -0.0187894+0.0307811j 0.0250045+0.0211987j -0.00367007+0.1904j 0.00518403+0.0668753j -0.0398579+0.0906712j -0.0593389+0.0285447j -0.123139+0.0387234j -0.0114042+0.0580712j 0.0573359-0.0524025j 0.03801+0.0667584j 0.0494388+0.0387794j 0.0495349-0.00795953j 0.0573901-0.0886886j -0.00479432+0.0596843j -0.0198364-0.0471237j 0.0242731-0.0648741j 0.0498978-0.0521959j 0.0243663-0.0042988j -0.00112021+0.101874j 0.104428+0.0655644j -0.0283241-0.0203748j 0.0229886-0.125063j 0.0617897-0.113967j -0.0401007+0.0257268j -0.0844272-0.0613848j -0.0240474+0.0633804j -0.0447202-0.000614618j -0.0827039+0.100879j -0.0605706+0.024797j -0.0646464-0.0603253j 0.0139752+0.00526722j 0.0202471-0.0436285j 0.0315375-0.0591444j -0.0516712+0.0108284j -0.0242089-0.0534273j 0.107655+0.0475099j 0.00694873+0.0645925j 0.0465954+0.0661774j 0.0705048-0.0684259j -0.0837524+0.0710898j 0.0438791-0.113372j 0.0563585-0.0169315j 0.00225767-0.0232598j 0.122757-0.0656818j 0.00688975+0.117894j 0.0395418+0.00828772j -0.011137+0.0033886j -0.0366837+0.100708j 0.0343187+0.0692707j 0.034581+0.00964926j -0.139285-0.0246052j -0.017594+0.0335998j -0.0921755+0.0860949j 0.137807+0.024189j -0.0604964-0.146943j -0.0264281+0.0727336j -0.0400637+0.00376498j 0.0401813+0.0166634j 
-0.053792+0.0118621j 0.0126096+0.0402611j -0.00384903+0.0245878j -0.0271734+0.0340896j 0.00311301+0.0367041j 0.00890006-0.0130361j 0.0451464+0.0185979j 0.0110291+0.0267608j 0.0491025-0.0514212j 0.039396+0.0264518j -0.125296+0.0138609j -0.0115492+0.00082061j -0.00140136-6.68736e-16j 0.0491025-0.00376134j -0.0784251-0.0431713j -0.0337851-0.000779281j 0.0332879+0.0811389j 0.028541-0.0158758j -0.0205372+0.0223981j 0.0148614-0.0688242j -0.0161766-0.0259563j 0.0326176-0.0399961j -0.0399735+0.122699j 0.0114867-0.0314806j -0.0195835+0.123669j 0.00641279-0.036566j 0.0497147+0.038135j 0.121139-0.103599j 0.0873361-0.0849583j 0.0563566-0.0377036j -0.0682681+0.0447642j -0.0817821-0.00693921j 0.00412178-0.0544028j -0.0685769+0.0686761j 0.0161661-0.0126286j -0.00883212-0.0309211j -0.0497217-0.0479225j -0.0247003+0.0203147j 0.0428873+0.0112418j 0.0429859+0.0135701j -0.0207483-0.168924j -0.0203274+0.0255372j -0.0452668-0.15413j 0.0202554+0.0279713j 0.0064594+0.00467535j 0.0280189-0.0735246j 0.0526494-0.0494016j -0.0533549+0.00774071j 0.0110929+0.0182558j 0.0888902+0.112278j -0.0269247+0.0444145j 0.0648719+0.122757j -0.0205168+0.0277281j -0.0995964+0.03603j -0.0803713+0.126643j 0.0949879+0.0546585j 0.0234846+0.0203557j -0.0434839-0.0068237j 0.0175295+0.0207491j -0.0639324-0.108131j -0.0339089+0.00524612j -0.102253-0.0550572j 0.015737-0.00446609j -0.0279126-0.021976j 0.0011242-0.0444602j -0.0609141+0.00267014j -0.0140021+0.0136026j -0.0956547+0.0496108j 0.0385395+0.0531158j -0.0694617+0.0613184j -0.0272349+0.0330307j 0.0659798+0.0294497j -0.0418331+0.0334336j 0.0231664-0.0213706j -0.0181494-0.0111631j 0.0540527+0.0529828j 0.0328505-0.0866598j 0.0182406-0.0319032j 0.0301267+0.0643791j 0.108782-0.0345682j -0.0426417+0.100272j -0.0436463-0.00579569j 0.0563149+0.0428717j -0.113929+0.123026j -0.113647+0.0501003j 0.0118676-0.0166413j -0.0322358+0.0284394j 0.0553494+0.0231301j -0.0383213-0.000771757j 0.0364748+0.0788324j 0.0199617+0.0400269j -0.0247538+0.0848103j 
-0.0142501-0.0457406j 0.00778311-9.73916e-05j 0.0187321+0.0521295j 0.00902021-0.000542551j -0.0127387+0.0746361j -0.0595484+0.00402354j 0.0483982-0.0801361j -0.0135042+0.0320168j -0.014492+0.00444395j -0.0225595-0.0345367j 0.0345115+0.0366069j 0.0677531-0.0539145j 0.0491025+0.00376134j -0.0214797+8.88178e-16j 0.00983228+0.0317492j 0.0259805-0.00823945j 0.014431-0.0711698j 0.0571312+0.00122095j -0.0242473-0.0306272j 0.0241909-0.00295999j -0.0738869-0.0525356j 0.0811884-0.0739817j 0.070297+0.0902025j 0.0178581-0.0416891j 0.040848-0.011162j 0.0351467-0.069769j -0.0126725-0.029546j -0.0463704+0.0317016j 0.0224009+0.0466347j 0.064848-0.0313954j -0.0119209+0.00299308j -0.0141077+0.0255114j -0.0395987+0.0254901j 0.0675365-0.0135296j 0.00169988+0.0362235j 0.0499965+0.0381626j -0.0409076-0.0216369j 0.0396478+0.077506j 0.037988-0.0270708j -0.00153726-0.0186916j 0.0370542+0.0846544j -0.0301835+0.0373622j 0.0038199-0.0586934j -0.092992-0.166436j 0.0617817-0.0236207j 0.0111869+0.0351154j -0.0112658-0.094901j 0.0340571-0.141839j -0.0762137+0.0342813j -0.0116459+0.0335719j -0.104508-0.0608505j 0.0376484+0.0769952j -0.0295297+0.0548859j -0.0158518+0.106826j -0.0689426+0.0382565j -0.0755085-0.0870402j -0.0550667-0.000377809j -0.0268173-0.0977592j 0.0438661+0.00190066j -0.020315-0.00434319j -0.0092751+0.015889j -0.0749307+0.0528046j -0.0710194-0.052564j 0.0053987+0.018802j -0.018265+0.0295163j -0.00851835-0.0224609j 0.0346695-0.11627j 0.00166916-0.0850579j -0.00818271-0.123639j -0.114432+0.0394472j -0.0554073-0.127007j -0.126309-0.043667j 0.0550511+0.0578791j -0.0674469+0.0904968j -0.00161845-0.0145504j -0.0658895-0.018108j -0.0624961+0.171753j -0.0925413-0.0269786j -0.0694699+0.120706j 0.0444781-0.0424269j 0.0274251+0.0606246j -0.0594394+0.0723078j -0.0846259+0.0267551j -0.0443553+0.0746288j -0.0313745-0.0823201j 0.129729-0.0670856j 0.0331694+0.0560424j -0.0130765+0.0902141j 0.0325137+0.169236j 0.128973-0.0118025j -0.0246809+0.0619495j 0.0583163-0.0156379j 
0.000364811+0.0196818j 0.0297034-0.0497475j -0.0421949+0.011616j -0.0342627-0.0257854j -0.0259189+0.0147197j -0.0346047-0.0243478j -0.0372897-0.0163305j -0.0547775+0.00313149j 0.0495171-0.0305304j 0.00361609-0.103505j 0.0267646-0.0220042j 0.0588073-0.0127854j -0.0784251+0.0431713j 0.00983228-0.0317492j -0.000958362-6.93889e-18j -0.00551493+0.0344089j 0.0381589-0.0496919j -0.0393354-0.082196j 0.0131967+0.0167763j -0.0390718-0.0299575j -0.0346338-0.0174731j 0.102561-0.0549613j 0.101991+0.105155j -0.00914361-0.0269032j -0.0520734-0.0630805j 0.0228919-0.0992867j -0.0529441-0.050142j -0.0101091+0.00460937j -0.00118004+0.0200967j 0.0359524-0.0661493j 0.0208904+0.0363929j 0.037899-0.00489989j -0.0625963+0.0606681j 0.0384047-0.0433465j 0.0411787-0.0420149j -0.0457991+0.0513415j -0.0584759-0.0656658j -0.0513634+0.0164558j 0.0138965-0.0718087j -0.0146895+0.0366786j -0.0160247+0.0908183j 0.0211328-0.019493j 0.00988593+0.0608931j 0.0133912+0.0468731j 0.000433215+0.0054495j 0.000375782-0.0206759j -0.0277799-0.112457j 0.0219617-0.0603552j 0.0467644+0.0455317j 0.0785682-0.0144747j 0.0117139-0.0176859j -0.0616801+0.0160155j 0.0769403+0.0062903j 0.0151927+0.0588261j -0.0026267+0.0389153j 0.028334-0.0278426j -0.0310742-0.0249099j -0.0152026+0.0262118j 0.0407755+0.0732152j 0.0150328+0.0831055j 0.0553313-0.00534485j 0.0151007+0.0625833j 0.0192811+0.0128393j 0.0498103+0.0696404j -0.0174541-0.0117979j 0.0617113+0.166018j -0.0332459+0.021403j 0.0714418-0.0633343j -0.0547365-0.0193162j -0.0454049+0.00391265j -0.0545734+0.0439313j 0.00538395-0.0132455j -0.01396-0.0318479j -0.0771516-0.0127905j 0.0918005-0.0454824j 0.121607+0.0337038j -0.00154162-0.0900795j -0.115833+0.0446668j 0.0149276-0.0649579j -0.0153962+0.102861j 0.0463672-0.092938j -0.0570633-0.0902769j 0.0559793-0.0297347j 0.0335519-0.0213772j 0.106018-0.036236j -0.0326613+0.0335748j 0.012727-0.0209782j -0.033756-0.0524134j 0.0023498-0.0248179j -0.0187774+0.0257195j 0.0521479+0.0308917j 0.0661028+0.0215982j 
0.00791718+0.0172142j -0.0116851+0.0117568j -0.00337442-0.0179957j 0.0112712+0.038317j 0.0450495-7.76536e-05j -0.0186008+0.027214j -0.0156988+0.0170219j -0.0440786+0.066405j 0.00919552+0.00287433j -0.00711841+0.0135202j 0.019299-0.0386149j 0.083421+0.0252533j -0.0337851+0.000779281j 0.0259805+0.00823945j -0.00551493-0.0344089j -0.132645+1.26288e-15j -0.0118577+0.0124317j 0.0583515-0.0123921j -0.0112728-0.0789837j -0.0506271+0.0637549j 0.0730275+0.0386851j 0.0464429-0.118072j -0.0340238+0.0447212j 0.0135648-0.0172739j -0.0265648+0.007558j 0.0164552-0.111025j -0.0124227-0.0788238j 0.0377562-0.0200615j 0.0324392+0.031501j 0.0589773-0.0528967j 0.0580602-0.0251297j -0.0412848+0.0222103j 0.0458247+0.0176289j -0.023911-0.00158999j -0.0130598+0.0408307j 0.0358416+0.0450472j -0.0170209+0.0227227j -0.030348+0.0222053j -0.00606964-0.057519j -0.0189923+0.0420334j 0.0632573-0.0949796j 0.0108862-0.0369078j 0.0101181+0.00051798j -0.0389982-0.0954729j 0.0199625-0.0965248j 0.0639843-0.0438514j -0.105432-0.0433179j 0.0363504+0.0135875j -0.0465467-0.0795259j -0.0467163-0.0712589j 0.166849-0.0510965j 0.068226+0.0450894j 0.0806219+0.172672j -0.00249829+0.0107303j -0.0343385+0.0458293j -0.132582-0.032904j -0.0904123-0.0770437j 0.0950131+0.0789096j 0.0566409+0.0669821j 0.153848+0.0814458j 0.00977617+0.0118703j 0.0282992+0.042317j 0.078952+0.0274488j 0.0815637-0.0256629j 0.03456+0.160969j -0.00761171+0.0286696j 0.00292859-0.035673j 0.0198141-0.0559028j 0.046252-0.130842j -0.109857+0.0358264j -0.0625006-0.0297767j 0.0521404-0.00996898j 0.016498+0.0794742j 0.0753876+0.146697j 0.00817583-0.028104j -0.0803276+0.0461408j -0.0692521+0.0187337j 0.0119243-0.0526676j -0.0758681+0.0303687j 0.0143019+0.00610165j -0.052742+0.0596435j -0.0613397-0.0484248j -0.0627774+0.0387397j 0.0223812+0.00337293j -0.0622654+0.0117457j -0.0782723-0.0786279j 0.096631-0.0492264j -0.0203478-0.0552032j -0.0252748-0.0409677j -0.0785019+0.0197202j 0.0387058-0.0407584j -0.0732879-0.0154568j 
0.0020301+0.00520058j 0.02063+0.00439276j 0.0108218-0.0472593j -0.000877527-0.0268274j -0.0184716-0.0314096j 0.0144534-0.016406j -0.0460839-0.0346448j -0.02258+0.021823j -0.0259769+0.0599952j -0.0153929+0.0252777j -0.0125951-0.0356217j -0.0580397+0.100601j 0.0332879-0.0811389j 0.014431+0.0711698j 0.0381589+0.0496919j -0.0118577-0.0124317j 0.122731+1.79301e-14j -0.037533+0.0449954j -0.0539971+0.0216339j -0.0533789+0.0315119j -0.113766+0.0031613j 0.0328967+0.015009j 0.169952-0.0875431j 0.0120725+0.0150605j 0.029227-0.0104824j -0.0662991+0.0477991j -0.0372945-0.00421765j -0.115907+0.0395015j 0.00589291+0.0103188j -0.0134332-0.0946684j 0.0152697-0.0325012j 0.0327324+0.0307651j 0.0567884+0.0541175j 0.0447581+0.0106517j 0.0136126-0.024406j -0.0369217-0.00160099j 0.0027221+0.00380269j 0.0593949+0.0442833j -0.0300225-0.00023175j 0.0552797-0.0236611j 0.0205329-0.0122669j 0.00630727-0.112003j 0.0195665-0.00568917j -0.0110152-0.0396406j -0.0468602+0.0226886j -0.0104249-0.0393829j 0.0427362-0.10175j 0.0487958+0.0926692j 0.00568643-0.0196907j -0.0454486-0.11717j -0.0547649+0.027875j 0.10786-0.084436j -0.0553841+0.0674036j 0.0835537+0.0645571j -0.0134045+0.0242388j -0.0140951-0.0984791j -0.0111539-0.0472274j -0.0113506-0.00918394j 0.0765753-0.0705069j -0.00933507+0.0736429j 0.0289387+0.0759837j -0.0230813-0.0102741j -0.0192968+0.0406956j 0.0723204+0.106056j 0.113211+0.0169117j -0.0208436-0.0100937j 0.0190351+0.0458727j -0.0301997+0.073056j -0.0237133+0.0623554j -0.034233-0.0424109j 0.0227089+0.02072j -0.0967276+0.0661551j 0.035553-0.0315097j 0.0732584-0.000900644j -0.0518304+0.0494352j -0.0312762-0.00733534j 0.0324851-0.068863j -0.0110411+0.0206185j -0.0185087-0.0636041j -0.000320896-0.0227278j -0.0408399+0.0272598j -0.0180435-0.0318463j 0.000437452+0.0500652j 0.0347964-0.0140176j 0.0753118-0.00475928j 0.000392537-0.076326j 0.03508+0.0272897j -0.012162-0.147642j -0.00395+0.0365451j 0.0268528+0.0140564j -0.00684597-0.0406527j -0.0302513+0.0295868j 
0.00962334+0.0202277j -0.00460129+0.0115372j 0.0315202+0.0276478j -0.0262286-0.0208255j 0.0091538-0.0346676j -0.0122698+0.0259753j 0.000608979-0.0592659j 0.0286206+0.0480141j -0.00977549+0.0413553j -0.00580796-0.0739239j -0.0215667-0.0134263j -0.0735031-0.119818j 0.028541+0.0158758j 0.0571312-0.00122095j -0.0393354+0.082196j 0.0583515+0.0123921j -0.037533-0.0449954j -0.045479+1.72128e-15j -0.126556-0.143651j 0.100236+0.0243587j 0.0542017+0.0207402j -0.0693124-0.0349733j 0.0501232-0.107208j -0.0605505+0.00990987j 0.121606-0.0831037j -0.0209329+0.040225j 0.064813+0.0059999j -0.0497349-0.0284367j -0.104692+0.176976j 0.0299644+0.0375695j 0.0139024-0.05066j -0.0711004-0.00544599j 0.0445759-0.0742382j -0.00470067-0.000379331j 0.00939263+0.0303628j 0.0702133-0.00242727j 0.0287697-0.0707736j -0.0368652-0.000140289j -0.00151556+0.0742011j 0.0654594+0.0555451j -0.0303672+0.0672018j -0.0376192+0.0190461j -0.0399095+0.0804006j -0.0284915+0.0624229j -0.0140237-0.00312245j 0.00745181+0.031254j -0.0111016+0.10565j -0.0430714-0.0367835j 0.0570413-0.221622j -0.0481851-0.00251163j -0.0528209-0.0337088j -0.00203385+0.0423183j -0.0281511+0.00776328j -0.0711702+0.0136353j 0.00271981-0.120674j -0.00528977+0.0688287j 0.136358+0.0184605j 0.0728287-0.0829237j 0.0753312-0.0261393j -0.00108001-0.0207712j -0.0919165+0.031453j -0.039911+0.0351285j -0.0494848-0.0499565j -0.0272281-0.0593418j 0.0133393+0.0679091j -0.0430028+0.00179193j 0.0107565-0.0842462j -0.0683588+0.0328231j 0.0573578+0.00523788j 0.00119381-0.0772778j -0.0522894-0.0281483j 0.00152979-0.0214929j -0.000101114-0.0809969j -0.0330001+0.0576597j -0.00608085-0.0180405j -0.00603089+0.00775674j 0.0195631+0.00270119j 0.0470372-0.0213568j 0.028405+0.0141602j -0.00168969+0.0192594j 0.00992241-0.00451463j 0.0990101-0.0553285j -0.0328727-0.0623737j 0.0708551-0.00663498j 0.0687568-0.129393j 0.0619074+0.0647217j -0.00450639+0.0568747j 0.00722367-0.017211j -0.0468113+0.013784j -0.0313418-0.00466554j 0.0275802-0.0302163j -0.0359028-0.00152392j 
-0.0141726-0.0133386j -0.00511092-0.0149942j -0.0163718+0.00985472j -0.00109647-0.000353216j -0.0323701-0.0537879j -0.01858-0.00278579j -0.0304225-0.00115534j 0.0182368-0.0888145j 0.0307417+0.0137146j -0.0185292-0.0422877j -0.0606132+0.128052j 0.0557687-0.114707j -0.0205372-0.0223981j -0.0242473+0.0306272j 0.0131967-0.0167763j -0.0112728+0.0789837j -0.0539971-0.0216339j -0.126556+0.143651j -0.100873-2.10665e-14j -0.0165512+0.0718913j -0.00779366+0.143239j -0.0418347+0.0918946j -0.00554597-0.00885093j -0.044868-0.0673982j 0.0229295-0.00159582j -0.0902116+0.0727346j -0.0246362+0.0507663j -0.00647252+0.0310012j 0.066088+0.0734038j -0.0270379+0.0703031j 0.0336671+0.0278888j 0.0220545-0.0317583j 0.0340523-0.143788j -0.0334044-0.0293298j 0.00300564+0.0104379j -0.00916333-0.0674097j 0.0187016+0.0993608j 0.0292001+0.0534113j -0.0660855+0.0764243j -0.0300149-0.00942581j 0.0443164+0.025411j 0.0560379-0.00704303j 0.125001-0.0572954j 0.025553+0.126834j 0.0191526-0.114977j 0.00550747-0.100184j 0.0801993+0.00966904j -0.020785+0.000604648j 0.0194966-0.112238j -0.0106543+0.00329023j -0.0154298+0.0186762j -0.0386994+0.0859043j 0.0185129+0.0215005j -0.00118322+0.0216206j 0.0820022-0.0213339j -0.0500833-0.0879494j 0.0543397-0.0551127j 0.0871873+0.0614531j 0.0869642+0.0705695j -6.49497e-05+0.0458096j -0.0808238+0.0205256j 0.0471748+0.011265j 0.0722756-0.0326266j -0.0231143-0.0223821j -0.0410579-0.0590452j 0.0383822+0.0217707j 0.0264649+0.0594606j -0.105055+0.221281j -0.0464393-0.02951j -0.00651022+0.0112756j 0.0334985-0.101891j 0.00862404+0.0191032j 0.112843-0.0178888j 0.0658472-0.00964923j 0.0298114+0.0737412j 0.0346158+0.0301711j -0.0757463+0.0452997j -0.154147-0.062041j -0.0235992+0.0436134j -0.0111603-0.00486298j -0.0221723-0.0404914j -0.0598782-0.0834876j -0.0884666-0.0191011j -0.0486833+0.0738378j -0.0180332+0.0543932j -0.00052592-0.0759657j 0.0794161-0.0727453j 0.00784842+0.0120223j 0.0838754+0.0462613j -0.0453497-0.0516343j -0.00265814-0.0340569j -0.000643286+0.0121163j 
-0.00158507+0.0118107j -0.00858594-0.00791999j 0.0258622+0.0390679j 0.00218568-0.0173688j -0.0245046+0.046717j -0.0145903+0.0197748j 0.0338286+0.0271133j 0.068188+0.000830564j 0.00796334-0.151365j 0.00631833-0.0315515j 0.0187593+0.0316342j 0.0333824-0.0101735j 0.0148614+0.0688242j 0.0241909+0.00295999j -0.0390718+0.0299575j -0.0506271-0.0637549j -0.0533789-0.0315119j 0.100236-0.0243587j -0.0165512-0.0718913j 0.120681+3.72619e-15j -0.0684232+0.0101862j -0.00621681+0.0423235j 0.0425547-0.102597j -0.053692-0.0250075j 0.111743+0.0259269j 0.0651185+0.0289702j -0.043771-0.0399657j 0.206206-0.00696981j -0.0609908+0.0151383j -0.00974211+0.0190335j 0.000822903+0.0161075j -0.0300835-0.0109733j 0.0072715+0.11767j 0.0190716+0.0828507j 0.0157755+0.00592314j -0.0637035-0.0534413j -0.0375616+0.0239943j -0.0264404-0.0439908j 0.00262731+0.0197814j 0.0790198-0.0391402j 0.0408105+0.0902805j -0.0268865-0.034663j -0.0186613-0.0272634j -0.0808151-0.0303591j -0.0249486+0.094733j -0.0184291+0.102051j 0.0511606-0.0494832j 0.034446-0.113332j -0.033013-0.127653j -0.0593626+0.0295527j 0.0325793+0.107498j 0.124586-0.00701416j 0.0604389-0.0552037j 0.0392154+0.00606221j -0.0334794+0.052368j 0.0307579-0.0776312j -0.0120962+0.136402j -0.0137441-0.00493693j -0.0306246-0.0383412j 0.0755722+0.0686434j 0.0491683+0.0430454j -0.0528099-0.0391786j -0.0160393+0.0178278j -0.0924078+0.0464059j 0.0492155-0.137757j -0.0326042-0.0411559j 0.0190319+0.0593894j -0.132578-0.0716417j 0.065049+0.0258623j -0.088348+0.00913019j -0.0635195+0.0924798j 0.0853079+0.000826651j -0.0169601+0.0176862j 0.00156433+0.101239j -0.036575+0.0285737j 0.194706+0.0673635j 0.0340284-0.0923948j 0.00428056+0.0149991j -0.00151048+0.0127142j 0.0146777+0.00819588j 0.0217041-0.0285073j 0.0416346-0.0415794j -0.0941074+0.0211729j -0.00433432+0.026211j 0.0185438+0.0252821j 0.110103-0.029319j 0.0119214+0.1036j 0.00990262+0.0641083j -0.0128046+0.0841619j -0.0163059+0.00938734j 0.0396845-0.0687044j -0.0614704-0.054087j 
0.00191382-0.0208575j 0.00757319+0.0263682j -0.0172107-0.00297109j 0.0306244+0.0149789j 0.0436494+0.0488207j -0.00888618-0.0235545j 0.00232655-0.00550654j -0.0533395+0.0273818j -0.0222671-0.056758j 0.105759-0.0596145j 0.0893844+0.0662931j 0.0213964-0.100774j -0.0161766+0.0259563j -0.0738869+0.0525356j -0.0346338+0.0174731j 0.0730275-0.0386851j -0.113766-0.0031613j 0.0542017-0.0207402j -0.00779366-0.143239j -0.0684232-0.0101862j 0.146385-4.9058e-15j -0.0891351+0.081241j -0.0788542-0.133389j 0.00341475-0.0438567j -0.00492519-0.0157683j 0.002704-0.0366236j 0.0494011-0.0869059j 0.0380193+0.121547j -0.0295457+0.101075j -0.0198298+0.0416341j 0.00872608+0.196567j 0.00318815-0.0591931j -0.0334973-0.00510915j -0.0197872-0.120883j 0.0986745+0.0100668j -0.0212801+0.0600837j -0.0550082+0.0211189j -0.0378877-0.0280914j 0.0263007+0.0574284j -0.0620044-0.0258142j -0.0739962+0.022264j -0.0717934-0.0259603j -0.00892626-0.03392j 0.0614614+0.109305j 0.0199995-0.10272j 0.00803447-0.187787j -0.0119721-0.139112j -0.12935+0.0675646j -0.0100637-0.0720594j 0.0922337+0.0615301j 0.0274751+0.00123482j -0.137127+0.0810518j -0.0304251-0.051446j 0.0382381-0.0355366j -0.0109002-0.0722668j 0.108866-0.0339785j -0.0473402+0.0321174j 0.0187933+0.0530081j -0.0931655-0.0447032j 0.0327526+0.0696618j 0.0209035-0.00839724j -0.039762-0.0172575j 0.0517243+0.0477482j -0.0112446+0.00406349j 0.00414471-0.0138951j 0.0392261+0.0364773j 0.06187+0.045355j 0.0683837-0.0433348j -0.0659745-0.0272185j 0.00297401+0.127677j 0.0559919+0.0734077j 0.0482079-0.0373451j -0.0272334+0.0569813j -0.0294766-0.0135876j -0.0351621-0.0473078j -0.0756008+0.0135692j -0.00147642+0.0316389j -0.0487573+0.0354891j 0.0348615+0.0528057j -0.0170698-0.0308009j -0.00701995+0.0695616j 0.0207674+0.0237488j 0.0539256+0.0480317j -0.0278803-0.0155512j -0.00293926-0.0500895j 0.0171107+0.0203273j -0.0102939-0.0203735j -0.0537089-0.0198958j 0.00197802+0.0215024j 0.0559351-0.0788933j -0.0891422+0.0228786j -0.013147+0.042016j 
