-0.124989+9.85323e-16j 0.139451+0.00415134j 0.0415202+0.0935295j 0.0265067+0.0933688j 0.0538543+0.0111355j 0.0305385+0.0317643j -0.0141922-0.0258201j 0.033828+0.0768357j -0.0270561-0.0241714j 0.0214394-0.0147489j -0.0170524-0.0125673j 0.0664313-0.0044724j -0.016457+0.00554969j -0.00670166-0.0125022j 0.00904081+0.0218829j 0.0100626-0.0133609j 0.0430385-0.0029049j 0.0109067+0.0147043j 0.0169296+0.022337j 0.0220556-0.0219195j 0.0109678+0.0203299j 0.00467681-0.00533016j 0.00207014-0.0286285j -0.0594433-0.018055j -0.00990673-0.0376868j 0.000503214+0.00351133j -0.000383825-0.0481662j 0.0530858+0.037403j 0.0302968-0.0472769j -0.0153017-0.0148655j 0.0772277+0.00132149j -0.0364406-0.00444243j -0.0235448+0.023734j -0.0333935+0.00948686j 0.0115493+0.0508535j 0.0572318-0.0181731j -0.000915291+0.0758979j -0.0112352-0.0074151j 0.00620163+0.0657579j -0.030227+0.0584304j 0.0221593-0.00493886j 0.0202827+0.0166966j -0.0282484-0.00842502j -0.0350158-0.00176169j 0.0506037+0.0575223j 0.0232942+0.00639799j 0.0282635+0.0207647j -0.00523951+0.00731119j 0.00340492+0.0244382j 0.0112322-0.0131313j -0.00151931+0.0442546j 0.00904735-0.0423135j -0.00374548-0.00701703j -0.0212621+0.00699624j 0.00787917+0.0135948j 0.0328051+0.00782076j 0.0249306-0.0185028j -0.00650869+0.0303494j 0.00194051+0.00115785j -0.0247276+0.0414235j -0.0030944-0.0107488j 0.00377171-0.0139408j 0.0233738-0.0303242j 0.0683071+0.00672837j -0.00983724+0.0335097j -0.0560575-0.0172455j -0.0125859-0.00357649j 0.0594303-0.00541132j 0.01216+0.0222712j -0.0135248+0.00254468j -0.0472017-0.0142951j 0.00490508-0.0200138j -0.00857001-0.0452335j 0.0334763-0.102694j 0.00100295-0.0201736j 0.0287429-0.0578162j 0.0396685+0.00591645j -0.0339334-0.0274987j 0.0205671+0.0180775j 0.0335011-0.0104918j -0.0452576+0.0687701j 0.0205667-0.0518412j -0.0423318+0.00304194j 0.0282357-0.0218741j 0.0239958+0.14303j -0.0730468+0.00411253j -0.119265-0.299231j -0.245043+0.00779731j 0.136765-0.0620388j -0.0114375-0.0891856j -0.0419844+0.00352294j -0.0674207+0.150317j -0.0482969-0.0435276j 0.0752163-0.00254316j 0.197294+0.138198j 
-0.00857001+0.0452335j -0.00454176-0.021173j -0.0629829-0.106591j 0.066522+0.0379906j 0.0111955-0.019581j -0.0151113-0.0257576j -0.00453827-0.00221487j -0.00309713-0.0694144j -0.00371561+0.0545635j -0.00240191-0.0357253j 0.0302129+0.0493071j -0.0363461-0.0397394j 0.044841-0.00114146j 0.0142359+0.00614283j -0.0130055-0.00349291j -0.00283951-0.00134081j -0.00414529-0.0423774j -0.0126689+0.017942j -0.00258065-0.0157583j 0.0120407+0.0406802j -0.0253755-0.0103407j -0.0690594-0.0284914j -0.0352822+0.0419689j -0.0229865-0.0132538j 0.0338627-0.0282088j 0.00952612+0.045451j -0.00982368+0.00441361j -0.00675626+0.0163278j -0.0726204-0.0628713j 0.0586708+0.0278237j 0.0105836+0.024707j 0.0282884+0.00473305j -0.0488627-0.046602j 0.00767881-0.0124032j 0.0120843+0.0244621j 0.0202835+0.0792823j 0.020417+0.0865541j 0.0496734+0.000536402j -0.0743817-0.132494j 0.0271133+0.0590733j -0.067911-0.00391435j 0.0600257+0.0479906j 0.156309+0.0926862j 0.0435562+0.0501044j 0.122412+0.0789315j -0.0909373+0.019768j -0.0441674-0.0671267j 0.139769-0.0186339j 0.0326539+0.050112j -0.0359528+0.0754628j 0.00131571+0.0257299j 0.000918525-0.0176333j 0.0641832+0.0689112j -0.0515611-0.0791096j -0.0510983+0.0695436j -0.0780257-0.039632j 0.112912+0.0938536j 0.0519752+0.0446258j -0.0184668+0.00894645j 0.0889479-0.0310019j -0.118983+0.0501425j -0.0780119-0.0316805j -0.0013863+0.014335j 0.0755454+0.0473276j 0.146716-0.0494299j -0.0138617+0.0610046j 0.0340063-0.00292323j 0.0396198+0.0328536j -0.00496731+0.0272925j 0.0213862+0.00176549j 0.00266711-0.0472356j 0.0693014+0.00423676j 0.209882+2.31759e-15j -0.074042+0.0133061j -0.000769934+0.11762j -0.0410989+0.0256793j 0.0935054+0.0250869j -0.13844-0.0419525j -0.0394862+0.00977768j 0.00241354-0.09497j 0.0449667+0.0555231j -0.0794082+0.00295676j 0.00693247-0.00120565j 0.00697952-0.0756709j -0.0652033+0.0153007j 0.169401-0.0389044j -0.0255278+0.0701875j -0.0420094+0.0156152j -0.00442658+0.0149244j 0.0166826-0.00598954j 0.0178242-0.0716446j -0.0535006+0.00691601j -0.0704958+0.07283j -0.0197775+0.0353042j 0.0192963-0.0139663j 
0.0334763+0.102694j 0.000387276+0.0400061j -0.0558786-0.0133463j -0.0552313+0.000392954j -0.0496885-0.0419643j -0.007918+0.0219121j -0.0167927+0.0159475j 0.0102018-0.018587j 0.0156046+0.054945j 0.0680405+0.0533342j 0.0182319-0.0211868j 0.00185637-0.0262031j -0.0192992+0.0241098j -0.0143908-0.0129885j -0.0386791+0.0160587j 0.0282887+0.00727641j -0.0039081-0.00554531j 0.0244225+0.0370119j 0.0172649+0.0372855j 0.0214417+0.0360293j 0.00184178-0.0120682j -0.00860812-0.00390225j -0.0821094-0.0632796j 0.0219359+0.0744916j 0.0909895+0.0353171j -0.0430168-4.48085e-05j 0.0256989+0.0802313j -0.0102148-0.0194465j -0.0363886+0.00312568j -0.00249227+0.0550761j 0.00567424-0.0194629j -0.0121308+0.0140743j -0.0105594-0.0112294j 0.00767215+0.0349364j -0.0684308-0.00534047j -0.04197+0.0505776j 0.0667517-0.0153816j -0.0106701+0.0955946j -0.00571-0.00224595j 0.041977-0.00359286j -0.0119467+0.0590392j 0.0410055-0.0614243j -0.0531553-0.0398696j 0.0496378+0.0742217j -0.00581124+0.0183487j 0.0558925-0.0108462j -0.0115819+0.0267262j -0.0138533-0.00875916j -0.0384523+0.0708965j -0.0323256-0.0804659j 0.0173145-0.0288537j 0.133224+0.0647023j -0.0139087+0.0135542j 0.0702547-0.042219j 0.0139019+0.0361536j -0.0587736-0.016973j 0.0611191-0.0571908j -0.0349562-0.041031j 0.0449972+0.12683j 0.095539+0.0387207j -0.0525485+0.00239942j 0.0525124+0.00598224j 0.092689+0.0104751j 0.0686703+0.0495482j -0.0204254-0.0561154j 0.00301476-0.125161j 0.0107767-0.0208032j 0.0281437-0.0116781j -0.00264973+0.104568j -0.105856+0.116041j 0.0874174-0.0955155j 0.0769246-0.133647j -0.074042-0.0133061j -0.0327681+5.82867e-16j -0.116162-0.0282871j -0.0224429-0.0020803j -0.0216149+0.0135703j 0.0418357-0.0205125j 0.00703548+0.00764198j -0.0432991+0.0245178j 0.00639162+0.0121837j -0.0259599-0.00842705j 0.0260519-0.0440646j -0.0181759-0.0400675j 0.077458+0.0492915j -0.0313582+0.062505j -0.00155905-0.0424969j -0.0903547-0.0147131j -0.00447877-0.0285533j 0.0272765-0.0511097j 0.0154614+0.0283844j 0.0166436-0.068842j -0.0426056+0.104928j 0.0286421+0.0286653j 0.0720931-0.0732583j 
0.00100295+0.0201736j 0.00231268+0.000481384j -0.0549379-0.00577809j -0.0870142-0.0865104j 0.0355477+0.0101072j -0.0344072+0.0191597j -0.0243023+0.021476j -0.0669343-0.0211813j -0.0222976+0.0497541j 0.0210531+0.023461j 0.0398117+0.0114454j -0.016796-0.0140451j -0.0154488+0.0300141j 0.0185124+0.0199528j 0.00270064+0.010482j -0.00725558+0.00401209j -0.0124828+0.0475231j 0.0377355-0.00398488j 0.00958946+0.0658052j -0.0105921-0.0190037j -0.0114119-0.0152611j -0.0140774-0.0306917j 0.00651265-0.0427804j 0.0377338+0.0227445j 0.00884522+0.0120264j 0.0213933-0.0312953j 0.00124621-0.0249599j -0.0509205-0.0526606j 0.0126952+0.0309296j 0.0103678+0.0575146j -0.0605688+0.0291619j -0.00668003+0.00577489j 0.0576836-0.0379958j 0.0373888+0.00799696j 0.00632049-0.00808929j 0.0167202+0.0129168j -0.00779192+0.0206736j 0.00348602-0.0406236j 0.0377411+0.0163787j 0.0412569+0.0636249j 0.0785983+0.0143972j -0.00720284-0.08963j -0.0146403+0.0343408j -0.00062227-0.0830718j 0.0341881-0.0176656j 0.00754418+0.0448664j -0.0743122-0.0516704j -0.00184977+0.000897138j 0.023243+0.037576j -0.0193075-0.0468633j -0.104384+0.0238918j -0.117479+0.0370674j -0.0303055+0.00211304j 0.025235+0.0281399j -0.0370985-0.0220445j -0.0741494+0.0121006j -0.0724363+0.043352j 0.0578011+0.104989j 0.0347219+0.0558168j 0.0444296+0.0967677j 0.0188364+0.00858857j -0.0205095-0.0477603j 0.120687-0.0151837j -0.0336614-0.110557j -0.0186515+0.121623j 0.0418547-0.00603598j 0.0671503+0.0416676j -0.0519532+0.0890187j -0.126305-0.0920209j -0.0720126+0.0651134j -0.140603-0.0864994j 0.0155116+0.0713708j -0.000769934-0.11762j -0.116162+0.0282871j 0.00354868-2.41474e-15j -0.1027+0.0282823j 0.1067-0.0827583j 0.107313+0.0526756j -0.0607556-0.0846555j -0.0712131+0.0465794j 0.0673136+0.0530972j 0.0302617-0.0190092j 0.0516481+0.00902744j -0.1064+0.0326556j -0.0355059+0.0229802j -0.0376525-0.031183j -0.0495161-0.0178646j -0.0526232+0.0351513j -0.00831784+0.0635098j 0.014887+0.0283155j -0.0294035-0.0140139j 0.0228078-0.0305976j -0.0507255+0.0672154j 0.00505682-0.0112472j 0.00344044-0.0207824j 
0.0287429+0.0578162j 0.00124065+0.0212293j -0.000441952-0.0281649j -0.0217313-0.0487712j 0.0139825-0.0464012j 0.00946723+0.0153409j -0.0289046+0.044453j -0.0597468-0.0132937j -0.0241277-0.0452012j 0.00832663-0.0152322j -0.0165674-0.0115625j 0.0176321+0.0193547j -0.00624085-0.0246901j 0.0289456+0.0104923j -0.0320964+0.0106857j -0.0184478-0.0361531j 0.0129755+0.013105j 0.0381952-0.0552927j -0.0130977-0.0257723j 0.0468223+0.0224256j -0.0142173-0.0387676j -0.0375211+0.0071419j -0.0412344-0.0606609j 0.0445267-0.0407985j -0.0253016-0.0379995j 0.0235948-0.0599082j 0.00668619+0.0596902j 0.0551694+0.0411272j -0.0171039-0.0517788j -0.00155665+0.0513339j -0.0180901+0.0405508j -0.00903179+0.000805267j 0.0114879-0.0443165j 0.0189909+0.0351426j -0.00102404-0.000706853j -0.0417041-0.0403678j -0.164254-0.110028j 0.033779+0.00319085j 0.259743+0.0429288j -0.0250774+0.013547j 0.015077+0.0142484j -0.0969275+0.189645j 0.0137097+0.0886676j 0.014861+0.0920879j 0.0472893-0.0108004j -0.0559513+0.150378j -0.0604985+0.0633401j 0.0090193-0.120259j -0.0168765+0.0121314j -0.0117369+0.0509193j -0.00638392+0.0832506j 0.0844604+0.0494659j 0.0355758+0.00740872j 0.146094+0.0201945j 0.0151043-0.0336822j -0.0292708+0.0539757j -0.00329656-0.0206134j -0.016494+0.0546039j 0.021745-0.0444332j 0.0750811-0.00463198j -0.0914427-0.14007j -0.0107953-0.0664121j -0.046485-0.0494553j -0.0187853-0.0500937j -0.0708257-0.0442509j 0.0566288-0.00564165j 0.0986889-0.0302409j 0.00529336+0.0467351j 0.0307148+0.0803046j -0.00759869+0.0246659j 0.0645201+0.142363j -0.0417869-0.0341828j -0.0410989-0.0256793j -0.0224429+0.0020803j -0.1027-0.0282823j 0.0996564-1.42247e-14j 0.0474054+0.0776207j -0.00920874+0.0812993j 0.0429283-0.0426973j 0.0844349+0.0255066j 0.0601334-0.020097j -0.0532047+0.0500262j 0.0740255-0.0358226j 0.0992956-0.024638j 0.0269286-0.0433119j 0.0251043-0.0224537j 0.0380835+0.00278978j -0.0542042+0.00447657j 0.00771021+0.0192226j -0.0265151+0.0549753j -0.0417524+0.0532026j -0.00183125+0.0190284j -0.0827636+0.0236149j 0.0179642-0.0213409j 0.00249768-0.0578332j 
0.0396685-0.00591645j 0.00371701+0.0100812j -0.0056852+0.0360468j 0.0274045+0.0613364j 0.0184168+0.0213126j -0.000496849+0.0433256j -0.083872-0.0168903j 0.0532489+0.091114j -0.100224-0.0278862j 0.0384681+0.012522j -3.34355e-05+0.00768071j 0.0929466+0.0298315j 0.0277418-0.0292699j 0.0266448+0.0108495j 0.0163495-0.024976j 0.0305618+0.0538014j 0.0062385+0.00869506j -0.0320342-0.0315434j 0.0255047+0.0473222j -0.0286732+0.0239775j 0.0711745+0.00750259j 0.0917275-0.00948464j 0.0317275-0.0330464j 9.32177e-05-0.0189986j -0.0163799-0.00839792j 0.0438958-0.00401854j -0.0921778-0.0131761j -0.103956+0.0030613j 0.0601308+0.0719615j -0.00185202+0.046136j -0.0514656-0.0196824j -0.00780876-0.00407742j -0.0260099+0.043928j -0.0603971-0.0224795j 0.00233934+0.0109137j -0.0725158-0.0165191j -0.0303727-0.0436656j -0.0475122+0.0769559j -0.047478-0.108504j -0.110777+0.017008j -0.0755745-0.00994249j -0.0678486-0.0918082j 0.0183811-0.0175148j -0.0170159-0.025819j 0.0398964+0.00922067j 0.0329909-0.0438782j 0.0159327-0.00788157j 0.110978-0.00602985j 0.0129925+0.0533373j -0.0598995-0.0149812j -0.111968-0.0656902j -0.0245095+0.000678376j -0.023259-0.00662082j -0.016888-0.134949j -0.0605945-0.0191637j 0.0351298+0.0933257j -0.0537015+0.0953918j -0.0102725+0.0113384j 0.062265+0.0259216j -0.0642605+0.023642j -0.00686539+0.0268026j 0.0268919-0.0801921j 0.0183688-0.118961j 0.0712669+0.00874275j -0.00125491+0.0567012j -0.0683481-0.0725j 0.0324289+0.143887j 0.0643159+0.0278105j -0.135068+0.0435089j 0.0164876+0.0718019j 0.00915911-0.063097j 0.0864298-0.0364354j 0.0935054-0.0250869j -0.0216149-0.0135703j 0.1067+0.0827583j 0.0474054-0.0776207j -0.0409097-6.81399e-15j -0.00071463-0.0380831j -0.0333456+0.0402888j 0.124203+0.0398677j -0.0316409+0.0810775j 0.0391412-0.0292375j -0.110073+0.006177j 0.064868-0.0528645j 0.0277305+0.0282658j 0.0461137+0.0173149j -0.0472724-0.0893633j -0.0388541-0.0542177j -0.0266646-0.0515862j 0.0512417+0.0912558j -0.0537667+0.0297539j -0.0152417+0.141665j 0.0211362-0.0453895j 0.0370056-0.0231928j 0.00261473-0.0395534j 
-0.0339334+0.0274987j -0.0270611-0.0431203j -0.069336-0.0156586j -0.0158175-0.0392842j -0.0470698-0.0765778j 0.0453021-0.0486013j 0.0697-0.0170813j 0.0429343+0.00358629j -0.0255861+0.0802862j 0.0602307-0.00341763j -0.0231422+0.0200325j -0.0269204+0.0137567j 0.0474626-0.00750535j -0.0256453+0.011001j 0.0357241+0.0050086j -0.0307204-0.0222186j 0.0101204-0.0656976j 0.0104288+0.0355352j 0.0119521-0.0618171j 0.0129766-0.0230565j -0.0410619+0.00422323j 0.00199252+0.045109j -0.124419+0.12533j 0.00469902+0.119676j 0.00957055+0.00444861j -0.093382+0.0455733j 0.0954043+0.0345255j -0.00430283+0.160209j -0.0087585-0.0448929j 0.0313419-0.0859601j 0.0289081-0.0174142j -0.0178549-0.0027069j 0.0224005-0.0417866j 0.00428321-7.26414e-05j -0.0255504+0.0367279j 0.0083758+0.0188576j -0.00696819-0.0439525j 0.0421472+0.0170342j 0.047941+0.0422763j -0.00362073-0.0408312j -0.0227519+0.0322358j 0.0408197-0.174113j 0.00669975-0.0056533j -0.0184462-0.0653764j -0.0271868-0.00870122j 0.219008-0.104911j -0.0475172-0.0344122j -0.0456596+0.0282542j -0.0289204-0.0323894j 0.0402386+0.0290668j -0.054656+0.0621704j -0.0576145+0.122064j 0.0267466-0.0416815j -0.0612728+0.0374527j 0.0143615+0.0255829j 0.015733-0.0126658j -0.0390153-0.034915j -0.00101587-0.0743531j -0.0219285-0.085847j -0.00676497-0.0810942j -0.034629+0.00430562j -0.0883569-0.0968373j -0.0415218-0.0406676j 0.0280288+0.0123419j -0.0250688-0.034048j -0.0894932-0.0954582j -0.00299391-0.0475739j 0.0121997+0.00564098j -0.0289523-0.0864962j 0.0408503+0.00648394j 0.0281464+0.0169858j 0.0777495-0.0974547j -0.13844+0.0419525j 0.0418357+0.0205125j 0.107313-0.0526756j -0.00920874-0.0812993j -0.00071463+0.0380831j -0.0654464+5.98133e-15j -0.077192+0.0194108j 0.0095144+0.0228032j -0.0325585+0.012335j -0.0225294-0.0388802j 0.0195695+0.00032615j -0.0721623+0.00968653j 0.0488119+0.00367391j -0.0385465+0.0097631j 0.071727+0.033044j 0.0523729+0.0527819j 0.0146084-0.00247647j 0.0350147-0.028165j 0.0886568+0.0599604j -0.0120552-0.0224752j 0.0131652-0.0167591j -0.0224966+0.0414644j 0.0307271+0.0037907j 
0.0205671-0.0180775j 0.0125603-0.0114906j 0.134119+0.097319j -0.02424+0.110455j -0.0184167+0.0691272j -0.0278283-0.0741675j 0.0078704-0.155929j 0.0510831-0.0317191j 0.0971176+0.0420976j 0.0194583+0.0103709j 0.0400793-0.031536j 0.0228401+0.0188666j -0.0185251+0.00942365j -0.0126826-0.0102293j 0.0108939-0.0156968j 0.0170472+0.0233477j -0.00864465-0.01772j -0.0204307+0.0167423j -0.00942561+0.00975892j -0.0174747-0.0304084j 0.0209594+0.0187596j 0.0236966-0.0238314j 0.0969926+0.0387385j 0.0430381-0.00613195j 0.028377+0.0202906j -0.0690862+0.0834909j 0.014212-0.125544j 0.0789859+0.0806367j 0.0434247-0.0343926j -0.0119325-0.0162238j -0.00616459+0.0875884j -0.00398783-0.00527769j -0.00282437-0.0619404j -0.015543-0.0018252j 0.0331973-0.0587492j -0.0595692-0.0393919j -0.0131853-0.0524803j -0.15696-0.0359819j -0.00274535+0.044406j -0.0338853-0.00416531j -0.0310936-0.140622j -0.0855085+0.128209j 0.0467022-0.00193438j 0.0227813+0.0939335j -0.0020418+0.036253j -0.00711099+0.0527j -0.0346724-0.00896639j -0.0874152-0.1138j 0.0172698+0.00617249j 0.0999354+0.0637219j 0.00339213+0.0977439j -0.171273-0.0225753j -0.021821+0.0547599j 0.0287648+0.135346j -0.0486121-0.0252232j 0.020309+0.00841222j -0.0479698-0.0308429j 0.0365644-0.0558749j -0.041208+0.0920133j -0.0957544+0.0429893j -0.0402608-0.119987j -0.0402794-0.0912946j 0.043267-0.018872j -0.0416307-0.0365096j 0.0114074+0.036212j 0.101652+0.0112992j 0.0022775-0.213808j 0.0612227+0.116848j 0.0235312+0.0483446j 0.000529773-0.068034j -0.00851107+0.0100362j -0.00310673+0.03119j -0.0394862-0.00977768j 0.00703548-0.00764198j -0.0607556+0.0846555j 0.0429283+0.0426973j -0.0333456-0.0402888j -0.077192-0.0194108j -0.0652214+9.10383e-15j -0.0518608-0.00755161j -0.0972023-0.0323047j -0.00127778+0.0295019j -0.0265198-0.0360425j -0.0314372+0.00425015j -0.0908681-0.000608089j 0.00360104-0.00887021j -0.109989-0.024585j -0.0276426-0.0723731j 0.0225306-0.0416686j -0.0188444-8.01509e-05j -0.00509112-0.0358625j -0.00181972+0.034567j 0.0181307+0.0245559j 0.00803993-0.0282564j -0.0153475+0.0065897j 
0.0335011+0.0104918j 0.0272805-0.0189985j 0.0584283+0.0345907j -0.0486798+0.0389283j 0.0756461-0.0128616j 0.0107411-0.0112958j 0.0532193+0.025925j 0.0479334-0.0144532j -0.096007+0.0362839j -0.0356275+0.0368942j 0.0508055-0.00262265j 0.0176077-0.0547422j -0.0266512+0.027388j 0.00355925-0.0401332j 0.0172273+0.0613244j -0.0333525-0.00631002j 0.0333668-0.0151876j -0.0407641+0.029481j -0.0148492+0.0256875j -0.0192698-0.0315205j 0.01316+0.00320909j -0.0681209-0.0113622j -0.0166087+0.0124608j -0.120074+0.0704043j 0.00408153+0.052897j 0.00244084-0.0580975j -0.0446034+0.0297244j -0.0793169-0.0476335j -0.000682777-0.038407j 0.0249405-0.000596779j -0.0160296-0.0108296j -0.0197552-0.00236289j -0.0201568+0.0374626j -0.00606767+0.00953997j -0.0145741+0.00768979j 0.00462093+0.0514883j 0.0566779+0.141795j -0.0638338-0.055601j 0.0249671+0.0135144j 0.0590945+0.0090808j -0.0218796+0.0268796j 0.04344-0.125358j 0.064944-0.038179j 0.0672027-0.0807449j 0.0123579-0.0210351j -0.0758827-0.0344022j 0.0526811-0.0889605j 0.0829352+0.145306j 0.0477584-0.0357305j -0.0487009-0.0642865j -0.0213717-0.0228134j -0.0239337+0.0441888j -0.0810411-0.0798256j -0.091442-0.154407j -0.0206605+0.000386026j -0.0252641-0.0209448j -0.025265-0.0188692j 0.00393081+0.022802j -0.143776-0.0155152j 0.0386315+0.00594346j -0.0464935-0.108253j -0.0281527+0.0763439j -0.0270258+0.0633969j -0.0598744+0.113103j 0.0645928+0.0844184j -0.0488483+0.109493j -0.0717655+0.0800287j -0.00198946-0.0179286j -0.0165843-0.0221541j 0.0113678-0.0793606j -0.0822475-0.0928854j 0.0353751-0.0058156j 0.00241354+0.09497j -0.0432991-0.0245178j -0.0712131-0.0465794j 0.0844349-0.0255066j 0.124203-0.0398677j 0.0095144-0.0228032j -0.0518608+0.00755161j -0.0801164+8.32667e-17j 0.0174463-0.0190751j -0.0806897+0.0974638j 0.0367325-0.00260763j 0.077439+0.00056813j -0.0736781+0.00638154j -0.054644-0.0186618j 0.00631658-0.0480853j -0.00903533-0.0297036j 0.0168399+0.0231966j 0.00931002+0.0670889j 0.0134181+0.0326757j 0.0295004-0.052362j 0.036463+0.0276864j -0.0369781-0.0107491j 0.0120711-0.0033448j 
-0.0452576-0.0687701j 0.0304941+0.0016412j 0.0671806+0.074978j -0.0167403+0.0551862j 0.0300735-0.0718003j 0.0545384+0.0426611j 0.0904005+0.0891946j 0.0156506+0.017374j -0.021795+0.14142j 0.0330518+0.0632122j -0.0403932-0.0490638j 0.00576331-0.0653015j 0.000649385-0.00581211j -0.0399362-0.038595j 0.0241935+0.0204475j -0.0022343+0.0229748j 0.0189633-0.0229103j -0.0440495+0.0507007j 0.0239256+0.0220294j 0.0250945+0.012371j -0.0036464-0.0248507j 0.0101959+0.0324667j -0.0644419-0.0204215j -0.05507+0.130433j 0.0311771+0.057118j -0.14992-0.137836j 0.0862673+0.102178j 0.0183686+0.133008j 0.0230964-0.000386539j -0.020093-0.0616706j 0.0482135+0.0250556j -0.0161662-0.0133516j -0.000407751+0.028286j -0.00785867-0.000249999j -0.0141563+0.00861465j -0.100346-0.0156228j -0.105627-0.000779553j -0.0896849-0.0443004j 0.046583-0.0278161j -0.0559498+0.00171235j -0.097634-0.00147972j 0.0428184-0.0492447j -0.0670533-0.0205691j 0.119087-0.018997j -0.00632596-0.0206983j -0.091225+0.0125921j 0.0421456+0.0095979j -0.00994385-0.105494j -0.0108678-0.0477853j 0.0537667+0.0819909j 0.0870386+0.114289j -0.010134+0.0788957j 0.0532328-0.0179498j -0.0122773-0.0300459j 0.0411894+0.014657j -0.0324058+0.0608754j 0.0299393-0.0413544j -0.0322043-0.10768j -0.0370637+0.0204405j -0.0566265-0.0188387j -0.0311597+0.0248328j -0.0660366-0.125523j 0.0958021+0.046399j 0.113967+0.0681341j -0.0475604-0.0562313j 0.00543908+0.0795958j 0.00741422-0.00637739j -0.149645-0.0677388j 0.0457016+0.00183297j -0.0819315+0.0182582j 0.00714344-0.00396153j -0.0236398+0.0383883j 0.0449667-0.0555231j 0.00639162-0.0121837j 0.0673136-0.0530972j 0.0601334+0.020097j -0.0316409-0.0810775j -0.0325585-0.012335j -0.0972023+0.0323047j 0.0174463+0.0190751j 0.114308+5.59025e-13j -0.0742656-0.0518426j 0.0236062+0.0743108j 0.0329935+0.00566617j 0.0170968+0.0509664j -0.0308485+0.0140185j 0.0200725-0.0337332j 0.0159986+0.00534159j -0.00746582+0.00766697j 0.0169696-0.0515026j -0.0236354-0.034359j 0.025249-0.0349228j 0.0782107-0.0166606j -0.0131084+0.0065391j 0.00376062+0.0505863j 
0.0205667+0.0518412j 0.0904905+0.0295728j -0.0151411-0.0752254j 0.0512386+0.00255794j -0.00560127-0.0711397j -0.00684323-0.016203j -0.0355726-0.0335288j -0.0116166-0.0328934j 0.000630395+0.019976j -0.0187666-0.00282764j -0.00789969-0.0168232j 0.00876315+0.0463252j -0.0254336-0.0477946j -0.018257-0.00295144j 0.0318068+0.0152504j -0.00439704+0.0149825j 0.00261309-0.0428927j 0.0618891+0.0357757j 0.0112263-0.0161696j -0.0112762+0.00573673j -0.00334571+0.0309657j 0.0210665+0.0816013j 0.0218133+0.0265029j 0.0579255+0.0590271j -0.0250853+0.0206552j 0.0337095+0.0465959j 0.00287234+0.0300943j -0.0137907+0.0574205j 0.0298899-0.0314783j 0.00276358-0.0388365j -0.0185187+0.0367959j 0.00723765+0.00915385j 0.0431332+0.00123472j 0.0130508+0.0336355j -0.011358-0.0187053j 0.00663846-0.0377705j 0.0032655-0.0761507j 0.0270303+0.0226283j 0.0598615+0.105319j 0.0531547-0.0587541j 0.10159+0.0723702j 0.0880074-0.0617753j -0.0631597-0.0498037j 0.0189973+0.0696228j -0.0195945+0.0269029j 0.0592262-0.0449138j -0.0132243-0.104125j -0.0884546+0.0277925j 0.0816735-0.0564527j 0.0172221+0.0454627j -0.126054+0.00517469j -0.0693697-0.00226586j -0.057978+0.0448153j -0.0526937-0.0284956j -0.0298553+0.075611j -0.0251083-0.121395j -0.12944-0.0493112j -0.0994591+0.022656j 0.0163148+0.0347226j 0.0494396+0.0845907j 0.00247721-0.0268508j -0.0210632-0.106796j 0.0945031+0.0940605j 0.0471187+0.0341425j 0.0510598-0.0247643j -0.075463-0.0250614j -0.0976532+0.031079j -0.0316738+0.0018146j 0.0681655-0.0321562j 0.00143606+0.0544169j -0.0189757+0.0160426j 0.0238127-0.00845788j -0.0794082-0.00295676j -0.0259599+0.00842705j 0.0302617+0.0190092j -0.0532047-0.0500262j 0.0391412+0.0292375j -0.0225294+0.0388802j -0.00127778-0.0295019j -0.0806897-0.0974638j -0.0742656+0.0518426j 0.0148206-4.28824e-15j -0.020888+0.0522471j 0.0351087-0.0327942j 0.0232049-0.0494386j -0.00844589+0.054683j 0.120976-0.0447858j -0.0404901-0.0184137j -0.0385422+0.0598578j 0.0711926+0.0647638j 0.00550461-0.0896204j 0.0307368+0.046096j -0.0865285-0.03063j 0.0163501-0.0939124j -0.0217132-0.076079j 
