-0.124989+9.85323e-16j 0.139451+0.00415134j 0.0415202+0.0935295j 0.0265067+0.0933688j 0.0538543+0.0111355j 0.0305385+0.0317643j -0.0141922-0.0258201j 0.033828+0.0768357j -0.0270561-0.0241714j 0.0214394-0.0147489j -0.0170524-0.0125673j 0.0664313-0.0044724j -0.016457+0.00554969j -0.00670166-0.0125022j 0.00904081+0.0218829j 0.0100626-0.0133609j 0.0430385-0.0029049j 0.0109067+0.0147043j 0.0169296+0.022337j 0.0220556-0.0219195j 0.0109678+0.0203299j 0.00467681-0.00533016j 0.00207014-0.0286285j -0.0594433-0.018055j -0.00990673-0.0376868j 0.000503214+0.00351133j -0.000383825-0.0481662j 0.0530858+0.037403j 0.0302968-0.0472769j -0.0153017-0.0148655j 0.0772277+0.00132149j -0.0364406-0.00444243j -0.0235448+0.023734j -0.0333935+0.00948686j 0.0115493+0.0508535j 0.0572318-0.0181731j -0.000915291+0.0758979j -0.0112352-0.0074151j 0.00620163+0.0657579j -0.030227+0.0584304j 0.0221593-0.00493886j 0.0202827+0.0166966j -0.0282484-0.00842502j -0.0350158-0.00176169j 0.0506037+0.0575223j 0.0232942+0.00639799j 0.0282635+0.0207647j -0.00523951+0.00731119j 0.00340492+0.0244382j 0.0112322-0.0131313j -0.00151931+0.0442546j 0.00904735-0.0423135j -0.00374548-0.00701703j -0.0212621+0.00699624j 0.00787917+0.0135948j 0.0328051+0.00782076j 0.0249306-0.0185028j -0.00650869+0.0303494j 0.00194051+0.00115785j -0.0247276+0.0414235j -0.0030944-0.0107488j 0.00377171-0.0139408j 0.0233738-0.0303242j 0.0683071+0.00672837j -0.00983724+0.0335097j -0.0560575-0.0172455j -0.0125859-0.00357649j 0.0594303-0.00541132j 0.01216+0.0222712j -0.0135248+0.00254468j -0.0472017-0.0142951j 0.00490508-0.0200138j -0.00857001-0.0452335j 0.0334763-0.102694j 0.00100295-0.0201736j 0.0287429-0.0578162j 0.0396685+0.00591645j -0.0339334-0.0274987j 0.0205671+0.0180775j 0.0335011-0.0104918j -0.0452576+0.0687701j 0.0205667-0.0518412j -0.0423318+0.00304194j 0.0282357-0.0218741j 0.0239958+0.14303j -0.0730468+0.00411253j -0.119265-0.299231j -0.245043+0.00779731j 0.136765-0.0620388j -0.0114375-0.0891856j -0.0419844+0.00352294j -0.0674207+0.150317j -0.0482969-0.0435276j 0.0752163-0.00254316j 0.197294+0.138198j 
0.00340492-0.0244382j 0.0255508-0.0371548j -0.00494778+0.0354537j -0.0257683-0.0982051j 0.0192801-0.00486666j -0.0147573-0.0582571j 0.0295413-0.0517075j -0.0810614-0.00394463j 0.0221526+0.0513766j 0.0187954+0.0764678j -0.0839805-0.0467529j -0.096515-0.0444146j 0.141351+0.11618j -0.00976429+0.00533009j 0.0421452-0.0513446j -0.0487243+0.0149435j 0.0190618-0.0658568j 0.048384+0.00954167j 0.0162954-0.0153503j 0.0732372+0.0403861j -0.0202797-0.0191122j 0.00589907-0.0093008j 0.0249803-0.0162854j -0.00993046+0.109137j -0.0077415-0.0462799j 0.0369915-0.0150298j 0.0016259+0.0221329j -0.0127548-0.0442016j 0.0905266+0.00722259j -0.071793+0.092369j 0.00373835+0.022846j -0.011055+0.00445417j -0.0648543-0.0478513j 0.0597878+0.0419396j 0.0349032-0.0877213j 0.0309767+0.0501398j 0.0654534-0.00169744j -0.0447385+0.109338j 0.0391943-0.0596741j -0.011236-0.0479173j -0.037942+0.103164j -0.0206394-0.0325587j 0.0562375+0.0347361j -0.000436065+0.130405j -0.0119453-0.0114646j -0.0342781+0.0100962j 0.0199711+0.0163603j -0.0409949-0.00273293j -0.0183585+8.03524e-15j 0.0468677+0.0163407j -0.106687+0.0723642j 0.0346558-0.015772j -0.071349-0.118371j 0.0291174+0.0958125j 0.133939-0.0579536j 0.0423805-0.023322j -0.0231744+0.0559761j 0.079028+0.00672424j 0.0076894+0.0248503j 0.12359-0.0835234j -0.0541721-0.0149205j 0.0107313+0.127609j -0.111852+0.0380487j 0.0484447+0.123079j -0.0253438+0.0180438j -0.0626181+0.00810573j 0.00333735-0.0387342j 0.0372914+0.0165065j 0.0608221-0.0350784j -0.042065+0.0152144j -0.0455953+0.01775j 0.0198542+0.0287858j 0.0326539-0.050112j -0.0384523-0.0708965j 0.023243-0.037576j -0.0168765-0.0121314j 0.0129925-0.0533373j -0.0289204+0.0323894j 0.0172698-0.00617249j 0.0477584+0.0357305j -0.0108678+0.0477853j 0.0816735+0.0564527j -0.0309247+0.122612j 0.0636152-0.0912858j 0.042831-0.132597j -0.00483356-0.108928j -0.0567813-0.0399083j 0.12158-0.129547j 0.0934394-0.128838j 0.0434049+0.0233233j 0.0130837+0.0209519j -0.0284898-0.125397j 0.0862157+0.0274751j 0.0218772+0.0810647j 0.087649-0.0310607j 
0.0112322+0.0131313j 0.0107193+0.00276115j -0.0446177-0.0776893j 0.0190059+0.0320403j 0.0269744-0.0307653j -0.0419554+0.0397804j 0.0154214+0.0354781j 0.016651+0.136717j -0.0148716-0.0578795j 0.0053456-0.0461416j -0.0719384+0.026409j -0.00284253+0.00473302j 0.112556-0.00465679j 0.0053315+0.0219573j 0.0332897-0.0657609j -0.0371509+0.041981j 0.0455745-0.0353721j -0.00575104+0.00595738j -0.00664699-0.0292016j -0.0344907+0.00962415j -0.0142879+0.0276029j 0.0182499-0.108981j 0.0790952+0.106148j -0.070608+0.000858645j 0.0380506-0.000855996j -0.00670281-0.107487j -0.0427679-0.0500121j 0.0454168-0.0177332j 0.0547825+0.00340658j -0.0367225-0.0324834j 0.0101973-0.020405j -0.00210942-0.0178965j 0.018232+0.0282016j -0.0200934-0.0453558j 0.0745318+0.0493288j -0.0361906-0.0363466j 0.00901374+0.0754874j 0.0344903+0.0898295j -0.0703814+0.011656j 0.00200319+0.0287084j 0.0437345-0.00800463j -0.0332445-0.00745997j -0.00105239+0.105585j 0.00443822+0.00162977j -0.0409883-0.0261831j -0.011326-0.014509j 0.0671626-0.109013j 0.0545717+0.0330435j 0.0468677-0.0163407j 0.0296497-2.84495e-16j -0.05335-0.0271177j 0.035816+0.137721j -0.0391671+0.0306253j 0.0381861-0.0450638j 0.287103-0.0302998j 0.122673-0.00879976j -0.108912-0.0374036j 0.1424-0.00566659j -0.0150036-0.024244j 0.0996519+0.0272099j -0.109928+0.0779798j -0.0317164+0.0561123j 0.0214833+0.00327007j 0.0180732-0.0203864j 0.0119632+0.022103j -0.0372638-0.0271023j -0.0736917+0.0362877j -0.0537102+0.0666013j -0.0727503-0.0578595j -0.0122153+0.000246724j -0.0645301+0.00744922j 0.0645822-0.0128581j -0.0359528-0.0754628j -0.0323256+0.0804659j -0.0193075+0.0468633j -0.0117369-0.0509193j -0.0598995+0.0149812j 0.0402386-0.0290668j 0.0999354-0.0637219j -0.0487009+0.0642865j 0.0537667-0.0819909j 0.0172221-0.0454627j 0.032798+0.0980829j -0.0505767+0.150846j -0.0105022+0.0156842j -0.0707482-0.0261972j 0.0149169+0.0393001j -0.0222258+0.04365j 0.00127327+0.0310127j 0.00671353-0.0224355j -0.0147719-0.0467386j 0.00565203+0.0260602j -0.0180031-0.0383147j -0.0421129-0.0553362j -0.0425034+0.0277591j 
-0.00151931-0.0442546j 0.0259619+0.0465471j 0.0325105+0.0326837j -0.0794721-0.0141429j 0.0203602+0.00373481j -0.0341575+0.0128144j 0.0137561+0.0148057j 0.0221977+0.00516122j 0.0217815+0.0897206j 0.091924-0.0153712j -0.00785896+0.0281528j 0.0104514+0.00287279j 0.0537066-0.0795667j 0.00414063-0.0411368j -0.0502587+0.0354648j 0.0510195+0.0549785j 0.0159709+0.027802j -0.0255512-0.00342062j -0.0159702+0.0615641j 0.0123721-0.0607927j 0.0214458+0.0244293j 0.08177+0.0505593j -0.0775573-0.177929j -0.0605819+0.0148059j -0.00613631-0.00190705j 0.0508968+0.107867j 0.00963595+0.00790988j -0.00744308-0.0113283j -0.048594+0.149101j -0.0841387-0.0328877j 0.00128664-0.152733j -0.0443777-0.0248215j -0.0386553-0.123005j -0.0284528+0.0184462j 0.00766707-0.0508896j -0.00397318-0.00592808j 0.10736+0.0965013j -0.0143444-0.114279j 0.030513-0.0466222j 0.0508591+0.0134758j 0.0808719+0.0805443j 0.0496811+0.0320717j 0.035673+0.00197031j -0.0747016-0.0319859j 0.0101056+0.12517j -0.00386383-0.108474j -0.032085+0.00199416j -0.0264597+0.146259j -0.106687-0.0723642j -0.05335+0.0271177j -0.0953432-6.52256e-16j -0.0286818-0.00362349j 0.105443-0.0436469j -0.0163196-0.0339076j -0.111264+0.0154406j -0.120134-0.0197152j 0.0620285-0.0391992j 0.039792-0.0564452j -0.0725467+0.00542706j -0.11269+0.0484249j -0.0541751+0.00388469j 0.0207052-0.00357679j -0.0563825-0.0877975j -0.0272658-0.0122301j 0.0462493+0.0223116j -0.032516+0.000411156j 0.0940745+0.00856506j -0.0362942+0.0289794j 0.0172902-0.0219885j 0.0561071+0.00759682j 0.0314849-0.00700784j -0.0592117-0.0339551j 0.00131571-0.0257299j 0.0173145+0.0288537j -0.104384-0.0238918j -0.00638392-0.0832506j -0.111968+0.0656902j -0.054656-0.0621704j 0.00339213-0.0977439j -0.0213717+0.0228134j 0.0870386-0.114289j -0.126054-0.00517469j 0.0703865-0.00581083j -0.0417465-0.0863121j 0.0200797-0.028295j -0.025924+0.0362834j 0.0220053+0.0798162j 0.0075287-0.0310416j 0.0432455+0.0900876j -0.0122279+0.0140642j -0.00813789-0.0266884j -0.0285622-0.0426193j 0.016351-0.0521165j 0.0223081-0.0169863j -0.0149927-0.017082j 
0.00904735+0.0423135j -0.00330656-0.00300389j -0.0618932-0.0844112j 0.0557397-0.0234266j 0.000515689-0.00681821j 0.0384713+0.00593909j 0.0450752+0.0423192j -0.0338016+0.0522727j -0.00838774-0.0474233j -0.0603253-0.0411258j 0.0210272-0.0185286j -0.000402659-0.0162996j 0.00237764+0.0712666j 0.0165675-0.0134287j -0.026629+0.0014825j -0.0340032-0.0111472j 0.0488284+0.00275215j -0.00256623-0.0353624j -0.0294641-0.0231877j 0.0293561+0.0991251j -0.0221236-0.00523278j -0.0682537+0.02345j 0.0387192+0.121386j -0.0219169-0.035591j 0.0280788+0.00880856j -0.0114397-0.0600705j 0.0109902-0.0300568j -0.0254833-0.0864682j 0.0460826-0.0587673j 0.0366418+0.04143j -0.0317966+0.0541238j -0.00435769+0.00949552j -0.020779+0.116244j 0.0110747+0.00429114j -0.050615+0.00296196j 0.0267144-0.0164082j -0.0382663+0.0790851j 0.0360314+0.0289511j -0.0186172-0.0815984j -0.0136713-0.0709385j -0.0298721-0.0378664j -0.0763493-0.0737608j -0.0422707-0.0694367j 0.0315266-1.0135e-05j -0.0278364+0.00643169j 0.0317732-0.0504084j 0.00413845-0.0552388j 0.0119456+0.139159j 0.0346558+0.015772j 0.035816-0.137721j -0.0286818+0.00362349j -0.200463+7.37604e-15j -0.0181135-0.0440577j -0.0561147+0.0895879j 0.132289-0.0262865j 0.102363-0.0472834j -0.0014385-0.0758158j 0.0126781-0.0136126j -0.0538117-0.0698338j -0.00724086-0.098916j -0.107059-0.0708356j 0.123058-0.0896593j -0.0354865-0.0548652j 0.0597049+0.0167405j 0.0497716-0.0159854j 0.0149822+0.0163571j 0.0957506-0.000838355j 0.054959+0.0131645j 0.0210939+0.0237263j 0.00828204-0.0248327j 0.0931026-0.0177472j -0.0322936-0.0228165j 0.000918525+0.0176333j 0.133224-0.0647023j -0.117479-0.0370674j 0.0844604-0.0494659j -0.0245095-0.000678376j -0.0576145-0.122064j -0.171273+0.0225753j -0.0239337-0.0441888j -0.010134-0.0788957j -0.0693697+0.00226586j 0.0354992-0.109412j -0.0454175-0.201441j 0.0280949-0.0811307j 0.0674798+0.0842652j -0.0262205-0.107622j 0.024002-0.042562j -0.0361487+0.00779782j -0.032221+0.0680716j -0.0208665+0.0247838j 0.0483443-0.0464816j 0.0139003+0.0945908j 0.0203802+0.0243884j 0.0438901-0.0165077j 
-0.00374548+0.00701703j -0.0178952+0.0298952j -0.0291531-0.0992471j 0.0400618-0.0221789j 0.0369367-0.0620558j 0.0233621-0.0120942j 0.0480138+0.0211541j -0.0498195+0.0196275j -0.00603713+0.000677017j -0.000903667-0.0736931j 0.0175139-0.00850634j -0.0171766-0.0392683j -0.0114007+0.00465503j 0.0128191+0.00118718j -0.0177886-0.00608887j -0.0278998-0.0144098j -0.0216911-0.0667157j 0.0198927+0.019304j -0.0484925-0.0200736j 0.0478285+0.115899j -0.00509385+0.0123994j -0.0786056+0.0874733j 0.0291034+0.0527922j -0.0603362-0.0506738j 0.0256356-0.00076408j -0.0200493-0.00370955j 0.0761039-0.0491085j 0.060957-0.0276145j 0.00472217-0.052598j -0.0614257-0.0394504j -0.00840727-0.00744247j 0.00306322+0.00181093j -0.0596338+0.0595225j 0.0449622-0.0248135j -0.0857387+0.00773022j 0.0338185-0.0314528j 0.0460009+0.00165797j 0.0884145-0.0328931j -0.021875-0.048347j -0.0181295-0.103441j -0.0151006+0.00241891j 0.0078247-0.0542975j -0.00908775-0.0541924j -0.0592937+0.139678j 0.0560272-0.0133682j 0.0351752+0.033733j 0.0149727-0.108198j 0.067917-0.0241816j -0.071349+0.118371j -0.0391671-0.0306253j 0.105443+0.0436469j -0.0181135+0.0440577j -0.0460692+6.32827e-15j 0.175802-0.0415314j 0.0651119+0.0653299j 0.0450694-0.110617j 0.154585+0.099251j -0.0273414+0.0521641j -0.0217174-0.0943049j 0.0249751+0.0201583j 0.0510351+0.0226268j -0.0268102+0.0733927j -0.000131261+0.0143866j 0.0825389-0.0222759j 0.0206974+0.0641067j 0.0632527+0.00478479j -0.0824018-0.0194593j -0.0785346+0.0397784j -0.0888886-0.0742731j 0.0138591+0.0352298j 0.0305604+0.0278429j 0.095396+0.0475548j 0.0641832-0.0689112j -0.0139087-0.0135542j -0.0303055-0.00211304j 0.0355758-0.00740872j -0.023259+0.00662082j 0.0267466+0.0416815j -0.021821-0.0547599j -0.0810411+0.0798256j 0.0532328+0.0179498j -0.057978-0.0448153j -0.0330898-0.0450746j -0.0145382+0.0224021j -0.00451167+0.0813795j 0.0408503-0.00605191j 0.04987+0.0232863j 0.0842998-0.0978274j 0.0276286+0.0194655j -0.0571573-0.0564834j 0.046037-0.0870558j -0.0540428-0.0410911j 0.0253668-0.00307505j 0.0525577+0.0326513j 0.0338376-0.0162392j 
-0.0212621-0.00699624j 0.0247911-0.0441763j 0.00288181-0.0258638j 0.073959+0.0219951j -0.0161718+0.0379459j -0.0181827+0.0149307j 0.0138094-0.00483357j 0.0327911-0.0313991j 0.0506424+0.0275999j 0.0174763-0.0227508j 0.00449996-0.0246109j -0.0398758-0.0263295j 0.0426801+0.014235j -0.0269311+0.0145513j 0.0258212-0.0277543j 0.0526444+0.0343552j -0.0277629-0.0476512j 0.00168868-0.0235969j 0.00702496+0.0142885j -0.00126793-0.0454434j -0.00250082+0.0127167j -0.02757-0.0267535j -0.00184481+0.0620052j -0.0353132+0.0148196j -0.00685096-0.0549502j -0.0221277+0.0180138j 0.0319832-0.00186534j 0.00752269-0.0386949j 0.0107498+0.022645j 0.0921783+0.0640419j 0.00537394+0.00743233j 0.000376461+0.0211245j -0.0426679+0.00898036j -0.0687393+0.0453382j 0.0465099-0.0381734j 0.0100763-0.00812994j 0.0233595+0.0445418j -0.0366541+0.0182924j -0.0971811-0.0122296j 0.00524976-0.0149968j -0.0212201-0.00428963j -0.0918287-0.0312462j 0.0641777-0.233107j 0.0952431-0.0443009j 0.00867059-0.130191j -0.114694-0.120366j 0.0581926+0.0588109j -0.0136674-0.0138932j 0.0291174-0.0958125j 0.0381861+0.0450638j -0.0163196+0.0339076j -0.0561147-0.0895879j 0.175802+0.0415314j 0.0476912-5.55112e-17j 0.0119809+0.02083j -0.0574505-0.0898301j 0.0509339+0.127988j 0.0483063-0.0209898j 0.0178755+0.0176382j -0.000472686+0.0156021j 0.0604669-0.0430569j 0.0726104+0.00414909j 0.0507486-0.032067j 0.0120759-0.0706005j -0.0765204+0.0646945j 0.0677544-0.00945046j 0.0820197+0.0748396j 0.0716154-0.0104583j 0.0996318-0.0320552j 0.0110207+0.0212424j 0.00866387-0.0497173j -0.0162784+0.0151401j -0.0515611+0.0791096j 0.0702547+0.042219j 0.025235-0.0281399j 0.146094-0.0201945j -0.016888+0.134949j -0.0612728-0.0374527j 0.0287648-0.135346j -0.091442+0.154407j -0.0122773+0.0300459j -0.0526937+0.0284956j -0.0128655+0.0266115j -0.0329037-0.211553j -0.0523851-0.00260921j 0.030757-0.0195582j 0.00597424-0.0487412j -0.00351069+0.00272123j -0.0119083-0.0319949j -0.198019-0.0051069j -0.0373287-0.139199j 0.0102319+0.000290101j 0.00800774+0.0348361j -0.0593085+0.00118013j 0.0110855+0.0282132j 
0.00787917-0.0135948j -0.0252265-0.00135434j -0.0206125+0.0381108j 0.0994596+0.0199054j -0.00361154-0.0419156j 0.0189826-0.0303674j -0.00771433+0.000659563j 0.0429362+0.147069j -0.0238526-0.0079921j 0.0544424-0.0120397j -0.0302266-0.012398j 0.0577424-0.0223306j 0.0877547+0.0460773j 0.00971645+0.00492815j 0.0494076-0.0257791j -0.0203667+0.015294j -0.011737-0.0463646j -0.0713154-0.0453981j -0.0288309-0.0420954j -0.078439+0.0101506j 0.0559193-0.00709129j 0.00870162-0.00878271j 0.0955548+0.0487143j 0.0266972+0.00559735j 0.0852574-0.0203692j -0.0346643-0.0973593j 0.0978707-0.0448387j -0.0588784-0.099953j -0.0680087-0.0498707j 0.157013+0.148491j 0.0436613+0.0699454j -0.0141465+0.0328901j -0.0566143+0.00517381j -0.0609558-0.0308471j -0.0260571+0.00168686j 0.11405+0.0635129j -0.0877677+0.00685533j -0.0746835-0.0473155j -0.0348625+0.0216697j -0.0168867-0.0143819j -0.00510889-0.0223875j -0.0810336-0.0321431j -0.0581539+0.0957683j 0.00884691+0.035149j 0.0428417+0.0424355j -0.00490688+0.0302029j 0.208352-0.047894j 0.152016+0.0455279j 0.133939+0.0579536j 0.287103+0.0302998j -0.111264-0.0154406j 0.132289+0.0262865j 0.0651119-0.0653299j 0.0119809-0.02083j -0.279172-3.18912e-14j -0.254483-0.0138873j -0.0224696-0.0552561j -0.0160594-0.0218429j 0.0039602-0.0445736j 0.017848-0.00994443j 0.0124222-0.00214865j -0.000509682-0.0071527j 0.0564359-0.0798823j 0.0232411-0.0153347j 0.00941413-0.0532694j -0.0254621-0.00333423j 0.0132265-0.0159143j -0.0273353-0.00396225j 0.0444623+0.00152505j -0.0338094+0.0022537j 0.0112101-0.0252459j 0.0184498+0.0352571j -0.0510983-0.0695436j 0.0139019-0.0361536j -0.0370985+0.0220445j 0.0151043+0.0336822j -0.0605945+0.0191637j 0.0143615-0.0255829j -0.0486121+0.0252232j -0.0206605-0.000386026j 0.0411894-0.014657j -0.0298553-0.075611j 0.0365141+0.000713192j -0.0194562+0.0301728j 0.022454-0.0622402j -0.0036948-0.027828j -0.0179221+0.0179839j 0.0173009+0.00153436j 0.00441005-0.0091579j 0.0112601-0.0446954j -0.0245428+0.0250886j 0.0172654-0.00338819j 0.0132321+0.0640691j 0.00386075+0.00993771j 0.033187-0.0242581j 
0.0328051-0.00782076j -0.00544266+0.00705576j 0.00777205-0.0771758j 0.0955995+0.0343897j -0.0176156-0.0760419j -0.00061761+0.0175847j -0.0527754-0.0197057j 0.0389946+0.0244858j -0.025404-0.0136711j -0.0286725+0.0247428j -0.0482419-0.00597572j 0.0299277+0.0430501j 0.0384394-0.0148461j -0.0265259-0.00694975j 0.06288-0.0227826j -0.0190247+0.0199739j -0.00706434-0.0245468j -0.0133313-0.0185761j 0.000566567-0.0182125j -0.0831024-0.00656642j 0.0282752-0.00914936j 0.0684143+0.0530368j 0.0717217-0.0084127j 0.0227131+0.0730446j 0.00811347-0.0369591j 0.0163947-0.0189091j -0.00129674+0.00129j -0.0150904-0.0317386j -0.0678878-0.0243232j 0.0711628+0.0404474j 0.0361272-0.0208469j -0.0121528+0.0118592j 0.0235757-0.0274701j -0.0290564-0.0292633j 0.00407358+0.0382784j 0.105876+0.0114408j -0.0237288-0.0160068j -0.0372956+0.00573164j 0.0182795+0.0228732j -0.0361126+0.0175069j -0.0179166+0.0811002j -0.023073+0.0106175j -0.0248273-0.0488525j -0.0768934+0.0162325j 0.00947786-0.105913j 0.128476-0.0356494j 0.0204591+0.0790614j -0.0224334+0.0384597j 0.0423805+0.023322j 0.122673+0.00879976j -0.120134+0.0197152j 0.102363+0.0472834j 0.0450694+0.110617j -0.0574505+0.0898301j -0.254483+0.0138873j -0.0691868-2.46088e-14j -0.0110146-0.0112401j -0.0422596+0.114321j -0.0822613-0.0382892j 0.0637949-0.0645592j 0.0594017+0.0836392j 0.0215445+0.0565975j -0.153837+0.0339561j 0.0793739+0.045092j 0.0514931+0.0493418j 0.236137+0.0621288j -0.110636-0.0220847j 0.0103162-0.082716j -0.0563776-0.0722373j -0.0721566-0.0238415j -0.0307652+0.128783j -0.0259952+0.0622417j -0.0780257+0.039632j -0.0587736+0.016973j -0.0741494-0.0121006j -0.0292708-0.0539757j 0.0351298-0.0933257j 0.015733+0.0126658j 0.020309-0.00841222j -0.0252641+0.0209448j -0.0324058-0.0608754j -0.0251083+0.121395j 0.00335755-0.0374318j 0.0227784-0.0206535j -0.0249152+0.157143j -0.0366479+0.0690266j 0.0197773-0.0407015j -0.00250402-0.0640468j -0.0220165+0.0449728j 0.0264008-0.0230735j 0.0212678-0.03374j 0.00854724+0.019941j -0.00672954-0.0101471j -0.045316+0.022433j 0.0216102-0.0387054j 
0.0249306+0.0185028j 0.0385456-0.0327045j 0.0290458-0.037623j 0.0778758+0.0512209j 0.0164749-0.0122864j -0.0028285-0.00552962j 0.0510043+0.0411812j -0.0365844-0.0155322j 0.0410245+0.0265046j -0.00988363-0.030799j -0.0150852-0.0095202j 0.0279072-0.0353336j 0.012284+0.0210243j 0.00680518+0.00611384j -0.0150537-0.0100654j -0.0249295+0.00728776j -0.0314828-0.041618j -0.048934-0.0161644j -0.056375-0.00311291j -0.0116603+0.0205543j -0.0065728-0.00856351j -0.001058+0.0217725j 0.0141187+0.0256107j 0.00639498+0.00156762j 0.01082+0.00297576j 0.0383002+0.0123212j -0.0497014+0.0360493j 0.0391757-0.0142032j 0.0117147-0.0290375j -0.0255735-0.00803596j 0.0320724-0.0181761j 0.00310865+0.00597127j -0.0851101+0.00753197j -0.0304323+0.0306119j 0.059013+0.0264237j 0.00667991+0.00302899j -0.033976-0.00707121j -0.0236601-0.0227949j 0.020948-0.0125842j -0.0836021-0.061615j -0.0490566-0.138479j -0.0684101+0.106344j -0.0678195+0.0440332j 0.0375527+0.0542925j -0.137447+0.0346394j -0.126561+0.00453383j 0.0433815-0.0345969j 0.00520738+0.0322226j -0.0231744-0.0559761j -0.108912+0.0374036j 0.0620285+0.0391992j -0.0014385+0.0758158j 0.154585-0.099251j 0.0509339-0.127988j -0.0224696+0.0552561j -0.0110146+0.0112401j -0.00307778+2.32453e-16j -0.024342+0.00128072j -0.0466754+0.0221632j 0.0377164-0.0920831j -0.061611+0.104166j -0.0758481+0.0196177j 0.104668-0.00866015j 0.027869-0.119612j 0.0435072+0.0143397j -0.141537-0.00491603j -0.141272-0.118811j -0.0258519-0.0351119j -0.203097+0.0441075j 0.0153919+0.0732127j -0.054222+0.102895j 0.025925+0.0912589j 0.112912-0.0938536j 0.0611191+0.0571908j -0.0724363-0.043352j -0.00329656+0.0206134j -0.0537015-0.0953918j -0.0390153+0.034915j -0.0479698+0.0308429j -0.025265+0.0188692j 0.0299393+0.0413544j -0.12944+0.0493112j 0.0866704+0.0813463j -0.0260537+0.0597942j 0.0330712+0.0072473j 0.0373891+0.118956j -0.0450279-0.149896j -0.00540689-0.0222386j -0.0275118-0.00133275j -0.0266788-0.0059729j -0.000175772-0.124302j 0.0185335-0.0290772j 0.00838044+0.00409212j -0.0765832+0.0320972j 0.0225515-0.00826542j 
-0.00650869-0.0303494j -0.0404345+0.00766688j -0.00381413+0.0445656j -0.0295174-0.00432837j 0.0046251-0.00615687j -0.0109244-0.0286951j -0.0364276-0.0388557j 0.00784645+0.0450692j -0.0295624-0.00251221j -0.0105956-0.0239961j 0.00285944+0.0237109j 0.0585004+0.0167343j -0.0155754-0.0156845j 0.0197799-0.0226839j -0.0137462+0.00240711j -0.0167458+0.0071932j -0.0197171-0.0161187j -0.0398018-0.014706j -0.0302799-0.0136154j -0.03483-0.00390855j 0.0233011+0.00615207j 0.00764957+0.0242037j 0.0563472+0.0479251j -0.00631075+0.0107009j 0.0193183+0.0813364j 0.0304082-0.0245256j 0.00482625-0.0116182j 0.0270381-0.0570136j -0.0740344-0.0669729j -0.00790674-0.0347932j 0.0357695+0.0255067j 0.00823399+0.000870417j -0.0235987+0.0315804j 0.000915195-0.0347436j -0.0514309+0.0291481j 0.017542-0.0102097j -0.00245888+0.0204709j -0.0272442-0.0603642j 0.0340543-0.0414295j 0.038294-0.0266092j 0.0526362+0.00208146j -0.0155185+0.0768243j -0.0544386-0.0633021j -0.0323853+0.0225795j 0.0136817+0.0351509j 0.0765892-0.0240494j 0.0597478+0.0504414j 0.121076-0.0794476j 0.079028-0.00672424j 0.1424+0.00566659j 0.039792+0.0564452j 0.0126781+0.0136126j -0.0273414-0.0521641j 0.0483063+0.0209898j -0.0160594+0.0218429j -0.0422596-0.114321j -0.024342-0.00128072j 0.0477338+6.20337e-15j -0.00809556+0.165541j -0.115731+0.189157j 0.0178868-0.00559623j -0.051466+0.00673711j 0.0616559+0.0529389j -0.134233-0.0886001j -0.0192365-0.000244153j -0.114554-0.0655636j 0.102982-0.0112446j 0.0958438-0.0158806j -0.0358686+0.148571j -0.0216507+0.0517516j -0.0140108-0.0422144j -0.0914709-0.052491j 0.0519752-0.0446258j -0.0349562+0.041031j 0.0578011-0.104989j -0.016494-0.0546039j -0.0102725-0.0113384j -0.00101587+0.0743531j 0.0365644+0.0558749j 0.00393081-0.022802j -0.0322043+0.10768j -0.0994591-0.022656j -0.0343298+0.0607931j 0.0479668-0.0144922j 0.0376368-0.17122j 0.0261651-0.0430177j -0.00633027+0.00682201j -0.0140788+0.00494476j 0.0213403+0.0350683j -0.00360119+0.0465291j 0.0526307-0.0880913j 0.00646206-0.0475059j 0.041935-0.0118998j 0.0468682-0.0339864j -0.0568696-0.000144313j 
