0.0219381-8.67362e-19j -0.0015789-7.2941e-05j -0.0146871-9.06566e-05j 0.0213154-0.000885885j 0.000444244+0.000107812j -0.00369619+0.000392342j 0.00640089+0.000391075j -0.00582974+0.000115127j -0.00166266+0.000131352j 0.026995-0.000483227j -0.0150658+7.10281e-05j -9.45702e-05-0.000532882j -0.0177455-0.000117037j -0.00390734-0.000176359j 0.00901553+0.000297291j 0.0086826-0.000254334j 0.00201753+0.000358389j 0.00358113+0.000372472j -0.0129822-1.97016e-05j 0.00201847+1.48547e-05j 0.00452203-0.0001358j 0.0112411+0.00028488j 0.00904744+0.00021013j 0.00658627+8.11159e-05j 0.0066692+9.49012e-05j -0.00337285+0.000178763j -0.00148236-0.000388682j -0.0104306+4.57856e-05j -0.00542734+0.00021745j 0.00368394+0.000643208j 0.0161413+1.74978e-05j 0.00818924-0.000146621j -0.0281706+0.000644256j -0.0121711+0.000517808j 0.024646+0.000672817j -0.0331615+0.00042958j 0.0219465-0.000188352j -0.00639929+0.000119323j -0.0429615+7.06864e-05j -0.00133042-0.000236237j -0.0131218+0.000155294j 0.0250343-9.80064e-06j -0.00965508+7.30688e-05j -0.01583+0.000363306j 0.0133807-0.000417141j -0.0158542+0.000101189j -0.0422048+0.000441383j -0.0474093-4.86001e-05j -0.00329212-0.000185853j 0.0135858-3.14866e-05j 0.00851525+2.56651e-05j 0.0301553-8.26731e-05j -0.0189892-8.74137e-05j -0.00339255+1.45369e-05j 0.0393131-0.000510594j 0.0220462-0.000489974j -0.0104918+0.000100869j -0.0106537-0.000354031j -0.0270504+0.000280314j 0.00675116+8.98608e-05j -0.00860625+3.27784e-05j -0.000235066+6.30578e-05j -0.00610621-0.000218021j -0.0362249+0.000864028j 0.0437822+0.00113556j -0.0217541-0.000459565j 0.0777906-0.0065687j -0.195118-0.00129777j 0.0123805+0.00179505j -0.842999+0.00493857j 
-0.00337285-0.000178763j 0.00553088-9.84301e-06j -0.0281544-0.000210617j 0.0291607+0.000213608j -0.030286-8.63973e-05j 0.0306738+0.000121664j -0.0194113+0.00106003j 0.0332771+9.05737e-05j 0.0506382-0.00027451j 0.103176+0.000108743j 0.0127408-0.00012217j -0.00752346-0.000223798j -0.0152441-0.000525403j 0.012224-0.000235428j -0.112137+0.000345899j 0.117167-0.000717366j 0.00393697+0.000969519j 0.00281005-0.00066094j -0.0296326-0.000883302j -0.052748+0.000712406j 0.147492-0.00102782j -0.285461-0.000220148j 0.124953+0.000453264j -0.114047+0.00102908j -0.21847+0.00032816j -0.389701-7.90172e-15j -0.0661045+4.0302e-05j -0.0716748-0.00027823j -0.0793675-0.000647721j -0.296859-9.28193e-05j 0.299686-0.000277209j -0.0506352+7.45258e-05j -0.125645-1.33169e-05j -0.107202-0.000269099j 0.265639-4.78649e-05j 0.120034-0.000341209j -0.0462591-0.000607476j -0.121271-0.00102067j -0.00816819+0.000480746j -0.108926-0.0015653j -0.0426972+0.000906441j -0.0702469+0.000176159j 0.142534+0.000229314j 0.0444337+9.76257e-06j -0.00905936-0.000220048j 0.115467-0.000146512j 0.0446712-0.00112914j 0.0291432+0.000250894j -0.129996+0.000239963j -0.0945667-0.000727914j 5.33908e-05-0.000596888j -0.0241679+0.000172668j 0.0984829-0.000235797j 0.125711-0.00140193j -0.0710569+0.000419366j 0.0945525-0.00178692j 0.00926613-0.000986834j 0.149997+0.00130651j 0.0773526-0.00126462j -0.0390021+0.00109008j 0.000249822+5.29578e-05j -0.0330073+0.000337357j -0.0167616+0.00119578j 0.0771464-0.00033344j -0.0174624+0.00167358j 0.0519315-0.00140949j -0.0129658-0.00151323j -0.0683346+0.00182982j 0.01743+0.000464481j 0.00714313-0.000290826j 
-0.00148236+0.000388682j 0.0144814-0.000221237j 0.0455037+0.000709098j -0.0107189+0.00044155j -0.0449225-0.000478737j 0.0996601+0.000806182j 0.0432527-9.16877e-05j 0.0526274+0.000575184j -0.0436114-0.000146673j 0.0926197-0.000128984j 0.112686-9.93784e-05j 0.0275956-0.000678515j 0.000285545+0.000258433j -0.0845508-0.0008692j -0.00260575+0.000164941j 0.0353602+0.000362022j -0.0211127-0.000627996j -0.0261143+5.85633e-05j 0.0437515+0.000154273j -0.147016-0.000555181j -0.0772512-1.81911e-05j 0.116+0.00064125j 0.216569-3.44675e-05j 0.022136+9.94342e-05j -0.0513912-0.000221349j -0.0661045-4.0302e-05j 0.0190778-6.60614e-14j 0.629941-9.01819e-05j 0.140877-0.000880332j -0.0255432+0.000425306j -0.167761+0.000894713j 0.14429-0.000323579j -0.104654-0.00134174j 0.0888416+0.00102135j 0.233124-0.000640732j -0.0182555-0.000259476j -0.237501+0.000698346j -0.081433-0.000307314j 0.0526615-0.000617958j -0.0186959-0.0015447j -0.120218+8.28066e-05j -0.014032+0.00114362j -0.029671+0.000177641j -0.0396682-4.01026e-05j -0.0714707+0.000702759j -0.018813+0.000346937j -0.243946+8.15764e-05j -0.0351634-1.71705e-05j 0.0605096-0.000430892j 0.0634509-0.000241467j 0.119212-0.000795451j -0.0405969-0.000759808j 0.16204-0.000206347j -0.0841592+0.000155578j -0.120173-0.00018018j -0.0310232+0.000543348j -0.0127151+1.64668e-05j 0.000717881+5.62629e-05j 0.0456525-0.00046574j 0.0450375-0.000276893j -0.0185997+0.000117713j -0.0314562-0.000161377j -0.00971497+0.000257387j -0.059128-7.28578e-05j 0.00163657+4.61839e-05j 0.0191554-0.000181578j -9.58429e-05+0.000588751j 0.0158709+0.000426087j 0.000871246-8.95655e-05j -0.00744745-1.13613e-05j 
-0.0104306-4.57856e-05j -0.00245483+0.000219449j -0.00337803-8.43193e-05j -0.00601999-5.06206e-06j -0.0120541-5.49474e-05j -0.00146111-0.000107159j -0.0151422-0.000171085j 0.0187178+0.000270453j -0.0140368+0.000129528j -0.00623576-0.000365404j 0.0512308+0.00106533j -0.0532313-0.00107603j -0.0113398-0.000518876j -0.00627809-0.000115493j 0.00271566-0.000584167j -0.0795542-0.00033604j 0.00533653-0.000542588j 0.0206525-0.000240083j 0.0467188+0.00012118j 0.0503987+0.000207971j -0.294052+0.000138894j 0.0134314-8.39025e-05j 0.0605879+4.19065e-06j -0.0577029-0.000592483j -0.14229-0.000637961j -0.0716748+0.00027823j 0.629941+9.01819e-05j -0.209277-4.15934e-14j 0.00531965-0.0008143j -0.119632-0.000414451j -0.0265876+0.000391047j 0.137367+0.000178909j 0.141706-0.000721722j 0.185811-0.000875777j 0.123892-5.20641e-05j -0.096718+5.91576e-05j 0.0445999-0.000542658j -0.0284581-8.88751e-05j -0.0130916-0.000484357j -0.189553-4.54672e-05j 0.0673993-0.00106084j -0.138227-0.000254334j -0.00970943+0.000739814j 0.206626+0.000174445j -0.108058+0.000205961j -0.0301552-5.11327e-05j -0.116686+0.000411156j 0.0278298+0.000406611j -0.0364565+0.000625859j -0.0531835-0.000357481j -0.0872457-6.8458e-05j -0.0518492-4.1703e-05j -0.0364976+0.000650982j -0.190546+0.000807662j 0.0326942-0.000371211j 0.000893813-0.000764518j -0.0671472+0.00113013j -0.144265+0.000250486j -0.0454306+1.21674e-06j -0.0349199+0.000482244j -0.0690109+0.000460707j 0.00381334+2.27839e-05j -0.0145501-0.000495709j -0.00317487+0.00015484j 0.0316675+6.5111e-05j 0.115315-0.000865238j 0.0153199+0.000185432j -0.00503774+0.000222118j 0.00844993+0.000283983j -0.00191089-0.000109581j 
-0.00542734-0.00021745j -0.00229595-9.97257e-05j 0.0176544-0.000200815j 0.0537392+0.0007378j -0.0945003-0.000519275j 0.0662614+0.000225218j -0.0385608+0.00131279j 0.0455365+0.000239012j 0.0928716+0.000275245j 0.0236807+0.00112608j 0.0470924-1.30749e-05j -0.0380522-0.000344083j -0.186764-7.3075e-05j 0.0600166+0.000378721j -0.115364+0.000602282j 0.0122952-0.00107252j -0.0979167-0.000337959j 0.262413+0.000108547j 0.126087-0.000501936j -0.00746655+0.00020803j 0.0962241+0.000321044j 0.103838+1.72603e-05j 0.111658+0.000688877j 0.224118+0.000129724j 0.350696+0.000227756j -0.0793675+0.000647721j 0.140877+0.000880332j 0.00531965+0.0008143j -0.456053+2.89217e-14j 0.150237+0.000662289j -0.0084671-0.000425217j -0.258948+0.000259699j -0.0720455-0.000425222j 0.0944453-0.000973418j 0.0204894+0.00186873j -0.0124878+2.32727e-05j -0.0264475+0.00017431j 0.0292583-0.000931059j -0.00571601-0.000565596j -0.176839-0.000293025j -0.142737-0.000576318j 0.152516-0.000634571j 0.00963436-0.000287735j 0.172375-0.000278297j 0.0572163+7.87787e-05j -0.0682551-0.000140747j -0.0776462+0.00017105j -0.0220503-0.000520176j 0.0221707+0.000313718j -0.0627634-0.00074357j 0.0970339-0.00149224j 0.0900541+0.000131821j 0.0186756+0.000320858j -0.0310867+0.000370675j 0.0519447-0.00121138j 0.0181652+0.000778538j -0.0629296-0.000421086j 0.120037+0.000740189j 0.0577185-0.000266482j 0.0245894-0.000218726j 0.0233964+2.395e-05j 0.0175618-0.000638036j -0.00280807+0.000626429j 0.0347872+0.000764797j -0.0296314-0.000436015j 4.20066e-05-0.000161783j -0.00427394-7.52157e-05j 0.00698832+0.000353641j 0.0192299+1.10053e-05j 0.0228461-0.0002328j 
0.00368394-0.000643208j 0.00359693+0.000140805j 0.034751-0.000167136j 0.0193211+0.000285177j 0.0208586-0.000335895j 0.0708374-0.000170424j 0.0132462+0.000721545j -0.0416659-0.000176221j 0.0218511-0.000366478j 0.148459-0.000280734j 0.0599426+0.000684007j -0.0272715-0.0010305j -0.135374+0.000468594j -0.201276+0.000527363j 0.0249795-0.000229102j 0.167962-0.000754587j 0.00288523+0.000161892j -0.141585-0.000859553j 0.029746-5.79676e-05j 0.143708+0.000497048j 0.160092-0.000161724j 0.370623+0.000186612j -0.124652+0.000232039j -0.0166546-0.000272561j 0.128405-0.000815306j -0.296859+9.28193e-05j -0.0255432-0.000425306j -0.119632+0.000414451j 0.150237-0.000662289j -0.358979+6.68188e-15j -0.280184-0.000268119j 0.0430604-0.000680496j 0.100655+0.00189362j -0.0640545-0.00107431j -0.20216+0.00111121j 0.010083+0.000144784j -0.136745-0.000756493j 0.0342175+0.000176118j -0.0296709-0.00131693j -0.0825389+0.00196899j 0.0382785+0.000270712j -0.00189301-0.000796308j 0.01253-0.000170884j 0.0394894-0.000406551j 0.0489761-0.000951116j 0.0090006-7.77503e-05j -0.0155374+0.000523877j -0.0420135-0.000197912j 0.0274024-0.000468768j 0.0863842+0.000516227j 0.134544-0.000647751j -0.0836545+0.000563568j -0.0202079-0.0005975j 0.0184193+0.000336969j 0.102892+0.00089719j 0.0719931-0.0012844j -0.011656-0.000444096j -0.0341022-0.000277133j 0.0659327-0.000450212j 0.0611657+3.23707e-06j 0.0740774-0.000362085j -0.0969706+0.000572577j 0.0246513+0.00027803j 0.0977403+0.000350546j -0.0367008+0.000343025j 0.0306205-0.000724967j -0.00676055-0.00153642j -0.0289389+0.000377568j 0.0119861+0.000217321j 0.0133142-1.31141e-05j 
0.0161413-1.74978e-05j -0.000942415-0.0001885j -0.0111157+0.00031411j 0.038926+0.000320929j -0.0216936-0.000121155j 0.0787616+0.000163733j -0.0317222+0.00046097j -0.000350962-0.00024898j 0.0337267-0.000486706j 0.0413668+0.00086574j -0.129173-0.000708223j 0.110338+0.000832885j -0.0804557-0.00124709j 0.0152309-0.000244821j -0.121814+0.000424284j 0.14883-0.000689778j -0.0897225+0.000277815j 0.0183681-2.1032e-05j 0.0839589-0.000312112j 0.0350165-0.000972773j -0.355272-0.00115421j 0.201827-0.000567312j 0.111818-0.000108931j 0.0171907+0.000402542j -0.264381+0.000261478j 0.299686+0.000277209j -0.167761-0.000894713j -0.0265876-0.000391047j -0.0084671+0.000425217j -0.280184+0.000268119j 0.226632+4.59369e-14j -0.061158+0.00083596j -0.0177181+0.000751077j -0.0954982-0.000343167j -0.126464+0.00132288j -0.203826+0.000531498j -0.000503752-0.000403078j 0.0588155-0.0009441j -0.029434+0.00116503j -0.117699-0.0010847j -0.164336+0.000743624j 0.0876486-0.000105429j -0.154231+0.000403906j -0.00974569+4.04271e-06j 0.0971352-0.000701851j -0.0559461+0.000376131j -0.180793-0.000716514j 0.0168778-0.00080694j 0.0256195+0.000219799j -0.111382+0.000120728j -0.0555751-0.000114479j 0.00858641+5.93935e-05j 0.0522249-0.000471707j -0.0160381-0.000829312j 0.0938983+2.47893e-05j 0.0547414-0.000898326j -0.00599695-0.000959339j 0.00843742+0.00156993j 0.0105841-9.42399e-05j 0.0288462+0.000105757j -0.0266365+0.000104525j -0.0409847+2.69816e-05j 0.0154793+0.000246609j 0.144781-0.000816966j -0.120188+0.000567242j -0.0999447+0.000952487j -0.00620774-0.000938176j 0.0276879-7.13181e-05j -0.00857929-0.000131716j 0.0281064+0.000514712j 
0.00818924+0.000146621j -0.00173114-0.00032797j -0.0273549-3.81363e-05j 0.0301397-0.000522102j 0.00547353+0.000733811j -0.102232+0.000250885j -0.021151-0.000312407j 0.0163887+0.000111137j 0.0892418-0.000450773j 0.0650777-0.000340425j -0.0463526+0.00060309j -0.0589493-0.00108958j 0.0557195-0.000371437j 0.0666065-0.00137274j -0.170551-0.00115242j 0.0155979-0.00118746j -0.21283+7.88821e-05j 0.15096+0.000191906j -0.271438-0.00130776j -0.045299-0.000873852j 0.0841141-0.000190629j 0.340703+0.000427783j -0.227317+0.000302207j -0.436256+0.00163794j -0.151997-5.56341e-05j -0.0506352-7.45258e-05j 0.14429+0.000323579j 0.137367-0.000178909j -0.258948-0.000259699j 0.0430604+0.000680496j -0.061158-0.00083596j 0.081208+4.12436e-15j 0.0319159+0.00125353j 0.0622114-0.000261513j 0.0184962+0.000309119j 0.0493147+0.000507249j 0.104838-0.000805686j -0.0418018-0.000748299j 0.0564784+0.000290075j 0.110929-0.000578828j -0.0315711+0.000482243j 0.0651806+3.84153e-05j -0.0259165-0.00012197j -0.0632763+0.000158632j 0.132147-0.000865781j -0.00465975-0.00058154j 0.07212+4.10723e-05j 0.0902926-0.0012765j 0.0797744-0.000243036j -0.0196578+0.000157701j -0.17956+0.000907725j -0.150482+0.000668312j 0.0928539-0.000460705j 0.0338147-0.00124165j -0.0428888+0.000255903j 0.033739-0.000608433j 0.0216223-9.00869e-05j 0.0691743+9.364e-05j 0.00228124-0.000583216j -0.00840574+5.84372e-05j 0.00273709-0.000194207j 0.014405-0.000524812j 0.00961073-0.00021814j -0.0403905-0.000577376j -0.0450919+0.00139422j -0.0607981-0.000442213j -0.0207046-0.00048612j 0.00176873+0.000901401j -0.00994383-0.000114399j -0.0153805+0.000281717j 
-0.0281706-0.000644256j 0.00222626-0.000199626j 0.00738429-0.000774164j 0.00372836+0.000975797j -0.00358452-0.000246748j -0.00807889-0.000242998j -0.0288652+0.000345751j 0.0747356+3.57124e-05j -0.111254-0.000750548j -0.139804-0.00130427j -0.0663304+0.000945724j -0.217531-0.00201357j 0.140932+0.000642684j -0.148637-0.000900643j -0.154443+0.00026405j -0.108687-0.000308884j 0.174953+2.53241e-05j -0.0884688-0.000900984j 0.0255106+0.000716304j 0.224585+0.000298916j -0.0141101+0.00177548j 0.0504744+0.000332424j 0.211259+0.000506818j -0.271455-0.00151556j 0.0571399+0.0011028j -0.125645+1.33169e-05j -0.104654+0.00134174j 0.141706+0.000721722j -0.0720455+0.000425222j 0.100655-0.00189362j -0.0177181-0.000751077j 0.0319159-0.00125353j 0.168386+2.21428e-15j -0.141018+1.78511e-05j 0.102369-0.000292908j -0.175595-0.00100286j 0.124515+0.00044295j 0.0291261-0.000797552j -0.250886-2.8464e-05j 0.00704469-0.000520281j 0.0678091-0.000631478j 0.176185-0.00131766j 0.0767166-0.000259848j -0.081681-0.000871815j -0.0669176+0.000423216j 0.0507674-0.000784689j -0.11557+0.000760033j -0.108762+0.0010098j -0.122723+0.00140861j -0.14997+0.000438666j 0.0235682-0.00040638j 0.0276712+0.000264535j -0.0526212+0.000936136j -0.0572314+0.00182225j 0.302378-0.000744742j -0.0250607+0.00218734j 0.0724201-7.90725e-05j 0.106111-9.82907e-05j -0.0537968+0.000379032j -0.0249223-0.000111842j -0.0614487+0.000140967j -0.0233501-0.000641198j 0.0174419-0.000353329j -0.0105478+0.00214749j -0.011494-0.00197821j -0.0246659+0.000445807j -0.0244249+0.00140722j 0.0143179-0.00176663j 0.00695332-5.35215e-05j 0.0426164-0.000287568j 
-0.0121711-0.000517808j -0.00646126-0.000303181j 0.0145783-4.74622e-05j 0.0102466+0.000297303j 0.0317702-0.000192403j -0.0297241-0.000322496j -0.0179303-0.000376712j 0.0203939-0.00066481j -0.0363835-0.00107253j 0.0027779+0.000454661j 0.0276467-0.00117021j -0.0649937+3.96421e-05j 0.051553+0.000357259j -0.0691169-0.000151985j 0.124046-6.35499e-05j 0.280948+0.000816291j 0.288292+0.000758759j 0.341122+0.00109371j -0.086036-0.000903038j -0.178109-0.000475557j -0.280092-0.00159932j -0.198693-0.00174555j -0.305108-0.0013046j -0.0144048+0.00090013j 0.149756+0.000975944j -0.107202+0.000269099j 0.0888416-0.00102135j 0.185811+0.000875777j 0.0944453+0.000973418j -0.0640545+0.00107431j -0.0954982+0.000343167j 0.0622114+0.000261513j -0.141018-1.78511e-05j -0.0695328-1.01889e-14j -0.0734831+0.00101509j 0.0305159+0.000176953j 0.198948+0.000649343j 0.0459119+0.000322477j 0.0634353-0.000318813j -0.0363092-0.000139483j 0.040002-0.00048569j 0.136401-0.000949045j -0.0310624+0.000121494j 0.074418-0.000390291j 0.0376707+0.000271211j 0.0688297-0.000579942j -0.0852177-0.000624951j 0.000900245-0.000226191j -0.069097+0.000430052j -0.108608-6.21085e-05j -0.0544023-7.80326e-05j 0.0335232-0.00084657j -0.0507561+4.82216e-05j 0.177343-0.000378727j 0.117666-0.000132778j 0.106008+0.000924861j -0.0141463-0.00075557j 0.0179518+0.000884741j -0.0363821+0.000266912j -0.000192151-0.000285802j -0.029541+0.000387301j -0.0300409+9.88118e-05j 0.0237233+0.000558482j 0.0072686+0.000324304j -0.048993-0.000198151j -0.0542295+0.000379749j -0.0167423-0.000139085j 0.0173384+2.92584e-05j 0.00719236-0.000314226j 0.0133911+0.000166241j 
0.024646-0.000672817j 0.00797856-0.000255893j -0.0347994-0.000617243j 0.0381051+0.000186971j 0.0363305-0.000302545j -0.107948-0.000646709j -0.0640424+3.6248e-05j 0.0834911+0.000139579j -0.00837492+0.00071638j -0.0283274+6.45462e-05j -0.0420072+0.000452671j -0.138066-0.000806346j -0.291589-0.000841705j 0.0166527+0.000763651j 0.11808+0.000501861j -0.14261-0.00126459j 0.0025311-0.00013669j 0.00481659+0.000144862j -0.156899-0.000464619j -0.215+0.000247691j 0.210686+0.000182976j -0.0686704+0.000288809j 0.352645+0.00211579j 0.0744353-0.000654369j 0.0246213-0.000620093j 0.265639+4.78649e-05j 0.233124+0.000640732j 0.123892+5.20641e-05j 0.0204894-0.00186873j -0.20216-0.00111121j -0.126464-0.00132288j 0.0184962-0.000309119j 0.102369+0.000292908j -0.0734831-0.00101509j -0.0715403-7.42028e-16j 0.0697525+5.74967e-05j 0.112718+0.000273641j -0.0191881+3.78318e-05j 0.00657294-0.00131695j 0.0665133+0.000591j 0.00667652+0.00192189j -0.045635+0.00114416j 0.1078+2.54524e-05j -0.0983741-0.000554562j 0.0273004+0.000184175j 0.0334192+0.000331354j 0.0583058-0.000381831j 0.168296-0.000400015j -0.0331225-0.00055538j -0.0333557+0.0004814j -0.0422672+0.00109394j 0.0319287+0.000576378j 0.0285721-0.00138104j 0.202095-0.000526353j 0.174619+0.00229227j 0.0261203-0.00214483j 0.0124365-0.000688663j 0.00706561+0.000944607j -0.0745591+0.000646448j 0.0331534-0.00017531j -0.0201422+0.000222171j -0.0888402+0.000245908j 0.0418626+0.000409551j 0.113544-0.000390893j -0.112801+0.000896305j -0.0271572+0.000572907j 0.0114316-0.00173628j -0.0420316+0.000494815j -0.0115608+0.000365368j 0.013242+0.000258809j 
-0.0331615-0.00042958j 0.0104904-0.000182191j 0.000621916-0.000415979j 0.00657172-0.000113958j 0.0594902+0.00127328j -0.0908393+0.00144383j 0.06255+0.00112498j 0.0140882-0.00138122j 0.0582271-0.00104917j 0.0776435-0.000659983j 0.133478+0.000181971j -0.0483054-0.00139295j 0.0993543-0.0005651j 0.0755334-0.00131655j 0.0330159-0.000819678j -0.120556-0.00148764j 0.0030261-1.60159e-05j -0.0316936-0.000131134j 0.631341-0.00169127j -0.117882+0.000637751j 0.0617765-0.000263161j -0.00121925-0.000576031j -0.0494646+0.000514577j -0.102428+0.00174026j -0.175254+0.000143606j 0.120034+0.000341209j -0.0182555+0.000259476j -0.096718-5.91576e-05j -0.0124878-2.32727e-05j 0.010083-0.000144784j -0.203826-0.000531498j 0.0493147-0.000507249j -0.175595+0.00100286j 0.0305159-0.000176953j 0.0697525-5.74967e-05j 0.0361475+1.8889e-15j 0.0411429-0.000632764j 0.0369643-0.000480572j -0.0570826-0.000237624j 0.088691-0.00122552j -0.00890147+0.000110308j -0.0526936-0.000221749j 0.0812154+6.55023e-05j 0.10464-0.000447445j 0.117353-0.000801928j 0.191358-0.000476755j -0.0786893+0.000254856j 0.0270165-0.000779323j 0.240361-0.000156631j -0.061365+0.000179609j 0.0286875-0.000135045j -0.0212821+0.00090617j -0.07347-0.000232281j 0.134183-0.00104553j 0.122342+0.000252782j 0.0619642-3.16435e-05j -0.0832332-2.98157e-05j 0.11654+8.95054e-05j -0.0392725-0.000382101j 0.0024444+0.000113321j 0.0576835-6.59974e-05j -0.0085511-0.000504487j 0.0147979+3.9779e-05j -0.0322425+0.000348805j -0.051083+0.000564514j -0.0240244-0.000688075j -0.0345789-0.000463472j -0.0172931+0.00110252j 0.00456709+5.74219e-06j 0.000916885-4.28496e-05j 
0.0219465+0.000188352j 0.00210993-0.000172345j 0.0107173+0.000792796j -0.0311298-0.000517795j 0.0226739+0.000114905j -0.027459+0.000501853j 0.0369181-0.000500898j -0.0185116+0.000186427j -0.187113-0.000312643j 0.128159+0.000105416j -0.0602471-5.28236e-05j 0.0353678+0.000852286j 0.133964-0.000191494j -0.0224895+6.97887e-05j -0.0633376-0.000135837j -0.0029989+0.000204738j -0.161909+2.55348e-06j 0.276845+9.77204e-05j 0.105145+0.000278937j 0.0983044-8.32878e-05j 0.111772-0.000378296j -0.117955-0.000621761j 0.0912595-0.000741233j -0.000589921-0.000210198j 0.16409-0.000167767j -0.0462591+0.000607476j -0.237501-0.000698346j 0.0445999+0.000542658j -0.0264475-0.00017431j -0.136745+0.000756493j -0.000503752+0.000403078j 0.104838+0.000805686j 0.124515-0.00044295j 0.198948-0.000649343j 0.112718-0.000273641j 0.0411429+0.000632764j 0.0321524-3.70765e-15j -0.0321417+0.0004905j 0.144464-0.000304477j -0.126069-0.000195797j -0.077197+0.000249498j -0.0492986-9.98418e-06j -0.00140648+0.000120208j -0.106176+3.82983e-05j 0.209611+2.40532e-05j 0.192234-0.000771987j 0.0481695-0.000368454j 0.11314-0.000491986j 0.0132213+6.02004e-05j 0.063382+0.000565676j -0.132234+0.0010436j 0.00467587-0.000648326j -0.14083-4.98771e-05j -0.219431+0.00106524j 0.173616+0.000406703j 0.0114777+0.000365722j -0.0690578+0.000540444j -0.376078+0.000253484j -0.164886+0.000342872j 0.011492+4.82308e-05j -0.0458158+0.00024026j 0.00509863-0.00027585j 0.132212-0.00143888j 0.0558357-0.000323507j -0.0358316+0.000183949j 0.0613356+0.000763403j 0.0181752+5.64666e-05j 0.0329707-0.000180319j -0.0125369-0.000215655j -0.00416353+0.000283131j 
-0.00639929-0.000119323j -0.0121587-2.09357e-05j 0.0211744+0.00010496j 0.00127224-0.000197626j -0.0190995+0.000444254j -0.0215798-0.000289072j -0.0463304-0.000591763j -0.154762-0.000743302j 0.104308-0.000809575j -0.0529017+0.000554985j 0.0381367-0.00146092j -0.0541877-0.00126029j -0.0608321-0.000507658j 0.199014-0.000439959j -0.251625-0.00281509j -0.056613+0.000201415j 0.268119+0.0010809j -0.210098-0.000162707j -0.0183624+0.000473238j -0.550613-0.00212699j 7.99913e-05+0.00120775j 0.214085+0.00151045j -0.0381622-0.00127747j 0.0196916+0.000296252j -0.0797158-0.0010827j -0.121271+0.00102067j -0.081433+0.000307314j -0.0284581+8.88751e-05j 0.0292583+0.000931059j 0.0342175-0.000176118j 0.0588155+0.0009441j -0.0418018+0.000748299j 0.0291261+0.000797552j 0.0459119-0.000322477j -0.0191881-3.78318e-05j 0.0369643+0.000480572j -0.0321417-0.0004905j -0.0390122+2.80483e-16j 0.0450817+0.000214516j -0.119608+0.000581652j -0.0694011-0.00121456j 0.09962-0.00149531j 0.0254798-3.82881e-05j -0.0473143-0.000191906j -0.082202+9.44858e-05j 0.102098-0.000673937j 0.0165234+0.000958559j 0.0712066-0.000436595j -0.139677+0.000844181j 0.0707674+0.000119999j -0.0229509+0.000100152j 0.128207-0.000155387j -0.194775+0.000761501j -0.0939659+0.000475076j 0.106611-0.000917413j -0.0814642+0.00183285j -0.0411858+0.000422261j -0.164936-0.000990291j -0.0680984+0.00126076j 0.0164148-0.00100132j -0.0113204+0.000276557j 0.0447026-0.000408191j 0.0458462-0.00116557j 0.0399913+0.000203179j 0.0502017-0.000873577j 0.0357143+0.000547j -0.00215907+0.00122515j 0.0390898-0.000943871j -0.00307462-0.000830605j -0.00639061-0.000100123j 
-0.0429615-7.06864e-05j 0.017132-3.56752e-05j 0.018911-0.000420723j -0.0448373+0.00104207j 0.036474+0.000544403j 0.0511077+1.56481e-05j 0.163061+0.000720068j 0.0150826-0.000118198j 0.103204+0.000926492j -0.204176-0.000252379j 0.271569+0.00111775j 0.112202-0.000320132j 0.0808872+0.00147513j 0.0312896-0.000799492j 0.0321864+0.00161111j -0.0530314-0.000666939j -0.0888467-0.000747811j -0.157021-9.85016e-05j -0.239914+0.000186929j 0.0149843+0.00105788j 0.0315981+5.81529e-05j -0.112136-0.000423687j -0.0154608+0.00100247j 0.0481517+6.23894e-05j -0.0191317+0.00100065j -0.00816819-0.000480746j 0.0526615+0.000617958j -0.0130916+0.000484357j -0.00571601+0.000565596j -0.0296709+0.00131693j -0.029434-0.00116503j 0.0564784-0.000290075j -0.250886+2.8464e-05j 0.0634353+0.000318813j 0.00657294+0.00131695j -0.0570826+0.000237624j 0.144464+0.000304477j 0.0450817-0.000214516j -0.361459-1.31568e-16j -0.0413242-0.000524351j -0.251436+0.000124629j 0.0901158+0.00106695j 0.0111623-0.000255586j -0.0711694-0.000220457j 0.13026+1.23046e-05j -0.0613223+0.000216468j 0.0311153-0.000742301j 0.0545139-0.000557447j -0.0700815-0.000697772j 0.168689+6.1209e-05j 0.0960352-2.54937e-05j -0.114753+0.000344365j -0.0541492-0.000321251j -0.0769434+0.00114392j 0.0688506-0.000924423j 0.290349-0.000608491j -0.171279+6.86632e-05j -0.106892+0.000361982j -0.0150595-0.0010184j -0.00547486+0.000433431j 0.0259099+0.000482712j -0.00117151-0.000605546j 0.181724+8.30756e-05j -0.00566969+0.000761857j -0.0497721-0.000431624j -0.0341191+5.80611e-05j 0.00208812-0.0008871j 0.0322229+0.000532572j 0.0196896+0.000495891j 0.0391665+0.000251178j 
