0.0247266-1.30104e-17j -0.0107237+0.00030568j 0.00792703-0.000210134j 0.0304811-0.00171346j 0.00672797+0.000297898j -0.0139231+0.00355426j -0.0406515+0.00330774j 0.00425607+0.0014823j 0.0167342+0.00223151j 0.00232658-0.00381179j -0.0341945+0.000963195j -0.0130053+0.000133366j -0.0550709+0.00193234j 0.0440766-0.000289235j -0.0745776+0.00100938j 0.0262453+0.000404767j -0.00913182+0.000621275j -0.00924161-0.00364893j -0.0367533-0.00196564j -0.0135659+0.00238308j -0.00060595+0.0013542j -0.0259365+0.00510994j -0.0374913+0.00108538j -0.0145368+0.000718984j -0.0105063-0.000591095j 0.013443-0.00198124j 0.0185894+0.00220512j -0.0354094+8.10645e-05j 0.00792216-0.000469169j -0.0236354+0.00141731j -0.0240309-0.000129048j -0.00797215+0.00336872j -0.0102736-0.00254637j -0.000404316+0.000464931j -0.0297654+0.00416574j -0.00702784+0.00127562j -0.00372736-0.00246193j -0.00299102+0.00506364j 0.0213082+0.00126085j -0.00279205-0.000392244j -0.0189276+0.00236115j 0.0157216+0.000864641j 0.0407182+0.00265155j -0.0583835+0.0131667j -0.066004+0.00704562j 0.155827-0.00666645j 0.00583786-0.00259533j -0.0188126+0.0039136j 0.0111844+0.0102828j 0.119341+0.013932j -0.0207362-0.000333293j 0.00226805-0.00399695j 0.0207735-0.00588958j 0.0471848-0.00624381j -0.0530024+0.0102992j -0.0194177+0.00307306j 0.0127118-0.00455598j -0.0355239+0.00677103j 0.0169465+0.00411276j -0.00456611+0.00173445j -0.012+0.00438599j 0.00131524+0.000413999j -0.0168946-0.00677834j 0.0556596-0.00297105j -0.0197869+0.0043755j 0.00233593-0.00908132j -0.0493539-0.0010569j -0.000805265-0.00210009j 0.0542035+0.00870974j 
-0.00279205+0.000392244j -0.0162504+0.00187393j 0.0481849-0.00575435j 0.0893551+0.00721212j -0.000656232-0.00360007j 0.0993212+0.00333531j -0.0562915+0.00163876j 0.0256871-0.00285916j 0.0308876-0.00406282j -0.0810448-0.00721356j -0.0680688+0.00215212j -0.0786015+0.00117413j -0.0119664+0.00112624j 0.0388484-0.00684099j -0.0355801+0.000848775j 0.00869547+0.00806216j 0.0277108+0.00101782j 0.036528+0.00237034j 0.102557+0.00373963j -0.0728538-0.000454187j -0.00473124-0.00624338j 4.52752e-05-0.000298029j 0.164489-0.000547038j -0.0358267+0.00532593j -0.135411-0.000979288j 0.11664+0.00236853j 0.188807-0.00143961j -0.00917469+0.000591939j 0.0504222+0.000594482j -0.0287591-0.00172731j -0.0521903+0.00106946j -0.283645+0.00242397j -0.00914737+0.00112457j -0.0331538-0.00253153j 0.0807644-0.000197843j -0.0323955-0.00033442j 0.216862-0.000121445j -0.0715696-0.00251689j 0.061926-0.00127696j -0.0524367+1.28722e-15j 0.0561271+0.00140527j -0.0292534-0.000621747j -0.00633771-0.0022402j 0.0270582-4.76009e-05j 0.0679747-0.00514619j -0.00982326+0.00218677j -0.0665671-0.000521702j -0.00373312+0.000181292j 0.0682215-0.002271j 0.0493151-0.000848718j 0.0436219-0.0020084j -0.0200229+0.000505376j -0.00926115-0.00437818j 0.0346449+0.00225198j -0.0408074+0.00211824j -0.01753+0.00118644j 0.0176415-0.000192108j -0.0422289+0.000100452j 0.0527402-0.000333948j 0.019342-0.000150495j -0.0538814-0.00401278j -0.0320689-0.000355903j 0.0223681-0.00635305j 0.0183642-0.00483761j 0.0154509-0.00248931j 0.0133582+0.00130545j 0.00578487-0.00450989j 0.00992509-0.00585031j -0.0257869+0.000529068j 
-0.0189276-0.00236115j -0.00247281-0.000972983j 0.04134-0.000635842j 0.0344884+0.00398655j -0.117436-0.0078539j 0.113402-0.00430922j -0.125106+0.00101173j 0.0614655+0.00155747j 0.0630593+0.000170059j -0.118559-0.000936525j -0.0176479+0.000327323j -0.0276145+0.00466966j -0.0176786-0.00582778j 0.056298+0.000336284j 0.0454574+0.00780361j -0.0287263-0.00223416j 0.0152406-0.0065959j -0.0131734-0.00254784j 0.0143602-0.00193061j 0.00991741+0.000890644j -0.00277966+0.00284863j -0.0100327-0.00091349j 0.0419943-0.00166951j 0.140849+0.00173175j 0.00557648+0.00109182j 0.0868129+0.00285515j -0.0935592-0.00294744j 0.0521972+0.005915j 0.00821831+0.00264491j -0.0702695+0.003855j -0.0871384+0.00622796j -0.190609-0.00110852j 0.0828585-0.00261952j 0.159261+5.40747e-05j -0.127345+0.00016711j 0.105293+0.00239864j 0.0948014+0.00758521j -0.161999-0.00409935j -0.0807192+0.00424067j 0.0561271-0.00140527j -0.204846-2.40801e-16j 0.0368408-0.00158035j 0.0692566-0.00334414j -0.0356822+0.000685321j 0.141295-0.00298392j 0.0143748-0.00178408j 0.00924777-6.6653e-05j -0.0643816+0.00400466j -0.041162-0.00169688j 0.0321963-0.00202926j 0.0580579-0.0013103j -0.00883934+0.000520424j 0.026608-0.000909431j 0.00865769+0.00188849j -0.0189688-0.000539909j 0.0102365-0.00168723j 0.00110952+0.00239895j -0.0569167+0.00350627j 0.00297338+0.000351653j -0.0108101+0.00736282j -0.012336+0.00255132j -0.00922621-0.000762369j 0.0213432-0.000426195j -0.0246584+0.00650466j 0.0208994+0.00606016j -0.0354972+0.00280367j 7.72744e-05+0.00364167j -0.00232935-0.00338424j -0.0185985+0.00405713j 
0.0157216-0.000864641j 0.0260694+0.0021037j 0.0570218+0.0091171j -0.0489276+0.00194714j 0.0277675-0.00425049j -0.0488766+0.00455612j 0.104219+0.000467541j -0.00434577-0.00310056j -0.118745+0.00307622j 0.0143361-0.00490027j -0.00318756+0.00147205j -0.000814011+0.000717396j 0.0573109+0.0020829j -0.0999644-0.00177408j 0.0570629+0.0010921j 0.0175123-0.00205284j -0.0545281-0.00390753j 0.0970736-0.000583686j -0.141684+0.00148063j -0.0837248-0.00217348j 0.108159+0.00540056j -0.130422+0.00444369j -0.0469887-0.000128606j -0.0422412+0.00661278j -0.232155-0.00799764j 0.000120057+0.00239913j 0.168555+0.00322894j 0.155652-0.00185585j 0.0830279+0.00184018j 0.0885212-0.00215351j 0.133076-0.00526805j 0.122499+0.00214018j -0.207657-0.00299786j 0.021648+0.000761672j 0.0580905+0.000582603j -0.0161609-0.00267818j -0.112215-0.00246518j 0.0175935+0.0015179j 0.0333005+0.0027288j -0.0292534+0.000621747j 0.0368408+0.00158035j 0.0336448+1.56212e-15j 0.0807228+0.00442853j -0.0738816+0.000406244j -0.0786316+0.00106063j 0.00537761+0.000837775j -0.0146293+0.000457297j 0.0784852-0.00118419j 0.0663555+0.00162398j 0.0656409+0.00134416j 0.0129654-0.000961775j 0.00717357+0.000242891j -0.0401168-0.000282479j 0.0642231-0.00181559j -0.0136198+0.00399285j -0.00555654+0.00229994j -0.00668675-0.000111298j -0.034683+0.000305j 0.0355667+0.000453016j -0.00691692-0.00177264j -0.0280019-7.25264e-05j 0.00175213+0.000182521j -0.0245799+0.00152174j 0.0502355-0.0021357j 0.0197035-0.000485431j 0.0298288+0.00154449j -0.00513548-0.0042333j 0.00165036-0.0010198j -0.00722716-0.00139354j 
0.0407182-0.00265155j 0.028814+0.00670834j -0.0714039-0.00509062j 0.017233-0.00658478j 0.0463683+0.00128616j -0.0534755+0.00224241j -0.0184009-0.00192407j -0.0565649+0.0030854j -0.0596542+0.00119681j 0.0177854+0.000894883j 0.062103+0.00633792j 0.0215979-0.000416893j 0.00407513-0.000181554j -0.0309539+0.00589454j -0.00125034+0.000581538j -0.0293779+0.00131506j -0.00153894-0.00369305j 0.0836237+0.00204514j 0.0400366-0.00110358j -0.0114267+0.00188978j -0.0959614-0.00183874j -0.0501981+0.00019438j 0.0165312-0.00219184j -0.0621552-0.00127417j -0.0355626+0.00136273j -0.0102118-0.00407997j 0.0555079+0.00187536j -0.0416735-0.00760842j -0.0876611-0.00124313j -0.0484503-0.00136546j -0.0512915-0.00197149j 0.0802826+0.00102078j 0.144271+0.00371646j -0.113842-0.00110176j -0.00408234-0.0030006j -0.0702704-0.000314508j 0.0198973+0.00356072j -0.0226047-0.000269955j 0.1207+0.00292812j -0.00633771+0.0022402j 0.0692566+0.00334414j 0.0807228-0.00442853j -0.0304435-1.13841e-16j 0.0968731-0.00194331j -0.0474583-0.000648905j 0.0131491+0.00127777j -0.0133103-0.0029j 0.0302908-0.00301713j 0.0263313-0.00143408j 0.0283305-0.0010623j -0.0072941+0.00132076j 0.0201235-0.00179107j 0.00536378-0.00141638j 0.0699111-0.00343618j -0.0430919-1.14342e-05j -0.0146173+0.000150698j 0.0466945-0.00357014j -0.0301521+2.13239e-05j 0.0595504+0.000747117j -0.0197025-0.00333549j -0.0512094+0.00096505j -0.0182533+6.91773e-05j 0.00230116-0.000521414j 0.0192825-0.00521518j 0.0173469+0.00131725j 0.019061+0.000300511j 0.00010164-0.00571786j -0.0102174-0.00357714j -0.0136466+0.00233686j 
-0.0583835-0.0131667j 0.115838-0.00182133j 0.0238934+0.00385509j -0.0609325+0.00807856j -0.021394-0.00593721j 0.12042-0.00446085j 0.16971-0.0014736j 0.0237858+0.00168805j -0.100575-0.000997945j -0.0805039+0.00591603j 0.137051-0.00129144j 0.00893882+0.000595785j 0.200875-0.00476391j 0.0840107-0.00228135j 0.203608+0.00143582j 0.0186448+0.000361075j 0.00996783-0.000987258j -0.14388+0.00314715j 0.0107597+0.000700702j -0.0282948+0.00237847j -0.066453-0.00564784j -0.134341-0.00114554j 0.102544-0.00171424j -0.193121-0.000789654j 0.090957+0.00128917j 0.054656+0.000862971j 0.0826188-0.00329824j 0.0389463-0.00111736j 0.0321312+0.000120711j 0.0288362-0.000698586j -0.0495159-0.00159593j -0.0488828+0.00216367j -0.0239251+0.00575346j 0.0255348-0.000310682j -0.061633-0.00385229j 0.0596183+0.00380744j 0.0359001+0.00849054j -0.0326326-0.00255327j -0.0272972+0.00102659j 0.0270582+4.76009e-05j -0.0356822-0.000685321j -0.0738816-0.000406244j 0.0968731+0.00194331j -0.222328+7.37838e-15j -0.0587167+5.42562e-05j 0.0911095-2.85358e-05j 0.00298127-0.00232349j -0.0195721+0.00243388j -0.07072-0.00189087j 0.0256927+0.00423187j -0.0120562+0.00119848j -0.0130925-0.000983779j 0.03455+0.000329265j 0.0061913+0.00191739j -0.0158309-0.000483567j -0.0087819-0.00161171j -0.0137432-0.000265174j 0.0143735+0.00295639j -0.0379329-0.000954104j 0.0061687+0.00409255j 0.0520701+0.00158971j 0.0177387+0.000406898j 0.00190177-0.00312178j -0.0130699+0.00196838j -0.0277388+0.000844075j -0.0211746-0.00284776j -0.0280897+0.00222j -0.0174906+0.000729841j 0.00426925+0.00314981j 
-0.066004-0.00704562j 0.0566754-0.00338067j 0.0729935+0.000255382j 0.00795634+0.00837251j 0.126961+0.00385335j 0.00902905+0.00177862j 0.172486-0.00207711j 0.141362+0.0035155j 0.0155707-0.00312771j -0.104948+0.00595422j 0.0432467+0.00469886j 0.0322619+0.00725325j 0.037473+0.00277745j 0.0474457+0.00247935j 0.055174-0.00351787j 0.0813377-0.00163718j 0.0580059+0.000720255j -0.111036+0.000240943j -0.00428413-0.0020384j 0.0106079+0.00015084j -0.0768389-0.00186381j -0.098002+0.00127562j 0.0347886+0.000427103j -0.304988-0.00321221j 0.0394228+0.00191274j -0.0422022-0.000977438j 0.0146092+0.00448663j -0.00897479-0.00299686j -0.0419429+0.000324197j -0.0952824-0.00343656j 0.00506512-0.00396432j -0.0928045-0.00292369j 0.0535379-0.000523271j -0.0155882+0.00093966j 0.101366+0.0019356j -0.0814114-0.00132993j -0.0900432-0.00208192j -0.0196689+0.00265391j 0.0467268+0.00171252j 0.0679747+0.00514619j 0.141295+0.00298392j -0.0786316-0.00106063j -0.0474583+0.000648905j -0.0587167-5.42562e-05j -0.0652478+2.86273e-15j -0.0317916+7.74687e-05j 0.00633927+0.00087284j -0.0142452-0.00325038j 0.00589816+0.00328807j 0.00122566+0.00254332j 0.0986796-0.00558372j 0.00620355+0.000310577j 0.00120837-0.00122283j -0.0345071+0.00103235j -0.00159783+0.00177985j 0.00622773+0.000763991j -0.0106454+0.000186253j 0.0262737-0.00252977j -0.0425104+0.0005615j -0.00205348-5.69225e-05j 0.0189093+1.21885e-05j 0.00796853-5.72579e-05j -0.0109127+0.0012671j 0.0138925+0.000224192j -0.0066513-0.00209167j 0.0108131-0.000162167j 0.00577373+0.000675006j 0.00207147+0.00242207j 0.0146155-0.00182327j 
0.155827+0.00666645j -0.0127242+0.0156659j -0.107815-0.00449467j 0.0133958-0.00926222j -0.0485149-3.19207e-05j -0.0877537-0.00234379j -0.150188-0.00560771j -0.172809-0.00249184j -0.102347+0.0044447j 0.24865-0.00484191j 0.0383576-0.00158914j 0.0237376+0.00251636j -0.0618436-0.000957064j -0.0577632+0.00305151j -0.0898231-0.000380769j -0.0549913+0.0039226j -0.0323489-0.000570551j 0.133096+0.000469583j -0.0971368-0.00104253j -0.0654902-0.00110451j 0.134582+0.00230261j -0.032826-0.00242333j -0.0294607-0.00127278j 0.302243-0.00228681j -0.145599+0.00212635j 0.0517857+0.00321525j 0.0827395-0.000669794j -0.11241-0.00133893j 0.0544933-0.000380972j -0.065087-0.00240182j -0.0517428+0.00135112j 0.0748415-4.14733e-05j -0.0167021+0.00233247j 0.0801277-0.00439999j -0.0270598-0.003431j 0.0533062-0.00275352j -0.0367283-0.00155992j 0.119114+0.000774208j 0.0574621+0.00231929j -0.00982326-0.00218677j 0.0143748+0.00178408j 0.00537761-0.000837775j 0.0131491-0.00127777j 0.0911095+2.85358e-05j -0.0317916-7.74687e-05j 0.0524948-1.0056e-15j 0.0182849-0.00123139j 0.026944-0.00148183j -0.0211891+0.00223944j -0.00074699+8.95841e-05j -0.0113883-0.00364195j 0.0100173-0.00127797j 0.00278312-0.00260897j 0.117601+0.00201579j -0.0840372-0.001171j -0.0236875+0.000514809j 0.0709829-0.00130472j -0.106838-0.00171996j 0.0829608+0.00423842j 0.00430225-0.00122153j -0.0937606+0.00108791j -0.0464458-0.000520513j 0.0506648-0.00220853j 0.0327008-0.00302784j -0.00742395+0.00396916j -0.0303424+0.00121892j 0.00634232-0.00153306j -0.0148392-0.00637667j -0.0472788+0.00405842j 
0.00583786+0.00259533j -0.0212927-0.000147008j -0.0124768-0.00509029j 0.0379315+0.000126466j -0.0246567-0.00235185j 0.0407318+0.00508286j -0.0387801+0.000528239j -0.0502503-0.000562398j 0.0385178-0.00295839j 0.0297465-0.00359152j -0.0530203+0.00267123j -0.0476014-0.00635508j 0.0104932+0.00255481j -0.00116296-0.000460035j -0.0309698-0.00206071j 0.00908702+0.00171132j -0.00272486+0.00273491j 0.00327402+0.00436321j 0.0734613+0.00281986j 0.00932941-0.000630582j -0.00895685-0.00228789j 0.0392402+0.00233028j 0.0646794-0.00195644j 0.019959+0.00199401j -0.0143436+0.000168001j 0.0024476+0.000726156j 0.00638804+0.00343981j -0.0915658-0.000859578j -0.0538769+2.66633e-05j 0.009289-0.000146357j 0.00859743-0.00247342j -0.0591909+0.0062706j -0.0441082+0.00252637j 1.86586e-05+0.0028838j 0.000236278-0.00391935j 0.0163868-0.00425597j 0.103925+0.00745749j 0.0376448-0.00488068j -0.0220798+0.00140992j -0.0665671+0.000521702j 0.00924777+6.6653e-05j -0.0146293-0.000457297j -0.0133103+0.0029j 0.00298127+0.00232349j 0.00633927-0.00087284j 0.0182849+0.00123139j -0.0169095+1.51788e-17j 0.00514204+0.00173319j 0.00534699-0.00291489j -0.0143287+0.000240551j 0.0104805-0.000892512j -0.0125654+0.000415613j 0.0103217+0.00206685j -0.0277105+0.0016062j 0.0277002-0.00141433j -0.01932+0.000406393j 0.00576052+0.00189044j 0.0229353-0.00165602j -0.0110102-0.000243288j 0.0125183-0.00246703j 0.0163115-0.000562207j 0.00627956+0.00027687j 0.0115086-0.00163051j -0.0144202-0.0030586j -0.0177825-0.00353539j -0.00173737-0.00116889j -0.00172047-0.000382471j 0.00294417+2.32337e-05j -0.000216669-0.00109889j 
-0.0188126-0.0039136j 0.0346038-0.00181954j -0.102434+0.000707428j -0.0891981-0.00771683j -0.00271374+0.000616384j 0.0304686-0.0027807j 0.0571228-0.00236599j -0.094325-0.00251923j -0.068488+0.00215321j 0.0627932-0.000147155j 0.0614587-0.00588846j 0.0262513+0.00111451j 0.0976103+0.00194616j -0.0370012-0.00448475j 0.109372+0.00293878j 0.000881858-0.00189441j -0.0146968+0.00158304j -0.0169556+0.00077866j 0.0739473-0.000730707j 0.027965-0.00101253j -0.066477-0.0040421j 0.06501-0.0023161j -0.0303471-0.00137356j 0.00165548-0.0016971j 0.146533+0.00276381j 0.0166633+0.0020216j 0.0105491-0.00346896j 0.036344+0.00329329j 0.0273017+0.000713798j -0.0244191-0.00215179j 0.140672+0.000843005j 0.230225+0.00103276j 0.0595318+0.00568567j -0.127817-0.0024912j -0.115215-0.00484597j -0.0184818+0.00280802j 0.0657427+0.0100281j -0.0227681-0.00296656j 0.0376826-0.00223236j -0.00373312-0.000181292j -0.0643816-0.00400466j 0.0784852+0.00118419j 0.0302908+0.00301713j -0.0195721-0.00243388j -0.0142452+0.00325038j 0.026944+0.00148183j 0.00514204-0.00173319j -0.0100902-1.15814e-15j -0.014256-0.00529904j 0.0525346-0.00359811j 0.00794952-0.00178574j 0.0109538-0.00266867j 0.0272016+0.00186701j 0.041737-0.00604485j 0.00243299+0.00233642j -0.000901373-0.000515253j -0.00785932-0.00361687j 0.00180576+0.00268011j 0.0482619-0.00265129j -0.0254934+0.00192684j 0.00309283+0.00237892j 0.0099166+0.00035191j -0.0265627-0.000224273j -0.0158393-0.00255762j 0.0160438+0.00340145j 0.0155324-0.000935741j -0.0242067-0.0051385j -0.0118039-0.000745712j 0.0124076+0.00258065j 
0.0111844-0.0102828j 0.105071+0.00539379j 0.0555908+0.00265207j -0.0147577+0.00350108j -0.0416148-0.00396846j -0.0496862-0.00282804j 0.165286+0.00713057j -0.0572296-0.0116942j -0.113476-0.00297417j -0.0240282+0.00505258j -0.0120777-0.00586377j -0.000293003-0.000669831j 0.0961624+0.000576857j -0.00246744+0.00484069j 0.115381-0.00322953j 0.0439803+0.000558168j -0.118996-0.00160137j 0.0364508+0.00083459j -0.205389+0.000162157j -0.0526258-0.0038256j -0.0547645-0.000421513j -0.252512+0.00386445j -0.024559-0.00230908j -0.0308565-0.000311851j -0.0340892+0.00255055j 0.00869368-0.000449498j 0.0330776+0.000808008j 0.0245168+0.00725712j -0.0141478-0.00189293j 0.0292792+0.00315259j 0.130695+0.00470946j -0.0723357+0.00291173j -0.0931393+0.0032673j -0.0811987+0.00146909j -0.149115+0.00225814j -0.0202281-0.00491189j -0.0464747-0.00425362j 0.0554071-0.00289432j -0.0393001-0.00181641j 0.0682215+0.002271j -0.041162+0.00169688j 0.0663555-0.00162398j 0.0263313+0.00143408j -0.07072+0.00189087j 0.00589816-0.00328807j -0.0211891-0.00223944j 0.00534699+0.00291489j -0.014256+0.00529904j -0.00649933-3.04444e-16j -0.0542124-0.0019691j 0.00734012+0.000787269j 0.00949839+0.00244565j -0.00784856+0.00248611j 0.00938934+0.0030483j -0.00781316+0.00195134j 0.00758392-0.000497957j 0.00228925+0.000432642j -0.00883358+0.00228108j 0.0160726-0.00211798j 0.00847292-0.000725342j -0.0173748+0.000590586j -0.0190701+0.00110226j 0.0225945-0.00308117j -0.0317098+0.00223332j 0.00845012+0.00117725j -0.0296741+0.00357415j 0.0204142+0.000808406j -0.0259528-7.65092e-05j 0.001032+0.00460415j 
0.119341-0.013932j 0.146364+0.0190658j -0.0259116+0.00323446j -0.0187837+0.000964959j 0.00827095-0.00830519j -0.0773349+0.0052213j 0.0349277-0.00467075j -0.0837125+0.00376336j -0.24111+0.00062521j 0.162427+0.00281694j 0.0423955+0.000524132j 0.0341187+0.0036594j 0.0632381-0.00412762j -0.0740797-0.00574762j 0.0883107+0.00378157j -0.0424273+0.00331845j -0.0875254+0.000370986j 0.105701-0.000179382j -0.182389+0.00152034j -0.0417051+0.0044063j -0.0818338-0.00391209j -0.379337+0.0044145j -0.0395924+0.00275542j -0.0735737+0.000905854j -0.0284211+0.00213352j 0.0200573-0.00174349j 0.0183106-0.00167618j -0.213351-0.00022941j 0.056855-9.28481e-05j -0.110799-0.00107618j -0.158539-0.00188423j -0.0110898-0.000494473j -0.0122083+0.00246859j 0.00952841-0.0007628j -0.0630348+0.00340005j -0.027581+0.00149379j -0.0116427+0.0044665j 0.0319265-0.00085587j 0.114045+0.00179705j 0.0493151+0.000848718j 0.0321963+0.00202926j 0.0656409-0.00134416j 0.0283305+0.0010623j 0.0256927-0.00423187j 0.00122566-0.00254332j -0.00074699-8.95841e-05j -0.0143287-0.000240551j 0.0525346+0.00359811j -0.0542124+0.0019691j -0.0328505+6.1084e-16j -0.0747952+0.000247871j -0.0301852+0.00111679j 0.00878297-0.00353585j -0.0819606+0.00570673j 0.0278583-0.0024512j 0.0242267-0.0026281j 0.0134531-0.00206907j 0.00827406-0.000793369j -0.0153899+0.00316493j 0.00729718+0.00208994j 0.00904323+0.00208899j -0.0115991+9.71001e-06j 0.0510772-0.000917851j -0.0487283-0.00228876j -0.02621+0.000247294j -0.0180344+0.00187123j 0.0376231+0.00398277j -0.0290609-0.00210766j -0.0129519+0.00254322j 
-0.0207362+0.000333293j -0.00621557-0.00211179j 0.027183-0.000647383j 0.000565068+0.00149974j 0.0399547+0.00022428j 0.0229068+0.000264556j -0.0101815-0.000837638j 0.0358425-0.00135784j -0.0148142-0.000102119j -0.0513223-0.0015902j -0.0483466+0.00221969j 0.00426704+0.000117842j -0.0106408+0.00103621j -0.002483+0.00162172j 0.0066916-5.67857e-07j 0.0230119-4.89052e-06j 0.015047-0.000744999j -0.0400074+0.000685871j 0.0290617+0.000465172j -0.00419238-0.000881829j 0.011905+0.000224195j 0.00279911-0.000795448j 0.000454209-0.00020143j -0.0114129+0.000221306j 0.0139854+0.000293071j -0.0465376-5.26725e-05j 0.00994173+0.0012334j 0.0399113+0.000250337j -0.0192298+3.05198e-05j 0.193438+8.16831e-05j -0.0980997-0.000566398j -0.00444876-4.2214e-05j 0.0268738+0.000172737j -0.0430294+0.000519441j -0.0374236+0.000594877j -4.80578e-06-0.000564266j 0.00741256+0.000693892j -0.0530251+0.000811961j 0.0407002+0.000685527j 0.0436219+0.0020084j 0.0580579+0.0013103j 0.0129654+0.000961775j -0.0072941-0.00132076j -0.0120562-0.00119848j 0.0986796+0.00558372j -0.0113883+0.00364195j 0.0104805+0.000892512j 0.00794952+0.00178574j 0.00734012-0.000787269j -0.0747952-0.000247871j -0.912812-2.72219e-13j 0.00900005+0.000483644j 0.0511461-0.00265387j 0.00351848+0.000607008j 0.065676-0.00165933j 0.0436717-0.000564112j 0.0402549+0.000681301j -0.0960925+0.00405888j 0.00144525+0.000538361j 0.0473119-0.00244868j 0.02047-0.000728696j -0.00873806+0.000582453j -0.01685+0.000116732j 0.00872464+0.000476178j -0.00107904-0.000352054j 0.00977486-0.000494015j -0.00670656-0.000807101j 0.0028904-0.000149769j -0.0013072-0.000165805j 
0.00226805+0.00399695j -0.0251812-3.49318e-05j 0.0182553-0.00160312j -0.00605514-0.000722197j -0.027333+0.000120418j 0.00808381-0.00189216j 0.0115915+0.000757471j -0.0402549-0.00247855j 0.0137789-0.0022573j -0.0135497-0.00580307j -0.0240855+0.00893439j -0.0117196-0.000508918j -0.0111985-0.000106178j 0.012998+0.000715937j -0.0379229-0.00364532j 0.0167522-0.00344978j -0.0451852-0.00510144j 0.00330601-0.000234031j 0.00439895+0.00365185j -0.00560067-0.00205217j 0.00615932-0.00256205j 0.0401875+0.00407498j 0.0123098+0.00268731j 0.0408023-0.00218099j -0.0494549-0.000542581j 0.0224836+0.0018763j 0.066637+0.00908007j 0.0343547-0.00238165j -0.00859653-0.00104034j 0.0532282-0.000173211j 0.0983968+0.00459475j -0.0390389+0.0041264j -0.0135388+0.00522087j -0.0238631-0.0013856j -0.00979596-0.00189464j 0.0227665-0.00334666j 0.0235927+0.00470641j 0.0189944-0.00124688j -0.0322002+0.000964371j -0.0200229-0.000505376j -0.00883934-0.000520424j 0.00717357-0.000242891j 0.0201235+0.00179107j -0.0130925+0.000983779j 0.00620355-0.000310577j 0.0100173+0.00127797j -0.0125654-0.000415613j 0.0109538+0.00266867j 0.00949839-0.00244565j -0.0301852-0.00111679j 0.00900005-0.000483644j 0.0182098+3.40873e-16j 0.0102025+0.00282865j -0.0532462+0.000390785j 0.0356099-0.000474446j 0.00168255+0.00073048j -0.0242699+0.00158275j 0.0397339+0.000379047j -0.0260139-0.00117757j 0.0100936-0.0011429j 0.0304574-9.63227e-05j 0.00819886+0.000420765j 0.00440749+0.00130911j -0.0146789-0.000937358j -0.00587238-0.00336587j -0.00786282-0.000336061j -0.0069108-3.76809e-05j 0.00702958+0.000937908j 0.00636363-0.0013611j 
0.0207735+0.00588958j -0.0399228+0.00295676j -0.0221699-0.00386035j 0.0425834-0.00110721j 0.0403352+0.00479909j 0.0360205+0.0101663j -0.0739985-0.00348806j -0.0156957+0.00104491j 0.0372467-0.00252479j -0.00169599+0.000285682j -0.0274368-0.00264675j 0.000701053-0.00190075j -0.0649466-0.000417857j 0.00959281+0.00119516j -0.0492237+0.00550584j 0.00338774+0.00161986j 0.0463128+0.00528878j 0.0180011-0.00348367j 0.0439227-0.00278887j -0.0285407+0.00210675j 0.0203769-0.00248951j 0.0551617-0.00358325j 0.0221817-0.00272137j 0.00790979-0.000716661j -0.0750746-0.00564431j 0.0214367+0.00179535j 0.0974767+0.0021476j -0.0183344+0.000452053j -0.0096196+0.00370686j 0.0187015-0.00699756j -0.0443615-0.00570678j -0.0110078+0.000194404j 0.0742022+0.00607515j 0.0652213+0.00134362j 0.0339708-0.00543793j -0.00681313-0.000599014j 0.0302623+0.00383262j -0.0202251-0.00063837j 0.0267904+0.00369999j -0.00926115+0.00437818j 0.026608+0.000909431j -0.0401168+0.000282479j 0.00536378+0.00141638j 0.03455-0.000329265j 0.00120837+0.00122283j 0.00278312+0.00260897j 0.0103217-0.00206685j 0.0272016-0.00186701j -0.00784856-0.00248611j 0.00878297+0.00353585j 0.0511461+0.00265387j 0.0102025-0.00282865j 0.0368217+3.79688e-15j 0.0256484-0.000267213j -0.0399413-0.00312043j -0.0147157-0.00110638j 0.0258136-0.00156284j -0.0171901-0.00324654j 0.001099+0.00260058j -0.0139117-0.00157635j -0.0161689+0.000621581j -0.00102684-0.000720916j 0.000680211+0.0013534j 0.0165642-0.00199046j -0.0144687+0.000297932j 0.00287475-0.00278796j -0.00420978+0.000182735j 0.0063712-0.00147023j -0.0138305-0.00149359j 
