-0.022019-6.93889e-17j 0.0115834-0.00233796j -0.0220004-0.00274286j -0.0418641+0.00428325j 0.0376253-0.00496765j 0.0508796-0.00589314j -0.0266277-0.00338268j 0.0270118+0.00827431j -0.0312183+0.0132193j 0.0263205+0.000285608j 0.0248782-0.00610808j -0.0268963+0.00263082j 0.0285175-0.00471201j 0.0248261+0.000355951j -0.0156662-0.00160013j -0.0171963+0.00270467j -0.0017322+0.00398815j 0.0109201+0.000721116j 0.0306824-0.00159346j 0.0195804+0.00907825j 0.0473207-0.000532275j 0.0178801+0.0011187j -0.0196329+0.0124765j 0.063512+0.00126723j -0.0253835+0.00588989j 0.0166795+0.00251675j -0.00903019-0.00772537j -0.0457986-0.00710734j -0.000140338+0.00284706j 0.00142814-0.000711058j -0.0127206-0.00315834j 0.0169015-0.00201782j -0.0325147+0.00148787j 0.0139992-8.76171e-06j 0.00865824+0.00296748j 0.0341143+0.00792486j 0.0332964+0.0107616j 0.00723748-0.00201364j -0.0044617-0.0212757j 0.0164309+0.00122444j -0.00143191-0.0131466j -0.00345566+0.00743428j -0.0109616+0.00639723j -0.011052+0.00703215j 0.0168566+0.0496324j -0.020423-0.00206711j -0.000522273+0.0134678j 0.00791528-0.0213433j -0.0189497+0.011856j -0.00913657-0.00563289j -0.0136652-0.0171453j 0.00497174-0.0127516j -0.000716749+0.0140063j 0.00117371+0.00744799j 0.000145376+0.0115682j -0.0100927-0.00335137j -0.00858645+0.0588867j 0.0109487+0.0199704j -0.00981198+0.00331728j -0.0138924+0.00483517j -0.0221363-0.013936j -0.00176935+0.0160484j 0.00747948+0.00673865j 0.0118126+0.00804344j 0.00258612-0.0175114j 0.017818-0.0314507j 0.00629307+0.0172519j 0.0140717-0.00451623j 0.00730186+0.00660621j 0.00849553-0.0145683j -0.00837804-0.0178556j -0.00764044-0.017657j 0.00658593-0.00657074j 0.00489743-0.00741659j -0.0173147-0.0103044j 0.0011437-0.00563358j -0.0119802-0.0254393j 0.000738179+0.0104448j -0.00205328-0.0129187j -0.022842+0.0142824j 0.0155443-0.00621848j 0.0132058+0.0191526j -0.0361343+0.00469267j -0.00925208+0.0405841j -0.0226557+0.0253932j 0.0151109-0.0759412j 0.0218192+0.0483186j -0.00693236+0.00369425j 0.045388+0.0799271j 0.201964-0.223046j 0.0641917+0.358676j -0.0761674+0.0770105j 0.0345397-0.0674659j 0.100298+0.0248209j 0.404004+0.0755836j 
0.00658593+0.00657074j -0.0129296-0.0300508j 0.0163641+0.0217855j 0.005935-0.0370872j 0.0139785-0.000453724j 0.0218909-0.0207101j 0.00521435-0.0320243j 0.0079651-0.0534662j 0.0327144-4.35764e-05j -0.0267241-0.0316424j 0.0222561-0.0594444j 0.0110358-0.0297003j -0.0446491-0.0471262j -0.0063871-0.0056577j -0.0136196-0.00964618j 0.0123012+0.0298091j 0.00371973-0.0112689j -0.00878098-0.0109468j -0.0128543-0.0177477j 0.0124093-0.0254004j -0.00457487+0.0241789j -0.0447271-0.0596014j 0.00621737-0.0150328j 0.00850183-0.0198303j -0.0232542-0.0886811j 0.00896524+0.0271595j 0.011277+0.0631714j -0.0499418-0.00713023j 0.0222188-0.014934j -0.00622313-0.0140973j -0.00658571+0.0253085j 0.0194077+0.0200427j 0.0441198+0.0217182j -0.0216962-0.0364821j 0.00975747+0.0318276j -0.00753331-0.0344701j -0.0165952+0.0356834j 0.0325095+0.0712055j -0.0161127+0.0303982j 0.0314159+0.0778484j 0.0346197+0.0683364j -0.0267997-0.00337889j 0.0174497+0.00847761j 0.0246906-0.0254614j 0.0603491+0.0141796j 0.177114+0.117184j -0.0648008+0.0452288j -0.055148-0.0517793j 0.0605256+0.103576j -0.0627986+0.0489953j -0.0727897+0.110686j 0.0711362-0.0877756j 0.0408132-0.00840679j 0.0279715-0.0737074j 0.0299667-0.0594667j -0.0299765-0.0307301j 0.0851014-0.0610466j -0.00130382-0.0616087j 0.0266921-0.0111704j -0.00610097-0.0298092j 0.0332839-0.0173575j -0.0130426-0.041099j 0.0207894+0.029221j -0.152213-0.112924j -0.0320226-0.0638847j -0.0821646-0.0218765j 0.126399-0.125725j 0.0628667-0.101533j 0.0135004-0.0928935j -0.0933569+0.0582393j -0.00290592-0.0509697j -0.05342+0.060732j 0.155212-5.55112e-16j 0.005849-0.111974j -0.0119209+0.00725124j 0.0348199-0.0864835j -0.0400866-0.0237511j 0.0110045+0.0413788j -0.0129472-0.058798j -0.0863038+0.000188694j 0.0769086+0.0237213j -0.0321907-0.013386j 0.0210641+0.0186087j -0.112648+0.0180983j 0.0542942+0.0242654j 0.0586285+0.0752371j 0.0273746+0.0134784j -0.0141326+0.0807808j -0.0241283+0.129273j 0.0248601+0.017585j -0.0145819+0.0114123j -0.00750665+0.0264066j 0.00453176+0.0401081j 0.00546165+0.0091879j 0.00851536+0.0201011j 
0.00489743+0.00741659j -0.015069+0.00733419j -0.0235333-0.0591101j -0.074882+0.0434607j -0.00433619+0.0175881j -0.0471792+0.043249j -0.0413364-0.0202088j 0.031802-0.0127637j 0.0326374+0.0174933j 0.0125707-0.0178279j 0.0136028-0.000289553j 0.0288116+0.00189187j 0.0375719-0.0345152j -0.011221+0.000321963j -0.00590423-0.0152529j 0.0024109-0.0292506j 0.0181628-0.0239096j -0.0170156+0.00196827j -0.00924339+0.00454244j -0.0225428+0.0158507j -0.0100584-0.0254073j -0.0163595-0.0030414j 0.0241262-0.0224721j 0.011416-0.0592449j -0.0362594+0.0324527j 0.00134671-0.0492173j 0.0240129+0.0548924j 0.077014+0.0242643j 0.0121639-0.0214027j 0.0406831+0.0145378j -0.0405142+0.0486969j 0.00386263+0.00484197j -0.0560548+0.0173055j -0.0346985+0.00373862j -0.00642784-0.00683646j 0.0139938+0.0170596j 0.0708965+0.0662369j 0.0333272-0.0299757j -0.0290515-0.029283j -0.0900629+0.0884284j 0.0784738-0.0816937j 0.0200578+0.00548156j 0.0716578+0.0322376j -0.0595215+0.00702634j 0.0191117-0.0659072j -0.0454259+0.0314846j 0.054081+0.0317111j -0.0503111-0.0732028j -0.137793-0.00673656j 0.00435142-0.0172396j 0.0276556-0.0798056j 0.0494055+0.0201762j -0.0219624+0.0691049j 0.0605521+0.0912103j 0.017131-0.02484j 0.0090644-0.0206207j -0.0100779+0.0236171j -0.0460244+0.0249622j 0.114131-0.106188j -0.0163624-0.0428474j -0.0610025-0.0332019j -0.0385517-0.000240759j -0.11584-0.0972883j -0.147315+0.0691067j 0.0399922-0.0712337j -0.00648335-0.0172864j -0.0280847-0.200389j -0.0483841-0.0471397j 0.00379202+0.0508921j 0.0363212-0.163331j -0.105035-0.0753333j -0.106416-0.0640581j 0.005849+0.111974j 0.13237-2.498e-15j -0.102436+0.00723079j 0.0590722-0.00343269j -0.0145109+0.0121033j 0.00359518+0.00243672j 0.013837+0.0435925j 0.00552302+0.0214489j -0.0188663+0.0486871j 0.0345484-0.00250244j 0.00314451+0.0124146j 0.00513164-0.0718245j -0.0666613+0.041202j -0.0789044+0.0178881j -0.0210342-0.0433172j 0.0390045+8.21796e-05j -0.0688929-0.0248633j 0.0043477+0.0129155j 0.000693403+0.0225027j -0.0176148-0.0273526j -0.0398131-0.0125259j -0.0192855-0.00356086j 0.0110631+0.0021682j 
-0.0173147+0.0103044j 0.00220978-0.0105731j 0.00293666-0.00155054j -0.00761364-0.0189696j -0.0204466-0.0107848j -0.0310017-0.0174277j -0.0568783-0.0295196j 0.0138591-0.0216192j -0.00581572-0.0210183j -0.0321872+0.0179896j 0.0114285+0.017484j -0.00702913+0.00483606j 0.00345695+0.0136453j -0.0182876-0.00372006j 0.015604+0.0377646j -0.00106719-0.0287918j -0.00196893+0.00999019j -0.0128739-0.00442434j 0.00314961+0.0265346j -0.026273-0.0433716j 0.00177545-0.00795773j 0.0039101+0.0474238j -0.0206356-0.0103952j -0.00682026-0.00631484j -0.0311104-0.0430091j 0.0743337-0.0429489j 0.0176405-0.0247751j -0.0157242+0.0297412j -0.0165576+0.015569j -0.000167897-0.0408422j -0.0108687-0.0288109j -0.00989718+0.00175917j 0.0479229+0.0196641j -6.96363e-05+0.0279876j 0.032005-0.00909494j 0.0230165+0.057084j 0.0397998+0.0475016j 0.0452622-0.0120677j 0.0066527+0.0136586j 0.032194+0.00296813j 0.0386811-0.084378j -0.0032046+0.0277769j 0.000202155-0.0258387j -0.0587645+0.0041644j -0.0324206-0.0697396j -0.0386602-0.0730237j -0.0211754+0.00106471j -0.0253052+0.0135346j 0.0331826-0.0521567j 0.0726044+0.0935114j 0.0265693+0.0172974j 0.00784686+0.0429139j -0.0256382-0.0227457j 0.0300567+0.0149978j -0.0345263+0.00461837j -0.0206471-0.079285j -0.065106+0.0299209j -0.0350038+0.0137642j -0.066892+0.00900593j -0.0202214-0.119499j -0.079139-0.140635j -0.149716+0.00572833j 0.160662+0.0840662j -0.0825528+0.0743512j 0.0129361-0.0548698j -0.107983-0.129803j -0.145939-0.0327694j 0.0365839-0.105978j 0.224688-0.156561j -0.0388603+0.00254371j 0.00266464+0.238812j -0.0172711+0.0883601j -0.0119209-0.00725124j -0.102436-0.00723079j 0.022329+9.57567e-16j -0.0403982-0.00379055j -0.0867686+0.0253295j -0.0128491+0.0255159j 0.00856169-0.00719841j -0.0351112+0.0530674j -0.0113839-0.0380296j -0.0236502-0.00235697j 0.0386439+0.000225086j 0.0444343+0.0367091j 0.0149108-0.0318924j 0.0107738-0.0238812j 0.0241518-0.0261837j 0.00928729-0.0105782j 0.0157008-0.0313598j -0.00809598+0.014402j 0.00721111+0.00548967j -0.0286077+0.0167333j -0.00359072-0.00275832j -0.00677975-0.00195434j -0.00184807-0.0123338j 
0.0011437+0.00563358j 0.0146895+0.0126632j -0.00773494+0.0581997j 0.0165997+0.0601513j 0.00987334+0.0646335j -0.00232383+0.00511821j 0.00122185+0.0326323j 0.0343764+0.0958298j -0.00563964+0.031086j 0.0260455+0.050462j 0.0259041+0.00509778j 0.0374029+0.0605361j 0.0368392+0.0226453j -0.00305172-0.00702391j 0.0230993+0.00217791j -0.0220478+0.00281106j 0.00327818-0.00370869j -0.00324759-0.0127972j -0.00527208-0.0117985j 0.00441307+0.00182524j -0.0291643-0.0103419j 0.0251799-0.0404596j 0.00872576+0.0248447j 0.0248278+0.0613966j 0.0658446+0.0165462j -0.0339203+0.00111555j -0.0460391-0.0563423j 0.0306428+0.0589142j 0.0232396-0.0240438j -0.00295885-0.0174072j -0.0157233-0.0483036j 0.00475571-0.00115267j 0.0210581+0.0133363j 0.0290127+0.0162739j -0.0192858+0.0155865j 0.0322279+0.0465027j -0.049511+0.000923113j -0.0425101+0.00131453j -0.0188758+0.0341039j -0.0342178+0.0644283j -0.0389837-0.0163447j -0.0844408-0.0145096j 0.0249038-0.00609196j 0.0338285-0.0482957j -0.0825316+0.0326072j -0.155954+0.125212j -0.00952272-0.106022j -0.0520676-0.0184116j -0.0115554+0.0712772j -0.045544-0.0246119j -0.0551136-0.00512277j 0.0373278+0.0824619j -0.0397684-0.0167489j -0.014977+0.0622033j 0.0690158+0.0288353j -0.0229688-0.0856774j 0.00053609+0.059964j -0.00672022+0.0464383j 0.0279118+0.180685j 0.0901621+0.107192j -0.0415452-0.0459866j 0.195073-0.0562224j 0.072436-0.0154357j -0.0265689-0.100591j 0.0358656-0.114185j -0.0457608-0.0665113j 0.0614901+0.00894651j 0.0669574-0.0256671j 0.169972+0.0229566j -0.0131786-0.00520516j 0.00526765+0.0750862j 0.05712-0.0413826j 0.0348199+0.0864835j 0.0590722+0.00343269j -0.0403982+0.00379055j -0.0421406-2.43382e-15j 0.0487862-0.0133182j -0.0832085+0.0332257j 0.0497478-0.0316438j -0.0166714+0.0221208j 0.016373+0.061918j -0.00470867-0.0909706j 0.023493-0.0783651j 0.00684319-0.0726301j -0.0437313-0.0185633j 0.0175628+0.0134135j -0.0389975+0.0767176j -0.0535611-0.035051j -0.0761926+0.00473757j -0.0104246-0.000361818j 0.0307611-0.00475923j -0.0260655+0.0230682j -0.0224839+0.066437j -0.00317873+0.0224567j -2.02668e-05-0.020932j 
-0.0119802+0.0254393j 0.0119598-0.00205267j -0.0124719-0.0293132j 0.00159802-0.00885685j 0.0237519-0.024234j 0.0410252-0.0393023j -0.00310018-0.0169764j 0.0345902+0.00506862j -0.00442437+0.0223147j -0.0116278-0.0129431j 0.0319031+0.00313441j 0.000501526+0.0866148j -0.0176906+0.014367j 0.0006205-0.0359253j -0.0201081-0.0110331j 0.0214628+0.0333771j -0.00142571+0.00549281j -0.0454052-0.0502541j -0.0136506-0.0204486j 0.0321565-0.0158171j 0.000763754+0.00891867j -0.0059437-0.07124j 0.0177929-0.0629639j 0.0307619-0.0261178j 0.0723697-0.0916312j -0.00677498-0.0133973j -0.0138055+0.00418076j -0.0728876-0.0548528j -0.00617512+0.0338836j 0.0348637+0.0231757j 0.0262495+0.0174035j -0.011985-0.0219671j -0.0338942+0.0186977j 0.0183288+0.00932006j -0.00124817+0.00215217j -0.013115+0.0444344j -0.0722077+0.0406908j -0.0587981+0.00219308j 0.0480696+0.0583135j -0.0401749+0.00294586j -0.00608909+0.049283j 0.0438268-0.0247254j 0.0287074-0.0029742j 0.068191+0.0923745j 0.0286745+0.0254281j -0.0490526+0.00586051j 0.0196584-0.0414352j 0.0714385+0.0038868j -0.0179133+0.00927319j -0.0281792+0.0209701j -0.0602119-0.0581198j 0.00153978+0.100628j 0.108557+0.0229137j 0.0576648-0.0343359j 0.0589195-0.0326051j 0.0471519-0.0256275j -0.0435537-0.0757157j -0.0523589+0.0539773j -0.0551737-0.04526j 0.057771-0.109512j 0.157629-0.0580954j -0.0564556-0.00107663j -0.0711909+0.096891j 0.120535-0.136858j 0.199587+0.00190088j 0.0353801-0.121119j 0.0262823+0.0789329j 0.0532561+0.161864j 0.132537+0.187785j -0.0740331-0.0898847j -0.0553134+0.0368882j -0.0435254+0.032699j -0.0400866+0.0237511j -0.0145109-0.0121033j -0.0867686-0.0253295j 0.0487862+0.0133182j -0.0422417-8.74301e-16j 0.0306548+0.0373902j 0.00106383-0.0680018j -0.0546643-0.0196925j -0.0350231-0.00837538j -0.0205276+0.0222893j -0.0382519+0.0564832j -0.0201298-0.000206985j 0.0337392+0.0421452j -0.0462317+0.0209163j 0.0623708-0.041006j -0.0147345+0.0738953j 0.00526361-0.0189327j -0.00931235+0.00522342j -0.00663763-0.00124417j 0.0121104-0.00801723j 0.00143806-0.0476303j 0.00209097-0.0127148j -0.00611109+0.00761078j 
0.000738179-0.0104448j 0.000632411+0.0219094j 0.0177339+0.0581133j 0.00638089+0.0279719j 0.00616082+0.0623822j 0.0507793+0.0401015j 0.0562479+0.0146643j 0.0377947+0.121749j -0.00558825+0.0274026j 0.0287423-0.0280737j 0.0113856-0.0396292j -0.0320043-0.0205695j -0.0288356-0.0146363j 0.0351659+0.00666659j -0.0122035+0.0381348j 0.00127395-0.0280405j -0.0210443-0.0542202j 0.00657512-0.0552274j 0.0112124-0.0307439j 0.0242548+0.029408j 0.0174087+0.0111683j -0.00616335-0.0165574j 0.0462917+0.103133j 0.00872695+0.0583652j 0.0444272+0.0194383j 0.0140306+0.0538283j 0.0408392-0.0226599j 0.0279828+0.0553286j 0.0136735+0.00630642j 0.00586484+0.00405813j -0.0113545+0.0300623j -0.00161693+0.0055454j 0.0240945-0.00665267j -0.0168824-0.00702146j 0.00295033-0.00768679j -0.0481039-0.0911353j -0.00396286+0.0445384j 0.0478356+0.0861286j -0.0622253+0.0460003j 0.036155+0.0166991j 0.0123663-0.0787336j -0.188352+0.0659803j 0.0225701-0.0364334j 0.00286314+0.028863j -0.00417221-0.00622576j 0.0291792-0.118747j 0.0955222-0.0251888j -0.0251008+0.00131542j 0.0610789-0.0668993j 0.021224+0.0438505j 0.0656314+0.0676936j -0.0393008+0.0261425j -0.0576512+0.0384766j -0.0461956+0.029767j 0.00955729+0.00110833j 0.0258398+0.0424092j 0.0113996-0.0116974j -0.0210888-0.147451j 0.0558206-0.052746j 0.0798259-0.158956j 0.110674-0.00122132j -0.219292-0.0774583j -0.121549-0.0161815j -0.0165504-0.00524208j 0.00817486+0.024989j -0.00422573-0.0781833j 0.0650254-0.107934j -0.0388915+0.0968681j 0.0697138+0.0675684j 0.0941462-5.20404e-05j -0.0512236-0.0193927j 0.0046407-0.0415776j 0.0110045-0.0413788j 0.00359518-0.00243672j -0.0128491-0.0255159j -0.0832085-0.0332257j 0.0306548-0.0373902j -0.089339-4.0197e-14j 0.0170831-0.000433695j 0.000180071+0.0319072j 0.00749604+0.000933914j -0.0220992-0.0600532j 0.0353079-0.0554365j -0.00101977+0.0341228j 0.000628525-0.0420663j 0.0455006-0.00785462j -0.00245782+0.10427j -0.0129599-0.0167323j 0.0316516-0.00403335j -0.016816-0.0111538j 0.0170998-0.00473282j 0.00468797+0.0366382j 0.0172913+0.0258943j 0.0024798+0.00283884j 0.0076365-0.0137963j 
-0.00205328+0.0129187j 0.0177969+0.0150312j -0.0351121-0.0430243j -0.00382617+0.0665754j -0.0331706-0.00261344j 0.00849681+0.02436j 0.0356737+0.0512032j -2.672e-05+0.0528093j 0.00504084+0.00826718j 0.0623826+0.0562839j 0.0468891+0.000542533j 0.0156562-0.0108733j 0.0171162-0.02382j 0.00765546+0.0248762j 0.028004-0.028823j -0.0469624+0.00433349j 0.00692755+0.000312473j 0.0224851+0.0276431j 0.0445698+0.0193718j -0.0294686+0.056985j -0.031463+0.00189749j 0.0612158+0.0436987j 0.0129547+0.0490427j -0.0322009-0.0351545j 0.0399008+0.0437809j -0.0351244+0.0723045j -0.000844105+0.0322515j 0.0476996-0.0383621j -0.0041889+0.0318822j -0.00173482-0.0183089j -0.011422-0.0184086j 0.00994698-0.010287j -0.0422674-0.00250923j 0.0446216-0.0167326j -0.0261054-0.00852943j 0.0496432-0.0895788j 0.0484388+0.0256028j -0.0233675+0.106493j 0.0121857-0.00794166j -0.00587224+0.0306634j -0.081683+0.0105263j -0.0378943-0.00972094j 0.0310329-0.0286699j 0.0109957-0.0071689j -0.0296492+0.0765652j -0.0366347+0.0750303j -0.0313613+0.0141552j 0.123018-0.0413385j -0.125151-0.109117j 0.033892-0.0879791j -0.0164718-0.0594934j 0.0788175+0.00374341j -0.0515183+0.0171201j -0.0380358+0.0144566j -0.0236112-0.00600862j 0.033966+0.0253231j 0.0265751+0.112353j 0.0661314-0.0463344j -0.0978167-0.0113763j -0.0723721-0.10438j -0.00475289+0.0710951j -0.120809+0.126477j 0.0134166-0.0340368j 0.0396397-0.106237j -0.0968726-0.0178246j -0.099912-0.1212j 0.196839+0.0862668j -0.0414817+0.0420783j 0.0407858-0.157522j -0.0820723+0.0838619j 0.114445-0.015243j -0.00532473+0.0285123j -0.0129472+0.058798j 0.013837-0.0435925j 0.00856169+0.00719841j 0.0497478+0.0316438j 0.00106383+0.0680018j 0.0170831+0.000433695j -0.0164872+1.38778e-16j 0.00333634-0.0230765j -0.016175+0.0304947j 0.0156783+0.0180363j -0.00433769+0.0347182j 0.0207808-0.0803753j -0.00246103+0.00967142j -0.0738305+0.0232649j -0.0086903-0.0309683j -0.0270711-0.00499893j -0.0455403-0.0300069j 0.00890882+0.00843153j -0.0105012-0.0101684j 0.00994044-0.023527j -0.0304599-0.0411015j -0.00800363-0.000236867j -0.00923174-0.000405876j 
-0.022842-0.0142824j 0.00969277+0.0154074j -0.0320049-0.0207945j 0.0223192+0.0380259j -0.0442599-0.0577648j -0.0347342+0.00918326j -0.0482289+0.0371542j -0.0599732-0.0655878j -0.0149978-0.0655629j 0.0137928+0.100142j 0.00180371+0.00651668j -0.00929962-0.030887j -0.021613+0.0103909j -0.00518939-0.0310447j -0.000392453+0.0372823j 0.00555965-0.0331145j 0.00120087+0.0170714j 0.0289769+0.0335906j -0.0139267+0.0684962j 0.0238362-0.0174697j -0.00832437-0.0188294j -0.0122612+0.129473j -0.0365761+0.0071655j -0.0549363-0.0497803j 0.0564887+0.0492838j 0.00883823+0.0310331j 0.020722-0.000173137j -0.0070416-0.015483j -0.019052+0.0161306j 0.0208277-0.0888858j 0.0446487-0.0831406j 0.0103056+0.0257387j -0.0272033+0.0147815j -0.0220493+0.0131796j -0.00298048-0.0136617j 0.00485715+0.000218877j 0.0213607-0.013532j -0.041132+0.0392929j -0.0509849+0.0109228j 0.0141277+0.00660973j 0.0256937+0.00682986j 0.0805944-0.0795952j 0.0156362-0.0359373j -0.0765629-0.0753513j -0.00536871-0.00814338j 0.05781-0.0211025j 0.0327543+0.0507322j 0.0357533-0.0359237j 0.0312672-0.0795724j -0.0388436-0.0237097j -0.00517187+0.0193402j -0.0227387-0.0331457j -0.0856789-0.0954829j -0.13775+0.07429j -0.0380637+0.00359082j 0.0633044+0.0140133j -0.0394134-0.0190242j 0.0439196-0.062015j -0.0774512+0.0101137j 0.162808+0.0955416j 0.0282865-0.0330317j 0.0502825-0.182446j -0.0272073+0.16753j -0.102999-0.0882028j -0.0457168+0.0182066j 0.186623-0.0949097j 0.102307-0.0471431j 0.136242-0.0128035j 0.0329368+0.124583j 0.00649091-0.0107965j -0.0859193-0.0923938j -0.0474118-0.0270115j -0.0863038-0.000188694j 0.00552302-0.0214489j -0.0351112-0.0530674j -0.0166714-0.0221208j -0.0546643+0.0196925j 0.000180071-0.0319072j 0.00333634+0.0230765j -0.0393156+2.81025e-16j 0.0140914-0.0204239j -0.00212016-0.00654473j 0.0437021+0.0254066j 0.0386454+0.030887j 0.022254-0.0287556j 0.0131185-0.0142852j -0.0105367-0.0258908j 0.0211105-0.0405242j 0.0148588-0.0120134j 0.00330647-0.00676829j 0.00677342+0.00966937j -0.018646-0.0020554j -0.00448-0.00799189j 0.00309421+0.00051919j 0.0123569-0.0064304j 
0.0155443+0.00621848j 0.00353903-0.0114324j 0.0607808-0.0635964j -0.0952309-0.10943j -0.0226613+0.0196489j -0.0112144-0.0380093j 0.0190158+0.0662613j -0.0387631+0.122228j 0.0188334-0.0123178j 0.0451651+0.116679j 0.0122849-0.0360415j -0.00272783+0.0640819j -0.00991761+0.0269746j -0.0122972+0.0289942j -0.00752274+0.00653519j -0.00414139-0.0873711j 0.00737782-0.00480234j 0.000640492+0.00171275j 0.00717301+0.0644477j -0.0396317-0.0462244j 0.010072-0.0763658j -0.0328719-0.104016j -0.00375522+0.0273806j 0.0138131-0.000433512j -0.0290464+0.0668057j 0.00147866+0.0148155j -0.0106563-0.00464038j -0.0767398+0.0313204j -0.0227158+0.047307j -0.00761474+0.0872006j -0.0260626+0.00511777j 0.0109168-0.0155256j -0.037559-0.0238893j 0.0228807+0.0438657j -0.000938474+0.0293774j -0.00914783+0.0622079j -0.091872+0.0480087j 0.0217466+0.0215716j 0.14928+0.0772941j 0.00676467+0.0839978j 0.0236407-0.0942653j -0.041767-0.0582321j 0.0998924-0.0436059j 0.0285798-0.0334j -0.106741+0.0136995j 0.061007-0.0134824j 0.0754739+0.0224025j -0.0358768+0.0460415j 0.0487248-0.0329378j 0.0220827-0.0333581j -0.00976392+0.0447066j 0.0260117-0.0662556j -0.0926722-0.0486605j -0.0240273+0.00564475j -0.0202786-0.0363185j -0.0225085-0.0615813j -0.0788292-0.0316423j 0.0287954+0.119243j -0.0704321-0.0085441j 0.097597+0.0535623j -0.0510426+0.107103j 0.108221-0.0668051j -0.0939589-0.0891372j -0.0213803+0.0284725j -0.0215942+0.018652j -0.0680075+0.00346152j -0.0190578-0.0425502j -0.128685+0.0658802j 0.0195348-0.0232701j 0.0096569+0.0255925j 0.00799265+0.0216655j -0.0189184+0.0230075j 0.0769086-0.0237213j -0.0188663-0.0486871j -0.0113839+0.0380296j 0.016373-0.061918j -0.0350231+0.00837538j 0.00749604-0.000933914j -0.016175-0.0304947j 0.0140914+0.0204239j -0.0659426-5.55112e-16j 0.0291349+0.0342607j 0.00946009+0.0643282j -0.0409522+0.0693763j 0.0719819+0.0592899j -0.0491941+0.0401969j 0.0308532+0.00252632j 0.033181+0.0428488j 0.0577872-0.0390537j 0.00391043+0.00282874j -0.00805346+0.000121889j 0.0295174+0.0039822j 0.0218903-0.0745188j -0.00240825-0.018442j 0.00344548-0.00198467j 
0.0132058-0.0191526j -0.00844358-0.0369708j 0.109217+0.0170691j -0.00123015-0.210934j 0.00855984-0.0123017j -0.00373794-0.0705648j 0.0304234+0.00650288j -0.0333968-0.0135955j 0.000838036+0.00972261j 0.00836691+0.0239162j 0.00795503-0.0769694j -0.0137895-0.0313158j 0.0270498-0.0215728j 0.00181429+0.00540485j 0.0155394-0.0393864j -0.0140453+0.0163396j -0.0107186+0.00724746j 0.028209+0.0567114j 0.0171369+0.0486992j -0.0224503-0.0931985j -0.0192466+0.0405988j 0.0242527-0.0162601j 0.011644+0.0364404j 0.0315573-0.0522602j 0.00407921-0.0485462j 0.0480593+0.0339673j -0.0881084-0.018457j -0.0530356-0.0103707j 0.0336654-0.00215126j -0.04535+0.0181825j -0.0851937+0.0265153j -0.00138169-0.0137403j 0.0527573+0.00490106j -0.00340837-0.00308616j 0.00616878+0.00904521j -0.0113863-0.027563j -0.109524-0.0261022j -0.0144325+0.015752j -0.0235291-0.0366875j -0.0446466-0.0395867j 0.0142384-0.0362532j 0.0441408+0.0210365j -0.0782968+0.0510316j -0.0608599+0.0652307j -0.00243039+0.00853424j 0.0175309+0.112303j -0.0254201+0.0206192j 0.0543021+0.0223388j 0.0377902-0.0427692j 0.0281872-0.0189029j -0.00780188-0.0485898j 0.0682468+0.00607532j -0.0466801+0.00623837j 0.0931703+0.0586626j -0.0112932+0.0269275j 0.0761234-0.00850242j 0.114293+0.00773744j 0.00663938-0.0376354j 0.0413032-0.122731j 0.12176+0.0287268j -0.129225+0.109872j -0.0667256-0.115177j 0.0168287-0.0301127j 0.0713578+0.0384703j -0.0347591+0.0707781j 0.0956406-0.139908j 0.00884564+0.0586232j -0.114482-0.088334j 0.029302+0.0241201j -0.0477163-0.0479839j -0.0378783+0.0426408j -0.0281193+0.0165452j -0.0321907+0.013386j 0.0345484+0.00250244j -0.0236502+0.00235697j -0.00470867+0.0909706j -0.0205276-0.0222893j -0.0220992+0.0600532j 0.0156783-0.0180363j -0.00212016+0.00654473j 0.0291349-0.0342607j -0.120429-1.08679e-13j -0.0486865-0.0624998j 0.0122461-0.12631j -0.110607+0.00334436j -0.016419-0.0663527j 0.01989+0.0391391j -0.083892-0.0180993j -0.0550727+0.0241756j -0.00654658+0.0146465j -0.0145793-0.00889968j -0.0187746+0.0458963j 0.0358863+0.0531662j 0.0179513+0.00948288j 0.0039932+0.0156404j 
