-0.022019-6.93889e-17j 0.0115834-0.00233796j -0.0220004-0.00274286j -0.0418641+0.00428325j 0.0376253-0.00496765j 0.0508796-0.00589314j -0.0266277-0.00338268j 0.0270118+0.00827431j -0.0312183+0.0132193j 0.0263205+0.000285608j 0.0248782-0.00610808j -0.0268963+0.00263082j 0.0285175-0.00471201j 0.0248261+0.000355951j -0.0156662-0.00160013j -0.0171963+0.00270467j -0.0017322+0.00398815j 0.0109201+0.000721116j 0.0306824-0.00159346j 0.0195804+0.00907825j 0.0473207-0.000532275j 0.0178801+0.0011187j -0.0196329+0.0124765j 0.063512+0.00126723j -0.0253835+0.00588989j 0.0166795+0.00251675j -0.00903019-0.00772537j -0.0457986-0.00710734j -0.000140338+0.00284706j 0.00142814-0.000711058j -0.0127206-0.00315834j 0.0169015-0.00201782j -0.0325147+0.00148787j 0.0139992-8.76171e-06j 0.00865824+0.00296748j 0.0341143+0.00792486j 0.0332964+0.0107616j 0.00723748-0.00201364j -0.0044617-0.0212757j 0.0164309+0.00122444j -0.00143191-0.0131466j -0.00345566+0.00743428j -0.0109616+0.00639723j -0.011052+0.00703215j 0.0168566+0.0496324j -0.020423-0.00206711j -0.000522273+0.0134678j 0.00791528-0.0213433j -0.0189497+0.011856j -0.00913657-0.00563289j -0.0136652-0.0171453j 0.00497174-0.0127516j -0.000716749+0.0140063j 0.00117371+0.00744799j 0.000145376+0.0115682j -0.0100927-0.00335137j -0.00858645+0.0588867j 0.0109487+0.0199704j -0.00981198+0.00331728j -0.0138924+0.00483517j -0.0221363-0.013936j -0.00176935+0.0160484j 0.00747948+0.00673865j 0.0118126+0.00804344j 0.00258612-0.0175114j 0.017818-0.0314507j 0.00629307+0.0172519j 0.0140717-0.00451623j 0.00730186+0.00660621j 0.00849553-0.0145683j -0.00837804-0.0178556j -0.00764044-0.017657j 0.00658593-0.00657074j 0.00489743-0.00741659j -0.0173147-0.0103044j 0.0011437-0.00563358j -0.0119802-0.0254393j 0.000738179+0.0104448j -0.00205328-0.0129187j -0.022842+0.0142824j 0.0155443-0.00621848j 0.0132058+0.0191526j -0.0361343+0.00469267j -0.00925208+0.0405841j -0.0226557+0.0253932j 0.0151109-0.0759412j 0.0218192+0.0483186j -0.00693236+0.00369425j 0.045388+0.0799271j 0.201964-0.223046j 0.0641917+0.358676j -0.0761674+0.0770105j 0.0345397-0.0674659j 0.100298+0.0248209j 0.404004+0.0755836j 
-0.0268963-0.00263082j 0.0156112-0.00963822j 0.0594802-0.000530211j -0.0370741+0.00336299j 0.0102836-0.00158044j 0.136102-0.00180996j -0.208935+0.00593789j 0.00316755-0.00113279j -0.04742+0.00539167j -0.0421138-0.000942355j -0.0746066+0.000366069j -0.155252-6.93618e-16j 0.0582032-0.00184123j 0.202771+0.0058766j -0.215018-0.00700269j -0.304256+0.00635474j 0.0188097-0.00490195j -0.199292+0.00234393j -0.150395-0.000498584j -0.0677011+0.00834167j -0.448796-0.0112679j 0.107358-0.0013804j 0.0153755+0.00474054j -0.0562324+0.00421966j -0.088348+0.0082639j 0.0668388+3.15303e-06j -0.0712867-0.00377354j -0.0208006-0.0033362j -0.0306822-0.00115925j -0.030604+0.0130389j -0.0278695-0.00141921j -0.00214562+0.00227209j -0.0138122-0.00252146j -0.00641921+0.00306501j 0.0248397+0.00174377j 0.0682492-0.00702311j 0.0670994-0.00271466j 0.0361025-0.00971567j -0.0478235-0.00405985j -0.0914363-0.00135465j -0.0293952-0.0169173j -0.031291+0.0148109j 0.0204387-0.000603735j 0.0133181+0.0101058j 0.0262676+0.0083909j 0.049037+0.0151927j -0.0537683+0.000987508j 0.0446762+0.00655018j -0.00379699+0.00384764j -0.0319503-0.000553503j 0.00521235-0.0198227j 0.00207181+0.00899958j 0.00894959+0.00719111j -0.031621+0.0118521j -0.025262-0.0257855j -0.00288949+0.0319901j -0.0405116+0.00978654j -0.028074+0.0367136j -0.00275237+0.0205214j 0.0371155-0.0301544j -0.0123419+0.0608717j 0.021675+0.0480187j -0.0157408+0.0170293j 0.000191543+0.0177781j -0.0310239-0.0102806j -0.0458678+0.00658722j 0.0424668+0.00998248j 0.0244862-0.0131648j 0.00173942+0.0443989j -0.0190352+0.0189957j -0.0216612-0.00259775j 0.0125477-0.0237651j 0.0110358+0.0297003j 0.0288116-0.00189187j -0.00702913-0.00483606j 0.0374029-0.0605361j 0.000501526-0.0866148j -0.0320043+0.0205695j 0.0156562+0.0108733j -0.00929962+0.030887j -0.00272783-0.0640819j -0.0137895+0.0313158j 0.0249135+0.00246888j -0.0255341+0.0286592j -0.0575812-0.0204188j 0.0576375-0.0178819j 0.0061297+0.0258278j 0.00748278-0.020674j 0.113913+0.0134909j -0.00294053+0.0349292j 0.0379827-0.0206793j -0.0190731+0.0178482j 0.0424789+0.0445181j -0.0416224+0.0501856j -0.0459055-0.0580734j 
0.0285175+0.00471201j -0.00759253-0.00570257j 0.0587044+0.00487373j 0.0146583+0.0025393j -0.128696-0.00584922j 0.097978-0.00696367j 0.0170292+0.00574728j 0.0711416-0.00446281j 0.00483274-0.0111002j 0.0269566-0.0112993j -0.0493089-0.0041173j 0.0582032+0.00184123j 0.0784323-4.60287e-15j -0.078777-0.000702033j -0.0430947+0.000602176j 0.306251-0.00267718j -0.27654-0.00548526j -0.00227296-0.00639051j 0.340683+0.00413317j 0.0431961-0.00827371j 0.0344234-0.000538758j -0.0393368+0.00748707j -0.0372577-0.00523362j -0.00979905-0.00800753j -0.00246415-0.00631114j -0.0624754+0.0114811j -0.000205999-0.00743662j 0.036591+0.00293684j 0.0626699-0.00798973j -0.0219537+0.00100444j -0.00638358+0.00550484j 0.0478026+0.00199936j -0.00815317-0.00249691j -0.0150334+0.000234636j -0.0571817+0.00289236j 0.00254881-0.00493988j 0.0156685+0.00207542j 0.013801+0.000149584j 0.0233318-0.0028592j 0.0322669+0.0130253j 0.00160521+0.0117396j 0.0318141-0.00944525j 0.0344999-0.0451499j 0.0253153-0.00594288j -0.0153354+0.0363287j 0.000186493-0.022322j 0.0140165-0.0128522j 0.00988523-0.0249727j 0.00510021+0.0208471j -0.0153677+0.00608403j -0.0010464+0.00062733j -0.0195442+0.0245397j 0.0151988-0.0339338j -0.0520902+0.030395j -0.0234076-0.0309621j 0.0591289+0.0553384j -0.0046428-0.0588798j -0.0059278-0.00644904j 0.0426908+0.0116077j 0.0286121-0.000381028j 0.0063656+0.0589797j 0.014937+0.0180703j 0.0166176-0.001348j 0.0394937-0.000681247j -0.01378-0.0312776j -0.0377958-0.00388361j -0.049471+0.00289045j 0.00561157-0.00482342j -0.00561685-0.018364j -0.0286636-0.0154783j 0.036021+0.0240966j 0.0300042+0.0107066j -0.0446491+0.0471262j 0.0375719+0.0345152j 0.00345695-0.0136453j 0.0368392-0.0226453j -0.0176906-0.014367j -0.0288356+0.0146363j 0.0171162+0.02382j -0.021613-0.0103909j -0.00991761-0.0269746j 0.0270498+0.0215728j 0.021234-0.0387697j -0.00831226+0.0159417j -0.0498585+0.0122617j 0.00356194-0.0101104j 0.024864-0.0145192j 0.00251815+0.0195112j 0.0265702-0.0175368j -0.0105395-0.0145281j 0.0204097+0.0136694j 0.00843854+0.00628893j -0.00618307+0.0121609j -0.00121432-0.00343781j 0.0141926-0.0228316j 
0.0248261-0.000355951j -0.0153193+0.00390374j -0.0336505-0.00224181j 0.0486538-0.00213962j 0.015171-0.00250306j 0.0288855+0.0040629j 0.0631707-3.60717e-06j -0.0439127-0.00625585j 0.18885-0.00302503j -0.0680416-0.00672083j -0.0239177-5.30526e-05j 0.202771-0.0058766j -0.078777+0.000702033j -0.247601+1.14028e-14j -0.619446-8.54416e-05j -0.420314-0.0011433j -0.232952-0.00359917j 0.165137-0.00172384j -0.03335+0.00231599j -0.0997945-0.00164025j 0.209493+0.00426048j 0.148159-0.00166772j 0.0167075-0.00854972j 0.0119007+0.00219555j -0.00118767-0.0107546j -0.0463303+0.00799072j -0.0251953-0.00227111j 0.0769509-0.00319887j 0.020381-0.0106204j -0.023924-0.00339417j -0.0645662+0.00535644j 0.0762212+0.00279224j 0.0569396+0.00714566j -0.0306392-0.00280413j -0.0567534+0.000572686j -0.0296793+0.00607993j -0.0218188+0.00102564j -0.0351677+0.00196455j 0.0645848+0.0124265j 0.0223992+0.00951776j 0.0405176-0.00768869j -0.0007934+0.00121636j 0.0133862-0.0165598j 0.00495131-0.00890195j -0.024477+0.00325765j -0.0361272+0.0176358j 0.00842236-0.00363666j 0.049495-0.00311511j 0.0192042+0.0175669j 0.037273+0.00558465j 0.0654044-0.0096385j -0.0213692+0.00686755j -0.0133961-0.01659j -0.010843-0.00423731j 0.00516884+0.0143414j 0.00519408-0.019211j -0.0162777-0.00644123j 0.0100008-0.00616772j -0.0118589-0.00893279j 0.00287561-0.0236692j 0.000372194+0.00466381j 0.00778314+0.00349529j -0.000884302+0.0138845j -0.0277977+0.0207319j -0.00208116+0.011307j -5.95413e-05+0.00633374j 0.00203388+0.0131992j 0.0103235+0.000876474j 0.00319597+0.00667844j 0.0152639+0.0385865j 0.0101767+0.00798142j 0.0305145-0.0246877j -0.0063871+0.0056577j -0.011221-0.000321963j -0.0182876+0.00372006j -0.00305172+0.00702391j 0.0006205+0.0359253j 0.0351659-0.00666659j 0.00765546-0.0248762j -0.00518939+0.0310447j -0.0122972-0.0289942j 0.00181429-0.00540485j 0.00579385+0.022252j 0.0174474-0.00838585j 0.0111864-0.0199097j -0.00660679+0.00474155j -0.0312007-0.0186316j 0.0101825-0.00365783j 0.0288449+0.00115652j -0.0225963-0.0196857j -0.0362752+0.0146262j -0.0106299-0.0190495j -0.0306834+0.00505359j 0.0209094-0.04797j 0.0372271+0.0353166j 
-0.0156662+0.00160013j -0.00419563-0.00690604j 0.0229024-0.00106352j -0.104643-0.00189344j -0.0373287+0.00549166j -0.00163867-0.00246624j 0.0398848-0.000228649j 0.0636068+0.00647971j -0.21276+0.00286998j 0.098908+0.000912196j 0.236637-0.00205685j -0.215018+0.00700269j -0.0430947-0.000602176j -0.619446+8.54416e-05j -0.162005-1.90317e-14j 9.77376e-05-0.00223503j -0.0014852+0.00151261j -0.202851-0.000329839j -0.219617+0.000304577j -0.0358024-0.00578976j -0.0938162+0.00244432j -0.0704523-0.00773675j 0.115512-0.00458191j 0.130785-0.00489503j 0.0518226+0.00990825j -0.0369271-0.00306534j 0.0364029+0.00786291j -0.0382616+0.0133315j 0.0724578+0.00287783j 0.0923924+0.000819802j 0.0622433+0.000377128j 0.108589-0.00356601j -0.00609536-0.00428532j -0.00769171-0.00546577j 0.067892-0.0044955j 0.0448723+0.0114916j -0.00133983+0.010992j 0.0462082-5.94626e-05j -0.102602+0.00847995j 0.0200299+0.00674711j -0.0433764+0.011319j 0.0110875+0.00939258j -0.0706263+0.00113848j 0.00894801-0.0176016j 0.0472511+0.0157786j 0.0202346+0.0104056j 0.0288632-0.0223466j -0.0010444-0.00345907j -0.0029122+0.0035943j -0.0282371-0.0122018j -0.0229982+0.00978857j -0.0265147-0.0195697j 0.0181763-0.00175205j 0.0420238+0.00338607j 0.030174-0.00432585j -0.000435419+0.012583j 0.0500796+0.0035616j 0.00196671-0.0380708j 0.000223079-0.0164939j 0.00162248+0.00699555j -0.0445232-0.0185495j 0.0195251-0.00611618j 0.00621129-0.0210507j -0.00958846-0.00488907j 0.0242016-0.00618267j 0.000142449+0.000720313j 0.0180535-0.00227479j -0.021563-0.00476935j -0.00295253+0.0128169j 0.00968517-0.0194303j 0.00465454+0.0166916j 0.0110701+0.0121505j -0.0136196+0.00964618j -0.00590423+0.0152529j 0.015604-0.0377646j 0.0230993-0.00217791j -0.0201081+0.0110331j -0.0122035-0.0381348j 0.028004+0.028823j -0.000392453-0.0372823j -0.00752274-0.00653519j 0.0155394+0.0393864j 0.000568342+0.00382978j -0.001007+0.00214835j -0.00617162+0.00560043j -0.0017318-0.0137138j -0.0501517+0.0168019j -0.0168197-0.0440609j 0.0138566+0.000364389j 0.0385392+0.00160327j 0.0298215-0.0117297j 0.0143366+0.00568201j 0.0193414-0.0199219j -0.0126409+0.0492773j -0.0325728-0.0313934j 
-0.0171963-0.00270467j 0.0188373+0.00838282j -0.00976561+0.00803527j 0.074785+0.009046j 0.0790477-0.00289152j -0.0400042-0.00104201j -0.103231-0.00448499j 0.0747296+0.00287431j 0.0278925+0.00756266j -0.116336-0.00629933j -0.435932+0.000927809j -0.304256-0.00635474j 0.306251+0.00267718j -0.420314+0.0011433j 9.77376e-05+0.00223503j -0.122126+1.94445e-14j 0.0963209-0.00440224j 0.0276407-0.00499244j 0.245038-0.00316379j 0.128762+0.00780104j -0.157958-0.000949243j -0.060894-0.00113644j -0.122213+0.0153696j -0.0339732+0.010595j 0.109434-0.00120983j 0.00200032-0.00505273j -0.0209018+0.00444798j -0.0495227-0.0209331j -0.101119+0.00423001j -0.00828902-0.00101211j -0.0132582+0.00130391j -0.0930314-0.0048674j -0.0963919+0.0169969j -0.0103954-0.00392816j -0.0036116+0.00465593j -0.0261807+0.00373887j 0.0197635-0.0111164j -0.00316072-0.0011123j 0.00857694+0.00260791j -0.0334181+0.00123886j -0.016378+0.0138759j 0.030967-0.0103627j 0.0450816+0.00243397j -0.0116817-0.00282705j -0.0276725-0.0100804j -0.0109438-0.0111864j -0.00219021+0.00638499j 0.00532487+0.00529917j 0.0304264-0.000309611j 0.00393541+0.0117213j -0.0250323+0.00617882j 0.0588398+0.0113391j -0.0327375+0.00905326j -0.0434606-0.0157848j -0.00607911+0.0111247j 0.0147911+0.00259565j -0.0178089-0.00540256j -0.00412372-0.042972j -0.0178774-0.0317455j 0.0351207-0.012839j 0.00398071-0.00297699j 0.0871324+0.00217872j -0.00361021+0.0151266j -0.0379959+0.00655135j 0.00487975+0.0138096j -0.0266795-0.02298j 0.0180918+0.0096387j -0.0383608+0.0131599j 0.0173497-0.0304378j -0.00250691+0.00516824j 0.03736-0.00349462j -0.0144667-0.0354685j 0.0123012-0.0298091j 0.0024109+0.0292506j -0.00106719+0.0287918j -0.0220478-0.00281106j 0.0214628-0.0333771j 0.00127395+0.0280405j -0.0469624-0.00433349j 0.00555965+0.0331145j -0.00414139+0.0873711j -0.0140453-0.0163396j -0.0102059-0.000361874j -0.00324335-0.0035888j -0.00728397+0.0280609j -0.00826953-0.000207682j 0.0421301-0.0288947j 0.0632101+0.0175916j -0.0917507-0.00371873j 0.00770147+0.0286774j 0.0105773+0.00663912j -0.00865642+0.042535j 0.0393398-0.00571131j -0.00210915+0.00342824j -0.00108881+0.0126177j 
-0.0017322-0.00398815j 0.0384555+0.0035921j 0.0529843+0.00356686j 0.0462451+0.000437513j -0.0190824+0.00385926j -0.11111+0.00192944j -0.13918+0.00398747j 0.195501+0.00833861j 0.0203733+0.00751176j -0.164179+0.000201998j 0.388265+0.00727471j 0.0188097+0.00490195j -0.27654+0.00548526j -0.232952+0.00359917j -0.0014852-0.00151261j 0.0963209+0.00440224j 0.136144+3.35773e-14j 0.45535-0.00532026j 0.14909-0.0078381j 0.0797863-0.000829667j -0.173808-0.0103274j -0.0288793-0.00707186j 0.0316134-0.00147142j -0.125437+0.00959713j -0.0419393+0.00615379j 0.0558268+0.00106285j -0.0387672+0.00198955j -0.0138402-0.0094679j 0.0137752+0.00190045j 0.0109208-0.00303365j 0.156772+0.00534794j 0.0247628-0.000291914j -0.0746849+0.000872924j 0.0014109-0.00224887j 0.0197744-0.00192101j 0.0316706+0.00728272j 0.0862771+0.000161276j 0.0205494-0.00753385j 0.00930141-0.000229024j 0.0138521+0.00843957j -0.0286961-0.00514205j 0.028436-0.00724097j -0.00160553+0.0188992j -0.0441644-0.0157742j 0.000189517-0.0189974j -0.0158788-0.0045589j 0.0113943+0.00904416j 0.0420529+0.00153449j 0.0176626+0.0245792j 0.0599678+0.00945695j 0.0363792-0.00536328j 0.0355929+0.00226961j -0.036763-0.0217352j -0.0506552-0.0151725j 0.00411225-0.00947363j -0.00327069+0.0113061j -0.0458146+0.0277874j 0.00363683+0.0361785j -0.00184508+0.0204237j -0.00584458+0.010364j 0.00104682+0.0365263j -0.0693667+0.0185198j -0.0133758-0.00286871j 0.0134069+0.0174469j -0.0099296+0.0200491j 0.000268428+0.00244089j 0.0219963-0.0056309j 0.00183657+0.0163773j -0.0201987+0.0157188j 0.0325214-0.0177322j -0.0140716+0.00476347j 0.00381219-0.00502549j 0.00371973+0.0112689j 0.0181628+0.0239096j -0.00196893-0.00999019j 0.00327818+0.00370869j -0.00142571-0.00549281j -0.0210443+0.0542202j 0.00692755-0.000312473j 0.00120087-0.0170714j 0.00737782+0.00480234j -0.0107186-0.00724746j 0.0107563-0.013133j -0.0149499-0.0114421j -0.0231556-0.0272273j 0.0210305+0.0245519j 0.0658504+0.0098697j -0.0475117+0.034959j -0.0292579-0.00794017j 0.0258018+0.016727j -0.0351312-0.018074j -0.020893-0.0199602j -0.0288753+0.0218499j 0.0135152+0.0624958j -0.0543344+0.0531848j 
0.0109201-0.000721116j -0.0684042+0.00414276j 0.0896-0.00871691j -0.0389903-0.00776874j -0.0157001-0.00497569j 0.255884-0.000422515j 0.261383+0.000831977j 0.170938+0.000555878j -0.0224516-0.0052518j -0.252932-0.00382634j 0.103165+0.00769826j -0.199292-0.00234393j -0.00227296+0.00639051j 0.165137+0.00172384j -0.202851+0.000329839j 0.0276407+0.00499244j 0.45535+0.00532026j -0.102588+1.46901e-14j 0.119797-0.000165361j -0.171471-0.0132688j -0.0705603+0.00334198j 0.0235654+0.011702j 0.0545242-0.0117686j -0.173321-0.00753983j -0.137204+0.0172713j -0.169259-0.00131822j 0.175146-0.0025136j 0.00738893+0.00307919j -0.004921-0.0099587j 0.0662434-0.000451621j -0.115487-0.00842754j 0.144559+0.00124534j -0.0280989+0.00763065j 0.012835-0.00218364j -0.0476981+0.00577562j -0.0117473+0.0159047j 0.0162493-0.0178339j 0.0261948-0.0144861j -0.0126699+0.00767808j 0.052186-0.0098503j -0.0289178+0.00399035j -0.0181992+0.0159606j 0.00658348-0.00508982j -0.0346019-0.00759961j -0.0274166+0.00370722j -0.0107794-0.0192396j -0.0222358-0.00811934j -0.000707424+0.0025385j 0.0421649+0.00352246j 0.0277569+0.0076464j 0.00364195+0.00871533j 0.00277948+0.0101021j 0.000624725-0.0267738j -0.0517917-0.00336526j -0.00757043+0.0167147j 0.049435+0.0138177j 0.0105163+0.00141695j 0.0325035-0.0180292j -0.0116874-0.00159065j 0.00592899+0.0299458j 0.0019653+0.0299571j -0.000571978-0.00977133j -0.00499171+0.0330444j -0.0312338-0.0183838j -0.0408979+0.034854j 0.00635572+0.0179068j 0.00819678-0.00860373j 0.0455327-0.010806j 0.0210705-0.00367935j -0.0175281-0.0106223j -0.00326891+0.0521599j -0.00381327+0.0110135j -0.00878098+0.0109468j -0.0170156-0.00196827j -0.0128739+0.00442434j -0.00324759+0.0127972j -0.0454052+0.0502541j 0.00657512+0.0552274j 0.0224851-0.0276431j 0.0289769-0.0335906j 0.000640492-0.00171275j 0.028209-0.0567114j -0.0212808+0.0486428j 0.0270823-0.00651873j 0.0300767+0.0457172j -0.0313084-0.00887024j 0.0363206-0.0017084j -0.0637932-0.00437972j -0.011826-0.0233735j -0.0568947-0.00157037j 0.010493+0.0293865j -0.0602798-0.00116826j 0.00118525+0.00835894j -0.0186927-0.0560966j 0.0385231-0.0263782j 
0.0306824+0.00159346j 0.0129579-0.00128309j 0.0197721-0.00460519j 0.0819031-0.00993825j -0.096192+0.00105874j -0.109455+0.000997981j 0.147795+0.00304336j 0.0757675-0.002634j 0.0529171-0.00442911j 0.346734+0.0049343j -0.234813-0.00442611j -0.150395+0.000498584j 0.340683-0.00413317j -0.03335-0.00231599j -0.219617-0.000304577j 0.245038+0.00316379j 0.14909+0.0078381j 0.119797+0.000165361j -0.331377+3.79575e-14j 0.0628231-0.00921586j 0.0650786-0.00171337j -0.0333213+0.000497056j -0.0937947-0.00803962j -0.0583973-0.008436j -0.171332-0.00686095j -0.0120612+0.00783195j -0.0582598-0.0056756j 0.0491796+0.0104031j -0.00302541+0.0110443j -0.0716809+0.00738397j 0.0572978-0.00503944j -0.0342291+0.00452061j -0.00229582-0.0124494j 0.0307836-0.00604197j -0.0321669+0.00534167j -0.00629424-0.00081814j -0.025219+0.0165762j 0.0248505+0.00244488j 0.100386-0.00178704j 0.0275287+0.00228693j -0.0246092-6.82695e-05j 0.0558145-0.00747108j -0.0232213+0.00831909j -0.0399042-0.0066785j -0.0579496+0.00404255j -0.0607878+0.00277471j 0.00477396+0.0170866j -0.00300365-0.0189626j -0.015913-0.0126583j -0.0167328+0.00724235j -0.0254684+0.0208488j 0.00029142-0.0109895j 0.00636127-0.0100128j 0.0171285-0.0117057j -0.0120664-0.0241899j -0.0189987+0.0398861j -0.0528442+0.0297946j -0.014033-0.00531111j -0.0156527+0.0287133j 0.00612319-0.0641715j -0.0148568+0.00637033j 0.0456429+0.00464155j 0.00410212+0.00936308j 0.0373668-0.0222134j 0.0294512+0.00425243j 0.00672945-0.000641383j -0.0565023-0.0425614j 0.0299349-0.00738382j -0.0208618+0.00355658j 0.0120549+0.00887229j -0.0555765+0.00304369j 0.000872061+0.000795368j -0.0128543+0.0177477j -0.00924339-0.00454244j 0.00314961-0.0265346j -0.00527208+0.0117985j -0.0136506+0.0204486j 0.0112124+0.0307439j 0.0445698-0.0193718j -0.0139267-0.0684962j 0.00717301-0.0644477j 0.0171369-0.0486992j 0.00163612+0.0118431j 0.00542684-0.0116825j 0.0116756-0.027073j -0.000380903+0.0299309j 0.0457329+0.0244321j -0.110993+0.00884457j 0.0262841-0.0154186j -0.0191439-0.0186764j -0.0569974-0.0114522j -0.048479-0.0672351j -0.0742715+0.0180126j 0.0200292+0.01447j -0.0222809+0.052424j 
0.0195804-0.00907825j -0.0320664-0.00552249j -0.00592823-0.00486331j -0.0140909-0.0115583j 0.0149884-0.00722656j 0.0418789+0.00782977j 0.194234-0.00208233j -0.00846816-0.00192569j 0.00782237-0.00470627j -0.00911059+0.00502279j 0.0371558+0.00545102j -0.0677011-0.00834167j 0.0431961+0.00827371j -0.0997945+0.00164025j -0.0358024+0.00578976j 0.128762-0.00780104j 0.0797863+0.000829667j -0.171471+0.0132688j 0.0628231+0.00921586j -0.063497-2.56999e-15j 0.139916-0.00392518j -0.0358603+0.000464442j 0.0147834-0.0073702j -0.0594265+0.00187772j -0.0261994-0.0021438j -0.0723996+0.00947481j 0.0497748-0.00138213j 0.029708+0.00229833j 0.0344778-0.0138741j 0.00144906+0.0104056j -0.0452691+0.00589169j 0.0314767+0.00290579j 0.0499108+0.00391274j -0.0116646-0.00238545j -0.0181904+0.00562611j -0.0455787+0.0035207j -0.0298606-0.0263121j 0.0039917-0.00921942j -0.00336646+0.0165325j 0.0446985-0.00935202j -0.00403678-0.00593393j 0.013691-0.00687173j 0.0173171+0.00552568j -0.0168418-0.0209151j 0.000557671-0.0156025j -0.013376-0.0124612j -0.00408461+0.0202298j -0.0384217-0.00558056j 0.0042699-0.0181077j 0.00295155+0.00489512j 0.0213979+0.031194j -0.0126277-0.0342844j -0.0556269+0.0165044j 0.0350673+0.0127818j -0.00303173+0.00357333j -0.00255704-0.0226989j -0.00730976+0.0311364j 0.0148107-0.0185224j 0.00355201-0.0141726j -0.0234789-0.0114978j -0.00786505-0.0517938j 0.0111991-0.00905393j 0.0254014-0.0247205j 0.0154509+0.0194059j -0.00644324+0.00881036j 0.0178997+0.00784904j -0.00402115+0.0175433j -0.00425739+0.0160586j 0.0133625-0.00969424j 0.0137645+0.0232275j 0.00922549-0.00861155j -0.000135118-0.0204306j 0.0124093+0.0254004j -0.0225428-0.0158507j -0.026273+0.0433716j 0.00441307-0.00182524j 0.0321565+0.0158171j 0.0242548-0.029408j -0.0294686-0.056985j 0.0238362+0.0174697j -0.0396317+0.0462244j -0.0224503+0.0931985j -0.0239638-0.0730599j -0.00398187-0.00803836j -0.00114032-0.0294089j 0.0271289+0.00465825j -0.0616673-0.0312968j 0.0134778+0.0254303j -0.0289806+0.0216062j 0.0420862-0.000828827j 0.017527+0.0154786j 0.136237+0.0132078j -0.00784384-0.0149088j -0.0196889-0.0205994j 0.0311808-0.0349669j 
0.0473207+0.000532275j 0.043573+0.000936742j 0.156646+0.0105787j 0.0113312-0.0145982j -0.251666-0.00284453j -0.0436122-0.00699849j -0.0821013-0.00607051j -0.0261297-0.0103445j 0.29942+0.00141619j 0.174111+0.000845849j 0.356201-0.00141163j -0.448796+0.0112679j 0.0344234+0.000538758j 0.209493-0.00426048j -0.0938162-0.00244432j -0.157958+0.000949243j -0.173808+0.0103274j -0.0705603-0.00334198j 0.0650786+0.00171337j 0.139916+0.00392518j 0.0593964+3.15217e-14j -0.167513-0.0128511j -0.156533-0.00582189j -0.0895514+0.00364783j -0.0433317-0.013031j -0.0495103-0.0100397j -0.144061-0.00565945j 0.250895-0.0170276j 0.0185162+0.00512972j -0.0477467-0.00457864j 0.0422374-0.00498983j -0.00292946-0.00446416j -0.0985303-0.00207863j 0.0176066+9.97979e-05j 0.0643072-5.03973e-05j 0.0473893+0.0130988j 0.072805-0.0122845j 0.0299023-0.0135848j -0.0381484-0.00781737j 0.0183117-0.00191306j 0.0154309+0.0152244j 0.0110286-0.0113977j -0.0274764+0.00711261j -0.00509093+0.0174236j 0.00620272+0.00339313j 0.0327968+0.000162797j -0.0145542+0.0185822j -0.00604072-0.0100928j -0.0161309+0.00262931j 0.00100373+0.00181292j -0.00629783+0.00847983j -0.0182707-0.0304381j -0.0161044+0.0108128j -0.0312994-0.00498294j 0.0251548+0.00421572j 0.00737825-0.0105027j -0.0196638-0.0332002j 0.00999175-0.0050817j -0.0089697+0.00435681j -0.0162228+0.0152184j 0.0402064-0.0427743j -0.0156668-0.0068502j 0.00742461-0.0333377j -0.0401173+0.0147097j 0.0210413+0.00618709j -0.00319322+0.00450543j 0.0272909+0.0191383j 0.0013863-0.0073665j 0.0306773+0.00305476j 0.0169166-0.0276848j 0.0301055+0.0212416j -0.0169169-0.0320899j -0.00457487-0.0241789j -0.0100584+0.0254073j 0.00177545+0.00795773j -0.0291643+0.0103419j 0.000763754-0.00891867j 0.0174087-0.0111683j -0.031463-0.00189749j -0.00832437+0.0188294j 0.010072+0.0763658j -0.0192466-0.0405988j -0.00308804+0.0197206j 0.00972607-0.0141431j 0.029268+0.0359504j -0.0332012-0.00663204j -0.00150107-0.0126342j 0.0529941+0.0112455j -0.0913515-0.0161174j -0.0098798+0.01644j -0.0102046+0.00710797j -0.0289053+0.038796j 0.040747-0.000657677j 0.0173671-0.0229447j 0.011409+0.0451435j 
