-0.0226323+0.0073934j 0.00226834+0.0174601j -0.015853+0.0193888j -0.0210574-0.0270577j -0.0169385-0.0194308j 0.0182467-0.0114305j -0.00632995-0.0534562j -0.0368783-0.0175998j 0.00634435-0.00579962j 0.0174713+0.00859049j -0.0201464+0.01663j 0.0309906-0.0119191j -0.000210177+0.0123839j -0.0136314+0.0158924j 0.0300164+0.00435429j 0.0119574+0.00439936j -0.00182496+0.0225966j -0.0163097-0.00152604j 0.00141343-0.012852j -0.00428109+0.00809285j -0.000263825+0.00450967j -0.0183616-0.0090578j -0.00523531-0.0160289j 0.000277839-0.00375609j -0.000124903-0.0114752j 0.00426763-0.00727129j -0.0119712-0.00204443j -0.0165724-0.00123259j -0.0034035-0.00620058j -0.00146292+0.0130735j 0.00712831+0.00927437j 0.0265684+0.0121118j 0.00441098-0.00892521j 0.00425153+0.0169221j 0.0173257-0.00136571j 0.00415514+0.0029121j 0.00559295-0.00821719j -0.0136047+0.00512096j -0.0100018+0.00567684j 0.0192606+0.0192074j 0.0191693+0.00631271j 0.00470505-0.00410628j -0.0103585+0.00551743j 0.0204861-0.00632202j 0.00960129-0.0124927j -0.0125915+0.00169301j 0.0220909-0.0103914j -0.0159653+0.00397098j 0.00994997+0.00246548j 0.0166613+0.00456679j 0.00350888-0.000318587j 0.0104001+0.000842924j 0.00480989-0.00132989j -0.00818947-0.000176321j 0.00764324+0.000712629j 0.015342+0.0051806j 0.00221787-0.00506143j 0.00105364-0.00329688j 0.00543978-0.00096967j 0.0039838+0.0122297j 0.000388681+0.0184732j 0.00656545+0.004401j -0.00668638+0.0276677j 0.00450922-0.00669041j 0.00430291+0.00777902j -0.00692544+0.00494011j -0.0153175-0.0211874j -0.00106993-0.00152784j 0.0203401+0.00567831j 0.000738227+0.00273549j -0.00743615-0.0326018j 0.00454308+0.00101811j -0.00400671-0.00889841j 0.0173703+0.000509907j 0.0168788-0.00283649j 0.00527351+0.00692865j 0.00348922-0.0049306j -0.0110006-0.00493737j 0.00295662+0.00445023j 0.00108431+0.0183158j 0.0302938+0.0182805j 0.0129627+0.017553j 0.0170814-0.00947773j -0.0206353+0.0108876j 0.0140672+0.00634463j -0.0154646-0.0290631j -0.00728338-0.0192614j 0.0709558+0.00485675j -0.0195627+0.0129963j -0.0274741-0.0323336j 0.028779+0.00339262j 0.00411364+0.0256176j 
0.00971946-0.00582766j -0.00514848-0.00528613j 0.00876637-0.00993882j 0.00448126+0.0140903j 0.00791922+0.00661966j -0.001413+0.0135538j 0.00462377+0.0223502j 0.0142717+0.00506872j -0.00580404+0.0054357j -0.0083256-0.00196074j -0.00171893-0.0077036j -0.0106265+0.00888472j -0.00457632-0.00761528j -0.00344665-0.000399318j -0.00829161-0.00953869j -0.00806299-0.00778265j -0.012171-0.00324252j 0.000201276+0.00371755j 0.0024582-0.00142059j 0.00573408+0.00136216j -0.00117911-0.00877629j 0.00932828+0.0108643j 0.00477724+0.00530348j -0.00037099+0.00210148j -0.00400193+0.00748609j -0.000327041+0.0152367j 0.0103361-0.000153404j 0.0128404+0.00201594j 0.00197198+0.0167642j 0.00847888-0.00526846j 0.00112181-0.00188307j -0.00168657-0.0139034j -0.000277869+0.00347051j 0.00220687+0.00587501j -0.00504951-0.00110949j -0.00501476-0.00377314j -0.013707-0.0032162j -0.00423919-0.0173611j 0.00307822+0.00107858j 0.00216281-0.00750465j 0.00174931+0.00444388j -0.0121545+0.0049893j -0.00272843-0.00703999j -0.0144138+0.004354j 0.00319041+0.00425548j 0.0101563-0.0091937j 0.00228872-0.00577769j 0.0109544+0.00406722j -0.000557899-0.00128369j -0.0103826-0.00489589j -0.00423801+0.00590715j -0.00886475-0.0121301j -0.0036435+0.00680498j 0.00318416-0.00521995j -0.000265442-0.00942747j -0.00412653+0.00716252j 0.0069038-0.000160014j 0.00227972-0.00735894j -0.00254302+0.0160244j 0.000293295+0.00171314j -0.00263706-0.00988603j 0.00749386+0.00487166j -0.00217508-0.0113201j -0.00147257-0.00544682j 0.00910822+0.0048761j -0.00747285-0.00518962j 0.00777713+0.00100208j 0.000492125+0.0025565j -0.0129449-0.0103376j -0.00258286-0.0038846j 0.00880382+0.0149239j 0.00197266-0.00513698j 1.8002e-05+0.00998922j -0.00258013+0.00126002j -0.00858644+0.00348947j 0.00128213-0.00833656j 0.00475948-0.00342457j -0.00158926-6.02144e-05j -0.00490759-0.00422758j 0.00375361+0.000594428j -0.00705792-0.0159232j 0.0011991-0.00196621j -0.00806942+0.0011331j 0.00783248+0.00191311j -0.00704156-0.003728j -0.00666822+0.0107737j 0.0048321+0.00610525j -0.0112903-0.00911542j 0.0108004-0.00534015j 0.00421273+0.0214669j -0.010619+0.000876188j -0.00606407-0.0112089j 
0.00278502-0.00751805j -0.00604689-0.000621557j 0.000226593-0.0120266j 0.00839576+0.00229107j -0.00942647-0.00615648j -0.0195744+0.0097386j 0.0058035+0.0106872j 0.000530113+0.00255821j -0.00184899-0.0139672j 0.00727942+0.00110463j 0.0053537+0.00316494j -0.00440271+0.00576847j 0.0145179-0.000628579j 0.00589994+0.0012596j 0.00280137-0.00522317j -0.00357497-0.014818j -0.00589909-0.0111868j 0.00193705+0.0123558j 0.013589-0.00387068j -0.0115558+0.0216677j -0.000591985+0.00576785j -0.00409881-0.0129111j 0.0023905+0.000381769j 0.0029879+0.00624834j 0.000195557-0.000451313j -0.00204166-0.01706j -0.00938358-0.00483292j -0.000809735+0.0065705j 0.00521366+0.00304984j 0.00344969-0.0128663j 0.000541365+0.0109827j -0.00213594-0.0108346j 0.00665638+0.00910768j -0.0133239-0.00339327j -0.0107802-0.0157739j 0.0034652+0.00598875j 0.0104849+0.00323372j 0.00617205-0.0022217j 0.00334834-0.00359128j -0.00932027-0.00518625j 0.00633555-0.000192012j -0.000431475-0.000485031j -0.0041106-0.004881j 0.00633328+0.00628946j -0.00724302+0.000802628j -0.00366123-0.00313946j 0.00194009-0.000103616j 0.00494355+0.00345072j 0.0175343+0.00813021j 0.00738993+0.00164606j -0.00180031+0.0144197j -0.00265703+0.00612763j 0.00088607+0.00214491j 0.000855499+0.00835982j 0.000419293+0.00432556j -0.00857689-0.00236355j -0.00312057+0.00960172j -0.00111425+0.00730293j -0.00184-0.00208568j 0.0119276+0.0097024j -0.00451721-0.0074236j -0.00130813+0.00529089j -0.00368535-0.00742559j 0.00204501+0.000958322j -0.0111546-0.000786675j -0.00683292-0.00129379j -0.00332357+0.00227898j -0.00906483+0.000986075j -0.0116774-0.00232833j 0.00759941+0.00247606j 0.00513865+0.00231347j -0.00671726+0.000238059j 0.0003618-0.0021029j -0.00207644-0.00267983j -0.00579573-0.00573106j 0.00446756-0.00786477j -0.0102761-0.00422684j -0.0116822+0.0100742j -0.00391291-0.00428495j 0.00390465-0.00544225j -0.00363994-0.0012144j -0.000673784-0.00329831j -0.0155768+0.000310798j -0.00185968-0.00643139j -0.00851132-0.0061322j -0.00843224+0.0312367j 0.0249668+0.01247j -6.6531e-05+0.00393025j -0.0038063-0.000774748j 0.000261089+0.00723845j -0.00420094+0.00172849j -0.0037411-0.00422055j 
0.00154944+0.0016632j 0.00296518+0.000647975j 0.00142261-0.00473733j 0.00355508+0.0012717j 0.00154738-0.00206183j -0.0256726-0.000703443j 0.00817158+0.0124731j 0.0159231+0.00707026j 0.00433431-0.0037453j -0.0107854+0.00254215j 0.00651898-0.00423044j -0.0193667-0.00152269j 0.00654291+0.00650787j 0.00623449-0.0159015j -0.00210618+0.00498433j -0.0047067+0.00375411j 0.00885856-0.0111614j -0.0035301-0.00260411j -0.0128712+0.00316794j -0.000841782+0.00374528j 0.0105297+0.00866215j 0.00456732-0.00349943j -0.000936402+0.00491521j -0.00974304-0.00145558j -0.00827083+0.00202016j -4.38628e-05+0.00634473j 0.0131341+0.00482075j -0.00567334+0.00713453j -0.00312332-0.00470884j 0.00133819+0.00694201j 0.00976239-0.00689679j -0.0183292+0.0136457j 0.00568784-0.000728569j 0.00241108-0.0149516j 0.00956746-0.00304229j -0.0008304-0.00167573j 0.000585585-0.00720316j -0.0093746+0.00801705j 0.0123279+0.00942224j 0.000284722+0.00133295j -0.00401105-0.0120426j 0.0024561-0.00264773j 0.00380671-0.00557113j -0.0177122+0.00597832j -0.00256738+0.00259341j 0.00218418-0.00164009j -0.00645693+0.00292729j -0.0023296+0.00961144j -0.00595948-2.04903e-05j 0.00291589+0.00931476j 0.00451692-0.00945378j 0.00308646-0.00555003j -0.00537686+0.00174853j 0.0125539+0.00571214j 0.00613539-0.00302786j 0.0126264+0.00859468j 0.000963322+0.00647174j 0.000984173+0.00590571j -0.00396473-0.0081498j 0.0084366+0.00670637j 0.0169063+0.00187269j -0.00815862+0.00272056j -0.00155513-0.0130679j -0.00732437-0.000579619j -0.00968664-0.0039409j -0.00123462+0.00629882j -0.000161922+0.00790349j 0.00922604+0.00100932j 0.00263345-0.0089499j 0.0039331-0.0050227j -0.00499345+0.00289929j -0.00615237+0.0078017j 0.00582413+0.000574358j -0.0102466-0.00518298j -0.00999599-0.0060182j -0.00309583-0.00692052j 0.00190429-0.00486516j 0.00555979+0.00424838j 0.00130954-0.00925004j 0.00313654-0.00561756j -0.0094664-0.00033653j -0.00206215+0.00493745j -0.0127819-0.00714849j 0.0074269-0.00246343j -0.00166033+0.00459981j 0.00508497+0.0128935j 0.0181141+0.00474629j -0.0171702+0.00882615j 0.000714176+0.0003964j 0.00397516+0.00293941j -0.00750674-0.00493149j 0.00182044-0.00589315j 
0.00342321-0.00207255j -0.00108553-0.00210471j 0.0066994-0.000713915j 0.00191083+0.00607283j 0.00148909-0.000233481j 0.00141639+0.00125189j 0.00221661+0.00476933j 0.000126568+0.00227233j -0.00116379-0.00786711j 0.000470052-0.00211286j 0.00389286+0.0029492j -0.0126118-0.000891788j 0.011922+0.00572345j 0.00904731-0.00294682j 0.000913671-0.00176762j 0.00221935+0.00268763j -0.00484162-0.00497688j 0.00138019+0.00468896j 0.0101468-0.0012334j 0.0052632-0.00949775j -0.00278407-0.00670151j 0.00184149+0.0077127j 0.00246979-0.0102707j 0.0242922+0.000448382j 0.00359782+0.00192982j -0.00302592-0.010423j -0.00956142-0.00117238j 0.00481498+0.00452934j 0.000598406+0.00971846j -0.001057+0.00267407j -0.00819273-0.00480331j -0.0062979+0.00239696j -0.0017683+0.00676633j -0.00942886+0.00316893j -0.00837834+0.00892462j 0.000630379-0.00794169j -0.0085452+0.00698093j 0.0040314-0.00127925j -0.00197578+0.00125797j 0.00461868-0.00416014j 0.0124801+0.000525342j 0.00450254+0.00311689j -0.0062352-0.00917144j -0.00345126+0.000151611j 0.00390017+0.00213307j -0.00179054-0.00165628j 0.0024437+0.00295662j 0.00341714-0.000399222j -0.0047102-0.00407792j 0.000237799+0.00240535j -0.00591076-0.00876214j 0.00239759-0.00512986j -0.00692532+0.000254693j -0.0127496-0.00130858j 0.00629949+0.00419721j -0.0110447-0.00768509j 0.0036028+0.00366776j 0.0052138+0.00719895j -0.00632647-0.00553834j 0.0024029+0.00998397j -0.00952622-0.000983636j 0.00327249+0.000934907j -0.00144712-0.00732548j 0.00630805+0.00467708j 0.00573096+0.00705554j -0.00340539-0.00798019j 0.00587671+0.00560932j 0.00175997+0.00882352j -0.00368685-0.00760277j -0.000822983+0.00270041j 0.00222701-0.00352785j 0.00029405+0.00624161j -0.00174346-0.000681321j -0.00187534-0.00103781j 0.00151217-0.00249702j 0.00351673-0.00287206j -0.00357761-0.0095606j -0.00539195+0.00201102j -0.0032527-0.00358614j -0.005132-0.00168352j -0.00330039+0.0011529j -0.000830781-0.00424493j -0.00238383-0.00133266j -0.000303934-0.00371726j -0.000733408-0.00216023j -0.000976572+0.00504397j -0.00170483+0.0019455j -0.00234887+0.00489873j -0.00149914-0.00566392j 0.0028488+0.00188951j -0.00230514-0.000110315j -0.000907742+0.000255187j 
0.000157538-0.00206993j -0.00170976+0.00185215j 0.00364629-0.0061144j 0.00227543+0.00124169j -0.00260967+0.00963027j -0.00649306-0.00083678j -0.00374236+0.00989466j 0.00283505-0.00174124j 0.00208979+0.00182683j 0.000112582+0.00427098j 0.000942312-0.000194815j 0.00103221+0.000637408j 0.00806159+0.00476029j -0.00143979-0.00321895j -0.00352947-0.00253138j -0.00983323+0.00961585j 0.0144764+0.00826957j 0.00654556-0.00062497j -0.0016177-0.00205674j -0.0115271-0.000993501j -0.00621047+0.00365253j 0.00132981+0.0016286j -0.00782886+0.00633992j -0.00410563-0.00570439j -0.00513489-0.0069044j 0.000300375-0.00402058j 0.000938315-0.0039132j 0.0015981+0.000800309j 0.000708408-0.00411414j 0.00587896+0.00662397j -0.00242447-0.00692051j 0.00060559-0.00196424j -0.00766539+0.00523294j 0.0019588-0.00974565j -0.00575288+0.00986558j -0.00423333-0.00762937j -0.00296966-0.00578772j -0.0122884+0.00492539j 0.00247438+0.00077501j 0.0044583+0.000515007j 0.0008203-0.0028565j 0.00159389+0.0115062j 0.00486729-0.0123695j -0.00577549+0.00158423j 0.000850202+0.000292848j 0.00898072+0.0023552j 0.00236081+0.00478559j -0.00913032-0.00374126j 0.0133909-0.00252448j -0.0034277-0.00165699j -0.00128139-0.00385133j 0.00904111+0.00797524j 0.0015844+0.000860209j 0.0107658+0.00115248j -0.00515031-0.00188045j -0.00770314-0.00775027j 0.00930617+0.00102597j 0.00408803-0.000842735j -0.00261183+0.00762279j 0.00513106-0.00553725j 0.0061801-0.0142086j -0.00305315-0.0100872j 0.00560916-0.00511753j -0.00393503+0.00629209j -0.00199148-0.000965055j 0.0024544-0.0165354j -0.00196903+0.0157823j 0.00537968-0.00534475j 0.00122251+0.00527082j 0.00281614+0.00132489j 0.00936455+0.00604021j 0.00550203-0.00590389j 0.00373082+0.00163436j 0.00131746-0.000828674j 0.00234959+0.0070619j -0.00145121-0.00462657j -0.0067491+0.012784j -0.00130782-0.00356725j -0.00585795-0.00311264j -0.0010554-0.00217048j -0.00546113+0.00519187j -0.00118193+0.00776211j 0.000710811+0.000822748j -0.00260085-0.00272624j -0.00585231+6.75074e-06j 0.0019167+0.00522459j -0.000812605+0.00822412j -0.000986987+0.00304365j 0.00239247-0.00778319j 0.00342543+0.00138255j -0.00372738-0.00205392j 0.0014275-0.00157022j 
0.00836855-0.00896173j -0.00686882-0.00678597j 0.0162173-0.00581401j -0.00642903+0.00508918j -0.00899563+0.0187346j 0.0197131+0.00161867j -0.0107539+0.00267475j -0.0127414-0.00269793j -0.00217339-0.0123718j 0.0121211-0.00860531j -0.0128973-0.00107771j 0.00544135+0.00436507j -0.0101741-0.000375241j 0.00516913+0.00348445j -0.0108886-0.00574372j 0.00168616+0.00132113j -0.00758882+0.00363105j 0.00809171+0.00836797j -0.00548811-0.00284012j -0.00197515-0.0103265j 0.00133506-0.00416214j 0.0092622-0.00133255j 0.00426674+0.0115661j 0.00331216+0.000811597j 0.00106752-0.00417551j 0.00513881+0.00554826j 0.00420261+0.00841082j 0.0132596+0.000404281j -0.0174575-0.00315098j 0.00347529-0.0022223j -0.00141625+0.00477983j -0.000486626-0.00396641j 0.00342604+0.0058886j -0.0123139+0.0129001j -0.00395381+0.0133818j 0.00342683+0.00785308j 0.00177329+0.00175535j 0.000567525+0.00360883j 0.00406225+0.00177049j -0.00287678-0.00362129j -0.0020715+0.00578864j -0.000993986+0.00682905j -0.00619178-0.00729198j 0.0062247-0.00277528j 0.000711294+0.00118118j 0.00508605-0.00696941j -0.00370028+0.00270112j -0.00268279-0.00403039j -0.0189947-0.00716892j 0.000314705+0.0158352j 0.00287321+0.00209722j -0.0087059-0.0112639j -0.00222241-0.0111572j -0.0086594+0.00405764j -0.00282621+0.00799306j -0.00448043-0.00654932j 0.00402578-0.00439926j -0.00264905+0.00658936j -0.000849708+0.00354962j -0.00763418+0.00610347j 0.00145085-0.00594221j 0.010008+0.00101084j -0.00443638+0.00465102j 0.00528079-0.000884997j 3.96509e-05-0.0100224j 0.0149358-0.00717293j 0.0132794-0.00040057j -0.00759827+0.00353368j 0.0102143-0.0116845j 0.00316432+0.0261729j 0.0121177+0.00626436j 0.0134734-0.00134397j 0.00371833+0.00174936j -0.00115742-0.00172703j 0.00396246+0.012045j 0.0107533+0.0119659j -0.006391-0.00415279j -0.00972493-0.0053915j -0.000801207+0.0112211j -0.004273-0.00245046j 0.00796577-0.0055935j -0.00626371-0.0118338j -0.000482301+0.0097259j -0.00740866-0.00496012j -0.00781026-0.00217978j -0.00483547-0.00793927j -0.0102006-0.00212252j 0.00710726-0.00244004j 0.00788584-0.00642967j 0.00174007+0.0054978j -1.86835e-06+0.00372439j -0.00413264+0.00192616j 
0.00693977+0.00156316j 0.00388172-0.00841498j -0.00170534-0.00104205j -0.00359342+0.00386909j 0.0162363+0.0227856j 0.0110316+0.0039108j 0.00616105+0.0140782j 0.010525+0.00215679j -0.00305238+0.0129301j -0.0143325+0.000901159j 0.00296431+6.13545e-05j -0.00185491+0.00740481j 0.00334764-0.0105161j 0.00198156+0.00233687j -0.0100705-0.00834447j 0.00867357+0.0014642j 0.00330071-0.00776469j -0.000795002-0.00172186j 0.00391844+0.00655527j 0.0154017-0.00883186j 0.00589789-0.00837805j 0.000297255+0.00250592j 0.00130967+0.00274808j 0.009087-0.00141721j 0.00494516+0.0117452j -0.00794422-0.000671038j 0.00170939-0.00157971j -0.00719649-0.00902051j 0.0199123-0.0118021j 0.0107392-0.0145918j -0.00143186-0.0055084j -0.00105462-0.00976446j 0.0128862+0.00209572j 0.00578542+0.00168376j -0.00296076+0.00110205j -0.00205989-0.00376819j 0.00338531-0.00845621j -0.0124428+0.00588037j -0.0036277-0.00445871j -0.00735973+0.000920022j -0.014936-0.0027159j -0.0018437-0.0086115j 0.00542043-0.000789972j 0.00335267+0.0047695j 0.00666163-0.00267355j 0.00285046-0.00171012j -0.00184435+0.00433804j -0.00228398-0.00973004j -0.0107935+0.00143125j -0.00196677-0.000699056j -0.0139925+0.00145917j 0.0038897+0.0032843j -0.00381352+0.00683624j 0.00217711-0.00178772j -0.0108642-0.00384064j 0.0164552-3.87751e-06j -0.00153136-0.00387359j 0.0051729-0.00158174j 0.00083566-0.00975026j -0.00466795+0.00662923j 0.000927847-0.00143358j -0.00121659+0.00675689j 0.0127271-0.0127505j 0.00260478-0.00634767j 0.0130818-0.00899316j -0.00445378+0.0115119j -0.000700972-0.00438933j 0.000576038+0.00536264j 0.00878985+0.00130535j -0.0115212-0.00965659j -0.000233685+0.0133576j 0.0126818-0.00974786j 0.0075278-0.00501017j -0.0061023+0.00808307j -0.00720091-0.00569922j -0.00487476+0.00282581j 0.0147386-0.00259587j 0.00667588-0.00442801j -0.0038617+0.00335206j -0.00291191-0.000514415j -0.00196131-0.0146257j -0.00919973-0.00453704j -0.00191472+0.00490183j 0.0014504+0.00907754j 0.00594738+0.00523287j 0.00278518-0.0194301j -0.0128453+0.00598703j -0.0135057-0.00723718j 0.00862978+0.00664486j 0.00120173+0.010604j -0.00653414-0.00096436j -0.000684744-0.00745046j 
0.00180207+0.00214129j 0.00499046-0.00471176j -0.00373988-0.00137887j -0.0091147+0.00770046j 0.0200863+0.00988932j 0.00415736+0.00386781j -0.00102251+0.00271517j -0.00554054-0.00121107j -0.00194437-0.00630711j -0.0022613+0.00736984j 0.00181018-0.0137065j 0.00523856+0.0114485j -0.00295042+0.00379809j 0.0072833-0.0110238j -0.00660406-0.00294248j 0.00978378+0.00944227j 8.43477e-05+0.00294844j 0.0195663+0.00634691j -0.00637381-0.00285395j -0.00386464-0.000923176j 0.000102884-0.00848562j 0.00122735-0.00312532j -0.00653218+0.00664415j 0.000509422+0.00456084j 0.00124563+0.00291145j 0.00220461+0.00344988j -0.00490188+0.00418759j -0.000957551+0.00133443j -0.00111912-0.00837264j -0.00148322+0.000260209j 0.00488979-0.00315828j -0.000664399-0.00986091j -0.00211299+0.00285105j 0.00355581+0.000897123j -0.0121402+0.0139679j -7.12333e-05+0.00216372j -0.00107072-0.000114724j -0.000132476-0.00261679j 0.00138276-0.00831528j -0.00505012-0.00497897j -0.00803651-0.00401633j 0.00203534+0.00747345j 0.0130858+0.00853855j -0.00246928-0.00916693j 0.00472991-0.000445786j -0.000762901-0.00591738j 0.00420141+0.00339458j 0.00912681+0.00814897j 0.00023779+0.00569687j -0.00836375-0.00973874j 0.00409841-0.00138816j -0.000260954-0.00317597j -0.00138651-0.000165328j -0.00321583+0.00577632j 0.00550327+0.00233375j 0.00540696-0.00336104j -0.00861386+0.000524602j 0.00348122+0.00194873j -0.00126295-0.00265435j -0.000712744+0.00241387j -0.00168586+0.00206379j 0.00352403-0.0033691j 0.00380967+0.00934508j -0.000522251+0.0042355j 0.00833427-0.0033631j -0.00222443-0.0133576j 0.00211086+0.00918597j 0.00507869+0.0059829j -0.000874896+0.00173602j 0.00148624+0.00229254j 0.00402855+0.0048066j -0.00182215+0.00216558j 0.00310275-0.00756819j -0.00682809-0.000296924j 0.00241984-0.00220446j -0.000312713+0.0110994j -0.00291949+0.00199648j 0.000993571+0.002604j -0.00697897+0.00663718j -0.00556615+0.000292192j -0.000526784-0.00161949j -0.0168067-0.00449022j 0.00426249+0.00241873j 0.00852576-0.00141707j 0.00412382-0.00382306j 0.00316212-0.0124976j -0.0146812-0.00183885j -0.00979028+0.00606532j 0.0029671+0.00324683j 0.00302023-0.0034401j -0.00217599-0.00537751j 0.00578573+0.000584527j 
-0.0119478+0.0048363j -0.00120547+0.00955367j -0.0103996+0.011496j -0.00175888-0.01199j -0.00756403-0.018505j -0.00713844+0.000427225j -0.00534285-0.010203j 0.00959862-0.00498373j 0.000823641+0.00962712j -0.0196121+0.0116025j -0.0041576-0.000464686j 0.0053868-0.00856238j 0.00617945+0.0126215j -0.013505-0.00315284j 0.00887914+0.0103939j -0.000491112+0.00861159j -0.000622854+0.0100664j -0.00680571-0.00349175j -0.0017922+0.00117113j -0.00556411+0.0160968j 0.0017989-0.0106015j 0.0120742+0.00230808j -0.00668038+0.000545261j -0.00877533-0.00593518j -0.000582609-0.00722956j 0.00634744+0.00561661j 0.00545708+0.00506682j -0.0100743-0.00130719j 0.00721024-0.00277544j -0.00323603+0.0243515j 0.0109984+0.00178541j 0.000552826+0.0060789j -0.000970882-0.00692484j 0.0144674-0.00693814j 0.0105805+0.0031994j 0.0119672-0.0115378j -0.0053569+0.00828753j -0.00184835-0.00625084j 0.000521321-0.0031323j 0.0039163+0.00810991j 0.0032115-0.00601798j 0.00450891+0.00696422j -0.00104243-0.00202399j -0.00746111+0.00127421j 0.00545293+0.00286794j -0.0148218+0.000185683j 0.0206059-0.00288277j -0.0026976+0.00413766j 0.0162707-0.000609866j -0.00830734-0.00432173j 0.00294931-0.00194869j 0.00608554+0.00235333j -0.00454267+0.0169601j 0.00154513-0.00861332j 0.00237623-0.00268768j 0.0161824-0.000919084j -0.00449809+0.0128345j 0.00588989-0.004697j 0.00371783+0.00246615j 0.00657478-0.00699135j 0.00581414+0.00359209j -0.00411882-0.00580915j 0.00236367+0.00627546j -0.00273433-0.00312936j 0.00141125+0.00541675j -0.00504454+0.0083935j -0.0180572-0.00109325j 0.0101996-0.00529502j 0.0109986+0.00594019j -0.000579763-0.0089789j -0.00924879-0.00087466j -0.00365512-0.00767943j -0.00783704-0.00811325j 0.00867102-0.00296587j -0.00270278+0.00134261j -0.00254621-0.0168266j 0.00762363+0.00175891j 0.00243041+0.000620297j 0.00635656-0.0146895j 0.00955825+0.00181897j -0.00679845+0.00251693j 0.0114436+0.0217513j 0.0159622-0.0103998j 0.000533605+0.00680254j 0.010316+0.00721667j 0.00379069+0.00540634j 0.0114392-0.00768744j 0.00523673+0.00351237j -0.00206664+0.00462464j -0.00779806-0.0062671j 0.00762689-0.000222995j 0.000205231+0.00360688j 
0.00146408+0.000447541j 0.00151282-0.00152194j -0.00779854+0.00584057j -0.00687729-0.00400134j 0.00870788-0.0058754j -0.0127612-8.72839e-05j -0.00397675+0.0154096j -0.00283964+0.0113421j -0.00104226-0.00612508j 0.00392068-0.00309207j 0.000585007+0.000954926j 0.00477512-0.00423872j -0.014102+0.000487524j -0.00679782-0.00102996j -0.00416989-0.00272532j 0.00713859+0.00189118j -0.0045878-0.00217545j 0.00310446+0.00717167j -0.00136801-0.00412319j 0.00497096-0.00144753j 0.0122322+0.00470784j -0.00861777-0.00552562j 0.00106736+0.00971309j -0.025784-0.000634278j -0.00491305-0.000473455j 0.0142871+0.00825906j -8.64716e-05+0.00325927j 0.00216732-0.000787787j -0.0189448+0.0149355j -0.00085139+0.00857563j 0.0115859+0.00187758j -0.00648035+0.00354942j -0.00541188+0.00975449j -0.00544904-0.00442648j 0.0146559+0.000142477j 0.00330972+0.00817145j -0.00416604-0.000790069j -0.00488439-0.00829137j 0.00166385-0.00433961j 0.000401309+0.00480814j 0.00127706+0.00694143j 0.00905763+0.00520762j -0.00695108-0.00760239j 0.00739741-0.000370816j 0.00884966+0.00239695j 0.018113-0.0025578j 0.00345271-0.00582998j 0.0137784+0.000987179j -0.00628235-0.00667153j -0.00471791+0.00688145j -0.00246395+0.00297432j -0.016751+0.00545211j -0.00594611+0.00231551j 0.00268016-0.00497118j 0.0038566+0.00235922j 0.00272581+0.00247958j 0.000443215-0.00801392j -0.000653218-0.00441856j -0.0141494+0.00418366j -0.00977568-0.00844034j -0.00385555+0.0104498j 0.0128788-0.00837237j 0.00026833+0.000590259j -0.00326452+0.00607151j 0.00296742+0.000135252j 0.00996613-0.00284496j 0.000724049+0.0110448j 0.00454507-0.00481869j -0.00779911+0.0116905j 0.000560168+0.00542338j -0.00373268+0.00205467j 0.00229925-0.00571502j -0.000131277-0.00666024j -0.000373319-0.00128815j 0.000234684-0.0169775j -0.00494675-0.00734879j 0.00238693-0.00721008j -0.000106272+0.0020264j 0.00462147+0.00200904j -0.0012153+0.00454092j 0.00332971+0.000403062j -0.00276398-0.00794519j 0.000521877-0.00514399j 0.000402792+0.0102876j 0.00629073+0.0032866j 0.00396562+0.00173994j 0.0127719+0.00294583j -0.0119431+0.00951969j -0.00456707+0.0103455j -0.00162733-0.00340899j -0.000971741-0.00253328j 0.00237527-0.000947375j 
