-0.0226323+0.0073934j 0.00226834+0.0174601j -0.015853+0.0193888j -0.0210574-0.0270577j -0.0169385-0.0194308j 0.0182467-0.0114305j -0.00632995-0.0534562j -0.0368783-0.0175998j 0.00634435-0.00579962j 0.0174713+0.00859049j -0.0201464+0.01663j 0.0309906-0.0119191j -0.000210177+0.0123839j -0.0136314+0.0158924j 0.0300164+0.00435429j 0.0119574+0.00439936j -0.00182496+0.0225966j -0.0163097-0.00152604j 0.00141343-0.012852j -0.00428109+0.00809285j -0.000263825+0.00450967j -0.0183616-0.0090578j -0.00523531-0.0160289j 0.000277839-0.00375609j -0.000124903-0.0114752j 0.00426763-0.00727129j -0.0119712-0.00204443j -0.0165724-0.00123259j -0.0034035-0.00620058j -0.00146292+0.0130735j 0.00712831+0.00927437j 0.0265684+0.0121118j 0.00441098-0.00892521j 0.00425153+0.0169221j 0.0173257-0.00136571j 0.00415514+0.0029121j 0.00559295-0.00821719j -0.0136047+0.00512096j -0.0100018+0.00567684j 0.0192606+0.0192074j 0.0191693+0.00631271j 0.00470505-0.00410628j -0.0103585+0.00551743j 0.0204861-0.00632202j 0.00960129-0.0124927j -0.0125915+0.00169301j 0.0220909-0.0103914j -0.0159653+0.00397098j 0.00994997+0.00246548j 0.0166613+0.00456679j 0.00350888-0.000318587j 0.0104001+0.000842924j 0.00480989-0.00132989j -0.00818947-0.000176321j 0.00764324+0.000712629j 0.015342+0.0051806j 0.00221787-0.00506143j 0.00105364-0.00329688j 0.00543978-0.00096967j 0.0039838+0.0122297j 0.000388681+0.0184732j 0.00656545+0.004401j -0.00668638+0.0276677j 0.00450922-0.00669041j 0.00430291+0.00777902j -0.00692544+0.00494011j -0.0153175-0.0211874j -0.00106993-0.00152784j 0.0203401+0.00567831j 0.000738227+0.00273549j -0.00743615-0.0326018j 0.00454308+0.00101811j -0.00400671-0.00889841j 0.0173703+0.000509907j 0.0168788-0.00283649j 0.00527351+0.00692865j 0.00348922-0.0049306j -0.0110006-0.00493737j 0.00295662+0.00445023j 0.00108431+0.0183158j 0.0302938+0.0182805j 0.0129627+0.017553j 0.0170814-0.00947773j -0.0206353+0.0108876j 0.0140672+0.00634463j -0.0154646-0.0290631j -0.00728338-0.0192614j 0.0709558+0.00485675j -0.0195627+0.0129963j -0.0274741-0.0323336j 0.028779+0.00339262j 0.00411364+0.0256176j 
-0.00294139+0.00150231j 0.000511089+0.00208366j -0.00661523+0.00400979j -0.00167763-0.00264835j 0.00363938-0.014334j -0.0167573-0.00814602j 0.00357999+0.00123928j -0.00610848+0.00531747j -0.00276907+0.00233442j 0.00802173-0.00574593j 0.00116964-0.0022014j 0.00939514-0.00648793j -0.00600367-0.00237611j 0.00223964-0.00725126j -0.00183049+0.00165133j 1.80383e-05+0.000515456j -0.00095227-0.000912039j 0.00287631+0.00999886j 0.000126817-0.00692851j -0.0115581+0.0021256j -0.000147029+0.00507642j 0.00119194-0.00228786j -0.00836369+0.0065094j 0.00339092-0.0140649j -0.00195916-0.00127854j 0.00100906-0.00367121j 0.0028087+0.00451503j 0.000160791-0.0037912j -0.00347694+0.00349626j 0.00128171+0.00252361j -0.00725764+0.00354251j 9.31071e-05+0.00657866j -0.00419597+0.013513j -0.00979542-0.00719538j 0.00183198-0.0132459j 0.00129002+0.00027863j -0.00448899+0.00730368j -0.004117-0.00689773j 0.00987057-0.00129036j 0.00123+0.00142866j -0.00337301+0.00279906j -0.00107249-0.00808285j -0.0134035+0.00301504j -0.00100097+0.0013356j -0.00034138+0.00829438j -0.00578934-0.00876171j -0.00811413-0.000714094j 0.0040486+0.00352416j 0.00429405-0.00152616j -0.00777175+0.00372305j 0.00362595+0.00170172j -0.00387633+0.000478538j -0.00935222+0.0124318j 0.000553689-0.00581677j 0.00788179-0.000762978j 0.0014461-0.00491695j 0.000340849-0.00775359j 0.00160582+0.00472298j 0.000103339+0.00658014j 0.00744445-0.000470694j -0.00175553-0.00019555j 0.00280371-0.00991912j -0.000183779+0.000426799j -0.00824754-0.00229975j -0.00203346-0.00947228j 0.00378372+8.62127e-05j -0.00884026+0.0043987j -0.00126793-0.00105242j -0.00735162-0.00231134j 0.00249321+0.00324109j -0.000599828+0.000730632j -0.00125608+0.00203635j -0.000630914+0.00692422j -0.00232561-0.00981325j -0.00166079-0.00289844j -0.000269902-0.00874347j -0.010759-0.00300715j 0.00442471+0.00149298j -0.000666044-0.0051866j 0.00307943-0.00217368j 0.00381351+0.0102277j -0.0012395-0.0031451j 0.00184765-0.00179505j 0.00866992+0.00450104j 0.00350468+0.0003737j 0.00413754+0.00768476j 0.0127039-0.00241068j -0.00340851+0.00639535j -0.0110043+0.00504828j -0.000988131-0.00980739j 0.000471014-0.0024869j 0.00224064-0.000338906j 
0.000731565-0.00135165j 0.000146815+0.00129298j 0.000298548-0.00636971j 0.00154831+0.000505133j -0.00367828+0.00101034j -0.00982506+0.00288246j -0.000508074+0.000880226j -0.00151869-0.00417127j -0.00150891-0.00423158j -0.00439617-0.00887647j -0.000312616+0.00583505j 0.00575116-0.00528048j -0.00395876-0.000940713j -0.00593422-0.000620986j -2.66905e-06+0.00365667j -0.00612418-0.00998431j -0.00811516-0.00646276j -0.00274832+0.015669j 0.0089557+0.00696656j -0.00931769+0.00400347j -0.00301326+0.00675318j -0.00243419-0.00156847j 0.00170613-0.00308587j -0.0126315+0.00262763j 0.00171442-0.00337199j 0.00443842+0.000640643j -0.00106499-0.00285685j 0.00582849-0.00866651j -0.00208105+1.23772e-05j 0.0031665-0.000413275j 0.000860892+0.00081059j -0.00756536-0.000497737j 0.00139732-0.00383273j -0.00322421+0.00502101j -0.000692405-0.00538034j -0.0105819+0.00203957j 0.0048699-0.00455899j 0.00192452+0.00197003j -0.00506458+0.00361051j -0.00300756+0.0022157j 0.00373376-0.00149451j 0.00219154-0.00481873j -0.00768699-0.00185382j -0.00180895+0.00407123j -0.00164781+0.000208795j -0.00337187+0.00236425j -0.0031499-0.000698362j -0.00539434-0.00421149j -0.000625947+0.00405638j -0.0026113-0.000884924j 0.00181156+0.000912198j 0.00487602-7.19757e-05j 0.000663514+0.00710949j -0.00988284-0.00224708j 0.00394235+0.0137164j -0.00205003-0.00227026j -0.00054889+0.00155108j -0.0040217-0.00370805j 0.00361038+0.00378686j 0.00479426+0.00352499j -0.00608947+0.00726811j 0.00318317+0.00367169j 2.23485e-05-0.00116286j -0.00134583+0.00779795j -0.00850232+0.00941301j 0.000466607-0.000665487j -0.00173471-0.0101304j 0.00120888-0.00147064j -0.00812244-0.000682793j -0.00417022-0.00683623j -0.00572916-0.00574143j -0.000171276+0.00156372j -0.000327857+0.0022246j 0.000450453+0.00804819j -0.000569469-0.00121674j -0.000358472-0.00896853j -7.56145e-05-0.00570431j -0.00369967+0.00725118j -0.00315298-0.000849671j 4.52878e-05-0.00164251j 0.00608129+0.00151705j 0.000906996-0.00359196j -0.00145352+0.00470539j -0.00660731-0.00283057j -0.00440519-0.00133425j -0.00383163+0.00863238j 0.00235555+0.0027048j 0.0010024-0.00522789j -0.00254119+0.00144298j -0.0026807+0.00194608j -0.00047881+0.00115117j -0.00263171-0.00203679j 
0.00696786-0.00334538j -0.00216228-0.00211343j 0.00307776-0.000572099j 0.00286882+0.000301684j 0.00292295+0.0162724j 0.00465632-0.000717146j 0.00235883-0.00148486j 0.000946173-0.000864391j 0.000352457-0.00213922j 0.00679881-0.0106262j -0.00364613-0.00478594j 0.00652745+0.000268379j 0.000181315+0.0035594j 0.0038474+7.47228e-05j -0.00795223-0.00341868j -0.00306032+0.00222531j -0.00509134+0.00192055j -0.0036732+0.00896695j 0.00223679-0.00130032j 0.00608012+0.00332167j 0.0101229-0.000999547j 0.00539665+0.00112201j -0.00268332+0.00496338j 0.00611322+0.00727795j 0.00337695-0.00241656j 0.00293714-0.00952188j 0.00336685-0.00830202j 0.00236119-0.00163059j -0.0135325+0.00387609j 0.00777863-0.00988794j -0.00306458+0.00482581j -0.00364967-0.00398161j -0.00948083+0.00102379j 0.00441183+0.00279197j 0.00413674+0.00256075j 0.000368527-0.00161932j -0.00639414+0.0023293j 0.00753228+0.00602333j 0.00603123+0.000177533j -0.00808557-0.00799795j -0.00636235+0.0032071j 0.00612294+0.00316173j 0.00912825+0.0036461j 0.00907001+0.000987191j 0.00114451-0.0112142j -0.00596872+0.00152307j -0.00664402+0.000575195j 0.000695614-0.00502949j -0.00909413+0.00265144j -0.00569615-0.00381155j 0.000780849-0.00804557j 0.00145748-0.000580446j -0.0017784+0.00222802j -0.00356305+0.0005548j 0.00834701-0.00606466j -0.00561528-0.00358161j 0.00556261-5.04602e-05j -0.00330016+0.00271525j -0.00613886+0.00602163j -0.00109126+0.00278973j 0.00524161-0.00233609j 4.3497e-05+0.000898274j 0.00557731+0.0021679j 0.00571863-0.000224181j 0.000255591-0.00613803j 0.000580748+0.00127794j 0.0114823+0.0059878j -0.00697248+0.0011746j 0.00162176-0.00366732j 0.000935845+0.0104803j -0.000350497+0.00244207j 0.00386345+0.00414127j 0.00486401+0.000743338j -0.00306359+0.00294228j -0.0026834-0.00121888j -0.00626909-0.00181029j -0.00172748+0.000749751j -0.00706836+0.000601196j -0.00457947+0.00963767j -0.00226164-0.00437722j 0.00414993-0.00674323j -0.0102292-0.00361861j -0.00374603+0.00292876j -0.00364509-0.00637184j -0.00565-0.00269781j 0.00134162-0.00618594j -0.00175133+0.00293408j -0.00136354+0.00240787j 0.00187572-0.00358681j 0.00255972+0.00306277j -0.00170067-0.000853547j 0.000364426+0.00046312j 
-0.00302906-0.00346692j -0.00439296+0.00113155j 0.00293148-0.00152841j -0.00355371-0.00183112j -0.0101255-0.0114915j -0.00886671-0.00213552j -0.00167976+0.0112302j -0.00509672+0.00746694j 0.00583935+0.00163868j 0.00472483-0.00132616j -0.00328325-0.00631272j -0.0010954-0.00444429j 0.0010834-0.00172552j 0.000587848-0.00963054j -0.00121416-0.00583402j -0.000626358-9.95103e-05j 0.00401134+0.000841788j 0.00228389+0.00542415j 0.00844333-0.00429273j -0.00958163+0.00347633j -0.00506939+0.00480099j 0.00364428-6.81743e-06j -0.000743785+0.00541099j -0.0039394-0.001319j 0.00121475-0.00339102j -9.56999e-05+0.00140075j 0.00174057+0.0052445j 0.00272218+0.000115178j -0.000367635+1.22382e-05j -0.00109592-0.00472854j -0.00645363-0.0050072j 0.00286218+0.000917095j 0.00535261+0.00141003j -0.00516166+0.000823101j -0.00361396-0.0129505j 0.00229886+0.00840227j 0.000127322+0.00907363j -0.00103562-0.0115476j 0.00164131-0.00508296j -0.00715147-0.0040451j -0.00377126+0.00269663j -0.00159915+0.00440709j -0.0103724-0.00927389j 0.00365254+0.00487359j -0.0039792-0.00343196j 0.0027779+0.00655936j 0.00111628+0.00278175j -0.00240994+0.00013963j 0.00465791-0.00205358j 0.00611053+0.00618438j -0.00112884+0.00604658j -0.00818201+0.00151946j 0.00037402+0.0029592j 0.000935261-0.00116835j 0.00399127+0.0044894j 0.0046446-0.00112349j 0.00102401+0.0102381j -0.0109081+0.00619106j 0.00129883+0.00361819j 0.00287642-0.00586347j 0.00375433-0.00458993j -0.00250005-0.009377j -0.0055542-0.00110992j -0.00096573-0.00277513j -0.00595303-0.00428688j 0.000324762+0.0053303j 0.000256142+0.00399996j 0.00161196-0.00633152j -0.00148627-0.00153502j 0.0108497+0.00161992j 0.00267076+0.00184404j -0.00441556-0.00193137j -0.0045127+0.000396069j 0.0036589-0.00681287j -0.00522155+0.000271611j -0.000802403-0.00494918j -0.0070045+0.00112514j 0.00180898+0.00817068j 0.00113509-0.00398637j 0.00118308+0.00119471j -0.00268197+0.00748291j 0.00515123+0.00337874j 0.00146584+0.00243107j 0.00231864-0.00108211j -0.00221201-0.0011179j -0.00018247+0.0138757j 0.0148503+0.000275274j -0.00313288+0.00739838j -0.00100452-0.000145228j 0.000749491+0.00100672j 0.000718165-0.000537374j -0.000278335-0.000800994j 
-0.00258233+0.00152411j 0.00542834-0.00111287j -0.000750933-0.0049228j 0.00419838+1.81804e-05j 0.00558304-0.00778796j -0.00067371+0.00732601j 0.0011117+0.00305188j -0.00498669-0.00401651j 0.00055942+0.00448073j -0.0078401-0.00689994j 0.00898177+0.00422513j -0.00115939-0.00799063j -0.00242588-0.00761515j 0.00257866-0.00200286j 0.0112994+0.00637067j 0.00229709-0.00933611j -0.00383189+0.000932525j -0.00495203+0.00768643j 0.00748343+0.00729458j -0.00377564-0.00449484j 0.00133011+0.00853221j -0.00279894-0.00708976j 0.00481344-0.00909418j -0.0165401+0.0037322j 0.000810612+0.00352931j 0.00144285+0.00228443j -0.00334344+0.00467393j 0.00524052-0.00359017j 0.0096669-0.0032948j 0.00105202-0.00480915j 0.00404475-0.00632678j -0.00621634-0.00346712j 0.00835839-0.0027713j -0.00612021+0.00110996j 0.00939675-0.0104201j 0.0031313+0.00223463j 0.0049444+0.00300449j -0.00229557-0.00887953j -0.0133833+0.00317016j -0.00109494+0.010074j -0.00361818+0.000835293j 0.00624298-0.0102272j 0.000457459-0.00342578j -0.00664151-0.00360556j 0.00185528-0.0111291j 0.000235395+0.0038678j 0.00705508+0.0016573j -0.00500404-0.00289222j 0.00899733+0.00121132j -0.00417127-0.006122j 0.00586222+0.00517409j 0.000650376+0.0061674j -0.00383336+0.00176572j -0.000585996-0.00686348j -7.3318e-05+0.00582817j 0.000197942+0.00365655j -0.00321473+7.6304e-05j -0.00420448-0.00163595j 0.0084698+0.00380214j -0.00268264+0.00866068j -0.00385088+0.00374501j 0.00233684-0.00243412j -0.00911461+0.000261912j 0.00173476-0.000112535j -0.00520052+0.00633893j -0.00095432+0.00324166j -0.00984136-0.0112404j 0.00200002-0.00869964j -0.000547996+0.00214091j -0.00616246-0.0111075j -0.00295325-0.00507682j -0.0085293+0.00160437j -0.00360584+0.00285264j -0.00137467+0.0105933j -0.00021267-0.00176772j -0.00879845-0.0089634j 0.00821552-0.00899397j -0.00355167+0.00390567j 0.000753951-0.00510219j 0.00256377+0.00234286j 0.00758818-0.00132349j 0.0027767-0.00466664j -0.00291422-0.000123901j -0.000895802-0.00236631j -0.00239517+0.00153677j 0.00123235+0.00175992j 0.000771275+0.0019365j 0.00100727-0.00499845j -0.00383149+0.00605584j -0.00393242-0.00216053j -0.00126609+0.00149184j -0.000735853-0.00104094j 
-0.00206123+0.00770616j 0.00961997-0.00326604j -0.00715523-0.000304435j 0.00380858-0.000168399j 0.00816015-0.0122483j 0.0142169-0.000602629j 0.0125538-0.00895843j -0.00551403+0.00254732j -0.00573736-0.00785659j -0.0117277-0.00387651j 0.00990505+0.0105645j -0.00926189-0.00807151j -0.000193491-0.000787463j 0.00609176-0.00086409j 0.00920174+0.00647135j 0.000744671+0.00290927j -0.0100792-0.00484372j -0.00251887+0.000172779j 0.00480751+0.00129529j -0.00574911-0.00363803j -0.010499+0.00480421j -0.00336764-0.0116508j 0.007405-0.0065021j 0.000353584-0.00223328j -0.00793547+0.00287895j -0.00527051+0.000333525j -0.00777003-0.0102803j -0.00199864+0.00356102j 0.000753792+0.000246434j -0.00127635-0.00193206j -0.00195775-0.0156966j 0.0037249-0.0154415j 0.00146657+0.00451768j -0.00143059+0.00845228j -0.00340938-0.00242007j 0.00773805-0.0050352j -0.00703663-0.00266302j -0.00410602-0.000722274j 0.000515538+0.0126937j 0.00439156+0.0128127j -0.0115173-0.0027117j -0.00474748+0.00072947j -0.00266611-1.1587e-05j -0.00247233-0.00278728j -0.000434456+0.0046758j 0.00112225+0.00436748j -0.00941477-0.0091463j 0.00706522+0.00350408j -0.00259304+0.00041216j -0.00113924-0.00249616j -0.00678849+0.00236527j 0.00518292+0.00111845j 0.00222465-0.00210136j 0.000739806-0.00328837j 0.00243027-0.000907835j 0.00512684+0.010109j -0.012514-0.00496361j -0.00490243-0.00489173j 0.00723118+0.00346323j 0.00207856+0.00278927j -0.00623623+0.00195579j 0.000160298+0.00786479j -0.00730888+0.00266026j -0.00101627-0.00516635j -0.00301903-0.00106613j -0.00438287-0.00502422j -0.0120967-0.0105018j -0.00518064-0.00811148j -0.00529606-0.00478399j -0.00191681-0.0131761j -0.00897029-0.0067477j -0.00999422+0.0115542j -0.0028465+0.00711185j -0.00100094+0.00107927j 0.00188039-0.00343461j 0.000323335+0.0041104j -0.00451411-0.00641664j 0.00409748+0.000655463j -0.00384502-0.00325994j -0.00521949+0.000384784j 0.00835484+0.000525747j -0.000839588-0.00688043j -0.0035089-0.000907378j 0.00359791+0.00285525j 0.00311617+0.00115462j 0.00212637-0.00487795j -0.00809854-0.00360372j 0.00634392-0.00919952j -0.0095017+0.00597124j -0.00346194-0.00724972j 9.63128e-05+0.00126475j 0.000924676+0.000958996j 
-0.00592153+0.0047848j 0.00299824+0.00840459j -0.00285895+0.0034049j 0.00183341-0.00222467j -0.000640265-0.0151873j -0.00824619+0.00208833j -0.00486461-0.0107629j -0.0027166-0.0134252j 0.000232256+0.00667521j -0.0111039+0.00354905j 0.00291655+0.00692181j 0.00888571-0.00391425j -0.0145805-0.00298353j -0.0163958+0.0171j 0.0149919+0.0130377j 0.00496133-0.00408396j -0.00827522+0.0027365j -0.00167468+0.000430641j -0.00176564+0.00442047j -0.00165522+0.000540785j 0.00726775+2.62877e-05j -0.00235422-0.000534631j 0.000910761-0.0100449j -0.00153243-0.0019203j -0.00397139-0.0046135j -0.00321359+0.00353035j -0.00547976+0.00361966j -0.0041929-0.00204661j -0.00257097+0.000257636j -0.000704614+0.00412394j -0.0051533-0.00415592j 0.00124808+0.00995709j 0.0136602-0.0081197j -0.00260659+0.00162299j -0.000368262+0.00209579j -0.00395493-0.00635307j -0.00203536+0.00424434j 0.00275658+0.00224645j 0.0102601-0.000286084j -0.00312057+0.00990109j 0.00662952+0.00844028j 0.00707239-0.000542299j -0.0155936+0.00216306j 0.00608149+0.0169783j -0.00653603-0.00652731j 0.000784582-0.00336289j 0.00809059-0.00782008j 0.000800927-0.00970294j 0.00776794-0.00137122j -0.00407613-0.00254007j 0.0103206-0.00751031j -0.00190006-0.00442347j -0.00104333+0.00760313j -0.00822793-0.00265776j 0.0106676-0.000960388j 0.00152018+0.00541374j -0.00774389-0.00458386j -0.00404121-0.00394282j 0.00649791+0.00784027j -0.00385928+0.000902635j -0.00791666-0.00337479j -0.00303136-0.00555646j -0.00485472+0.000245712j -0.00525371-0.00599435j -0.000946837+0.007605j 0.000277311+0.00111338j -0.0256613-0.0151515j -0.00230078-0.00174564j -0.00775531+0.00612536j -0.0018129-0.0113342j 0.00319785-0.00841021j 0.000283256-0.000378872j -0.0015098+0.00688414j 0.000747397+0.000609291j -0.000672467-0.00700654j 0.00586575-0.00207174j 0.00369183-0.00557743j 0.00150429-0.00200619j 0.00375581-0.00980297j 0.00963571+0.00430996j 0.00213057+0.0109599j 0.00858873+0.00275632j 0.0112251-0.00762767j 0.00450836+0.0127903j 0.00616872+0.00146206j 0.00309827+0.00784133j -0.00237952-0.00690186j 0.00902524-0.0176916j -0.0056653+0.0023223j -0.00628564-0.00551313j 0.00186984+0.00579004j -0.00387008-0.000890906j 
-0.00102606-0.00437851j -0.00587165+0.00430952j 0.000634537-0.00696548j 0.00297932-0.00254434j -0.00712664-0.00359373j -0.0160656+0.000853379j 0.00337104+0.00541398j -0.00971872-0.00307897j -0.00332989+0.00381213j 0.0101268-0.000297963j 0.00398396+0.00160838j -0.00292122-0.000829439j 0.0123772-0.000554671j 0.00684248+0.000951604j 0.0113756-0.00257869j -0.00899175-0.00230438j -0.0117198+0.00127334j -0.0095891+0.00749649j 0.00203238-0.0012296j -0.0061808+0.0113618j 0.00827277+0.010708j 0.00491138-0.000855644j -0.00370663-0.00130568j 0.00559393-0.0035487j 0.000373103+0.000890957j 0.00500604-0.00707421j 0.0046344-0.000955852j -0.00736013+0.00732875j -0.0125011+0.00481752j -0.00571579-0.0040651j -0.00322354+0.00476949j -0.0019529+0.00114841j 0.00254939+0.00449954j -0.0016843+0.00820811j 0.000533406-0.00593309j 0.00675871-0.00484516j -0.00208961+0.00262169j -0.00575369-0.00840435j 0.00501565-0.00296089j 0.00277865+0.0035211j 0.00521027+0.00254463j 0.00494618+0.00563542j -0.00324939-0.00432642j -0.00239919+0.00445445j -0.00389341-0.00400412j -0.00121149-0.000153027j -0.00143475-0.00138273j 0.00311737+0.000729849j 0.00833718-0.00290187j 0.000562962+0.00373121j 0.00370711+0.00623968j 0.00384798+0.000497036j 0.00277409+0.00243219j 0.00498635+0.00246432j 0.00394027-0.00404431j -0.00341086+0.00122053j -0.00108532-0.00296335j -0.00459908+0.00448289j -0.00304844+0.00240436j 0.00692661+0.00608852j -0.00658104-0.00894205j 0.00239821+0.00677326j -0.00482496-0.00754001j -0.00436448-0.000482823j -0.00877361+0.000289172j 0.000605438+0.00333479j -0.00503081+0.00135027j -0.00410314-0.00149748j -0.00480637-0.00208036j 0.00575736+0.00167304j 0.00466072-0.000971026j -0.00571208-0.000366636j -0.00456132+0.00650725j -0.00037209-0.00673221j 0.00128433-0.00165614j -0.00218082-0.0080844j -0.00843032+0.000195443j -0.00840779+0.00187855j -0.00173868-0.00333267j 0.0064514-0.00499332j 0.00187021-0.00118083j -0.00702896+0.00297788j -0.00441724+0.000318926j 0.00378736-0.00461308j -0.00506437-0.00584525j -0.00443723+0.0190072j 0.0164086+0.00396417j 0.00336396+0.00204355j -0.00406249-0.00135114j -0.000706195-0.00264188j -0.00100105+0.00241075j -0.00186246-4.05511e-05j 
-0.00098302-0.00153239j -0.00144084+0.00238524j -0.00389909-0.00905519j -0.00152746-0.00325342j -0.00150803+0.00433248j -0.0140591+0.000591761j 0.00811778+0.00817631j 0.00451418-0.00537768j -0.00259899+0.00650134j -0.0117873+0.00425786j -0.00131199+0.00121325j 0.00210154+0.0070174j -0.00288172-0.00721686j -0.0092034+0.0041428j 0.00616602-0.00531348j -0.00869876-0.0111761j -0.000236417-0.00394422j -0.00565998+0.000461365j -0.00101551+0.00415745j -0.0100605+0.00578302j -0.000929337+0.00924099j 0.000408784+0.00419862j -0.00282866-0.000312008j -0.00444614-0.00330008j -0.00354871-0.00203087j 0.00230227+0.00405186j 0.00317695+0.00159175j -0.00237039-0.00511872j 0.00778045+0.00821907j 0.00837775+0.000944356j -0.00195222+0.00162709j -0.00229829-0.00640619j 0.00582351-0.00937264j 0.00220892-0.00232642j -0.000891162-0.00433867j 0.00208022-0.00454718j 0.0100758-0.00675499j 0.00153348-0.00499328j -0.00347437+0.000214838j 0.00300458+0.00136111j 0.00121507+0.00277077j -0.00046921-0.00715617j 0.00264018+0.000736837j 0.000800094+0.00297766j -0.00459016+0.00282411j 0.00410565-0.00155412j 0.000387899-0.00466355j 0.00110849+0.000624193j 0.0112033-0.00218336j -0.01127-0.00525183j 0.00854044+4.88216e-05j 0.00169639-0.00700746j 0.00218298+0.00989386j 0.00200148-0.00364252j -0.00422832+0.00532611j 0.00432045-0.0057719j -0.00579395-0.00644607j 0.00812748+0.00209551j 0.00184181-0.000505576j 0.00215655-0.00108403j -0.00670412+0.00131313j 0.00410467-0.000926598j -0.000235072-0.00651899j -0.00207423+0.00349972j -0.00327063+0.0102439j -0.000668351+0.00267905j -0.0100363-0.00677675j 0.00392291-0.00739405j -0.00585872+0.00555323j 0.00318549-0.0114697j 0.00486145+0.00618578j 0.000143926-0.00775155j -0.00502483+0.00514796j 0.00137495+0.0103481j -0.00980249-0.00628457j -0.000829287-0.00442762j 0.00576734-0.00546846j 0.00748048+0.00127018j 0.0016-0.0128445j 0.00551973+0.00133359j -0.00539185-0.000488387j -0.00128121+0.00320287j -0.000727442-0.00155379j 0.000561215+0.00278628j -0.00264187-0.00319953j -0.00174761+0.00933114j 0.00699722+0.0059591j -0.0056235-0.00571049j 0.000258462+0.00284238j -0.00301615+0.00482148j -0.00246148+0.000333223j -0.00301156-0.00349228j 
-0.00115941-9.75829e-05j -0.000884095-0.00116313j -0.00281566-0.00179469j 0.00644101+0.00382842j 0.000755252-0.00454193j 0.00162388-0.000956127j -0.00133521-0.0120517j -0.00410536+0.00197658j -0.00866231-0.00377647j 0.0113516-0.00465394j 0.00687442+0.00235842j 0.00753243-0.00260385j -0.00121638-0.00712936j 0.00571818+0.00231345j 0.00559471+0.0059406j -0.011055-0.00861472j -0.00838244+0.00697102j -0.00736324-0.000320847j 0.00428368-0.00307896j -0.0134843+0.00470916j -0.00345392+0.00970242j 0.00165198-0.00732943j 0.00809606+0.00953294j -0.010687-4.78994e-05j 0.00521993-0.0113783j 0.00583405-0.0030743j -0.00512501+0.00518157j 0.00342079-0.00344396j -0.00493319+0.003274j 0.00570527-0.00651615j -0.0102642-0.00234652j 0.00349553+0.00243373j 0.00699624-0.00302682j 0.00243296+0.00171042j -0.00399297-0.0122992j 0.0110815+0.00519126j -0.000438327+0.00111735j 0.00770918-0.012085j -0.00246975-0.000109447j -0.000967584+0.0054074j -0.00428472+0.00452474j 0.00639919-0.00150018j -0.00149326-0.0030105j 0.00604581+0.00591891j -0.0142128-0.0167472j 0.00242395+0.0110778j -0.000500415+0.00242649j -0.00506802-0.012155j 0.000727776-0.0031888j -0.00557656+0.00537732j 0.00641192+0.00424207j -0.00272018-0.000717623j 0.0023856+0.0030284j -0.00193414-0.000177014j 0.00710891+0.00239304j 0.00598386+0.00547244j -0.00207172+0.00393375j -0.0112104+0.00287087j 0.00454015+0.00350742j 0.00348208+0.001089j -0.006295+0.0032365j 0.000924298-0.00444667j -0.00730838+0.00865607j -0.00497488-0.00222719j -0.00978436+0.000784416j 0.0145609-0.00153273j -0.00790652-0.00644054j 0.00139993-0.0127066j -0.00255209-0.00802083j -0.000521779+0.00181609j 0.00231338-0.00204075j -0.000678708+0.00586558j -0.0079995+0.00124598j 0.0057199+0.00550296j 0.00208154+0.00419846j -0.00311654+0.00237152j -0.000862136-0.000683282j -0.0060004+0.00259206j -0.00114729+0.00245061j -0.000469447+0.000426677j 0.0144663+0.00246607j -0.00452495-0.00933952j -0.00522527+0.00179084j -0.00172608-0.00872178j -0.00663253-0.00162637j -0.00121308+0.00396884j -0.00139281-0.00223055j 0.00424078-0.00528254j -0.00411712+0.00361108j -0.000874028-0.00224165j 0.00279036+0.000461187j -0.000681697+0.00244459j 
