-0.00692559-0.00382964j 0.00408572+0.00385643j -0.00646563+0.00303131j 0.0050326+0.00600747j -0.00417986+0.000893047j -0.00329974+0.00190986j -0.00599391-0.00613504j -0.000718484-0.000634952j 0.000860582+0.00354652j 0.00619431+0.00464886j -0.00471211-0.00271211j 0.00230326-0.00268746j -0.0128962-0.00702226j -0.0226396+0.00151677j 0.000169438+0.0106859j -0.0234619+0.016915j 0.0400708+0.0104856j -0.0216161+0.00252941j 0.00328558-0.0137573j 0.00688715+0.00141014j 0.00896958+0.00181361j 0.00560626-0.0132078j -0.00322074+0.00632328j 0.00207689-0.00198291j 0.00275194-0.00629361j 0.00729532+0.00182563j -0.00251884+0.00632204j 0.00290653+0.00391798j 0.000976899-0.00580379j 0.00465757-0.00528928j -0.00304322-0.00694882j -0.00577619-0.00071756j 0.00463714+1.53971e-05j 0.00104172+0.0125956j -0.0181575+0.000300419j 0.00608728-0.0274237j -0.0240263-0.0162756j -0.0135926-0.00106187j -0.00199505+0.0177609j 0.00696866-0.0265808j -0.00618408-0.0329203j -0.0156978+0.0147855j 0.0239289+0.0185568j 0.00482972-0.00788126j 0.0141998+0.00869094j -0.00334659+0.0275007j 0.010243+0.00407265j 0.00645761+0.00470309j 0.0168393+0.0187421j -0.00204092+0.00198211j -0.00410559+0.00249714j 0.00472765-0.00927362j -0.00458017-0.00444425j 0.00309045+0.00557337j -0.00487745+0.0030885j -0.00733288+0.012975j -0.0153006-0.0169595j 0.00656886+0.00327301j -0.00669536-0.00270329j -0.000853369+0.000622471j 0.007891+0.00432942j -0.00181268-0.0063384j -0.00855446+0.00761722j 0.00687233+0.00675181j 0.00114819+0.00060391j -0.00294203-0.00506781j 0.00168056-0.00859645j -0.00773933-0.0109779j -0.00496764+0.00369859j 0.00564831+0.00405738j -0.00283381-0.00567804j 0.00583699+0.00906079j 0.00397937-0.00202395j 0.000442877+0.00633841j -0.00221844-0.000975014j -0.0015999+0.00119164j 0.00671347-0.000672744j 0.00590176-0.00525456j 0.0144063+0.0128261j -0.00320764-0.00116324j -0.00395296+0.00572796j 0.0127601+0.0192746j 0.0009453+0.00191385j -0.00589949-0.00271867j -0.00337972-0.00309135j -0.0158046-0.0127579j -0.00180535-0.00334666j 0.00166542+0.019414j 0.0100261+0.0108508j -0.0214274-0.0199087j 0.00220965-0.0111781j 0.0127013-0.325238j -0.15871-0.143576j -0.00545984-0.0315879j 0.0227803-0.0485763j 0.089263+0.0693238j -0.62919+0.0350655j 
0.00362497-0.000591371j -0.0102785-0.00478609j -0.00982222+0.00265185j -0.0057235+0.0197723j -0.00841499-0.0292933j 0.00901598+0.0393031j 0.00948692+0.0136668j -0.00886528-0.0845621j -0.000782586+0.0013106j 0.00900338+0.00774612j 0.000658033-0.000767297j 0.00767585-0.00489399j 0.00215936+0.0129942j -0.004956-0.00388485j 0.000205158-0.00271538j 0.0128216-0.00628949j -0.0086286+0.000763656j 0.00811063-0.00575543j -0.0232144-0.013375j 0.0200959-0.00642063j 0.00229195+0.000738708j -0.00771069-0.00135519j -0.0192133-0.00375276j -0.179324-0.0087191j 0.0501171-0.00136411j -0.00356378-0.000847941j -0.0123563+0.00280974j -0.0154468-0.000380892j 0.00171319+0.001723j -0.00067243-0.00168397j 0.00339709-0.000224398j 0.00905826-0.00068581j 0.00869429-0.00239421j 0.0216217+0.00716939j 0.0138175-0.000223742j 0.019388-0.00329197j 0.00255499+0.00575699j -0.00956353+0.00639483j -0.00154935+0.00546043j 0.00417579+0.012495j 0.000769399+0.00557596j 0.0017347-0.00296614j 0.00365737-0.00423924j -0.00330777+6.77661e-05j -0.0379803-0.0293116j -0.00324653-0.005407j 0.0234879-0.00215157j 0.0160669-0.0028251j 0.0491559+0.0450307j 0.0817709-0.0200055j 0.585644+0.058973j 0.156653+0.0647082j 0.224548+0.0965063j -0.0377393-0.0143272j 0.0120269+0.193108j 0.041077-0.148815j 0.0133116-0.0466824j 0.109455-0.509612j 0.0362425-0.333571j -0.021398+0.0751804j 0.0254615+0.0646339j 0.0158033+0.0393027j -0.0191081-0.000343819j -0.00260991+0.0325515j 0.0122315-0.0221617j 0.0172954+0.0215173j 0.00945366+0.000703921j 0.0103385+0.006383j 0.00849266+0.00696717j 0.00256821+0.051097j -5.56574e-05+0.0145123j 0.0179838-0.00907168j -0.0137585-0.0121721j -0.0126772+0.0181961j 0.0146892+0.0115495j 0.00117288+0.00201458j -0.00020749+0.00944291j 0.0100192-0.021909j 0.00663005+0.00288282j -0.0195351-0.00210664j 0.002164-0.00348059j -0.000623781+0.00336672j 0.0160471+0.00474343j -0.00180657+0.0118204j -0.00481382-0.0168653j -0.00398084+0.00415189j -0.011792-0.0292856j -0.00497472+0.00970823j -0.00127002-0.011357j -0.000891475-0.00404564j 0.0117132-0.0107556j 0.00131609-0.0138171j -0.00813592-0.0114811j 0.0224434-0.0104967j -0.0157898-0.00705028j 0.00163706+0.00505947j -0.0146604+0.00331313j 
0.0283197-0.015711j 0.0353838+0.0107443j 0.0327077-0.0132264j 0.00667882+0.0107789j 0.025458+0.0567473j 0.0383317-0.00989837j -0.0108974-0.0729977j -0.00418996-0.0158365j 0.00565496+0.00289474j 0.0181109+0.00633283j -0.00349261-4.49483e-05j 0.00327776-0.00574754j -0.00497179-0.00753201j 0.00615079-0.0157811j 0.00537228+0.00170398j -0.00287571+0.0166395j 0.0180615+0.00685349j -0.0886301-0.0182954j 0.003294+0.00377943j 0.102991-0.00389601j 0.126265-0.0145485j 0.0728515+0.0159735j -0.157142-0.0131449j -0.0215654+0.000934521j 0.0329801+0.0055221j -0.0185901-0.00269068j 0.038747-0.00187331j -0.0231263-0.0068289j 0.0112313+0.0115824j -0.0133455+0.00234549j 0.0336143+0.0110988j 0.0372056+0.00382611j -0.0215177-0.00751644j 0.00576397-0.0151238j 0.0191163+0.00909562j 0.037278+0.0113793j 0.0185785+0.0236172j 0.0112609-0.00835678j -0.000877591-0.0207772j 0.00259272-0.0192649j 0.0212096-0.0168754j 0.0196281-0.0160603j -0.00379196-0.00575019j -0.0303002-0.0129539j -0.0319554+0.00843509j 0.051776+0.0516164j 0.0458733-0.0319667j 0.0954074-0.0156899j 0.511168+0.111419j -0.228057-0.063085j -0.0582069-0.0436522j 0.0343818-0.124795j 0.0632575+0.129356j 0.0142978+0.145249j -0.0983493+0.305163j -0.119719+0.42862j 0.0884348-0.173959j 0.0182877-0.00758597j 0.0630753+0.0587126j -0.0109268-0.0107548j 0.0203087+0.0649301j 0.0145433+0.0877204j -0.0128474-0.105758j -0.0148535-0.00764167j -0.0415792-0.024112j -0.0421708-0.0119024j -0.00609611+0.0441045j 0.0245871+0.0300645j -0.000578858-0.0580908j -0.0066525-0.012479j -0.000422688+0.0100397j -0.0230821-0.0481991j -0.0243575+0.0156751j 0.0026455-0.0236951j -0.0158058-0.0280097j -0.0101472+0.00155556j -0.00495853+0.0121936j -0.0131501-0.000747579j -0.0046731-0.00404208j 0.0215507+0.0132088j 0.0216187-0.0391998j -0.0173134-0.0347903j 0.0106161+0.0101081j 0.00945698+0.00626721j -0.00557001-0.00962538j 0.00253086+0.00565353j 0.0102691+0.0074976j -0.000587445-0.0352132j -0.0227634-0.022583j 0.0198477-0.00716785j 0.0091217+0.00429325j -0.00563255+0.0738044j 0.0219827+0.110344j -0.0162938+0.0121083j -0.0233197+0.0230723j -0.0560459-0.0245184j 0.0664597-0.0331836j 
0.0167258+0.0149802j -0.035763+0.0117961j -0.0311085-0.0368294j -0.0405256+0.0614269j 0.00903108+0.0930901j 0.00167651-0.00918823j 0.0182282+0.0245775j 0.0010782+0.0118049j 0.00279108-0.00491481j -0.00765103+0.00025119j 0.00172133-0.00256498j 0.00438408+0.00582519j 0.0154921+0.00945787j 0.00205043+0.00833532j -0.00964649-0.000636462j 0.0264417+0.00681247j 0.00949026-0.0196034j 0.0604727-0.0253797j -0.12416-0.0211299j 0.0173664+0.00629982j 0.0589127+0.0180589j -0.139331-0.0118449j -0.0938466-0.00976822j 0.0316143+0.000651339j 0.00616057+0.00297409j 0.0116168+0.00744284j -0.0257143+0.000846323j 0.0109737+0.00507795j 0.00820812-0.000429727j 0.0285035+0.00315912j 0.0104164-0.00591188j -0.0197108-0.00535863j -0.00120903+0.00249516j 0.00990102+0.00602594j -0.0211803-0.0189835j 0.00775379+0.00680081j -0.0159295-0.0186022j -0.00610471+0.0211867j 0.0058175-0.000304065j -0.00925139+0.0324796j -0.0109388-0.0145898j -0.000112376-0.00192514j 0.0474736-0.00988139j 0.0561031+0.0289236j -0.0719934-0.0290743j -0.175943-0.0524874j 0.336864+0.114167j -0.436309+0.0195744j 0.0425763+0.115189j -0.131884+0.0801399j 0.0359316-0.0543781j -0.138299+0.30655j 0.00630938-0.266946j -0.0254299-0.344665j -0.0416558+0.220413j 0.0324789+0.180623j 0.0232967+0.0445153j -0.0154875+0.0455153j -0.000641241-0.0400838j 0.0346666-0.0721662j -0.0107637-0.0839958j 0.0171693-0.0171872j 0.0100199-0.0314119j 0.0161724-0.0170303j 0.0131671+0.0455325j 0.0124748-0.0047621j 0.00198219-0.00426422j 0.00820261+0.0177243j 0.00637254+0.0174089j -0.0177715+0.0283045j 0.0121849+0.0267514j 0.0070012-0.00479938j -0.00390987+0.0147145j -0.0145162+0.0228278j 0.0168184+0.0347341j 0.018981+0.00940414j -0.00245357+0.0144537j -0.00483314-0.00479023j -0.00749578-0.018222j -0.0183314-0.0118568j -0.010881+0.0271939j 0.00735802+0.00920358j 0.0135788-0.0115231j 0.00625611+0.0127332j 0.0157797-0.00936677j 0.00641466+0.00462163j -0.0138958-0.0483421j -0.0102058+0.00928842j 0.0207103-0.00982868j -0.00304826+0.00759059j -0.00310878-0.0160145j 0.022384+0.0454607j -0.00661377-0.12231j 0.02693-0.029934j -0.0208837+0.00321363j 0.0846026-0.0122211j 0.00454749+0.037442j 
0.0465583+0.0082452j 0.0162647+0.0440137j 0.0187412-0.0127578j -0.0174442-0.0399029j 0.0432469+0.0157794j 0.00863819+0.0780306j -0.00254486-0.00353211j 0.0161235+0.0117787j -0.000730597-0.00670751j 0.0044095+0.0203466j 0.0076658-0.000310934j -0.00476993+0.0224596j 0.0033476-0.0172952j 0.00791808-0.0130154j -0.00648367+0.00676048j 0.00457709+0.033472j 0.0276347-0.0260607j -0.0336785-0.0142659j -0.0335183+0.0134938j -0.0539437+0.0102611j 0.25553+0.0134247j 0.0423348+0.0220743j 0.0919037+0.000540891j 0.0166444+9.99193e-05j 0.0385683+0.00954852j -0.0168886+0.0032603j -0.0041427-0.00853019j -0.0225982-0.00314389j -0.00654042+0.00710013j -0.00254406+0.00495087j -0.00318914+0.00350067j 0.00958662+0.00152827j 0.00328479+0.0113609j -0.024147-0.0129792j -0.00740088-0.0081016j -0.00805674+0.0202948j -0.00722255-0.0114966j 0.0224941+0.00567164j 0.0160529-0.02361j -0.0283921-0.00989623j 0.0176069-0.0400806j 0.0145121+0.00110681j 0.0227998-0.0062178j 0.0364068+0.0181173j 0.518602+0.0780577j -0.18083+0.0439982j 0.125672+0.0291198j 0.0877942+0.0599698j -0.00815803+0.0779167j 0.127177+0.0523661j -0.0170922+0.264336j -0.00410604-0.245049j 0.116687-0.467562j -0.00329172+0.203375j 0.00938181+0.0113719j 0.0171378-0.0304104j 0.0330436+0.0682112j -0.0279937-0.0920922j 0.0100322-0.0124365j 0.0160255-0.00573646j 0.00886365-0.0380432j 0.017465+0.0102631j 0.00982746-0.0279037j 0.00811286-0.0200318j -0.00731732+0.0299501j 2.65861e-05-0.00386359j -0.00920547+0.010106j -0.00137884+0.00748216j 0.00537151+0.00716713j -0.02008-0.0146518j 0.000497826-0.00132291j -0.00926961-0.0233932j 0.00474313+0.0467806j -0.00368802+0.00556946j 0.000657969+0.00927515j 0.00678712-0.0104018j -0.00110911-0.00490243j -0.0245252+0.0119867j -0.0172665-0.0338124j 0.00256324-0.0144455j -0.0160939-0.0115139j -0.00881288-0.0307801j -0.00378354-0.037599j 0.00406957+0.0114016j 0.00540454+0.00861049j 0.0114781-0.00904905j 0.00939406+0.0213841j 8.0643e-05-0.0240048j 0.0179732-0.0150649j 0.0375495+0.0146563j -0.0173472+0.0145309j 0.0118157+0.111291j 0.0211015-0.0238851j -0.0210644+0.00173667j 0.00204209+0.0266865j 0.04156-0.0346099j 0.0698134+0.00794044j 
-0.0143144-0.0406114j -0.00158073+0.0173791j -0.0459381+0.0312599j -0.0370725+0.0295871j -0.0122117-0.0381837j 0.0460467+0.023896j 0.0106359+0.0275995j 0.0109411-0.0110227j 0.00730005-0.00215205j 0.00775611-0.0149834j 0.00460382+0.000778962j 0.0109646+0.0186798j 0.00458109+0.0219223j 0.00943984-0.000602036j -0.00366128-0.0143614j -0.00217668+0.0308427j 0.00882756+0.0303046j 0.089577+0.000830441j -0.118049+0.000391569j 0.292694+0.0278386j -0.0297899-0.0156933j 0.0789436-0.00662884j -0.00908946-0.00619483j 0.00337088-0.00196141j 0.00531943+0.00676807j 0.00390371+0.00489037j -0.014457+0.00236598j 0.00354809+0.000664886j 0.0045327-0.00424158j 0.0106365+0.00513533j 0.00859324+0.012096j 0.00325715+0.00535511j 0.022129+0.0048465j -0.00621451+0.00621639j -0.0153353-0.00131592j 0.00516485+0.0189198j -0.0273415-0.00464728j 0.00352005-0.000581751j -0.0233157+0.00156911j 0.015351-0.00402637j 0.015457+0.00823483j -0.00911936-0.0030517j 0.0895459+0.0085003j 0.512092+0.100159j 0.0918508-0.160457j 0.171573+0.0331227j -0.116291+0.0805993j -0.0151122+0.021167j -0.0595129+0.174629j -0.070969+0.526868j -0.0124249-0.0991692j 0.0091638-0.236694j 0.0149292+0.128036j -0.0461024-0.0469381j 0.0275072-0.0288504j 0.00956999-0.0320173j 0.041746+0.0625338j -0.00116543+0.0164044j 0.001881-0.0283849j 0.0134471-0.00145058j 0.00627651+0.0132852j -0.00557807+0.00596327j 0.00388658-0.0616493j 0.00678653-0.00839543j -0.00869578-0.00538644j -0.0161509-0.00321356j 0.000573598-0.00177323j 0.00574061+0.0138884j -0.00250709+0.000588661j 0.00498718-0.00565066j 0.00780017+0.007868j -0.00433011-0.000547507j -0.00456148-0.00595262j 0.000816587+0.00196232j 0.00852503+0.01886j 0.00581924+0.0146808j 0.00133695+0.0270279j -0.00226562-0.00892382j -0.00253426+0.00899808j -0.00932689-0.0184491j 0.00932514+0.00819436j -0.00337014-0.024369j 0.0215131+0.0187182j 0.0164319+0.0268737j 0.00493644-0.0241442j -0.0140738-0.000299007j -0.00971781-0.0169801j -0.00120819+0.0391612j -0.00272549-0.00416846j 0.019734-0.0089984j 0.0271552-0.000294679j 0.00108768+0.0517634j 0.0017842-0.0324865j 0.0274448+0.00044773j 0.0104326-0.00404526j 0.0226163-0.0154112j 0.0322188+0.00844166j 
0.0624735-0.0164327j 0.0808761-0.0182415j 0.0962309+0.021138j 0.0326581+0.0997613j -0.0178407+0.00193712j -0.0025887-0.0137354j -0.0101999-0.00746215j -0.00603082-0.00731623j 0.00902695+0.00136534j 0.00493584+0.000779116j -0.00784252-0.00577999j -0.00545115-0.0116056j -0.00296616-0.00458531j 0.0138361+0.00830469j 0.00274547+0.000503209j -0.0393301-0.0256558j 0.0614736+0.00809196j -0.275429+0.00112477j 0.124679+0.0394051j 0.0159036-0.00951011j -0.0992234-0.00256913j -0.0642872+0.00524685j 0.0178756-0.00540599j -0.0081189+0.000481708j 0.0123075-0.00103579j -0.0304017-0.0133048j 0.00776449-0.00430196j -0.0183684-0.00819891j -0.00445433+0.00812713j -0.000233783+0.00654501j 0.0362086+0.0104508j 0.0263082-0.00106035j -0.00266325-0.0132788j -0.00739006-0.0160747j 0.0271768+0.00975537j 0.0181521+0.0221673j 0.00987945+0.0272217j 0.0286798-0.00269487j 0.0359893-0.054041j -0.0421191-0.0732789j 0.0361096-0.0587591j -0.00468242+0.0336468j 0.430685+0.0216828j 0.0410011-0.123068j -0.052485+0.161046j -0.0771841+0.396138j -0.0280446+0.0539935j -0.0953454-0.260067j -0.0970093-0.000623354j 0.0279844+0.106694j 0.0286861-0.0232178j 0.0216824+0.153464j -0.0284686-0.0203144j 0.019255-0.0994635j 0.021673-0.0437853j 0.0223203-0.101973j 0.00556006+0.0390775j -0.023569-0.0258657j 0.0261762+0.0145199j -0.0124814+0.0231329j -0.00200514-0.0122923j 0.013545+0.0438601j 0.0138525-0.0139908j -0.0220931+0.0061914j -0.0179681+0.0054723j -0.00457797+0.0255932j -0.00967421+0.0433281j 0.0142494+0.0275001j -0.000257057-0.0295686j -0.00604099-0.0261909j 0.00154011-0.00526524j -0.0187457-0.0220233j -0.0193743+0.00507645j 0.00545347-0.0427338j -0.0159563-0.0313905j -0.00441345-0.0115302j -0.013985-0.00345279j -0.0135173+0.0407873j -0.0144584-0.0226313j 0.0306673+0.0205216j 0.0166533-0.0448076j -0.0209054-0.0255928j -0.00889561+0.00486501j -0.000494247-0.017765j 0.000955054+0.00670652j 0.0327693+0.00786096j 0.0140691+0.015129j 0.0126521-0.0512341j -0.0228562-0.0184219j 0.0177988-0.00157089j -0.00014743+0.00931338j -0.0107609+0.189212j 0.0357782+0.159081j -0.0202476+0.0246034j -0.0247385+0.0439215j -0.0573836-0.056929j 0.138426-0.0481727j 
-0.10086-0.00427352j 0.0432453-0.0142026j -0.052575-0.12784j 0.0479236+0.021053j -0.00396012+0.00871526j -0.0144144+0.000587448j 0.00126131+0.00809279j -0.00114605+0.00280655j -0.00368345-0.00607515j -0.000270739-0.0046553j -0.00533086+0.00298015j -0.00571588+0.000800633j -0.0118409+0.00219381j -0.000516087+0.0027677j 0.0117071+0.00360267j -0.0730707+0.00787543j -0.0507489-0.0117259j 0.196353+0.0234299j 0.226795+0.00143634j 0.0441202-0.00186167j 0.0511244+0.000715736j -0.0790055-0.00921919j 0.0232736+0.00966709j -0.0100325+0.000310264j -0.0453181+0.0014714j -0.00333781-0.00290957j 0.0153249+0.00456658j 0.0139876-0.0028577j -0.0126759-0.00228772j -0.0110452-0.00994645j -0.0195058-0.00100477j -0.0111356+0.00880284j -0.0136073-0.00419694j 0.0226385+0.00395029j 0.0081229+0.017673j -0.0143005-0.0243438j 0.00705407+0.0141223j 0.0263858-0.0601004j -0.0506833+0.00888187j 0.084992-0.0499062j 0.0372377+0.0926344j 0.439947+0.0336849j 0.10357-0.0308631j 0.0769907-0.014486j 0.037419+0.0829299j -0.06535-0.171959j 0.0989926-0.363699j -0.0146364-0.258672j 0.00366362+0.202618j -0.0133562+0.131741j -0.000971575+0.0304571j 0.00433993+0.037481j 0.0108329-0.150152j 0.0473981-0.0276213j 0.0263318+0.0642564j -0.0129318-0.0143532j -0.0247378-0.00721559j 0.0152002+0.0229123j -0.00998411+0.00700862j -0.022659+0.0420914j 0.00795013+0.0601698j -0.0176713-0.0167313j -0.0302305+0.0261804j -0.00456771+0.0261178j -0.00494887-0.0550073j -0.0102038-0.0233286j 0.0115716-0.00951528j -0.00273201-0.0185065j -0.00543254-0.0089572j 0.0322173-0.0070562j -0.000794674+0.00296384j -0.00566844+0.0162611j 0.00744877-0.0284491j 0.0108172-0.00998659j -0.00440005-0.00660612j -0.0156274-0.0142423j 0.000268907-0.00728029j 0.0119363-0.0158266j 0.00998536+0.0384104j 0.00478655+0.0114016j 0.0119602-0.00521391j -0.000479573+0.0115974j -0.00753985+0.0308999j -0.0184013-0.0104321j -0.0173048+0.00544948j -0.0129926-0.0106064j 0.00824066+0.0412509j 0.0114617+0.0112237j -0.0258225+0.0245163j -0.0221328-0.0125405j 0.00396905+0.0182545j -0.0326887-0.155353j -0.0135328+0.170129j -0.0241872+0.0416017j 0.0255996-0.0300376j -0.128613+0.0469877j -0.0573465-0.0507271j 
-0.129204-0.0515013j 0.0355544-0.0530757j -0.0292943+0.0520487j -0.0519857-0.0308267j -0.00976549+0.00560202j -0.00697336+0.00764028j 0.013785+0.0158598j 0.0122687+0.00386411j -0.00097023-0.00160156j 0.00521015-0.00925758j -0.000186094+0.0062656j 0.00272446-0.000149205j -0.00835393+0.0178423j 0.00471109+0.0238697j 0.00359222-0.0110938j -0.12398-0.00360781j -0.121407-0.0069449j 0.00462034-0.00293313j -0.230127-0.0119715j -0.0263004-2.46527e-08j 0.00472045-0.006731j -0.0479649-0.00657829j 0.0167938-0.000475235j -0.00405995-0.0051115j -0.0159736+0.00241491j -0.00122001-0.00666266j 0.00630058+0.00383814j 0.00360424-0.00445875j 0.00347374-0.00677418j -0.00369222-0.00306543j -0.00595958+0.0123398j -0.00397365+0.0140195j 0.00305593-0.000658109j -0.00112981+0.00275941j -0.00955351+0.0195076j -0.0304136-0.00911183j -0.0434974+0.0160416j -0.00210466-0.0601081j 0.231387-0.000575647j -0.0319803-0.192987j -0.0387705+0.161871j -0.20234-0.0213126j -0.0882012+0.00562703j 0.00896439+0.079719j 0.0531692-0.0951069j -0.00205026-0.0212727j 0.0569627+0.267973j -0.0848429+0.223991j -0.025077-0.0685684j 0.0226558-0.00200167j 0.00509539+0.00165802j -0.004397+0.0476678j 0.0101452-0.11196j 0.0324655-0.0354076j 0.0371865+0.0156814j -0.0186033-0.0306726j 0.0101167+0.0139104j 0.0108761+0.0146679j 0.0103941-0.00261288j -0.0178468+0.0259433j 0.00246018+0.0517103j -0.0212151+0.0170051j -0.0167655-0.00625941j -0.00843714+0.00965091j -0.014965-0.0413183j -0.0125728+0.00402409j 0.0147303+0.00955678j 0.0123716+0.00553849j 0.000746999-0.0218564j 0.0286215-0.000403084j 0.000893885+0.0282297j -0.0134453+0.00592101j -0.0072644-0.0360388j 0.00612898-0.0303183j -0.00129232+0.00795894j -0.0126408-0.0178542j -0.0105486+0.0196149j 0.0147767-0.00542554j 0.00180192+0.0199491j 0.00231906+0.00205722j 0.0344612-0.026679j -0.020196-0.021011j 0.0148161+0.0266561j -0.0117116+0.00852371j -0.0033915-0.0226024j -0.0125456+0.00294703j 0.00858635+0.0279265j 0.0116959+0.00946153j -0.0317525-0.00278081j 0.00806657-0.022598j 0.0283084+0.0250458j -0.0536993-0.0720201j -0.0040304+0.337338j -0.0261781+0.0674158j 0.0169979-0.0164039j -0.192322+0.0244605j 0.0193146-0.0988061j 
0.0231816-0.0590666j 0.127113+0.0549866j -0.0745857-0.0469728j 0.0205478-0.0458012j -0.00142941-0.00710854j -0.00309938-0.0111629j -0.0126442+0.0148586j -0.00231445+0.00169132j 0.00885866-0.00727738j 0.00611006-0.00783317j 0.000264902+0.0043418j -0.0160342+0.00484848j -0.00292734+0.00745528j 0.00469873-0.0160757j -0.00238992-0.02145j -0.131773-0.00251441j 0.126736+0.00590344j 0.235757+0.00168386j 0.0257292-0.00261024j -0.044741-0.00314646j -0.0520443-0.0072796j 0.010452+0.00757588j -0.00656741+0.00197129j -0.00436037+0.0058335j -0.00255267+0.0138993j -0.0234314+0.00126207j -0.0113585-0.00352102j -0.0086654-0.00551526j 0.0150537+0.00266627j -0.00610717+0.00479497j 0.00160766+0.00872863j 0.00171961+0.00445181j -0.0107561+0.0053143j 0.0053643-0.0158183j 0.0139182-0.00247768j -0.0465616+0.0192266j 0.0270208+0.00864702j -0.22755-0.00242226j -0.0156484-0.0632833j 0.0495453-0.160521j -0.0118969-0.184318j 0.0630795+0.0132524j -0.190393-0.0486311j -0.0385186+0.0751943j -0.0755279-0.0853967j 0.031412-0.319582j 0.0275348-0.13661j 0.0123169+0.0553102j -0.0578312-0.0318106j 0.0110059-0.0778477j 0.0279152-0.0247419j -0.00838953+0.040517j -0.00963902+0.0678162j -0.00915383-0.0454649j 0.0255234-0.014213j 0.0228474-0.0607504j 0.0426431+0.0679122j -0.013875-0.00390722j 0.0189126-0.0146653j 0.0106452+0.00878477j -0.0055354-0.0134273j 0.00115739+0.0206414j 0.0271739-0.0422476j -0.00496723-0.0235121j -0.0155156+0.0149982j -0.00768849+0.0330643j -0.0083978+0.0301539j 0.0113217+0.0195724j 0.00862808-0.00978164j -0.013797-0.0176777j 0.000522683+0.00675132j -0.016333-0.0181349j -0.00828179+0.0231235j 0.00258585-0.0136367j -0.00757918+0.00619504j 0.00871111+0.00161889j -0.00844611+0.016135j -0.0288914+0.0174422j -0.0195047-0.0103098j 0.0174204-0.00853095j 0.00396519-0.0122063j -0.0081348-0.0437091j 0.00146188-0.0223796j 0.0152237-0.00398158j 0.00799457+0.0241101j 0.00989213-0.00780486j 0.0160144+0.0163581j 0.00574835-0.0196563j -0.00499723-0.00990776j 0.0423451+0.0187623j -0.0246733+0.0256846j -0.0048809+0.336306j 0.0555256+0.0748121j -0.0212949+0.0232123j -0.013725+0.0577751j 0.0158019-0.0977395j 0.191969-0.0263844j 
-0.309575-0.0474045j 0.032284-0.131641j 0.00233046-0.00611648j 0.0250213+0.00838639j -0.0214892-0.00110702j -0.0172284-0.0047449j -0.0163085-0.00970044j 0.009786-0.00325646j 0.00159614+0.00176461j 0.0303134+0.00547039j -0.0229099-0.00417008j 0.00468413-0.00279906j -0.0629034-0.0127091j -0.0124589-0.0166093j 0.0702057+0.00176793j -0.158509-0.0244598j -0.281202+0.0277439j -0.0488349-0.00251277j 0.0380601-0.00211876j -0.0185161-0.00382221j 0.00344508+0.00387245j 0.0172052-0.00815481j -0.013262+0.0034832j -0.00389635-0.00569115j 0.00368862-0.00607027j -0.00520238-0.00148096j 0.000165311+0.0096883j -0.00578852+0.0029957j -0.00413951-0.016975j 0.00522446-0.00873493j 0.0148196-0.00458902j 0.00790095+0.00692442j -0.00218711-0.000386397j -0.0246779+0.0122702j 0.00378814+0.00905777j 0.112317+0.0143776j 0.0468161+0.00794338j 0.15143-0.0915188j 0.186205+0.0382061j 0.0311584-0.249954j 0.0122357+0.473361j 0.0463469+0.0381549j 0.0198923-0.0342134j -0.0272967-0.03414j -0.00217095+0.0270098j 0.00142443+0.060956j -0.0166413-0.040164j 0.0219428-0.0442524j 0.0237508-0.00703974j -0.0101127-0.0400234j 0.00261705+0.00654905j -0.0175653-0.030903j 0.00358842+0.013365j -0.0169832+0.0194981j 0.00590201+0.0151573j -0.000148969+0.0315975j 0.0115926+0.00757433j 0.00748097+0.00871665j -0.00452498-0.0171337j 0.013902-0.0172205j -0.00624853-0.00398311j -0.00807815-0.009169j 0.0151876+0.004024j 0.00730247-0.026742j 0.00358802+0.0152997j 0.0106511+0.0221062j 0.00257458-0.0139639j -0.00113126-0.01813j 0.00834412+0.00975652j -0.00980027+0.0243769j -0.008586+0.00629973j 0.0109154+0.00709433j -0.00517177-0.00321615j -0.0100127+0.0233291j 0.00331865+0.0132733j 0.00429734+0.00771033j 0.00626934+0.0110875j 0.00255845-0.0328246j 0.00878403+0.0235969j -0.01098+0.00109381j -0.00113239+0.0325075j 0.00825032+0.0341945j 0.0102496+0.00342662j 0.00474566-0.00155397j 0.00571708-0.00984102j -0.0187894-0.0184699j -0.00826414+0.0111652j -0.00428206+0.117181j 0.00757241+0.0485888j -0.0148631+0.0179075j -7.64289e-05-0.00483467j 0.00710046+0.13256j 0.0237106-0.151966j 0.0410795-0.00498913j 0.0441951-0.0201948j 0.0576629-0.0389265j 0.0569114+0.0382387j 
