0.0231323+0.0663585j 0.0582398-0.0277908j 0.0562557+0.067028j 0.0747279-0.0462507j 0.00101005+0.00895955j 0.00184262+0.0107863j -0.0119902+0.00687104j 0.000628008+0.0209344j -0.0206805-0.031832j -0.0181471+0.029015j 0.0342603-5.76676e-05j -0.00871497-0.0222564j 0.004932+0.00107306j 0.0173847+0.0100263j 0.000682928+0.0218329j -0.00935001-0.0108875j -0.0259528-0.0266703j -0.0106286+0.0111662j 0.00219362-0.0153246j -0.0136891-0.0254139j -0.0366254-0.0160075j -0.00361761+0.0122173j -0.00780465-0.000925837j -0.00158988+0.00108699j 0.0177615+0.00752486j 0.00515961-0.0178355j 0.0108512-0.0195421j -0.00734081+0.00529769j 0.011265+0.0062127j 0.0122571+0.00411429j 0.0188306+0.00689643j -0.00379669+0.0108002j 0.0101213+0.0208431j -0.0347377+0.010521j -0.0109867-0.0189304j 0.00714609-0.0221133j 0.0187315+0.00187585j -0.026726-0.00479902j -0.00105683-0.0145525j 0.00631651+0.0142205j 0.0148458+0.00145246j -0.00351074-0.00478145j -0.0244185-0.00641195j 0.0134777-0.00292752j -0.0361608+0.00418609j 0.000258985+0.00230517j -0.00899125-0.00913508j -0.0243052+0.0229086j 0.0230617+0.0233835j 0.0149988+0.00793117j 0.00722318-0.0319154j -0.00262389-0.00900634j 0.00845207-0.00482691j -0.0111494+0.0232043j -0.013084+0.00326398j 0.008042+0.00216741j -0.0064512+0.005467j -0.000769947-0.000255153j -0.0168692+0.0135468j -0.0133341+0.0111945j -0.00696881-0.0145771j -0.0199262+0.023996j -0.0257157+0.0133108j 0.0137519-0.00437388j -0.0210896-0.0165829j -0.00268471+0.0121446j -0.00879204+0.00156064j 0.0128811+0.00707424j 0.0225352-0.0280318j 0.0109844-0.0257426j 0.021397+0.00776802j -0.00879048+0.0328837j 0.0100885-0.0128791j -0.0122837+0.0170089j 0.00393281+0.000253633j 0.00752426-0.00497574j 0.0180167+0.00532242j 0.0117903+0.0162065j 0.00216544-0.0112275j -0.00326921+0.0166163j -0.00937984-0.0147181j -0.0181832+0.0251036j 0.00916558-0.0161369j 0.00791596-0.00669081j -0.00622454+0.0178815j 0.0361113-0.010855j 0.00701574-0.00336509j 0.0206418-0.0111401j 0.0371231+0.0495456j -4.29285e-05+0.00322223j -0.00955559+0.00474196j 0.0715961+0.0426929j 0.0267723-0.0773895j 0.046476+0.058813j -0.0592531+0.0489764j 
-0.00744618-0.00679799j -0.00171524+0.00697589j 0.0015156+0.0059974j 0.0125974+0.00320796j -0.00337626+0.00490942j -0.00504183+0.00095618j 0.00553584-0.0246856j -0.0138001-0.0111152j 0.00263949-0.00436342j 0.0156893+0.00955578j 0.003055+0.0124191j 0.00928989+0.00502534j 0.0100902+0.00171949j -0.00542031+0.00206109j 0.0019815-0.0154056j 0.00589154+0.0114291j 0.00826961-0.002912j -0.0115319-0.008979j -0.0119823+0.00560315j -0.0063165+0.01021j -0.0138315+0.0116075j 0.0230755-0.00300818j -0.00228395+0.00651116j 0.0122028-0.00117652j -0.00346482-0.0115124j -0.0103839-0.00766352j 0.00495918+0.00206454j -0.00535873+0.0106202j -0.00553361-0.0097524j -0.00546161+0.0142382j 0.000202763-0.00343921j -0.00321697-0.00128322j 0.00820515+0.00302985j 0.00659757-0.0049745j 0.00502659+0.00424797j -0.0199431+0.00593155j 0.00237499-0.0202125j -0.00515661+0.010422j 0.0058088-0.00904364j 0.000692701-0.00750999j 0.0154174+0.00226368j 2.21998e-06-0.000757982j -0.00886848+0.003281j 0.00251066+0.00919969j 0.0169939-0.0142793j -0.00143824-0.0104329j -0.00299315-0.000669552j 0.00272531-0.0136969j -0.00569292+0.000389464j -0.0113658-0.0227279j 0.00216352+0.00589506j 0.0138383+0.00313869j -0.0113815-0.00382457j 0.00245515+0.0145496j 0.00397554-0.00820949j -0.00211522-0.00144525j 0.00054992+0.00651903j 0.00390699+0.00284258j 0.0138838+0.00978943j -0.000795454+0.0117929j -0.00749839-0.0019309j 0.0202329-0.00694252j -0.00283195-8.22914e-05j -0.000584088-0.00361236j -0.00539257-0.00802829j 0.00260773-0.00120256j -0.015919-0.00724951j 0.012606-0.00340446j 0.00256838+6.14004e-05j -0.00888958-0.0031575j 0.00757456-0.00626562j 0.00293161+0.0236627j -0.00578795+0.0102346j -0.00107365-0.0119j -0.00887166+0.00397017j -0.00401052+0.00751157j -0.0236959-0.00194225j 0.00512559+0.0259989j 0.00196487+0.0016553j 0.0165075+0.00240229j 0.011939-0.00900629j 0.00505148-0.00736579j 0.00263803-0.00534525j -0.0261625+0.0162907j -0.0108509+0.00619647j -0.00977996-0.00767783j -0.0155057-0.00948734j -0.0101639+0.0187797j -0.00503925-0.0124685j -0.000967502+0.00914294j 0.00233472+0.00307597j 0.00594898-0.00202617j -0.00574576-0.00190753j -0.00287273-0.00169365j 0.0030314-0.00842344j 
-0.016606-0.0300254j -0.0315369+0.0173045j -0.0142177-0.0378712j -0.0343789+0.00806509j -0.00429989-0.00748417j -0.00232109+0.00372777j -0.00102507-0.00520047j -0.00584225-0.000155237j 0.00419333+0.0163971j -0.0011422-0.00432912j -0.0172703+0.0136261j 0.0115313+0.00440594j 0.00214378+0.00298081j -0.0229169-0.00644046j -0.00483731+0.0018313j 0.00544146-0.0112142j 0.00184811+0.00875807j -0.00266695-0.019594j 0.0018941+0.00524798j 0.017742+0.00713586j 0.00322975-0.00477693j 0.0035674-0.00409531j 0.0112277-0.00363811j -0.0105946-0.00800265j -0.0102409-0.00444625j 0.000184583+0.0121991j 0.00367535+0.00630638j -0.00135942+0.00230982j -0.0151059+0.00147998j -0.0244812-0.00102552j -0.014814+0.0135088j 0.00631701+0.00170677j -0.0066017-0.0171057j 0.0118064-0.00843685j 0.0166681+0.0189797j -0.00623124+0.0124374j -0.00103252+0.00454679j 0.0133358-0.00384786j 0.00315597-0.0041427j -0.00145035-0.00839033j -0.0136889-0.00615202j -0.0054015+0.00178696j 0.00886147-0.0051203j -0.0142748-0.00548471j -0.00389446-0.00714506j 0.00165911-0.0145782j 0.00701777-0.00169887j 0.0149499+0.000821019j -0.0172715-0.0124699j 0.0123838+0.00262354j 0.000109687+0.00573885j -0.00681124+0.0170961j -0.00849211-0.0139126j 0.00346605-0.0146806j 0.00974805+0.0162313j -0.0106065-0.00446859j -0.00117358-0.00220967j -0.00708743-0.00200968j 0.0181342-0.00502258j 0.0154126-0.0250653j -0.00105018+0.0130555j 0.00598086-0.00733912j 0.000662959+0.00626863j 0.0106573+0.0115225j 0.00164361+0.0156305j -0.0085249-0.0143025j 0.0286434+0.00712645j -0.00318102-0.0170434j -0.0139995-0.0150146j -0.0311007+0.00353623j 0.00422013-0.00171042j -0.00625878-0.0014064j -0.00590507-0.000390596j 0.0072483-0.00733087j 0.00356012-0.00467298j -0.011053+0.00328142j -0.00400037+0.00444368j 0.0123774+0.0201672j -0.0207473+0.0099778j 0.000869401-0.00437751j 0.00437968+0.0198749j 0.0141628-0.00946099j -0.00410599+0.0135703j 0.00229679-0.0104378j 0.00215706+0.00880372j -0.00794411+0.0275101j 0.000786451-0.0110023j 0.00269908+0.00145095j -0.00653115-0.00991933j 0.0118095-0.0186884j -0.00560573-0.0143123j -0.0324416-0.0101522j -0.0282903+0.0298384j -0.032278-0.0204394j 0.0161231-0.0209365j 
0.00167793+0.0117764j 0.0113132-0.000943256j 0.00372442+0.00759359j 0.00956076+0.00311618j -0.0106245+0.0132113j 0.00822021+0.0139902j -0.010678+0.0018183j -0.00621182-0.0143429j 0.0138689-0.0190216j -0.0198104-0.00243241j 0.013314+0.0153424j 0.00148758+0.000365004j 1.71439e-05+0.00385819j 0.00832595+0.0178403j -0.00915577+0.0207002j 0.00597397-0.0041099j -0.015804-0.0105047j -0.00221271+0.0109438j 0.00906993-0.0043707j 0.00424373-0.00561536j -0.000379204-0.0103332j 0.00131914+0.00240763j -0.00951387-0.00177346j -0.000132523+0.00282125j 0.0122996+0.0131698j -0.00782363-0.0111162j -0.00812344+0.0010972j -0.000584762+0.000588691j -0.000443674+0.00405802j -0.00578323+0.00524498j -0.0021159-0.0165198j -0.00113773-0.0129435j 0.00355462+0.0148821j 0.0101297-0.00719305j 0.0036627-0.00943291j 0.00944713-0.0121624j 0.00878944+0.00786567j -0.00880532-0.0177404j -0.000691345-0.0088231j -0.00112905-0.00696665j -0.00894354+0.00961299j 0.0031338-0.00907261j -0.0117088-0.00393192j -0.000290143-0.0125311j 0.00759861+0.0027765j 0.0119664+0.000438934j 0.000146938-0.0027698j -0.00347276-0.00101988j -0.0146416+0.00210517j 0.0095141-0.00675336j 0.015489-0.00533304j 0.00955959-0.00570958j -0.00588827+0.00199219j -0.00761022+0.0110447j 0.00446827-0.00133114j 0.0163495-0.00548472j -0.0179803-0.012569j 0.0116745+0.0118377j -0.0118269+0.00489109j 0.0131891-0.00098145j -0.00590613-0.00791451j -0.010023+0.00594101j -0.0103977+0.0133585j -0.00399532-0.0114146j -0.00507393-0.0157181j 0.0074108+0.0106096j -0.00224174+0.00674327j 0.00358672+0.000890218j -6.26427e-05-0.0167537j 0.0143903-0.00918365j 0.0211019+0.00326787j 0.0123508-0.00557517j -0.00561063-0.00286774j -0.0128517+0.00101292j -0.00803414+0.00257438j 0.00367452-0.0176876j -0.0194839-0.000955593j 0.0118104+0.00283985j 0.0148357-0.000401643j 0.0143236-0.00116874j 0.000895938-0.0226622j -0.017104+0.0327395j -0.000199033-0.00989405j 0.0194816-0.00483073j 0.00619617-0.0250224j -0.0210007-0.00573629j 0.00201816-0.0105041j 0.00491166+0.0142864j 0.0198678-0.00321351j 0.00109473-0.0139456j -0.0135408+0.00681341j 0.0160489-0.014463j -0.00647349-0.0160003j 0.0161686+0.00616001j -0.00246062+0.0133065j 
-0.000830576-0.00186894j -0.00229442+0.00145795j -0.00981519+0.0135153j 0.0143845+0.00773698j 0.00730515-0.00259661j -0.00531026-0.00986005j 0.00308862-0.0186816j -0.011121+0.00446343j -0.0136799+0.000903117j 0.0117476-0.0119409j 0.00645045-0.0145636j 0.000712451+0.0283024j 0.00616852-0.00608062j 7.92152e-06-0.00896227j 0.0203978+0.0165709j 0.00324942-0.00897841j 0.00256824+0.0240123j 0.000787688-0.00226478j 0.005397-0.00613201j 0.00451467-0.00170595j 0.0175659+0.0164664j 0.00886587+0.0064952j 0.00484486-0.00195392j -0.00962848+0.000493792j 0.00139201-0.0049057j -0.0183191+0.00693944j -0.0249704+0.0126439j 0.0138286-0.00668723j 0.0105114+0.00672235j 0.00570366+0.00335854j 0.0031017+0.0129411j 0.000891685-0.00166241j -0.0115917-0.0127358j 0.00656275+0.00188463j -0.00306167-0.0133302j -0.00161025+0.0142345j 0.00280909-0.0074266j -0.00114658+0.00217176j 0.0170103+0.00969113j 0.0142882-0.0174933j 0.00950555-0.000160997j -0.00356831+0.0107203j -0.00410077+0.00592243j 0.00641103+0.00518249j 0.00536764+0.000248032j 0.00227867+0.00624394j -0.00203379-0.000586941j -0.00586519-0.00385386j -0.0109468+0.00661866j -0.00937422-0.0125328j 0.00754501-0.00716344j -0.000456487-0.00755822j 0.0158019+0.00557924j 0.00667619+0.0169987j 0.0152156-0.00754186j -0.00124127+0.00160842j -0.00273057+0.00530917j 0.00277935-0.0081189j 0.00686287+0.00627224j -0.00231294+0.0165883j -0.000814143-0.00162245j 0.00919392-0.00392596j -0.00578362-0.0148941j -0.0037128-0.00998473j 0.00467772-0.000894785j 0.00587129-0.00245928j 0.00227455-0.00355634j -0.00982131+0.00273684j 0.00543464+0.0157063j -0.0178333-0.00879436j 0.0035449+0.00144413j 0.0131261+0.0119932j -0.00380506+0.00588623j 0.000625678+0.00897432j -0.000846233+0.00180062j -0.00230553+0.00745268j -0.00295528-0.00990371j -0.00985873+0.0176878j 0.00707153-0.0028188j -0.00335679-0.0102067j 0.00263947+0.0024936j 0.000868896-0.011778j 0.00134275+0.00233013j -0.0409426+0.0109434j 0.00963176+0.0130403j 0.0122036-0.0262091j -0.0114305-0.000103882j -0.010717+0.00613049j -0.00243986-0.00822806j -0.00344328+0.0287846j 0.0225573-0.0032535j 0.00533647+0.00476636j -0.0013452+0.00594965j -0.0110503+0.000427739j 0.0059957-0.00858808j 
-0.00158991-0.00678552j -0.0103154+0.0024169j -0.0107212+0.00328717j 0.00320654+0.000575767j 0.011467+0.00695971j 0.00837046-0.00870076j -0.0118861+0.000867378j -0.00492434+0.00887568j 0.00648527-0.00515621j -0.001244+0.000387222j 0.00218452-0.00254338j -0.0017054+0.000770942j 0.0076639+0.0159726j 0.00313425+0.0063538j -0.00780746-0.0127523j -0.0001777-0.00845184j 0.00534654-0.00157709j 0.00991496-0.0195134j -0.0146741+0.00230262j 0.00517431+0.00734182j 0.00314329+0.00657417j 0.0154428-0.00277982j -0.0133688-0.0118197j 0.0137578-0.00924504j -0.00712244-0.0107407j -0.0028452+0.00729942j -0.00593367+0.000148786j -0.00500867-0.00626273j 0.00910665+0.00379742j 0.012749+0.00576012j -0.00282811-0.00127628j -0.0209837+0.000153691j -0.00356481+0.000439336j 0.0222261-0.00550711j -0.00429421-0.00651244j -0.00160332+0.00287057j 0.0085623-0.00432873j 0.00175593+0.0125076j 0.0100027-0.00315525j 0.00465934-0.0139358j -0.00496266+0.00196745j -0.0115094-0.0173598j -0.00477816+0.00548086j -0.00451118+0.000104062j -0.00173211+0.0124421j -0.0114135-0.00541291j 0.00517785-0.0118704j -0.00895496-0.00720014j -0.0109962-0.00161557j 0.00219498-0.00517013j 0.0151016+0.001583j 0.00712126+0.00482947j 0.0069207-0.00779517j 0.000655365+0.0147162j 0.0166259+0.00774493j 0.00398709+0.00190875j -0.00434209+0.00838995j 0.0114461-0.00808405j -0.00969383+0.0121649j 0.0114519-0.00793664j -0.00189598+0.00508029j 0.00594482-0.0097418j -0.00777433-0.000732207j -0.000149366-0.00693214j 0.0142154-0.0118352j -0.0105383-0.00353767j 0.0163144+0.00487179j 0.00702243+0.000724891j 0.00695645-0.0016095j -0.0254177-0.00404458j 0.00196425+0.0115299j 0.00537225+0.0190115j 6.39063e-05+0.01311j -0.000843304+0.00549214j -0.0103006-0.00252037j -0.00429434+0.0075237j -0.00394283+0.00437328j -0.00377942+0.00994539j 0.00579664+0.00777195j -0.000667993-0.00765053j -0.010685-0.0097847j -0.0160107-0.0128044j -0.000475913-0.00844269j 0.00327234-0.000776652j 0.00591151-0.0148576j -0.000924037-0.00846448j 0.00510212-0.0118645j -0.0127917+0.00278949j -0.0192965-0.00757021j -0.00703629+0.00940186j 0.00814716+0.00552537j 0.0103894-0.00669159j -0.00776088-0.00115613j -0.00160959+0.00197848j 0.00740623+0.00232856j 
0.00505248-0.010861j -0.0143166-0.00132173j -0.0014504-0.00395983j -0.00875763-8.54978e-05j 0.00517097+0.00457342j 0.0130753-0.00674852j 0.00378343+0.0130193j 0.00175731+0.00983343j -0.0129594-0.00520434j -0.0133057+0.00142841j 0.00303239+0.00715954j 0.00649584+0.00709099j -0.000729715-0.00885232j -0.00325036+0.00240216j 0.00930481+0.00212095j 0.00183993+0.0231228j 0.0102326-0.00107693j 0.00523455+0.0142613j 0.00574132-0.0231542j 0.00763857+0.00868511j 0.0124952+0.00267089j -0.00239323-0.00850512j 0.00449027+0.00749049j -0.00225967+0.00897013j -0.00480763+0.0146638j 0.00938054-4.28627e-05j -0.00956575+0.00903633j -0.000271113+0.0211633j -0.00315966-0.00166145j -0.00607952+0.00760464j 0.0053309+0.000435343j -0.0062649+0.00263339j 0.00417009-0.00189131j 0.000715496-0.00213087j -0.0109741+0.00916934j 0.0102386-0.00198145j -0.000887578-0.0056848j -0.000221262+0.00703374j -0.0120956-0.00822437j -0.0103812+0.00520086j -0.0112743-0.000183688j -0.0121199-0.00150018j 0.00628811-0.00109341j -0.00977595-0.000586524j 0.0137008+0.0081581j -0.00973143-0.00171724j -0.00643587-0.000276217j 0.00374978-0.00933764j 0.00236326-0.00594721j 0.00325534+0.0216196j -0.00224248+0.0131393j 0.000355692+0.000873364j -0.00228649+0.00963576j -0.00184382-0.00502609j -0.00357868+0.000778073j 0.000320564-0.00387087j 0.00475469+0.00157932j 0.00124104+0.000989145j -0.00299491-0.00431727j -0.0134189-0.00237427j -0.00487495-0.00138304j 0.000186486-0.00956658j -0.00686936-0.00638128j 0.00108065+0.00350141j 0.00837222+0.0103951j -0.00449561+0.000479783j 0.0022164-0.000288085j -0.00501146-0.00144053j -0.000660356+0.0074997j -0.0105874+0.00701499j -0.00477861-0.00547332j 0.00216764-0.00742905j 0.00479974+0.00468893j 0.0128372-0.00577271j 0.0044611-0.000860598j 0.0111003+0.000853864j 0.00671163+0.00474064j -0.00854977-0.0112246j -0.00556049+0.0115529j -0.00672971-0.00547874j -0.00589172+0.0155749j 0.00366788-0.0061683j -0.00799836+0.00206731j 0.00861516+0.00887081j 0.000562972-0.00160819j 0.00303286+0.0118044j 0.0226438+0.00212295j 0.00208548-0.0181979j -0.00836941-0.00110486j -0.0082695-0.000245594j -0.000191711+0.00835724j -0.00120604+0.0134354j 0.00119968-0.000304934j -0.00864783-0.0020836j 0.00740726-0.0030286j 
-0.0177113-0.00747051j -0.00106353+0.0148192j 0.00246984-0.0131335j -0.000738147+0.00503163j -0.015656+0.0262691j 0.015162+0.0171029j -0.00588635-0.024165j 0.000782816-0.00356208j 0.00353798+0.00885665j -0.00624558+0.00839553j -0.000945472+0.0219145j 0.0183353+7.10568e-05j 0.0033928-0.00233199j -0.0186674-0.00534354j -0.0106004-0.00439022j 0.00505635-0.000533401j -0.0124369+0.00416554j -0.00420943+0.00969554j -0.00700303-1.68596e-05j -0.00952989-0.00630155j -0.010891+0.00543614j 0.00194193+0.0127893j 0.00821979+0.00160425j -0.000729898-0.00132177j 0.0131654+0.00752383j 0.000270003+0.00741786j -0.00233977-0.00470304j -0.00737186+0.014613j -0.00682706-0.00844863j -0.00800074+0.011383j 0.000561119-0.00879015j 0.00309458+0.000321148j 0.0065279+0.00143614j 0.000251448-0.0127756j 0.0148199+0.0104918j -0.000758662+0.00885776j 0.00316025-0.0227301j -0.0093479+0.00961317j -0.0170072-0.0277559j 0.0151124+0.0019565j -0.00949787+0.00119848j 0.00955244-0.00823234j 0.000749533+0.0109662j -0.00457791-0.00165195j 0.00323498+0.0136679j -0.0169493-0.0148216j 0.00370901-0.00711159j 0.014402+0.00654425j -0.00111155-0.0103435j -0.00146319-0.0185995j 0.00272799-0.00544844j -0.00160893+0.00163133j -0.000542475-0.0228138j -0.000695846+0.00857296j 0.00889281+0.00655747j 0.00432099-0.0116561j 0.00795219-0.00185464j 0.00747398-0.00401692j -0.00875006-0.00688792j 0.0121751-0.0085402j 0.00453031+6.59247e-05j -0.00521718+0.0189142j 0.00061166+0.00109304j 0.0142568-0.00411651j 0.00135007-0.00398289j 0.00693215-0.00152972j 0.0124636+0.019493j 0.0136106+0.00135342j 0.00602091-0.0230103j -0.0111026-0.000966473j -0.00412289+0.0118331j -0.000501566+0.0223591j -0.000467664+0.0100075j -0.0181181+0.00562514j 0.000210148-0.01286j -0.00288145+0.0183417j -0.024517+0.00258194j 0.00662903+0.00924544j 0.0168544-0.0109518j -0.0166985-0.0018353j -0.00132528-0.0132535j -0.0190102-0.0159796j -0.00212432+0.0086538j 0.0145638-0.0173774j -0.00747217-0.0297458j -0.032354+0.0108279j -0.0149993-0.0246879j -0.00418542+0.0240281j -0.00450881+0.00957626j 0.00833018-0.0326485j -0.023916+0.000680249j 0.00475369-0.0130683j -0.0198109-0.00842954j -0.00910692+0.000516764j -0.00328431-0.0101785j 
-0.0116658-0.0132056j -0.0112764+0.0137605j -0.0112509-0.0044478j 0.00441833+0.015527j -0.00811953+0.0042936j -0.00563589+0.00841434j -0.00505739-0.0330668j -0.00713631+0.00587958j -0.0181154+0.00066797j 0.0077503+0.0147221j -0.00607855+0.00298609j 0.0100311+0.00795737j 0.00475639+0.000869473j -0.0114752-0.00774978j -0.0121059-0.0158354j -0.0170126-0.00539721j 0.00966905+0.0157182j -0.0194057-0.00446733j -0.0031283+0.000256706j 0.00103491-0.00498434j 0.00596085-0.000112481j -0.00106881-0.00178836j -0.000590733+0.00316973j 0.00328674+0.000279868j -0.00829973-0.00234744j 0.00611665+0.00791494j -0.0119839+0.00165313j -0.00338978-0.00537465j -0.0122506-0.00745868j 0.000773754+0.00225045j -0.00133903-0.00167016j -0.0189413+0.00202398j 0.000975099-0.00304587j 0.0032712+0.00962546j 0.00604507+0.0011445j -0.0144642+0.00950592j -0.0248727-0.00518606j -0.00388363+0.00776706j -0.0277869+0.0113604j 0.00629567-0.00388034j -0.0119887-0.000802195j -0.00915676-0.00465901j 0.0060303-0.00440742j 0.0101783-0.0144673j 0.0110884+0.0123232j -0.0138922+0.00179293j -0.00865375+0.00845787j 0.0024609+0.0106118j -0.0109191-0.00751686j 0.00156073-0.00959332j -0.000140788-0.0114353j 0.00972015+0.00365542j 0.000905761-0.00385571j -0.00657465-0.000532478j 0.0209731-0.00974296j -0.00490305-0.00899429j -0.00657592+0.00238501j 0.00268066-0.00508244j 0.00705601+0.00353307j 7.65876e-05+0.00698959j 0.0100264-0.0105908j 0.00391609+0.00914536j 0.00751549-0.0155728j -0.00893275-0.000439215j 0.00430527+0.00789637j 0.0265921-0.00112266j -0.0123031+0.00701755j -0.0156529+0.00787317j -0.000208189+0.00666801j -0.021848-0.0227245j 0.00762118-0.0119153j 0.0059333+0.00537652j -0.00179669+0.00279984j -0.000364921+0.000936468j -0.00293756-0.00692956j 0.0100856+0.000383881j -0.0104178-0.00811115j -0.00386085+0.014282j 0.00902152-0.0078884j -0.00102327-0.0103071j 0.00461278+0.00425122j 0.0157803-0.014311j -0.0155263+0.0170103j -0.0255548+0.000798867j -0.000386543+0.00252833j -0.0169203-0.0106455j -0.010573-0.00937564j -0.00413346+0.0148458j 0.0154072-0.00378024j 0.00876358-0.0042666j -0.00528744-0.00705794j 0.00316366+0.00333611j -0.013916+0.0025811j -0.0236929-0.00743976j 0.00983331-0.0208068j 
-0.000235942-0.0221985j -0.0227044-0.00105922j -0.0186126-0.0187426j -0.0170508+0.0105184j 0.0142348-0.00155327j -0.000998196-0.0125887j -0.0185845-0.00344722j 0.00300414+2.19983e-05j 0.0148797+0.0120544j 0.0110011+0.00456915j -0.00630854+0.00513027j 0.00563707+0.0103513j 0.00774912-0.00391644j -0.00442067-0.0033194j -0.0161081-0.00904379j 0.0109418+0.021858j 0.0196661+0.0024682j 0.00681485-0.014265j -0.00274572+0.00545582j -0.00264996-0.00755458j 0.00519887+0.0168026j 0.0137117+0.00338555j 0.0166469-0.00981766j 0.00537801-0.00397951j 0.00329583+0.00212244j 0.000497437+0.00870714j -0.00863797-0.000196154j 0.00608717-0.00743976j -0.0124805-0.00443386j -0.00449175-0.00243554j -0.000742797-0.00276625j 0.00279041-0.0115572j 0.00512939-0.00379611j 0.00438869-0.00453449j -0.00282846+0.00757902j -0.0133224+0.00227201j -0.00532243-0.00656852j 0.000972509+0.00866793j 0.00228757-0.00262118j -0.0113308-0.0242382j -0.0050593+0.00389317j -0.00381732-0.0130564j 0.0114426+0.00495459j 0.00240118+0.00252385j 0.00215331-0.001788j 0.0119391+0.0130098j 0.00875407-0.00592677j 0.0139164+0.00625716j 0.00558812-0.0269072j 0.00915512-0.00540302j 0.0134389+0.0046523j 0.00221198-0.00597035j -0.00125805-0.00103955j -0.00755679-0.0185031j 0.0008672-0.00676431j 0.00271481-0.00453279j 3.03394e-05+0.0180496j 0.007348-0.024898j 0.0105614+0.00738877j 0.00712357-0.0185459j 0.00653048+0.00311599j 0.0151024-0.00425035j 0.0170315+0.0127343j 0.00202864+0.00726205j -0.000658343+0.00401708j 0.00451798+0.0030016j -0.0104624-0.0146735j 0.00249652-0.0012776j -0.00360845+0.0105143j -0.0170511+0.00100037j -0.00601364-0.00745447j -0.00672582+0.00238086j -0.00120742+0.0114871j 0.0148627+0.00164425j -0.0031575+0.00206049j -0.000894902+0.0153635j 0.00639999+0.0146168j -0.00359895-0.00406816j -0.00117512+0.0129116j 0.00413677-0.00315701j -0.00626245-0.00325392j 0.00267964-0.0240548j -0.00339907-0.00250979j 0.00982205+0.00747472j -0.0050559-0.0110436j -0.000393848+0.00996602j 0.0161296-0.00797116j -0.0193544-0.0014391j -0.0279253-0.00982755j -0.000693582+0.000100384j -0.00119531-0.00153065j -0.000336463+0.000588035j 0.00434345+0.0232675j -0.00471575-0.0227602j 0.0159725-0.00697145j 
-0.00652023-0.00548795j -0.00229585+0.0067347j -0.00447255-0.00906552j -0.00683203+0.00145795j -0.00691514-0.0116392j -0.0128188+0.0108768j -0.0102001-0.0127519j -0.0071332-0.00325741j 0.00592875-0.00123597j -0.00153992-0.00333848j -0.00861685+0.00271756j 0.00457385+0.00424002j 0.00458355+0.00612822j -0.0112762+0.0027129j -0.0013279-0.003256j 0.00495132+0.00310771j 0.00921488+0.000727552j 0.00618213-0.00689525j -0.00409217+0.0100876j -0.00518638-0.00380798j -0.00724645-0.0068246j 0.0165991+0.00952634j 0.00493405+0.00705115j -0.00117463+0.0087101j 0.0129014+0.00370028j 0.0097717+0.00319041j -0.00338501-0.00521298j 0.00102452-0.00833298j -0.0139644+0.00894851j -0.00330382+0.00872168j 0.00409589+0.00188672j 0.0162811+0.00370221j -0.00999522-0.00281823j -0.00790867+0.00261709j 0.00358293+0.0106847j -0.0112576+9.1295e-05j -0.000820035-0.00632456j -0.0033724+0.00339532j -0.00212124-0.00120876j -0.00541057+0.00469002j 1.27008e-05+0.00620565j 0.0022685-0.000536541j -0.000812965+0.00102396j 0.00540588+0.00344757j -0.00134243-0.0162625j -0.00432417-0.0028427j 0.0060677-0.00383347j 0.00277523+0.0170377j -0.0142311-0.0161582j -0.00620134+0.00289405j 0.00188776-0.00913384j -0.00346605-0.0028471j 0.00603824+0.000893491j 0.00202108-0.00204642j 0.0059166+0.00307833j 0.0105733+0.00930336j 0.0138086-0.00200708j -0.002126+0.000298142j 0.00441843-0.00827128j 0.0184233-0.00406663j 0.00742062+0.000954009j -0.00658433+0.00899031j 0.00966144+0.00682029j -0.0053633-0.00236451j -0.00769023-0.00178293j -0.000247208-0.00782857j -0.000396539+0.00472552j -0.00222682-0.010384j -0.0118351-0.0120407j -0.00773739-0.00911114j 0.0134246-0.012877j -0.0209655-0.00363739j 0.00409391-0.0135854j 0.0131996+0.00613924j -0.0106915-0.0104374j 0.00694612-0.00340511j 0.00399511-0.00349789j 0.00961599+0.0149035j -9.04148e-05+0.0031928j 0.0121278+0.00133674j 0.00719279-0.0112515j 0.00189266-0.00123143j 0.00213099+0.00698052j -0.00950976-0.0142533j -0.00732753+0.0147897j -0.00394448-0.00487293j -0.00587181-0.00704788j 0.00115948+0.0039381j -0.00536229-0.0026998j 0.00461485-0.00861188j -0.00648142-0.011688j -0.00738343-0.0127693j -0.00731297+0.0120382j -0.00309432-0.00387275j 0.000728693-0.00555879j 
