0.0231323+0.0663585j 0.0582398-0.0277908j 0.0562557+0.067028j 0.0747279-0.0462507j 0.00101005+0.00895955j 0.00184262+0.0107863j -0.0119902+0.00687104j 0.000628008+0.0209344j -0.0206805-0.031832j -0.0181471+0.029015j 0.0342603-5.76676e-05j -0.00871497-0.0222564j 0.004932+0.00107306j 0.0173847+0.0100263j 0.000682928+0.0218329j -0.00935001-0.0108875j -0.0259528-0.0266703j -0.0106286+0.0111662j 0.00219362-0.0153246j -0.0136891-0.0254139j -0.0366254-0.0160075j -0.00361761+0.0122173j -0.00780465-0.000925837j -0.00158988+0.00108699j 0.0177615+0.00752486j 0.00515961-0.0178355j 0.0108512-0.0195421j -0.00734081+0.00529769j 0.011265+0.0062127j 0.0122571+0.00411429j 0.0188306+0.00689643j -0.00379669+0.0108002j 0.0101213+0.0208431j -0.0347377+0.010521j -0.0109867-0.0189304j 0.00714609-0.0221133j 0.0187315+0.00187585j -0.026726-0.00479902j -0.00105683-0.0145525j 0.00631651+0.0142205j 0.0148458+0.00145246j -0.00351074-0.00478145j -0.0244185-0.00641195j 0.0134777-0.00292752j -0.0361608+0.00418609j 0.000258985+0.00230517j -0.00899125-0.00913508j -0.0243052+0.0229086j 0.0230617+0.0233835j 0.0149988+0.00793117j 0.00722318-0.0319154j -0.00262389-0.00900634j 0.00845207-0.00482691j -0.0111494+0.0232043j -0.013084+0.00326398j 0.008042+0.00216741j -0.0064512+0.005467j -0.000769947-0.000255153j -0.0168692+0.0135468j -0.0133341+0.0111945j -0.00696881-0.0145771j -0.0199262+0.023996j -0.0257157+0.0133108j 0.0137519-0.00437388j -0.0210896-0.0165829j -0.00268471+0.0121446j -0.00879204+0.00156064j 0.0128811+0.00707424j 0.0225352-0.0280318j 0.0109844-0.0257426j 0.021397+0.00776802j -0.00879048+0.0328837j 0.0100885-0.0128791j -0.0122837+0.0170089j 0.00393281+0.000253633j 0.00752426-0.00497574j 0.0180167+0.00532242j 0.0117903+0.0162065j 0.00216544-0.0112275j -0.00326921+0.0166163j -0.00937984-0.0147181j -0.0181832+0.0251036j 0.00916558-0.0161369j 0.00791596-0.00669081j -0.00622454+0.0178815j 0.0361113-0.010855j 0.00701574-0.00336509j 0.0206418-0.0111401j 0.0371231+0.0495456j -4.29285e-05+0.00322223j -0.00955559+0.00474196j 0.0715961+0.0426929j 0.0267723-0.0773895j 0.046476+0.058813j -0.0592531+0.0489764j 
0.00327115-0.00011239j -0.0016227-0.000496619j 0.012501+0.00674551j -0.00246193-0.0025166j -0.000531193+0.00269467j 0.0118197-0.0101215j 0.00983487+0.0178146j 0.00368225+0.0143978j -0.00143756+0.00412456j -0.0109067+0.00200035j 0.00328632+0.00559699j -0.00585778+0.000863622j 0.0040256+0.000879257j 0.00388355-0.00141672j 0.0031512+0.0058586j 0.00109269+0.0110096j -0.00144226+0.00717244j 0.0107716-0.00355869j 0.0153139-0.00329642j 0.000402839+0.00595512j 0.0139994+2.62795e-06j -0.00499482-0.00645686j 0.000529661-0.00797168j 0.00734857+0.00393073j -0.0127381-0.00739722j -0.00356895+0.000573234j 0.000307909+0.00498347j -0.00312041-0.00330791j 0.00948968-0.000312051j 0.00552126+0.000586818j 0.00778741-0.00409496j -0.00145309+0.00604244j 0.00191423-0.00583399j 0.0117964-0.0111636j 0.000110396+0.00795933j 0.000394043+0.0068422j -0.00610857+0.0050684j -0.00685927+0.00597977j 0.00374416-0.00262782j -0.000925946-0.00173512j -0.0122598-6.40017e-05j 0.00133337-0.00634699j -0.00240646+0.00441585j -0.00620005+0.00817404j 0.00888544+0.000980894j -0.0061669-0.00622649j 0.00344833-0.00643239j -0.00431382-0.0025846j 0.00862143-0.00350412j -0.00223643+0.0124731j -0.0101675+0.00619053j 0.00395275-0.00511647j -0.00377015-0.0112686j -0.0062167-0.00474168j -0.0022388-0.00294507j -0.00421574-0.00624562j -0.00933798-0.0049344j -0.00107215-0.00497335j 0.00317312+0.00040227j -0.00726115-0.0076665j -0.00937154+0.00322688j -0.000866647-0.00806368j 0.00684285+0.00231515j 0.00445461+0.00336826j -0.00557377+0.00441699j -0.00404575-0.0070733j -0.00594862+0.00220439j 0.0138066-0.00091046j 0.00296681-0.00450078j -0.00594584+0.00672698j -0.0055889+0.00500952j -0.00595973-0.000371289j 0.0116562+0.00218867j -0.00469911-0.00390431j -0.00470177-0.00657973j 0.00460998-0.0117892j 0.00119831-0.00195883j -0.006461-0.00492482j -0.00682042+0.0100745j -0.00668437+0.000671458j 0.00165661-0.00433702j -0.00247861+0.00387464j -0.00491719-0.0104399j 0.00836549+0.00259914j 0.00141563+0.00171436j 0.012365+0.0029378j 0.0105237+0.00324975j -0.00155419+6.30592e-05j -0.00124522+0.00447843j -0.0111986+0.00794979j 0.00487125+0.00678016j 0.000723447+0.000630671j 0.00461177+0.00361092j -0.000536431+0.00421121j -0.0033256+0.00144347j 
-0.00259523+0.00163314j 0.000904169+0.00903542j 0.00126722-0.00314306j -0.00715904-0.00180829j 0.00346093-0.00257665j -0.00249188-0.0119505j 0.00803663+0.00555076j -0.00210517-0.00614371j -0.00146366+0.00851039j 0.00386701-0.00631266j -0.00119259-0.0065016j -0.009644-0.0122495j -0.00281025-0.00159203j -9.06964e-08-0.000415191j -0.00285965+0.000989922j 0.00808128+0.000252818j 0.00168183-0.000640986j -0.0089873+0.00674783j -0.00699883-0.00790523j -0.00110038-0.00817561j 0.00879343+0.00573375j 0.00564838+0.011266j 0.0121524-0.00103405j 0.00147186-0.019374j 0.00198516-0.00964643j -0.00371453-0.00374579j 0.00858695-0.00737059j 0.00609562-0.0110597j -0.00135429-0.00187373j 0.000637443+0.00394815j -0.00858622+0.0110979j 0.00429282+0.0047691j 0.00694394-0.0112935j -0.00140714+0.00300398j -0.0057465+0.00216315j 0.00616973+0.00703832j -0.000137426-0.0111791j 0.00980921-0.0109005j 0.0081112-0.00704679j 0.00170176+0.00265064j 0.000783895-0.0172071j -0.00318132+0.00702227j 0.00220623-0.000915425j -0.00276734+0.0129249j -0.00329583+0.00299236j -0.00558456+0.00299512j 0.00922933-0.00213963j -0.0107426-0.00331688j -0.00318488-0.00533533j 0.000133507+0.00303669j -0.00920804+0.000909686j 0.00205913+0.00116069j 0.0182941-0.0144277j -0.00249497+6.96803e-05j -0.00581113-0.0049718j -0.00141386-0.0210031j -0.00450721+0.0186695j -0.00374389+0.027314j 0.00238037+0.00477126j -0.00689575+0.00507807j -0.00550519+0.00296317j 0.00622658-0.0122696j -0.0128493+0.00379522j 0.00246355-0.00257214j 0.00395912-0.0061319j 0.0065161-0.00751278j 0.0119187+0.00134019j -0.0161832-0.00401629j -0.00774258+0.00559851j -0.00589359-0.00173022j 0.00139041+0.00755564j -0.00885736-0.00961391j -8.14862e-05+0.00102191j -0.00635136-0.00485828j -0.010487-0.0037819j -0.00596063-0.00805185j 0.00846597-0.00280329j 0.00434212-0.0039489j -0.00786592+0.000381253j -0.00184453+0.0047221j 0.00311494+0.00363471j 0.00281764-0.00187979j -0.00261032-0.0075969j -0.00354585+0.00134599j -0.000445154+0.0021671j 0.005282-0.00158397j -0.00438979+0.0056642j 0.00791992+0.0101829j 0.00255386+0.000655324j -0.000994516+0.00616495j 0.00563492-0.00129734j -0.00688488-0.00295349j -0.00170764+0.00801954j -0.00367948+0.00141463j -0.000455436-0.00298617j 
0.0011777+0.000588722j -0.00168038-0.00110863j -0.00351282-0.00680991j -0.00767178-0.00270312j -0.00667651-0.000944879j -0.001051+0.0116033j 0.00141849+0.00202408j 0.00450224-0.00530852j 0.00523323+0.00275419j 0.00701677+0.00389793j 0.00373145+0.000470924j -0.0131476-0.00389352j 0.0100361+0.00889782j -0.00467252-0.00140281j 0.0150695+0.00940721j -0.00653604-0.0126152j 0.0035843-0.00391144j 1.36602e-06-0.0134138j 0.00101364+0.00520826j -0.000589715+0.00696589j -0.013226-0.00525321j -0.00645114+0.000815934j -0.00590568+0.00179022j -0.000844832+0.0236477j -0.0116188+0.00109841j 0.00691282+0.00623926j -0.0086303-0.00766186j -0.00120852+0.00959844j -0.00656112-0.00342782j -0.00138978-0.00423987j -0.00669979-0.00482841j -0.00633336-0.00108454j -0.00632859+0.00819153j 0.00549204-0.00857194j 0.0034389-0.00120692j 0.00302849-0.0079384j -3.01841e-05+0.00114173j 0.000403794+0.00380782j 0.00339964+0.0013123j -0.00352288+0.000816427j 0.00100987+0.00419293j 0.00146779-0.000278562j 0.000895177-0.00428437j -0.00540139-0.00281037j -0.00136543-0.00747395j 0.0023998-0.0107018j 0.00122436+0.00188291j -0.00273862+0.00880238j -0.00226114+0.00168877j 0.00217466+0.00440762j -0.0107556+0.00972828j -0.0123564+0.00427655j -0.0101341-0.00243055j -0.0116895-0.00515649j 0.011386-0.00812394j 0.00682665+0.00169433j -0.0114094-0.00724917j -0.0042399-0.0143973j -0.000438608-0.00455221j 0.00560222-0.00385159j -0.00362892-0.0147035j 0.00361869-0.010311j 5.92078e-07+0.000387198j -0.00891712+0.00952565j -0.0222246+0.0077437j -0.00994038-0.00119164j -0.0136363-0.000120346j -0.00391512+0.000221139j 0.0146406-0.00372759j -0.0027415-0.0032026j -0.00406327+0.00462751j 0.0060634-0.00489237j 0.0116714-0.0120525j -0.000253564-0.0135415j 0.0031702+5.06814e-06j 0.00430092-0.00567916j 0.00489937+0.00550163j 0.00530238+0.00924125j 0.00405111+0.00231377j -0.000298656+0.00117165j 0.0150062-0.00201078j 0.0116844+0.009409j 0.00431666-0.00368279j 0.00179774-0.00191011j -0.00443711+0.00429575j 0.00635678-0.00899349j -0.0075188+0.00585361j 0.00908114+0.00456835j 0.00459464-0.0036636j 0.00128685-0.00197218j 0.00149288-0.00497152j -0.00553129+0.00310657j -0.00229662+0.00968318j -0.00131462-0.000404994j -0.000163933+0.00139976j 
0.00498199+0.00292432j 0.00303404-0.00429667j 0.000950865+0.0131451j 0.00663108-0.00364619j 0.00598794-0.00183795j 0.0012204-0.00726254j -0.00314893+0.00705419j 0.00599977+0.0186108j -0.0103068-0.000930395j -0.0051357+0.00407631j -0.0023411-0.000251395j -0.00706915+0.00202486j 0.00171721-0.00166478j 0.00254385-0.00190987j 0.00191667+0.00179099j -0.00045581-0.00773067j 0.00400759+0.000415908j 0.00255109+0.00487042j 0.00515364-0.00196004j 0.000456704-0.00301538j -0.00167018+8.13238e-05j -0.00132181+0.000814118j 0.00496241-0.00776359j -0.000541807+0.0019812j 0.00202764-0.00364256j 0.00318864+0.00179453j -0.00324248+0.0015849j -0.00435122+0.000492112j 0.00742764+0.00292443j 0.0056902+0.00248653j -0.00194481+0.00643785j 0.00354273+0.00633096j 0.00198552+0.00170583j -0.0101489+0.00433886j -0.00285748-0.00344031j 0.00586028-0.000901317j -0.00268498+0.00294732j 0.00194062+0.00047882j 0.00103682-0.00563j -2.26679e-05+0.00488205j -0.00121057-0.00527366j 0.00158673+0.00577502j 0.00306832-0.00413442j -0.0042322-0.00339542j -0.00667309-0.00532595j -0.00705567+0.00406129j -0.00256446+0.00176498j -0.006162+0.000632657j -0.000705463-0.00407969j -0.00623854-0.000248602j -0.0065547-0.00716746j -0.00679141+0.000595546j 0.00561802-0.00106368j 0.00421489+0.0061929j -0.000744513+0.000237399j 0.00212027-0.0047968j 0.00314467+0.000781851j -0.00195339+0.0096718j -0.00179718+0.00426294j -0.00624312-0.0026672j 0.00120118-0.00109613j 0.00622681-0.00679731j -0.0105316+0.00534559j 0.00630402+0.00423096j 0.00402916+0.00693712j -0.00415156-0.00602318j 0.00123196+0.000570576j 0.0003644+0.0071127j 0.0131936+0.000440275j 0.00379307+0.0023581j -0.00521553+0.0113243j 0.00188402+0.00940212j 0.000854517-0.00638971j -0.00298898+0.00187661j 0.00177862+0.00291073j 0.000744022+0.0085968j 0.00858933+0.00290046j -0.0046826+0.00413517j -0.00470669-0.0129628j 0.00226952+0.00901962j -0.0043833+0.00603411j 0.00053737+0.000193171j 0.0013183+0.00166599j -0.000642344-0.00590865j 0.0012+0.0062969j 0.0107811-0.00655638j 0.0186025-0.000102787j 0.00389403-0.0166969j 0.0123912+0.0059367j -0.00100212+0.00481963j 0.00148662+0.00164703j 0.00313732+0.00192726j 0.00115038-0.00818542j 0.00115676+0.00675019j -0.00679081+0.00208437j 
-0.0071377-0.00172211j -0.00306115+0.011221j -0.00526011-0.00869992j -0.00875168+0.00155517j -0.00194951+0.00913373j -0.000543731+0.000335685j 0.0042121+0.001617j -0.00247347-0.00649057j -0.000971571+0.00188088j 7.74035e-05-0.00510378j -0.00382588-0.00587952j 0.00668014-0.0117383j -0.00285257+0.000945884j 0.00681456+0.00393656j -0.00506706+0.0029867j 0.00119563-0.000689492j 0.009708-0.00619008j 0.00749313-0.00701033j 0.00379821+0.000456338j -0.0180089-0.000355546j -0.00386955+0.0125534j 0.00223384-0.00512468j -0.0140968+0.00202964j 0.00401701+0.00971109j -0.00479664+0.00304153j -0.00096037-0.00204825j 0.000457983-0.00566743j -0.00910211-0.00316464j -0.00262185-0.00709774j -0.0068822-0.000146809j 0.0067066-0.0061616j -0.000714899+0.00127351j 0.00267589-0.00284063j 0.0135107+0.00232229j -0.00368728-0.00470647j 0.00602102-0.009033j -0.00215897-0.0108291j 0.0040807-0.0052774j -0.000557149+0.00142097j 0.00470637-0.00332135j 0.00720842-0.00121353j -0.00871027+0.00016503j 0.00313816+0.00275211j -0.0039058+0.00946078j 0.00546146+0.00208235j 0.00369713+0.00344073j -0.00218723-0.00113443j -0.0027073-0.00108715j -0.00639069+0.000861067j -0.0041447+0.00363444j -0.00185918+0.00467426j 0.00448283+0.00014572j 0.000617078-0.0115513j -0.0033493-0.00719542j -0.000623137+0.00286591j -0.000716371-0.00712881j 0.00512611+0.00309751j 0.000913344+0.0072229j -0.0034601+0.00380659j 0.000738523+0.00106852j 0.00258405+0.00274931j -0.00805022+0.00583166j -0.00430462-0.00244296j 0.00156264-0.0065934j 0.00968363-0.00109163j 0.00196149+0.00358249j -0.000147282+0.000964103j 0.00648881-0.00605381j -0.0111234-0.00220405j 0.00161607-0.000228479j 0.00050425+0.00263597j -0.0108372-0.0091515j -0.00180275+0.00556125j -0.00127189-0.000882311j -0.00382924-0.00502764j -0.00184259-0.0042592j -0.00569946-0.00657328j -0.00108749-0.00339478j 8.10342e-05-0.00195704j -0.00162792+0.00440749j -0.00287744+0.00348085j -0.00394926-0.008304j -0.0090018-0.000152743j 0.00810594+0.00532941j 0.00574019-0.00917258j -0.00522465+0.00597694j -0.00165468+0.00371535j 0.00644668+0.00418903j 2.57996e-05+0.00421016j -0.00686859-0.00330403j -0.00180386+0.00157219j -0.00123078-0.00982439j -0.00486814+0.0023599j -0.00316847+0.000397426j 0.00310866-0.00660788j 
0.00282686+0.0197644j 0.0202493-0.00356402j 0.0192659-0.00290203j -0.00893848-0.00563505j -0.005897-0.0136232j 0.00111115+0.00355759j 0.0101697+0.030781j 0.00865529-0.00898399j 0.0110277-0.00385589j 0.00289894-0.00651354j -0.00203714-0.0121598j -0.0111035-0.0158178j -0.0144583+0.0193536j 0.00146404-0.00901162j -7.4413e-05+0.0118368j 0.00325543+0.00395899j 0.00207359+0.0034832j -0.00157021+0.00387887j 0.0110418+0.00742151j -0.00321888+0.00107832j 0.00466395+0.00286923j 0.000723815+0.00655579j -0.00163718+0.00878416j -0.000878151+0.00113276j 0.00948325-0.00445193j 0.00907186-0.0108992j 0.00376817+0.00300726j 0.000950175+0.00743262j -0.000714437+0.000357965j -0.000907337-0.000172563j -0.00075705+0.00817042j 0.00216932-0.00709682j -0.008979+0.00114617j -0.00590739+0.00818792j -0.00304852-0.00878585j 0.00249393-0.00688881j -0.00552936+0.0122865j -0.00260876-0.00529461j 0.00171137-0.00597153j -0.00445963-0.00982458j 0.00581654-0.00185836j -0.00047712-0.00374575j -0.00801685+0.00976926j -0.0137113-5.62931e-05j 0.00359376-0.00720157j 0.0075764-0.00231424j 0.00194048+0.00358198j -0.00367581+0.00271109j 0.00121+0.0141801j 0.016785+0.0162396j 0.00263171+0.000632821j -0.00191151+0.00321899j 0.0139876+0.00549j -0.00403498+7.63002e-05j -0.00964284+0.00909639j 0.00204916-8.77036e-05j -0.00988048+0.00836131j 0.00712158+0.00550074j 0.00204751-0.00299614j -0.00345358+0.0046278j -0.00524722-0.00312947j -0.00149452-0.0163102j -0.000654467+0.0268081j -0.00137943+0.000844783j -0.0180286-0.00559396j -0.0100107+0.00596331j -0.00218428+0.00351558j -0.00976931+0.00562506j -0.00912148-0.00178608j -0.00117786-0.00430155j 0.00665816+0.000204127j -0.0152137-0.0142322j -0.00509275-0.000493655j -0.00205851+0.00621188j -0.0181361-0.0203998j -0.00232841-0.0119545j 0.000747706-0.0102579j -9.02204e-05-0.0171697j -0.00817972+0.00896532j -0.00492187+0.00412599j 0.00155465-0.00575816j 0.00548285+0.00348782j 0.0087994+0.00147077j 0.0192307-0.0101138j 0.00757431-0.00853336j 0.0100973-0.00235441j -0.0202675+0.00555044j 0.0157421+0.0184198j -0.00325874+0.0219199j -0.0011747+0.00108412j 0.00230288+0.00173637j -0.0106022+0.00525018j 0.0102904+0.00512794j 0.0144894+0.00756437j -0.00830333+0.0150742j 
0.00177188+0.00371913j 0.00324368-0.00229263j 0.0038397+0.00792607j -0.0027327+0.000262281j 0.00280485-0.0081859j -0.000976506-0.00744563j -0.00114279+0.00215359j -0.0092908+0.0101722j -0.00232268+0.001287j 0.00527921-0.0010373j -0.00301067+0.00161921j -0.00256396-0.0014998j 0.00826902+0.000433756j -0.00400239-2.33195e-05j -0.00506048+0.0017893j 0.00604991+0.0057546j 0.000355276+0.00399111j -0.00462534+0.00262394j 0.0117247+0.00127453j 0.00255614-0.00156685j -0.00328583+0.00234847j 0.00832137+0.00733828j 0.00061609+0.000158809j 0.00710074+0.00267388j -0.00164083+0.00355968j -0.00717722+0.0012595j -0.00503844+0.00291557j -0.00222326-0.000138846j 0.00455172+0.00540797j 0.00101579-0.00300066j 0.00481375+0.00508159j 0.00389803+0.00109748j -0.00265984+0.000510539j -0.00504334+0.0136849j -0.000559823+0.00991997j -0.00600898-0.00954767j 0.00422655-0.00553778j -0.000333858+0.00106184j 0.00434274+0.0019984j 0.00332714-0.00839574j 0.013953+0.0062342j 0.000537289-0.00220442j 0.0117549+0.00133821j -0.00588803+0.00305693j -0.00154805-0.00255559j -0.00115219-0.0019309j 0.000944296-0.00197259j -0.00223128+0.00655217j -0.00335239+0.00579317j 0.00709857-0.000736963j -0.00438096+0.000650651j -0.000960419-0.00190976j -0.00527912-0.00402159j -0.00299751-0.00175792j -0.00156019+0.00389116j -0.00384451+0.00313051j 0.00486296+0.00428789j -0.0106826+0.014526j 0.000396737-0.00123996j -0.00178801+0.00341189j 0.000846015+7.78961e-05j -0.00267033-0.000757904j 0.00231744+0.0014062j 0.0104346-0.002719j 0.004776-0.00599846j 5.85286e-05-0.00872979j 0.00664594+0.00304999j -0.00792787+0.00146586j 0.00490229+0.0127523j -0.000376783+0.004181j -0.0070372-0.00297222j -6.29941e-05-0.00599054j 0.000697208+0.00115209j -0.00341174+0.0067957j 0.000105969+0.00783687j 0.000249474+0.00847194j 0.00702946+0.00384019j 0.00310261+0.00261278j -0.0030663+0.000379875j 0.000574224+7.15189e-05j -0.00388771+0.00588192j -0.00265903+0.00488178j 0.00213624-0.00621352j -0.00154743+0.000547998j -0.00474332+0.00570164j 0.0099335-0.00146504j 0.0012944-0.00449455j 0.00547234-0.000402696j -0.00329797-0.00108891j 0.00237803+0.00550554j 0.00109564+0.000584167j 0.000954665-0.000527324j 0.000995959-0.00246029j 0.000651186+0.000338987j -0.00263017+0.00190858j 
0.00251778+0.00674165j 0.00788983+0.000278621j 0.00245792+0.00259798j -0.00290646-0.00266265j -0.0101826-0.00242302j -0.000423976+0.0088519j 0.00329094+0.00475736j 0.00279585-0.000568353j -0.002188-0.00718073j -0.00205197+0.00683449j 0.00768878+0.000496285j -0.00993027+0.00432979j 0.00629357-0.00857598j 0.000875739-0.00194131j 0.0111551+0.0190106j 0.000388053+0.0034538j 0.00607408+0.00423901j -0.00707341+0.00803148j -0.0131098-0.00611792j 0.00267718+0.00800514j 0.0101564-0.0111466j -0.00172489+0.000740331j 0.000952376+0.00977058j 0.00104118-0.00287284j 0.00336748-0.00780416j -0.00367152-0.0165424j 0.00834342-0.00542988j 0.00684277-0.00985743j 0.00943375+0.000155202j 0.0142819-0.00634086j 0.00182604-0.0153373j 0.00438532-0.0103332j -0.0019391-0.00628131j 0.00982869-0.0140697j -0.000540975+0.00652721j 0.00258297-0.00915284j -0.00544212-0.00680685j -0.0138746+0.00317824j 0.00100124+0.0125616j 0.00599069-0.000641055j 0.00576555+0.0161035j -0.00424851-0.015125j 0.00179836+0.00797353j -0.00727593-0.00839741j 0.00972423-0.00637115j 0.00422439-0.00934326j -0.0139644+0.00663018j 0.00315196+0.0105721j -0.00215721+0.0138068j 0.00186821+0.00896277j -0.00260218+0.00804926j -0.00660392+0.000964978j -0.0197848+0.0148213j -0.0105986-0.00319523j 0.0176439-0.00583247j 0.0066519+0.0260678j -0.00141396-0.0245205j -0.00510552-0.0270031j -0.0133535-0.00497051j 0.00213482-0.00343976j -0.00805511-0.0152504j -0.00417759+0.00773959j 0.00564176+0.00127607j -0.00632442+0.00590083j -0.00646284+0.00984266j -0.0110038+0.00864568j -0.0228531+0.00606323j 0.0132757-0.00130613j 0.0178291-0.00122344j 0.00124372-0.000423398j -0.0047883-0.0034732j 0.00427567-0.00109169j 0.0113899-0.00517608j 0.00315777+0.0111141j 0.00392207-0.000515253j 0.0146868-0.00072854j -0.00708259-0.00373642j -0.00924182+0.00746977j 0.0118957-0.00102397j 0.00676033-0.00359496j 0.0081428-0.00286101j 0.00366733+0.0018j 0.000191958+0.00778072j 0.00995132-0.0033578j 0.0128693-0.00173749j -0.000446952-0.00188675j -0.00707301+0.00477507j 0.00972917+0.00202828j 0.00559291+0.00808432j -0.00297782-0.000569559j 0.00142783+0.00075341j 0.00200405+0.000387377j 0.000920767+0.00142393j 0.00347503+0.00740482j -0.00216634+0.00144228j 
-0.00348506-0.00951788j -0.00641318+0.00413826j 0.0047433-0.00629482j -0.0032475+0.00210939j 0.00712257+0.0113846j 0.00816332-0.00421614j 0.00912417+0.00854479j 0.00489597-0.0111629j 0.00816818+0.00545596j -0.00579699-0.00803822j -0.0055328-0.00304223j 0.00629971-0.0091844j -0.00361283+0.0139355j -0.0070739-0.00476411j -0.0048259-0.00670294j 0.00622712-0.000148759j 0.00576256+0.00237196j -0.00688932-0.00916182j 0.00120085+0.0037918j 0.000585608+0.00212712j 0.00154378+0.00602071j 0.00924046-0.00221097j 0.00831647-0.00295034j 0.000273045+0.00382757j -0.00828061-0.00658546j -0.00631081+0.0117055j -0.00415526-7.8696e-05j -0.00828411-0.00126562j 0.00526754-0.00353741j -0.00272774-0.00141646j 0.00572583+0.00629266j 0.00251155+0.00909658j -0.00337744-0.00419335j 0.0152405-0.00263856j 0.00121069-0.000341392j 0.00109829-0.00206762j -0.00289205-0.00865776j 0.00210134-0.00308108j 0.00592777-0.0100857j 0.00736024+0.00355477j -0.00209664-0.0110281j -0.00146287+0.00279695j 0.000700231-0.0143779j 0.00217737-0.00447407j -0.0103671-0.00332857j -0.00645087-0.00488778j -0.00291581-0.00606676j -0.00542024-0.00703141j 0.000378718+0.00402154j 0.00482998-0.00215058j -0.00197324+0.0117765j 0.00913832-0.00218048j 0.00374038+0.000636509j 0.00401807+0.00291432j 0.00692819+0.00778688j -0.00436337-0.0250435j 0.000850708+0.00850171j -0.0018361+0.0188975j 0.0037336+0.00251882j -0.0118012+0.00211354j 0.000642269+0.0102509j 0.00652106-0.0059736j -0.000827262+0.00681708j -0.0132559+0.0115833j 0.00849731+0.0148676j 0.00864232-0.00951861j 0.00810511+0.000370357j 0.0102809+0.00631193j -0.0113179+0.000675801j -0.00467914+0.0125687j -0.0076001+0.0102165j -0.00135635+0.000204691j -0.00306657+0.00417663j -0.00502393+0.00120048j -0.00211579-0.00555235j -0.00296838+0.00805317j -0.00799145+0.0015128j -5.05376e-05-0.0109372j -0.0114411-0.00194615j -0.00440879+0.0068354j -0.00814469+0.000370972j -0.010389-0.00247658j -0.00220889-0.00204576j 0.00500932+0.00382003j -0.00149096+0.000397205j 0.00261332+0.0173997j 0.00266108-0.00656695j -0.011139+0.00713896j -0.00928284-0.00438498j -0.00183591+0.00293074j 0.00478481+0.00108805j 0.00152752-0.00249762j -0.00185569+0.00107751j -0.00142742-0.00445524j 0.00504842-0.00482267j 
-0.0107153+0.00125999j -0.00130496+0.00949824j -0.00328866-0.0191165j -0.0122199+0.00513587j -0.00737022-0.00501844j -0.00173966+0.00574546j 0.00223918+0.00247232j 0.0039768-0.00756422j 0.00490709+0.00949604j 0.0053701-0.00151936j -0.00540543-0.0121541j -0.0141357-0.000526257j -0.00517706+0.000989124j 0.0021243+0.00388257j -0.000914939-0.00828538j 0.00291241-0.0016309j 0.000693081+0.00056528j -0.00535849+0.00205805j -0.00264466+0.00213011j -0.00590828-0.000915546j 0.000417204+0.00219217j -0.00394657+0.00514102j 0.000264876+0.00669305j -0.00144798+0.00197668j -0.00428747-0.000717105j 0.00491912-0.00199715j -0.00135698+0.00614585j 0.00127767-3.25929e-06j 0.00136128-0.00442467j -0.00322103-0.00560915j 0.00332813+0.00215299j 0.00365559-0.0171644j 0.00155483+0.00489452j -0.00245557+0.00634953j 0.00629209-0.00010664j 0.0060284+0.00180837j -0.00407399-0.00140222j -0.00148668-0.00104069j 0.00234647+0.00166289j -0.00311925-0.00600019j 0.00300768+0.00320508j -0.000483113-0.00605205j -0.00779296+0.00239023j 0.000344204+0.0094076j 0.00949824-0.00295976j 0.00597558-0.00857736j 0.00468611+0.0132267j 0.00757273+0.00230987j -0.008316-0.00477571j -0.00270126-0.00193348j 0.00123326+0.00463282j -0.00241007-0.000624353j 0.00813239+0.00364601j 0.000304711-0.0045398j -0.00157739+0.000354002j -0.00442184+0.0116593j 0.0058056-0.00470534j -0.00189126-0.00428161j -0.00171465-0.00544171j -0.00217129-0.00460294j -0.015865-0.00092342j -0.00292342-0.0026693j -0.0015414+0.0125484j -0.0046385-0.00150761j -0.0063+0.00040993j 0.000230988+0.000990237j 0.004233+0.00305534j -0.00455691-0.0073913j 0.00268795+0.0048681j -0.0034514-0.000645606j 0.00688274-0.00744765j -0.00965478-0.00157743j 0.0031249+0.00437526j 0.0101829+0.00765751j -0.0176603-0.0169086j -0.00308087+0.00430209j -0.00437157-0.00886521j -0.00820688-0.0080041j 0.00236925-0.00415377j -0.00300713-0.00458415j 0.000265647+0.000340321j 0.00341444-0.00117973j 0.000243905+0.0061048j 0.0103868-0.00848261j 0.00526263-0.0102166j -0.0108323+0.000777057j -0.0123372+0.00846505j 0.00393473+0.0119865j -0.00466908+0.00987697j 0.00209928-0.00861798j -0.00190028+0.000894685j -0.0186858-0.00897122j -0.00975269+0.0183647j -0.00635302-0.00345108j 0.00202487-0.00509586j 
