-0.0354561+0.00850261j -0.00627256-0.0286563j 0.0310922-0.0417486j -0.0406526-0.0367657j 0.00172535+0.0296861j 0.033576-0.0102277j 0.0100756-0.077676j 0.0481999+0.0137318j 0.00497434-0.000709417j 0.00761952+0.00238387j -0.0188232+0.00303535j -0.00357475-0.0156317j 0.0111587+0.0182519j 0.00947578-0.0151202j 0.0118181+0.0127131j 0.0066684+0.0174361j -0.0056236+0.0149432j 0.0130485-0.00467443j -0.0204728-0.0192901j -0.012043-0.012146j -0.0265093-0.00571713j 0.00713005+0.00488586j -0.00844869-0.00157098j -0.0042197-0.00560911j -0.0194544-0.000160507j 0.00920438-0.00694605j 0.0118807-0.001605j -0.0403591-0.0180876j -0.00949095+0.00731231j -0.00952063-0.000948699j 0.000823086+0.00298862j 0.00326974-0.00692406j -0.000482914-0.00131338j -0.00921609+0.000921408j -0.00716033-0.000536577j -0.00921782-0.00845248j 0.00515251-0.0111635j 0.0422289+0.000376556j 0.0334113-0.00720243j -0.000648443-0.00456406j 0.00847047+0.0126333j -0.0178539-0.0058742j 0.00497135+0.0039035j -0.00960243+0.0178423j -0.00915552-0.0101213j 0.0153273+0.0286708j -0.00943324-0.0141372j 0.00121073+0.0130521j 0.00660341-0.0186121j -0.00131974-0.0279989j -0.00240693+0.0168489j -0.00287784-0.00848139j -0.00276134-0.011705j 0.00373991+0.00326574j -0.00293051-0.00196298j -0.0181973-0.00763552j 0.00676346-0.0032376j -0.024344-0.0205888j 0.00858882+0.00371722j -0.0201516+0.0125393j -0.00522949-0.00698312j 0.00590501-0.0143767j 0.0205631+0.0179396j -0.00430612-0.025346j 0.0732825-0.022865j 0.0301468-0.0354977j -0.0476506-0.0305684j -0.0466265+0.00515655j 0.0105874+0.0410547j 
-0.00499032+0.00931718j -0.0068634-0.00866774j 0.00643715-0.00621155j -0.0111406-0.0216028j -0.00954948+0.00957945j 0.00391834+0.000490918j 0.00505569-0.00692917j 0.00876692+0.00641635j 0.00212698-0.00693629j 0.00340153+0.00418464j 0.00289128+0.00942177j 0.00410263+0.00222796j -0.00320982+0.0181267j 0.0166612+0.00369665j 0.00117186+0.011332j 0.0149483-0.000574971j -0.00405711+0.00361322j 0.0106087+0.000386397j -0.00252387-0.00834925j -0.00930499+0.0013489j -0.00335741+0.00148627j -0.00434397-0.00713373j -0.00602576-0.00417682j 0.000256028+0.00200644j -0.00142291+0.000381126j -0.00123695-0.00457976j 0.00190348-0.00193544j -0.00766276+0.0002902j -0.00351646+0.012332j 0.00696099-0.000824002j 0.00111081+0.00213485j 0.00102149-0.00133857j -0.00389224+0.00776204j -0.000502253+0.00560357j -0.00419436+0.00356127j -0.000277501-0.0034128j -0.00105623-0.00237694j -0.00242686+0.000529484j 0.0120991-0.0121521j -0.0023846-0.000203647j 0.0129661+0.0101461j -0.00225057-0.00464532j -0.000484378+0.00150061j -0.0073896+0.00377363j -0.00413372-0.00102744j -0.000888331+0.00676003j -0.0029434+0.00380196j 0.00100793+0.00194477j 0.00711705+0.00334401j -0.0093093-0.0018362j -0.00831356+0.00114503j 0.00105284+0.001739j 0.00309402+0.00470725j -0.00213994+0.0062858j 0.00810164+0.0133577j -0.00375895-0.00682766j -0.0111681+0.000466263j -0.00667047-0.0105055j 0.00344806-0.00169305j 0.00529999+0.00456725j -0.00507553+0.00538227j 0.00785933+0.00144773j 0.00541425+0.00376655j -0.00144353-0.006341j 0.00485973-0.00586809j 0.0130893-0.0189981j -0.0151403-0.0137209j -0.00787775+0.00485224j 0.00747277+0.00382784j 
0.00471093-0.0116523j 0.00733275-0.0153575j -0.0223562+0.0212858j -0.00715817+0.01683j 0.0119089+0.0249684j -0.00581313-0.00712183j 0.01082+0.00673543j -0.00502833+3.12922e-05j -0.0173191-0.00752339j 0.00673058+0.00253993j 0.013346-0.00566076j 0.0159091+0.00580324j 0.00544597+0.010116j -0.00966077-0.00684421j 0.00322803+0.0020909j -0.00110286+0.00277239j 0.00891339-0.00422697j 0.0166014-0.00503403j 0.00302898-0.00394256j -0.00642624-0.000233721j 0.00904077+0.00122265j 0.00372059-0.00263201j 0.00433498-0.0108365j -0.00617739-0.00988582j 0.0091304-0.0100845j -0.000473276+0.00102159j 0.00163503-0.00362832j 0.010284-0.00747256j -0.00265085-0.0106187j -0.00226993+0.0093585j -0.00755262-0.00215026j 0.00415437+0.00199165j 0.00309375-0.00792866j 0.000634383+0.00106232j -0.00655442-0.0181925j 0.0109565-0.00184753j 0.000541218+4.44134e-05j 0.00611155+0.00148226j 0.00391837-0.00283925j 0.00384339+0.00962237j 0.00205928-0.0117199j 0.00827621-0.00286795j 0.00371364+0.0129086j 0.00158649+0.00407106j -0.000370669+0.00101714j 0.00597277-0.00238265j 0.00141832-0.00265597j 0.00319071+0.0109578j -0.00377144-0.00249723j 0.0155091+0.00494241j 0.0113207+0.0045233j -0.00581655+0.0025182j -0.012221-0.00555808j -0.00638045-0.0028039j -0.0055749+0.00573199j -0.0104556-0.0136258j -0.00198097-0.00122926j -0.0235375-0.00966249j -0.0139008+0.0145457j 0.00403098-0.00814187j 0.006002+0.00540436j -0.0108215-0.00286576j 0.00263597-0.0248141j 0.0141756-0.0097639j 0.00711031-0.00380877j -0.0133835+0.017355j 0.0139458+0.0102442j 0.000128954-0.0035796j -0.00860397-0.0017205j 
0.00563477-0.0144254j 0.00167321+0.010387j 0.0104181+0.00930346j -0.00713601+0.0174027j 0.0278646+0.0118285j -0.0152994+0.00953074j -0.0132441+0.0101231j 0.00524706-0.00442103j 0.00431725+0.00284041j -0.000586544-0.00499463j -0.00443111-0.00813201j -0.00377716-0.00608425j 0.0146536-0.0137387j -0.0004739-0.001453j -0.00166377-0.0017168j 0.000258795+0.00329947j -0.00846587-0.00427101j -0.00535041+0.0209693j 0.00569483+0.0114134j -0.00110072-0.00594444j -0.000286593+0.00484138j 0.00563601+0.00273065j -0.00216703+0.00138926j 0.0035148-0.00795104j 0.00620869+0.00398047j 0.00125375+0.00111463j -0.00275526+0.00682801j 0.00337405-0.00619553j -0.00575221-0.00561248j -0.00465893-0.00017781j -0.00175527+3.06529e-05j 0.00249626+0.00384283j 0.0066764-0.0096753j -0.00746765-0.00212307j 0.00579232-0.00396487j -0.00340628+0.00138993j 0.015072+0.00135037j 0.0103281+0.00386249j -0.00563141+0.00454101j 0.00740515+0.00753598j -0.00648445+0.00188085j 0.00881858-0.00389524j 0.00495409-0.00949636j -0.0089411-0.00144718j 0.00664587+0.00154126j 0.00186885-0.0104415j 0.00230706+0.00345758j -0.00430151+0.00265415j 0.000314303+0.00176041j 0.0115651-0.00139134j 0.00502356+0.00236412j -0.00903701+0.00108681j -0.00178377+0.0177086j 0.000567739-0.00752772j 0.000886892-0.0114081j -0.00471715+0.00259187j 0.0117695+0.00141628j 0.0015363+0.00940152j 0.00562677-0.00207715j -0.00823594+0.00287548j -0.00217087-0.00551213j 0.00104616+0.00173361j 0.000140085-0.0203591j 0.011473-0.00758539j -0.00517564-0.00210202j -0.00673032-0.00118175j -0.00156025+0.00913072j 0.00347521-0.00992891j -0.00959113-0.00308652j 
-0.00560618-0.00632702j 0.00424154-0.00939797j -0.0156867+0.00232791j -0.0143417-0.0032678j -0.00446993+0.0150605j 0.000324353-0.00875572j 0.00139831+0.00567116j -0.0078061+0.00388441j -0.0041416-0.00103608j 0.000510701-0.012767j -0.00740224-0.00734975j 0.00435357-0.00941135j -0.00789677+0.0186997j -0.0187676-0.00530926j -0.00527148-0.0129905j -0.000471565-0.0107549j 0.00657389-0.000468404j 0.00588146-0.00877758j 0.000784956+0.00114056j -0.00151245-0.000885359j -0.00169509-0.00761881j -0.00467597+0.00543576j 0.00600085-0.00175874j -0.00070415-0.0036401j 0.00145074-0.00705838j -0.000839374+0.00947108j -0.00594944-0.000132411j -0.00233686-0.0159602j -0.00373047-0.0130594j -0.0108202+0.0024875j 0.00283553+0.00173264j 0.00414911-0.00219993j -0.00258285+0.00364636j 0.00867138+0.000488543j -0.00707937-0.00488906j -0.00491002-0.00663036j -0.000226222-0.016926j 0.00588885+0.00524206j 0.00649276+0.00257477j 0.00808918-0.00231775j -0.00801826-0.0104324j -0.00674666-0.00196158j -0.000486624+0.00851543j 0.00942959+0.00888506j 0.0130558-0.000335089j 0.0108564+0.00456569j 0.00814892-0.0145024j 0.00519388-0.00453345j -0.00852107-0.00514018j 0.0039803+0.00489464j 0.00429013-0.00176744j 0.0130172+0.00239664j -0.00118115-0.00860542j 0.00158056-0.00434866j -0.0120266+0.00124208j -0.000517244+0.00301599j -0.0044-0.00959421j -0.0125152-0.0168971j -0.000165483+0.0108678j -0.00588237-0.00711059j 0.0090228+0.00980863j -0.00204826-0.00616707j 0.00510345-0.00422729j 0.00885981+0.00343889j 0.012182+0.0164794j -0.00668124+0.00713334j 0.00750068+0.0010958j -0.00530193+0.0064482j 0.00621908+0.00539321j 
-0.000522975+0.00642513j 0.0088323+0.0106285j -0.00273211+0.00323165j 0.0180171+0.00440133j -0.00211274-0.0268586j 0.00709501-0.00135245j -0.000775807+0.0131838j -0.012368-0.00355015j 0.00655903-0.011474j -0.0102291-0.000380355j 0.00446041+0.00284799j 0.00345649-0.000841382j -0.00278519+0.00901266j -0.0153412-0.00115142j 1.00147e-05-0.00964026j -0.00213986-0.0039988j 0.00747978-0.00152145j 0.00313795+0.00240561j -0.00797654+0.000997412j 0.00440668-0.000403467j -0.0069605+0.00132998j -0.000380249+0.00114968j 0.000149956-0.00609197j 0.000620833+0.0152419j 0.000946008+0.00505799j 0.0055655+0.000195597j -0.000661901-0.00955332j 0.00655455+0.00452247j 0.00818438+0.00534086j -0.00101022-0.00241561j 0.000833212+0.000919138j -0.011545+0.00445531j -0.00458065+0.0103815j 0.017093+0.00245124j 0.00735777+0.00213043j -0.00737274+0.00177725j -0.00850153-0.0068327j -0.00268044-0.00836718j 0.00398151+0.0060262j -0.0120381+0.00534595j 0.00555918-0.00471471j -0.00284425-0.000915615j 0.00452512-0.00149131j 0.00432583-0.00736125j 0.00484241-0.00133431j -0.00246548+0.0014565j 0.00530842+0.00426243j -0.00437317-0.00475381j -0.000721435+0.00644484j 0.00302517+0.00583496j -0.00232624-0.010881j 0.00373876+0.0112061j -0.00335915-0.00519537j -0.001643+0.0017505j 0.00539755+0.00370422j 0.00154716+0.00654999j -0.00880526+0.0050393j 0.00894849+0.00213112j -0.00365392-0.00982106j -0.0038909-0.0107006j 0.0110038-0.0011898j -0.00901834+0.00369295j -0.00321854+0.00374259j -0.00428811+0.0113647j -0.00507893-0.00030274j -0.00748869+0.0114731j 0.00980856+0.0105689j 0.00632822-0.000596354j -0.000818654-0.00791536j 
-6.08291e-05-0.0146946j -0.00201691+0.0103305j 0.00770325+0.0099962j -0.00428551+0.0174532j 0.0202869-0.00249632j -0.00638219+0.00328588j -0.00394466+0.000714678j 0.00286998-0.00342091j 0.00447683+0.00105013j 0.00122653-0.00302624j -0.00819255-0.0131918j -0.00131979+0.000241062j 0.00631521-0.0114346j 0.00225816-0.00185553j 0.00343342-0.00465091j -0.000709632+0.000758291j -0.00594931-6.27389e-05j -0.00567759+0.0106651j 0.00415717+0.00577839j 0.00372821+0.000239138j -0.00320136+2.32961e-05j 0.00453114+0.00238005j 0.000869857-0.00211382j 0.000977604-0.00848616j 0.00434061+0.000110814j -0.00127488+0.00110913j -0.00368621-0.000408787j 0.00088345+0.000477422j -0.00101412-0.00125826j -0.00805831+0.00102148j -0.00412944-6.97033e-05j -0.000769879+0.0023993j 0.00218682-0.00802792j -0.00749897-0.00454367j 0.0063357-0.00291882j -0.00164818+0.00654749j 0.0127716+0.000252017j 0.00116016-0.000321377j -0.000488016+0.0071135j -0.00351728+0.00205914j -0.0147946-0.0024287j 0.00259153-0.000457117j 0.00508035-0.00566163j -0.00831454-0.00125791j 0.000258158+0.00206722j 0.00284709-0.00805081j 0.000781631+0.000274924j -0.0020882-0.000430882j -0.00495577+0.000114621j 0.00858007-0.0010818j 0.00513554+0.00512652j -0.00673581-0.00267991j -0.00680822+0.00871176j 0.000869215-0.00376827j -0.000740286-0.00989642j -2.43911e-05+0.000431975j 0.0114888-0.00356507j -0.00191448+0.00734665j -0.00165218-0.00439891j -0.00768323+8.09239e-05j 0.00104613-0.00797325j -0.00216127-0.000382693j -0.00386154-0.0100038j 0.00302156+0.000490978j -2.32751e-05-0.00230682j -0.00799776+0.00435274j 0.00106748+0.00839207j 0.00215449-0.00838533j -0.00845904-0.00019601j 
0.00518373-0.0117318j 0.00447273+0.00853949j -0.013124+0.0223484j 0.0171176+0.02028j 0.0217237-0.00947396j 0.011727-7.52548e-05j -0.00613667-0.003094j -0.00597057+0.00212539j 0.00587719-0.00803539j -0.00153567+0.00178881j 0.00661069-0.00520094j 0.000817749+0.0168971j 0.000645667-0.00763593j -0.000752557+0.0010389j 0.00726123-0.00146702j -0.00706478+0.00479764j -0.000157026-0.000784776j -0.00304383+0.000730514j -0.00213294-0.00486435j 0.00301324-0.00180994j 0.00488391-0.00417399j 0.00659584-0.00281701j -0.00102858-0.000310434j -0.00202996-0.010305j 0.00342076-0.000144285j 0.000669576+0.00250759j -0.00727751+0.00284824j -0.00243271+0.00603822j 0.0143398+0.00293851j 0.00259832+0.0062665j 0.00201863+5.88585e-05j -0.00353239+0.00991146j -0.00523077-0.00319707j -0.00706496-0.00580692j 0.00265936-0.00549235j 0.00312203+0.0108519j 0.000654174-0.00125462j 0.0034687+0.00437312j -0.0108511+0.0110237j 0.000468482+0.0085319j 0.00642567+1.79817e-05j 0.0100285+0.00324695j 0.00275611-0.00583948j -0.00783843-0.00479963j -0.00447206+0.00426403j -0.0055837-0.00998269j -0.00196579+0.00720221j -0.00139348-0.00275202j -0.00357433-0.00739195j 0.0143351+0.00146906j 0.00382484-0.00210497j -0.0127787+0.00484443j -0.0119452-0.00650773j 0.0006877-0.00318846j 0.00717259-0.00799104j -0.00533849-0.0015815j 0.0108977+0.00748199j -0.000902197+0.00308812j -0.0115448+0.000137707j -0.0036938-0.0104292j -0.00125323-0.008131j -0.0183481-0.00107111j -0.000430228-0.00581248j -0.0126514-0.00080766j 0.00607736-0.0110543j -0.014328+0.0200054j 0.0116913+0.0134443j 0.00637156-0.0135283j -0.0136622-0.00489843j 
-0.0126768+0.0145509j -0.0135295+0.00683608j 0.00403377-0.00681472j 0.0137274+0.00506028j -0.0214547-0.00106605j -0.0183833-0.0135582j 0.0152277+0.0245273j -0.0153896-0.00701234j -0.000529149-0.00362882j 0.00536718-0.0112881j 0.0172506+0.00512049j 0.00734959+0.00964549j -0.00586561+0.00347667j -0.00345615+0.00518565j 0.0044833-0.00105123j 0.00384015-0.00718341j -0.00137465-0.00788471j 0.00230374+0.0037j -0.00118914+0.00742038j 0.00107054+0.00080086j 0.0117606-0.00506976j -0.0115165+0.00350601j 0.0121082-0.000520827j 0.0091339-0.00134862j -0.00393519+0.0132627j -0.00810249-0.00442425j -0.000564829-0.00482408j 0.00204492+0.015015j -0.00151977+7.30239e-05j 0.00554331+0.000462268j 0.00376412+0.00168531j 0.00011802-0.00323479j -0.013089+0.0207072j -0.00175003+0.0053307j -0.00352572+0.0121401j -0.000279196-0.0047204j -0.0153575+0.00292179j -0.0255088-0.00870413j 0.00114788-0.00976957j -0.011256-0.00922554j 0.00608622-0.00538654j 0.000961989+0.00459507j -0.00186225+0.00582175j 0.0114792-0.00593454j -0.000790007+0.00506273j -0.00642437+0.00599385j -0.00361839+0.000953343j 0.0071969-0.00629483j 0.00140245+2.2818e-05j -0.0168181+0.00769032j 0.00375194+0.00114316j 0.00195765+0.00789035j 0.00467995-0.0151973j -0.00266746+0.00265676j 0.000216494+0.00842485j 0.00840462-0.00230012j -0.0189852-0.0038938j -0.00372182-0.00316126j -0.00835228+0.0066859j 0.0142693+0.00381313j -0.0016177+0.0142187j 0.00912638+0.00625097j -0.013913+0.00485012j 0.000472797+0.0114852j -0.0186141+0.0236928j 0.0122907+0.00437081j 0.00846274-0.0105705j 0.00950193+0.013039j 0.012798-0.00677862j 
0.0137178-0.00427658j -0.00755474+0.0138523j -0.0200606+0.0184684j 0.0205582+0.0196921j -0.00275414-0.011515j 0.00282088-0.00514633j -0.00258623+0.0448931j -0.0173468-0.00528226j 0.00160216+0.00242399j -0.00378974-0.00583535j 0.00699424-0.00555543j -0.00846467+0.0181449j -0.0086039-0.0118454j -0.000368491+0.00820414j -0.000273361-0.0106391j -0.00650759-0.0125469j 0.00438691-0.0102215j -0.00953396-0.000104561j 0.0104907+0.0107227j 0.0129412+0.00629908j 0.0175563-0.00450656j 0.00622856-0.00112542j 0.00768433+0.00378656j -0.00183179+0.0024695j 0.0145842+0.000888371j -0.00412317+0.0037072j -0.00812719+0.000725786j 0.0171032+0.0100823j 0.0130619-0.00385792j 0.00752158+0.00534269j -0.0025956-0.00020003j -0.00801677+0.00438492j -0.00041202+0.00546114j 0.00237534-0.000490377j 0.00884826+0.00122133j 0.00182887+0.00109974j -0.00763514+0.00368476j -0.0285462-0.000636413j -0.0127343+0.00767537j -0.0036647+3.7226e-05j -0.00583966-0.00335165j 0.00904415+0.00621545j -0.00510421-0.00779639j 0.00500458-0.00972385j 0.0035189+0.00722869j -0.0048152-0.0145573j -0.004176+0.00455725j -0.0039797-0.0103439j -0.00247363-0.000290476j -0.0063305+0.00945566j 0.0074054-0.00792625j -0.000210198+0.00300731j -0.00585505-0.00512705j 0.00164946-0.00534456j 0.00167079-0.00136264j 0.00991214+0.00331379j -0.000428558-0.00285934j 0.000176656+0.0100227j -0.00823051-0.00280586j 0.00878584-0.00364415j -0.000137807+0.00400729j -0.00562246+0.00691011j -0.0183813-0.00364947j -0.00955868+0.0142519j -0.0294302+0.0133342j -0.00901487+0.0215431j 0.0291906+0.0131449j 0.0226479+0.00225102j -0.00485576-0.0185566j 
-0.0158742-0.00908398j 0.0129942-0.0139919j -0.0109298-0.00350472j 0.00896018+0.030667j 0.00642805+0.0365608j 0.000369706-0.00317959j 0.00263672-0.0183696j -0.0134429+0.00494799j -0.0128357-0.00707301j 0.00857198-0.00876859j 0.0108956-0.0184281j 0.0148706-0.00129359j 0.00629008+0.0126758j -0.016234-0.00626748j 0.00198299-0.00640929j -0.00654387+0.00222018j 0.00799591-0.00621843j 0.0119662-0.00960779j -0.00479572-0.00831891j -0.00270714+0.00190942j 0.00405169-0.0111046j 0.000603771+0.00425663j 0.00517625-0.00690095j -0.00151785-0.0126854j -0.008389-0.00984521j 0.00676271+0.0083108j 0.00900846-0.000223279j -0.00680691-0.0123706j -0.00228348-0.0204929j -0.00848806+0.000839683j -0.00580897-0.0025522j 0.0101113+0.00168624j -0.000347739-0.00419445j -0.00735899-0.00253876j -0.011945-0.0135224j 0.0143756-0.0110886j 0.00182736-0.00360516j 0.0159744+0.00791168j 0.0057062+0.00350085j 0.00932282-0.00045958j -0.00839069-0.0179173j 0.00448432+0.00416801j 0.00249731+0.0259554j -0.000240796+0.00803362j 0.000497319-0.00607245j 0.0099107+0.00628502j -0.000926346-0.00998538j 0.00152743+0.0092727j -0.00926065-0.0176215j 0.0144131+0.000762362j 0.0101737+0.00116351j -0.0104018+0.00536051j -0.0116349-0.012904j -0.00407875-0.00852578j -0.0175014+0.00173883j -0.0145661-0.0146667j 0.000581924-0.00861375j -0.0358844-0.0206666j -0.0134215+0.0254639j -0.00375003-0.0102077j 0.0101386+0.00731289j -0.0146199-0.0145621j 0.00659629-0.0233411j 0.012571-0.0179751j 0.0212929-0.00863515j -0.0153222+0.0206391j 0.0140785+0.0141567j -0.00995554-0.00288097j -0.00453987+0.00662217j 
0.00283577-0.00587864j 0.0164631+0.00737546j -0.0139048-0.00815232j 0.0125661-0.00126498j 0.0273146+0.000624065j -0.0100473+0.0077471j -0.0173427-0.00156395j -0.00175177-0.000204808j 0.00437248+0.0040271j -0.000732698+0.00269024j -0.00277342+0.00504212j 0.0017809+0.00608588j 0.0112295-0.0167744j -0.0035261-0.000435447j -0.00156351+0.00130437j -0.00955262+0.00125677j -0.00716239+0.000867586j -0.0114592+0.00770432j 0.00182818+0.00343235j -0.00258426-0.0011423j -0.00427281+0.00422063j 0.00170019-0.00418754j 0.00136624+0.00271334j -0.000647382-0.0117825j -0.00116852+0.003123j 0.00510932+0.00467895j -0.00356806+0.0077648j -0.00453441+0.00186707j -0.0022501-0.00311689j -0.00382889-0.0014957j 0.00273524-0.00628607j 0.00532233+0.00140188j 0.000510524-0.00715532j -0.00882281-0.00158725j -0.00215024-0.0017701j 0.00378553+0.00580876j 0.00826061+0.00371403j 0.0130981-0.00115984j -0.0148329+0.00993994j 0.00796688+0.000116482j -0.00827377-0.0070037j 0.00394326-0.0023188j 0.00442837-0.0038229j -0.00698661-0.000759116j 0.00424578+0.00367172j -0.0059131-0.00849013j 0.00305762-0.000538646j -0.00645931-0.0021407j -0.00018145-0.000881523j 0.0156814-0.0040759j 0.0050045+0.00772992j -0.0076823-0.00459047j -0.0023533+0.0145089j -0.000311124-0.00763242j 0.000800495-0.0193363j -0.00138947+0.00241748j 0.014235+0.00383564j 0.00470048+0.0143124j -0.00385562-0.00280704j -0.0107057+0.00509712j -0.00291672-0.0125599j -0.00217934-0.000703735j -0.00383681-0.0112398j 0.00662797-0.00313536j -0.000284143+0.000250521j -0.00753924+0.00527764j 0.00413596+0.00583835j 0.00095433-0.0112282j -0.0106789+0.000891556j 
0.0158221-0.0194881j 0.013251+0.0178904j -0.0126573+0.0101085j 0.0315761+0.0292638j 0.0336946+0.00598529j -0.00526593+0.013075j -0.0118178+0.0277849j -0.0137028-0.0144358j -0.00100419-0.00086654j -0.0044121+0.00392334j -0.00512159-0.00739059j 0.00240231+0.0153892j 0.00978983-0.0249186j -0.00258688+0.00797287j -0.0028526-0.00160727j -0.0127935+0.000793273j -0.00322529-0.00391348j -0.0109967+0.0152883j 0.0068235+0.0114374j 0.00979733+0.0102273j 0.0078993+0.013295j 0.0105156-0.00636299j 0.00405546-0.00295546j -0.00597259-0.000701904j 0.0103409-0.00343306j 0.00401294+0.00424099j -0.0011665+0.009739j 0.0141928+0.00301851j 0.00702086-0.00371955j -0.00148004+0.00374552j -0.00539393-0.00422345j -0.0022169+0.0089464j 0.00927337-0.0137222j -0.00390636-0.000871212j 0.0107917-0.0116602j 0.00689574+0.00570534j 0.0127588+0.00532919j -0.00205804-0.000390259j -0.0185286+0.0139247j 0.00393588+0.00508281j -0.00713029-0.00789278j 0.0131815+2.16181e-05j 0.00416534-0.00797881j -0.011341-0.00471936j 0.00467012+0.00392599j 0.00297716-0.0241092j -0.000300868+0.0081457j -0.0104885+0.0013654j -0.00424957+0.00484285j 0.0128726+0.00271403j 0.00833595-7.76273e-05j -0.0136533+0.00271464j -0.00955699+0.0163481j 0.000442622-0.00868884j 0.00340768-0.015102j -0.000735171-0.000690735j 0.0147999+0.000615306j -0.00239992+0.0177248j -0.00791065-0.011137j -0.00188795-0.00337425j 0.00273177-0.00679259j -0.0119252+0.00497397j -0.00982075-0.0306803j 0.00999606+0.00282602j -0.0184753-0.00529164j -0.0184669+0.0198546j 0.0233884+0.0302227j 0.0169214-0.0166503j -0.022897-0.0165573j 
0.00587346+0.00752046j -0.00259465+0.008557j -0.0199824+0.0157123j 0.0235139+0.00290278j -0.00974488-0.0228224j -0.0124096-0.0043209j 0.00398529+0.0223387j -0.0313637+0.00224956j -0.00136631+0.00665578j 0.002885-0.00691666j 0.0199164+0.00235754j 0.00515252+0.00601593j -0.00485203+0.00094915j -0.00390078+0.00852828j -0.00414512-0.00646927j 0.000657189-0.00801876j 0.00839513-0.0055741j -0.00281058-0.00368803j 0.00439388+0.00352049j 0.00229254+0.000680531j 0.0153562-0.00563454j -0.00808155+0.00753004j 0.00506989+0.00602731j 0.00464963+0.000622285j 0.00166556+0.00347977j -0.00747496+0.00184248j -0.00547151+0.00063118j 0.0111158+0.010958j 0.00389561+0.000420243j 0.00720431+0.00219074j -0.00104381+0.00115726j -0.00311855+0.000866214j -0.00617121+0.0114304j -0.00147182+0.00207396j 0.00255651+0.00769214j 0.00680144+0.0027029j -0.0157611+0.00568608j -0.0201572-0.00653243j -0.00482864-0.0038682j -0.00247196+0.0012856j 0.0054123-0.00392689j 0.00102991+0.00710052j -0.0081286+0.0011587j 0.0162009-0.0138829j 0.00280968+0.003422j -0.00929022+7.363e-05j -0.000989356+0.00551479j 0.000169786-0.006545j -0.00255931+0.000457772j -0.00468774+0.0102265j 0.00271618-0.00993678j -0.00199644+0.00605597j 0.00141551-0.0104307j -0.00204028-0.00133118j 0.0025621+0.00413977j 0.00934285+0.00101885j -0.00934058-0.00146487j 0.00693941+0.00741809j -0.00606501+0.0021147j 0.0109097-0.00539931j -0.000866822+0.00746598j -0.00293753+0.00568589j -0.0100682+0.00370542j -0.00785837+0.0151495j -0.0230565+0.0108128j -0.00645909+0.0159645j 0.0178889+0.00852723j 0.0185171+0.00629739j 0.0025848-0.0129003j 
-0.0190343+0.000680647j -0.000216871-0.0209875j 0.00812905-0.0177096j -0.0121819-0.00195299j 0.00864951+0.0352838j 0.0101598-0.00706415j 0.00135127-0.030605j 0.0160615+0.0108491j -0.00828102-0.00910439j 0.00681014-0.00367248j 0.000485361-0.00138119j 0.00295825-0.00389375j 0.00584284+0.0118421j -6.41617e-05-0.0101617j 0.00989611+0.00883991j 0.00519561+0.00369997j 0.00078194-0.00284405j 0.0121694-0.00953994j -0.00974795-0.0130932j -0.00689568-0.00366088j -0.00465276-0.0100378j 0.000559688+0.000863881j -0.00248733-0.00379138j -0.00249576-0.00869702j -0.00599601-0.00119585j 0.0012077+0.00219532j 0.006651-0.00276137j -0.0155908-0.015966j -0.00029558-0.00227617j -0.00301624-0.0018802j 0.000120864+0.0024278j 0.00541309-0.00189639j -0.00300377-0.00139771j -0.00800569+0.000919678j -0.0106638-0.0051073j 0.00231407-0.0109861j 0.00219629-0.00197905j 0.0206698+0.00813114j 0.0145308-0.004918j 0.00039236-0.00466308j 0.00748385+0.00191143j -0.00137316+0.00118634j 0.00334638+0.0118863j -0.00848214+0.00476718j -0.00709857-0.00513909j 0.00941753+0.0134842j -0.00630743-0.0115423j 0.00152033+0.00392629j 0.00038492-0.0130602j 0.000733077-0.00890246j 0.00226024+0.00484622j -0.0101878+0.00205203j -0.00675694-0.00954017j 0.00199095+0.000583259j -0.00909272+0.00190099j -0.00989055-0.0110165j 0.000373567-0.00410522j -0.0251524-0.0273955j -0.00466073+0.0148372j -0.00572453+0.00159507j 0.000675688+0.00527273j -0.00371916-0.0105312j 0.00843052-0.00725589j 0.00841366-0.0184063j 0.0318576-0.00515214j 0.00535144-0.00489829j -0.0110304-0.0124898j -0.0215033-0.000174744j 0.00290935+0.0165408j 
