-0.0354561+0.00850261j -0.00627256-0.0286563j 0.0310922-0.0417486j -0.0406526-0.0367657j 0.00172535+0.0296861j 0.033576-0.0102277j 0.0100756-0.077676j 0.0481999+0.0137318j 0.00497434-0.000709417j 0.00761952+0.00238387j -0.0188232+0.00303535j -0.00357475-0.0156317j 0.0111587+0.0182519j 0.00947578-0.0151202j 0.0118181+0.0127131j 0.0066684+0.0174361j -0.0056236+0.0149432j 0.0130485-0.00467443j -0.0204728-0.0192901j -0.012043-0.012146j -0.0265093-0.00571713j 0.00713005+0.00488586j -0.00844869-0.00157098j -0.0042197-0.00560911j -0.0194544-0.000160507j 0.00920438-0.00694605j 0.0118807-0.001605j -0.0403591-0.0180876j -0.00949095+0.00731231j -0.00952063-0.000948699j 0.000823086+0.00298862j 0.00326974-0.00692406j -0.000482914-0.00131338j -0.00921609+0.000921408j -0.00716033-0.000536577j -0.00921782-0.00845248j 0.00515251-0.0111635j 0.0422289+0.000376556j 0.0334113-0.00720243j -0.000648443-0.00456406j 0.00847047+0.0126333j -0.0178539-0.0058742j 0.00497135+0.0039035j -0.00960243+0.0178423j -0.00915552-0.0101213j 0.0153273+0.0286708j -0.00943324-0.0141372j 0.00121073+0.0130521j 0.00660341-0.0186121j -0.00131974-0.0279989j -0.00240693+0.0168489j -0.00287784-0.00848139j -0.00276134-0.011705j 0.00373991+0.00326574j -0.00293051-0.00196298j -0.0181973-0.00763552j 0.00676346-0.0032376j -0.024344-0.0205888j 0.00858882+0.00371722j -0.0201516+0.0125393j -0.00522949-0.00698312j 0.00590501-0.0143767j 0.0205631+0.0179396j -0.00430612-0.025346j 0.0732825-0.022865j 0.0301468-0.0354977j -0.0476506-0.0305684j -0.0466265+0.00515655j 0.0105874+0.0410547j 
0.00250652+0.00345542j -0.00804912+0.00119401j 0.0211821-0.0140485j -0.0147767-0.0252325j -0.0025351-0.00221839j 0.0146955+0.00395872j -0.00815884-0.00281982j 0.0207979-0.00435349j 0.00687734-0.00257109j -0.00613989+0.00171234j -0.0158985+0.00200982j -0.0100603-0.0198848j -0.00714463+0.0112673j -0.00113288-0.00951301j 0.0171566-0.00357565j 0.009801-0.000649719j -0.00470835+0.0121468j 0.00122397+0.0180217j 0.00189944-0.00308848j -0.0142433+0.0127883j -0.000743277+0.0208418j 0.00914398+0.0049363j 0.00453966+0.00894137j -0.0130997+0.00777103j -0.0087715+0.00876443j 0.00704616-0.0168546j 0.00124838+0.0146785j 0.00402171+0.00752083j -0.00649865+0.00645812j 0.0122963-0.00160063j 0.00127043+0.0031468j -0.00658985+0.00302496j -0.00562298+0.016978j 0.0125165+0.000539057j 0.0048351+0.00975294j -0.00895102-0.00208737j 0.0210618-0.01447j 0.00543154+0.00139519j -0.00800473+0.0085113j -0.00580209-0.002342j 0.00395559+0.00741863j -0.00931192+0.00193821j 0.00905803-0.0123986j -0.0111492-0.00770332j 0.00424935-0.000435734j 0.00282948+0.0077723j 0.00110322-0.00239537j -0.00977112-0.00424458j 0.0034677+0.00831164j -0.0064295-0.00514828j -0.0105462-0.0011313j 0.0124458-0.00221513j 0.00967042+0.0104341j 0.00477332+0.00444076j 0.00513418+0.000820613j 0.00350531+0.007374j -0.00226259+0.00344387j 0.0110061+0.00302668j 0.0178191-0.0147566j -0.0100245+0.0062062j 0.00275242-0.00883227j 0.00983901+0.00469822j 0.0012615+0.013481j 0.00225773+0.00258039j -0.00106822+0.000651131j 0.0141623-0.0209921j -0.0150704-0.0129886j -0.00838522+0.00274502j 0.00543256+0.0058983j 
0.0143289-0.00716216j 0.00995305+0.0107135j -0.0171105+0.00364269j 0.0164309+0.00624169j 0.0199185-0.00365306j 0.00866846+0.00684914j -0.0172788+0.0156026j -0.0111916-0.00196377j 0.00927574+0.00147893j -0.00343488-0.00642168j -0.00487407+0.0116495j -0.005166+0.00485516j -0.00177509-0.0103711j 0.00467443+0.00179745j 0.00138846-2.65745e-05j -0.0104529-0.00622075j -0.00288064-0.0119801j -0.0301123+0.00641482j 0.00314053+0.00382718j 0.00390902+0.00765903j 0.00623187-0.00659436j -0.00894783+0.00151394j -0.00195404+0.0121656j -0.00460821+0.00864228j 0.00840864+0.000600575j 0.00796878+0.0129366j -0.00176471+0.00505717j 0.00233649-0.00194636j 0.00196098+0.0140595j 0.00843951+0.00330048j 0.0133547+0.00118275j -0.00304109+0.0131637j -0.000819812-0.0138981j 0.00871077+0.00141809j 0.000225097-0.00529332j -0.00115973+0.0122437j 0.00398904+0.00243147j 0.00160493+0.0133213j -0.0150123+0.0184539j 0.0166179-0.000651307j -0.00681629-0.00920579j 0.000630311+0.00352273j -0.00668067-0.0069433j -0.000542999-0.00587697j 0.0110767+0.00318509j 0.00112421-0.0210228j 0.00696531-0.00969315j -0.00425891+0.0020943j -0.00484349-0.00260312j 0.00308063+0.00226576j 0.00639799-0.00500268j -0.00725992+0.0027463j -0.00533371+0.0157863j 0.0103999-0.00613238j -0.000178786-0.0156945j 0.00524028+0.00493261j 0.00864933+0.00588679j 0.00700019+0.00860914j 0.00138749-0.000939313j -0.00669723-8.89552e-05j -0.000174299-0.0096271j -0.00522319+0.000878048j -0.00230962+0.000645179j 0.00448109+0.00527662j -0.00951567+0.00328604j -0.010487+0.0107382j 0.010503+0.0113835j 0.011083-0.00945853j -0.00968531-0.00737935j 
-0.00526385-0.00770044j 0.0118408-0.00854501j -0.0148721+0.0151105j 0.0167264+0.0193866j 0.00946677+0.00410125j 0.00435757-0.000979478j 0.00271881-0.0084823j 0.00383982+0.00169211j -0.00477211-0.0191539j 0.00428072-0.00327607j 0.00483287-0.00067258j 0.000525265+0.0110813j 0.000876787-0.00438109j -0.00698976-0.00482444j 0.0100041+0.00235678j -0.00712723+0.00673611j 0.00717989-0.0158887j 0.000690019-0.0119078j -0.00355143-0.0148759j -0.0026887+0.0038484j -0.0043589-0.00543895j -0.0109658+0.00685609j 0.00294045-0.00782705j 0.000816461-0.00992205j 0.00953803-0.00661164j -0.00119746-0.00332756j 0.00113791-0.00802334j 0.00515215+0.00137612j 0.00397194+0.0121381j 0.00843855+0.000495885j 0.00908255-0.00368628j -0.00256773+0.0107956j -0.0134466-0.00545073j -0.00775602-0.00293689j 0.00394348-0.0113509j 0.00523048-0.000191659j -0.00337847-0.00393729j 0.00545509+0.0140602j 0.00324437+0.00597852j -0.00147084-0.00740077j -0.000442067-0.00865729j 0.00825362+0.00314934j 0.0120355+0.0152841j -0.0142781+0.00653841j -0.0140756+0.00791716j 0.00181068-0.00312167j -0.00675937-0.00379266j 0.008251+0.00520017j -0.0101381-0.00721976j 0.00828152-0.00235862j 0.00804346-0.00672163j -0.0162236+0.00712767j -0.0036801-0.0169399j -0.00138546+0.00228971j -0.00770337+0.000517789j -0.0107884-0.00527149j 0.00849235+0.00348576j -0.0207703-0.0141303j -0.0230256+0.00843906j 0.00371235-0.00673675j 0.0113784+0.0074754j -0.0237935-0.00749335j 0.000198669-0.0138663j 0.0101404-0.00484298j 0.0126633-0.0154397j -0.0136321+0.02226j 0.0193705+0.0180823j -0.00105441-0.00994365j -0.0103413-0.00235223j 
-0.0211163+0.00941185j -0.00626285-0.0191667j 0.00735085-0.0221139j -0.00353753+0.00335115j -0.0100188+0.0264077j 0.0112538-0.0117093j 0.0102812-0.0326971j 0.00151678+0.00455476j -0.00990849-0.00351128j 0.0117247+0.002435j 0.00347264+0.00214575j 0.00939458+0.00154143j 0.00141527+0.0193375j -0.00250931-0.00696414j 0.00160143-0.00329742j -0.00564757-0.000850121j 0.0109261-0.00319714j 0.00285481-0.00745626j -0.00494909-0.012099j -0.0104101-0.00109551j -0.000951706-0.00358371j 0.00299392+0.000660226j 0.00700385-0.00302472j 0.000392649-0.00614501j -0.0095601+0.00147638j 0.00551655+0.000967968j 0.00869203-0.00339579j -0.0122607-0.00242944j -0.00228982-0.00215861j 0.00148819+0.00199293j -0.00161419+0.00282483j 0.0124965-0.010224j -0.0194692+0.00793358j -0.00233372+0.00333011j -0.0125466-0.0097639j -0.0037717-0.0100606j -0.00529589-0.00774532j 0.00393294-0.000222482j 0.0171254-0.00421241j -0.0053941-0.00702512j -0.000787168-0.00657219j -0.00628178+0.00697303j -0.00133991+0.0235942j 0.00291204-0.000669658j -0.00854258-0.00362662j 0.00347123+0.00743015j -0.00169998-0.0164679j 0.00611968+0.0112584j 0.00509582-0.00692412j -0.0107948-0.00698194j 0.00133807-0.000605346j 0.00258104+0.00831954j -0.00755228-0.0191541j -0.010593+0.00617609j -0.0101732+0.0112966j -0.00865087-0.00979935j -0.00238264+0.00218055j -0.0237953-0.0186464j -0.0136186+0.0142202j 0.00200483-0.00880283j 0.00780942+0.0138711j -0.000877509-0.00825912j 0.00604803+0.0049777j -0.00226759-0.0133394j 0.0225392-0.0041576j 0.00942129+0.00302341j -0.00800107-0.016831j -0.0183967+0.0106444j 0.00920203+0.0119138j 
-0.00877556+0.00504546j -0.00525307-0.00753225j 0.00340623-0.0089701j -0.00330252+0.00229411j -0.00951752+4.76497e-06j 0.0129188-0.00758319j 0.000535976-0.0123703j 0.0049923+0.00947548j 0.00200056-0.00481566j -0.00793876+0.00190351j -0.00451755-0.00499225j 0.00384626+0.0103127j 0.00264996+0.0139424j -0.000346694+0.00124964j 0.00606723+0.0117371j 0.000697424+0.00279084j -0.0161814+0.013907j 0.00379661-0.00643491j -0.00924369-0.00306854j 0.00069369+0.000152125j -0.0077667+0.00195603j 0.00307317-0.00109304j 0.00234204-0.0160618j 0.00103484+0.00314818j -0.00844872-0.00862674j -0.00924368-0.00110213j -0.00113514-0.00890714j -0.0123997-0.00306711j 0.0186228-0.00999976j -0.00151894+0.0117158j 0.00617095+0.020418j -0.0121633-0.00841128j 0.00104281-0.00512521j 0.00552161-0.0013977j -0.00938548+0.00298127j -0.000708513-0.000219826j -0.0117336+0.0147202j -0.00484694-0.00796205j 0.0095071+0.00102388j -0.0084113+0.000680644j -0.00576451+0.00413232j 0.00287699+0.00156163j 0.000885202-0.000511337j -0.0014416-0.0112694j -7.84632e-05-0.0201141j 0.00504448+0.000700142j -0.00624056+0.00762831j 0.0101186-0.00730631j -0.00287367-0.0113465j -0.00691684-0.00520451j -0.000322507+0.00523923j 0.00525053+0.00995255j -0.000620763-0.0155003j -0.00675465-0.00409174j -0.00259721+0.0142496j -0.00460469-0.00485421j -0.00103352+0.00109724j -0.00903237-0.0146024j -0.00398388+0.00828385j 0.00371473-0.00380729j 0.00775396-0.00257264j 0.0021562-0.00531294j 0.00354996+0.00684056j -0.0124994-0.00258952j 0.0109751-0.00631265j 0.00486381+0.00110518j -0.00173055-0.00607612j -0.00705185+0.00261303j 0.00402807+0.00531777j 
-0.00211512+0.00333089j -0.00366232-0.00128515j 0.00738175-0.0128509j -0.0061462-0.00849745j -0.00104281+0.00724256j 0.00196424+0.00169351j -0.00221056-0.00694388j 0.00161495+0.00388127j -0.00266648+0.0059126j 0.00923983+0.00156116j -0.00488732-0.000716135j -0.000883018-0.00241853j 0.0024357-0.00665213j 0.00338426+0.00309823j -0.00389768-0.00414803j 0.00268692-0.00388647j -0.00341659+0.00981141j -0.00923982+0.0078873j -0.00333989+0.00972547j 0.00557932-0.00905699j -0.00642612+0.00131691j -0.00704005-0.00106699j -0.0143302-0.00352746j 0.008727-0.0015781j -0.00498979+0.00794651j -5.81515e-05-0.000314952j 0.00738228-0.00279738j 0.00948298-0.00377646j -0.00337946+0.00492672j -0.00475564+0.00689514j 0.00457379+0.0064321j 0.00265874-0.00179315j -0.00538953+0.00433997j 0.00594603+0.00073387j -0.00908207-0.00159336j -0.00741278-0.00777135j 0.00765052-0.00850518j 0.0112923-0.0038658j 0.00657553+0.00386208j 0.0031008-0.00466874j 0.00195228+0.00209757j 0.00199753+0.00836657j -0.000856052-0.00524377j 0.00169705+0.00106226j -0.0045438-0.00717624j 0.00066947+0.00440394j 6.92349e-05+0.00135901j -0.00373619+0.00578299j 0.000536389-0.000114693j -0.00224857-0.00208481j -0.00385831+0.00567187j 0.00393986-0.00591966j 0.00532397+0.00673175j -0.00334142+0.000923232j -0.0038751-0.0044802j 0.000249733-0.00482522j 0.00375936+0.00283529j 0.000688742-0.00086254j 0.00161989-0.00860639j -0.00736269+0.00957603j -0.0051136+0.00132366j 0.00636492-0.00149013j -0.0011055+0.0100324j -0.00433556-0.00244706j 0.00571035+0.00182666j 0.0042024-0.00935081j -0.011496-0.00954796j -0.00566184+0.00342607j 0.00156864+0.00463613j 
-0.00587014-0.00234312j 0.00333979-0.00360996j -0.00463654+0.00785565j 0.00496593-0.000462294j 0.0043885+0.00454113j -0.0143855-0.00361622j 0.00591961+0.00290942j 0.00197281-0.000563488j 9.11307e-05-0.0124806j 0.00615434+0.00503388j 0.0112629-0.0109851j -0.000844853+0.0124381j 0.00423208+0.00805277j -0.00569894+0.0116491j 0.00249119-0.00214957j 0.000433533-0.00876822j 0.000869732+0.00325647j 0.00350282-0.00634017j -0.00802963-0.00411283j 0.00907768+0.00102034j 0.00270385+0.00886297j -0.00655238+0.00393931j -0.0102393-0.00511445j 0.00376607-0.0109295j 0.00611438-0.0120547j -0.0143138-0.00832969j 0.0158495-0.00032499j 0.00904602+0.00345017j -0.00500448-0.00250116j 0.00425216-0.00694927j 0.010491+0.00535682j -0.000415452-0.00414719j -0.012221+0.00713449j 0.00870114-0.00147035j -0.00335897-0.00789705j 0.000409393-0.00037576j -0.0097617-0.00465325j 0.00658836+0.00477436j 0.00611372-0.00924871j 0.00390481-0.00429876j 0.00612399-0.00933087j 0.0162638-0.00277461j -0.00385591-0.00507901j 0.00580544+0.00858227j 0.0028501-0.0154777j -0.00039711-0.00173635j -0.00383605+0.00667655j 0.00520525-0.0107209j 0.0036587-0.00566893j -0.00142006+0.000755819j -0.00155-0.00196185j -0.0179554+0.00808801j -0.00192593+0.00216076j -0.00452068-0.00145519j 0.00508702+0.00812499j 0.00154174-0.0169632j -0.00188803+0.000176316j -0.00606082-0.00241691j -0.0129191+0.00648124j 0.00557814-0.0025562j 0.00192654+0.00848996j -0.001802+0.00373242j -0.00396648-0.0168449j 0.00965095+0.000402072j -0.00279144-0.00281686j 0.000961883+0.00467389j 0.00250635+0.00319925j 0.00273061-0.00313343j -0.00121986-0.00150125j 
-0.00310504-0.00127032j 0.00353015-0.00456271j 4.5851e-05-0.00690289j 0.00601175+0.00176602j 0.00402274+0.00811372j 0.00749682-0.00347428j 0.00156332+0.00249166j -0.00401225-0.00657782j -0.0072748+0.000774619j 0.00223862+0.0041119j -0.00769264+0.00539604j 0.00239842+0.00297163j 0.0135879+0.00741592j -0.00435739-0.0106857j -0.00713449+0.00529112j -0.00127472-0.00349019j 0.00467643+0.00560011j -0.00263467-0.00221549j 0.00460028-0.00970547j -0.00167818+0.00427627j -0.000860095+0.00609969j 0.000820948+0.00291635j 0.0163362-0.00621424j -0.00359904-0.000207956j 0.00244059-0.00633958j 0.00325741+0.00301108j -0.00212289-0.00129307j 0.00435981+0.000801582j 0.00192099-0.0037915j -0.010637-0.000957367j -0.00313262+0.00571852j -0.00518879-0.0137972j 0.00615714+0.00889166j -0.00715791+0.00111871j -0.0122628+0.00936123j 0.00842601+0.00083093j -0.000634767+0.002092j -0.00288456-0.00653444j 0.00261361+0.00757941j -0.00177227+0.0035123j 0.00558691-0.00746988j -0.00751564-0.00662476j 0.00621754+0.0118134j -0.00831686-0.00223713j 0.00616098-0.00855014j -0.00348499-0.000816287j -0.000734009-0.000759649j -0.000575357-0.00613664j 0.00195908-0.00868378j -8.67201e-05-0.00621834j 0.00469284+0.00384033j -0.00332788+0.00236434j -7.95751e-05+0.00447035j -0.00124798+0.00566513j -0.00124569-0.0110854j -0.00726376-0.00113238j -0.0072787-0.000191409j -0.00851099-0.00324609j -0.00367647-0.000249645j -0.00215427-0.0025404j 0.00304741+0.00661306j -0.00444428-0.00031003j -0.000101347-0.00518547j 0.0101432-0.00403462j 0.000438126-0.00134639j -0.00139757+0.00431673j 0.00318971+0.00170969j -0.00295857-0.00118414j -0.00113823+0.000488914j 
0.000290132+0.00905985j -0.0108881+0.00376584j 0.00338385-0.00608885j -0.00778555+0.00586602j -0.0189613-0.000278545j 0.0127637-0.0068883j -0.000633616-0.00780273j 0.00532067+0.0105306j 0.00460811+0.00443484j -0.00616283-0.00502856j 0.0138302-0.000330189j -0.0109037+0.0134446j -0.0123829-0.0159945j 0.00281524+0.000163832j 0.00195606-0.00303481j -0.00134865-0.000428094j -0.0106763-0.000923836j -0.00501175-0.00995886j 0.00115876+0.00808577j 0.0123185-0.0100332j 0.00163444-0.0136635j 0.0021401+0.00534121j -0.0195776+0.000889179j 0.00832449-0.00244158j 0.00421477+0.000629425j -0.00497604+0.0111844j -0.000421424-0.00731399j 0.00265759-0.00524349j 0.00559396+0.00549337j 0.000826568+0.00781432j 0.01009-0.00104909j -0.00450253-0.00164565j 0.00190954+0.00059813j 0.00617391-5.19771e-05j 0.000794796+0.00478067j 0.000878756-0.00365183j -0.000656833+0.0106112j -0.00345592+0.00170596j -0.000372131+0.00433185j 0.00531066-0.00895498j -0.0155277+0.00124465j 0.00774578+0.0104758j -0.00137127-0.00635843j 0.00646243+0.00201145j -0.0119829-0.000620886j -0.00873216+0.00226261j -0.00431756-0.0018908j 0.002962-0.00965803j -0.00405347-0.00702317j -0.0104392-0.00288565j -0.00283031+0.00332228j 0.00932726-0.0137824j -0.00114795-0.0123091j 0.00327793-0.000600773j -0.011846+0.00144668j -0.00555769+0.00305015j 0.00464262+0.000521438j -0.000791296-0.000118128j -0.00132618+0.00693038j 0.00245836+0.00178567j -0.00567283-0.00359581j 0.00822861-0.00515781j -0.00339293+0.0276737j -0.0230938+0.00157507j 0.000214931-0.00303513j 0.00782105-0.00341334j -0.00132538-0.00976296j -0.000478938+0.00512615j 0.00659675+0.00211057j 
-0.0115958+0.0160805j -0.0196883-0.00480134j 0.0262287-0.0229006j -0.0218035-0.0173313j -0.0215901+0.00397792j 0.0053003-0.0147061j 0.00100162-0.016928j 0.0187201+0.0055361j -0.0017835+0.00653984j -0.00266716-0.0016391j -0.0093026+0.00609989j -0.0116903-0.0129361j -0.00620533+0.00501797j 0.0120801-0.000671848j 0.00601602+0.00582067j 0.00807499+0.00919908j 0.000164726-0.00341418j 0.00070151+0.00368549j -0.00235698+0.00306165j -2.26888e-05-0.014703j -0.00675716-0.00606384j 0.00340648+0.00246003j -0.00174311-0.00767769j -0.000148308+0.00543647j -0.00687378+0.00674977j -0.0128957-0.00299439j 0.00205388-0.00344422j -0.00555654-0.00131413j 0.00905784+0.00464342j 0.00373982-0.000248728j 0.000700406+0.0078761j -0.000468837-0.0100078j -0.00554473+0.00587122j 0.000600182+0.00258063j -0.000628153+0.00694432j -0.00780218-0.0103087j -0.00585111+0.00447998j -0.00726943-0.00146685j 0.00342864-0.00836392j -0.0118534-0.00927346j 0.00183249+0.00979392j -0.00955938+0.00415401j 0.0029377+0.00901677j 0.00365154+0.00256619j 0.00137706+0.000379335j 0.00641306+0.0130925j -0.00835394-0.00675908j 0.00189951+0.000362941j 0.00822569-0.0054615j -0.0196322-0.00154067j -0.00660292-0.0018957j 0.0078796-0.012228j 0.0158735+0.00460647j -0.000139404+0.00295302j -0.00344453+0.00642156j 0.00141839+0.00530548j -0.00425537+0.00189486j 0.00177336-0.00527748j 0.00957154+0.00264914j 0.00487626+0.00821693j -0.00357894+0.00433045j 0.0173494-0.00137571j -0.00539733+0.0227418j -0.005855-0.00219165j 0.0102417+0.00520868j 0.0228853-0.0208779j -0.0186109-0.0274346j -0.01314+0.0132871j 0.0166967+0.0098806j 
-0.00334106+0.000843235j -0.00216168-0.00175444j 0.00498712-0.00408411j -0.00668318-0.0126752j -0.000499547+0.00883996j -0.00796995-0.00221442j -0.000247352-0.00022777j 0.0068488+0.00112878j 0.0014396-0.00285892j -0.00364191-0.000221701j 0.00191768+0.00132184j -0.00128704+0.00922467j 0.00909523-0.00536103j 0.00100468-0.00164254j -0.00308248+0.00190927j 0.0118354+0.0107633j -0.00531853-0.000412178j 0.0029728-0.00472245j 0.00653317-0.00739293j -0.0117662+0.00869194j 0.0030908-0.00207031j -0.00393472+0.00610084j 0.00467361-0.00548974j 0.00584021-0.0028447j -0.00420085-0.00438869j -0.00164389-0.00561261j -0.0128826+0.003201j -0.0129474-0.00670768j 0.0057222+0.00693695j -0.00187098+0.0112048j 0.00060986-0.00350009j -0.00468277+0.00417258j 0.00813233+0.000543155j -0.00211634+0.00777461j 0.00722215+0.00650947j -0.00168476+0.000450265j -4.43253e-05+0.00243751j -0.0062701+0.00561051j 0.00078312-0.00668273j -0.00306386-0.0076772j 0.00353913+0.00315915j -0.00322708-0.00704784j 0.00190341-0.00486863j -0.00488014+0.00261503j -0.00230489+0.00312638j -0.00479565-0.00302981j 0.00738633-0.0034308j 0.00155733-0.00249553j 0.000613919+0.0032176j -0.00676801-0.00431053j 0.00430361+0.0034651j -0.0057015+0.00235424j 0.00222984+0.00360587j 0.00144422-0.00250388j 0.000207213+0.00323766j -0.00197957-0.00522743j 0.00254053+0.00110261j -0.00105514+0.00082585j 3.61126e-05+0.000258008j 0.00229716+0.00753682j -0.00714015+0.00449276j 0.00882933+0.00225662j -0.00772087-0.00312006j 0.00273429+0.00346537j -0.00187725-0.00125096j 0.00959997-0.00800081j -0.00652238-0.00586984j -0.00221326-0.00151007j 0.00094784+0.0035082j 
0.00247046+0.00134626j -0.00315915+0.00236202j 0.00711987-0.00170797j 0.00290551-0.014043j 0.00826687-0.00652108j 0.00474688-0.00880161j 0.00291707+0.00102269j 0.00255852-0.00330729j 0.00396847-0.00448245j 0.00178359-0.000637299j 0.000884218+0.00883625j -0.00893046-0.0047722j -0.00768233+0.00661294j 0.00500062-0.0124103j 0.00154556+0.00505497j -5.81999e-05-0.00102376j 0.00232871-0.00956828j 0.00551781+0.00904017j 0.0124413+0.00473023j 0.0118552+0.00217622j -0.00219098+0.0140259j -0.00174131+0.00536213j -0.015459-0.000367986j -0.00290789+0.00752532j 0.00309745+0.00388169j -0.00281812+0.00149893j -0.00611978+0.00613472j -0.00776625-0.00395194j -0.00130343+0.000693988j 0.00224461-0.00149615j 0.00572394+0.00634146j -0.00640803-0.00557507j -0.000457756+0.0211503j -0.00307344-0.00211373j 0.00867648-0.0109937j -0.00960373-0.00308316j 0.00902599-0.00677923j 0.00175165-0.00673537j -0.0057826-0.00308867j -0.00296171+0.00790357j 0.0124482+0.00331154j -0.0120419+0.000383234j 0.00396343-0.0101161j 0.00225296-0.015453j 0.00354317-0.0106714j 0.00339124+0.00432162j 0.00603102+0.0149147j -0.00585693-0.0146154j -0.00514208-0.000138909j 0.00376808-0.000466544j -0.00685486-0.00248125j -0.00290396+0.0103285j 0.00531317+0.00532334j 0.00638401+0.0109592j 0.000564985-0.00386233j 0.00174366+0.000636781j -0.00271488-0.0057973j 0.0033053+0.000447707j 0.00838614-0.00729835j -0.00725832-0.0113392j -0.000276638-0.0012054j 7.86827e-05+0.00893063j 0.000122335+0.00258649j -0.003728+0.00637117j 0.000858374-6.89581e-07j 0.000770042-0.000179029j -0.0062042-0.00323535j -0.00152473+0.000623035j -0.00106951+0.00248762j 
0.00500699-0.00203552j 0.00243541+0.00469572j -0.0074257+0.00380975j 0.004201+0.00281888j 0.00272707-0.00108421j 0.00369671+0.00385441j -0.00666851-0.0012337j 0.00445308+0.00394295j 0.00297677+0.00554146j 0.00111542-0.00211379j 0.00230435+0.00108225j -0.001008+0.00242671j -0.0113805-0.00349575j -0.00229887+0.00457877j 0.0046733+0.00321939j -0.0157757-0.00533802j 0.00181225-0.0135695j -0.0149619-0.00655416j 0.0109118+0.00777582j 0.00839082+0.00649199j -0.00266342-0.0074695j 0.00172378-0.00164979j -0.00316347+0.000316203j -0.00226695-0.00218328j 0.00701218+0.00469304j 0.00122037+0.0041591j -0.00159873+0.0106446j 0.00632774-0.000500792j -0.0034795-0.000155585j 0.00496021-0.00811546j -0.00461923+0.00272543j 0.00320213-0.0085483j 0.00148911+0.00321639j -0.0140407-0.0108535j 0.00170741-0.00351269j -0.00133277-0.000567466j 0.00244159-0.00403372j 0.00226034-0.00232371j -0.0187163+0.00564646j 0.00798037+0.0031642j -0.00115028-0.00128258j -0.00183005-0.00318909j -0.00389067-0.00569801j 0.00301477+0.00276786j -0.00482486-0.00110368j -0.00488385-0.0034596j 0.00630989+0.00564402j 0.00278408-0.00488805j -0.00286374-0.00811485j -0.00146245-0.00331743j 0.00244663+0.0052919j -4.63266e-05-0.00441209j 0.00443197-0.00377694j -0.000235772-0.00054203j -0.00380855-0.0117981j 0.00567605+0.00723026j 0.00751379-0.00448901j -0.000393016-0.000663153j -0.00810601+0.000125906j 0.000798152-0.00215103j 0.00307203-0.00351597j -0.00119361-0.00163213j 0.00290497+0.00803958j -0.0034031+0.00341194j -0.00149039+0.000348324j -0.00194801+0.00492295j 0.00605548+0.00411482j 0.00335032-0.00277927j -0.00188455-0.00240171j 
0.000227873-0.00392269j 0.0011583+0.00160273j -0.00507461+0.00419048j 0.0001835-0.00665435j 0.00704664-0.0120129j -0.00288779-0.0107428j 0.00689687+0.006453j -0.0060346-0.00327161j -0.0088696+0.00443196j -0.0101024+0.00127846j -0.0162197-0.00027803j 0.00289134-0.00284656j 0.0028771+0.00977151j -0.0145374-0.000403884j -0.00312912-0.00998618j 0.016362-0.00589458j 0.00885323+0.015412j 0.00736922+0.00202186j -0.00509474-0.00170936j -0.0129114-0.000225302j -0.000389263+0.00377297j 0.00496909+0.00434255j 0.0114338-0.00533281j 0.00391407+0.00299977j 0.00130977-0.0109806j -0.0102013+0.0016792j -0.00729131-0.0128241j 0.00735883-0.010223j 0.0079955-0.00304216j -0.00432339+0.0182235j 0.00190085+0.00857337j -0.00241986+0.0102499j -0.00632321+0.000687009j 0.00758941+0.00388011j 0.00293336+0.0112785j -0.00426674+0.00827526j -0.000913336-0.00188256j 0.00275089-0.00719604j -0.00187762+0.0044566j -0.00479834+0.00161317j 0.00896798-0.00133658j -0.0042671+0.000269218j 0.00160319+0.00308918j 0.0107322-0.00947503j 0.000292332+0.0127012j -0.00244038+0.00515944j 0.0103812-0.0106197j -0.0114438+0.00667833j -0.00500391+0.00843694j 0.0023983+0.000807495j -0.0069295-0.00515476j 0.00274501+0.00509252j 0.00314568-5.45131e-05j -0.00441034+0.00272033j 0.00321226-0.000608209j 0.00246232+0.00670345j -0.000975199-0.00122394j -0.000762726+0.00452707j 0.00293969-0.00568715j -0.00326682-0.0106293j 0.00557827+0.0021605j -0.00196124+0.00025122j 0.00477678-0.00112417j 0.00225803+0.00479219j -0.000328542+0.00413909j -0.00385702+0.00566627j 0.00220618+0.00304849j -3.03552e-05+0.000482228j -0.000231278-0.000214503j 
