-0.020009+0.00460182j -0.000311631+0.0167342j 0.0191329-0.0102316j -0.013764-0.0267461j 0.017352+0.0172964j -0.0200766+0.0078114j 0.00379112+0.0449824j 0.039991+0.0282913j -0.0174357+0.0115076j -0.0291973-0.00178385j -0.00292395+0.00290528j 0.0315768-0.0376083j -0.0247532-0.0103353j -0.013671+0.00645365j 0.0124744-0.0114819j -0.00632112-0.0267787j -0.00626036-0.0110835j 0.00688177-0.0160609j -0.0294698-0.000328014j -0.0234145+0.00255896j 0.0156712-0.0143783j -0.0400172-0.0232822j -0.00922077-0.00536981j -0.00910787+0.00374316j 0.0150175+0.000406089j 0.0139293+0.0122138j -0.0223277+0.00796418j 0.00300177+0.0112291j 0.0200879-0.00252724j 0.00924079+0.0016667j 0.00110628-0.0285238j 0.00267012-0.0161031j 0.0184621+0.00888359j -0.00910778+0.00823429j 0.00371705+0.0190195j -0.00530479+0.00445394j -0.00992083+0.00181356j 0.0182366+0.00213153j -0.00711672-0.0103221j 0.0123583+0.00670857j -0.00852584-0.0143479j 0.0227188+0.017523j 0.00326259+0.000105252j -0.0261192+0.0169218j 0.0094053+0.00789732j 0.021674+0.0198919j 0.00792272+0.0138681j 0.0691052-0.00142979j 0.00812482-0.0203456j 0.0231199+0.017421j -0.0270843-0.0117264j -0.00382128+0.0216664j 
-0.00211155-0.00197928j 0.000694412+0.000831773j 0.00833432+0.00243214j -0.00319606-0.0103617j 0.00279264+0.0101186j 0.0280716-0.00131289j 0.00155032-0.00856379j 0.00475138-0.00411108j 0.00157041+0.00697483j 0.00666041+0.003322j 0.00223797+0.00597129j -0.00745756+0.00856025j -0.00889943+0.012148j 0.00741848-0.00298318j 0.0126523-0.0103968j 0.0146778+0.0126927j -0.00529479-0.00177375j -0.0137592+0.00617736j -0.0136035+0.00899207j -0.015949-0.00475393j 0.006109-0.0022404j 0.018072+0.00825193j 0.0199768-0.00700636j -0.0055256+0.0013999j 0.00258598+0.00405759j 0.00766892+0.0037933j 0.0254404+0.0123794j -0.00462929+0.00795998j 0.00284696+0.00586536j -0.0053003+0.0193961j 0.00274119-0.00361448j -0.00379756-0.00733698j 0.0184777+0.00891022j -0.00315448+0.00809102j -0.00919276+0.0225595j 0.00692203-0.0120231j -0.000899678+0.00019104j 0.0155569-0.00363733j -0.0188153-0.00471579j -0.0156072+0.000597874j -0.0127169-0.0184889j 0.010787-0.00719623j 0.00604246+0.00231427j -0.00442781-0.0051833j -0.00980804+0.00156448j -0.00519161-0.00804661j -0.0199956+0.00676552j -0.0131866+0.0165737j 0.0070573-0.0115355j 0.00857255-0.00566149j -0.00386886+0.00156858j -0.000661356-0.00172016j 
0.00554013+0.00286771j 0.00431254-0.00462748j -0.00883427+0.00305839j 0.00378063+0.00900033j -0.00541425-0.011452j -0.0106476-0.00191143j -0.000891044-0.00119594j -0.0078256+0.00209905j 0.0102115+0.00415626j 0.0102521+0.00439256j -0.00620978-0.011838j -0.00649727-0.00362246j 0.00957672-0.00716042j -0.00522993-0.00446298j -0.0108576+0.0100442j 0.0022427-0.00262182j 0.0129542-0.00247802j 0.00881255-0.00029247j 0.0148372+0.000446078j -0.00216483+0.0108306j -0.00630052+0.00739936j -0.000427197-0.000957647j -0.0176821+0.00913755j 0.00953511+0.00036676j 0.0159047+0.0160242j -0.0127451-0.0224368j -0.0139305-0.00957997j 0.000892201-0.00112997j 0.00811559+0.00311913j 0.00631569-0.00239741j -0.00138286+0.0105053j 0.0114353-0.0100843j -0.00204201+0.00247763j -0.00456161-0.000794816j -0.00668063-0.0219471j 0.0132566+0.000986506j -0.00556301+0.010023j 0.00498794-0.00297239j -0.00162285-0.00522766j 0.00798002+0.00302052j 0.00867207+0.0130895j 0.00692657-0.00133502j 0.0107749+0.0030844j 0.0132914+0.00014634j -0.00520954-0.00971776j 0.00261393+0.00773926j 0.0174267-0.00548697j -0.00298458-0.0182801j 0.00382605+0.00890275j -0.000690143-0.00467758j 0.00716575+0.000570699j -0.00512283-0.00541004j 
-0.00521071-0.00126536j -0.00158832+0.00711005j -0.00638897-0.00423795j -0.00988931+0.00323104j 0.00712221-0.000755873j -0.00142455+0.00260039j 0.00540135-0.00474616j -0.00556565-0.00848876j -0.000408535-0.020548j 0.0110287-0.00844485j 0.00579483+0.0114511j -0.0123282+0.0120387j 0.0125509-0.00305156j 0.00788429+0.0120143j -0.000726284+0.0159265j -0.000641898+0.00868523j -0.0041873+0.00920742j -0.00617508-0.00378752j 0.00380575-0.0133859j -0.0129146+0.00672789j 0.003847-0.00606512j -0.00122325-0.00375838j 0.00841967+0.00443699j 0.00260846+0.0112873j -0.00236814-0.00647009j -0.000669329+0.0168709j -0.0143168-0.0169769j 0.011069+0.00225862j -0.00138789-0.00331926j -0.00080951-0.0180901j -0.00221732-0.00789406j 0.0065019-0.00793361j 0.00643255+0.00298309j -0.000638276-0.00654406j 0.0312681+0.00735082j 0.00423212+0.0313227j -0.00024807+0.00920238j 0.00689171+0.00257941j -0.00517148-0.0108803j 0.00601488-0.00322969j 0.000848415-0.0141546j 0.00192816+0.0218865j 0.013224+0.00554587j -0.00836482+0.011267j -0.0063252-0.00461295j 0.00199196-0.00397659j 0.00265507+0.00249922j -0.00700836-0.000873964j -0.00291716+0.0143597j -0.0110807-0.00858746j -0.00603995+0.00327189j 0.00512956+0.00182007j 
-0.00233801-0.00991486j -0.0151048+0.00666374j -0.00785915+0.00869637j 0.00725708+0.017294j 0.0207401+0.00717856j -0.0116728-0.00318617j 0.00485103+0.00459473j 0.00541061+0.00163886j -0.0118394-0.00577077j -0.0142705-0.00699205j 0.0153767+0.00860702j 0.00120526-0.00650873j 0.00545538-0.00013407j 0.00017157+0.00397303j -0.00435054+0.00260941j 0.0148649+0.00880069j -0.00385703+0.00684633j -0.00212436-0.00808986j -0.00411085+0.00630251j 0.00313679+0.00344452j -0.0125325+0.00917833j 0.00460714-0.0230873j -0.0142513-0.00503495j -0.0264886+0.00370051j -0.000113497-0.000902956j 0.00412563+0.00590072j -0.0118088+0.0219485j 0.0126011+0.0067369j 0.0151321-0.00346742j 0.00111573-0.00421004j 0.0111988-0.0233946j 0.0108611+0.0218232j 0.00606903+0.0101656j -0.00553075+0.0105974j 0.0183857+0.0032093j -0.002484+0.0186285j -0.0112794+0.000359459j -0.00313882+0.0109757j -0.00337055+0.0231599j 0.0359097-0.0168549j -0.0066336-0.0173711j -0.00690962+0.00180496j -0.0093588-0.0104255j -0.0127638-0.0234629j 0.0225909-0.00578266j -0.00594307-0.0195067j 8.04216e-05-0.000128139j 0.00616717-0.00262782j -0.000687265+0.0173625j -0.0115569-0.00502059j -0.00438101-0.00276233j -0.0127624-0.00214288j 
0.00145597+0.00639797j 0.00481506+0.000308736j -0.00222146-0.0023683j -0.00156385-0.00559061j 0.00369012+0.0115117j 0.00130231+0.00256785j 0.00429746-0.00291673j -0.00463878+0.0113107j 0.00524066-0.00386852j 0.00989395+0.00643567j -0.00275544-0.0101401j 0.0165161-0.00603356j 0.00172158-0.00693534j -0.00308302-0.0039947j 0.00454593+0.00322469j -0.00670627-0.00250584j 0.001773+0.00524925j 0.00446116+0.0089181j 0.00799077-0.00862894j -0.0111668+0.00669504j -0.00099556-0.010605j -0.0129207+0.00242602j 0.00420738-0.00983373j 0.00328423-0.000821549j 0.00679936+0.00341674j -0.00248118+0.00593277j -0.00630521-0.00635189j -0.00273324-0.00711624j 0.000198932+0.00976289j 0.0108872-0.00655541j -0.0127754+0.00927163j 0.00335717-0.0122141j -0.0161575-0.00395235j 0.00609167-0.00200765j -0.012909-0.00651157j 0.017309-0.00223816j -0.00669129-0.0124865j 0.00330774-0.00365443j 0.00687535+7.09899e-05j -0.0136126+0.00615233j -0.0038514+0.00495323j -0.00106585+0.00670294j 0.00656609+0.00656804j 0.0143238+0.00352371j -0.00462706-0.00507076j 0.00214755+0.00714921j -0.00126566+0.000885479j -0.00353093-0.00460306j -0.000330964+0.00399639j 0.013813+0.00216048j -0.00532515-0.00120421j -0.00171431-0.00561485j 
-0.00510338+0.00655326j 0.0108915+0.00634991j -0.00659064-0.0124377j -0.000489723-0.00226481j -0.00603609+0.00543055j 0.00544987+0.0125752j 0.00148967-0.0109421j -0.00686374-0.0104701j 0.0114983-0.011885j 0.00727618-0.0010878j 0.00236601+0.0194283j -0.0175755+0.0186097j 0.011906-0.0178017j 0.00891552-0.00532414j -0.00612682+0.00308614j -0.0132197+0.00898881j -0.00598123+0.0185633j -0.00900768+0.00913986j 0.0136986-0.00333728j 0.00104688+0.010794j -0.0216571-0.0124217j 0.000897363+0.00910236j 0.0102976-0.00618318j -0.0141204+0.00893775j -0.00724513-0.015633j 0.0096248-0.000376619j 0.014367+0.0140814j 0.00906603-0.00623529j -0.0111075-0.00254753j 0.00339223+0.00152272j -0.0250939+0.0130682j -0.0126581-0.010244j -0.0166708-0.00815687j 0.00619304-0.00641481j 0.0065782+0.000713154j 0.00952629+0.00270701j 0.000490177-0.00326374j -0.00515709+0.00197906j 0.00904258+0.0135327j -0.0134983-0.00330135j -0.00127403-0.00306851j -0.010578+0.0120843j 0.00768388-0.0111049j -0.00477456-0.00549087j -0.0148237+0.000932966j -0.0037858+0.0012712j -0.00642988+0.0119744j -0.00509641+0.00876241j 0.00224698+0.00118762j -0.00489484+0.00140822j 0.00771182+0.0147128j 0.02076+0.00852284j 
0.00260183-0.00448645j -0.00510324+0.00243406j -0.00230189+0.00338842j 0.00255149+0.00720103j 0.0103476+0.00955263j 0.0158486-0.00303495j 0.00328832-0.0174226j -0.00570363-0.00541059j 0.00132173-0.00901145j 0.00912043-0.00203869j 0.00672703-0.00888598j -0.00337811+0.0049355j 0.0067971-0.000438114j 0.0133323-0.00561229j 0.00913191+0.0106335j 0.0111578+0.0150636j 0.0080536+0.00414643j -0.000741141+0.000945595j 0.0101539-0.00046216j -0.00708862+0.00401487j -0.00323998+0.00907528j 0.00988306+0.0195757j -0.0110945-0.0183367j -0.00256078+0.0104485j -0.00660016-0.00849144j 0.00202228+0.00528287j 0.00175554+0.00395705j 0.0152779-0.00780744j 0.0109469+0.00674933j -0.012837+0.00248062j 0.0061751-0.0183061j -0.00453872+0.013134j -0.00168861+0.0062133j -0.000619579-0.000892193j 0.00100934+0.00426506j 0.00407562-0.00743013j -0.00190617-0.00263787j -0.0188575+0.00237292j -0.00278274+0.00128705j 0.000235295-0.0132453j -0.00365632-0.00386266j 0.00242085-0.00494744j 0.00728573-0.00250055j 0.00794239-0.0126552j -0.00313127-0.0130184j -0.00189542-0.0129459j -0.0167389-0.00616502j -0.00920441-0.00130762j -0.0074156+0.0129064j 0.00360728-0.00163304j 0.00744008+0.00408723j -0.000465371-0.00502208j 
0.00502911-0.00213556j -0.00292278-0.00119711j 0.000750149+0.00281839j -0.000453611+0.0088548j 0.00600504-0.00482003j 0.011019-0.00628847j 0.0018766-0.01671j -0.00522446-0.0111518j 0.00621388-0.00958782j 0.00661081+0.00739531j 0.00202625-0.014103j 0.0073404+0.00787711j 0.012905+0.00496933j 0.00775115+0.00149844j 0.0132184-0.0138824j -0.0066937+0.00920172j 0.0037683-0.000704479j 0.0131649-0.00665991j 0.0162008-0.00181222j -0.00566677-0.00645074j -0.00810572+0.0196046j 0.0117693+0.00959393j -0.0110824-0.0150469j 0.00509514+0.0164151j 0.00672624+0.00347144j -0.00828151+0.00746896j -0.013192+0.0166487j 0.0102818-0.00574997j -0.00685033+0.0166565j -0.00452043-0.0070682j -0.00204819+0.00219911j 0.0127749+0.0076217j 0.0013602-0.0135395j -0.005625+0.0103226j 0.00292023+0.00400431j -0.00694008+0.00541713j 0.0244732-0.00641965j -0.0039346+0.0285864j -0.0169675-0.010093j -0.0055697+0.00295582j -0.00420977+0.010833j -0.00468733-0.00880862j 0.0048007+0.00231492j 0.0124204-0.000205585j -0.00181943-0.00278047j -0.00104987-0.00921494j -0.00820334-0.00540841j -0.00768585+0.0013471j 0.00395325-0.00114023j -0.0140364-0.0167702j 0.0138921+0.0110353j -0.014766-0.0110722j 
-0.0109167-0.00201133j -0.00982861+0.00788666j 0.0161662-0.000760016j -0.00626427-0.0205333j 0.0093116+0.014329j -0.0142309-0.000537575j -0.00588869+0.0330195j 0.0196857+0.0157857j -0.0147378-0.00247878j -0.0154172-0.00352838j -0.00608186-0.0010294j 0.0287758-0.0165954j -0.0184099-0.0059442j -0.00929662-0.00065693j 0.0129227-0.00883628j -0.0108753-0.00715782j -0.00606337-0.00756547j 0.00196639-0.0164001j -0.00631783-0.00774609j -0.0053903-0.00702817j 0.0185631+0.00735105j -0.0217443-0.00844456j -0.00274151-0.00843433j 0.00111948+0.00817294j 0.00566902-0.00651897j 0.00166196+0.0191859j -0.0176959+0.0130165j 0.0158914-0.00312023j 0.01573+0.00904576j 0.0142094-0.00266546j -0.00712612-0.0293633j -0.00327297-0.00942606j 0.0091962-0.00864265j -0.00253116+0.0128989j 0.00673363+0.00956306j 0.000224641+0.0109054j -0.000867961-0.0133921j -0.00367031+0.00319646j -0.0117847-0.00801474j 0.00477684-0.000688229j -0.00639819-0.0110717j 0.00938594+0.0100983j -0.00928447+0.00197617j -0.0153909+0.0151231j 0.0113997+0.0124832j 0.00654175-0.00336447j -0.00100156+0.0143327j 0.0229577+0.00103618j 0.00388618-0.00506637j 0.0146185+0.00717377j -0.0323671-0.0223623j -0.00620901+0.00294142j 
0.0097146+0.000607093j 0.000233717-0.00702054j -0.00617086+0.00640033j 0.0103983+0.0152953j -0.00530602-0.00500933j 0.0039415-0.00841416j 7.99981e-05-0.0155806j -0.0142808-0.00463356j 0.00600324+0.00111089j 0.0114685+0.00022473j -0.00614001-0.0165595j 0.00185787+0.00127262j 0.00715563+0.0161108j 0.00267256-0.00578749j 0.00321402+0.0163666j 0.00837837+0.00821915j 0.014444-0.0115685j 0.00454361+0.0190964j 0.0112934+0.0010295j 0.0150027+0.000308068j 0.00961567+0.0144378j 0.00435245+0.0144632j -0.0178431+0.0135312j 0.0220307-0.012307j -0.00190907+0.0126632j -0.014944-0.0234352j 0.0031704-0.00210084j -0.00146079-0.00762538j -0.00442801-0.00348348j 0.000776215+0.0156917j 0.0145203-0.00565146j 0.00478269+0.0137258j -0.0134017+0.00155566j -0.0147987+1.30836e-05j -0.00231899-0.0113388j -0.0158208+0.00182804j 0.0158018-0.00738283j -0.0163203+0.000579311j -0.0118244-0.0152658j 0.00781264+0.00335314j 0.00528078+0.0123213j -0.00881227-0.0139882j -0.00226907+0.0053966j 0.0149493+0.00261463j 0.00598264-0.00700904j -0.00419736-0.00627532j 0.00833568-0.0186659j -0.0167676-0.00755497j -0.000763862-0.00983124j -0.0173139-0.00933444j 0.0226401+0.00899171j -0.0137768-0.0144007j 
0.00754304-0.010185j -0.0138881-0.00137707j -0.0093379+0.0170445j 0.006207+0.0111289j 0.0260519-0.00312375j 0.00506698-0.0108919j -0.00195581-0.0113842j -0.000985312-0.000387147j -0.0150428-0.00162754j 0.00865227+0.00843419j 0.00763782-0.0222324j 0.0116703-0.0240443j -0.014914-0.00549696j -0.0104176-0.00637476j -0.00919958-0.00703286j 0.00865897-0.000451576j -0.00332677-0.0109236j 0.0225402-0.0115077j 0.00484781-0.00083679j -0.00117212+0.0128778j -0.00132759+0.00134718j 0.00027282-0.0271305j -0.00426586+0.00314401j -0.0184598-0.0104065j 0.0178354+0.00675128j -0.0149637+0.00293472j 6.40529e-05+0.0111681j -0.00631415+0.00834194j 0.00612379+0.0190864j 0.00992567-0.000785862j 0.0196877+0.00559224j 0.0177897+0.0117109j 0.00577625+0.00436113j -0.00550314+0.0244603j -0.0110776-0.0103541j 0.00339952+0.00103292j -0.00134983-0.0121765j 0.023872-0.0112124j -0.0109526-0.00239578j 0.0140306-0.00552007j -0.00864141-0.0100133j -0.000163334-0.0145267j -0.0171576+0.0101247j -0.00183487+0.00361661j 0.0169814-0.016334j -0.000372663-0.0289043j -0.00707996-0.00899319j 0.0059999-0.0130968j 0.0159923+0.0161797j -0.0038552-0.0264475j -0.00519248-0.0119195j -0.030086-0.0197118j 
0.00629983+0.000500936j 0.00292888-0.00321263j -0.0123104+0.00207623j 0.005741+0.00630279j -0.00365351+0.00497328j 0.00592628-0.00232759j 0.000310314-0.013734j -0.0213625-0.00109797j 0.00910043-0.00421483j 0.0166588+0.00466225j 0.00855512+0.00101315j -0.00973743+0.00256794j 0.0113665-0.00202726j 0.00256089-0.00833744j 0.00241124+0.00518857j 0.00994298+0.00794632j 0.00593871+0.0124505j -0.00169327+0.011408j 0.0134544-0.00489344j -0.000790042+0.00907589j -0.00945645+0.00421537j 0.0156892+0.00824693j 0.00669833-0.00466914j -0.0151889+0.00401683j -0.00664575-0.00117328j 0.000304714-0.00369982j 0.00374937-0.00207j -0.00199865-0.00403477j 0.00400951+0.0129764j -0.00557979-0.0043405j -0.00687948+0.00667625j -0.0062718+0.019515j -0.00122607+0.000326496j 0.0113612-0.00828733j -0.0118453-0.00103448j 0.0059413-0.0168528j -0.00871843+0.00326573j -0.0179818-0.00409304j 0.0188642+0.00699106j -0.00165519-0.0120799j -0.00633438+0.00648229j -0.00217984-0.0105053j 0.00279014-0.00180829j 0.0173972-0.00574276j -0.000503311-0.0118153j -0.00853675+0.00132667j 0.00262922-0.0131243j -0.0120703-0.00266298j -0.0158666+0.0016233j -0.00656541+0.00545993j 0.0160451+0.00835869j 0.00228218-0.00469053j 
-0.0013049+0.000669634j -1.16665e-05+0.00343592j -0.00395191+0.000661914j 0.00174361+0.000598404j 0.00716753-0.00129577j -0.0102666+0.00538679j -0.00106736+0.0044625j 0.00760407+0.00918353j -0.00641453-0.00596806j -0.0014725+0.000241751j -0.0076141-0.00546869j 0.00952216-0.0188955j -0.0152178-0.0163164j 0.00716984-0.00763675j 0.0116572+0.0279398j 0.00253411+0.00106884j 0.00360923-0.0019265j 0.00587353+0.00248305j 0.0106041-0.00315194j 0.00266831+0.012903j 0.000589736-0.0205089j -0.0140938+0.00954111j -0.00341517+0.00618526j 0.000225014-0.00898193j -0.0141928-0.00693487j -0.00330428-0.00783232j -0.00289345-0.00611566j -0.00381696-0.00708119j 0.0158106-0.0121237j 0.0112609+0.0187414j -0.00284453-0.0182413j 0.00354013+0.00273225j -0.00344333+0.0117111j -0.014383+0.00468268j -0.00441434-0.0112353j -0.00511657-4.54444e-05j -0.0156708-0.0177195j -0.0119759-0.000958518j -0.0037187-0.00522554j 0.0123615+0.0029129j 0.00472049-0.0116255j 0.000982096-0.00886502j 0.00348186-0.000564021j -0.0105251+0.0015237j -0.00120802-0.00328498j -0.000497052+0.00128224j 0.00888072+0.00342159j 0.00995488-0.00638193j 0.00522113+0.0039156j 0.00636287-0.00133444j -0.0049824-0.00467948j -0.00398854-0.00113658j 
-0.0068778+0.00155815j -0.00085913+0.00743427j -0.00452784+0.00530696j 0.00480138+0.00337296j 0.00387414+0.0112438j -0.00546898+0.00114793j 0.000239399+0.000369753j -8.25959e-05+0.0057989j 0.00912696-0.0008851j 0.0031096-0.00629555j 0.00428962+0.0037056j 0.00779703-0.0064487j -0.00128777+0.0107438j -0.0218784+0.00350892j 0.00426602-0.00223813j -0.00614674-0.00333957j 0.000183948+0.00238913j -0.0107561+0.000938336j -0.010431-0.00486365j -0.0152385-0.00181499j 0.00506152+0.0057793j -0.00981569-0.00346942j -0.000227663+0.00853333j -0.00327184+0.0107792j 0.00489258+0.00734116j 0.00889939-0.0148649j 0.00770443+0.0104412j 0.0144638-0.00758283j -0.0134532+0.000625581j 0.00368665+0.0123014j 0.00601058+0.000808823j 0.00815144-0.0100791j 0.0173095-0.00160859j 0.00151463-0.00706266j -0.00566014+0.00378636j 0.0146558+0.00288658j -0.00654386+0.00111392j 0.00616287-0.00707838j 0.00024943+0.0050438j 0.00923563+0.000889431j -0.0110116-0.0102718j 0.000302431+0.0128391j 0.00439413-0.00486863j 0.00186345-0.0092219j 0.00779153-0.00468873j -0.0016915-0.00195236j 0.0020753+0.00600461j 0.00803708-0.00433025j -0.00179191+0.00761178j 0.00368799+0.00710314j -0.0045721-0.00595543j 0.000911014+0.00145633j 
0.000236049-0.00086108j -0.00010629+0.00193837j -0.00173561+0.00204073j -0.000463094+0.00342025j -0.00926089+0.000124024j 0.00549963+0.00387923j -0.00286655-0.00732814j -0.0127175-0.00459628j -0.000933576-0.013577j 0.0176193-0.00862172j 0.0122921-0.00756691j -0.00679407+0.000191223j -0.00272234-0.00579817j -0.0132005+0.00775967j 0.0027522+0.00386064j -0.00332963+0.0276763j -0.005785-0.00704273j 0.016702-0.00158261j 0.00486895-0.000175851j -0.0181674+0.0179336j -0.000341608+0.00204675j -0.0107038-0.00544622j 0.00994791-0.00141149j -0.00505562+0.00247395j -0.00174747-0.00784937j 0.00363307+0.000360999j 0.0178062+0.0115536j 0.00724233-0.015605j -0.0218709+0.00830415j 0.00123293+0.0144384j -0.0142822+0.00272211j 0.0185963+0.0105586j 0.00228755-0.0152053j -0.0134272+0.00551047j -0.00913286+0.0120349j -0.00406294+0.00517763j -0.00940403+0.00191081j -0.0142932+0.00253774j 0.00671515-0.00800667j -0.000660937+0.010786j 0.00665394+0.00617919j -0.00319921-0.00686019j 0.00047341+0.00585606j 0.00678139-0.00401359j 0.00310661+0.00154555j 2.741e-06-0.00653208j 0.00342304-0.00159859j -0.00564943+0.00150444j -0.0072463-0.0045683j -0.0160916-0.00274091j 0.00713866+0.00691495j -0.00218878-0.00194975j 
-0.00303506+0.00223554j 0.00224877+0.000686807j 0.00710937+0.000724724j -0.00445955+0.0018623j -0.0124022-0.00625584j 0.000295983+0.00432094j -0.00552044-0.00205571j 0.00324995-0.00505539j -0.00164279-0.00346358j -0.000136188-0.00748898j -0.0107372+0.00357639j 0.000438557+0.00794242j -0.0105996+0.00165749j 0.00209283+0.00402763j -0.00551478+0.00831543j -0.00258111+0.00754046j -0.00618986-0.00698654j 0.00932439-0.00143853j -0.000159363+0.00366515j 0.000628513+0.00207072j -0.00257278-0.00765763j -0.0133692-0.00101489j -0.00663705+0.00682164j 0.00299663-0.00469905j -0.00515912+0.00364844j 0.00554964-0.0105478j 0.00430111+0.00919399j -0.00234661-0.00895919j -0.0139427-0.00474018j 0.00871423+0.0111226j -0.0104257+0.000734432j 0.00736705-0.0153998j -0.00879099+4.77533e-05j -0.00270801+0.00343055j 0.00612848-0.00709075j 0.0092609+0.012868j -0.00888752+0.00876766j -0.00330336-0.00668018j 0.00153876+0.0026465j 0.00559811+0.0104492j 0.0046889-0.00170076j -0.00601972+0.00136261j 0.00372191-0.000600559j -0.00213799+0.000837831j -0.00413067+0.00524475j 0.00219602+0.00381422j -0.00559148+0.00662554j -0.00410017-0.000344837j 0.00350786+0.00497622j 0.00214762-0.0039817j -0.00529176+0.000483882j 0.00411448+0.00120641j 
8.07228e-05-0.00367166j -0.00403036-0.00296538j 0.00149579-0.000894942j -0.00506141-0.0023667j 0.00306684-0.00839419j -0.00543244+0.00790665j 0.0128144+0.0141482j 0.00864267+0.00662505j -0.0136434-0.00576728j -0.00649567-0.0107765j 0.00269433-0.00475699j -0.0164353+0.0140885j -0.0014553-0.00865586j 5.33077e-05+0.0230184j -0.0107822+0.014575j 0.00128515+0.00105873j -0.00341698-0.0225733j 0.0134653+0.00289981j -0.00642357+0.017782j 0.0153536-0.00600496j 0.000731103-0.00524688j -0.00598244-0.0179802j -6.27722e-05-0.0173017j -0.00665013-0.0148469j 0.00985676-0.00349829j 0.0170524+0.0180874j 0.0154702+0.0010349j -0.00351508+0.00812045j -0.0120821-0.0157866j 0.00395352-0.000599594j 0.00553523-0.00343745j 0.0118426-0.00578519j 0.00406313+0.0106726j 0.00468709+0.0099213j 0.00825146-0.00658716j -0.00133125+0.0119115j -0.00759141+0.000368675j 0.00718562-0.00245789j 0.00375525+0.00596415j -0.00028384+0.00206445j 0.0079783-0.00135747j 0.0028576-0.00410176j 0.00406354+2.91954e-05j -0.00664385-0.00380482j 0.00125334+0.00708807j 0.00457096+0.00943884j 0.0034541+0.00490048j 0.00390245+0.00316365j -0.0074754+0.00581047j 0.00240209+0.00113099j -0.0079884-0.00448552j 0.00372238+0.00665343j 
0.00579345-0.00358296j -0.00124496-0.00376155j -0.00664037+0.00364281j 0.000329169+0.00578942j 0.00237427-0.00889501j 0.010567-0.00721417j 0.00870898-0.00132378j -0.0123424-0.00177649j -0.00590084+0.0035307j 0.0143168+0.00186604j 0.00339234-0.00427345j -0.0107455+0.0133798j -0.00894504-0.0152792j 0.00495615-0.00346391j -0.00836035+0.00695834j 0.00674975+0.00111391j -0.00134758+0.00391061j 0.0029531+0.0045213j 0.0134787-0.00556074j 0.0057544+0.00857122j -0.00754975-0.0101641j 0.00470678-0.00685722j -0.00118339-0.00108883j -0.0104889-0.00475414j 0.004811-0.00924667j -0.00983771+0.00895838j 0.00207334-0.00537417j -0.00242494+0.00292618j 0.00903508-0.00653242j 0.00299753-0.0123569j -0.000535463+0.0079151j 0.000464857+0.0156976j -0.00635316+0.0071163j 0.00346063+0.000422891j -0.00507597-0.00606951j -0.0126305-0.00506137j 0.00905106-0.00868124j -0.00023334+0.00980151j -0.000107426-0.00560989j -0.00930787-0.00945087j 0.00872957+0.000549024j -0.00407428-0.0146605j -0.000322556+0.0054099j 0.0056056+0.00345581j 0.000604022-0.0084883j -0.00110064-0.0108003j 0.00440551-0.00574723j -0.00916972+0.0041112j -0.000462843-0.00318142j -0.012438-0.00415509j 0.00861919+0.00629226j -0.00480583-0.00448365j 
0.00634278-0.000680111j -0.00191317-0.0051976j -0.00153297+0.000397512j 0.00746451+0.0047402j -0.0018036+0.0049193j -0.00552435+0.000561329j -0.0011756-0.00432141j -0.00174601+0.00312571j 0.00188186-0.00354888j -0.0023841-0.00161436j 0.0033217-0.0196921j 0.000560219-0.00519185j 0.00881842+0.00941389j -0.00678916+0.00466848j -0.000541437+0.00392825j 0.00268626+0.0033473j 0.00780423-0.0198466j 0.012852+0.000217674j 0.00132615+0.0149211j 0.0235849-0.00796796j 0.00355441+0.0163948j 0.0014299+0.015921j -0.00621958-0.0105329j 0.00597526-0.00670029j 0.00911035+0.00769887j 0.00673774+0.00244609j 0.0194311+0.00331746j -0.000116871+0.00273786j -0.00994089-0.000537105j -0.000286309+0.00460752j 0.0153796-0.00571669j 0.00168545+0.00242201j -0.000275143+0.00798937j -0.00166733+0.0190382j -0.00569751-0.00788917j -0.00131582-0.00793612j 0.00696207-0.0113632j 0.00121804-0.00117491j -0.00691937-0.00549531j 0.00127596-0.00245152j 0.00555562+0.0079741j -0.00143566-0.0046774j -0.000262861-0.000691454j 0.00158361-0.00148474j 0.000524188-0.000353801j 0.00145447-0.00638912j 0.00684868-0.00427496j 0.00419767-0.00665896j 0.0030782+0.00196037j 0.00154168-0.00697287j 0.00653173-0.00212833j -0.00683823-0.0079467j 
