-0.020009+0.00460182j -0.000311631+0.0167342j 0.0191329-0.0102316j -0.013764-0.0267461j 0.017352+0.0172964j -0.0200766+0.0078114j 0.00379112+0.0449824j 0.039991+0.0282913j -0.0174357+0.0115076j -0.0291973-0.00178385j -0.00292395+0.00290528j 0.0315768-0.0376083j -0.0247532-0.0103353j -0.013671+0.00645365j 0.0124744-0.0114819j -0.00632112-0.0267787j -0.00626036-0.0110835j 0.00688177-0.0160609j -0.0294698-0.000328014j -0.0234145+0.00255896j 0.0156712-0.0143783j -0.0400172-0.0232822j -0.00922077-0.00536981j -0.00910787+0.00374316j 0.0150175+0.000406089j 0.0139293+0.0122138j -0.0223277+0.00796418j 0.00300177+0.0112291j 0.0200879-0.00252724j 0.00924079+0.0016667j 0.00110628-0.0285238j 0.00267012-0.0161031j 0.0184621+0.00888359j -0.00910778+0.00823429j 0.00371705+0.0190195j -0.00530479+0.00445394j -0.00992083+0.00181356j 0.0182366+0.00213153j -0.00711672-0.0103221j 0.0123583+0.00670857j -0.00852584-0.0143479j 0.0227188+0.017523j 0.00326259+0.000105252j -0.0261192+0.0169218j 0.0094053+0.00789732j 0.021674+0.0198919j 0.00792272+0.0138681j 0.0691052-0.00142979j 0.00812482-0.0203456j 0.0231199+0.017421j -0.0270843-0.0117264j -0.00382128+0.0216664j 
-0.000573587-0.00216992j -0.00326302-0.000339272j -0.00203944-0.00551279j -4.55712e-05-0.00430833j 0.004505+0.00258591j -0.00867258+0.00490648j -0.00372155-0.00491486j -0.000111514-0.0180086j -0.00842682-0.00964949j -0.00387548+0.007814j -0.00863162-0.00121018j -0.000840222+0.0151954j 0.00837092+0.00653699j 0.0005489+0.010208j 0.00506349-0.00650787j -0.00235337-0.00166113j 0.0170634+0.00163361j -0.0173518+0.000823708j -0.00357132+0.00837174j 0.00941752-0.0109839j 0.00558719+0.0034844j -0.00158475+0.0154028j -0.0107052-0.00748036j 0.0172745-0.00735509j -0.00200004-0.000632158j -0.00223429+0.0106254j 0.0107204+0.0113751j -7.75244e-05-0.00527119j 0.00669185-0.00483143j -0.00246069-0.00074843j -0.00707121+0.0148404j 0.0015144+0.00334287j 0.000378162+0.00389459j -0.00545904-0.00599221j 0.00294928+0.000386671j -0.00408429+0.00449466j 0.00111319+0.00370419j 0.00151089+0.00422416j -0.000542884-0.000881431j -0.00293846+0.00334908j 0.000181907-0.00547831j -0.00295164-0.00212634j 0.00157232+0.00813014j -0.00189908+0.00211241j 0.00177174+0.00070684j -0.00285068-0.000570622j -0.0029281+0.00479732j -0.0033345+0.00624492j -0.00317232+0.00253517j -0.00225107-0.000541859j -0.00170346+0.0043145j 0.00308259+0.00195652j 
-0.00339378+0.00270081j 0.00269247+0.00296346j -0.00122548-0.0008308j 0.00337824+0.00137856j -0.000645742+0.00458304j 0.00698943-0.00146737j 0.00372327-0.000482986j 0.00205697+0.0118175j -0.00157704-0.00690476j -0.00661812+0.00254121j -0.0132856-0.00951548j 0.00489053-0.000198011j -0.00277636-0.0026376j 0.00331771-0.00475228j -0.0118519+0.00215388j 0.00749336+0.00884929j 0.00425404-0.00522048j -0.0053418-0.00601071j -0.00785382-0.00723017j -0.00940478+0.00463979j 0.016426-0.00533518j -0.00400804-0.00189813j -0.00556308-0.00504362j -0.0108606-0.0024362j 0.0142975+0.00469804j -0.000244029+0.00179729j -0.00832881+0.00370262j 0.00206+0.0120883j -0.00954752-0.00211403j 0.00857901+0.00371026j -0.00219403-0.00221074j -0.0047294-7.69633e-05j 0.00247995+0.00819967j -0.00263911+0.00547508j -0.00714957+0.00125724j -0.00203761-0.00322397j -0.00252591-0.0031561j -0.00131068-0.00291299j 0.00334415+0.00362922j 0.00679624-0.00311886j -0.00696479-0.000811194j 0.00144397+0.00773561j -0.00129364-0.00423249j -0.00187333+0.00574747j -0.00301761-0.00447487j 0.00125295+0.000145384j 0.00274193-0.00157476j 0.00212291-0.00668518j 0.0035171-0.00206383j 0.00320113+0.00145778j 0.00141811-0.00199172j -8.5144e-05-0.000835995j 
0.00332593+0.000211j 7.37023e-05-0.000707773j 0.00213915+0.00246498j -0.00390764-0.00291014j 0.00158715-0.00803402j -0.00675049+0.000464092j -0.00397298+0.00287857j -0.00330053-0.000167292j 0.0111884+0.00685203j 0.00306394-0.0152596j 0.0128587-0.00562896j -0.000749769-0.0147924j -0.00214303-0.011395j 0.00481862-0.00559948j -0.00809283+0.00449654j -0.0140123-0.00912473j -0.00365152-5.72512e-05j 0.00741612+0.00951052j 0.00660942+0.00930101j -0.00422974-0.00420283j -0.00680346-0.00201492j -0.00549335+0.00563376j -0.000305128+0.00798617j -0.00193541+0.00635517j -0.00135758-0.00825516j 0.0036147-0.00718973j -0.00352627-0.0057105j -0.0155634+0.00311478j 0.00366664+0.0134532j 0.00431618-0.00590633j -0.00216197-0.00468468j -0.00244609+0.00283947j 0.00487526+0.00309318j 0.000639253+0.0102899j -0.00394032-0.00348458j -0.00158167+0.000484204j 0.000932471+0.00139287j 0.00184786+0.00234092j 0.000165178+0.00145471j -0.00250978+0.00648706j 0.00471647+0.00179744j -0.000144402-0.00928806j -0.00188581-0.00189153j -0.000113605+0.00484718j -0.00235582+0.00282627j 0.00160872+0.000856952j 0.00318824+0.000123896j 0.00459643-0.00615915j -0.00058054-0.000226238j 0.000540373-0.0026509j -0.000261781-0.0026455j -0.000580413-0.0001498j 
0.000605457-0.00221048j -0.00241302+0.000561405j -0.00412262+0.00318506j 0.00133004+0.000363302j 0.00561853-5.42579e-06j 0.00846421-0.00044757j -0.00244775-0.0106123j -0.000777352-0.00217279j -0.00580874-0.0054956j 0.00349871+0.008751j -0.00380455-0.00269378j -0.00183975-0.000948092j -0.00149643+0.0082172j 0.0019186-0.000115306j -0.00598098-0.00353277j 0.0108154+0.00551059j 0.00446043-0.00771182j 0.00165965-0.00334989j -0.00219118-0.00836016j -0.00401603+0.00472632j 0.00418915+0.00804843j 0.00787969+0.00582841j -0.00227543-0.000961157j 0.00273252+0.00527235j 0.00011738+0.00391474j -0.000186265+0.0059001j -0.00360843+0.00620591j 0.0046193+0.00143746j -0.00377396-0.00085466j 0.00364779+0.00257769j 0.00739075+0.00211251j 0.00226684+0.00689797j -0.00462307-0.00200063j -0.00656745-0.00425396j -0.00462389+0.00225112j 0.00182869-0.00244345j 0.00256465-0.000857384j -0.00130977-0.00552317j 0.000839913-0.00721724j 0.00202888-0.00997997j -0.0064393-0.00183791j -0.000457921-0.00179136j 0.00124157+0.00244499j 0.00144685-0.0010561j 0.00128139-0.0065963j -0.00114624-0.00811719j -0.00622671-0.00360516j -0.00471697+0.000245902j -0.00193256+0.00171847j -0.000644237-0.00127174j 0.00313502-0.00115035j -0.00154689-0.00314414j 
0.00355637-0.0023479j -0.00372926-0.0013556j -0.00747101-0.000170735j -0.000487319+0.00597434j 0.00936433-0.000921084j -0.00313854-0.00417661j 0.00446326-0.00539605j -0.00588614-0.00955495j -0.00209458+0.00164306j 0.010741-0.00757373j 0.00867613-0.00233287j -0.00109962-0.00090805j 0.00313026+0.00497403j 0.00467142-0.00170437j 0.00332754+0.0146606j 0.00303025-0.00564289j -0.00359408+0.00392942j -0.00563196-0.00308834j -0.00176428-0.00345122j 0.00368514-1.55393e-05j -0.00428088-0.000262072j 0.00669493+0.00124459j 0.00361283-0.0077602j -0.000769796+0.00799049j -0.0116383-0.0144481j -0.00520133+0.00980214j 0.0030888-0.00277643j -0.0141289+0.00193004j 0.00230263-0.000737971j -0.00179292+0.00267089j -9.88205e-05-0.00157831j 0.00461761-0.00145254j 0.00640014-0.00257777j -0.00200381-0.00484492j 0.0073365-0.00160343j -0.00253892+0.000854051j 0.0121367+0.00079412j 0.00163573+0.0056122j 0.00571555-0.0072588j -0.00193611-0.00249936j -0.00532125-0.00519782j -0.00119389-0.00331515j -0.0029565+0.00060743j -0.0013637-0.00339411j 0.00528214-0.00316452j 0.00203337+4.87296e-05j -1.89665e-05+0.00229694j -0.00668053+0.0044759j -0.00626878+0.00622419j -0.00641287-0.00554171j 0.00200196+1.73367e-05j -0.00222813-0.00140893j 
0.00284498-0.00231802j -0.00136297-0.0013112j -0.00918921+0.00268747j 0.00511325+0.0136065j 0.00281735-0.00435632j -0.00560893-0.0134673j 0.00328008-0.00743337j 0.0085264-0.000444354j 0.00117579+0.00450574j 0.00624902-0.000293758j 0.0139253-0.00337901j -0.00583699-0.00289285j -0.00576713+0.00393945j -0.00897487+0.00888732j 0.0118699+0.00536199j 0.0149394-0.00296124j 0.00709279-0.0156115j 2.50767e-05-0.00681063j 0.00645929+0.00704614j -0.00253897-0.00557249j -0.00509897-0.00300996j 0.00803569-0.00810511j 0.00437351+0.00528329j -0.00344532-0.013184j 0.00228434+0.00218424j 0.00334665+0.00514101j -0.00369757-0.00883357j -0.000384017+0.00614267j 0.00927622+0.00895631j -0.000258141+0.00254687j 0.000712193-0.00114419j 0.0056799-0.00960202j 0.0034804-0.000536495j -0.00258742+0.00248277j -0.0020467-0.0115785j -0.00490633-0.00500677j 0.000507733-0.00439549j -0.00239336+0.00306618j -0.000462699-0.00275231j 0.00239205-0.0020878j 0.00315712-0.000305569j 0.00656001-0.00422197j -0.0104898-0.00381187j -0.00117834-0.00554065j 0.00805436-0.000872697j 0.00222302-0.00385134j 0.00465513+0.000529319j 3.5532e-05-0.00603284j -0.000792401+0.00373854j -0.00130513-0.00329284j 0.00549548-0.00255344j -0.00209531-0.00205051j 
-0.00272012-9.78342e-05j -0.00462298+0.000510882j 0.00328786-0.00594033j 0.00145756-0.0136244j 0.0126254+0.00603059j -0.00549023+0.0165867j 0.000172503+0.00945478j -0.0087565-0.00385237j 0.00123537+0.00117278j -0.0112508-0.0042845j 0.0087658+0.00662696j -0.00616339+0.00539679j -0.00464331-0.000636704j 0.00434724-0.00102981j -0.0111087-0.00461295j -0.00155988+0.00360319j 0.0028875+0.00726797j 0.00122129+0.00929754j -0.00728079-0.00462485j 0.00185855+0.000966007j -0.00713882-0.00896355j -0.0115871+0.00957693j 0.00114699+0.00462485j 0.00583039+0.0139452j -0.0102645-0.00632302j 0.00380244+0.00266562j -0.00276135+0.00165319j 0.00669969-0.0108429j -0.00867728-0.00307883j -0.00070678-0.0111492j 0.00889292-0.00582892j -0.000233421+0.000794527j 0.00456417+0.000592179j -0.00200373-0.00918489j 0.010024+0.0138519j -0.00544924+0.0142753j -0.00764889-0.00220114j 0.00624942+0.00816859j 0.00288123+0.00752157j -0.00444228+0.00441206j -0.00422745-0.00951767j -0.00444307-0.00229246j -0.00252223+0.000800279j -0.00250556-0.00756037j -0.00062758-0.00348817j 0.000937412+0.000847875j -0.00425895+0.000528822j -0.00039131+0.0113156j -0.000366157+0.000522641j -0.00240136+0.00183406j -0.00701832+0.00176293j 0.00205841+0.00549531j 
-0.00295397+0.00104384j 0.00446673+0.00192409j -0.00280361-0.00442272j 0.00211975+0.00658443j -0.00706502+0.00773327j 0.00171963-0.014418j 0.00376378-0.00988278j 0.0173787-0.00206702j -0.00482984+0.0014968j 0.00332996+0.00710334j 0.00278818+0.00334024j -0.00565138-0.00141481j -0.00101992-0.000269572j -0.00383591-0.00137579j -0.0018953+0.00726975j 0.00607227+0.00254682j -0.00551109-0.0126577j -0.000262107+0.00535164j -0.00542852-0.000987686j -0.00355237+0.000276952j 0.00119979+0.0104676j 0.0208519-0.00913591j -0.00482133-0.00346295j -0.00193007-0.00573426j 0.00779448+0.00620032j -2.22881e-05-0.00763768j -0.00372742-0.000652149j 0.00396742+0.00322153j 0.00644945+0.00597513j 0.00338458+0.00518414j 0.00294805-0.000865562j -0.00128298+0.00285766j -0.0107214+0.00149333j 0.00603353+0.00515986j -0.00700735-0.00287247j 0.00759718+0.001547j -0.00751746-0.00708041j -0.001016-0.00752122j -0.00562222-0.0019981j -0.00291058-0.00257922j -0.00251292+0.000246456j 0.00655925+0.00684231j 0.00151209+0.00273864j 0.00467132-0.000481269j 0.000978087+0.000163023j -0.00106355-0.00535176j -0.00160522+0.00259782j 0.00112563-0.00570643j 0.00402697-0.00601329j 0.00165744+0.0011319j 0.00253858+0.00130492j 0.00278895-0.00384012j 
0.00297728-0.00122046j -0.000861198+0.00232668j 0.00161502+0.00599821j -0.00397311-0.000504902j 0.00458691-0.0127819j 0.0228973+0.00190856j 0.0103399+0.0105901j -0.00213917+0.0202837j -0.0043695-0.00372767j -0.0145323+0.00718297j -0.0052933-0.00195338j 0.00770781+0.00467869j 0.00975971-0.00288933j 0.0038436+0.00124125j 0.00906314-0.00898876j -0.00195742-0.0231978j -0.0163468+0.00711034j -0.0014484+0.00100262j 0.00447085-0.00171628j -0.000445009+0.00103317j 0.000683804-0.00221563j -0.0119261-0.0103449j 0.00971804+0.00574951j 0.00525251+0.00120117j 0.000955921+0.000807941j 0.00345768+0.0103101j 0.0133396-0.00244165j 0.00175459+0.00799395j 0.00128169-0.00708782j -0.00417865-0.00309925j -0.00578481-0.000112703j -0.0048132+0.00759361j 0.00393754-0.00623649j -0.00697045+0.00519762j -0.00489933+0.00742198j -0.00323294+0.00158583j 0.00289587-0.00167788j -0.00149887-0.00354741j -0.000259257-0.00127699j 0.00476607-0.00158589j 0.00565825-0.00173096j 0.00311007+0.000735264j -0.00120966-0.000411466j -0.00167521+0.000760902j 0.00206507+0.00432775j 0.00415121+0.00173824j -0.00285797-0.00180728j 0.00343734+0.00277172j 0.0020207-0.0024301j 0.00267042-0.00210087j -0.000898303-0.00189758j -0.00171023+0.000700796j 
-0.00300992+0.00182252j 0.00102756-0.00020471j -0.00134582-0.00441142j 0.0045449+0.0025765j 0.000446886+0.0100759j -0.0132479-0.000209859j -0.00239454+0.0021798j -0.00212485-0.00454727j 0.00690548-0.000729737j 0.00767147-0.00740361j 0.00592198-0.0014358j -0.00523088-0.000815598j -0.00684864-0.00189323j -0.00825077+0.00296543j 7.47362e-06+0.0016857j -0.00272515+0.00809968j 0.00835725-0.0015816j 0.000281502-8.942e-05j 0.00217301-0.00170023j 0.00261757-0.000972523j -0.00311462-0.00147879j 0.000273789+0.0025246j -0.00183686-0.00123215j -0.00550379-0.00198345j 0.0028244+0.00011443j 0.00200931-0.00664092j -0.00662197+0.00238j 0.00253593-0.00761081j 0.00281607+0.00384779j 0.00648413+0.000596871j 0.000882383-0.00193213j 0.00320236-0.0109172j 0.000731199+0.003477j 0.00681718-0.00314918j 0.00611485-0.00494367j 0.00227632+6.80475e-05j -0.000863798-0.000969391j 5.70878e-05+0.00469788j -0.00227636+0.00273219j -0.00124103+0.00300261j -0.00231781-0.00185444j -0.00297896+0.00171747j -0.000487712-0.00177395j 0.00112509-0.00112188j 0.0011087-0.0023935j -0.00240597+0.000342963j 0.00313935+0.00279149j 0.00122034-0.0035144j -0.000418855+0.00245377j -0.00199143+0.00171798j -7.92136e-05+0.000308426j 8.4757e-05+0.000547537j 
-0.00284896-0.00211115j -0.00333806+0.00145608j -0.000349332+0.00129547j 0.00231531+0.00492646j 0.00801064+0.00302073j 0.006356-0.00176456j 0.00173808+9.02889e-06j 0.00464197-0.00295582j -0.000125787+0.00913635j 0.00472063-0.00424107j 0.0167395+0.00737359j -0.00538115+0.000797448j -0.00152383-5.28564e-05j -0.00706865+0.00451723j 0.00619952-0.00631184j -0.000517511+0.000109809j 0.00117744+0.000530835j -0.00447282-0.000976547j -0.00108426-0.00174802j -0.00214002-0.00355726j -0.00270095+0.00417765j 0.00290194-0.00684074j -0.00148542-0.000771983j -0.00399036-0.000205028j -0.0011285-0.00168583j -0.00291988-0.00265995j 0.00693767+0.000890602j 0.0102528-0.00240315j 0.00554735+0.00303054j -0.0056931+0.00174663j 0.0038736+0.00183314j 0.00191319-0.00263026j -8.93059e-05-0.00226699j -0.00184547-0.00252045j 0.0030928+0.00127283j -0.00165966+0.00596703j -0.00196813-0.00172253j -0.00453587-0.00178092j -0.00890555+0.0017918j -0.00273097-0.00230578j 0.000880567-0.00488215j 0.000593038+0.00462804j -0.00445149-0.0025052j -0.000642703-0.0110428j 0.00761461-0.00215954j -0.00195034-0.00819148j -0.00697904+0.00141821j 0.0018158+0.00464143j 0.000108923+0.00135172j -0.000467768+0.0028345j 0.00057204+0.000701234j -9.84785e-05+0.00154988j 
0.00413887-0.000148308j -0.00167909-0.00308173j -0.000544723-0.000905852j 0.00303758+0.00354743j -0.00491481-0.0108644j -0.00810944-0.00279369j 0.00178095+0.00772226j -0.000110102+0.00474732j 0.00285509-0.000324914j -0.0120982-0.00947818j 0.00444341-0.0181051j -0.00478892-0.00963899j 2.47232e-05-0.0027961j -0.000500519-0.00363176j -5.44772e-05+0.010773j 0.000207888-0.00468156j -0.00116974-0.00502638j 0.0130593-0.00149672j 0.00264345+0.00672312j 0.00341087+0.000872531j -0.00407041-0.000532622j -0.00482135-0.00343983j 0.0045586+0.00313524j -0.000797441-0.00180742j 0.00047863-0.00436885j 0.00731832+0.00223862j -0.0034539-0.00980154j -0.00953503+0.00619775j -0.00118025+0.00321386j 0.00188693-0.00356878j 0.000173621-0.00880922j 0.00068109+0.000598502j 0.00704944+0.000663074j -0.00163041+0.00360231j -0.0073406-0.00618166j -0.00249366-0.00444646j -0.00161815+0.00258466j 0.00445165+0.00810657j 0.00346154+0.00102613j 0.00283288+0.00607313j 0.0067705+0.00507247j 0.00564766-0.00733083j -0.00448413-0.00211824j -0.0003334+0.00149447j 0.000895302+0.00332462j 0.00419219+0.00652211j 0.0112038-0.00120059j 0.00583823-0.00895304j -0.0013362+0.00253464j 0.000237049-0.00324807j 5.96622e-05-0.00437183j -0.00163244-0.000340402j 
-0.000215156+0.00145274j -0.00173618-0.0020628j 0.009236+0.000132857j -0.00197264-0.00534799j -0.000784806-0.00580153j 0.00461881+0.00166386j -0.000120666+0.00781672j 0.00567891+0.0106101j -0.000501848+0.010716j -0.00448744-0.00643302j 0.0058418+0.00231948j 0.0121248-0.0120717j 0.00166312+0.00186439j 0.00533589+0.00146546j 0.0110978-0.0108312j 0.00190609-0.00550529j -0.00425882-0.00263722j 0.00249767-0.00768451j -0.00178328+0.00298613j -0.00479001+0.00111957j 0.00315283-0.00329537j -0.013482-0.00623081j 0.00387922-0.00117611j -0.00139243+0.00312611j -0.000844584+0.000312973j 0.000968924+0.00741576j 0.00310554-0.00648089j -0.00356532+0.00812004j -0.000791184-0.000915357j -0.0111266+0.000827594j -0.00243229-0.00198255j -0.0022267+0.000124814j 0.00503058-0.000536685j -0.00775828+0.0031388j -0.00349737+0.00306732j -0.0065478-0.00106832j -0.00126478+0.00471948j -0.00297081-0.00612353j 0.000661285-0.000791664j -0.000635633+0.00129545j 0.00729259+0.00623644j 0.00420823+0.00327028j -0.00198127-0.00406468j -0.00805583-0.000244705j -0.00151409+0.00747437j 0.00735472+0.00596024j 0.000119528-0.00151768j 0.0096165+0.00155001j -0.00012434-0.00405849j 0.00907582+0.00203092j -0.00200591-0.00401003j -0.00102529+0.00483019j 
-0.000781094-0.00731253j 0.00587839-0.0108685j 0.00377032+0.000183006j -0.00095897+0.0218916j 0.0106092-0.00272434j -0.00176625+0.00615952j 0.0101011-0.000883346j -0.00968376-0.00194308j 0.000843693-0.00866048j 0.00133691-0.00555935j 0.00398003-0.00100908j -0.0049931+0.0121898j 0.00145459-0.000915836j -0.000977541+0.0102456j -0.00972755+0.0030768j -0.00602624+0.00755566j -0.00708216+0.00656367j 0.000188995-0.0125213j -0.00563897+0.00290289j 0.00835198-0.0013902j -0.0048721-0.00741918j 0.00396137+0.00170322j 0.00455281+0.00253017j -0.00310257+0.00180226j -0.00908187-0.0111712j -0.00401001+0.00332014j -0.000463015-0.000753416j -1.88646e-05-0.00919511j -0.00087118-0.0040713j 0.00644474-0.0072695j 0.00491345-0.00161384j 0.00486422+0.00282732j 0.00933202+0.00212754j -0.00605809-0.00261714j 0.00694759-0.0079657j -7.96714e-05+0.00335124j -0.00308441-0.00292483j 0.00587059+0.0122154j 0.00482061+0.00276035j -0.00172482+0.00623082j -0.00297461-0.00603773j -0.00346084-0.00454844j -0.00341273-0.000658411j 0.00279332-0.006943j 0.00402027-0.00425145j 0.000195374-0.00139149j 0.00538618+4.77566e-05j -0.00535173-0.00184149j -0.00620709+0.00914178j -0.0116671-0.00494211j 0.00299013-7.0941e-05j -0.00241532-0.00208692j 
-0.01209+0.00891373j -0.00256811-0.00651156j 0.010047-0.00997908j 0.012667-0.00292477j 0.00362975-0.0166491j 0.0126689-0.00301171j 0.00724269+0.00431654j 0.014484+0.0149546j 0.00104129+0.0120609j -0.00519425+0.00373414j -0.00249219+5.18925e-05j 0.00745506-0.0148006j -0.00919209-0.002289j -0.00471718-0.00405315j 0.00811145-0.0188592j -0.00489422-0.0103354j -0.0115307-0.0153473j 0.0150423+0.00277146j 0.00151306-0.00754068j -0.00138277+0.00420359j 0.0127361-0.00672883j -0.00879196-0.00530673j -0.00250832+0.00218915j 0.0017193+0.00274694j 0.00830362+0.00592345j -0.00435517+0.00010581j -0.00562624-0.00115937j -0.00146115+0.00657672j -0.000244624+0.00382399j -0.000425968-0.00213393j 0.0102705-0.00507361j -0.0015128+0.00663007j -0.000213216+1.17932e-06j -0.00544496+0.00732397j -0.00930604+0.000376369j -0.00142566-0.00612594j -0.0039259-0.0020895j 0.00236322-0.00722343j -0.0044538-0.0046771j 0.00260088+0.00142823j -0.00446005+0.00824194j 0.00570256-0.00117697j -0.00302296+0.00273453j -0.00544742+0.000758447j -0.00482443-0.00161934j 0.00414923-0.00147081j -0.00118562-0.00332126j 0.00897719-0.0058887j 0.00173834-0.00723648j 0.0090837+0.00672838j -0.00120187-0.00516025j -0.000892709+0.000708591j 
0.00965104-0.0102042j 0.00157607+0.0158547j -0.00249399+0.0181366j -0.0166889-0.00744663j -0.000650663+0.0230319j -0.00654651-0.002409j -0.000662596+0.0244877j -0.00313562+0.00895208j -0.00378602+0.00462601j 0.00156635+0.000622057j -0.00342647+0.00214541j 0.00465841-0.00392236j -0.00239727-0.0147937j 0.00422725-0.00642618j -0.0104528+0.0106157j -0.00267293-0.00258379j 0.00986927+0.020303j -0.0154417-0.0035151j -0.00901886+0.0054177j -0.00557787+0.00248309j -0.0129297+0.00351394j -0.0110302-0.00715957j -0.00509253-0.00189271j -0.00927498+0.000575833j 0.00735257-0.00232969j 0.00839305-0.00437706j -0.006498+0.00366016j 0.0168375-0.00468246j -0.00102468-0.00195981j 0.0134813-0.000608294j 0.00180985-0.00600166j -0.00737164-0.0146699j 0.00703253+0.00805268j 0.00408267-0.00601994j 0.00192646+0.00732202j 0.0027094+0.00841566j -0.00497759-0.00667525j 0.00193266+0.00232539j -0.0041359+0.0067195j 0.00372715+0.000355765j 0.000162242-0.0114786j -0.00333713+0.0103504j 0.00285646-0.00599703j -0.00108527+7.54776e-05j 0.00732849+0.000224301j 0.00130741+0.00507699j -0.00144821+0.00325222j 0.0195437+0.000474465j 0.00388319+0.000475338j 0.00193572+0.00511176j -0.00832359-0.00460308j -0.00316806+0.00807718j 
0.000579993+0.0163813j -0.0125418+0.0100444j -0.0161517-0.00809888j 0.00852875-0.0182136j -0.0312892-0.020334j -0.00713199-0.00207275j -0.0159218+0.00680962j -0.00412809-0.0071016j 0.00545891+0.00196857j -0.00207214-0.00133383j -0.00399469-0.00294995j -0.010675+0.000229364j 0.00502661-0.00771503j -0.00859599-0.00692253j 9.19016e-05+0.0217049j 0.000980606-0.00192092j 0.0210349-0.00565671j 0.000654091+0.0211963j 0.0142013-0.007743j 0.00551032-0.00595579j -0.00589469+0.00262431j 0.0046469+0.0139292j -0.00394656+0.00355814j 0.00230442+0.00536859j 0.00408819+0.00195025j 0.00746631-0.0164886j 0.00114981-0.00554319j -0.00527509-0.00334316j -0.00604212-0.00131058j -0.00894498+0.00515639j -0.0144982+0.0108865j 0.00222777-0.00653676j -0.0122234-0.00451798j 0.0132757+2.29452e-06j -0.00390995-0.00508733j -0.00141664-0.00325202j 0.00438452+0.0115705j -0.00714569+0.00481708j 0.000623649+0.00772926j -0.000162776+0.00202114j 0.011027+0.0098035j -0.00304446-0.00805948j 0.00975891-0.00172446j 0.00632902+0.000806627j -0.00824922+0.00588598j -0.01269+0.0112377j 0.0122971+0.0012031j -0.00946832+0.00498432j 0.00399256+0.00198651j -0.000932391+0.00581327j -0.00120335+0.00926611j 0.00824568+0.000860177j 
-0.00195421-0.000963509j -0.0037633-0.00417691j -0.0127525+0.00210469j 0.00892691+0.0135131j 0.0141106-0.0100546j -0.00641578+0.00704635j -0.000642131-0.00390314j -0.00911302-0.0095996j 0.00319049-7.17388e-05j 0.00664043-0.00379289j 0.00471325-0.00880361j -0.0132034+0.0018898j 0.00219559-0.00147067j -0.0106259-0.00112877j -0.00165587+0.00740634j -0.00341504+0.00789969j 0.0043415-0.00396568j 0.0019521-0.00377733j 0.008491-0.00166017j 0.00675787-0.000721095j -0.00286634-0.00383419j 0.00823872+0.00416239j 0.00194227-0.00257715j -0.00490914-0.00060426j 0.000591997-0.0017622j -0.00612527-0.00798064j -0.0023007+0.000604962j 0.00254021-0.00345584j -0.000814308+0.00297136j 0.00528141+0.00269989j 0.010085+0.000448961j 0.00914967-0.00415991j -0.000147605+0.000959124j -0.0036899-0.00265347j 0.00183891-0.00892156j -0.000864361-0.00261477j -0.0011014-0.00193073j 0.000176258+0.0115619j -0.0017859+0.00222397j 0.0035423+0.0020566j -0.00653708-0.000577603j -0.00168471-0.00688917j -0.00662254-0.00026496j 0.00209961-0.0100181j 0.00647292-0.00854699j -0.00851272-0.0097372j 0.00738848-0.00153393j -0.00767234-0.00825368j -0.00426967+0.0120017j -0.0129698-0.00255817j 0.00458304+0.000613211j -0.00264449-0.00423501j 
0.0029792+0.000757855j -0.00303944+0.0112405j -0.000218919+0.00164617j -0.00844552-0.0144981j -0.00665331+0.00983042j 0.00355381-0.00207294j 0.00472166+0.0105413j 0.00401676+0.00861195j -0.00274208+0.0016054j -0.00699295-0.00492218j 0.00138477+0.0067328j 0.00596242+0.00222217j 0.000499765-0.00438749j 0.00568388+4.69163e-05j 0.00213667+0.00490199j 0.000257131-0.0047002j 0.00356413+0.0125396j -0.00787296+0.00346012j -0.00547896-0.00142501j -0.00714488-0.00101059j -0.00374684-3.50351e-05j -0.0103176-0.00644668j -1.67742e-05+0.000620718j -0.00237921+0.00404632j -0.00200121-0.00411467j 0.00581077+0.00218133j 0.00577918-0.00230009j 0.00646241-0.00137815j -0.00236723-0.00559781j -0.00159592+0.000307696j -0.00856163-0.000667567j -0.0040669-0.00426576j 0.00161909-5.66891e-05j 0.00147836-0.00367066j 0.00165399+0.00957439j -0.00278136+0.00835451j -0.00134664+0.00295317j -0.00104535-0.000603832j -0.00126049+0.00540264j -0.00162483-7.66492e-07j 0.00471121-0.0055884j -0.00205878+0.0108162j 0.00469646-0.00381647j -0.00352055+0.000729875j 0.000206685+0.00670724j 0.00223075+0.00757912j -0.00371832+0.00434464j 0.00721615+0.0106658j 0.00246617-0.00428048j 0.00441758+0.00425605j -0.00630663+0.00136086j 0.00232675+0.00718416j 
