0.149486+0.130125j 0.121989-0.15467j -0.00895374+0.0338349j 0.0274105+0.0530135j 0.164228+0.143275j 0.108401-0.151097j 0.133485+0.0284612j 0.198244-0.100089j 0.0149905-0.0324993j -0.0597974-0.0659165j -0.00604217+0.0964308j -0.0956145-0.0104666j -0.0966572-0.168111j -0.118152+0.041993j -0.11563-0.0172549j -0.000149581-0.0300081j -0.0393854+0.0283084j 0.0881911-0.0420443j 0.0262451+0.14215j -0.0119182-0.0109656j 0.0988503-0.0612144j -0.0320598+0.0244749j -0.0347-0.0568291j 0.0056804+0.0564219j -0.125948-0.0719775j -0.0561475-0.0206054j 0.0643757-0.100064j -0.0123605+0.0213011j -0.0224067+0.0629643j 0.0115334-0.12259j -0.232866+0.0367008j -0.00745632-0.00823131j 0.0922671-0.0139072j -0.0177549-0.191217j 0.0523729+0.0500787j -0.12208+0.0631392j -0.0215464+0.0159498j -0.0511359+0.173515j 0.0519605+0.0141666j -0.138751+0.0354149j 0.0328325-0.00803286j -0.0396199+0.0664136j -0.182954-0.118586j -0.12313-0.0444853j 0.109235+0.0101625j 0.0623386+0.0207627j 0.0266599+0.125524j 0.118275-0.0836613j -0.00920505-0.27035j 0.162261+0.000534226j -0.0630822+0.0982996j -0.116046-0.0363149j 
0.00317131-0.00846874j -0.00582515-0.000558796j -0.00156679+0.00399304j 0.0108479-0.000188932j 0.000922397+0.00710258j 0.0107316-0.00139859j -0.00649606-0.000920306j 0.00427227-0.00121052j -0.00212823+0.00983984j -0.00664924-0.00613926j -0.00666894+0.00344476j -0.00312357-0.00281592j -0.00114592-0.000844089j 0.00620766-0.00514026j -0.00201265+0.00488443j 0.0066149-0.00420904j 0.000656542+0.00153604j 0.00336099-0.0038296j -0.00155086-0.00352971j -0.0040078-0.00910618j -0.000136343-0.00720628j 0.0150429-0.00431323j 0.000824758+0.00515125j -0.0110225+0.00259458j 0.00115583-0.00846081j 4.70417e-05+0.00151128j -0.00406092-0.000633637j -0.0069978-0.00219706j -0.00732905-0.00849946j -0.000892512+0.00563685j -3.99139e-05-8.23583e-06j 0.00201011-0.00143526j 0.000955247+0.00433894j 0.000603441-0.00450661j 0.000293989+0.00276954j 0.00264482-0.00382509j -0.000413183-0.0029899j 0.00481247-0.00289786j -0.00247829-0.00210969j -0.00317151-0.000962907j -0.00445709-0.00167652j -0.00521153+0.00473474j -0.00137947-0.00418397j 0.00172757+0.00119062j -0.00102271+0.000555721j 0.00053262+0.00780216j -0.00433603+0.00881028j 0.00530458-0.00181439j -0.00378411+0.00426739j -0.00317038-0.0127374j 0.0023634+0.0017327j -0.00391947+0.000455111j 
0.00225914-0.00387952j -0.00430474-0.00096758j -0.000695943+0.00230634j 0.000449013-0.0020323j -0.000862407+0.00486369j 0.00449785+0.000211802j -0.000667563+0.00332364j 0.000817755-0.000725451j -0.00348067+0.00493209j 0.000320576-0.00147368j -0.00120602+0.00632216j 0.00122107-0.00354158j -0.00134348+0.000196567j -0.00218608+0.000485472j -0.00279139-0.000811742j -0.00235359+0.000704788j 0.00266472-0.000698776j 0.00494291+0.000352264j 1.66534e-05+0.00235243j -0.00384953-0.00552511j -0.00349138-0.00143931j 0.00213173-0.00177796j 0.00107518-0.000289292j -0.0011208-0.00197113j -0.00273962-0.00248571j 0.00455257+0.000680562j -0.00254678-0.00155025j -0.00108142-0.00357025j -0.00252006+0.000389772j 0.000710624+0.000831596j -0.000399255-0.00310522j -0.00163243-0.000887073j 0.00184685-0.00248376j -0.000778438+0.00142014j 0.000626475-0.0018391j 0.000736649-0.00260321j -0.00152191-0.00135613j -0.00151607-0.000574878j 0.000843771-0.00516151j -4.17832e-05+0.000881024j 0.00024507-6.51425e-05j 0.000741325+3.28856e-05j 0.000362574-4.09693e-05j 0.00102939+0.0030414j -0.000393745-0.000386758j -0.000771701+0.00291778j -0.0040896+0.000902878j 0.00252235+0.000341877j -0.00401103-0.0011029j -0.0013721-0.00381978j -0.00115681+0.00139185j -0.00138282-0.000634082j 
-0.00151704+0.0027521j 0.000105695+0.000395924j 0.00226121+0.000134242j -0.00341214+0.00182871j -0.0029139-0.00446063j -0.00204068+0.00121389j 0.00155813+0.00241214j -0.00192172+0.00076621j -0.0042725-0.00674147j 0.00768448+0.00234317j 0.000835366-0.00269084j -0.00155002+0.00319428j 0.000519666+0.00250095j -0.00141734+0.00226182j 0.00172382-0.00287281j -0.00514791+0.00265287j -0.00301038+0.000897475j -0.000678973+0.00199928j 0.000298602+0.00211566j 0.00344927+0.00788282j -0.0006632+0.00363578j -0.00760024+0.00500179j -0.00290779-0.00258983j 0.00527947-6.04831e-05j 0.00023272+0.00342189j -0.00139488+0.00235147j 0.00165689+7.31215e-06j 0.000755262-0.00178121j 0.00461981+0.00320336j 0.00126349-0.00191368j 0.000157013+0.00322392j -0.00213487+0.00236439j -0.00424144+0.00065495j 0.000339424+0.00156647j 0.000848385-4.34057e-05j 0.000973355+0.000879964j 0.00211594+0.00360511j 0.00147433+0.00297255j 0.00147947-0.000448966j 0.0014684-0.00210966j 0.00178843+0.000658842j 7.13863e-05-0.00487257j 0.00108685+0.000702758j -0.00438171-0.00149787j 0.00180434+0.0014961j -0.00306341-0.00139721j 0.00284658-0.00365059j -0.000430686+0.00349876j 0.00144882-0.00237801j 0.00216178+0.00582118j 0.00269175-0.003086j 0.00367487+0.00407962j 
-0.00345269+0.00618105j 0.00321183-0.00018698j 0.00333499-0.00197994j -0.00329957-0.00113684j -0.00198599-0.0032309j -0.00400969+0.000244587j 0.00347494+0.00221622j -0.00311373+0.000287302j -0.00232267-0.00621664j 0.00141067+0.00806882j 0.00144127+2.02764e-05j 0.00362401+0.00371728j -0.0026996-0.00135594j 0.000879093+0.0058014j 0.00313878-0.00314958j -0.00409748-0.000885989j 0.00318979-0.00122919j -0.00191272-0.00124968j 0.00209385-0.00464417j 6.03923e-05+0.00561461j -0.00166438+0.00234407j -0.00905002+0.00601005j -0.0005302-0.0037626j 0.00525413-2.2672e-05j -0.00263645+0.00164452j -0.00202901+0.00329523j 0.00182528+0.0029696j 0.00331709-0.00375346j 0.00881214+0.00190933j 0.00241324+0.00127189j -0.00224722+0.00131924j -0.00184128-0.000968038j -0.00103163+0.00573028j 0.00221258+0.00162905j 0.00121524-0.00120263j -0.00430606+0.00157642j 0.00116193+0.000865387j -0.00290093+0.0030364j -0.00142747-7.50859e-05j -0.00220816+0.00258905j 0.00317279+0.00528922j 0.0013746-0.000105231j 0.00210299-0.00170025j -0.000543829-0.00161625j -0.00213742+0.00169034j -0.00280179-0.0049603j 0.0030524+0.00165375j -0.00317306-0.00189176j 0.00282806-0.00370415j -0.00561622+0.00531423j 4.42916e-05-0.000161066j -0.00394237-0.000837551j 
0.00239588+0.000149901j 0.00073556-0.00358554j -0.000876018-8.22277e-05j 0.000285557+0.000334739j 0.00187865-0.000273662j 0.00130005-0.00117473j 0.00181532+0.000327449j 0.00320658-0.00427949j 0.00255953+0.00010458j 0.000396052+0.00128267j 0.00393744-0.00017631j -0.0027113-0.00451565j -0.00415938-0.00373489j 0.00127448-0.00102894j -0.0026072+0.00304577j 0.00148138-0.000598179j -0.0024045+0.000942772j -0.00209846+0.000452435j -0.0016302+0.000140229j -0.000490115-0.00487801j 0.00411856-0.0038084j 0.00151493-0.00384616j -0.000110498-0.000331439j -0.000417671+0.000628779j 0.000240713-0.000407654j -0.00123107-0.00500362j -0.000285345-0.00592752j 0.00113024+0.00234633j -0.00330762-0.00298546j -0.00231961+0.0022365j 0.000197502+0.00133079j 0.00453182-0.000551036j 0.00140681-0.000604443j -0.00214629-0.00163864j -0.00369772+0.000371411j -0.000235232-0.00480905j -0.00156315-0.000995153j -0.00348301-0.000983969j -0.000117726-0.000143141j 0.000247792+0.000911203j -0.000440806-0.00211287j -0.000963128+0.00181069j 0.000737825-0.0017831j -0.00207385-0.00079169j -0.00223037-0.000453345j 0.000998448-0.00234799j -1.45797e-05-0.000231834j 0.00278288-0.00132955j 0.0042372-0.000507184j 0.00302078-0.00115484j 0.000542898+0.000730447j 0.000952233-0.00099654j 
0.00197748-0.0101633j -0.00950408+0.00246936j -0.0032071+0.00771986j 0.0027669+0.00798307j 0.0019632+0.00128673j 0.00961098-0.00377363j -0.00803645+0.00168254j 0.000354379-0.00255613j -0.00607066+0.0010884j 0.00370312-0.00867693j -0.00739946+0.000948125j -0.00599946+0.00302428j 0.0106724+0.00509689j -0.00602701-0.00607845j 0.000953082-0.00489408j -0.0011392+0.00475491j -0.00525984+0.000329493j 0.000818365+0.00524749j 0.000491425+0.0103283j -0.000211437+0.0103019j -0.00154502+0.00131452j 0.000730831-0.00555419j -0.00734526+0.00101256j 0.0057848+0.00669229j -0.00195926+0.00189581j 0.00332047+0.00929874j -0.00426599-0.00191575j -0.00674344-0.00120252j -0.00953523+0.0073573j 0.00281193-0.000701165j 0.0039258+0.00105211j -0.00773191+0.00589711j -0.00833809-0.00743229j -0.00431263+0.00295571j 0.00376089+0.00353821j 0.0118959+0.00191326j 0.00200391+0.00648193j 0.00849575+0.0011561j 0.00780777-0.0040952j 0.00712597-0.0116737j -0.00305151-0.00503413j -0.000152987-0.0156433j -0.00123116+0.00457283j -0.00781376+0.00197804j 0.0106287+0.000306401j -0.00192115+0.0187719j 0.00300936-0.00480376j 0.00948267+0.0122804j -0.00147918+0.00659498j 0.000843481+0.0111124j 0.00672827+0.000195307j 0.001418+0.0158086j 
0.00497239+0.000784146j 0.000882738-0.00829978j -0.00222887+0.0016445j -0.00120358+0.00390201j 0.00743802-0.00250041j 0.00234267-0.00816855j 0.00042716+0.00252839j 0.00641088-0.00880388j 0.0035536-0.00105595j 0.00352465-0.000251421j 0.00485378-0.000263272j -0.00685597-0.00500781j -0.00161542-0.0035559j 0.00331723-0.00658241j -0.00430198-5.47525e-05j 0.00340892-0.00397508j -0.0101554-0.00211677j -0.00491865+0.00368208j -0.00334002+0.00569102j 0.00348614-0.00373167j 0.00668264-0.00288667j 1.06004e-05-0.00176611j -0.00384135-0.000178408j 0.0014939+0.00240673j 0.00132663-0.00283429j 0.00285043-0.00616272j 0.00564539-0.00850671j 0.00493043+0.00845895j -0.00271754-0.00306086j -0.00161737+0.000681895j -0.00411114+0.00451038j 0.00536675+0.00606679j -0.000392122-0.000744391j -0.00512328-0.0083415j -0.00531491+0.00419805j 0.00137752-0.00803656j -0.000966701+0.00108882j 0.00301747+0.00054858j 0.00280433+0.000696823j 0.00309255-0.00316622j -0.000126726-0.00745839j -0.00395452-0.00175883j -0.00260459-0.00167056j -0.00737088-0.00130398j 0.00532512-0.0041187j 0.00321082-0.0022163j 0.000127768+0.00167924j 0.0113577-0.000694768j 0.00632155-0.00158262j 0.00733114-0.000174814j 0.00201921+0.00376181j -0.00111128+0.0010122j 
0.00406685-0.00219606j -0.000951414-0.00221593j -0.00325273+0.00351257j 0.00167645+0.0042655j 0.00291676+0.00175899j 0.00566733-0.00373443j 0.000942568-0.000793049j -0.000219339-0.00362392j 0.00151827+0.000895847j 0.00114256-0.0034278j 0.000953915-0.000117403j -0.00511324-0.00314665j 0.00265218-0.000973275j -0.000543497-0.00702481j -0.00264047+0.0018671j 0.00198619+0.00602076j -0.00632269-0.00101382j -0.00487395+0.00102672j 0.000932978+0.00481197j -0.00160183-5.45349e-05j 0.00404428+0.000262192j 0.00270836-0.00638769j 0.000129971+0.00238191j 0.0013196+0.00391148j 0.00272163+0.000807568j -4.28566e-05-0.0015251j -0.000227095-0.00625973j -0.00261286-0.000315964j -0.00640767-0.00214917j -0.00295828-0.000634896j -0.000186358+0.000638599j -0.000155875+0.00307421j -0.00047438-0.00273932j -0.0032406-0.000315883j -0.00212061+0.00208828j 0.00458502-0.00197895j -0.000346571+0.00320999j 0.0039848-0.000548206j 0.00440458+0.00111403j 0.00431187-0.00190653j -0.00152863-0.00504289j -0.00219966-0.00347573j 6.1459e-05-0.00029127j -0.00498356+0.00109945j 0.00565597-0.000966829j 0.00266481+0.00563539j 0.00164488+0.000893363j 0.00760144+0.00289441j 0.00360974-0.00171611j 0.00789582+0.00196967j 0.00235915-0.000147725j 0.00315603+0.00565405j 
0.000974915-0.0043077j -0.00282124-0.00136646j -0.00148114+0.00407241j 0.00219131+0.000434256j 0.000725272+0.000264054j 0.00464146-0.00282006j -0.00157483+0.00423865j 8.42143e-05-0.00212705j 0.00355011+0.00253569j 0.000974427-0.00185682j 0.00258854+4.06084e-05j -0.00435451-0.00282874j 0.00034402-0.000160982j 0.00235732-0.0079311j -0.00362714+0.0013356j 0.00525924+0.00172092j -0.00693456-0.00342994j -0.00417348+0.000748198j -0.000936518+0.00335931j 0.000149086-0.00298391j 0.00341124-0.00104485j 0.00224345-0.00451891j 0.00371263+0.00452938j -0.00112975+0.000643807j 0.00258399-0.000985696j 0.00147523+0.000847424j 0.00180992-0.00426504j 0.00123213+0.00259831j -0.00286192-0.0047215j -0.00304711-0.00138212j 0.00094712+0.000313596j 0.000547434+0.00251965j -0.000544137-4.25288e-05j -0.000660534-0.00207602j -0.00316004+0.00111656j 0.00339205-0.00432075j -7.34756e-05+0.00343391j 0.00262314-0.00243627j 0.00335229+0.00085895j 0.00367122-0.00128917j -0.000116241-0.00384978j -0.00212972-0.00304253j -0.000116727+0.00130058j -0.00467795-0.000959083j 0.00247873-0.00196766j 0.00344475+1.15964e-05j 0.000819359+0.00213927j 0.00532553+0.00103925j 0.00384721+0.00250435j 0.00211237-0.00183074j 0.00672293+0.000875911j 0.000763499+0.00691762j 
0.00206702+0.00254277j 0.00248629-0.00164708j -0.000236956-0.00139373j 0.00327409-0.00126959j -8.70503e-05+0.00123689j -0.00395495+0.000182633j 0.0015962+5.12107e-05j -0.000859431+0.000369138j -0.00133116+0.00334282j -0.00345966+0.00115876j -0.00372098+0.00298307j 0.001193+0.00318099j 0.00216264+0.00168996j 0.000433599+0.00376824j 0.00515786-0.00291398j -0.00278879+0.000249367j 0.00531083+0.00437556j 0.00794318-0.00301652j 0.00120792-0.00148856j -0.000413806+0.00247115j -0.00444707+0.00171382j -0.00610094+0.003175j -0.00170394-0.00110527j 0.000195468+0.000793294j -0.00408934-0.00318483j -0.000122243+0.00493464j -0.000719822+0.00731505j -0.00236992-0.00103252j 0.00185729+0.0040662j 0.00189135-0.00258708j -0.00366148-0.000134528j 0.00044608-0.00138859j 0.00334761+0.000687776j -0.000323685-0.00108508j 0.00327475-0.0010911j -0.0036736+0.00756893j 0.0011354-0.00639042j -0.0037841+0.00200081j -0.00655535-0.00375731j -0.00445471-0.00178286j -0.000833603+0.00186005j 0.000656927+0.00791708j -0.00333896-0.00262707j -0.000678605+0.000641112j -0.00378599+0.00454775j 8.06765e-05+0.00149903j -0.00210584+0.000399847j -0.00352942-0.000577032j -0.00344067-0.00403872j -0.000912609+0.00125907j -0.00499707+0.00239104j -0.00429353-0.00481764j 
0.000885712-0.000384476j -0.00105775+0.00344327j 0.00282662-0.00278119j 0.00508071-0.000959714j -0.00539583+0.00202616j 0.000570017+0.000344234j 0.000988087-0.00266471j 0.00108442+0.00166905j -0.0106055+0.00125024j -0.000344145+0.00124237j -0.00425805+0.00502576j 0.0018564+0.00364912j 0.0066522+0.00053559j -0.00476361+0.00673303j 0.00737619+0.00127406j -0.00873009+0.0106261j 0.00991439+0.00934348j 0.00299364-0.00364566j -0.00674539-0.00419407j -0.0027752+0.011216j -0.00419367+0.000542609j -0.00289396+0.00245057j -0.00979222-0.00572191j 0.00358484+0.00453674j -0.00368425-0.00130336j -0.000490951+0.00640217j -0.00403145+0.00568509j -0.00695498-0.00273304j -0.00106227+0.009875j 0.0038889+0.000840957j -0.000980981-0.000235733j -0.00763974-0.000150096j -0.00238798-0.00134492j -0.00181489+0.00152401j 0.0102095+0.00280586j 0.00160307+0.00933946j 0.00239605-0.00136757j 0.0012332+0.00433916j -0.00280409-0.00527963j -0.00321799-0.000166726j -0.00313772+0.00687475j -0.00160108+0.00140817j -0.00179379+0.00120862j -0.0015433+0.000558616j -0.00278973+0.00894007j -0.00383725+0.00848927j 0.00175656-0.00375322j -0.00469791+0.00299346j -0.00433825-0.000321274j -0.00188678+0.00700582j -0.00298312-0.00121375j -0.00211898-0.000172846j 
-0.000308477-0.00167511j -0.000721888-0.00316241j -0.00294302-0.0032424j -0.00322519+0.000506477j 0.00711646+0.00180887j -0.00310869+0.00189543j -0.00186323-0.00281525j 0.0039681-0.00213103j -0.00467079+0.00116113j -0.00312952-0.00517421j 0.000696506-0.00338201j 0.00294666+0.00789329j 0.00230339+0.00175882j 0.00077651+0.0106837j 0.00294342-0.00271702j -0.00404227-0.0177497j 0.00576507+0.00161014j 0.0138369+0.00033706j -0.00501869+0.00522788j 0.00511876-0.00145665j -0.00735111-0.00331901j -0.00336807+0.0113631j -0.00663312-0.00631507j -0.00372778-9.35157e-05j -0.00780805-0.00657418j 0.00539025+0.00197512j 0.000844517+0.0124759j 0.00218162+0.00875857j 0.00334276+0.000267328j 0.00723064-0.00255943j -0.000118816-0.000534531j 0.00439342+0.000662722j 0.000351965-0.00193085j -0.00377956-0.00629443j 0.00386243-0.00261023j -0.00333307+0.00190505j -0.000332401-0.00574758j -0.000547684-0.00135744j -0.00481401-8.95784e-05j -0.0036525-0.00397136j 0.00267591+0.00141788j 0.00661549-0.000301198j -0.00489118+0.00590547j 0.00756759-0.00462037j -0.002193-0.00495577j -0.0038339-0.00115815j -0.00637852-0.00694522j -0.00823454+0.00346583j -0.00162595+0.00380007j -0.00194626+0.000757461j -0.00150317+0.00288323j -0.00392892-0.00475423j 
-0.000916287-0.00325711j -0.0020445+0.00138787j -9.37695e-05-0.00258274j 0.00243712-0.00263826j -0.000477569+0.00210388j -0.00026636-0.00168086j 0.0004522+0.00129354j 0.000104792+0.00259136j -0.00394432+0.00483226j -0.00328346-0.00099004j 0.000363743+0.00318132j 0.00146828-0.000277756j 0.00290139+0.00173271j 0.000658268+0.00277685j 0.00166494+0.00120952j -0.00350319+0.00130088j 0.00539005+0.00382308j 0.00193365-0.00507664j -0.00594147-0.00284842j 8.04146e-08-0.00166216j -0.00313661-0.00206042j 0.00168991+0.00293792j -0.00356196-0.000158269j -0.00302034+0.00317654j -0.00272368-0.00535143j 0.00165597+0.00367501j -0.0015548+0.00515943j 4.00656e-05+0.00223618j 0.00102409+0.00213199j 0.00400736+0.0001485j 0.00180168-0.000559562j -0.00140511-0.000669024j 5.0573e-05+0.00250729j -0.00143749+0.00060867j 0.0058397+0.00201031j -0.00143124+0.00297227j 4.17555e-05-0.00175283j 0.00189643-0.00194428j -0.00133942-0.00181428j -0.00164117+0.00437882j -0.00101273+0.00666947j -0.000684555+0.00342412j -0.00288566+0.000109585j 0.00303639-0.00287105j -0.00172344+0.00129156j 0.0025601-0.000902525j -0.00104427-0.000148448j -0.00334296+0.00172216j 0.00092217+0.00195357j -0.000117044+0.000542571j 0.00157201+0.00118773j -0.00223447+0.000445221j 
-0.000693356-0.00233569j -0.000112916-0.00435468j -0.0046078+0.00183944j -0.00337533-0.000535694j 0.00966777+0.00366983j 0.000268929+0.000727397j -0.00058042-0.00129125j -4.10801e-05-0.00756814j 0.00157343+0.00285878j -0.00341011-0.00631439j 0.00635733-0.00579911j 0.0015539+0.00773338j -0.000695417+0.00142659j 0.00468019+0.00550221j -0.000507635+0.00123872j 0.000993979-0.0192254j -0.000790334-0.00205115j 0.0121992+0.00118146j -0.00351282+0.00927183j 0.00342328-0.00640963j -0.00312762-0.00539629j -0.00120266+0.00762092j -0.00294399-0.0012097j -0.00335592-0.00554112j -0.00535966-0.00559176j 0.00449327-0.00308274j 0.00190763+0.00792605j 0.00113686+0.009551j 0.00307398-0.00541288j 0.00137169-0.00402868j -0.0029776-0.00338861j 0.00500398+0.00328844j 0.00182919-0.00277018j -0.00272532-0.0146919j -0.00356793-0.00243646j -0.00277258-0.00514964j -0.00189054-0.00529884j -0.000970683-0.0053984j -0.00293752+0.000552111j -0.00219749-0.00431931j 0.00237519-0.00246626j 0.00683378-0.00439455j -0.00165858+0.00920113j 0.00609931-0.00655615j -0.00205549-0.00716091j -0.00027292-0.005089j -0.00565362-0.0036559j -0.00480427+0.00326212j 0.00155202+0.00513897j -0.000219153-0.00229504j 0.00223568+0.00338696j -0.00245237-0.00192457j 
0.00457989-0.002253j -0.00211913-0.00264342j 0.00468752-0.0020436j 0.00569878+0.00205719j -0.00193974-0.00474463j -0.00484858-0.00424351j -0.000468872-0.00586178j 0.0152472+0.00457276j -0.00924716-0.000180141j 0.000451034+0.00446465j 0.00931059+0.00157961j -0.00171678-0.0113977j 0.0100833-0.0200044j -0.0115872+0.00130808j 0.00175588+0.0123993j -0.010054+0.0100832j 0.00734943+0.00676668j -0.00936171+0.00092838j -0.017643-0.0113018j -0.00564738+0.00782628j 0.00980711+0.00926433j -0.00150585+0.00384738j -0.00956106-0.0115638j -0.0110037+0.00808837j 0.00476669-0.0149475j 0.0111346-0.011532j 0.00356436-0.00373668j 0.00800857+0.00542882j -0.00399808+0.00402726j -0.00506027+0.00167766j -0.0109444+0.00617494j 0.00514784+0.00899707j -0.00676029-0.0090972j -0.0116675-0.00156742j 0.0169219+0.00919527j -0.00217746-0.00247395j 0.00371497+0.00443366j 0.00190137-0.00248837j 0.00364924-0.00415458j 0.0036479-0.00651049j -0.0080093+0.00594274j -0.0092825+0.00909723j -0.00156653+0.00545425j 0.00430332-0.00126398j -0.00778514-0.00180677j -0.00677552+0.000530289j 0.00208789-0.000188509j -0.00141101+0.00106083j -0.000848028-0.000120792j 0.00169515+0.000237011j 0.000482731+0.00113964j -0.00266346-0.0018126j 
0.000545844-0.00290945j -0.00287447-0.00214034j -0.00189999+0.00454368j -0.00314186+0.00262263j 0.00819869-0.00230795j -0.00321443-0.00434385j 0.00061671-0.00308012j 0.00357794-0.00504281j -0.00134733+0.00302206j 0.00234988-0.00581653j 0.0145527-0.00422516j -0.00446337-0.00279991j 0.00686455-0.00110205j 0.00100635+0.00275396j -0.00512227+0.00681776j -0.00106903-0.00442759j -0.000299822-0.00216271j 0.0049128-0.000575093j -0.0084636+0.00983433j -0.000147654-0.00442756j 0.000601111+0.00366422j -0.00280818+0.00431661j -0.00712467-0.00703775j -0.00814423-0.00388641j 5.91708e-07-0.00954174j 0.0081892-0.00902253j 0.00251746+0.00349829j 0.00916796+0.0125481j -0.00335264-0.00180964j 0.00516141-0.00515044j -0.00586723-0.00137636j 0.00363582+0.00995929j -0.00396733-0.0060442j -0.00720703-0.00355284j -0.00114284+0.00363181j 6.45079e-07-0.00362907j -0.000577897-0.00196867j 0.00387838-0.00208577j 0.000541283-0.00347089j 0.00554398-0.00561754j -0.00275964-0.00337477j 0.00192935-0.00524625j -0.0046266+0.00752462j 0.00240183-0.00269067j -0.000995687-0.00759425j -0.00441832-0.00201699j -0.00584475-0.00142221j -0.00228843+0.00652487j 0.00194847+0.00660388j 0.000713926-0.000257881j 0.00269049+0.000369284j 0.000544429-0.000152237j 
-0.00285801-0.000173701j -0.000196663+0.00218481j -0.00195601-0.00261722j -0.000153427-0.00517454j -0.00103608-0.000129812j -0.00638102-0.00760405j 0.0131965+0.0114693j -0.0152691+0.00177481j 7.08341e-05+0.0116654j -0.007371+5.21149e-05j 0.0147959+0.00741264j -0.00538351-0.011297j 0.0091946+0.00942308j 0.00668988-0.00471069j -0.00329429+0.00567741j -0.0062781+0.0202118j 0.0032633+0.00123934j -0.00242422-0.0108649j -0.0123365-0.00391812j -0.00741516-0.00597447j 0.00373369-0.00239159j 0.00809134+0.000845418j -0.00938788+0.00893246j 0.00162315+0.000551106j -0.00446231-0.0021379j 0.00447969+0.00251769j 0.000533766+0.00297057j -0.000300306+0.00274155j 0.00333467-0.00332908j 0.00547371-0.0019569j 0.00373238-0.00314818j -0.00646874+0.00193212j 0.0025352+0.007508j -0.000848328-0.00223507j 0.00556003+0.0119028j -0.00457798+0.00480059j -0.0028155-0.00428999j 0.00276693-0.00944344j 0.000250825-0.0097447j 0.00605986+0.00895088j -0.00328228+0.0119591j -0.00184423-0.00126329j -0.00286565+0.00123947j -0.00152101-0.00389469j -0.00194972+0.00310655j 0.010208-0.00736798j 0.000958308+0.00184401j 0.00453806-0.000287731j 0.00302871+0.000576992j 0.00354174-0.00213745j -0.000678434-0.00130987j 0.00171141-0.00173722j 
-0.00215326-0.00104957j -7.93472e-05-0.000327457j 6.13874e-06-0.00943742j 0.00411456-0.00618526j -0.0100499-0.00248932j -0.00471368+0.00170598j 3.67705e-05+0.0104957j -0.00316584+0.00460526j -0.00353755+0.000199852j -0.00241216+0.00580571j -0.00488019+0.00560302j 0.00759505-0.00343119j -0.0017821-0.000992074j 0.00412028-0.00713262j 0.0057646-0.00127475j -0.00540337+0.00230087j 0.00209995+0.00349142j -0.00499588+0.000305997j -0.00812546-0.0117643j 0.000174336-0.00568654j -0.00175732-0.00263955j 0.00402196-0.000949962j 0.00315393+0.00812712j -0.000609816+0.00487273j -0.00281194-0.00139331j -0.000876443+0.0124548j 0.00546214+0.00362277j 0.00255815+0.00211392j 0.0052661-0.00722297j -0.00343608-0.00174551j 0.00686527+0.000893169j 0.00304984-0.00187391j 0.00751036+0.00716015j 0.00101159-0.00255558j 0.00690137-0.00375722j 0.000468675-0.000958428j 0.00428957+0.00343148j 0.000658488-0.0054894j -0.00378998-0.000274166j 0.000355495+0.00500373j 0.000680552+0.00562285j -0.00256513+0.0119293j -0.00335216+0.00345899j -0.00367994-0.00247077j -0.00392911+0.00308954j 0.00804283-0.0054848j 0.00180812-0.000557187j -0.00141128-0.00311451j 0.00239881+0.00241329j -0.000699134-0.00373108j 0.001517-0.000176225j -0.000286527-0.000277761j 
-0.00240496-0.00174773j -0.00417686+0.0041415j 0.00103834+0.0125837j -0.00158382+0.00102119j 0.00374469+0.000309889j 0.00136883+0.00248707j 0.00447117-0.00509596j -0.00205185-0.0037359j 5.83158e-05+0.00265586j 0.00196112-0.00471406j 0.00972562+0.000444209j -0.00856904+0.000580701j 0.00250564+0.00181414j 0.0016204+0.00813398j -0.0097315+0.00753353j 0.000259777+0.00673927j 0.00916897-0.00568976j 0.00067068-0.00448275j 0.00273434+0.00490758j -0.00502922-0.000229577j -0.00103856+0.00209489j -0.0017549-0.00120032j 0.000258682-0.000730273j -0.0010005-0.0099774j 0.00409094+0.0013459j 0.00329164-0.0105749j -0.00649097+0.00192373j -0.00157552-0.0026919j -0.000352872+0.00588691j 0.0063611+0.00089715j -0.00459005-0.00552377j -0.0070388+0.00204622j -0.00790189-0.00293867j 0.000880521+0.00696445j -0.00669253+0.00331646j 0.000248417-0.00271202j -0.00559592-0.00407687j -0.00185638+0.00284165j -0.00102901-0.00415883j 0.00238532-0.00257607j -0.00441898-0.00188234j 0.000886045-0.0118786j 0.0043653-0.0012636j 0.00152532+0.00288916j -0.00182983+0.00111057j -0.00356281+0.000134644j -0.00393097+0.00297892j 0.0021357+0.0014833j -0.00252619+0.00106908j -0.000370595+0.00173021j 0.00166052-0.000670929j 0.00151598+0.00128533j 
