-0.718445-0j 0.700737-0j -0.0844039-0j -0.00180959-0j 0.118685-0j -0.0515245-0j -0.00743692-0j -0.00104149-0j -0.0368109-0j -0.000150326-0j -0.00531319-0j 0.0507753-0j 0.00732879-0j 0.0635831-0j 0.00917742-0j -0.0375102-0j -0.00663092-0j -0.000552577-0j -0.000734135-0j -0.0345968-0j -0.000129778-0j 0.033744-0j -1.08148e-05-0j -0.0061159-0j -0.000524491-0j -0.000509659-0j 0.00596516-0j 0.0486485-0j -9.27178e-05-0j 0.000497097-0j 0.0312251-0j -7.72648e-06-0j 0.00859992-0j 0.00551987-0j 0.00071666-0j 0.000459989-0j -0.0295614-0j -0.00492689-0j -0.00301709-0j -0.000566875-0j -0.000615862-0j -3.629e-05-0j -0.0258662-0j -9.44791e-05-0j -0.0172441-0j 0.0252287-0j -5.78564e-05-0j -1.18099e-05-0j -0.00431103-0j -0.000522846-0j -6.95904e-07-0j -0.00287402-0j -0.00263996-0j -0.0106693-0j 0.00420478-0j 0.0342918-0j -0.00175997-0j 0.00257489-0j -0.000538879-0j 0.0180242-0j -8.7141e-05-0j -0.000359253-0j -3.17538e-05-0j 0.000525597-0j 0.0319198-0j -0.00177821-0j -5.33627e-05-0j 0.0057153-0j -2.11692e-05-0j 3.09711e-05-0j 0.0139113-0j -0.00108893-0j 0.00300404-0j -1.08926e-05-0j 0.00349989-0j -0.000222276-0j 0.00183959-0j 0.00531997-0j 0.000714412-0j -6.41854e-07-0j 0.000375505-0j -1.30978e-05-0j 0.0032578-0j 0.00231854-0j 4.20971e-05-0j 0.000664996-0j 2.21268e-05-0j 0.00141981-0j 3.91852e-05-0j 0.000289818-0j 1.70777e-05-0j 
-0.0258662-0j 0.0252287-0j -0.0030388-0j -6.51508e-05-0j 0.00427303-0j 0.00550561-0j 0.000794666-0j -3.74968e-05-0j -0.0013253-0j -5.4122e-06-0j -0.000191291-0j 0.00182807-0j 0.000263859-0j 0.00228918-0j 0.000330415-0j -0.00135048-0j -0.000238733-0j -1.98945e-05-0j 7.84453e-05-0j -0.00124559-0j 1.38673e-05-0j 0.00121489-0j 1.15561e-06-0j -0.000220191-0j -1.88833e-05-0j -1.83493e-05-0j 0.000214764-0j 0.00175149-0j -3.33812e-06-0j 1.7897e-05-0j 0.0011242-0j -2.78177e-07-0j 0.000309623-0j 0.000198732-0j 2.5802e-05-0j 1.6561e-05-0j 0.205865-0j -0.000177383-0j -0.000108625-0j 0.00394771-0j -2.21729e-05-0j -1.30655e-06-0j -0.534617-0j -3.40154e-06-0j 0.120088-0j 0.52144-0j -2.08301e-06-0j -4.25192e-07-0j 0.000460652-0j 0.0036411-0j -2.50547e-08-0j -0.000103474-0j 0.00028209-0j 0.0743007-0j -0.000449297-0j -0.238808-0j -6.33644e-05-0j -0.000275137-0j 5.75814e-05-0j -0.125521-0j -3.13734e-06-0j -1.29342e-05-0j 3.39302e-06-0j -5.61622e-05-0j -0.222289-0j -6.4021e-05-0j -1.92122e-06-0j 0.000205768-0j -7.62155e-07-0j -3.30939e-06-0j -0.096878-0j -3.92047e-05-0j 0.000108154-0j -3.92168e-07-0j 0.000126007-0j -8.00262e-06-0j 6.62308e-05-0j 0.000191535-0j 2.5721e-05-0j -2.31087e-08-0j 1.35193e-05-0j -4.71559e-07-0j 0.000117291-0j 8.34746e-05-0j 1.51563e-06-0j 2.39419e-05-0j 7.96633e-07-0j 5.11176e-05-0j 1.41079e-06-0j 1.04343e-05-0j 6.14849e-07-0j 
-0.00233703-0j -0.00236125-0j -0.000274558-0j -0.000339748-0j -0.000198186-0j 0.0322153-0j -2.41916e-05-0j 0.0375845-0j 0.0230157-0j -2.82235e-05-0j -1.72833e-05-0j 0.0328864-0j -2.46956e-05-0j 0.0135649-0j -1.01864e-05-0j 0.000485079-0j -0.0164821-0j 7.14589e-06-0j -0.000137833-0j -0.00011254-0j 0.00468332-0j -0.000113706-0j -2.03047e-06-0j 0.00382392-0j -9.84725e-05-0j -1.65787e-06-0j 0.00386354-0j -8.12357e-05-0j 0.00334593-0j -1.67505e-06-0j -2.59552e-05-0j -1.45064e-06-0j 0.00276025-0j 0.000881913-0j -1.19671e-06-0j -3.82356e-07-0j -9.61603e-05-0j -1.60267e-05-0j -0.179402-0j 0.000423113-0j 0.000385062-0j -1.18048e-07-0j -8.41403e-05-0j 7.05188e-05-0j -5.60935e-05-0j -8.50122e-05-0j 0.789384-0j -0.0016943-0j -1.40234e-05-0j -9.81636e-05-0j 5.1942e-07-0j -9.34892e-06-0j -0.156977-0j -3.47061e-05-0j -1.41687e-05-0j -5.72621e-05-0j -0.104651-0j -0.158604-0j 0.000336929-0j -6.07357e-05-0j -1.63606e-05-0j 0.00022462-0j -1.03292e-07-0j 0.000340421-0j -3.54291e-05-0j -5.78435e-06-0j -0.18314-0j -9.54369e-06-0j -6.88613e-08-0j -1.04362e-07-0j -9.24256e-06-0j -0.0647498-0j -1.01226e-05-0j 0.000393084-0j -0.106832-0j 0.000138976-0j -0.113312-0j -5.90485e-06-0j 0.000229299-0j -1.20507e-07-0j 0.000243209-0j -4.26057e-08-0j -0.0660987-0j -1.54043e-06-0j -7.02959e-08-0j 0.000141872-0j -7.45601e-08-0j -0.0172435-0j -4.34934e-08-0j 3.70107e-05-0j -1.13463e-08-0j 
0.000477045-0j 0.000481988-0j -0.0053411-0j -0.00660927-0j -0.00385541-0j -0.00327085-0j 0.021952-0j -0.00381599-0j -0.00233681-0j 0.0256106-0j 0.0156833-0j -0.00333899-0j 0.0224093-0j -0.00137726-0j 0.00924337-0j -9.90163e-05-0j -0.159483-0j -0.0198715-0j 2.8135e-05-0j 2.29721e-05-0j 0.0453164-0j 2.32102e-05-0j 0.00564639-0j 0.0370007-0j 2.01006e-05-0j 0.00461026-0j 0.0373841-0j 1.65822e-05-0j 0.0323756-0j 0.00465803-0j 5.29808e-06-0j 0.00403397-0j 0.0267085-0j 0.00853349-0j 0.00332786-0j 0.00106327-0j 1.96286e-05-0j -0.000311775-0j -0.000385062-0j -8.63675e-05-0j -0.173798-0j 0.000661159-0j 1.71751e-05-0j 0.00137183-0j 1.145e-05-0j 1.7353e-05-0j 0.0016943-0j 0.764724-0j -0.000272803-0j 2.00376e-05-0j -0.00290915-0j -0.000181869-0j -0.000336929-0j 7.08435e-06-0j -0.00027563-0j 1.16886e-05-0j -0.00022462-0j -0.000340421-0j -0.152073-0j 1.23976e-05-0j -0.00031827-0j -0.101382-0j 0.000578514-0j -0.153649-0j 7.23194e-06-0j -0.000112526-0j -0.000393084-0j -0.000185658-0j 0.000385676-0j 0.000584509-0j 1.88663e-06-0j -0.000138976-0j -0.00019692-0j -0.177419-0j -0.000229299-0j -0.062727-0j -0.000243209-0j -0.00011487-0j -0.103494-0j 0.000674933-0j -0.109772-0j 0.000238625-0j -0.000141872-0j -2.99666e-05-0j 0.000393711-0j -0.0640338-0j 0.000417594-0j -3.70107e-05-0j 0.000243596-0j -0.0167048-0j 6.35481e-05-0j 
0.0205184-0j -0.0213385-0j 0.00487948-0j 0.00298289-0j -0.001791-0j -0.00151463-0j -0.000218619-0j 0.00347513-0j 0.00318471-0j 0.000501592-0j 0.000459673-0j 0.00150217-0j 0.00021682-0j -0.00063777-0j -9.20542e-05-0j -0.00110266-0j -0.000194925-0j -1.62438e-05-0j -0.00124559-0j -0.00194314-0j -0.000220191-0j 0.0020208-0j -1.83493e-05-0j -0.000343501-0j 0.00261901-0j -2.86251e-05-0j 0.000357231-0j 0.000713225-0j 0.00046298-0j 2.97692e-05-0j -0.000234556-0j 3.85817e-05-0j 0.000126082-0j -4.1464e-05-0j 1.05068e-05-0j -3.45534e-06-0j 0.168088-0j -0.000144833-0j -8.86916e-05-0j 0.18604-0j -1.81041e-05-0j -1.06679e-06-0j -0.14289-0j -0.000160301-0j -0.483708-0j 0.148601-0j -9.81636e-05-0j -2.00376e-05-0j 0.000123121-0j 0.327843-0j -1.18073e-06-0j 0.000416786-0j 7.53959e-05-0j -0.29815-0j -0.000128042-0j -0.196846-0j 0.000255228-0j -7.84094e-05-0j 1.53901e-05-0j -0.312453-0j -0.000282485-0j 5.20983e-05-0j 9.06872e-07-0j -1.60052e-05-0j -0.0601671-0j 0.0002569-0j -0.000172986-0j 0.000169612-0j 3.06992e-06-0j -9.43118e-07-0j 0.016156-0j 0.000157319-0j 0.000269225-0j -3.53107e-05-0j 0.000103865-0j 3.21125e-05-0j 0.000164866-0j 5.18429e-05-0j 2.12014e-05-0j -2.0807e-06-0j 3.36531e-05-0j 1.89225e-06-0j 3.17471e-05-0j -1.39208e-05-0j 1.24931e-06-0j 6.48036e-06-0j 1.98303e-06-0j -8.5247e-06-0j 3.81859e-07-0j -1.7401e-06-0j -1.02536e-07-0j 
-2.81101e-05-0j -2.84014e-05-0j 0.000632757-0j 0.000782997-0j 0.000456748-0j -2.01597e-06-0j -0.00798392-0j -2.35196e-06-0j -1.44028e-06-0j -0.00931457-0j -0.00570399-0j -2.05797e-06-0j -0.00815025-0j -8.48868e-07-0j -0.00336181-0j 5.83459e-06-0j -0.000197624-0j -0.223169-0j -1.65787e-06-0j -1.35365e-06-0j 5.6154e-05-0j -1.36767e-06-0j 0.0634125-0j 4.58495e-05-0j -1.18444e-06-0j 0.0517761-0j 4.63247e-05-0j -9.77113e-07-0j 4.01183e-05-0j 0.0523126-0j -3.12192e-07-0j 0.0453041-0j 3.30959e-05-0j 1.05743e-05-0j 0.0373739-0j 0.0119412-0j -1.15663e-06-0j 3.69358e-05-0j -1.18048e-07-0j 5.08925e-06-0j -0.000661159-0j -0.168203-0j -1.01205e-06-0j -0.00016252-0j -6.747e-07-0j -1.02254e-06-0j 5.1942e-07-0j 0.00290915-0j 3.23188e-05-0j -1.18073e-06-0j 0.740108-0j 2.15459e-05-0j -1.03292e-07-0j -4.17449e-07-0j 3.26537e-05-0j -6.88756e-07-0j -6.88613e-08-0j -1.04362e-07-0j -0.000578514-0j -7.30536e-07-0j 3.77053e-05-0j -0.000385676-0j -0.147178-0j -0.000584509-0j -4.26146e-07-0j 1.33308e-05-0j -1.20507e-07-0j 2.19948e-05-0j -0.0981187-0j -0.148703-0j -1.11171e-07-0j -4.26057e-08-0j 2.3329e-05-0j -0.000674933-0j -7.02959e-08-0j -0.000238625-0j -7.45601e-08-0j 1.36086e-05-0j -0.000393711-0j -0.171708-0j -0.000417594-0j -0.0607079-0j -4.34934e-08-0j 3.55013e-06-0j -0.100163-0j -0.000243596-0j -0.106239-0j -1.13463e-08-0j -0.0619726-0j -6.35481e-05-0j -0.0161671-0j 
0.00431103-0j -0.00420478-0j -0.0238804-0j -0.000511988-0j 0.0335796-0j -0.000917601-0j 0.0126222-0j 6.24947e-06-0j 0.000220884-0j -8.59656e-05-0j -0.00303841-0j -0.000304678-0j 0.00419105-0j -0.000381531-0j 0.00524821-0j -0.0324934-0j -0.00187609-0j -0.000475653-0j 0.00188744-0j -0.0299696-0j 0.000108976-0j 0.0292309-0j 2.76293e-05-0j -0.00173037-0j -0.000454343-0j -0.00043871-0j 0.00168772-0j 0.042142-0j -2.62327e-05-0j 0.000427897-0j 0.0270489-0j -6.65089e-06-0j 0.00243318-0j 0.00156174-0j 0.000616895-0j 0.000395955-0j 0.000177383-0j 0.201238-0j 1.81041e-05-0j 3.40154e-06-0j -0.000352187-0j -4.17234e-05-0j -0.000460652-0j 0.00385898-0j 0.000103474-0j 0.000449297-0j 3.47168e-07-0j -6.75361e-06-0j -0.522601-0j 3.13734e-06-0j -8.00097e-07-0j 0.117389-0j -4.7015e-05-0j 6.4021e-05-0j 0.50972-0j -0.000205768-0j 1.05607e-05-0j 4.58562e-05-0j 0.000914605-0j -0.000108154-0j 0.00355926-0j -0.000205443-0j 0.000108353-0j -0.000892062-0j -0.000191535-0j 0.0726307-0j 3.20204e-07-0j -0.23344-0j -2.43387e-05-0j -0.000105682-0j -8.34746e-05-0j 6.53412e-06-0j -0.122699-0j -6.22907e-06-0j -2.10011e-05-0j -0.000127111-0j -1.10385e-05-0j -0.217293-0j 0.000408544-0j -7.37954e-07-0j 0.000214736-0j -1.50588e-05-0j -1.95485e-05-0j -0.0947005-0j 4.84e-05-0j 0.000380285-0j 2.54397e-05-0j -8.51959e-06-0j 4.50522e-05-0j 0.000165736-0j 1.96346e-05-0j 
0.0213385-0j -0.0215467-0j -0.00493004-0j -0.00299461-0j 0.00162471-0j 0.00153033-0j 0.000220884-0j 0.00338948-0j 0.00109332-0j 0.000489229-0j 0.000157807-0j -0.00156127-0j -0.00022535-0j 0.00304559-0j 0.000439593-0j 0.00111409-0j 0.000196945-0j 1.64121e-05-0j -0.00121489-0j -0.0020208-0j -0.000214764-0j 0.00204052-0j -1.7897e-05-0j -0.000357231-0j -0.000867958-0j -2.97692e-05-0j 0.000360716-0j 0.000665961-0j -0.000153435-0j 3.00597e-05-0j 0.0024851-0j -1.27862e-05-0j 0.000117726-0j 0.000439307-0j 9.81053e-06-0j 3.66089e-05-0j -0.16983-0j 0.000146334-0j 8.96107e-05-0j 0.181454-0j 1.82917e-05-0j 1.07785e-06-0j -0.148601-0j -0.000156349-0j 0.488721-0j 0.150051-0j -9.57441e-05-0j -1.95437e-05-0j 0.000128042-0j -0.329132-0j -1.15162e-06-0j -0.000421105-0j 7.84094e-05-0j -0.061295-0j -0.000129291-0j 0.178569-0j -0.000257873-0j -7.91744e-05-0j 1.60052e-05-0j 0.107202-0j 0.000283596-0j -5.26381e-05-0j 9.43118e-07-0j -1.61614e-05-0j -0.295739-0j 5.28146e-05-0j 0.000173666-0j -0.000153863-0j -3.10173e-06-0j -9.5232e-07-0j -0.296717-0j 3.23422e-05-0j -9.23701e-05-0j 3.54495e-05-0j -9.42216e-05-0j 6.60183e-06-0j -5.65649e-05-0j 0.000254823-0j -1.92329e-05-0j 2.08888e-06-0j -1.15463e-05-0j 3.89016e-07-0j 0.000156047-0j 0.000255665-0j -1.13331e-06-0j 3.18529e-05-0j -6.8037e-07-0j 0.000156562-0j 1.87695e-06-0j 3.19582e-05-0j 1.88315e-06-0j 
0.00263996-0j -0.00257489-0j 0.000310146-0j 6.64942e-06-0j -0.000436114-0j 0.108005-0j -8.11052e-05-0j -0.000735589-0j -0.025999-0j 5.5238e-07-0j 1.95236e-05-0j 0.0358619-0j -2.693e-05-0j 0.0449078-0j -3.37229e-05-0j 0.000137833-0j -0.00468332-0j 2.03047e-06-0j -8.00629e-06-0j 0.000127127-0j 0.00027204-0j -0.000123994-0j -1.17944e-07-0j -0.00431957-0j 1.92727e-06-0j 1.87276e-06-0j 0.0042131-0j -0.000178761-0j -6.54852e-05-0j -1.8266e-06-0j -0.000114738-0j 2.83913e-08-0j 0.006074-0j 0.0038986-0j -2.6334e-06-0j -1.69025e-06-0j 0.000108625-0j 1.81041e-05-0j 0.202657-0j 2.08301e-06-0j -0.000434974-0j 1.33349e-07-0j -0.00028209-0j 3.47168e-07-0j 6.33644e-05-0j 0.000275137-0j 0.00388618-0j -8.34115e-06-0j -4.7015e-05-0j 1.92122e-06-0j 2.55713e-09-0j 1.05607e-05-0j -0.526285-0j 3.92047e-05-0j 4.58562e-05-0j -0.000126007-0j 0.118216-0j 0.513313-0j 0.0011296-0j -6.62308e-05-0j 3.20204e-07-0j -0.000253735-0j -3.46299e-07-0j -0.00110175-0j -0.000117291-0j 6.53412e-06-0j 0.00358435-0j -2.10011e-05-0j 7.77871e-08-0j 3.37763e-07-0j -5.11176e-05-0j 0.0731426-0j -1.10385e-05-0j -7.6933e-06-0j -0.235086-0j -0.00015699-0j -0.123564-0j -1.95485e-05-0j 0.000504579-0j 2.35852e-09-0j 0.000265213-0j 4.81283e-08-0j -0.218825-0j -8.51959e-06-0j -1.54688e-07-0j 0.000469677-0j -8.1306e-08-0j -0.095368-0j -1.43988e-07-0j 0.000204694-0j -6.27527e-08-0j 
-0.054387-0j -0.0180242-0j 0.00217102-0j -0.000136988-0j -0.0030528-0j 0.0013253-0j 0.000191291-0j 2.6789e-05-0j 0.00084056-0j 3.86666e-06-0j 0.000121324-0j 0.00384374-0j 0.000554797-0j -0.00163547-0j -0.00023606-0j 0.00096483-0j 0.000170559-0j 1.42133e-05-0j 1.88833e-05-0j -0.00261901-0j 3.33812e-06-0j -0.000867958-0j 2.78177e-07-0j -0.00046298-0j 1.19765e-05-0j -3.85817e-05-0j -0.000153435-0j 0.00368274-0j 2.11717e-06-0j -1.27862e-05-0j -0.000803167-0j 1.76431e-07-0j 0.000651023-0j -0.000141981-0j 5.42519e-05-0j -1.18318e-05-0j -0.147077-0j 0.000126729-0j 7.76052e-05-0j -0.00282038-0j 1.58411e-05-0j 9.33445e-07-0j 0.378751-0j 2.43017e-06-0j -0.0857951-0j 0.125521-0j 1.48817e-06-0j 3.03772e-07-0j -0.000326349-0j 0.00765587-0j 1.78999e-08-0j 7.39251e-05-0j -0.000199847-0j -0.663136-0j -0.000108154-0j 0.170613-0j 4.52697e-05-0j -6.62308e-05-0j -4.07937e-05-0j 0.0796101-0j -6.59666e-06-0j 9.24064e-06-0j -2.40379e-06-0j -1.35193e-05-0j -0.467392-0j 0.00057139-0j -4.03961e-06-0j -0.000147008-0j 5.4451e-07-0j -7.96633e-07-0j 0.069213-0j 0.000349903-0j -6.85958e-05-0j -8.24583e-07-0j -9.00236e-05-0j 7.14237e-05-0j -4.20062e-05-0j 0.000402727-0j -1.8376e-05-0j -4.8589e-08-0j -8.57448e-06-0j 4.20868e-06-0j 0.000246619-0j -5.96372e-05-0j -1.08282e-06-0j 5.03408e-05-0j -5.05256e-07-0j -3.65201e-05-0j 2.96636e-06-0j -7.45464e-06-0j -4.39269e-07-0j 
-0.00341974-0j 0.00355642-0j 0.0383454-0j 0.023441-0j -0.0140746-0j 0.000252439-0j -0.00347247-0j -0.000579189-0j -0.000530785-0j 0.00796713-0j 0.0073013-0j -0.000250362-0j 0.0034439-0j 0.000106295-0j -0.00146216-0j -0.0265307-0j -0.00153182-0j -0.000388369-0j -0.0299696-0j -0.046753-0j -0.00173037-0j 0.0486217-0j -0.00043871-0j -0.00269941-0j 0.063015-0j -0.000684394-0j 0.0028073-0j 0.0171606-0j 0.00363833-0j 0.000711748-0j -0.00564356-0j 0.000922443-0j 0.000990812-0j -0.000325845-0j 0.000251205-0j -8.26131e-05-0j 0.000144833-0j 0.16431-0j 1.47819e-05-0j 0.000160301-0j -0.00028756-0j -3.4067e-05-0j -0.000123121-0j 0.181858-0j -0.000416786-0j 0.000128042-0j 1.63606e-05-0j -0.00031827-0j -0.139679-0j 0.000282485-0j -3.77053e-05-0j -0.472836-0j -1.2566e-05-0j -0.0002569-0j 0.145261-0j -0.000169612-0j -4.2538e-05-0j 1.30682e-05-0j 0.000244452-0j -0.000269225-0j 0.320475-0j 0.000827512-0j 2.89601e-05-0j -0.000254222-0j -5.18429e-05-0j -0.291449-0j 2.8831e-05-0j -0.192421-0j 9.80349e-05-0j -3.01176e-05-0j 1.39208e-05-0j -2.62198e-05-0j -0.30543-0j -0.000560863-0j -1.73109e-05-0j 0.000510065-0j -2.74776e-05-0j -0.0588148-0j 0.000336757-0j -6.64452e-05-0j 0.000534535-0j 6.04272e-05-0j -5.29119e-06-0j 0.0157929-0j 3.98954e-05-0j 0.000102932-0j 6.3326e-05-0j 1.42078e-06-0j 1.21943e-05-0j -2.76391e-05-0j -3.27439e-06-0j 
-0.000538879-0j 0.000525597-0j 0.00603341-0j 0.000129354-0j -0.00848393-0j -0.0109659-0j 0.0735966-0j 7.46851e-05-0j 0.00263971-0j -0.000501242-0j -0.0177161-0j -0.00364109-0j 0.0244368-0j -0.00455953-0j 0.0306009-0j -2.8135e-05-0j -0.0453164-0j -0.00564639-0j 1.63428e-06-0j -2.59498e-05-0j 0.00263229-0j 2.53102e-05-0j 0.000327982-0j -0.0417967-0j -3.93402e-07-0j -0.00520784-0j 0.0407665-0j 3.64895e-05-0j -0.000633643-0j 0.00507948-0j 2.34208e-05-0j -7.89514e-05-0j 0.0587727-0j 0.0377234-0j 0.00732304-0j 0.0047003-0j -2.21729e-05-0j 0.000352187-0j 0.000434974-0j -4.25192e-07-0j 0.196326-0j -0.000746859-0j 5.75814e-05-0j 6.75361e-06-0j -1.29342e-05-0j -5.61622e-05-0j 8.34115e-06-0j 0.00376478-0j -0.000914605-0j -3.92168e-07-0j -1.43219e-05-0j 0.000205443-0j -0.0011296-0j -8.00262e-06-0j 0.000892062-0j 2.5721e-05-0j 0.000253735-0j 0.00110175-0j -0.509844-0j 1.35193e-05-0j 6.22907e-06-0j 0.114523-0j 0.00193954-0j 0.497277-0j 2.39419e-05-0j 0.000127111-0j 7.6933e-06-0j -0.000408544-0j -0.000435668-0j -0.00189173-0j 1.04343e-05-0j 0.00015699-0j -0.000214736-0j 0.00347237-0j -0.000504579-0j 0.0708577-0j -0.000265213-0j -0.000380285-0j -0.227742-0j -1.32095e-05-0j -0.119704-0j -0.000269556-0j -0.000469677-0j -0.000165736-0j 0.000866371-0j -0.211989-0j 0.000455376-0j -0.000204694-0j 0.000806444-0j -0.0923887-0j 0.000351464-0j 
0.014811-0j -0.0138295-0j -0.001791-0j -0.00419441-0j -0.0049697-0j -0.00109332-0j -0.000157807-0j 0.00248478-0j 0.00229884-0j 0.000358647-0j 0.00033181-0j 0.000973557-0j 0.000140521-0j -0.000551164-0j -7.95537e-05-0j -0.000795944-0j -0.000140704-0j -1.17254e-05-0j 0.00175149-0j 0.000713225-0j 0.000309623-0j -0.000665961-0j 2.5802e-05-0j 0.000126082-0j -0.00368274-0j 1.05068e-05-0j -0.000117726-0j 0.00197907-0j -0.000651023-0j -9.81053e-06-0j 0.0021564-0j -5.42519e-05-0j 0.000349853-0j 0.000381201-0j 2.91544e-05-0j 3.17667e-05-0j 0.121333-0j -0.000104546-0j -6.4021e-05-0j -0.261601-0j -1.30682e-05-0j -7.70053e-07-0j -0.103144-0j 0.000225408-0j 0.0707773-0j 0.0963085-0j 0.000138033-0j 2.8176e-05-0j 8.88735e-05-0j 0.234414-0j 1.66028e-06-0j -6.09851e-05-0j 5.44237e-05-0j -0.215216-0j -8.2984e-05-0j 0.277743-0j -3.73456e-05-0j -5.08171e-05-0j 1.11092e-05-0j -0.202501-0j -0.000201982-0j -7.62314e-06-0j 6.54615e-07-0j -1.0373e-05-0j -0.0519968-0j 0.00018544-0j -0.000123688-0j -0.000239317-0j -4.49198e-07-0j -6.11235e-07-0j -0.509046-0j 0.000113559-0j 0.000174484-0j -2.52478e-05-0j -0.000146551-0j 2.31801e-05-0j 0.000106849-0j 4.48029e-05-0j -2.99146e-05-0j -1.48774e-06-0j 2.18105e-05-0j 1.3659e-06-0j 2.7436e-05-0j 0.000438618-0j -1.76273e-06-0j 5.60036e-06-0j 1.2852e-06-0j 0.000268598-0j 3.30004e-07-0j 5.48273e-05-0j 3.23073e-06-0j 
-0.00209415-0j 0.00217785-0j -0.000498009-0j -0.00030444-0j 0.000182793-0j -0.0297131-0j 2.23127e-05-0j 0.0681729-0j 0.0624756-0j -5.11935e-05-0j -4.69152e-05-0j 0.0294687-0j -2.21291e-05-0j -0.0125114-0j 9.39524e-06-0j 0.00011254-0j -0.00382392-0j 1.65787e-06-0j 0.000127127-0j 0.000198321-0j -0.00431957-0j -0.000206247-0j 1.87276e-06-0j -0.00673859-0j -0.000267302-0j 2.92154e-06-0j 0.00700792-0j -7.27932e-05-0j 0.00908245-0j -3.03831e-06-0j 2.39393e-05-0j -3.93773e-06-0j 0.00247339-0j -0.000813415-0j -1.07235e-06-0j 3.52659e-07-0j 8.86916e-05-0j 1.47819e-05-0j 0.165468-0j 9.81636e-05-0j -0.000355155-0j 1.08879e-07-0j -7.53959e-05-0j 1.63606e-05-0j -0.000255228-0j 7.84094e-05-0j 0.18314-0j -0.000393084-0j -1.2566e-05-0j 0.000172986-0j 1.20507e-07-0j -4.2538e-05-0j -0.140663-0j -0.000157319-0j 1.30682e-05-0j -0.000103865-0j -0.476169-0j 0.146285-0j 0.000301914-0j -0.000164866-0j 2.8831e-05-0j 0.00102203-0j -9.25572e-08-0j -0.000313981-0j -3.17471e-05-0j -2.62198e-05-0j 0.322734-0j -1.73109e-05-0j -3.13322e-07-0j 9.62566e-08-0j 8.5247e-06-0j -0.293503-0j -2.74776e-05-0j -0.000692702-0j -0.193778-0j 0.000629964-0j -0.307583-0j -5.29119e-06-0j 0.000415917-0j 2.12361e-07-0j 0.000660185-0j -1.93127e-07-0j -0.0592294-0j 1.42078e-06-0j -1.27507e-07-0j 0.000127128-0j -2.02392e-07-0j 0.0159042-0j -3.89733e-08-0j -3.41361e-05-0j 1.04651e-08-0j 
-0.00355642-0j 0.00359112-0j -0.0387428-0j -0.0235332-0j 0.0127678-0j -0.000255055-0j 0.00350845-0j -0.000564913-0j -0.00018222-0j 0.00777075-0j 0.00250656-0j 0.000260212-0j -0.00357939-0j -0.000507598-0j 0.00698235-0j 0.0268057-0j 0.00154769-0j 0.000392394-0j -0.0292309-0j -0.0486217-0j -0.00168772-0j 0.0490961-0j -0.000427897-0j -0.0028073-0j -0.0208836-0j -0.000711748-0j 0.00283469-0j 0.0160234-0j -0.00120577-0j 0.000718692-0j 0.0597929-0j -0.000305704-0j 0.000925153-0j 0.0034523-0j 0.000234558-0j 0.000875278-0j -0.000146334-0j -0.166013-0j -1.49351e-05-0j 0.000156349-0j 0.00029054-0j 3.44201e-05-0j -0.000128042-0j 0.177376-0j 0.000421105-0j 0.000129291-0j 1.59574e-05-0j -0.000310426-0j -0.145261-0j -0.000283596-0j -3.67759e-05-0j 0.477736-0j -1.30682e-05-0j -5.28146e-05-0j 0.146679-0j 0.000153863-0j 4.29789e-05-0j 1.31957e-05-0j 0.000254222-0j 9.23701e-05-0j -0.321735-0j -0.000836087-0j 3.01176e-05-0j -0.000256703-0j -0.000254823-0j -0.0599172-0j -2.89444e-05-0j 0.174555-0j -9.90508e-05-0j -3.04114e-05-0j -0.000255665-0j -5.39037e-06-0j 0.104792-0j 0.000563068-0j 1.57036e-05-0j 0.000104861-0j 9.42748e-06-0j -0.289092-0j -0.000305489-0j 6.67064e-05-0j -0.000183397-0j 1.24229e-05-0j -2.60078e-05-0j -0.290048-0j -3.61911e-05-0j 0.000505941-0j -2.1727e-05-0j -2.60937e-05-0j 5.99385e-05-0j 0.000507613-0j 6.01366e-05-0j 
