-0.00459308-0j -0.000765513-0j -0.000468779-0j -9.56892e-05-0j -5.63854e-06-0j 1.00464-0j -0.000667723-0j -0.000545194-0j -7.86919e-05-0j -6.81492e-05-0j -8.03146e-06-0j -3.66584e-07-0j -0.00266252-0j -0.00269011-0j 0.102214-0j 0.103273-0j -0.000332814-0j -0.000221876-0j -4.80376e-05-0j -0.000336263-0j -0.000224176-0j -4.85354e-05-0j -5.54691e-05-0j -1.96113e-05-0j -4.62242e-06-0j -5.60439e-05-0j -1.98145e-05-0j -4.90282e-06-0j -4.67032e-06-0j -4.95363e-06-0j -4.08568e-07-0j -4.12802e-07-0j -1.52264e-08-0j -1.53842e-08-0j -0.00200636-0j -0.00248274-0j -0.00144827-0j -0.000312796-0j -0.000387066-0j -0.000225788-0j 0.0588282-0j 0.00849111-0j -0.00022118-0j 0.0727961-0j 0.0105072-0j 0.0424644-0j -3.90995e-05-0j -0.000273697-0j 0.00612921-0j -2.60664e-05-0j -3.25829e-06-0j -0.000159656-0j -2.25741e-05-0j -4.83832e-05-0j -3.22555e-05-0j -4.60792e-06-0j -4.03193e-06-0j -2.82235e-05-0j -2.30396e-06-0j -2.79341e-05-0j -2.71524e-07-0j -1.88157e-05-0j -2.35196e-06-0j -5.70201e-06-0j -1.62949e-05-0j -3.32548e-07-0j -2.85101e-06-0j -3.35994e-07-0j -3.32618e-06-0j -2.14659e-08-0j -1.66309e-06-0j -4.11507e-07-0j -1.95997e-07-0j -6.76112e-10-0j -2.40046e-07-0j -2.65627e-08-0j -8.36646e-10-0j -1.54949e-08-0j -4.88044e-10-0j 
-0.0593756-0j -0.00738576-0j 3.13295e-05-0j 6.39511e-06-0j 3.76835e-07-0j -0.000266951-0j 0.00833268-0j 0.00507782-0j 0.00073292-0j -4.39673e-06-0j -5.1816e-07-0j -2.36506e-08-0j 0.000177941-0j -0.000179677-0j 2.8135e-05-0j -2.84095e-05-0j -0.00430236-0j -0.0042962-0j -0.000620991-0j 0.00434433-0j 0.00433812-0j 0.00062705-0j -0.000535172-0j 1.31066e-06-0j -4.45977e-05-0j 0.000540393-0j -1.32345e-06-0j 3.27666e-07-0j 4.50328e-05-0j -3.30862e-07-0j 2.73055e-08-0j -2.75719e-08-0j 1.01761e-09-0j -1.02754e-09-0j 0.000134089-0j -0.000160177-0j 8.69031e-05-0j 2.09048e-05-0j -2.4972e-05-0j 1.35484e-05-0j 1.61928e-05-0j 2.33723e-06-0j 0.41277-0j -1.93432e-05-0j -2.79196e-06-0j 1.04945e-05-0j -0.000505447-0j -0.493078-0j 1.51476e-06-0j -0.000504724-0j -4.21206e-05-0j 0.267516-0j -0.000217798-0j 0.000603786-0j 0.000602922-0j -4.44578e-05-0j 5.03155e-05-0j -0.00032758-0j 1.53979e-07-0j 0.000260172-0j -2.6197e-06-0j -0.000327112-0j -2.72983e-05-0j 5.31074e-05-0j -0.000141155-0j 2.22249e-08-0j -1.83936e-07-0j 3.12938e-06-0j -2.88131e-05-0j 1.43461e-09-0j 9.97934e-08-0j -2.65489e-08-0j -1.69783e-06-0j 4.5186e-11-0j 1.44039e-08-0j -1.71372e-09-0j -5.39772e-11-0j 9.2977e-10-0j 2.9285e-11-0j 
-0.0103886-0j -0.000422062-0j -0.0010536-0j 0.0101948-0j -1.26329e-05-0j 4.83832e-05-0j 0.0712097-0j -0.000609487-0j -8.7693e-05-0j 0.00722206-0j 0.00128801-0j -1.02772e-06-0j -3.0247e-05-0j 3.14559e-05-0j 0.000225498-0j -0.000234511-0j -0.0699185-0j -2.52058e-06-0j -0.0100599-0j 0.072713-0j 2.62132e-06-0j 0.010462-0j -0.00284062-0j 6.43451e-05-0j 7.53302e-06-0j 0.00295415-0j -6.69169e-05-0j -0.00102027-0j -7.83411e-06-0j 0.00106105-0j -8.50237e-05-0j 8.8422e-05-0j 4.98011e-08-0j -5.17916e-08-0j 2.34607e-05-0j -2.82047e-05-0j 1.69348e-05-0j -0.000172459-0j 0.000207332-0j -0.000124487-0j -0.000270864-0j -3.89719e-05-0j -0.000500263-0j 0.000325635-0j 4.68524e-05-0j -0.00019552-0j -0.398653-0j 0.000601421-0j -2.81314e-05-0j -1.43716e-05-0j 0.00105719-0j -0.000361109-0j -5.07364e-05-0j 0.479265-0j 1.72776e-05-0j 0.000490932-0j -0.00127096-0j -0.287763-0j 0.000366876-0j 6.09958e-05-0j -6.0834e-07-0j -1.03739e-05-0j 0.000763118-0j -0.000590203-0j -3.66235e-05-0j 0.000107219-0j -0.000441062-0j 7.31352e-07-0j 0.000354373-0j 5.75348e-06-0j 0.000264825-0j -0.0001289-0j -4.39123e-07-0j -2.65683e-09-0j 7.73951e-05-0j -6.91689e-06-0j 3.19407e-09-0j 4.15308e-06-0j -1.9178e-09-0j 
3.58051e-05-0j 0.0815219-0j 3.65435e-06-0j -7.10896e-05-0j -8.42195e-06-0j 3.22555e-05-0j -0.000245431-0j -0.00123135-0j 0.016938-0j -2.50492e-05-0j -8.98144e-06-0j -6.85146e-07-0j -2.01646e-05-0j 2.09706e-05-0j 0.000150332-0j -0.000156341-0j -2.52058e-06-0j -0.0700397-0j 3.46723e-05-0j 2.62132e-06-0j 0.0728391-0j -3.60581e-05-0j -0.00573891-0j -1.48527e-07-0j -0.00145501-0j 0.00596829-0j 1.54463e-07-0j 3.53872e-06-0j 0.00151317-0j -3.68016e-06-0j 5.92882e-07-0j -6.16578e-07-0j 3.32007e-08-0j -3.45277e-08-0j 1.56405e-05-0j -1.88031e-05-0j 1.12899e-05-0j -0.000114972-0j 0.000138221-0j -8.29915e-05-0j 1.88877e-06-0j -2.59812e-05-0j -0.000499548-0j -2.27069e-06-0j 3.12349e-05-0j 1.36338e-06-0j -1.43716e-05-0j 0.000600561-0j -1.87543e-05-0j -0.399344-0j -3.64369e-06-0j -0.000360593-0j -5.09849e-05-0j 1.72776e-05-0j 0.480096-0j 0.000991832-0j 4.38048e-06-0j -1.03739e-05-0j -8.46852e-07-0j 6.12945e-05-0j 0.000117502-0j -0.288262-0j -2.63015e-06-0j -0.00119239-0j -3.68028e-05-0j -3.71883e-07-0j 1.01809e-06-0j -0.000141262-0j 0.000715942-0j -4.01197e-08-0j -6.1129e-07-0j 4.47081e-07-0j 8.48172e-05-0j -1.77122e-09-0j -2.68439e-07-0j 4.82324e-08-0j 2.12938e-09-0j -2.896e-08-0j -1.27854e-09-0j 
0.000865714-0j 0.000107007-0j -4.56793e-07-0j -0.00127026-0j 0.0142659-0j -4.03193e-06-0j -0.0180541-0j -5.31254e-07-0j -0.00104463-0j 9.52625e-06-0j 0.00491898-0j 0.00234329-0j 2.52058e-06-0j -2.62132e-06-0j -5.71716e-05-0j 5.94567e-05-0j -6.09438e-05-0j 2.10048e-07-0j -0.119837-0j 6.33797e-05-0j -2.18444e-07-0j 0.124626-0j -7.53302e-06-0j 1.85658e-08-0j -0.00275047-0j 7.83411e-06-0j -1.93079e-08-0j 6.32316e-05-0j 0.0028604-0j -6.57589e-05-0j -0.00100428-0j 0.00104442-0j -0.000190115-0j 0.000197713-0j -1.95506e-06-0j 2.35039e-06-0j -1.41124e-06-0j 4.37243e-05-0j -5.25658e-05-0j 3.15619e-05-0j -2.36096e-07-0j -0.000464245-0j 4.16886e-05-0j 2.83837e-07-0j 0.00055812-0j -1.70423e-07-0j -0.00105719-0j -5.01184e-05-0j -0.00033511-0j 3.64369e-06-0j -0.386002-0j 3.00924e-05-0j -2.19969e-08-0j 0.00127096-0j -4.38048e-06-0j -6.11697e-05-0j 0.464056-0j -0.000763118-0j 3.2206e-07-0j 2.64449e-08-0j 0.000686974-0j 2.63015e-06-0j -0.278631-0j 7.35388e-05-0j -1.58782e-08-0j 0.000203674-0j -3.87183e-07-0j -0.000825887-0j -4.41546e-05-0j 0.000137215-0j 2.32475e-07-0j -0.000244858-0j 0.000495884-0j 1.52538e-05-0j 0.000147019-0j -0.000164961-0j -1.83383e-05-0j 9.9047e-05-0j 1.10108e-05-0j 
0.0104962-0j 0.000426436-0j 0.00106452-0j -0.0103004-0j 1.27638e-05-0j 4.71907e-05-0j 0.0694546-0j -0.000594464-0j -8.55316e-05-0j 0.00704405-0j 0.00125626-0j -1.00239e-06-0j -3.14559e-05-0j 3.17628e-05-0j 0.000234511-0j -0.000236799-0j -0.072713-0j -2.62132e-06-0j -0.010462-0j 0.0734224-0j 2.6469e-06-0j 0.010564-0j -0.00295415-0j 6.69169e-05-0j 7.83411e-06-0j 0.00298297-0j -6.75698e-05-0j -0.00106105-0j -7.91054e-06-0j 0.0010714-0j -8.8422e-05-0j 8.92847e-05-0j 5.17916e-08-0j -5.22969e-08-0j -2.37038e-05-0j 2.83156e-05-0j -1.53624e-05-0j 0.000174246-0j -0.000208147-0j 0.000112929-0j 0.00027367-0j 3.93757e-05-0j 0.000505447-0j -0.000326915-0j -4.70366e-05-0j 0.000177366-0j 0.402785-0j -0.000603786-0j 2.55194e-05-0j 1.45205e-05-0j -0.00106814-0j 0.00032758-0j 5.12622e-05-0j -0.481149-0j -1.73456e-05-0j -0.000496019-0j 0.00127596-0j 0.261045-0j -0.000370678-0j -6.12356e-05-0j 6.14644e-07-0j 9.41072e-06-0j -0.000692263-0j 0.000592523-0j 3.3223e-05-0j -0.000108331-0j 0.000442796-0j -7.34228e-07-0j -0.00032147-0j -5.8131e-06-0j -0.000240236-0j 0.000129407-0j 3.98351e-07-0j 2.68437e-09-0j -7.0209e-05-0j 6.94408e-06-0j -3.20663e-09-0j -3.76747e-06-0j 1.73974e-09-0j 
3.10082e-05-0j -0.000746075-0j 0.0578507-0j -0.000124168-0j 3.80661e-08-0j 2.79341e-05-0j 4.50784e-06-0j 0.102131-0j -7.66937e-05-0j 0.0084101-0j -1.04218e-05-0j 2.47483e-09-0j -1.74631e-05-0j 1.81611e-05-0j -2.76116e-06-0j 2.87152e-06-0j 0.000419573-0j 0.000421628-0j -3.15073e-07-0j -0.000436343-0j -0.00043848-0j 3.27666e-07-0j -0.0100952-0j -0.00712812-0j 4.3768e-06-0j 0.0104987-0j 0.00741302-0j -0.000587818-0j -4.55173e-06-0j 0.000611313-0j 5.15075e-07-0j -5.35661e-07-0j -9.98683e-11-0j 1.0386e-10-0j 1.3545e-05-0j -1.6284e-05-0j 9.77733e-06-0j 2.11171e-06-0j -2.53871e-06-0j 1.52431e-06-0j -0.000314402-0j 2.36096e-07-0j -0.000215564-0j 0.000377977-0j -2.83837e-07-0j -0.000226947-0j -5.07364e-05-0j 0.000259153-0j 1.70423e-07-0j -5.09849e-05-0j 2.19969e-08-0j -0.000155602-0j -0.402169-0j 6.09958e-05-0j 6.12945e-05-0j 0.000863199-0j -2.64449e-08-0j -3.66235e-05-0j 0.00086196-0j 0.483492-0j -2.6463e-07-0j -3.68028e-05-0j 1.58782e-08-0j -0.00103775-0j -0.290301-0j 4.10388e-05-0j -0.00103626-0j 3.1814e-07-0j 0.00062309-0j -2.78546e-08-0j 0.000622196-0j -4.93373e-05-0j -1.9102e-07-0j 4.56447e-12-0j 2.96234e-05-0j 3.34871e-08-0j -5.48745e-12-0j -2.01065e-08-0j 3.29481e-12-0j 
-3.61762e-05-0j -0.0823667-0j -3.69222e-06-0j 7.18263e-05-0j 8.50923e-06-0j 3.14604e-05-0j -0.000239381-0j -0.001201-0j 0.0165205-0j -2.44318e-05-0j -8.76006e-06-0j -6.68259e-07-0j -2.09706e-05-0j 2.11752e-05-0j 0.000156341-0j -0.000157866-0j -2.62132e-06-0j -0.0728391-0j 3.60581e-05-0j 2.6469e-06-0j 0.0735497-0j -3.64099e-05-0j -0.00596829-0j -1.54463e-07-0j -0.00151317-0j 0.00602652-0j 1.5597e-07-0j 3.68016e-06-0j 0.00152793-0j -3.71607e-06-0j 6.16578e-07-0j -6.22594e-07-0j 3.45277e-08-0j -3.48646e-08-0j -1.58026e-05-0j 1.88771e-05-0j -1.02416e-05-0j 0.000116164-0j -0.000138765-0j 7.52858e-05-0j -1.90834e-06-0j 2.62505e-05-0j 0.000504724-0j 2.27962e-06-0j -3.13577e-05-0j -1.23679e-06-0j 1.45205e-05-0j -0.000602922-0j 1.70129e-05-0j 0.403483-0j 3.68145e-06-0j 0.000327112-0j 5.15132e-05-0j -1.73456e-05-0j -0.481983-0j -0.00100211-0j -4.3977e-06-0j 9.41072e-06-0j 8.55628e-07-0j -6.15355e-05-0j -0.000118719-0j 0.261497-0j 2.38595e-06-0j 0.00119708-0j 3.33857e-05-0j 3.75736e-07-0j -1.0221e-06-0j 0.000141817-0j -0.000649467-0j 4.05355e-08-0j 5.54532e-07-0j -4.48839e-07-0j -7.6942e-05-0j 1.78958e-09-0j 2.43515e-07-0j -4.8422e-08-0j -2.13775e-09-0j 2.6271e-08-0j 1.15982e-09-0j 
-0.000874686-0j -0.000108116-0j 4.61527e-07-0j 0.00128343-0j -0.0144137-0j -3.93255e-06-0j -0.0176091-0j -5.1816e-07-0j -0.00101888-0j 9.29145e-06-0j 0.00479774-0j 0.00228554-0j 2.62132e-06-0j -2.6469e-06-0j -5.94567e-05-0j 6.00368e-05-0j -6.33797e-05-0j 2.18444e-07-0j -0.124626-0j 6.3998e-05-0j -2.20575e-07-0j 0.125842-0j -7.83411e-06-0j 1.93079e-08-0j -0.0028604-0j 7.91054e-06-0j -1.94963e-08-0j 6.57589e-05-0j 0.00288831-0j -6.64005e-05-0j -0.00104442-0j 0.00105461-0j -0.000197713-0j 0.000199642-0j 1.97532e-06-0j -2.35963e-06-0j 1.2802e-06-0j -4.41774e-05-0j 5.27724e-05-0j -2.86313e-05-0j 2.38542e-07-0j 0.000469056-0j -4.21206e-05-0j -2.84953e-07-0j -0.000560315-0j 1.54599e-07-0j 0.00106814-0j 5.03155e-05-0j 0.000303995-0j -3.68145e-06-0j 0.390002-0j -2.72983e-05-0j 2.22249e-08-0j -0.00127596-0j 4.3977e-06-0j 6.18036e-05-0j -0.46588-0j 0.000692263-0j -3.25397e-07-0j -2.65489e-08-0j -0.000694093-0j -2.38595e-06-0j 0.25276-0j -7.3828e-05-0j 1.44039e-08-0j -0.000205784-0j 3.88706e-07-0j 0.000829134-0j 4.00549e-05-0j -0.000138637-0j -2.1089e-07-0j 0.000245821-0j -0.000449842-0j -1.54119e-05-0j -0.000133369-0j 0.00016561-0j 1.84104e-05-0j -8.98506e-05-0j -9.98846e-06-0j 
-3.13295e-05-0j 0.000753806-0j -0.0584502-0j 0.000125455-0j -3.84606e-08-0j 2.72455e-05-0j 4.39673e-06-0j 0.0996135-0j -7.48034e-05-0j 0.0082028-0j -1.01649e-05-0j 2.41383e-09-0j -1.81611e-05-0j 1.83383e-05-0j -2.87152e-06-0j 2.89953e-06-0j 0.000436343-0j 0.00043848-0j -3.27666e-07-0j -0.0004406-0j -0.000442758-0j 3.30862e-07-0j -0.0104987-0j -0.00741302-0j 4.55173e-06-0j 0.0106011-0j 0.00748534-0j -0.000611313-0j -4.59614e-06-0j 0.000617277-0j 5.35661e-07-0j -5.40887e-07-0j -1.0386e-10-0j 1.04873e-10-0j -1.36854e-05-0j 1.6348e-05-0j -8.86951e-06-0j -2.13359e-06-0j 2.54869e-06-0j -1.38278e-06-0j 0.00031766-0j -2.38542e-07-0j 0.000217798-0j -0.000379463-0j 2.84953e-07-0j 0.000205875-0j 5.12622e-05-0j -0.000260172-0j -1.54599e-07-0j 5.15132e-05-0j -2.22249e-08-0j 0.000141155-0j 0.406337-0j -6.12356e-05-0j -6.15355e-05-0j -0.000872145-0j 2.65489e-08-0j 3.3223e-05-0j -0.000870893-0j -0.485393-0j 2.67372e-07-0j 3.33857e-05-0j -1.44039e-08-0j 0.00104183-0j 0.263347-0j -4.14641e-05-0j 0.00104033-0j -3.19391e-07-0j -0.000565237-0j 2.81433e-08-0j -0.000564425-0j 4.95312e-05-0j 1.73284e-07-0j -4.61177e-12-0j -2.68729e-05-0j -3.36188e-08-0j 5.50903e-12-0j 1.82396e-08-0j -2.98889e-12-0j 
-6.32951e-06-0j -0.0145137-0j 0.000124168-0j 0.0560434-0j -0.000213199-0j -5.70201e-06-0j 8.7693e-05-0j -0.0103694-0j 0.0695935-0j -0.00172031-0j 0.0144152-0j -2.31824e-05-0j 3.56464e-06-0j -3.70711e-06-0j -5.3714e-05-0j 5.58609e-05-0j -4.25997e-05-0j -8.60644e-05-0j 0.000285904-0j 4.43023e-05-0j 8.95043e-05-0j -0.000297331-0j -0.0976822-0j -7.58315e-06-0j -0.0121711-0j 0.101586-0j 7.88623e-06-0j -0.00560868-0j 0.0126576-0j 0.00583285-0j -0.0014349-0j 0.00149225-0j 1.40617e-06-0j -1.46237e-06-0j -2.76487e-06-0j 3.32396e-06-0j -1.99579e-06-0j 4.108e-05-0j -4.93867e-05-0j 2.96531e-05-0j 3.19216e-05-0j -0.000214238-0j 4.40018e-05-0j -3.83764e-05-0j 0.00025756-0j 2.30422e-05-0j -0.000490932-0j -5.28994e-05-0j -0.000154645-0j -0.000991832-0j -6.11697e-05-0j 3.17622e-05-0j -0.000863199-0j 0.000590203-0j 0.00119239-0j -0.389605-0j 7.35388e-05-0j -0.000354373-0j -8.73904e-05-0j 0.00103775-0j 0.00148213-0j -0.000715942-0j -4.41546e-05-0j 0.468387-0j -0.00062309-0j 0.00119999-0j 0.000105062-0j -0.00178183-0j -0.281232-0j 0.000129782-0j -6.30818e-05-0j -0.00144264-0j 0.00106986-0j -9.01017e-08-0j 0.000866198-0j -0.000156025-0j 1.08321e-07-0j 9.36814e-05-0j -6.50389e-08-0j 
-3.16476e-06-0j 2.48703e-05-0j -0.0178997-0j -0.00181477-0j 7.44402e-07-0j -2.85101e-06-0j 2.16932e-05-0j 0.000108494-0j 5.16736e-06-0j 0.122695-0j -0.000229277-0j 6.05589e-08-0j 1.78232e-06-0j -1.85356e-06-0j -1.32876e-05-0j 1.38187e-05-0j -6.43451e-05-0j 1.48527e-07-0j -3.06462e-06-0j 6.69169e-05-0j -1.54463e-07-0j 3.18711e-06-0j 0.000505657-0j -0.0688212-0j -4.43888e-07-0j -0.000525867-0j 0.0715718-0j -0.0173333-0j 4.61629e-07-0j 0.0180261-0j 1.5135e-05-0j -1.57399e-05-0j -2.93456e-09-0j 3.05185e-09-0j -1.38244e-06-0j 1.66198e-06-0j -9.97895e-07-0j 1.01622e-05-0j -1.22171e-05-0j 7.33548e-06-0j 4.82163e-05-0j 2.29644e-06-0j -1.52399e-07-0j -5.79661e-05-0j -2.7608e-06-0j 3.48043e-05-0j -0.000366876-0j 1.83216e-07-0j 1.65766e-06-0j 8.46852e-07-0j 3.2206e-07-0j -1.10008e-07-0j -0.00086196-0j 0.000441062-0j -1.01809e-06-0j -8.73904e-05-0j -3.87183e-07-0j -0.000264825-0j -0.392397-0j 0.00103626-0j 3.58468e-08-0j 6.1129e-07-0j 2.32475e-07-0j 0.000105062-0j -0.000622196-0j 0.00182155-0j 0.471743-0j -4.30953e-08-0j -6.30818e-05-0j -1.02417e-06-0j -0.283247-0j -0.00218988-0j 2.58756e-08-0j 1.56555e-10-0j 0.00131486-0j 1.23127e-06-0j -1.88213e-10-0j -7.39287e-07-0j 1.13008e-10-0j 
6.39511e-06-0j 0.0146641-0j -0.000125455-0j -0.0566242-0j 0.000215409-0j -5.56147e-06-0j 8.55316e-05-0j -0.0101139-0j 0.0678782-0j -0.0016779-0j 0.0140599-0j -2.2611e-05-0j 3.70711e-06-0j -3.74328e-06-0j -5.58609e-05-0j 5.64059e-05-0j -4.43023e-05-0j -8.95043e-05-0j 0.000297331-0j 4.47346e-05-0j 9.03775e-05-0j -0.000300232-0j -0.101586-0j -7.88623e-06-0j -0.0126576-0j 0.102577-0j 7.96317e-06-0j -0.00583285-0j 0.0127811-0j 0.00588975-0j -0.00149225-0j 0.00150681-0j 1.46237e-06-0j -1.47664e-06-0j 2.79352e-06-0j -3.33702e-06-0j 1.81048e-06-0j -4.15057e-05-0j 4.95809e-05-0j -2.68998e-05-0j -3.22524e-05-0j 0.000216459-0j -4.44578e-05-0j 3.85273e-05-0j -0.000258572-0j -2.09028e-05-0j 0.000496019-0j 5.31074e-05-0j 0.000140287-0j 0.00100211-0j 6.18036e-05-0j -2.88131e-05-0j 0.000872145-0j -0.000592523-0j -0.00119708-0j 0.393643-0j -7.3828e-05-0j 0.00032147-0j 8.82961e-05-0j -0.00104183-0j -0.00149749-0j 0.000649467-0j 4.00549e-05-0j -0.470229-0j 0.000565237-0j -0.00121242-0j -0.000105475-0j 0.00178884-0j 0.25512-0j -0.000131127-0j 5.72246e-05-0j 0.00144831-0j -0.000970522-0j 9.10354e-08-0j -0.000785772-0j 0.000156638-0j -1.08747e-07-0j -8.49831e-05-0j 5.9e-08-0j 
3.7297e-07-0j 0.00171943-0j 3.80661e-08-0j 0.000213199-0j 0.0542394-0j 3.35994e-07-0j -1.03889e-05-0j -6.39114e-06-0j -0.0253111-0j -1.06032e-06-0j -0.00169334-0j 0.0184127-0j -2.10048e-07-0j 2.18444e-07-0j 6.36347e-06-0j -6.61781e-06-0j -2.6256e-08-0j 5.07139e-06-0j -0.000103983-0j 2.73055e-08-0j -5.27409e-06-0j 0.000108139-0j -0.000121043-0j -1.54715e-09-0j -0.136689-0j 0.000125881-0j 1.60899e-09-0j -1.06127e-05-0j 0.142153-0j 1.10369e-05-0j -0.0038183-0j 0.00397091-0j -0.00226074-0j 0.0023511-0j 1.62922e-07-0j -1.95866e-07-0j 1.17603e-07-0j -4.86672e-06-0j 5.85082e-06-0j -3.51298e-06-0j 1.96747e-08-0j 7.79184e-05-0j -2.59283e-06-0j -2.36531e-08-0j -9.36742e-05-0j 1.42019e-08-0j -6.0834e-07-0j 3.11713e-06-0j 5.62444e-05-0j 0.000117502-0j -0.000686974-0j -1.8716e-06-0j -2.6463e-07-0j 7.31352e-07-0j -0.000141262-0j -0.00148213-0j 0.000825887-0j -4.39123e-07-0j -3.58468e-08-0j 3.1814e-07-0j -0.377064-0j 8.48172e-05-0j -0.000495884-0j 0.00178183-0j -1.9102e-07-0j -7.0114e-05-0j 4.30953e-08-0j 0.45331-0j -0.00106986-0j 0.00107818-0j -2.58756e-08-0j 8.42918e-05-0j -0.272179-0j 0.000242791-0j -5.0611e-05-0j -0.0012962-0j -0.000291886-0j 0.000778275-0j 0.000175256-0j 
3.19755e-06-0j -2.5128e-05-0j 0.0180852-0j 0.00183358-0j -7.52116e-07-0j -2.78074e-06-0j 2.11585e-05-0j 0.00010582-0j 5.04e-06-0j 0.119671-0j -0.000223626-0j 5.90663e-08-0j 1.85356e-06-0j -1.87164e-06-0j -1.38187e-05-0j 1.39535e-05-0j -6.69169e-05-0j 1.54463e-07-0j -3.18711e-06-0j 6.75698e-05-0j -1.5597e-07-0j 3.21821e-06-0j 0.000525867-0j -0.0715718-0j -4.61629e-07-0j -0.000530997-0j 0.0722701-0j -0.0180261-0j 4.66133e-07-0j 0.018202-0j 1.57399e-05-0j -1.58935e-05-0j -3.05185e-09-0j 3.08162e-09-0j 1.39676e-06-0j -1.66851e-06-0j 9.05241e-07-0j -1.02675e-05-0j 1.22652e-05-0j -6.65439e-06-0j -4.87159e-05-0j -2.32024e-06-0j 1.53979e-07-0j 5.8194e-05-0j 2.77166e-06-0j -3.15728e-05-0j 0.000370678-0j -1.83936e-07-0j -1.50374e-06-0j -8.55628e-07-0j -3.25397e-07-0j 9.97934e-08-0j 0.000870893-0j -0.000442796-0j 1.0221e-06-0j 8.82961e-05-0j 3.88706e-07-0j 0.000240236-0j 0.396463-0j -0.00104033-0j -3.62183e-08-0j -5.54532e-07-0j -2.1089e-07-0j -0.000105475-0j 0.000564425-0j -0.00184043-0j -0.473598-0j 4.32648e-08-0j 5.72246e-05-0j 1.03479e-06-0j 0.256948-0j 0.00219849-0j -2.3473e-08-0j -1.58178e-10-0j -0.00119278-0j -1.23611e-06-0j 1.88953e-10-0j 6.70645e-07-0j -1.02515e-10-0j 
4.56793e-07-0j -1.09214e-05-0j 0.000852221-0j -0.0249192-0j -0.001456-0j 4.11507e-07-0j -9.52625e-06-0j -1.04218e-05-0j 0.000106617-0j -0.0177727-0j 0.0964974-0j -0.000239161-0j -2.57256e-07-0j 2.67538e-07-0j 5.83505e-06-0j -6.06827e-06-0j 6.18089e-06-0j -2.1438e-08-0j -6.32316e-05-0j -6.42794e-06-0j 2.22948e-08-0j 6.57589e-05-0j -0.000147778-0j -0.000105007-0j 0.000280719-0j 0.000153685-0j 0.000109204-0j -0.117969-0j -0.000291939-0j 0.122684-0j -0.0197013-0j 0.0204887-0j 1.94035e-05-0j -2.0179e-05-0j 1.99537e-07-0j -2.39886e-07-0j 1.44034e-07-0j -4.46259e-06-0j 5.36497e-06-0j -3.22127e-06-0j -4.63158e-06-0j 4.73819e-05-0j 2.19969e-08-0j 5.56813e-06-0j -5.69629e-05-0j -3.34325e-06-0j 0.000107219-0j -2.64449e-08-0j 3.4202e-05-0j -3.71883e-07-0j -0.000203674-0j 1.58782e-08-0j 4.10388e-05-0j -0.0001289-0j 4.47081e-07-0j -0.00119999-0j 0.000244858-0j 7.73951e-05-0j -0.00182155-0j -4.93373e-05-0j -7.0114e-05-0j -2.68439e-07-0j -0.000147019-0j 0.00144264-0j 2.96234e-05-0j -0.379986-0j 0.00218988-0j 8.42918e-05-0j -0.000866198-0j 0.0026918-0j -0.00131486-0j 0.456823-0j -5.0611e-05-0j -1.55684e-06-0j -0.274288-0j -0.00323611-0j 1.87165e-06-0j 0.00194304-0j -1.12379e-06-0j 
-3.76835e-07-0j -0.00173725-0j -3.84606e-08-0j -0.000215409-0j -0.0548015-0j 3.27713e-07-0j -1.01329e-05-0j -6.23361e-06-0j -0.0246872-0j -1.03418e-06-0j -0.00165161-0j 0.0179589-0j -2.18444e-07-0j 2.20575e-07-0j 6.61781e-06-0j -6.68238e-06-0j -2.73055e-08-0j 5.27409e-06-0j -0.000108139-0j 2.75719e-08-0j -5.32555e-06-0j 0.000109194-0j -0.000125881-0j -1.60899e-09-0j -0.142153-0j 0.000127109-0j 1.62469e-09-0j -1.10369e-05-0j 0.14354-0j 1.11446e-05-0j -0.00397091-0j 0.00400966-0j -0.0023511-0j 0.00237404-0j -1.6461e-07-0j 1.96636e-07-0j -1.06684e-07-0j 4.91715e-06-0j -5.87382e-06-0j 3.1868e-06-0j -1.98785e-08-0j -7.87258e-05-0j 2.6197e-06-0j 2.37461e-08-0j 9.40425e-05-0j -1.28833e-08-0j 6.14644e-07-0j -3.12938e-06-0j -5.10222e-05-0j -0.000118719-0j 0.000694093-0j 1.69783e-06-0j 2.67372e-07-0j -7.34228e-07-0j 0.000141817-0j 0.00149749-0j -0.000829134-0j 3.98351e-07-0j 3.62183e-08-0j -3.19391e-07-0j 0.380972-0j -7.6942e-05-0j 0.000449842-0j -0.00178884-0j 1.73284e-07-0j 7.08406e-05-0j -4.32648e-08-0j -0.455093-0j 0.000970522-0j -0.00108936-0j 2.3473e-08-0j -8.46232e-05-0j 0.246908-0j -0.000245307-0j 4.59118e-05-0j 0.0013013-0j 0.000293034-0j -0.000706012-0j -0.000158984-0j 
