-0.294042-0j -0.363858-0j -0.212251-0j 0.10756-0j -0.0428542-0j -0.0262427-0j -0.0374974-0j -0.0154669-0j -0.0232169-0j -0.00335106-0j 0.0767964-0j 0.0110846-0j -0.0214136-0j -0.00309079-0j -0.0216355-0j -0.0187369-0j -0.00312282-0j -0.00270444-0j -0.0154572-0j -0.00223105-0j -0.00493864-0j -0.000712831-0j -0.017294-0j -0.00305717-0j -0.000254764-0j -0.0191409-0j -0.00338366-0j 0.0443106-0j -0.000281972-0j -0.0100881-0j 0.0447697-0j 0.00783307-0j -0.00178335-0j -0.0176542-0j 0.000652756-0j 0.00791425-0j -0.00624172-0j -0.000148612-0j -0.0102983-0j 0.000659521-0j -0.00312086-0j -0.010923-0j -0.00110339-0j -0.000260072-0j -0.0018205-0j -0.00637175-0j -9.19492e-05-0j -0.00193093-0j -0.000151708-0j -0.00166223-0j -0.00112638-0j -0.000160911-0j -9.38648e-05-0j -0.000293843-0j -2.44869e-05-0j -0.0138573-0j -0.00230955-0j -0.0014143-0j -0.000288694-0j -0.0151227-0j -1.70114e-05-0j -0.00252045-0j -0.011714-0j -0.00154345-0j -0.0118354-0j -0.000315056-0j 0.0313126-0j -1.85649e-05-0j -0.00195233-0j 0.0387474-0j -0.00119555-0j -0.00197256-0j 0.00521877-0j -0.00882158-0j 0.0226026-0j -0.00120794-0j -0.000244042-0j 0.00319583-0j -0.00763971-0j -0.000246571-0j -1.43803e-05-0j 0.000652346-0j 0.0064579-0j -0.0109161-0j -1.45293e-05-0j -0.00147026-0j 0.00395464-0j -0.00545807-0j 3.84399e-05-0j 0.00376711-0j -0.00450268-0j -0.000900348-0j -0.00127329-0j 0.00230687-0j 0.000807237-0j -0.00551463-0j -0.000779725-0j -0.00181936-0j -0.000183783-0j 4.75669e-05-0j 0.000470888-0j -0.00249178-0j -0.000909679-0j -0.000159161-0j -0.00111412-0j -0.000750447-0j -1.08295e-05-0j 2.77474e-05-0j -0.000549385-0j -0.000557062-0j -0.000919106-0j -0.00022742-0j -0.000459553-0j -9.37863e-06-0j -0.00011371-0j -0.000562835-0j -1.34008e-05-0j -0.000415296-0j -9.38058e-05-0j -0.000254316-0j -0.000114888-0j -6.70042e-06-0j -9.15642e-05-0j -5.52756e-06-0j -5.1912e-05-0j -5.60714e-05-0j -6.76985e-06-0j -3.05895e-06-0j -1.14455e-05-0j -6.74434e-07-0j 
0.00806984-0j -0.0389554-0j -0.0731757-0j -0.0474109-0j 0.215777-0j -0.033872-0j -0.504026-0j 0.370501-0j 0.000637175-0j -0.00874254-0j -0.00280783-0j 0.0385257-0j 0.000587687-0j -0.00806352-0j 0.00618363-0j -0.00200601-0j -0.0848442-0j 0.0275241-0j -0.00532903-0j 0.0731184-0j 0.00662602-0j -0.0909141-0j 0.000474624-0j -0.00394595-0j -0.00100047-0j -0.00204926-0j 0.0170373-0j 0.000415296-0j 0.00431969-0j 0.000276864-0j 0.00436974-0j -0.0034527-0j -0.0023018-0j -0.0018901-0j -0.000875412-0j -0.0363293-0j 0.000171301-0j -0.000583608-0j -0.00355046-0j -0.00921107-0j 0.015714-0j 0.00312189-0j -0.00142417-0j 0.00398418-0j 0.0295179-0j -0.0032454-0j -0.000361089-0j -0.0259549-0j 0.00748408-0j 0.00637959-0j 0.0269818-0j -0.00658071-0j 0.00684106-0j -0.0530389-0j -0.0134477-0j 0.000380307-0j -0.00298098-0j 3.88149e-05-0j -0.000753169-0j -0.00161907-0j -8.92287e-05-0j 0.0126908-0j 0.000321485-0j -0.000165245-0j 0.00338266-0j 0.00320644-0j 0.000293474-0j 0.00037987-0j -0.00251992-0j -0.00141668-0j 3.28114e-05-0j -0.0265145-0j -0.00230036-0j -0.000944457-0j -0.00266117-0j 0.000345241-0j -0.000636676-0j 2.99526e-05-0j 0.000209668-0j -0.0066991-0j -7.54277e-05-0j -0.000581203-0j 0.0111045-0j 0.00311993-0j -0.000793649-0j 0.00740299-0j -0.00014459-0j -0.000584353-0j -6.88558e-05-0j 0.0208592-0j -0.00229341-0j -9.63932e-05-0j -0.00164345-0j -0.000271604-0j 0.00280564-0j -0.00190123-0j 2.13992e-05-0j -0.0244551-0j 0.00187042-0j 0.000332387-0j 0.00527024-0j 0.00334314-0j 0.00458037-0j -0.000415232-0j 0.000318427-0j 0.0179765-0j 0.000221591-0j 0.000624371-0j -0.000159703-0j -5.96402e-05-0j 0.0149025-0j -0.00617879-0j -0.00023407-0j -4.91929e-05-0j 0.00115727-0j -0.000194044-0j -0.000732007-0j -0.0262047-0j 0.00454191-0j 0.000341208-0j 0.00376524-0j 0.000137102-0j 0.00125181-0j 0.000538085-0j -0.00662083-0j -1.62996e-05-0j 0.000446072-0j -0.000784376-0j 0.000316279-0j 3.74699e-05-0j 
0.0244727-0j 0.0302834-0j 0.0176653-0j 0.00305717-0j 0.0035667-0j 0.00218415-0j 0.00312086-0j 0.00128729-0j -0.183803-0j 0.000278905-0j -0.207627-0j 0.000315056-0j -0.169527-0j 0.000257242-0j -0.171284-0j -0.148336-0j 0.000259908-0j 0.000225087-0j -0.122371-0j 0.000185687-0j -0.0390981-0j 5.9328e-05-0j -0.00705247-0j 0.118588-0j -0.000103893-0j 0.00159307-0j -0.0267877-0j 0.00125943-0j 2.34682e-05-0j 0.000839623-0j 0.00127249-0j -0.0211775-0j -0.0141184-0j 0.00146934-0j 1.85532e-05-0j -0.021397-0j 0.00051949-0j 1.23688e-05-0j 0.000857115-0j 1.87455e-05-0j -0.0247071-0j 0.000909107-0j -0.00873529-0j 2.16454e-05-0j -0.0144125-0j 0.000530313-0j 7.65281e-06-0j -0.0152868-0j 1.26265e-05-0j 0.000138345-0j -0.00891727-0j 1.33924e-05-0j 7.81224e-06-0j -0.00232629-0j 2.03802e-06-0j 0.00115332-0j 0.000192221-0j -0.0225112-0j -0.00228552-0j -0.00616704-0j 1.41584e-06-0j -0.00102784-0j 0.00097494-0j 0.120371-0j 0.000985044-0j 0.0122211-0j 0.000889995-0j -7.57075e-06-0j 0.00016249-0j 0.00110131-0j -0.0190294-0j 0.000164174-0j 0.000148332-0j 0.000734208-0j 0.000642432-0j -0.0192266-0j -0.00193202-0j -0.0173714-0j 0.000635843-0j -0.00195204-0j 1.19685e-06-0j -0.00176369-0j 0.000183552-0j 0.000908536-0j 1.20926e-06-0j 0.000122368-0j -0.021496-0j 0.000454268-0j 1.09257e-06-0j 0.000107072-0j 0.000374752-0j -0.0143306-0j 0.000105974-0j -0.0125393-0j -0.00218245-0j 0.000458976-0j -0.0124107-0j 0.000151423-0j -0.00145497-0j 1.35199e-06-0j -0.0012731-0j 0.000207387-0j 7.57114e-05-0j -0.00126004-0j -0.0177333-0j 6.24587e-05-0j 9.01326e-07-0j 7.8866e-07-0j 4.57246e-05-0j -0.00886663-0j 7.6496e-05-0j -0.00180043-0j -0.0073146-0j 7.80571e-07-0j -0.000900215-0j -0.00895852-0j 1.11533e-06-0j 3.45645e-05-0j -0.000742639-0j -0.00404789-0j -0.000909544-0j 5.57667e-07-0j 7.62077e-06-0j 4.60052e-07-0j -0.000410976-0j -0.000892475-0j 5.63446e-07-0j 2.54592e-07-0j -9.06116e-05-0j 5.61322e-08-0j 
-0.00353233-0j -0.00437104-0j -0.00254977-0j 0.0419467-0j 0.0489378-0j 0.0299682-0j 0.0428206-0j 0.0176626-0j -0.000278905-0j -0.178041-0j -0.000315056-0j -0.201119-0j -0.000257242-0j -0.164213-0j -0.000259908-0j -0.000225087-0j -0.165914-0j -0.143686-0j -0.000185687-0j -0.118535-0j -5.9328e-05-0j -0.0378725-0j 0.00101794-0j -0.0171059-0j 0.203254-0j -0.00022994-0j 0.00386402-0j -0.000181784-0j -0.0459127-0j -0.000121189-0j -0.000183667-0j 0.00305477-0j 0.00203652-0j -0.000212081-0j -0.0362971-0j 0.00308643-0j -7.49819e-05-0j -0.0241981-0j -0.000123714-0j -0.0366733-0j 0.0035639-0j -0.000131218-0j 0.00126003-0j -0.0423467-0j 0.00207894-0j -7.6544e-05-0j -0.0149718-0j 0.00220505-0j -0.0247022-0j -1.99684e-05-0j 0.00128628-0j -0.0262007-0j -0.0152837-0j 0.000335558-0j -0.00398713-0j -0.000166468-0j 0.00263742-0j -1.69901e-05-0j -0.0153382-0j 0.000890135-0j -0.0055789-0j -0.0141028-0j -0.000140721-0j 9.0849e-05-0j -0.000142179-0j 0.0820162-0j -0.00012846-0j 0.0298314-0j 0.00222949-0j -0.000158961-0j -1.43622e-05-0j 0.00225259-0j 0.00203524-0j -0.000105974-0j -9.27271e-05-0j -1.45111e-05-0j -0.0129659-0j -1.31109e-05-0j -9.1776e-05-0j -0.0131002-0j -0.00471601-0j -0.0118362-0j 0.00251848-0j -0.000131136-0j -0.00476489-0j 0.00167898-0j -1.62239e-05-0j -6.5568e-05-0j -0.00430511-0j 0.00146911-0j -5.40908e-05-0j -1.08159e-05-0j 0.00145404-0j -9.46392e-06-0j -0.0146465-0j -6.62474e-05-0j -9.36685e-06-0j 0.00207764-0j -0.00976433-0j -0.0053273-0j -0.00854379-0j -2.99338e-05-0j 0.00103882-0j -0.00845615-0j -1.3384e-05-0j 0.000856982-0j -0.00355154-0j -0.00310759-0j -6.59978e-06-0j -6.692e-06-0j 0.00104958-0j -0.0120827-0j -5.52062e-06-0j -0.00307572-0j -0.00604137-0j -6.76135e-06-0j -0.0043948-0j 0.000474253-0j -0.00498387-0j -3.0551e-06-0j -0.00610398-0j -0.0021974-0j 0.000104563-0j -0.00181276-0j -0.00275807-0j -6.73587e-07-0j -0.00222017-0j -0.00100318-0j -0.000608097-0j -0.000221181-0j 
-0.0270863-0j -0.000663397-0j 0.037943-0j -0.00338366-0j -7.81329e-05-0j -0.00241741-0j 0.00331743-0j 0.0041615-0j -0.796105-0j 0.00120802-0j 0.00454833-0j -6.9017e-06-0j 0.187632-0j -0.000284715-0j -0.182072-0j 0.00324948-0j 0.000276278-0j -4.93082e-06-0j -0.262837-0j 0.000398833-0j -0.168812-0j 0.000256158-0j -0.00159307-0j 0.0267877-0j -2.34682e-05-0j 0.00013657-0j -0.00229644-0j -0.00139394-0j 2.01186e-06-0j -0.000929292-0j 0.00135263-0j 0.0234392-0j 0.0156262-0j -3.21877e-05-0j -2.05346e-05-0j -0.0227447-0j -0.00057497-0j -1.36898e-05-0j 0.00184098-0j 1.99262e-05-0j 0.000541241-0j 0.000966367-0j 0.00966819-0j -4.7417e-07-0j -0.0309562-0j 0.00171438-0j -8.47011e-06-0j -0.0162496-0j 2.71201e-05-0j 0.000747416-0j -0.0288275-0j 1.42359e-05-0j 2.52552e-05-0j -0.0125679-0j 1.10105e-05-0j -0.0012765-0j -0.000212749-0j 0.0249153-0j 0.00252961-0j -2.75721e-05-0j -1.56705e-06-0j -4.59536e-06-0j 0.00422277-0j 0.000538167-0j -0.00409764-0j 5.46392e-05-0j -0.000985044-0j -3.3848e-08-0j 0.000703795-0j -2.41256e-05-0j -0.0824221-0j -0.00068294-0j -0.000164174-0j -1.60838e-05-0j 0.00137986-0j 0.0799797-0j -0.00836818-0j 0.0192266-0j -0.000703749-0j 0.00812021-0j 5.18394e-06-0j 0.00195204-0j -4.02094e-06-0j 0.00096576-0j -5.03032e-06-0j -2.68063e-06-0j 0.000470896-0j -9.95131e-06-0j -1.20926e-06-0j 0.000229977-0j 0.00121149-0j 0.000313931-0j -0.000117292-0j -0.0269329-0j 4.78093e-05-0j 0.000985823-0j 0.0137361-0j 0.00016096-0j 3.18729e-05-0j -2.9617e-08-0j -0.00273445-0j 0.000895427-0j -1.65855e-06-0j 0.00139461-0j -0.0188502-0j 0.000201914-0j -1.97447e-08-0j 1.69394e-06-0j 0.000296636-0j 0.000194235-0j 0.000164304-0j -0.00191383-0j -0.0236464-0j -8.63934e-07-0j 1.97203e-05-0j -0.0192418-0j 1.18558e-06-0j 0.000149238-0j -0.00240078-0j -0.0174774-0j -0.00195359-0j -1.22164e-08-0j 4.94393e-05-0j 1.48724e-06-0j -0.00177445-0j -0.00578988-0j 1.21021e-06-0j 1.09924e-06-0j -0.000587837-0j 3.64155e-07-0j 
0.00390958-0j 9.57531e-05-0j -0.00547659-0j -0.0464265-0j -0.00107204-0j -0.0331687-0j 0.0455177-0j 0.0570991-0j -0.00120802-0j -0.77115-0j 6.9017e-06-0j 0.00440576-0j 0.000284715-0j 0.18175-0j -0.000276278-0j 4.93082e-06-0j -0.176365-0j 0.00314763-0j -0.000398833-0j -0.254598-0j -0.000256158-0j -0.163521-0j 0.00022994-0j -0.00386402-0j 0.0459127-0j -1.97121e-05-0j 0.000331252-0j 0.000201198-0j -0.00393597-0j 0.000134132-0j -0.000195236-0j -0.00338102-0j -0.00225401-0j 4.6459e-06-0j 0.0401736-0j 0.00328083-0j 8.29898e-05-0j 0.0267824-0j -0.000265722-0j -0.0389831-0j -7.80718e-05-0j -0.000139483-0j -0.0013946-0j 0.000927657-0j 0.00446531-0j -0.000247449-0j 0.0165708-0j 0.00234394-0j -0.0530573-0j -0.00010788-0j 0.00415824-0j -0.0278509-0j -0.0494087-0j 0.00181287-0j -0.0215407-0j 0.000184246-0j -0.00291909-0j 1.88046e-05-0j 0.0169763-0j 3.9797e-06-0j 0.00617471-0j -6.30519e-05-0j -0.000609504-0j 4.06176e-07-0j 0.000591443-0j 0.000366685-0j 0.000142179-0j 0.000133373-0j 0.00965661-0j 3.48223e-06-0j -6.22072e-05-0j -0.00937046-0j -0.00225259-0j 2.32149e-06-0j -0.000199166-0j 6.03639e-05-0j -0.0561591-0j 1.45111e-05-0j 0.000101577-0j 0.054495-0j -0.0204265-0j 0.0131002-0j -5.51704e-05-0j -0.000139395-0j 0.0198212-0j -3.67803e-05-0j 3.55404e-07-0j 1.43635e-06-0j 0.00476489-0j 0.00315547-0j -0.000174863-0j 2.36936e-07-0j -0.00160933-0j -2.03273e-05-0j 0.00032085-0j -0.000142291-0j 1.03672e-05-0j 0.0022085-0j 0.0002139-0j 0.000116701-0j -0.018351-0j -0.000129244-0j -2.27566e-05-0j 0.00935925-0j -1.4227e-05-0j 0.00277042-0j 7.78009e-05-0j -0.00667473-0j -4.28157e-05-0j 1.46597e-07-0j 0.00225438-0j -0.0128438-0j -1.78469e-05-0j 0.0034042-0j 0.000132344-0j -1.45225e-05-0j -0.00467161-0j 0.00204766-0j -0.0161117-0j -1.31909e-05-0j -0.0131106-0j 4.81368e-05-0j 0.000678345-0j -0.00586024-0j -0.0119084-0j -4.36985e-06-0j -0.00476865-0j -0.00433139-0j -0.00394499-0j -0.0014349-0j 
-0.0214136-0j 0.0254817-0j -0.0154572-0j 0.00783307-0j -0.00312086-0j 0.00558679-0j 0.00262602-0j -0.00112638-0j 0.160827-0j -0.000244042-0j -0.531982-0j 0.000807237-0j -0.142647-0j 0.000216454-0j 0.149873-0j -0.379426-0j -0.00022742-0j 0.000575746-0j -0.102968-0j 0.000156245-0j 0.0342108-0j -5.1912e-05-0j -0.00125943-0j 0.0211775-0j -1.85532e-05-0j -0.00139394-0j 0.0234392-0j -0.00310316-0j -2.05346e-05-0j -0.00073467-0j 0.00326036-0j 0.05218-0j 0.0123536-0j 0.00123636-0j -4.57138e-05-0j -0.0548234-0j 0.00222047-0j -1.08227e-05-0j -0.000749975-0j 4.80296e-05-0j -0.0207896-0j 0.00232539-0j -0.0373375-0j 1.82133e-05-0j 0.0126109-0j 0.000446227-0j 3.27106e-05-0j -0.0391017-0j -1.10482e-05-0j -0.000121052-0j -0.00750336-0j 3.42562e-05-0j 6.57354e-06-0j 0.0020355-0j -1.78326e-06-0j -0.00100916-0j -0.000168193-0j 0.0196973-0j 0.00199983-0j -0.00110131-0j -1.23886e-06-0j -0.000183552-0j 0.000820355-0j 0.021496-0j -0.000861913-0j 0.00218245-0j 0.00228034-0j -1.35199e-06-0j 0.000136726-0j -0.00271356-0j -0.0160121-0j -0.000143652-0j 0.000380057-0j -0.000642432-0j 0.00164604-0j 0.0168233-0j -0.00162568-0j -0.0445089-0j 0.00162641-0j 0.00170804-0j 1.00708e-06-0j -0.00451892-0j -0.00045226-0j 0.00076448-0j -1.0581e-06-0j -0.000107072-0j 0.0529646-0j 0.00194169-0j 2.79939e-06-0j 0.00027434-0j -0.000327908-0j 0.0125393-0j 0.000271069-0j -0.0321282-0j 0.00537741-0j 0.00117401-0j -0.0317451-0j 0.000127413-0j 0.0012731-0j -3.33121e-06-0j -0.00326193-0j 0.000174504-0j 0.000323615-0j -0.00322303-0j -0.0149215-0j -5.46514e-05-0j -7.8866e-07-0j 2.0207e-06-0j -4.0009e-05-0j -0.0378989-0j 0.000195668-0j -0.00151496-0j 0.00640027-0j 1.99661e-06-0j -0.00384781-0j -0.0229148-0j 9.38488e-07-0j 2.9084e-05-0j 0.000649809-0j -0.00340606-0j -0.00232651-0j 2.38365e-06-0j -6.66817e-06-0j -4.02545e-07-0j -0.000345812-0j 0.000780916-0j 1.44123e-06-0j 2.14224e-07-0j 7.92851e-05-0j -4.91157e-08-0j 
0.069789-0j -0.0176653-0j -0.0103048-0j -0.00178335-0j 0.0101712-0j -0.00127409-0j -0.0018205-0j -0.000750918-0j 0.107218-0j -0.000162694-0j 0.121116-0j -0.000183783-0j -0.483441-0j 0.00073358-0j -0.488451-0j 0.0865293-0j 0.000741182-0j -0.000131301-0j 0.071383-0j -0.000108318-0j 0.0228072-0j -3.4608e-05-0j -0.000839623-0j 0.0141184-0j -1.23688e-05-0j -0.000929292-0j 0.0156262-0j -0.00073467-0j -1.36898e-05-0j -0.00321333-0j -0.000742283-0j 0.0123536-0j 0.0540325-0j 0.00419013-0j -1.08227e-05-0j 0.0124816-0j -0.000303036-0j -4.73368e-05-0j 0.00244424-0j -1.09349e-05-0j -0.0704575-0j -0.000530313-0j 0.00509558-0j 6.17264e-05-0j -0.0411002-0j -0.000309349-0j -4.46414e-06-0j 0.00891727-0j 3.60071e-05-0j -8.07013e-05-0j 0.00520174-0j -7.81224e-06-0j -4.55714e-06-0j 0.001357-0j -1.18884e-06-0j -0.000672773-0j -0.000112129-0j 0.0131315-0j 0.00133322-0j -0.000734208-0j -8.25907e-07-0j -0.000122368-0j -0.000568715-0j 0.0143306-0j -0.000574609-0j 0.00145497-0j 0.002538-0j -9.01326e-07-0j -9.47859e-05-0j -0.000642432-0j 0.0111005-0j -9.57681e-05-0j 0.000423001-0j -0.0028099-0j -0.000374752-0j 0.0112155-0j 0.00112701-0j -0.049538-0j 0.00181324-0j 0.00113869-0j -6.98164e-07-0j -0.00502952-0j -0.000107072-0j 0.00259088-0j -7.05399e-07-0j -0.000468316-0j 0.0125393-0j -0.00026499-0j 3.11569e-06-0j -6.24587e-05-0j 0.00106868-0j 0.054845-0j 0.000302206-0j 0.0073146-0j 0.0012731-0j -0.000267736-0j -0.0353917-0j 0.000431813-0j 0.00556832-0j -7.8866e-07-0j 0.000742639-0j -0.000120976-0j -4.4165e-05-0j -0.00359326-0j -0.0505701-0j 0.000178114-0j -3.44947e-06-0j -4.60052e-07-0j -2.66727e-05-0j 0.0051722-0j -4.46226e-05-0j -0.0051343-0j -0.0208591-0j 2.22596e-06-0j 0.000525125-0j 0.0052258-0j 3.1806e-06-0j -2.01627e-05-0j -0.00211779-0j 0.00236127-0j 0.000530567-0j -3.25306e-07-0j -4.44545e-06-0j 1.31193e-06-0j 0.000239736-0j 0.000520611-0j -3.28677e-07-0j -1.48512e-07-0j 5.28568e-05-0j -3.27438e-08-0j 
0.00309079-0j -0.00367797-0j 0.00223105-0j 0.107476-0j -0.0428206-0j 0.0766551-0j 0.036031-0j -0.0154548-0j 0.000244042-0j 0.155786-0j -0.000807237-0j -0.515306-0j -0.000216454-0j -0.138175-0j 0.00022742-0j -0.000575746-0j 0.145175-0j -0.367532-0j -0.000156245-0j -0.0997403-0j 5.1912e-05-0j 0.0331384-0j 0.000181784-0j -0.00305477-0j 0.0362971-0j 0.000201198-0j -0.00338102-0j 0.000447902-0j 0.0401736-0j 0.00010604-0j -0.000470593-0j -0.00752675-0j -0.00178195-0j -0.000178454-0j 0.0894337-0j 0.00790805-0j -0.000320497-0j 0.0211733-0j 0.00010825-0j -0.0939643-0j 0.00299882-0j -0.000335641-0j 0.00538578-0j -0.0356322-0j -0.00181908-0j -6.44073e-05-0j -0.0639944-0j 0.00564027-0j 0.0216144-0j 1.74723e-05-0j 0.00108233-0j -0.0670182-0j -0.0128604-0j -0.000293613-0j 0.00348874-0j 0.00014566-0j -0.00230774-0j 1.48663e-05-0j 0.0134209-0j 0.000158961-0j 0.00488154-0j -0.00251848-0j -0.000118408-0j 1.62239e-05-0j 0.000124406-0j 0.0146465-0j -0.000329139-0j 0.0053273-0j 0.00187599-0j 0.000391668-0j -1.2085e-05-0j -0.00197102-0j 0.00521468-0j 9.27271e-05-0j -0.000237585-0j 1.26972e-05-0j -0.01091-0j -3.35926e-05-0j -0.000234752-0j 0.0114627-0j -0.00396825-0j -0.0303266-0j -0.00620536-0j -0.000110343-0j 0.00416928-0j -0.00146911-0j 3.99745e-05-0j -0.000280259-0j -0.0110306-0j 0.00376416-0j 4.73295e-05-0j 9.46392e-06-0j 0.00371927-0j -2.42484e-05-0j 0.036088-0j -0.000169453-0j -2.39593e-05-0j 0.00174821-0j 0.00854379-0j 0.0131261-0j -0.0218909-0j -2.51875e-05-0j 0.00444025-0j -0.0216299-0j -1.12619e-05-0j -0.000749859-0j 0.00310759-0j -0.00796228-0j 5.77481e-06-0j -2.86038e-05-0j 0.00268471-0j -0.0101669-0j 4.83054e-06-0j -0.00786733-0j -0.0258228-0j -1.72947e-05-0j -0.00369797-0j 0.000399056-0j 0.00436089-0j -2.57069e-06-0j -0.0156133-0j -0.0093924-0j -9.14925e-05-0j 0.00158617-0j -0.00232075-0j 5.89389e-07-0j -0.00567894-0j -0.000844118-0j 0.000532085-0j 0.000193533-0j 
0.0216355-0j -0.0257128-0j 0.0137994-0j -0.00791425-0j -0.00302838-0j 0.00193093-0j -0.00275689-0j 0.0053352-0j -0.162494-0j 0.000246571-0j -0.516218-0j 0.000783317-0j -0.149873-0j 0.00022742-0j 0.151308-0j 0.125948-0j -0.000229596-0j -0.000191115-0j -0.095591-0j 0.000145051-0j -0.359966-0j 0.000546217-0j 0.00127249-0j -0.021397-0j 1.87455e-05-0j -0.00135263-0j 0.0227447-0j -0.00326036-0j -1.99262e-05-0j 0.000742283-0j 0.00329157-0j 0.0548234-0j -0.0124816-0j -0.00124757-0j -4.80296e-05-0j -0.0553481-0j 0.000459264-0j 1.09349e-05-0j 0.000669542-0j 4.84894e-05-0j 0.0209781-0j -0.000803083-0j -0.00772259-0j -1.83785e-05-0j -0.0112584-0j 0.0021979-0j 6.7656e-06-0j 0.0135039-0j 9.86329e-06-0j 0.00220906-0j -0.0369579-0j -1.18305e-05-0j 3.23781e-05-0j -0.0371457-0j 3.25426e-05-0j 0.00101962-0j 0.000169936-0j -0.0199014-0j -0.00202056-0j -0.00106868-0j 1.2517e-06-0j -0.000178113-0j 0.000861913-0j 0.020859-0j -0.000870163-0j 0.00211778-0j -0.00230398-0j -1.31193e-06-0j 0.000143652-0j 0.00273817-0j -0.0168233-0j -0.000145027-0j -0.000383996-0j -0.000623396-0j -0.00146951-0j 0.0169843-0j -0.00170804-0j 0.0449701-0j 0.000562128-0j 0.00172439-0j 1.0581e-06-0j 0.00456574-0j 0.000456361-0j -0.000802578-0j -1.06823e-06-0j -0.000103899-0j -0.0534449-0j -0.000385706-0j -2.8284e-06-0j -0.000244918-0j 0.00155317-0j 0.0121677-0j 9.3688e-05-0j 0.0286825-0j -0.00542617-0j 0.000358533-0j -0.0109719-0j -0.000133763-0j 0.00123537-0j 3.36142e-06-0j 0.00291209-0j 0.00190936-0j -6.42844e-05-0j -0.00111396-0j 0.0156651-0j 0.000258862-0j -7.6529e-07-0j -1.80399e-06-0j 0.00111694-0j 0.00752841-0j 5.97554e-05-0j 0.00159045-0j -0.0303156-0j 6.90078e-07-0j 0.000764347-0j -0.00699802-0j -9.85258e-07-0j 0.000318227-0j -0.00307789-0j -0.0372678-0j -0.000710498-0j -4.73499e-07-0j 0.000186157-0j 1.9067e-06-0j -0.00378374-0j -0.0218011-0j 4.4014e-07-0j 2.34396e-06-0j -0.00221343-0j 1.37118e-06-0j 
-0.0100732-0j 0.00254977-0j 0.00148737-0j -0.0244689-0j 0.139556-0j -0.0174814-0j -0.0249787-0j -0.0103032-0j 0.000162694-0j 0.103857-0j 0.000183783-0j 0.117319-0j -0.00073358-0j -0.468287-0j -0.000741182-0j 0.000131301-0j -0.473139-0j 0.0838169-0j 0.000108318-0j 0.0691454-0j 3.4608e-05-0j 0.0220923-0j 0.000121189-0j -0.00203652-0j 0.0241981-0j 0.000134132-0j -0.00225401-0j 0.00010604-0j 0.0267824-0j 0.000463804-0j 0.000107139-0j -0.00178195-0j -0.00779397-0j -0.000604793-0j 0.0211733-0j -0.00180042-0j 4.37394e-05-0j 0.0926088-0j -0.000352796-0j 0.0213928-0j 0.0101632-0j 7.6544e-05-0j -0.000735017-0j -0.12076-0j 0.00592854-0j 4.46507e-05-0j 0.00873355-0j -0.00128628-0j -0.0704435-0j 1.16482e-05-0j -0.00075033-0j 0.0152837-0j 0.0089155-0j -0.000195742-0j 0.00232583-0j 9.71064e-05-0j -0.00153849-0j 9.91088e-06-0j 0.00894729-0j 0.000105974-0j 0.00325436-0j -0.00167898-0j 8.2087e-05-0j 1.08159e-05-0j 8.29376e-05-0j 0.00976433-0j -0.000366329-0j 0.00355154-0j -0.00130054-0j 9.27271e-05-0j 8.37797e-06-0j -0.00131401-0j 0.0058039-0j 0.000405574-0j 5.40908e-05-0j 8.46479e-06-0j 0.00756341-0j -3.73883e-05-0j -0.000261718-0j 0.00764179-0j 0.00275101-0j -0.0337532-0j -0.00146911-0j -0.000373961-0j 0.00277952-0j -0.00642566-0j 9.46392e-06-0j 3.8248e-05-0j -0.0122769-0j -0.000856982-0j -0.000154251-0j 4.13937e-05-0j 0.00414651-0j 5.52062e-06-0j 0.00854379-0j 3.86443e-05-0j -2.67115e-05-0j 0.00592481-0j 0.0373692-0j 0.00310759-0j 0.00498387-0j 1.74614e-05-0j -0.000605978-0j -0.0241145-0j -3.81673e-05-0j 0.00244386-0j 0.0135921-0j 0.00181276-0j 3.84987e-06-0j 3.90367e-06-0j -0.000612257-0j -0.0344564-0j -1.57432e-05-0j -0.00877105-0j 0.00352413-0j 3.94412e-06-0j -0.0125327-0j -0.000276647-0j -0.0142126-0j 1.78214e-06-0j 0.00356065-0j 0.00128182-0j -6.0995e-05-0j -0.00516947-0j 0.00160887-0j 3.92926e-07-0j 0.0012951-0j 0.000585189-0j 0.000354723-0j 0.000129022-0j 
