-0.0226836+0.000706874j -0.000405898-0.022566j 0.00971498-0.0091921j -0.0107765-0.00991693j 0.00575181-0.00305721j 0.00105984-0.00578703j -0.00216788-0.00105256j -0.00187304+0.000964964j -0.00239087+0.000316851j -0.00425681+0.000341996j 0.00753998-0.00157639j -0.000232534+0.00115103j -0.00295298-0.0109804j -0.00207091-0.00370192j -0.00200177-0.00282399j -0.00104206-0.00283041j -0.00183305+0.00503137j -0.00456723+0.000311641j -0.000994674-0.00589353j 0.00308414-0.00507364j -0.000861772+0.00210273j -0.00189961-0.00212536j -0.0010571+0.00122633j 0.00470295-0.0049676j 0.000841214-0.000734692j -0.00400405+0.00361365j -0.00392495+0.00238862j -0.00307935-0.000374413j 0.00358118-0.00317456j -0.00139899-0.00302976j 0.000132861-0.00308397j 0.00305717-0.00138843j 0.00351957-0.00147262j 0.00282665-0.000873296j -0.0075277-0.00314716j -0.00679954-0.00609785j -0.000222654-0.00197379j -0.00333461-0.00417918j 0.00658657-0.000961249j 9.58393e-05+0.000842701j 0.00311666+0.0024618j -0.00383636+0.0055847j 0.00159529-0.00414747j -0.00103061-0.00341947j 0.00336689+0.00261584j 0.000468332+0.00132064j -0.00056272+0.00574503j -0.00207976+0.00438094j -0.00135934-5.27722e-05j -0.00572092+0.00124921j -0.00111098-0.00713941j -0.0061945-0.00124458j -0.00244111+0.000349683j 0.00375912+0.00487007j 0.00434967-0.000514802j -0.00528225+0.00225433j -0.00387394-0.00186848j 0.00259174+0.00405722j -0.00259184+0.00637921j -0.0007128+0.00429929j -0.00148226+0.00320655j 0.0010291+0.00539862j 0.00480576+0.00073968j -0.00109623+0.00235665j 0.00517118+0.00132588j -0.00261851+0.00250949j 0.00727738-0.00609893j -0.000638941+0.00423832j -0.00602016+0.000269353j -0.00385607-0.00354841j 0.00473275+0.000547319j -0.00323377-0.00525726j 0.00154412-0.000508735j 0.00367934+0.0162358j -0.0149982+0.00172573j -0.0128026+0.0193041j 0.0190504+0.0127738j 
-0.0134913-0.00842169j 0.00846347-0.0130326j -0.00109973-0.0117453j -0.012803+0.00184102j -0.00523168+0.00309829j 0.0162941+0.000573941j -0.00424705-0.0139293j -0.00624681+0.00915836j -0.0107323-0.00211784j -0.00666713+0.00699017j 0.00217451-0.0142685j 0.0120598+0.0023077j -0.00483129+9.3372e-05j -0.0134468-0.00766928j 0.00743757+0.00172786j 0.00949972+0.00171762j -0.00212607-0.00955485j -0.00104568-0.000166696j 0.00607879-0.00866709j 0.00301332-0.013019j 0.0049405+0.00434313j 0.00329038+0.000683014j -0.00387459+0.0143277j 0.00381113+0.0016013j -0.00460899+0.00285383j 0.0118936-0.00638295j -0.00526005-0.00314261j -0.00553135+0.00035687j 0.0106304-0.00053037j -0.00783258-0.00700401j -0.00451283+0.0072826j 0.00427013+0.00298343j -0.00500646+0.0134056j 0.010816+0.00122424j -0.0122857-0.00902796j -0.00492386-0.00310811j -0.00115346+0.00183263j 0.00135614-0.00680449j 0.00221023+0.00612827j 0.00257616+0.00738786j -0.00137975-0.00861821j -0.00281952+0.0109029j -0.00342451-0.0129336j 0.000257347-0.007803j 0.00110702-0.00101019j -0.00238054+0.0116703j -0.00853933+0.00247706j -0.0104044+0.00391507j -0.00109654-0.00333618j -0.0106506+0.00689579j -0.000703094+0.00315231j -0.00542062-0.00329823j 0.0100121+0.00146289j -0.00379603+0.0057473j -0.00218032+0.0059033j -0.00140174-0.00208503j 0.00648354-0.00310534j -0.00518912+0.000165954j -0.000451866+0.0157976j 0.0110757-0.00236742j -0.00744947-0.0155267j 0.00960906+0.003859j 0.00414502-0.00892381j -0.00902831+0.011303j 0.00410629-0.00843052j 0.00595175+0.0107994j -0.0046721-0.00195713j -0.00618077-0.0101278j -0.0188006+0.00335139j -0.00170006-0.00582969j 0.00757249+0.0131585j 0.0165176-0.0127311j -0.00495692-0.00985296j 0.0103995-0.000358467j 0.00223278+0.0105831j -0.00620063+0.00676803j 0.00687592+0.00609047j 
0.0084548-0.00116964j 0.00111895+0.00821044j -0.00796725+0.00169221j 0.00239788+0.00926219j -0.00804593+0.00100685j 0.00349799+0.0104752j 0.00897409-0.00463943j -0.00150262-0.00537873j 0.00624141+0.00215917j -0.00414171-0.00460493j 0.00325655-0.00400605j -0.00430242-0.00523112j 0.00204032-0.00387505j -0.00531253-0.00420047j 0.00144194+0.0028525j 0.00806164-0.000613894j 0.000798717-0.00501202j -0.00620979+0.0012416j -0.0022741-0.0044735j 0.00390935+0.00289704j -0.00315741+0.00224976j 0.00971233+0.00673458j -0.0078075-0.00321999j -0.00374924+0.00112565j -0.00328468+0.0096096j 0.00699593-0.00815585j 0.00316584-0.00680876j -0.00167897+0.000730178j -0.00337794-0.000650759j -0.0129781-0.00354173j 0.00900752+0.00164691j -0.00138882+0.0039986j -0.00246447+0.00264359j 0.00492787+0.00380874j 0.00537709-0.000604967j -0.0011621+0.00502581j -0.00613588-0.000244959j 0.00224439+0.00276552j -0.00220419-0.00371767j 0.00368401+0.00971845j -0.00581931-0.00356709j 0.00189707-0.00794303j -0.000827523-0.00179892j -0.00358549+0.00347441j -0.00448733+0.00592272j -0.00827858+0.00801629j -0.00688404+0.00391427j -0.00304344-0.000752104j 0.00419933-0.00722074j 0.00294763-0.000436056j -0.00596528+0.0124138j 0.00975478+0.0017336j -9.87397e-05+0.002666j 0.00342674-0.00260779j -0.00481514-0.00676709j -0.00143088+0.00297428j 0.00557048+0.00174584j 0.00502615+0.00322541j -0.00722784-0.00290888j 0.00695178-0.00754576j 0.00281806-0.00720081j 0.00550852-0.00319647j -0.00252628-0.00257052j 0.00137323+0.0080704j -0.00529201-0.003906j 0.00577307+0.0016754j -0.00345991-0.000807991j -0.00194785-0.00504928j -0.0069792+0.00284131j 0.00282194-0.00666587j 0.000192916-0.00332874j -0.00192843-0.00381716j -0.00542476-0.00504874j 0.000917421-0.00882882j 0.00867797-0.000987459j 0.00304121-0.0084961j -0.00882822-0.00277827j 
-0.00804676+0.00140753j -0.00158752-0.0078128j 0.00556351+0.00334825j 0.00171235-0.00553775j 0.00221494-0.00480659j -0.000636514+0.00106719j 0.00234043-0.00109413j -0.00239539-0.00292938j -0.0032812-0.00366238j -0.00711171-0.000690148j 0.00203219+0.00473651j -0.00642915-0.0028292j 0.00278495-0.0154352j 0.00952966-0.0020277j 0.000577077+0.00790603j -0.00960847+0.00952063j 0.00981242-0.00322922j 0.0033245+0.00222902j 0.00383965-0.000778083j 0.00971815-0.00137139j -0.00113043+0.00568942j 0.00289988+0.00173854j -0.00475426-0.00163779j 0.00226557-0.00758124j -0.00707007-0.0127857j -0.000927719+0.0011628j -0.0129377-0.00205306j 0.00165514-0.00490833j 0.00482075-0.00263817j -0.00786838-0.00581266j -0.00519337-0.0047141j -0.00295825+0.000446435j 0.00255532-0.00330404j 0.00216653-0.000693955j 0.00203966-0.0015459j -0.00365706-0.00804605j 0.00797914-0.0119573j 0.00265672+0.00153441j 0.0105321-0.00506869j 0.000543955+0.00110398j 0.00498283+0.00504221j -0.00463052+0.00581789j -0.00127881-0.000464611j 0.00340246+0.00272365j 0.00374706+0.00315812j -0.000248215-0.00640429j -0.00362176+0.00435597j -0.0048256+0.00558147j -0.00593175+0.000531628j 0.00169846-0.00789993j -0.011677-0.000151046j 0.00435468-0.00423981j 0.00304249-0.00793676j 0.00676944+0.00188952j 0.00435248-0.00167762j -0.00301055-0.00555994j 0.00121641-0.0058969j 0.0094003+0.0127381j 0.00744653-9.30182e-05j -0.000252858-0.00543122j -0.0126954+0.00107418j -0.00617874-0.0107475j 0.00456439-0.00618813j 0.00801462+0.00081869j 0.00147848+0.00198125j 0.00097536-0.00462663j 0.00337034-0.00228933j -0.00304935+0.00583326j 0.00301394+0.00539431j -0.00396516+0.002561j 0.00243567-0.00302911j -0.00451797-0.00157287j 0.00189741+0.0034952j 0.00270496+0.00616889j -0.00537962+0.00382216j -0.000682185+0.00862828j 0.00879798+0.0006606j 
-0.00292911-0.00457083j 0.00458921-0.00261361j -0.000884893-0.00577968j -0.00523958+0.000774391j -0.0020714+0.00158755j 0.00632878-0.00510156j -0.00835662-0.00503652j -0.000864676+0.00438573j -0.00100186+0.000704888j -0.00756363+0.00579744j -0.0081191-0.00750485j -0.00106387-0.00825733j -0.00506737+0.00213257j -0.00914394-0.00770296j -0.00464382-0.000706977j 0.00653128-0.000627995j 0.00327655-0.00346822j 0.000883678+0.00844699j -0.00185211+0.00448988j 0.0108584-0.00261761j -0.00484549-0.00457732j 0.00553639-0.00544471j -0.000317178-0.00717037j -0.000712851-0.0035388j -0.0112089-0.0011053j -0.00431663-0.00182042j 0.00598123+0.000662095j 0.00109077-0.0014249j 0.000840903+0.000976855j -0.00389137-0.0071516j -0.00329316-0.00375593j 0.00284571+0.00687949j -0.00309959-0.000856268j 1.13317e-05+0.00436154j -0.00199052-0.000307991j -0.00120101-0.00783944j -0.00293186+0.00330325j 0.00643203-0.00666097j 0.00322507-0.00256993j -0.000442059+0.00243792j -0.00527636-0.00136492j -0.00384735-0.00607271j -0.00256309-0.0036563j 0.000269223-0.00305812j -0.00406303-0.00716593j 0.00180263+0.00561855j 0.00814167-0.0110852j -0.0078332+0.00455205j 0.00621514+0.002979j -0.000579633+0.00153243j 0.00358243+0.00475955j 0.000853404+0.002714j -0.00434072+0.00428413j -0.00461288+0.00418667j -0.000177515+0.00486982j 0.00467387-0.00514739j 0.000365027-0.00350876j -0.00601926-0.00272495j 0.00371481+0.00359283j -0.00204635-0.00508083j -0.00557755-0.00259972j 0.00935048+0.00316362j -0.00205467-0.00466836j -0.00770905+0.00972894j -0.00215538-0.00527957j 0.007142-0.00572788j 0.00392708+0.00506914j 0.001047+0.000652987j 0.00187079-0.00258706j -0.00320827+0.00304062j 0.000692688+0.00140341j -0.000496571+0.00108241j 0.00157455+0.00299195j 0.00275605+0.00234582j -0.0010685+0.00361962j 0.000697419-0.000133447j 0.000179058-0.000747211j 
-0.0137+0.00185603j -0.00143268-0.0137324j 0.00283217+0.000953002j -0.000508986-0.00327988j 0.00438421+0.000213778j 0.0032056-0.00130437j 0.00466915-0.00467575j -0.00386017-0.00224892j -0.0109499-0.00132216j 0.003287+0.00495814j 0.00182448+0.00171358j 0.0103643-0.00410064j 0.0016003-0.00440629j -0.00479378-0.00550583j 0.00243878-0.00393278j 0.00809134-0.0127469j -0.0084614+0.00124959j 0.00172869-0.00270258j 0.000186347-0.0130812j 0.000549888-0.00702382j 0.00952214+0.00832298j -0.00226894-0.00273771j 0.00704939+0.0085097j 0.0123409+0.00488932j 0.00596485-0.00282474j -0.000943927-0.000617188j -0.00667072+0.00206267j -0.00219302-0.0107647j 0.00541003+0.00190961j -0.00822756-0.00899394j -0.00222748-6.54611e-05j 0.00306671+0.0054113j 0.00154297-0.00260328j 0.00352623-0.000584015j -0.00648279-0.0111474j -0.00872967+0.00503608j 0.000934318-0.00126689j -0.00449427+0.00482027j 0.00444292+0.00303757j 0.0087258+0.00377355j 0.0071591-0.00469922j -0.00531678+0.0108173j 0.00206498-0.00305159j -0.00206739-0.0104102j 0.00886545+0.00348838j -0.00323096-0.00624582j -0.000445021+0.00521128j 0.0022728+0.00485118j -0.00444891-0.00942389j -0.00877336+0.00469298j -0.000383861-0.00576791j -0.00778736-0.00505847j -0.00356452+0.00554243j -0.00469353-0.00286557j -0.00140459+0.00147419j -0.00667383+0.00552094j -0.00155456+0.000539931j 0.00355564+0.00398146j -0.00768085+0.00213601j 0.000141981+0.00793159j 0.0111549+0.00231655j 0.00217159+0.00548806j 0.00672511+0.00196636j 0.00081993+0.0054242j 0.00402241+0.00526309j -0.00273031+0.00197392j 0.0109359-0.00112719j -0.0093762+0.00477142j -0.00390728+0.00227312j -0.00189582-0.00264697j 0.00263993+0.00348802j 0.000808876-0.00394024j 0.00590647+0.00190642j -0.00194405+0.00983039j -0.00603326-0.00146253j -0.00114442+0.0167258j 0.0164104+0.000759935j 
0.00583841-0.00487296j 0.00469662+0.00590286j -0.000666863-0.00333507j -0.00116419+0.00251034j -0.00664421+0.00160951j 0.00465576+0.00228884j -0.00256453-0.00671814j -0.00152997+0.00117888j 0.00628599+0.00820612j 0.00920955-0.000272329j -0.0115496-0.00613572j -0.00216649-0.00450208j -0.00571664+0.00706964j -0.00598581+0.00786025j -0.00435614-0.00572518j -0.000147066-0.0040006j -0.00394472-0.00023411j -0.0133106+0.00479198j 0.00226443+0.000974592j -0.000614671-0.00417586j 0.00195615-0.00419559j 0.00482073+0.000494296j 0.00535908+0.0038057j -0.00209827+0.00545282j 0.00199914+0.00941607j 0.0126851-0.00429216j 0.00450052-0.00720108j 0.00148223+0.00773646j 0.00298918+0.0106687j 0.00467166-0.000662183j -0.00383899+0.00819889j -0.0041796+0.00105569j -0.00660348-0.00153627j -0.0032423+0.000553163j 0.00358588+0.00719299j 0.00292373+0.00409298j -0.00628916+0.00118674j 0.00163186-0.00589849j -0.00581364+0.00979339j -0.00156124+0.00332897j -0.0027296+4.51936e-05j 0.000940583+0.000901918j -0.00810083+0.0055697j -0.0044657-0.00510843j -0.00447327+0.00575382j -0.00969675+0.000330869j 0.00462414-0.0100002j 0.00315978-0.00464773j 0.006965-0.0045062j -0.00227475-0.000880525j 0.00538543+0.00235966j -0.00283106-0.00188844j -0.00967586+0.0039765j -0.00626813+0.00201207j -0.00113871+0.000572736j -0.00321415+0.00259956j -0.00185807+0.00795306j -0.00153412-0.013093j -0.00390632-0.00320463j 0.00261551+0.00151993j -0.000156718-0.0021346j -0.00246568+0.000162531j -0.0032023+0.00111265j 0.00130683-0.00231509j -0.000199758-0.004747j -0.00170303-0.00227039j -0.00469768-0.00786656j 0.00671752-0.00559849j -0.00364629-0.000450646j -0.00188-0.00368916j 0.00156559+0.000256883j 0.00230042-0.0044004j -0.00922404-0.00536574j 0.00718333-0.00863067j 0.00625464+0.00636314j -0.000938903-0.0114309j -0.0113123+0.0013123j 
-0.0146314+0.00855858j -0.00872967-0.014469j 0.0124247+0.00794824j 0.00879794-0.0127252j -0.00503277+0.00379482j 0.00248388+0.0118622j 0.00780398-0.000567088j -0.000848532+0.00132468j -0.00237417-0.00420311j -0.00334184-0.00800684j 0.00273284+0.00108211j 0.00434793-0.000521097j 0.0132845+0.000147408j 0.00147403+0.00167065j 0.00142561+0.000883899j -0.00107617-0.0111954j -0.00361728-0.0111312j 0.0052802-0.0110875j -0.000434325-0.000623843j -0.00312512-0.00132118j 0.00464581-0.00067346j 0.000408079+1.22352e-05j 0.010673+0.0019519j -0.00579239-0.0002379j 0.0022908-0.000248279j -0.00344361+0.00471511j 0.00920731+0.00683061j -0.00742448+0.00292734j 0.0057073+0.00166564j 0.000409579-0.00583411j 0.00350323-0.00452207j 0.00203524+0.00307101j 0.00458478+0.00495725j -0.000128148-0.00322917j -0.000420722-0.0111195j -0.00582312+0.00067497j -0.00256237-0.0022772j -0.00344812+0.0145571j -0.000633441-1.6025e-05j -0.000711314-0.00368327j 0.0105022-0.00421405j -0.00771591+0.00660142j 0.00347941+0.00546812j -0.00564414-0.00151542j 0.010961+0.00774285j 0.000298656-5.55839e-05j -0.00388487+0.0045555j -0.00139028+0.000803291j -0.00660407-0.00169824j 0.00177433+0.00444029j -0.00836686+0.00250492j -0.00321481-0.00261279j 0.00852251+0.00331551j 0.00410669+0.00298035j -0.00422456-0.0060655j -0.00679282+0.0121743j -0.0108199-0.000953513j 0.00647553+0.00729902j -0.00307674+1.60099e-05j -0.00792651-0.00951983j -0.00235148+0.00863981j 0.00248459-0.00354172j -0.00667019-0.00251004j -0.00818623+0.00941433j -0.00296662-0.00166295j -0.00149292+0.00662339j -0.00333609-0.00371083j -0.00212995-0.00772368j -0.0080076-0.00152887j -0.00362108-0.00397685j -0.00302118+0.00745379j 0.00618093+0.00413526j 0.00603448+0.000656557j -0.0131575+0.00630033j -0.00378867-0.0121084j 0.00427535+0.0149516j 0.0149041-0.00413127j 
0.0153463-0.00780424j 0.00799232+0.0150025j -0.0152588-0.0144228j -0.0138511+0.0162033j -6.80279e-05+0.00684635j 0.0121698-0.00346879j -0.00206869-0.00776687j 0.00624841+0.00170957j -0.000555365+0.00594249j 0.000737254+0.00842604j -0.00274394-0.00619742j -0.00295518-0.000335656j -0.00599327-0.00471357j -0.000482079-0.00170079j -0.0168283-0.00231413j 0.00125882+0.00284468j 0.000810821+0.00206881j -0.00358601+0.0113649j 0.00245762+0.00814992j 0.0010113+0.00239401j 0.000668624-0.00563685j 0.00963291-0.00111721j -0.0122753-0.00631042j -0.00637574+0.00416807j -0.0108644+0.00194749j 0.0029918+0.00200378j 0.000693652-0.0043931j 0.00306755+0.000807683j 0.00313332+0.00421268j 0.00329716+0.0115128j -0.000483796+0.00212615j -0.00935097+0.00283492j 0.000257047+0.00396437j -0.00291929+0.00554049j -0.00572471+0.00996337j 0.00835643+0.00296309j -0.0021208+0.00380362j -0.00410859-0.017786j -0.0111058-0.00277212j -0.00354903+0.00196887j -0.00498021+0.00170635j 0.00456654-0.00830183j -0.0012104-0.00108462j 0.00389847-0.0055612j -0.00463522-0.00389316j -0.000150334+0.00487618j 0.0057474-0.00120699j 0.00435529-0.00770185j 0.00424272+0.000888268j 0.00483707-0.00379209j 0.0140422-0.00386829j -0.000475032-0.00275038j -0.0047191-0.0029361j -0.00694626-0.0023386j 0.00146338+0.00347176j 7.43915e-05-0.0040743j 0.00329058-6.69076e-05j -0.0112481-0.00822661j 0.00642298-0.00216921j 0.00748866+0.00318673j -0.00837068-0.00990183j 0.00314506+0.00112404j -0.00185004-0.00155599j 0.0020853-0.00314379j 0.00583273-0.012311j 0.00470586-0.00221078j -0.00566144-0.00141675j 0.00877131-0.00220707j -0.00593391-0.00160381j 0.00571043-0.00196435j 0.00462758-0.0046477j -0.000333105-0.00957225j -0.0122678-0.00429962j 0.013447-0.0106115j 0.00627421+0.0124945j -0.00915131-0.0151765j -0.0150718+0.00901027j 
-0.0107959+0.00616048j -0.00650474-0.0104945j 0.011698+0.00965096j 0.00947741-0.0128471j -0.00342644-0.00218213j -0.0039221+0.00667127j 1.45009e-06+0.00437289j 0.000131443+0.004117j 0.00394681+0.00187014j -0.00338778-0.0112271j 0.00446194+0.00209314j -0.00447098-0.00221802j 0.0084467+0.00634426j -0.00284696+0.000827082j 0.00459964-0.00358306j 0.00751627+0.00267436j 0.00877489+7.1983e-05j -0.00557148+0.00315446j -0.00444662-0.00861919j -0.000548097-0.00580832j -0.0122283+0.00314574j -0.00832728-0.0024728j 0.00302767+0.00269496j 0.00657667-0.00621488j -0.00846904+0.00686213j 0.00076343-0.0011812j 0.00745436-0.00678858j 0.00808765+0.00166103j -0.012375-0.00105892j 0.00158058+0.000402881j 0.00831943-0.0115885j 0.00403564+0.00257003j 0.00461962-0.0073321j 0.00206902+0.00810377j 0.000135819+0.00241661j -0.00460402+0.00491375j -0.00234724-0.000422626j -0.00446781+0.00607532j 0.00594182+0.00578496j -0.00255473+0.00100405j -0.000387319+0.0037369j -0.00512277+0.00250282j 0.00374992-0.00053974j -0.00357161+0.00306875j 0.000488909-4.03904e-05j -0.00550813+0.00736899j 0.00105982+0.00354527j 0.00431469+0.00259376j 0.0073028-0.0163229j 0.00714281+0.00308157j 0.00170466+0.00600811j -0.00633514-0.00581271j -0.000328167-0.00108847j -0.00169401+0.0124408j -0.00595946-0.00325015j -0.00203573+0.00672203j -0.00138858+0.00231j 0.00339537-0.00732616j -0.00479833-0.00564909j 0.00633498+0.00181858j 0.00422913-0.00197289j 0.000310237+0.00360733j -0.00851505-0.000778797j 0.00323995+0.00697542j 0.00146191+0.0126798j 0.00331485-0.00456296j 0.00938994+0.00357357j -0.00632703+0.00172501j -0.00398382-0.00185797j 0.00573655-0.00448426j -0.00661288-0.00719138j -0.00353185+0.00630523j 0.00392096+0.00332068j -0.00698353+0.00698634j -0.00631422-0.00544231j 0.00499101+0.011376j 0.0117564-0.00493528j 
0.0142392+0.00589084j -0.00558049+0.0138996j 0.0036648+0.010741j 0.0131242-0.00395955j 0.00604977+0.0014849j -0.0158311-0.00244803j 0.00621075+0.015855j 0.00334484-0.0127078j 0.0184188-0.0097145j 0.0033331-0.0149536j -0.00501701+0.00577958j 0.00163644+0.00182659j 0.0052817+0.00635268j 0.0182387+0.0129331j -0.00200819+0.00505378j -0.0131314+0.00945397j 0.0136061+0.00907403j 0.00519408-0.000197363j 0.00120263+0.00440697j -0.00275138+0.00633603j -0.00165439+0.00061178j -0.00683105+0.0067933j 0.00546371-0.00782961j 0.00479418-0.01051j 0.000822654-0.00168128j -0.00888944+0.0080872j 0.0014425-0.0024787j 0.00121692+0.00302011j -0.0163518+0.00173342j 0.00978285+0.0121535j 0.00206128-0.00745687j -0.00560775-0.00211135j 0.0032286-0.00932961j -0.00535264+0.00429603j 0.00897302+0.00623514j 0.00177478+0.00480311j 0.000804205-0.0059367j 0.00286095+0.0123039j 0.00205723+0.00147558j -0.00358717-0.0115472j 0.00472242+0.0117327j 0.00585654+0.0019344j 0.00383682+0.0109815j -0.00099553+0.00789337j -0.00394432-5.21035e-05j 0.00759964-0.00573498j 0.00713043+0.0036796j 0.00849079-0.0063975j 0.00405491-0.00129499j 0.0113795-0.00241553j -0.00102075+0.000684511j -0.0048907-0.00147805j 0.00292701-0.00849791j 0.00636468+0.00601792j -0.0074117+0.00123875j 0.000841652+0.000680633j -0.00669097+0.000609133j 0.0107834-0.00564033j 0.00245177-0.0160183j -0.00327637-0.00536372j -0.00880086+0.0167508j -0.012197-0.0109449j -0.0113051+0.00219426j 0.0120816-0.00798502j -0.00478198+0.00820121j -0.00350395-0.00619184j 0.000652254+0.00624145j 0.000852075+0.0078108j 0.0169097+0.00216802j 0.0023578+0.00981764j -0.00770578-0.00928228j -0.0106912+0.0164069j 0.0108263+0.00909796j -0.0122582+0.00236437j -0.00357392-0.0111764j 0.00928226-0.00899616j -0.00894157-0.00925733j 
-0.0151169+0.00464394j -0.00482184-0.0150796j 0.00795924-0.00127275j -0.00335949-0.0101992j 0.0106862-0.00697322j -0.0011963-0.011223j -0.00815138-0.00326943j -0.00278163-0.000325102j -0.000327226+0.00412865j -0.00437461-0.00169779j 0.00918227-0.00343641j -0.00273368-0.00279895j -0.00410483-0.00666633j -0.00662371-0.00719697j 0.00840491-0.00458579j 0.00676663-0.00635214j -0.00095012+0.00851254j -0.00484443+0.00138879j 0.00031937-0.0122926j 0.00101052-0.0077249j -0.000223451+0.00701932j 0.0024381+0.00109294j 0.00170284-0.007414j 0.00436093-0.000249995j 0.00400436-0.00671306j -0.00364908-0.00606048j -0.00640609+0.00487451j -0.00335953-0.00779742j 0.00271181+0.00751962j -0.00785018-0.0166861j 0.00611019-0.000237132j -0.00581084+0.000122452j -0.00329617-7.64882e-05j -0.000954761-0.00529525j -0.002992-0.00791983j -0.00238315+0.000805343j 0.00762832+0.000472375j 0.00358845+0.000264001j 0.0173555+0.00160145j 0.00228628+0.000630485j 0.00595623-0.00219976j -0.00457681+0.00511293j -0.00119915-0.000741014j 0.000545797-0.00172297j 0.00272944+0.00263329j -0.00392819+0.000196029j -0.002524-0.00700519j -0.00797193+0.00622034j -0.00143605-0.00329169j -0.00562237-0.0024243j -0.00487519-0.0100857j -0.00702718-0.0027682j -0.00816033-0.0105783j -0.000385453+0.00310233j 0.00339093+0.00202439j 0.001557-0.00193655j 0.00884186-0.00346082j 0.00188782+0.0018549j 0.00224658-0.000826566j 0.00132322-0.000966057j 0.00168063+0.00526077j -0.00203276+0.00745228j 0.000275375-0.000581288j -0.00170866+0.00770204j -0.00381307+0.00497117j -0.00215161-0.00545539j 0.00602586-0.00277521j -0.000553139-0.00600412j -0.00417409-0.00252869j 0.000954834+0.00314382j -0.00196149-0.000996263j 0.000513924+0.00670114j 0.00712156+0.0016447j -0.00623562+0.00953738j -0.00817589-0.00523799j -6.19759e-05+0.0200682j 0.0203292+0.000174069j 
0.00591264-0.00358689j 0.00350643+0.00617267j -0.000456374+0.00157311j -0.000794908-0.000281738j 0.00709001-0.0131191j -0.014317-0.01163j -0.00639516+0.00997227j -0.000696491-0.00772156j 0.012181+0.00444357j 0.0028469-0.00215307j 0.00410422+0.00435108j -0.00889297+0.0112049j -0.00616542-0.0037631j 0.00539769-0.00590513j -0.00772221-0.00471647j 0.00522268+0.0013953j -0.00340971+0.00133994j 0.0010091+0.00651161j -0.0067499+0.0135984j 0.00247032+0.00457835j -0.0141156-0.000276938j -0.0020447-0.00607885j -0.00300618-0.0101582j -0.00503148-0.0030548j 0.0024471-0.00492836j -0.00528567-0.000788873j -0.000281828-0.00303881j 0.0147695-0.000980549j -0.00907139-0.00734949j 0.000891634-0.00586411j 0.00736043-0.0097655j -0.000225965-0.00232796j -0.00443806-0.00327126j -0.00822064-0.00235665j -0.00301361+0.00550282j 0.00415682-0.00228346j -0.00226336+0.00378767j 0.00537635-0.00696652j 0.0010772-0.00157751j -0.00465707+0.000735419j 0.00199431+0.00715675j 0.0026997-0.00166124j 0.000172077+0.00384113j 0.00232264+0.013323j 0.00385788+0.00466617j 0.00580753+0.00291582j 0.00661765+0.00510214j -0.00139745-0.00388728j 0.0087642+0.00218581j 0.00609998-0.00451229j 0.0055728+0.0029227j 0.00352226-0.000596578j 0.00257683-0.00597007j 0.0051866-0.00202516j 0.01002-0.00405346j -0.00173816-0.00335243j -0.00201214+0.00400812j 0.00627368-0.00229872j 0.0016066-0.011839j 0.00114525-0.00616067j -0.0065532+0.00522474j -0.00072866-0.00183078j -0.00667359+0.000989486j 0.00628493-0.00664877j 0.00226754-0.00442609j -0.00484967-0.00650896j 0.0014966-0.00371895j 0.00249525+0.00542486j 0.00856398+0.00245015j 0.00312275+0.00687494j 0.000147983-0.00666484j -0.00538823+0.00293449j 0.00614216-0.00053189j 0.00314843+0.00545432j -0.00352379+0.00241835j -0.000631286-0.00468293j -0.00463285+0.000419166j 
