-0.0226836+0.000706874j -0.000405898-0.022566j 0.00971498-0.0091921j -0.0107765-0.00991693j 0.00575181-0.00305721j 0.00105984-0.00578703j -0.00216788-0.00105256j -0.00187304+0.000964964j -0.00239087+0.000316851j -0.00425681+0.000341996j 0.00753998-0.00157639j -0.000232534+0.00115103j -0.00295298-0.0109804j -0.00207091-0.00370192j -0.00200177-0.00282399j -0.00104206-0.00283041j -0.00183305+0.00503137j -0.00456723+0.000311641j -0.000994674-0.00589353j 0.00308414-0.00507364j -0.000861772+0.00210273j -0.00189961-0.00212536j -0.0010571+0.00122633j 0.00470295-0.0049676j 0.000841214-0.000734692j -0.00400405+0.00361365j -0.00392495+0.00238862j -0.00307935-0.000374413j 0.00358118-0.00317456j -0.00139899-0.00302976j 0.000132861-0.00308397j 0.00305717-0.00138843j 0.00351957-0.00147262j 0.00282665-0.000873296j -0.0075277-0.00314716j -0.00679954-0.00609785j -0.000222654-0.00197379j -0.00333461-0.00417918j 0.00658657-0.000961249j 9.58393e-05+0.000842701j 0.00311666+0.0024618j -0.00383636+0.0055847j 0.00159529-0.00414747j -0.00103061-0.00341947j 0.00336689+0.00261584j 0.000468332+0.00132064j -0.00056272+0.00574503j -0.00207976+0.00438094j -0.00135934-5.27722e-05j -0.00572092+0.00124921j -0.00111098-0.00713941j -0.0061945-0.00124458j -0.00244111+0.000349683j 0.00375912+0.00487007j 0.00434967-0.000514802j -0.00528225+0.00225433j -0.00387394-0.00186848j 0.00259174+0.00405722j -0.00259184+0.00637921j -0.0007128+0.00429929j -0.00148226+0.00320655j 0.0010291+0.00539862j 0.00480576+0.00073968j -0.00109623+0.00235665j 0.00517118+0.00132588j -0.00261851+0.00250949j 0.00727738-0.00609893j -0.000638941+0.00423832j -0.00602016+0.000269353j -0.00385607-0.00354841j 0.00473275+0.000547319j -0.00323377-0.00525726j 0.00154412-0.000508735j 0.00367934+0.0162358j -0.0149982+0.00172573j -0.0128026+0.0193041j 0.0190504+0.0127738j 
-0.0260216-0.00272769j 0.00325688-0.0263045j 0.0143322-0.010435j -0.00512451-0.0188106j 0.0130009+0.00642811j 0.000703901-0.0107145j -0.000423272-0.00300238j -0.00527818+0.00276257j -0.00646159+0.00311045j -0.007583+0.00793518j 0.00857565-0.0013242j 0.000365431+0.00471432j -0.000959748-0.0065273j -0.00397892-0.0116396j -0.00152549+0.00302798j -0.00207625-0.0100361j 0.00420978+0.0109337j -0.000481835+0.00190344j -0.00678057-0.00574513j 0.00459119-0.00516465j -0.00130352-0.00141087j 0.00126002+0.00185951j 0.00190982-0.00500214j 0.00529628-0.00848976j -0.000375319+0.00181983j -0.00723959+0.00181477j -0.00862308+0.000929469j -0.00652992-0.00292772j 0.0027646+0.00153642j -0.00144346-0.0107715j 0.00429471-0.00175846j 0.000340371+0.00683248j 0.00407598-0.00347151j 0.00112054+0.000199946j -0.00685079-0.00979564j -0.00679733-0.0106122j 0.00617139-0.00824332j -0.00202185-0.00121789j 0.016515-0.00113051j 0.00104818+0.00162842j -0.00291511+0.00232135j -0.0115362+0.00308875j -0.000724122-0.0058453j -0.00245168-0.00119364j -0.000796422+0.00916944j -0.0058436+0.00115102j -0.00220434+0.0017449j -0.00558333+0.0103715j 0.00393339-0.00609207j -0.00775952+0.0063784j -0.000810283-0.00457774j -0.00491138-0.000904668j -0.00768041-0.00338106j 0.0101057+0.00959042j 0.00357445-0.00582256j -0.00647712+0.00188944j -0.00204814-0.00315871j 0.00924424+0.00190156j -0.00274027+0.00902401j -0.00133917+0.00110108j 0.00175094+0.00353362j 0.00125147+0.00239747j 0.000137724+0.00260252j -0.00167323+0.00384543j 0.00208776+0.00671736j 0.0050801+0.00439868j 0.00242905-0.00377963j -0.00116281+0.00512943j -0.00265688+0.00630417j -0.00481147+0.00085633j 0.000920061-0.00387896j -0.00372665+0.00374786j 0.00253965+2.31783e-05j 0.00470879+0.012028j -0.0129016+0.00470433j -0.0037335+0.0202905j 0.0205566+0.00427165j 
0.0146556-0.0059275j 0.00470283+0.0145192j -0.0147429-0.0063731j -0.0159159+0.0129156j 0.00169542-0.00333632j 0.0126678+0.00437898j -0.0125129-0.00823175j 0.0165642+0.00723553j -0.00227741+0.000949292j 0.00173662-0.00376751j 0.00839502-0.0154709j 0.00552859-0.00785641j -0.00837646-0.000171188j -0.00724616-0.00055705j -0.00372023-0.00908325j 0.0135435+0.00142908j 0.000378424-0.00736509j 0.00227892+0.000932219j 0.0107111+0.00360773j -0.000676543-0.000297189j 0.011117-0.00447961j 0.00214642+0.00310849j -0.0150178+0.00742254j -0.00149675+0.00481034j 0.000644405+0.00146139j 0.0159359+0.00628903j 0.00764347-0.00349391j 0.00209448-0.0013729j -0.00113947+0.000130359j -0.00273358+0.00407535j 0.00236557+0.00580904j 0.00465225-0.00149616j -0.00251938+0.00847272j 0.00590752+0.000967755j -0.00202951+0.00600589j 0.00992398+0.00312615j 0.002586+0.00175707j 0.00475502-0.00911071j -0.0106645+0.0036421j 0.000525727+0.000842821j -0.00324305-0.00761892j 0.00348062-0.0110138j -0.00212546-0.000106902j 0.00174331+0.00259773j -0.00539569-0.00462994j 2.13826e-05+0.00204211j -0.00476192-0.001061j 0.00303432-0.00900346j 0.0023189-0.00131047j 0.00467262-0.0073314j 0.00454964-0.00178162j 0.000566944+0.00485209j 0.00220494-0.000547958j -0.00311654-0.00654611j 0.000722025+0.00299337j 0.00327247-0.0067547j 0.00302949-0.0045811j -0.0106043-0.00327371j -0.000750762+7.5792e-05j 0.00295032+0.00223647j 0.000438588-0.0115418j -0.000640141-0.00288829j 0.00513174-0.00299888j -0.00120225-0.00273203j -0.000867511-0.00824821j -0.00245981-0.00277931j -0.00925999-0.00190605j 0.00310532-0.00918741j -0.00185214-0.000741768j 0.00153035+0.000378466j 0.00677373+0.00277454j 0.00388702-0.0111127j -0.0118898-0.00171995j 0.00785604-0.0156712j 0.0140328+0.00746192j -0.00515998-0.0132098j -0.0131723+0.00492716j 
0.00137929+8.08556e-05j -0.000347431+0.00149923j -0.00141118+0.00293081j 0.00300526+0.0020387j 4.53623e-06-0.00534131j -0.00208512-0.000542255j 0.00220712+0.000936081j -0.00216346-0.004668j 0.00369443+0.00708369j -0.00328422-0.00394673j 0.00448103-0.00460261j 0.00022694+0.00670277j 0.00376113+0.00406806j 0.00408771-0.00641029j 0.00311777-0.000454136j 0.00375-0.00178473j -0.00197858-0.00111045j 0.0024427-0.00035156j -0.00532076+0.00445547j -0.0050358-0.0018973j -0.000514217+0.00261412j -0.00329366-0.00434044j -0.00331758-0.00538168j -0.00747478+0.004029j -0.0012977-0.000995501j -0.000655574+0.000307926j -0.00418391-0.00398385j 0.00419695-0.00118549j -0.000186151+2.66071e-05j -0.00212748+0.00117999j 0.000229219-0.000523415j -0.00384281+0.000351558j -0.00121517+0.00239796j -0.00249264-0.00540801j -0.0032724-0.000655386j 0.00374185+0.00355083j 0.00409202+0.0015723j -0.00173253-0.00131036j 0.00160268+0.000119689j -0.00152738-0.000327024j 0.00389889+0.0010952j 0.000756477-0.00184884j 0.00191629-0.00117065j 0.00112617+0.000475583j 0.000621711-0.000244771j 0.00309052+0.00290832j 8.80585e-05+0.00401046j -0.000126705+0.00795591j -0.000989427+0.000907475j -0.000566787+0.00394691j -0.00215271+0.00294025j 0.00374697-0.000397921j 0.00253781-0.00555284j -0.00529684+0.0016375j 0.00131326+9.58649e-06j 0.00125716+0.00257874j -0.00151714+0.00263554j -0.00130782+0.000489787j 0.00122184-0.00309042j 0.0043334-0.0010711j 0.000470291-0.00186051j 2.6332e-05-0.0014597j -0.00052757+0.0011776j 0.00270613-0.00137932j -0.000307506+0.00207397j 0.000888338-0.00351797j -0.000523983+0.000383581j -0.000365713-0.00181119j 0.00179134-0.00063755j -0.000908958-0.000598871j -3.98778e-05+0.00179568j 0.00284619+0.000851443j -0.00121407-0.00180288j 0.00121607-0.00378128j 0.00363775+0.00136739j -0.000174451-0.00241181j -0.00235642+0.000314054j 
0.00442072-0.00812144j 0.00759106+0.00364554j -0.00582598-0.0142265j -0.017907-0.000498944j 0.0169321-0.00839637j -0.00364885-0.00765053j -0.00755094-0.00510314j 0.00134975-0.00164534j 0.00862797-0.00799548j 1.76719e-06-0.00771957j 0.00151038-0.00135212j -0.00411583-0.00684785j -0.0123403-0.0071425j 0.00606487+0.00493331j -0.0105148-0.00351515j -0.00516989+0.00889413j -0.00525425+0.0152306j -0.00322962+0.00773579j -0.00417581+0.00790706j 0.013-0.00403224j -0.00451645-0.00849402j -0.0020522+0.000679972j -0.00461086+0.006042j 0.00824969+0.0013658j -0.000268436+0.000650293j 0.00988864+0.00191804j -0.00816862-0.00290136j -0.00263729-0.00413545j 0.00188523+0.000949918j 0.00280174-0.00128615j -0.00107883+0.000141969j -0.00442836-0.00442612j -0.000894967+2.86724e-05j 0.00376313+0.0082342j -0.00472397+0.00844414j 0.00124644-0.00356945j 0.00298449-0.00425892j 0.00789449-0.0170699j -0.00079298+0.00324781j 0.00356623+0.000280556j -0.00150865+0.00043979j -0.00185939+0.00149403j -0.008243-0.00311679j 0.00429579-0.000469648j 0.000310759+0.00872854j 0.0017004+0.00127968j 0.00161268+0.00115426j -0.00128758-0.00210041j 0.00989323+0.00183734j -0.000215867-0.00428292j 0.0120119-0.00628857j -0.00530175-0.00556707j -0.00754702+0.00216578j 0.00392033+6.73744e-05j 0.00972719+0.00553885j -0.00305533-0.0140097j 0.00219216-0.00452292j -0.00261485-0.00701965j -0.00071983-0.00187805j 0.00258528-0.00191493j -0.0108605+0.00336735j -0.000320974+0.00104292j 0.000406148-0.00260716j 0.00347848-0.00346237j 0.00737559-0.0113464j -0.00115739-0.00372694j -0.000607868-0.00877312j 0.00384834+0.00617784j 0.00772484+0.00787936j 0.000992665+0.01174j 0.00808939-0.00909749j -0.00800709-0.00401453j 0.00324361-0.000497765j 0.0117896+0.00694652j -0.00550647+0.0118667j -0.00708081-0.00186089j -0.00186299+0.00702451j 
-0.00725353-0.00855022j 0.00868312-0.00713388j 0.00278834-0.00874486j -0.00971573-0.00444877j 0.00694442-0.0123689j -0.0144086-0.0164898j -0.0157143+0.00656411j -0.00734602+0.00521686j 0.0175838-0.00558493j -0.00984735-0.0128349j 0.0107431-0.00575095j -0.00143429+0.00833425j -0.0114898-0.0152924j 0.00140061+0.0016754j 0.000140107-0.00511807j 0.000833312+0.00823447j -0.00841957+0.00684872j -0.00930911+0.00664162j -0.000629641+0.000535921j 0.00635798-0.00481493j -0.0112416-0.0069909j 0.00160477-0.00746732j 0.00231574+0.00437251j 0.00252314-0.00143066j -0.000695293+0.00532514j 0.00326184-0.00444117j -0.00630155-0.00624976j 0.00297194+0.00064712j 0.00166004+0.000857391j 0.00549523-0.00737449j 0.000268472-0.00182491j -0.00378724-0.00590613j 0.00193477+0.00278139j 0.0017093+0.00229402j -0.00884431+0.00553274j 0.00132207-0.00701061j 0.00621927-0.000204917j 0.00648393-0.00741363j 0.00699833-0.00303285j -0.00317273+0.00116994j -0.000626572+0.00191939j -0.00271434+0.00421938j -0.00550111+0.00112602j 0.00752613-0.000565337j 0.00219445+0.00184229j -0.000300173+0.00226798j -0.00192443+0.00719432j 0.00167735+0.00632124j 0.00403246+0.00516602j 0.00200327-0.00429195j 0.0047311-0.00496994j -0.00261442-0.00782833j -0.00403373-0.00739305j 0.0033376+0.00430304j 0.00905556+0.00227658j -0.00527095-0.00422013j -0.0015754-0.00093768j 0.00106433-0.00407742j 0.0031631+0.00130347j 0.00260752-0.00118876j -0.00934011-0.00124295j 0.00336749+0.00128868j 0.00278874+0.00191207j 0.0045355-0.00217062j 0.00651013-0.00580727j -0.00394926-0.00464435j 0.00261273-0.0108518j 0.004738+0.0064913j 0.00296133+0.00377884j -0.00223433+0.00719315j 0.00563679-0.00598731j -0.00520528-0.00314838j 0.00116092-0.0017512j 0.0143732+0.0123316j -0.012133+0.0133788j -0.00760661+0.00432325j 0.0045964+0.00757991j 
0.0204573-0.00694225j 0.00680798+0.0198166j -0.0151825-0.00900506j -0.00705266+0.0108743j 0.00630862+4.78591e-05j -0.0099953-0.00449435j -0.00167624+0.00880895j 0.00801188-0.00309321j 0.0109712+0.000909172j -0.000201771+0.00215514j 0.00192736+0.00385567j -0.0103955+0.00867783j -0.00483943-0.00483396j 0.00559784+0.00211732j -0.00723864+0.00309578j -0.00655212+0.00774646j -0.00254927+0.00595389j 0.00154625+0.00771265j -0.00433943+0.0153518j 0.000396693+0.00444091j -0.00288865-0.00474938j 0.00739411+0.001215j -0.007789-0.00207099j -0.00386065+0.00680396j -0.00322729+0.00108736j 0.00761537-0.00245148j -0.000735395-0.00424967j 0.00143542+0.00158779j -0.00170163+0.00400385j 0.00337063+0.00693251j 0.00179613+0.00264958j -0.0069391+0.00203637j -0.00158133-0.000543696j -0.00371609+0.00866175j 0.00453506+0.0109564j 0.00986669+0.00855201j 0.00104304+0.00338689j 0.00535546-0.00813826j -0.00845766+2.88267e-05j -0.000646041-0.00199813j -0.00444036+0.00186665j 0.00774728-0.00607156j -0.00636913+0.00110118j 0.00258007+0.00312454j -0.0031549+0.000825146j 0.00113751+0.000690929j 0.00426871-0.00167879j 0.00290317-0.00493337j 0.00470858+0.00574629j 0.00708596-0.00503671j 0.00686219+0.000902128j 0.0041635+0.000278377j -0.000400609-0.00137837j -0.00481074-0.00540122j 0.00572431+0.00256703j 0.00199517-0.00737638j 0.00163736+0.00124192j -0.00265152-0.00565371j 0.00152076-0.0110956j 0.00288337-0.0031054j -0.00428015-0.000968631j -0.00518853-0.00567448j -0.00155419-0.00450258j 0.00431235-0.0062016j 0.00232527-0.00910685j -0.000831401-0.00383133j -0.00549758-0.00110867j 0.00245729+0.00296766j 0.00894171+0.000577211j 0.00730283+0.00418984j -0.000275236-0.0112407j -0.00808474-0.00229466j -0.00363809+0.00119475j 0.00825203-0.00528478j 0.00509137+0.00873856j -0.00242613-0.0204336j -0.0202814+0.0021838j 
0.000597817+0.00692281j -0.00740732+0.00103382j 0.00363027+0.0162314j 0.0139185-0.00423882j -0.00316019-0.00672412j -0.00166926+0.00880522j 0.00706434-0.00137764j -0.00511804-0.00523707j 0.00233627+0.00281672j 0.00357253-0.000934922j -0.00456302+0.00364845j -0.00289145-0.0023916j 0.00846084+0.0106226j -0.00545112+2.40085e-05j 0.00653665-0.000237943j 0.00333534-0.00128345j 0.00338987-0.0015785j -0.00217005-0.000311688j -5.94491e-05-0.000998649j -0.00382347+0.00336022j -0.00224361+0.00369416j -0.00589389+0.00578347j 0.00296679-0.00442902j -0.00404998+0.00205656j -0.00077531+0.00350769j -0.00195961-0.00304622j 0.00134942+0.00272048j 0.00105549-0.000288774j -0.00690785-0.00100895j -0.00124796-0.0011294j 0.00355837-0.0019034j -0.00211384-0.00429903j -0.00249768-0.0015069j -0.00453594-0.00477433j 0.0065006-0.00276175j -0.00555901-0.000733334j -0.00473886+0.00183263j 0.00119469+0.00671902j 0.00345443+0.000826175j 0.00142204-0.000451028j -0.000450553+0.000486622j -0.00109392+0.00156194j 0.00314283+0.00192173j -0.00457797+0.00066432j -0.00309452-0.000275609j 0.00137381+0.00305219j -0.00204632-0.00389713j -0.00176978+0.00129757j -0.00269492-0.00200272j 0.00208159+0.00203507j -0.00796811+0.0108636j 0.00260583+0.00472225j 0.0016237+9.53797e-05j 0.000138647+0.00416176j -0.00668645-0.00420521j 0.00433523+0.00711702j -0.000927575+0.00250846j -0.000417658-5.72035e-05j -0.000858281-0.00133359j -0.00441163-0.00326458j 0.00289746+0.00352743j -0.00395289-0.00233858j -0.00279534-0.000472064j -0.0020033+0.00300139j -0.00557826+0.00449743j 0.0025087-0.000763886j -0.00179542+0.00612365j -0.00122349-0.00268956j 0.000445398-0.00437628j -0.00164331-0.00396815j -0.00882949+0.0035598j 0.00244385+0.00714866j 0.00199556+0.00305586j -0.0102109+0.00160912j -0.000856667-0.00942917j 0.0083155+0.00202019j 0.00229869-0.00833048j 
-0.0126955-0.00266554j 0.00314486-0.0136169j -0.00378561-0.0175918j -0.0104794+0.00464939j -0.00425708+0.017721j 0.0123972+0.00176219j -0.000505635-0.0103702j 0.00037383+0.00805767j -0.00765956-0.000539288j -0.00502651-0.000975488j 0.00269395-0.00285129j 3.14931e-05-0.0139695j 0.000366145-0.00866194j -0.00868612-0.00578796j 0.00454247-0.000360777j 0.00493908-0.0084176j -0.00620976-0.00354858j -0.00185268-0.00899184j -0.00158697-0.00854426j 0.00788553-0.0102397j -0.00184001-0.000206989j 0.00634627-0.00788165j -0.00488609+0.00738609j 0.00904155-0.00686367j 0.00127174+0.00051657j 0.00128744-0.00422283j -0.00114937+0.00560105j -0.00821243-0.00131056j 0.0105806+0.00178535j -0.00862666-0.0068911j -0.00485477-0.000680077j 0.00809421+0.0040806j 0.00198443+0.00326152j 0.00985427+0.00328045j -0.00473221-0.00402703j -0.00259369-0.00266699j -0.000437566-0.00312433j -0.00294906-0.00282122j 0.00335933+0.000947893j -0.0012423+0.00403228j 0.000801544-0.00273246j -0.00731678+0.000391682j -0.00461209-0.00477464j -0.00123467-0.00573791j 0.00451393+0.000577069j -0.00738375-0.00132658j 0.00128688+0.000466725j -0.00239661+0.00455773j 0.000833253-0.00380811j -0.00459309+0.0015601j 0.000613744-0.00315107j -0.00246966-0.00148792j -0.00270779+0.00559184j -0.000189987+0.000266134j 0.00323349+0.00186301j -0.0027366-0.00561315j 0.00274318-0.00487116j -0.00412432+0.00145554j -0.00112612+0.0121652j 0.00279855+0.00304486j 0.00271793-0.00898296j 0.00648463+0.00735992j 0.00442773-0.000376075j -0.009562+0.00356793j 0.00346196+0.00093711j 0.00445287+0.00370454j 0.00160571-0.00523314j -0.000175648-0.0100305j -0.0139217+0.000560301j -0.00437293-0.00516102j 0.00778895+0.00738853j 0.00844591-0.00853714j -0.00574137-0.0027464j 0.00752353+5.69077e-05j -0.00142885+0.00971673j -0.00591377+0.0106665j 0.0107851+0.00627849j 
-0.00365024+0.0042019j -0.00499479-0.00356222j 0.0123878+0.00156469j 0.00172593-0.0152439j 0.00646184-0.00830353j -0.0167268+0.00125756j -0.000684183+0.0170336j 0.00838257-0.00488781j 0.00841554-0.00203089j -0.0063429-0.01529j 0.00497399-0.00112531j -0.00423412+0.00173352j 0.00688851+0.00387834j 0.00841904+0.00186668j 0.00086453+0.00184951j -0.00499739+0.00241769j 0.00343757+0.00685922j -0.0018196-0.000895464j -0.00212354+0.00573249j -0.00101636+0.00154893j -0.00101555+0.000968639j -0.0055174-0.000434549j 0.00294636+0.00134359j -0.00144542+0.00146953j 0.00182645-0.000702354j -0.00212529+0.00269681j 0.00540105+0.000977164j 0.00252547+0.000579267j -0.00315142+0.0013333j 0.00485336+0.00584919j 0.00115007-0.000750008j -0.00605607+0.000866491j 0.00284038-0.00436219j -0.000301677-0.00178589j 0.00455799+0.000520953j 0.00198702+0.0025871j 0.00328029-0.00292081j 0.00109768+0.0044554j 0.00189639+0.00291532j 0.00333384-0.0015318j 0.00261727-0.00172151j -0.00272406-0.00172034j 0.00123493+0.00246897j 0.00244198+0.00644001j 0.00235332+0.00401074j 0.00060661-0.00126868j 0.00429296+0.00257656j 0.00586193+0.00106499j 0.0023205+0.00203535j 0.00235376-0.000547583j -0.000289855+0.0024j 0.000379511-0.00419512j 0.00204671-0.00170192j 0.000194823+0.000298485j 0.00317712+0.000681554j 0.00103443-0.00112053j -0.00169059+0.00366945j 0.00371934-0.000365955j 5.67861e-06-0.00669944j -0.00236076-0.00849151j -0.00128582+0.00890042j -0.00647933-0.00364341j -0.00942208+0.00102187j 0.00403683-0.00043087j -0.00318602+0.00791688j -0.00042936-0.00761954j 0.00309194+0.000178729j -0.00456223+0.00278694j 0.0101889+0.00420152j 0.00154072+0.00299524j -0.00381055-0.0102508j -0.0110689+0.00783233j 0.00864482+0.00859937j -0.00642811+0.00538986j -0.00218677-0.00309712j 0.0032339-0.000258443j -4.07235e-05-0.00307149j 
0.0213607+0.000145609j -0.000854812+0.0214432j -0.00698141+0.0100399j 0.0089333+0.00684276j -0.0053113-0.00299265j -0.00282103+0.0126687j 0.00905526+0.00317779j 0.00485237-0.00912452j 0.0110732+0.00262297j 0.00862619-0.0069635j -0.00951075+0.00223495j -0.00109113+0.000596351j 0.00628247+0.0118836j 0.00635004+0.00498685j -0.00487956+0.000621171j -0.00479668+0.00673455j 0.00193263-0.00398484j -0.00111907+0.00290717j 0.00367496+0.0128017j -0.00883499+0.00633013j 0.00346628-0.00095134j -0.000737136+0.00436062j -0.00162112-0.00188623j -0.00951109+0.00528779j -0.00162189-0.00180546j 0.00761843-0.00204611j 0.00453647-0.00380355j 0.00480989+0.00562381j -0.00608545-0.000197058j 0.00181038+0.0118701j -0.00245212+0.00449461j -0.00520483-0.00102222j -0.00435763-0.00174154j -0.00410558-0.00253088j 0.00849676+0.00811105j 0.00499254+0.00911061j -0.00482255+0.00446763j 0.00132048+0.00146509j -0.00685453+0.00429315j 0.00111872-0.00254381j 0.00268278-0.000404715j 0.00904988-0.00526172j 0.00260787+0.00290672j -0.00437874+0.000363491j -0.00439506-0.00386362j 0.00585488+0.00158522j 0.00691447-0.00195213j 0.00362557-0.00427061j 0.000457446+0.00367565j 0.00534281+0.00164748j -0.000527489+0.0100354j 0.00405317+0.00374842j 0.00607949+0.00179258j -0.00720674-0.00380029j -0.00414641+0.0019276j 0.00444602+0.0030971j 2.74447e-05+0.00565445j -0.00324639-0.00239991j 0.00257958-0.0096017j 0.000434951-0.00487403j -0.00165349+0.00425095j -0.00274574-0.00692618j -0.00385614-0.000168256j 0.00421663-0.00336508j -0.00383453-0.00358017j 0.00148888-0.0051903j -0.00323228+0.00613705j -0.000308235+1.08431e-05j 0.00757639-0.00121626j 0.00236171-0.000805923j -0.00598711-0.00235655j -0.0022216+0.00349361j -0.000755949+0.00356362j -0.0041891-0.0126656j 0.0131739-0.00240691j 0.00594592-0.0228125j -0.0227956-0.00612711j 
-0.00856955+0.00201306j -0.00134616-0.00890111j 0.000476065+0.00011697j 0.00197474+0.00181268j -0.00450269-0.000347052j -0.0021379+0.00199557j 0.00400541-0.00418747j -0.00933928+0.00578774j -0.00469688-0.00208813j -0.000578211-0.00335939j 0.00600531+0.0048184j 0.0021397-0.00546847j -0.00231702-0.0152694j -0.00150665-0.00366723j -0.00106403-0.000786677j 0.00325923-0.00145384j -0.00969016-0.000790899j -0.00512931-0.00186742j 0.000583452-0.0108098j 0.00667615-0.00178363j -0.00466213-0.000179339j 0.00122043-0.00612144j 0.00102471+0.00100779j 0.00470684-0.00349118j -0.00018742+0.00247589j -0.00387712-0.00436071j -0.00681074+0.00270533j -0.00249733-0.00482514j 0.00540857-0.0036633j -0.00216734-0.00461103j -0.00165499+0.00127757j 0.00129826-0.00297481j -0.000455836+0.00301706j 0.00270923+0.00121943j -0.0062609-0.00140315j -0.00561704-0.00222667j -0.00343243-0.000866118j -0.00446626-0.000397297j 0.00453752-0.00428948j -0.000512833+0.00393474j -8.52709e-05+0.000449217j -0.00334961+0.0074947j 0.00163012-0.000596254j 0.00160261-0.00707757j 0.00477575+0.000981445j -0.00596699+0.000453966j -0.00286352+0.00596401j 0.00165429+0.00146231j -0.00280999+0.000651647j -0.00280076-0.00184909j 0.000790002-0.00509985j -0.0035189-0.00627712j -0.00174997+0.00204289j 0.00220493+0.00355519j -0.000374028+2.11743e-05j -0.0034122+0.000403797j 0.00101109-0.00141372j 0.000700428+0.00254239j 0.00160892+0.00820278j -0.000392895+0.00348126j -0.00544711-0.00196062j 0.00592295+0.00406049j 0.00520949+0.00255105j -0.0028914+0.00356989j 0.00377581+0.000767251j 0.000963237+0.00214298j 0.0073318-0.00116625j -0.00216495+0.00131285j -0.0079348-0.000167418j 0.000368352-0.00483281j 0.00170509-0.000891396j 0.00184351-0.00349792j -0.00216524-0.00575229j 0.0039597+0.0095161j -0.0111336+0.00214321j -0.0026406+0.0146366j 0.01458+0.00276181j 
-0.0036343-0.00942251j 0.00889492-0.00365099j -0.008984-0.0090819j -0.0123201+0.00747103j -0.00569833-0.00352919j 0.00820922+0.00260078j -0.0126713-0.0107023j 0.00305923+0.0164708j -0.00408657+0.00332687j -0.00803117+0.00218279j 0.00269911-0.00914152j -0.00162527-0.00964533j -0.0100818-0.0150892j -0.00714885-0.00274444j -0.00085189-0.00351257j 0.00196089+0.00300378j -0.0116249-0.00619684j -0.00411557+0.00262924j -0.000952716-0.000508876j 0.00659919-0.00719496j -0.00118058-0.00557091j 0.00945435-0.00620106j -0.00586333+0.00530918j 0.00206841+0.00173315j -0.00409859+0.00324069j 0.0120706-0.00734267j -0.00373567-0.00809688j 0.0031124-0.00379498j 0.00870826-0.000513829j -0.00317215-0.00579983j -0.00293591+0.00434223j 0.00683359-0.00240585j -0.00301549+0.00299651j 0.00732771+0.00561835j -0.00161238+0.00315163j 0.000789336-0.00218818j -0.00139282-0.000779527j 0.0045884-0.00835862j 0.000555175+0.00149983j 0.00297942+0.00601541j -0.00635682-0.000501474j -0.00511391-0.00544447j -0.010742-0.00340187j 0.00425405-0.00621367j 0.000823226-0.00186314j -0.00501958+0.000327522j -0.00203375-0.00199178j -0.00213856+0.00251081j 0.00323054+0.000371643j -0.00225271+0.00172493j 0.00252596-0.00524768j -0.00137573-0.000895628j -0.0048929+0.00513002j -0.00177064-0.00195889j 0.00227459+0.00179589j -0.00200132-0.00880453j 0.00292324-0.00615162j -0.00619028-0.00584329j -0.000407938+0.0105045j 0.00396935+0.00558504j -0.00104143-0.00882713j 0.00648805+0.00456535j 0.0104441-0.00454528j -0.00656665+0.00223883j 0.00947073-0.00709154j 0.00157437+0.00438781j -0.000201997-0.00704803j 0.00178775-0.00363475j -0.00968384+0.000972735j 0.000226747+0.000685028j 0.0120635+0.00161684j 0.00430904-0.0158021j -0.00921122-0.00619193j 0.0170149-0.00517685j 0.00492631+0.0168541j -0.00885674-0.00217796j -0.00214153+0.00878226j 
