2.3405e-16+0.0370378j 1.48043e-16+0.00195986j 3.48701e-18-0.020478j 2.44492e-17-0.00172664j -1.4278e-16+0.0107648j 1.8026e-17+0.0264693j -6.56226e-18-0.0138566j 3.12487e-17-0.00125329j 2.49006e-17-0.00731458j 8.76476e-17-0.0106312j 3.7009e-17-0.00285092j 5.0946e-17-0.0215282j -8.29688e-17+0.0129345j 4.47907e-17+0.00713411j 3.47684e-19-0.00880531j 3.26094e-17-0.0100376j 1.15369e-17-0.0153315j -1.07837e-16-0.00902164j -2.46662e-17+0.00240809j 6.94762e-17+0.0104925j -3.66623e-17+0.014101j 2.19244e-18+0.00389765j 2.72399e-16-0.00736239j -1.36724e-16+0.00721324j 1.68074e-16+0.00861578j -8.7709e-17+0.0197127j -7.00713e-17-0.0115306j 1.35732e-16+0.0192397j 6.01515e-17+0.0157178j 8.60104e-18+0.00931255j 1.94737e-15+0.0054067j -1.84665e-17+0.00690071j -5.02395e-17+0.00144711j 2.51269e-17-0.00580694j 1.45252e-16+0.00307949j -5.55142e-17+0.00588728j -2.40953e-17+0.0160665j -2.79393e-16+0.00920017j -1.54732e-16-0.0163328j 1.1612e-15-0.00350554j 1.13343e-15+0.00940916j -5.49163e-15+0.00369892j -3.27086e-16-0.00653276j 3.47755e-17+0.0011251j 6.62308e-17+0.00378884j -1.24291e-16-0.00643036j 3.09394e-16+0.0151958j 1.88229e-16+0.0105568j 2.15767e-16+0.0184632j 5.47917e-17+0.00640369j 1.09237e-16+0.0175983j 1.62896e-16+0.0172056j 1.09916e-15+0.0103486j 4.50484e-18-0.00805988j 6.09881e-17-0.0212065j -1.23499e-16-0.0039382j -3.98046e-16-0.0242692j 2.03494e-17+0.00319551j -3.8006e-17-0.00235664j -2.81817e-17-0.00686522j 7.93371e-17+0.00985617j 1.48855e-18-0.00401301j 2.38474e-17-0.0273455j 1.26821e-17-0.0122952j 4.6893e-17-0.0104793j 1.01105e-17+0.013312j 1.17331e-18+0.0259239j -2.78356e-17-0.00964398j 4.02381e-17-0.00572059j 2.63134e-17-0.0208995j -2.76907e-17-0.00486603j 6.52517e-17+0.0367919j 
-2.19701e-16-0.0333393j -2.32814e-16-0.0220394j -2.89864e-17+0.0290831j -2.02191e-16-0.0521541j 1.74793e-16-0.0103099j 5.12311e-17-0.0255344j -1.27526e-16-0.0190124j -3.17681e-16-0.0814424j -1.08354e-16+0.000436591j -2.92084e-16+0.0422009j -8.09895e-17+0.0264972j -1.39901e-17+0.0394531j 2.17525e-16-0.00555412j 4.73602e-17+0.000275796j -8.50442e-17-0.0407645j -8.76316e-17-0.0253752j 6.05552e-17-0.000871392j 2.61535e-16+0.044336j 1.07555e-16+0.0109286j -8.44745e-17-0.00917357j 1.73449e-16-0.0347371j 4.18368e-16-0.0566301j 1.71606e-15-0.0386219j -9.27741e-17-0.0100472j 1.46991e-16+0.00951102j 4.41408e-16-0.00687348j 5.20231e-16+0.0180241j -1.18606e-15-0.00133302j 2.32712e-15+0.0342274j -7.1242e-16+0.0139495j -1.2627e-15-0.00507896j -4.8353e-16+0.0284551j 1.1748e-17+0.06191j -3.02086e-16+0.0270118j 1.21602e-15+0.0175615j 4.39042e-17-0.0236028j -1.78988e-16-0.00662575j 6.28803e-16-0.0291846j -6.41949e-16-0.00401793j 3.41732e-15+0.00945655j 2.79821e-15+0.00413105j 8.37557e-14-0.0553766j 8.2906e-16+0.0408898j 1.12048e-17+0.0525323j 4.88611e-16+0.0323861j -1.74343e-16-0.02018j -4.06592e-16-0.0352164j 6.20983e-16+0.0705292j 8.01614e-17-0.0306781j -1.50817e-16-0.0275515j 1.11505e-16+0.0169439j -3.48792e-16-0.0146175j -3.17633e-15-0.0300785j 2.0501e-16+0.050298j -1.27858e-16-0.000296511j 8.68368e-16+0.0820323j -2.51574e-16-0.00468111j -2.87301e-16-0.0583003j 1.91454e-16-0.00889728j 1.28038e-16+0.0134329j -3.83215e-16-0.0371274j -1.60918e-16-0.0120679j -1.44354e-16+0.00198457j 9.29213e-18+0.0213565j -3.45646e-16-0.0838785j -4.77384e-17-0.0334383j -9.69319e-18-0.0369791j 1.18131e-16+0.0256076j -2.18702e-16-0.0519613j -5.11684e-17+0.0237743j -4.51508e-17-0.0145416j -2.58699e-17-0.0406224j 
-1.30312e-16-0.0214435j -8.28937e-17-0.00682206j -1.44788e-17+0.0221944j 1.31913e-17-0.0108483j 2.22187e-16-0.016711j -3.73481e-18-0.0229199j 4.00835e-19-0.00566183j 2.1878e-17-0.016713j -3.06775e-17+0.00638218j -2.88563e-16+0.0342422j -1.55029e-16+0.0314674j -9.40822e-18+0.0125764j -6.35384e-18+0.00100364j 1.25437e-17-0.0194989j 8.07425e-17-0.0174678j -2.42022e-17-0.0275253j 1.23179e-16+0.0170378j 8.25245e-17+0.00527306j 6.42174e-18-0.014178j -1.26196e-16-0.00550393j 7.5792e-17-0.02808j 5.5571e-16-0.0176454j 1.53085e-15-0.0406468j 5.6509e-17+0.0155512j -8.43965e-18+0.00469374j 4.20405e-16-0.012509j 1.28699e-15+0.0405947j 2.94465e-16+0.00489123j -2.59828e-16+0.00512122j 6.05236e-17+0.0210111j -9.15582e-15-0.027825j -7.87463e-16+0.0190659j 4.88801e-17+0.0204043j -8.01532e-17-0.00493522j -2.36421e-18+6.11706e-05j 3.1233e-17-0.0169335j 1.09158e-16-0.0192165j 1.51837e-16-0.00592545j -2.07624e-16-0.00254776j -1.03646e-14-0.0281267j -9.01543e-15-0.012984j 6.15878e-14-0.0406481j 5.66303e-16+0.0215928j -1.1295e-16+0.00949506j 9.53247e-17-0.00652659j -1.0167e-16-0.0165802j -2.86845e-16-0.0227714j 8.44965e-17+0.0353384j -5.26094e-18-0.0240708j -1.03078e-17-0.00739125j -1.38354e-17+0.00251427j -9.26152e-17+0.0195399j -1.87989e-15-0.0195957j -1.68241e-18+0.0211566j -2.64534e-17+0.00123054j 1.01372e-16+0.0211433j -3.31066e-16-0.0151801j -5.55735e-17-0.00497972j 2.05149e-16+0.00510033j 1.98626e-16+0.0159108j -2.04135e-16-0.0260241j -7.17541e-17-0.0023585j -1.56612e-17+0.0163595j -1.70668e-17+0.00707188j 3.10258e-17-0.0184712j 2.76215e-17-0.00768102j 6.54629e-18-0.0211871j 4.10476e-17+0.0166049j -2.64394e-18-0.0120095j -4.198e-17+0.0187059j 2.69274e-17-0.00138145j -2.17983e-17-0.0220279j 
-1.5518e-16-0.0225797j -7.78079e-17-0.00389742j -6.01528e-18+0.0140292j 3.42795e-17-0.00605163j 8.31964e-17-0.00682099j -1.48547e-17-0.0164857j 2.65857e-17+0.00416789j 5.52128e-17-0.0101447j -1.28019e-17+0.00370583j -1.05407e-16+0.0111537j -3.89162e-17+0.00532195j -5.06847e-17+0.0157062j 6.26225e-17-0.00695807j -4.22418e-17-0.00375061j 4.66073e-17-0.00127413j -2.74674e-18+0.0011286j 3.91807e-17+0.00760035j 3.44687e-17+0.0101549j -6.93137e-18-3.05241e-06j -4.97587e-17-0.00635204j 5.2178e-17-0.0117691j 1.28107e-16-0.0094654j 1.44472e-16-0.00209257j 7.69161e-17-0.0045178j -8.27133e-17-0.00286844j 8.25656e-17-0.0106393j 1.46287e-16+0.00859041j -2.28575e-16-0.00940153j 1.9973e-16-0.00312275j -1.07127e-16-0.00235706j -1.28556e-15-0.00374454j -1.00384e-16+0.000641454j -5.09208e-17+0.00760366j -9.17587e-17+0.00619824j 5.5489e-17+0.000767182j 4.66682e-17-0.00617198j -3.57355e-17-0.00895674j 2.47331e-16-0.0083053j 1.13992e-17+0.00734667j -3.36512e-16+0.00243259j -3.72114e-16-0.00424537j 1.45151e-14-0.00960039j 2.3949e-16+0.00878551j -9.03507e-17+0.00636835j -2.78041e-17+0.00221659j 5.88679e-17+0.000236705j -1.91624e-16-0.0122702j -9.71719e-17+0.00455616j -9.08769e-17-0.0132908j -1.80659e-17-0.0067667j -8.26435e-17-0.00629871j -1.04296e-16-0.00987427j -9.56399e-16-0.00920926j -2.40066e-17+0.0107264j -2.04509e-17+0.0102486j 7.15169e-17+0.0128092j 1.75557e-16+0.0108879j 3.34264e-17-0.00912415j 6.76341e-17+8.4383e-05j 3.56384e-17+0.005321j -6.9822e-17-0.00998637j -1.70246e-18+0.000351536j 1.32963e-17+0.0137716j -1.72785e-17+0.00881712j 5.68883e-17-0.00602156j 1.8289e-17-0.0108724j 5.46121e-18-0.017663j 1.66655e-17+0.00824258j 2.74477e-17-0.00411324j -1.50175e-17+0.0134915j 3.46732e-17+0.000463243j -3.57939e-17-0.0234066j 
-1.59936e-16+0.0172453j 4.9604e-16-0.0274872j -3.69074e-17+0.0130456j 1.36896e-15-0.0726795j -1.33157e-16-0.00659823j -1.92976e-16+0.00251364j 7.00409e-16-0.055612j 2.09093e-15-0.110275j 1.94311e-16-0.00798067j -8.76621e-16+0.0604942j -3.45991e-16+0.0562773j -4.1835e-16+0.0123419j -6.01653e-17+0.0216233j -4.14317e-16-0.00527613j 1.19489e-15-0.0815869j 4.80186e-16-0.0775621j 9.67967e-16-0.0148917j -9.61802e-16+0.0359886j -6.21321e-16+0.00230938j -1.54036e-16+0.00578103j 4.20187e-16-0.038627j 2.44713e-15-0.0731016j 4.70158e-15-0.100393j 1.27157e-16+0.019984j 6.83791e-17+0.0332408j 2.29612e-16+0.0200839j 2.27588e-15+0.0384623j -1.06891e-15+0.0433854j 1.02461e-15+0.0757576j -9.81894e-16+0.0566098j -7.43804e-15-0.0234604j -2.11882e-15+0.0656738j -1.69097e-15+0.0928757j -1.19864e-15+0.0127908j 9.97241e-16+0.0258917j 2.54036e-16-0.0316434j -7.00068e-16+0.00583043j 8.81451e-16-0.0195074j -7.5798e-16-0.0408651j -5.3925e-15-0.0260848j -4.58074e-15+0.01049j 1.46588e-13-0.0961019j 9.03794e-17+0.0543254j -1.58618e-15+0.0704447j -5.01305e-16+0.0369205j -6.46068e-17-0.0529393j 2.07482e-16-0.0313616j -7.00093e-16+0.136824j 5.91607e-16-0.0209335j 5.26953e-16-0.0250052j -6.08383e-16+0.0577716j 2.84591e-16+0.0397286j -2.87396e-15-0.032375j -7.84975e-16+0.0611417j 5.21839e-16-0.0428749j -1.34456e-15+0.104817j -9.85788e-16-0.0711713j 1.3873e-15-0.0632007j 7.9711e-16-0.00941469j 3.38887e-16+0.0172848j -2.40469e-17-0.0479062j 1.97167e-16-0.0241274j 8.16016e-16-0.0372636j -2.29751e-16+0.00562987j 2.37756e-15-0.133876j 6.01488e-16-0.0175537j 1.36201e-16-0.00949124j -1.49097e-16+0.0257585j 1.43761e-15-0.0819308j 7.17343e-17+0.00265418j 4.89289e-16-0.0276134j 5.11039e-17+0.008056j 
2.01855e-16+0.0158291j 1.67726e-17+0.00974239j 3.21254e-17+0.0451106j -2.26537e-16+0.0484743j 1.0614e-15-0.0771878j -2.85966e-17-0.0446056j -1.46623e-16-0.0307354j -3.42744e-16+0.0813053j -4.9116e-17+0.0304066j -1.00225e-15+0.131904j -8.27887e-16+0.172259j 4.81229e-16-0.0619652j -8.25235e-16+0.0568801j 4.35038e-16-0.13724j 1.6985e-16-0.0533139j -1.44691e-16-0.177785j 4.2999e-16+0.0976591j 3.99516e-16-0.100262j 1.33962e-16-0.13578j -5.87968e-16+0.00830509j -1.29498e-16-0.0936495j 2.44018e-15+0.0211125j 7.98274e-15-0.239829j 1.51514e-17+0.169682j 2.14369e-16+0.0346305j 2.19138e-15-0.029362j 8.37415e-15+0.244749j 6.00609e-15+0.0931496j -7.32035e-15-0.00934127j 2.52586e-15+0.154543j -6.40877e-14-0.193778j -4.61854e-15+0.0939309j 1.23172e-15+0.000810849j 7.80087e-16-0.126787j -2.49557e-15-0.0383504j -2.03429e-16-0.0562645j 1.58871e-15-0.0930348j -1.61418e-15+0.0550368j -5.83537e-16-0.052534j -8.80976e-14-0.258489j -7.59273e-14-0.0896765j 2.5157e-13-0.165942j 1.90376e-15+0.0454614j 1.16841e-16-0.061845j 4.13983e-16-0.128571j -9.38382e-16-0.0950178j -6.22497e-16-0.0472123j 6.00365e-16+0.120674j 2.19584e-16-0.0610922j 7.76908e-17+0.031639j 3.95551e-16+0.0210466j 2.72242e-16+0.23996j -3.82043e-15-0.0484134j 1.00162e-16+0.0128208j 2.19764e-17-0.0452197j -4.97105e-16-0.0612647j -3.19129e-15-0.172246j -7.0142e-16+0.124592j 7.47197e-16+0.0581966j 1.14966e-15+0.0727305j -6.90354e-16-0.0820606j -3.98192e-16+0.00291438j -1.68957e-16+0.053005j 6.99132e-17-0.0331283j -2.88091e-16+0.0495337j -4.8391e-17+0.0632482j -8.94405e-17-0.00165014j 1.27669e-16+0.0384023j -2.94474e-16+0.0282006j -1.34517e-16+0.0304111j -7.15044e-17+0.0150622j -3.9344e-17+0.0299953j 
2.15117e-16+0.0379262j 1.71298e-16-0.00383226j -9.24411e-18-0.0239251j 1.16217e-16-0.019872j -2.67982e-16+0.0192873j 2.28688e-17+0.0324426j 3.46047e-17-0.0192808j 1.68989e-16-0.0297523j 3.09149e-17-0.0124328j 1.1254e-16-0.0170017j 1.01446e-16-0.0149572j -2.79791e-17-0.0117416j 2.49726e-17+0.0094397j -1.66411e-17+0.0233653j 4.73164e-17-0.0157408j 7.10458e-17-0.000783057j 3.71858e-17-0.0299837j -1.99394e-16+0.0094742j -7.02538e-17+0.0197216j 1.26203e-16+0.0104169j 2.65554e-17+0.0193421j -4.45632e-17-0.0109079j -1.10063e-17+0.00582579j -1.64577e-16-0.0106176j 2.00456e-16+0.00983066j -2.64898e-16+0.0267127j -7.89546e-16-0.0356394j -7.5166e-16+0.0148446j 1.29675e-15+0.0294929j -4.38643e-16-0.00053265j 8.75464e-15+0.0256598j 2.83689e-16+0.00612268j -3.07603e-16+0.0168104j -1.8348e-16+0.0121326j 6.92338e-16+0.0121716j -1.83122e-17+0.00763205j -2.76396e-16+0.028633j 5.12436e-18-0.00091257j -2.63005e-16-0.016583j 1.13291e-14+0.0243813j 9.90538e-15+0.0223346j -1.25466e-14+0.00838626j -4.70005e-16-0.00315361j -7.70541e-17+0.0205656j 6.85754e-17+0.0259662j -7.20707e-17-0.0033965j 3.88914e-16+0.0158565j 1.99192e-16+0.0182906j 2.82073e-16+0.02259j 7.01098e-17-0.00170644j 6.22431e-17+0.0245892j 1.33065e-16-0.00610265j 1.06174e-15+0.0109915j -2.99177e-17+0.000524395j 8.16111e-17-0.022702j -5.40725e-17+0.0211547j -2.1742e-16-0.0146375j 1.54571e-16-0.0228634j -4.68126e-17-0.0111798j -1.20766e-16-0.0130536j 1.13853e-16+0.0121083j 3.53973e-17-0.00839282j 7.63222e-17-0.0401521j -9.18707e-18-0.00722408j 1.94639e-16-0.0389444j 5.31292e-17+0.00249965j 2.32841e-17+0.0245426j -4.10211e-17-0.0101406j 1.43718e-16-0.0228776j 3.99893e-17-0.0242439j 1.04505e-18-0.0113407j 8.6661e-17+0.0343839j 
1.08868e-15+0.100734j 6.28952e-16+0.0277211j -1.97312e-16-0.0593912j 5.07001e-16+0.0581465j -2.30901e-16+0.0186565j 2.35903e-16+0.0660692j 6.98861e-17-0.00824003j 7.98442e-16+0.0940565j 1.25551e-16-0.00885696j 1.64865e-16-0.0441769j 4.80221e-17-0.00883292j -2.26738e-16-0.0867758j -3.15201e-16+0.0358982j 6.65344e-18-0.00691623j 1.99344e-16+0.0200495j 1.51805e-17-0.0152844j 6.67588e-18-0.0120255j -7.72821e-16-0.0756216j -2.9952e-16-0.0259696j 2.50463e-16+0.0287804j -8.57053e-17+0.047629j 2.22764e-16+0.0687299j -3.10929e-16-0.00540047j 1.20036e-16+0.0462815j 2.10795e-16+0.00967354j -1.69428e-16+0.0370606j 5.533e-16-0.00494128j 2.52418e-15+0.0473421j -3.40055e-15-0.00995973j 1.24735e-15+0.0227608j -4.27943e-15-0.0120896j -1.65611e-16-0.00488285j -2.16979e-16-0.0620209j 1.77514e-16-0.0556591j -1.46265e-15-0.0183142j -6.79751e-17+0.0270192j 4.18961e-16+0.0217533j -1.10458e-15+0.0538825j 1.81993e-16-0.0311573j -1.40173e-14-0.0515183j -1.14702e-14-0.000471376j -6.20822e-14+0.0413079j -1.36544e-15-0.0476633j -2.39254e-16-0.0614188j -5.89547e-16-0.0449977j -1.96723e-16-0.00309509j 1.10072e-15+0.0564117j -3.96643e-16-0.0388233j 5.3495e-16+0.0553863j 4.68669e-16+0.0441407j 1.84346e-16+0.0155049j 1.09448e-15+0.0779343j 4.85165e-15+0.0425396j -4.78105e-16-0.0646095j 5.57014e-17-0.0424231j -1.66734e-15-0.100847j -1.16658e-15-0.0606191j 6.57826e-16+0.0835216j -8.108e-17+0.0132488j -6.74343e-17-0.0158183j 6.11116e-16+0.0444141j 1.4918e-16+0.00609085j 2.16067e-17-0.0418382j -1.96235e-16-0.0480204j 7.81084e-16+0.0763414j 3.71952e-16+0.0665316j 3.53753e-16+0.0829949j -3.07113e-16-0.0380391j 4.9487e-16+0.0482773j -1.4885e-16-0.0566005j 4.05859e-17+0.00887825j 6.09268e-16+0.109865j 
2.39484e-15+0.127932j -1.02446e-17-0.0298053j -7.32586e-16-0.0526763j -1.46036e-15-0.103355j 7.09469e-17+0.0376827j 1.32919e-15+0.0894637j -1.50191e-15-0.103897j -2.23277e-15-0.154178j -5.32738e-16-0.0369632j 7.81482e-17+0.0191687j 3.29409e-16+0.0296929j -2.57358e-16-0.037281j 6.41669e-16+0.0545952j 8.38181e-16+0.0394329j -1.52209e-15-0.116849j -1.03653e-15-0.0930243j -8.75117e-16-0.0813522j 3.37861e-16+0.0357555j 5.26164e-16+0.0345273j 6.7069e-16+0.0366536j 3.39099e-16+0.0110976j -2.37906e-16-0.0822875j 3.18709e-15-0.101995j -7.24283e-16+0.0152482j 1.82813e-15+0.060147j 1.40775e-15+0.0883507j -7.89743e-17-0.0310283j -4.42848e-16+0.0934784j 6.3283e-15+0.141454j -5.07062e-16+0.0692884j 9.23617e-15+0.0221623j 9.659e-17+0.0842766j 1.12391e-15+0.118477j -1.5124e-16+0.0215033j 3.55202e-15+0.0479231j -2.90387e-16-0.0113646j 4.45413e-16+0.071534j -3.27104e-16-0.00675606j -2.99745e-15-0.0891234j 1.39059e-14+0.00427269j 1.3005e-14+0.0569698j 1.16687e-13-0.0773567j 2.08207e-16+0.039334j 1.39894e-15+0.101243j 2.19606e-15+0.079919j -1.69026e-15-0.0670106j 1.09498e-15+0.0148812j 4.11638e-15+0.17785j 1.78373e-15+0.0398958j -1.89032e-16-0.0175648j 2.18578e-15+0.119377j 8.17753e-16+0.0564035j 2.14613e-18-0.000488111j 9.28465e-16+0.0491125j -1.22169e-15-0.107338j 2.44576e-15+0.128477j -3.91689e-15-0.128258j -1.49222e-15-0.090893j -2.32203e-16-0.029089j -1.27983e-16-0.0121843j -3.81815e-16-0.0149797j -7.77502e-16-0.0421026j -1.83123e-15-0.136357j -2.21202e-16-0.0234478j -2.81161e-15-0.20478j 6.03712e-17+0.00632729j 8.36346e-16+0.0653007j -2.21232e-17-0.00376251j -1.64124e-15-0.122892j -7.81374e-16-0.0640575j -8.36544e-16-0.0511151j 1.71432e-15+0.113329j 
-1.04964e-15-0.143035j -5.76828e-16-0.0301293j -4.93813e-18+0.0860576j 2.55291e-17-0.0552284j 4.40935e-16-0.0354266j -9.90452e-17-0.0994013j 8.88832e-17+0.021697j 4.71991e-17-0.0908337j -1.14307e-16+0.0188392j -5.53087e-16+0.0648061j -1.64215e-16+0.0223126j -2.48049e-16+0.109137j 4.8551e-16-0.0476766j -2.27539e-16-0.00865798j 1.47171e-16-0.014265j -3.84062e-17+0.0161853j 1.64288e-16+0.034739j 3.67753e-16+0.081843j 4.64902e-17+0.0161893j -2.76431e-16-0.0405471j 3.23865e-16-0.069876j 5.00569e-16-0.0738379j 5.60023e-16-0.00054643j 3.49289e-16-0.0455586j -4.43538e-16-0.01727j 4.05736e-16-0.0612819j 1.64105e-16+0.0319592j -2.27664e-15-0.0641728j 2.63979e-15-0.00730387j -1.08498e-15-0.024473j -1.68149e-15-0.00477472j -2.43435e-16+0.00307776j -2.67241e-16+0.0624204j -6.00563e-16+0.0562231j 9.73268e-16+0.013293j 2.70474e-16-0.0375365j -3.90641e-16-0.0452922j 1.70279e-15-0.0622812j -6.84868e-17+0.0467247j 7.57508e-15+0.0417252j 5.9639e-15-0.0149723j 8.50502e-14-0.0563399j 1.53514e-15+0.0588839j -3.93526e-16+0.058468j 5.79217e-17+0.0347342j 3.60683e-16+0.0045738j -1.23604e-15-0.0773884j -3.09449e-16+0.0356797j -5.69581e-16-0.0806853j -2.26923e-16-0.0505836j -4.44169e-16-0.0338082j -8.33904e-16-0.0848849j -6.19391e-15-0.0579079j 1.85502e-17+0.0760912j -1.58255e-16+0.0640472j 9.26193e-16+0.104634j 1.28386e-15+0.0786617j 6.4946e-18-0.0822483j 3.39313e-16-0.00768789j 1.40274e-16+0.0280154j -5.08902e-16-0.0612835j -5.02043e-17-0.00176185j 2.38125e-17+0.0758629j -5.23091e-17+0.0608767j 4.21576e-17-0.0644444j 8.2176e-18-0.0792926j -3.2539e-17-0.113737j 1.61694e-16+0.0519169j -8.37683e-18-0.041919j -5.60937e-17+0.0827735j 1.547e-16-0.00299806j -2.9453e-16-0.15135j 
1.62657e-16-0.0906336j -3.10958e-16+0.00556605j -3.53213e-16+0.0402557j -8.64816e-17+0.0297422j 4.13755e-16-0.0198399j 4.18681e-16-0.0596274j -2.65562e-16+0.0529115j -8.03755e-17+0.0418305j -1.5456e-16+0.018717j -8.72008e-17-0.0020262j 8.32255e-17-0.0191216j -5.81606e-16+0.0457339j 4.81932e-16-0.0388354j -9.67615e-17-0.0105281j -2.8583e-16+0.0517777j -4.02921e-16+0.0563645j -3.90829e-16+0.0376464j 3.8767e-18+0.00963577j 1.80621e-17-0.00270747j 1.00073e-16-0.0261112j 2.01528e-16-0.0149974j -4.6114e-16+0.0179035j -2.6968e-15+0.0604788j 6.60721e-16-0.0282742j -3.55635e-16-0.0328118j 2.50928e-16-0.0513054j -8.03146e-16+0.00523697j 2.6142e-16-0.0621805j -4.65202e-16-0.0635763j 4.84171e-16-0.0462891j -1.24834e-16+0.00166476j 9.30557e-16-0.0426085j 2.30454e-16-0.0379539j -8.88573e-17+0.0117246j -8.03211e-16-0.0156107j 1.97255e-16-1.58925e-05j 3.39552e-16-0.0360499j 7.47488e-16-0.0149905j 4.49744e-16+0.0535875j 1.23112e-15+0.0245197j 1.08179e-15-0.0228193j -4.87208e-14+0.0318976j 3.33923e-16-0.00670191j 8.02869e-18-0.027193j -3.88165e-16-0.018938j 2.91008e-16+0.0368212j -4.05945e-16-0.0214168j -4.68287e-16-0.0781393j -3.86158e-16-0.0323309j 5.06174e-18-0.00599271j 2.9671e-17-0.0619241j 1.51721e-16-0.0601088j -1.046e-15-0.0100424j -1.79672e-16-0.00492558j -5.96538e-16+0.0651676j 9.08182e-18-0.0285824j 9.08034e-16+0.0860241j 1.3661e-16+0.0130524j -9.59204e-17+0.00730042j -1.57562e-16+0.00714953j 1.16339e-16-0.00224025j -2.92759e-18+0.0180038j -5.47649e-16+0.0743546j -2.80253e-16+0.0265891j -3.38127e-16+0.0723495j 2.40371e-16-0.0252381j 4.85798e-16-0.0550532j -1.23585e-16+0.0111833j -2.14995e-16+0.0427665j -4.24119e-16+0.0454769j -2.47837e-17+0.020912j 5.49167e-16-0.0870238j 
-6.11886e-16-0.0289988j -1.44214e-16-0.0275718j 1.33221e-16+0.0171518j 1.06933e-16-0.0731169j -1.9637e-16+0.00837922j -2.07771e-16-0.0107614j 1.77545e-16-0.0212948j 1.38472e-16-0.114832j 3.85732e-18-0.00878199j -1.29232e-16+0.0178834j 2.97465e-17-0.0065051j 2.39528e-17+0.052063j 2.42534e-16-0.0138977j -1.47091e-16+0.0324792j 1.90548e-16-0.0404168j 1.94196e-16+0.00412964j 2.33753e-16-0.027811j 9.01327e-17+0.07084j -1.78444e-17+0.0430473j -6.10501e-17-0.00871207j 1.65552e-16-0.0158899j 1.98047e-16-0.0704369j 7.04968e-16+0.00269244j -2.04034e-16-0.0456162j 1.94021e-17+0.00716189j -2.47367e-16+0.00560793j -1.0867e-15-0.0354359j -2.92206e-15-0.0142601j 3.95369e-15+0.0487045j -1.57697e-15-0.0130155j 1.29037e-14+0.0375795j 1.75123e-16+0.0163321j -5.96608e-16+0.0740472j -5.78426e-16+0.057136j 1.8993e-15+0.0302946j 9.46671e-17-0.0137804j -7.861e-16+0.0181768j 9.99623e-16-0.0430405j -4.36292e-16+0.0002839j 2.33802e-14+0.0653728j 1.98737e-14+0.0277277j 4.381e-14-0.0288935j 3.57198e-16+0.0364238j -2.826e-16+0.0762067j 2.84159e-16+0.0675592j 1.31767e-16-0.00607312j -2.95831e-16-0.0260061j 1.88741e-16+0.0620512j -6.59153e-18-0.0163869j -1.32653e-16-0.0371402j -2.58861e-16+0.0223332j -5.70315e-16-0.0623349j -2.5576e-15-0.0214758j 1.00106e-16+0.0540413j 1.84109e-16+0.00129182j 7.40437e-16+0.109263j 6.0384e-16+0.0221606j 7.11966e-17-0.0948897j 1.4017e-16-0.0239672j -5.77299e-17-0.0022253j -2.54751e-16-0.0228328j 1.53473e-17-0.0165102j 2.85787e-16-0.0193971j 7.80593e-17+0.0278497j 2.47519e-16-0.11442j -7.17869e-17-0.0483019j -2.03426e-16-0.0338023j 1.27639e-16+0.0185708j 1.64991e-16-0.0700555j 1.81968e-16+0.0138277j 9.86413e-17-0.0223838j -3.52152e-16-0.0407979j 
-1.54485e-16+0.0249565j 2.52939e-16-0.00435592j 1.02842e-16-0.0108937j 5.21186e-16-0.016234j -2.2512e-16+0.0071878j -2.12517e-16+0.0174316j 3.54132e-16-0.018101j 7.8602e-16-0.0240219j 1.35009e-16-0.00669038j -1.24164e-16+0.00177404j -6.98118e-17+0.00453695j -3.04421e-18-0.00882784j -1.45156e-16+0.0103491j -1.65129e-16+0.00686288j 4.75e-16-0.0194718j 2.9496e-16-0.0161493j 3.65189e-16-0.014567j -3.5971e-16+0.00416628j -2.30672e-16+0.0054616j -4.61205e-17+0.0071407j 3.61667e-17+0.00347356j 5.97444e-16-0.0122412j 1.04662e-15-0.0172918j -6.4722e-17+0.00364813j -1.71415e-17+0.0105889j -2.54006e-16+0.0163696j 2.65437e-16-0.00596203j -4.66737e-16+0.0173184j 1.16926e-16+0.0241278j -3.7928e-16+0.0123163j 1.3565e-15+0.00384183j -4.68123e-16+0.0142158j -6.52908e-16+0.0186361j -3.04549e-16+0.0023373j 2.32759e-16+0.00780826j 4.41095e-17-0.00106961j -3.5128e-16+0.0131467j 7.44989e-17+0.000291743j -4.01535e-17-0.0161755j 1.93895e-15-0.000263471j 1.66922e-15+0.00998384j 1.833e-14-0.0118289j -3.16065e-16+0.00531607j -5.22019e-16+0.0158003j -2.61468e-16+0.0127256j 7.26113e-17-0.0114668j 2.12849e-16+0.00429221j -4.16051e-16+0.0293209j 1.52708e-16+0.00860362j 1.80302e-16-0.00181038j -3.15161e-16+0.0210001j 6.09828e-17+0.0115304j 2.08228e-16+0.00124137j -2.66031e-16+0.00657372j 3.55883e-16-0.0196578j -6.19268e-16+0.0193537j -9.29792e-17-0.0235514j 5.20178e-16-0.0134941j 1.81635e-16-0.00474436j 4.91807e-17-0.00269891j 9.2041e-17-0.00113969j 1.41528e-16-0.00709107j 4.68397e-16-0.0248336j 8.0706e-19-0.00537331j 9.51872e-16-0.0332029j 1.26745e-16+0.00289946j -9.82514e-17+0.0136726j -4.27103e-17-0.00182498j 5.83974e-16-0.0198513j 1.65175e-16-0.0127478j 1.92728e-16-0.00858796j -1.73661e-16+0.0226754j 
