2.3405e-16+0.0370378j 1.48043e-16+0.00195986j 3.48701e-18-0.020478j 2.44492e-17-0.00172664j -1.4278e-16+0.0107648j 1.8026e-17+0.0264693j -6.56226e-18-0.0138566j 3.12487e-17-0.00125329j 2.49006e-17-0.00731458j 8.76476e-17-0.0106312j 3.7009e-17-0.00285092j 5.0946e-17-0.0215282j -8.29688e-17+0.0129345j 4.47907e-17+0.00713411j 3.47684e-19-0.00880531j 3.26094e-17-0.0100376j 1.15369e-17-0.0153315j -1.07837e-16-0.00902164j -2.46662e-17+0.00240809j 6.94762e-17+0.0104925j -3.66623e-17+0.014101j 2.19244e-18+0.00389765j 2.72399e-16-0.00736239j -1.36724e-16+0.00721324j 1.68074e-16+0.00861578j -8.7709e-17+0.0197127j -7.00713e-17-0.0115306j 1.35732e-16+0.0192397j 6.01515e-17+0.0157178j 8.60104e-18+0.00931255j 1.94737e-15+0.0054067j -1.84665e-17+0.00690071j -5.02395e-17+0.00144711j 2.51269e-17-0.00580694j 1.45252e-16+0.00307949j -5.55142e-17+0.00588728j -2.40953e-17+0.0160665j -2.79393e-16+0.00920017j -1.54732e-16-0.0163328j 1.1612e-15-0.00350554j 1.13343e-15+0.00940916j -5.49163e-15+0.00369892j -3.27086e-16-0.00653276j 3.47755e-17+0.0011251j 6.62308e-17+0.00378884j -1.24291e-16-0.00643036j 3.09394e-16+0.0151958j 1.88229e-16+0.0105568j 2.15767e-16+0.0184632j 5.47917e-17+0.00640369j 1.09237e-16+0.0175983j 1.62896e-16+0.0172056j 1.09916e-15+0.0103486j 4.50484e-18-0.00805988j 6.09881e-17-0.0212065j -1.23499e-16-0.0039382j -3.98046e-16-0.0242692j 2.03494e-17+0.00319551j -3.8006e-17-0.00235664j -2.81817e-17-0.00686522j 7.93371e-17+0.00985617j 1.48855e-18-0.00401301j 2.38474e-17-0.0273455j 1.26821e-17-0.0122952j 4.6893e-17-0.0104793j 1.01105e-17+0.013312j 1.17331e-18+0.0259239j -2.78356e-17-0.00964398j 4.02381e-17-0.00572059j 2.63134e-17-0.0208995j -2.76907e-17-0.00486603j 6.52517e-17+0.0367919j 
-5.32082e-17-0.000416196j 7.02137e-17-0.00157327j 2.70909e-18-6.37133e-05j 2.16022e-16-0.00457507j -5.70554e-17+0.00138569j -4.25389e-17+0.000645064j 1.22728e-16-0.00152141j 3.31541e-16-0.00716649j 3.975e-17-0.000972074j -5.79406e-17-0.00023943j -1.36603e-17-0.00162144j -7.42728e-17+0.00261011j 3.86049e-18-0.000702663j -8.68161e-17+0.00303339j 1.70213e-16-0.00228295j 8.12328e-17+0.00105199j 1.09285e-16-0.00280182j -1.56292e-16+0.00439674j -9.80489e-17+0.00345694j -3.86624e-18-0.000171774j 4.24744e-17+0.000226008j 1.86474e-16-0.00403455j 7.96891e-17+0.00147949j 4.8583e-17-0.00347854j -5.01862e-17+0.000494507j -9.68307e-17+0.0012354j -5.29433e-17-0.00407759j -2.42449e-16-0.000734498j 9.0625e-17+0.00342633j -1.3969e-16-0.00143319j 1.16539e-15+0.00363837j -5.52712e-17+0.000563401j -2.67869e-16+0.00429068j -1.5331e-16+0.00390493j 4.32102e-17+0.00210319j 4.48357e-17-0.000201093j -1.29731e-16+0.0022458j 1.42904e-16-0.00249665j 3.45717e-17-0.000230294j 1.85866e-15+0.00533606j 1.60142e-15+0.00252801j 7.61308e-16-0.000418135j -1.06269e-16+0.00154692j -2.2676e-16+0.00481904j -1.57926e-16+0.00486405j 7.3159e-17+4.88705e-05j 4.534e-17-0.000622358j -2.35253e-16+0.00313897j 1.90168e-17+0.00014027j 7.62929e-17-0.00210503j -1.36351e-16+0.00178176j 3.72762e-17-0.0045392j -3.33291e-17-0.00053155j -1.35279e-16+0.00271771j 8.29058e-17-0.000398884j -2.533e-16+0.00652483j 9.52336e-17+0.00152942j 2.45324e-16-0.00614907j 6.26498e-17-0.00184612j -6.5982e-18-0.000861202j 5.57845e-17-0.00040368j 6.31824e-17-0.00111184j 1.39252e-16-0.00246107j -3.30383e-17+0.00136767j 3.72506e-16-0.00726823j 8.30319e-17-0.00270276j 1.49066e-17-0.000980634j -3.28488e-17+0.000457296j 2.28658e-16-0.00441057j 2.2739e-17-0.000171895j 8.10649e-17-0.00156026j -1.13171e-17-0.00119545j 
2.64518e-17-0.00587198j -2.72642e-19-0.000247262j -3.67232e-17+0.00309647j 4.95808e-17+0.000390711j 2.64609e-17-0.00154099j 3.52319e-17-0.00407804j 1.98828e-18+0.00237246j 8.06437e-17+0.00036619j -5.37381e-18+0.00111738j -3.67411e-17+0.00128254j -2.87834e-18+1.00356e-05j -7.21937e-17+0.00343794j 3.90742e-17-0.00217748j -2.3924e-17-0.000877997j 2.0108e-17+0.0016899j -1.86411e-17+0.00207533j -2.31207e-20+0.00228154j -4.71272e-17+0.00147755j -2.56088e-17-0.000161306j 8.71711e-18-0.00167219j 3.36176e-17-0.00194842j 4.98566e-17-0.000443933j -7.64695e-17+0.00182068j 6.40644e-17-0.00146171j -2.37274e-17-0.00149686j 2.63822e-17-0.00309341j 5.04675e-18+0.00129933j 3.14835e-18-0.00328372j -2.2695e-17-0.00265365j 1.62929e-17-0.00186624j -2.02433e-16-0.000465134j 9.59242e-18-0.00141442j -4.7809e-17-0.000483029j -5.31496e-17+0.00108135j -4.22305e-17-0.000490542j 2.62934e-17-0.000742782j 6.48382e-18-0.00237927j 8.81e-17-0.00147682j 1.00134e-17+0.00275528j -7.71192e-17+0.00104322j -5.2197e-17-0.00135528j 7.45222e-17-4.37272e-05j 1.09869e-17+0.000799198j -6.10955e-17-0.000268528j -5.90261e-17-0.00048435j 2.0066e-17+0.00130757j -1.02503e-17-0.00221573j -6.8482e-17-0.00222601j -2.16911e-18-0.00273323j 2.64364e-17-0.000985625j -1.54629e-17-0.00294836j 3.98752e-17-0.00319531j -1.29048e-16-0.00145209j -5.1148e-17+0.00107294j -3.43716e-17+0.00351187j -6.81252e-17+0.000428819j 2.79159e-17+0.00427684j 7.31189e-17-0.000530432j 1.8847e-17+0.00029965j -4.62956e-18+0.000908408j 1.85494e-17-0.0012773j 8.89325e-18+0.0006898j -1.98172e-17+0.00429695j -3.68493e-17+0.00196368j 6.73904e-17+0.00192744j 4.95664e-17-0.00213936j 5.47073e-17-0.00402993j -2.11413e-17+0.00137632j 4.04638e-17+0.00107458j -3.79521e-17+0.00321505j 1.58458e-17+0.000813061j 6.18362e-17-0.0058314j 
5.42367e-17+0.00659617j 2.16394e-18-0.00149809j -5.83526e-18-0.00416012j -5.50937e-17-0.00584976j -3.99007e-17+0.00394001j 2.36124e-17+0.0059943j -3.95506e-17-0.004357j -8.69096e-17-0.00890046j -1.19275e-17-0.00264402j 3.83119e-17-0.0027412j 3.05433e-17-0.00298971j 1.21698e-17-0.000891567j 2.35858e-17+0.00148925j 2.39432e-17+0.00536101j -5.32526e-17-0.00420653j -1.58236e-17-0.000143273j -3.02264e-17-0.00654447j 1.75049e-17+0.00373246j 2.15262e-17+0.0049429j 3.07076e-17+0.00179351j 2.06083e-18+0.00327408j -7.36734e-17-0.00404695j -1.84231e-17+0.0010675j -5.60948e-17-0.00322116j 6.6492e-17+0.00213105j -2.23825e-17+0.00533756j -2.06101e-16-0.00776882j -1.95967e-16+0.00255285j 4.37192e-16+0.0070749j -1.06791e-16-0.000370711j 2.04805e-15+0.00591472j 9.96656e-17+0.00169595j 1.20419e-17+0.00530817j -1.1545e-17+0.00385786j 2.20341e-16+0.0031797j -1.47159e-17+0.00107416j -3.96141e-17+0.00601947j 2.32918e-19-0.00132818j -9.66969e-17-0.00325154j 2.83205e-15+0.00639163j 2.46552e-15+0.00505767j -1.1401e-15+0.000741326j -4.33712e-17+0.000413664j 5.86464e-17+0.00606186j 8.83956e-17+0.0068365j -4.08732e-17-0.000883904j 5.58791e-17+0.0023447j 1.48679e-16+0.00533701j 5.80827e-17+0.00391185j -1.80765e-17-0.00133432j 6.23346e-17+0.00541334j -1.7979e-18-0.00276036j 1.19995e-16+0.00152134j 4.76756e-17+0.00159473j -1.80189e-17-0.00441086j 1.20712e-16+0.00708531j -6.42344e-17-0.00234182j -5.59258e-17-0.00698583j -2.85888e-17-0.00280109j -2.86279e-17-0.00255988j -6.19944e-18+0.00168174j -1.80571e-17-0.002086j -3.72745e-17-0.00831911j 8.05148e-18-0.000660543j -9.76044e-17-0.0106974j -1.72224e-17-0.000803627j 2.0283e-18+0.00384827j 6.27706e-18-0.00144138j -5.38264e-17-0.00636267j -1.44385e-18-0.00432218j -2.88144e-17-0.0028142j 2.41143e-17+0.00559059j 
7.51462e-17-0.00151367j -1.25791e-16-0.0029294j -2.10981e-17+0.0018509j -3.34074e-16-0.00768839j 6.33345e-17+0.000149498j 8.8111e-17-0.000854606j -2.03616e-16-0.00353978j -5.14751e-16-0.0119283j -7.76126e-17-0.000819199j 5.87665e-17+0.00377705j 3.68249e-17+0.00196262j 7.87033e-17+0.00406327j 6.77188e-17-0.000118381j 1.24749e-16+0.00178205j -2.67058e-16-0.00589783j -1.31356e-16-0.00287049j -1.56553e-16-0.00224136j 2.38389e-16+0.00612177j 1.50532e-16+0.00282255j 2.34684e-17-0.000423187j -1.4642e-17-0.00277255j -2.42741e-16-0.00759251j 4.80147e-17-0.00394277j -1.04757e-16-0.00215498j 1.29462e-16+0.00175668j 1.56108e-16+0.000994233j -1.07968e-16-0.000540635j -1.1082e-16+0.000702069j 6.83562e-16+0.00611314j -4.88675e-17+0.00143554j 6.26547e-16+0.0013667j 1.2645e-16+0.00371407j 3.23718e-16+0.00859371j 1.14077e-16+0.00424473j 3.32613e-16+0.00298505j -5.21438e-17-0.00226189j 8.62714e-17+0.00123993j -3.72851e-17-0.00365918j -2.11914e-16-0.00151985j 1.43982e-15+0.00312477j 1.23901e-15+0.00211313j 8.7342e-15-0.00589573j 2.16297e-16+0.00466227j 3.17814e-16+0.00779873j 3.28008e-16+0.00581945j -1.35397e-16-0.00253177j -7.66511e-17-0.003127j 4.883e-16+0.00956798j 2.92801e-17-0.00211057j -1.3004e-16-0.00348289j 2.29117e-16+0.00365786j -1.00495e-16-0.00250184j -3.69337e-16-0.00283001j 2.28032e-16+0.0060883j -1.47341e-16-0.00148928j 5.44985e-16+0.0113979j -1.62921e-16-0.00130534j -3.74482e-16-0.00873465j -7.46717e-17-0.00190036j -7.79828e-18+0.000649776j -1.25265e-16-0.00355995j -1.12872e-16-0.00202094j -2.30136e-16-0.00251411j 4.0331e-17+0.00214096j -5.82847e-16-0.0127923j -1.14267e-16-0.00395608j -5.69335e-18-0.00282249j 5.9377e-17+0.00236096j -3.52983e-16-0.00783789j -4.49501e-17+0.00120906j -1.27196e-16-0.00253303j 4.23196e-17-0.00264872j 
-1.11714e-16+0.00777087j -2.03337e-17+0.00066265j 9.14727e-17-0.00433661j -1.11608e-16+0.000344071j -4.63872e-17+0.00213735j -9.48198e-17+0.00548567j 6.32175e-18-0.00257745j -1.81148e-16+0.00083267j 1.31558e-17-0.00141j 8.01852e-17-0.0023984j 2.87942e-18-0.000605965j 1.64537e-16-0.00483481j -8.34609e-17+0.00272312j 4.35858e-17+0.00119802j -3.95753e-17-0.00135499j 4.64435e-17-0.00197545j 7.72598e-19-0.00288118j 1.23844e-16-0.0024684j 6.07045e-17+0.000136978j -3.26474e-17+0.00220424j -7.79832e-17+0.00306015j -1.31326e-16+0.00147048j 7.58313e-17-0.00138647j -1.26484e-16+0.00181669j 1.76352e-17+0.00165405j -6.90354e-17+0.00394923j -3.42114e-17-0.00211661j -3.29222e-17+0.00398282j 7.79881e-18+0.00270592j -3.76869e-17+0.00192878j 3.49838e-16+0.000828879j 4.09569e-19+0.00118471j 1.12198e-16-0.000436438j 1.24906e-16-0.00166873j 5.28091e-17+0.000345655j -5.23075e-17+0.00135725j -1.72135e-17+0.0031222j -1.66312e-16+0.00225537j 2.63113e-17-0.00327907j 1.75648e-16-0.00121293j 9.22482e-17+0.00167938j -1.73461e-15+0.00112253j 8.98893e-18-0.00170488j 1.32599e-16-0.000488962j 1.11782e-16+0.000171198j -1.39091e-17-0.00118992j -2.40773e-17+0.00335613j 1.02415e-16+0.00146001j -4.05836e-17+0.00393006j -6.95118e-17+0.00164412j 5.17663e-18+0.00332955j -1.22709e-16+0.00396504j 1.82494e-16+0.00233143j 1.1396e-16-0.00216961j 8.04503e-17-0.00427906j 1.61174e-16-0.00183911j 3.14349e-17-0.00503545j -1.64538e-16+0.00151312j -4.24724e-17-0.000272406j 1.09779e-17-0.0014065j -4.82829e-17+0.00226334j -1.41525e-17-0.000651045j 5.56648e-17-0.00537067j 8.69878e-17-0.00274394j -1.48691e-16-0.00102095j -1.19826e-16+0.00313467j -1.35166e-16+0.00557887j 5.33604e-17-0.00215485j -9.09336e-17-0.000483209j 9.18305e-17-0.00438123j -2.82316e-17-0.000772401j -1.67169e-16+0.00782958j 
2.48545e-17-0.0022436j -2.32903e-17+0.000654903j -1.32599e-17+0.00145586j -5.19851e-17+0.00242604j 3.42628e-17-0.00149998j 2.49292e-17-0.00214008j -3.81913e-17+0.00163033j -7.79735e-17+0.00371054j -1.43437e-17+0.00100512j 1.83254e-18+0.0010003j -8.49745e-19+0.00121367j 4.25138e-19+7.13686e-05j 7.53745e-18-0.000442047j 2.05244e-17-0.00214645j -4.61084e-17+0.00163785j -3.3191e-17-8.21547e-05j -3.38271e-17+0.00252692j 3.55937e-17-0.00169032j 2.2794e-17-0.00203751j 6.53184e-19-0.000604095j -3.67333e-18-0.00117453j -3.42975e-17+0.00174956j -3.35974e-17-0.000552306j 1.04406e-17+0.0014515j 4.11883e-18-0.000771495j 4.91196e-17-0.00195952j 5.86277e-17+0.0030942j 1.19767e-16-0.000798849j -1.00046e-16-0.00274285j 7.08831e-17+0.00028704j -8.06906e-16-0.00240302j 2.34315e-18-0.000612762j 7.70009e-17-0.0022027j 3.75187e-17-0.00169806j -5.6898e-17-0.00128883j -5.67189e-18-0.000367914j 5.46413e-17-0.00229672j -2.44802e-17+0.000685539j -1.0436e-18+0.00113252j -1.14321e-15-0.00272812j -9.81377e-16-0.00198713j 3.55833e-16-0.00026016j 4.62579e-17-0.000264298j 5.15939e-17-0.00252341j 2.62088e-17-0.00281112j -1.71842e-17+0.000279266j -2.36082e-17-0.000769571j 4.49793e-17-0.00208614j -1.09462e-17-0.00138024j -1.45687e-17+0.000648741j 3.726e-17-0.0020204j 3.49428e-18+0.00139908j -4.43121e-17-0.000492643j 2.41465e-17-0.000780587j -3.85052e-17+0.00154984j 4.9045e-17-0.0030229j -2.69486e-17+0.000639334j -5.47671e-17+0.00297142j -1.08979e-17+0.00114058j 5.78602e-18+0.000976561j -1.28554e-17-0.000567015j -1.77402e-17+0.000817415j -5.1668e-17+0.00310148j -2.16375e-18+0.000104164j -9.55346e-17+0.00433359j -9.48292e-18+0.000523514j 1.38391e-17-0.00124861j 3.26511e-18+0.000468933j -5.97374e-17+0.00258473j -2.12505e-17+0.00151769j -1.99577e-17+0.00111054j 2.3888e-17-0.0018258j 
1.1497e-16+0.00490195j 2.10909e-17-0.00037922j -4.31511e-17-0.00346381j -2.92178e-18-0.00239684j -1.97819e-17+0.00293172j 6.18458e-17+0.00450357j -3.88565e-17-0.00210678j -2.06294e-18-0.00361443j -1.28098e-17-0.00173528j 1.49654e-17-0.00318412j 2.83291e-17-0.00304621j -5.27653e-17-0.00139943j 4.15807e-17+0.000898632j 7.20788e-18+0.00371017j -3.46391e-17-0.0013794j -3.40702e-17+0.0010963j -3.43048e-17-0.00430998j -4.2781e-17+0.00144418j -7.00684e-18+0.00316921j 4.48767e-17+0.00132393j 2.3505e-17+0.00320628j -3.07021e-17-0.00108506j -1.04164e-16+0.00237298j 4.1743e-18-0.00222741j 5.0788e-17+0.00096735j -3.70989e-19+0.00356548j -1.62464e-16-0.00599238j -6.47261e-17+0.00133939j 2.40905e-16+0.00350742j -2.69655e-17-0.00104741j 1.47491e-15+0.00435838j 9.82801e-17+2.94754e-05j -2.03226e-17+0.00166249j -3.7756e-17+0.00205202j 1.04714e-16+0.00161978j 3.16042e-18+0.00144569j -6.77124e-18+0.00416761j 2.24621e-17-0.000220643j -7.24935e-17-0.0017509j 1.87943e-15+0.00446372j 1.67689e-15+0.00328225j -3.62146e-15+0.00239183j -7.65566e-17-0.000945591j 7.6753e-18+0.00255736j 1.75616e-17+0.00375835j -3.13123e-17+0.000259641j 8.09594e-17+0.00250784j 7.57113e-17+0.00110315j 6.88477e-17+0.00339892j 1.84675e-17-0.000198354j 5.84225e-17+0.0028423j 7.03426e-17-0.00202963j 1.9211e-16+0.00186818j -9.09443e-18-0.000365248j -4.76801e-17-0.00258627j 4.77294e-18+0.00241801j -8.203e-17-0.000819541j 1.99817e-17-0.00316226j -1.78982e-17-0.00167027j -3.25095e-17-0.00214697j 3.00938e-17+0.00225025j -6.83979e-18-0.00098301j -5.76894e-17-0.00535049j -2.85317e-17-0.000868742j -2.59069e-17-0.00456836j 3.42224e-17+0.000190601j 5.94299e-17+0.00334956j -2.15021e-17-0.00167259j -1.05307e-17-0.00265941j -3.95722e-17-0.00338219j -1.63432e-17-0.00140428j 9.63977e-17+0.00442886j 
5.43563e-17-0.00558557j -9.52209e-17+0.00157523j -2.13911e-17+0.00289149j -2.30642e-16+0.00556007j 8.35115e-17-0.00266789j 6.56977e-17-0.00459493j -1.417e-16+0.00447605j -3.51242e-16+0.00841967j -5.0894e-17+0.00208427j 5.21149e-17+0.000616646j 1.84131e-17+0.000691948j 4.45663e-17+0.000804313j 2.73146e-17-0.00178711j 8.33667e-17-0.00353781j -1.92305e-16+0.00486825j -1.06278e-16+0.00215665j -1.33719e-16+0.00497846j 1.66998e-16-0.00306181j 1.04063e-16-0.00333105j 7.7095e-18-0.00155447j -3.03424e-17-0.0015607j -2.17363e-16+0.0042616j -2.25264e-16+0.00184106j -1.41867e-17+0.00145586j 3.0782e-17-0.00237519j 1.15559e-16-0.00441907j 2.29451e-18+0.00443062j 2.32671e-16-0.00314201j -7.40164e-17-0.00676432j 1.54712e-16-0.00131193j -1.12857e-15-0.00342963j 1.10223e-16-0.00281349j 2.87708e-16-0.00567555j 1.48097e-16-0.00267475j -6.90264e-17-0.00275323j -3.39205e-17-9.60692e-05j 1.46456e-16-0.00444101j -9.12844e-17+0.00110413j -1.52565e-17+0.00346842j -1.64467e-15-0.00346581j -1.42106e-15-0.00376527j -2.71576e-15+0.00168859j 1.41003e-16-0.00139087j 2.34193e-16-0.00563131j 1.46923e-16-0.00541113j -5.76319e-17+0.00197395j -7.90294e-17-0.00115237j 2.20963e-16-0.00694514j -4.44659e-17-0.00249623j -8.21318e-17+0.00130415j 1.40359e-16-0.00530413j -3.98143e-17+0.000452981j -7.63671e-17-0.00047659j 1.33012e-16-0.00228392j -1.19511e-16+0.00438706j 2.77526e-16-0.00698524j -3.7662e-17+0.00377796j -2.49387e-16+0.00595963j -6.82418e-17+0.00210195j -1.64437e-18+0.00142467j -5.68446e-17-0.000204112j -6.66272e-17+0.0020217j -1.74167e-16+0.00694707j 1.94981e-17+0.000591296j -4.0771e-16+0.0103651j -7.43978e-17+0.000618412j 9.48262e-18-0.00290194j 2.95261e-17+0.000563272j -2.50744e-16+0.00620699j -4.62183e-17+0.00325144j -8.4884e-17+0.0025983j 3.79409e-17-0.0047087j 
1.73811e-16-0.00511759j -3.12665e-17+0.000122638j -9.73987e-17+0.00195042j -6.95471e-17+0.000986446j 5.90932e-17-0.000532776j 1.38022e-16-0.00297325j -1.12922e-16+0.00296942j -9.75424e-17+0.00125192j -4.67819e-17+0.000775807j -3.4772e-18-0.000896168j 3.25572e-17-0.00218381j -1.12218e-16+0.00308986j 1.00777e-16-0.00252591j 2.48327e-17+0.000461928j -1.13796e-16+0.00297627j -1.13267e-16+0.00422107j -1.04636e-16+0.0012801j -6.42979e-18+0.00146846j 1.94485e-17+0.000918522j 5.7322e-17-0.00150029j 4.68322e-17-0.000264482j -8.19043e-17+0.00053688j -2.91225e-16+0.00484222j 7.14809e-17-0.00282339j 3.99285e-17-0.0019681j 9.87113e-17-0.00255549j -1.3453e-16-0.0014616j 7.27939e-17-0.00402472j 1.6514e-16-0.00317006j 7.82059e-17-0.00356217j 4.80155e-16+0.00151048j 1.56448e-16-0.00284612j 8.0643e-17-0.00174768j -1.98205e-17+0.00169755j 1.61438e-17-0.00046702j 1.55466e-17+0.000309229j 8.21595e-17-0.00126403j 7.55775e-17-0.00134715j -7.17052e-17+0.00323768j 7.17424e-16+0.00328221j 6.89216e-16-0.000531916j -4.14158e-15+0.00268567j 1.95247e-17-0.000507572j 6.17465e-17-0.000748711j 2.94415e-17+9.66958e-05j -4.09389e-17+0.00258325j 2.3087e-17-0.000956153j 1.1652e-16-0.00474968j 4.25632e-17-0.00141501j 4.93597e-18-0.000684105j 1.1623e-16-0.00338854j 9.4543e-17-0.00507041j -2.11582e-17-0.000315339j 3.17858e-18-0.00012556j -1.52118e-16+0.00381942j 7.55465e-17-0.000690454j -7.62423e-17+0.00586124j -3.05475e-17-0.000501864j -2.99777e-17-8.5016e-05j -3.56878e-17-9.78672e-05j 1.8346e-17+0.000319948j -3.34599e-17+0.000884684j -1.74714e-16+0.00358861j -6.09163e-17+0.00176746j -1.67007e-16+0.00310897j 5.19568e-17-0.00197591j 1.28011e-16-0.00310216j -2.96243e-17+0.000430236j -9.87764e-17+0.00183475j -1.09037e-16+0.00231451j -4.34197e-17+0.000938079j 1.8833e-16-0.00506406j 
-7.51167e-17-0.0152817j -5.40204e-17-0.0026967j -1.89081e-17+0.0088869j 1.51726e-17-0.00453152j 5.19595e-17-0.00372264j 1.14326e-17-0.0105439j 2.04792e-18+0.00315092j 2.62012e-17-0.00760335j -1.47522e-17+0.0021537j -6.08712e-17+0.00599814j -1.30286e-17+0.00166355j -5.42233e-17+0.0111678j 6.32663e-17-0.00528104j -2.76198e-17-0.00102j 1.28192e-17-0.000229796j -1.67798e-17+0.00272206j 7.31853e-18+0.00403421j 1.63155e-17+0.00785657j -3.47573e-18+0.00146628j -1.80187e-17-0.0043412j 4.28652e-17-0.00683589j 5.28245e-17-0.00651819j -9.01598e-18+0.00125201j 5.88754e-17-0.00486903j -4.73114e-17-0.00231161j 4.8989e-17-0.00680866j 9.70043e-19+0.00307472j -1.97569e-16-0.0073198j 2.32889e-16-0.00202937j -8.5059e-17-0.00328044j -1.60177e-16-0.000393917j -3.40804e-18-0.000624105j -3.5031e-17+0.00502484j -7.2129e-17+0.00551041j 6.88727e-17+0.000913785j 3.44087e-17-0.00350115j -2.74479e-17-0.00498636j 1.87346e-16-0.00613926j -2.84497e-18+0.00550456j 7.26083e-16+0.00443907j 5.84052e-16-0.00187443j 6.89559e-15-0.00457114j 1.40393e-16+0.00535336j -5.20673e-17+0.00488928j -1.56287e-17+0.00285349j 3.87779e-17+0.00121609j -1.13117e-16-0.00767762j -4.78276e-17+0.00166503j -5.13519e-17-0.00821575j -1.10259e-17-0.00485398j -3.91187e-17-0.00447229j -5.52791e-17-0.00922291j -5.92148e-16-0.00561698j -1.62236e-17+0.00700088j -3.54376e-17+0.00736728j 6.25585e-17+0.00917142j 1.25865e-16+0.00918536j 2.45436e-17-0.00741546j 3.37663e-17-0.000568225j 7.69662e-18+0.00276178j -3.67563e-17-0.00576391j -2.7416e-18+0.000216946j -1.52234e-17+0.00865711j -2.11108e-17+0.00625213j 1.67971e-17-0.00448891j 2.07894e-17-0.00794601j 2.36984e-17-0.0117895j 5.14685e-18+0.00508252j 7.18299e-18-0.0030106j -2.46507e-17+0.00869216j 1.68248e-17+0.000162108j 5.99599e-18-0.0159829j 
-8.77658e-17+0.0084644j 2.32176e-17-0.000181486j 6.97568e-17-0.00480583j 3.33547e-18-0.00226162j -6.96183e-17+0.00308078j -8.62275e-17+0.006438j 5.24395e-17-0.00384275j -2.88444e-18-0.00320497j 2.69964e-17-0.0021029j 4.31046e-17-0.00259244j 2.16195e-19-0.00134342j 9.72708e-17-0.00395408j -6.49948e-17+0.00272369j 1.52531e-18+0.00290934j 3.75421e-17-0.0029706j 6.95911e-17-0.00189132j 4.53165e-17-0.00472162j 2.30691e-17-0.00030981j 4.98716e-18+0.00197886j -2.0162e-17+0.00237558j -4.2864e-17+0.00339105j -2.32538e-17-0.000727963j 1.16351e-16-0.00108653j -8.78803e-17+0.000251159j 8.32159e-18+0.00220451j -9.70753e-17+0.0050999j -5.9697e-17-0.00437101j -1.29561e-16+0.00417612j 7.85125e-17+0.00505326j -9.35366e-17+0.00157088j 9.71279e-16+0.00275887j -2.13953e-17+0.00182496j -2.89706e-17+0.00207496j 3.06245e-17+0.000243889j 8.37058e-17+0.00157464j -2.52998e-17+0.00129833j -7.07878e-17+0.00466719j -8.31909e-17+0.00112675j 1.55613e-17-0.00389436j 1.12789e-15+0.00137692j 9.3733e-16+0.00322897j -1.04848e-15+0.000714306j -5.85261e-17-0.000902389j 1.15303e-17+0.0022219j 3.00649e-17+0.00286971j 8.12966e-18-0.0014672j 2.33392e-17+0.00329676j 3.25433e-18+0.00371698j -4.24608e-18+0.00436916j -1.84694e-17+0.000636381j -4.11059e-17+0.00482177j -6.70122e-17+0.00214221j 1.92752e-16+0.00220361j 3.34397e-17-0.000780077j 9.75918e-17-0.00509983j 1.76401e-17+0.0017322j 3.03804e-17-0.00501663j -2.5121e-17-0.00176129j -9.27625e-18-0.00130455j 2.79255e-18-0.00195866j -9.72737e-18+0.0021449j 1.39189e-17-0.00138625j 9.85549e-17-0.00737883j 5.31283e-17-0.00230837j 3.88979e-17-0.00539307j -5.62022e-17+0.00200085j -9.5382e-17+0.00564696j 2.54481e-17-0.00206812j 2.51998e-17-0.00312355j 8.0008e-17-0.00494603j 8.65542e-18-0.00176829j -1.24742e-16+0.00808967j 
