-9.14253e-15-0.0197005j -6.17977e-16-0.00186354j -7.30977e-18+0.00140403j -7.05184e-18-0.00814997j -6.27531e-18-0.0031375j 8.50983e-18-0.0093368j 1.97858e-17-0.0101253j -5.62167e-18-0.000392821j -1.20245e-17+0.00495017j -5.50869e-18+0.0022979j 3.74887e-17+0.00682681j -1.52104e-17+0.00873806j 4.17359e-18+0.00436589j -2.35335e-17+0.00892163j -1.80557e-17+0.000915479j 9.95954e-18+0.00123322j 1.3179e-16-0.0117729j 5.59798e-17+0.00163978j 4.23981e-17+0.00781532j 2.01576e-17+0.00060674j -5.2062e-17-0.00438112j 1.96788e-18-0.00369167j -6.26591e-18+0.00671802j -3.10617e-17-0.0105298j -4.28412e-17+0.0065601j -4.85115e-17+0.00435563j 1.04827e-16-0.0099346j -4.52541e-16+0.00391331j -9.25927e-18-0.00273243j -3.87531e-18-0.00209136j 8.75021e-17+0.000526163j 5.51882e-16-0.0216215j -1.19704e-16+0.00153926j 1.10431e-16-0.0047206j 5.25264e-17-0.00284778j 3.02721e-16+0.00367584j 6.09049e-17+0.00201704j -3.48025e-15+0.00124331j 2.50037e-14+0.00783845j 2.42439e-14+0.00226575j 5.77048e-17-0.009912j -9.2228e-17+0.00020424j 4.04048e-17+0.00127771j -1.93474e-17+0.00555885j -3.03991e-17-0.00523014j 7.26962e-17-0.00234259j 9.69985e-17-0.0011483j 5.4999e-17-0.00258108j 1.0703e-16+0.014403j -2.03255e-17-0.000495252j 1.04722e-16+0.00730834j -5.94545e-17+0.00451769j -7.54335e-17-0.000353602j 2.96266e-18-0.010195j -2.72099e-17-0.00746614j -1.84158e-17-0.00875396j 4.13147e-17-0.00108367j 1.41339e-17-0.00363857j 4.25934e-18-0.00136933j -2.10413e-17-0.00292837j 7.27316e-17-0.00666517j -7.29603e-17-0.013053j 1.0085e-17-0.00752976j 2.17119e-17+0.00168672j 2.02202e-17+0.00478608j 4.63205e-17-0.00794835j 1.24533e-17-0.00221486j -2.53167e-17-0.00405424j 9.50797e-18-0.0035636j 7.83541e-18-0.00651626j -1.11248e-17+0.00521701j -2.4042e-17+0.00732274j -5.63998e-19-0.00311008j -4.28823e-18-0.0120625j 2.67241e-17+0.00220633j 4.76924e-16-0.0103732j -6.99287e-15-0.0153961j 
7.44985e-17-0.00116878j -2.09033e-16-0.00810799j 1.13877e-17-0.00413387j -1.5892e-17-0.0123994j 6.99763e-17-0.00802513j 1.27714e-16-0.00229842j 8.79304e-17-0.00104996j 9.99253e-18-0.00340592j -6.02272e-17-0.00704379j -6.21755e-17-0.00247598j -5.36999e-16-0.000689823j -1.00964e-15-0.00144452j -1.9127e-16+0.00513865j -4.65381e-16+0.00592751j -3.88608e-16-0.0113638j -6.63079e-16-0.00739995j 2.84541e-16-0.00532791j 5.65979e-17-0.00140968j -3.55049e-16+0.00369763j -5.82326e-17+0.00264103j 1.8607e-16-0.0039903j 8.84517e-16+0.000409895j -2.86052e-16-0.00848818j 2.69321e-16+0.00182819j -1.58733e-16+0.00686635j -2.11049e-16-0.00426737j 3.90045e-16-0.00333206j -3.41611e-16+0.0022241j 1.78662e-16+0.00606148j -4.60736e-17-0.00472542j -5.52912e-16-0.00049206j 8.74117e-16-0.0133923j 8.37228e-17-0.012744j -3.70768e-18-0.00801931j 4.95279e-16-0.00343526j 3.57944e-16-0.000199221j 5.37827e-16+0.00617548j -3.97684e-15+0.00151718j 2.57452e-14+0.00877478j 2.51006e-14+0.00166964j 5.43337e-16-0.00376028j 7.97654e-16-0.0025828j 3.79296e-16+0.00665504j -5.25103e-17+0.00473069j -2.63572e-16-6.79754e-06j 4.01931e-16-0.0121805j 5.27506e-16-0.00904742j 1.09857e-16+0.00335682j -1.99081e-16+0.00694503j 2.11553e-16-0.009412j -1.15317e-16+0.00357823j -1.33947e-16+0.000799509j -9.96147e-17-0.0130893j 2.19735e-16+0.00288541j 3.05975e-16-0.00177432j 9.0639e-16-0.00411393j -1.10859e-16-0.00342831j -1.52359e-17-0.00105388j -2.92485e-16-0.00725592j -8.13897e-18-0.00945229j 2.02119e-16+0.0018618j 7.67972e-16-0.00469589j 4.63493e-16-0.00798584j 3.84621e-16+0.0126923j 1.41667e-16+0.00126052j 9.7465e-16+0.00502142j 5.08162e-16+0.00254893j 7.941e-17+0.00159381j 4.47084e-17+0.00722748j 3.67944e-17-0.0028778j -6.77871e-17-0.00755983j -1.18722e-16+0.00186976j -2.10076e-17-0.000584411j 1.73842e-16-0.0136399j 2.95673e-17-0.00369865j 1.02186e-16-0.00811029j 3.1114e-15+0.00423232j 
-2.84373e-16-0.000960832j -2.21503e-16-0.00648655j -2.02985e-16-0.00839894j -1.88958e-16-0.0102805j -1.68169e-16-0.0100249j 1.19023e-16-0.00285031j 2.33055e-16+0.00629853j -1.32782e-16-0.00648464j -3.14346e-16-0.0119179j -1.52179e-16-0.0055942j -4.33922e-17+0.00498932j -1.75249e-16+0.00110121j 1.30385e-16+0.0120888j -5.37856e-17+0.00163977j -1.99296e-16-0.000353149j -1.57714e-16-0.00507047j 2.12741e-16-0.00323779j -4.6374e-17-0.00695334j 6.1107e-18+0.00464082j 1.39875e-16+0.00601869j -8.69373e-17-0.00508183j 9.96681e-18-0.00690455j -2.75495e-16-0.00315198j 3.01878e-16+0.00572425j -8.05121e-17-0.00489864j -1.39325e-16-0.00102336j -3.98859e-17-0.00805061j -4.41e-17-0.00547333j 2.93692e-16+0.00839981j 1.34408e-16+0.0029979j 1.46832e-16+0.015483j 2.27288e-16-0.0174906j -4.14548e-16-0.0135945j -4.45803e-18-0.00640285j 5.88177e-18-0.00232982j -4.62388e-16-0.00460328j 2.30809e-16+0.00695272j -4.09048e-15+0.00159989j 3.18514e-14+0.00956731j 3.07425e-14+0.00331759j -4.49653e-17-0.0102087j 1.32491e-15-0.00985648j 1.67804e-16-0.000793282j -1.26828e-16+0.0105393j 6.49247e-17+0.0139761j 7.37029e-16-0.0137568j -1.48591e-16-0.00989327j 1.95721e-16-0.00361546j -1.01789e-16+0.00580622j 6.42997e-17-0.00531072j -1.43667e-17+0.00222648j -1.59506e-17-0.00383015j -2.34829e-16-0.0057683j 2.54828e-16+0.00594219j 2.30124e-16+0.00826302j -8.01488e-17-0.013441j -1.15595e-17-0.00114889j 9.10552e-17-0.00043982j -1.74645e-16-0.00604337j -2.49819e-16-0.0113129j 2.49208e-16+0.0021391j -5.96543e-17-0.0106841j 2.74197e-17-4.72749e-05j 2.43818e-16+0.00723902j -1.81719e-17+0.0017733j 2.05884e-16-0.00213005j 1.24631e-16+0.00302741j 1.35057e-16+0.00261139j 3.14549e-16+0.0145833j 3.21162e-17-0.00305589j -3.56669e-16-0.0102174j -1.42294e-16-0.000892866j 6.69414e-17+0.0033636j -1.32914e-16-0.0125091j -1.81912e-16-0.00701122j -1.52077e-16-0.00701423j 2.54617e-15+0.00396542j 
-1.06544e-15-0.00297204j -9.79259e-17+0.00182376j -2.80898e-17-0.00124753j 4.23852e-17+0.00133014j 2.37562e-17+0.000432389j 1.31373e-16-0.0020515j 1.38852e-16+0.00338667j -3.01539e-17-0.00273704j -6.73556e-17+0.00112671j -5.33171e-17-0.00145586j -1.94409e-17+0.00684298j -8.55953e-17+0.00220535j -2.25948e-17+0.00638096j -9.12467e-17-0.0035921j -1.52541e-17+0.0136942j -3.14464e-17+0.000950906j 1.76217e-16+0.000800705j 7.72976e-18-0.0025062j -4.35764e-17+0.0020628j 2.95363e-17+0.002639j 2.82997e-17-0.000609544j 3.61208e-17-0.00348073j -7.56529e-17+0.0104644j 1.61823e-16+0.000276246j -1.04754e-16-0.0115192j -6.69206e-17+0.00579462j -5.5679e-17-0.00511205j 1.33384e-16-0.00686696j 6.9817e-17+0.00138812j 2.80435e-16+0.00942219j 1.02277e-16+0.0129894j 2.48397e-16-0.00665333j -1.59865e-17+0.00656338j 2.43928e-16+0.00487526j -1.35733e-17+0.00274172j -9.13898e-17-0.000626959j 2.61706e-17+0.00263816j -6.27373e-16+0.00026794j 1.02543e-14+0.00186907j 9.76112e-15+0.00233435j 5.9713e-17-0.00784014j 6.04126e-16-0.00466336j 7.77677e-17-0.00768992j -1.95152e-16+0.00454794j 2.1529e-17+0.00966916j 2.56155e-16-0.00288914j 1.50748e-16+0.00594083j -1.12749e-17-0.00912374j -1.47495e-16+0.00162432j -1.62638e-16+0.0075673j -2.6989e-16-0.00281196j -8.74793e-17-0.00412071j 2.78194e-17+0.0119316j 1.77459e-16-0.000749714j 1.23292e-16+0.00888807j 6.35459e-17-0.00664563j -1.82203e-17+0.00159506j 3.1143e-17-0.00129126j -1.56193e-17+0.0013992j 4.35204e-17+0.00165637j 1.30361e-16-0.000889386j 5.48216e-17-0.00678638j 8.72807e-17+0.00959004j -2.16068e-17-0.00762179j -3.69798e-17+0.00401575j 8.96504e-17-0.00795289j 3.53417e-17+0.00143086j 3.83875e-17-0.00135636j 6.03892e-17+0.00215201j 6.96216e-17-0.00211031j -9.46966e-17+0.00199503j -1.31063e-16-0.00235034j 2.39728e-17+0.00136452j 9.70707e-17+0.000623423j -3.2021e-17+2.87012e-05j 2.06592e-16+0.000306648j -1.27278e-15-0.00311416j 
3.66825e-15+0.00914148j 4.08296e-16-0.00269737j 7.05652e-18-0.000546721j 8.18055e-17-0.00207459j -5.62103e-17+0.00142058j -3.66129e-16+0.00900785j -2.49741e-16+0.00685544j 1.25098e-16-0.00404506j 2.14969e-17-2.92146e-05j 7.52335e-17-0.00213151j 1.95639e-17+0.00325409j -8.0659e-18+0.00415224j -1.98053e-17+0.00248614j -5.78691e-17+0.002271j 3.03107e-17+0.0034427j 1.83502e-17+0.00115156j -4.92549e-16+0.00953198j -1.88661e-16+0.00324532j 1.23205e-17+0.00195461j -6.80337e-17+0.00278352j -1.75241e-17-0.000743391j -4.32299e-17-0.00267941j 1.53149e-16-0.00101003j -2.71639e-16+0.00744178j 6.81001e-17-0.00241734j 1.25466e-16-0.000459759j -2.94514e-16+0.00753556j 2.0621e-16-0.000318418j -2.26167e-16+0.00925864j 2.27105e-17+0.00503518j -5.55562e-17+0.00577642j -4.73411e-16+0.00326026j 1.16594e-16-0.000682395j -2.18137e-16+0.0100944j 1.28286e-16-0.00463636j -3.10852e-16-0.00568051j -3.35433e-17-0.000767169j -3.86116e-16+0.000199213j 3.79043e-15+0.000957144j 3.67595e-15+0.000605126j -2.69806e-17-0.00382468j 1.18377e-15-0.00684318j 8.51952e-17-0.00631365j 3.08372e-16-0.00806782j -1.13184e-16+0.00360225j 7.99881e-16-0.00708078j -1.73101e-17-0.0019973j -1.29043e-16+0.00111157j 2.38056e-16-0.00739667j -4.76689e-17+0.0029112j 2.33996e-16-0.00947703j 1.04619e-16-0.00244135j 1.00768e-16+0.00158027j -3.05939e-16+0.00729201j -1.13465e-16+0.00475024j -3.1646e-17-0.00364291j 4.03001e-18+0.000401486j -7.19312e-17+0.00170332j -2.39047e-17+0.00125968j -1.35462e-16+0.00355602j -4.32969e-16+0.0095725j -7.56678e-17-0.00327595j -3.55746e-18+0.000791173j 3.66516e-17-0.00375463j 1.23615e-17+0.0002292j 1.97648e-17-0.0052086j 3.81404e-18-0.00124067j -6.39564e-17+0.00146777j -2.57622e-17+0.000804398j -1.25559e-16+0.00255745j 2.44956e-16-0.00611116j 3.81983e-16-0.0100338j 6.99659e-17-0.00149953j -6.12839e-17+0.000974686j 5.76099e-18-0.000218648j -4.13262e-16+0.00221954j 3.94834e-15+0.00942159j 
-7.36449e-16-0.00194748j 3.36687e-16+0.00382264j -3.00282e-16-0.00271536j 6.20379e-16+0.00552354j -7.35647e-17-0.00114818j 7.0451e-17-0.000547604j 5.37971e-16+0.00379923j 6.54044e-17+0.00106917j -5.32169e-16-0.004862j -1.26484e-16-0.000797785j 1.3209e-16+0.00136718j 3.50248e-16+0.00430807j 6.28679e-17+0.000454557j -3.06982e-16-0.0020004j 4.25738e-16+0.00329265j 5.98156e-16+0.00678888j 1.96693e-16+0.000207284j -4.68866e-16-0.00465583j -1.80771e-16-0.00110167j 6.07626e-17+0.000210415j 2.86115e-17-0.000257789j -8.28406e-16-0.00843401j -4.17837e-17-0.000530095j 2.57192e-16+0.00103342j -4.92084e-16-0.00321798j 1.00207e-17+0.000192221j -2.28364e-16-0.00243508j -2.79894e-16-0.0022267j -2.81567e-16-0.00318851j 6.70998e-17-0.000315664j 7.3878e-16+0.00696445j 3.93999e-16+0.00281783j -4.35458e-16-0.00464593j -2.32866e-16-0.0033347j -5.82105e-17-0.0011868j -9.51965e-16-0.00476529j -5.78189e-16-0.00537867j 1.6171e-15-0.000678718j -1.1982e-14-0.00364606j -1.12786e-14-0.00102389j 1.14036e-18+0.000235889j 8.95697e-17-0.00313155j -3.34182e-16-0.00316586j 1.56011e-16+0.00303556j 8.89836e-16+0.00676436j 2.75754e-16+0.00820823j -5.94617e-16-0.00640764j 4.07479e-17-0.000329362j -4.39027e-16-0.00258484j 2.95106e-17-0.000423988j 2.58998e-16+0.00368375j -1.19338e-16-0.000104651j 1.14884e-16+0.000329152j 2.23027e-16+0.000781827j 2.8267e-16+0.00118051j -5.86094e-16-0.00613507j 2.52716e-16+0.0028293j 2.62604e-16+0.00227925j 3.11876e-16+0.0031311j -1.72165e-16-0.00224119j -1.00933e-16-0.00229934j -5.50533e-17-0.00129398j 1.64308e-16+4.20913e-05j -3.92938e-16-0.00309768j -4.71134e-16-0.00457607j -4.21062e-16-0.00466031j -2.91346e-16-0.00346067j 2.11054e-16+0.00156138j 4.85024e-16+0.00424789j 2.70068e-16+0.0020989j -2.18951e-16-0.00143727j 1.01564e-18+0.00144459j 4.35886e-16+0.00408248j 5.24562e-16+0.00394348j -3.52899e-16-0.00308253j 4.39889e-16+0.00192213j -2.14178e-15-0.0039512j 
2.69493e-15+0.00526847j 6.41815e-16+0.00252311j 1.86021e-16+0.00255812j 7.761e-16+0.00509364j 3.76715e-16+0.00422006j 1.99257e-17+0.000910785j 3.55546e-17-0.000140981j 2.87373e-16+0.00180054j 2.16818e-16+0.00368588j 1.28956e-16+0.0010373j -2.4628e-16-0.00343803j -2.49759e-16-0.00688791j -4.05187e-16-0.00368066j -5.01974e-16-0.00581383j 3.54581e-16+0.00244365j 2.73917e-16-0.00244589j 1.53941e-16+0.00271638j -8.50931e-17+0.00102369j -4.08351e-16-0.00409463j -2.38699e-16-0.00193374j 3.21216e-16+0.00345014j 1.67207e-16+0.00701731j 2.46761e-16+0.0027534j -8.88997e-17-9.55153e-06j -3.46846e-16-0.00393016j 9.99366e-17+0.000784813j 5.7266e-17+0.00273983j 1.70127e-18-0.00195312j -5.2156e-16-0.0024518j 1.05378e-16+0.00223829j -1.70428e-16-0.00445725j 7.73787e-16+0.00897809j 6.01218e-16+0.00802647j 1.05751e-16+0.00351954j 3.00051e-16+0.00532967j 4.32996e-16+0.00371109j -2.86836e-16+0.00116171j 1.63719e-15-0.000624666j -1.19073e-14-0.00391078j -1.12168e-14-0.000679669j 5.21037e-16+0.0052484j -3.58695e-16+0.004668j -1.2798e-16+0.000372815j -2.3941e-17-0.00175272j 2.40451e-18-0.00192977j 6.36067e-16+0.00233265j 5.19796e-16+0.00932166j -2.37339e-16-0.00190198j -3.81455e-16-0.00327106j 2.02053e-16+0.00381497j -1.17293e-16-0.00312647j -5.88395e-17-0.00171858j 5.43005e-16+0.00581416j -1.16786e-16-0.00046206j 7.82331e-17+0.00243743j 5.17136e-16+0.00899236j 1.43879e-16-3.90842e-05j 4.58877e-17-0.000505437j 3.15167e-16+0.000830964j 4.03023e-16+0.00466853j -2.59843e-16-0.000514696j 6.46636e-16+0.00771706j 4.62931e-16+0.00698472j -4.73756e-16-0.00290529j -1.7299e-16+0.00110042j 9.38108e-17+0.00501777j -3.81523e-17+0.00287208j -3.87203e-17-0.000724865j -2.76019e-16-0.00367078j 1.85007e-16+0.000893408j 4.25154e-16+0.00418097j 7.61183e-17-0.000859109j 1.3016e-16-0.000283525j 8.13644e-16+0.00672008j 1.29881e-16+0.00240448j 4.21185e-16+0.00486152j 1.03893e-15+0.00282241j 
3.55008e-15+0.00769163j 8.45787e-17-0.00697691j -4.83652e-17-0.000357344j -1.67761e-16-0.00928865j -5.76607e-17-0.00148406j 9.1779e-17-0.00109543j 7.00724e-17+0.000396901j -8.19624e-17-0.00494731j -6.81746e-17+0.00139544j -6.89724e-17-0.00249351j -5.22712e-17-0.000902462j -9.87567e-17-0.0132674j 4.51003e-17+0.00589002j 2.40468e-17-0.0039591j -1.43706e-16+0.000643991j -2.9088e-17-0.0162866j 1.24192e-16+0.000323617j 4.05652e-17+0.00119824j 3.35272e-17+0.000496847j 4.28416e-17+0.00269196j -4.41644e-17+0.000362096j 1.22901e-16+0.0138491j -1.55778e-16+0.00337959j 1.48956e-16+0.00323661j 1.84598e-17-0.00666041j -7.5503e-17+0.000888567j 7.89219e-19-0.0010957j 2.19968e-16-0.00523002j 2.49605e-16+0.00819499j 1.99747e-16+0.00724201j 1.04868e-16+7.64977e-05j 6.35985e-17-0.00831253j -9.04387e-17+0.0061325j 1.26025e-16+0.00412507j -9.86828e-17+0.00695953j 6.65652e-16+0.00726063j 2.7183e-16+0.0149601j -3.59502e-15+0.00150024j 2.95231e-14+0.00824971j 2.83011e-14+0.00367497j 4.52679e-17-0.00348301j -2.21293e-16+0.00122119j 4.64356e-17+0.00289153j -3.50717e-17+0.00353274j -2.1042e-16+0.00175689j 1.10942e-15-0.0198673j 1.06355e-16+0.0131479j -1.40914e-16-0.00658278j -2.14084e-17+0.00467146j -5.79751e-17+0.00216654j -2.54695e-16-0.00724884j 3.86287e-17-0.00587386j -6.89902e-17+0.00408393j 1.35112e-16+0.00301242j 1.08695e-16+0.00980471j 6.47291e-17+0.00727421j 1.86493e-17-0.00453667j 4.37527e-18-0.00432765j -8.27869e-17-0.00799229j -3.83874e-17-0.000376514j 1.4831e-16+0.00381094j 5.77056e-18+0.00144928j -1.90459e-17+0.0103438j 1.4221e-16+0.00532478j 4.32377e-17+0.0096888j 7.33638e-17+0.00955813j 5.69152e-17+0.0110694j 1.69102e-17-0.00109668j 7.7656e-17+0.00221953j -3.47516e-18-0.00467331j -1.55203e-16-0.000835745j -1.17795e-16-0.00390247j -3.01825e-17-0.00274112j -1.25598e-16-0.00718706j -1.51887e-17+0.00131243j -3.95986e-16-0.00231624j 5.77745e-15+0.0113787j 
2.1168e-15+0.0045916j 2.33736e-16-0.00225445j -1.21934e-16-0.00275283j 1.64187e-16-0.00254574j -5.68828e-17-0.00198005j -2.67969e-17+0.00100832j 1.53067e-16+0.00481239j 2.38966e-17-0.00337541j -2.12846e-16-0.00335409j -5.96431e-17-0.0027511j -2.43547e-17+0.00179183j -3.23809e-17-0.00264291j 1.29939e-17+0.00497564j -1.62329e-16-0.00251305j 5.2465e-17+0.00342147j 1.21615e-16-0.00391279j 2.07362e-17+0.00230909j -1.84068e-16-0.00215969j -8.48597e-17+0.000513776j 1.78598e-17+0.0027129j 1.01051e-17-0.00063998j -1.51946e-16+0.000211548j -6.3227e-17+0.00101456j 1.0532e-16+0.00452322j -1.66175e-16-0.00646981j -1.70691e-17+0.000471965j -1.75372e-16-0.00104016j 6.01099e-17-0.00461574j -5.6349e-17+0.00506285j 1.341e-16+0.00501405j 2.17714e-16+0.00737731j 1.12452e-16-0.00326806j -1.4364e-16-0.00112074j -8.35322e-17+0.00193152j 2.87872e-17+0.00137179j -1.78192e-16-0.001195j -4.14084e-17+0.00447455j -1.22053e-15+0.000513409j 1.11402e-14+0.00292143j 1.07713e-14+0.00165703j 5.70453e-17-0.00357589j 5.33516e-16-0.00397487j 2.77798e-18-0.00229858j 8.23164e-17+0.00267043j 1.63274e-16+0.00733032j 7.8678e-16-0.00765286j -8.69495e-17+0.00120777j -5.0707e-17-0.00365106j -1.15462e-16-0.000533335j -1.64876e-17+0.00117795j 2.77526e-17-0.00341663j -9.99758e-18-0.00393791j 3.15554e-17+0.00229769j 7.36667e-17+0.00422247j 1.44848e-16+0.00756432j -8.9596e-17-0.00247244j 7.27294e-17-0.000445823j 7.15836e-17-0.000364397j 2.96105e-17-0.00217836j -1.13088e-16-0.00168313j -6.64027e-17+0.00293514j 3.90484e-17-0.00200783j 9.80136e-17+0.00543093j -2.82075e-17+0.000274914j -1.27145e-16+0.00221102j 5.38001e-19+0.000156041j -1.9111e-17+0.00325846j 7.26718e-17+0.000982499j 1.97067e-16+0.00523396j 6.04251e-17-0.000692464j -7.95445e-17-0.00364592j 4.46493e-17-0.0035695j 1.54208e-16+0.00113281j 1.31697e-16-0.00197265j -1.29594e-16-0.00193357j -9.05377e-17-4.94847e-05j 2.71124e-15+0.00567159j 
-6.67691e-15-0.0161624j -6.93366e-16+0.0134738j -1.10424e-16+0.00121335j -2.30801e-16+0.0169614j -1.26917e-16+0.00236975j 1.88721e-16-0.0109118j 2.23657e-16-0.00586615j -1.53661e-16+0.00960519j -2.23233e-16+0.000273906j -1.24171e-16+0.00449361j -5.84105e-17-0.00197902j -1.39914e-16+0.00350585j 1.39562e-16-0.00745008j 4.31532e-17-0.00642772j -1.90472e-16+0.00500871j -3.07986e-16+0.0134467j 2.67007e-16-0.00970526j 4.16628e-17-0.00735626j -3.41118e-17-0.00532971j 1.03481e-16-0.00579086j 1.43214e-17+0.00280008j 6.09206e-17-0.00798127j -2.34843e-16+0.00544648j 2.47767e-16-0.011486j -7.79594e-17-0.00128054j -2.00798e-16+0.00334972j -3.62545e-17-0.00995039j -2.81904e-16-0.00094829j 8.58089e-17-0.0208226j -1.68909e-16-0.00615969j 2.58922e-17-0.00149654j 3.85264e-17+0.00737106j -3.25282e-16+0.0031391j -1.3421e-16-0.0123603j -4.57755e-17+0.00485969j -1.92783e-17+0.00164969j 6.90994e-17-0.0114589j 5.1718e-15-0.00210038j -3.70525e-14-0.0115027j -3.59746e-14-0.00358103j -5.34545e-17+0.00783803j -1.30415e-15+0.00750829j 1.66071e-16+0.000744443j -7.7226e-17+0.00927655j 4.38431e-16-5.63973e-06j -2.38727e-15+0.0289691j -9.10791e-17-0.00109766j 1.91894e-16-0.00194194j -2.38501e-17+0.00271506j -3.19527e-16+0.000953946j -3.19709e-17+0.0156396j -2.25534e-16+0.00460528j -3.2261e-16+0.00495633j 3.46376e-16-0.0120527j 1.15991e-16-0.00747048j -2.48198e-17-0.000476617j -1.56583e-16+0.00514576j 7.86477e-18+0.00135623j -1.52388e-16+0.0076245j -8.81444e-17-0.000718459j 3.3704e-16-0.0168879j 8.28094e-17+0.00479716j -2.5389e-17+0.00032846j 2.01542e-16-0.0068741j -9.87112e-19-0.00736156j 1.91513e-16-0.00345228j 1.21994e-16-0.00618913j 1.02221e-16-0.00152099j 2.48382e-16-0.00287422j 4.67071e-17+0.00114395j -3.08266e-16+0.011888j -2.29751e-16+0.014587j -8.72532e-18+0.00622252j -1.53224e-16+0.0116361j -1.323e-16-0.000219998j 6.95265e-16+0.00368086j -1.02883e-14-0.0222671j 
-1.29427e-14-0.0149542j 2.92908e-15+0.00793732j 1.29918e-15+0.00292139j 3.5781e-15+0.00838177j 1.04926e-15+0.00233622j -4.39095e-15-0.0101607j -3.55348e-15-0.00830716j 2.6172e-15+0.0061813j 2.14586e-15+0.00481149j 1.78165e-15+0.00418614j -1.06261e-16-0.000145112j 2.39917e-16+0.00121263j -1.76569e-15-0.00421336j -1.49685e-15-0.00311167j 2.05902e-15+0.00456966j 2.26326e-15+0.0058814j -3.95375e-15-0.00950839j -1.10018e-15-0.00269323j -8.5694e-16-0.00182506j -1.758e-15-0.00410017j 7.89438e-16+0.00164271j -2.47706e-16-0.0012346j 3.57612e-15+0.00798323j -4.92408e-15-0.0114218j -3.15534e-16-0.000149169j 1.89083e-15+0.00441073j -3.86015e-15-0.00872732j -3.86544e-16-2.58418e-05j -6.24759e-15-0.0142808j -1.20336e-15-0.00293613j -1.52557e-15-0.0035503j -2.17197e-16-0.000962176j 3.46722e-15+0.00762385j -2.98582e-15-0.00704528j 2.34731e-15+0.00499498j 2.89055e-15+0.00536172j -1.56562e-15-0.00411514j 1.77103e-15-0.000911446j -1.68434e-14-0.00480428j -1.48895e-14-0.00122344j 1.29438e-15+0.00290492j 2.11906e-15+0.00738364j 7.6973e-16+0.00156236j 3.08043e-15+0.00700125j -1.42862e-15-0.0037501j 5.47891e-15+0.0158371j 2.6506e-15+0.00510372j -1.73779e-15-0.00369039j 2.99068e-15+0.00665486j 1.05646e-15+0.00260789j 4.31146e-15+0.0101836j 1.29024e-15+0.00349605j 2.79164e-15+0.00620528j -5.05021e-15-0.011855j -2.42123e-15-0.00597521j 8.78606e-16+0.00154447j 8.30482e-16+0.00212513j -7.26644e-16-0.00147905j 1.54091e-15+0.00374963j 5.24429e-16+0.000979814j -5.48549e-15-0.0129251j 7.67685e-16+0.00142067j 8.0663e-16+0.00123712j -1.92869e-15-0.00446157j -1.92336e-16-0.000804046j -6.85728e-16-0.00204017j -7.79811e-16-0.00226854j -1.46237e-15-0.0032778j -2.37221e-15-0.00549119j -9.62158e-16-0.00212532j 5.1392e-15+0.0117458j 4.71496e-15+0.0111418j 7.08048e-16+0.0017301j 1.98998e-15+0.00458776j 1.11631e-15+0.00245843j 6.06062e-16-1.4821e-05j -1.58775e-14-0.0176773j 
-1.12696e-15-0.00317711j -2.89906e-16-0.00316338j -7.16286e-17+0.00136003j -1.68129e-16-0.00552895j -4.90273e-17-0.000618688j 2.45691e-16+0.00220932j 2.12051e-16-0.00306987j -1.30998e-16-0.000738508j -1.35955e-16+0.00216752j -9.7817e-17+0.000983969j -5.12093e-17+0.00161658j -1.42767e-16+0.00672123j 7.27066e-17-0.000498014j -1.6958e-18+0.00839657j -1.45059e-16-0.00526773j -2.23363e-16+0.00194502j 2.122e-16-0.000455203j 3.32039e-17+0.00450748j 8.83819e-18+0.00399397j 8.50323e-17+0.000246832j -3.50586e-17-0.00229952j 1.0281e-16-0.00227166j -2.26139e-16-0.00329744j 2.9164e-16-0.00126026j 4.08219e-19+0.0090853j -1.22907e-16-0.0013906j 4.30967e-16+0.00286758j -2.33795e-16+0.00628193j 3.97039e-16+0.00297423j -1.14472e-18-0.00383725j 1.99604e-17-0.00397222j 2.21302e-16-0.00440871j -2.04799e-16-0.00341932j 1.81042e-16+0.00110166j -2.11478e-17-0.00639811j -2.50502e-16-0.00165615j 1.14143e-16-0.00204581j -1.36284e-15+0.000490095j 7.01775e-15+0.00288084j 6.88265e-15-8.71987e-05j 1.80809e-17-0.00261528j 7.12017e-17-0.00137832j -6.30263e-17+0.00092452j -1.07056e-16-0.005388j 7.69157e-17-0.00651719j -2.89423e-16-0.00252482j -1.6058e-16-0.0058296j 1.37285e-16+0.0051314j -1.89656e-16+0.00142819j -2.09645e-18-0.0027562j -1.79506e-16-0.000243113j -1.17743e-16+0.00364312j -1.77596e-16-0.00616127j 2.91182e-16-0.000579856j 1.64611e-16-0.00682395j 5.59001e-17-0.00313631j -4.1259e-17-0.000930918j 4.19829e-17+0.000202564j -1.13693e-16-7.64065e-05j -5.15355e-17+0.000119639j 2.95968e-16+0.00286744j 4.07645e-17-0.00479996j 3.30488e-17-0.0096018j 1.54945e-16+0.00237138j 2.56185e-17-0.000297029j 1.78662e-16-0.00340893j 1.11919e-16-0.00352658j 9.03722e-17-0.000405304j 1.43812e-16-0.00313113j 6.10841e-17-0.000191012j -2.79682e-16-0.00200375j -2.53284e-16-0.000972906j -2.46384e-17-0.00330792j -6.7965e-17-0.00528052j -4.80814e-17+0.00111401j 6.27057e-17-0.00385746j 1.26289e-16-0.00101692j 
