-9.14253e-15-0.0197005j -6.17977e-16-0.00186354j -7.30977e-18+0.00140403j -7.05184e-18-0.00814997j -6.27531e-18-0.0031375j 8.50983e-18-0.0093368j 1.97858e-17-0.0101253j -5.62167e-18-0.000392821j -1.20245e-17+0.00495017j -5.50869e-18+0.0022979j 3.74887e-17+0.00682681j -1.52104e-17+0.00873806j 4.17359e-18+0.00436589j -2.35335e-17+0.00892163j -1.80557e-17+0.000915479j 9.95954e-18+0.00123322j 1.3179e-16-0.0117729j 5.59798e-17+0.00163978j 4.23981e-17+0.00781532j 2.01576e-17+0.00060674j -5.2062e-17-0.00438112j 1.96788e-18-0.00369167j -6.26591e-18+0.00671802j -3.10617e-17-0.0105298j -4.28412e-17+0.0065601j -4.85115e-17+0.00435563j 1.04827e-16-0.0099346j -4.52541e-16+0.00391331j -9.25927e-18-0.00273243j -3.87531e-18-0.00209136j 8.75021e-17+0.000526163j 5.51882e-16-0.0216215j -1.19704e-16+0.00153926j 1.10431e-16-0.0047206j 5.25264e-17-0.00284778j 3.02721e-16+0.00367584j 6.09049e-17+0.00201704j -3.48025e-15+0.00124331j 2.50037e-14+0.00783845j 2.42439e-14+0.00226575j 5.77048e-17-0.009912j -9.2228e-17+0.00020424j 4.04048e-17+0.00127771j -1.93474e-17+0.00555885j -3.03991e-17-0.00523014j 7.26962e-17-0.00234259j 9.69985e-17-0.0011483j 5.4999e-17-0.00258108j 1.0703e-16+0.014403j -2.03255e-17-0.000495252j 1.04722e-16+0.00730834j -5.94545e-17+0.00451769j -7.54335e-17-0.000353602j 2.96266e-18-0.010195j -2.72099e-17-0.00746614j -1.84158e-17-0.00875396j 4.13147e-17-0.00108367j 1.41339e-17-0.00363857j 4.25934e-18-0.00136933j -2.10413e-17-0.00292837j 7.27316e-17-0.00666517j -7.29603e-17-0.013053j 1.0085e-17-0.00752976j 2.17119e-17+0.00168672j 2.02202e-17+0.00478608j 4.63205e-17-0.00794835j 1.24533e-17-0.00221486j -2.53167e-17-0.00405424j 9.50797e-18-0.0035636j 7.83541e-18-0.00651626j -1.11248e-17+0.00521701j -2.4042e-17+0.00732274j -5.63998e-19-0.00311008j -4.28823e-18-0.0120625j 2.67241e-17+0.00220633j 4.76924e-16-0.0103732j -6.99287e-15-0.0153961j 
-6.67136e-15-0.015175j -5.83641e-16+0.00552209j -1.17199e-16-0.00502956j -1.69362e-16+0.00341314j -9.83462e-17-0.00424064j 1.62896e-16-0.0190354j 1.95924e-16+0.000505486j -1.35427e-16-0.00211875j -1.67034e-16-0.00244098j -1.23382e-16-0.00259211j 1.24711e-16+0.00864274j 1.36256e-16-0.0084116j 1.18855e-16+0.0138459j 1.04016e-16-0.0153404j -7.35921e-17+0.0240569j 1.27863e-16-0.00629455j 4.03944e-16-0.012627j 1.24113e-16-0.0138201j 1.02403e-16+0.000296096j 1.33129e-16+0.00334644j -8.25907e-17-0.000210481j -1.49894e-16-0.000339698j -1.39235e-16+0.022889j 1.81365e-16-0.00676793j -1.20552e-16-0.0266599j -1.46236e-16+0.0122713j -5.08028e-16-0.0246934j 2.11128e-16-0.0190637j 3.33766e-17-0.00778124j 3.9976e-16+0.0154647j 3.96197e-16+0.0233784j 3.3621e-16-0.0218062j -3.01138e-16+0.0125934j 2.23039e-16-0.00676231j -2.39167e-16+0.0163882j 5.59152e-16+0.00810031j 1.53377e-16+0.0128367j -1.88519e-15+0.000768969j 2.65399e-14+0.00529494j 2.50947e-14+0.00545248j -1.16367e-16-0.0117319j -1.58506e-16-0.00101754j 2.4505e-16-0.00566459j -3.41801e-16+0.027195j 5.20479e-17+0.021632j 2.10729e-16-0.00272238j 2.21741e-16+0.0174544j -8.45438e-18-0.0244003j 4.90315e-17+0.0155349j -3.43514e-16+0.0106274j -2.69165e-16+0.0072682j -5.08327e-17-0.00897904j -1.42052e-16+0.0230375j 2.52569e-16-0.00887384j 8.85265e-17+0.0188264j -2.39339e-16-0.00794091j -5.78387e-18+0.00158598j 5.69247e-17-0.00609311j -2.87766e-17-0.00279572j -3.57686e-17-0.0055321j 3.30596e-16-0.0153766j -2.30148e-16-0.00824362j -1.13501e-16+0.02497j 2.66119e-17-0.00699176j -4.13034e-17+0.010188j -1.19117e-16-0.00403811j -6.00463e-17+0.010009j 3.38158e-17-0.00384498j 1.77532e-16+0.00973427j 5.21253e-17-0.00949152j -2.66424e-16+0.0102655j -2.24431e-16+0.00917294j -6.50101e-20+0.00703885j -1.27043e-16-0.00257543j -1.08478e-16-0.00213632j 4.34741e-16-0.00296792j -6.71119e-15-0.0147555j 
-1.77393e-14-0.0394104j -1.22604e-15-0.0102476j -2.01923e-16-0.00275679j 2.1403e-16-0.0269864j -4.51914e-17-0.0116003j 1.63219e-16-0.0136933j 4.12849e-16-0.0110984j -9.39905e-18-0.0102805j -4.1537e-16+0.00502082j -1.66395e-16-0.000629148j -2.18501e-16+0.0264586j -6.7871e-16+0.030145j -7.26165e-17+0.0225844j -5.86968e-16+0.0250692j -1.87221e-16+0.0111583j -3.05444e-16+0.00419854j 4.83564e-16-0.0184339j -1.41388e-16+0.0028488j -2.18015e-16+0.0251103j 7.65715e-17+0.00922065j 1.44952e-18-0.0150408j 2.70395e-16-0.0199809j -3.16444e-16+0.0164409j 3.7675e-16-0.0132217j -4.32329e-16+0.00693934j -2.74527e-16+0.0113755j 3.67215e-16-0.0212802j -1.05666e-15+0.00420909j 1.74295e-16+0.00946232j 3.51092e-16+0.00535269j 2.22956e-16+0.0226519j 1.86868e-15-0.0605493j -4.32257e-16-0.00397834j 3.94554e-16-0.00150421j 4.45439e-16-0.0143788j -1.99541e-16-0.00235119j 2.91577e-16+0.00686759j -1.12181e-14+0.00414076j 8.43868e-14+0.0256551j 8.18903e-14+0.00860972j 4.80437e-16-0.0376084j 2.28903e-15-0.0160473j 2.86189e-16-0.0085504j -1.07265e-16+0.0108319j 9.51655e-17+0.00343873j 1.35519e-15-0.0211468j 3.12926e-16-0.011263j 2.03689e-16-0.00933975j -2.02003e-16+0.0292611j -8.71284e-17+0.00161114j -6.55546e-18+0.00728851j -3.31142e-16+0.00505511j -1.703e-16+0.00123893j 3.82789e-16-0.0127889j 4.03348e-16-0.00554608j 3.42221e-16-0.0377113j 7.48714e-17-0.00159235j 1.39397e-16-0.0068134j -1.55984e-16-0.00372535j -2.07022e-16-0.00888723j 2.5225e-16-0.00372423j 2.90482e-16-0.045265j 4.75227e-16-0.0156346j 2.19217e-16+0.000255328j -7.33646e-17+0.01305j 7.36295e-16-0.0316548j 3.26893e-16-0.00632878j 1.37386e-16-0.00678561j 3.74631e-16+0.00159823j 1.68501e-16-0.0146039j -2.63537e-16-0.000390688j -1.52227e-16+0.00437367j 2.17946e-16-0.00658264j 3.19009e-16-0.0346107j -1.31337e-16+0.000669814j 1.12286e-15-0.0263916j -1.09391e-14-0.0261201j 
4.50746e-15+0.00995364j 5.58859e-16+0.00533868j 1.05487e-16+0.00393464j 3.06513e-16+0.0103112j 1.06603e-16+0.00773033j -2.31491e-16+0.00090198j -1.73392e-16+0.00139382j 1.81476e-16+0.00254423j 1.31657e-16+0.00630741j 9.81713e-17+0.0011751j -1.10141e-16-0.004978j -8.49516e-17-0.0135836j -1.63432e-16-0.00484759j -1.77116e-16-0.0130905j 1.33754e-16+0.00856781j 1.49592e-16-0.0050063j -2.27649e-16+0.00538621j -1.16093e-16+0.000359387j -1.63331e-16-0.00770576j -1.59713e-16-0.00278353j 1.53104e-16+0.0065265j 8.13773e-17+0.0125583j 1.94332e-16+0.00792017j -2.38725e-16+0.000643091j -9.42614e-17-0.011781j 9.09184e-17+0.00294618j -3.91337e-16+0.00330948j 3.34103e-16-0.00653571j -4.52448e-16-0.00426859j 6.51383e-17+0.00719565j -7.04607e-17-0.00408371j -1.79216e-16+0.015453j 3.70043e-16+0.0165767j -1.73937e-16+0.00741965j 9.98556e-17+0.0115941j 7.67398e-16+0.00687611j -7.69244e-17+0.00347819j 3.13316e-15-0.0011218j -1.88705e-14-0.00697822j -1.84029e-14-0.00057972j 2.04978e-16+0.00808289j -8.70479e-16+0.00746611j 5.74099e-17-0.00127549j 2.38693e-16-0.00103231j -5.21811e-17+0.000287475j 2.45896e-16+0.00338546j 3.49306e-16+0.0194633j -3.52583e-16-0.00664215j 8.38266e-17-0.00589382j -1.73221e-16+0.00915242j -1.78631e-17-0.00655716j 3.0405e-17-0.00500241j 2.72966e-16+0.0144307j -2.16786e-16-0.000545945j -7.32914e-17+0.00820043j 2.14878e-16+0.0153988j 2.79695e-17+0.000373415j -7.4378e-17-0.00128263j 1.17966e-16+0.00160803j 1.38562e-16+0.00870217j -3.64211e-16-0.00139098j 2.68991e-16+0.0133499j 1.29159e-16+0.0169728j -1.59344e-16-0.00728083j -5.01954e-17+0.00313397j -2.45249e-18+0.00814775j -3.27325e-17+0.00649104j -8.87549e-17-0.00146262j -1.43322e-16-0.00524607j -2.15098e-17+0.00113748j 3.45233e-16+0.00811086j 2.57524e-16-0.00218915j 6.3721e-17+0.000442785j 2.24108e-16+0.0131385j 7.07561e-17+0.00404205j -5.73346e-17+0.00960554j 1.79544e-15+0.00518066j 
4.89637e-15+0.0102573j 3.00059e-16+0.000592746j 1.81752e-16-0.0087231j -1.59192e-17+0.00342073j 2.32689e-16-0.00538435j 2.32055e-16-0.000794728j -8.07531e-17+0.0130862j -1.32226e-17-0.00357374j 3.51689e-16-0.0139041j 6.64708e-17-0.00626453j 3.72773e-17-0.000259204j 1.13961e-16-0.00892937j -1.39951e-16+0.00783198j 1.43435e-16-0.0122867j 7.95394e-17+0.00672199j 8.70584e-17-0.00455439j 2.79586e-16+0.00317636j 3.46841e-16-0.0117228j 3.0378e-17-0.00437125j -1.40622e-17+0.00397664j 6.42242e-17+0.000587779j 1.50452e-16-0.0031222j 1.2423e-16-0.000899539j 2.12764e-17+0.0100445j 9.62471e-17-0.0174983j 6.94697e-17-0.000604855j -5.00162e-17-0.00558931j 6.24932e-16-0.0132485j 5.78662e-17+0.00323521j 2.50476e-16+0.00767872j -2.58751e-16+0.017534j 1.08075e-17+0.00152294j 3.80839e-16-0.00724979j 3.98135e-16-0.00422786j -1.23024e-16+0.00632473j -2.71204e-16-0.00416096j -2.02781e-17+0.00521818j 3.62942e-16-4.92661e-05j 2.62648e-15-0.000294033j 2.3729e-15+0.00142366j -8.37797e-17-0.000780107j 1.06822e-15-0.00663357j 4.20452e-17-0.00333822j -6.31609e-16+0.0119873j -3.89201e-16+0.0213264j 4.65704e-16-0.00434211j 3.35771e-16-0.00136608j 1.20505e-16-0.00770451j -2.08815e-16-0.00388764j 2.90821e-16-0.000190501j -3.79137e-16-0.000514521j 1.45125e-16-0.00881274j 2.29783e-16+0.00355961j -2.54995e-17+0.00920057j -6.18679e-17+0.0171742j 1.55576e-16-0.00440172j -3.79078e-17+0.00140399j 1.32629e-17+0.00142543j 8.13039e-17-0.00281294j 3.34181e-16-0.00735446j 2.25708e-16+0.000596017j 2.97375e-18+0.00225078j -3.44527e-17+0.0140778j -2.23274e-16+0.000652517j 7.34306e-17-0.00120948j -1.42212e-16+0.00384042j -6.96834e-17+0.00615136j -4.77009e-17+0.00424522j -3.62073e-16+0.016332j 3.75334e-17+0.00109019j 8.15078e-17-0.00745691j -2.29206e-16-0.00243997j -1.98135e-16+0.00828376j 1.20638e-16+0.00277829j 1.50056e-16-0.00780739j -1.97696e-16+0.00394983j 4.36313e-15+0.00916274j 
1.37997e-14+0.0139841j -1.0962e-15-0.00283133j 3.4186e-15+0.00716207j -5.93366e-16-0.00110905j 4.15728e-15+0.00855323j 5.44093e-15+0.0104203j -9.64839e-17-0.000886298j -5.35126e-16-0.000840587j 5.4103e-15+0.0114789j 7.77917e-16+0.00185227j -1.80057e-15-0.00344979j -2.87346e-15-0.00561994j -2.82683e-15-0.00585934j 2.73989e-16+0.000684012j -5.85009e-16-0.000971285j -2.96231e-15-0.00583843j 5.50136e-15+0.0108427j 5.4514e-15+0.0113236j -8.1038e-16-0.00151582j -6.91506e-16-0.00151342j 1.78479e-15+0.00358818j 6.74699e-15+0.0136894j 1.01174e-16+0.000840131j 2.05295e-15+0.0033119j 1.20672e-15+0.00254645j -4.60053e-16-0.00065569j 7.60316e-15+0.0145618j 2.10328e-15+0.00400408j 3.80576e-15+0.00679754j 1.88415e-15+0.00353405j -5.96879e-15-0.0125373j 6.16398e-15+0.0125858j 6.22219e-15+0.0129851j 8.13042e-15+0.0160947j 1.90373e-16+0.000696837j 2.08818e-15+0.00396687j 1.36757e-15+0.00270308j 4.47755e-16-0.000102183j -5.00294e-15-0.00139544j -4.40597e-15-0.000360588j 2.2707e-15+0.00438503j 1.29227e-15+0.00432673j -4.97937e-16-0.000551271j -7.80535e-15-0.0159274j -5.59632e-15-0.0117174j -3.7871e-15-0.00803514j 6.22568e-15+0.0131617j 1.31865e-15+0.00294874j -4.36337e-15-0.00808844j 2.73757e-15+0.00604213j -7.58702e-15-0.01446j -6.36123e-16-0.000998089j 2.23139e-15+0.00473791j 2.03235e-15+0.00325826j 2.43853e-16-4.67249e-05j 7.17064e-15+0.0144552j -1.2149e-15-0.00247266j -3.54876e-16-0.000837259j 1.04771e-16+0.000309857j 5.9606e-15+0.0121416j 5.12043e-15+0.00991987j 4.07021e-15+0.00793131j 1.66259e-15+0.00326405j -1.50184e-15-0.003246j 2.07899e-15+0.00440508j 2.66778e-15+0.00522897j 1.46811e-15+0.00288705j -6.23768e-16-0.00153274j -5.48147e-15-0.0116215j 1.1223e-15+0.00200959j 6.59579e-16+0.00202341j -5.30275e-15-0.0101897j -3.51134e-15-0.00724805j 2.5604e-15+0.00512399j 3.36933e-15+0.00704307j 2.31938e-15+0.00529515j 1.30987e-14+0.0131283j 
3.27452e-14+0.0593207j 3.72812e-16-0.0135799j -6.62765e-17-0.00174253j -7.43901e-16-0.00575318j 6.45033e-16+0.00597387j 3.63069e-15+0.0368972j 2.42817e-15+0.0266884j -1.15982e-15-0.0115069j -3.40383e-16-0.00577863j -8.26606e-16-0.00892468j -8.90229e-16-0.00894372j -1.42165e-15-0.0149457j -1.25541e-16-0.00116807j -2.56176e-16-0.00430165j -7.83858e-16-0.00789068j -1.56057e-15-0.0149686j 3.37121e-15+0.039176j 1.05128e-15+0.0110348j -5.47929e-16-0.00647989j 5.41248e-16+0.0058669j 4.51534e-16+0.00459609j 1.63311e-15+0.0149951j -1.94147e-15-0.0202193j 3.52164e-15+0.0352337j -3.24229e-16-0.0066985j -1.0397e-15-0.0126653j 3.92603e-15+0.0375654j 1.04224e-15-0.00212959j 3.83532e-15+0.0338756j 1.40086e-15+0.0113772j -4.01369e-16-0.00137073j 2.10947e-15+0.0356852j -6.60422e-17-0.00537103j 3.24958e-15+0.0308733j -6.97831e-16-0.00548802j -1.98464e-15-0.0117857j 6.91333e-16+0.0063661j 6.80911e-16+7.39126e-05j -5.75423e-15-0.00168473j -5.55401e-15-0.000568857j 6.34119e-16+0.00836511j 7.58523e-16-0.0113698j -8.81084e-16-0.00628752j -3.04118e-15-0.0307197j 2.99418e-17+0.00551851j -1.06956e-15-0.0310458j -3.26323e-17+0.00173428j 8.46049e-16+0.010977j -3.67761e-15-0.0349401j 3.97779e-16+0.00143017j -4.24171e-15-0.0377315j -9.62403e-16-0.0125088j -2.83435e-16-0.00572596j 3.38078e-15+0.0354478j 2.02103e-15+0.0200981j 1.73739e-15+0.0163536j -4.34627e-16-0.00383312j 5.48635e-16+0.00641848j -4.82521e-16-0.00410937j 1.16765e-15+0.0110223j 3.58239e-15+0.0382683j 1.64125e-15+0.017099j 8.71609e-16+0.00954726j 2.19769e-16+0.00202504j 3.88309e-17-0.000891773j 1.33644e-15+0.0146172j 8.1406e-16+0.00813022j 9.0472e-16+0.00936562j 3.36418e-16+0.00555395j 1.1656e-15+0.0129414j -2.44549e-15-0.0255365j -3.56482e-15-0.0365034j -5.85456e-16-0.00457362j 8.29352e-16+0.0100653j -8.12847e-17-0.0018399j -3.53465e-16+0.0161856j 3.306e-14+0.0583612j 
-5.08695e-15-0.0116313j -4.40363e-16+0.00133126j 3.66851e-17+0.00150482j -6.87731e-17-0.00101791j 5.07508e-17-0.000934329j 1.69225e-16-0.00932508j 7.18573e-17-0.00793087j -5.35609e-17+0.00221434j 5.11323e-17+0.00331988j -2.1249e-17+0.00219716j -3.40385e-17+0.00031712j -6.77664e-17-0.00197133j -1.98667e-17+0.000225787j 1.9171e-17-0.000290033j -5.73338e-17+0.000454046j -5.17077e-17-0.00213404j 2.88886e-16-0.00966629j 1.6135e-16-0.00122184j -1.72865e-18+0.000925784j 1.72228e-17-0.0015746j 1.20572e-17-0.000283406j 1.36086e-16+0.00301601j -6.28374e-17+0.00548931j 8.53109e-17-0.00852018j -2.83037e-17+0.0011951j -8.54356e-17+0.0029319j 1.4709e-16-0.00842411j -2.04246e-16+3.57475e-05j 8.02105e-17-0.00677086j 7.99577e-18-0.00172216j -1.62494e-17-0.00333434j 4.41001e-16-0.00928137j -1.64208e-17+0.00461263j 1.69301e-16-0.00624219j -2.76683e-17+0.00417266j 5.51519e-16+0.00659865j 1.08059e-16+0.00307715j -9.70831e-16+0.000329708j 7.60644e-15+0.00219614j 7.29527e-15+0.000856316j 7.84402e-17-0.00109692j -8.34602e-16+0.0053268j 3.22858e-17+0.00395078j -1.69748e-16+0.00744127j -5.34057e-17-0.00373629j -3.80441e-16+0.00229319j 1.89131e-16+0.0052317j 3.06008e-17-0.00376183j -3.17448e-17+0.00986976j -2.64407e-17+0.000108326j -1.33266e-16+0.00697864j -6.92997e-17+0.00190051j -6.00579e-17+0.00219829j 1.27157e-16-0.00855535j 2.12775e-17-0.00347884j 1.15445e-16+0.00134288j -1.01295e-17-0.000879701j 7.71845e-18-0.00312973j -5.43677e-18-0.0015561j 1.05393e-16-0.00182452j 2.35868e-16-0.0085325j 6.98189e-17-0.00144856j 1.55181e-17+0.000428682j 1.20696e-17+0.00174297j 4.25378e-17+0.00327402j 6.63324e-17+0.00148394j 3.58046e-17+0.00176781j -8.12022e-18-0.00296822j -4.66734e-17-0.00261577j 4.39474e-17-0.00449766j -7.27355e-17+0.00726001j -1.89714e-16+0.00832018j -7.34181e-17-0.000464202j 1.31815e-17-0.00388588j 5.12778e-17+0.0018398j 3.8224e-16-0.00419374j -4.64247e-15-0.0105517j 
-8.642e-15-0.0182823j -4.91469e-16+0.00600608j 1.83702e-16-0.00676212j -1.779e-17+0.00453832j 1.1295e-16-0.00745764j -2.46948e-16-0.0151435j -3.92388e-16-0.00016644j 1.1902e-16+0.00159199j 3.42375e-16-0.00946155j 1.47302e-16-0.0013799j 7.08424e-18+0.00518885j -6.36915e-17+0.00343979j -1.34748e-16+0.00731614j 5.34338e-17-0.00541051j -1.63722e-17+0.00852882j -5.97972e-17+0.00555725j -5.69763e-17-0.0135638j 2.57463e-16-0.013761j 2.56135e-17+0.000710446j -8.12353e-17+0.00123216j 3.53924e-17-0.00257663j 2.46043e-16-0.0127147j 2.72956e-16+0.00676932j -4.12593e-16-0.0064819j 8.3467e-17-0.00941001j 7.12581e-17+0.00461627j -4.57308e-16-0.0198896j -2.60946e-17-0.00838204j -4.68134e-16-0.0108326j -7.11854e-17+0.000538318j -3.79781e-16+0.0163778j 1.99424e-16-0.015039j 2.84933e-16-0.00620191j -7.91475e-17-0.0162953j 1.79302e-16+0.00437466j 2.45111e-16-0.000881493j 8.8901e-17-0.000783112j -9.47767e-17-4.4887e-05j 4.81442e-15+0.000736668j 4.5419e-15+0.0012199j -3.49076e-18-0.00581838j 6.86347e-16-0.00275319j 3.97622e-16-0.00137152j -1.92456e-16+0.0213099j -3.41915e-16+0.0151601j -4.29852e-16+0.0104542j 5.50133e-16-0.00601931j 1.26435e-16-0.00933488j 3.97444e-16+0.0111209j 9.97701e-17-0.00149965j 2.8775e-16+0.0159089j 1.09546e-16-0.00078594j 7.89796e-17+0.00356277j -3.80674e-16-0.00711657j -2.92765e-16+0.00379578j 1.9149e-16-0.0142303j -7.78475e-17+0.00333659j -9.98832e-17-0.000756566j -1.06468e-17+0.0004745j 1.22049e-16-0.0110545j -1.37076e-16-0.0147401j -1.69629e-17-0.00831884j -3.37483e-17+0.00404084j -3.21286e-17-0.000847444j 1.54395e-16-0.00189036j 9.36446e-17-0.00654923j 3.90107e-17-0.000898462j -1.6154e-16-0.000174577j -3.45005e-16+0.0111733j -1.34553e-16-0.00401048j 3.67784e-16+0.00319808j 2.18026e-16+0.0128253j -1.42696e-16+0.00856558j -4.17069e-17-0.00293186j 1.70107e-16-0.00609854j 4.87743e-16-0.00451994j -9.02959e-15-0.0184608j 
-1.33451e-15-0.00294476j -9.23221e-17+0.00335758j 7.56674e-17-0.000501101j -2.71484e-17+0.00504651j 4.66931e-17-0.000426033j -4.12445e-17+0.000708394j -1.20278e-16-0.000552412j 2.63071e-17+0.00380123j 1.2665e-16-0.00334803j 5.76359e-17+0.00137947j -2.22215e-17-0.00249882j -3.4515e-17+0.00584505j -3.48688e-17-0.0051576j 4.19669e-17+0.00259262j -7.68111e-18-0.00597637j -1.23764e-16+0.00860618j -7.2324e-17-0.00104165j 7.36475e-17-0.00140267j -8.6587e-18-0.00159237j -3.14201e-17-0.00228763j 3.15565e-17-7.00184e-05j 1.01609e-16-0.00727361j 7.71931e-17-0.00681656j -1.07258e-16-0.00128218j 7.77548e-17+0.00719739j 3.46294e-17-0.00316695j 8.68599e-17+0.00141737j -1.23242e-16+0.00455607j -8.14637e-17-0.005483j -2.18526e-16-0.00793032j -2.52735e-16-0.00362123j -1.11936e-16+0.00706315j 1.10734e-16-0.00793119j -1.00755e-16-0.00609348j 8.50653e-17-0.00451741j -3.0698e-16-0.00434772j -5.11044e-17-0.00925822j 2.33157e-15-0.000968026j -2.07838e-14-0.00545444j -1.99421e-14-0.00298438j -2.83785e-17+0.00527248j 1.69009e-17+0.000652147j 2.83291e-17+0.00170609j -1.79398e-17-0.0018129j -3.08743e-18-0.00268801j -9.14124e-16+0.0126634j -2.26679e-18-0.0110039j 1.36378e-16+0.0069329j 5.89683e-17-0.00314649j 1.18623e-16-0.0051129j 1.54447e-16+0.00633251j 6.58697e-18+0.0044275j -6.93762e-18-0.00772416j -1.04658e-16-0.000762968j -1.00547e-16-0.0079785j 8.748e-17-0.00228293j -6.41795e-17+0.00209857j -3.8372e-17+0.00318664j -1.85729e-17+0.00353794j 4.62081e-17-0.00205159j -3.22818e-17-0.00242529j 4.8413e-17+0.00209182j -1.11415e-17-0.00904082j 4.61953e-18+0.000817657j 6.1454e-17-0.00767265j 5.69838e-17-0.00158358j 3.58829e-17-0.00643003j -2.86726e-17+0.00172135j -1.23797e-16+4.7073e-05j -3.99307e-17+0.003539j 1.02844e-16-0.00119646j 4.5231e-17+0.00380445j -6.61485e-17+0.00218441j -1.76019e-17+0.0037033j 5.97674e-17-0.00193313j 1.3102e-16+0.00119456j -2.49886e-15-0.00501257j 
-6.23761e-15-0.0134134j -2.96334e-16+0.00511466j -5.13732e-17-0.000651585j 1.22939e-16+0.00483817j -6.78362e-17-0.00284725j -2.3671e-16-0.013602j -6.06312e-17-0.00801623j 8.96699e-17+0.00591716j -1.01438e-16-0.00234131j 1.52243e-17+0.00241245j -8.2076e-17-0.00423864j -1.11202e-16-0.00551308j -8.54337e-18-0.00275364j -1.30556e-16-0.00488646j -9.25935e-19-0.00332181j 4.88215e-17-0.000134984j -3.52738e-17-0.0138066j -9.80174e-17-0.007043j -1.09209e-16-0.00343182j -4.66801e-17-0.00367046j 4.07321e-17+0.00102694j -1.41068e-17+0.00125504j 4.94586e-17+0.00154835j -1.83625e-16-0.00996053j -1.46778e-16+0.00108565j -2.63563e-17+0.000841832j -3.88753e-16-0.0124047j -3.73697e-16-0.00131425j -4.391e-16-0.0142702j -2.61803e-16-0.00671393j 1.48763e-17-0.00491094j 2.3707e-16-0.00419616j -1.19267e-16-0.000699503j -4.69403e-16-0.0160637j 1.58932e-16+0.00704116j 6.44014e-16+0.0067321j 3.27184e-17+0.000114527j 1.01472e-15-0.000472107j -8.27007e-15-0.00235447j -7.97703e-15-0.000998418j 1.16109e-16+0.00540159j -1.16318e-15+0.00859409j 1.91361e-16+0.00800229j 2.88212e-16+0.0138156j 1.99471e-16-0.00157716j -6.21099e-16+0.0123028j 1.18619e-16+0.00117736j -3.16032e-17-0.00255367j 2.53551e-16+0.0100129j -3.78286e-17-0.00425997j 4.495e-16+0.0149425j -1.31367e-17+0.00281846j -7.11751e-17-0.00169682j -1.44126e-16-0.0098964j -5.55665e-17-0.00518167j 3.56609e-18+0.00311063j 3.17008e-17+0.000333831j -9.71482e-18-0.00181796j 1.55519e-17-0.00118389j -1.17074e-16-0.00642521j -1.74964e-16-0.0147692j 1.26111e-16+0.00440636j 5.59059e-17+0.000110051j 4.43116e-17+0.00456595j -4.65892e-17-0.0015851j 8.05892e-17+0.00645142j 2.26925e-17+0.00136416j -1.85428e-17-0.00145391j 9.82492e-17+0.00129995j -3.38619e-17-0.00319116j 1.1631e-16+0.00810374j 2.24095e-16+0.0149994j 1.06099e-16+0.0040052j 3.74781e-17-0.000189174j -6.32994e-17-0.00113194j 4.44082e-16-0.00249075j -7.04352e-15-0.0144439j 
-7.72848e-16-0.0105256j -1.78541e-15+0.00410757j -4.27683e-16+0.00116921j -1.2325e-15+0.00362247j -1.4918e-16+0.000428483j 2.29372e-15-0.00625963j 1.81135e-15-0.00490682j -1.06876e-15+0.00308497j -8.7859e-16+0.00222886j -8.14115e-16+0.00224199j -5.78845e-16+0.00121508j -1.20787e-15+0.00287931j 3.92046e-16-0.00133809j -1.27862e-17-0.00023135j -1.11043e-15+0.00268722j -1.62808e-15+0.00429964j 2.36665e-15-0.00627314j 6.19838e-16-0.00172448j -1.90946e-16+0.000208766j 6.2653e-16-0.00184044j 5.39495e-17+1.76375e-05j 1.08746e-15-0.00273202j -1.77718e-15+0.00456676j 2.51669e-15-0.00688613j -2.60654e-16+0.000674879j -1.09866e-15+0.00272102j 2.18034e-15-0.00596735j -3.37906e-16+0.000408186j 2.6601e-15-0.00772945j 5.71218e-16-0.00194353j 7.85788e-17-0.000552089j 1.56671e-15-0.00326205j -1.14731e-15+0.00289719j 1.5865e-15-0.00465535j -4.73879e-16+0.00152439j -6.02866e-16+0.00219207j 9.69888e-16-0.0027353j 8.97922e-16-0.00036103j -4.79058e-15-0.0017176j -5.04051e-15-0.000450967j 2.28151e-16-8.59343e-05j -1.45945e-15+0.00297227j -1.39435e-18+0.000423584j -1.64441e-15+0.00451671j 6.37374e-16-0.00160951j -3.66811e-15+0.00866156j -2.62287e-16+0.000889695j 8.21413e-16-0.00199381j -1.79196e-15+0.00488602j -5.13583e-16+0.000976715j -2.31679e-15+0.0066282j -9.58833e-16+0.00246711j -1.12333e-15+0.0027228j 2.62569e-15-0.0070624j 1.42266e-15-0.0040255j 7.95948e-16-0.00174565j -5.08193e-16+0.00133418j 3.16762e-16-0.000819458j -7.97294e-16+0.00215774j 1.21682e-16-0.000367401j 2.74313e-15-0.0074914j 8.00258e-16-0.00161868j 3.37765e-16-0.00088247j 9.27008e-16-0.00234279j 1.26871e-16-0.000536422j 1.33085e-15-0.00308546j 8.31084e-16-0.00217229j 7.15341e-16-0.00189526j 9.44655e-16-0.00250854j 6.36079e-16-0.00159619j -2.21098e-15+0.00606311j -2.39583e-15+0.00665664j -3.23525e-16+0.000989522j -2.46146e-16+0.000952432j -3.79878e-16+0.000985143j 9.2452e-16-0.00132196j -1.16659e-15-0.011485j 
