-0.010486-0.0106698j -0.00664445+0.00219329j -0.00822654+0.0169258j 0.000617364+0.00648904j 0.00518132-0.00245937j 0.0114393-0.00843754j -0.00979611+0.0112913j -0.000543898+0.00244986j -0.00406719+0.000869411j 0.00944849+0.00602308j -0.00664408+0.00142404j 0.00615791+4.79885e-05j 0.016426-0.000532198j 0.0157818+0.00565775j 0.0112084-0.00930676j -0.0190653-0.00833786j 0.007759-0.000390811j -0.0125506-0.00108861j 0.00895507+0.000483046j 0.0144314-0.0111819j 0.00402471-0.0117131j 0.0237437+0.00466744j -0.00374505-0.0196299j -0.00391693+0.0126636j -0.02693-0.0148535j 0.0231838-0.0232807j 0.00786415-0.0210277j 0.00412439+0.00316048j 0.00712964-0.00612677j -0.00153989+0.00945861j -0.0130866+0.000735612j 0.00152837+0.00329796j -0.00653568+0.00780501j -0.014793+0.00078812j -0.0111727-0.008808j 0.000214555+0.0067515j 0.00493862+0.00976228j -0.00749637-0.00409053j -0.00756339-0.00106963j -0.0137262-1.93252e-05j -0.00742326+0.00357803j 6.06608e-05-0.00488157j 0.00465613+0.00878069j 0.00425502+0.0036686j 0.000947318+0.000811282j -0.00285832-0.000718951j -0.00274112-0.00496291j 0.00297928-9.58501e-05j 0.00649494-0.00977065j 0.00939303-0.010343j -0.0058263+0.00819605j -0.00179694-0.000275121j -0.00618229+0.0108157j -0.00330146+0.00997107j 0.00374093-0.00110897j -0.00585445-0.00531229j 0.000494407+0.00131871j -0.00412709-0.00860901j -0.0148578-0.00212305j -0.00210783-0.0208139j 0.0184497+0.00581229j -0.0237879-0.00146181j -0.0244832-0.0358935j 0.00946589+0.0166858j 0.0186831-0.0168185j 0.0154765-0.00671204j -0.0143693+0.0322353j -0.0138669+0.0166986j 0.00284785+0.0032019j -0.00247721-0.000379968j -0.00428354-0.00569823j -6.50086e-05+0.00128297j 0.0124702+0.0104604j 0.000631623+0.00233928j -0.00626058-0.00103252j 0.00288389+0.000836648j 0.00472484-0.00442958j 0.00425414+0.00283347j 0.0100449+0.000388277j 0.00361497+0.00586267j 0.00315863+0.00881531j 0.0029458-0.00401192j -0.0129827+0.00644743j 0.00124342+0.00783346j -0.00503842-0.00309242j 0.0161556-0.00638308j 0.000126327-0.0174898j 0.0103326-0.0175168j 0.00154518+0.0389416j -0.0114401-0.0147751j 0.0279021-0.0399701j 0.0372639+0.0218818j 
-0.00156064+0.0018512j -0.00225647-0.000614457j -0.00473824+0.00371303j 0.00138034+0.00240603j -0.00876205-0.00224597j -0.00375038-0.00374114j 0.0104527-0.0112558j 0.00119748-0.00780134j 0.00209148-0.00600461j 0.00651111-0.00329944j -0.00817389-0.0173733j -0.00154726-0.00517648j 0.0108878-0.0125588j 0.00223781+0.00193495j -0.00272071+0.0119901j -0.00738878-0.0232407j -0.00807805-0.0245524j 0.00767929-0.0117499j 0.00735381+0.0180831j 0.0211832+0.0078339j 0.00407123+0.00935264j -0.00432423-0.033362j 0.0048249+0.039406j 0.00324283+0.00228507j -0.0118801+0.0428839j -1.7762e-05+0.00680833j -7.06489e-05+0.0218212j 0.00450734+0.0114623j -0.00809709-0.00559807j -0.00318763-0.00880883j -0.0116604-0.00234229j 0.000553468+0.00241563j -0.00599708-0.00497295j -0.000310968+0.0212017j -0.00175932+0.0130733j -0.00188982-0.00334106j 0.00353146-0.000415588j -0.00340005+0.00480756j -0.00297659-0.00255434j -0.0028433+0.00700281j 0.00150597-0.0010596j 1.69587e-05+0.00403318j 0.00362019-0.00302816j 0.00601341-0.00504353j -0.00248482-0.00434321j -0.00567187+0.0090701j 0.00175701+0.00762137j -0.00608337-0.00323878j 3.30259e-05+0.00944324j 0.00945586+0.00309515j -0.00194312+0.00256377j 0.00124526-0.00965771j -2.75812e-05-0.0114391j 0.00558054+0.00771641j -0.00147637+0.0172773j -0.00116559-0.00606113j -0.0045839-0.00845113j -0.00454138+0.00799481j -0.00467742-0.0132781j 0.00068521+0.0133426j 0.0126869+0.00501242j 0.000776061-0.0250834j -0.0149978-0.0267472j 0.00363396+0.0249539j 0.00360604-0.00823333j -0.00340949-0.015868j -0.00286382+0.00902366j -0.00490048+0.00765559j 0.00199258+0.00546339j -0.00316512-0.00338976j -0.00340052+0.001467j 0.0055378-0.00180721j 0.00396908+0.00058302j -0.00202533-0.00495251j 0.000910773+0.00706895j -0.000478554+0.00222525j -0.00175464-0.0162655j 0.0036666+0.0226018j -0.00517906+0.00397113j 0.000499937-0.00794592j 0.00271085+0.00967277j -0.00572617+0.0118115j -0.000852607-0.0131638j 0.0033278+0.00908824j -0.00177854-0.005413j 0.0104579-0.00808622j 0.00723374+0.000960823j 0.00814646+0.013402j 0.00150756-0.0261344j 0.0012022+6.35213e-05j -0.01072+0.00473722j 0.00619586+0.00891784j 
0.000887719+0.00427731j -0.00211703-0.00215394j -0.0104349-0.0122668j 0.00124246-0.00457097j 0.0141028+0.00459353j 0.000213254-0.0145106j -0.00719505-0.00732987j -0.00539456+0.0268846j -0.00713484+0.0205146j -0.0012516+0.00169543j 0.00590248-0.00836416j -0.0113686-0.0043663j -0.00318305+0.00593313j -0.00518043-0.0105314j -0.00197007-0.0085206j 0.0109573-0.00316329j 0.00193762+0.0105331j 0.00618618-0.00828623j 0.00154442-0.0201395j -0.00584187+0.00959312j -0.00750967+0.0134742j 0.00823653-0.0267032j 0.00565639-0.00755084j -0.00068499+0.0453563j 0.00764231+0.0112976j -0.0105787-0.000733017j -0.0119349+0.0279792j -0.00236771-0.00153343j 0.00847419-0.00591742j -0.00255988-0.00974893j -0.00190306-0.0101318j 0.0170266+0.00462553j -0.00458829-0.00463916j -0.000524261-0.00385728j -0.00399908-0.00305107j -0.00198042-0.0198687j 0.00890632+0.0140411j 0.00146441-0.0186572j -0.00120217-0.00421991j 0.00252658+0.00376049j 0.011043+0.0197177j 0.00309781+0.00481992j -0.0159921+0.000195455j -0.00662916-0.000957236j -0.00257674-0.00589687j -0.00964819+0.00292314j -0.0110623-0.0259169j 0.00148511+0.00662171j 0.00551352-0.00858188j 0.009897+0.0048054j -0.0100437-0.00576272j -0.0115433-0.012672j -0.00133575-0.0146648j -0.0040498+0.000777601j 0.00923877-0.0265724j 0.00987822-0.00497826j -0.0142575+0.00998003j -0.0136956-0.016629j 0.00149699-0.0303919j -0.00668905-0.0256741j -0.0151689-0.0249908j 0.000312445+0.0211109j -0.00272693-0.0131461j 0.00518405-0.0102667j 0.00159455+0.0164245j -0.00761103-0.0101282j -0.00470121+0.00898352j -0.00559294+0.010516j 0.00868116+0.000616959j -0.00560175+4.14575e-05j -0.0050431+0.000722781j -0.0053708-0.00282943j 0.00294481-0.0110935j 0.00490348+0.000934391j -0.00582467-0.000766888j -0.000967721-0.000726946j 0.0088708+0.00652456j 0.00292759-0.00478753j 0.00355329+0.00225188j 0.00242543+0.00256043j -0.009544-0.00987434j 0.00210355-0.00221516j 0.00093987+0.00907723j -0.00118782-0.0072601j 0.00611722+0.0181691j 0.00894413-0.0136942j 0.0146622+0.00339848j -0.00415194-0.0252045j 0.004863-0.0113843j 0.00445676-0.0193357j -0.00151069-0.00151101j -0.0036149+0.00460986j 
-0.00068633+0.000393325j 0.00121046-0.00203667j 0.00364545+0.000546569j -0.00445788-0.00311852j 0.00503062-0.0029638j 0.00632037+0.0183972j 0.00346816+0.00156555j 0.0068479-0.0102807j -0.00563612+0.0104129j 0.000404729-0.00355111j 0.00515519+0.00586784j -0.0049444+0.0100814j -0.00144251+0.0174176j 0.00339926-0.00632712j 0.0035987-0.0193545j 0.00707899+0.00700455j 0.00862162-0.00511178j -0.00644095+0.0139819j -0.00439564+0.0186161j 0.00302355-0.000226953j -0.00258572+0.000242412j 0.0105537+0.00263491j -0.00422804+0.000101385j -0.00200729-0.0120259j -0.00687666+0.0125099j 0.0111914+0.00269936j -0.0188172-0.00794235j 0.0049744+0.000576665j -0.0063701-0.000206479j 4.34614e-05+0.00984424j 0.00496014+0.00769013j -0.00217619+0.00621038j -0.00324085+0.00181838j 0.00618616+0.00438095j -0.0020184+0.00192435j -0.000198567-0.00904984j -0.00772655-0.000204545j -0.00711614+0.00113071j 0.000257096-0.00176133j 0.00863237-0.00844447j 0.00167741-0.00935546j -0.000715009+0.00799046j -0.0123428-0.00458164j 0.000503253+0.00226691j -0.00323609-0.00293426j 0.0126882-0.00251715j -0.00278427-0.014714j 0.00137989-0.00927811j 0.00103734+0.00191128j -0.00591194+0.0265879j -0.0133244-0.0245494j 0.0117407-0.0194914j -0.00210079+0.00764542j 0.000741444-0.0150607j 0.010518-0.0214589j -0.000931323+0.031079j 0.00735594+0.00580955j 0.013506+0.0138099j -0.00269429+0.00584654j -0.00848208-0.00830248j 0.010281-0.012561j 0.0059167-0.0028985j -0.00407763+0.00972356j 0.0145781+0.0119834j 0.00192655+0.0171636j -0.00627916+0.00217746j -0.00786003+0.0111361j 0.00268651+0.0105485j -0.000847792-0.0102405j 0.00160932+0.0101786j 0.0106748+0.00033381j -0.0032799-0.00044229j -0.0156849+0.0134326j 0.00184111+0.0110812j 0.00466867+0.00333613j -0.00281954-0.00429083j -0.00397824-0.00364709j -0.00412792-0.00541675j 0.0178884+0.00312785j 0.0169343+0.00868676j 0.000919471+0.000157163j 0.0202943+0.00786839j -0.00195871-0.00429651j -0.0087809-0.0248014j -0.00191939+0.00612419j 0.0213955+0.00856192j -0.00277868+0.011777j 0.00529769-0.00689002j -0.00833427+0.00157817j -0.00128317-0.00282696j -0.00297359+0.00469115j 0.00292354-0.00285194j 
-0.00654994+0.000176888j 0.00460007-0.0102699j 0.00233867-0.0145783j 0.00598567+0.00367063j 0.00790036-0.0138122j -0.00414935+0.0136021j 0.00297293+0.000244505j -0.00256386+0.0136885j -0.00586587-0.0204657j 0.00956197-0.0180263j -0.014025+0.0022534j -0.00387538+0.0205734j -0.00712813-0.011394j 0.0118249+0.0145226j -0.000181572+0.0107977j -0.00537647+0.00404584j -0.00747537-0.0230001j -0.002521-0.010148j 0.00167463+0.0168582j 0.00347703-0.00398069j -0.00461439+0.0221535j -0.00607906+0.00578973j -0.0220733+0.0156592j 0.00278849-0.0319066j -0.0213406-0.0437375j -0.0138094+0.0326556j -0.00400667+0.0370316j 0.00578102+0.00136792j -0.000766262-0.00146586j 0.00474318-0.00728255j -0.00498963-0.0154862j 0.00430993-0.00495554j 0.0080107-0.00675031j -0.0149851-0.00728205j -0.00997688+0.00408347j 0.000365726-0.00750337j 0.0111401-0.00860147j -0.00881479-0.00790684j -0.00565714-0.000480699j -0.00143488+0.00328259j 0.00517888-0.000500518j -0.000672459+0.00696246j 0.00469682-0.0166957j 0.0026431-0.00115145j -0.00769012+0.00189641j 0.0101027-0.00636106j 0.00237465+0.00512299j -0.00514812-0.010311j -0.00819599+0.00382482j -0.00854499+0.016298j 0.0114247-0.00704846j 0.000879394+0.00297761j 0.00599923-0.0029383j -0.00860778+0.00917229j -0.00536762+0.0173871j -0.00161809-0.00783335j -0.0085035-0.000116831j -0.0052067-0.00435863j -0.0271524-0.0128746j 0.00228336-0.0202826j -0.00835892-0.0300707j 0.00781924+0.0371267j -0.013378-0.0148468j -0.00301347+0.0221293j -0.0056036-0.0223732j -0.00911707+0.0113672j 0.0207294+0.00171606j 0.0137407+0.00641949j 0.00195293+0.0221679j -0.00150171-0.00449993j -0.00392611-0.00192941j -0.000401396-0.00569328j 0.00386617+0.00284486j 0.00355836-0.0122768j -0.00185351+0.00251385j -0.00135904+0.00451943j 0.000836763+0.00080711j 0.00298835-0.00456073j 0.00671595-0.000792576j 0.00394581-0.0152901j 0.00154483-0.0105721j 0.013347-0.00560213j -0.0066118-0.00637714j -0.000266921-0.0178895j -0.0115735-0.0186448j 0.00416923-0.00389745j -0.00270167-0.014561j -0.0159739-0.000367331j 0.0109379-0.0124669j -0.00541612-0.0143061j -0.00679632-0.00777592j -0.00515069+0.00493745j 
-0.00312827-0.00827653j 0.00144664-0.0122091j -0.0085554+0.0182134j 0.00146085-0.00328596j 0.0119745-0.0213607j -3.86784e-05-0.00936179j -2.61247e-05-0.00710254j 0.00914539+0.0208362j -0.00239763+0.0204808j -0.000903225-0.0154884j 0.00155415-0.0079897j -0.00175106+0.0270688j 0.00277516+0.0209567j 0.0015358+0.00765736j -0.0108173-0.00501356j -0.00776257-0.0103999j -0.00594183-0.0166227j -0.00343804-0.0152684j 0.00192422-0.0174762j 0.00103064+0.0107563j 0.00977627+0.0103929j -0.0077406+0.0334264j 0.00222636-0.00823063j 0.0155552+0.013335j 0.00438234+0.0184142j 0.010724+0.0200729j 0.0115902+0.0388673j -0.000986909-0.00729336j -0.00361455+0.00231015j 0.00203211-0.000433541j 0.00139167-0.00695203j -0.0121021-0.00795262j 0.00247069-0.00765737j 0.00216926-0.013215j 0.010379-0.00946822j -0.00742507+0.00782094j 0.0060337-0.000649717j 0.00534324-0.0081437j 0.00506055+0.00226206j -0.000769141-0.00245534j -0.00604936+0.009061j 0.00428985-0.0085841j -0.00176848+0.00286694j -0.00116738+0.00412613j 0.00160889+0.00990847j 0.00893474+0.0130927j -0.0101943+0.0107897j 0.00237316+0.000552901j -0.00696516-0.000909447j 0.00506612-0.00332216j -0.00763909+0.00363674j 0.000488937-0.00880463j -0.0110657-0.00243596j 0.0135138+0.00745421j -0.00482198-0.00379372j -0.0137827-0.00239448j 0.0285785+0.00606265j 0.000512206-0.0140889j -0.0217413-0.00958273j -0.0260401-0.0185009j -0.0193776+0.0189573j -0.000159042+0.012804j -0.0119239-0.00394766j 0.0140093-0.00696123j 0.00739845-0.00559041j -0.0020197-0.00600593j 0.0119343-0.00472761j 0.0130428-0.0073256j 0.00122831+0.0138632j 0.00301981-0.00810521j 0.0042461-0.00155506j -0.00293216+0.000184834j 0.00291233-0.00263941j 0.0037964+0.00217617j 0.0014774-0.00915238j -0.0003241-0.000981356j 0.00100859+0.0206414j -0.0113485+0.0072086j -0.00732439+0.00409545j -0.00132824+0.00168634j 0.0109293-0.0113239j -0.0143219+0.00133787j -0.0133549-0.00890245j 0.000210651+0.00452519j -0.00291232-0.00327782j -0.00176112+0.01793j -0.00911319-0.0125893j -0.00679908-0.0110232j -0.0110864+0.0160118j -0.00817534-0.00954073j -0.00573198+0.00368936j 0.000384424+0.0043607j 
-0.000632532-0.00987513j 0.00576797-0.00285453j -0.00293529-0.000782615j -0.00502653-0.00529513j -0.00291302+0.0180568j -0.00265198-0.0101774j 0.0144445+0.00611477j -0.00430978+0.000920075j 0.00485313-0.000642381j 0.00101222+0.0127541j 0.00997166+0.00372576j -0.00273711+0.00874118j -0.00757447+0.0234049j -0.00390351+0.0179519j 0.00505138+0.00451526j 0.00478044-0.015964j -0.000232868-0.00829256j 0.0135264+0.0148791j 0.0021816+0.0140012j -0.00456969+0.0429718j -0.00684204+0.00932361j 0.00226336+0.0562823j 0.00556684-0.014931j -6.56488e-05+0.00538865j 0.0135805-0.00570435j -0.0150265-0.0106775j -0.002358-0.0153392j -0.0115888+0.00057447j 0.00553141-0.000888312j -0.0112617+0.0247674j 0.00670706-0.0198678j -0.00450318+0.00470723j -0.0116576+0.0149371j 0.00785857-0.0211084j -0.0123348-0.013162j 0.0114224+0.00790284j 0.00556814+0.00122412j -0.00502582-0.00979983j 0.00168284-0.00134899j 0.00142905+0.00490891j 0.00731126+0.010742j -0.0123959-0.00175837j -0.00063538+0.000787666j 0.00932543-0.00310161j 0.00282629+0.00396404j 0.00138127+0.0120578j 0.00487486-0.00107633j -0.00690222-0.00780835j -0.0107274-0.00449658j -0.00457348+0.00800896j 3.00955e-05-0.0094931j 0.016912-0.00520551j 0.00719403+0.00770792j 0.0143442+0.00101965j -0.0114958+0.00093097j 0.00879454-0.00294569j 0.00269037-0.00170353j -0.00893057+0.00322017j 0.0169677-0.0345563j -0.0138895-0.00371357j 0.0160023+0.00305636j 0.00433919+0.00456211j 0.00305694-0.0110003j -0.00858378+0.00175465j -0.0040014-0.0168372j 0.011665+0.00678903j 0.00628133+0.000779127j -0.000112645+0.00644525j -0.00571983+0.0022827j 0.00140359+0.00871501j -0.00203923-0.00255812j 0.00395269-0.00192224j 0.00696781+0.00977675j 0.00163734+0.000746456j 0.00177397+0.0034514j -0.00118534-0.000468914j 0.000386905-0.00123289j -0.00330968-0.0124359j -0.00199516-0.000354404j -0.000384774-0.00521184j 0.000999161-0.00686753j -0.00283038-0.00506205j -0.00126689+0.0133668j -0.00379189-0.0133397j 0.00471152-0.00427698j 0.00157334-0.0113431j 0.0110748+0.00579517j 0.00536889-0.00200534j 0.00774461-0.00743615j 0.0147639-0.0101013j -0.00553954-0.0122698j -0.00236008+0.00608117j 
-0.00150453-0.00772572j 0.00484026-0.00352216j -0.00263642+0.0140326j -0.003017+0.00656813j 0.00860691-0.0173718j -0.0131734-0.00864688j 0.0113592+0.000114725j -0.00397003+0.0190917j 0.00829207+0.00517009j -0.00143471-0.0155632j -0.00747815-0.0290447j 0.00194071+0.0083856j -0.00380761-0.00447051j -0.00176041+0.00377613j -0.00608146-0.0303708j 0.00772274+0.00937549j 0.00569284-0.0286015j 0.00951824-0.0199557j 0.00958609+0.00183246j -0.000320179-0.0083281j 0.00104021-0.00750126j -0.00302276-0.0152491j -0.0184256-0.0290575j 0.00194154+0.0246082j 0.00558351-0.0260063j -0.0259986-0.0127318j -0.0170441-0.0150483j 0.0105897+0.00736117j -0.00347669-0.000616397j -0.00283206+0.010149j 0.0018453+3.6572e-05j 0.000219077+0.00917235j 0.00556027+0.00949185j 0.00344646-0.016437j 0.00314107-0.0220196j -0.00749+0.00485566j 0.00395714-0.00730301j -0.00951752-0.00465533j -0.00612402-0.0105574j -0.00207783-0.00106123j -0.010314-0.00524601j 0.00495823-0.000333884j 0.001789+0.000466076j 0.00506909+0.00441268j -0.00647236-0.00989235j -0.00589694+0.0010257j -0.00469138+0.00638538j -0.0113439-0.0100663j -0.00218307+0.00333821j 0.0117869-0.0044826j -0.000975179+0.00673926j 0.00156058-0.00493359j 0.0056375+0.00862674j 0.00654611+0.00418501j -0.0100814+0.00877631j -0.000875099+0.0169893j -0.0128733-0.0253614j 0.00544669-0.00931766j 0.00844485-0.0217749j 0.00652215+0.0241352j -0.00298687-0.0158449j 0.00210631+0.0128811j 0.000734767-0.0150094j -0.011126-0.000888696j 0.00171715+0.0184095j -0.0038141-0.00104533j 0.00279127-0.00913828j 0.000531867-0.00682532j 0.00253612+0.00321331j -0.00583873-3.82726e-05j -0.00420276-0.000773934j 0.00521349+0.00168758j 0.00140933+0.003665j -0.00482003+0.00396459j 0.00627327+0.00370014j -0.0010516-0.00090787j -0.00561696-0.0109056j -0.000891094-0.00320606j 0.00767807+0.00292931j 0.00206511+0.00217156j 0.00205462-0.00792188j 0.013294+0.016485j 0.000692424+0.0126621j 0.00277201-0.0124099j -0.0138245-0.0140967j -0.00739554-0.00773852j -0.0173268+0.0208787j 0.000594314+0.0147293j 0.00974101-0.00443909j -0.000241193+0.00719381j -0.00119914-0.0032511j 0.000580111-0.000695607j 
0.00121124+0.00484507j -0.00473206-0.00133038j 0.00446036+0.0051695j 0.00505345-0.00141669j -0.00535567-0.0134468j 0.000229594+0.00860951j -0.00142738-0.0093528j 0.000451518-0.0117351j -0.0026636-0.00293411j -0.0105364+0.000132316j -0.0117029-0.00318377j 0.000447333-0.00448233j 0.00587838+0.00970706j -0.000939822+0.0114918j -0.00674667-0.00482011j 0.00934421-0.00952088j 0.0130612-0.0165931j -0.00773773+0.0119107j -0.00117505-0.00592645j -0.0175721-0.00681879j -0.0119425-0.0113364j -0.00678516+0.0107733j -0.0169098+0.00212232j -5.45112e-05-0.0122067j -0.0184103+0.00169355j -0.00637909+0.0129419j -0.0127941-0.000673002j 0.0130525+0.00213849j -0.00542712-0.00385148j 0.00392063-0.00461239j -0.00401653-0.00300895j 0.00446067-0.00962733j 0.00312335+0.0029435j -0.00507174+0.0039837j 0.00498934+0.00859657j 0.0041641+0.00877038j 0.00329453+0.00250917j -0.00636826-0.0140164j -0.00347332-0.00120677j -0.00869729-0.0266917j -0.0110907-0.0162299j 0.00668243-0.000110096j -0.00790605-0.00709412j -0.00618483+0.00359319j -8.61539e-05+0.0217559j 0.00177415+0.0156446j -0.00528727-0.00444641j -0.00360841+0.00196584j 0.00304856-0.0109228j -0.00045003+0.0259426j -0.00974704-0.00523113j -0.00335002-0.00148799j 0.00645736+0.0092691j -0.00402921-0.0113697j 0.00209496-0.0289201j 0.0172949+0.0177887j -0.00916454-0.0101227j 0.00420865-0.00674068j -0.00151342+0.0153665j 0.00639353+0.00922772j -0.00429823-8.81853e-05j -0.00774339+0.0160144j 0.0155525-0.00250877j 0.00651353+0.00941927j -0.00488485+0.0128634j 0.00115413-0.000294796j -0.0104038-0.0064236j -0.00370642-0.00329107j -0.000264278-0.00520198j -0.00484686+0.0144312j -0.00425137+0.00657528j -0.00353776+0.00532589j 0.0133364-0.00180865j 0.00424416+0.000202811j -0.00420449+0.00566597j 5.14231e-05-0.00261678j 0.0108065+0.00193673j -0.0038573-0.0156139j -0.0179736+0.00363657j -0.0110509+0.0132557j 0.00147046+0.0179148j -0.0209752-0.000821012j 0.000576259-0.0142813j 0.00453046-0.0159272j 0.00484845-0.0123746j -0.00531035+0.00406366j -0.000356528+0.00441075j -0.00231455+0.00672054j 0.00720794-0.00375081j -0.000657535-0.000282693j 0.0023909+0.00871006j -0.00100842+0.00244754j 
0.00558127-0.000501074j 0.00294322+0.00448607j 0.00369455+0.00898954j 0.000264168+0.00779898j 0.00452991-0.00224654j -0.00475274+0.000384597j 0.000519758+0.0193274j -0.0143801-0.00976278j -0.00915103+0.0121722j 0.00558408-0.0170113j -0.000267697-0.0192485j -0.0137893-0.0127608j -0.00580309-0.0322394j -0.00664787+0.0067609j 0.00742208-0.0320594j -0.000980716+0.042312j -0.00709373-0.0321949j -3.63512e-05+0.0261365j -0.0133276-0.00389253j 0.00965789-0.0367938j -0.000410892-0.0248264j -0.0122485-0.00763717j 0.0246834-0.0209582j -0.0090062-0.0145754j 0.0175721+0.014383j -0.00557545-0.0189488j -2.44179e-05+0.00425854j 7.42166e-05-0.00255036j 0.00321252+0.0183865j -0.0059967-0.00632195j -0.00272668+0.00370594j -0.00230187-0.00252802j -0.00804238+0.0063666j 0.00842123+0.00520812j 0.00368889+0.00465441j 0.00592952+0.00322519j 0.0129469+0.0124603j 0.00654185-0.00547221j 0.00418753+0.00126097j -0.00346992-0.00547232j -0.00151257-0.00346842j 0.00133831-0.000722288j -0.00587374-0.0196563j -0.00227162-0.000305055j -0.00322928+0.0155453j 0.00413143+0.000771738j 0.00232004+0.00648279j -0.00104189-0.0115101j 0.00748612-0.010594j -0.00358293+0.0166693j -0.00300913-0.0095704j -0.000840787+0.00283139j -0.00916265+0.0190112j -0.00373319+0.00306972j 0.0083965-0.00817271j 0.010035-0.00517118j -0.00508051+0.000816108j 0.00821905+0.00309484j -0.00158579+0.00692232j -7.10706e-05-0.0107768j 0.00616631-0.00317428j 0.00820086+0.007069j 0.00462787-2.37159e-05j -0.00434704+5.38834e-05j -0.0103056+0.00688337j 0.00333973-0.0111467j -0.00868821+0.00524427j -0.00241576+0.00762252j 0.0047796+0.00857802j -0.00381847+0.00471471j 0.00183063-0.00123718j -0.00635943-0.00320789j 0.00535293+0.00359372j -0.00110923-0.000149567j -0.000801188+0.00195328j 0.00120353-0.00196516j 0.00316577+0.00357336j 0.0004412+0.0107838j -0.00769842-0.012384j -0.00506025-0.00677705j -0.00193806-0.00661461j -0.0141105-0.0157212j 0.00622579+0.0152281j -0.000377591-0.00874224j 0.0056454+0.0145757j 0.00441015-0.0130202j 0.00331496+0.00855182j 0.0019575-0.00590755j -0.0025907-0.00410798j 0.00336186+0.00382138j 0.000650213-0.00671167j -0.00501547-0.00956854j 
-3.63623e-05-0.0020646j 9.02193e-05+0.000197763j 0.00384659+0.0164704j 0.00331609+0.000757985j -0.00459376-0.0145533j 0.00844644+0.00764307j -0.00229269+0.00742046j 0.00231295-0.0243924j -0.00926874-0.011158j -0.00333583+0.0172262j 0.00588757+0.0183879j 0.00393293-0.0147418j 0.00388087-0.0269563j -0.000122403+0.0088337j 0.000646435-0.0173459j -0.00035421-0.0082708j -0.0018791-0.0137426j -0.00510288-0.00628383j 0.0293148+0.00578691j 0.0100277-0.0311809j 0.00738458+0.00125569j -0.0044901+0.0119563j 0.00367304+0.00517733j -0.00551269-0.0328927j -0.000769017-0.00279098j -0.00012686+0.00427528j 0.00174309+0.00470002j -0.000880963-0.00519333j 0.000580615+0.00654142j 0.00560908-0.0076307j -0.00258447+0.0092197j 0.00374572-0.00853773j 0.00513458-0.00543259j -0.000483293-0.00222423j -0.00346057+0.000726227j 0.000561593-0.00562532j -0.00920577-0.00204531j 0.0057943-0.00636915j 0.00441505-0.00239926j 0.00468948+0.00248065j 0.00180652-0.000446114j -0.00397522+0.00389218j 0.00370628+0.000827417j 0.000717158+0.00507664j -0.00012542-0.0181915j -0.00809283+0.00255612j -0.00274126-0.00796328j -0.0280402+0.00711653j -0.01179+0.00502107j 0.022721-0.0043387j -0.0213705-0.00499217j -0.000516924+0.0169311j 0.0209504+0.00702137j 0.0235064-0.0133469j -0.0122194+0.010307j 0.00874622-0.00341198j 0.00583376+0.00253853j 0.00698507+0.00425931j 0.00587425+0.000319618j -0.00353303-0.0127327j -0.000300887-0.000222742j 0.00368408-0.00780465j 0.00253661+0.0104923j -0.00229902+0.0126526j -0.00686727-0.00978724j 0.00400247-0.00321944j 0.00232642+0.00585138j 0.00330959+0.00481878j -0.00116994+0.000738626j 0.00600027-0.00722652j 0.00225305+0.00401135j -0.00377928-0.00540014j -0.0020962-0.0078463j 0.00729324+0.00237648j 0.000347033+0.00462288j -0.00129705+0.000957249j 0.00288693-0.00279973j 0.00722697-0.0025695j 0.00561786+0.0222739j -0.000122678+0.00725604j -0.00668346-0.0140694j 0.00184127+0.0279156j 0.00339518+0.0100143j -0.00523915-0.00485087j 0.00986368-0.000160389j -0.00634529+0.0165608j 0.00580861-0.00472219j -0.00220866-0.0100215j -0.00125844+0.0074113j 0.00601287-0.00786894j 0.00133988-0.0109799j -0.00225172+0.00132154j 
