-0.010486-0.0106698j -0.00664445+0.00219329j -0.00822654+0.0169258j 0.000617364+0.00648904j 0.00518132-0.00245937j 0.0114393-0.00843754j -0.00979611+0.0112913j -0.000543898+0.00244986j -0.00406719+0.000869411j 0.00944849+0.00602308j -0.00664408+0.00142404j 0.00615791+4.79885e-05j 0.016426-0.000532198j 0.0157818+0.00565775j 0.0112084-0.00930676j -0.0190653-0.00833786j 0.007759-0.000390811j -0.0125506-0.00108861j 0.00895507+0.000483046j 0.0144314-0.0111819j 0.00402471-0.0117131j 0.0237437+0.00466744j -0.00374505-0.0196299j -0.00391693+0.0126636j -0.02693-0.0148535j 0.0231838-0.0232807j 0.00786415-0.0210277j 0.00412439+0.00316048j 0.00712964-0.00612677j -0.00153989+0.00945861j -0.0130866+0.000735612j 0.00152837+0.00329796j -0.00653568+0.00780501j -0.014793+0.00078812j -0.0111727-0.008808j 0.000214555+0.0067515j 0.00493862+0.00976228j -0.00749637-0.00409053j -0.00756339-0.00106963j -0.0137262-1.93252e-05j -0.00742326+0.00357803j 6.06608e-05-0.00488157j 0.00465613+0.00878069j 0.00425502+0.0036686j 0.000947318+0.000811282j -0.00285832-0.000718951j -0.00274112-0.00496291j 0.00297928-9.58501e-05j 0.00649494-0.00977065j 0.00939303-0.010343j -0.0058263+0.00819605j -0.00179694-0.000275121j -0.00618229+0.0108157j -0.00330146+0.00997107j 0.00374093-0.00110897j -0.00585445-0.00531229j 0.000494407+0.00131871j -0.00412709-0.00860901j -0.0148578-0.00212305j -0.00210783-0.0208139j 0.0184497+0.00581229j -0.0237879-0.00146181j -0.0244832-0.0358935j 0.00946589+0.0166858j 0.0186831-0.0168185j 0.0154765-0.00671204j -0.0143693+0.0322353j -0.0138669+0.0166986j 0.00284785+0.0032019j -0.00247721-0.000379968j -0.00428354-0.00569823j -6.50086e-05+0.00128297j 0.0124702+0.0104604j 0.000631623+0.00233928j -0.00626058-0.00103252j 0.00288389+0.000836648j 0.00472484-0.00442958j 0.00425414+0.00283347j 0.0100449+0.000388277j 0.00361497+0.00586267j 0.00315863+0.00881531j 0.0029458-0.00401192j -0.0129827+0.00644743j 0.00124342+0.00783346j -0.00503842-0.00309242j 0.0161556-0.00638308j 0.000126327-0.0174898j 0.0103326-0.0175168j 0.00154518+0.0389416j -0.0114401-0.0147751j 0.0279021-0.0399701j 0.0372639+0.0218818j 
-0.0039036+0.00675669j -0.00367373-0.0155583j -0.0058492+0.00150167j 0.00483525-0.00138311j -0.0015867-0.00784941j -0.00248355-0.000505163j 0.00494747-0.000389652j 0.00402591+0.00567158j -0.00289338+0.0356428j -0.0123247+0.0087127j -0.00713946+0.0115546j 0.00163991+0.000786435j -0.0212037+0.0165189j 0.00212361-0.00855219j -0.00348621+0.0134537j 0.00142324+0.00748459j -0.0124651-0.00870063j -0.0064119-0.0332009j 0.00440191-0.0137696j -0.0198305-0.0096294j -0.00873999-0.00990477j -0.00963553-0.00717729j -0.00329439+0.000303634j 0.00102343-0.0123379j -0.00323087-0.0111048j -0.00394591+0.00186652j 0.00390806-0.0064957j 0.00410769-0.011078j 0.00975705+0.00926197j -0.00469496+0.00456003j 0.00137363-0.00158495j 0.00684204-0.035363j -0.00161763-0.0241148j -0.00675664-0.00453551j -0.00164632-0.0058162j 0.00332825-0.0145187j -0.0025612-0.0257157j -0.000596045-0.000117146j -0.00809324+0.00297051j 2.64719e-05+0.00813659j -0.00505526-0.0011395j 0.00363787-0.0145085j -0.00277626+0.00222552j -0.00150021-0.0243659j 0.000352539+0.0285114j -0.00260247-0.00874003j -0.00047407+0.0189921j 0.00482131+0.00627311j -0.000659352+0.00854411j 1.37498e-05-0.0262917j 0.000892536-0.0236747j -0.00401435+0.0012924j -0.000143206+0.0199225j 0.00170205+0.0226555j -0.000139173+0.0372359j 0.00283817+0.021406j -0.00230402+0.00695242j -0.00681258+0.0011202j -0.0056809+0.0221559j 0.00137681+0.00637337j -0.00349333-0.00312899j 0.00522068+0.0144426j 0.000855941+0.0196287j 0.00580325+0.00967579j 0.00564201-0.0211612j -0.00439965+0.0133137j -0.0115768-0.0126979j -0.00284548-0.000268036j 0.00860717-0.00318439j 0.010509-0.0213444j -0.00269835+0.0088832j 0.00152591-0.00126081j 0.00800192-0.00239344j -0.00264733-0.00321848j 0.0292207+0.00140411j -0.0107116+0.00138785j 0.0209626-0.00982729j 0.00837799+0.00245108j -0.00203075-0.000954166j 0.00421422-0.0078358j 0.00289222+0.00752974j -0.00309415+0.00833008j 0.00526669-0.0106878j 0.000341719-0.00558367j -0.00150651-4.10311e-05j -0.00744799+0.0085625j 0.00301675-0.00256556j 0.000137182+0.0123574j -0.00257553-0.000628344j -0.00588279+0.0107062j 0.000860594+0.00277779j -0.0010985-0.00578783j 
-0.00186375-0.0015255j -0.000766146-0.00942019j -0.0146615+0.00503906j -0.00310757-0.000308689j 0.0176583-0.0108407j -0.010181+0.0136142j -0.00603902-0.0185782j 0.00933136+0.00794822j -0.00258524+0.00835432j 0.0116007-0.0223895j 0.00506938-0.0159202j 0.00343943+0.0117214j 0.0285568+0.00246219j -0.00510673-0.016615j 0.0313778-0.00875632j -0.0130454-0.0134767j 0.0366715-0.0174605j 0.00199111-0.0165387j -0.00480297-0.0149872j 0.039988+0.0128683j 0.00960791+0.0125961j 0.011399-0.00410573j 0.00818283+0.00141075j 0.0212153-0.00423829j -0.00606256-0.00636643j -0.00664708+0.0141253j -0.0179076+0.00211661j 0.000575753+0.000344937j -0.00385048+0.0109124j 0.00718713-0.000724052j -0.0125383+0.00637768j 0.00495868-0.0216068j -7.87284e-06-0.00626478j -0.00627998-0.0154337j -0.00482877+0.0182525j 3.04756e-05+0.00530676j -0.00745455-0.018319j -6.85639e-05+0.0185846j 0.00500679+0.0196507j 0.00283563+0.0076243j 0.00454479-0.000826605j -0.00907708+0.00503909j 0.000393703-0.0158038j -0.0020353+0.0109135j 0.000569932-0.000414276j 0.00103784-0.00859383j -0.00525843+0.00953471j -0.00391332-0.00255181j 0.00187303-0.00609345j -0.00207267-0.0191289j 0.00202292+0.00747647j 0.000754248-0.00549901j -0.0132844+0.0243595j -0.000792228-0.00222826j -0.0041067-0.00757255j 0.00986221+0.00456401j 0.00598499+0.0101784j 0.00218061-0.0108244j 4.41523e-05+0.0336806j 0.00950343-0.00538134j 0.00938675+0.0409746j 0.00114569+0.0143388j 0.0132413+0.0205352j -0.0162572+0.00260478j 0.0104794-0.0416134j 0.00237762-0.000104981j -0.0172215-0.010895j -0.004573-0.00860658j -0.00331119+0.00362681j 0.00521168-0.000171608j 0.00204525-0.0107213j -0.00257736+0.000514982j 0.00161863-0.00139563j 0.00265423-0.00470824j 0.0147469+0.00654082j -0.00468619-0.00227824j 0.0116074+0.00728096j 0.00609276+0.00695096j 0.00355148-0.000727059j 0.00435947+0.0064796j 0.00231122+0.00362927j 0.00101997+0.00114386j 0.00593322-0.015633j -0.00460768-0.000457431j 0.00348068+0.00245297j -0.00215101+0.00451969j -0.00657604-0.00240112j 0.00801044+0.00852579j -0.000682637+0.00841759j -0.000303352+0.0141083j 0.00860461+0.00128851j 0.00110784-0.00954112j 
0.00398094-0.00172378j 0.00428508-0.00113349j 0.00174804-9.93107e-05j 0.0100766-0.0111288j -0.00911837-0.0191326j 0.000556676+0.0011668j -0.0047949-0.00113805j 0.00182566+0.00394355j -0.00260385+0.00957284j -0.0305817-0.0219025j -0.00741072-0.00564081j 0.00740421+0.00355726j -0.0268896-0.0138446j 0.00342863-0.0122561j -0.00825265-0.0157445j 0.0459685-0.0170169j -0.0112586+0.0133666j 0.00469875-0.00529991j 0.000458665-0.0134827j -0.0341325+0.011659j -0.00896153+0.00325133j -0.0123899+0.00926133j -0.0170694+0.00316464j -0.0107032+0.00586067j -0.01354-0.00977426j -0.00218226+0.00605547j 0.0116103+0.0168694j 0.00559853-0.00532325j -0.000619718-0.00927518j -0.0123905+0.00759935j 0.00700797+0.00837575j 0.00335973+0.0188785j -0.00112814+0.0198727j 0.010241+0.00242671j 0.013682-0.0126388j -0.00525274-0.00847536j 0.00525002+0.00532952j -0.00253985+0.0116359j 0.00611088+0.00562563j -0.00584312-0.0125933j -0.00504728+0.00723058j -0.00636051+0.00321699j -0.0111215+0.00472751j -0.0083805+0.00490222j -0.000152497-0.00509967j -0.00597192+0.00493947j -0.00419126+0.00130338j -0.0111601-0.00917629j -0.0045728-0.0204288j -0.0059317+0.0138575j 0.0067799+0.0275897j -0.00289758+0.0202425j -0.00308542-0.000828035j -0.0089487-0.00571982j -0.00456121-0.0153677j 0.00837368+0.0146112j -0.00794953-0.000665177j -0.00760423-0.00725707j -0.00254267+0.0256562j 0.0062764+0.0200296j -0.012643-0.0118149j 0.0122405+0.00391167j -0.000852458-0.00480013j -0.000319229-0.00282514j 0.00131745-0.00628612j -0.00522623+0.00323309j 0.00267205+0.0051963j -0.00199242-0.00458531j 0.00514042-0.016488j 0.009994-0.00836479j -0.00465419-0.00387025j 0.00218094-0.00545976j 0.00829172-0.0202838j 0.00363133-0.00232244j 0.0190488-0.0110399j -0.00680227+0.00526485j 0.0146622-0.00819853j 0.0120791+0.00495871j -0.00717077+0.000860607j 0.00365859+0.00592939j 0.00503995-0.00665735j 0.00189421-0.00542501j 0.00398994-0.00219579j 0.00306493+0.0136446j 0.00423506+0.00368374j -0.00653138-0.00407579j 0.00310874-0.000721329j -0.00124193+0.00122927j -0.0109523+0.0108101j 0.000999035+0.00387871j -0.00569938+0.000233116j -0.00100327-0.00128269j 
0.00206302+0.0018474j 0.00278358+0.00386811j 0.0106566+0.0023585j -0.00427876-0.00985397j -0.00350775-0.00254022j -0.000281799+0.00483711j -0.00589131+0.0105133j 0.00701346-0.0138223j 0.00987181-0.00169511j 0.00579699+0.0166465j -0.00801636+0.0140426j 0.00103059-0.0118093j 0.0300167+0.00121017j -0.00267123-0.00505384j -0.00232115+0.0183427j 0.0258785+0.0170058j 0.0322739-0.00241498j 0.00889291+0.0136292j -0.0184344+0.0155659j 0.0244443-0.0287469j 0.0087092-0.0195771j 0.0144019+0.00534637j -0.0126099-0.00470967j 0.0150304+0.0149809j -0.00587648+0.010067j 0.000580338-0.00308632j -0.00742599+0.00557521j 0.00764137+0.0099455j -0.0094132-0.000655423j 0.00687459+0.0292363j -0.00669981-0.02654j -0.000271027+0.0271437j -0.00745118+0.0128573j 0.00586074-0.00908591j 0.00413603+0.00256028j -0.00118519-0.0260113j 0.00712751+0.00333947j 0.00475109+0.00975465j -0.00153931+0.0132544j 0.0048931-0.0106484j 0.00431273+0.0162456j 0.00569456+0.0216503j 0.00114135-0.0122696j -0.00255581-0.00904424j 0.00308344+0.00102027j -0.002592-0.0134188j 0.00664265+0.00634423j 0.00343192-0.0035145j -0.00337738-0.00317596j 0.00439822+0.011967j 0.00292216-0.0042393j -0.00718051-0.00932831j -0.00170148-0.00384559j -0.000323424-0.000158071j -0.0100222-0.0264352j 0.0145457-0.0112245j -0.00391456-0.0043455j -0.00292687-0.0292842j -0.00596525-0.024379j 0.00704729-0.00256197j -0.00473629-0.00219786j 0.000934636+0.0210066j -0.000916895-0.0122295j -0.0116172-0.00458029j 0.0170412+0.00975336j 0.00604319-0.000509876j -0.00286307-0.00584114j -0.0104065+0.00268971j -3.8425e-05-0.0119717j 0.0180142-0.0114392j 0.00334539+0.0143829j 0.0035983+0.00379616j 0.00504305-0.0184248j 0.0088709+0.00217777j 0.00471294-0.0352786j -0.00593012+0.0117042j 0.00299916-0.0238631j 0.00810824-0.00418665j -0.00133028+0.00191472j 0.00597476-0.0118293j 0.00389437+0.00225289j 0.00749601+0.00601993j 0.00262441-0.00606722j 0.00929946+0.0243716j 0.00496111+0.0124269j 0.000424856+0.00209532j 0.00714824-0.0105223j 0.00134795-0.0121444j -0.00338766+0.00367272j 0.00226848-0.00550947j 0.00201947+0.00507335j 0.0043034-0.00156788j 
0.00522808+0.00455447j -0.00152281+0.00807901j 0.00288545-0.00795323j 3.43208e-05+0.00918453j 0.00353903+0.00720802j -0.00842336-0.0111145j -0.00922591-0.00187457j 0.017567+0.00154103j 0.00170579+0.00580557j -0.00731332-0.0131995j -0.0078858+0.00937856j 0.00995068+0.020545j 0.0100633-0.00857103j 0.000526186+0.0240524j 0.0059398-0.0142199j 0.00682623+0.0294959j 0.014675-0.00688506j -0.00182377-0.0210306j -0.0127158-0.0209114j 0.00341349-0.00318599j 0.00904295+0.00624924j -0.00967179-0.0123759j -0.00524076+0.00290702j 0.00981551-0.0178596j -0.00804266-0.00530708j -0.00552535-0.0121005j 0.00980646-0.00522343j 0.00421363-0.0102096j -0.00422354-0.00839899j -0.000763653+0.0156183j -0.00735734+0.0116023j 0.00130005+0.0151981j -0.00422538+0.0118937j 0.00761482+0.013009j -0.00242533+0.000686449j 0.0016819+0.00652895j -0.000865606+0.0122428j 0.00418674+0.0112296j -0.00600132+0.00804801j 0.00802524-0.0118074j 0.00364153-0.00723611j 0.00590002-0.0155054j 0.00164707+0.0360177j 0.00139103+0.0294812j 0.000858505-0.00842037j 0.00217497+0.0430258j 0.000263705-0.007726j 0.00991344+0.00135902j 0.00411206+0.0265711j 0.00159492+0.0186998j -0.00613885-0.00946705j -0.00276263-0.0123956j -0.00283187-0.0268958j 0.00476633+0.00551464j 0.00613564-0.00838497j -0.00535263-0.0283515j -0.00075575-0.00902342j -0.00116829+0.0252228j -0.00946111+0.00997571j -0.00656465+0.00162807j -0.0115731+0.0158448j 0.0154044-0.0401809j -0.00578876-0.00737795j 0.00347423+0.00998385j -0.00829132-0.0198878j -0.00145391+0.00357079j 0.00424369+0.000159832j 0.00943369+0.0099169j 0.0110485-0.0041263j 0.0045201-0.000780941j -0.00279061+0.0117306j -0.0016584-0.000148401j -0.000564304-0.00782685j -0.00678322-0.000291905j 0.0191317-0.00375415j -0.00444134+0.000870306j 0.0122821+0.0161872j 0.00250336-0.0134872j -0.000456823+0.00261101j 0.000592331-0.0101264j -0.00722356-0.0194143j -0.00803248-0.00754426j 0.00168349+0.00822016j -0.00576489-0.00871301j -0.00867702+0.00635605j -0.00382941+0.00976941j 0.00611147-0.00532125j -0.0126523+0.00408953j -0.00322137-0.00198701j -0.00476664+0.000823321j -0.0057035-0.00760201j -0.00760734+0.00397649j 
0.00547241-0.00613131j 0.00530142-0.000926343j 0.0272352+0.010573j 0.00525472+0.00214733j -0.0167285+0.00271756j -0.0233174+0.00743553j -0.00367422-0.0110482j 0.0232641+0.00498388j 0.00936689-0.0161617j -0.028882+0.00803788j -0.0178016+0.00669532j 0.0226635-0.00693139j 0.00834183+0.00290922j 0.00445041-0.00352161j -0.0113536+0.00108698j 0.067772-0.00800523j 0.00807862-0.00989516j 0.0299938-0.00657787j -0.0138152-6.92137e-05j 0.000679207+0.0122556j 0.00874356+0.00119359j 0.0129975-0.0037695j -0.0327752-0.0142037j 0.0112881-0.00318436j -0.0171132+0.00507571j -0.00642916+0.00776282j 0.0162737-0.000879487j 0.00422807-0.00283275j -0.00659635+0.0039049j 0.00197526-0.0134987j -0.00717116+0.004879j 0.000921213-0.0172807j 0.00305751+0.00161788j 0.000701103+0.00314797j -0.00442625+0.0118233j -0.00215826+0.0239505j -0.007345+0.00320749j -0.00497837-0.0267301j -0.0082804-0.00190794j 0.00319244+0.00886885j 0.0014977-0.000435233j 0.00732813-0.00403683j -0.00634333-0.00512731j -0.00716168-0.0106556j 0.00104523+0.00356848j -0.00626011-0.00957613j -0.004342+0.0018247j 0.00807314-0.00853434j -0.000714268-6.42516e-05j -0.00107129-0.0117982j 0.00156975+0.000537699j -0.000466975-0.0116834j -0.00583918+0.00827386j 0.00675725-0.0171004j -0.00650725-0.00114706j 0.00451041+0.00672145j -0.00456921+0.000505276j -0.00574019+0.016977j -0.00219006-0.00546189j 9.55259e-05-0.00834923j -0.00381218+0.00512509j 0.0106422+0.00110627j 0.0108684+0.00816861j -0.0111514+0.000235953j 0.00139972+0.000552967j -0.00529366-0.0135312j -0.00164845+0.00118687j 0.00483504+0.00583515j -0.00135929+0.00654405j -0.00438675+0.00744826j -0.00632787-0.000697495j -0.00370238+0.00302291j -0.00540246+0.0142517j 0.00143686+0.00110518j 0.00296049+0.00982551j -0.00217397-0.00514254j 0.00226203+0.0128492j -0.00274818+0.00751667j -0.00289061-0.00158922j 0.0101949+0.00659352j -0.00280476+0.00970708j 0.00072683-0.00203586j -0.00422892+0.00386473j -0.00316939-0.0117145j 0.00209182-9.5354e-05j -0.00364471-0.00257085j -0.00741439+0.0014484j 0.000385752-0.00130098j -0.00509396+0.0062247j 0.0020553+0.00246874j 0.000698816-0.00367592j -0.00409038-0.0026452j 
0.00117512-0.00590458j 0.00243249+0.00943965j 0.0119384-0.00607453j -0.00649117+0.00154286j -0.00578432+0.00827575j -0.00734087-0.00202787j 0.0069998-0.00988249j -0.00133029+0.0120101j 0.0151512+0.000290074j 0.0110393+0.00318617j 0.00360769+0.00246379j -0.0147119-0.00162387j -0.000433393-0.010095j -0.00726534-0.00555732j -0.014703-0.0088029j -0.00256759-0.00522916j 0.00619458+0.0220856j -0.0024436-0.00498696j -0.0094411-0.00688353j 0.00750405+0.00175885j 0.000942756+0.00511033j -0.0041037+0.0167803j -0.00160974-0.00102644j 0.0058128-0.00618266j 0.00392711+0.0058831j -0.00543407+0.00191115j -0.00757956+0.00942159j -0.00042389+0.00122833j 0.00733607+0.00889958j 0.00771837-0.0123355j -0.00499254+0.0150673j 0.00533972-0.0125498j 0.00223298-0.0191777j -0.0115303+0.0106707j -0.00504059+0.0118211j 0.0015244+0.032024j 0.00086831-0.00380639j -0.00461968-0.0174164j 0.00437659+0.000404818j -0.00406804-0.0021741j 8.68729e-05-0.00864482j -0.00636216+0.00932827j -0.00315375+0.0121398j -0.000456078+0.0177533j 0.000681334-0.000106609j 0.00129815+0.0150526j 0.000359559-0.00186198j -0.00728804+0.00609649j 0.00199194+0.00399933j -0.00305429+0.00812736j -0.00325905-0.00267478j 0.00546919-0.0178941j -0.00186107+0.00752965j -0.00460389+0.00975931j 0.00432617+0.000697487j -0.00275479+0.0192152j 0.001948-0.0195382j 0.00552622+0.0190472j 0.000826051+0.00784889j -0.000474101-0.00419189j 0.00132873+0.00296718j -0.00602593-0.00845106j 0.00554568+0.00273201j -0.0105608+0.00633868j 0.00742337+0.00728042j -0.00273465+0.0113965j -0.00320858+0.0050966j -0.00368391+0.00184728j 0.013443-0.0180818j 0.0222784-0.0263347j 0.0100691-0.0014302j 0.00860285-0.00427106j -0.000305078-0.000212604j -0.000972091-0.00486193j 0.0164414-0.0396283j -0.00433416+0.0165635j 0.0132001-0.0490313j -0.00267153-0.0257515j 0.00180082-2.13341e-05j -0.00810063-0.0175912j 0.000752102-0.0170367j 0.00458282+0.00671695j 0.0117003-0.0104029j 0.0127422+0.00869715j -0.00771058+0.0158881j -0.00124317+0.00609742j 0.00349679+0.000669473j -0.00352032-0.00126668j 0.00662538+0.00353896j 0.00437535+0.00199336j 0.0113327-0.00798159j -0.00192419+0.00396598j 
0.00665359+0.00382832j 0.00144037+0.000691067j 0.040651-0.00416791j 0.00149636-0.00285863j -0.0101302-0.00342748j -0.0053757-0.00386079j -0.00719032+0.00704796j -0.0184742-0.00210418j -1.98454e-05-0.00101329j 0.0322194-0.00771455j 0.0216836-0.0241126j -0.0233502+0.00419045j -0.00699852+0.0104974j -0.00258105+0.00110222j 0.00489307-0.00768214j 0.00994613-0.00764008j 0.0261832+0.00178151j 0.0111265+0.00403179j -0.00865976+0.000141799j 0.010898+0.0097384j 0.0207424-0.00181607j 0.00522257+0.00428377j 0.0197342+0.00269042j -0.0180719+0.00125547j -0.00474783-0.00549724j -0.00105958+0.00079097j -0.0130581+0.0176729j -0.00151296+0.00115897j 0.00286001-0.00916795j -0.000184024+0.00803282j 0.000306641+0.0131472j -0.00436282+0.00227017j -0.00659432-0.00781259j 0.00364974-0.0111291j 0.00903944-0.00822972j -0.00510673+0.00221165j 0.00978443+0.0102111j 0.0148331+0.0188021j -0.00250402-0.00399382j 0.0145164+0.00716082j 0.0077909+0.0126604j 0.0183111+0.00958249j -0.00420717+0.00658233j 3.51963e-05+0.00111565j -0.00292364-0.00412319j -0.00423761+0.00121665j 0.00533664+0.0032798j 0.0133654+0.0179848j -0.0045227-0.0168502j 0.00735061-0.00452467j 0.00402181+0.0107615j -5.65054e-05+0.0174032j 0.00343239+0.0136948j -0.000248084+0.0130179j 0.00117478+0.0109357j -0.00169576+0.00627079j -0.000378304+0.00898572j 0.00787377+0.0132816j 0.00997683-0.00484716j -0.00330563-0.00786003j -0.00605897-0.000880037j -0.00345405-0.000951581j 0.00876177-0.0038267j 0.00259124+0.00216496j -0.0114339-0.0104835j 0.00537447-0.00476295j -0.00244354+0.00423679j 0.00484293+0.00557188j -0.000464616+0.00489428j -0.00247744-0.00155907j 0.0122819+0.00612236j 0.0056514+0.00136619j 0.0115106+0.00516263j 0.00230813+0.000695992j 0.0074272+0.0150718j -0.0036915-0.00644j 0.0156148+0.022965j 4.63937e-05+0.00658516j 0.00299966+0.00298978j -0.00912402-0.00825588j 0.00696072+0.00784113j 0.00277109+0.00250491j 0.00744425+0.00233027j -0.0107411-0.00398626j 0.00250597-0.00576268j 0.00491641+0.0147808j -0.0111915-0.000594515j 0.00444114+0.00473655j -0.0119937+0.00678264j -0.00488138+0.00814333j -0.0105454+0.000771479j -0.00261448-0.00901399j 
-0.00399622-0.000364375j -0.000426465-0.00202088j -0.0314895-0.00104371j 0.000524128-0.00880671j 0.0130576-0.00346058j 0.00829897+0.00654882j 0.00647318-0.00993849j 0.00940592+0.00136175j 0.000640249-0.00543411j -0.0122242+9.62187e-05j -0.00783515+0.00471066j 0.0118126+0.00517876j -0.00188062+0.000213633j -0.00087089+0.00316167j 0.000316801-0.00614175j -0.0115471-0.0109261j -0.0157906+0.00430942j -0.00768502-0.00854172j 0.00266773-0.00862536j -0.00187682+0.0163664j -0.0134437+0.0130584j -0.00304131+0.00418931j -0.00618702-0.000937273j 0.00760138+0.0026826j 0.00946981+0.00498472j 0.00276054+0.011362j 0.00827511-0.00279197j 0.00378708-0.0099029j -0.00688555-0.00493076j -0.000748914-0.0256634j 0.00340648-0.00143205j -0.00279856-0.00968001j 0.00144232+0.0164395j -0.00846536+0.00210068j -0.00341521-0.0103568j 0.00654003+0.00188788j -0.00487161+0.00853948j 0.00176951-0.00547154j -0.0184623-0.00742767j 0.00859582+0.0098365j 0.00352155+0.00406959j 0.0219136+0.00615788j 0.0114109-0.0179993j 0.00479717+0.00646852j -0.000874839-0.00339703j 0.00309643-0.0142047j 0.0117701+0.00850876j 0.0193879-0.00377491j -0.00310793-0.0190792j 0.00786664+0.016075j 0.00286882+0.0228242j -0.00399011+0.0190203j 0.0130185+0.00844297j 0.013271-0.0132843j 0.00379482-0.00838638j -0.000120536-0.00696219j -0.00773754+0.00205658j 0.00436048+4.80633e-05j -0.00118973+0.0174906j -0.00218144+0.00296865j 0.00297717-0.00527628j -0.00593767+0.0171756j -0.00583743+0.00164521j 0.000662161-0.00800112j -0.00165328+0.014069j -0.00607098-0.000109404j 0.00453289+0.0113361j 0.00236869-0.00266461j 0.00342614-0.00493401j 0.0151338-0.012281j 0.00281682+0.021419j 0.00530655+0.00915005j 0.00943911-0.000822961j 0.00270383+0.000517777j 0.0225108-0.0205907j -0.00799077+0.00529415j 0.0182195-0.00709268j 0.00409747-0.000775581j 0.000762556+0.000851222j 0.00164152-0.0155415j 0.00699641+0.0193987j 0.00340537+0.0040543j 0.00084249+0.0103722j 0.00404006-0.00166849j -0.00492292+0.00270271j -0.00106906-0.00433512j -0.000758365+0.00268631j 0.00495468-0.00551864j 0.00191753+0.00408344j 0.00230775-0.00364553j 0.000913023+0.000669857j 0.00442347+0.000807514j 
-0.000503413-0.00516214j 0.00122275+0.0045388j 0.014397-0.00366012j 0.00145858-0.00207934j -0.0156926+0.00212327j 0.0105633-0.000748267j -0.000247931-0.00133715j -0.0268205-0.00302651j -0.0120311-0.00511816j 0.0218096-0.00636727j 0.0161117-0.00272574j -0.020519+0.00420478j -0.00506691+0.00792071j -0.000101606+0.00264579j 0.00301828-0.00296584j -0.0208978-0.00131471j 0.00228483+0.00476423j -0.0113725+0.00290025j 0.00660543+0.00842059j -0.0185638-0.00318684j -0.00491873+0.00120763j -0.0038635+0.00234012j 0.017753-0.00048512j -0.0159277+0.00421664j -0.00240994+0.00616638j 0.00328349+0.00342739j -0.0150732+0.00501821j -0.00156927+0.00672665j 0.00278394+0.00710908j 0.000365441-0.00387878j 0.0102636+0.00173858j -0.00100876+0.00155893j -0.0096327-0.0168142j -0.000841051-0.00992681j 0.00176624+0.0178725j -0.000541304+0.00809061j -0.000606248+0.00570705j 0.00266272-0.01317j -0.00548656+0.0309053j -0.00401043-0.0143086j -0.00520254-0.00355549j 0.00340703-0.00708106j 0.00707415-0.02125j 0.00661324+0.0023206j -0.00586052-0.0132303j 0.00140188+0.00250889j 0.000554868-0.0163753j 0.0116222-0.01806j 0.00191075-0.00570165j 0.00415298-0.0196501j 0.00205501+0.00025791j 0.00463471+0.0147793j 0.00342513+0.00124595j -0.0102657-0.0107697j -0.0107237-0.00187127j 0.00619138+0.0155129j -0.00104719+0.00928003j 0.00429204-0.00923617j 0.00640725-0.00319616j 0.00908683-0.00051822j 0.0051255+0.0054066j -0.00760407-0.00115743j 0.0155588-0.00264028j 0.00214962-0.0112978j 0.0118331-0.00394086j 0.00191208-0.00130826j -0.0106195-0.011694j -0.00192558+0.00281508j -0.00275693-0.00577845j 0.0206362-0.0202011j -0.0215955+0.00174706j -0.00808714+0.00194594j 0.00349863+0.00707579j -0.00168979-0.00259648j 0.044328+0.000482573j -0.0128144+0.000173359j 0.0188117-0.0035294j 0.0119759-0.00287272j -0.00204298+0.00229694j 0.0281881-0.00445898j -0.00569875+0.00695924j -0.0091127+0.000925251j -0.00345404-0.00330202j -0.00173954-0.0100047j -0.00294967+0.00723621j -0.00346762-0.00185549j 0.00712404-0.00707311j 0.00364265-0.0021542j 0.00383426+0.00740209j 0.00612347-0.000365546j 0.0120687-0.0024541j 0.00176303+0.00147378j 
