0.000931619+0.014479j 0.00986468+0.0396844j -0.0110044+0.0036151j -0.041059+0.0487847j 0.00310011+0.00503216j 0.0154276-0.0142076j -0.00908706+0.0706325j 0.00443977-0.00146429j -0.0123102+0.00339753j -0.014553-0.00779203j 0.000789301-0.0162863j 2.79063e-05+0.00814864j -2.84536e-05+0.0252004j 0.0076522-0.0178023j -0.0193704+0.00262361j 0.011119+0.0199349j 0.00568753-0.0232754j 0.000189041+0.0341417j -0.0219429-0.00200234j -0.0153453-0.00900049j 0.00294939-0.00341373j -0.00597726-0.00032296j -0.00210983+0.00310505j 0.00538124-0.022302j -0.00099347-0.00792108j 0.00949548+0.00676247j -3.07095e-05+0.0309627j -0.00459213-0.00727819j -0.00215991+0.02069j -0.0135209+0.00549213j -0.00402305-0.024867j -0.00322649-0.00250814j 0.0103974-0.00608273j 0.0118088+0.0165114j -0.00481961+0.0183738j 0.00601649+0.007222j -0.000706234-0.00134338j 0.0101024-0.00217066j 0.00700413+0.0215891j 0.0134595+0.00895673j 0.00874585-0.0271148j 0.0333143+0.0234711j -0.0053554+0.0282116j -0.0168914+0.0189847j 0.00938383-0.0325963j -0.00616264-0.0284696j 0.00361466-0.0200641j -0.00012532+0.0203842j 0.0361724-0.00751778j -0.013764-0.0335102j 0.0070093-0.043191j -0.0162047+0.00473607j -0.0448045-0.0488145j 0.00817052-0.0115078j 0.0033962+0.0274423j -0.0414744+0.0209915j -0.0176852-0.0398611j -0.00208817+0.00106512j 0.0291041-0.0494738j 0.0285954+0.0640755j 0.0370602+0.0279778j -0.0297291-0.0285721j -0.0198774-0.0040684j -0.00478177+0.012233j -0.00258861+0.00174833j -0.0384245-0.0627489j -0.0268465-0.0263165j 0.0666491-0.00365072j 0.084388+0.110406j -0.066972+0.00468865j 0.0963249+0.146193j 0.0445106-0.000412246j 
0.00102602-0.00927599j 0.0118779+0.00408361j -0.00903694+0.0166359j 0.0113122+0.00021154j -0.0112176+0.00207763j 0.0131446+0.00758616j -0.00531083+0.00207853j -0.00661354+0.000761652j 0.000805392-0.0162604j 0.0043299+0.0225591j 0.00501857+0.00508952j -0.00825451+0.00437066j -0.0230215+0.0268471j 0.0302505+0.0139083j -0.00539381+0.0145321j -0.0010667+0.0170935j -0.000223992+0.0111346j 0.022965-0.000753214j 0.0143052+0.00763024j 0.00797052+0.0115917j 0.000524011+0.000895426j 0.00148756-0.0294409j 0.0111821+0.00969126j -0.00413769+0.01775j -0.00890152-0.00897035j -0.028192-0.0117839j -0.0111049-0.00446719j -0.00528817-0.0337314j -0.00950621-0.0245134j 0.000228033+0.0153704j 0.019849-0.0229359j 0.0126042-0.00299991j 0.0239488+0.0191592j -0.0115435+0.000268636j 0.00415567-0.0253048j -0.032391+0.00559152j 0.00792593-0.0174211j -0.000142376-0.043371j -0.00704433-0.00086878j -0.0277095-0.0127017j 0.0232983-0.019863j -0.00865197-0.00223215j 0.0035295+0.0545063j 0.00371091-0.00476379j 0.00997444-0.013747j 0.00945767-0.0178373j -0.0300628+0.0208382j 0.0097551-0.0147043j 0.00848-0.0190093j 0.0111898+8.56962e-05j 0.000725476-0.00137149j 0.0421584-0.0139472j -0.0196559+0.00339962j 0.000454328-0.010033j 0.00872982-0.023167j -0.0190922-0.00820282j -0.0315435+0.0159426j -0.0050057-0.00400092j -0.0128215-0.000595833j 0.0024792-0.0109175j -0.0146039-0.0129108j 0.00756468-0.0252778j 0.00427621+0.0168295j -0.00825614+0.0238788j 0.0266713-0.011858j 0.0235971-0.0313646j 0.0131459+0.0232242j -0.0129913-0.000418014j 0.0126038-0.0176207j 0.00024058+0.00779603j -0.00643743-0.00497581j -0.00613571+0.010598j 
-0.00141739+0.0214103j -0.0162689+0.000430058j 0.00463852-0.0157165j -0.0198894-0.00969711j 0.0118952-0.000737608j -0.00226099-0.0155344j 0.0178694+0.0119942j 0.00329035-0.011369j 0.00565314-0.00908263j -0.0107699-0.00104975j -0.0207896-0.0109687j -0.00230317+0.0102473j 0.0282106-0.0229725j -0.00090774-0.0224783j -0.00942811-0.00918704j 0.0117822+0.000508393j 0.0294837-0.010319j 0.00088076+0.00730705j 0.00413874+0.00146357j -0.0184118-0.0157448j -0.00144677-0.0036592j -0.0100488-0.000123638j 0.0130032-0.0193837j -0.0395559-0.0149695j -0.0118275-0.0136858j 0.0230384+0.0186349j 0.0300834+0.0171166j 0.0274121+0.00225305j 0.00358281-0.0217941j -0.0096152-0.0196776j -0.00236466+0.0223091j 0.0094302+0.0188872j 0.0146924+0.0153294j 0.001573+0.0192618j -0.00216767+0.00574439j 0.0133804-0.012572j -0.0121739+0.0165097j -0.0201555+0.00279956j 0.0156764+0.000630653j -0.00712433+0.0178782j -0.00492711+0.000582735j 0.0197467+0.00250101j 0.0303432-0.00779327j 0.0153676+0.0159947j 0.00364759+0.0242887j -0.0125094-0.00165921j -0.00218425+0.0401378j 0.0102404-0.00786565j -0.0130606+0.0106739j 0.00156182+0.0200555j 0.00253439+0.000308774j 0.0288309-0.0167681j 0.00828168+0.0120298j 0.0220673-0.00155981j 0.0117369-0.0211984j 0.0229131+0.00357934j 0.029197-0.0209303j 0.010388-0.0148494j 0.0119256+0.0229908j 0.00763188+0.0259477j 0.000386444-0.0154799j -0.00155817+0.01412j -0.00764879-0.0147747j 0.000205427-0.00926135j -0.0253028+0.0148279j 0.00388082+0.033171j -0.0190764-0.0119373j 0.0166047+0.00448766j -0.0121747-0.00214062j 0.0117725-0.000381119j -0.00345947+0.00985621j 0.00754717+0.004858j 
-0.0144064+0.0100236j -0.00799322-0.0142944j 0.0098689+0.00222516j 0.00419518-0.0132377j 0.0131084-0.0136095j 0.00468138-0.0192797j 0.0266544+0.0103708j 0.0192969-0.0138373j 0.0255905-0.00451836j 0.00583012+0.0348231j -0.00847363-0.000724306j -0.00691722-0.00461645j 0.0184369+0.00232591j 0.0184342-0.0134133j 0.00753907-0.00458458j -0.00167432+0.0224205j -0.00997308-0.00936285j -0.00889839-0.000785527j -0.00394913+0.0162518j -0.0299122+0.000765052j -0.0265777+0.00486407j -0.0401987-0.0176903j 0.0213675-0.00543091j -0.000149892+0.00818416j 0.0264294-0.0164095j -0.0170153+0.0143463j 0.00431488+0.00665054j 0.00691565-0.000913668j -8.62623e-05-0.0173403j 0.0123533-0.0130428j -0.0343443-0.0134887j 0.00393756+0.0281216j -0.0140943+0.0028979j 0.0353577+0.0277357j -0.0161049-0.01668j -0.00824595+0.0125584j 0.0210718+0.00430468j -0.00121202+0.0395266j -0.0344596+0.00687773j 0.00439559+0.000210763j -0.00841482+0.0284516j -0.0112419+0.00495464j 0.0266399+0.0185052j -0.0126099-0.017957j -0.00153181+0.0149766j -0.0108381-0.0273326j -0.00993372+0.0057763j 0.0014229-0.0168883j 0.00225434+0.00584995j -0.00684095-0.00584049j 0.0209511-0.00394693j 0.0180724-0.0231974j -0.00223628+0.00796426j -0.0106901+0.0193619j 0.0112282-0.00346552j 0.00302392+0.00438831j 0.0359532+0.00479536j 0.00352403-0.0114851j 0.0117634+0.0321889j 0.00317439+0.0129774j 0.0012469-0.00477451j -0.00764786+0.0249492j 0.00654382-0.0127123j 0.00218419-0.00141086j -0.0208197+0.00126992j -0.00435916+0.0413573j -0.0277864-0.0319834j 0.0195924+0.00382157j -0.00190913-0.00999886j 0.0225225+0.0121645j -0.00608876+0.00135703j 0.00205827-0.000808189j 
0.0118703-0.0303706j 0.018554-0.0130276j -0.0299585+0.0199563j 0.0295239-0.00884618j 0.0105521+0.0097378j 0.0186866-0.0303585j 0.0200831+0.000379895j 0.00410765-0.0298278j 0.0255116+0.0161303j 0.00592863+0.0211222j -0.00340655-0.0123941j -0.0014267+0.00517061j -0.00845861-0.00424886j 0.0061691-0.0163263j 0.00390136-0.0231441j -0.00848383+0.00534363j 0.0246404+0.0168399j 0.0159167-0.00149987j -0.00923456-0.0237229j -0.0351037-0.0102947j -0.0128421+0.0102432j 0.016325+0.0116747j -0.0145809-0.00346139j 0.0272285+0.00679214j 0.0255742-0.00961223j -0.000316878+0.0224641j 0.00400376+0.00239004j 0.0128688+0.0226909j -0.0258742-0.00464842j -0.0178778+0.0191439j -0.00111044+0.00529296j 0.0190099+0.0306081j -0.00420144-0.0228477j 0.0210729+0.0171051j -0.00596103+0.0169063j 0.000599266+0.00433604j 0.0351678+0.0399097j 0.00455581+0.0483877j -0.00433326+0.00214606j 0.0353016+0.00249365j 0.0125681+0.013825j 0.031321+0.034444j 0.00454719-0.0224122j 0.027644+0.0126271j 0.0560782+0.030627j -0.00538577+0.0320018j -0.0245843-0.0220283j -0.0201119-0.00397642j -0.00498576-0.00795866j -0.0150803+0.00889831j 0.0098495+0.0311068j 0.0303661-0.0263914j -0.0106751-0.00781479j 0.0244739+0.0200334j -0.020801+0.00560349j -0.0294053-0.00786429j -0.00507147-0.0105944j -0.0158982+0.00983967j 0.00326618+0.0028818j -0.0119776+0.0115949j 0.00639411+0.0122245j 0.0155678+0.000807116j -0.018674-0.00729096j -0.008109+0.00511178j 0.0083594-0.0149674j -0.011071-0.00984917j 0.00232751-0.0163367j 0.00126108-0.00809181j 0.0128245-0.00564187j 0.0231239+0.0157758j 0.00712975+0.00553262j 0.00429206-0.0237954j 
-0.0104853+0.00963226j -0.00355254-0.013312j -0.00225304-4.69638e-05j -0.000260836-0.00425042j 0.000869047-0.00200814j 0.00023065-0.0185194j 0.0119774+0.00818678j 0.0161088-0.00209308j -0.00117113-0.00133442j -0.00563451+0.0029002j 0.00766184+0.000443341j 0.00805857+0.00805839j -9.41056e-06+0.0045736j 0.00414899+0.00169849j -0.000963338+0.00239476j 0.00477596+0.0060909j 0.00289187-0.00496611j -0.0115141+0.00246917j 0.0110171+0.00133216j 0.00333555+0.00178441j 0.0157903-0.00215434j -0.00831424+0.0127108j 0.0109993-0.00114131j -0.00610594+0.0031504j 0.00292113+0.0164505j 0.002975+0.00723636j 0.0252788+0.0191656j -0.00328082+0.00756272j -0.031158-0.00566416j 0.00933902-0.0136231j 0.0180601-0.02249j 0.0188986+0.00377639j -0.0180981+0.0181333j 0.00192792-0.0096596j -0.0221839+0.0120175j 0.0313811-0.0048015j -0.0209524-0.020661j -0.0177109-0.0432087j 0.0166215-0.00630102j -0.0143446-0.0023867j 0.00491335-0.0242397j 0.00810536+0.00827315j 0.00607969+0.0167301j 0.0277511+0.00783489j -0.0053711+0.0180473j -0.00849546-0.0137485j 0.000272387+0.0226805j 0.0145683-0.000519934j -0.0240768+0.00914878j 0.0255495+0.00241698j -0.00307297+0.00396375j 0.0244885-0.00289913j -0.00992835-0.00219091j 0.0186112-0.00394889j 0.026326+0.0110259j 0.00772822+0.00906701j 0.015941-0.0155432j 0.00545157-0.00813716j -0.0114264+0.00855089j 0.0140117+0.00397103j 0.00857395+0.0220013j -0.0341509+9.794e-05j -0.00105215-0.0159596j -0.000673452-0.0135482j -0.00296063+0.00215301j 0.00545828+0.0154032j -0.00309828+0.000765193j 0.00660285+0.000215342j -0.0116851-0.00844034j -0.00439291-0.00172643j -0.0138645+0.00159592j 0.000271914+0.0135417j 
0.0102485-0.0394842j -0.0144439-0.00635017j -0.0565873+0.00737119j 0.0186493+0.0485515j -0.0251414-0.0165198j -0.00714542-0.0273906j 0.0152051-0.0350966j 0.00281657-0.0221253j 0.00872217+0.0189162j -0.0214147+0.00630911j 0.0279992+0.00552639j 0.0115441-0.00635752j 0.0124645-0.0131248j 0.00261871+0.002678j 0.00624831-0.00830993j 0.0133242-0.0156271j 0.0269989+0.000688305j -0.00542163+0.00574547j -0.00724529-0.0109967j 0.00193417+0.0023509j -0.0187925+0.00446283j -0.012776-0.0100992j -0.0183432+0.0118612j 0.00862067-0.0405157j -0.00535-0.0121301j -0.0165571+0.00844773j 0.00440674+0.00316164j -0.00392065+0.0114556j -0.0279435+0.0123589j 0.00350435+0.0168408j 0.00602434-0.000717438j 0.00039739-0.00130914j -0.00802967+0.0303967j -0.00283471-0.00205551j -0.0149136-0.0180294j -0.00459596-0.0146711j -0.0147958-0.0125637j -0.0141578-0.00436293j 0.011594+0.0160045j -0.0195962-0.0123605j 0.0106113+0.0109604j 0.014054+0.0247611j 0.0294158-0.030685j -0.0407349-0.0232502j 0.0173056+0.00553668j -0.0032102+0.0116842j -0.0245506-0.00693552j -0.0106738+0.0238935j -0.0266914+0.00330227j 0.0181029-0.0147347j -0.00056342+0.0233203j 0.0278928-0.0103895j 0.000494616-0.010092j 0.0280659-0.00772004j 0.0268737+0.0258036j 0.00944002-0.0062243j 0.0178382-0.019001j -0.0117317-0.0363022j -0.00172235-0.0105363j -0.0294409-0.0136858j -0.0163444+0.0302582j -0.00845889-0.0253312j 0.00897337+0.00469638j 0.00348897+0.0129845j -0.00496581-0.0145243j -0.0178245-0.0144099j -0.00269903-0.040079j -0.00787679-0.0105755j 0.0167944-0.0113108j 0.0396005+0.0161558j -0.0211191-0.0185119j -0.0124236-0.00972506j 
-0.0176417+0.0123604j 0.000162896-0.00664154j 0.00948248-0.0192207j -0.0201762-0.0089561j -0.000787411-0.0102864j -0.00569207-0.0185279j 0.000617827+0.00897357j 0.0136582+0.00656763j -0.0074707+0.0023739j -0.00160464+0.000667052j -0.0173279-0.0226827j -0.00104539+0.0163234j 0.0203411+0.0189675j -0.00615325-0.0342088j 0.0198676-0.0135162j 0.00390592-0.00358061j 0.0127899-0.00697732j 0.0104358+0.00875471j 0.00721762+0.00918809j 0.00485743-0.00372823j -0.00626844+0.0314769j -0.00659021-0.0102336j 0.0147994-0.00408832j 0.00635829+0.0108557j -0.00723495+0.00110542j 0.0167938+0.0100487j -0.0134644-0.000684768j -0.0100349+0.00953606j -0.0202183-0.00412552j -0.0113586-0.00541517j -0.0189307-0.00192258j 0.009085-0.00502646j 0.0189538-0.00362004j 0.000650698+0.00235172j -0.0186391+0.0145366j 0.00465269+0.00369809j -0.0156083+0.0017643j -0.0223437-0.0130828j 0.0130778-0.00464298j -0.0233074-0.00535395j -0.0104749-0.0219297j 0.0180702+0.0146811j 0.00812969+0.00200963j 0.0012849+0.00229523j 0.00440603+0.0225768j 0.0123003+0.00177193j -0.00960954+0.0178981j 0.0183947-0.0141167j -0.022686+0.00787974j 0.0092803+0.000285131j -0.00917497-0.0182844j -0.00342695+0.0228952j -0.00147078+0.0302522j -0.0047605+0.0115708j 0.0011841+0.0177671j 0.00703205+0.00656226j 0.0087614-0.0201227j 0.0084602+0.00331897j -0.0117337-0.0143378j -0.00645104+0.0150315j 0.0149485+0.018765j -0.0312291+0.0232305j -0.0118799-0.02479j 0.00308208-0.0292318j 0.0097819+0.00263549j -0.00312792+0.00142332j -0.000212294-0.0093949j 0.0127621+0.0154623j -0.0102262-0.00406765j -0.0120881-0.00799762j 0.00335102+0.00832252j -0.00726091-0.00317378j 
-0.0049279+0.0188256j 0.00794946+0.00333545j 0.00976403+0.00186213j -0.014852-0.0281756j 0.0378754+0.0209047j 0.0175994-0.0264498j 0.0161388+0.0545901j 0.0257411+0.0111398j 0.00422111-0.00474365j 0.00306703-0.00922342j -0.0137953-0.00285357j 0.024723+0.004962j 0.00314149-0.00599192j -0.0273807-0.0278747j -0.0174583-2.64358e-05j 0.0215497+0.0140737j 0.0227804-0.000508586j -0.0126374+0.00299325j 0.0211641+0.0220221j -0.0316692-0.00502765j 0.00242566+0.0054624j 0.0264611+0.0248449j 0.0156027-0.0102582j -0.00987562+0.0199831j 0.000819282-0.0122012j 0.00461937+0.0168245j -0.0270941+0.00156719j 0.0134037+0.0102465j -0.0098411-0.00656529j -0.00578778-0.00935032j -0.00430277-0.0119709j 0.0130556+0.0142704j -0.00384472+0.0136417j 0.00154787+0.0305829j -0.0260989+0.0353868j 0.012851+0.0158975j 0.0010044-0.0348497j -0.0152767+0.00088655j -0.0185777-0.00659998j 0.00234262+0.024056j -0.0149891-0.0100224j 0.0209758-0.0131234j -0.00150249+0.0249358j 0.0309901+0.0401059j -0.00209261-0.00109217j -0.0150516-0.0236212j 0.0441162+0.0108108j 0.0206718+0.0070574j -0.00997932-0.00160908j -0.00986974+0.00407483j 0.025271-0.0175579j 0.00235223+0.0103187j -0.00213899+0.0203233j 0.0112631-0.00880791j -0.00119776-0.00466144j -0.00343135+0.0123427j -0.000236383-0.0168023j 0.0226945-0.0027552j -0.00872682+0.0233676j 0.0208864+0.0134283j -0.00898394+0.0199504j -0.0196577-0.0204461j 0.0128104-0.0313077j 0.0118565-0.0023411j -0.00561579+0.0142384j -0.0139806+0.0302219j -0.0130881-0.00965082j 0.0453823+0.0133986j -0.0236103+0.0165678j -0.0196844-0.00361372j 0.0131036+0.0260207j 0.00618336+0.000451213j 
0.0120493-0.0144627j -0.00402144-0.0119432j -0.0122144+0.0242961j 0.0264423+0.00751395j -0.00530007+0.00603265j -0.0033945+0.0289082j -0.0205952-0.0241488j -0.020075-0.00714175j 0.00374535+0.0233882j -0.0056272-0.00231354j 0.00473532-0.0213348j -0.0242389+0.0134378j 0.0140273+0.00985116j -0.00920717+0.004359j 0.0308209-0.00946871j 0.0206867-0.00374825j 0.00596572-0.00646543j -0.00708921+0.00349056j -0.0189506-0.0356551j -0.00888966-0.0182064j 0.00557084+0.00725912j 0.0139159+0.0127256j 0.00111949-0.0137959j 0.0217438+0.0143735j -0.00761295+0.0160504j 0.00540236-0.00255421j 0.00744301+0.0115575j -0.0233777-0.00862845j -0.000784861-0.0279814j -0.00381523-0.0155412j 0.0119548+0.00348259j -0.00453623+0.0199899j 0.000243491-0.0247575j 0.0228507+0.00411761j -0.014678-0.0102697j -0.00467268-0.044175j -0.0138098+0.0331333j 0.0129072+0.0267409j 0.00229511+0.00499296j -0.00370701+0.0184115j 0.0208392+0.000550957j 0.0337254+0.0429332j -0.0104583-0.0274318j -0.0188583-0.0108582j 0.0229981-0.00201647j -0.00801119+0.01162j -0.0409039-0.0471865j 0.00993497+0.000138281j 0.0103009+0.00360476j -0.0242834-0.00111335j -0.0240347+0.0283098j -0.00351104+0.00255412j -0.0209864-0.0217699j -0.00507495+0.00102762j -0.0126621+0.0296639j 0.00046856+0.000975842j -0.0112664+0.00773971j 0.000543169+0.010604j 0.00400507-0.00255635j 0.0332548+0.00463702j -0.00881787+0.0230438j -0.0151217+0.0172489j -0.0271951+0.013902j 0.0203849+0.0085299j -0.00357774-0.0110821j 0.000940277-0.010195j 0.00756359+0.00332468j -0.0175981-0.0122043j -0.00211565+0.00927438j 0.0128661-0.00609017j -0.0109177+0.00187601j 0.0124713+0.00287754j 
0.00191064-0.00675044j 0.0102602-0.016023j 0.00882981+0.019139j 0.0326297-0.00586668j 0.00711776-0.00535147j 0.000503359-0.0153421j 0.0209332-0.0177658j -0.00746831-0.00829011j 0.0163065-0.00158502j 0.00347151-0.0100178j -0.0125777-0.00644146j -0.0179242+0.00359865j 0.00694958+0.00176612j -0.00908218-0.013245j 0.024392-0.0043631j 0.0192899-0.0025674j -0.00780119-0.00169739j -0.00516298+0.00169891j 0.0235302-0.0105669j -0.00868599-0.0100636j 0.00176103-0.0177285j 0.00855815+0.00867562j 0.00362266-0.0152365j 0.00375718+0.00710009j 0.00683542+0.0106719j 0.00381217+0.01573j 0.0163223-0.0207376j -0.00508525-0.00847918j -0.00608798-0.0153896j -0.00535407-0.00826671j -0.00658027-0.00480372j -0.00899063-0.0115334j 0.0146633-0.00766857j 0.0178928-0.0133265j 0.0145196-0.00313135j 0.00484005-0.00486526j 0.00395312+0.0229693j 0.00364832+0.00016099j -0.0114216+0.00366305j 0.0110939+0.00947946j 0.0100414-0.0120154j -0.0180186+0.0417455j -0.0217793+0.00829454j 0.0296139-0.0212265j 0.0092092+0.0163601j 0.0090669-0.0104163j -0.0233076-0.0190759j -0.00304459+0.0146746j -0.0187804+0.00520176j 0.0227601-0.0126224j 0.0253023-0.0131377j 0.0215061-0.0325773j -0.00479193-0.0157525j 0.0134439+0.00799094j -0.0133828-0.0223166j -0.00298976+0.0171941j 0.0362329-0.00821975j -0.00768208+0.00348602j -0.00379759-0.000183248j -0.0113991+0.0152296j 0.0266971-0.00332627j 0.0215462+0.0371532j -0.00891659-0.00802864j -0.0199776-0.0118955j -0.0151981-0.00204231j 0.00362246+0.0242953j -0.0164723-0.0147399j -0.000758534-0.0108018j 0.00593553-0.00650605j 0.0105637+0.0074222j -0.000529403+0.00470335j 0.0167191-5.53293e-05j 
0.0261857-0.0311555j -0.00335699-0.0093697j -0.0269402+0.0257147j 0.0476603+0.0321512j -0.0186421-0.00647189j -0.010261+0.00852914j 0.00402534-0.0573926j -0.0225427-0.0135034j 0.0238579+0.00576219j -0.00452996-0.00879262j 0.0111272+0.00214396j 0.000847143-0.0129144j 0.0114082-0.0277975j -0.00184238+0.0110067j 0.0149676-0.00975314j 0.0231559-0.0213519j 0.0167559-0.0186459j -0.00228269+0.0193667j -0.00551469-0.0171352j 0.000539958-0.0105079j 0.00054515-0.0146371j 0.013675-0.0149456j -0.0332551-0.0184086j 0.0191067-0.00366964j -0.000424781+0.0062281j -0.00144746+0.024293j -0.0012034+0.00629401j -0.0284335-0.0150864j -0.0106973+0.00239275j 0.000498449+0.0113117j 0.00670174-0.00413462j 0.0110268-0.0381908j -0.0077076+0.0442523j -0.00606152-0.0052026j 0.00558686-0.0139876j -0.0157679+0.0264556j -0.00486361-0.0123132j 0.0122538-0.0119285j 0.0109362+0.013648j 0.00381865+0.00339538j 0.00338954+0.0123352j -0.00709015+0.00502159j -0.0121772-0.0117886j 0.00559604-0.0122092j -0.00692442+0.0171822j -0.0167689+0.00303798j 0.0150453-0.0191349j -0.0441001+0.0154728j -0.00180904-0.0072954j 0.00653289-0.0184405j 0.00772341+0.0305328j 0.0305605+0.00740934j 0.00350251-0.0134187j 0.0243673+0.0208891j 0.0019365-0.013375j -0.0194038-0.024684j -0.00345095+0.028327j 0.00124946-0.0061632j 0.0164442-0.013717j 0.00802934-0.00769841j 0.00909069+0.0238873j 0.00633238-0.00556673j -0.00181296+0.00555262j 0.00695357+0.00727863j -0.0138048-0.00616087j -0.00855136+0.00819451j -0.0121884-0.0251886j -0.00748716-0.015686j 0.00783092-0.00779335j 0.0363342+0.0134304j -0.00718789-0.00969343j 0.014337-0.00980864j 
0.00102512+0.00319356j -0.00456914-0.000447698j -0.00226281-0.00462885j -0.00936555+0.0064774j -0.000724125+0.00648046j 0.00440182+0.0171978j -0.0322888-0.00841255j -0.0266304-0.00112942j -0.0113219+0.0458322j -0.0327561-0.0065824j 0.00617987+0.000208547j 0.0147571+0.0155703j 0.0128252-0.00993918j -0.0115863-0.0218172j 0.00661735-0.00532239j -0.0108149-0.00819597j -0.0157489-0.00068681j 0.00758625+0.00857987j 0.0238854+0.0370427j 0.000515094+0.0110199j 0.0161281+0.00101197j 0.0113353+0.00352282j -0.00567084+0.0290878j -0.00957663-0.00451638j -0.0055303-0.00817632j -0.0175195+0.00551169j 0.00475731-0.00216759j -0.013355+0.0270747j 0.00861256-0.0154864j -0.0100646+0.00822057j 0.0144344-0.0126659j 0.0104149+0.00423475j 0.00220651-0.023329j -0.00868728+0.0078182j -0.000409107+0.0281147j 0.0301983+0.00953729j -0.0108299+0.0278365j -0.0111278+0.00341106j 0.015542-0.00806466j -0.00918292-0.00531199j 0.00503564-0.0103821j 0.00300316+0.0185552j 0.00120125+0.00537801j 0.0331934-0.0129546j 0.0136449+0.00838764j 0.0174834+0.0256961j -0.00383555-0.0167585j 0.000495929-0.00926617j -0.0241401+0.00776629j 0.000663071+0.0100689j -0.00972762+0.0202689j 0.0149642-0.000648522j 0.0197834-0.00809648j 0.0166885-0.00301912j 0.0127347+0.0106507j -0.00602242-0.0118639j -0.0104546-0.019491j -0.00503448+0.0189574j 0.0170596-0.0231072j -0.00500104-0.00131435j 0.0185117-0.0057019j -0.00580161+0.0181126j -0.024006+0.00822304j -0.00265509-0.0212093j -0.00149022+0.00310616j 0.0076264-0.0146774j 0.0145987+0.0212801j -0.0128788-0.00428898j -0.000533628-0.0112695j 0.00759319-0.00731267j -0.00350835-0.00268265j -0.00512385+0.00460532j 
0.011816-0.0111291j 0.0135507-0.0103588j 0.000248853+0.0144282j 0.0303554-0.00325541j 0.00623158+0.00947383j 0.00633885-0.00229458j -0.00158206-0.00506773j -0.0137191+0.00992036j 0.00903101+0.00137477j 0.00183912-0.00312411j 0.00852976+0.0140584j 0.00706286+0.00247148j -0.0121564-0.0229589j -0.00196697+0.0081785j -0.0206626-0.0121678j 0.0147352+0.00226959j 0.00865403+0.00920304j 0.0254018+0.000172071j -0.00986694-0.00342238j -0.00783395-0.0177081j 0.00235375-0.0183382j 0.00987299+0.0222206j -0.00601024-0.0160678j -0.00450885+0.0196924j 0.00439903+0.00430362j 0.00947308+0.0216272j 0.000449498+0.00566899j -0.00681571-0.00589556j 0.0215534-0.0269745j -0.0017945-0.00922419j -0.00146386-0.00425392j -0.0207723+0.00601898j 0.0305552-0.0198217j 0.0146742+0.0120544j 0.0174275-0.027561j 0.0186693-0.0117667j -0.0361278+0.00835439j -0.0239091+0.0158388j -0.00807925+0.00327327j -0.000133614+0.00622759j 0.00932995-0.000672171j 0.00598166+0.0525689j 0.0222752-0.0203047j -0.0255766-0.000550611j 0.0725592+0.00751431j 0.0122571+0.0196094j -0.0285635-0.015145j -0.0113626+0.00582858j 0.0109706-0.00833311j 0.00243617+0.00148469j -0.0100852-0.0167643j 0.0273083+0.0152886j 0.0123042+0.0308676j -0.00215035+0.0108301j -0.0241756-0.000206195j 0.00304405+0.0111375j 0.0111325-0.0309769j 0.0221235-0.00635246j -0.00709495-0.00690294j -0.0148663+0.00789446j -0.0151629+0.0179438j 0.00709382+0.0101953j -0.0160692-0.00116027j 0.0232021-0.00775252j -0.00225769-0.000108319j 0.00472909+0.00937211j -0.010868-0.019621j -0.000671271+0.00418587j -0.00746214-0.00834215j 0.0147227-0.0039835j 0.00679681-0.00117041j 0.00590645-0.00559544j 
0.00690595-0.00793716j 0.0216025-0.0147429j 0.0117743-0.001439j 0.0318319-0.0322578j -0.000794389+0.00932927j -0.00915918-0.00278375j 0.0119927-0.0235092j -0.00175967-0.0109252j -0.00251426+0.00897302j 0.0137275-0.0128407j -0.001513-0.00953919j -0.0123187-0.0242495j -0.0153199+0.0114005j 0.00991257-0.00534192j 0.00375578-0.00203404j -0.0285149+0.0133919j -0.00732101+0.048627j 0.0103384-0.00595738j -0.00129646-0.0124109j 0.00425111-0.0165024j 0.0170153-0.000872331j 0.00933821+0.00240501j -0.00504821-0.000776176j 0.0186176+0.0213527j 0.0125215+0.0112629j -0.00104698-0.00803621j 0.0116413+0.00505597j -0.00435417+0.0278312j -0.00412001-0.0144454j -0.00244598-0.012016j 0.0150239+0.00572921j 0.0227218-0.00255664j -0.0033068+0.0155108j 0.0302894+0.0146678j 0.0200581-0.0184751j -0.0384143+0.0187769j 0.0103247-0.0213493j 0.00527892+0.0098399j -1.22444e-05-0.00804154j 0.00633111+0.0169063j -0.00853489+0.0251301j -0.00718433+0.00420502j 0.0160566-0.0132782j 0.00117078+0.0273025j 0.0431939+0.0354787j -0.00566587+0.0102746j 0.0112568+0.00101587j -0.0265739-0.0206668j 0.00162365+0.00952406j -0.0112204+0.0222271j 0.00131945-0.0050552j 0.00228372+0.0258637j 0.003867+0.00149507j -0.00370255+0.0331392j -0.0122407+0.00394172j -0.0189703-0.0161593j -0.000802639+0.0109043j 0.00722243+0.0302521j -0.0199242+0.012877j 0.0130433-0.0209161j 0.000962679+0.0247015j -0.0217246-0.0139427j -0.0131195-0.0111687j -0.00531151-0.0116218j 0.0203187+0.00473229j 0.0329253-0.00146386j 0.000146703+0.0225012j -0.0201574-0.00561088j -0.00705308-0.0272356j 0.00749917-0.00294729j 0.0015706-0.0113761j 0.00550703-0.00549738j 
