0.000931619+0.014479j 0.00986468+0.0396844j -0.0110044+0.0036151j -0.041059+0.0487847j 0.00310011+0.00503216j 0.0154276-0.0142076j -0.00908706+0.0706325j 0.00443977-0.00146429j -0.0123102+0.00339753j -0.014553-0.00779203j 0.000789301-0.0162863j 2.79063e-05+0.00814864j -2.84536e-05+0.0252004j 0.0076522-0.0178023j -0.0193704+0.00262361j 0.011119+0.0199349j 0.00568753-0.0232754j 0.000189041+0.0341417j -0.0219429-0.00200234j -0.0153453-0.00900049j 0.00294939-0.00341373j -0.00597726-0.00032296j -0.00210983+0.00310505j 0.00538124-0.022302j -0.00099347-0.00792108j 0.00949548+0.00676247j -3.07095e-05+0.0309627j -0.00459213-0.00727819j -0.00215991+0.02069j -0.0135209+0.00549213j -0.00402305-0.024867j -0.00322649-0.00250814j 0.0103974-0.00608273j 0.0118088+0.0165114j -0.00481961+0.0183738j 0.00601649+0.007222j -0.000706234-0.00134338j 0.0101024-0.00217066j 0.00700413+0.0215891j 0.0134595+0.00895673j 0.00874585-0.0271148j 0.0333143+0.0234711j -0.0053554+0.0282116j -0.0168914+0.0189847j 0.00938383-0.0325963j -0.00616264-0.0284696j 0.00361466-0.0200641j -0.00012532+0.0203842j 0.0361724-0.00751778j -0.013764-0.0335102j 0.0070093-0.043191j -0.0162047+0.00473607j -0.0448045-0.0488145j 0.00817052-0.0115078j 0.0033962+0.0274423j -0.0414744+0.0209915j -0.0176852-0.0398611j -0.00208817+0.00106512j 0.0291041-0.0494738j 0.0285954+0.0640755j 0.0370602+0.0279778j -0.0297291-0.0285721j -0.0198774-0.0040684j -0.00478177+0.012233j -0.00258861+0.00174833j -0.0384245-0.0627489j -0.0268465-0.0263165j 0.0666491-0.00365072j 0.084388+0.110406j -0.066972+0.00468865j 0.0963249+0.146193j 0.0445106-0.000412246j 
-0.00392974+0.0193133j -0.0382089+0.0287705j 0.00655863-0.0296625j -0.0432233+0.0285841j -0.020302-0.022564j -0.0317908+0.0525354j -0.0398048-0.00247202j -0.0383743+0.0172856j -0.0183701-0.00431874j -0.0091762-0.00734392j 0.00184682-0.00858585j 0.00116393+0.00546303j -0.0128693+0.00472376j 0.00173094+0.0136417j -0.0110564+0.0261958j 0.0225545-0.00113398j -0.00305044+0.00222331j 0.0237841-0.00503743j -0.0221393+0.0212469j 0.0230712+0.00303177j 0.00172771-0.0120268j -0.00051818-0.00243511j -0.00936752+0.018637j -0.00849585+0.00355932j -0.00480822-0.00840709j -0.00160577-0.0232317j 0.0126709+0.000949974j 0.00244334+0.00852507j 0.00620365-0.014012j -0.00234071+0.0240672j 0.00125433-0.00861152j 0.00273395+0.0105135j -0.00583875-6.39557e-05j -0.00538881+0.00180711j 0.0104126-0.000230546j -0.0108011-0.000429234j -0.000760727+0.00442361j 0.00266174-0.0078553j 0.0106283-0.00594058j -0.00920196-0.0015768j -0.00285259-0.0114127j 0.0175079-0.0203443j 0.0186917-0.00888393j -0.00440805+0.00358646j -0.0165825-0.0250332j -0.00154199+0.0175689j -0.0270349+0.00519948j 0.00903447+0.0150677j 0.00217988-0.0105491j -0.00571755+0.0185291j -0.0171633+0.00926546j 0.00044298+0.023686j -0.023176+0.00578459j -0.011044-0.0252518j 0.0162498-0.00237279j 0.0113746+0.00552343j -0.0180716+0.0199871j -0.00289315-0.00717579j 0.00915896-0.0290913j 0.00433-0.0228882j -0.00762176-0.00751705j -0.00348027-0.0203615j 0.0120574+0.0125107j 0.0172775+0.00497712j 2.21674e-05+0.00982566j -0.0132829-0.0297007j 0.0345113+0.0169732j -0.0162216+0.0200748j 0.00577175+0.0099411j -0.01636-0.0204893j 0.00441843-2.18662e-06j 0.0040131+0.0188138j 
0.0390301-0.0075223j -0.0226016+0.0211932j -0.0236353+0.00533924j -0.00552386+0.0167957j -0.0373428+0.00461302j -0.0186827-0.00100896j 0.00136085-0.00258097j -0.00668495+0.0122626j 0.00551672-0.0125614j 0.00813704-0.0198642j 0.00824804+0.0054256j 0.0208409-0.00606526j -0.00859997+0.0244507j -0.0209192+0.0128515j -0.00821375+0.025502j 0.00709425-0.00603353j -0.00334321-0.000951812j -0.0125353-0.0159341j 0.00201059-0.00271009j 0.0185367+0.0219557j -0.00235301+0.00846908j 0.00117117+0.00686023j -0.0123667-0.0015406j 0.0262584+0.00485186j 0.00115179+0.000815594j 0.0132861-0.00570394j 0.00554216+0.00794508j -0.0135542+0.00836219j -0.0261712+0.00779822j 0.015761-0.00355996j -0.00155505+0.00120049j 0.0283572-0.0291464j -0.0338874+0.00219491j -0.00391879-0.0133452j -0.013337-0.00860686j -0.0114729+0.00277516j -0.00328487-0.0305364j -0.0153495-0.00413125j 0.0209599-0.00796637j -0.0113323-0.00538332j -0.0102555-0.0159743j 0.032006-0.0298297j -0.0104501+0.00659937j -0.00647558-0.00940979j 0.00606074+0.00564811j 0.0152787+0.0020688j 0.000940441+0.0091701j -0.00644057+0.0110659j -0.0312178-0.0132723j -0.00165241-0.0293269j -0.00296469+0.00327176j -0.00602885+0.0189136j -0.0294847+0.0231853j 0.0129982-0.0132554j 0.0120508+0.00349355j 0.00736132+0.00206828j 0.0147442+0.0215285j 0.0105486-0.00310604j -0.00342886+0.00127676j 0.00862056-0.0098233j -0.000497173+0.00997812j -0.00944954-0.0122756j 0.00623498-0.00725763j -0.00390239+0.00793562j -0.00489527-0.00346521j 0.0115219-0.00810195j -0.0143788-0.010737j -0.00606067+0.0129944j -0.0128726-0.0131931j 0.00242417-0.00021671j -0.0165892-0.00736349j 0.00353286+0.00523236j 
0.042026-0.0312489j 0.00239142+0.0359457j -0.0266382+0.0162015j 0.00517987+0.0164512j -0.00955509+0.0276584j 0.00288174-0.0068085j -0.0159906+0.0182486j 0.00643174-0.00683689j -0.00128171+0.0109451j -0.00789662+0.00289521j 0.01846-0.00787454j 0.014894+0.00631837j -0.0122755+0.0159205j 0.00459479+0.0098816j -0.0033046+0.014407j -0.00552555+0.0120304j 0.00014342+0.000587636j -0.00324504-0.00885451j -0.0134664+0.00400346j 0.000603268+0.00519746j 0.00995542-0.0193454j 0.0224971-0.0214914j -0.00961235+0.00079617j -0.0078486+0.0045132j -0.00260004-0.0100426j 0.00421048+0.0102854j -0.00868949+0.0085795j -0.00105326+0.00955266j -0.00505146+0.00652746j -0.00386864+0.00672495j -0.00312878-0.00461133j -0.00161841-0.0104512j -0.00710365+0.00467088j -0.000468667+0.00630287j -0.00212721-0.00395637j -0.00301229+0.00619347j 0.0012564-0.0220581j 0.00247269-0.000354507j 0.00441569-0.000821343j -0.00266622+0.000941708j -0.00122244-0.0226431j 0.0237028+0.0119032j 0.0092886+0.0214582j -0.00271412-0.00894744j 0.0167925-0.00230995j 0.00100989-0.000535051j -0.00596422-0.000789671j -0.0124595+0.0052123j -0.0117191-0.0128609j 0.00319173-0.0221931j 0.0079035+0.00364383j 0.00303469+0.000256564j -0.00867244-0.00419155j 0.0134365-0.0172532j 0.0075741+0.0251318j -0.0205674+0.00670989j -0.0053865-0.0203795j 0.0028023-0.0104474j -0.00245594-0.00588367j 0.0191079+0.0160669j -0.000919498+0.0243238j -0.00458173-0.0181546j -0.00267185+0.000302288j 0.0230755-0.00217974j 0.0158315-0.0106267j -0.00219452-0.0194064j -0.00785055-0.00168253j 0.0111719-0.00436333j 0.00726304+0.017873j -0.00649428+0.00600045j 0.00540002+0.00807518j -0.00306069-0.0103335j 
-0.0287353+0.000472287j 0.0320149-0.0221591j 0.0343078-0.00334998j -0.014149-0.0113638j 0.0317345+0.0059421j 0.0170234+0.00908205j -0.0335655+0.0121288j -0.0128015+0.0210527j -0.0155726+0.00202615j 0.00177525-0.00459381j 0.00971187-0.0232704j -0.0418383+0.0213544j 0.0331892+0.0168076j 0.00583922-0.027402j 0.00351537+0.00869658j 0.00665655+0.0172939j -0.0161326+0.00846997j -0.00358783-0.00165137j -0.0140655+0.00502834j -0.0113471-0.00260739j 0.00243472-0.00142227j -0.00334352+0.0287492j 0.00161652-0.0125722j 0.00974186+0.00971956j -0.00693455+0.00620167j -0.0146737-0.000956224j 0.00779126+0.00552908j -0.0278026+0.00664378j 0.00808096-0.0128981j 0.00202697-0.00992963j -0.00673847+0.00957667j 0.00438473+0.0165321j -0.00395397-0.0369006j 0.014433-0.000324357j 0.00292911-0.00316448j 0.000206093-0.0116782j 0.0150286+0.0111709j 0.00186717+0.0177998j -0.0132797+0.000984497j 0.00550428+0.0103149j 0.00905446-0.0126235j -0.00219045+0.00785601j 0.0053029+0.0144022j 5.3414e-05+0.00917532j 0.00647983+0.00130046j -0.00284522-0.0180622j -0.0239425+0.000789203j -0.0176396-0.0185105j 0.0261554-0.00837339j 0.0076453-0.00383815j 0.00537808-0.0145241j -0.016672-0.0150027j -0.00709-0.00840854j -0.00723002+0.000244953j 0.000821206-0.00718325j -0.0207713+0.0138485j 0.00347058+0.00728159j 0.00655686+0.00216112j 0.0159606-0.0100721j 0.00922604+0.00199511j 0.0125406-0.00329006j -0.00854539+0.0194803j -0.004872+0.0022961j 0.0198164-0.010184j -0.00860071-0.00593453j -0.017548+0.00844544j 0.0206018-0.00517251j -0.00153759+0.00211247j 0.0158402+0.0188412j -0.0290287+0.0019287j 0.0204372+0.0155386j 0.00452916+0.00801444j 
-0.0142706+0.0166646j -0.0269571+0.00597227j -0.022336-0.0144694j -0.0338236+0.0107781j -0.0216255-0.00506554j -0.00242865+0.0107864j -0.00660614+0.030574j -0.00745738+0.0231135j 0.0112842-0.0302075j 0.00765339-0.00193807j 0.00552864+0.0201282j -0.0210472-0.00380543j -0.0225402-0.00788396j -0.000542255+0.0198615j -0.0304904+0.0177287j -0.0276096+0.0111999j -0.00561867+0.00892883j 0.0019161+0.00456043j 0.00678008-0.0039069j -0.00543727-0.00569257j -0.00153069+0.0117047j -0.0105377-0.00665773j -0.00848328-0.0123817j -0.00713427+0.00438385j -0.00174974-0.0087925j 0.00952467-0.00750376j -0.0109925+0.00561746j 0.00867951-0.00960471j 0.00947619-0.00154148j 0.00978022+0.0203951j -0.00714748+0.00663939j -0.00126601+0.00526903j 0.00705691+0.014351j 0.00679941+0.0158248j 0.0104935+0.0188081j -0.000697623+0.0148642j -0.00363588-0.0138123j -0.0108564+0.000971088j -0.00166156-0.0105764j 0.00369067-0.00297691j -0.0122699+0.0207706j 0.000778121-0.0265329j -0.00280004-0.0124776j -0.0108893+0.00247017j 0.0187907+0.00249235j 0.0113673+0.0152332j -0.00273903-0.00633118j -0.00397988-0.00624208j 0.011586-0.0161515j -0.00831704+0.00918294j -0.00176796+0.00177328j 0.00374792+0.0120935j -0.0110637+0.0121287j -5.09202e-05+0.00331364j 0.00392737+0.0112861j -0.00378748+0.00272724j -0.00107067+0.015486j 0.0112676+0.00387456j -0.00483736+0.00174377j -0.00323863-0.0200598j -0.00228464-0.00510967j -0.0112344-0.0239067j 0.00997842+0.0104497j 0.00299948+0.001158j 0.00864572+0.00869727j 0.00400865-0.0140702j -0.00492047+0.0178423j 0.00197143-0.00231547j 0.0116835-0.00321299j 0.00242668-0.00874702j -0.00278193-0.00210632j -0.0135541+0.00122615j 
0.00998467+0.0107472j -0.0137769+0.01928j -0.0101969+0.00118463j -0.0113988+0.00902244j -0.00227917-0.0111169j -0.00243832-0.0127346j 0.00167899+0.0162672j -0.00198412-0.012972j -0.0230088+0.0155519j 0.00974108-0.0233337j -0.0130946-0.0120881j 0.0184055-0.0308357j -0.0173776+0.0165696j 0.0104262-0.000821412j 0.00645082+0.00290565j 0.00190822-0.00731325j 0.0126817-0.00428222j 0.013862+0.00261456j -0.00121127+0.00368225j 0.0180987+0.00166672j -0.0128536+0.0156161j -0.00572149-0.00322487j -0.00137047+0.0224935j 0.00417945+0.0035327j 0.00429141+0.00950193j -0.00555281-0.00877845j 0.0164319-0.00384791j -0.0123207+0.000148204j -0.0120901-0.00383734j -0.00402127+0.00338666j 0.0102956-0.020757j 0.00922405-6.62648e-05j 0.0082926-0.000551203j -0.0210149+0.0066639j -0.0179323-0.00457866j -0.00386242-0.0111553j -0.00687815-0.00199958j 0.00246386-0.0283004j 0.0125573-0.00832374j -0.00196114+0.010097j 0.0125672-0.0115279j 0.0130979+0.00140001j -0.00394504+0.000808634j -0.0145342+0.00598449j 0.00304414+0.0127583j -0.00309359-0.0100065j -0.0245706+0.0123349j -0.00756257+0.0169641j 0.0022901-0.0073987j -0.00107651-0.00918821j -0.00123251-0.000817162j -0.0112681+0.0136507j -0.0137943-0.00918985j 0.00201372-0.00501291j 0.0113184+0.0146917j -0.0126178+0.0163909j 0.00910019+0.00946557j 0.00117146-0.0119492j 0.0114694-0.0149417j 0.00840593+0.00603757j 0.00291448+0.00316178j -0.00624606-0.00462503j 0.00457898-0.00603248j -0.00135263-0.0040434j 0.00484105+0.00623343j -0.000618689-0.00828697j -0.0047647+0.00141344j 0.0044807+0.00175533j 0.0111925+0.011797j -0.0135574-0.00469333j 0.00860336+0.0175287j 0.00770324-0.00138345j 
-0.00778035-0.0199139j 0.016101-0.0259454j -0.00743011+0.00584691j 0.0336536-0.00136023j -0.00421925-0.013565j -0.0152101+0.0161395j 0.0307021-0.023606j -0.00772377-0.00223844j 0.0148231-0.0205883j 0.00380816+0.0260425j -0.00206735+0.0167729j 0.000121042+0.019023j -0.0153824-0.027079j 0.0157432+0.0311982j 0.00591204-0.0105963j 0.016963-0.00578369j 0.00275157-0.00569744j 0.000985559+0.00110188j 9.448e-05+0.00262869j -0.00109039-0.0069545j 0.0102963-0.0208201j 0.00232556-0.0139025j -0.0040066+0.00191497j 0.00156684-0.0143125j -0.00147487+0.0053864j 0.000100189+0.00896083j -0.00779922-0.00239349j 0.0181199-0.017217j -0.0025011+0.0062852j 0.00379268-0.0133088j 0.0105758-0.0101294j 0.0078131-0.00247724j 0.0114301+0.0238047j -0.00738443+0.00274412j 0.0253444+0.00513667j 0.00959896-0.0018353j -0.0039871-0.00909687j -0.00408113+0.00270797j 0.0123805+0.020152j 0.00432182+0.000236794j 0.0105039+0.0134325j -0.0122633+0.00371195j -0.00377668-0.011591j 0.0116723-0.0174255j -0.00960729+0.00260809j -0.00756297+0.023994j 0.0120287+0.0107677j 0.0230206-0.00811088j -0.00297075-0.017971j -0.0051649-0.00340539j -0.00938605+0.00862876j 0.00567794+0.0116564j 0.0100481+0.00194974j -0.0175803+0.00875009j -0.00558844-0.0122948j 0.0234525+0.00072486j -0.000564846+0.00373178j -0.0254378-0.00718832j -0.0200213-0.00539984j 0.000428981-0.00838292j -0.0089577+0.0119817j 0.0119052-0.000323665j 0.000610467+0.0107728j -0.0167136+0.00618552j 0.00185307-0.00863651j 0.00511008-0.0112253j 0.00797366+0.00216883j -0.0184861+0.000396592j -0.0108643-0.0166356j 0.0111231-0.0131615j -0.00717513-0.0197034j 0.0105453+0.0119566j 
0.00750763-0.0162529j 0.0175218-0.0163663j -0.000426467+0.00263477j -0.0179307+0.00226554j 0.00623179-0.000663492j 0.0328421+0.0119928j -0.00551645-0.00569312j -0.0194867-0.000624711j 0.0101664+0.0294215j -0.0144927+0.0164553j -0.0115343-0.00428316j 0.00426335+0.01312j 0.0214383-0.0162566j -0.0010974-0.0209798j 0.0102307-0.0292101j 0.0101988+0.006423j 0.0306558-0.00761132j 0.00176883+0.00731363j -0.0167561-0.0124951j -0.019205+0.00155773j -0.00966591+0.00544155j 0.0116263+0.00757941j 0.00251394-0.00397902j 0.00683412-0.03328j 0.00777674-0.00434326j 0.0115984+0.00773114j 0.00843548+0.0083036j -0.0125382-0.00629743j -0.0079248+0.00214368j -0.0130089-0.0130783j -0.0157021+0.00779972j -0.00917348+0.000927027j 0.0135199-0.0172272j 0.0242142-0.00219718j -0.00556436-0.00125875j 0.0239318-0.00500445j -5.89949e-05+0.016584j -0.00116612+0.00820181j -0.00873621+0.0259665j 0.00809842-0.00578216j 0.0312938+0.00745977j -0.00818515+0.00892146j 0.000159704-0.0017164j 0.00733213-0.00235951j 0.0199944-0.00780756j -0.018419-0.0192977j 0.00593324-0.00961115j -0.0160122+0.00249993j 0.00528906+0.00840621j -0.0283669-0.0103061j -0.0107687-0.0205127j 0.0119678+0.000153595j 0.0169975-0.0122223j -0.0036257+0.000231852j 0.012585-0.0159753j 0.00312028-0.0106556j -0.0102666+0.0146167j -0.00838969-0.00425049j 0.0226056-0.0191094j -0.017087-0.0109957j 0.0134755-0.00275098j -0.016533+0.0120099j -0.0148996+0.00721768j -0.00638672-0.00605915j -0.0204304-0.0082845j -0.0223737+0.0165378j 0.0121666-0.0228912j 0.0105868+0.000652033j -0.00286565+0.00274053j 0.00328461+0.0122603j 4.27154e-05-0.00131515j 0.0114839+0.00506437j 
-0.0116532+0.0267521j 0.0222793-0.0300447j 0.0634505+0.0196261j 0.00712184-0.0254168j 0.0407228+0.0233505j 0.0170808+0.0135011j -0.00393979+0.0107234j -0.0114752+0.0464764j 0.00329053-0.00724179j 0.0189324+0.00604881j -0.0119189+0.0144398j 0.00715747+0.00182754j 0.0147805-0.000196131j -0.0218853+0.0159677j -0.000738176-0.0140591j 0.00216951-0.0015784j -0.00799386-0.0130499j 0.00246443+0.010714j -0.00195907+0.00363506j -0.00323461+0.0102365j 0.00421968+0.00383495j -0.00286021+0.00843008j 0.00344465-0.00297688j -0.0147844-0.0112955j -0.0341511+0.00936075j 0.00323701+0.0125996j -0.00506546-0.0190426j 0.00206094+0.00471048j 0.01721+0.0120393j 0.0212019-0.00458807j -0.00769915+0.0209387j 0.00148609-0.0127603j 0.00646234-0.00309264j -0.00950627-0.0331428j 0.00635632-0.0137432j 0.038317-0.00285742j -0.00396098-0.00912108j -0.0118751-0.00689679j 0.00176154+0.00450839j 0.0149257-0.000279553j -0.0123623-0.0157179j -0.0352812+0.0109205j -0.00575254+0.0126499j 0.0402337+0.00814884j -0.04326-0.0285938j 0.00206609-0.0212323j 0.0171001-0.00297451j 0.0356572+0.0145036j -0.0106197-0.00930185j 0.00630313-0.0173079j 0.0013574-0.0214237j -0.00236115-0.00169448j 0.0151455+0.00770467j -0.0118464-0.00567732j 0.00566265+0.000730798j 0.0207168+0.0163273j -0.0330775-0.0269749j -0.00557081-0.0166523j 0.000153106+0.00192375j 0.0134907+0.0181279j -0.0164176-0.00393609j 0.00362892+0.00269437j 0.0063732-0.000600134j -0.0129354-0.00932781j -0.0172703-0.00102108j -0.00709138+0.0223825j 0.019278+0.005635j 0.0140065+0.0129127j -0.0289037+0.00844473j -0.0301568-0.00773692j 0.00664365+0.0235098j 0.0227543+0.0316974j 
-0.0268829+0.0341409j -0.0372906+0.0257235j 0.0356297-0.0554109j -0.0760048+0.00735663j -0.0140412-0.0147668j -0.0245008+0.0205631j -0.00991237+0.00368178j -0.0239223+0.00832594j -0.0196184+0.0128741j -0.0166916-0.00736243j -0.00493957+0.00325242j 0.0055153+0.0101292j 0.021034-0.0195964j -0.010243-0.00675071j -0.0169846-0.00325612j 0.00600024-0.0138502j -0.00896362+0.00654934j 0.0166717-0.0091519j -0.0165288-0.00563663j 0.0300233-0.00638271j -0.0158697+0.0155746j -0.0141539-0.00129218j -0.00158792-0.00213179j -0.0229594-0.0174382j -0.0203098+0.00310729j 0.0093837-0.00496059j 0.0120069-0.0105028j 0.00580255-0.00372131j 0.0247394+0.00164555j 0.00233344+0.00111656j -0.0232116+0.000143481j -0.0381364+0.001093j 0.0167415-0.00635182j 0.00365779-0.00433824j 0.00779405+0.00186547j 0.00793704-0.00129525j -0.038364+0.0204865j 0.00052252+0.00265001j 0.00681179+0.00359758j -0.0104599+0.00464826j -0.00802361+0.00334722j -0.0152894+0.0220811j 0.0318324-0.0299038j -0.0281504+0.00245376j -0.0308601-0.013843j -0.00680545+0.000214244j -0.0207538+0.0065183j 0.0127901+0.00151079j -3.50241e-05-0.000113227j -0.0213392+0.0111834j -0.0167622+0.00137802j 0.00258294-0.0203904j -0.0163035-0.0170905j -0.0107663+0.00712799j 0.0145451+0.00390651j 0.00332866-0.0157229j -0.0222686-0.0162068j 0.00754829-0.00650516j 0.00741633-0.00332207j -0.00362664+0.00489188j 0.000911049-0.0048149j -0.0206308+0.00692338j 0.00985339+0.0138533j 0.0150779-0.0156527j -0.00437324+0.00948253j -0.0246811-0.0185704j 0.0264591+0.00397529j 0.00191206+0.00741844j 0.0198042+0.0196306j -0.0181588-0.00851959j 0.0143206+0.0179502j 0.00092423-0.00553866j 
-0.00361936-0.0196069j 0.0467722-0.0347659j 0.0374539-0.00408507j 0.0383648-0.0396995j 0.0138286+0.00173413j 0.0133387-0.0218806j 0.0264971-0.00195466j 0.0103732-0.0233525j -0.00495563+0.0108074j 0.0154853-0.0111513j -0.0113295-0.0110933j -0.010076+0.00700158j -0.000181767+0.0187442j 0.0188272-0.0038216j 0.0232144+0.00298437j -0.0150203+0.0273843j -0.00412876-0.00305611j -0.0222853-0.00657819j 0.0007905-0.00294642j 0.00771899+0.00875237j 0.00718968+0.00480913j -0.0041834+0.00712241j -0.000507014+0.00353925j 0.0245578+0.00451395j 0.00518798-0.00411201j -0.0173789-0.00102335j -0.00722538+0.0112767j -0.00927513-0.00711049j -0.0154583-0.00272776j -0.00273421-0.00199107j 0.0187146-0.00308956j 0.00878441+0.00645919j -0.0247014-0.00519757j -0.000700834-0.000233202j 0.000854897-0.0157525j -0.0328028+0.012612j 0.0229989+0.00878297j 0.0188749+0.000860253j -0.0247027+0.00452847j 0.0193211+0.00788317j 0.00285038+0.00159632j -0.0100946+0.0214903j -0.012704+0.00512254j -0.014673+0.0118818j 0.0157604+0.00834757j -0.00699158-0.00960114j -0.000804336-0.0189867j 0.00235448+0.00388987j 0.0135966-0.00496766j 0.0146172-0.0134187j 0.0140293-0.0106512j -0.00625244+0.00905698j -0.00709812-0.0129042j 0.00488429-0.00707767j -0.011425+0.01647j -0.02225+0.0105334j -0.0103415+0.00170444j -0.00471281-0.0126235j -0.00856826-0.00625512j 0.0217984+0.0165824j -0.00211226+0.0156129j -0.0105342+0.0163574j -0.0226519+0.00619376j -0.00731031-0.0149562j 0.000806189-0.00187302j 0.0134899+0.00869535j 0.0142022-0.0129802j -5.22192e-05+0.00856149j -0.0216094+0.00278557j -0.0064598-0.0153335j -0.00738375+0.0073662j 0.0301775+0.0222837j 
0.0497477-0.0312019j -0.0072554+0.0207231j -0.041828+0.0311903j -0.0125223+0.0227599j 0.008536+0.0241071j 0.0420417+0.00931574j -0.036928+0.0341152j -0.00457405+0.0149074j 0.00957467+0.0121107j 0.00398002+0.0106992j 0.00899194+0.0144115j 0.0240035+0.00473396j -0.0177609-0.00817813j -0.016723+0.049672j -0.024372-0.00608219j -0.0145215+0.00661612j 0.0190473-0.00735824j 0.00854279+0.0217753j -0.0229353-0.00659485j 0.000980974-0.00204122j 0.000759016-0.0083479j 0.0178734-0.00368428j -0.00397157+0.00810754j -0.0167186-0.0202786j 0.00803356-0.0195655j 0.0146296-0.00487443j -0.0090416-0.0104596j -0.00333568-0.00451769j 0.00151495+0.00683956j -0.00968162+0.0203001j -0.0103977+0.00242388j 0.0148233-0.00780356j 0.000449969+0.0377412j -0.0104247-0.000700496j -0.0088793+0.0195872j 0.0160102+0.000590391j 0.00160731+0.000939579j 0.00306473+0.00667171j 0.027456+0.00287418j 0.00471338-0.0043878j 0.0217088+0.0196029j 0.0157734-0.0196502j 0.00161325-0.00451403j 0.0106206+0.0107672j 0.0203122-0.0169724j -0.0118925-0.00637171j -0.000632892-0.0340519j -0.0315774-0.00826518j -0.00363795-0.0118572j -0.0248822-0.00711605j -0.00448318-0.0163751j -0.00545518+0.0032623j 0.00439241+0.00579279j 0.0163299-0.0343236j 0.0231444+0.0100161j 0.00244878+0.0136398j -0.015307+0.00526161j 0.0002197-0.0356604j 0.0326964-0.0209353j -0.0042407-0.0252915j -0.0125388+0.00343719j -0.00353009-0.0235939j 0.00467564+0.0268635j 0.0236409+0.0208765j -0.0326661-0.00662183j -0.0228211+0.00939757j -0.0155976-0.017494j 0.0192074-0.00505716j 0.000400198+0.0110239j 0.0246881+0.0128024j -0.0114237-0.00792386j -0.00889826+0.00390238j 
0.031112-0.00603255j 0.00491345-0.0182409j 0.00269281+0.0351445j 0.0369987+0.0171949j -0.0167473+0.0113386j -0.00251823+0.0231764j -0.0368286-0.0135426j -0.0278577+0.0220912j -0.00231159+0.0113157j 0.00147887+0.0104771j 0.0141265-7.85666e-06j -0.00675596+0.00531016j -0.0199408+0.0187945j 0.0180685+0.0130712j 0.00405253+0.00990796j 0.00316462+0.0186562j 0.0170684-0.0035655j 0.00977293-0.0110714j -0.00617458+0.00940975j -0.00325489+0.0142494j 0.0116841-0.0307023j 0.00513091+0.000773428j -0.0215885+0.00952798j 0.0195981+0.0128493j -0.00386589-0.010288j 0.00278871-0.000440997j -0.0142972+0.00215877j -0.0262528+0.000551248j -0.0165439-0.0182772j -0.000271745+0.0127532j 0.00732993+0.00424214j 0.0217313+0.000567076j -0.00463001-0.00766656j 0.00180521-0.0105481j 0.00718151-0.027209j -0.00768268-0.0148648j 0.0121789+0.00744072j -0.0167616+0.00659383j 0.0115853+0.00158004j -0.00841053-0.015616j 0.00661643-0.019909j 0.0222388+0.00437344j 0.00452713+0.0129127j 0.0152213-0.000991615j 0.0164753-0.00260754j -0.00455592+0.00938612j 0.00524929-0.0144371j -0.0117325-0.00591898j -0.00384413-0.0218728j -0.0173394-0.0079958j -0.019752-0.00502614j -0.000949596+0.0174563j -0.0278525-0.00386364j -0.00439206-0.0129552j 0.00391902-0.0115502j 0.0072542+0.00913727j -0.00987062+0.0186954j 0.0143662-0.00495552j -0.00616164-0.0205995j 0.00818517-0.0141572j -0.00922602+0.0148986j -0.00825152+0.0130696j -0.0151818+0.00927265j 0.00776435+0.00425679j -0.00496162-0.0107167j 0.00502992-0.00462959j 0.0145676-0.0115402j -0.00412401+0.0108334j -0.0238594+0.0016193j -0.00506092-0.0126014j -0.00522001-0.00411601j 0.0151034+0.0278389j 
0.0163009-0.0197989j 0.0173848-0.00890151j -0.0044949+0.0386041j 0.0392456-0.00299313j 0.0125156+0.0224035j 0.0499034+0.0290609j 0.0168848-0.0093474j 0.0117531+0.0141051j 0.0114464-0.0267007j 0.0160739-0.0109383j -0.00538796+0.00870499j 0.011967+0.0241633j -0.0110959-0.00575915j -0.00514594+0.00838004j -0.000121128+0.00112524j 0.0102835+0.000176727j -0.00254935+0.00334548j -0.0323145+0.015366j -0.00167557+0.0133383j -0.00711181-0.0196653j 0.00530941-0.0171616j 0.0227219+0.0261083j -0.0142514-0.0234913j 0.0228894+0.0116j -0.0102275+0.00594338j 0.0123866+0.0175896j -0.0278472+0.00682359j 0.00451003-0.0111728j -0.00540308-0.00967882j -0.00360864-0.0159529j 0.0109898-0.00796898j 0.0080874+0.00308535j 0.0118896-0.00185715j -0.00271729+0.00905104j -0.00412865+0.00197974j 0.00508786-0.0102517j 0.011124+0.000104273j 0.0130906-0.00310206j -0.00224235+0.013029j 0.00248805+0.018551j 0.0154658-0.0132941j -0.0024249+0.00533617j -0.0171346+0.00792816j -0.00480983+0.00899694j 0.0162343-0.00102899j -0.000400819+0.00129245j 0.00611289-0.0128199j -0.00290019-0.00080918j 0.00594653-0.0200222j -0.000302789-0.0139074j -0.00386735-0.0123132j -0.0132343+0.0102432j 0.00985368-0.0156476j 0.00348086+0.00890839j 0.00410993+0.00461293j -0.0122464+0.0199572j -0.000296452+0.00594777j -0.00180778-0.00701326j -0.00180868-0.00299335j -0.00218509-0.00490751j 6.78631e-05+0.0107252j 0.0069006-0.00257987j -0.00177488+0.00199041j 0.00912576+0.00749895j -0.00615297-0.0211915j 0.00160653+0.00723766j -0.00569678-0.0104658j -0.00372554-0.00141381j -0.0125917-0.00756889j 0.0134068+0.00371221j 0.000464863+0.000146753j 0.0115633-0.00556776j 
