0.00901015+0.0454118j 0.0343117+0.017668j 0.0386746-0.0295683j -0.0397197+0.052297j 0.00238711-0.0158732j 0.00315023-0.037723j -0.0149803+0.0933291j -0.00227817+0.0268908j 0.00958684-0.0177302j -0.00240338+0.0101715j -0.0249274-0.0338529j 0.0155178+0.030549j 0.00559403+0.00308698j 0.00239239-0.0651825j 0.0157261+0.00116669j 0.00629771+0.0112144j -0.0143499+0.00873439j -0.00703679+0.0398761j -0.0397529-0.0191223j -0.0173516+0.0139721j -0.011477+0.0127817j 0.00524784-0.0276593j 0.000598792+0.026163j -0.00996309+0.0185477j 0.0102342-0.0164572j -0.0131995+0.0113584j -0.0120307+0.0113585j -0.00406219-0.0095979j -0.0225303-0.0153094j 0.0191395+0.0323718j 0.0141795+0.0122703j 0.0249531-0.0260238j -0.0112502-0.040739j 0.0088821-0.0094844j 0.00271022+0.0122778j -0.0072181-0.0147828j -0.0105411-0.0136695j 0.0104077-0.00306536j -0.00237823-0.0180378j -0.0201683-0.00184297j -0.0216632+0.0104022j 0.000979506-0.0293805j 0.000661466-0.0177552j -0.0106733-0.0209219j -0.0144206-0.0111893j 0.00285513+0.0128715j -0.024226-0.00607703j 0.00852447+0.0168951j 0.0081179-0.00644588j 0.0229547+0.0308259j 0.0173133-0.00205747j 0.0169749+0.000796472j 0.0115472+0.0067405j 0.0154813-0.00144811j 0.00521594-0.00403911j -0.00204843-0.0172698j -0.0265878-0.0186363j 0.00179895+0.0364673j -0.0267539+0.016372j -0.0515943-0.0334697j -0.0159593+0.00514052j -0.00480176+0.0111788j 0.0441776-0.004307j -0.00784487+0.00743505j 0.0233164+0.0296124j -0.0251634+0.0408628j -0.00458536-0.0549876j -0.0102494+0.0344138j -0.0469436-0.053706j -0.00612953+0.017262j -0.0118417-0.0309497j 0.0218306-0.00367336j -0.0174919+0.0674487j 0.0107378-0.00570053j 0.00446171-0.0247097j -0.0420785+0.0160357j -0.0584782-0.0104015j 0.146538+0.0250436j -0.01558+0.080137j -0.029622-0.102355j -0.03255+0.0532353j -0.0618055+0.0252578j 0.0501614-0.00175421j 0.0392423+0.0755159j -0.00486031-0.100037j -0.0253899+0.0376312j 0.0276761+0.0622885j 0.0772281+0.0244912j -0.0424182-0.0278567j 0.0580888+0.00143111j 0.0163365-0.0719533j -0.0440174-0.0808322j 0.00281272-0.0218851j 0.131549+0.0261627j 0.0795445+0.165144j -0.164205-0.0422666j 0.133672+0.233003j 0.173937+0.0964829j 
-0.0217271-0.0164729j 0.0164247-0.0064396j -0.0441424+0.00333344j -0.00167904-0.00761425j 0.00838082-0.0151072j 0.0049945+0.0576687j 0.0669429+0.0372871j 0.0423846-0.027363j -0.0156122+0.0357764j -0.0346457-0.0310029j -0.000292756-0.0347089j 0.00891132-0.0277488j -0.0343673-0.0067053j 0.0195402+0.0192504j 0.0199031+0.0377651j -0.0412711-0.00440484j -0.0142699+0.00138321j -0.0112531-0.0207365j -0.0195043-0.00180742j 0.017825-0.0358082j 0.014398+0.0291781j 0.0488608+0.0031389j 0.0359618-0.00630967j 0.0125216-0.0048461j 0.000314282-0.00846076j 0.0146415+0.00744374j -0.0208146-0.00216167j -0.00475102-0.00321351j -0.000373615-0.0017821j 0.0201075-0.0462414j -0.00831617-0.0106042j -0.00889371+0.00389966j -0.00139894+0.0167535j -0.00325804+0.0217696j 8.10743e-06+0.0061174j 0.0294779-0.0123596j -0.0203598-0.000627382j 0.0164635+0.0195591j -0.0170634-0.00110187j -0.0202192-0.010188j 0.0160933+0.00509208j -0.0046122+0.0329124j 0.0278928-0.0109005j 9.84233e-05-0.0214381j 0.0217161+0.0215371j -0.0116323+0.0329507j 0.00729841-0.0136763j 0.00556841+0.00486733j 0.00566655-0.00440275j 0.0215443+0.025715j -0.00142147+0.0129851j -0.0101476-0.0199914j -0.00426994+0.00224155j 0.0147154+0.0151146j -0.0139068-0.0163073j -0.00975767+0.00584723j -0.00626206-0.00895263j 0.0212128+0.00532052j -0.00318943-0.00492563j -0.00113989-0.0241607j -0.0198474+0.00777685j -0.00232416-0.00616572j 0.00203237+0.0101414j 0.00620351-0.000528159j 0.000773338-0.000331206j -0.0130164-0.0193042j -0.00825834+0.00687253j 0.0134136-0.0132908j 0.00421628-0.00420132j 0.00850753-0.0175805j 0.0169761+0.0240773j -0.00106007-0.015345j -4.41477e-05-0.00702536j -0.0164835-0.00479708j -0.00319207-0.00523454j 0.00489979-0.029099j -0.0147066-0.0186648j -0.00524573+0.0025291j 0.0044552-0.0100318j 0.00680954-0.00784757j -0.019661+0.00537078j 0.0152314-0.0069671j 0.0085416-0.0127713j -0.0222817+0.00263349j -0.0236697-0.00348365j -0.00161952-0.0108841j 0.0113887-0.0118418j 0.00576926+0.0131053j 0.00966582-0.00828913j 0.0146486-0.00640041j -0.0166305-0.00861774j 0.00794644+0.00362237j -0.0342298-0.00461306j 0.00503837+0.000551161j 0.00594601-0.0168067j -0.00252053+0.0084059j -0.000960028-0.00100583j -0.00402744-0.0206909j 
0.0316814-0.0180216j 0.0048989-0.0414252j -0.013101+0.0123681j 0.0940714-0.0231762j -0.0139025-0.0010503j 0.0772885-0.024738j 0.0483612-0.0626224j -0.0427912-0.0213059j -0.0362267+0.0528632j -0.0726819-0.0403527j 0.0423243-0.0210889j -0.0152508-0.0679401j 0.0116791+0.0692406j 0.0670224+0.0410103j 0.026502-0.0695658j -0.0241009-0.0217019j 0.025816-0.0354678j -0.00998297+0.00572102j 0.0264897-0.00698371j 0.0376896+0.00913123j -0.015033+0.00780405j 0.01055+0.0194938j -0.0406012-0.000557093j -0.0183848-0.00212614j -0.00448971-0.000306079j 0.00507219-0.0304526j -0.0145323+0.0217881j 0.0176774+0.00657144j 0.0129847-0.00410365j 0.0269455-0.0286787j 0.00408263-0.0495636j 0.0145647-0.0068356j 0.0434026+0.00770514j 0.00718017+0.0257374j 0.0207819+0.0117051j 0.036466+0.0156516j -0.000727221-0.0312632j -0.000797582+0.0231744j 0.0227163-0.00796447j 0.015468-0.0275073j 0.0150071+0.0246538j 0.0372788-0.00546692j 0.0216223+0.0250093j -0.0034917+0.00213792j -0.0115402+0.0384399j 0.00892544+0.000759817j 0.0263389+0.00537088j 0.0284883+0.0123364j 0.031492+0.00604762j 0.0014761-0.00074638j -0.0215411+0.0486122j 0.00444937-0.0104549j 0.05081-0.00293632j -0.00376686+0.0235371j -0.029389-0.00396865j -0.00477478-0.019891j 0.0400891+0.0150594j 0.0247423-0.00798656j 0.0241138-0.0115458j -0.0123685+0.00857816j -0.0204338+0.0137129j -0.0329741-0.0275875j -0.0474403-0.00347962j 0.0403897-0.00731402j 0.00930262+0.0333259j 0.0377372-0.0194328j -0.0155631+0.0133924j -0.0220138-0.0147009j 0.00791863+0.0147464j 0.00265105-0.0232568j 0.0273969+0.0222801j -0.000287896-0.0318768j 0.0312997+0.0247619j -0.00272205-0.0218455j 0.0379516+0.00966455j 0.0175614-0.0295015j 0.0200124+0.0137187j -0.00909836-0.0135113j -5.04981e-05+0.00950586j 0.0315715+0.0421244j 0.0115888+0.0266945j 0.00262244+0.00477913j 0.0121462-0.018588j -0.00368396-0.0372811j -0.0209263+0.00433775j 0.0247131-0.0282059j -0.0147103+0.0123957j -0.00695081-0.0188846j 0.0437519+0.0215983j -0.0125955+0.000920384j -0.0176373+0.012605j 0.0273828+0.0186177j -0.015825+0.0273181j -0.0173293-0.00392149j -0.0459071-0.036342j 0.0105235-0.010489j -0.00328472-0.0501625j 0.0134262+0.0211233j 
0.0225143-0.0422016j -0.0195812+0.00113336j -0.0655214+0.0363801j -0.0292244+0.0288747j 0.0245248-0.0202369j -0.0189003-0.0417251j 0.00859719-0.0391263j -0.0220458-0.0140982j -0.04444-0.0245072j 0.0331274-0.0519814j 0.0381282+0.0748917j 0.0484977+0.018286j -0.0313628+0.0212853j -0.00275468+0.0713308j 0.0285292+0.0580658j 0.03299-0.00338709j -0.0145305+0.00486915j 0.0486033-0.0197692j -0.0571084-0.0499004j -0.000966511+0.0142398j -0.016087+0.000355776j -0.0338348+0.00417335j 0.00999022-0.0197789j -0.00402228-0.0039274j 0.0232981+0.0275503j -0.0123652+0.0400498j -0.00286339+0.0152751j 0.00500364-0.0443046j 0.00811413-0.0077155j 0.0104548+0.00519459j 0.0207306+0.000461937j -0.00854162+0.0140929j -0.017984+0.00298192j 0.00714565-0.0122389j 0.0132829-0.0273592j -0.0234934+0.0122216j -0.000994731-0.0212526j 0.0117331+0.00236861j 0.0105446-0.0432217j 0.0102425+0.00956677j -0.012736+0.00111184j -0.0182472+0.00555841j 0.0250896-0.00138869j -0.00104255+0.0439758j 0.0295934+0.0385564j -0.00275758+0.01097j 0.00889705+0.0175014j 0.014882+0.0159008j 0.0219647+0.0200739j -0.00248433+0.0187703j -0.0011303+0.0213543j -0.000562719+0.0238185j -0.00811853-0.0349062j 0.00178133-8.0065e-05j 0.0179376+0.015717j 0.00681216+0.00716067j -0.0184277-0.0719303j 0.0077224-0.0198903j -0.00533442-0.000632793j -0.00801465+0.0318054j -0.0100181+0.00156432j -0.000462152+0.0350283j 0.0041023+0.047961j 0.0449021-0.0444349j 0.00337258-0.0232104j 0.0105606-0.0375572j -0.00756457+0.0244119j -0.0117741+0.00613447j -0.0106438+0.00507621j 0.0162228-0.0207444j 0.0390479-0.0511314j -0.0234836-0.00269089j 0.0440662-0.0468084j -0.0298384+0.0181263j -0.0232142+0.00704935j -0.0527445-0.0141805j 0.0271177-0.0159706j 0.00715106+0.0230813j 0.0233482-0.0200632j 0.0244882-0.0177623j 0.0269268-0.046115j -0.0289772-0.0213208j -0.0219295+0.00554828j -0.00480538+0.00976651j 0.0146647+0.0224917j -0.0146438-0.0144319j 0.00282573+0.00947813j 0.00261589-0.00616121j 0.0033715+0.00933318j 0.0238751+0.00408548j 0.0333383+0.0428081j -0.0330574+0.00826076j 0.00173563-0.0148024j 0.00846376-0.0383772j -0.00309693+0.00417999j 0.0462993+0.030147j -0.00999825-0.0150724j 0.00193538-0.0230349j 
0.000425602-0.0318404j -0.0349061+0.0287354j -0.00397632-0.0208814j 0.0279083+0.00829379j -0.0211388-0.0965245j 0.0657208+0.0935072j 0.104153-0.0588883j -0.00998764-0.108679j -0.0506368+0.00926928j 0.0234925+0.0479763j -0.0270306-0.0125833j -0.0666532+0.043204j 0.0101815-0.0266647j 0.0083251+0.0110369j -0.0287407-0.0263877j 0.0118152-0.00865586j -0.022604+0.00550983j 0.0318276+0.016502j -0.025937-0.021759j 0.0263229+0.0450581j 0.00163103-0.00224833j -0.0320826+0.0139025j -0.0353297+0.0183459j 0.0323298-0.0312012j 0.00930469+0.0262205j -0.0581189-0.0157736j 0.00918326+0.0219273j -0.0563416+0.0129604j 0.00540232-0.0193419j 0.00101663+0.0087875j -0.00869376-0.0149085j 0.0114921+0.00370482j -2.67156e-05-0.0236629j -0.00455144+0.00789225j -0.017096+0.0138935j 0.0138715-0.0126915j -0.0483686+0.0333647j -0.00598127+0.0379677j -0.0329349-0.0185532j -0.0106877-0.0255707j 0.0107358+0.00965821j -0.0418165-0.00274445j -0.00122567+0.019469j 0.0170906+0.0177585j 0.0196063+0.00683596j -0.00706932-0.0143817j -0.00490952+0.0213503j 0.0243073-0.00206335j 0.0193071-0.0263736j 0.00219723+0.010782j 0.0121059+0.00464682j 0.0390518-0.0243419j 0.00523339-0.0251038j 0.00254226-0.00707997j -0.00285829-0.0301095j -0.018342+0.00752712j -0.0208281-0.0154208j 0.0130422+0.0215053j -0.00112465-0.0163596j 0.0136036-0.00690305j -0.00758373-0.0182907j 0.0202886-0.00865308j 0.0213254+0.0326621j -0.0110076+0.00836524j -0.0172647-0.0131198j 0.0088124+0.00968815j 0.00432037+0.00122963j 0.0118699-0.0109346j 0.0119507+0.0198996j 0.00541045+0.00465295j -0.019295+0.000853128j 0.0163108+0.00383421j -0.00994512-0.0159722j -0.0400374+0.0114405j 0.00731266+0.0079706j 0.0131474+0.0165435j -0.00249382-0.0515451j -0.00327304-0.000363739j 0.0156569-0.025304j 0.0222619-0.0117627j -0.023555-0.0541978j 0.0281304+0.0283134j -0.0059319+0.0134525j -0.0178653+0.00829188j 0.000147009+0.0037565j -0.0137821+0.0164391j -0.00679816-0.0135606j 0.00906415+0.0440237j 0.0171679+0.003715j -0.0065432-0.0142411j -0.0117566-0.0003492j -0.0113716-0.0243461j 0.016131-0.0349907j -0.0537701+0.00315998j 0.0295571-0.00481668j 0.0150653-0.00031361j -0.00823397-0.0273925j 0.00254605-0.0245426j 
0.00419252-0.00881587j 0.000738523-0.0206023j -0.0101686+0.0645284j 0.0415929-0.0118979j 0.0277348+0.0278781j -0.0360451-0.000240089j 0.00202843+0.0137661j -0.0240598+0.0170031j -0.0211228+0.0592001j -0.00735363-0.0169859j 0.0150085-0.0325309j 0.00703013-0.0274926j 0.00119514+0.03168j -0.0519588+0.051756j -0.00952503-0.00234486j -0.00981445-0.0118295j -0.0584006+0.0143424j 0.0485663+0.00813854j 0.0378055+0.00824743j -0.0323969+0.0129954j -0.027041-0.0398957j 0.00780478-0.00877433j -0.0300256-0.010207j -0.0197885+0.0169063j -0.0174339+0.0593783j -0.0179468-0.000535132j 0.00113855-0.0522891j 0.0379656-0.0352034j 0.0105153+0.00609758j 0.00872438-0.00744382j -0.0111426+0.00113284j 0.0292684-0.0356769j 0.00545295+0.0110864j -0.00742449+0.0246939j -0.00338413+0.0163834j -0.00314582-0.0269043j 0.0250061-0.0191378j 0.00183833-0.00584566j -0.00023169-0.00727413j 0.0207384-0.0171501j -0.0130017-0.00358905j -0.0030133+0.0110098j 0.0273661-0.0149242j 0.00294188-0.0109758j 0.00166447+0.0129919j 0.00238757+0.0187992j -0.000676771-0.00933994j 0.00558389-0.00670775j -0.0028823+0.00582766j 0.000734723+0.00675337j 0.0101164-0.0181242j -0.0054516+0.00288664j -0.00915013+0.0229713j 0.00902355+0.0265571j 0.000642302-0.00110066j 0.0102774-0.00794865j -0.00466029-0.0057332j 0.00900121+0.00819438j -0.0032102+0.00124713j -0.00904216-0.0338406j -0.0111404+0.0167403j -0.00827018+0.00210466j 0.00441133+0.00650117j -0.00601166-0.00919348j 0.0131734+0.0090781j -0.00874996+0.00677643j -0.0105402+0.00100138j -0.00097256-0.00585368j 0.00531368+0.00155865j 0.00617923+0.00206008j 0.00907845+0.0104865j -0.00559843-0.0137543j 0.00504804-0.00429494j 0.00694267-0.0119057j -0.0100858+0.0055114j -0.00371404+0.00867512j 0.00742831-0.000429484j -0.00506313+0.0122006j -0.00115653+0.0189468j -0.00496154-0.00359669j 0.00596681+0.00120487j -0.00294194+0.0108271j -0.00621094-0.0307452j -0.00619554+0.0125271j -0.000745513-5.79776e-05j 0.00396204-0.0307914j 0.0055862+0.0108107j 0.000603586-0.00656228j -0.00255427-1.98711e-05j -0.00611134+0.000971082j 0.0128324+0.025712j -0.00352341+0.0104696j -0.00873827-0.00429163j 0.00122201-0.00856445j -0.0163673-0.00373084j 0.0132106+0.00388951j 0.00590989-0.005346j 0.00414731-0.0124404j 
0.00361363-0.0278343j -0.00967731+0.0149221j -0.0441953+0.0103017j 0.00346417+0.0699299j -0.0467853-0.0153819j -0.000751647-0.0147157j 0.0131896-0.0180278j -0.0104846-0.0277108j -0.0179252+0.0127741j 0.0187174-0.0598564j -0.000140357+0.0155315j -0.0178822-0.00273507j 0.0571167-0.0163207j 0.0177753+0.0238088j -0.0289066+0.0596065j 0.00467048+0.00585826j -0.0655424+0.0271088j -0.0286005+0.034532j -0.0519247-0.0113535j 0.00367306+0.0218709j -0.0164945+0.0551108j 0.031084+0.0133275j -0.0300241+0.0247539j 0.00750846+2.77165e-05j 0.0162115-0.00290424j -0.0101507+0.00193496j -0.0524029+0.0228307j -0.0147932-0.0221944j -0.00460596-0.00287095j -0.0111909+0.0449671j -0.0175451-0.00694847j 0.00867531-0.0387723j -0.00220783-0.0290795j 0.00921141-0.0203818j 0.0155835-0.0142265j -0.0245096-0.00637842j 0.00956891-0.0256041j 0.00385846+0.00623601j 0.00128504-0.0329746j -0.0163617-0.00972298j -0.0146855+0.00105168j 0.0039647-0.00712789j -0.00859325-0.0224232j 0.00356789-0.0216375j -0.00534982-0.00237614j 0.000344539+0.0162025j 0.00506894+0.0027378j 0.0089238+0.00540423j -0.00893029+0.0182164j -0.00632616+0.00939373j -0.0116648+0.034528j 0.0035979-0.0085126j 0.00456099-0.0422212j 0.00322919+0.00436497j 0.0152626+0.00134599j 0.00483586-0.0152752j 0.00206882-0.0066448j -0.00473413+0.00117506j -0.000130355+0.0234004j 0.00508437-0.000904388j 0.00901604-0.0153701j 0.00498485-0.00632268j -0.00139191-0.00866423j 0.00518628-0.00462923j -0.00583221+0.00759646j 0.000866439-0.0102063j 0.0115673+0.000394668j 0.00914241-0.00262226j -0.00767047-0.0145224j 0.00219505+0.00786805j 0.0105149-0.0143982j -0.00564049-0.0153815j -0.0104724-0.00883634j -0.00377731+0.0229375j -0.00206916+0.00694751j -0.010495+0.0108306j 0.00641501-0.0178613j 0.00199937+0.00394335j 0.000432619-0.00478677j 0.0107537-0.0178843j 0.00433758-0.0125801j -0.0013128+0.0177623j 0.00393809-0.0108949j -0.00704181-0.0166666j 0.0097795-0.00668825j 0.00604379+0.0168342j -0.00610164+0.0127308j 0.000515823+0.00538204j 0.00336076+0.00484627j -0.00792035-0.0163438j -0.00313666+0.0125561j -0.017524-0.0261726j 0.00636761-0.0111498j -0.0177316-0.00872286j 0.0195257+0.00248942j 0.0175897+0.00618563j -0.00582657+0.00669672j 0.00648409-0.0105572j 
-0.0528424+0.0553225j -0.0334152+0.0477148j -0.0664086-0.0257006j -0.0659193-0.0573133j 0.0872301-0.00385692j -0.0401422+0.0847424j 0.051648+0.148555j 0.144274-0.0585504j 0.0281426+0.00360691j 0.0188802-0.0292048j 0.0190718-0.0401951j -0.00978116-0.0147698j 0.00894466-0.0153399j 0.0109738-0.0257801j -0.0156833+0.0464806j 0.0435486-0.0636439j -0.0197377-0.0173119j 0.016152+0.0190332j -0.012668-0.0237959j -0.0396799+0.016656j 0.0135836-0.0229335j -0.0492677-0.058211j 0.0132935+0.00990804j -0.0237173+0.0167285j -0.0474084-0.0253639j -0.0308655-0.00561763j -0.00406759+0.0331637j -0.0135252+0.0482039j -0.0026051-0.0229789j -0.00834239+0.0162265j 0.0175923+0.00478533j -0.0151934+0.0469486j -0.0116038+0.00252106j 0.0144746+0.0404492j -0.0229929+0.0112115j 0.00208216-0.0316497j -0.0186422+0.00951025j 0.00774754+0.0433778j -0.00873571+0.025372j -0.0246469+0.0348068j -0.0187479-0.0049129j -0.0489878-0.0297509j 0.00815981+0.0362777j 0.0027818-0.00602036j 0.01539-0.0490984j -0.0143552+0.0167658j -0.00398827-0.0255598j -0.00449111-0.00265114j -0.0312876-0.00648673j 0.0172782+0.029469j 0.0226089-0.0323846j -0.0101718-0.0188862j -0.0274425-0.0113866j 0.0254419-0.000662521j -0.0204905+0.0237679j -0.0223853+0.0421115j -0.015452+0.00259265j 0.00328164-0.000139729j -0.046475-0.0325877j 0.00931538-0.0206912j -0.0441228+0.0180991j -0.0283779+0.0113598j 0.00316455-0.0134437j -0.00347088+0.00695696j 0.0430136+0.00680164j -0.0294261-0.025738j -0.00543523+0.0139537j -0.00143959+0.00417087j -0.00714273-0.0305389j -0.00573566+0.0236577j 0.0116473+0.0125926j -0.0143222+0.00266378j 0.004978+0.0264218j 0.0228244+0.00180485j -0.00116049-0.0268797j 0.00767885-0.0420859j -0.0125518-0.00283047j 0.027659+0.0116071j -0.00743572+0.0372339j -0.022464-0.00520252j 0.000965011+0.054394j -0.0370888-0.0274692j 0.000429169+0.0204026j 0.000252797+0.0069643j -0.0117433-0.0206041j 0.00782715-0.0064869j 0.0134072+0.0325016j 0.0179307-0.0173586j -0.025374-0.0293378j 0.0178594+0.0228861j -0.00848047-0.00872045j 0.0064965-0.0187801j -0.0432572+0.00293844j 0.0540968+0.00518738j 0.019587+0.0225663j -0.00202608+0.0134357j -0.0151433+0.0451061j -0.00977408-0.0285944j 
-0.0334613+0.0410468j 0.0522685-0.0525644j 0.0571492+0.0630473j -0.0426622-0.030142j 0.0362752-0.0201259j -0.074357-0.0552249j -0.0741304+0.0700715j -0.0414585+0.0802816j 0.0334435-0.0066155j -0.0464016-0.0703713j 0.00923566-0.000676675j 0.0299426+0.0513716j 0.0164514+0.0126634j 0.0341975-0.0445363j 0.00323253-0.0245533j -0.0296765-0.0437773j -0.0260698-0.0313097j 0.00509495-0.000227479j -0.0300196+0.0253632j -0.0293489+0.0557195j -0.0637277-0.0196182j -0.0466906+0.0231645j 0.011488-0.00161856j -0.00380947+0.0485036j 0.000541469-0.00637896j 0.0215483+0.0663432j 0.0165332+0.00187567j 0.0459709+0.0023289j 0.00358495+0.016721j -0.00871522-0.00471062j 0.00217294-0.0508431j 0.0263459+0.0033503j -0.0197345+0.0116967j 0.0403789+0.00999665j 0.0139166+0.0183229j -0.0248273+0.000949154j -0.00535529+0.0151072j 0.0526459+0.0170101j 0.0239309+0.0103463j 0.0194483+0.0266647j 0.0172253+0.0390106j -0.0302897+0.0299608j 0.0393447-0.0174251j 0.0258564+0.0174786j -0.0148753-0.006011j 0.0208104+0.0179426j -0.0315528+0.0106365j 0.000329578+0.00740009j -0.00669561+0.0159374j 0.0222164+0.00333845j -0.016999-0.0526463j 0.00896232-0.0114203j -0.0448145+0.0217043j 0.0080824-0.0276399j 0.0159699+0.010016j 0.0567936+0.0292781j 0.0155377+0.0276622j -0.0137928+0.0292665j -0.00958796+0.0365649j 0.00962958+0.0218536j 0.000542845+0.05509j 0.0259255+0.0133364j -0.0381968-0.0124042j 0.00507857+0.00497073j 0.0114054-0.056407j 0.0122557+0.0328939j 0.0121077+0.0123582j 0.0162238+0.00894063j -0.00247681+0.0102678j 0.0377066+0.0186011j 0.0319064+0.00216976j 0.00622226-0.0196488j 0.0197472-0.0334176j -0.0107391-0.00780671j -0.00370412-0.0117364j -0.0303168+0.046114j 0.00948939+0.0214167j 0.0108399-0.0380294j 0.0239476+0.00952631j -0.00884076+0.00235042j 0.0381459-0.0242867j 0.0261163+0.042941j 0.00693441-0.0225418j -0.00845693-0.0126022j 0.0233736-0.00737321j 0.0067754-0.01255j 0.0109988-0.000802887j -0.0414738-0.0630851j 0.00782617+0.00687631j -0.00372605-0.0104759j 0.019405+0.0181611j -0.0254484-0.017923j 0.055867+0.0355614j -0.00384378+0.0044307j 0.00369699+0.0127373j -0.0257363-0.0174044j 0.00969042+0.0188129j -0.0175554+0.0416206j 
0.111286-0.200949j 0.162391-0.0938423j -0.0629503+0.12609j 0.153401-0.050426j 0.0101876+0.0733689j -0.108834+0.0799119j 0.00839733-0.0312618j -0.0186251-0.0422945j -0.000401083-0.0166578j -0.0437574+0.00453234j 0.00527885+0.0613642j -0.00591941+0.0333861j 0.0123198+0.00131439j 0.0381018-0.0215447j -0.03445+0.0754925j -0.0477756+0.0328227j 0.000669688-0.0271334j -0.00683093+0.0144158j 0.0353583-0.0280895j -0.0320412+0.0224917j -0.078893-0.0320102j -0.0060545+0.0559528j -0.0527391+0.00542857j -0.0185053-0.00631047j 0.0190959+0.0455549j 0.0156384-0.0212793j -0.0415997-0.0513245j 0.0377492-0.0306153j -0.00321962+0.00428872j -0.0218217+0.0589723j -0.0141542+0.0191816j 0.0208097-0.0197513j 0.0290882-0.00335031j 0.0325114-0.000478613j 0.00610452+0.024687j -0.00276771-0.00450778j -0.0187036+0.00545402j 0.0238444+0.0147703j 0.0337969+0.00654236j 0.0159884-0.0342123j -0.00326228-0.0224776j 0.0363113+0.0237601j 0.0126566-0.0114644j 0.0222148-0.0323504j 0.0271952+0.033842j 0.0280958-0.0214109j -0.0156306+0.0233153j 0.00878423+0.0420622j 0.0310539+0.0454668j -0.0022995+0.0208268j 0.0266747-0.0116622j 0.0273076-0.00596026j -0.000521627-0.00701217j 0.00667557-0.0162598j -0.0206175+0.0289562j 0.0348839-0.00946621j 0.0150675-0.0132235j -0.000881143+0.0337248j -0.00238184-0.0479931j -0.0172593-0.023394j -0.0318639-0.00365936j -0.00699629+0.0259586j 0.01562-0.0241833j -0.00426574+0.0395929j 0.00821964+0.029148j -0.031719+0.0226227j 0.0035156+0.0110449j -0.0221395+0.00943369j 0.00623835-0.0242786j -0.00483199-0.00880303j -0.00743444+0.0163077j -0.0111069+0.0183195j -0.00215927+0.0146365j 0.0379101-0.016177j -0.00756476+0.019279j -0.0176641-0.00880569j 0.0159217-0.00142311j -0.0136812+0.0403357j -0.032475+0.00791701j 0.0295728-0.0245709j -0.0156875-0.0111781j -0.0131304+0.00365992j -0.0108269-0.0111615j 0.0122755+0.0163082j -0.0025339+0.0226554j 0.0262996-0.0722134j -0.0199465+0.00271859j 0.0147106+0.0293847j -0.0227722+0.0168979j 0.00513633+0.00965127j -0.00230885+0.0561983j 0.0191703+0.0430848j -0.0184384-0.0354474j 0.00296539-0.031368j -0.041339-0.0288047j 0.0258139+0.0380825j 0.0115271-0.0433383j 0.0282507-0.0120828j 
-0.162992+0.0936843j 0.109764-0.201076j 0.143224-0.0519875j 0.0607044-0.13904j 0.109099-0.0364841j 0.00468996+0.0179562j 0.0396647-0.0763911j 0.0209994+0.0495622j 0.0395036-0.00315594j 0.0181222-0.0501291j -0.0385934+0.0382317j -0.0371785-0.0199507j 0.0235459-0.0395439j -0.0412138+0.0443639j -0.0396766+0.0129696j 0.0187468-0.0378242j 0.0133894-0.0329229j -0.0381604+0.0020081j 0.0162523+0.0801514j -0.019708-0.0289816j 0.0127788-0.056828j -0.0360337+0.0152214j 0.0103189-0.0457351j -0.0119092-0.0323367j -0.0738339+0.0291728j 0.00539143-0.00134737j 0.0705689-0.0345581j 0.0162792+0.0223372j -0.0162206+0.0321644j -0.0376562-0.0200944j -0.00730149-0.00857066j 0.0160631+0.00305718j 0.00940479+0.0513616j 0.00185819+0.0402561j -0.0186989-0.00949392j 0.0224589-0.0153822j 0.00307732-0.0243424j -0.0170258+0.00829324j 0.011303+0.0320154j 0.0337945+0.0107301j 0.0107113-0.00660357j -0.0242783+0.0452207j -0.00452923+0.00463173j 0.032152+0.00726272j -0.0153492+0.0443313j 0.00149125+0.0155606j -0.016203-0.00938933j -0.0367596-0.00237557j -0.0493493+0.0284347j -0.0150843-0.00763974j 0.0046009+0.00298429j 0.00399246+0.0227155j 0.0112998-0.00716757j 0.03183+0.0170251j -0.0291418-0.00971594j -0.0308231+0.0182886j 0.00666612+0.0332833j -0.0154015-0.0154523j 0.0401903-0.0055476j 0.029669+0.00460366j -0.0128626-0.0365218j -0.0145817+0.00479689j 0.0137058+0.00418529j -0.03539+0.0138125j 0.0113285-0.031622j -0.0212449-0.0287335j -0.0341972+0.0236224j -0.0374165-0.0217956j 0.011791+0.014338j 0.000608771-0.0410518j -0.0373813-0.00097644j -0.0257043+0.00566831j 0.00610721-0.0311411j 0.0122989-0.0102833j -0.00917319-0.00861311j 0.0256695-0.0161224j -0.00491904+0.0186229j -0.0328504-0.012437j -0.00731155-0.0412855j 0.00484034+0.0234342j -0.0137959-0.0165806j 0.0223044-0.0309989j 0.0110957-0.0047525j 0.0146465+0.00359469j -0.00418338+0.0332824j 0.0135553+0.000896814j 0.0128344-0.0695674j 0.00548651-0.00627032j 0.00756632+0.006264j 0.00631062+0.0191107j -0.0091755-0.0319147j 0.0104875+0.0752924j 0.00524281+0.0327441j 0.00414811+0.0145922j -0.0265058-0.0429976j -0.0374003-0.0258476j 0.0276868-0.0113187j -0.0103757+0.0431088j 
