0.00901015+0.0454118j 0.0343117+0.017668j 0.0386746-0.0295683j -0.0397197+0.052297j 0.00238711-0.0158732j 0.00315023-0.037723j -0.0149803+0.0933291j -0.00227817+0.0268908j 0.00958684-0.0177302j -0.00240338+0.0101715j -0.0249274-0.0338529j 0.0155178+0.030549j 0.00559403+0.00308698j 0.00239239-0.0651825j 0.0157261+0.00116669j 0.00629771+0.0112144j -0.0143499+0.00873439j -0.00703679+0.0398761j -0.0397529-0.0191223j -0.0173516+0.0139721j -0.011477+0.0127817j 0.00524784-0.0276593j 0.000598792+0.026163j -0.00996309+0.0185477j 0.0102342-0.0164572j -0.0131995+0.0113584j -0.0120307+0.0113585j -0.00406219-0.0095979j -0.0225303-0.0153094j 0.0191395+0.0323718j 0.0141795+0.0122703j 0.0249531-0.0260238j -0.0112502-0.040739j 0.0088821-0.0094844j 0.00271022+0.0122778j -0.0072181-0.0147828j -0.0105411-0.0136695j 0.0104077-0.00306536j -0.00237823-0.0180378j -0.0201683-0.00184297j -0.0216632+0.0104022j 0.000979506-0.0293805j 0.000661466-0.0177552j -0.0106733-0.0209219j -0.0144206-0.0111893j 0.00285513+0.0128715j -0.024226-0.00607703j 0.00852447+0.0168951j 0.0081179-0.00644588j 0.0229547+0.0308259j 0.0173133-0.00205747j 0.0169749+0.000796472j 0.0115472+0.0067405j 0.0154813-0.00144811j 0.00521594-0.00403911j -0.00204843-0.0172698j -0.0265878-0.0186363j 0.00179895+0.0364673j -0.0267539+0.016372j -0.0515943-0.0334697j -0.0159593+0.00514052j -0.00480176+0.0111788j 0.0441776-0.004307j -0.00784487+0.00743505j 0.0233164+0.0296124j -0.0251634+0.0408628j -0.00458536-0.0549876j -0.0102494+0.0344138j -0.0469436-0.053706j -0.00612953+0.017262j -0.0118417-0.0309497j 0.0218306-0.00367336j -0.0174919+0.0674487j 0.0107378-0.00570053j 0.00446171-0.0247097j -0.0420785+0.0160357j -0.0584782-0.0104015j 0.146538+0.0250436j -0.01558+0.080137j -0.029622-0.102355j -0.03255+0.0532353j -0.0618055+0.0252578j 0.0501614-0.00175421j 0.0392423+0.0755159j -0.00486031-0.100037j -0.0253899+0.0376312j 0.0276761+0.0622885j 0.0772281+0.0244912j -0.0424182-0.0278567j 0.0580888+0.00143111j 0.0163365-0.0719533j -0.0440174-0.0808322j 0.00281272-0.0218851j 0.131549+0.0261627j 0.0795445+0.165144j -0.164205-0.0422666j 0.133672+0.233003j 0.173937+0.0964829j 
-0.00391002-0.0181038j 0.00285485-0.0018084j 0.0116643+0.00273824j 0.0160838+0.00723059j -0.010987-0.00701544j 0.0101038+0.0130474j 0.0172739-0.0377099j -0.0150281-0.0537387j 0.0145482-0.0158571j 0.0300511+0.0190581j -0.0310037-0.0119669j -0.0336773+0.0213507j 0.0413202-0.0657459j -0.0256102-0.0428212j -0.0510936+0.0467611j 0.0237754+0.00705807j -0.0472419-0.0126367j -0.0273919+0.0320075j -0.0249295+0.00119746j -0.021138-0.000771972j -0.0394389+0.0151292j -0.0353235+0.00319838j -0.0238169-0.012247j 0.0659742-0.00753878j -0.0269457-0.0357396j -0.0249754-0.00861506j 0.0107961+0.000412713j -0.0333859-0.0265143j -0.00988433-0.0284298j 0.0188598+0.035394j -0.0158872-0.0291154j -0.0156532-0.0391763j -0.0113873-0.0126329j 0.0254529-0.0296247j -0.0248632-0.0131389j -0.0254025-0.00378376j -0.0276708+0.0439708j 0.00455535+0.0658383j 0.0189052+0.0550009j 0.0143917+0.00923289j 0.00695811-0.0317705j -0.0573407+0.0306849j -0.0556687-0.0345831j 0.0644817+0.0103923j -0.0046269+0.0208879j 0.0401535+0.00740477j -0.0431428+0.00835696j -0.0111575-0.0287523j -0.0385794+0.0510619j -0.0124119-0.0139689j -0.0104169+0.0141131j -0.00959926-0.0357586j -0.00951733-0.0845395j -0.0223639-0.0367458j -0.00933788+0.00403444j -0.00422814-0.0284188j 0.00257913+0.020755j 0.0659788+0.0327423j -0.0131062-0.0463942j 0.00594507-0.0364139j -0.0244077-0.00343091j 0.0224804+0.0323605j 0.0109157+0.0335565j -0.0185744-0.0265234j -0.00828133+0.0209597j 0.024663+0.029551j 0.0291322+0.0111524j -0.0243287-0.00876169j 0.0160913-0.0768341j 0.0249015+0.0128948j -0.0561164-0.0206352j -0.0499849+0.0454974j -0.053108-0.0418911j -0.0130362+0.0161695j 0.0533447+0.0152687j -0.0285081-0.0138816j -0.00656242-0.0584465j -0.0289837-0.0191455j -0.00275677-0.0430665j -0.00625259-0.026127j -0.0733062-0.0425213j 0.0495296-0.0458694j 0.00700127+0.00894651j 0.00791863+0.0619264j 0.00192734+0.00372489j 0.0119928+0.000382461j -0.0292205+0.0162397j -0.000336432+0.00943732j -0.00107284-0.0183136j -0.0151789-0.00575545j 0.0141187-0.0142541j -0.00214559+0.00454126j -0.00982542-0.0236094j -0.0123747-0.00396643j 0.0131691+0.00648562j 0.030844+0.0205311j 0.0142299+0.00710967j -0.00531998-0.0182709j 
-0.00131463-0.0150933j -0.0403632+0.0174812j -0.0278744-0.0446464j 0.0128896+0.0337687j -0.0338904-0.0426158j 0.0818418+0.0565945j 0.0787339-0.0580579j 1.45883e-06-0.0722967j -0.0158939-0.0111368j 0.00660855+0.0163263j -0.00574986+0.0244789j -0.00411109-0.000469485j 0.0435339-0.0263194j 0.00722502+0.0145507j -0.0331013-0.0141826j 0.0410951+0.00458775j 0.0241552-0.00202349j -0.0346429+0.0355667j -0.0302629-0.0318976j 0.0128429+0.0106932j 0.0500044+0.00891111j 0.00446766+0.0119125j 0.0106069-0.0152038j 0.0549941+0.00765236j -0.0339351+0.000530995j -0.0375303-0.040726j -0.00706401-0.0152189j -0.0708299-0.0208339j 0.0416761-0.00193329j 0.040686+0.062489j 0.016576-0.0271192j 0.00701609+0.0278161j -0.0215182+0.00545256j -0.0397959-0.0385772j -0.0214005-0.0179909j 0.0679784-0.00493362j -0.029298-0.0296815j -0.0147478+0.0271499j -0.00748035-0.0225536j -0.0309194-0.0674256j 0.0267038-0.0366416j -0.0525912-0.0455793j -0.0632479-0.0181523j -0.0430907+0.0275056j -0.054208+0.0564113j -0.0289363-0.0241679j -0.0119401-0.00466812j 0.0187599+0.0311882j -0.0197412+0.0398641j 0.00432373-0.00476902j -0.0389355+0.102014j -0.00331984-0.040073j 0.0144255-0.0543806j -0.0388555-0.0407188j 0.0019854-0.00416058j -0.0649343-0.0106642j -0.0235183+0.0210389j 0.0340269+0.0458973j -0.0392772-0.0603799j 0.00634179-0.0133218j -0.0136666-0.0103233j 0.00707175-0.046374j 0.00610864+0.0944258j -0.0456724+0.0240625j -0.014066+0.0905881j 0.0415719+0.0162901j -0.0115385+0.0677982j 0.016149+0.0219937j -0.0430188+0.0104171j -0.0337592-0.0476355j -0.0123678-0.0137212j 0.00540466-0.0131644j 0.0171509+0.0102856j 0.00673968+0.00806094j 0.0370862+0.000202749j 0.0164744-0.0569922j -0.030367-0.043569j -0.0267938+0.097114j 0.0341025-0.0320723j -0.00986563-0.0150303j 0.00927849+0.0392242j -0.0214032-0.0106471j 0.00717613+0.0295453j 0.0364145+0.0307198j -0.07148-0.00233106j 0.00894596+0.0377657j -0.0117005-0.0019213j 0.00406135+0.0695432j 0.0146029+0.00055557j -0.0271914+0.000217156j -0.0261116-0.00654058j 0.00124556-0.0201494j -0.0147547-0.0242396j -0.0151684+0.00576827j -0.00602049+0.0102001j 0.0123015-0.0191092j -0.0151464-0.00410547j 0.0250856-0.015676j 
0.0225034+0.0045386j -0.0306932+0.0285689j -0.015202-0.0416366j 0.0195921+0.0299682j -0.059848-0.0365413j 0.102145-0.00317172j 0.0285396-0.0554154j -0.0415908-0.013387j 0.00562478+0.0391688j -0.0703695+0.0208745j 0.0417086-0.0354235j -0.0108357-0.0586765j 0.0438348+0.0425069j 0.072647+0.0432004j 0.0575235-0.100324j -0.0191608-0.0160504j 0.0289437-0.017529j -0.0182361+0.00280406j 0.012184-0.0102166j 0.016617-0.0285546j 0.0369723-0.00538754j 0.0556427+0.00309059j 0.0249344-0.0398141j 0.00506337+0.00528973j 0.00890194+0.0382338j -0.0446602-0.0186497j -0.0467606-0.0438303j -0.0158665+0.00912789j 0.0106016+0.00336262j 0.0951043-0.0132518j 0.0391769-0.0682455j 0.036057-0.0155329j 0.00304892+0.0516684j 0.00840067-0.0109126j 0.0309103+0.0159925j 0.0749031+0.0305436j -0.0119713-0.0315981j -0.0679283-0.0168969j -0.0601057-0.0557075j -0.0530155-0.0670605j 0.0155929+0.017847j 0.011641-0.0269222j 0.0232001+0.0351391j -0.0778619+0.00190979j -0.0639583+0.0922748j -0.0033276+0.0223849j 0.0215026+0.0491169j 0.0285296+0.0095284j 0.0366059-0.0278129j 0.0438679-0.012472j -0.0469441+0.0554581j -0.00102988+0.00408327j 0.0280748+0.0029831j 0.00671662-0.000775962j 0.00092238-0.0525111j -0.0336137+0.00628051j -0.0596051+0.0356313j 0.0125726+0.0680754j -0.0238692-0.0136623j -0.0403747+0.0186149j -0.0278395+0.026682j -0.0127745-0.0322325j -0.0875565+0.0905194j -0.00653514+0.0146911j -0.0484592+0.0509266j 0.0480008+0.00978872j -0.010823+0.0264723j -0.00671411+0.0255807j -0.0063999+0.0562268j 0.00580635-0.0290727j 0.0349249-0.0356264j 0.0621343-0.0487585j 0.0457566+0.0121161j 0.0322642+0.0265341j 0.0377705+0.0122548j 0.0552674+0.00329201j -0.0289108-0.0474893j 0.0347043+0.0233644j 0.0243753-0.02834j 0.00933031+0.0304246j 0.0249721+0.0632998j -0.0156609+0.0485031j 0.0733305+0.012571j 0.0272689-0.0511156j -0.0454067-0.0071936j 0.0181277+0.0340647j -0.00488518+0.0141315j -0.0302201+0.0129569j 0.0384098+0.00692704j -0.0391342-0.00847768j -0.0414035-0.00976472j 0.015351-0.0378344j 0.0175597+0.0220725j -0.0375802+0.0230632j -0.00636885+0.00356429j -0.0240972-0.0278413j -0.00961404-0.0292891j 0.0129943+0.00997493j 
-0.0136801+0.0506399j 0.00669289-0.00661326j 0.0993084-0.0197746j -0.0305063-0.0151704j -0.0159372+0.00688497j 0.0209129-0.110516j -0.0718332-0.0345041j -0.071802+0.0607455j 0.0191445+0.0142079j -0.00580692-0.0229637j -0.0278589-0.00867622j 0.0228236+0.0324329j -0.0284195+0.0188724j -0.0164465+0.0446778j 0.0687821-0.0238788j 0.00105544+0.00593386j 0.0465607+0.0242116j -0.0228456-0.0453588j 0.01466+0.063851j 0.013344-0.0564986j 0.0285899+0.0199088j 0.0320194+0.0071523j 0.00694771+0.0125311j -0.0289506-0.00632217j -0.016492-0.0207224j 0.0801461-0.00202189j 0.070085-0.046062j 0.0507554-0.0341522j -0.0296951+0.012181j -0.0110653-0.0307694j 0.014256+0.00850886j -0.0397749-0.0203683j 0.00338582-0.012621j -0.0016054-0.0107179j 0.0122735-0.0337368j 0.00917466+0.00818298j 0.0433663-0.0140611j -0.0218857-0.00393854j 0.00541+0.029504j 0.0761354-0.00942549j -0.0491135+0.0228552j 0.0477551+0.0366354j 0.0750396-0.0240077j 0.0122171-0.0224577j -0.0118147-0.0250871j -0.0188935+0.0155045j 0.022781-0.0565532j -0.0470129+0.00479782j 0.0477474-0.0145211j -0.00354727-0.0242088j -0.0321656-0.0319664j 0.00758495+0.0707387j 0.0285713+0.0487419j 0.0062922-0.00799431j 0.0203356-0.0311891j -0.00553114-0.0337371j 0.00862976+0.0215667j -0.00368093-0.0223981j 0.0305979+0.077769j 0.0158474+0.0627546j 0.0605287-0.00626806j 0.00340448-0.0174845j -0.00379797-0.00980701j -0.0310537-0.0611589j 0.0201956-0.0218853j 0.0396869+0.0355478j 0.0012788+0.0174191j -0.0169669+0.00529201j -0.0128838+0.0439761j -0.0111829+0.0188211j -0.00121094-0.0447395j 0.03555-0.0225065j -0.0446522-0.0263122j 0.0295638-0.0536003j -6.45652e-05-0.0307115j -0.00527009+0.0367769j 0.0347882+0.0494174j -0.0156471-0.0322754j -0.0165006-0.0316407j 0.0228534+0.0187069j 0.0306663+0.00605702j -0.00471833+0.02757j 0.00811731-0.0143406j 0.0090937-0.0376549j 0.0476047+0.00419677j 0.0131973+0.0560017j -0.0331496-0.0237387j -0.0435615-0.0968523j 0.0536563+0.00953716j -0.00934256-0.034065j 0.00760088-0.0208628j -0.00499547+0.00457672j 0.0563881+0.0447032j -0.0110449+0.0111372j 0.00167072+0.00103107j -0.0378392-0.02146j 0.0156055-0.0139461j -0.0218186+0.0318375j 
0.0549694+0.00382883j -0.0455641+0.0551842j -0.0570267-0.0166778j -0.0380064+0.0952943j -0.0858648-0.00680217j 0.0481755-0.0957803j -0.0796888-0.0761765j -0.0631338-0.00144751j 0.00775453-0.0500736j 0.0641439+0.011184j 0.0152201+0.0261861j 0.034447+0.0352556j -0.0486358+8.34892e-05j -0.0597326+0.0442106j 0.0278827-0.00333028j -0.0499156+0.0175509j 0.020405+0.0744798j 0.0289801-0.0656626j -0.000238757-0.0212231j 0.107706-0.0230295j 0.039408+0.0701956j 0.0554991-0.0118373j 0.0366431+0.0435834j -0.00996741-0.0427115j 0.0642268+0.047109j 0.00534373+0.0226589j -0.0304035-0.00987966j 0.00325481-0.00889771j 0.000161264+0.0329667j 0.0346077+0.0245559j -0.016366+0.0745679j -0.0362727+0.0118072j -0.0219991-0.0251987j 0.0161673-0.0668347j 0.0344821-0.030984j -0.110963+0.0585279j 0.0343984+0.0138036j -0.025337-0.0536658j -0.0540866-0.0346993j -0.0343161-0.0173964j 0.0196302+0.0383609j 0.11504-0.0187197j 0.0378427+0.0439628j -0.109407-0.00242233j -0.0414202-0.0732485j -0.0317337-0.0714973j 0.0676232+0.0219077j 0.0542497+0.0207293j 0.0590148-0.0638838j -0.00131993-0.0327087j -0.0417543+0.0517763j -0.0386215+0.0354467j -0.021152-0.0155686j -0.0416766-0.00532624j 0.0676072-0.0414964j 0.045279+0.00728361j 0.0426072-0.0680899j 0.00860039-0.0939641j 0.0165426+0.0574823j -0.043691+0.00449628j 0.0905771-0.046085j 0.0226627-0.0197455j -0.0111045+0.0180311j 0.0739923-0.0847275j -0.0558128+0.00996593j 0.0926158-0.035611j -0.0236028-0.104552j 0.0634415-0.00835036j 0.053384+0.0231199j -0.0427381+0.0153162j -0.0284743-0.0754831j -0.00757451+0.00159644j 0.00548057+0.008083j -0.0623423+0.00914556j -0.037111-0.000659272j -0.0259925+0.00142051j -0.0300438+0.0220538j -0.0224838-0.0218984j -0.0225444-0.0229076j 0.00846637-0.00193799j -0.00894103-0.0232265j -0.0152912-0.0359589j 0.00694564+0.00460047j -0.0131015+0.0452451j -0.00772671-0.00962008j 0.00138667+0.0471681j -0.0115274-0.0182032j 0.0443585+0.0241846j -0.0125296+0.0109224j 0.0357939-0.00846137j -0.00904333-0.0392245j 0.0218638+0.011689j -0.0165466+0.000548418j 0.0109388-0.0185416j -0.00581024+0.0202613j -0.00116131+0.00242962j -0.00198902+0.00665685j -0.000993337-0.00287435j 
0.0178146+0.00934585j 0.0352115-0.0439532j 0.0380269+0.0467275j 0.0272525-0.0230769j -0.0169101+0.0455427j -0.0140151-0.0859167j -0.0608175-0.0149276j -0.016656+0.0590825j 0.0242003+0.0115638j 0.00786623-0.0516659j 0.0148654+0.00866282j 0.0119574-0.00469534j -0.0245184+0.0371385j -0.0344467-0.0315984j 0.0370164+0.01755j -0.0468473+0.0108322j 0.00747999-0.0122549j -0.031937-0.0281904j -0.0306472+0.0573103j 0.0923988+0.0047355j 0.0480734+0.0280553j 0.0301458+0.0809369j 0.0195459+0.0312565j -0.0406046-0.0271729j 0.00411033+0.0345575j 0.059017-0.0106596j 0.0121067-0.0604884j 0.0138634-0.00323249j -0.0246868+0.0209061j -0.0468873-0.00975522j -0.0182242+0.0166894j -0.0139109-0.0462613j 0.0134425+0.00262469j 0.00761353-0.00574277j 0.0428171+0.00930617j -0.0890113+0.0428171j 0.0462832+0.0092964j 0.0159843-0.0267923j -0.00164801+0.0370738j 0.0259859-0.0439901j -0.00406221+0.006126j 0.0766399+0.0946775j 0.0481924-0.00469604j -0.00430256-0.0810372j -0.0191397-0.00170037j -0.015062-0.0721325j 0.0705652+0.0149954j -0.00293754+0.0791508j 0.00881133+0.0693686j 0.0128645-0.00841979j -0.0305361+0.0215731j -0.0437124+0.0457125j 0.0359567+0.0314394j 0.0233048-0.0309328j 0.0356394+0.0129689j 0.0148681-0.0250208j 0.00078771+0.0267858j -0.0212851-0.0226781j 0.0482924+0.0270479j -0.0283857+0.0357526j 0.0857182+0.00627089j -0.0171959-0.00316205j -0.0139519-0.0306136j 0.0257528-0.0227902j 0.0254638+0.0243394j 0.00183763-0.0335463j -0.0463404-0.0612194j -0.0229166-0.0352092j -0.0104422+0.00507002j -0.0403689-0.0496882j 0.0401327+0.0233117j 0.0435387+0.0147154j -0.031369-0.0371657j -0.0294037-0.00947943j 0.00432719+0.0187092j -0.0703639-0.0202529j 0.00438437+0.0654709j 0.00970066+0.0349048j -0.01286-0.0128375j -0.0160084-0.0299161j -0.0469528-0.0263263j 0.0463529-0.0235572j 0.0438297-0.0179134j 8.3357e-05+0.02419j -0.00954003+0.029392j 0.00546716-0.0531435j 0.0260971-0.0190932j -0.0418795+0.00620748j -0.0157044-0.0206714j 0.0119883-4.16313e-05j 0.0182606-0.0103831j 0.0311142+0.0534196j -0.0330558+0.0060156j 0.0433144-0.00973743j -0.0301083-0.00791675j -0.023585+0.0185633j 0.0325014+0.00775741j 0.00324172+0.0110932j 
-0.00678989+0.00376193j -0.0129935-0.00387656j -0.00755142-0.0133547j -0.0148521+0.011111j 0.0122264+0.00626247j -0.0182408+0.0103065j -0.00978034+0.00310443j 0.00949689-0.0225511j -0.0188445-0.030915j 0.0491761-0.0174271j -0.00594277+0.020283j 0.0174294+0.0271824j -0.0136442-0.0394235j -0.0335231+0.00409505j -0.022395+0.0225175j 0.0354975+0.0173089j -0.0213829+0.00406848j -0.00849098+0.0307153j -0.0196772+0.00192306j -0.00959351-0.0508947j 0.0137643+0.00153319j 0.036988-0.0142214j 0.00796698-0.00238338j 0.0105195-0.00189655j 0.0104547+0.0056929j -0.0282629-0.00924799j -0.0351964-0.00718396j 0.000846464+0.00694771j 0.00543078+0.0215686j -0.0204674+0.0331952j -0.00802588+0.0226778j -0.0559719+0.0295076j -0.0285301-0.0228376j 0.00813532-0.0282162j 0.009118-0.0229766j -0.0075248+0.0130118j 0.0462001+0.0147652j -0.0223654+0.00265232j 0.0586099-0.00680718j -0.0432028+0.0205007j -0.0151846-0.0101441j 0.000813342-0.0128216j -0.00681329+0.0253565j 0.0163614+0.00624939j -0.0580969+0.0217539j -0.0395994-0.00482899j 0.00833228+0.00542736j -0.0202372+0.0110295j 0.000187841+0.0137987j -0.0212319-0.000836186j -0.0273808+0.0274501j -0.0193728+0.0221317j -0.0162586-0.00374689j -0.00232224+0.00653305j 0.0140977-0.00294392j -0.00202079+0.017248j -0.015849+0.00498091j -0.0102085-0.0303j -0.0306078+0.00200681j -0.0205081+0.00627755j 0.00537275-0.0337082j 0.0362002-0.000658162j -0.0159184+0.00565083j -0.0294101+0.000785294j -0.0117544+0.00266791j 0.0403361+0.0109847j -0.0442111+0.014306j 0.0500989-0.00912177j 0.0390358-0.0160923j -0.0315776-0.0251524j -0.0261335-0.0112585j -0.0561181+0.0196118j -0.0023242+0.0218908j -0.00710479-0.0101416j 0.0039374-0.0353235j -0.00347935+0.00592947j -0.0378445-0.00316091j -0.11233+0.0372457j -0.0373566-0.0345723j -0.00272838+0.00936056j 0.0255515+0.0450752j -0.0196738-0.0528767j -0.0390428-0.00702869j 0.00286882+0.0372138j -0.0182065+0.0126848j -0.0252976+0.0173848j -0.0147915-0.0175279j 0.0194463+0.0151429j -0.0197289+0.00419232j 0.00108436+0.00584345j 0.00989111-0.00946456j 0.0051308+0.0332431j -0.0240256-0.0151873j 0.0183166-0.0208096j -0.00558744-0.000443181j 0.0286082-0.00175301j -0.00279582+0.00700571j -0.00666483-0.0113167j 
0.0228478-0.0186269j -0.0166464+0.025004j -0.0614667-0.00972382j 0.0126129+0.0330318j -0.0263775-0.00876516j 0.027068+0.0465607j 0.053789+0.00162255j 0.0369724-0.0581638j -0.0195253+0.0104599j -0.0132127+0.0145182j 0.0218918-0.0382987j -0.00242826-0.0427331j 0.00323681-0.00164842j 0.0156422+0.00588467j -0.0230335-0.00217179j -0.0377677+0.00145824j -0.0362512+0.0220917j -0.0133627+0.00884341j 0.0131795-0.0333773j 0.0266674+0.000548222j 0.0128865+0.0411342j 0.0450473-0.0309165j -0.0262848+0.0332729j 0.00677152+0.00469099j 0.00414129-0.011452j -0.044324-0.015014j -0.0384332+0.0313006j -0.00304183+0.0232175j -0.00274237-0.0393576j 0.000131776+0.0195519j -0.0540785-0.000845261j 0.0241601-0.00926902j 0.0452276-0.00675851j 0.0139913-0.0389132j -0.00835215-0.00268471j -0.00913187-0.0120195j -0.0113249+0.00700054j 0.0249742-0.0194548j 0.00856927-0.0242615j -0.0377267-0.0365157j 0.0251823-0.0187196j -0.0033433-0.0480189j -0.0291202+0.040422j -0.035062-0.0420341j 0.0224989-0.016301j -0.00865258+0.00249852j 0.0449435+0.0047005j 0.0285616-0.0118852j -0.0136454-0.0259535j -0.0034143+0.0195926j -0.0165411+0.0307291j -0.027866-0.0388381j -0.00758584-0.00148571j -0.00965567+0.0499452j 0.0116592-0.0307257j -0.00663438+0.000769969j -0.0178108+0.024166j 0.00974914-0.0119316j -0.0212095-0.017618j -0.0358532-0.0407467j -0.0161819+0.0117094j -0.00754049-0.0234579j 0.00903611-0.0161456j 0.0226242-0.0268786j -0.00261239+0.0316125j -0.0211615-0.0352548j -0.00463374-0.0407728j 0.0281654-0.0314911j -0.00148831-0.02804j -0.0454886-0.0319192j 0.011953+0.0180577j 0.00983304+0.0103731j -0.0092225+0.0462234j -0.0157209+0.0348457j 0.00445616-0.00446067j 0.0318479-0.0352489j -0.0353182-0.012107j 0.0212305-0.0540616j -0.011562+0.020903j -0.00412267-0.00994049j -0.0322585+0.0122143j 0.00272356-0.0177988j 0.0270692-0.0147238j -0.0152944+0.00674567j -0.0542274-0.0446473j 0.00672583-0.0106217j 0.0293438+0.0109402j -0.00274848+0.0637258j -0.0137011-0.0316168j 0.00424489+0.0068513j -0.0206901-0.0248272j 0.0297074+0.0103935j -0.0537123-0.012475j 0.0242363-0.00581023j -0.0172739+0.00798906j -0.0040658+0.000661349j -0.0085865+0.00905178j 0.0166492-0.00274069j 
-0.0147555+0.033965j -0.00760993+0.000752641j 0.0735894-0.0350922j -0.0258338-0.00180207j -0.0304277-0.0149081j 0.0318433-0.0441751j -0.0416651-0.0386544j -0.0415389+0.0106125j 0.0258442-0.0135345j 0.00652579+0.0103043j -0.0325139-0.0115166j -0.0321391+0.0324968j 0.0169377-0.0386652j -0.0148716-0.0328789j -0.00490231-0.0413853j 0.0129418-0.00405624j 0.027814+0.0112712j -0.0219087-0.0153284j 0.000267704+0.0591156j 0.0185453-0.072092j -0.00317769+0.0153658j 0.0442514+0.00887729j -0.0265718-0.0118199j -0.0146247-0.0160911j 0.0371658-0.0304748j 0.0287122+0.0145668j 0.0249291+0.000505912j -0.0161768+0.0404877j -0.0284259+0.0250323j -0.0169968-0.020832j 0.0108365+0.00701677j -0.0151711-0.0151373j 0.000349517+0.0119102j 0.00934612-0.00658031j -0.00446638+0.00807009j -0.0123624-0.00418824j -0.014508+0.0128349j -0.00272004+0.0154235j 0.041055+0.0288745j 0.0315626+0.0276569j -0.00279208-0.000674022j 0.0337042+0.00159024j -0.0303-0.0303351j 0.0444268+0.00249104j -0.0238616-0.0143995j 0.0105633-0.00651458j -0.0262749-0.0493145j -0.0400262-0.0283294j 0.0295949-0.0149837j 0.02803+0.0102826j -0.0164221+0.00348559j -0.0226181+0.02662j 0.0383963+0.0202108j 0.000746998+0.0021984j 0.0111338-0.0154071j -0.0177372-0.0193544j -0.0452799+0.0260119j -0.0272238-0.0420559j -0.00683218+0.0436241j 0.00947976+0.0371804j 0.0118229-0.0574454j 0.0396864-0.0107497j -0.0411405-0.0271529j -0.0467352-0.0241092j -0.0562527-0.0258508j 0.00522352+0.0427628j -0.0182092+0.0402261j -0.0133038+0.00547481j -0.0421496-0.00742979j -0.0246576+0.00684521j -0.0406899+0.0261404j 0.0541437+0.035925j -0.0107301-0.015116j 0.0174107-0.0302296j 0.0164618+0.00745646j 0.00553392+0.0349912j 0.0304511+0.0316952j 0.00931746-0.0506984j -0.0403765-0.070288j 0.0182137+0.0170671j 0.00711985+0.00697558j -0.00348525+0.0371144j 0.0125095-0.0120576j -0.0169424-0.0567953j 0.0298127+0.0167599j -0.0345042+0.0412773j -0.00605948-0.0359081j 0.0102275-0.0144032j 0.00572719+0.0158258j -0.0195558-0.00934203j -0.00439266-0.00696271j -0.0101509-0.0137853j 0.041265+0.016106j -0.020916+0.0114658j 0.0179-0.00338546j -0.0201173-0.0147984j 0.0135107-0.00925139j -0.0121147+0.0089881j 
0.0261434-0.03596j 0.00424451-0.00921192j -0.0241043+0.036409j 0.041751+0.012516j -0.0269187-0.000852671j 0.00544204-0.0229024j 0.0046927-0.0562305j -0.0291073+0.00283482j -0.00749909+0.00013455j -0.00234616-0.0107662j 0.00841912+0.0300595j 0.00146741-0.012178j -0.00288371+0.0247224j 0.00484969+0.0131213j 0.0154837+0.00771661j -0.0267695+0.0068856j 0.0431288-0.0273465j -0.0231565-0.0339141j -0.013775-0.0277127j 0.0276444+0.00258162j 0.00224718+0.00539748j 0.00234209+0.0282364j -0.0024191-0.0107312j 0.0226165+0.00119327j 0.0244893+0.0299076j -0.00265851+0.00346837j 0.00506405-0.00842627j 0.0046941-0.0300547j -0.0274165-0.0202182j 0.0123615-0.00754249j -0.0339995-0.000649958j -0.00607671+0.0163812j 0.0190006+0.0123769j 0.0183546-0.00775114j 0.00184105-0.0154476j -0.0023004-0.0183928j -0.031612-0.00126835j -0.0100116-0.0166474j 0.00385431-0.0104844j 0.0115892-0.0376728j 0.0132795+0.0221063j 0.0150316-0.00537967j 0.00856818-0.0257006j -0.0152462-0.0410595j 0.0209108+0.012913j 0.0315737+0.0120188j 0.00999671+0.0158371j 0.0400215+0.0325559j 0.0467946-0.00716693j -0.0201116+0.0027298j 0.0149054-0.0129012j -0.00110145-0.00743204j 0.0291686-0.0304298j -0.00343334-0.0334086j 0.00388399+0.0269173j -0.00682912-0.0187052j 0.0168803-0.0189114j 0.00177638+0.0304966j 0.0401088+0.00896051j -0.00810536-0.0083738j -0.00102285-0.00936595j -0.0140308+0.0292678j 0.0284884+0.00255618j 0.0618353-0.00979199j 0.0366572+0.00456513j -0.0477709+0.0487138j 0.00954174+0.00229706j 0.00386544+0.0354525j -0.0191545-2.85427e-05j 0.0536847-0.014386j 0.0236606+0.0141497j 0.0393145+0.00593142j 0.0315626+0.0260238j -0.0127082-0.00931194j -0.0143225+0.0331931j -0.0126184+0.0404846j 0.00245651-0.0207016j 0.0369087-0.00260947j 0.0517809-0.0051748j 0.0208994-0.00894953j 0.0306033-0.0610313j -0.00738888+0.0314056j 0.00591308+0.00559001j 0.01555-0.0392823j 0.0108542+0.0184844j 0.0350876-0.0204158j 0.00397015+0.0329321j -0.0237414+0.0105067j 0.0040095+0.00354627j -0.00547271-0.00954533j -0.00897503+0.028146j 0.00337238-0.0278092j 0.0231265+0.00446121j -0.0273886+0.0028502j -0.0147059-0.015762j 0.0165977-0.0118739j -0.0107415-0.0204851j 0.0165211-0.00324788j 
