-0.0125679+0.0349484j 0.00855216-0.0379223j -0.048856-0.051549j -0.0118654-0.0404788j -0.010383+0.0193917j -0.00937628-0.00190591j 0.00330837-0.021463j -0.000187277-0.0755439j -0.0244524-0.0182454j 0.00353903+0.0143127j 0.019643-0.000557983j 0.00410285+0.0194759j -0.00192998+0.00701931j -0.0325029+0.00111412j 0.0048833-0.0128162j -0.00250357-0.0182218j 0.000265244+0.00737472j -0.00132587-0.0532657j 0.000776039+0.016041j -0.00695322+0.00111114j 0.00161571+0.0325623j -0.0115771-0.0257802j -0.00179641+0.00991296j -0.00108747-0.000962421j 0.00143164+0.00604323j 0.00566064-0.0077081j 0.00566759-0.00196744j 0.0064361-0.00156452j 0.0184749+0.00121231j 0.00759662-0.00944709j -0.00650964-0.000490335j -0.00942587+0.00713989j -0.0209727+0.0384569j 0.0155883-0.021529j 0.005323-0.0150878j -0.0217024-0.0178687j 0.00911048+0.0141516j 0.0123024+0.0164682j -0.0177735-0.00889631j 0.00698408-0.0103731j 0.015738+0.0322678j -0.00605248+0.000193398j -0.0106183+0.0138472j 0.00522897+0.00167217j 0.000631425+0.00208542j -0.0177252+0.0170584j -0.000618663+0.0113471j -0.00955666-0.0407081j -0.0217835+0.0267448j -0.0002669-0.0336652j -0.0134997+0.0203421j -0.011199-0.0125799j -0.0096225+0.00407036j -0.00190824-0.00151638j 0.000497221-0.000704899j 0.0178635+0.00168924j -0.0227187-0.0437688j 0.00825821+0.00901653j -0.0107116-0.0176003j -0.0284889+0.0160257j 0.00451891-0.0234975j 0.0112807+0.01734j -0.00720273-0.00459932j 0.00518315+0.0026676j -0.00544375+0.0468034j -0.0174817+0.0326221j -0.000317701-0.0162102j 0.0162029+0.0146707j 0.00325409+0.00314466j -0.0451252+0.00973877j 0.00276102+0.0320217j 0.00380484+0.0378278j -0.0350583-0.0309189j -0.00458885+0.0590152j -0.00385826-0.0351456j 0.0122663+0.052311j 0.0137236-0.0224069j 0.0384721+0.0081022j 0.00543399-0.0165386j -0.0324909+0.023123j -0.0333918+0.019157j -0.0165653+0.0192477j 0.0504246-0.0406236j -0.0113916+0.00447812j -0.0195648+0.0208741j 0.0155813-0.0100416j -0.00270672-0.00966573j 0.00171822-0.0106535j 0.0631341-0.0654577j 0.0183384-0.0218733j -0.0742672-0.0126909j 0.013415-0.0053848j 0.000369147-0.0091815j -0.102099+0.132641j 0.0811659+0.0177367j -0.0886228+0.157177j -0.0574957+0.00718158j 
0.00914305+0.0178919j 0.00316022+0.00293877j 0.00319266-0.00620524j 0.00227632+4.09247e-05j -0.0197103-0.000426547j 0.00641153-0.0161872j 0.00469795-0.015252j -0.0107005+0.00433471j -0.0189097+0.00154012j -0.000495943+0.00334388j 0.0107596+0.00209629j -0.00945245+0.00834873j -0.00137438+0.0135448j -0.0114542-0.0178647j 0.00864275+0.00159933j 0.0149643-0.0109143j -0.00926934+0.00631286j 0.0144928+0.0133621j 0.00897378+0.0105325j 0.00487976+0.00880648j -0.0101637-0.00644063j 0.00299931+0.00344726j -0.00244675-0.00926115j -0.0202303-0.0169838j 0.00455109+0.00110983j 0.00477524+0.0221568j -0.00518575-0.00412709j -0.00747306+0.00769794j -0.0142886-0.004402j 0.000811866-0.00550822j -0.0119552+0.0214979j -0.0176939-0.0110817j -0.00658781-0.00552904j -0.0175849-0.000730484j 0.013094+0.00973796j -0.0152503-0.0079352j 0.0151848+0.00645741j -0.00490876+0.0107382j -0.00508729+0.00419513j 0.0174658-0.0260058j 0.0142543+0.00718798j -0.0152111+0.0112195j 0.00644857+0.0167957j 0.0123318-0.00342166j 0.0095891+0.0023435j -0.00436397+0.00673438j -0.00917229-0.00419834j 0.00153359+0.00533865j -0.00544458+0.035376j -0.00148529+0.00747901j 0.000792701+0.0189671j 0.0086721+0.00422597j 0.0178784+0.0187258j 0.0243527+0.01449j 0.00865538+0.0146016j 0.0185993-0.00375828j 0.00790741-0.0180246j -0.00528453+0.0163481j 0.0103645+0.0139266j -0.0081194+0.00609134j 0.00768146-0.00830432j -0.00140513-0.0157576j -0.00398345-0.0235844j -0.00519959-0.00141474j -0.000555809+0.00474912j 0.00690642+0.0124296j 0.020748-0.00410433j -0.00284886-0.0238399j 0.0061995+0.00762915j 0.00786716-0.0117162j -0.00308983+0.0127106j 0.00356971+0.00172899j -0.00196349+0.00869142j -0.00502405+0.00714917j 0.00848231+0.00433749j -0.00980967-0.00628901j 9.77405e-05+0.00596637j 0.00290049+0.0025798j -0.0119988-0.0100861j -0.0104183-0.00236694j 0.00549892-0.0124548j 0.0107112-0.00930814j -0.00656695+0.00560196j -0.000403883+0.00543471j -0.00449292+0.00533105j 0.00715907+0.00459305j 0.0131524-0.0119856j 0.00548968+0.0150802j 0.0229572-0.00789144j -0.0112175-0.0164152j 0.000802812+5.35509e-05j -0.00444648+0.000537039j -0.00254446-0.0129263j -0.00965064-0.00409675j -0.0185925+0.0151208j 0.00232301-0.00842156j 0.00663698-0.0122447j 
-0.0245711-0.0210756j 0.0116102+0.0247556j 0.0662343-0.00818092j 0.0188415+0.0312202j -0.0163217+0.0175706j 0.00301046+0.022371j 0.0283419+0.00765204j 0.00249952-0.00368928j -0.0173941-0.0163006j 0.00342919-0.018835j 0.0309229-0.0219006j 0.00661674-0.00266964j 0.0256012-0.0113411j 0.0113195-0.0314923j 0.0107611+0.0083308j 0.0069206-0.0119451j -0.00992254-0.010255j 0.00694223-0.00745327j 0.00904081-0.00575486j -0.00394496+0.014776j -0.0136303-0.00512748j -0.0145601-0.00785821j -0.00690645+0.00282567j -0.0155141+0.0138511j -0.0106992-0.0101568j 0.0223931-0.00369243j -0.0128742-0.00903841j -0.00954855-0.0180109j -0.0216446-0.00868569j -0.0158938+0.00941369j 0.028997+0.0186934j -0.000400232+3.18383e-05j 0.0022054+0.00601639j -0.0228896+0.0188097j 0.0251124+0.0103841j 0.0258397+0.00159585j -0.0123049-0.0106194j -0.0194099+0.0140946j -0.000345256-0.00601814j -0.0120135-0.0255537j 0.00867875-0.018808j 0.00283253-0.0103432j 0.0235965-0.0192882j -0.000895442+0.00304847j 0.00288178+0.022619j -0.00590019-0.00798364j -0.0219456-0.00701668j 0.0177798-0.00538477j 0.020711-0.00597882j -0.0128633+0.000941224j 0.0169663-0.011278j -0.00898639-0.0022623j -0.00841041+0.0266901j 0.0110958-0.018725j 0.00537713+0.0187606j -0.0181286+0.0143741j 0.0107101-0.0193607j -0.0237857+0.00779575j -0.0192745-0.00318089j 0.02727+0.0168075j 0.00460984-0.0188209j 0.0131493+0.00189631j 0.0101473-0.00703689j -0.00182437+0.0161468j -0.0233082-0.0161313j 0.00392884+0.00972663j -0.00523043-0.00581979j -0.0113981-0.00263949j 0.00112387+0.0302775j 0.0171649-0.00489103j -0.0107234+0.0137954j 0.0108828-0.00636519j 0.0201997-0.0274767j 0.000687272+0.00527672j 0.0123343+0.00943304j -0.0214372-0.00649361j -0.000160335-0.0141314j -0.0246254+0.00934141j -0.0182909-0.01025j 0.0114758+0.00900317j -0.00596813+0.00420908j 0.0127012-0.0107912j -0.000581792+0.0040431j 0.0116581-0.0215986j 0.0101594-0.016366j 0.0120214-0.000581718j -0.000126147-0.0215646j 0.0280972-0.0133304j -0.0134856+0.0120203j -0.00644974-0.0182114j 0.0100481+0.00743007j 0.00467179-0.0271096j -0.00693873-0.00887423j 0.0324236-0.00552697j -0.010183-0.0127593j 0.0171221-0.00758669j -0.0104873+0.0211149j 
-0.026094-0.0387587j -0.0186511+0.00357721j 0.0214346+0.0243336j -0.057708+0.000919589j -0.0192574+0.00227042j -0.0104056+0.0178761j -0.00579613+0.00182889j -0.0257813+0.0154339j 0.0186929+0.0394567j -0.0242861-0.025471j 0.00786325-0.0176791j -0.00508216-0.00805962j 0.00569661+0.0136655j -0.0133588+0.00179454j 0.00805245-0.00509834j 0.00820962+0.0201222j 0.00153109+0.00305716j -0.00906751-0.00871099j -0.00230592-0.0165492j 0.00422197+0.00776334j -0.0226403+0.00934957j 0.00872408-0.0104542j -0.00406582-0.0228934j -9.12304e-05+0.00543215j 0.00995907-0.00964954j 0.0264222+0.00273404j -0.0064874+0.0199392j -0.0151369-0.0103457j -0.00771857+0.000567543j -0.00772609+0.0137807j 0.0266499+0.00269972j 0.0110643+0.00540629j -0.0164066+0.00712635j 0.00173131+0.045571j 0.00837225+0.00705549j 0.00499975+0.00825656j -0.0206849+0.00889798j -0.000669456+0.00408017j -0.00123438+0.0206757j 0.00205777-0.0146636j -0.0157586-0.00518648j -0.0100485+6.45993e-05j 0.00683167-0.0100175j -0.00287352+0.0034566j 0.0180487-0.0202617j 0.000379732+0.00830687j 0.000538298+0.00988099j 0.0190031-0.0100106j 0.00803476+0.00340077j 0.0222286+0.00402469j -0.0167879+0.00388068j -0.00203821-0.0227052j -0.00493094-0.00608527j 0.00916963-0.0102511j -0.0141139+0.00710055j -0.00728872-0.00240623j -0.00212808+0.0152313j -0.0223272-0.00477687j 0.00310393-0.0119277j 0.0149526-0.00767106j 0.00612216-0.0201968j -0.00805066+0.0115404j 0.0164223+0.00312985j -0.00164421-0.00246853j -0.0102809-0.00200631j -0.00394266-0.00584008j 0.00356123-0.0057407j -0.013738+0.0194688j -0.0115255-0.00521661j 0.0166458-0.0156644j -0.00433674-0.00778825j -0.0184783+0.0095846j -0.0169443-0.00239089j -0.0224568+0.0144516j 0.00662461-0.0067267j -0.00167238-0.00113828j 0.000735369-0.0183889j -0.00109961+0.00201665j 0.00320215-0.0219641j -0.00513652+0.0064679j -0.00836325+0.00778271j -0.0117929+0.00287063j 0.00726773+0.0115299j -0.0133376-0.000962792j -0.0137015-0.00742012j -0.00912319+0.0109661j 0.00197465-0.00140704j 0.0174798-0.00166804j 0.00677198+0.0184711j -0.0202853+0.00137591j -0.00776889+0.010294j 0.00110722-0.00411675j -0.00251535+0.0115481j 0.0204108+0.00992085j 0.029736-0.00104493j -0.0148463+0.00517989j -0.011909+0.0168984j 
0.0322855-0.00837153j -0.0298665-0.0273057j -0.0114017+0.00241739j -0.0423135-0.0275118j -0.00166807+0.00471769j 0.0338351-0.0178289j 0.00549622-0.00186378j -0.0110754+0.0114093j 0.0135445+0.00354174j -0.0187464-0.0214637j 0.00995811+0.0165785j -0.0231072+0.00343299j -0.00384332+0.0108176j 0.0277726+0.00205457j -0.026929+0.0185737j 0.0370421-0.0194512j 0.00699134+0.00316946j 0.0209275+0.00524436j -0.00204417-0.00138274j -0.00341932-0.00125498j -0.0212198+0.00161956j -0.000253265-0.00221185j -0.00987428-0.00176647j 0.00959503+0.0255193j 0.000215849-0.0079095j -0.016707-0.00502735j -0.0125912-0.0179882j -0.00160693-0.0101001j 0.0109656+0.0120132j -0.0094856-0.017862j -0.0385394+0.00202483j 0.00718392-0.0114348j -0.0143652-0.000517018j -0.00049743-0.0154433j 0.0248219+0.0156348j 0.00348273-0.0206325j -0.00269708+5.47408e-05j -0.0166053-0.00145789j 0.0246272-0.0186721j 0.0166439-0.00656703j 0.000195295+0.00900947j -0.033493+0.015363j 0.00262173+0.0105236j 0.0152348-0.017159j 0.00553169+0.0323085j 0.0237536-0.000144666j -0.00601227-0.0168181j 0.000258455-0.00715925j -0.00328036+0.000807552j -0.00302461+0.00791408j 0.00911884-0.015574j 0.0203138+0.0221267j -0.00225429+0.00226859j -0.0021962-0.00707667j 0.00123623+0.0353279j 0.0257692+0.0062065j 0.0129086-0.0222256j -0.0188872+0.0229903j 0.00248134+0.00608603j -0.0326188+0.00842199j -0.00162143-0.0156295j 0.0130902-0.0237738j -0.00232509-0.0241619j 0.0157565-0.00126754j -0.00471849+0.00155598j -0.000754119+0.00466267j 0.0166869+0.00544981j 0.0115641+0.00453816j 0.0167896+0.00448714j -0.003791-0.00754897j -0.00779614+0.013903j -0.00286459-0.0124479j -0.00916224+0.0154313j -0.0134499-0.00237515j 0.034248+0.0149501j -0.0117049+0.00241617j -0.00366514+0.00888601j 0.0138978+0.0130582j -0.0122584+0.0129817j -0.0107566-0.0280564j 0.015676+0.00103753j 0.0165603-0.00259286j 0.00571492+0.00103603j 0.0020663-0.012779j -0.0101028-0.003634j 0.0156261-0.0143994j 0.0239762-0.01459j 0.0207662+0.0154414j 0.00371247-0.0122487j -0.0250358+0.00320618j 0.00544623+0.0128202j 0.0058332-0.00719289j -0.000430051-0.0226593j -0.00422573+0.00697525j -0.007149-0.0083518j 0.00274815-0.00305098j 0.00559034+0.00784069j 
0.0398485+0.0192754j -0.00469083-0.00269126j -0.0456053-0.0420432j 0.0205214-0.0333648j 0.00661185+0.0135365j -0.00133079+0.0269046j -0.0104367-0.00948987j -0.0552648+0.0118001j 0.0157876+0.0230966j -0.0172712-0.0245252j 0.0194886+0.00197998j -0.0192867+0.000397822j -0.0118599-0.0049871j -0.0145489-0.0135685j 0.0153261-0.0134088j -0.0179237+0.014388j -0.00792178+0.0168889j -0.0166444-0.0168563j -0.0131278-0.0049099j 0.00316189+0.00956707j -0.000705341-0.00847916j 0.0113317+0.00795215j 0.0106833-0.0133097j 0.0214719+0.00572536j -0.00423109+0.00527782j -0.0128206+0.0184846j -0.00222368+0.000105465j -0.0291586-0.00760928j 0.00421775-0.0232603j 0.0300444+0.00675738j 0.0119041+0.00511474j 0.00697114-0.00713646j 0.00177775+0.00302276j 0.0103405+0.0123295j -0.0114621-0.0315687j -0.00548179-0.011906j -0.00533313-0.00748273j 0.00404531+0.00908172j -0.0212753+0.000851511j 0.0215743-0.0060939j 0.00784207+0.0112398j -0.00126441+0.0069754j -0.00179394+0.00357424j -0.00192171-0.0445466j 0.0202703+0.00937614j 0.0119018+0.0121278j 0.0120425+0.00843638j 0.0300685+0.0206527j -0.0254763-0.00943391j 0.00773542+0.0143337j 0.00632229-0.0173761j 0.005608-0.0230769j 0.0111212+0.0148053j 0.0228085+0.0110834j -0.00471396+0.0195719j 0.0298869+0.0286145j 0.00549072+0.0189014j 0.0080404-0.0134576j -0.00627362-7.9089e-05j -0.01708+0.0155106j 0.00637194-0.0140372j -0.0267879-0.00474627j -0.00807563-0.00170474j 0.0214373-0.00637627j -0.0107734+0.0312681j -0.00662972+0.0119468j 0.0161328+0.0137563j -0.0123421+0.0224439j -0.0261073-0.0220907j -0.00879853+0.00269984j -0.00872367-0.0203405j 0.00508624-0.00544416j -0.00466026+0.0152894j -0.0338392+0.00424918j -0.01748-0.00217204j 0.00281795+0.0074705j 0.0070676+0.00541205j 0.022401+0.0220055j 0.00186979+0.001012j -0.0125623-0.0264626j 0.0085592+0.0117263j 0.00839395+0.00200192j -0.00613125+0.00111472j 0.0173178-0.00490293j -0.0163088+0.0258853j -0.00326301-0.00641012j 0.00365409+0.00713533j 0.0266293-0.0051145j 0.0355265-0.0158906j -0.00731888-0.00778413j 0.00291797+0.00293864j -0.000656322-0.0155355j 0.000480301+0.0147942j -0.0154183+0.0108286j -0.00966318+0.00538756j -0.00499888-0.0103122j 0.0138311-0.0035932j 
0.0309779+0.0121002j 0.0115116+0.0060956j -0.00537157-0.0243454j 0.0371334-0.000312074j 0.00252092+0.0249112j 0.00500439+0.00200053j -0.0034928-0.00666769j -0.00496562-0.00501858j -0.0185411-0.00361435j 0.00496629-0.0105491j 0.0202331+0.00240737j -0.0183706-0.0147156j -0.0162114-0.026098j 0.00457193-0.0194339j 0.00863052-0.00260899j -0.0211942+0.0189835j -0.00672246-0.000360291j -0.00606386-0.0124266j 0.00334196+0.00218698j -0.000299022+0.00944623j 0.00959119-0.0117046j 0.00963261-0.00593676j 0.0211653-0.00627533j 0.0110489+0.00162664j 0.0108002+0.0172103j -0.0184518+0.0147285j -0.00906556-0.017968j -0.0183668-0.0124949j 0.0048552-0.0166351j 0.0178571+0.00636649j -0.00987396-0.00162447j 0.0252164+0.00471259j 0.0150821-0.0107007j -0.00603895+0.00567415j 0.000470804-0.0196039j -4.01665e-05-0.0085706j -0.0116488-0.00588279j -0.00103081+0.00345504j -0.0195207+0.0176239j 0.0108312+0.0194386j 0.0152582+0.00416931j 0.0159885+0.00230322j 0.00244487+0.0175571j -0.0115461-0.0150016j 0.0124214-0.0123408j 0.00270986-0.014453j 0.00930087-0.0119907j 0.0129897+0.00143817j -0.0101563-0.0222759j 7.20382e-05+0.00172245j 0.00281079-0.0176449j -0.0230945+0.0307991j 0.0100338-0.00577022j 0.00362843-0.00932676j -0.00447858+0.0064417j -0.0272878-0.000661974j 0.00574605-0.00692514j 0.0133044+0.0104574j 0.00311438+0.0103772j -0.00964006+0.0262133j -0.0147006-0.00895371j -0.00276033-0.0199396j -0.00608707-0.0160744j 0.0221313+0.0121807j 0.0155796-0.00738928j 0.00703129-0.000417607j 0.00194342+0.00489501j 0.0229112+0.00106511j -0.000651834-0.0132429j 0.0155491-0.0026855j -0.0369995-0.00673515j 0.00536769-0.00320979j 0.00202776+0.00519747j 0.0124446+0.00885304j -0.00236473+0.0107743j 0.00112966-0.0108829j 0.00212043+0.00406019j 0.0175697+0.018082j -0.0076239+0.0281463j 0.00928068-0.00607326j 0.0130516+0.00559135j 0.0141623+0.0110414j -0.0363728-0.0122281j -0.0081459-0.00271836j 0.00239205+0.0172812j 0.000558231-0.0174987j 0.00669155-0.0027614j 0.0156604-0.000986525j -0.0128163-0.00633384j 0.0214379+0.00521172j 0.00368313+0.00728196j -0.000656158-0.0135994j -0.000707106-0.000625755j 0.0100495-0.0127037j -0.0330234+0.00383775j 0.0203857-0.0185447j 0.0115318+0.00454284j 
-0.0209372-0.0215802j -0.0256284+0.0337937j 0.0178816-0.00176216j 0.0194048-0.0274062j -0.00715809-0.0229374j 0.00705425-0.026908j -0.0127082-0.00725436j 0.0148225+0.0430108j 0.0376663-0.0105113j -0.0163401+0.0181441j -0.00439788+0.0196866j -0.00879006+0.00408743j 0.00938913+0.0124128j 0.005037+0.021083j 0.00404546-0.00400927j 0.0130848-0.0131469j 0.0104315+0.00784973j 0.0129266+0.00799763j -0.00908065+0.00925188j 0.0108494-0.00458819j -0.00301258-0.00216246j 0.0180826+0.0232823j -0.00608512-0.00797609j 0.000222766-0.00119705j -0.00464337+0.00545602j 0.0046027-0.00415043j -0.00306541-0.00377958j 0.015983+0.00128535j 0.00586968+0.0185441j -0.00878472-0.0119616j 0.0103453-0.0127122j -0.00595596-0.000585619j -0.00257951+0.00277666j -0.0187919-0.0123347j -0.0119709-0.00887905j -0.0169228+0.00272432j 0.0246277-0.0119803j 0.0103003-0.00178837j -0.00636759-0.0108705j -0.0027665-0.00421357j -0.0229116+0.0199425j 0.0295047-0.00770452j -0.0259684-0.0288572j 0.0199182-0.00368503j 0.00333882-0.0236326j -0.0136749+0.0173116j 0.0109553+0.0398862j -0.00967439+0.00582881j 0.031264+0.00839838j 0.00780307+0.0210867j -0.00100143-0.017007j 0.0268502-0.00525074j -0.00594927-0.0128738j 0.0103731+0.0185217j 0.0254382+0.0148423j 0.0251981-0.00624426j -0.00380205+0.00814496j -0.00131199+0.00462238j 0.00755881-0.01677j 0.00639799-0.00787222j 0.00953099+0.00951627j -0.0162951-0.00224477j 0.0156551+0.00442996j -0.0275535-0.00505577j -0.01049+0.0307466j 0.00246365-0.0156137j 0.0157609+0.011589j -0.0081954-0.0330631j -0.0123308-0.014592j 0.0235065-0.00353204j 0.0142306-0.020484j -0.00785185-0.03186j 0.0130777-0.000635528j -0.00159816+0.00500123j -0.00255141-0.000299388j -0.0328033-0.00415099j 0.00749039-0.00749778j -0.0133711-0.00932275j -0.00848759+0.00424663j -0.0141089+0.0256243j -0.0294086+0.0019999j -0.0240543-0.0168115j -0.00913551+0.00267372j -0.0061964+0.00958475j 0.0111204-0.0210803j -0.00308746-0.0109562j -0.00975412+0.00682594j -0.00514941-4.66766e-05j -0.00020423+0.00565216j -0.00468575-0.0157329j 0.0136611+0.00194392j 0.00172895-0.0140817j -0.0177135+0.0128526j 0.00360665-0.0107797j -0.0106313-0.00693541j 0.0021685-0.0150301j -0.0113485+0.00510339j 
-0.00406056+0.0146532j 0.01782-0.000718889j -0.00125903-0.000660642j 0.00960515-0.00877282j 0.0112328+0.0586364j 0.00333493-0.019847j 0.0266167+0.0173268j -0.00447976+0.00247471j -0.0203284-0.0124169j 0.0323169-0.0147658j 0.0585007+0.0494905j -0.0179591-0.0403273j -0.0202282-0.0302114j 0.0208499-0.00814758j -0.00526649+0.0423389j 0.0101238+0.00332595j 0.00565287-0.02252j 0.00043721-0.0252582j 0.0135697-0.00647594j -0.0259478+0.0188453j -0.00718068+0.00427295j 0.0132177-0.0181072j 0.0247276+0.0110383j 0.00947652+0.0248206j 0.0102005+0.0214703j -0.0191506+0.00827118j 0.00525514-0.00573826j -0.00686701-0.0257154j 0.0196797+0.0340317j -0.00192939-0.00272507j -0.0411551+0.00708184j 0.0187771+0.039078j -0.0118412-0.0145378j -0.00461922-0.00440023j 0.0134249+0.00316646j 0.0141464-0.00799864j -0.0169036+0.00893863j -0.00672995-0.0169364j -0.003654+0.012782j 0.00732246+0.00745351j 0.0181701-0.00995701j -0.0156764-0.00791875j -0.0344605-0.00713368j -0.00181471+0.0170574j -0.0262206-0.0208748j 0.027378+0.00930495j 0.0104872+0.0172532j 0.00209842-0.0012587j -0.0154182-0.00589569j -0.0207953-0.00289574j -0.00868625-0.0210041j 0.00729901+0.0406017j -0.00423127-0.0488732j -0.0130653+0.00176535j 0.00103264-0.0174208j 0.0169074+0.0120946j 0.00798911-0.0202049j -0.0280571+0.00231868j -0.0123527+0.00375953j 0.0215084-0.00572994j -0.039734-0.0317746j 0.0322756-0.0202563j 0.00738577-0.00439694j 0.022383-0.0097458j 0.010805+0.014052j 0.0437325+0.000663797j 0.0156973+0.00441947j 0.0275231+0.0363101j -0.00990614-0.0152509j 0.00534125+0.0121725j 0.00279939+0.0282679j 0.0114759-0.0321073j 0.0105384+0.00446965j 0.00236273+0.0377984j -0.00216734-0.00125289j 0.00629565+0.0056812j -0.000787256+0.00257892j 0.0129738-0.0245477j 0.00463728+0.0250098j -0.00087966+0.00681211j 0.00289592+0.0314042j -0.00443885+0.00862995j -0.00318554+0.0128901j 0.00659067-0.000936246j -0.00280089+0.0113522j 0.0198711-0.0172618j 0.00174062-0.0149298j 0.00710431-0.0152914j 0.00679397+0.0030994j 0.0103571-0.0151142j -0.00826753-0.000664639j -0.0172437-0.0256823j -0.0111349-0.00647711j -0.000460291+0.00461761j -0.00272865+0.0162762j 0.000601219+0.00159124j -0.00485346-0.00833525j 
-0.00126355+0.0126209j 0.00671465-6.55404e-05j -0.00130138-0.0126004j -0.00316956+0.0274978j -0.000579077-0.00431081j -0.0200286-0.0530459j 0.0231358-0.000489508j 0.0142558-0.0349977j -0.0144294+0.032642j 0.0562303+0.0155375j -0.0302318+0.0131667j -0.00945805-0.0363614j -0.0216564+0.0121582j 0.0180305+0.0273926j -0.0273361-0.0119536j -0.0245697-0.00544784j 0.00289157+0.0191693j 0.0337117+0.0230564j -0.019506+0.00795711j -0.0081235+0.00626945j 0.00147715+0.00935575j 0.0323422+0.0435078j 0.0140615+0.020369j -0.0125692-0.0121219j 0.000497034+0.0313506j -0.0227579+0.0014557j 0.00649111-0.00780548j 0.00774536+0.0109729j -0.0104778+0.00958387j -0.00778813-0.0205692j -0.0192414-0.0297873j -0.0264179+0.00311623j 0.0159206-0.00786998j 0.0170016-0.00858969j -0.0446546+0.0292123j 0.0181841+0.00588658j 0.00219672+0.00964572j 0.00885228-0.00194801j -0.00575505-0.0129017j -0.00940646-0.0193396j 9.67267e-05-0.00366588j -0.00346282+0.012551j -0.0209408-0.00834359j -0.02632-0.0431248j -0.0278576+0.00611321j -0.0042031-0.0140477j -0.00608083-0.0140488j -0.0134299-0.0222579j 0.00182136+0.0255191j -0.0336499-0.0115053j -0.00313105-0.00606318j 0.0398193-0.0150442j 0.0145455-0.0117957j -0.00220593+0.0113491j 0.00216022+0.0185011j 0.0141216-0.0285067j -0.00699012-0.0169082j 0.0101911+0.00255774j -0.000634666+0.00215967j 0.0240488-0.00805353j -0.0141901+0.0105149j -0.0363336-0.0270581j -0.00755152-0.0105978j -0.0151552-0.0112137j 0.00928454+0.0192948j -0.0103891-0.0168483j 0.00203353-0.00981621j 0.013882-0.0565112j 0.00688086+0.0148466j -0.0154677-0.00382655j 0.0380042+0.0245243j -0.0127553-0.0231366j 0.00391034+0.0172541j 0.00558434-0.0259454j 0.0041835-0.0102102j -0.00992355+0.0048187j -0.00588332-0.00567651j 0.00124653-0.025415j -0.0113908+0.0159548j 0.0085052+0.0185316j 0.00906428-0.0255598j -0.00180153-0.00378526j -0.000207319-0.00326494j 0.0106364+0.0184756j -0.00123853-0.00672155j 0.00689132+0.0047507j 0.0155457-0.0171372j -0.0137703+0.032892j 0.0047911+0.0171026j 0.0157377-0.0190539j -0.0111107+0.0144228j 0.0111799+0.011413j -0.0127973-0.0381485j 0.00384376-0.0242952j -0.0106596+0.0141452j -0.00228214-0.00729789j 0.00905303-0.00932398j 
-0.0049175+0.014549j 0.00861287-0.000770209j -0.0375537+0.0200453j -0.034556-0.00117042j -0.0112099+0.00653699j -0.00584137-0.023777j 0.00730861+0.0178131j 0.0142855-0.0606324j 0.00493376-0.00964145j 0.00890854+0.00450118j 0.00352839+0.00544778j 0.0105681-0.00667857j -0.0102726+0.0150165j -0.00379176+0.00782191j 0.00201577-0.00384514j -0.00667338+0.00565961j -0.0143068-0.00586841j -0.0032054-0.0195655j -0.00833802+0.00593285j -0.00408924-0.00214712j -0.0132451-0.00201327j -0.00176538-0.00692839j -0.00301726-0.0057982j 0.00921518-0.00167596j -0.00535069-0.00567726j -0.0167264+0.00132636j -0.00182849-0.0213636j -0.0116+0.00463167j 0.00712127+0.0214729j 0.00995873-0.00107042j -0.00330469-0.00756617j -0.00853561-0.0120019j -0.0132537-0.00485994j 0.0324627+0.000923967j -0.0103332+0.00338306j 0.0103212-0.00720998j -0.0139289+0.0319094j 0.0100177+0.00549708j 0.0225613+0.0175807j -0.010768+0.0289479j -0.0178163-0.0118657j -0.0202813-0.0169878j 0.00915912+0.0256449j -0.0068444+0.0149848j -0.00617813+0.00098474j -0.00619054-0.0233371j 0.0134528-0.00191333j 0.0081899-0.0118632j -0.00798446+0.00376179j -0.00324173-0.00575522j 0.0123142+0.00662064j -0.00204577-0.0023362j -0.00361106-0.00428341j -0.00110564+0.0273129j -0.00254433-0.00498595j 0.000772671+0.000794527j -0.000346209-0.011103j -0.00568347+0.00887499j 0.013327+0.0133836j -0.00906022-0.0132689j 0.00573628-0.000967834j -0.0090044+0.0178776j -0.0164883+0.00249404j 0.00725391-0.0102459j -0.0100783-0.0130835j 0.00813745+0.00613748j -0.00700813-0.0133449j -0.00174605+0.0188301j -0.00290724+0.00554397j -0.0132953+0.0110021j 0.000268375+0.0107064j -0.00373091+0.0212434j -0.00468054+0.0076809j -0.00836335-0.00155647j -0.00243018-0.00398372j 0.00923084-0.00816219j 0.00164246-0.00687725j -0.00376273-0.00690949j -0.00922436-0.00450101j -0.000604856-0.0139835j 0.00173481-0.0137584j -0.0135822+0.00106359j 0.0113768-0.00215458j 0.0159933-0.00178081j -0.0039552-0.000695113j -0.0103767+0.0125189j 0.0140687+0.00834116j -0.00274657+0.00964993j 0.0251294+0.00650872j -0.00469412-0.00694485j -0.0235286-0.00394441j -0.00383379+0.0225966j 1.95132e-05+0.00314073j -0.00627317+0.0175057j 0.016793+0.00629493j -0.0103618+0.00596368j 0.00931195-0.0112675j 
