-0.0125679+0.0349484j 0.00855216-0.0379223j -0.048856-0.051549j -0.0118654-0.0404788j -0.010383+0.0193917j -0.00937628-0.00190591j 0.00330837-0.021463j -0.000187277-0.0755439j -0.0244524-0.0182454j 0.00353903+0.0143127j 0.019643-0.000557983j 0.00410285+0.0194759j -0.00192998+0.00701931j -0.0325029+0.00111412j 0.0048833-0.0128162j -0.00250357-0.0182218j 0.000265244+0.00737472j -0.00132587-0.0532657j 0.000776039+0.016041j -0.00695322+0.00111114j 0.00161571+0.0325623j -0.0115771-0.0257802j -0.00179641+0.00991296j -0.00108747-0.000962421j 0.00143164+0.00604323j 0.00566064-0.0077081j 0.00566759-0.00196744j 0.0064361-0.00156452j 0.0184749+0.00121231j 0.00759662-0.00944709j -0.00650964-0.000490335j -0.00942587+0.00713989j -0.0209727+0.0384569j 0.0155883-0.021529j 0.005323-0.0150878j -0.0217024-0.0178687j 0.00911048+0.0141516j 0.0123024+0.0164682j -0.0177735-0.00889631j 0.00698408-0.0103731j 0.015738+0.0322678j -0.00605248+0.000193398j -0.0106183+0.0138472j 0.00522897+0.00167217j 0.000631425+0.00208542j -0.0177252+0.0170584j -0.000618663+0.0113471j -0.00955666-0.0407081j -0.0217835+0.0267448j -0.0002669-0.0336652j -0.0134997+0.0203421j -0.011199-0.0125799j -0.0096225+0.00407036j -0.00190824-0.00151638j 0.000497221-0.000704899j 0.0178635+0.00168924j -0.0227187-0.0437688j 0.00825821+0.00901653j -0.0107116-0.0176003j -0.0284889+0.0160257j 0.00451891-0.0234975j 0.0112807+0.01734j -0.00720273-0.00459932j 0.00518315+0.0026676j -0.00544375+0.0468034j -0.0174817+0.0326221j -0.000317701-0.0162102j 0.0162029+0.0146707j 0.00325409+0.00314466j -0.0451252+0.00973877j 0.00276102+0.0320217j 0.00380484+0.0378278j -0.0350583-0.0309189j -0.00458885+0.0590152j -0.00385826-0.0351456j 0.0122663+0.052311j 0.0137236-0.0224069j 0.0384721+0.0081022j 0.00543399-0.0165386j -0.0324909+0.023123j -0.0333918+0.019157j -0.0165653+0.0192477j 0.0504246-0.0406236j -0.0113916+0.00447812j -0.0195648+0.0208741j 0.0155813-0.0100416j -0.00270672-0.00966573j 0.00171822-0.0106535j 0.0631341-0.0654577j 0.0183384-0.0218733j -0.0742672-0.0126909j 0.013415-0.0053848j 0.000369147-0.0091815j -0.102099+0.132641j 0.0811659+0.0177367j -0.0886228+0.157177j -0.0574957+0.00718158j 
-0.0134722-0.00487415j 0.00835037+0.0109603j 0.0110467+0.00785196j -0.0104842+0.02796j 0.0069579+0.00664061j 0.00246192+0.00159806j 0.0360646+0.00139291j -0.0218525-0.0192109j -0.00613032+0.0266801j 0.0151991-0.0137678j -0.0251437+0.0195608j -0.00244233-0.0114357j -0.0182183+0.00295638j 0.00725648-0.00356016j -0.0193498-0.00808546j -0.0057237+0.0108979j 0.000673419+0.0002636j 0.00284987+0.0148209j -0.00434747-0.0162213j 0.000724111+0.00894457j -0.0134699-0.0157172j -0.00293882+0.000900671j 0.00425534-0.0144242j -0.0117211+0.0102688j 0.0174323+0.00366443j 0.00497391+0.00786835j -0.00742655-0.00995948j 0.00139114-0.00479938j -0.0152158-0.0223707j 0.015161-0.00249065j 0.0115731-0.00505923j -0.0065457+0.00889415j -0.000312604-0.0137177j -0.00818788+0.0265597j -0.00634526+0.017566j 0.0221098+0.0159699j -0.0162539-0.00100434j -0.0028499+0.0118266j 0.0139207-0.00945044j -0.00521014-0.0109005j 0.00833463-0.0127577j -0.0232383+0.0121775j 0.0209617+0.0166831j -0.0108058-0.0104125j -0.0285573+0.0325012j 0.0156746-0.0182937j -0.0221935-0.0100338j -0.00653994+0.00952236j -0.0163673+0.0276348j -0.0108378-0.0138506j -0.00167216-0.00346811j 0.00706147+0.0190667j 0.002283-0.000784778j -0.0119713+0.0106359j -0.0160171-0.0188629j -0.00642361-0.00370837j -0.01425+0.0154652j 0.019225-0.0173243j -0.0168339+0.0157383j 0.0188021-0.0103852j 0.0124209-0.0152982j -0.0211508+0.0120275j 0.00507218+0.0094394j -0.00707867+0.00836994j 0.0104858+0.00445925j 0.0169643-0.00754101j 0.00812197-0.00748606j 0.000781961+0.0203229j 0.00640299+0.00395271j -0.0168264+0.0203749j 0.0208831+0.0171145j 7.28725e-05+0.00868654j 0.0137845+0.00194526j -0.00843112+0.00042638j -0.0190253-0.030661j 0.00695284+0.0125844j 0.00382361-0.0084446j 0.012811-0.0160141j 0.00321763+0.0140416j 0.00917403+0.00039917j 0.0120152-0.0166444j -0.00604639-0.0107837j -0.0112972+0.00527827j 0.00784831-0.00417782j -0.0035967+0.00643421j -0.00973632+0.0131005j 0.0131363-0.00302554j 0.00584109-0.00819766j 0.00499597+0.0100102j 0.0060029-0.00718524j -0.00060064-0.00145167j -0.00852265-0.00272684j -0.000916259-0.00442644j 0.00427999-0.00648021j -0.0066434+0.00965002j -0.0070533-0.00817912j 0.00268528-0.00439357j 
-0.00270092-0.0175896j -0.0186607-0.00763256j 0.00875905+0.0198801j -0.0209438+0.00406022j 0.00260959-0.0242468j 0.0153476+0.0180871j -0.00531793+0.00374224j 0.0174001-0.00558469j -0.00874637+0.00400775j -0.010987+0.00961949j -0.00690023-0.0246722j 0.0109416-0.00555591j 0.000694478+0.0156625j -0.00940087-0.012281j 0.0119732-0.00725816j -0.0159648+0.0142087j -0.0194868+0.0095621j -0.0083545+0.0113629j 0.000171309+0.0188634j -0.00159605+0.0061538j -0.00238398+0.0184749j -0.00325906-0.00260332j -0.0124882+0.00840309j 0.0085362-0.00732783j -0.00438966-0.0011228j 0.0075885-0.00985183j -0.0100033+0.00847275j -0.0154183-0.00227705j -0.0292256+0.000520022j 0.00386786+0.00923211j 0.00333362-0.0078571j -0.0138395-0.0188066j -0.0191876-0.00498298j 0.00208168+0.0077671j -0.00521342+0.0136036j 0.0272932+0.0105349j -0.0016299+0.00519881j -0.0188014-0.000870541j 0.0129416-0.0158312j 0.00181345+0.00725578j 0.00503807+0.0168303j -0.00200342-0.00730803j 0.0100875+0.000350061j -0.028189-0.0210718j 0.00422552+0.0107373j 0.00174746-0.0104434j -0.0113318+0.0103177j 0.0175095+0.0138185j -0.0045632+0.00786089j -0.001448+0.0103686j -0.00123412-0.00776488j -0.00569798-0.0475105j 0.00124901+0.00378052j 0.00702856+0.00555236j -0.00796184+0.00683584j -0.0099778-0.0147588j 0.0162949+0.00569092j 0.000592455-0.00165313j -0.00569985+0.00601723j 0.00607277-0.022006j -0.00143594+0.014165j -0.011166+0.0207798j 0.0161646+0.0254552j -0.0160887+0.0112984j 0.00698593+0.00197509j 0.0109414+0.00238689j -0.02719-0.00660484j -0.0010398-0.0142067j 0.00887548+0.00301474j -0.00177856-0.0256864j -0.00851685-0.043413j 0.000244813+0.00965796j 0.0122954-0.0115439j 0.00183578-0.0345752j 0.00301131+0.0106446j -0.0050715-0.0236031j 0.0113869-0.0106055j 0.0149896+0.000980991j -0.0110754-0.00166559j -0.00139167-0.0124091j 0.0172276-0.0125175j 0.00970662+0.00845523j 0.0041802-5.66171e-05j 0.0108825+0.000471875j 0.000470446+0.00720926j -0.0272552+0.0111665j 0.0112931+0.0123821j 0.00992583+0.00684925j 0.00627549+0.0164988j 0.0200117+0.00291435j 0.000127574+0.0107995j 0.00334749+0.00045031j -0.00357191-0.000843536j 0.00729743-0.0145357j -0.00777144-0.000185355j 0.00507886-0.000477915j -0.000911182+0.00746592j 
-0.00522031-0.0213868j 0.00573438+0.0147097j 0.0328133+0.00830263j -0.00120759+0.0250796j -0.0125526-0.0059565j 0.00378638-0.0067363j 0.0101978-0.00230469j 0.00149294+0.0117249j 0.0129258+0.00302834j -0.0228653-0.00373955j -0.0052808+0.00635275j 0.00172585-0.00922686j -0.000581022+0.00626229j 0.00554681+0.00610784j -0.00107965+0.0249107j 0.00105413-0.00196965j 0.0042299-0.0169624j -0.00897866+0.0126615j 0.00752913-0.0123022j 0.00820185-0.00270906j -0.00654256-0.0206308j 0.00629388+0.0224487j -0.00167936-0.00259376j -0.00211113-0.0208646j -0.00795989+0.00780083j -0.000488968-0.00413444j 0.00518922-0.00496616j 0.00359104+0.0159182j -0.0287149-0.0193957j -0.0153601+0.0120093j 0.0053302-0.00543591j 0.000289873-0.00724126j -0.00711864+0.00371483j 0.00219179-0.0106825j -0.00765185+0.00253023j 0.00234009+0.0175299j 0.0039967-0.00121803j 0.00182298-0.0169231j 0.0239391+0.00571434j -0.0181485+0.00757478j -0.0181345-0.0148488j 0.00808414-0.014085j 0.01055-0.00015625j 0.00265485+0.00277045j -0.00724884-0.0115561j -0.0124826-0.00641343j -0.00329488-0.00808173j -0.0124832+0.00649786j 0.00596601+0.0080108j -0.01302-4.01739e-05j 0.0101939-0.009662j 0.0297908+0.0233266j -0.00606261-0.0088064j 0.0192036+0.0145155j -0.0124114+0.00416781j 0.0080018-0.000993042j 0.0211928-0.00157631j -0.00525675+0.00255627j -0.011807-0.0022512j -0.00460176+0.00181667j -0.000690217+0.00993919j -0.022956-0.0046754j 0.00543589+0.0189936j -0.00494732+0.00291938j -0.0133772+0.0149627j -0.00302965-0.0245231j 0.0105639+0.00403687j 0.00557484-0.0156203j -0.0182163+0.00357355j 0.0191884+0.0107443j -0.0104874+0.00371504j 0.00412154-0.0069054j 0.0149694-0.00193172j 0.00404991+0.0059046j 0.00295631+0.00880668j -0.00284463+0.0111683j -0.00270566+0.0141115j -0.00349462+0.00224201j -0.0255472-0.00551428j 0.0120514+0.000185443j -0.00646691-0.0233988j -0.00492046-0.00415405j -0.000203881+0.00353232j -0.00773519-0.00763292j 0.0115408-0.000127557j -0.00800801-0.000608055j 0.0158391-0.00136944j 0.0115176+0.0134375j -0.00936618+0.0162074j 0.00746619-0.00846692j 0.00808447-0.000810365j 0.00322332-0.00640667j -0.0100752-0.00334023j 0.0197873-0.0213606j -0.0199706-0.0118086j 0.00656358-0.0157542j -0.00986995+0.00592177j 
0.00716266+0.0265895j 0.0205985+0.0188124j -0.00288654-0.0105548j 0.0335361+0.00340375j -0.021179-0.0180747j 0.0132024-0.00674098j -0.0144378-0.0192856j -0.00629397+0.0159675j -0.00372463-0.0171239j -0.0196692+0.02944j -0.00772429-0.0117694j 0.00262045+0.0173469j 0.0229831+0.00963579j -0.000412502+0.0404705j -0.00582019-0.00898082j 0.00776516-0.00265805j 0.00530822+0.00100964j -0.00376865-0.00506024j -0.016621+0.0100109j 0.00484371-0.00591937j 0.00420302+0.0106236j 0.00406043+0.00572863j -0.00592688+0.0070508j 0.00451684-0.00370493j -0.0167114-0.0159323j 0.00448568-0.000390161j -0.00223675+0.00480109j -0.00270515+0.00951709j 0.00618655-0.0182121j -0.00237566+0.000423251j 0.0179667+0.00282047j 0.00165682-0.00305776j 0.00555252+0.0144709j 0.0158702-0.0132309j 0.0136892-0.0124744j -0.0273067+0.0205753j 0.00842524-0.0169101j 0.00439875+0.0128197j -0.00739371+0.009006j 0.00393843+0.00869934j -0.00625036-0.0113164j 0.00982098+0.00111838j -0.0280572-0.0218341j 0.0160039+0.0164906j 0.0182894-0.0261347j 0.00315651+0.0220038j -0.00106116+0.0273833j -0.0118068+0.00238852j 8.09385e-05+0.0211209j 0.0191456-0.00517628j -0.0045928+0.0103664j 0.0158953-0.00244253j -0.0101211-0.0177519j -0.019145+0.000870491j 0.020188+0.00434376j -0.00363632-0.0247054j -0.00282084+0.000783489j 0.0247766-0.00959139j -0.00509504-0.00165707j -0.0380727+0.0273647j -0.00891095+0.0250892j -0.0106779+0.0434269j 0.0340937+0.0139721j -0.0160488-0.00956009j -0.00158029+0.00994723j -0.00295079-0.00263969j 0.0220625+0.0155398j -0.00486236-0.0386316j -0.0161563-0.0305077j -0.00645093+0.00988842j 0.00461454-0.0266758j -0.00627568+0.0137435j 0.00222398+0.000828772j 0.00943609-0.00139283j -0.00281948+0.000906687j -0.0363313+0.0123746j -0.00544433-0.00595094j 0.0173181-0.0108077j -0.0158425-0.0117239j 0.0030077+0.0218293j -0.000833443-0.00767373j -0.0128269+0.00981751j -0.0138062-0.0200119j -0.00451788+0.0041423j -0.0115827-0.00393768j 0.021796+0.00729737j -0.012138-0.000887483j 0.00199766+0.0165633j -0.00353209-0.019567j 0.00562077-0.00538199j 0.00214233-0.00372656j 0.000895916+0.00643074j 0.0039648+0.00386497j -0.0168669+0.00408222j -0.00566536+0.0097921j -0.00450381+0.00454257j -0.000870548-0.0173786j 
-0.00409861+0.0180649j 0.00320671-0.000585064j -0.0055733-0.0046804j 0.0141761+0.00142908j -0.00221214+0.0143664j 0.000474665-0.00225947j 0.00519359+0.00886015j 0.0184241-0.0532893j -0.0427023-0.049901j 0.0318995+0.00534618j 0.0357241-0.0166713j 0.0131983-0.0236401j -0.00741105-0.00234813j -0.00100059-0.0205045j 0.0117692-0.00604024j -0.00602882+0.00700191j -0.0215856-0.00970893j -0.00641596-0.0448815j 0.00214546+0.00250256j -0.0217744+0.0130828j -0.000734671+0.00607322j -0.0176918-0.0251731j 0.00518264-0.00486288j -0.0015094-0.0125885j 0.00228297+0.024968j -0.00939452+0.00564674j -0.00151106-0.0228996j -0.00354233-0.016848j 0.0184889+0.00418602j 0.0122166-0.00900886j -0.00132393+0.00351431j 0.0102173-0.0217519j 0.00382864-0.0133773j 0.00362168-0.000780286j 0.00738042-0.00705726j 0.0119993-0.0199633j -0.0130537+0.0200384j -0.008795-0.000860068j -0.0270465+0.00972455j 0.000903818+0.000894863j 0.0120242-0.00864991j -0.00871115-0.0192631j 0.00288984+0.00665304j -0.00853568-0.00871948j -0.00754912-0.00145811j 0.0120894-0.0136563j -0.00254388-0.0098315j 0.00890801-0.00956229j -0.0245382-0.0153294j -0.00126637-0.0191288j -0.0109864-0.0194448j -0.0127576+0.0355276j -0.0201594+0.00923075j -0.00924622-0.0137815j -0.0155667+0.0127531j -0.00552594+0.0163522j 0.00122131-0.018434j -0.00652125+0.00790271j -0.0344498+0.0151531j 0.011453+0.0069422j 0.0210941-0.0206217j 0.0070966+0.00846482j 0.0166156+0.00614468j 0.015149+0.0208622j -0.00134469-0.0368775j -0.00350352+0.0121367j -0.0235534-0.00297144j -0.00391487+0.0108457j 0.0182438+0.0138202j 0.0095814+0.0344346j 0.00183654+0.0224861j -0.000249777+0.0127338j -0.0113208+0.00524548j 0.0224182+0.0094324j 0.0091147-0.00881251j 0.00555238-0.0151177j -0.000344467-0.00568037j 0.00368083+0.00214538j 0.00199573+0.00808868j 0.00692052-0.0102929j -0.00597823+0.0102619j 0.0126872+0.00958371j -6.98946e-05-0.00139542j 0.00291694-0.0226482j -0.0029823+0.0105634j -0.00187883-0.00238164j -0.00302779-0.00426554j 0.0105932-0.0100271j 0.0134224-0.031224j -0.00013287-0.000184752j -0.0112724+0.00452358j 0.00154813+0.000310681j 0.00780082-0.00568367j -0.00915848+0.0179018j 0.00331218+0.00543965j -0.00307287+0.016625j 0.00703776-0.0127157j 
-0.00787293-0.00293164j -0.00778325-0.00918572j 0.00039827+0.000727031j -0.00852864+0.00380848j -0.00560982+0.0103576j 0.000220606-0.00625926j 0.0131482+0.00556553j 0.014534-0.0309059j -0.0126023-0.00190086j 0.0131966-0.0118509j 0.0101763+0.00723086j -0.0129279+0.00792696j 0.00324787-0.0135015j -0.00343614+0.00985851j -0.0140179-0.000188764j -0.0210997+0.00157025j 0.00349936-0.00138796j -0.0060042-0.0159934j 0.00614446-0.0246374j -0.000189075+0.00253396j -0.00733785+0.00296796j 0.00116394-0.012618j 0.00977693+0.0127942j -0.0144341+0.0074603j 5.57472e-05-0.0083207j 0.00463025+0.00303821j 0.00203792+0.00160928j 0.00508855-0.0022409j 0.0189157+0.014607j -0.0100032-0.00671872j -0.0121899+0.0105515j 0.00739537+0.00305432j 0.0116781-0.00706066j 0.00199099+0.00600738j 0.0163297-0.00484462j 0.00586279-0.00762802j -0.0142967+0.0164404j -0.00324945-0.00825536j -0.00259705-0.00124782j -0.00623506-0.0114637j 0.00738433+0.00869086j -0.0100585+0.00996927j 0.00813668+0.00627539j -0.00468234-0.00864292j 0.00724232+0.00142516j -0.00502824+0.0115374j 0.000835288-0.0109829j 0.0109205-0.00610384j -0.00210545-0.00596197j -0.00854543-0.0130639j -0.00930718+0.00963703j -0.0147806+0.0225041j -0.000450155-0.0106068j -0.00662048-0.013409j -0.0125073+0.00503221j -0.010419-0.0157093j 0.0064542+0.00291144j -0.00486448-0.00286912j 0.00882073-0.0241107j -0.0267599-0.00282676j -0.0238482+0.0348038j 0.0162411-0.0154886j 0.0188795-0.0256472j -0.00296173+0.0182994j -0.00107972-0.0159073j 0.00769058-0.002676j -0.00754819-0.00998864j 0.0247612+0.00594555j 0.0145856+0.000450775j -0.00485695+0.00986189j -0.0113933+0.0098516j 0.00452704+0.00751687j -0.0201041+0.00318748j 0.00181782-0.00720553j 0.0269519+0.00486823j -0.00724625+0.0139723j 0.0171482+0.012496j -0.00126932+0.0150402j -0.000459065-0.00178588j 0.00864208+3.87887e-05j -0.0112684+0.00932835j 0.00308262+0.000624133j -0.0006617+0.00959821j -0.00930739-0.00122869j 0.0111349-0.000754967j 0.00819348-0.00948041j -0.00942699-0.00558932j -0.00422376+0.00645943j -0.0176158-0.0103339j -0.0139394+0.0213411j 0.00517165+0.0147306j 0.000518054-0.0014431j -0.000531525-0.00588141j 0.00225003-0.00552076j 0.008902-0.0119098j 0.00306066+0.00210985j -0.000308552+0.0067851j 
0.0183678-0.00555864j -0.0216221-0.0243402j -0.0351948+0.00605748j -0.0106086-0.0117235j 0.00231189+0.0122355j 0.0124231+0.00880394j 0.0045926-0.00392474j -0.0134427-0.0278043j -0.00743491+0.00353686j 0.0117419-0.0224592j 0.0210205+0.0111937j -0.0144909-0.00625497j -0.0292603-0.00191926j -0.00743799-0.00379607j 0.00862759+0.00968492j 0.00544229+0.0109135j -0.00040436-0.00595462j -0.00597545-0.0189528j -0.010972-0.0210914j -0.00480208+0.00149765j -0.00851205+0.00672557j -0.00907228-0.000634246j 0.0165581+0.00422731j 0.00778284-0.000174077j 0.00678323+0.00223845j -0.00993724+0.0109599j 0.00546937+0.00831628j -0.0227181-0.0052615j 0.00581795+0.0133098j 0.0220214+0.00548827j -0.0116465-0.0202581j -0.0089157-0.0033687j -0.00743906-0.0220523j -0.00750001+0.0182016j 0.00127922-0.00530061j 0.0137907-0.00224719j 0.0181897-0.00604354j 0.000536757-0.0267664j -0.0238564-0.000784663j -0.000248703-0.00104308j 0.0226766+0.0136017j -0.0201763-0.0108168j -0.0175997-0.0128266j -0.012962+0.0102729j -0.0290888+0.0018545j -0.011854+0.00862877j 0.00195044-0.002196j 0.0101579+0.0102334j -0.000944274-0.0118578j -0.00398417-0.001204j -0.0263459-0.00625675j 0.00285685+0.00568254j -0.000246489-0.0173444j -0.00397352-0.015374j -0.00562557-0.0189345j -0.0144848+0.000802017j -0.000234346+0.0111532j 0.00279892-0.0242958j -0.00518147+0.0145188j 0.0100661+0.0022309j -0.00567471-0.0126811j -0.0265676+0.00811784j -0.0194148-0.00736683j 0.00318332-0.022384j -0.00848679+0.0144316j 0.0097243+0.00383644j 0.017152+0.0037068j 0.0264931+0.0310455j 0.00682584-0.0175084j -0.0315218+0.0200247j -0.00836188-0.00703445j -0.00339969+1.70126e-05j -0.0129567+0.00861837j -0.0134967-0.0102305j -0.0173935+0.00298732j -0.0102737+0.00991342j -0.000539701+0.0105759j 0.0201512-0.00417058j -0.00103548-0.00209505j 0.000922703-0.0113341j -0.0103071+0.0149521j -0.00409382+0.0106925j 0.0105465-0.0058727j 0.00790472+0.0116787j -0.0306418+0.00626306j 0.00889245+0.00135573j -0.00743086-0.00675195j 0.00691219-0.00838615j 0.0125213+0.00529763j -0.00230344+0.00303099j -0.00940216+0.00766853j -0.00578486-0.00148975j 0.00327219+0.00949483j -0.0128159+0.000773399j 0.00345763+0.00634028j 0.0020796+0.00342186j 0.0122694-0.000165039j 
-0.000157582+0.00793873j 0.00377963+0.000812775j 0.00137844+0.00123239j -0.00586105-0.00254006j -0.001366+0.00235191j -0.00792457+0.00326247j 0.000448956-0.0010882j 0.00400025+0.00752998j 0.00332773+0.0010565j -0.00708697+0.00294101j 0.000999323+0.000304527j -0.00381187+0.00812271j 0.00639377+0.0090586j 0.00608731+0.0101585j -0.0074251-0.00512563j -0.00800349-0.0144033j 0.00475561-0.00553162j -0.0181775+0.000224535j -0.00980493-0.00409306j 0.00601315-0.00488428j -0.00515496+0.00858165j 0.00755811+0.000718817j -0.00672094-0.00816857j 0.00698133+0.00329882j -0.00401845+0.00321291j 0.00790076+0.00127123j 0.00769868+0.00617752j 0.011522+0.0026316j 0.0179694-0.00197189j -0.0158232+0.000809823j 0.00484316+0.000806123j -0.000493229+3.17342e-05j 0.000701513+0.00433859j 0.00382828-0.00252371j 0.00181426-0.00391367j -0.0151638-0.00163087j 0.00104233-0.0124778j 0.00511613+0.0170615j 0.01552-0.000242372j 0.00218903-0.00510144j -0.00379651-0.00095447j 0.00983725+0.00641896j -0.00229623-0.00120571j 0.00804909+0.00680408j 0.0202999+0.00371933j 0.00683233-0.00999539j -0.000892007+0.00201109j -0.00492866-0.0179044j 0.00426951-0.0101942j 0.00158743+0.00394593j 0.00856509+0.00754403j 0.00251988-0.0226297j -0.00560016+0.0101257j -0.00670253-0.000966025j 0.00706516+0.00562799j 0.00122694+0.00505598j 0.00515174+2.56395e-05j -0.0052774+0.00244425j 0.0193884-0.00176376j -0.0311667+0.0185831j -0.00507952+0.0130953j 0.00903307+0.00706112j 0.034035+0.00607267j 0.00574275+0.00496329j -0.00291141-0.00139278j 0.00770848+0.0120651j -0.0107627+0.00306995j 0.0165337+0.00149553j 0.0127356+0.00311991j 0.00768086-0.010461j -0.011075-0.0160899j -0.0157371+0.00589406j -0.00296854-0.00198204j 0.0101392+0.000129293j 0.00628632+0.00500533j -0.0179963-0.0048179j 0.0105622+0.00491731j 0.00512522+0.00258081j 0.00259492-0.00192936j 0.00100901+0.00325611j 0.00610268-0.00782594j -0.00124938-0.0108374j -0.0034924-0.0041826j -0.00230248-0.00144997j 0.000183031-0.00590975j 0.00245726+0.00013818j -0.00205946-0.00141151j -0.00208068+0.00359746j -0.00393765-0.00980076j -0.0018469+0.0060251j 0.00269003-0.0006777j 0.00230532-0.00102625j 0.00171852-0.00156196j 0.00167689+0.00585106j 0.00439472-0.00510399j -0.00463558+0.00192915j -0.000861785-0.00336847j 
-0.00761032-0.00216519j 0.00337492+0.0175738j 0.0186415+0.00433347j -0.00436831+0.0176518j 0.0133392+0.00676894j -0.00198388+0.0129487j 0.0219814+0.000797509j 0.0100136+0.0135877j 0.0027709-0.00825578j 0.004555-0.00706759j 0.0143547+0.00868547j -0.0208918+0.0048923j -0.0043528+0.00475783j 0.0100265-0.0166478j -0.00472137+0.00651187j 0.0159079-0.0163543j 0.0113342-0.0025583j 0.00355391+0.00559509j 0.0135775-0.00671675j -0.0050373-0.00515532j 0.00562235-0.00972886j -0.00966719+0.0033131j -0.00196843+0.0115056j -0.00227155+0.0226856j 0.0135131-0.00892758j -0.000528183-0.00156517j -0.00453919+0.000575062j 0.00805607+0.00837777j 0.000535043+0.0107903j 0.00883404-0.00781379j -0.0159-0.00569973j -0.0114731+0.0193879j 0.00223621+0.00792195j -0.0148444+0.0108992j 0.0048456+0.00777843j -0.00270132+0.0162003j 0.00341852-0.0129941j 0.00309105+0.00028042j 0.00289912-0.0012387j 0.00407066-0.00588821j 0.00790207-0.0129694j 0.00589337-0.00200625j -0.0220719-0.00444184j 0.00989128-0.013193j 0.0226942+0.0162413j -0.00460918+0.0129808j -0.000708007+0.0022105j 0.00771964+0.00627533j -0.00513952+0.0235671j -0.00288718+0.000124447j 0.00163402-0.00182294j -0.013106-0.0101688j 0.0110778+0.00620949j 0.00142916+0.00115234j -0.000653093-0.00917156j 0.00950849-0.00924825j -8.772e-05+0.0147421j -0.000128035-0.00903962j -0.0111014-0.0112077j -0.00494074-0.0179523j -0.0132575+0.000136706j -0.00965398+0.0167441j -0.00465673-0.00268035j -0.0109772-0.00332985j 0.0042451+0.014516j 0.00941665-0.011717j -0.000368633+0.0237448j 0.000510537-0.00169635j 0.00482112+0.0113433j -0.00586769+0.0189755j 0.018724+0.0273937j 0.0115401-0.00813479j -0.0134755-0.00716082j 0.0109362-0.00624973j 0.00502734+0.00514776j -0.0134038+0.00795321j -0.0166775+0.0010501j 0.012425-0.0179202j -0.00316424-0.00963022j -0.010768+0.0110693j 0.000123101+0.0171799j 0.00226332+0.000812417j 2.71153e-06-0.0142318j -0.00183882-0.0137322j -0.0177283-0.00123165j -0.00356451+0.00837353j 0.00791074-0.00822409j -0.000420929-0.00448468j 0.0194672+0.011329j 0.00620162-0.0257852j -0.0109676-0.00954227j -0.00609168-0.00736969j -0.000240922+0.000993361j -0.00999629-0.00130444j -0.0107876+0.0199042j -0.00961085-0.001153j -0.000506418-0.0141204j 
-0.0124287-0.0229418j 0.00131459+0.00165005j 0.0316572+0.000353005j -0.00126113+0.0113237j -0.000426976+0.000289976j -0.00191653-0.0232529j -0.00449656+0.00223562j -0.0133749+0.0296095j 0.0225011+0.025527j -0.0160166+0.0082615j -0.0185697+0.00524033j 0.000310327-0.000308294j 0.0070887-0.00720195j 0.01446-0.00825724j 0.0109725+0.0167026j -0.000418529+0.0129653j -0.00561009-0.00116493j 0.0314509+0.0323119j -0.0229302-0.0111205j -0.0100229-0.00398072j 0.00812933-0.00589309j 0.0116122+0.0118925j 0.0160442+0.000564588j 0.00036946+0.00500172j -0.0109983+0.00684333j -0.00961685-0.00635221j 0.00660892+0.00334496j 0.0134986-0.00812235j -0.0130866-0.00261415j -0.00412571+0.016898j -0.00932074+0.00428204j 0.00547675+0.0120327j 0.0129558-0.0112328j -0.0115353+0.00727714j 0.0120025+0.00669391j 0.0034755-0.00293495j 0.00800666-0.0145158j -0.00100071-0.00893481j -0.0126781-0.0116609j 0.00956892-0.0196672j -0.0038977-0.0169474j 0.0185497+0.00262381j 0.0122459-0.0125164j -0.00865267-0.0178278j -0.00552958+0.000458245j -0.000566033-0.00503802j -0.0215463-0.017071j 0.00521844+0.00451552j 0.00466625-0.00927796j 0.00298173-0.000538769j 0.0124276-0.00685444j 0.000920494+0.0362277j 0.0182256+0.00266858j 0.0199362-0.00705831j -0.00589326-0.0225073j 0.0142651+0.00775729j 0.000898538+0.0194574j -0.00364757-0.0119588j -0.0204504+0.00204065j 0.00380576-0.00335208j -0.0202925+0.00821585j -0.0143015-0.0311375j -0.00462363-0.00742054j -0.0100461+0.0173535j 0.00712721-0.00843997j -0.00905915-0.0311182j 0.00331367+0.023395j -0.0145969-0.00100518j 0.00345749-0.0018278j 0.0120521+0.0303012j 0.0134402+0.020433j -0.0046835-0.0153047j 0.00030163+0.00587679j 0.0153909-0.0194761j 0.022303-0.00285727j -0.01236+0.00618184j 0.0125348-0.000803333j 0.0031376+0.0032766j -0.00140366+0.00996913j 0.0130673-0.00603989j 0.00707461+0.00290113j 0.0139823-0.00839366j -0.0038604+0.0187308j -0.00558046-0.000194253j 0.0136305-0.000903643j 0.00354622-0.00343458j 0.010233-0.00185589j -0.00644756+0.0171675j -0.0164485+0.0217748j 0.00872716-0.00168855j 0.00365763+0.00109759j 0.00470013+0.00107558j 0.00210527-0.0133191j 0.0203134-0.0232095j -0.00694491-0.00766755j 0.00360519-0.0136177j -0.0124349+0.0118749j 
