0.00519258-0.00177771j 0.000807269+0.00431253j 0.00086832+0.00264186j 0.00339144-0.00312838j 0.000300208+0.00296486j 0.000473375+0.00261396j 0.00277368-0.00124671j 0.00157689+0.00159343j -0.000236925+0.00148719j -0.00114893+0.00126592j -0.00254818-0.000755667j 0.000405839+0.00254211j 0.000851084-0.00111966j 0.00123882-0.000246656j 0.00237754-0.000713675j 0.00116097-0.00113102j -0.00036569-0.00129464j -0.000537801+0.00144023j -0.000928907-0.00113124j 0.00272176-0.00234919j 0.00209151+0.00135951j 0.000759621+0.00176284j 0.00163+0.00183415j -0.00122671+0.00053668j -0.000384098-0.00127021j 0.00138197-0.00216466j 0.000682859+6.5532e-06j -0.000296674+0.00134348j -0.000977826-0.00112814j -0.000386286-0.000818843j 0.00277943+0.000577903j 0.000434027+0.000428398j 0.00106504-0.000853122j -0.000841546-0.00202969j -0.0019115+0.00377732j -0.000535216-0.000214108j 0.00370611+0.000476056j 0.00116185-0.0019929j 0.00136081-0.00134499j 0.000409319+0.00149421j 0.00155611-0.000132622j -0.00353541+0.00212295j -0.00166802+0.00114506j -0.00113948+0.00368153j -0.00140212-0.00118316j 0.00123646-0.000825779j 0.0027502-0.00363392j -0.0016132-0.00049957j -0.000345066+0.00179343j 0.00116173-0.00104708j -0.00258985-2.47708e-05j -0.00135732+0.00176965j -0.00102364+0.00111357j -0.000126645-0.00338735j 0.00612911-0.00738051j -0.00787973-0.00418053j 
-0.000544055+0.000694772j -0.00317266+0.000691606j -0.000134317+0.000932064j 0.000359428+4.78699e-05j 5.81962e-05-0.000185513j -0.000348865+6.60433e-05j 0.00234256-0.00241175j 0.000746473+0.00173748j -0.0011082+0.000363526j 0.0019332+0.0022196j -0.00106846+0.000308967j -0.000930887-0.000291683j 0.00120666+8.86563e-05j -0.000678975+0.000672569j -0.00225979+0.000653217j -0.00110624-0.000441074j -0.00291987+0.00157646j 0.00108124+0.000332389j -4.31189e-05+0.000881623j -0.00375609-0.00125149j 0.000797146-0.0011873j -0.00287592+0.0033483j 0.000591086-0.0014525j -0.000681784+0.000677708j -0.00312156-0.00121893j -0.00105076+0.00113451j -0.000688978-0.00180422j -0.000137152-0.00246535j 0.00156384+0.000493325j -0.00112417+0.00208194j 0.000650366-0.000388316j 2.3607e-05+0.00136777j 0.00098627+0.000857514j 0.00210317-0.000824128j -0.000261444-6.09678e-05j -0.00156058+0.00151959j -0.000902856-8.02495e-06j 0.000438335+0.000469033j 7.39841e-05+0.000948289j 0.00147853+0.000104247j 0.000177229-8.22399e-05j -0.000444083+0.00297672j -0.00130642+0.00129673j 8.864e-05+0.000125901j 0.00104387+0.00120128j 0.000626536+0.000308854j 0.000114006-8.60855e-06j -0.000589553+0.00113395j -0.0014699+0.000448509j 0.000516385-0.000598916j 0.000245845-6.25366e-05j -0.000356611+0.000359729j -0.000219241-0.00159854j 0.000418661+0.000228729j 0.00107974-8.20888e-05j 8.15287e-05+0.00110856j 
0.00127441-0.000207713j -0.00022494+0.00160851j 0.00180107-6.83395e-05j 0.000794411-5.48796e-05j 0.00221956-0.00161651j -0.00250587+0.0010494j 0.00249674-0.000666455j -0.00143481+0.000480479j 0.00197052-0.0021685j -0.00184875+0.00264509j 8.02828e-05+0.00212095j 0.00311178-0.00414878j -0.00221847+0.00156733j 0.00542354+0.00278721j -0.00287757+0.000662286j 0.00346999-0.000786439j -0.00268623+0.00274128j -0.00337293+0.00216175j 0.00125181+0.00011276j -0.000596169+0.000567317j -0.0060887-0.000395857j -0.0016349+0.00361991j 8.32404e-05-0.000843249j -0.00213079+0.000903635j 0.00173548-0.000849449j -0.00268638+0.00265508j -0.00402637-0.00141429j 0.00101702-0.00240502j 0.00328141-0.00129543j 0.00063508+0.00133976j 0.000305859+6.53313e-05j -0.00512957-0.00116939j 0.000180066+0.00157522j -0.000536175-5.59392e-05j -0.000216772+0.000127648j -0.00433464+0.00327983j -0.00174367-0.00101753j 0.00113457+0.00137439j 0.000740056+0.00177451j 0.000937664+0.000609799j 0.00348337-0.000185052j -0.00338497+0.00173681j 0.00255311+0.00400376j -0.0018975-0.00178109j -0.00134963+0.00183182j -0.00227311-0.000312063j 0.00160969+0.00110255j -0.00074143+0.000594706j 0.00201483-0.000924667j 0.000826299+0.000717345j 0.00201731+0.000177711j 0.00195467+0.000428881j -0.000275174-0.00118345j -0.000725234+0.00136714j -0.000293185-6.49956e-06j -0.000359759+0.000496544j 
0.000452392-0.000574717j -0.00157688-0.00224289j 0.00173402-0.00155883j -0.000582796-0.00199752j 0.00240712+0.000102448j -0.00100297+0.00135885j 0.00228464+0.0027014j -0.00160798-0.00132722j 4.65231e-05-0.000790192j -0.000737709-0.000344102j -0.000285351-0.0035242j 0.000767484-0.000567627j -0.000164845+0.000767332j -0.00237016-0.00112384j -0.00183005-0.00059407j 0.000415567-0.00113035j -0.00357681-0.000706322j -0.00148395+0.00286656j 0.000879372-0.000592638j -0.000225399-0.00151862j 0.000261234+0.000945826j -0.00379252-0.00517641j 0.000930571+0.00142662j -0.00062938-0.000664605j 0.00058283-0.00269062j -7.47725e-06-0.00320325j -0.00112362+0.0017948j 0.000301961+0.00224336j 0.000238947+0.000484437j -0.00244852-0.00041229j 0.000864474-0.000102262j -0.00391079+0.00218974j -0.00150432-0.000656366j 0.000886197+0.000348895j -0.00221891+0.00336135j -0.000809975-0.00201652j -0.000422761+0.00240098j -0.000325441-3.63089e-05j -0.000715745-0.00125417j 0.0012328+0.000181773j 0.00157074-0.00058526j -0.00123947-0.00207679j -0.00197745-0.00251462j 0.00011044+0.00102974j 3.16098e-05-0.000497689j -0.0010592+0.00116171j -9.05519e-05+0.000390627j -0.000990428+0.000289636j -0.000650293-0.000548237j -0.000462759+0.00168428j 0.00127816+0.000403959j 0.0010866-0.000364362j -0.000157045+0.000514663j -0.000566924-0.00120527j 0.000483153+0.00123336j -0.000980275-0.000369634j 
0.000160842-0.000304554j 0.000429915-0.00124829j -0.000308662-0.000618524j 0.000434844+0.00101966j 0.00135045-1.59396e-05j -0.00279092+0.00300104j 0.00330325+0.00150595j 0.00023028+0.00164807j -0.00175774+0.00383691j -0.00347443-0.000752292j 0.000503397+0.00262784j 0.000972054+0.000424138j -0.000285163-0.000200629j 0.00451723-0.00394826j -0.00134936-0.000554651j 0.00391901-0.00397278j 0.000914993-0.000705654j 0.00488052-0.00368458j -0.000951286-0.00187016j 0.000564271+0.000887636j -0.0012129+0.00354811j 0.00236396-0.00523876j 0.00101009-0.00182492j -0.00152706+0.00178836j -0.0049903+0.00104177j 0.000271555-0.00332962j 0.00117263-0.0011902j 0.000732719+0.000814391j 0.00277894+0.000989383j -0.000387251-0.002387j -0.000150757+0.000675253j -0.0015563-0.00251655j 0.00120847+0.00207912j -0.000633495+0.00224807j 0.00168649+0.000134544j 0.00479387-0.00410128j -0.00163969-5.10994e-05j -0.00125656+0.000401675j 0.00372004-0.000194998j 0.000492197-0.00216445j 0.00235707+0.000263761j -0.000489012-0.000471166j 0.00481359-0.00229517j -0.00187408-0.000172604j -0.000600912-0.000449227j 0.002624-0.00107026j 0.00283594-0.001226j -0.000288061-0.00248497j -0.000169349+8.47479e-05j 0.000156217+0.0011672j 0.00146776+0.000321548j 0.000896249-8.27818e-05j -0.000441894-0.000736442j 0.000561131-0.000238855j 0.00016652+0.000999961j -0.000281026-0.000612809j 
0.00043618+0.000145532j -8.83936e-05-0.000917305j 0.000380682-0.000745055j -0.000568694+0.00173456j 0.00124679-0.00216754j 0.00132789-0.00213981j 3.96726e-05-5.10035e-05j -0.000541431+0.00104732j 0.000765131-0.000525591j -0.000529919-0.00128191j 0.000492534+0.00614061j 0.00405377-0.0047711j -0.00230193+0.0013207j 0.000208651-0.00379712j -0.00186259-0.000669111j 0.000669319-0.000232477j 0.0009242-0.00347726j -0.00239703-0.0026716j -8.5586e-05+0.000956102j -0.000332412+0.00113336j 0.000776392+0.00424808j -0.00182938-0.00366389j -0.000517386+0.00121031j -0.000843326+0.0026853j -0.000437529+0.00251544j -0.00266977+0.00542452j -0.000941327-0.00226987j 0.000870638-0.00206284j 0.000663291+0.00124265j 0.000736276-0.00399416j 0.00128752+0.000570555j -0.000238064-0.00747253j -4.13026e-05+0.000377218j -0.00298583+0.0062706j 0.00186337-0.00548321j -0.00273483+0.000230414j 0.00131605-0.00518478j 0.00129719+0.000191785j -0.00159836-0.000729184j -0.00177941+0.00134673j 0.000392879+0.00199521j -0.00115549+0.000478503j 0.00277536-0.00334806j -0.00034572-0.00134023j -0.00521606+0.00324738j 0.00128862-0.00246286j -0.00108218+0.000748102j 0.00130315-0.0040367j 0.00157894-0.00154731j 0.000696645-0.00129108j -0.00146772+0.00132703j 0.00208219+0.000454093j 0.00259422+0.000167225j -0.00363651+0.00238665j -0.00229946+0.00053007j -0.00118556+0.00105784j 
-0.000834663+0.000706151j -0.00137833-0.000551261j -0.000437685-0.000152976j 0.000728394-0.000781516j -0.00136027+0.00135933j -0.00106206-0.000490204j 4.59204e-05+0.000273216j 0.0022042+0.000722068j -0.00113491-0.000578178j 0.00296426-0.00149626j 0.000859783-0.00179052j -0.00301912-4.70256e-06j 0.00186545-0.00121157j -0.00205162-0.00206685j -0.000973497-0.00010491j -0.00122956+0.00040562j -0.00188753-0.00110131j -0.00207143+0.000988775j 0.000799219+0.000380524j -0.00219004-0.0023793j 0.00120483-0.000306147j 0.000937665-0.00162754j 0.00148327+0.00108155j 0.000120543-0.00114647j 0.00152926-0.000910744j 0.00222389+0.00096392j -0.00177964+0.00103436j -0.00139236+0.000627061j -0.00217155+0.000161268j -0.000823165-0.000618685j -0.000930589+0.00105081j -0.00126381+0.00102502j -0.000149106-0.00124424j 0.00123805-0.000755411j -0.00367766+0.00123444j 0.000321004-0.000228819j -0.00257872-0.00135857j 0.00065874-0.000479976j -0.000774942-0.000313502j 0.00245108+0.00100828j -0.00151318+0.000226093j 0.00164277+0.000667791j -0.000650425-0.0022318j 0.000282874+0.00129899j 0.00248044+0.000767047j 0.000514411+0.000953207j -0.000635235-0.000398272j -0.000691376-0.000747512j -0.0022681-0.000917576j -0.000531823-0.00107718j -0.00101648+0.000731038j -0.000331922-0.000508517j -0.000834424-8.92624e-05j 0.00119809-0.00013732j 0.000755944+0.000330283j 0.000469711-0.000178033j 
0.000595356-8.01059e-05j -0.000721118-0.00142908j -0.000140762+0.00071518j 0.0021997-0.00157785j 0.00011886-0.000246344j 0.000278561-0.00113662j -0.000565502-0.000164784j 0.00281903-0.00463329j -0.00156884-0.00433961j 0.000312631-0.00194866j 0.00152998+0.00303443j -0.00124749-0.00570848j -0.00202003+0.00425674j -0.0021361-0.00230368j -0.00133346+0.000325078j -0.000900833-0.000603741j -0.000620386-0.00346304j -0.00198582+0.00414826j -0.000458097+0.00116875j -0.00509282+0.00258809j 0.00186957+0.00401237j -0.0010501-0.00341098j 0.00278295-0.000507946j -0.000525379+0.00251828j 0.0016847-0.00325332j 0.00287779+0.00333788j -0.000857695+0.00132849j -0.00385135+0.000661479j 0.00263917-0.000939374j 2.92161e-05-0.00446534j 0.00253232+0.00132757j -0.00191601-0.000868657j 0.000562076-0.00112542j -0.000847603+0.00666336j -0.00301322-0.00127506j -0.000894614+0.00381481j -0.0041685-0.001416j 0.00308232-0.00256126j -0.000430966+0.00112252j 0.000609572+0.00092649j 0.000933156+0.000502581j 0.000909972-2.46883e-05j -0.00142771-0.00292216j -0.000179996-0.0005329j 9.42215e-05+0.00372351j 0.000512987-0.000568301j -0.000482242+0.00164337j -0.00270508-0.000944818j 0.000494667-0.00325237j -0.000814593-0.000629591j -0.00142472+0.00157083j 0.000382037-0.00085096j 0.0016352-0.000483158j -3.32429e-05+0.00280532j -0.000863044+0.00170343j -0.000977284+0.000992911j 
0.0018846+0.000378314j 0.000847699+0.00170241j 0.000775636+0.00122921j 0.0015747+0.0012715j -0.00101234+0.000371757j -0.000283764+0.000546358j -0.000374479-0.00122208j 0.00162183+0.00301731j -0.000819062+0.00299219j 0.00165966+0.000765644j 0.00209102+0.00151379j 0.00103682+0.00168808j 0.000567401-0.00226757j 0.00138068-0.00268518j 0.000754322-0.000706654j 0.0017607-0.000938526j -0.00105347+0.00116516j -0.000768251-0.00184913j 0.00174199+0.000124103j -0.000460467+0.00011547j -0.00174458-0.00166685j 0.00358381+0.00128394j -0.000255807-0.000538474j 0.000692501-0.00113485j 0.00119154+0.00525313j 0.00277355+0.00323001j -0.00183336-0.000206504j -0.000787402-0.00086868j -0.000405908+0.00225424j 0.00156003+0.00100467j 0.000309684-0.000825904j 0.000204637-0.00257752j 4.87929e-05+8.4177e-05j 0.00183708-0.00376173j -0.000669683-0.00409144j 0.00210259+0.000233243j -0.000999591-0.0022552j -0.000642751+0.0010664j 0.000710692+0.000242371j 0.00199969-0.00101571j 0.00106691+0.000169116j 0.000397688+0.000916249j 0.00345302-0.0010229j -0.000593485+0.000639143j 0.00036209+0.000391586j 6.27737e-05-0.00126448j 0.00124205-0.00203391j -0.000171914-0.0018066j -0.00136027+0.000728994j -0.000756528-0.000382807j 0.000622021-0.000810723j 9.6154e-05-0.00036884j 0.000216956-0.000741154j 0.000863424+0.000621689j -0.000301337-0.000610988j -0.000281611-0.000521445j 
0.000624082+0.00020244j -0.00214868+0.00322168j 0.000889974+0.000154901j 0.00212708-0.00264033j -0.000447632-0.00117122j -0.00119073+0.00262625j 0.00131917-0.00341035j 0.000858877-0.00124293j -0.00210838-0.000339875j 0.0016477-0.000282884j 0.00122918+0.00297947j -0.00324736-0.00291787j 0.00256738+0.00241017j 0.00224583-0.00199656j -0.00144498+0.00285373j 0.00039722-0.00271613j 0.00111983+0.00136329j 0.00327114+0.0004263j -7.64658e-05+0.000280624j -0.0020478+0.00485629j -0.00117259+0.00126074j 0.000635442+0.00122794j 0.00124288-0.00197239j 0.000810099+0.00206725j -0.000147081+0.00186297j 0.00214089+0.00036752j 0.000447345+0.0015529j -0.00356494+0.000582154j 0.00230978-0.0038646j 0.00015586-0.000875896j 0.000232231-0.00193094j -0.00110489+0.001331j 0.00109489-0.0010987j 0.00106105+0.00113026j -0.00216939+0.00135135j 0.00370845+0.00317779j -0.00346672+0.00136355j 0.000766461-0.00210878j 0.00323805-0.000264034j 0.000992405-0.000748326j 0.000572136-0.00296151j 0.000352692+0.00142434j 0.00268715+4.00504e-05j -0.00271491+0.00165013j 0.00160787+0.0021642j 0.00110954-0.000729164j 0.00212255-0.00117073j -0.000666562+0.000785083j -0.00165486-0.00203097j 0.00202048-0.000860432j -0.00104553-0.000680782j 0.000239007-0.00119765j -0.00229403-0.00124828j 0.00195366+0.0013322j 0.00284043-0.000411544j 5.18374e-06+0.000378459j 
0.00157435+3.63719e-05j -0.00218666-0.00125989j 0.00356436-0.000384811j 0.000558239-0.000241524j 0.000952335+0.00168403j 0.000350563-0.00309055j 0.000420253+0.0021795j 0.000431297+0.00366922j -0.00147618+0.00251074j 0.00637025-0.00284466j -0.00219941-0.000746483j 0.00550254+0.00176626j 0.00104855-0.00264131j -0.00132583-0.00146858j -0.00230836-0.00345936j -0.000206073+0.000778134j -0.00214842-0.000578608j 0.00124133-0.00131798j 0.00230824+0.00047278j -0.00260003-0.00377665j -0.00280008-0.000276402j 0.00198083-0.00711715j -0.00259024+0.00172241j -0.00257779-0.000516824j -0.000158032+0.000453015j 0.00224432-0.000196508j -0.000245479-0.00151883j 0.000104893-0.000673939j 0.000625436+0.00529312j 0.00265904+0.000260609j -0.000283841+0.00143155j 0.00304283-0.00323206j 0.000486941-0.000132621j -0.00387719-0.00245592j -0.00390471+0.000406797j 0.00100521-0.00297255j 0.00154492-0.00353777j 0.000156251+0.000870234j -9.60906e-05-0.000384276j 0.00177614-0.000509426j -0.00131917+0.00209868j 0.000382392-0.000650174j 0.00157095-0.000396442j 0.000924493-0.000310747j -0.00281839-0.000873354j 0.0014227+0.000496791j -0.00190498+0.000152983j 0.00262241-0.00175424j -0.00119672+0.0010667j -0.000105728-3.00176e-05j -0.00313332-0.000268032j 0.000422248+0.0020362j 0.000709273-0.000890675j -0.00164507-0.00136925j 3.13184e-05+5.51758e-05j -0.00181137-0.000575228j 
0.00159702-0.000247846j -0.00244577+0.000870496j 0.00302979-0.00209933j -0.000523067+0.000693014j 0.00138296-0.00327696j -0.000206678-0.000142192j 0.00159451+0.000346946j -0.00301113+0.00349325j 0.000903028+5.10475e-05j 0.00169617+0.00228616j 0.00108977-0.000813749j 0.00260184-0.00276876j 0.00100883+0.00149953j -0.00157546+0.00291417j -0.00194758+0.000315274j 0.000536415-0.00161633j -0.00381269+0.00253958j -0.00115138+0.00169395j 0.00194053-0.000809604j 0.00129935-0.00079807j -0.000790959-0.00100214j -0.00412117+0.00160304j -0.00200443+0.000363367j 0.000663725+0.000555075j 0.000312502+0.0010614j 4.71429e-06+0.0015906j -0.00206867-0.000728704j -1.41049e-05-0.00220134j 0.00114955+0.00140928j -0.00137109+0.00212339j -0.000964997-0.000730109j -0.00460511+0.000484372j -0.000168808+0.00169393j 0.00259774-0.000579541j -0.00294037-0.00041836j -0.00190268+0.00185682j 0.000618181-0.000728746j -0.000210954+0.00137225j -0.0014636+0.00102003j 0.00119324+0.000829005j 0.00258324-0.00187638j -0.00129265+0.000757238j -0.00208578+0.00160988j -0.000691836-0.000225889j -0.00205822+0.00244141j -0.00322843-0.000278723j 0.000146984+0.000370622j 0.000385786-3.64517e-05j 0.000110362-0.000330597j 7.83849e-05+0.000963296j 0.00175754-0.00129798j 0.00258968-0.000696428j 0.000206476-0.00125501j -0.00173686+0.00134277j 9.79018e-05+0.00108613j -0.000204181+0.000619292j 
0.000137537+0.00107086j 0.000463922-0.000536937j -0.000843275+0.00162022j 0.000923891-0.00107235j 0.00040615+0.000892715j 0.00114144+0.0011473j 0.000242796-0.000329074j 0.00126467-0.00322781j -0.00209171-0.00583504j 0.00200744+0.000986474j -0.0059295+0.00125065j 5.83134e-05+4.53141e-05j -0.00129542+0.00233572j 0.00595607+0.00115238j 0.000912052-0.000714242j 0.000135159+0.0012274j 0.00283306-0.000555446j 0.00206927+0.00434977j -0.00115123+0.000508489j -0.00448611-0.000498656j -0.00289591+0.0022024j 0.00499044+0.00286774j 0.00277181-4.18499e-05j -0.00249372-0.000718329j -0.00244245-0.00513477j -0.000876022+0.00031452j -0.000619945+0.00122305j -0.000669901+0.000765874j 0.000100792-0.00148795j 0.00414991+0.000300964j 0.00167466+0.00124575j 0.00599116+0.00328549j 0.00031105-0.000341055j -0.00531048+0.000859254j 0.00453456+0.000534842j -0.000106694+0.00480557j 0.00116672+0.00098991j 0.00274354-0.000413747j 0.00171605+0.000895583j 0.000588225+0.000531874j -0.00174586-0.000353323j 0.00021233+0.000184984j 0.00336729+0.0040454j 0.000120551-0.000525284j -0.000804152-0.00202654j 0.00238996+0.00369527j 0.000298125+0.000868506j 0.00173655+0.00202916j 0.00200577-0.00243487j 0.00118127-5.39674e-06j -0.00185923-0.00166528j -0.000719839+0.000509548j 0.00047538+0.00226962j -0.00114816-0.000718506j -0.000199571-0.00087406j -0.00117589-0.00132748j 
-0.00185794+0.0015779j -0.000364469+0.000196054j -0.00251783+0.0037956j 0.000374551-0.000208787j -0.000130772+0.00291192j -0.000238206+0.000515353j -0.000214883-0.00220161j 0.00253475-0.00352801j -2.96834e-05+0.00323262j -0.00337772-0.000913381j 0.00131606+0.00269709j -0.00207055+0.00318184j -0.000553865-0.00162673j -0.00216941-0.00255436j 0.00014562+0.000336433j -0.00102954+0.00129667j -0.000714821-0.00272045j -9.38067e-05-0.00463205j -0.00148257+0.00210791j -0.00243134+0.00365349j 0.00326938-0.00230818j -0.00121413-0.000754045j 0.00183516-0.00253791j 0.000262976-0.000132336j -0.00212277+0.00345768j -0.00275547-0.000495285j 0.00115417-0.00148733j 0.00142247+0.00113301j 0.000488971-0.00164699j -0.00125927-0.00160358j 0.00072621-0.00141288j 0.00242516-0.00464767j 0.000470339-0.00109904j 0.00227834+0.000803789j 0.00244962-0.0013248j -0.00121202-0.00331269j -0.00198372-0.000233457j -0.000927842-0.00103617j 0.000392791-0.00194892j -0.00110189-5.12183e-05j -0.000304631+0.00232889j 0.00082082+0.000267486j -0.000955416-0.00254626j 0.00100553+0.00039525j 0.00232693-0.00184316j 0.00287469-0.00382972j 0.000124095-0.00154058j -0.00222013-0.000594314j -0.00114747+0.00173231j -0.000556779-0.00146875j 0.000278913+0.00235172j -0.00224758+0.00146822j -0.000406518-0.000571402j 0.00197876-0.00127624j 0.000217922-0.0014604j 0.000888603+0.000552054j 
-0.000167611-0.00152521j 0.000341217-0.00113025j 0.000342857-0.00129368j -0.00156325-0.00103989j 0.000156757-0.00105873j 0.000255798-0.000521012j 0.000242931+0.000829261j -0.00304728-0.000380201j -0.0038245-7.64438e-05j -0.000238508-0.000822757j 0.000701529+0.00196292j -0.00163033-0.00140662j 0.00193754+0.00167436j 0.00161093-0.00288328j -0.000238447-0.000232608j 0.000272621-0.000704537j 0.000212852-0.0015735j 0.0031315+0.000480538j -0.000749094+0.000208338j 0.000920133+0.00104895j 0.00240078+0.00292464j 0.000896163-0.0028633j -0.000176463-0.00131833j 0.000217438+0.00166013j -0.00435877-0.00163866j -0.00105182-0.00119982j 0.000955583+0.000931739j -0.000668424+0.00103267j -0.00118525-0.00087666j -0.00109905-0.00224616j 0.000699566-0.000176707j 0.00051222-0.000444307j -4.59295e-05+0.000463304j 0.00198899+0.00391099j -5.30215e-05-0.000157778j 0.00370533-8.13183e-05j 0.00200273+0.000864226j -0.00014392-0.00227959j 0.000635482-0.000810729j -3.09502e-05-7.23495e-05j -0.000134866+0.00016082j -0.000338784+9.25536e-05j 0.00153569-0.00134103j -0.000596311+0.000230428j -5.53484e-05+0.00154555j 0.00135627+0.000576399j 0.00139754+0.000647927j 0.00152548-0.000484233j -0.00139161-0.00167893j -0.000138181-1.11443e-05j -0.000282903+0.00144812j 0.000395368-0.000550715j 0.00126819-0.000438525j 0.000196149+0.00106013j -0.000294138+0.000737131j -0.000558752+0.00126595j 
0.00158832-0.00135207j -0.000162326+0.000432993j 0.00177699-0.0014193j 0.000505904-0.00123049j -0.0013533+0.000573085j -0.00135278-0.0047633j -0.00214224+0.00274231j -0.00120635-0.000329717j -0.00398138-0.00130163j 0.00334564-0.00460979j 0.000411724+0.000229374j -0.00110596-0.0017981j 0.00257822+0.000656629j 0.00129388+0.00133157j 6.6149e-05-0.00104734j 0.000339954+0.0039457j -0.000317743-0.000474763j 0.00190934+0.00314151j 0.00121743-0.000372217j -0.000216722+0.000844781j 0.000444604-0.000217425j 0.00289522-0.000267585j -0.00153338+0.0011917j 0.00104731-0.00101605j -0.000730528-0.00278673j 0.00453164-0.000957055j -0.000594751+0.00260924j -0.00332377+0.00131194j 5.85168e-06+0.000318712j 0.000785812-0.0017814j 0.00159898-0.000769509j 0.00192437-0.00174734j -0.000284038+0.000373816j 0.00111122+0.00155705j -0.00427334-0.000559683j 0.00419577+0.00213095j 0.000421087-0.00139022j 0.000449419-0.00281859j 0.000865968+0.00186221j 0.00127939+0.00071874j -0.0011894+0.00214974j 0.000830597-0.000794545j 0.0016139+0.00111774j -0.000776372-0.00139723j 0.000789619+0.00179576j 0.000285651+0.00209179j 0.000326855+0.00289844j 0.00189556-0.00066532j -0.00126807-0.00165991j -0.000879614-0.000218243j -0.00285165+0.00189747j 0.000307382+0.00010727j 0.000866408-0.0014002j 0.000636593+0.00175017j 0.00056672+0.00162158j -0.000380936+6.2977e-05j 
-0.000482305+0.00117176j 0.00039241+1.21362e-06j -0.000573471+0.000485719j 0.000404613+0.00184356j -0.000277925+0.00138465j -0.00274286-0.00366147j -0.00175053+0.00230875j 0.000883277-0.00122096j 0.00177528-0.000762462j -0.0020333-0.00255487j 3.88078e-05-0.0010837j 0.000657969+6.26376e-05j -0.00176836-0.000875528j 0.000256726+0.00568809j 0.000243046+0.00026762j 0.00105399+0.00474416j -0.00046669+0.000552431j -0.00145137+0.000198948j 0.000664072+0.000557111j 0.000538884+0.000582042j -0.00155086-0.00378109j -0.00123155+0.00195441j 0.000435778+0.00105392j -0.00021597-0.000900484j 0.0013938-0.00134569j 0.000969841+0.00119229j -0.000908061-0.00110371j -0.00039927-0.00119188j 0.00197703+0.00070385j 0.000120618+0.000246273j -0.000843526+0.00134177j -0.00168296-0.00232594j -0.000454619+0.000398273j -0.000206028-0.000883623j 0.000300461+0.00130052j -0.00116564+0.000824186j -0.0016612-0.000934454j 4.22552e-05-0.000201323j -0.000981518+0.00303438j -2.60497e-05+0.00136379j 6.84719e-05+0.00295272j 0.000633719-0.00146471j -0.00162502+0.00364237j 0.000895784-0.00323128j 0.0010096-0.000403346j -0.00156467+0.000386539j -0.000694968+0.00382218j -0.000694522-0.00036067j 0.00206554+0.0018051j -0.00194248+0.000493716j 0.000308073+0.001638j -0.000206996+0.00141028j -0.000275288-0.0013835j 0.000607321+0.000303909j -0.00124789+0.00178898j 0.00233124-0.000557885j 
0.000526021+0.000669197j -0.00190149+0.00191459j 0.000934627+0.00133338j 9.39893e-05-0.00155107j 0.00125548+0.00128076j -0.00122952-0.000567261j 0.000444515-0.000568759j -0.000275651-0.00261205j -0.00176297+0.00243787j -0.00138965-0.00358655j 0.000156097+0.00265264j 1.06673e-05+0.00122996j 0.000882345-0.000507079j -0.00139075+0.000981242j -0.00110915+0.000589949j 0.000513886+0.0016336j -0.00202479-0.000102105j 0.00238136-0.000277996j 0.000371258+0.000589216j -0.00186481+0.00514749j 0.000409886-0.00218209j -0.00292448-0.00234595j 0.000898097-0.00186278j -0.000434386+0.000528345j -0.00152849+0.00135867j 5.90275e-05-0.00166388j 0.00145919+0.000403758j 0.000268963+0.00139246j 0.00103868+0.000288475j -0.000824359-0.00105302j 0.000713856-0.00208564j 0.000844692-0.00443847j -0.000386066-0.000148034j 0.00117657+0.00135631j 0.000430549+0.00233445j 0.000547464-0.000252801j -0.00212651-3.52661e-05j -0.000983167-0.00186846j 0.0003127-0.000463485j 0.000858098-0.000760692j 0.000444941+0.00171194j 8.74846e-05-0.000817573j -0.000663847+0.000290498j 0.000188298-0.000298764j 7.24301e-05-0.00070279j 0.00165071-0.00310514j 0.000288068+0.000488878j -0.000836364-0.000509319j -0.00144925+0.00126245j -0.000446124-0.000860334j -0.000865542+0.00223881j -0.000312387+0.0013584j -0.000357732-0.00124589j 0.000508509-9.1984e-05j 0.000667045-0.00124088j -0.000576466+0.000830255j 
