0.00519258-0.00177771j 0.000807269+0.00431253j 0.00086832+0.00264186j 0.00339144-0.00312838j 0.000300208+0.00296486j 0.000473375+0.00261396j 0.00277368-0.00124671j 0.00157689+0.00159343j -0.000236925+0.00148719j -0.00114893+0.00126592j -0.00254818-0.000755667j 0.000405839+0.00254211j 0.000851084-0.00111966j 0.00123882-0.000246656j 0.00237754-0.000713675j 0.00116097-0.00113102j -0.00036569-0.00129464j -0.000537801+0.00144023j -0.000928907-0.00113124j 0.00272176-0.00234919j 0.00209151+0.00135951j 0.000759621+0.00176284j 0.00163+0.00183415j -0.00122671+0.00053668j -0.000384098-0.00127021j 0.00138197-0.00216466j 0.000682859+6.5532e-06j -0.000296674+0.00134348j -0.000977826-0.00112814j -0.000386286-0.000818843j 0.00277943+0.000577903j 0.000434027+0.000428398j 0.00106504-0.000853122j -0.000841546-0.00202969j -0.0019115+0.00377732j -0.000535216-0.000214108j 0.00370611+0.000476056j 0.00116185-0.0019929j 0.00136081-0.00134499j 0.000409319+0.00149421j 0.00155611-0.000132622j -0.00353541+0.00212295j -0.00166802+0.00114506j -0.00113948+0.00368153j -0.00140212-0.00118316j 0.00123646-0.000825779j 0.0027502-0.00363392j -0.0016132-0.00049957j -0.000345066+0.00179343j 0.00116173-0.00104708j -0.00258985-2.47708e-05j -0.00135732+0.00176965j -0.00102364+0.00111357j -0.000126645-0.00338735j 0.00612911-0.00738051j -0.00787973-0.00418053j 
-0.000750649+0.000391995j 0.00057683-0.000386565j -0.00112457+0.000516039j 0.000664638-0.00024474j -0.00145911+0.00126709j 4.05167e-05+0.000643956j -0.000343629+0.00083973j 0.000412087+0.000745113j -0.000536412-0.000141471j -0.000649801+0.000157311j 0.000388121-0.000664371j 3.49488e-07+0.000635216j -7.96823e-05-0.00103815j 0.000724803+0.0012998j 0.00233244-0.00325609j -0.000988217-0.000739294j 0.00119499+0.00175493j 0.00153117-0.000274025j -0.00184398+0.00283255j -0.000901367-0.0011825j -0.00672045+0.00654291j 0.000562206-0.00319065j -0.00347509+0.00226389j 7.62695e-05-0.00281089j 0.00158568-0.000739735j -0.00189298+0.000879005j 0.00441306-0.00187413j 6.38246e-05+0.000461097j -0.00136985+0.000511783j -0.000835275+0.00385417j -0.00471264+0.00560187j 0.00584445-0.00370941j 0.00454912-0.00248481j 0.000777371-0.00122008j 0.00198801+0.00151047j -0.00608824+0.00520238j -0.00540312+0.00127492j -0.000548984+0.00300407j 0.00731662-0.00501594j 0.00210164-0.00356683j -0.00024502+0.000228697j 0.00150018-0.00127285j -0.000548045+0.00211096j -0.00214585+0.00171907j -0.00337268-0.000713427j -0.00217702-0.000418537j -0.000175753+0.000161327j 0.00246269+0.000653638j -0.00210216-0.00160437j -0.00130266-0.000637484j 0.000204026+0.000411735j -0.000520198-0.00109135j 0.000747167+0.000652756j 0.00160461+0.000634989j -0.000263546-0.000493106j 0.000675737+0.000139324j 
-0.00100662-0.00113245j -0.00196005+0.000770494j -0.00170103-0.000995492j 0.00237781-0.000560013j 1.65073e-05-0.000292324j -0.00153598-0.000171529j 0.00311185-0.00207587j 0.00441147-0.000485292j 0.00264958-0.000923496j 0.000411938-0.00116996j -0.00528308+0.00154431j 0.00297928-0.00296629j -0.0015654-0.000465922j 0.00249953-0.000682618j -0.00154417+0.0014435j 0.000532264+0.000189024j 0.00285943-0.000413827j -6.76046e-05-0.00438445j -0.00122273+0.00188955j -0.0043031-0.00145192j -0.000109682-0.00294309j -0.00282051+0.000239366j 0.00442964+0.00322287j -0.00216272+0.000165271j -0.000424145+0.00348122j -0.00344995-0.00172629j -0.00104339-0.00193992j -0.000568501-0.000320188j 0.00483474-0.00194404j 0.00531053+0.00194891j 0.000882375-0.00283941j 0.000536798+0.00138227j 0.000803662-0.00174069j -0.00393871-0.00193571j 0.0019604+0.00132381j -0.000351009-0.00375918j 0.0020491-0.000220311j 0.00270973+0.000848212j -0.00133405-0.00107811j -0.00260262+0.000495633j 8.67135e-06-0.000314679j -0.00207327-0.00082324j 0.00162771+0.000107947j -0.000573038-0.000354313j -0.000800699+0.00169626j 0.00259048+0.00218205j 0.00137247+0.00268585j -0.000654129-0.00102847j 0.00266411+0.00133513j 0.00208558+0.000747051j -0.00247678-0.000380314j -0.000242278-0.000164164j -0.00107253-0.00122913j -0.000472986+0.000951901j 0.00171864+0.000515812j -0.000860248+0.000687163j 
-0.00189276-0.000280178j 0.00029246-0.000347994j -0.00131672-0.00108532j -0.000222854+0.000224194j -0.000948548+0.00124151j -0.000151575-0.000109858j -4.19133e-05+0.00031266j 0.00180613+0.00157465j 0.00306825-0.000392667j 0.000980392-0.00282514j -9.2547e-05-0.00120822j 0.000462915-0.000563176j -0.00131187-0.00299802j 0.000295892-0.000703582j -0.00134111-0.000489632j -0.00177911+0.00154059j -0.000780495+0.00231432j -0.00655777+0.00624314j 0.000242612-0.00238171j -0.00148363-0.00170239j -0.00281393+0.000189313j -0.000347533-0.000444482j -0.00163211+0.000758j 0.000129762-0.00122663j 0.00578678-0.000712382j -0.00463879+0.000195924j -0.00404309+0.00583284j 0.00115427+0.00152626j -0.00233811+0.00368774j 0.00118611-0.00011435j -0.000279561+0.000204715j 8.89221e-05+0.00141944j -0.00105034+0.00145442j -0.00138633-0.00114912j -0.00206721+0.00120674j -0.00687893-0.00145636j 0.000711574-0.00484069j 0.00135442+0.000683759j -0.00221754+0.00115417j 0.000347202-0.00136584j -0.00167428+0.00152587j -0.0011109+0.000837877j 0.000940719-0.00105365j 0.000407349-0.000112479j 0.00136781-0.00131532j 0.00012707-0.000463646j -0.000843337-0.00222911j -0.000303255-0.00127452j 0.000126609+0.000367716j 0.00127387+6.56781e-05j -0.000635265+0.000133684j -0.000604997-0.000301034j -0.000910487+0.000433053j 0.000234568-0.000544765j 0.000381314-0.000543101j 0.00081429+0.000347894j 
0.00157152-0.000314167j 0.000334256+0.00036048j 0.00206994+0.000503679j -0.00220103-0.000352641j 0.000737877-0.00168328j 0.00145988+0.00035765j -0.00116054-0.00195483j -0.00548737+1.39313e-05j -0.00500551+0.000831587j 0.00179084+0.00196371j 0.000411946+0.00113012j -0.00109685+0.00276263j 0.00244251+0.000701395j 0.000304962-0.00511223j 0.00205788+0.00326527j 0.00136805-0.000357989j -0.00196732+0.00136801j 0.00190311+0.000434028j 0.00225523+0.0011229j 0.00215102+0.00203268j -1.54602e-05-0.00172587j 0.00238238-0.000789401j -0.000444557-0.00289438j 0.000182029+0.00294134j -0.0050904+0.00185145j 0.000370176+0.0016195j -0.00113901+0.00226616j -0.000443829-0.00164836j -0.00366347-0.00184829j -0.000644118+0.00109948j 0.0014124-0.00466097j 0.00156145+0.00317572j -0.00188865+0.000159924j 0.00203679+0.000131399j 0.00146885-0.000927147j 0.00420395-0.000527426j 0.00586282+0.00329591j -0.00172556-0.00199858j -0.000195121+7.73898e-05j 0.00186743+0.00037806j 0.000244963+0.00029742j -0.000603355+0.00112004j 0.00213085-0.00236958j 0.000113044-0.000193562j 0.000967667-0.00179597j 0.00239455+4.9841e-05j 0.00177226+0.00168368j 0.0021013+0.00175151j -0.00113479+0.00062761j -0.000263896-0.00077835j 0.000713989-0.000306847j 9.76053e-05+0.000810956j 0.00101116-0.000159442j -0.00031948-0.000133479j 4.28504e-05+7.92502e-05j -0.000682545+0.000141662j 
0.000896603-9.08768e-05j 0.00149296-0.000478818j 0.000248921-0.000206693j 0.0024113+0.000502402j -0.00110543-0.000113984j 0.000110854-0.000550879j -0.000921822+5.78109e-05j 0.00316574+0.000122924j 0.00225651-0.00183309j 0.00058991+0.000527198j 0.00246006-0.00163513j -0.000363977-0.00139049j -0.000438399+0.000708588j 0.00134153-0.00175294j -0.000156215+0.0018251j -0.000539912-0.000318752j 0.00151681-0.00120652j -0.00122886+3.19371e-05j -0.00104464-0.00111386j 0.00210687-0.00150948j 0.00135995-0.000837784j 0.00161764-0.000253592j -0.000507972+0.00172929j 0.000713575-0.000663616j 0.00294295-0.0011034j 0.00358293+0.000788875j -0.00163614+0.000533149j -0.00171515-0.00101868j 0.0017153-0.00143845j 0.000200544-0.000441436j 0.00175831-0.00169518j -0.00480952+0.00121729j 0.00127998+0.00109337j -0.000397487+0.000226284j -0.00174954+7.3002e-05j 0.0024327-0.00100152j -0.00250718-0.000557703j 0.000725072+0.000393893j -0.000632524+0.000850165j -0.000785173+0.00182198j -0.000487242-0.000586195j 0.00118146+0.000988843j 0.00222422-0.00260327j -0.00024703-0.000461847j 0.00143146+0.000797689j -0.00185012+0.000567378j -0.00225167+0.000543239j -0.00255056-0.000677263j 0.00140085-1.53948e-05j -6.28254e-05-0.00135852j -0.00155592-0.00118013j 0.000161864+4.00518e-05j -0.00103156-4.76882e-05j 0.000253875+0.000481136j -0.000819564+0.000580059j -0.00021938-0.00104124j 
0.000673128-0.00100159j -0.000124254+0.000550592j 0.00100469-0.000786187j -0.000555414-0.00137335j 0.000618625-0.00114076j 0.00164676+0.000120621j -0.000829436-0.00158761j -0.00019981-0.00222935j 0.000235911-0.000143703j 0.00248678-0.000414795j -0.0014849+0.00106093j 0.0014629-0.00115127j 1.05418e-05+0.00105947j -0.00125539-8.50713e-05j 3.37828e-05+0.000914143j -0.00147753-0.00106764j -0.000626639-0.000774692j -0.00363298-0.0032585j 0.00241427+0.00147917j -0.00209111+0.00240648j 2.25707e-05+0.00194964j 0.000939822+0.000439327j 0.0015013-0.00157684j -0.00125625+0.00142974j 0.00123976+0.00151009j -0.00112204-0.00392576j -0.00293973-0.00190141j -0.00103142+0.000340349j 6.89246e-05-0.00335784j 0.00324077+0.0015212j 0.00042433+0.000177687j 0.00113378+0.00106064j -0.00218527-0.00108448j -0.00311756+0.000477218j -0.00125365-0.00242873j 0.000522559-0.00339216j 0.00369432+0.00467638j 0.00144064-0.000344523j -0.00183968-0.00392334j -0.000605346-3.09707e-05j -0.000830981-0.000266598j -0.000787667-0.0015215j -0.000538497-0.000482007j 0.00161222+0.000933309j -0.000272369+0.000793002j 0.00135649+0.00126247j 0.000189325+0.000802375j 0.00107375-0.000160509j 0.000271918+0.00185715j 2.41582e-05+0.000960175j -0.000527139-0.000730726j -0.000475006-0.000189164j 0.000303758-0.00033033j -0.00045265-0.00058163j 0.000329698+0.000825159j -0.000233407+0.000161189j 
-0.000615949-0.000291651j -0.000286703-0.0005945j -0.000464023-0.000993431j -0.000110204-0.000690623j -0.000481271+0.0010769j -0.000769879+0.000122198j 0.000615488+0.00226256j 0.000681934-0.000762241j -0.00181312+0.000267394j 0.000468018-0.00360309j -0.00087742+0.000450686j -0.000334927+0.000631667j 0.00139122-0.000866712j 0.00213111+0.00136836j -0.000495597-0.00218405j -0.000294489+0.000817848j -0.000944999-0.000362131j 0.0020205+0.00304543j -0.000689651-0.00321279j -0.00233615-7.14487e-05j -0.00101804-0.00241702j 0.00175062-0.0015401j -0.000821012-0.0027293j 0.000644241-0.00159266j -0.000413918-0.00131586j -0.000247453-0.00422007j 3.7466e-05+0.00431543j 0.000328701+0.00394511j -6.1991e-05+0.00212742j 0.00114171-0.00306392j 0.000427002+0.000249793j 0.00310352+0.0015995j 0.000375238+0.00279764j 1.36521e-05+0.0010231j -1.33814e-05+0.00192307j 0.00035585-0.00351373j -0.000800663-0.00432681j -0.000929601-0.00144688j 0.000145032+0.00365745j 0.00172788-0.000720745j -0.00125445+0.000269528j 0.000552881-0.000975225j 0.00178017+0.00163037j 0.000249141-0.00128864j 0.00169725-0.00188213j 0.00166855-4.88402e-05j 0.000693837-0.00219135j -0.000695307-0.000288916j 7.97421e-05-0.00218291j 0.000535932+0.000982978j -0.00106632+0.000418311j 2.48058e-05-0.000378919j -0.000698576+0.000756911j 0.000163026-0.000190786j 0.000103033+4.62769e-05j -0.000104203+0.000235934j 
-0.000501985+0.000412238j -0.000899272-0.000681939j -0.000482937+0.000567001j 0.000206155-0.00138013j 0.000162365+0.00159668j -0.000184634-8.88948e-05j 0.00114342+0.000970903j 0.000888278-0.000824014j -0.000858437-0.000661436j 0.000117007-0.000220973j -0.00167152+0.000747194j 0.000527516-0.000640275j 9.75171e-05-0.000305399j 0.000466605+0.00163641j -0.000870885-0.00385392j -0.000732776-0.000242114j -0.000718627-0.00221989j 0.000869887-0.00118085j 0.000250568+0.00100076j -0.00253548-0.00149644j -0.00103934+0.00322547j -0.000872041+0.000275088j 0.00184267-0.00139484j -0.00189176-0.00144795j 0.000834089-0.00414195j -0.00130654-0.00169165j 0.00168535-0.00327628j 0.000355867+0.000841348j 0.00116138+0.00148241j 0.00158661-0.00113578j -0.0015919+0.00457524j 0.00199227-0.00209107j -1.31665e-05-0.000205367j -0.00161146+0.000640429j 0.000677794-0.00160444j -0.000861908+0.000411369j -0.0011911+0.000913034j 0.000749693+0.000455048j -0.000104317-0.00113033j 0.000831508-0.00063885j -0.00102427+0.000808155j -0.00102362-0.000575584j -0.000657802+0.00157896j 0.00103081+0.000887959j -0.000955062+0.00152459j 0.000363296+0.00127836j 0.000274662-0.000616914j -8.78881e-05-0.00026993j -0.000395048-0.000627917j -0.000419226+0.000632919j -0.00091526+0.00122868j -0.000763634+0.000147138j 0.000176998+0.000188444j 0.00050029-0.000747148j 4.61271e-05+0.000214198j -0.000145268+0.000208195j 
-3.22803e-05+0.00093445j 0.000690831-0.000554182j -0.000482981+0.00113952j 0.00171365+0.00123425j -4.34229e-05+0.000832643j -0.00214423+0.000663749j 0.000167736-0.00152449j 0.00389676+0.00255212j 0.000659113-0.00204436j 0.00075047+0.00267134j 0.000949705-0.00173981j -0.00141822-0.00083285j -0.00289431-0.000517034j 0.000397087-0.00477304j -0.00068171+0.00197303j 0.00266837-0.000127117j 0.000907245+0.00207498j -0.00035025+0.00379475j 0.000853735+0.00100551j -0.00224485-0.00377154j -0.000581099+0.00272796j 0.00257851+0.00345913j 0.00137164+0.00286846j -0.000511667+0.000192664j 0.000235645-0.0025187j 0.00377613+0.00758658j -0.00133172+0.00156415j -0.00204974-0.00376132j 0.00208983+0.00168352j 0.000225731+0.00233119j 0.00151202+0.000350836j -0.00358519+0.00238552j 0.000678623-0.000386477j -8.5919e-05-0.00299478j -0.00146568-0.00207491j 0.000352044+0.00573428j -0.00351786-0.000423261j 0.00125972+0.000625566j 0.00099413+0.00101406j 0.000717034-0.00013213j 0.00262313+0.00141953j 0.00133656+0.00387993j 0.00199156-0.00324599j -0.0011436+0.000603693j 0.00164984+0.00107533j -0.000905618+0.00213566j -8.19352e-05+0.000809276j -0.00125957-0.000500743j 7.35519e-05+0.000829037j -0.000874772-0.000917924j 0.00193099+6.21933e-05j 0.000423809+0.000107272j -0.000614183-0.00060135j 0.000898181-1.22225e-05j -0.000477616+0.000748491j 0.000895702-0.000755371j 
-0.000851113-0.000593869j 0.00112707-0.000174471j -0.000810702-0.00136063j -0.000752413+2.15588e-05j -0.000371387-0.00133105j 0.000725766+0.000717236j -0.00126506-0.00186018j 0.0006876+0.000415414j 7.81499e-05-0.00231707j 0.0010937+0.000195435j -0.00139898+0.00137333j 0.00160053-0.00146993j -0.00183912-0.000615349j -0.00194881-0.0038773j 0.00270798+0.00170081j 0.00143278-0.00126233j 0.00191601+0.00062609j 0.000266401-0.000424385j -0.0018743-0.0011552j -0.00200827-0.00377023j -0.00665727-0.00198107j 0.0023521+0.000797317j -0.000607274-0.00284572j -0.000674278+0.000145838j 0.0011963-7.60121e-05j -0.00151122+0.00225037j 0.00275781+0.00394042j 0.000648063-0.000778689j -0.00058967-0.00309949j 0.00223677-0.00118767j -0.00660863-0.00288775j 0.00415071+0.00548869j 0.0021202+0.00367418j -0.00315038-3.68976e-05j 0.0012796-0.0002208j -0.00456355-0.00545004j 4.11971e-07-0.00634699j -0.000106896+0.000666835j 0.00137941+0.00394756j 0.000603955+0.00100539j -0.000168343+0.000377857j 0.00100655+0.00367317j -0.0010815-0.00409303j -0.00096402-0.00202052j -0.000661424-0.00351883j 0.00138811-0.00104955j 0.000761772-7.33075e-05j 0.000280931+0.00212399j 0.00244253-0.00307168j 0.000464385-0.00234603j -0.001063+0.000811214j 0.00147795+0.000188355j -0.000293103+0.00243535j -0.00131268+0.000638186j -0.000564997-0.000654864j -0.00012949+0.000683736j 
-0.000309508+0.000374853j 0.000720281+0.000418857j -8.33438e-06+8.05234e-05j -0.00139494+0.0016114j -1.01502e-05-0.000142584j 0.00111641-0.000482052j -0.00111041-0.00132837j -0.000411081+0.00286957j -0.00123537+0.000743304j 0.00208511-0.000426312j -0.00170093+0.00134045j 0.000723739+0.000238097j -0.00091298-0.000873996j 0.00132116-0.00180163j 0.000349627+0.000378178j 0.000234522+0.000791634j 0.0022791+0.0042268j 0.00135678+0.00331505j 0.00177811-0.000384166j -0.000359985+0.00186976j -0.00136025+0.00641308j 0.00231167+0.0011918j 0.000386632+0.00163643j -0.00255619+0.00128051j -0.00141969-0.00151723j -0.00236799+0.00496417j -0.000148194+0.00170691j -0.000544467-0.00307474j -0.00208263+0.00213879j 0.00380989+0.000874951j -0.00118268+0.000786192j 0.00200231-0.00336829j -0.000801124-9.25311e-05j -0.00305898-0.00148926j 0.00189112-0.0013293j 0.000323893+0.00679473j 0.00367428+0.00053672j 0.00188639+0.00066099j -0.00176784-0.00241405j 0.0001843-0.00209537j -0.000253876+0.00075314j 5.416e-05+0.00248493j 0.00207072-0.000354869j 0.00124629+0.00068587j -0.00169955-0.000340285j 0.00143812+0.00108528j 0.000288197+0.000148234j 0.00295545-0.00170433j -0.000129463+0.0028161j -0.000376091-0.000559791j -3.11319e-05-0.00128155j -0.000729143+0.00101791j 0.000489929-0.000740301j -0.000298232-0.000950127j -0.00077696-0.00061323j 0.00064381-0.000298965j 
-0.000526065+0.00103864j 0.00378795-0.001645j -0.000328392+0.000480282j -0.00148827-0.0014946j -5.83986e-05+0.00103644j 0.00118126+0.00195444j -0.00226142+0.00141455j -0.00206814-0.00300156j 0.00155898-0.0026533j -0.00281844+0.00172953j 0.00395123-0.00182397j -0.00140446+0.000788729j -0.000617299-0.000757405j 0.00197293-0.00478779j 0.00156041-0.000676104j -0.000670456+0.00022558j -0.000135801-0.00396956j -0.00514585-0.00143755j 0.000932132+0.00151985j 0.00507169-0.000815552j -0.00156295+0.00166678j 0.00175879-0.00234667j -0.00124927+0.000726223j 0.000585564-0.00298198j 0.00502914-0.000663382j -0.00405431+0.00142303j -0.00168078+0.000724722j 0.000436139+0.00185787j -0.00249449-0.00317637j -0.000184811-0.00209678j -0.000254395+0.00173917j -0.00264112-0.000863325j -0.00113991-0.0020858j 0.000908986-7.82239e-05j 0.00111265-0.00154036j -0.000955974-0.00166235j 0.00171491+0.00321907j -0.00124642+0.000173141j -0.0011808-0.00381353j -0.00075734+0.00209681j -0.000879298+5.40962e-05j -0.00125988-0.00197546j 0.00309423-0.00392289j 0.00102372+0.00215449j 0.00208121-0.000698429j -0.00193864+0.000626126j -0.000519863-0.0011199j -0.000662882-0.000308859j 0.000959453-0.00121231j -0.000558966-0.000479974j 0.00136626+0.000740172j -0.00080033-0.000373169j -0.00101801+0.00290511j 0.00125126-0.00189833j -0.00136232+6.06749e-05j 0.00169172-0.00169824j 
0.000930989-0.000704685j 0.000747323-0.000124259j 0.0015557-0.00116701j 0.000343719+0.000221654j -0.000304821-0.000421339j -0.000133453-0.00021078j -0.00183229+0.00119303j -0.00012365+0.000987311j -0.000998778+0.0013284j 0.00228356-0.0016309j -2.39614e-05-0.00039898j 0.000731042+0.000205067j 0.00108997+0.000487562j -0.000221022-0.000546658j 0.00236668-0.000254116j 0.000655598-0.000636521j 0.00170326+0.00102972j 0.00115371+0.000114872j 0.00197616-0.00117391j 0.00105399+0.00142902j -0.000424737+0.00259372j 0.0031467-0.0016556j -0.000341186+0.00123432j 0.00145882+0.00105419j 0.000139447+0.00188179j 0.0030317-0.00103358j -0.000333017+0.00156311j -0.00257444+0.000601683j -0.00168909-0.000193537j 0.00277974-0.000498841j -0.000991583-0.000200655j 0.00155718-0.000195077j -0.000571911-0.000821946j -0.0013281-0.000230967j -0.00050554-0.000297397j 0.00323638+0.000409643j 0.00180863+0.000290486j -0.000226733-0.000607183j 8.23886e-05-0.00124345j 0.000776996-0.00055871j 0.000539109-0.000898672j 0.00173152-0.00101877j 0.00128458-0.000256105j -0.00033843+0.00049763j -0.00110012-0.000744502j 0.000208815+0.000526824j 0.00133215-0.000299861j 0.00173562-0.00112366j 0.000695432+0.000516472j -0.00090037+0.000853257j -0.000391127-0.00131304j 0.000897943+0.000104016j -0.000692694-0.000234215j -0.000217163-0.000674445j -7.71542e-05+0.000405273j -0.000248308-0.000893743j 
-0.000727432-0.0005816j -0.000848166-0.00180423j -0.000670313-0.0013798j -0.000420845+0.000469306j 0.000573129-0.000220057j -0.0001645+0.000870638j 0.00182121-4.86283e-05j 0.0014522+0.00135381j -0.000402264+0.000798003j -0.000358511-0.000246026j -0.00123364-0.0023008j -0.000351964-0.000230861j -0.000759792-9.85177e-05j -0.00178267-0.00328804j -0.000725042+0.0014779j -0.000161349-0.00126406j 0.000558116+0.00188415j 0.00331146+0.00134927j -0.000256246-0.00102619j -0.00110784-0.00149067j 0.00165184+0.00288567j -0.00301977-0.00284883j 0.00145316+0.00157963j -0.000488916+0.000952586j -0.00224582-0.00204642j 0.00144141+6.00359e-05j 0.000954726+0.00230685j 0.000875139-0.000817664j 0.00172457+0.000522258j -9.99126e-05+0.000292901j 0.000811138-0.00027108j -0.0006293+0.00278896j -0.000198035+0.000243046j -0.000556312-0.00101911j 0.00178964+0.0030363j 0.0014704-0.000580184j -0.000720232+0.00122364j 0.00037803-6.78053e-05j 4.49935e-05-0.000745575j -0.00049531-0.00128169j 0.000611618-0.000551766j 6.97297e-05+0.00095916j -0.000238765-0.0032512j 0.000304695+0.000453522j 0.000426615-0.0009624j 0.000564622+0.00165862j -0.000179479+0.00027547j -0.000542327-0.000463229j -0.000628502+0.00140104j -5.02404e-05+0.000449955j 0.000539921-0.000827548j -0.000180655-0.000169647j -0.000181454-0.00048178j 0.000187319-0.000987841j 9.57082e-06+0.00105426j 1.10939e-05-0.000101455j 
-0.000823363+0.00198521j -0.00135758+0.000875434j -0.00105036+0.00321074j -0.000343573+0.000199843j -0.000498006+0.00126685j -0.00154356+0.000353269j 0.00123982-0.000712724j -0.00189715+0.000625949j -0.00354204+0.000280521j -0.0011201+0.00290761j 0.000597697+0.00169679j -0.00372538+0.0032421j 0.00226695-7.59632e-05j 0.00096051+0.000787995j -0.000403132-0.000941239j 0.00183804+0.00127873j -0.00227644-0.00228835j 0.0027897-0.000379663j -0.000380569+0.00246962j -0.000952087-0.00111083j 0.00109889-0.00499102j 0.000400454+0.00452685j 0.00125935-0.00214913j 0.000347489-0.00170599j -0.00348037+0.00147348j 0.000766175+0.00200191j 0.00228551-0.00160112j 0.000909857-0.00026335j -0.00159469+0.000888369j -0.00394623+0.00151004j 0.000806504-0.000732611j 0.000997118-0.00127417j -0.000129252+6.47999e-05j 0.00452749-0.000811542j 0.00126891-0.0018399j 0.00167706+0.00253233j -0.00178292-0.00162524j -0.00238692-0.00132739j 0.00178454+0.00118078j 0.00187614+0.00213475j -0.000114706+0.000851926j -9.71224e-05+0.00140956j 5.20361e-05+0.00282559j -0.000854993+0.000837206j 0.00206434+0.00038881j 0.00136132-0.000963691j 0.00161526-0.00111278j -6.45892e-05+0.000520729j -0.00296939-0.00154624j 0.000271237-0.00128937j 0.00151152+0.00153001j -0.000954141+0.000142564j 0.00041073-0.00061992j 0.00157513+0.00051584j 0.000859141-0.0014711j 0.000472171+0.000492288j 
0.00150069-0.000682332j 5.26218e-05+0.000363192j 0.00117647-0.000457941j -0.000898471+5.56012e-05j 0.0024045-0.00056239j -0.000894468+0.000927936j 0.000945449+0.000467675j -0.000648954-0.00192898j -0.0012499+0.000306258j -0.000929951-0.00155828j -0.000723736-0.000291861j 0.000655213-0.000373238j -0.00230519+0.00108591j -0.000401354+0.00176315j -0.00217886+0.00150459j 0.00230301-2.58052e-05j -0.0024043+0.00422464j 2.53519e-05+0.00530317j 0.00135088-0.00188936j -0.00278233+0.00427541j -0.00113188+0.00104268j 0.00115304-0.00044405j 0.000405906-0.00135733j -0.00380494+0.00110863j -0.0018767-0.0019101j 0.00141721-0.000569847j -0.00102059+0.00357255j -8.97351e-05+0.000281053j 0.00110616+0.000299953j -0.000295028+0.00013411j 0.00243828-0.000108228j -0.00306518+0.00032736j -0.000444155+0.00151958j -0.00175861-0.00110948j -0.00240701+0.00228898j -1.30537e-05+0.00254699j -0.000935936+0.00219713j 0.00064274-0.000932486j -0.000805435+0.00106796j 0.00170515-0.0020427j 0.0028282+6.54443e-05j 0.000298693-0.000291638j -0.00144468+0.000798763j 0.000918951-0.00132907j 0.000520997-0.00155823j 0.000702015+0.000526389j -5.06628e-05+0.000654638j -0.0011206+0.000158604j -0.000313247+0.00187467j -0.0010515+0.00204808j 0.00255012-0.000614684j 0.000333168+2.00124e-05j 0.00081709-0.000758797j -0.00067605-0.000365346j -0.000280583+0.00070521j -0.000583751-0.00033648j 
