-0.00274981+0.00408172j 0.00467225+0.000905602j 0.0084118-0.00651531j -0.00625187-0.00308882j 0.00663583-0.00377543j -0.00375293-2.16763e-05j 0.0055923-0.0121246j -0.0104408+0.00202125j 0.000604734-0.00459453j -0.0112442-0.00204389j 0.0041316+0.00273296j 0.0029978-0.00240244j 0.010576+0.00771134j -0.0152772-0.00452868j 0.00212915-0.00267805j 0.00444949-0.00980886j -0.00349286+0.000473043j -0.0177579-0.000525681j -0.00995222+0.00178536j 0.00818713-0.00260342j -0.016172-0.00600181j -0.0080345-0.00435969j 0.00194194-0.00262632j -0.0104683+0.00287147j -0.00510046-0.0071718j 0.00415613-0.00302617j 0.00955601-0.00219049j 0.00142181+0.000199196j 0.00203026-0.00333403j 0.000495549+0.001123j -0.00267272-6.51065e-05j -0.00118417+0.000481828j -0.000613792-0.00188099j -0.000585011+0.00227364j 0.000265663+0.00162089j -0.00146603+0.00134048j -0.0018077+0.000239829j -8.27972e-05+0.000560695j -0.00210952+0.000734541j -0.00259757-0.000288725j -0.000872302-0.00048821j -0.000169328+7.82672e-05j -0.000987848+0.000685974j -0.000740857-0.000271666j 0.000159331-0.00046068j -0.000108378+0.000625455j 0.00369611-0.000511302j -0.000721537-6.97742e-05j 0.000336418-0.00127525j -0.00143463+0.000520883j -0.00268457+0.0020951j -0.000966381-0.000887349j 0.00285389-0.000237992j -0.00421229-0.00115876j 0.00211216+0.000165137j 0.0003556+0.0013212j -0.00149417+0.000901488j -0.00112211-0.00103298j 0.000517482+0.00107673j 0.00108448-0.00144627j -0.00033025-0.00140717j -0.00197885+0.000226709j -0.00146102-0.00252999j 0.00192008+1.63737e-05j 0.00194646+0.000140761j -0.00182962-0.00090211j -0.00211009+0.000519506j -0.00204683-0.000793597j 0.00138024+0.00240094j -0.00135035-0.00218186j -0.000211798-7.87565e-05j -0.000345169-0.00106663j -0.000669688-0.000188888j -0.00109923-0.00133139j -0.000415753-0.000744396j -0.00012721+0.000578207j 0.000921777+0.000643274j 0.000794477+0.00170315j 0.000457796-0.000697259j -0.000463933+0.00123648j -0.000182487+0.00126598j -0.000243296-0.00026698j -0.00150446-0.000321435j 0.000332512+0.000898809j 0.000280841-0.00189302j -0.000192856+0.00229544j 0.00126079+0.000364786j 0.000395999-0.00102125j -0.00373228-0.00283518j -0.000155954-0.003107j 0.00225098+0.00223814j -0.000390818+0.00268568j 
-0.00313046+0.00169766j -0.00116766-0.000376199j 0.000832876-0.00209714j -0.00122112+0.00060865j 0.00352778-0.000260686j 0.00171363+0.00211526j -0.00298132+0.00228416j 0.00556304-4.16718e-05j -0.00346377-0.00197688j -0.00492146+0.00453122j -9.82911e-05+0.00261934j -0.0006445+0.00407868j -0.000936098-0.000655005j 0.0111378-0.00450888j -0.0016727-0.00145622j -0.00488531+0.00252541j -0.00475803+0.00241928j 5.06852e-05-0.0008397j -0.0059788+0.00159156j 0.00382134+0.00277342j 0.000564872+0.00302105j 0.00136683-0.00107561j 0.00231886-0.00168263j 0.00796755-0.00282573j -0.000317373+6.39949e-05j -0.000603751-0.000702103j -0.00151714-0.00128398j -0.00408992-8.6413e-05j -0.00442824-0.00562891j 0.000399934+0.00786486j -0.0114928-0.000122785j -0.00142085-0.00507048j -0.00397975-0.00666649j 0.0014851+0.00206187j -0.000256859+0.00154632j -0.00182695+0.00327575j -0.00835473+0.000526348j 0.000209408-0.00495515j 0.000374816-0.00931215j -0.00150109-0.0101454j 0.00244306+0.0115874j 0.00106123-0.00290049j 0.00559898-0.000718847j 0.000380518-0.00614684j -0.00637203-0.0104117j -0.0107645+0.00753773j -0.00519478+0.00127163j -0.000363583-8.15521e-05j -0.00290067-0.00895719j 0.00347791-0.00332975j -0.0017283-0.00211934j 0.0022971-0.000447633j -0.00121832-0.000515734j -8.22924e-05+0.000298444j 0.00373333+0.00252556j 0.00252393-0.00544712j -0.000725352-0.00599064j 0.00626355+0.00360689j 0.00246177+0.00521305j -0.00134881-0.00521162j 0.00296298-0.00213088j 0.000442383-0.0019904j -0.00632299-0.0071951j -0.000525862-0.00103872j 0.00200895-0.000600208j -0.000316995-0.000650885j 3.72545e-05-0.00193197j -0.00112923-0.00223508j 0.00557025-0.00229841j -0.00182909+0.000194038j 0.00310255+0.00299285j 0.00302725+0.00220499j 0.00200581+0.00250102j 9.86248e-05+0.000626536j -0.00114944-0.00362095j -0.000711499-0.000548558j 0.00326003+0.00527542j -0.00294295-0.00131044j -2.48121e-05+0.00261855j -0.000489056-0.000462178j -0.00382603-0.000632971j 0.00288116+0.00140116j -0.00287555-0.00669508j 0.000681612+0.000331926j 0.000296263+0.00100396j -0.00391299-0.00639635j 0.00150123+0.00224134j 0.0012262-0.00384994j 0.00296799+0.0008829j -0.00123935-0.0011273j -4.17965e-05+0.00025756j 0.000765131-0.00210638j 
-6.52614e-05-0.000472824j 0.00618701-0.00228364j 0.00286476+0.00232991j -0.00216933+0.000790003j 0.00535487-0.000803853j -0.00375642-0.000521885j 0.00681325-0.00186235j 0.016853-0.00572537j 0.000450674-0.000591866j 0.00459122-0.000407712j -0.00150819-0.00390724j 0.000482379-0.00394056j 0.00401862-0.00230521j -0.00636679+0.00161227j 0.000209768+0.000465908j -0.00474892-0.00159109j 0.00162858-0.00309938j -0.00593139-0.00266708j 0.000450424-0.000171316j -0.00125728+0.000841036j 0.00457156+0.000757081j 0.0042982-0.00455357j -0.00225085+0.000292138j 0.00140203-6.79905e-05j -0.00285342-0.00378349j 0.000296362+0.00179719j -0.00198396+0.00220992j 0.00222159-0.0023813j 0.00486183-0.000962652j 0.00670483+0.00607072j 0.0033789-0.00116912j 0.00106818-0.00152889j -0.000759825+0.0072305j 0.00506103+0.00410525j 0.00228184-0.00489461j 0.00138879+0.0034722j 0.00464125+0.00480601j 0.00319274-7.7469e-05j -0.00288186-0.00129834j -5.74556e-05+0.00145055j 0.00849736-0.000627902j -0.00220565+0.000199098j -0.00804539+0.00303815j -0.00284764+0.000564206j 3.42925e-05+8.33393e-05j 0.00858891-0.00471152j 0.00650583+0.00597302j 0.00111351-0.00477646j -0.0011814-0.00211687j -0.00559787+0.00158534j -0.00346822+0.000564891j -0.00291307+0.000937907j -0.00178328-0.00302894j -0.000165592-0.00139288j -0.00828211-0.00759221j -0.00134231+0.00219959j -0.00432804-0.00238235j 0.00128338-0.000430742j 0.00291931+0.00021646j 0.00496696+0.00427831j 0.00169379+0.00171736j -0.00421792-0.00289936j 0.000829856-0.00122271j 0.00106354-0.00155109j 5.69304e-05+0.000575557j 0.00216472+0.00175721j 0.00399644-0.00104379j 0.00616984+0.000466147j 0.00228522-0.0015376j -0.00217435+0.00322281j -0.00322038+0.000694071j -0.0055541-0.000323768j -0.00488752-0.000514357j -0.0035806-0.000692413j 0.0040297+0.000199093j 0.000497994+0.000860666j -0.00146089-0.00210963j -0.00646246+0.0034547j -5.14235e-06-0.00012412j -0.000813904-0.00326546j 0.0012815+0.00128291j -0.00227932-0.000610393j 0.00479773+0.000824008j 0.00165343-0.00162779j 0.00103102-0.00443j 0.00260485-0.000806814j 0.000673319-0.000236124j 0.00457481-0.00406841j 0.00123075+0.00322446j -0.00143558-0.00417675j 0.00250827+0.00313217j 0.000308818-0.0065829j 
0.00185293+0.000170265j 0.00354478-0.000246765j -0.000370356-7.02057e-05j -0.000478111+0.00135675j -0.000283525-0.00295196j -0.00829881+0.00725133j 0.00404008+0.000336553j -0.00661483+0.00792896j -0.00317544+0.0048673j 0.00186178+5.33649e-05j -0.00603228+0.00649157j -0.00259721+0.00291802j 0.00636262-0.000383409j 0.00952803-0.00391701j -0.000159457+3.98705e-05j -0.0022332-0.000372776j -0.00299772+0.00304823j 0.0049514-0.0049908j -0.00223126-0.00286946j 0.0103406-0.000969364j 2.09324e-05-0.00271517j -0.00148239+0.00318821j -0.00330484-0.000893659j -0.000165022-0.00457271j -0.00561461+0.00384805j -0.00404621+0.0006522j -0.00303434+0.00351866j 0.00565092+0.00472108j 0.00701209-0.00109644j -0.00341331+0.001714j 0.0048524+0.00544098j -0.00152828+0.000890691j 0.00107796-0.0109027j 0.0030332-0.00114011j -0.000450656-0.00837467j -0.00185899-0.00032753j -0.000475976+0.00456588j 0.0012584+0.00348517j -0.000417063+0.00581638j -0.00616856+0.00127863j 0.00873184+0.00111929j 0.00184983-0.00312028j 0.00438088+0.00293157j -0.00175626-0.000870828j -0.0101867+0.000962624j -0.00918482+0.00532261j 0.00041352-0.00244016j -0.00410766+0.000368138j -0.00131464-0.00247812j -0.00295412-0.00467251j -0.00797184+0.000242082j -0.00247323+0.00295034j 0.000276059+0.00153861j 0.00495781+0.00352173j -0.000540535-0.000865962j 0.00160712+0.00318704j 0.00369414+0.00349596j -0.00357702-0.00073285j -0.00198632+0.00146385j -0.00447284+0.00169015j 0.00138676+0.00283839j 0.00559743-0.003911j -0.0013435+0.00205399j -0.00201814-0.00274558j 0.00145109-0.000617j 0.00232951+0.000661541j -0.000228047+0.00167928j -0.00269882+0.00149049j 0.00150952-0.00227419j 0.00499635-0.00310255j -0.00443944-0.00874539j -0.0026212-0.00607003j -0.00419935-0.0028592j -0.000643725-0.00183487j -0.000517615+0.00309273j 0.000111257-0.00095894j -0.00239401-0.00139374j -0.000787554+0.000508875j -0.00100366-0.000754916j 0.000129019-0.00446849j 0.00175908+0.00351418j -0.00168419+0.00119287j 0.00373888+0.00246559j -0.00414902+0.0016541j -0.000992734+0.00126213j 0.00205403+0.00250823j -0.000202286-0.000770036j 0.00351639-0.00161377j -0.000615746-0.00125065j 0.00151128-0.00140243j 0.000493805+0.00117111j 0.0013972-0.000878152j 
-0.00280022-0.00141115j -0.00102531-0.000534536j 0.00248129-0.00587719j 0.0038484-0.000570541j -0.000283868-0.00430218j 0.00586429-0.00165814j -0.000916388+0.00473047j 0.00301819-0.00193744j 0.00290732-0.0024848j 7.99176e-05+0.00351032j -0.00718436+0.00464721j -0.0109221+0.00211571j 0.00391728+0.00104439j -0.00470994+0.00197175j 0.0083967-0.00417469j -0.00162703+0.000474792j -0.00256595+0.00233379j 0.00675765-0.00631751j 0.00156423-0.000533139j -0.00486973-0.00205401j -0.00393784-0.0013114j -0.00251848+0.000950485j 0.00155887+0.00160509j -0.00331351+0.00175611j -0.00230648-0.00151711j 0.00169148-0.00106877j -0.00116216+0.00575278j 0.00470909+0.0109505j 0.0012549+0.00324916j -0.0015281-3.17828e-05j 0.00409267+0.00909397j -0.000711912-0.00682772j -0.00124373-0.00111399j 0.00261863+0.00118952j -0.00533435+0.00074206j -0.00759602+0.00646994j -0.0033019+0.000334162j -0.00823021+0.00206558j 0.000574497+0.000428335j 0.00464942-0.00471024j -0.00273969+0.000872408j 0.00372125-0.00235779j -0.00306295-0.00253812j 0.0081259+0.000414516j -0.0112121-0.00126911j 0.00341876-0.000105896j 0.00545564+0.00289299j -0.00503908+0.00402527j -0.00481609-0.000305105j -0.00479276-0.000183095j -0.00399987-0.00678148j -0.0047565+0.00071814j -0.000762142-0.00421852j 0.0039402-0.001087j -0.00309492+0.00279674j -0.00260057+0.00511697j 0.00505738+0.00807301j 0.00441668-0.00141428j 0.00786712-0.00419559j 0.00059237+0.00064685j -0.00534539+0.000492694j -0.0037067+0.000719843j 0.00252512+0.00125441j 0.00158664+0.00100649j -0.000609554-0.00256889j -0.000208476-0.00112101j 0.00111994-0.000462948j -0.00134028+0.0012917j -0.00228314+0.000393841j 0.00484885-0.00242692j 0.000110115+0.000832045j -0.00361881+0.00199791j -6.50933e-05+0.00258897j -0.000487003-0.00102145j -0.00064663+0.00158793j 0.00155243-0.00115749j 7.11048e-05-0.00402766j 0.000457479+0.00205002j 9.10259e-06-0.000839685j -0.000839492+0.00435544j 0.00251824-0.00368635j -0.000120828-0.00249187j -0.00138534-0.00118656j -0.000349001+0.00120413j -0.000393475+0.000675967j -5.17024e-05+0.000169684j 0.000284778-0.00038793j -0.00192287+0.000834511j -0.000397837+0.000217946j -0.000644565+0.00157006j -0.000453452-0.00283728j -0.00217895+0.000779138j 
-0.000487714-0.000231058j -0.00396026-0.00268853j -0.00048612-0.00112599j 0.001907+0.00112967j -0.000773998+0.000975676j 0.0106697-0.00162218j 6.02312e-05+0.0032362j 0.00175928-0.0071169j 4.99655e-05-0.00719222j 0.000219841+0.00260011j -0.00111605+0.00318258j -0.00239915+0.00351073j -0.000355747-4.43332e-05j -0.00345692+0.00263806j 0.000982387-0.00236668j -0.00218471+0.00167629j -0.000246781-0.000963752j 0.00141691-0.00267269j 0.00275522+0.00204939j -0.00593429+0.00120096j -0.00142504+0.00106832j -0.00127048-0.000545202j 0.00151808+0.000804671j 0.00149968+0.00324872j 0.0028494-0.00361009j 0.00315567-0.00121992j -0.00248904+0.00186453j -0.00228654+0.00677158j 0.000425164-0.000971477j 0.00248755+0.00120845j -0.00439953+0.00531238j 0.00181065-0.00683541j -0.00147656+0.00508375j 0.00135529+0.00352569j 0.000762804+0.00304117j -0.00416687+0.00582651j -0.00155228-0.00319305j -0.00222245-0.0025125j -0.0022923-0.0072101j 5.72065e-05-0.0070314j 0.000678243+0.00562526j -0.00149029-0.000805842j -0.00237553-0.00567331j 0.00260893-0.00239057j -0.00304115-0.00412064j 0.00335909-0.0006831j 0.0036711+0.00426373j 0.000467208+0.00176463j -0.00457068-0.00145969j -0.00310105-0.000217236j -0.000781383-0.00688553j 0.000243811-0.00225201j 0.00135788-0.00393361j -0.000756561-0.00191981j 0.00135819-0.000944083j -0.00318406-1.46798e-05j -0.000554674-0.000526759j 0.00436072-0.000404646j 0.00294187+0.000500434j 0.000794587-0.00112393j -0.00108-0.000931057j -0.00159247+0.00170532j 0.000419037-0.00342378j 0.000703602-0.00206404j 0.00146091+0.000998243j -0.00200905-4.96373e-05j 0.00200497-0.00084485j -2.28734e-05-0.00191687j 0.00149262-0.00270147j -0.00238917+0.00223762j 0.00802506-0.00915489j 0.00502585-0.00325184j 0.00417987-0.00567551j -1.57747e-05+0.000390713j -0.000623383+0.00013639j 0.000356441+0.000650915j 0.00178956+0.000709196j -1.39257e-05-3.43127e-06j 0.000795407-2.8227e-05j 0.00220807-0.00371884j -0.00304203+0.00231644j 0.000517451-0.000268255j -0.00372762+0.000910148j 0.00162378-0.00113355j -0.000230233-0.00139803j -0.00274345+0.00102622j -0.00128075+0.00126353j -0.00047593-0.000317227j -0.000599708+0.00164473j -0.00035128-0.00106412j -0.000917842-0.000546326j -0.000111075-0.000674724j 
0.00165616+8.6139e-06j -0.000324373+0.00155453j 0.00228403-0.000492253j 0.00433178-0.00801122j -0.000159651-0.000727963j -0.00451267+0.00584153j -0.0036658+0.0059446j 0.00606561-0.0104667j -0.00137814-0.000269724j -0.00469141+0.00539404j -0.00915205+0.00435558j 0.00687989-0.00686161j -0.00100305+0.00210989j 0.000368588-0.00117592j 0.00433099-0.00429415j 0.00277018-0.00104769j -0.00574413+0.00232474j -0.000173144+0.00620295j 0.00400717-0.00116543j 0.00156115-0.000765094j 0.00587591-0.00342807j -0.00442542+0.00367247j -0.000587689-0.00294244j -0.00598373+0.00575959j -0.00607231+0.00389467j -0.00218259-0.00552119j 0.00895637+0.00178635j -0.00342709-0.000308101j -0.00615412+0.00258911j -0.00471285-0.00453926j 0.00237708-0.00534345j -0.000764796+0.00271457j -0.00127174-0.00541793j 0.00450891-0.0027698j 0.00253744+0.00300116j -0.00364495-0.00220618j 0.0051239-0.00571274j -0.000668401+0.000744458j 0.00193412+0.00366162j 0.00201189+0.00159695j -0.00564977-0.000566349j 0.00249617+0.00249199j 0.00175015-0.00266961j 0.00783916-0.0025554j -0.00278964+0.00204445j 0.00526889-0.00305132j -0.00324982-0.00630115j 0.00185082+0.00608209j 0.00281611+0.00158552j 0.00411333-0.00360757j -0.00376927-0.00363028j -0.000548536-0.000426862j -0.00294776-0.0023473j -0.0080571+0.000307465j -0.00924603-0.00663486j 0.000555197+0.000578093j -0.00362873+0.00379945j 0.0042772-0.00163263j 0.00984082-0.00451414j 0.00277134-0.00244898j -0.00413571+0.00212126j -0.00872291+0.00112118j 0.0056542-0.00441961j 0.00220212-0.00105971j -0.00303855+0.00105192j -0.00222896+0.000738158j 0.0056758-0.00363048j 0.00350665-0.00354045j 0.00229003-0.000283997j -0.000127369-0.00199377j -0.000896036+0.00197352j -0.00094918+0.00146412j 0.000986103+0.00140807j 0.0013862+0.000229749j -0.00127911+0.00104814j -0.000370897-0.000238476j 0.00164974+0.00187275j -0.00011835-0.00396511j -0.00136775+0.000780585j 0.000404367-0.00448676j -0.00195158-0.00192712j -0.000937727+0.00233118j 0.00115233-0.00232666j 0.000250393-0.00148834j 0.00132961-0.00133648j 0.000408309-0.000118884j -0.00198931+0.00475192j 0.000257823+0.00058825j 0.000241918-0.000152284j -0.00103268-0.0016745j 0.00128467+0.000877491j 0.00126134-0.00241481j 
-0.00439852-0.00358477j 0.00449284-0.00523302j 0.00376397-0.00509423j -0.00266946+0.00249694j 0.00269956-0.00362151j -0.00874274+0.00260572j -0.00832464-0.00579106j 0.00488144-0.00110258j -0.00135368+0.00500691j -0.00519495-0.00126151j 0.00531612+0.00330036j -0.00660508-0.000310168j -0.000466029-0.0077144j -0.00720877-3.66844e-05j 0.00343154-0.00554696j 0.0122894-0.00230579j 0.000309452-0.00216432j 0.00736199-0.00216702j -0.00712512-0.00242833j 0.0024175-0.00231271j -0.00265012+0.000180147j 0.00550292-0.00204992j 0.00181691+0.000335418j 0.00425448-0.000188668j -0.00261384+0.000650113j -0.00596989+0.00425634j 0.000254531+0.000616138j -0.00258495+0.00390856j -0.000247453-0.00383726j 0.00442453+0.00521934j -0.00713436-0.00849657j 0.00102741-0.00720712j -0.00231393-0.00325876j 0.00217267+0.00605851j -0.00759476-0.0089401j -0.000701458+0.00232855j -0.00384585-0.00385844j -0.0042745-0.0026j 0.00324333+0.000806816j 0.00698922+0.00536271j -0.00686734-0.00732207j 0.00367417-0.002905j 0.000257336+0.00315596j 0.00425272-0.001617j -0.000361055+0.00645602j 0.00213486-0.00280314j -0.00309032-0.000477295j -0.00258935+0.00129151j 0.00284427+0.00266028j 0.00116679+0.00394695j 0.00387172+0.00463203j 0.00296871+0.00640371j -0.00178109-0.00154738j 0.000856414-0.00200471j -0.00263789+0.00616754j 0.0014091+0.00292285j 0.0020056+0.00495564j 0.00489036+0.00833088j 0.00734025+0.0012209j 0.00100296+0.00297796j -0.000515207+0.00275062j -0.00216088+0.00230579j 0.0021592-0.00128655j -0.000975029+0.00232321j -0.00298007-0.000640331j 0.00109623-0.00097093j 0.000908243-0.0036157j -0.000983192-0.00343958j -0.00381968+0.00128832j 0.00296781-0.00152295j -0.00606995-0.00109311j -0.00535221+0.000162322j -0.00393608+0.00352628j 0.000219834+0.000150699j 0.000938453-0.00297283j -0.000838696+0.000396909j 0.000848786+0.00500943j -0.00208408-0.00161396j -0.000214292+0.00173643j -0.00490568+0.00127583j 0.00277893-0.00197007j 0.00241575+0.00349961j 4.03343e-05-0.00664148j -0.000830601+0.00174336j 0.000940602-2.55859e-05j -0.00168468-0.00548394j 5.10909e-05+6.83365e-05j 0.00040183-0.00211138j -0.00201985+0.00244237j 0.00118062+0.000398293j -0.000367006-0.00446706j -0.00209274-0.00219258j 
0.00648881-0.00306567j 0.00409472-0.000495997j 0.00515324-0.0044999j -0.000937464-0.00632651j 0.00516333-0.00459782j -0.000239233-0.00476448j 0.00140704-0.000492494j 0.00160724+0.00752913j -0.00029697-0.00217629j -0.000605511-0.00126972j 0.000849976-0.00107151j -0.00148611+0.0017076j 0.00301972-0.00151776j -0.000751085-7.93897e-05j -0.00066726+0.000994713j -0.00104189+0.000176983j -0.00113363-0.000382509j 0.00507968-0.00164116j -0.000247835-0.00125273j -0.00274083+0.00151224j -0.00171529+0.0011407j 0.00141365+0.00019561j 0.000309999-0.00387325j -0.00391624-0.00188344j -0.00144743+0.00294551j -0.00252258+0.00112415j -0.00173096-0.000818436j -0.00217641-0.00243123j 0.000827542+0.000582668j -0.00600218+0.000992838j -0.00177096+0.00296307j 0.00512394+0.00480848j -0.000526899-0.0020871j -0.000223533-0.00285214j 0.00137994-0.00121721j -0.00537607-0.000667653j -0.0011715+0.00522227j -0.00287713+0.000791954j 0.00286056+0.002745j 0.00813661+0.00281586j -0.0033269+0.00149908j 0.00387329+0.000413571j -0.00319545-0.000353631j -0.00295728+0.000311382j 0.00407625-0.000266842j -0.00218163+0.00348456j 0.000455038-0.00325754j -0.000521583+0.00071343j 0.00179027+0.00375077j -0.00537823-0.000168085j 0.000504475-0.00187393j 0.000813794+0.00107672j -0.000794115+0.00205598j 0.00556775+0.000159118j -0.00203363+0.00253818j -0.000339937-0.000404763j 0.00101516-0.00103275j -0.000287151-0.000786587j -0.000740311+0.00506719j -3.72375e-05-1.14182e-05j 0.0014101+0.0012902j -0.000767897-0.000455895j -0.000671729+0.00150549j 0.000438979+0.0009917j 0.00158299-0.000736441j 0.00416314-0.00316081j -0.000598843-0.000507865j 0.0009193-0.00106874j 0.00483662-0.00246987j -6.60309e-05-0.000306686j 0.00322781+0.00347544j -0.000148974+0.00162737j -0.000993594-0.000826729j -0.00164195+0.000822479j -0.000105129+0.00137847j 0.00125936-0.000507325j -0.000479308-0.00134245j 0.000401901+0.00158955j 0.000799822-0.000718132j 0.000784431-0.00461762j -0.00302008+0.00531612j -0.00344786+0.00122791j 0.00233959+0.00172186j -0.0017461-0.000356333j -0.00040589-0.00159679j -0.000322434+0.00131548j 0.00264228+0.000999193j 0.00075826-0.00101192j 0.00338613-0.000311449j -0.00326892+0.00069848j 0.0045797+0.00161563j -0.00361511-8.97852e-05j 
-0.00226267-0.00553633j -0.000770965-0.00413328j -0.00717888+0.00868978j 0.00805737+0.00285318j -0.00331956+0.00315716j -0.00298688+0.00881442j -0.00328561-0.00128878j -0.000776403-0.0105344j 0.00113549+0.00109728j 0.000661812+0.000658451j 0.00170161-0.00275466j 0.0108444-0.00267627j -0.000692201+0.00109835j 0.00156761-0.00349747j -0.00345953+0.00304217j 0.00412838-0.000544636j 0.00315478+0.000589216j -0.00497745+0.00370601j 0.0012445+0.00128901j 0.00224543+0.000412726j 0.0075737-0.00176022j -0.000309723-0.00313629j 0.00212196-0.00225085j -0.00120805+0.000419662j -0.00250104+0.000523019j -0.00175749-0.000103472j 0.00306296-0.00447156j 0.00292886-0.00127923j 0.00432945-0.00181048j 0.00391001+0.00241555j 0.00416382-0.00518092j -0.00517031-0.000402387j 0.000351317-0.00652532j -0.00154887-0.000117094j 0.00184748-0.00459731j 0.00682806-0.000575447j -0.00183674-0.00644404j 0.00355316-0.003775j -0.00602985-0.00360709j -0.0114527-0.00238573j 0.0068079+0.00267778j -0.00445222+0.000675806j -0.00255002-0.000566176j -0.000990522+0.00100202j -0.00437312-0.00343415j 0.00370757+0.00432166j 0.00153504+0.00158825j 0.00307723-0.00175206j -0.00483993+0.000283944j 0.00458988+0.00304502j -0.000306028-0.00240612j -0.00570693-0.00619489j -0.00569611-0.000522817j -0.00260719-0.00219521j 0.00380903+0.00530546j 0.00248586-0.00360203j -0.00199762+0.00719966j -7.24544e-05+0.0022252j 0.00321819-0.00119898j 0.00163703-0.00373749j 0.00172526-0.0022345j -0.00143113+0.00457512j 0.000316454-0.00383958j 0.00161546+0.00179986j -0.00201616-0.00132398j -0.000130048-0.00322081j -0.000649523-0.000373499j -0.000243351-0.00226159j -0.001737-0.00195382j 0.000251655+0.000259358j -0.00243857-0.00575978j -0.000619856-0.00301665j -0.00111744+0.00222582j -0.00152302+1.64061e-05j 0.00104461-0.000576861j 0.000632046+0.000155253j -0.00358525+0.00133955j 0.00683204-0.00040859j -0.00153+0.000187526j -0.00181438-0.00301358j 0.00260115+0.00268299j -0.00111613+0.00324812j -7.22567e-05-0.00195517j 0.000639057+0.0009763j -0.00249474+0.00221762j 0.00150011-0.00163854j 0.00127893-0.00234281j -0.00433051+0.00123048j 0.000314634-0.00221083j -0.00217087+0.00498532j -0.000753616-0.00286393j -0.0039002+0.00274866j 
-0.00119699-0.00071611j -0.00178845+0.00254885j 0.00302275-0.00140737j 0.00377336-0.00107848j 0.00123408+0.00122235j 0.00327384-0.00809318j 0.000555464-0.000100935j 0.00188146+0.00245708j 0.000752262-0.00169539j -0.00297907-0.000599606j -0.00259992+0.00148066j -0.000352151-0.00177698j -0.00163966+0.000332752j 0.00293544+0.00183309j -0.000535608+0.00119892j -0.00333092+0.00259832j -0.00252007+0.000828617j -0.00432396+0.00217128j 0.00110915-0.000355648j -0.00101007-0.000422831j -0.00343453+0.000305403j -0.000779189-0.000176363j 0.00430158+0.00398669j 0.000751239-0.000460288j 0.000591035-0.000850833j 0.00314651+0.000503411j -0.00283739+0.00315726j 0.00251295+0.00202336j -0.00194223+0.00135887j -0.00391472+0.000754621j 0.000592491+0.0012341j -0.00360282-0.00731561j 0.00208955+0.00991553j -0.00426298+0.0052507j 0.000794305-0.000589612j -0.000483627+0.00110963j -0.00440906+0.00364209j -0.00265226+0.00185859j 0.00204142+0.00177442j 0.00334375+0.00314761j 1.77537e-05-0.00628604j 0.00126191-0.00211073j 0.00242414+0.00172581j -0.0012865+0.00579854j -0.00016214+0.00142839j 0.00159678-0.00348758j -0.00460144+0.00128571j -0.000601525+0.000662393j 0.00181338+0.00155695j 0.0022146+0.00585644j 0.00259772+0.00305946j -0.00340806-0.000292514j -0.00115748-0.00372253j 0.000952379-0.000489228j 0.0029741+0.00279459j 0.00106998-0.00125401j 0.00214241+0.00313509j 0.00200759-0.00106213j 0.00358902-0.00331334j -0.00187117-0.00385094j 0.000740044-0.00319881j -0.00151718-0.00128534j -0.00341283-0.0016953j 0.0041036+0.00223983j -0.00177326-0.00498239j 0.000136973+6.31057e-05j -0.00114154+0.00241061j -0.000780253+0.00170488j -0.000915634+0.00153522j -0.00146902+0.000599287j -0.00136854+0.00256535j -0.00179056+0.00236224j -0.000948815+0.00152578j 0.000318766+0.0010863j 0.00111669-0.000903191j -0.00103161-1.87371e-05j 0.0013605-0.000441869j -0.00334614+0.00123071j 0.000117465+0.000370517j -4.59843e-05+0.00352721j 0.00259956+0.000777045j 0.00264027-0.000230361j -0.00380771+0.00176134j 0.00070116+0.000711355j 0.00126366+0.00202483j -0.000348992-0.000656708j 0.0040608-0.00190757j -0.000484313+0.000576566j 0.00140808-0.000339946j -0.000875795+0.00185754j 0.00129444-0.00236698j 0.00254225+0.00403977j 
