-0.00274981+0.00408172j 0.00467225+0.000905602j 0.0084118-0.00651531j -0.00625187-0.00308882j 0.00663583-0.00377543j -0.00375293-2.16763e-05j 0.0055923-0.0121246j -0.0104408+0.00202125j 0.000604734-0.00459453j -0.0112442-0.00204389j 0.0041316+0.00273296j 0.0029978-0.00240244j 0.010576+0.00771134j -0.0152772-0.00452868j 0.00212915-0.00267805j 0.00444949-0.00980886j -0.00349286+0.000473043j -0.0177579-0.000525681j -0.00995222+0.00178536j 0.00818713-0.00260342j -0.016172-0.00600181j -0.0080345-0.00435969j 0.00194194-0.00262632j -0.0104683+0.00287147j -0.00510046-0.0071718j 0.00415613-0.00302617j 0.00955601-0.00219049j 0.00142181+0.000199196j 0.00203026-0.00333403j 0.000495549+0.001123j -0.00267272-6.51065e-05j -0.00118417+0.000481828j -0.000613792-0.00188099j -0.000585011+0.00227364j 0.000265663+0.00162089j -0.00146603+0.00134048j -0.0018077+0.000239829j -8.27972e-05+0.000560695j -0.00210952+0.000734541j -0.00259757-0.000288725j -0.000872302-0.00048821j -0.000169328+7.82672e-05j -0.000987848+0.000685974j -0.000740857-0.000271666j 0.000159331-0.00046068j -0.000108378+0.000625455j 0.00369611-0.000511302j -0.000721537-6.97742e-05j 0.000336418-0.00127525j -0.00143463+0.000520883j -0.00268457+0.0020951j -0.000966381-0.000887349j 0.00285389-0.000237992j -0.00421229-0.00115876j 0.00211216+0.000165137j 0.0003556+0.0013212j -0.00149417+0.000901488j -0.00112211-0.00103298j 0.000517482+0.00107673j 0.00108448-0.00144627j -0.00033025-0.00140717j -0.00197885+0.000226709j -0.00146102-0.00252999j 0.00192008+1.63737e-05j 0.00194646+0.000140761j -0.00182962-0.00090211j -0.00211009+0.000519506j -0.00204683-0.000793597j 0.00138024+0.00240094j -0.00135035-0.00218186j -0.000211798-7.87565e-05j -0.000345169-0.00106663j -0.000669688-0.000188888j -0.00109923-0.00133139j -0.000415753-0.000744396j -0.00012721+0.000578207j 0.000921777+0.000643274j 0.000794477+0.00170315j 0.000457796-0.000697259j -0.000463933+0.00123648j -0.000182487+0.00126598j -0.000243296-0.00026698j -0.00150446-0.000321435j 0.000332512+0.000898809j 0.000280841-0.00189302j -0.000192856+0.00229544j 0.00126079+0.000364786j 0.000395999-0.00102125j -0.00373228-0.00283518j -0.000155954-0.003107j 0.00225098+0.00223814j -0.000390818+0.00268568j 
3.31108e-05+0.00246318j 0.00208407+0.00332953j 0.00542888-0.00230012j -0.00104637-0.00120448j -0.000111562-0.00345803j 0.0004095-0.00654977j -0.00382612+0.00328274j -0.00510555-0.0011416j 0.00400654-0.000683499j 0.00435922-0.00183572j 0.00218905-0.000660116j -0.00354023-0.00349166j -0.00807083-0.00874348j -0.00179902-0.000893122j -0.00123643-0.00438758j -0.00615383-0.00393606j 0.00310576-0.00364886j -0.00307916-0.000160831j -0.00135066+0.000541266j 0.000543805+0.000733671j 0.0033305-0.00156083j -0.00236186-0.00203294j -0.00195426-5.83384e-05j -6.6376e-06+0.000123079j -0.0013402+0.00188383j 0.00258089+0.00104998j -0.00280277+0.0040948j -0.00249753-0.000493999j 0.00365094-0.00200312j 0.00367763-0.00136619j -0.00718178+0.00112359j 0.000666521+0.000755781j -0.00231151+0.00249762j 0.000643787+0.0014278j 0.000242176-0.00380252j -0.0030813-0.00355635j 0.000127451+0.00506469j -0.00403477-0.00428531j 0.00692531-0.000450386j 0.00151487-0.000483621j -0.00446978-0.00500081j -0.00471138-0.00507418j 0.00139706+0.00216788j -0.00144165-0.0016193j -0.0063516-0.0020924j 0.00323573+0.00233032j 0.00394064-0.00372853j 0.00668186+0.00425483j -0.00105054-0.00204262j 0.00411554-0.00141008j -0.00228271-0.00378917j -0.000474361-0.00512743j 0.000851698-0.00222976j 0.00197541+0.00353037j 0.000660262-0.00235604j 0.00419144-0.00133646j 0.00132943-0.00369328j -0.000978841+0.000822295j 0.000389934+0.00376422j -0.002234-0.000869368j -0.0011057-0.000273319j -0.00454177+0.00304653j -0.00546964+0.00165901j -0.00366379+0.00270983j -0.00423794-0.000271955j 0.00170551+0.00171472j -0.0022491-0.00197566j 0.00119493+0.00366617j 0.00122034+0.00157898j -0.000818569-0.00132355j -0.000949901-0.0042295j 0.000336115+0.00667813j -0.00674371-0.0040071j 0.00161037+0.00367786j 0.00158447+0.0016406j -0.00488569-0.00152817j -0.00344313-0.000761983j 7.77873e-05+0.00190178j -0.0113441+0.00571279j 0.0014632-0.00061504j -0.00156647-0.000855548j 0.00182665-0.000230981j -0.000810089+0.000689644j -0.00172579-0.000395846j -0.000871818-0.000411109j -0.000357373+0.0038579j -0.00120132+0.00101229j 0.0020728+1.88154e-05j -0.0016151-0.00366655j 0.00129156-0.00139717j 0.0009351+0.00227043j -0.000315199-0.000439938j 
0.00400832-0.0026965j 6.18057e-05+0.00505475j 0.00236591+0.0117819j 0.00188583+0.0037096j -0.00385075-0.00541617j -0.0036375-0.00385625j -0.000606918+0.0035905j -0.00318149+0.000561995j 0.00540816-0.00520356j 0.00870252-0.00291079j 0.00365302-0.000328126j -0.00264905+0.00594965j 0.00501918+5.31448e-05j 0.00271158+0.000935787j 0.000954108-0.000719343j -0.00466253-0.000868195j -0.00115678+0.00869042j -0.00345951+0.00121044j -0.00174449+0.000704037j 0.00094988+0.00329245j 0.00583144+0.00261621j -0.000547202+0.00274152j 0.000803822-0.0020428j -0.00190605+0.00355709j -0.00253581+0.000787699j 0.00613817-0.00110824j 0.00577091+0.00693012j 0.00187271+0.00322432j 0.000647552-0.00207759j 0.00271303+0.00388024j -8.01371e-05-0.00131339j -0.00109115+0.0019288j -0.00293304+0.00286272j -0.0026332-0.000323475j -0.00355962-0.00599895j 4.6168e-05-0.00124165j -0.00185151+0.00378383j 0.00346263-0.00237626j -0.00834373-0.00735569j -0.000507622-0.00333144j 0.0052999+0.00361753j 0.00451631+0.00364596j -0.00107484-0.0011474j 0.00601464+0.00267936j 0.0039069+0.00227834j -0.000535909-0.00141881j -0.00701304-0.00786494j -0.00585139-0.00217558j 0.00206375+0.00331355j -0.00221558-0.0027235j 0.00464096+0.00354088j 0.00162744+0.000166691j -0.00189156-0.00544036j -0.0012353-0.000962145j 0.00316249-0.00152811j -0.00349213-0.000951802j 0.00251672+9.9307e-05j -0.00157199-0.00152603j -0.000113171+0.00160619j 0.000190187+0.00365002j -0.00108888-0.0020987j 0.00126065+0.00104811j -0.00130713+0.00264536j 0.00200646+0.00155262j 0.00398327-0.00214492j 0.00211566+0.00345479j -0.00059972+0.00273238j -0.000117504-0.00198723j 0.00235581+0.000775544j -0.000130513+0.00214472j 0.000977779+0.00572039j 0.000955633-0.00787997j 0.000953481+0.00256504j 0.00364124-0.00439697j -0.00122738-0.00372332j -0.0014798+0.00149085j 0.00334674+0.00282219j 0.001198-0.00388208j -4.70081e-05-0.0105979j -0.00369799+0.00139898j -0.00142353-0.00123929j 0.00324475+0.002349j -0.00207209-0.000859384j -0.000656668-0.00310852j -0.000891476+0.00155473j -0.00161064+0.00329141j -0.00108744-0.000896625j -0.00147106-0.000202649j -0.00196367+0.000795315j -0.00266713-0.000576775j 0.00248428+0.00299912j 0.00102677-0.000180537j 
-0.0036714+0.000278458j -0.00152488-0.00521437j -0.00327474+0.00246174j -0.000984242+0.00151494j 0.00184739-0.000855121j -0.000679655+0.000291715j 0.00100096+0.0008167j 0.00663772-0.00302346j -0.00303411+0.00687794j -0.0087118+0.00427551j -0.00616304-0.000498826j 0.0017777-0.00518179j 0.00323353-0.00189838j 0.00118061-0.00337887j 0.0023022-0.00257776j 0.00414229-0.004623j -0.000948851+0.00597507j 0.00252113-0.000401081j 0.00221478-0.00154015j -0.00535654+0.00099148j -0.00603173+0.00232875j 0.000194886+0.00115729j 0.00395042+0.00402686j 0.00376595-0.0032465j 0.0018437-0.00579174j -0.00432781-0.00218158j 0.0052585-0.00165426j 0.000588819-0.00183495j -0.000824815+4.90279e-05j -0.000395928+0.00468322j -0.0023511-0.00428351j -9.38648e-05-0.00168413j -0.0052471-0.00883577j -0.00216847+0.000940984j -0.000923601-0.00421878j 0.00350991-0.0011142j -0.00550335-0.00631182j 0.00568999+0.0057769j -0.00136549+0.000228365j -0.00155246-0.00151419j -0.00127341+0.000626607j 0.00398657-0.00369471j -0.00611286+0.00365298j 0.00127236+0.00317598j 0.000421748+0.00282586j -0.00450572+0.000493259j -0.00183453-0.000529278j -0.00412539-0.00662971j -0.00578637+0.00422199j 6.11279e-05-0.00231601j 0.00483663+0.00290056j 0.00432252-0.00602591j -0.00068912-0.00305197j -0.00304182-0.00113793j 0.00306741-0.00259207j -0.00227296+0.000345636j -0.0023312-0.00455738j 0.00279273-0.00238654j -0.00212032-0.00235068j -0.00202538+0.000498718j 0.00029479-0.00174329j 0.000706092-0.00130319j -0.000636847+0.00143397j -0.00120234-0.00184115j 0.00182287+0.0034683j -0.00280286-0.00112438j -0.00126354+0.00268108j 0.00162694-6.27627e-05j 0.00235451-0.000356926j 0.000114956+0.00136272j 0.00197904+0.00309716j 0.000750452-0.00196237j -0.00482159+0.00164706j 0.000951382-0.00306171j 0.00152378-0.000427688j -0.00279059+0.00123014j -0.000767224-0.00269694j -0.000311326+0.000133613j -0.00329376-0.0025885j -0.0016926+0.000718685j 0.00285077+0.00222466j 0.00147176-0.000913675j 0.00213634+0.00428961j 0.000178528-0.00135754j -0.000392302-0.000249537j -0.000671089+0.0005063j -0.00126079-0.00090583j 0.000355447-0.00122174j -0.00173063+0.0040005j 0.000570261-0.000814827j 3.62246e-05-0.00261381j -0.000926767+0.000499056j 
0.000751405-0.00129896j -0.000501516+0.00360113j -0.000284821+0.000152685j -0.00138248+0.00308361j 0.00239279-0.00112458j 0.000822374+0.00153915j 0.00242796+0.000747707j -0.00235042+0.00162571j 0.00111677-0.00181926j 0.00437689+0.000116732j -0.000921989+0.0018998j -0.00389262+0.00356004j -0.00159315+0.0027112j 0.00282915-0.000338058j -0.00402492+0.00443758j -0.00177751-0.000579756j 0.00131975-0.000149169j -0.00171355-0.00275475j 0.00330738+0.00181862j -0.000713831-0.0017035j -0.00374878-0.000862572j 0.000469732+0.00116931j 0.00566159-0.0038756j -0.00456505+0.00254707j 0.00116333+0.000145543j -0.0051395+0.000788348j -0.000391284-0.00119858j -0.00159619+0.000720095j 0.000258854+0.00460406j 0.00573797-0.00481064j -0.00331355+0.00403691j -0.00516734-0.00137654j -0.0109414+0.00393368j 0.00227807-0.00383373j -0.00928189-0.00019737j 0.000780217+0.00174761j -0.00309678-0.00396656j 0.00281053+0.00115846j -0.000640004+0.0033683j -0.00159165+0.000920094j -0.00305188-0.000427857j -0.00204148-0.00229786j -0.00159326-0.00815497j -0.00254129-0.00183188j -0.00100215-0.000351664j -0.00266663-0.00725936j 0.00160535+0.0020472j -0.00374892-0.00494328j -0.00274411+0.000616291j 0.00291002-0.00163576j 0.0093349+0.00340584j -0.00754179-0.000578287j 0.000881516+0.000696769j -0.00387639-0.00159227j -0.00227581+0.00302167j 0.00251232-0.00152136j -0.000290341+0.00255201j -0.0008776+0.000968132j 0.00208548-0.00231238j -0.00514674-0.00241872j -0.00309918+0.00123857j -0.00252198+0.00535141j 0.0030021+0.000413182j -0.00685765+0.000265821j -0.000244337-8.12605e-05j -0.00217952-0.00287159j 0.000799309+0.00364216j 0.00165983-0.00215282j 0.00403236-0.00139209j -0.00120496+0.000770283j 0.000664831-0.000756048j 0.000499544+0.000671085j -0.0035791+0.0024601j -0.000349707+0.00148817j 0.00044301-0.00109484j -0.0024788-0.000295169j -0.000672639-0.000689309j -0.000992924-0.00180034j -0.00257999-0.00144108j 0.0030528+0.00102605j 0.00266256+0.000348707j 0.000655658+0.000326376j 0.00338553+0.00276618j 0.00198687-0.00120479j 0.00207591+0.00115116j 0.000303951+0.000318731j -0.000222047-0.00791757j -0.00240011+0.00215845j 0.00298842+0.00197606j 0.000669699+0.00040673j 0.00181002+0.00720391j 0.000587155+0.00329245j 
-0.000659619-0.000716856j -0.000346703+0.000972636j -0.00236625+0.00111649j 0.00109032-0.00197609j -0.00495718+0.00213612j -3.36104e-05+0.000916909j -0.00148263-0.00322213j 0.00183602+0.00245113j 0.00286959+3.06728e-05j -0.00358258+0.00540998j -0.00323581+0.000183292j 0.00109971-0.00312322j -0.00097003+0.00864416j -0.0013546-0.00144931j 0.00341011-0.00067046j 1.04082e-05+0.00501337j 0.00198985+0.000189756j -0.000136508+0.000307152j 0.000237899-0.00306637j 9.66332e-05+0.00278107j -0.00148567+0.00551224j -0.000862632-0.00305406j -0.00142203+0.00239411j 0.00456252+0.00292748j -0.000863371+0.00319302j 0.000164212+9.94729e-05j 0.00555447+0.00588488j -0.00102446-6.50996e-05j -0.000363817+0.000625011j 0.000571733+0.00167174j -0.00334646-0.00210172j -0.00314145+0.00230947j -0.00565174+0.00359823j 0.00322624+0.000501239j -0.00625302+0.00169918j 0.00148154-0.000453027j -0.00547123+0.00670787j 0.00402564-0.00176548j -0.000494713-0.00027928j -0.000812421-0.00173037j -0.000150923-0.00142693j -0.00494101+0.00423791j -0.00199922-0.00160719j -0.00366721+0.0035252j 0.00360012-0.00265157j -0.00610732+0.000110769j -0.000255946-0.000787632j -0.00127509+0.00193124j -0.000376718+0.000397319j -0.00122248+0.00240474j 0.00256874-0.00319126j -0.00655846+0.00485988j -0.002691-0.00382884j 0.00114776+0.000455035j 0.00173828-0.00215571j -0.00554848+0.00037935j -0.00551341-6.87535e-05j 0.00452462+0.000108792j -0.00448599-0.00115854j -0.00938799+0.00228498j 0.00207993-0.00141538j 0.00101197-0.00620046j -0.00762895+0.00187418j -0.00155178-0.000906891j 1.91661e-05+0.00195768j 0.00182766+0.00168771j -0.00239949+0.00097054j -0.000760809+0.00138958j 0.00160345+0.000767411j 0.000622972+0.0015189j -0.000117043+0.00118744j 0.000519277-0.00191175j -0.00174509-0.00107979j 0.00254131-0.000766309j -0.00247671-0.00045235j -0.0052487+0.00115748j -0.000370356-0.00165108j 0.00221638+0.00372316j -0.00667266+0.00085118j 5.70861e-05-0.00147353j 0.000967821+0.002182j 0.0047855-0.00269642j -0.00390963-0.000915903j -0.00151011-0.00211939j -0.00294413-0.0019343j 5.64462e-06+0.00320914j -0.00422805+0.00207834j -0.00352756-0.00399142j -0.00498614-0.00214735j -0.00484206-0.00364315j 0.000387716-0.00177165j -0.000713834-0.00474461j 
-0.00113411-0.00468288j 0.000559398-0.0020332j 0.00524078+0.00416598j 0.00346715-0.000894888j -0.0025543+0.00368948j 0.00342075+0.0011012j 2.83871e-05-0.00356099j 0.000375199+6.11489e-05j -0.00393084-0.00266694j -0.00366566+0.000811497j -0.0004024+0.00281484j 0.0064931+0.00249081j 0.00196343-0.000976588j 0.00243209-0.0010315j 0.0063548-0.00478783j 0.0020658-0.00447217j -9.60747e-06+0.00354543j -0.00110445+0.000324503j 0.00180167-0.000814668j -0.00300648+0.00613663j -0.000215494+0.00258684j 0.00122388+0.00697972j -0.00608518-0.00242468j -0.000567508+0.00017349j 0.000587404-0.0030157j 0.00129405+0.000879884j -0.00370453-0.00189257j 0.00325938+3.23091e-05j -0.00274548+0.000550205j -0.00105704+0.00229958j 0.00381031+0.00031122j -0.00249448-0.00174517j 0.00161313+0.00199447j 0.00125498+5.78232e-06j -0.000470814+7.50256e-05j 0.00498913-0.00134756j 0.00218076+0.00126168j -0.00157002-0.000437608j 0.000737898+0.00122913j 0.000168159-0.00548208j -0.00246567-0.00338644j 0.00298082-0.00463677j 0.00186482-0.00148182j -0.0106524+0.00130196j 0.00143623-0.000992787j -0.000777834-0.000123096j -0.00278557-0.0039114j 0.000570266-0.00463886j 0.00198517-0.000771697j 0.00232408-0.00403134j -0.00517731+0.00315185j -0.00175968-0.00107264j -0.000611545-2.89308e-05j -0.00127802+0.00148801j -7.23725e-05-0.00136471j -0.00393498-0.00308267j 0.000978126-7.38694e-05j -0.00122684+0.000977274j 0.0035112-0.00204993j -0.000969713+0.00225893j 0.000451866-0.00032303j 0.000135367-0.000713186j -0.00183183+0.00162066j -0.000448809+0.00420015j -0.00456826+0.000979237j 0.00176983+0.0040048j -0.00115978-0.000665758j -0.00402185-0.000251143j -0.00228667-0.000536143j 1.63661e-05+0.00107158j 0.00103212+0.00180139j 0.00140193+0.00180039j 0.00894319+0.00195882j -0.00710996+0.000252192j -0.00202403-0.00153643j 0.0103926+0.000513438j 0.00550904+0.00306698j 0.000612145+0.000517248j 0.0168461+0.00225823j 0.00235224-0.00245784j 0.00113549-0.00121669j -0.00253801+0.0036857j -0.00321996-0.00164074j 0.00255854-0.00194192j 0.000211267+0.000106371j 0.00628758-0.00165477j 0.00132946+0.00101852j -0.000543912-0.00160272j -0.00518543-0.000466309j -0.00175922-0.00138847j 0.00260907+0.000651195j -0.000816395-0.00130549j 
0.00570447+0.00278301j 0.00103452+0.00183146j -0.0181792-0.00736502j -0.00477116-0.00276757j 0.00182285+0.000241841j -0.00803896-0.00682382j 0.0056589-0.00361637j -0.00136293+0.00201242j 0.00597245+0.00040369j 0.00114486-0.000732589j -0.00439514-0.00142476j -0.0135745-0.00497329j -0.00673148-0.00476195j -0.0025821-0.00372271j -0.00622708-0.00289214j -0.00359401+0.00296848j -0.0121771-0.0103084j -4.1234e-05-0.000276579j 0.00128865+0.000559864j -0.00358861+0.00105257j -0.00543234-0.00102435j -0.00414203-0.00708932j 0.00378731+0.00259686j 0.00167088+0.00330413j 0.00231531+0.00606289j -0.0029703+0.00505965j 0.00930497+0.00913393j 0.000585515+0.00018003j 0.00165814+0.0011711j -0.00199182-0.00412288j 0.00466499+0.00115901j 0.000789791-0.00111921j -0.000217093-0.000313831j -0.00258165+0.00466583j -0.00641851-0.0013409j -9.49799e-05-0.00530352j -0.000389651+0.00163712j -0.00381614-0.00273952j -0.00109027-0.00287523j -0.00058837+0.00079206j -0.00267562+0.000810786j -0.00177294+0.00025501j -0.00439522-0.002051j -0.00213413-0.00325182j -0.00185419+0.00046931j 0.00241998-0.00129531j -0.000977335-0.00300459j -0.000536404-0.00360178j -0.00345488-0.00165015j -0.00278779-0.00475437j 0.000363713+0.00225924j -0.00228075-0.00307178j -0.00254815-0.00170809j 0.000537732-0.00129923j 0.000481785-0.00280184j -0.00547187-0.00517347j -0.0029537-0.000614324j 0.000978099+0.00500608j 0.00519412-0.000380008j 0.000536677-0.00176701j 0.00135115-0.00256548j 0.00694156+0.00756587j 0.00584294+0.00137252j 0.00559914+0.00223607j 0.00454795+0.00623308j -0.00307972-0.000492451j 0.00295507-0.00113798j 0.00385423-0.00314209j -6.09621e-05+0.00209892j 0.00179125-0.000788656j 0.00187303-0.00146407j -0.000978805-0.000242593j 0.00152462+0.00368227j -0.00483993-0.00145026j -0.000134594-0.00311415j 0.00455576+0.00174811j 0.00150238+0.00382342j 0.000842574-0.00122339j 0.00559645+0.00450576j -0.00252224+0.00090634j 0.00274683+0.000779866j -0.00411579-0.00112868j 0.0054719+0.00196024j 0.000654965-0.000384245j 0.00149315+0.00116736j 0.00531576+0.00358187j 0.000301922+0.000809902j 0.00228956-0.00266053j -0.00257703+0.00191907j 5.87881e-05-0.00377183j 0.00191775+0.000118359j 0.00220326+0.00301153j 
0.000878788+7.53868e-05j 0.00332777-0.00256936j -0.00839649-0.00282406j -0.000609505-0.00184433j -0.000770694-0.000384457j -0.00627776-0.002715j 0.00292897+0.00249493j -0.000702869+0.0037873j -1.14787e-05-4.8693e-05j -0.00211407-0.000791296j -0.00407731-0.000316487j -0.00500734-0.000916024j -0.00307764-0.00407483j -0.00179537+0.00241501j 0.00197578-0.00162773j 0.00376904-0.00269436j 0.00366639-0.00721348j 0.00223617-0.00617675j -0.000748656+0.000826494j 0.00162036+0.000626529j -0.00322565-0.000684556j -0.00641857+0.00191963j 8.87422e-06+0.00562263j 0.0060101+0.000506752j 0.00321839-0.00277607j 0.00265668-0.00183976j -0.000437289+0.00243297j 0.00381338-0.00424525j -0.00192991-0.00256652j -0.00202752-0.00180663j 0.00120182+0.00361477j 0.0018817-0.00192904j -0.000394622-0.00239323j 0.00677887-0.000376306j -0.0016024-0.00027508j -0.00259354+0.000284467j 0.0019254-0.00445858j -0.0015641-0.000303636j -0.00174504-0.0015525j 0.00360309-0.00299975j 0.00190063-0.00372556j -0.000939445-0.00408856j -0.000833689+0.00620261j -0.00591786+0.00279711j 0.00423201+0.000446136j -0.00173401+0.00376068j 0.0016249-0.00217031j 0.000318636-0.00166094j 0.000678867+0.00604577j -0.00421153+0.000169324j -0.00484869-0.000124147j -0.000648195-0.00967553j -0.00252882-0.00196416j 0.0047188+0.00109651j 0.00362667+0.00086812j -0.00233873-0.00130579j 0.000348292-0.00256111j 0.000123649+0.000809386j -0.000560797+0.00539607j 0.000385121-0.0016582j 0.00417797-0.000663089j 0.00375699-0.00278648j 0.000265547+0.00338982j 0.00147971+0.00186036j 0.00547367-0.00293667j -0.000651519+0.000776691j -0.0034855+0.000100373j -0.00251601+0.000324054j -0.000848858-0.000737913j -0.000322414+0.0011258j -0.00142648+0.00197141j -0.00107353+0.000189595j 0.00183932+0.000413686j 6.09975e-05+0.000422837j -0.00132448-0.000958577j 0.000155216-0.000240504j 0.00307444+0.00021549j 0.0030606+0.00243128j 5.20384e-05-0.00082893j -0.002537-0.000332317j 0.000203185+0.00107532j 0.00246343+0.000514331j -0.00567872-0.00204102j 0.000960293-0.000656099j -0.00076313-0.000329869j -0.00287403+0.00143482j -0.00196079+0.00153901j -0.00441928-0.00162012j -0.00137808+0.000149069j -0.00121419-0.000159342j -0.000678261-0.000962531j -0.00665724-0.000126311j 
-0.00331247-0.00233041j -0.00149701-0.0002708j 0.000877288+0.00366647j 0.000112489+0.000559902j -0.00601756-0.000380748j 0.00170716-0.00183105j -0.00202177+0.00206968j -0.00129634-0.00103636j -0.00180941-0.000924777j -0.00352092-0.000940885j 0.00491759-0.00102217j 0.00370882+5.16293e-05j -0.00517487+0.00198434j -0.000146744+0.00164056j 0.00499229-0.00716575j -0.00235694-0.00288815j -0.00625109-0.00401103j -0.00235463+0.00205966j 0.00168496+0.00248512j -0.00558139-0.00119584j -0.000746882-0.002979j 0.00524705+0.00535728j -0.00302164+0.00103998j -0.00164306-0.00128454j -0.00321746+0.0024701j 0.000301031+0.00506262j 0.00261612-0.00287126j -0.0038891+0.005881j -0.00103267-0.00264272j 0.000967464+0.00236913j -0.000447203+0.000201482j -0.00393002+0.00204078j -0.00335304+0.00291678j 0.0010501+0.000681939j -0.00120314+0.000206673j 0.000580868-0.00322034j -0.00790572+0.00558731j 0.00346543-0.00204168j -0.000321846-0.00279177j -0.00384862+0.000352891j -0.00435548+0.00184627j -0.0027617+0.00346641j -0.00132509-0.00260639j 0.00165259+0.000561318j 0.000483949+0.00133003j -0.00238125+0.00249957j -0.00509593-0.000327051j 0.00294043+0.0022504j 0.00219964-0.00230351j 0.000453783+0.000666627j 0.000989694+0.00181535j -0.0059888+0.00402693j -0.0019688-0.000882924j -0.00431144+0.00325885j -0.00984052+0.00472417j 0.00100604+0.00166072j -0.00644946+0.00494985j 0.00458228-0.000666632j 0.00531925-0.00157273j -0.000310022+0.00326576j -0.0010116+0.00188576j -0.0012112+0.000382727j 0.00212465-0.00616489j -0.00068231+0.00492331j -0.004626+0.00308847j 0.0046469+0.00150926j -0.0031127-0.00247105j 0.00100703-0.00264089j 0.00111546+0.00269689j 0.00138837-0.00116615j 0.00501402-0.00375134j 0.00119579-0.0016918j -0.00139449+0.000296095j -0.000129726-0.00133023j 0.000768888-0.00107171j 0.000417047+0.00153925j -0.00368957+0.00305291j 0.00136685-0.00264428j -0.000900717+0.00381557j 0.000480204-0.0013718j -0.000320181-0.000758473j -0.00412972+0.0016989j 0.00346734-0.00568331j -0.0035045+0.00115003j -0.00321343+0.000561307j 0.00831637-0.00491522j 0.0059452+0.00559181j 0.00176196+0.000822984j -0.00366517+0.000528675j -0.00164659-0.000287622j -0.000937667-0.000131013j -0.0032139+0.00195706j 
0.00366367+0.000693443j 3.13602e-05-0.00388427j -0.00239945+0.00381698j 0.000977012+0.00110606j 0.00207828-0.00761365j -0.0010563-0.00364144j 0.00554617-0.000491527j -0.00517913+0.0044592j 0.00021517-0.000229263j 0.00308237-0.00711349j 0.00413822+0.0012314j -0.00457448+0.00807423j -0.00732143-0.00415501j -0.000761049-0.00112002j 0.00169815+0.00821956j -0.000643414-0.00278271j -0.00526496-0.00247434j 0.000487252-0.0021423j 0.00268257+0.00264893j -0.00672871-0.00641314j -0.00660483-0.00213384j -0.00342166+0.00195013j -0.00108329-0.00501338j -0.00741851+0.00517433j 0.00165859-0.00403263j -0.00465301+0.00235385j -0.0113831+0.004336j -0.00158605+0.000672752j -0.00227148+0.00237521j -0.0017486-0.00335427j 0.0108512-0.000649766j -0.0021858-0.000694483j -0.00213752-0.00195258j 0.00148442-0.00308137j -0.00394985-0.00312851j 0.00290328+0.00369861j -0.00406724-0.0065748j 0.00783985+0.00450667j 0.00240891+0.00116769j 0.00224041-0.000579837j -0.000119499+0.000171692j -0.00558006-0.00307076j -0.00501828-0.00110724j -0.000119378-0.00632828j -0.000477754+0.00427598j -0.00455214-0.0112878j 0.000932091+0.000448314j -0.00250524-0.00182427j 0.00148983-0.00492254j -0.00101406-0.00266216j 0.00567098+0.000671698j -0.00237768-0.00163854j 0.00769006+0.00144236j -0.00494274-0.000314256j 0.000890449+0.00705076j -0.0041045-0.00321261j -0.00457724-0.00370652j 0.00718466-0.00296361j 0.00175901-0.00474464j -0.0063337-0.00682071j 0.00212399+0.00568533j 0.00025984+0.00740976j -0.00244108-0.00283259j -0.00344082-0.00379476j -0.00305525+0.00454059j 0.00172584+0.00364645j -0.00201519-0.00321253j -0.00187449-0.0035887j -0.0013024+0.000515461j 0.00143438+0.00267941j 0.00132937+0.000911459j -0.000370231-0.00246843j -0.000471245+0.000103036j 0.00325047+0.000248696j 0.000857901-0.00280511j -0.00160005+0.00244485j -0.00207001+0.00207239j 0.000722737+0.00148818j -0.00234318+0.00297024j 0.00239601-0.00330608j -0.000861986+0.0018447j -0.00211547-0.000635702j 0.000707014-0.0119346j 0.000920596-0.00202644j 0.000682719-0.00349561j -7.70958e-06-0.00451281j -0.00130566-0.006465j 0.000571247-0.00317521j 0.00187021-0.00604662j 0.00301442-0.00399259j -0.00216321+0.0043189j -0.00209609-0.00269219j 
